index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,11,0,0,0,10.000000000000002,20,10.0,3.603356702193765,3,7.333333333333333,31.516758169840507,19,32.78947368421053,43.144422792570104,13,41.92307692307692,66.0,12,66.0,0,2.144,25715.0,250,0,0.0,2500.0000000000005,False,-0.1829283073753106,3,1.8770000000000004,25947.0,270,0,0.0,2700.0000000000005,False,-0.17286831101145386,0,0.21800000000000003,58840,0,43,0.1,1355.2206013031418,False,0.08682158210199532,9,1.802,50401,251,0,0.0,904.442532250635,False,-0.07139453159751448,0,0.2,78403,3,162,1.0,7083.946766905879,False,0.001980526312961526,8,5.041,65431.0,77,0,0.0,2426.790379077719,False,-0.18510698813275547,0,0.2,103478,0,21,0.5,1386.0,False,-0.004843424597336594,1,0.5970000000000002,92247,365,10,1.0,16407.71431928809,False,-0.04038234242492171,0.325,500462,0.0,0.0,12,0,0,6,6,5.2,14,20,20,61.0,48.0,5,6,20,1477,1.4101585040334612,54.31537088705227
26,20,0,0,0,10.000000000000002,20,10.0,3.608100301877533,7,3.7142857142857144,31.204546293864492,25,29.6,43.144422792570104,0,,66.0,9,66.0,5,2.1940000000000004,25530.0,259,0,0.0,2590.0000000000005,False,-0.18717047451669597,2,1.8940000000000003,25797.0,281,0,0.0,2810.0000000000005,False,-0.1757469244288225,0,0.21800000000000003,58814,0,50,0.7,1560.2273146932246,False,0.08821857198010725,25,2.0430000000000006,50055,251,0,0.0,905.6331757712608,False,-0.0777017952287926,0,0.2,77731,14,172,1.0,7857.704368436161,False,-0.0015057874592754234,0,5.033,65363.0,81,0,0.0,2527.5682498030237,False,-0.18532232707406773,0,0.2,103478,0,21,0.0,1386.0,False,-0.004843424597336594,0,0.5960000000000001,92841,355,11,1.0,16042.270091362387,False,-0.03645336130150373,0.3375,499609,0.0,0.0,10,0,0,11,4,4.0,17,28,16,191.0,63.0,14,6,16,794,2.1778052510344423,56.49317613808671
27,16,0,0,0,10.000000000000002,20,10.0,3.608100301877533,0,,29.80447760422629,44,25.40909090909091,44.14511071993268,22,55.0,66.0,13,66.0,0,2.189,25450.0,267,0,0.0,2670.0000000000005,False,-0.1883825222713775,0,1.8920000000000003,25677.0,293,0,0.0,2930.0000000000005,False,-0.1775649960608448,0,0.21800000000000003,58894,0,45,0.0,1341.201492190183,False,0.0876796513356663,39,2.4080000000000004,48944,251,0,0.0,905.6331757712608,False,-0.09798921556734236,0,0.2,77733,43,167,1.0,8653.826027210489,False,0.003385948346297407,7,5.1030000000000015,65061.0,86,0,0.0,2563.185073963461,False,-0.18879727404250607,0,0.2,103478,0,21,0.0,1386.0,False,-0.004843424597336594,2,0.6160000000000001,92333,367,10,1.0,16861.255634215297,False,-0.037394411269725675,0.25,497570,0.0,0.0,14,0,0,9,6,6.0,13,22,18,139.0,34.0,10,6,18,2041,1.8893697240273468,58.38254586211406
28,18,0,0,0,10.000000000000002,20,10.0,3.47410412925775,10,1.5,29.425468732610174,5,17.0,43.06685595830388,14,25.0,66.0,9,66.0,0,2.189,25380.0,274,0,0.0,2740.0000000000005,False,-0.18944306405672384,10,1.9920000000000002,25307.0,306,0,0.0,3060.0000000000005,False,-0.1868068601902915,0,0.21800000000000003,58879,0,55,1.0,1618.4007802935596,False,0.08993664317416473,5,2.4190000000000005,48839,251,0,0.0,872.0001364436953,False,-0.10021364665518973,0,0.2,77733,33,177,1.0,8593.873972795924,False,0.003019417071982764,14,5.236000000000001,64430.0,91,0,0.0,2677.717654667526,False,-0.19581259152472072,0,0.2,103478,0,21,0.0,1386.0,False,-0.004843424597336594,0,0.6140000000000001,92577,371,11,1.0,16703.80356053074,False,-0.03581553162779792,0.375,496623,0.0,0.0,10,0,0,11,5,5.0,17,28,13,232.0,42.0,14,4,13,794,1.845736944989767,60.228282807103824
29,13,0,0,0,10.000000000000002,20,10.0,3.1819425919391406,35,2.0,29.425468732610174,0,,42.65481514336147,69,41.31884057971015,66.0,6,66.0,30,2.4890000000000003,24680.0,281,0,0.0,2810.0000000000005,False,-0.20959335797830433,5,2.0320000000000005,25072.0,319,0,0.0,3190.0000000000005,False,-0.191958063147688,0,0.21800000000000003,58869,0,60,0.5,1765.5281239566104,False,0.09109734788047232,0,2.4140000000000006,48779,281,0,0.0,894.1258683348985,False,-0.1011072634047176,0,0.2,77756,23,186,1.0,8610.581397515267,False,0.00340279396399775,68,5.902000000000001,61346.0,91,0,0.0,2677.717654667526,False,-0.23352213996388288,0,0.2,103478,0,21,0.0,1386.0,False,-0.004843424597336594,0,0.6140000000000001,90122,430,15,1.0,19331.57051164543,False,-0.04671673841855292,0.3125,490102,0.0,0.0,11,0,0,11,5,5.0,14,25,6,127.0,9.0,10,3,6,619,1.5090051530278288,61.73728796013165
30,6,0,0,0,10.000000000000002,20,10.0,2.8363469412984137,31,1.064516129032258,29.416190980289283,13,29.307692307692307,41.70375339052054,15,25.0,66.0,12,66.0,2,2.4790000000000005,24538.0,291,0,0.0,2910.0000000000005,False,-0.21238106781407187,29,2.3170000000000006,24334.0,329,0,0.0,3290.0000000000005,False,-0.2128052845282104,0,0.21800000000000003,59178,0,53,0.2,1559.058121955332,False,0.09485472054083348,4,2.4540000000000006,48666,310,0,0.0,879.2675518025083,False,-0.10330636057372217,0,0.2,77375,26,196,1.0,8938.756630029548,False,0.0007505021216484993,15,5.984000000000001,60748.0,91,0,0.0,2676.873379206325,False,-0.2408393347076634,0,0.2,103478,0,21,0.0,1386.0,False,-0.004843424597336594,0,0.6140000000000001,90539,435,13,1.0,18999.132724876436,False,-0.044320999995813695,0.275,488856,0.0,0.0,13,0,0,2,5,5.0,14,16,9,23.0,12.0,2,4,9,1305,0.7622274379828013,62.499515398114454
31,9,0,0,0,10.000000000000002,20,10.0,2.7363649280968945,30,2.1666666666666665,29.416190980289283,0,,41.70375339052054,0,,66.0,6,66.0,7,2.5470000000000006,24281.0,302,0,0.0,3020.0000000000005,False,-0.21850190897521363,23,2.5180000000000007,23671.0,338,0,0.0,3380.0000000000005,False,-0.2315314223380401,0,0.21800000000000003,59113,20,63,1.0,1907.9473303201628,False,0.09685323421215206,0,2.4500000000000006,48666,310,0,0.0,848.2731277100373,False,-0.10358934748178479,0,0.2,77375,16,206,1.0,9061.632254131859,False,0.0015017317421216262,0,5.969000000000001,60748.0,91,0,0.0,2676.873379206325,False,-0.2408393347076634,0,0.2,103478,0,21,0.0,1386.0,False,-0.004843424597336594,0,0.6140000000000001,90935,425,17,1.0,18846.095190971228,False,-0.041268962002659504,0.375,488267,0.0,0.0,9,0,0,9,4,4.0,12,21,9,99.0,6.0,7,2,9,596,1.1266484960215166,63.62616389413597
32,9,0,0,0,10.000000000000002,20,10.0,2.6987906657373064,4,1.0,30.254048440353472,14,39.142857142857146,41.835339131900525,12,44.583333333333336,66.00000000000001,9,66.0,4,2.5800000000000005,24083.0,313,0,0.0,3130.0000000000005,False,-0.2228349796982001,0,2.4950000000000006,23581.0,347,0,0.0,3470.0000000000005,False,-0.23289497606205684,0,0.21800000000000003,59589,14,63,1.0,1943.788121062591,False,0.10587246974291577,4,2.4900000000000007,48582,310,0,0.0,836.625106378565,False,-0.1052295792197418,0,0.2,77607,15,204,1.0,8988.219909513009,False,0.0038896831218775295,0,5.969000000000001,60503.0,96,0,0.0,2904.3886502739333,False,-0.2424440980993976,0,0.2,103118,0,26,0.5,1716.0000000000005,False,-0.006706280211696823,0,0.6140000000000001,91354,422,18,1.0,18842.513113662022,False,-0.03728332068982012,0.4375,488417,0.0,0.0,14,0,0,9,2,2.0,13,22,16,117.0,18.0,8,1,16,1809,1.2905903230421245,64.9167542171781
33,16,0,0,0,10.000000000000002,20,10.0,2.6308172074661327,10,1.5,30.365772835119767,10,32.0,41.835339131900525,0,,66.00000000000001,11,66.0,0,2.576000000000001,23943.0,327,0,0.0,3270.0000000000005,False,-0.22495606326889278,10,2.5950000000000006,23281.0,353,0,0.0,3530.0000000000005,False,-0.2410762984061572,0,0.21800000000000003,59809,14,68,1.0,2101.7039936926703,False,0.11133159244099733,5,2.536000000000001,48477,310,0,0.0,815.5533343145012,False,-0.10733932276980346,0,0.2,77607,5,214,1.0,9104.59143840231,False,0.004601148395157339,0,5.969000000000001,60183.0,106,0,0.0,3218.7719205226954,False,-0.2444348341310377,0,0.2,103118,0,26,0.0,1716.0000000000005,False,-0.006706280211696823,0,0.6140000000000001,92080,412,17,1.0,18358.159722343018,False,-0.03266130551623536,0.375,488498,0.0,0.0,12,0,0,12,3,3.0,15,27,21,178.0,43.0,12,4,21,1161,1.8205608159769326,66.73731503315503
34,21,0,0,0,10.000000000000002,20,10.0,2.6890547645199816,4,5.0,30.653074498924937,30,32.0,42.93805289559896,10,69.0,66.00000000000001,11,66.0,4,2.6160000000000005,23761.0,338,0,0.0,3380.0000000000005,False,-0.22880431489000666,0,2.585000000000001,23191.0,362,0,0.0,3620.0000000000005,False,-0.24243985213017394,0,0.21800000000000003,59789,8,78,1.0,2412.452249032305,False,0.11380359228888391,30,2.831000000000001,48297,310,0,0.0,833.6069770011943,False,-0.11046137924327377,0,0.2,77337,25,214,1.0,9955.0701821313,False,0.006499334715841387,0,5.969,60183.0,106,0,0.0,3249.2258968860433,False,-0.24424864643699767,0,0.2,103118,0,26,0.0,1716.0000000000005,False,-0.006706280211696823,0,0.6140000000000001,92116,412,16,1.0,18746.47779298677,False,-0.030462571920619495,0.375,487792,0.0,0.0,12,0,0,12,2,2.0,17,29,25,214.0,81.0,14,7,25,1616,1.8999402329791337,68.63725526613416
35,25,0,0,0,10.0,20,10.0,2.666326804355792,14,2.4285714285714284,30.15086780429199,34,27.88235294117647,42.80597183468969,14,40.714285714285715,66.00000000000001,9,66.0,9,2.702000000000001,23445.0,349,0,0.0,3490.0,False,-0.23671292648930367,5,2.6350000000000007,22996.0,371,0,0.0,3710.0,False,-0.2469850312102297,0,0.21800000000000003,60555,12,63,1.0,1931.500593322665,False,0.12339992872306725,9,2.8910000000000005,48068,310,0,0.0,826.5613093502955,False,-0.11470736346301069,0,0.2,76734,49,219,1.0,10851.90035420735,False,0.0046091507660965475,9,6.059,59904.0,106,0,0.0,3195.9919872549513,False,-0.24798557165147433,0,0.2,103118,0,26,0.0,1716.0000000000005,False,-0.006706280211696823,0,0.6140000000000001,92140,416,17,1.0,18929.28428323091,False,-0.029360112520152772,0.375,486960,0.0,0.0,11,0,0,16,7,7.0,16,32,31,241.0,117.0,16,9,31,1939,2.169197826005984,70.80645309214015
36,31,0,0,0,10.0,20,10.0,2.6214146333590964,4,1.0,29.846490217596692,4,17.0,42.89755981924641,53,43.264150943396224,66.0,9,66.0,1,2.7030000000000003,23333.0,358,0,0.0,3580.0,False,-0.23874310647839525,3,2.6600000000000006,22820.0,382,0,0.0,3820.0,False,-0.25065147566814133,0,0.21800000000000003,60551,6,73,1.0,2194.522273684713,False,0.1257283409755191,4,2.9220000000000006,47984,310,0,0.0,812.6385363413199,False,-0.1163683642574246,0,0.2,76891,43,220,1.0,10720.862239590868,False,0.005727732166775951,44,6.49,59508.0,106,0,0.0,3163.7279630652492,False,-0.2530249076026482,0,0.2,103118,0,26,0.0,1716.0,False,-0.006706280211696823,0,0.6140000000000001,90441,459,18,1.0,20877.979957034102,False,-0.03628279124059443,0.375,484646,0.0,0.0,11,0,0,15,4,4.0,20,35,26,316.0,109.0,20,11,26,1019,4.379943837993778,75.18639693013392
37,26,0,0,0,10.0,20,10.0,2.6214146333590964,0,,29.846490217596692,0,,43.53624232155525,44,47.0,66.0,8,66.0,0,2.7020000000000004,23253.0,366,0,0.0,3660.0,False,-0.23995515423307678,0,2.6570000000000005,22700.0,394,0,0.0,3940.0,False,-0.25246954730016363,0,0.21800000000000003,60551,0,79,0.6,2357.8727271901384,False,0.12721977180934338,0,2.918000000000001,47984,310,0,0.0,812.6385363413199,False,-0.1163683642574246,0,0.2,76891,33,230,1.0,10998.269911138397,False,0.0074237305499822645,44,6.886000000000001,59112.0,106,0,0.0,3163.7279630652492,False,-0.25786698969794913,0,0.2,103118,0,26,0.0,1716.0,False,-0.006706280211696823,0,0.6140000000000001,88901,493,20,1.0,22783.36746452674,False,-0.041893389897940676,0.325,482510,0.0,0.0,10,0,0,17,1,1.0,14,31,18,246.0,43.0,17,9,18,728,2.191993219021242,77.37839014915517
38,18,0,0,0,10.0,20,10.0,2.671159053620605,5,4.0,29.846490217596692,0,,43.53624232155525,0,,66.0,9,66.0,5,2.7520000000000007,23058.0,376,0,0.0,3760.0,False,-0.24434882734379734,0,2.657000000000001,22600.0,404,0,0.0,4040.0,False,-0.25398460699351555,0,0.21800000000000003,60551,0,79,0.0,2357.8727271901384,False,0.12721977180934338,0,2.918000000000001,47964,315,0,0.0,841.4151018904906,False,-0.11647083704425894,0,0.2,76891,23,240,1.0,11135.167432177983,False,0.008260686402907612,0,6.842000000000002,59112.0,106,0,0.0,3163.7279630652492,False,-0.25786698969794913,0,0.2,103118,0,26,0.0,1716.0,False,-0.006706280211696823,0,0.6140000000000001,89495,483,21,1.0,22414.005041311186,False,-0.03798312424143003,0.25,482789,0.0,0.0,10,0,0,13,1,1.0,11,24,14,133.0,48.0,12,6,14,794,2.0957451069843955,79.47413525613956
39,14,0,0,0,10.0,20,10.0,2.619223474527376,4,1.0,29.846490217596692,0,,42.597548551998294,13,24.23076923076923,66.0,9,66.0,0,2.7470000000000008,22998.0,382,0,0.0,3820.0,False,-0.2452578631598085,4,2.697000000000001,22372.0,418,0,0.0,4180.0,False,-0.2587721956245076,0,0.21800000000000003,60547,0,83,0.4,2477.2586880605254,False,0.12823675372113036,0,2.918,47964,315,0,0.0,825.0553944761234,False,-0.11662020529850338,0,0.2,76891,13,250,1.0,11037.391510828329,False,0.00766290983962645,13,6.972000000000002,58604.0,106,0,0.0,3163.7279630652492,False,-0.2640785495575777,0,0.2,103118,0,26,0.0,1716.0,False,-0.006706280211696823,0,0.6140000000000001,89774,486,22,1.0,22154.408596271172,False,-0.0365577838883472,0.3,482268,0.0,0.0,10,0,0,7,3,3.0,15,22,8,106.0,16.0,8,6,8,794,1.5303883640444838,81.00452362018405
40,8,0,0,0,9.999999999999998,20,10.0,2.8030817723636456,98,3.020408163265306,26.612837411999255,44,15.181818181818182,41.78851803361623,11,24.09090909090909,66.0,11,66.0,63,3.3770000000000007,20624.0,392,0,0.0,3919.999999999999,False,-0.31567783770680563,35,3.0430000000000015,21340.0,428,0,0.0,4279.999999999999,False,-0.28852796800193925,0,0.21800000000000003,60597,2,89,1.0,2374.148693212661,False,0.1282083586838984,40,3.318000000000001,46766,401,0,0.0,1124.035790717822,False,-0.13576652310211432,0,0.2,76823,7,260,1.0,11051.304550624214,False,0.006916501905189463,11,7.069000000000003,57583.0,146,0,0.0,3885.4742621518913,False,-0.2721502374445062,0,0.2,103118,0,26,0.0,1716.0,False,-0.006706280211696823,0,0.6140000000000001,90235,487,21,1.0,21737.0082823711,False,-0.034147536815896856,0.375,477086,0.0,0.0,12,0,0,6,8,8.0,12,18,11,54.0,12.0,4,4,11,994,1.0176570100011304,82.02218063018518
41,11,0,0,0,9.999999999999998,20,10.0,2.801951317918789,9,2.7777777777777777,26.612837411999255,0,,41.78851803361623,0,,66.0,13,66.0,4,3.3540000000000005,20442.0,403,0,0.0,4029.999999999999,False,-0.31952608932791954,5,3.0580000000000016,21140.0,437,0,0.0,4369.999999999999,False,-0.2932246530513302,0,0.21800000000000003,60577,0,95,0.6,2528.219554139929,False,0.12924985441027634,0,3.278000000000001,46761,406,0,0.0,1137.5922350750284,False,-0.13573405186827756,0,0.2,76823,0,267,0.7,11157.534314975534,False,0.007565963066746884,0,7.0580000000000025,57583.0,146,0,0.0,3885.4742621518913,False,-0.2721502374445062,0,0.2,103118,0,26,0.0,1716.0,False,-0.006706280211696823,0,0.6140000000000001,91093,477,18,1.0,21121.12310203494,False,-0.028892780230636156,0.2875,477537,0.0,0.0,11,0,0,7,2,2.0,15,22,15,141.0,9.0,8,3,15,1058,1.0211677770130336,83.04334840719821
42,15,0,0,0,9.999999999999998,20,10.0,2.8194931639306398,1,6.0,26.89699040354031,10,32.0,41.036244123274244,10,24.0,65.99999999999999,3,66.0,0,3.350000000000001,20332.0,414,0,0.0,4139.999999999999,False,-0.3211926549906066,1,3.063000000000001,21033.0,446,0,0.0,4459.999999999999,False,-0.2951033270710866,0,0.21800000000000003,60897,0,85,0.0,2286.2441843009265,False,0.1328839196565284,0,3.278000000000001,46755,407,0,0.0,1147.5337177197705,False,-0.13575284665084303,0,0.2,76503,0,277,1.0,11367.039622146965,False,0.00493403043509627,10,7.158000000000001,57203.0,146,0,0.0,3926.9605989168854,False,-0.27654304318185385,0,0.2,103118,0,26,0.0,1715.9999999999995,False,-0.006706280211696823,0,0.6140000000000001,91051,477,25,1.0,21224.288446801813,False,-0.0288012359483282,0.25,476892,0.0,0.0,10,0,0,7,3,3.0,17,24,19,149.0,45.0,10,5,19,718,1.279571141989436,84.32291954918765
43,19,0,0,0,9.999999999999998,20,10.0,2.8513651933110142,15,3.2,27.179505237074444,10,32.0,40.66813131435975,5,25.0,65.99999999999999,0,,6,3.4100000000000006,20116.0,423,0,0.0,4229.999999999999,False,-0.3263741591418702,9,3.152000000000001,20752.0,457,0,0.0,4569.999999999999,False,-0.30195139688503725,0,0.21800000000000003,61084,5,90,1.0,2460.412297303255,False,0.13788883276393962,5,3.3280000000000007,46650,407,0,0.0,1160.5056336775829,False,-0.1375517627442106,0,0.2,76183,0,287,1.0,11671.753687221248,False,0.002884179396825971,5,7.198000000000001,57048.0,146,0,0.0,3968.2077646128687,False,-0.27818612814024385,0,0.2,103118,0,26,0.0,1715.9999999999995,False,-0.006706280211696823,0,0.6140000000000001,90926,472,35,1.0,21505.3579803778,False,-0.028652830678949744,0.375,475877,0.0,0.0,7,0,0,9,4,4.0,17,26,29,194.0,49.0,13,6,29,435,1.6284181849914603,85.9513377341791
44,29,0,0,0,9.999999999999998,20,10.0,2.9020874559169543,12,3.5833333333333335,27.39089290911166,40,28.25,41.12581560558615,34,43.76470588235294,65.99999999999999,0,,8,3.4840000000000013,19854.0,432,0,0.0,4319.999999999999,False,-0.33294951821101754,4,3.1830000000000016,20566.0,468,0,0.0,4679.999999999999,False,-0.3059208532816193,0,0.21800000000000003,61126,7,95,1.0,2622.4494385570265,False,0.14013521390863382,35,3.673000000000001,46125,407,0,0.0,1181.1495945582003,False,-0.14695004296187025,0,0.2,75053,30,297,1.0,13036.094022132436,False,-0.0025916509413177113,34,7.533000000000001,56284.0,146,0,0.0,3999.070364730302,False,-0.28733923697632574,0,0.2,103118,0,26,0.0,1715.9999999999995,False,-0.006706280211696823,0,0.6140000000000001,89438,496,45,1.0,23368.404540370728,False,-0.03396891161289506,0.375,471564,0.0,0.0,8,0,0,10,7,7.0,23,33,25,294.0,81.0,19,10,25,285,2.0828513910528272,88.03418912523193
45,25,0,0,0,10.0,20,10.0,2.8740920081836663,13,2.5384615384615383,27.483104538366334,48,27.833333333333332,42.26851184710564,50,47.0,65.99999999999999,0,,4,3.5160000000000005,19682.0,442,0,0.0,4420.0,False,-0.33664626386279617,9,3.269000000000002,20252.0,478,0,0.0,4780.0,False,-0.3139203684625174,0,0.21800000000000003,61413,10,95,1.0,2639.6358512266384,False,0.1455328949402575,38,4.018000000000001,45084,407,0,0.0,1169.755447330752,False,-0.16606325943309577,0,0.2,74297,63,302,1.0,14496.526163742983,False,-0.002906923420863786,45,7.949000000000002,55064.0,151,0,0.0,4149.948785293316,False,-0.3013343311856173,0,0.2,103118,0,26,0.0,1715.9999999999995,False,-0.006706280211696823,0,0.6140000000000001,87088,536,55,1.0,26285.922350048626,False,-0.04248303201222506,0.375,465998,0.0,0.0,11,0,0,14,9,9.0,16,30,28,252.0,87.0,16,9,28,865,2.40275481401477,90.4369439392467
46,28,0,0,0,10.0,20,10.0,2.944293927064142,12,3.8333333333333335,27.284634029940506,4,17.0,42.014625119294365,50,40.84,65.99999999999999,0,,5,3.5620000000000007,19487.0,452,0,0.0,4520.0,False,-0.34103993697351676,7,3.330000000000001,20007.0,488,0,0.0,4880.0,False,-0.3198291012665899,0,0.21800000000000003,61367,12,105,1.0,2900.218100268523,False,0.14707209338667096,4,4.020000000000001,45000,407,0,0.0,1198.3276283151058,False,-0.16733627058127654,0,0.2,74229,57,312,1.0,14663.78717692645,False,-0.0027158017135196456,50,8.404,52969.0,151,0,0.0,4119.979738521017,False,-0.32713412482715837,0,0.2,103118,0,26,0.0,1715.9999999999995,False,-0.006706280211696823,0,0.6140000000000001,85046,576,65,1.0,28490.424068713553,False,-0.051460554898290184,0.375,461223,0.0,0.0,7,0,0,16,8,8.0,18,34,16,283.0,99.0,20,8,16,200,2.224005688971374,92.66094962821808
47,16,0,0,0,10.0,20,10.0,2.944293927064142,0,,26.794743577230307,9,16.444444444444443,40.790219842277615,19,24.473684210526315,65.99999999999999,0,,0,3.5570000000000013,19367.0,464,0,0.0,4640.0,False,-0.34285800860553906,0,3.323000000000001,19927.0,496,0,0.0,4960.0,False,-0.32104114902127145,0,0.21800000000000003,61367,2,115,1.0,3087.2840992356137,False,0.14878005313108858,9,4.106000000000001,44771,407,0,0.0,1198.3276283151058,False,-0.17151792607860136,0,0.2,74081,56,322,1.0,14634.956429538288,False,-0.004701732453332062,19,8.544000000000002,52053.0,151,0,0.0,4046.0062801617764,False,-0.3387867510352899,0,0.2,103118,0,26,0.0,1715.9999999999995,False,-0.006706280211696823,0,0.6140000000000001,84581,585,75,1.0,28812.278607732405,False,-0.05436539383761434,0.375,459265,0.0,0.0,7,0,0,6,6,6.0,15,21,16,116.0,54.0,8,8,16,200,1.3692347210017033,94.03018434921978
48,16,0,0,0,10.0,20,10.0,2.623682753090252,47,1.6170212765957446,26.794743577230307,0,,40.23067132105692,9,25.0,65.99999999999999,1,66.0,28,3.8370000000000015,18572.0,477,0,0.0,4770.0,False,-0.36497788012847704,19,3.513000000000001,19409.0,503,0,0.0,5030.0,False,-0.335676625659051,0,0.21800000000000003,61362,0,120,0.5,3215.369229267637,False,0.14985820014670162,0,4.097000000000001,44700,451,0,0.0,1183.2809216437036,False,-0.17295180211416739,0,0.2,74081,46,332,1.0,14589.14108314349,False,-0.0049818355700850005,9,8.615,51726.0,151,0,0.0,4046.0062801617764,False,-0.3427851370079248,0,0.2,103184,0,25,0.0,1649.9999999999995,False,-0.006391027723112784,0,0.6140000000000001,84356,584,85,1.0,29104.71205149724,False,-0.05511801882201968,0.3125,457390,0.0,0.0,9,0,0,6,7,7.0,21,27,14,203.0,27.0,12,4,14,266,1.2571890860563144,95.2873734352761
49,14,0,0,0,10.0,20,10.0,2.61458179669871,27,2.5555555555555554,26.794743577230307,0,,39.50844912331719,10,23.0,65.99999999999999,0,,17,3.9790000000000014,18030.0,489,0,0.0,4890.0,False,-0.3795830555723895,10,3.594000000000001,19114.0,511,0,0.0,5110.0,False,-0.34340343009514573,0,0.21800000000000003,61337,0,130,1.0,3483.31666503994,False,0.15184811519675634,0,4.097,44656,468,0,0.0,1223.6242808549962,False,-0.17338691926250388,0,0.2,74081,36,342,1.0,14476.50036895477,False,-0.005670491612225283,10,8.706000000000001,51336.0,151,0,0.0,4046.0062801617764,False,-0.34755385422299395,0,0.2,103184,0,25,0.0,1649.9999999999995,False,-0.006391027723112784,0,0.6140000000000001,84126,584,95,1.0,29342.93428801724,False,-0.0561773520318632,0.375,455864,0.0,0.0,7,0,0,5,6,6.0,19,24,15,158.0,24.0,11,3,15,200,1.0534616900258698,96.34083512530196
50,15,0,0,0,10.0,20,10.0,2.634157601317058,7,3.142857142857143,28.458083228905693,15,48.333333333333336,38.698256421386695,20,30.0,65.99999999999999,0,,2,3.9820000000000015,17866.0,501,0,0.0,5010.0,False,-0.38273437973456154,5,3.634000000000001,18939.0,519,0,0.0,5190.0,False,-0.34749409126719594,0,0.21800000000000003,62042,0,120,0.5,3414.969987468683,False,0.16409774836539887,0,4.097000000000001,44654,470,0,0.0,1238.0540726190172,False,-0.17329169263353886,0,0.2,73836,31,352,1.0,14503.986840424193,False,-0.008498179081079282,20,8.896,49986.0,161,0,0.0,4581.751399853816,False,-0.36078554589674006,0,0.2,103184,0,25,0.0,1649.9999999999995,False,-0.006391027723112784,0,0.6140000000000001,83526,594,105,1.0,29916.7643143037,False,-0.05916828600898136,0.3125,454033,0.0,0.0,9,0,0,11,6,6.0,11,22,25,108.0,70.0,8,7,25,925,1.362421884026844,97.70325700932881
51,25,0,0,0,10.000000000000002,20,10.0,2.636296872125846,1,3.0,28.179396888842746,4,16.0,38.381531697541604,5,25.0,65.99999999999999,0,,1,3.990000000000001,17766.0,509,0,0.0,5090.000000000001,False,-0.38455245136658384,0,3.6290000000000004,18819.0,531,0,0.0,5310.000000000001,False,-0.34931216289921824,0,0.21800000000000003,62039,0,121,0.1,3409.7070235499723,False,0.16399491466455426,4,4.1370000000000005,44566,470,0,0.0,1239.0595298991475,False,-0.17488943693826897,0,0.2,73836,21,362,1.0,14485.881809175758,False,-0.008608868535173746,5,8.926000000000002,49767.0,165,0,0.0,4649.600486659053,False,-0.3630485523479265,0,0.2,103184,0,25,0.0,1649.9999999999995,False,-0.006391027723112784,0,0.6140000000000001,83401,589,115,1.0,30196.722169852,False,-0.05902519072846252,0.2625,453378,0.0,0.0,7,0,0,15,3,3.0,14,29,23,262.0,87.0,16,9,23,200,1.8628555010072887,99.5661125103361
