index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,22,0,0,0,10.000000000000002,20,10.0,3.4281590846828864,12,3.0833333333333335,18.422311520960427,7,19.571428571428573,34.61724738747533,6,57.666666666666664,54.000000000000014,20,54.0,4,1.0410000000000004,7421,272,0,0.0,2720.0000000000005,False,-0.2661708173157279,8,0.9460000000000002,7904,248,0,0.0,2480.0000000000005,False,-0.23583486545211432,0,0.2,18088,2,135,1.0,2493.8683734990236,False,0.11440542863109586,5,1.2760000000000002,15219,0,0,0.0,0.0,False,-0.12282420749279539,0,0.44300000000000006,26614,0,21,0.7,726.9621951369819,False,0.057442815050505344,0,0.2,25898,0,5,0.0,173.08623693737667,False,0.018522386267979363,13,2.0040000000000004,31683,49,0,0.0,1696.2451219862912,False,-0.1388415247513462,7,2.3760000000000003,30100,109,0,0.0,3773.2799652348112,False,-0.15325497716493525,0.2125,162927,0.0,0.0,11,0,0,3,10,10.0,17,20,26,129.0,52.0,8,14,26,618,1.0727878091856837,35.077489900402725
26,26,0,0,0,10.000000000000002,20,10.0,3.300613226748415,9,2.3333333333333335,18.275393197835818,6,16.833333333333332,35.28124178107065,13,38.84615384615385,54.00000000000001,20,54.0,4,1.0770000000000002,7241,282,0,0.0,2820.0000000000005,False,-0.2770349323082066,5,0.9880000000000002,7714,258,0,0.0,2580.0000000000005,False,-0.2475346815978606,0,0.2,18103,1,144,1.0,2634.957233715106,False,0.11933594333472922,5,1.3210000000000002,15139,0,0,0.0,0.0,False,-0.1274351585014409,0,0.44300000000000006,27018,0,14,0.6,493.93738493498904,False,0.06871153545262988,0,0.2,25898,0,5,0.0,176.40620890535325,False,0.018587453137844052,10,2.0910000000000006,31200,58,0,0.0,2046.3120233020975,False,-0.14699396411343052,10,2.4690000000000007,29704,113,0,0.0,3986.7803212609833,False,-0.1609119504280365,0.2,162017,0.0,0.0,9,0,0,8,10,10.0,10,18,26,170.0,39.0,13,13,26,741,1.3217971790581942,36.39928707946092
27,26,0,0,0,10.000000000000002,20,10.0,3.2642469982274656,2,2.0,17.840413763267097,10,15.3,38.1767630338239,7,69.0,54.00000000000001,20,54.0,0,1.0730000000000004,7121,294,0,0.0,2940.0000000000005,False,-0.2820491392278121,2,1.0030000000000003,7596,266,0,0.0,2660.0000000000005,False,-0.2540531505933478,0,0.2,18135,0,146,0.3,2604.7004094369963,False,0.1203083691480403,9,1.4060000000000004,14971,0,0,0.0,0.0,False,-0.13711815561959653,0,0.44300000000000006,27348,0,17,1.0,649.0049715750064,False,0.08468573556708621,0,0.2,25898,0,5,0.0,190.88381516911952,False,0.018871194245239812,14,2.2210000000000005,30378,65,0,0.0,2481.489597198554,False,-0.1629938373941318,6,2.519000000000001,29622,113,0,0.0,4313.974222822101,False,-0.15875192949462488,0.1625,161069,0.0,0.0,8,0,0,8,10,10.0,12,20,21,164.0,50.0,14,12,21,719,2.0439348937943578,38.44322197325528
28,21,0,0,0,10.000000000000002,20,10.0,3.1634282406225775,3,1.0,17.840413763267097,0,,39.23052253236836,3,65.0,54.00000000000001,20,54.0,3,1.1030000000000002,6961,304,0,0.0,3040.0000000000005,False,-0.2912418519137556,0,1.0010000000000003,7496,276,0,0.0,2760.0000000000005,False,-0.25823165635968576,0,0.2,18132,0,149,0.3,2658.2216507267976,False,0.12167785736964827,0,1.3970000000000002,14971,0,0,0.0,0.0,False,-0.13711815561959653,0,0.44300000000000006,27543,0,14,0.0,549.2273154531571,False,0.09037369307488942,0,0.2,25898,0,5,0.0,196.1526126618418,False,0.018974455406511465,9,2.2970000000000006,30045,68,0,0.0,2667.6755322010486,False,-0.16934461652635205,11,2.6230000000000007,29404,113,0,0.0,4433.049046157625,False,-0.16294672482319958,0.0375,160450,0.0,0.0,7,0,0,5,6,6.0,13,18,21,166.0,26.0,12,9,21,395,0.9735676208510995,39.416789594106376
29,21,0,0,0,10.000000000000002,20,10.0,3.0436685421146996,6,1.8333333333333333,18.017143841407368,7,19.571428571428573,39.657459987799626,1,69.0,54.0,20,54.0,3,1.1300000000000001,6784,316,0,0.0,3160.0000000000005,False,-0.30101955540698644,3,1.0310000000000004,7357,284,0,0.0,2840.0000000000005,False,-0.2665050977770349,0,0.2,18193,0,153,0.6,2756.623007735327,False,0.12802948149093155,5,1.4470000000000003,14891,0,0,0.0,0.0,False,-0.14172910662824206,0,0.44300000000000006,27475,0,20,0.7,793.1491997559925,False,0.09248881310277503,0,0.2,25898,0,5,0.0,198.28729993899813,False,0.019016292331824135,7,2.3580000000000005,29873,69,0,0.0,2736.3647391581744,False,-0.1729886073279572,13,2.742000000000001,29115,113,0,0.0,4481.292978621358,False,-0.16995853215505405,0.16249999999999998,159586,0.0,0.0,10,0,0,7,10,10.0,11,18,20,155.0,30.0,11,10,20,341,1.0970447650179267,40.5138343591243
30,20,0,0,0,10.000000000000002,20,10.0,2.9777164869711092,2,1.0,18.581697166283117,2,36.0,39.99298772883018,8,42.625,54.0,20,54.0,0,1.1270000000000002,6684,326,0,0.0,3260.0000000000005,False,-0.30519806117332443,2,1.0480000000000003,7217,294,0,0.0,2940.0000000000005,False,-0.27402640815644325,0,0.2,18263,0,153,0.2,2842.999666441317,False,0.13455330450839537,0,1.4420000000000002,14891,0,0,0.0,0.0,False,-0.14172910662824206,0,0.44300000000000006,27780,0,13,0.1,519.9088404747923,False,0.09908883741915156,0,0.2,25862,0,6,0.1,239.9579263729811,False,0.018421878456667116,8,2.431000000000001,29396,77,0,0.0,3079.4600551199237,False,-0.18107449101122505,12,2.8490000000000006,28854,113,0,0.0,4519.20761335781,False,-0.1763658458630108,0.05,158947,0.0,0.0,12,0,0,5,8,8.0,5,10,22,145.0,30.0,10,10,22,613,0.9092773776501417,41.423111736774445
31,22,0,0,0,10.000000000000002,20,10.0,2.7923558667915214,8,1.5,18.502954575256833,5,17.6,40.702625725705715,4,52.0,54.0,20,54.0,6,1.1870000000000003,6474,335,0,0.0,3350.0000000000005,False,-0.3189871302022397,2,1.066,7067,305,0,0.0,3050.0000000000005,False,-0.2819655691124854,0,0.2,18287,0,160,0.8,2960.4727320410934,False,0.13932198075046387,4,1.482,14827,0,0,0.0,0.0,False,-0.1454178674351585,0,0.44300000000000006,27900,0,14,0.5,569.83676015988,False,0.10477102461900048,0,0.2,25862,0,6,0.0,244.2157543542343,False,0.018505326010391863,14,2.5630000000000006,29064,77,0,0.0,3134.1021808793403,False,-0.18913990124842045,6,2.897000000000001,28562,117,0,0.0,4762.2072099075685,False,-0.18087929889470078,0.1625,158043,0.0,0.0,8,0,0,3,10,10.0,6,9,22,144.0,39.0,9,13,22,444,0.8776650093495846,42.30077674612403
32,22,0,0,0,10.000000000000002,20,10.0,2.6542763690847457,6,1.3333333333333333,18.80937056796427,1,36.0,43.818808218354434,10,62.8,54.00000000000001,20,54.0,2,1.201,6316,347,0,0.0,3470.0000000000005,False,-0.3271770015042621,4,1.1040000000000003,6907,313,0,0.0,3130.0000000000005,False,-0.2919939829516965,0,0.2,18315,0,165,0.6,3103.5461437141043,False,0.14505896667763993,0,1.4780000000000002,14827,0,0,0.0,0.0,False,-0.1454178674351585,0,0.44300000000000006,28492,0,5,0.1,219.09404109177217,False,0.12110171764447664,0,0.2,25862,0,6,0.0,262.9128493101266,False,0.018871763274343905,8,2.6290000000000004,28510,83,0,0.0,3636.9610821234182,False,-0.19714949859535927,12,3.011000000000001,28109,121,0,0.0,5302.075794420886,False,-0.1857253839154372,0.0875,157338,0.0,0.0,9,0,0,5,9,9.0,4,9,22,128.0,45.0,9,13,22,864,0.9755225824192166,43.276299328543246
33,22,0,0,0,10.000000000000002,20,10.0,2.6114146789850015,4,2.0,18.602787480755044,6,16.833333333333332,45.50298568425351,5,67.0,54.00000000000001,20,54.0,0,1.1990000000000003,6206,358,0,0.0,3580.0000000000005,False,-0.33177335784723383,4,1.1400000000000001,6741,322,0,0.0,3220.0000000000005,False,-0.3021059669062343,0,0.2,18343,0,168,0.4,3125.2682967668475,False,0.14729879817771885,5,1.5280000000000002,14747,0,0,0.0,0.0,False,-0.15002881844380403,0,0.44300000000000006,28726,0,6,0.6,273.0179141055211,False,0.13133070543480557,0,0.2,25862,0,6,0.0,273.0179141055211,False,0.019069808601942607,13,2.751000000000001,27876,88,0,0.0,4004.262740214309,False,-0.20907106707679066,7,3.0690000000000013,28007,121,0,0.0,5505.861267794675,False,-0.18572822337205272,0.125,156508,0.0,0.0,8,0,0,6,8,8.0,6,12,20,143.0,30.0,12,10,20,571,0.9481729967519641,44.22447232529521
34,20,0,0,0,10.000000000000002,20,10.0,2.5261908803055655,7,1.8571428571428572,18.418638239510212,6,16.833333333333332,45.50298568425351,0,,54.00000000000001,20,54.0,7,1.2690000000000001,5964,368,0,0.0,3680.0000000000005,False,-0.3478188199899716,0,1.1360000000000003,6641,332,0,0.0,3320.0000000000005,False,-0.3062844726725723,0,0.2,18366,0,174,0.7,3204.843053674777,False,0.1509176672528754,5,1.5730000000000004,14667,0,0,0.0,0.0,False,-0.15463976945244956,0,0.44300000000000006,28625,0,12,0.6,546.0358282110421,False,0.1327225585648134,0,0.2,25862,0,6,0.0,273.0179141055211,False,0.019069808601942607,10,2.838000000000001,27688,88,0,0.0,4004.262740214309,False,-0.21404777186289825,10,3.1620000000000013,27821,121,0,0.0,5505.861267794675,False,-0.190651984490223,0.16249999999999998,155634,0.0,0.0,7,0,0,5,9,9.0,5,10,22,151.0,30.0,10,10,22,236,1.0660773953422904,45.2905497206375
35,22,0,0,0,10.0,20,10.0,2.5261908803055655,0,,18.418638239510212,0,,46.124596435160186,4,55.75,54.00000000000001,20,54.0,0,1.2620000000000002,5904,374,0,0.0,3740.0,False,-0.35032592344977437,0,1.1360000000000003,6501,346,0,0.0,3460.0,False,-0.3121343807454454,0,0.2,18366,0,174,0.0,3204.843053674777,False,0.1509176672528754,0,1.568,14667,0,0,0.0,0.0,False,-0.15463976945244956,0,0.44300000000000006,28848,0,8,0.0,368.9967714812815,False,0.1379938219559674,0,0.2,25862,0,6,0.0,276.7475786109611,False,0.01914290488027133,7,2.898,27522,89,0,0.0,4105.089082729257,False,-0.217107567202334,13,3.2820000000000014,27367,124,0,0.0,5719.449957959863,False,-0.19984315494017546,0.0,155037,0.0,0.0,8,0,0,5,6,6.0,5,10,23,149.0,36.0,10,12,23,423,0.9699410619214177,46.26049078255892
36,23,0,0,0,10.0,20,10.0,2.5699574813461963,8,2.875,17.91471808197851,10,15.3,45.485713219714945,6,39.166666666666664,54.000000000000014,20,54.0,5,1.3120000000000003,5719,384,0,0.0,3840.0,False,-0.36160788901888685,3,1.1660000000000001,6341,356,0,0.0,3560.0,False,-0.32132709343138893,0,0.2,18379,0,181,0.8,3242.56397283811,False,0.15275400498092526,9,1.6580000000000004,14499,0,0,0.0,0.0,False,-0.16432276657060518,0,0.44300000000000006,28966,0,11,0.9,500.3428454168644,False,0.14519329816198,0,0.2,25826,0,7,0.1,318.3999925380046,False,0.018548134065106713,10,2.991000000000001,27102,95,0,0.0,4321.14275587292,False,-0.22536606898728134,10,3.369000000000001,27178,124,0,0.0,5640.228439244654,False,-0.20589490100533867,0.225,154010,0.0,0.0,9,0,0,7,10,10.0,5,12,25,146.0,33.0,12,11,25,471,1.0135475294664502,47.27403831202537
37,25,0,0,0,10.0,20,10.0,2.5944519592354975,1,4.0,18.23368928411981,1,36.0,44.66914792497212,9,39.333333333333336,54.000000000000014,20,54.0,0,1.3070000000000002,5579,398,0,0.0,3980.0,False,-0.36745779709175996,1,1.1730000000000003,6264,362,0,0.0,3620.0,False,-0.32525488885174664,0,0.2,18411,0,181,0.1,3300.2977604256853,False,0.15626218329757027,0,1.6490000000000002,14499,0,0,0.0,0.0,False,-0.16432276657060518,0,0.44300000000000006,29284,0,3,0.1,134.00744377491637,False,0.15047835222199188,0,0.2,25826,0,7,0.0,312.6840354748049,False,0.018436109193218985,10,3.0810000000000017,26718,101,0,0.0,4511.583940422184,False,-0.23301058952215448,10,3.459000000000001,26842,127,0,0.0,5672.98178647146,False,-0.21435591663395467,0.025,153423,0.0,0.0,9,0,0,7,7,7.0,4,11,21,140.0,42.0,11,14,21,590,1.033244151622057,48.307282463647425
38,21,0,0,0,10.0,20,10.0,2.481658278203708,4,1.0,18.177139080832266,5,17.6,47.113923301501,7,68.42857142857143,54.000000000000014,20,54.0,4,1.3470000000000002,5429,405,0,0.0,4050.0,False,-0.3770683603543373,0,1.1720000000000004,6134,375,0,0.0,3750.0,False,-0.33068694634798595,0,0.2,18443,0,184,0.4,3344.5935908731367,False,0.1593831006015312,4,1.6890000000000003,14435,0,0,0.0,0.0,False,-0.16801152737752162,4,0.4830000000000001,29507,0,5,0.5,235.56961650750503,False,0.1612098153125491,0,0.2,25826,0,7,0.0,329.797463110507,False,0.018771508762749096,10,3.171000000000001,26051,108,0,0.0,5088.303716562108,False,-0.2430338876990403,10,3.5490000000000013,26657,127,0,0.0,5983.468259290627,False,-0.21514363273916476,0.1125,152482,0.0,0.0,7,0,0,4,9,8.8,5,9,24,121.0,46.0,9,12,24,370,1.0442879348993301,49.351570398546755
39,24,0,0,0,10.0,20,10.0,2.377740018744684,14,2.0,17.796649093255446,4,13.0,48.40671850553247,7,59.714285714285715,54.000000000000014,20,54.0,3,1.3730000000000002,5269,415,0,0.0,4150.0,False,-0.3862610730402808,11,1.2820000000000003,5797,385,0,0.0,3850.0,False,-0.3546715694467658,0,0.2,18415,4,194,1.0,3462.0608841665353,False,0.16115449233909332,4,1.7250000000000003,14371,0,0,0.0,0.0,False,-0.17170028818443803,2,0.49900000000000005,29789,0,4,0.4,193.62687402212987,False,0.17144141725505893,0,0.2,25826,0,7,0.0,338.84702953872727,False,0.0189488677786675,12,3.281000000000001,25574,111,0,0.0,5373.1457541141035,False,-0.2518908069394046,8,3.619000000000001,26313,131,0,0.0,6341.280124224753,False,-0.21951397548410695,0.175,151354,0.0,0.0,7,0,0,5,13,12.5,4,9,25,115.0,56.0,9,15,25,410,0.8024576529860497,50.154028051532805
40,25,0,0,0,9.999999999999998,20,10.0,2.377740018744684,0,,18.16083687943466,1,36.0,48.55160874180159,2,53.0,54.000000000000014,20,54.0,0,1.37,5189,423,0,0.0,4229.999999999999,False,-0.38960387765335114,0,1.2710000000000004,5677,397,0,0.0,3969.999999999999,False,-0.3596857763663714,0,0.2,18451,0,197,0.4,3577.6848652486283,False,0.1665615234941968,0,1.721,14371,0,0,0.0,0.0,False,-0.17170028818443803,0,0.4970000000000001,29859,0,3,0.1,145.65482622540475,False,0.1732450381433327,0,0.2,25826,0,7,0.0,339.8612611926111,False,0.01896874531970474,9,3.3590000000000013,25430,111,0,0.0,5389.228570339977,False,-0.2554898802104514,11,3.721000000000001,25991,133,0,0.0,6457.363962659611,False,-0.22650142997326858,0.0625,150794,0.0,0.0,9,0,0,3,6,6.0,9,12,24,172.0,49.0,12,13,24,342,1.04330896679312,51.197337018325925
41,24,0,0,0,9.999999999999998,20,10.0,2.3545459976673517,1,1.0,17.9860918537532,10,17.2,49.08865138289002,4,56.75,54.000000000000014,20,54.0,0,1.3700000000000003,5089,433,0,0.0,4329.999999999999,False,-0.39378238341968913,1,1.2810000000000001,5557,407,0,0.0,4069.999999999999,False,-0.3655356844392445,0,0.2,18522,0,196,0.1,3525.2740033356276,False,0.16914334303560877,8,1.8010000000000006,14219,0,0,0.0,0.0,False,-0.18046109510086455,1,0.5070000000000001,29872,0,10,1.0,490.8865138289002,False,0.18052066701608843,0,0.2,25826,0,7,0.0,343.62055968023014,False,0.01904242238319677,15,3.500000000000001,24966,112,0,0.0,5497.928954883682,False,-0.2663340619059233,5,3.7600000000000007,25766,136,0,0.0,6676.056588073043,False,-0.22956299518115944,0.1375,149817,0.0,0.0,9,0,0,9,11,10.333333333333334,2,11,24,126.0,48.0,11,13,24,340,0.8346913326531649,52.03202835097909
42,24,0,0,0,9.999999999999998,20,10.0,2.1913884895335594,9,1.2222222222222223,18.27595386771949,6,20.666666666666668,49.08865138289002,0,,54.000000000000014,20,54.0,1,1.3800000000000001,4991,441,0,0.0,4409.999999999999,False,-0.39862945010864115,8,1.3600000000000003,5265,419,0,0.0,4189.999999999999,False,-0.3849239511950526,0,0.2,18583,0,203,0.9,3710.0186351470566,False,0.17798324596965576,4,1.8330000000000004,14155,0,0,0.0,0.0,False,-0.184149855907781,0,0.506,29784,0,15,0.5,736.3297707433503,False,0.18188165903777345,0,0.2,25790,0,8,0.1,392.70921106312016,False,0.018593391562071186,11,3.5950000000000006,24752,112,0,0.0,5497.928954883682,False,-0.271999034375216,9,3.845000000000001,25604,136,0,0.0,6676.056588073043,False,-0.23385143228408192,0.1875,148924,0.0,0.0,8,0,0,7,10,10.0,5,12,20,159.0,36.0,12,12,20,272,0.9839185550808907,53.01594690605998
43,20,0,0,0,9.999999999999998,20,10.0,2.094075931873849,5,1.0,18.95846285440547,2,36.0,49.227570671202145,6,50.5,54.00000000000001,20,54.0,0,1.3790000000000002,4901,450,0,0.0,4499.999999999999,False,-0.4023901052983453,5,1.4020000000000001,5055,430,0,0.0,4299.999999999999,False,-0.39787731907070034,0,0.2,18650,0,206,0.5,3905.443348007527,False,0.1874767535448854,0,1.8290000000000004,14155,0,0,0.0,0.0,False,-0.184149855907781,0,0.506,30015,0,11,0.2,541.5032773832236,False,0.18711789113717509,0,0.2,25790,0,8,0.0,393.82056536961716,False,0.018615172573095414,9,3.6740000000000013,24305,118,0,0.0,5808.8533392018535,False,-0.27971657481996703,11,3.946000000000001,25388,136,0,0.0,6694.949611283491,False,-0.23931928193451543,0.0875,148259,0.0,0.0,10,0,0,6,7,7.0,0,6,14,87.0,39.0,6,14,14,575,0.5957712130621076,53.61171811912209
44,14,0,0,0,9.999999999999998,20,10.0,2.053863036214205,4,1.5,19.657687154726595,2,36.0,44.17902700784864,11,19.0,54.00000000000001,20,54.0,4,1.4190000000000003,4673,465,0,0.0,4649.999999999999,False,-0.41517633294333944,0,1.3970000000000005,5005,435,0,0.0,4349.999999999999,False,-0.3999665719538693,0,0.2,18716,0,208,0.4,4088.798928183132,False,0.1965648106104649,0,1.8290000000000004,14155,0,0,0.0,0.0,False,-0.184149855907781,0,0.506,30152,0,2,0.2,88.35805401569728,False,0.18360689193351556,0,0.2,25790,0,8,0.0,353.4322160627891,False,0.01782361665221842,11,3.775000000000001,24087,118,0,0.0,5213.12518692614,False,-0.29337244299388315,9,4.025,25017,147,0,0.0,6494.31697015375,False,-0.2517958893192272,0.07500000000000001,147595,0.0,0.0,10,0,0,1,8,8.0,1,2,9,30.0,45.0,2,12,9,481,0.2840916570276022,53.89580977614969
45,9,0,0,0,10.0,20,10.0,2.0331882198264855,3,1.6666666666666667,20.021904196980465,1,36.0,40.89389220430314,12,24.666666666666668,54.00000000000001,20,54.0,2,1.4350000000000005,4533,475,0,0.0,4750.0,False,-0.4226976433227478,1,1.407,4887,445,0,0.0,4450.0,False,-0.4056493397960889,0,0.2,18747,0,210,0.3,4204.599881365898,False,0.20168875738806616,0,1.8290000000000004,14155,0,0,0.0,0.0,False,-0.184149855907781,10,0.6060000000000001,29992,0,1,0.1,40.89389220430314,False,0.176405101368068,0,0.2,25790,0,8,0.0,327.15113763442514,False,0.017308543776152947,10,3.864000000000001,23903,118,0,0.0,4825.479280107771,False,-0.30337410948607885,10,4.1160000000000005,24554,159,0,0.0,6502.128860484199,False,-0.263948950914811,0.05,146561,0.0,0.0,8,0,0,0,9,9.0,0,0,7,0.0,27.0,0,9,7,342,0.1815573452040553,54.077367121353745
46,7,0,0,0,10.0,0,,2.051937457257103,1,3.0,19.2482725878106,5,13.0,43.7231714806937,9,63.888888888888886,54.0,20,54.0,0,1.4330000000000003,4533,475,0,0.0,4750.0,False,-0.4226976433227478,1,1.4160000000000004,4869,445,0,0.0,4450.0,False,-0.4071536018719706,0,0.2,18744,0,211,0.1,4061.385516028037,False,0.19738863158582237,5,1.8790000000000004,14075,0,0,0.0,0.0,False,-0.18876080691642652,8,0.676,30152,0,5,0.5,218.6158574034685,False,0.18615976515764093,0,0.2,25790,0,8,0.0,349.7853718455496,False,0.01775214353726779,9,3.9440000000000013,23288,125,0,0.0,5465.396435086713,False,-0.31118439703665407,11,4.216000000000002,24229,161,0,0.0,7039.430608391685,False,-0.2654406156237864,0.075,145680,0.0,0.0,0,0,0,0,9,8.5,0,0,4,0.0,21.0,0,7,4,0,0.12520185578614473,54.20256897713989
47,4,0,0,0,10.0,0,,2.051937457257103,0,,19.2482725878106,0,,44.561541755930925,5,55.6,54.0,20,54.0,0,1.4330000000000003,4533,475,0,0.0,4750.0,False,-0.4226976433227478,0,1.4150000000000003,4869,445,0,0.0,4450.0,False,-0.4071536018719706,0,0.2,18744,0,211,0.0,4061.385516028037,False,0.19738863158582237,0,1.874,14075,0,0,0.0,0.0,False,-0.18876080691642652,0,0.6680000000000001,30364,0,1,0.0,44.561541755930925,False,0.19105835571017427,0,0.2,25856,0,7,0.0,311.93079229151647,False,0.019597263881536486,10,4.035000000000001,23035,126,0,0.0,5614.754261247296,False,-0.31590488324270305,10,4.305000000000001,23831,165,0,0.0,7352.654389728603,False,-0.2718306015760191,0.0,145307,0.0,0.0,2,0,0,0,6,6.0,0,0,3,0.0,12.0,0,4,3,278,0.10923121776431799,54.31180019490421
48,3,0,0,0,10.0,0,,2.051937457257103,0,,19.2482725878106,0,,45.37345737294732,6,54.0,54.0,20,54.0,0,1.4330000000000003,4533,475,0,0.0,4750.0,False,-0.4226976433227478,0,1.4150000000000003,4869,445,0,0.0,4450.0,False,-0.4071536018719706,0,0.2,18744,0,211,0.0,4061.385516028037,False,0.19738863158582237,0,1.8740000000000003,14075,0,0,0.0,0.0,False,-0.18876080691642652,5,0.7180000000000002,30469,0,0,0.0,0.0,False,0.19430072122922545,0,0.2,25856,0,7,0.0,317.61420161063126,False,0.019708650862547653,13,4.155000000000001,22572,129,0,0.0,5853.176001110204,False,-0.3250056120141068,7,4.365000000000001,23570,168,0,0.0,7622.74083865515,False,-0.2751649084252548,0.0,144688,0.0,0.0,0,0,0,0,8,7.666666666666666,0,0,2,0.0,9.0,0,3,2,0,0.10680413711816072,54.41860433202237
49,2,0,0,0,10.0,0,,2.051937457257103,0,,19.2482725878106,0,,46.13857536369688,7,53.0,54.00000000000001,20,54.0,0,1.4330000000000003,4533,475,0,0.0,4750.0,False,-0.4226976433227478,0,1.4150000000000003,4869,445,0,0.0,4450.0,False,-0.4071536018719706,0,0.2,18744,0,211,0.0,4061.385516028037,False,0.19738863158582237,0,1.8740000000000003,14075,0,0,0.0,0.0,False,-0.18876080691642652,7,0.7830000000000001,30525,0,0,0.0,0.0,False,0.19649576669802446,0,0.2,25856,0,7,0.0,322.97002754587817,False,0.01981361766121593,8,4.222,22446,129,0,0.0,5951.8762219168975,False,-0.3270346751652253,12,4.4780000000000015,22937,175,0,0.0,8074.250688646954,False,-0.28594543243531667,0.0,143985,0.0,0.0,0,0,0,0,9,9.0,0,0,0,0.0,6.0,0,2,0,0,0.09739410597831011,54.51599843800068
