index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,14,0,0,0,10.000000000000002,20,10.0,20.939338413118843,6,21.0,3.7624051983169804,10,2.5,21.43182558961364,5,15.0,40.00000000000001,20,40.0,0,0.2,30628,17,53,1.0,1279.7849358952988,False,0.0785379072107774,0,0.47900000000000004,26341,250,0,0.0,2500.0000000000005,False,-0.048290848884136456,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,10,4.6110000000000015,23093.0,213,0,0.0,4460.079081994314,False,-0.3801121259945373,0,0.29900000000000004,70412,0,12,0.5,257.1819070753637,False,0.04145085783204177,5,8.908000000000001,24144,388,0,0.0,1459.8132169469884,False,-0.6327653195861176,0,0.551,92930,294,14,1.0,6860.95672334641,False,-0.034028586419996974,8,2.1700000000000004,86201,594,0,0.0,12730.504400230502,False,-0.07206403488431404,0.3125,394960,0.0,0.0,14,0,0,4,6,6.0,20,24,12,82.0,19.0,8,6,12,806,1.0277941970271058,51.373351357120555
26,12,0,0,0,10.000000000000002,20,10.0,21.120401271870765,11,23.0,3.7624051983169804,0,,21.70852080794378,20,27.0,40.00000000000001,20,40.0,0,0.2,30751,20,52,1.0,1298.26086613728,False,0.08309925263249422,0,0.47900000000000004,26271,257,0,0.0,2570.0000000000005,False,-0.04949812010623987,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,0,4.601000000000001,22840.0,224,0,0.0,4730.969884899051,False,-0.3829897691011352,0,0.29900000000000004,70642,0,7,0.0,151.95964565560647,False,0.04406980087738338,15,9.053,23803,388,0,0.0,1459.8132169469884,False,-0.637799793180968,0,0.5510000000000002,92966,298,12,1.0,6949.139200767247,False,-0.033225706978260536,8,2.242000000000001,86003,600,0,0.0,13025.112484766269,False,-0.0725722395630983,0.25,394487,0.0,0.0,14,0,0,5,6,6.0,21,26,13,147.0,9.0,9,3,13,1163,0.9391688319738023,52.31252018909436
27,13,0,0,0,10.000000000000002,20,10.0,21.409928029600692,18,23.22222222222222,3.797735504208779,5,5.0,21.92629566230925,12,28.5,40.00000000000001,20,40.0,0,0.2,31109,16,44,1.0,1102.0368333024305,False,0.09206368930534357,0,0.47900000000000004,26131,271,0,0.0,2710.0000000000005,False,-0.051912662550446693,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,5,4.651000000000002,22337.0,242,0,0.0,5181.202583163367,False,-0.38979213993337536,0,0.29900000000000004,70847,0,7,0.5,153.48406963616475,False,0.047107643760324946,7,9.108,23663,388,0,0.0,1473.5213756330063,False,-0.639765539872492,0,0.5510000000000002,93246,288,15,1.0,6914.773150745064,False,-0.03059108239815021,13,2.3640000000000008,85435,612,0,0.0,13418.892945333262,False,-0.07629245178019514,0.3125,393979,0.0,0.0,15,0,0,6,7,7.0,21,27,9,156.0,6.0,11,2,9,1128,1.0318923849845305,53.34441257407889
28,9,0,0,0,10.000000000000002,20,10.0,21.8153458213846,47,22.829787234042552,3.787740804614362,2,3.0,22.176907932300015,9,31.555555555555557,40.00000000000001,11,40.0,3,0.23,32057,14,10,1.0,358.153458213846,False,0.11193393567337878,0,0.47900000000000004,26011,283,0,0.0,2830.0000000000005,False,-0.053982270359766826,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,2,4.666000000000001,21225.0,289,0,0.0,6304.634942380149,False,-0.4032626503343841,0,0.29900000000000004,71065,0,3,0.1,66.53072379690005,False,0.04968428036405368,4,9.141,23579,389,0,0.0,1473.4311729949868,False,-0.6410063693251813,0,0.5510000000000002,92962,287,25,1.0,7364.772576570104,False,-0.031182534326248793,11,2.4610000000000007,85265,612,0,0.0,13572.26765456761,False,-0.07722787000868324,0.2625,393375,0.0,0.0,13,0,0,3,8,8.0,17,20,11,86.0,9.0,6,3,11,1427,0.8968693080241792,54.24128188210307
29,11,0,0,0,10.000000000000002,20,10.0,21.868796818724633,7,23.0,3.7511738463524007,3,2.0,21.96905078458043,10,15.5,40.00000000000001,11,40.0,0,0.227,32108,15,13,1.0,434.2943586434202,False,0.11500628399578178,0,0.47900000000000004,25921,292,0,0.0,2920.0000000000005,False,-0.055534476216756924,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,3,4.694000000000002,21004.0,296,0,0.0,6473.163858342491,False,-0.40660982768668463,0,0.29900000000000004,71065,0,3,0.0,65.90715235374128,False,0.049679677205747036,10,9.237000000000002,23333,392,0,0.0,1470.460147770141,False,-0.6446602088511497,0,0.551,92962,277,35,1.0,7485.427067328778,False,-0.030577780224907182,11,2.5600000000000005,84926,622,0,0.0,13664.749588009026,False,-0.08016265055381169,0.25,392530,0.0,0.0,9,0,0,4,8,8.0,21,25,12,140.0,21.0,9,2,12,361,0.9582904580165632,55.19957234011963
30,12,0,0,0,10.000000000000002,20,10.0,21.901309729038257,46,22.0,3.7290807719526375,4,3.0,23.1373498024906,60,28.766666666666666,40.00000000000001,9,40.0,33,0.5570000000000002,32290,17,10,1.0,389.0130972903826,False,0.12050314058311866,0,0.47900000000000004,25841,300,0,0.0,3000.0000000000005,False,-0.05691421475630368,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,4,4.731000000000001,19916.0,342,0,0.0,7490.247927331084,False,-0.4207944979641737,7,0.369,71096,0,4,0.4,92.5493992099624,False,0.05033402772068243,50,9.727,22553,392,0,0.0,1461.799662605434,False,-0.6562399446163212,0,0.5510000000000002,91562,316,45,1.0,9111.40253758703,False,-0.036462319996055134,9,2.6390000000000007,84474,633,0,0.0,14645.94242497655,False,-0.0797757384342812,0.3,388943,0.0,0.0,9,0,0,4,12,11.309090909090909,17,21,15,93.0,30.0,7,5,15,452,0.9430292350007221,56.14260157512035
31,15,0,0,0,10.000000000000002,20,10.0,21.914306881701762,2,23.0,3.7290807719526375,0,,23.681503795432917,47,27.319148936170212,40.00000000000001,8,40.0,0,0.524,32286,12,18,1.0,514.4575238706317,False,0.12252867310321533,0,0.47900000000000004,25691,315,0,0.0,3150.0000000000005,False,-0.059501224517953845,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,0,4.727000000000001,19870.0,344,0,0.0,7538.521567305406,False,-0.4213296912278108,0,0.3620000000000001,71096,0,4,0.0,94.72601518173167,False,0.050350095338916906,47,10.147000000000002,21604,392,0,0.0,1461.799662605434,False,-0.6702508403392332,0,0.5510000000000002,90342,349,55,1.0,10464.844824606089,False,-0.04190845158334877,8,2.710000000000001,84306,637,0,0.0,15085.117917690768,False,-0.0792585939667647,0.25,386406,0.0,0.0,9,0,0,9,6,6.0,16,25,21,136.0,48.0,9,6,21,246,1.0792576620006002,57.22185923712095
32,21,0,0,0,10.000000000000002,20,10.0,21.980662744188795,5,24.0,3.7290807719526375,0,,23.506514621408588,59,22.54237288135593,40.00000000000001,10,40.0,0,0.524,32266,16,23,1.0,665.5552431163424,False,0.12444474566445354,0,0.47900000000000004,25631,321,0,0.0,3210.0000000000005,False,-0.060536028422613915,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,0,4.727000000000001,19750.0,349,0,0.0,7671.251297721889,False,-0.42264263668304464,0,0.3620000000000001,71160,0,0,0.0,0.0,False,0.05059572143563699,55,10.650000000000002,19328,392,0,0.0,1461.799662605434,False,-0.7038533679107272,0,0.5510000000000002,89214,385,65,1.0,11650.008129242306,False,-0.04727578502710484,10,2.8020000000000005,83954,650,0,0.0,15279.234503915583,False,-0.08181427244791944,0.25,382514,0.0,0.0,10,0,0,9,10,10.0,18,27,19,147.0,60.0,11,10,19,384,1.254012117977254,58.47587135509821
33,19,0,0,0,10.000000000000002,20,10.0,21.980662744188795,0,,3.7554116680774468,5,4.4,23.738962361947568,9,32.666666666666664,40.0,6,40.0,0,0.524,32156,17,33,1.0,895.3618705582302,False,0.1246138779372603,0,0.47900000000000004,25541,330,0,0.0,3300.0000000000005,False,-0.06208823427960401,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,5,4.777000000000001,19658.0,349,0,0.0,7671.251297721889,False,-0.4248947235352637,5,0.4120000000000001,71188,0,5,0.5,118.69481180973784,False,0.05188530562509965,4,10.635000000000002,19248,392,0,0.0,1472.1213738863592,False,-0.7049582819756518,0,0.551,89150,379,75,1.0,11997.066735178129,False,-0.046177801938859626,6,2.8520000000000008,83654,655,0,0.0,15549.020347075657,False,-0.08346939829043329,0.3125,381806,0.0,0.0,7,0,0,10,7,7.0,17,27,18,173.0,54.0,11,8,18,200,1.2565236209775321,59.73239497607574
34,18,0,0,0,10.000000000000002,20,10.0,21.980662744188795,0,,3.7554116680774468,0,,23.46601054973727,11,15.545454545454545,40.0,11,40.0,0,0.524,32046,18,43,1.0,1125.1684980001182,False,0.12478301021006719,0,0.47900000000000004,25451,339,0,0.0,3390.0000000000005,False,-0.06364044013659412,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,0,4.772000000000001,19658.0,349,0,0.0,7671.251297721889,False,-0.4248947235352637,0,0.4070000000000001,71188,0,5,0.0,117.33005274868634,False,0.051875231074577394,11,10.741,18978,392,0,0.0,1472.1213738863592,False,-0.708944522065416,0,0.5510000000000002,89150,369,85,1.0,12058.957892853052,False,-0.04586758612173305,11,2.956000000000001,83307,666,0,0.0,15628.363026125022,False,-0.08655023294007816,0.25,380989,0.0,0.0,7,0,0,9,6,6.0,14,23,15,132.0,54.0,10,8,15,200,1.233801472990308,60.96619644906605
35,15,0,0,0,10.0,20,10.0,22.185875115889818,16,24.0,3.640277947281945,5,1.0,23.678719600878114,10,30.0,40.0,7,40.0,0,0.524,32340,17,37,1.0,990.8773792879233,False,0.13260800557566008,0,0.47900000000000004,25341,350,0,0.0,3500.0,False,-0.0655375806284709,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,5,4.822000000000001,19166.0,365,0,0.0,8097.844417299783,False,-0.4317171621588237,0,0.4070000000000001,71403,0,5,0.5,118.39359800439057,False,0.05505731030667761,5,10.780000000000001,18878,392,0,0.0,1426.9889553345224,False,-0.710754071461957,0,0.5510000000000002,89150,359,95,1.0,12300.660336715244,False,-0.04465610577557387,7,3.0150000000000006,82927,676,0,0.0,16006.814450193606,False,-0.08846266126914137,0.3125,380416,0.0,0.0,11,0,0,6,5,5.0,19,25,15,141.0,22.0,9,6,15,804,1.0705931539996527,62.0367896030657
36,15,0,0,0,10.0,20,10.0,22.197206064462772,2,23.0,3.640277947281945,0,,23.38972041830537,10,15.4,40.0,10,40.0,0,0.524,32276,18,45,1.0,1178.8742729008247,False,0.13364275590529515,0,0.47900000000000004,25251,359,0,0.0,3590.0,False,-0.067089786485461,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,0,4.817000000000002,19120.0,367,0,0.0,8146.374625657838,False,-0.43224921512744074,0,0.4070000000000001,71403,0,5,0.0,116.94860209152685,False,0.05504664345364535,10,10.875000000000002,18636,392,0,0.0,1426.9889553345224,False,-0.7143269236905605,0,0.5510000000000002,89086,353,105,1.0,12456.571307661796,False,-0.04451620817171171,10,3.108,82691,682,0,0.0,15951.789325284262,False,-0.09110425880765752,0.25,379674,0.0,0.0,8,0,0,7,5,5.0,19,26,12,124.0,48.0,9,6,12,246,1.0990245600114577,63.13581416307716
37,12,0,0,0,10.0,20,10.0,22.197206064462772,0,,3.404346881556706,48,2.875,23.319767726798926,22,22.5,40.0,9,40.0,0,0.524,32146,21,55,1.0,1430.8463335454526,False,0.13350430018877338,0,0.47900000000000004,25181,366,0,0.0,3660.0,False,-0.06829705770756442,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,48,5.2970000000000015,17772.0,367,0,0.0,8146.374625657838,False,-0.46524718335343274,0,0.4070000000000001,71605,0,8,0.8,186.5581418143914,False,0.05854279407241964,17,11.035000000000004,18038,432,0,0.0,1470.6778528324971,False,-0.7228331990844012,0,0.551,89022,347,115,1.0,12691.959401199227,False,-0.043977948968977915,9,3.188000000000001,82134,700,0,0.0,16323.837408759247,False,-0.094823129623782,0.35,377109,0.0,0.0,9,0,0,6,11,11.0,18,24,10,109.0,12.0,8,4,10,430,0.9026936239679344,64.03850778704509
38,10,0,0,0,10.0,20,10.0,22.26430954004134,5,24.0,3.2396768378945753,17,1.8823529411764706,24.35702464554529,19,38.10526315789474,40.00000000000001,10,40.0,0,0.524,32156,22,60,1.0,1555.8585724024804,False,0.1360052873719857,0,0.47900000000000004,25091,375,0,0.0,3750.0,False,-0.06984926356455452,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,17,5.419000000000002,17227.0,372,0,0.0,8282.323148895379,False,-0.47692439415319854,7,0.4770000000000001,71973,0,10,1.0,243.57024645545292,False,0.06439675081906503,4,11.058000000000003,17951,439,0,0.0,1422.2181318357186,False,-0.7244753803032812,0,0.5510000000000002,88958,341,125,1.0,13305.745404130947,False,-0.04154305346032302,10,3.2790000000000004,81322,715,0,0.0,17415.272621564884,False,-0.09749249350125364,0.375,375889,0.0,0.0,9,0,0,7,10,9.4,15,22,13,105.0,9.0,7,3,13,540,0.9624112189630978,65.00091900600819
39,13,0,0,0,10.0,20,10.0,22.510687688813732,20,24.0,3.2396768378945753,0,,24.156255748088103,6,16.0,40.0,10,40.0,0,0.524,32526,23,50,1.0,1355.5343844406866,False,0.14531293133111464,0,0.47900000000000004,25001,384,0,0.0,3840.0,False,-0.07140146942154461,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,0,5.402000000000002,16747.0,392,0,0.0,8824.189574014983,False,-0.4820421828839565,0,0.4700000000000001,71973,0,10,0.0,241.56255748088103,False,0.06438193020743863,6,11.114000000000003,17831,439,0,0.0,1422.2181318357186,False,-0.7262470425653985,0,0.5510000000000002,88958,331,135,1.0,13395.720652617161,False,-0.04109207231408368,10,3.3690000000000007,81074,721,0,0.0,17416.660394371524,False,-0.09997162851801154,0.25,375321,0.0,0.0,10,0,0,5,5,5.0,18,23,10,106.0,33.0,7,6,10,680,0.9131821150076576,65.91410112101585
40,10,0,0,0,9.999999999999998,20,10.0,22.510687688813732,0,,3.2396768378945753,0,,24.65025536172829,43,27.232558139534884,40.00000000000001,8,40.0,0,0.524,32396,26,60,1.0,1610.641261328824,False,0.14522854094941234,0,0.47900000000000004,24931,391,0,0.0,3909.999999999999,False,-0.07260874064364803,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,0,5.402000000000002,16747.0,392,0,0.0,8824.189574014983,False,-0.4820421828839565,0,0.4700000000000001,72193,0,5,0.0,123.25127680864145,False,0.06675661255819648,38,11.488000000000003,16870,439,0,0.0,1422.2181318357186,False,-0.7404351045145223,0,0.5510000000000002,87892,357,145,1.0,14600.141164137,False,-0.045741360512570835,8,3.4390000000000005,80871,728,0,0.0,17945.385903338196,False,-0.09935649389334769,0.25,373111,0.0,0.0,9,0,0,3,6,6.0,16,19,12,51.0,33.0,4,6,12,420,0.8673991709947586,66.7815002920106
41,12,0,0,0,9.999999999999998,20,10.0,22.510687688813732,0,,3.2396768378945753,0,,25.043546104740322,5,44.0,40.00000000000001,11,40.0,0,0.524,32276,28,70,1.0,1855.7481382169613,False,0.1453166178851534,0,0.47900000000000004,24851,399,0,0.0,3989.999999999999,False,-0.07398847918319479,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,0,5.402000000000002,16747.0,392,0,0.0,8824.189574014983,False,-0.4820421828839565,0,0.4700000000000001,72413,0,0,0.0,0.0,False,0.06909482822257984,0,11.450000000000001,16870,439,0,0.0,1422.2181318357186,False,-0.7404351045145223,0,0.551,87892,347,155,1.0,14890.110498344893,False,-0.044287952993108594,11,3.5410000000000013,80477,733,0,0.0,18356.919294774656,False,-0.10124344997857426,0.25,372737,0.0,0.0,9,0,0,6,5,5.0,17,23,10,118.0,42.0,8,4,10,420,0.8850749969715253,67.66657528898213
42,10,0,0,0,9.999999999999998,20,10.0,22.67754945247894,16,24.0,3.200070111102669,13,2.769230769230769,25.048822896366534,58,25.06896551724138,40.00000000000001,20,40.0,0,0.524,32590,25,64,1.0,1701.363164958652,False,0.15348492920145296,0,0.47900000000000004,24721,412,0,0.0,4119.999999999999,False,-0.07623055430995826,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,13,5.532000000000002,16093.0,408,0,0.0,9252.440176611408,False,-0.4928099657705881,0,0.4700000000000001,72407,0,3,0.3,75.1464686890996,False,0.0695609707874235,58,12.030000000000005,14868,449,0,0.0,1436.8314798850984,False,-0.7698844619322553,0,0.5510000000000002,86984,383,156,1.0,15833.699169308384,False,-0.04866072292462341,11,3.640000000000001,80111,745,0,0.0,18661.37305779307,False,-0.10338643146813158,0.2875,368985,0.0,0.0,13,0,0,8,11,11.0,15,23,10,92.0,10.0,7,3,10,944,0.9559866799972951,68.62256196897943
43,10,0,0,0,9.999999999999998,20,10.0,22.82395348527095,16,24.0,3.1535805315535415,3,1.0,25.254421035802462,68,26.014705882352942,40.00000000000001,20,40.0,0,0.524,32864,26,58,1.0,1583.789302145715,False,0.16090837332526842,0,0.47900000000000004,24631,421,0,0.0,4209.999999999999,False,-0.07778276016694836,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,3,5.549000000000002,15646.0,424,0,0.0,9677.356277754881,False,-0.4985513662119057,0,0.4700000000000001,72404,0,6,0.3,151.52652621481477,False,0.07008051117043994,68,12.652000000000003,12236,449,0,0.0,1415.95765866754,False,-0.8088970098868532,0,0.5510000000000002,85762,429,157,1.0,17114.14662435926,False,-0.05449277417493236,11,3.7390000000000008,79748,757,0,0.0,19117.596724102463,False,-0.10473862601322015,0.2875,364502,0.0,0.0,12,0,0,7,10,10.0,17,24,10,96.0,9.0,7,3,10,944,0.8975274080294184,69.52008937700884
44,10,0,0,0,9.999999999999998,20,10.0,22.82395348527095,0,,3.1535805315535415,0,,24.976817336058566,8,15.0,40.00000000000001,20,40.0,0,0.524,32774,25,68,1.0,1802.0288369984246,False,0.16156788032490116,0,0.47900000000000004,24521,432,0,0.0,4319.999999999999,False,-0.07967990065882516,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,0,5.546000000000001,15646.0,424,0,0.0,9677.356277754881,False,-0.4985513662119057,0,0.4700000000000001,72404,0,6,0.0,149.8609040163514,False,0.07006821567047346,8,12.664000000000005,12050,449,0,0.0,1415.95765866754,False,-0.8116430863931352,0,0.5510000000000002,86132,421,157,1.0,16795.24009848066,False,-0.052382135740160096,10,3.828000000000001,79504,763,0,0.0,19057.311627412688,False,-0.10748678448492466,0.25,364242,0.0,0.0,12,0,0,4,6,6.0,21,25,10,138.0,18.0,9,1,10,600,1.0146310409763828,70.53472041798523
45,10,0,0,0,10.0,20,10.0,22.966915152341453,18,24.0,3.1530235742449344,7,3.142857142857143,24.75438674101666,36,23.11111111111111,40.00000000000001,15,40.0,0,0.524,33076,28,60,1.0,1658.0149091404871,False,0.16950113671726552,0,0.47900000000000004,24451,439,0,0.0,4390.0,False,-0.08088717188092856,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,7,5.616000000000001,15072.0,442,0,0.0,10151.376497334923,False,-0.5068006107887821,8,0.55,72594,0,7,0.7,173.2807071871166,False,0.07304623084159204,22,12.876000000000005,11356,449,0,0.0,1415.7075848359755,False,-0.82189104583559,0,0.551,85516,441,164,1.0,17476.68455278835,False,-0.05514167433818678,12,3.938000000000001,79202,769,0,0.0,19036.12340384181,False,-0.11062040296806273,0.3375,362478,0.0,0.0,11,0,0,4,11,10.88888888888889,19,23,16,104.0,38.0,7,3,16,982,0.9814649860491045,71.51618540403433
46,16,0,0,0,10.0,20,10.0,22.851856557452127,18,22.0,3.226143832417292,5,5.0,24.908938132774907,11,28.727272727272727,40.00000000000001,20,40.0,0,0.524,33422,23,52,1.0,1418.2965409875105,False,0.1773015166946208,0,0.47900000000000004,24301,454,0,0.0,4540.0,False,-0.08347418164257873,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,5,5.659000000000001,14591.0,460,0,0.0,10511.854016427978,False,-0.5141630068244599,4,0.5820000000000001,72741,0,5,0.5,124.54469066387453,False,0.07485675144068525,0,12.854000000000005,11356,449,0,0.0,1448.5385807553641,False,-0.8216486898501811,0,0.5510000000000002,85836,431,166,1.0,17375.752335225985,False,-0.05243971562715659,12,4.046,78680,780,0,0.0,19428.971743564427,False,-0.11388415746797448,0.3125,362138,0.0,0.0,12,0,0,8,7,6.666666666666666,19,27,21,146.0,30.0,11,5,21,1136,1.2508463449776173,72.76703174901195
47,21,0,0,0,10.0,20,10.0,22.958917009338805,14,24.0,3.226143832417292,0,,25.082520715309105,10,29.5,40.00000000000001,20,40.0,0,0.524,33678,21,48,1.0,1312.0280164482626,False,0.18429905861212564,0,0.47900000000000004,24181,466,0,0.0,4660.0,False,-0.08554378945189886,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,0,5.654000000000003,14255.0,474,0,0.0,10882.526662426593,False,-0.5178511338470712,0,0.5780000000000001,72961,0,0,0.0,0.0,False,0.07718541921958277,5,12.904000000000003,11251,449,0,0.0,1448.5385807553641,False,-0.8231988943295339,0,0.5510000000000002,86276,421,165,1.0,17159.741221145134,False,-0.049111617356798434,9,4.124000000000001,78253,790,0,0.0,19815.191365094193,False,-0.11622880374370113,0.25,362066,0.0,0.0,15,0,0,8,5,5.0,19,27,19,192.0,73.0,13,8,19,1196,1.310121677001007,74.07715342601296
48,19,0,0,0,10.0,20,10.0,22.958917009338805,0,,3.226143832417292,0,,25.688951653723606,14,36.0,40.0,9,40.0,0,0.524,33568,22,58,1.0,1551.6171865416507,False,0.1846369077738204,0,0.47900000000000004,24091,475,0,0.0,4750.0,False,-0.08709599530888897,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,0,5.654000000000003,14255.0,474,0,0.0,10882.526662426593,False,-0.5178511338470712,10,0.6780000000000002,73006,0,0,0.0,0.0,False,0.07784979256787682,4,12.939000000000002,11171,449,0,0.0,1448.5385807553641,False,-0.8243800025042788,0,0.5510000000000002,85772,425,175,1.0,17917.804452832534,False,-0.050364370443423755,9,4.205000000000001,78121,790,0,0.0,20294.271806441648,False,-0.1151507603306017,0.25,361195,0.0,0.0,8,0,0,7,7,7.0,21,28,16,181.0,65.0,12,7,16,200,1.2278135740198195,75.30496700003278
49,16,0,0,0,10.0,20,10.0,22.958917009338805,0,,3.226143832417292,0,,25.439274785964965,6,16.0,40.0,20,40.0,0,0.524,33468,22,68,1.0,1781.2063566350387,False,0.18514722425295851,0,0.47900000000000004,23991,485,0,0.0,4850.0,False,-0.08882066848332242,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,0,5.654000000000003,14255.0,474,0,0.0,10882.526662426593,False,-0.5178511338470712,0,0.6680000000000001,73006,0,0,0.0,0.0,False,0.07784979256787682,6,12.995000000000001,11051,449,0,0.0,1448.5385807553641,False,-0.8261516647663962,0,0.551,86252,415,173,1.0,17477.29903617546,False,-0.04776051808843943,8,4.276000000000002,77923,796,0,0.0,20249.66272962811,False,-0.11735921643211808,0.25,361157,0.0,0.0,13,0,0,10,4,4.0,15,25,14,158.0,15.0,11,5,14,680,1.2173151079914533,76.52228210802423
50,14,0,0,0,10.0,20,10.0,23.043830825983417,12,24.0,3.132346263168696,5,1.0,25.668023786902754,48,26.666666666666668,39.99999999999999,10,40.0,0,0.524,33656,22,66,1.0,1740.8928345149054,False,0.19093671888715297,0,0.47900000000000004,23891,495,0,0.0,4950.0,False,-0.09054534165775585,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,5,5.704000000000002,13862.0,486,0,0.0,11199.301781427941,False,-0.523594259853762,0,0.6680000000000001,73001,0,5,0.5,128.34011893451378,False,0.07872337057958836,48,13.469000000000003,9506,449,0,0.0,1406.4234721627445,False,-0.849272707010152,0,0.5510000000000002,85142,442,183,1.0,18665.266513811017,False,-0.05293335414860901,10,4.368000000000001,77599,807,0,0.0,20714.09519603052,False,-0.1182793083252443,0.3125,357868,0.0,0.0,9,0,0,2,9,9.0,22,24,9,100.0,18.0,7,7,9,488,0.9155626869760454,77.43784479500027
51,9,0,0,0,10.000000000000002,20,10.0,23.0580581539155,2,24.0,3.268612261382018,24,3.875,25.632961292043486,16,25.125,39.99999999999999,20,40.0,0,0.524,33584,24,74,1.0,1946.296303389747,False,0.1919957280430091,0,0.47900000000000004,23811,503,0,0.0,5030.000000000001,False,-0.09192508019730261,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,24,5.939000000000002,13359.0,488,0,0.0,11252.332379110763,False,-0.5352582264924878,0,0.6680000000000001,73230,0,1,0.1,25.632961292043486,False,0.0813461160829437,11,13.531000000000002,9150,472,0,0.0,1542.7849873723123,False,-0.8535220277606757,0,0.5510000000000002,85430,439,183,1.0,18572.87000720709,False,-0.050509397989037676,10,4.458000000000002,77167,816,0,0.0,20916.496414307483,False,-0.12159542672393626,0.2625,356942,0.0,0.0,13,0,0,2,7,7.0,18,20,7,72.0,12.0,5,4,7,878,0.7740695460233837,78.21191434102366
