index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,49,0,0,0,10.000000000000002,13,10.0,6.635810352923782,4,2.0,11.550346524326322,17,13.0,33.73021133568915,0,,54.00000000000001,10,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,4,1.1580000000000004,10111,290,0,0.0,2900.0000000000005,False,-0.2249782127773681,0,0.263,22778,0,50,0.4,577.5173262163161,False,0.06647365403431309,16,4.284000000000001,6730.0,32,0,0.0,212.34593129356102,False,-0.6839348575686911,0,0.6500000000000001,32532,0,18,0.6,607.1438040424047,False,0.03240282666314119,0,0.2,30913,161,130,1.0,6244.533264056127,False,0.07012314516673675,0,0.6860000000000002,45657,0,68,0.3,3672.0000000000005,False,0.008472416868390878,0,0.506,47596,0,14,0.0,756.0000000000001,False,0.018686032190937275,0.28750000000000003,211656,0.0,0.0,11,0,0,36,5,5.0,9,45,54,350.0,251.0,25,24,54,706,1.9439789820462465,56.10216771159321
27,54,0,0,0,10.000000000000002,10,10.0,6.264281728527361,5,3.0,12.391821873716252,25,18.68,32.62469965691713,27,28.703703703703702,54.00000000000001,2,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,5,1.2040000000000002,9921,300,0,0.0,3000.0000000000005,False,-0.23436347791110812,0,0.263,22799,0,54,0.5,669.1583811806776,False,0.06956304917427245,24,4.508000000000001,6346.0,32,0,0.0,200.45701531287554,False,-0.7019636364299581,0,0.6500000000000001,32712,0,8,0.0,260.99759725533704,False,0.032620619356317195,0,0.2,31041,176,123,1.0,6193.798707574867,False,0.07335008186723578,0,0.6860000000000002,45189,8,78,1.0,4472.997597255338,False,0.007039087752742776,0,0.506,47397,0,21,0.9,1134.0000000000002,False,0.01847369091604026,0.425,210744,0.0,0.0,13,0,0,30,4,4.0,13,43,58,407.0,102.0,25,29,58,1019,1.8852374302223325,57.98740514181554
28,58,0,0,0,10.0,13,10.0,6.112681252517211,6,5.0,12.494592200086682,17,13.647058823529411,31.012108998846845,14,18.285714285714285,54.000000000000014,8,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,6,1.2590000000000001,9689,313,0,0.0,3130.0,False,-0.24555875846349803,0,0.263,22827,0,57,0.4,712.1917554049409,False,0.07185241470722048,16,4.644000000000001,6038.0,34,0,0.0,207.83116258558516,False,-0.7160333079988537,6,0.7100000000000002,32670,0,1,0.1,31.012108998846845,False,0.02768451672691159,0,0.2,30845,182,133,1.0,6398.626277262407,False,0.07040758178371959,0,0.686,45365,12,80,1.0,4692.145307986163,False,0.01310299940529757,0,0.506,47397,0,21,0.0,1134.0000000000002,False,0.01847369091604026,0.3125,210170,0.0,0.0,10,0,0,35,6,5.111111111111111,11,46,62,372.0,142.0,26,32,62,598,3.407065617851913,61.394470759667456
29,62,0,0,0,10.0,7,10.0,6.112681252517211,0,,11.390928897023775,39,6.102564102564102,31.858593240803298,13,39.15384615384615,54.000000000000014,20,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,0,1.2530000000000001,9619,320,0,0.0,3200.0,False,-0.24790507474693302,0,0.263,22863,0,56,0.0,637.8920182333314,False,0.0717992514270963,38,5.008000000000002,4794.0,34,0,0.0,207.83116258558516,False,-0.7735486808778588,7,0.7740000000000002,32736,0,5,0.5,159.2929662040165,False,0.03177633966678213,0,0.2,30736,206,138,1.0,6743.017220017753,False,0.07239454834173475,0,0.686,45824,11,76,1.0,4454.444525648837,False,0.020325779564794238,0,0.506,47509,0,19,0.4,1026.0000000000002,False,0.019705270310442943,0.3625,209420,0.0,0.0,15,0,0,33,6,5.75,15,48,59,398.0,123.0,26,36,59,1271,1.8433617316186428,63.2378324912861
30,59,0,0,0,10.0,9,10.0,6.112681252517211,0,,11.513255784896192,10,14.0,32.40755871250477,3,53.0,54.00000000000002,20,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,0,1.2530000000000003,9529,329,0,0.0,3290.0,False,-0.25092176711134945,0,0.263,22935,0,54,0.0,621.7158123843943,False,0.07475416830145618,8,5.050000000000002,4612.0,34,0,0.0,207.83116258558516,False,-0.7819633093858804,0,0.7670000000000001,32758,0,9,0.7,291.668028412543,False,0.03454909650074747,0,0.2,30733,199,148,1.0,7087.456590645048,False,0.07771508553128509,0,0.686,46097,4,78,1.0,4341.630234850021,False,0.024924939852741513,0,0.506,48157,0,7,0.0,378.00000000000017,False,0.026585127617106213,0.3375,210160,0.0,0.0,18,0,0,23,2,2.0,24,47,55,402.0,185.0,27,32,55,1401,2.0055400421842933,65.24337253347039
31,55,0,0,0,10.0,14,10.0,6.001617230671162,1,1.0,11.662814648312432,11,14.272727272727273,33.17037824477494,4,53.0,54.000000000000014,14,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,1,1.2630000000000003,9369,343,0,0.0,3430.0,False,-0.25695515184018236,0,0.263,23006,0,53,0.1,618.1291763605589,False,0.07795388543993162,9,5.1320000000000014,4407.0,34,0,0.0,204.0549858428195,False,-0.7915286193110449,0,0.7670000000000001,32933,0,7,0.2,232.19264771342455,False,0.03911637553393218,0,0.2,30613,198,158,1.0,7550.157063040302,False,0.08121611480962584,0,0.6860000000000002,46853,0,68,0.4,3672.000000000001,False,0.03386843334607381,0,0.506,47945,0,11,0.4,594.0000000000001,False,0.024376778358177264,0.2625,210465,0.0,0.0,17,0,0,29,4,4.0,14,43,43,322.0,158.0,22,33,43,1180,1.8690825710073113,67.1124551044777
32,43,0,0,0,10.000000000000002,7,10.0,6.001617230671162,0,,12.758825763833297,34,18.647058823529413,33.393680653087664,16,34.75,54.000000000000014,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,0,1.2620000000000002,9299,350,0,0.0,3500.0000000000005,False,-0.2593014681236174,0,0.263,23078,0,51,0.0,650.7001139554982,False,0.0820356954541472,32,5.4430000000000005,3841.0,34,0,0.0,204.0549858428195,False,-0.8176971892865408,5,0.8170000000000002,32999,0,2,0.2,66.78736130617533,False,0.038591217753595065,0,0.2,30259,220,164,1.0,8283.505295149702,False,0.08161460926190388,0,0.686,46645,0,72,0.4,3888.000000000001,False,0.031745020597103664,0,0.506,47597,2,21,1.0,1200.7873613061756,False,0.02342960208631866,0.32499999999999996,209057,0.0,0.0,8,0,0,17,5,4.625,21,38,49,260.0,69.0,19,24,49,562,1.5192394945770502,68.63169459905475
33,49,0,0,0,10.0,11,10.0,5.1883249393343425,9,1.4444444444444444,12.701782694085656,13,11.846153846153847,32.77221354884448,25,30.24,54.00000000000001,7,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,9,1.3520000000000003,8998,361,0,0.0,3610.0,False,-0.2757927197157605,0,0.263,23173,0,57,0.9,724.0016135628824,False,0.08812246552228219,10,5.511000000000001,3557.0,34,0,0.0,176.40304793736763,False,-0.8314669414226878,8,0.8920000000000001,32780,0,3,0.3,98.31664064653344,False,0.032201173410572735,0,0.2,30719,220,159,1.0,8005.174146965117,False,0.09170215605981948,0,0.6860000000000002,46603,2,75,1.0,4115.54442709769,False,0.033269040929817896,0,0.506,47261,5,31,1.0,1837.8610677442227,False,0.023058787401199935,0.525,208430,0.0,0.0,13,0,0,16,8,7.6,23,39,46,298.0,86.0,20,29,46,1172,1.534791436046362,70.16648603510112
34,46,0,0,0,10.0,9,10.0,5.1883249393343425,0,,13.115184784354811,14,18.642857142857142,32.77221354884448,0,,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,0,1.3430000000000002,8908,370,0,0.0,3700.0,False,-0.27880941208017695,0,0.263,23281,0,54,0.0,708.2199783551598,False,0.09275093574264096,11,5.6110000000000015,3365.0,34,0,0.0,176.40304793736763,False,-0.840343912156425,0,0.8840000000000001,32708,0,5,0.2,163.86106774422242,False,0.030967789148627876,0,0.2,30530,222,169,1.0,8450.075111881486,False,0.09275389265652383,0,0.6860000000000002,46603,0,77,0.2,4158.000000000001,False,0.0337197944536459,0,0.506,47261,0,36,0.5,1944.0000000000002,False,0.02418567121076995,0.2375,207995,0.0,0.0,7,0,0,13,3,3.0,20,33,45,216.0,111.0,14,32,45,198,1.4037022916600108,71.57018832676113
35,45,0,0,0,10.0,11,10.0,4.852096526343819,5,1.8,12.396586531633291,23,6.739130434782608,32.110504779392116,5,17.0,54.000000000000014,12,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,5,1.3930000000000002,8699,381,0,0.0,3810.0,False,-0.289133203727291,0,0.263,23344,0,57,0.5,706.6054323030976,False,0.09562636812388688,21,5.810000000000001,2656.0,34,0,0.0,164.97128189568983,False,-0.8733882453674305,0,0.8840000000000001,32730,2,10,1.0,345.8982208571877,False,0.03452127371257952,0,0.2,30438,223,179,1.0,8512.219152065412,False,0.09083821965202667,0,0.6860000000000002,46603,0,77,0.0,4158.000000000001,False,0.0337197944536459,0,0.506,47824,0,29,0.5,1566.0000000000005,False,0.032127234891918294,0.375,207633,0.0,0.0,15,0,0,23,7,7.0,13,36,41,277.0,138.0,19,26,41,915,1.7986395070329309,73.36882783379406
36,41,0,0,0,10.0,10,10.0,4.852096526343819,0,,12.61520991957434,3,26.0,33.49099929864626,8,52.0,54.000000000000014,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,0,1.3880000000000001,8599,391,0,0.0,3910.0,False,-0.29248508413219815,0,0.263,23416,0,55,0.0,693.8365455765887,False,0.09866005237358613,1,5.799000000000002,2633.0,34,0,0.0,164.97128189568983,False,-0.8744516324865761,0,0.8840000000000001,32730,0,12,0.2,401.8919915837551,False,0.03540154050595443,0,0.2,30776,216,181,1.0,8786.75621568303,False,0.10578142140674461,0,0.686,46395,0,81,0.4,4374.000000000001,False,0.031596381704675755,0,0.506,47616,0,33,0.4,1782.0000000000005,False,0.030003822142948146,0.25,207504,0.0,0.0,8,0,0,29,1,1.0,11,40,47,277.0,99.0,18,23,47,588,1.9642361709848046,75.33306400477886
37,47,0,0,0,10.0,12,10.0,4.852096526343819,0,,11.757068639636998,24,5.75,33.17843441508721,36,32.27777777777778,54.00000000000001,4,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,0,1.3880000000000001,8479,403,0,0.0,4030.0,False,-0.29650734061808676,0,0.263,23488,0,53,0.0,623.124637900761,False,0.10035426135976616,22,6.018000000000002,1907.0,34,0,0.0,164.97128189568983,False,-0.9080176780735195,0,0.8840000000000001,32914,13,10,1.0,484.6262364661531,False,0.04248744279934212,0,0.2,31616,207,167,1.0,7974.511755724423,False,0.11942323150014814,0,0.686,45625,12,91,1.0,5312.141212981048,False,0.025206408597497013,0,0.506,47440,4,39,1.0,2238.713737660349,False,0.031115574570649653,0.5,206808,0.0,0.0,15,0,0,30,3,3.0,12,42,43,319.0,177.0,23,24,43,1570,2.074837633408606,77.40790163818747
38,43,0,0,0,10.000000000000002,11,10.0,4.852096526343819,0,,11.838828125429963,7,13.857142857142858,32.51761059442192,6,18.666666666666668,54.00000000000001,6,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,0,1.3880000000000003,8369,414,0,0.0,4140.000000000001,False,-0.3001944090634846,0,0.263,23560,0,51,0.0,603.7802343969281,False,0.10323593865636253,5,6.046000000000001,1787.0,34,0,0.0,164.97128189568983,False,-0.9135657847821053,0,0.8840000000000001,32954,5,14,1.0,514.4406889490567,False,0.04421381369201484,0,0.2,31591,202,177,1.0,8147.060356549531,False,0.12134979337446197,0,0.686,45608,3,101,1.0,5551.552831783267,False,0.027387276848253123,0,0.506,47669,0,42,0.9,2268.0000000000005,False,0.03628912387989978,0.4875,206877,0.0,0.0,12,0,0,30,1,1.0,13,43,48,301.0,107.0,22,21,48,618,2.078208601102233,79.4861102392897
39,48,0,0,0,10.000000000000002,8,10.0,4.927803100664473,6,5.5,11.636573775521502,9,8.0,33.39539762849497,20,38.6,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,6,1.4480000000000004,8196,422,0,0.0,4220.000000000001,False,-0.30911041094053765,0,0.263,23563,0,56,0.6,651.6481314292041,False,0.10448120882678819,8,6.121,1576.0,34,0,0.0,167.5453054225921,False,-0.9232617017563781,2,0.9040000000000001,33415,0,10,1.0,333.9539762849497,False,0.05587099475373283,0,0.2,31746,196,183,1.0,8392.126226016793,False,0.13007587212728794,0,0.6860000000000002,45396,0,108,0.7,5832.000000000001,False,0.025863167282456363,0,0.506,47109,6,52,1.0,3008.37238577097,False,0.032258593300324566,0.5375,206340,0.0,0.0,6,0,0,25,5,4.125,21,46,46,338.0,131.0,24,24,46,328,1.903422606177628,81.38953284546733
40,46,0,0,0,10.0,5,10.0,5.970311313721792,6,14.0,11.65876914976309,10,12.0,33.8735048205318,5,45.8,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,6,1.5020000000000004,8104,427,0,0.0,4270.0,False,-0.3136019306831132,0,0.263,23635,0,54,0.0,629.5735340872069,False,0.10729977192859598,8,6.1930000000000005,1284.0,40,0,0.0,238.8124525488717,False,-0.9351146041761321,0,0.9020000000000001,33604,0,8,0.3,270.9880385642544,False,0.06082358180418584,0,0.2,31666,193,193,1.0,8787.728876266914,False,0.1337797339454004,0,0.686,45379,0,109,0.1,5886.000000000001,False,0.02607550855735338,0,0.506,46897,0,62,1.0,3348.0000000000005,False,0.03136280630228904,0.30000000000000004,205908,0.0,0.0,6,0,0,19,4,4.0,23,42,49,294.0,86.0,21,25,49,351,1.7668409971520305,83.15637384261936
41,49,0,0,0,10.0,9,10.0,6.150093988841223,17,6.647058823529412,12.898030322576727,114,14.5,35.10001873309769,8,53.0,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,17,1.6660000000000001,7705,436,0,0.0,4360.0,False,-0.33733324394985587,0,0.263,23674,0,59,0.7,760.9837890320268,False,0.11214073209653767,112,7.3050000000000015,-6042.0,50,0,0.0,307.50469944206117,False,-1.272238552419389,0,0.9020000000000001,33956,0,2,0.2,70.20003746619538,False,0.06873447630036475,0,0.2,30085,295,203,1.0,10930.222747978965,False,0.11775228341422667,0,0.6860000000000002,45167,0,113,0.4,6102.000000000001,False,0.023867159298424426,0,0.506,46685,0,66,0.4,3564.0000000000005,False,0.029154457043360088,0.3375,196569,0.0,0.0,8,0,0,32,10,10.0,15,47,54,371.0,98.0,26,23,54,586,1.8999540712684393,85.0563279138878
42,54,0,0,0,10.000000000000002,7,10.0,5.613440500904463,8,1.75,12.571872409674883,17,8.058823529411764,35.10001873309769,0,,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,8,1.7290000000000003,7471,443,0,0.0,4430.000000000001,False,-0.35067372796138635,0,0.263,23732,0,65,0.8,817.1717066288675,False,0.11612121934968953,15,7.343000000000003,-6985.0,50,0,0.0,280.6720250452231,False,-1.3164577182244852,0,0.9020000000000001,33909,0,11,0.9,386.1002060640746,False,0.07222292416387478,0,0.2,29995,293,213,1.0,11159.86260618455,False,0.11853266162843196,0,0.6860000000000002,45167,0,113,0.0,6102.000000000001,False,0.023867159298424426,0,0.506,46685,0,66,0.0,3564.0000000000005,False,0.029154457043360088,0.3375,195313,0.0,0.0,6,0,0,30,5,5.0,16,46,60,344.0,101.0,25,29,60,142,3.1763570960611105,88.23268500994891
43,60,0,0,0,10.000000000000002,9,10.0,5.390331019170483,3,1.0,12.349344334353244,53,11.39622641509434,34.47737339162543,4,17.0,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,3,1.7510000000000001,7321,452,0,0.0,4520.000000000001,False,-0.35771267681169133,0,0.263,23765,0,67,0.3,827.4060704016673,False,0.11788353762082543,52,7.8480000000000025,-9665.0,50,0,0.0,269.51655095852414,False,-1.44062331705214,0,0.9020000000000001,33977,0,7,0.0,241.34161374137798,False,0.07208523209780496,0,0.2,29391,336,223,1.0,11837.83396267516,False,0.11020018806280703,0,0.6860000000000002,45167,0,113,0.0,6102.000000000001,False,0.023867159298424426,0,0.506,46617,0,70,0.4,3780.0000000000005,False,0.030003822142948146,0.2125,191912,0.0,0.0,7,0,0,29,6,6.0,19,48,50,389.0,126.0,28,32,50,194,1.9270322127267718,90.15971722267568
44,50,0,0,0,10.000000000000002,10,10.0,5.166450247972751,3,1.0,12.466545222844914,16,14.312499999999998,35.29463584425466,5,52.4,54.00000000000001,20,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,3,1.7780000000000005,7161,462,0,0.0,4620.000000000001,False,-0.3650868137024871,0,0.263,23834,0,68,0.3,847.7250751534541,False,0.12154341567232539,14,7.936000000000002,-10726.0,50,0,0.0,258.32251239863757,False,-1.4899366010356783,0,0.9020000000000001,34097,0,5,0.1,176.47317922127328,False,0.074838440170119,0,0.2,29304,341,231,1.0,12404.15280101294,False,0.11636775351380192,0,0.686,45870,0,100,0.1,5400.000000000001,False,0.03134157217479934,0,0.506,46732,0,68,0.4,3672.0000000000005,False,0.03129910391981994,0.23750000000000002,191611,0.0,0.0,19,0,0,33,3,3.0,10,43,42,355.0,107.0,24,26,42,1514,1.6952258683741093,91.85494309104979
45,42,0,0,0,10.000000000000002,12,10.0,5.166450247972751,0,,12.60575044946038,4,21.0,36.30592383193821,17,42.1764705882353,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,0,1.7750000000000004,7041,474,0,0.0,4740.000000000001,False,-0.3691090701883757,0,0.263,23906,0,66,0.0,831.9795296643852,False,0.12450828817015086,2,7.942000000000002,-11630.0,50,0,0.0,258.32251239863757,False,-1.5317323382403571,4,0.9420000000000002,34174,0,3,0.3,108.91777149581463,False,0.0761974181967587,0,0.2,29692,332,233,1.0,12644.38940206245,False,0.1323438044656887,0,0.686,45450,0,108,0.8,5832.000000000001,False,0.027009810166900242,0,0.506,46435,0,77,0.9,4158.000000000001,False,0.030152461035376055,0.375,190407,0.0,0.0,11,0,0,19,2,1.8,24,43,42,315.0,90.0,22,20,42,824,1.6667440440505743,93.52168713510036
46,42,0,0,0,10.000000000000002,8,10.0,5.137818057553458,11,5.0,12.510132826441975,10,10.4,35.21331067450669,27,31.0,54.0,20,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,11,1.8850000000000002,6756,482,0,0.0,4820.000000000001,False,-0.3855332841724207,0,0.263,23955,0,73,0.9,913.2396963302642,False,0.1286522653920724,8,8.020000000000003,-27925.0,52,0,0.0,267.1665389927798,False,-2.2849145466967316,7,1.0080000000000002,33987,0,3,0.3,105.63993202352006,False,0.07026630925992015,0,0.2,30303,329,226,1.0,12074.041912337922,False,0.14258830234771144,0,0.686,45396,8,109,1.0,6167.706485396054,False,0.029427384437466,0,0.506,46732,0,75,0.9,4050.0,False,0.035312354015373505,0.5125000000000001,174543,0.0,0.0,18,0,0,17,8,400.9,21,38,44,287.0,99.0,19,23,44,1899,1.5877490816637874,95.10943621676415
47,44,0,0,1,10.000000000000002,14,10.0,4.966936470112689,5,3.0,12.622731383360561,1,36.0,35.06026423126156,1,17.0,54.0,20,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,9,1.9640000000000004,6426,496,4,0.0,4979.867745880451,False,-0.4022971191968743,0,0.263,23976,0,77,0.5,971.9503165187632,False,0.13098040400662914,0,8.012000000000002,-28538.88888888889,52,0,0.0,258.2806964458598,True,-2.3135026372308456,0,1.0010000000000003,33968,0,3,0.1,105.1807926937847,False,0.06966170087555087,0,0.2,30303,319,236,1.0,12300.873669869747,False,0.14615427872771178,0,0.6860000000000002,45828,0,109,0.8,5886.0,False,0.03560963180022933,0,0.506,47363,0,64,0.1,3456.0,False,0.04240455259693379,0.3125,203203,0.0,0.1,17,0,0,30,5,654.6111111111112,10,40,25,335.0,85.0,25,19,25,1273,1.5237110061571002,96.63314722292125
48,25,0,0,0,10.000000000000002,9,10.0,4.966936470112689,0,,12.990386265166057,3,36.0,35.35881852064092,14,37.642857142857146,54.00000000000001,20,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,0,1.9550000000000003,6336,505,4,0.0,5069.867745880451,False,-0.40531381156129076,0,0.263,24084,0,74,0.0,961.2885836222882,False,0.13572723157848918,0,8.012000000000002,-28538.88888888889,52,0,0.0,258.2806964458598,True,-2.3135026372308456,3,1.0310000000000004,33870,0,2,0.2,70.71763704128183,False,0.06603863601699855,0,0.2,30691,310,238,1.0,12442.418550114015,False,0.16057881701169655,0,0.686,45747,0,114,0.9,6156.000000000001,False,0.036756274684673206,0,0.506,47997,0,53,0.5,2862.0000000000005,False,0.04956045356096318,0.32499999999999996,204064,0.0,0.1,19,0,0,16,3,2.4,20,36,19,247.0,44.0,15,10,19,1702,1.1906578913331032,97.82380511425436
49,19,0,0,0,10.000000000000002,11,10.0,4.966936470112689,0,,13.255353390975603,2,36.0,35.63654952345765,9,39.0,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,0,1.9550000000000003,6226,516,4,0.0,5179.867745880451,False,-0.4090008800066886,0,0.263,24156,0,72,0.0,954.3854441502434,False,0.13889651496024413,0,8.012000000000002,-28538.88888888889,52,0,0.0,258.2806964458598,True,-2.3135026372308456,4,1.0680000000000003,33817,0,2,0.2,71.2730990469153,False,0.06438096366997191,0,0.2,30850,300,245,1.0,12707.560650539806,False,0.1697462765373338,0,0.6860000000000002,45572,0,119,0.5,6426.000000000001,False,0.03590690958508515,0,0.506,47821,0,57,0.4,3078.0000000000005,False,0.04811653289166348,0.2625,203781,0.0,0.1,8,0,0,8,3,2.6,17,25,18,121.0,35.0,7,12,18,341,0.8457890413701534,98.66959415562451
50,18,0,0,0,10.000000000000002,12,10.0,4.966936470112689,0,,13.399937248147543,1,36.0,36.10255407685063,5,46.0,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,0,1.9550000000000003,6106,528,4,0.0,5299.867745880451,False,-0.41302313649257716,0,0.263,24192,0,71,0.0,951.3955446184756,False,0.1404918291326108,0,8.012000000000002,-28538.88888888889,52,0,0.0,258.2806964458598,True,-2.3135026372308456,3,1.0940000000000003,33882,0,1,0.1,36.10255407685063,False,0.06587175843541654,0,0.2,30850,290,255,1.0,13092.133091559697,False,0.1757920624360901,0,0.6860000000000002,45572,0,119,0.0,6426.000000000001,False,0.03590690958508515,0,0.506,47591,0,62,0.5,3348.0000000000005,False,0.04609929078014184,0.2,203532,0.0,0.1,7,0,0,6,3,2.5,22,28,23,106.0,33.0,7,11,23,156,0.9842804800719023,99.65387463569641
51,23,0,0,0,10.000000000000002,12,10.0,4.966936470112689,0,,13.399937248147543,0,,35.73826259598681,25,34.28,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,0,1.9550000000000003,5986,540,4,0.0,5419.867745880451,False,-0.41704539297846577,0,0.263,24192,0,71,0.0,951.3955446184756,False,0.1404918291326108,0,8.012000000000002,-28538.88888888889,52,0,0.0,258.2806964458598,True,-2.3135026372308456,19,1.2810000000000004,33776,0,0,0.0,0.0,False,0.06197138814651784,0,0.2,30935,280,260,1.0,13043.930704437882,False,0.17770681818012704,0,0.6860000000000002,45012,6,129,1.0,7180.429575575922,False,0.03202562508574259,0,0.506,47294,0,71,0.9,3834.0000000000005,False,0.044952647895697966,0.3625,202534,0.0,0.1,6,0,0,13,3,2.75,16,29,24,142.0,42.0,9,14,24,205,1.1473391549661756,100.80121379066259
52,24,0,0,0,10.0,8,10.0,4.6288900291311,8,2.25,13.868883091558452,3,36.0,35.73826259598681,0,,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,4,1.995,5840,548,0,0.0,5480.0,False,-0.4248173225179326,0,0.263,24282,0,76,0.8,1054.0351149584424,False,0.1470256395339231,0,8.012000000000002,-28538.88888888889,52,0,0.0,240.70228151481723,True,-2.313908999405034,0,1.2620000000000002,33740,0,1,0.1,35.73826259598681,False,0.061401324675302425,0,0.2,30863,272,270,1.0,13421.667101820338,False,0.1813813410127391,0,0.686,45012,0,135,0.6,7290.000000000001,False,0.033188941266403364,0,0.506,47294,0,71,0.0,3834.0000000000005,False,0.044952647895697966,0.3125,202370,0.0,0.1,8,0,0,9,4,3.8,10,19,29,150.0,41.0,10,14,29,191,1.3684511138126254,102.16966490447521
53,29,0,0,0,10.0,11,10.0,4.45892130688533,4,2.0,14.203893422649543,2,36.0,35.67802956659358,10,35.0,54.0,11,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,4,2.0310000000000006,5654,559,0,0.0,5590.0,False,-0.4335992491787893,0,0.263,24346,0,78,0.4,1107.9036869666643,False,0.1512299155524219,0,8.012000000000002,-28538.88888888889,52,0,0.0,231.86390795803715,True,-2.3141133170701313,0,1.2620000000000002,33740,0,1,0.0,35.67802956659358,False,0.0614003777639773,0,0.2,31141,264,270,1.0,13382.895846559746,False,0.18951258994748865,0,0.686,45256,0,134,1.0,7236.0,False,0.037796746931668575,0,0.506,47294,0,71,0.0,3834.0,False,0.044952647895697966,0.3,202770,0.0,0.1,16,0,0,11,2,2.0,10,21,35,163.0,69.0,11,18,35,1126,1.556033743545413,103.72569864802063
