index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,28,0,0,0,10.000000000000002,20,10.0,5.569403710011328,7,4.714285714285714,27.49455234065643,42,28.452380952380953,24.513581164115596,54,25.185185185185187,46.99999999999999,8,47.0,2,0.5440000000000002,18584,254,0,0.0,2540.0000000000005,False,-0.07681577234260206,5,1.7980000000000005,15906,266,0,0.0,2660.0000000000005,False,-0.1985492420719799,0,0.29000000000000004,45197,0,22,0.7,604.8801514944414,False,0.07125562300160614,34,2.6370000000000005,37570,109,0,0.0,607.0650043912348,False,-0.10829156164632553,0,0.23600000000000002,54149,107,123,1.0,5957.087583636457,False,-0.010024195199490021,48,3.776000000000001,39834.0,44,0,0.0,1209.7603029888828,False,-0.2992257278013648,0,0.2,72930,0,3,0.0,140.99999999999997,False,0.0008431703204047217,0,0.4700000000000001,69746,277,22,1.0,7824.26198246002,False,0.009859348102249903,0.3375,353916,0.0,0.0,11,0,0,17,7,7.0,10,27,32,256.0,123.0,17,11,32,1139,1.6594777099671774,40.235995062976144
26,32,0,0,0,10.000000000000002,20,10.0,5.569403710011328,0,,27.50665048231741,32,27.5625,23.53787255315325,34,17.5,47.0,9,47.0,0,0.542,18504,262,0,0.0,2620.0000000000005,False,-0.07867571840416628,0,1.7930000000000004,15786,278,0,0.0,2780.0000000000005,False,-0.20133916116432624,5,0.34,45831,0,0,0.0,0.0,False,0.07906199232453559,5,2.6530000000000005,37470,109,0,0.0,607.0650043912348,False,-0.11064599858273218,0,0.23600000000000002,53379,127,133,1.0,6623.881660823694,False,-0.01759018420247725,34,4.0680000000000005,38789.0,46,0,0.0,1265.305922186601,False,-0.3168534821146276,0,0.2,72930,0,3,0.0,141.0,False,0.0008431703204047217,0,0.4700000000000001,69574,301,23,1.0,8165.899638499128,False,0.009843154132214134,0.25,352263,0.0,0.0,7,0,0,16,5,4.12,12,28,38,270.0,117.0,18,14,38,623,1.578609587973915,41.81460465095006
27,38,0,0,0,10.000000000000002,20,10.0,5.390269448295869,8,3.375,26.818165445670694,9,14.444444444444445,23.53787255315325,0,,46.99999999999999,14,47.0,2,0.562,18354,275,0,0.0,2750.0000000000005,False,-0.08262810378499023,6,1.8530000000000004,15614,285,0,0.0,2850.0000000000005,False,-0.20770947642518367,0,0.3350000000000001,45814,0,3,0.3,80.45449633701207,False,0.07960886323472575,9,2.738000000000001,37259,114,0,0.0,614.490717105729,False,-0.11552644365707947,0,0.23600000000000002,53249,126,143,1.0,6745.0046212554225,False,-0.018793499625208685,0,4.034000000000001,38789.0,46,0,0.0,1233.635610500852,False,-0.31712789302238203,0,0.2,72930,0,3,0.0,140.99999999999997,False,0.0008431703204047217,0,0.4700000000000001,70232,291,19,1.0,7742.520912967596,False,0.01596211157931692,0.2875,352241,0.0,0.0,9,0,0,12,5,5.0,19,31,34,286.0,134.0,21,17,34,858,1.674804886977654,43.48940953792771
28,34,0,0,0,10.000000000000002,20,10.0,4.88780956569938,15,1.9333333333333333,26.818165445670694,0,,23.4440003184014,42,22.952380952380953,47.0,7,47.0,2,0.5800000000000001,18244,284,0,0.0,2840.0000000000005,False,-0.08565051613503208,13,1.9770000000000005,15274,296,0,0.0,2960.0000000000005,False,-0.2209615921138287,0,0.3350000000000001,45814,0,3,0.0,80.45449633701207,False,0.07960886323472575,0,2.7290000000000005,37230,129,0,0.0,630.52743397522,False,-0.11602044317595624,0,0.23600000000000002,53524,116,148,1.0,6580.619238821208,False,-0.015452299251193917,37,4.404000000000001,37051.0,46,0,0.0,1233.635610500852,False,-0.34724607830640797,0,0.2,72930,0,3,0.0,141.0,False,0.0008431703204047217,0,0.4700000000000001,69597,323,22,1.0,8606.412102843653,False,0.01317821811954965,0.25,349664,0.0,0.0,8,0,0,11,7,7.0,17,28,33,209.0,123.0,16,18,33,804,1.4734594720066525,44.962869009934366
29,33,0,0,0,10.000000000000002,20,10.0,5.504924172016361,37,7.054054054054054,26.41425631629851,5,14.0,21.714627509389583,22,3.1818181818181817,47.0,12,47.0,32,0.8980000000000004,17734,297,0,0.0,2970.0000000000005,False,-0.10634241606993397,5,2.0140000000000007,15119,303,0,0.0,3030.0000000000005,False,-0.22654143029852133,2,0.35500000000000004,45795,0,7,0.7,184.89979421408955,False,0.08039106955258735,0,2.7290000000000005,36990,159,0,0.0,875.2829433506014,False,-0.11878978476502015,0,0.23600000000000002,53454,111,158,1.0,6362.893597592689,False,-0.018551852514533264,22,4.587000000000001,35887.0,46,0,0.0,1215.0557905497315,False,-0.3675782779039465,0,0.2,72930,0,3,0.0,141.0,False,0.0008431703204047217,0,0.4700000000000001,70091,335,20,1.0,8214.40021564551,False,0.01726374241246449,0.3375,348000,0.0,0.0,8,0,0,14,8,7.4,14,28,30,225.0,140.0,18,15,30,764,1.3874214160023257,46.35029042593669
30,30,0,0,0,10.000000000000002,20,10.0,5.25039284964724,7,1.0,26.1032596245992,4,15.0,21.11114182583792,18,13.333333333333334,47.0,14,47.0,0,0.8660000000000003,17644,306,0,0.0,3060.0000000000005,False,-0.10843485538919372,7,2.0790000000000006,14890,314,0,0.0,3140.0000000000005,False,-0.23463219566632568,0,0.35300000000000004,45788,0,14,0.7,365.4456347443888,False,0.08235167794533459,4,2.7690000000000006,36914,159,0,0.0,834.8124630939112,False,-0.1210555828044415,0,0.23600000000000002,53500,105,166,1.0,6245.291803672011,False,-0.018773682080962053,16,4.7250000000000005,35192.0,46,0,0.0,1200.7499427315631,False,-0.3797460407693172,0,0.2,72877,0,4,0.1,188.0,False,0.0004387227683406682,0,0.4700000000000001,70562,342,16,1.0,7972.010504436568,False,0.022059601203996235,0.35,347367,0.0,0.0,11,0,0,13,5,5.0,12,25,33,214.0,166.0,13,17,33,964,1.615554032032378,47.96584445796907
31,33,0,0,0,10.000000000000002,20,10.0,5.211583033813626,11,4.818181818181818,26.670622240140602,9,35.0,21.030328707817198,6,18.0,47.0,11,47.0,6,0.9260000000000002,17476,316,0,0.0,3160.0000000000005,False,-0.11392169627080814,5,2.1220000000000008,14705,324,0,0.0,3240.0000000000005,False,-0.2409095136241049,0,0.35300000000000004,46006,0,18,0.9,480.07120032253084,False,0.08883374379396952,4,2.8050000000000006,36822,161,0,0.0,839.0648684439938,False,-0.12317160468481159,0,0.23600000000000002,53440,99,176,1.0,6341.729454349746,False,-0.018977840654786842,6,4.769000000000001,34787.0,51,0,0.0,1360.2017342471706,False,-0.38538278745496857,0,0.2,72877,0,4,0.0,188.0,False,0.0004387227683406682,0,0.4700000000000001,70971,338,15,1.0,7813.251103242213,False,0.026578724024474004,0.3625,347084,0.0,0.0,10,0,0,19,5,5.0,10,29,33,206.0,129.0,18,15,33,972,1.7886750900070183,49.75451954797609
32,33,0,0,0,10.000000000000002,20,10.0,5.211583033813626,0,,27.278152882100475,3,53.0,21.143017667343955,11,23.272727272727273,47.0,9,47.0,0,0.9200000000000002,17356,328,0,0.0,3280.0000000000005,False,-0.11671161536315447,0,2.1170000000000004,14625,332,0,0.0,3320.0000000000005,False,-0.24276945968566913,0,0.35300000000000004,46165,0,15,0.0,409.1722932315071,False,0.09174266349482615,0,2.801000000000001,36822,161,0,0.0,839.0648684439938,False,-0.12317160468481159,0,0.23600000000000002,53692,89,179,1.0,6212.35576896151,False,-0.01573184964335154,4,4.803000000000001,34460.0,54,0,0.0,1473.0202556334257,False,-0.3900719140502424,0,0.2,72877,0,4,0.0,188.0,False,0.0004387227683406682,0,0.4700000000000001,71138,339,16,1.0,7919.4829892296,False,0.029596532645289976,0.25,347135,0.0,0.0,9,0,0,13,1,1.0,13,26,39,188.0,122.0,15,18,39,1034,1.5419119509751908,51.29643149895128
33,39,0,0,0,10.000000000000002,20,10.0,5.211583033813626,0,,26.317191352713518,55,24.272727272727273,21.986857325430716,18,31.22222222222222,47.0,9,47.0,0,0.9200000000000002,17266,337,0,0.0,3370.0000000000005,False,-0.11880405468241421,0,2.1170000000000004,14515,343,0,0.0,3430.0000000000005,False,-0.24532688552031992,0,0.35300000000000004,46240,0,10,0.0,263.1719135271352,False,0.09178974776360442,50,3.3010000000000006,35437,161,0,0.0,839.0648684439938,False,-0.1557805562540438,0,0.23600000000000002,52977,119,184,1.0,7177.32751885216,False,-0.019761138193150056,13,4.929000000000001,33765.0,69,0,0.0,1815.8862033372327,False,-0.3991449225094684,0,0.2,72877,0,4,0.0,188.0,False,0.0004387227683406682,0,0.4700000000000001,70999,347,17,1.0,8428.439491924459,False,0.031179749461361216,0.25,344076,0.0,0.0,9,0,0,14,5,5.0,18,32,33,274.0,156.0,22,17,33,973,1.5534173360210843,52.84984883497236
34,33,0,0,0,10.000000000000002,20,10.0,5.211583033813626,0,,26.0688684117633,50,25.3,21.371562327135887,19,15.105263157894736,47.0,11,47.0,0,0.9200000000000004,17146,349,0,0.0,3490.0000000000005,False,-0.12159397377476053,0,2.117000000000001,14435,351,0,0.0,3510.0000000000005,False,-0.24718683158188412,0,0.35300000000000004,46520,0,0,0.0,0.0,False,0.09528406281637747,40,3.651000000000001,34607,161,0,0.0,839.0648684439938,False,-0.17532238282621906,0,0.23600000000000002,51871,159,191,1.0,8226.918481953318,False,-0.029832959467357593,16,5.0760000000000005,33205.0,69,0,0.0,1798.7519204116677,False,-0.40899774789093274,0,0.2,72877,0,4,0.0,188.0,False,0.0004387227683406682,0,0.4700000000000001,71229,356,16,1.0,8360.276188460375,False,0.03386580696513787,0.25,341890,0.0,0.0,11,0,0,15,4,4.0,12,27,32,238.0,153.0,17,16,32,1156,1.5990911180269904,54.44893995299935
35,32,0,0,0,10.0,20,10.0,5.028623948190853,6,1.6666666666666667,25.96820759799838,14,24.642857142857142,19.851584662618222,29,9.827586206896552,47.0,12,47.0,0,0.9200000000000004,17046,359,0,0.0,3590.0,False,-0.1239189063517158,6,2.1770000000000005,14231,361,0,0.0,3610.0,False,-0.25434762391890636,5,0.403,46555,0,6,0.6,155.8092455879903,False,0.09794233095834996,9,3.7010000000000005,34406,161,0,0.0,809.6084556587273,False,-0.18040156739977478,0,0.23600000000000002,51636,163,199,1.0,8183.283186334762,False,-0.034283409122666905,27,5.330000000000001,31787.0,69,0,0.0,1791.8063242618882,False,-0.433630763488529,0,0.2,72877,0,4,0.0,188.0,False,0.0004387227683406682,0,0.4700000000000001,71508,375,14,1.0,8102.344248481833,False,0.03592278649612568,0.325,340046,0.0,0.0,10,0,0,13,8,8.0,14,27,22,210.0,132.0,17,15,22,874,1.479996478999965,55.92893643199932
36,22,0,0,0,10.0,20,10.0,5.08435772347043,2,8.0,25.96820759799838,0,,21.137496409271318,8,53.0,47.00000000000001,12,47.0,2,0.9400000000000004,16926,369,0,0.0,3690.0,False,-0.12717381195945318,0,2.1710000000000003,14131,371,0,0.0,3710.0,False,-0.2566725564958616,0,0.398,46539,0,8,0.2,207.74566078398703,False,0.09817702611993484,0,3.6920000000000006,34406,161,0,0.0,818.5815934787393,False,-0.1802959339641803,0,0.23600000000000002,52060,153,201,1.0,8221.772540757287,False,-0.026602324361788315,0,5.303000000000002,31787.0,69,0,0.0,1791.8063242618882,False,-0.433630763488529,0,0.2,72877,0,4,0.0,188.00000000000003,False,0.0004387227683406682,0,0.4700000000000001,71648,373,12,1.0,8448.286160658203,False,0.04021364537941431,0.275,340374,0.0,0.0,10,0,0,7,1,1.0,15,22,24,121.0,92.0,11,11,24,1188,1.1464441999560222,57.07538063195534
37,24,0,0,0,10.0,20,10.0,5.367388819741184,54,5.87037037037037,25.72780573647266,4,15.0,21.322927931625355,8,25.625,47.00000000000001,14,47.0,32,1.2580000000000002,16460,379,0,0.0,3790.0,False,-0.14651725099972102,22,2.391000000000001,13631,381,0,0.0,3810.0,False,-0.27759694968845905,0,0.398,46513,0,15,0.7,385.9170860470899,False,0.0996623394397275,4,3.732,34039,208,0,0.0,1116.4168745061663,False,-0.18543054558771266,0,0.23600000000000002,52180,147,206,1.0,8174.510597176304,False,-0.024932324219523995,3,5.333000000000001,31679.0,69,0,0.0,1775.2185958166135,False,-0.4356460455081221,0,0.2,72877,0,4,0.0,188.00000000000003,False,0.0004387227683406682,2,0.49000000000000005,71989,371,10,1.0,8380.806262633007,False,0.04442620725971707,0.3375,339368,0.0,0.0,9,0,0,7,8,7.4,16,23,28,162.0,95.0,12,12,28,803,2.36682032601675,59.44220095797209
38,28,0,0,0,10.0,20,10.0,5.381383342143834,37,5.4324324324324325,26.25287350328705,3,55.0,20.629561189592344,14,12.0,47.00000000000001,9,47.0,2,1.2460000000000004,16340,389,0,0.0,3890.0,False,-0.14977215660745838,35,2.719000000000001,12971,391,0,0.0,3910.0,False,-0.3059611271273133,0,0.398,46657,0,19,0.7,498.8045965624539,False,0.10438166125023483,0,3.728000000000001,33859,238,0,0.0,1280.7692354302324,False,-0.18773374572751833,0,0.23600000000000002,52180,137,216,1.0,8052.628886902272,False,-0.02598838173758129,14,5.4700000000000015,31080.0,72,0,0.0,1890.2068922366675,False,-0.4450299198329752,0,0.2,72877,0,4,0.0,188.00000000000003,False,0.0004387227683406682,0,0.4880000000000001,72244,375,11,1.0,8253.08544609713,False,0.04704674759797318,0.3375,338208,0.0,0.0,9,0,0,10,4,4.0,16,26,29,217.0,111.0,16,12,29,788,1.45517288899282,60.89737384696491
39,29,0,0,0,10.0,20,10.0,5.414790150876758,2,8.0,27.048481912588304,5,51.0,20.652341990680217,60,20.716666666666665,47.00000000000001,11,47.0,2,1.2640000000000002,16200,401,0,0.0,4010.0,False,-0.1534920487305868,0,2.684000000000001,12891,399,0,0.0,3990.0,False,-0.3078210731888775,0,0.398,46896,0,16,0.2,432.77571060141287,False,0.10923146128836458,0,3.728000000000001,33859,238,0,0.0,1288.7200559086684,False,-0.1876401472004725,0,0.23600000000000002,52180,127,226,1.0,8102.586492792444,False,-0.025555518552728994,60,6.056000000000002,27118.0,77,0,0.0,2082.7331072692996,False,-0.5120201269602008,0,0.2,72877,0,4,0.0,188.00000000000003,False,0.0004387227683406682,0,0.4880000000000001,71518,425,10,1.0,9247.245346039092,False,0.04390823390805397,0.275,333539,0.0,0.0,9,0,0,10,6,6.0,16,26,27,206.0,95.0,16,13,27,972,1.434845926007256,62.33221977297217
40,27,0,0,0,9.999999999999998,20,10.0,5.450923106785893,2,8.0,26.984936204813426,7,25.714285714285715,22.23317166994014,24,35.833333333333336,47.00000000000001,7,47.0,2,1.2820000000000003,16100,409,0,0.0,4089.999999999999,False,-0.15628196782293313,0,2.684000000000001,12771,411,0,0.0,4109.999999999999,False,-0.31061099228122385,0,0.398,46990,0,16,0.2,431.7589792770148,False,0.11143266285966397,5,3.7780000000000005,33759,238,0,0.0,1297.3196994150426,False,-0.18989334754532233,0,0.23600000000000002,52650,122,226,1.0,8316.85901439371,False,-0.015554197012496936,14,6.136000000000002,26646.0,79,0,0.0,2131.8099601802605,False,-0.5197742872475977,0,0.2,72877,0,4,0.0,188.00000000000003,False,0.0004387227683406682,0,0.4880000000000001,70987,439,13,1.0,10371.362363103723,False,0.044334048746923586,0.275,332780,0.0,0.0,10,0,0,10,4,4.0,17,27,26,217.0,93.0,16,11,26,1179,1.5367609749664553,63.86898074793862
41,26,0,0,0,9.999999999999998,20,10.0,5.445688552756732,6,5.333333333333333,26.819530378887706,45,26.333333333333332,23.60860969490874,11,49.54545454545455,47.00000000000001,6,47.0,2,1.3000000000000003,16000,417,0,0.0,4169.999999999999,False,-0.15907188691527946,4,2.724000000000001,12595,423,0,0.0,4229.999999999999,False,-0.3160048358597601,0,0.398,47163,0,17,0.6,455.932016441091,False,0.11579040821746862,40,4.173,32924,238,0,0.0,1296.0738755561022,False,-0.20956756203286672,0,0.23600000000000002,52005,157,226,1.0,9546.212060534745,False,-0.016079679231494608,1,6.1320000000000014,26608.0,79,0,0.0,2118.7428999321287,False,-0.520546018612171,0,0.2,72877,0,4,0.0,188.00000000000003,False,0.0004387227683406682,0,0.4880000000000001,70724,440,17,1.0,11186.788265759846,False,0.04631807582884227,0.325,330896,0.0,0.0,10,0,0,15,6,6.0,13,28,21,212.0,100.0,18,8,21,1227,1.6194370239973068,65.48841777193593
42,21,0,0,0,9.999999999999998,20,10.0,5.34320392109904,10,4.1,26.272569754746733,45,24.333333333333332,23.619026460489323,8,23.875,47.0,9,47.0,2,1.3180000000000003,15890,426,0,0.0,4259.999999999999,False,-0.16209429926532132,8,2.800000000000001,12356,434,0,0.0,4339.999999999999,False,-0.32456058774295543,0,0.398,47232,0,22,1.0,577.9965346044281,False,0.11885193575453151,40,4.533000000000001,32094,238,0,0.0,1271.6825332215715,False,-0.22939652799164675,0,0.23600000000000002,50960,191,236,1.0,10592.151067832106,False,-0.0251260608270188,8,6.211000000000003,26380.0,80,0,0.0,2101.805580379739,False,-0.5246438361662588,0,0.2,72877,0,4,0.0,188.0,False,0.0004387227683406682,0,0.4880000000000001,70956,438,18,1.0,11191.133589694324,False,0.04952860328284138,0.375,328745,0.0,0.0,9,0,0,9,8,8.0,12,21,27,150.0,105.0,11,10,27,733,1.136068373976741,66.62448614591267
43,27,0,0,0,9.999999999999998,20,10.0,5.387419103367835,2,8.0,25.948056263625883,5,14.0,22.382350054869764,28,14.25,47.0,0,,2,1.3360000000000003,15800,433,0,0.0,4329.999999999999,False,-0.1646517250999721,0,2.792000000000001,12226,447,0,0.0,4469.999999999999,False,-0.3275830000929973,0,0.398,47216,0,24,0.2,622.7533503270212,False,0.11900211134517251,5,4.543000000000001,31994,238,0,0.0,1282.2057466015447,False,-0.23162708371669594,0,0.23600000000000002,50890,186,246,1.0,10332.396578532376,False,-0.02858977767881692,28,6.483000000000002,25526.0,80,0,0.0,2075.8445010900705,False,-0.5396679331344222,0,0.2,72877,0,4,0.0,188.0,False,0.0004387227683406682,0,0.4880000000000001,70557,456,28,1.0,11522.351625020612,False,0.04632879272419841,0.275,327086,0.0,0.0,5,0,0,8,4,4.0,16,24,21,221.0,129.0,14,13,21,200,1.2165203879703768,67.84100653388305
44,21,0,0,0,9.999999999999998,20,10.0,5.322986073509196,3,3.0,25.893438389447898,16,25.3125,21.480348281612976,15,10.0,47.0,0,,0,1.3340000000000003,15680,445,0,0.0,4449.999999999999,False,-0.1674416441923184,3,2.822000000000002,12101,455,0,0.0,4549.999999999999,False,-0.3315353854738213,0,0.398,47472,0,21,0.3,543.7622061784059,False,0.12409957156521091,10,4.638000000000001,31759,238,0,0.0,1266.8706854951888,False,-0.2373405376887059,0,0.23600000000000002,50535,191,256,1.0,10444.61589247747,False,-0.0337693143479234,15,6.605000000000002,24981.0,81,0,0.0,2097.3685095452797,False,-0.5489258611795542,0,0.2,72877,0,4,0.0,188.0,False,0.0004387227683406682,0,0.4880000000000001,70407,461,38,1.0,11688.440557823582,False,0.04541082656619624,0.2875,325812,0.0,0.0,7,0,0,10,4,4.0,4,14,24,143.0,126.0,9,12,24,465,1.2588020289549604,69.099808562838
45,24,0,0,0,10.0,20,10.0,5.293635002749529,10,5.0,25.97778386232391,6,28.333333333333332,21.480348281612976,0,,47.0,0,,4,1.3740000000000003,15490,460,0,0.0,4600.0,False,-0.17278898911931553,6,2.879000000000001,11961,460,0,0.0,4600.0,False,-0.3368827304008184,0,0.398,47532,0,29,1.0,753.3557320073934,False,0.1279796074212722,4,4.668,31683,238,0,0.0,1259.885130654388,False,-0.23921214500206733,0,0.23600000000000002,50475,185,266,1.0,10519.662657438974,False,-0.03415881660972012,0,6.5900000000000025,24871.0,83,0,0.0,2156.1560605728846,False,-0.5503227042199001,0,0.2,72877,0,4,0.0,188.0,False,0.0004387227683406682,0,0.4880000000000001,70407,451,48,1.0,11943.637075007453,False,0.04716020973009951,0.375,325296,0.0,0.0,6,0,0,12,3,3.0,6,18,26,162.0,78.0,13,11,26,310,1.2000044690212235,70.29981303185923
46,26,0,0,0,10.0,20,10.0,5.295902655668797,6,5.333333333333333,25.97778386232391,0,,20.36166264881016,23,11.347826086956522,47.0,2,47.0,2,1.3900000000000003,15380,469,0,0.0,4690.0,False,-0.1758114014693574,4,2.9130000000000007,11795,471,0,0.0,4710.0,False,-0.3420440807216591,0,0.398,47500,0,35,0.6,909.2224351813369,False,0.12906107921716542,0,4.664000000000001,31683,238,0,0.0,1260.4248320491738,False,-0.23920579153757476,0,0.23600000000000002,50475,175,276,1.0,10165.93106697829,False,-0.03722376297977432,23,6.820000000000001,23913.0,83,0,0.0,2156.1560605728846,False,-0.5669240974892309,0,0.2,72971,0,2,0.0,94.0,False,0.0010830968343410246,0,0.4880000000000001,70146,464,58,1.0,12173.811469047914,False,0.04515973257823601,0.325,323863,0.0,0.0,6,0,0,10,4,4.0,7,17,25,163.0,112.0,12,14,25,294,1.2402764270082116,71.54008945886744
47,25,0,0,0,10.0,20,10.0,5.028270328800078,46,4.478260869565218,26.099451703151708,10,28.0,22.115584651508538,10,55.0,47.0,0,,22,1.6080000000000003,14958,482,0,0.0,4820.0,False,-0.192411420068818,24,3.149000000000001,11281,478,0,0.0,4780.0,False,-0.36431693480889055,0,0.398,47740,0,33,0.8,861.2819062040063,False,0.13414736310366593,0,4.664000000000001,31517,276,0,0.0,1387.8026107488215,False,-0.24161464211677045,0,0.23600000000000002,50745,175,276,1.0,10671.305411867905,False,-0.028166001699408215,0,6.7970000000000015,23913.0,83,0,0.0,2166.2544913615916,False,-0.5668365985221503,0,0.2,72971,0,2,0.0,94.0,False,0.0010830968343410246,0,0.4880000000000001,69596,464,68,1.0,13457.631278299961,False,0.046419825321844,0.35,322721,0.0,0.0,8,0,0,10,4,4.0,11,21,29,175.0,105.0,15,10,29,1030,1.3784603649983183,72.91854982386576
48,29,0,0,0,10.0,20,10.0,5.004515625109237,1,2.0,26.55129303381881,8,35.0,23.44345453448226,18,36.55555555555556,47.0,0,,0,1.586,14858,492,0,0.0,4920.0,False,-0.19473635264577327,1,3.1350000000000007,11165,488,0,0.0,4880.0,False,-0.3673858458104715,0,0.398,47943,0,29,0.1,769.9874979807455,False,0.13785213545053035,3,4.694000000000001,31490,276,0,0.0,1381.2463125301495,False,-0.24232752204306088,0,0.23600000000000002,51070,170,276,1.0,10984.1132672663,False,-0.01982364687150116,8,6.877000000000002,23598.0,86,0,0.0,2283.4112009084174,False,-0.571280185761373,0,0.2,72971,0,2,0.0,94.0,False,0.0010830968343410246,0,0.4880000000000001,68938,472,78,1.0,14731.310540275626,False,0.04612971483208996,0.2625,322033,0.0,0.0,8,0,0,13,4,4.0,7,20,30,226.0,87.0,20,9,30,935,1.4572587889852002,74.37580861285096
49,30,0,0,0,10.0,20,10.0,5.004327054153769,5,5.0,26.157932809748548,5,15.0,23.70056112608452,11,27.818181818181817,47.0,0,,2,1.606,14718,504,0,0.0,5040.0,False,-0.1984562447689017,3,3.164000000000001,11040,496,0,0.0,4960.0,False,-0.37133823119129544,0,0.398,47993,0,29,0.5,758.5800514827079,False,0.13889506335180837,0,4.691000000000002,31490,276,0,0.0,1381.1942669464404,False,-0.24232813473328418,0,0.23600000000000002,51260,165,281,1.0,10975.91659003826,False,-0.016602115984141467,6,6.929000000000002,23364.0,86,0,0.0,2249.582221638375,False,-0.5756283382868472,0,0.2,72971,0,2,0.0,94.0,False,0.0010830968343410246,0,0.4880000000000001,68632,473,88,1.0,15346.365412637977,False,0.04615065611427337,0.3125,321468,0.0,0.0,7,0,0,6,5,5.0,13,19,27,257.0,108.0,19,11,27,540,1.4283292629988864,75.80413787584985
50,27,0,0,0,10.0,20,10.0,4.9500384302323965,3,3.0,26.67560101794018,29,29.03448275862069,25.454514951544652,10,55.0,47.0,0,,0,1.6040000000000003,14618,514,0,0.0,5140.0,False,-0.20078117734585696,3,3.191000000000001,10895,506,0,0.0,5060.0,False,-0.37575560308751044,0,0.398,48191,0,28,0.3,746.9168285023251,False,0.1434195468709806,25,4.941000000000002,31135,276,0,0.0,1366.2106067441414,False,-0.25086277627264214,0,0.23600000000000002,51133,181,281,1.0,11981.00248563122,False,-0.010094249422666422,0,6.923000000000002,23199.0,89,0,0.0,2374.1284905966763,False,-0.5774085147939844,0,0.2,72971,0,2,0.0,94.0,False,0.0010830968343410246,0,0.4880000000000001,68082,473,98,1.0,16645.985572080623,False,0.04751906094188721,0.2875,320224,0.0,0.0,9,0,0,5,3,3.0,9,14,22,211.0,92.0,14,13,22,957,1.2143356270389631,77.01847350288881
51,22,0,0,0,10.000000000000002,20,10.0,4.980714079310925,3,6.0,26.25316837251116,5,14.0,24.40688643868905,8,3.375,47.0,0,,2,1.6240000000000003,14488,525,0,0.0,5250.000000000001,False,-0.20426857621128988,1,3.1980000000000013,10789,515,0,0.0,5150.000000000001,False,-0.37859202083139587,0,0.398,48173,0,31,0.3,813.8482195478459,False,0.1437836769188407,5,4.966000000000001,31035,276,0,0.0,1374.6770858898153,False,-0.2531175442529393,0,0.23600000000000002,51063,176,291,1.0,11722.961587220478,False,-0.01354311867725649,8,7.003000000000002,22850.0,89,0,0.0,2336.531985153493,False,-0.5837821718265561,0,0.2,72971,0,2,0.0,94.0,False,0.0010830968343410246,0,0.4880000000000001,68055,471,108,1.0,16571.64351262254,False,0.04663927057282483,0.2875,319424,0.0,0.0,5,0,0,9,6,6.0,5,14,24,174.0,92.0,14,8,24,200,1.2616167190135457,78.28009022190236
