index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,9,0,0,0,10.000000000000002,20,10.0,34.74026991797711,21,37.333333333333336,10.604379711664995,2,1.0,44.94556544026076,6,55.0,52.000000000000014,20,52.0,0,0.56,51223,22,28,1.0,1192.727557703359,False,0.1303905540519977,0,0.506,52042,0,13,0.7,451.6235089337024,False,0.14017302374387788,0,0.8840000000000001,53883.0,271,0,0.0,9414.613147771797,False,-0.08526967816952007,2,1.0030000000000003,50893.0,260,0,0.0,9032.470178674048,False,-0.13493356820494248,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,77811,0,55,0.7,2472.0060992143417,False,0.04857734363079088,9,1.6490000000000007,105828,0,3,0.3,156.00000000000006,False,-0.02269182854242606,11,1.687,105516,0,3,0.3,156.00000000000006,False,-0.025570986942278412,0.375,573476,0.0,0.0,16,0,0,15,10,10.0,14,29,12,86.0,20.0,6,3,12,1314,2.0564109559636563,63.618265578872524
26,12,0,0,0,10.000000000000002,20,10.0,34.971744986779704,34,36.23529411764706,10.360604094422742,19,9.578947368421053,41.93114068733243,13,28.307692307692307,52.00000000000001,20,52.0,0,0.56,51133,21,38,1.0,1538.9263094976288,False,0.13220328857268043,21,0.7160000000000002,52511,1,10,1.0,359.71744986779703,False,0.14940139446215034,5,0.9340000000000002,53490.0,280,0,0.0,9792.088596298317,False,-0.08845868515972713,14,1.1410000000000002,49571.0,285,0,0.0,9966.947321232215,False,-0.1482783728749124,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,77997,9,52,1.0,2273.664752591091,False,0.049729155353127816,5,1.6900000000000002,105724,0,10,1.0,520.0000000000001,False,-0.02197203894246297,9,1.7660000000000005,105338,0,3,0.3,156.00000000000003,False,-0.027213583721681353,0.5375,572044,0.0,0.0,17,0,0,18,12,10.883333333333333,15,33,13,120.0,39.0,8,4,13,1194,1.8764215020346455,65.49468708090717
27,13,0,0,0,10.000000000000002,20,10.0,35.81658165042584,38,40.21052631578947,10.704967188459761,6,14.833333333333334,41.93114068733243,0,,52.00000000000001,20,52.0,0,0.56,52541,23,10,1.0,588.1658165042584,False,0.1525475090147055,0,0.6950000000000002,52431,0,19,0.9,680.5150513580909,False,0.15115521848259333,5,0.9790000000000003,53385.0,280,0,0.0,10028.642862119235,False,-0.08825139837851097,1,1.1370000000000002,48027.0,323,0,0.0,11568.755873087546,False,-0.15987981738987428,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,77908,5,62,1.0,2653.25555855691,False,0.051066230407620254,0,1.6850000000000003,106244,0,0,0.0,0.0,False,-0.019572740275919348,7,1.8270000000000002,105412,0,0,0.0,0.0,False,-0.027250496008858947,0.3625,572228,0.0,0.0,23,0,0,14,4,4.0,15,29,11,160.0,20.0,10,3,11,2404,1.8428621430066414,67.33754922391381
28,11,0,0,0,10.000000000000002,20,10.0,35.65834100351344,13,33.07692307692308,10.429818915173438,10,8.5,42.55570898550425,3,56.0,52.00000000000001,20,52.0,0,0.56,52541,25,17,1.0,856.1917970597285,False,0.15547087602045861,0,0.6950000000000001,52661,0,17,0.8,606.1917970597285,False,0.15536180573556704,5,1.0240000000000002,52970.0,290,0,0.0,10340.918891018899,False,-0.09229283323690989,5,1.1860000000000002,47747.0,326,0,0.0,11624.619167145382,False,-0.16381518791649452,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,77991,5,69,1.0,2988.4930145756607,False,0.05439074759286099,14,1.8250000000000002,105732,0,3,0.3,156.00000000000003,False,-0.023577723434688322,6,1.8800000000000003,105318,0,0,0.0,0.0,False,-0.028117934757532412,0.3875,571240,0.0,0.0,14,0,0,17,13,13.0,14,31,14,153.0,10.0,10,1,14,798,2.1219796019722708,69.45952882588608
29,14,0,0,0,10.000000000000002,20,10.0,35.63599003761945,48,35.541666666666664,10.142629611544475,5,6.0,39.08834260318756,10,18.0,52.00000000000001,20,52.0,17,0.7300000000000002,53214,23,10,1.0,586.3599003761946,False,0.16720867218245486,0,0.6950000000000001,52989,2,13,1.0,483.2678704890528,False,0.16117608165534944,0,1.0190000000000001,52170.0,315,0,0.0,11225.336861850126,False,-0.09787877925864824,5,1.231,46696.0,349,0,0.0,12436.960523129188,False,-0.1738824664090958,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,78141,0,69,1.0,2697.0956396199417,False,0.05444780552908368,10,1.9110000000000005,105508,0,10,1.0,520.0000000000001,False,-0.02396530245005306,7,1.9440000000000004,105204,0,0,0.0,0.0,False,-0.02916993494209385,0.5,570202,0.0,0.0,16,0,0,19,12,11.818181818181818,14,33,16,142.0,29.0,11,3,16,1554,2.2248285480309278,71.68435737391701
30,16,0,0,0,10.000000000000002,20,10.0,35.17453691981899,29,31.586206896551722,10.194648555004406,2,12.0,39.08834260318756,0,,52.0,20,52.0,6,0.7730000000000001,53394,28,10,1.0,631.74536919819,False,0.1716302230399873,0,0.6950000000000002,53375,0,7,0.7,246.22175843873293,False,0.16701083895160268,0,1.0190000000000001,51380.0,341,0,0.0,11994.517089658275,False,-0.10420816610208682,2,1.246,46524.0,352,0,0.0,12381.436995776285,False,-0.17700120998738303,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,78117,0,71,0.2,2775.272324826317,False,0.054647955991419424,1,1.9110000000000003,106018,0,0,0.0,0.0,False,-0.02165828450145342,9,2.027,105032,0,0,0.0,0.0,False,-0.030757163290730402,0.2375,570120,0.0,0.0,15,0,0,11,8,6.875,21,32,16,153.0,42.0,11,5,16,1104,2.2414275640039705,73.92578493792098
31,16,0,0,0,10.000000000000002,20,10.0,34.920883648365376,24,32.5,10.0076972341188,2,4.0,36.499655173173224,10,20.0,52.00000000000001,20,52.0,8,0.8470000000000002,53624,29,10,1.0,639.2088364836538,False,0.17672886039531055,0,0.6950000000000002,53525,0,10,0.9,349.2088364836537,False,0.17140623049260126,0,1.0190000000000001,50840.0,359,0,0.0,12536.59722976317,False,-0.10840725324921027,2,1.2640000000000002,46222.0,358,0,0.0,12501.676346114804,False,-0.18077752180950785,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,78309,0,63,0.2,2299.478275909913,False,0.05403912101817274,9,2.0000000000000004,105655,0,10,1.0,520.0000000000001,False,-0.022608775896276474,11,2.1280000000000006,104799,0,0,0.0,0.0,False,-0.032907304018825266,0.38749999999999996,569254,0.0,0.0,13,0,0,12,12,11.444444444444445,22,34,14,179.0,32.0,12,4,14,640,2.252134927024599,76.17791986494558
32,14,0,0,0,10.000000000000002,20,10.0,34.59787422738613,16,30.0,10.31649269010442,5,14.0,37.3430497282496,3,56.0,52.000000000000014,20,52.0,0,0.8390000000000002,53534,28,20,1.0,971.9574845477225,False,0.17839489425142574,6,0.7550000000000001,53745,1,10,1.0,355.97874227386126,False,0.17627916258315365,5,1.0690000000000002,50255.0,375,0,0.0,12974.202835269798,False,-0.11412443924257012,0,1.262,46222.0,358,0,0.0,12386.038973404235,False,-0.1816802053534297,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,78407,0,65,0.5,2427.2982323362244,False,0.056186895485416444,2,2.0110000000000006,106155,0,0,0.0,0.0,False,-0.02039403866562082,8,2.1970000000000005,104491,0,3,0.3,156.00000000000006,False,-0.03502976053153693,0.35,569089,0.0,0.0,18,0,0,11,7,5.875,21,32,15,148.0,32.0,10,4,15,784,2.1847924049943686,78.36271226993995
33,15,0,0,0,10.000000000000002,20,10.0,34.837968599875666,35,36.34285714285714,9.699491117312151,7,4.571428571428571,37.63719625875936,1,56.0,52.00000000000001,20,52.0,0,0.8390000000000002,53744,29,20,1.0,986.7593719975134,False,0.1831372908249805,15,0.8990000000000002,54188,0,10,1.0,348.37968599875666,False,0.18585990670126482,0,1.0640000000000003,49935.0,385,0,0.0,13412.61791095213,False,-0.11569804291082142,7,1.3320000000000003,45042.0,383,0,0.0,13342.94197375238,False,-0.19263300151632748,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,78431,0,71,0.7,2672.2409343719146,False,0.0581298728816868,7,2.0790000000000006,106040,0,0,0.0,0.0,False,-0.021455266921976652,10,2.2890000000000006,104390,0,1,0.1,52.00000000000001,False,-0.03644165551607992,0.35,568050,0.0,0.0,16,0,0,16,14,12.785714285714285,18,34,15,183.0,36.0,12,3,15,680,2.0673162199673243,80.43002848990727
34,15,0,0,0,10.000000000000002,20,10.0,34.78923534717114,4,32.0,9.51157812635936,2,4.0,38.504113198499866,3,55.0,52.0,20,52.0,0,0.8390000000000002,53644,29,30,1.0,1333.6770604151343,False,0.18473972623811286,0,0.8840000000000001,54216,0,16,1.0,556.6277655547383,False,0.18874206803318716,0,1.0640000000000003,49807.0,389,0,0.0,13533.012550049574,False,-0.11675659971546885,2,1.3450000000000002,44980.0,383,0,0.0,13324.277137966548,False,-0.19374666569376015,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,78588,0,70,0.2,2695.2879238949904,False,0.06036537722288915,7,2.142000000000001,105762,0,3,0.3,156.0,False,-0.023300881280856365,12,2.399000000000001,104178,0,0,0.0,0.0,False,-0.03863793660314677,0.3125,567455,0.0,0.0,12,0,0,18,11,10.5,15,33,12,176.0,15.0,14,1,12,493,2.2981290710158646,82.72815756092314
35,12,0,0,0,10.0,20,10.0,35.043111961593446,18,38.0,9.466401684015187,1,7.0,39.69192425185286,4,55.75,52.0,20,52.0,0,0.8390000000000002,53708,25,36,1.0,1511.5520306173642,False,0.18807591325222908,0,0.8840000000000001,54636,4,12,1.0,460.5173435391214,False,0.1968556928530509,0,1.0640000000000003,49683.0,393,0,0.0,13771.943000906225,False,-0.11682739804450899,1,1.3530000000000002,44392.0,397,0,0.0,13912.115448752598,False,-0.19833794847348565,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,78804,0,67,0.1,2659.358924874142,False,0.06299236535699498,8,2.2150000000000007,105563,0,4,0.4,208.0,False,-0.024897337701287315,9,2.4770000000000008,104007,0,0,0.0,0.0,False,-0.04021593687998893,0.3125,567073,0.0,0.0,13,0,0,9,11,10.333333333333334,19,28,12,150.0,24.0,9,3,12,1159,1.886689599021338,84.61484715994447
36,12,0,0,0,10.0,20,10.0,35.5406812688257,26,39.46153846153846,8.301005117452291,11,3.0,41.26821906749828,6,55.0,52.0,20,52.0,0,0.8390000000000002,54254,26,30,1.0,1326.220438064771,False,0.1979649714024778,0,0.8840000000000001,54916,3,12,1.0,456.48817522590844,False,0.20291968255339982,0,1.0640000000000003,49683.0,393,0,0.0,13967.4877386485,False,-0.1153009450239766,11,1.4620000000000002,43014.0,423,0,0.0,15033.708176713271,False,-0.2110963890533217,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,79101,1,71,1.0,2938.34455890983,False,0.06878254665324551,6,2.267000000000001,105517,0,3,0.3,156.0,False,-0.02556175887048401,10,2.5680000000000005,103635,0,3,0.3,156.0,False,-0.042928989987542104,0.45,566400,0.0,0.0,16,0,0,15,11,10.666666666666666,15,30,16,124.0,19.0,10,2,16,1712,2.4204551890143193,87.0353023489588
37,16,0,0,0,10.0,20,10.0,35.41739656774436,47,34.87234042553192,7.6477172584529765,6,1.6666666666666667,41.809413626769675,2,56.0,52.00000000000001,20,52.0,6,0.8990000000000002,55342,21,10,1.0,564.1739656774437,False,0.21338700281049522,0,0.8840000000000001,55117,8,11,1.0,469.59136224518795,False,0.2074472248401596,0,1.0640000000000003,48893.0,419,0,0.0,14839.889161884888,False,-0.12082457095887024,6,1.5110000000000001,41953.0,444,0,0.0,15725.324076078497,False,-0.22226219262412963,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,79203,0,76,0.7,3177.515435634495,False,0.07172193032854349,6,2.3210000000000006,105524,0,1,0.1,52.00000000000001,False,-0.02597702210123195,8,2.638000000000001,103601,0,1,0.1,52.00000000000001,False,-0.04372260416186038,0.3625,565913,0.0,0.0,19,0,0,16,10,9.375,18,34,10,182.0,23.0,13,3,10,1783,2.556142722023651,89.59144507098245
38,10,0,0,0,10.0,20,10.0,35.398216619448434,1,31.0,8.17850147496217,5,14.0,42.88045085497049,4,56.0,52.0,20,52.0,0,0.8930000000000002,55262,19,20,1.0,897.9643323889686,False,0.21528253929135918,0,0.8840000000000001,55028,10,20,1.0,807.9643323889686,False,0.2091964173944088,5,1.1140000000000003,48757.0,420,0,0.0,14867.250980168343,False,-0.12273425513513748,0,1.5050000000000001,41953.0,444,0,0.0,15716.808179035104,False,-0.22232866905767892,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,79357,0,77,0.5,3301.794715832728,False,0.07458907419136908,9,2.4050000000000007,105304,0,2,0.2,104.0,False,-0.027767268029345267,9,2.7200000000000006,103371,0,2,0.2,104.0,False,-0.045605130807917685,0.3625,565312,0.0,0.0,15,0,0,3,10,10.0,25,28,11,119.0,23.0,7,3,11,559,1.7216525140102021,91.31309758499265
39,11,0,0,0,10.0,20,10.0,34.92413375974961,36,32.19444444444444,8.17850147496217,0,,38.59264119817719,11,20.0,52.0,20,52.0,0,0.893,55502,16,20,1.0,858.4826751949922,False,0.2200872854063412,6,0.9440000000000002,55597,13,10,1.0,479.2413375974961,False,0.218023224745839,0,1.1090000000000002,47598.0,456,0,0.0,15925.404994445822,False,-0.13256881132169313,0,1.5050000000000001,41953.0,444,0,0.0,15506.315389328825,False,-0.2239718089261161,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,79577,0,66,0.0,2547.1143190796947,False,0.07250191894328913,2,2.4160000000000004,105386,0,0,0.0,0.0,False,-0.02749042587551331,14,2.851000000000001,102918,1,10,1.0,558.5926411981771,False,-0.04768794056568927,0.375,564811,0.0,0.0,18,0,0,4,9,8.166666666666666,26,30,11,107.0,18.0,7,4,11,1447,1.6751458719954826,92.98824345698813
40,11,0,0,0,9.999999999999998,20,10.0,35.415293217006926,30,39.0,8.519485147568833,7,11.142857142857142,38.916029669978116,1,56.0,51.99999999999999,20,52.0,0,0.8930000000000002,55680,17,21,1.0,913.7211575571455,False,0.2245726752493035,11,1.0480000000000003,56114,12,10,1.0,474.1529321700692,False,0.22924559282066737,5,1.1590000000000003,47205.0,465,0,0.0,16468.11134590822,False,-0.13446799986020558,2,1.5250000000000001,41009.0,465,0,0.0,16468.11134590822,False,-0.2312019035634467,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,79555,0,72,0.7,2801.9541362384243,False,0.07390033916719795,11,2.5240000000000005,105155,0,0,0.0,0.0,False,-0.02962211046001938,0,2.837000000000001,103330,0,3,0.2,155.99999999999997,False,-0.045743551884833665,0.3625,564328,0.0,0.0,18,0,0,0,10,9.55,29,29,12,134.0,9.0,8,3,12,1054,1.655017264012713,94.64326072100084
41,12,0,0,0,9.999999999999998,20,10.0,35.22665252984035,10,31.0,7.268870288922588,13,2.0,38.916029669978116,0,,51.99999999999999,20,52.0,0,0.893,55590,16,31,1.0,1252.026228425051,False,0.226299313167238,0,1.0370000000000001,56314,13,10,1.0,482.2665252984035,False,0.23369689940773092,0,1.1540000000000004,46895.0,475,0,0.0,16732.659951674166,False,-0.1372427094261368,13,1.653,40580.0,465,0,0.0,16380.393426375764,False,-0.23858432659108406,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,79529,3,82,1.0,3212.921043804973,False,0.07628122997814528,4,2.553000000000001,105103,0,0,0.0,0.0,False,-0.030101970193328106,13,2.9670000000000005,103175,0,0,0.0,0.0,False,-0.04789369261292853,0.375,563466,0.0,0.0,14,0,0,6,11,11.0,23,29,17,153.0,17.0,10,2,17,666,1.962930031993892,96.60619075299473
42,17,0,0,0,9.999999999999998,20,10.0,35.0703990677896,13,32.53846153846154,7.7240078301662525,10,10.5,39.593357400917775,2,56.0,51.99999999999999,20,52.0,0,0.8930000000000002,55903,17,28,1.0,1151.9711738981089,False,0.23203580967124157,0,1.0370000000000001,56224,12,20,1.0,821.407981355792,False,0.23543265980275502,5,1.2040000000000002,46449.0,486,0,0.0,17044.213946945747,False,-0.14177376235757083,5,1.6900000000000002,40348.0,467,0,0.0,16377.876364657744,False,-0.24222603224990832,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,79536,3,90,1.0,3586.5741895730985,False,0.07885238568397619,11,2.6590000000000007,104863,0,0,0.0,0.0,False,-0.03231670742398376,9,3.0440000000000005,102900,0,2,0.2,103.99999999999999,False,-0.04995155262307941,0.4,562503,0.0,0.0,15,0,0,15,15,15.0,20,35,16,142.0,28.0,11,6,16,735,2.3895261060097255,98.99571685900446
43,16,0,0,0,9.999999999999998,20,10.0,34.5034307684466,36,31.333333333333332,8.302680231080661,10,12.0,35.23187392219132,13,20.0,51.99999999999999,20,52.0,0,0.893,56331,17,22,1.0,929.0754769058252,False,0.23894109634075547,0,1.0370000000000001,56724,12,10,1.0,465.03430768446594,False,0.24245271048039432,5,1.249,45216.0,522,0,0.0,18010.790861129124,False,-0.15347849512014364,5,1.7350000000000003,40223.0,467,0,0.0,16113.102168864561,False,-0.24624444069767878,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,79676,3,87,1.0,3090.081071923887,False,0.07741646927057037,9,2.738000000000001,104693,0,0,0.0,0.0,False,-0.03388547962903151,9,3.125000000000001,102578,3,10,1.0,625.6956217665738,False,-0.05051586941463301,0.5,561721,0.0,0.0,14,0,0,6,12,11.5,27,33,13,186.0,27.0,11,5,13,1640,2.0041280240402557,100.99984488304472
44,13,0,0,0,9.999999999999998,20,10.0,35.43962383639064,32,41.6875,8.70107287440076,5,14.0,35.23187392219132,0,,51.999999999999986,20,52.0,0,0.8930000000000002,56990,20,13,1.0,660.7151098730783,False,0.2503895457208791,3,1.0670000000000002,57122,9,10,1.0,444.3962383639064,False,0.2509096051477237,5,1.2940000000000003,45111.0,522,0,0.0,18499.483642595915,False,-0.1513029753747275,0,1.7300000000000002,38889.0,499,0,0.0,17684.372294358927,False,-0.2548056868297717,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,79606,0,95,0.8,3347.0280226081754,False,0.07819213386355486,6,2.789000000000001,104602,0,0,0.0,0.0,False,-0.03472523416232178,4,3.1560000000000006,103050,0,3,0.3,155.99999999999994,False,-0.04832741198726526,0.3875,561650,0.0,0.0,19,0,0,1,9,9.0,32,33,16,129.0,39.0,8,5,16,1929,1.843410756031517,102.84325563907623
45,16,0,0,0,10.0,20,10.0,35.36570264794456,31,34.83870967741935,8.675044057083706,1,7.0,36.665247573249815,4,55.5,51.99999999999999,20,52.0,2,0.913,57360,20,10,1.0,553.6570264794456,False,0.25729306123728723,6,1.1240000000000003,57432,9,10,1.0,443.65702647944556,False,0.2576639002059186,0,1.2890000000000001,44801.0,532,0,0.0,18814.553808706507,False,-0.1536833056836125,1,1.7400000000000002,38091.0,520,0,0.0,18390.16537693117,False,-0.26175478223216164,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,79821,0,92,0.1,3373.2027767389827,False,0.08121776730608872,11,2.8930000000000016,104259,0,2,0.2,103.99999999999999,False,-0.037410603054491766,6,3.2120000000000006,103003,0,2,0.2,103.99999999999999,False,-0.04900106122825636,0.3125,561047,0.0,0.0,16,0,0,4,13,11.075,32,36,14,199.0,36.0,13,3,14,736,2.1802500279736705,105.0235056670499
46,14,0,0,0,10.0,20,10.0,35.410247272831846,29,35.758620689655174,8.908508454895495,8,10.625,37.741302328877694,3,56.0,51.999999999999986,20,52.0,4,0.9510000000000003,57624,20,10,1.0,554.1024727283184,False,0.26305683077448977,5,1.1680000000000001,57776,9,10,1.0,444.10247272831845,False,0.2651727943013865,5,1.3390000000000002,44355.0,543,0,0.0,19227.764269147694,False,-0.1574208122373408,3,1.7690000000000003,37305.0,538,0,0.0,19050.713032783533,False,-0.2688697227816186,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,79904,0,97,0.8,3660.9063259011364,False,0.08422701018704737,4,2.922000000000001,104317,0,0,0.0,0.0,False,-0.03735523462372537,12,3.326000000000001,102671,0,3,0.3,155.99999999999994,False,-0.051824851197342314,0.3875,560232,0.0,0.0,15,0,0,2,14,12.64935064935065,29,31,10,145.0,31.0,9,5,10,699,1.8298131439951248,106.85331881104503
47,10,0,0,0,10.0,20,10.0,35.36638034052579,3,32.0,8.908508454895495,0,,38.46421717778583,2,56.0,51.999999999999986,18,52.0,0,0.9470000000000003,57534,19,20,1.0,897.3276068105157,False,0.26483713196207104,0,1.1630000000000003,57762,10,17,1.0,701.2284657889384,False,0.2676718780353054,0,1.3340000000000003,44259.0,546,0,0.0,19310.043665927078,False,-0.15827730854675046,0,1.7660000000000002,37305.0,538,0,0.0,19027.112623202873,False,-0.2690539512957997,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,80016,0,95,0.0,3654.1006318896534,False,0.08566757731571038,6,2.9780000000000006,104229,0,0,0.0,0.0,False,-0.038167304941632445,9,3.4040000000000012,102550,0,2,0.2,103.99999999999997,False,-0.053181377751118905,0.275,559935,0.0,0.0,13,0,0,9,8,7.333333333333333,20,29,12,100.0,9.0,7,3,12,460,1.9280740430112928,108.78139285405632
48,12,0,0,0,10.0,20,10.0,35.198747070704066,11,32.0,8.750516774496313,2,4.0,39.48783649075744,3,55.0,51.999999999999986,18,52.0,0,0.9470000000000003,57744,19,20,1.0,893.9749414140813,False,0.269381516310524,0,1.1630000000000003,57704,10,26,1.0,1015.1674238383057,False,0.26983080388986425,0,1.3340000000000003,43949.0,556,0,0.0,19570.50337131146,False,-0.1610839367130498,2,1.7860000000000003,37201.0,539,0,0.0,18972.12467110949,False,-0.27110687666966304,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,80173,0,94,0.2,3711.8566301311994,False,0.08813329329529214,8,3.0520000000000014,104089,0,0,0.0,0.0,False,-0.039459234992848244,8,3.475000000000001,102355,0,3,0.3,155.99999999999994,False,-0.05474092188437226,0.3125,559495,0.0,0.0,15,0,0,9,9,9.0,20,29,10,148.0,6.0,10,2,10,821,2.081790672033094,110.86318352608941
49,10,0,0,0,10.0,20,10.0,35.30165277779056,25,36.12,8.507614232626288,11,7.2727272727272725,40.85393350180088,4,55.75,51.999999999999986,20,52.0,0,0.9470000000000003,58327,23,10,1.0,583.0165277779056,False,0.27870747925240935,0,1.1630000000000003,57824,6,31,1.0,1154.3512361115072,False,0.27396657253295575,5,1.3840000000000003,43565.0,565,0,0.0,19945.433819451664,False,-0.1641522995421559,6,1.8440000000000003,36365.0,555,0,0.0,19592.41729167376,False,-0.27931667011433087,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,80316,1,100,1.0,4093.900964412714,False,0.09256417698754874,10,3.1440000000000006,103723,0,3,0.3,155.99999999999994,False,-0.04211691966963503,7,3.537000000000001,102342,0,1,0.1,51.999999999999986,False,-0.055340746551008166,0.425,558742,0.0,0.0,17,0,0,3,14,13.333333333333332,26,29,14,101.0,12.0,8,2,14,1378,2.030970532039646,112.89415405812906
50,14,0,0,0,10.0,20,10.0,35.44804277707981,19,37.0,8.899493438015835,6,12.833333333333334,42.10427048718688,4,55.5,51.999999999999986,16,52.0,9,1.0370000000000001,58725,21,10,1.0,564.4804277707981,False,0.2871873001589242,0,1.1630000000000003,57704,8,41,1.0,1533.3697538602723,False,0.27548285146656204,5,1.4290000000000003,43460.0,565,0,0.0,20028.144169050094,False,-0.16514594260093288,1,1.8480000000000003,35634.0,574,0,0.0,20347.176554043814,False,-0.28483750270058855,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,80461,0,103,0.7,4336.739860180249,False,0.0960982944894889,2,3.1540000000000004,103747,0,2,0.2,103.99999999999997,False,-0.042135375813223824,10,3.630000000000001,102083,0,2,0.2,103.99999999999997,False,-0.05749088727910303,0.3875,558094,0.0,0.0,15,0,0,5,10,8.807017543859649,27,32,13,127.0,49.0,9,5,13,526,2.219281517958734,115.1134355760878
51,13,0,0,0,10.000000000000002,20,10.0,36.371727053990405,37,41.32432432432432,9.014925441350627,8,9.875,42.7334735090827,2,56.0,51.999999999999986,16,52.0,9,1.1180000000000003,59169,22,10,1.0,583.7172705399041,False,0.2970825582494208,0,1.1630000000000003,58364,7,33,1.0,1270.2669927816833,False,0.2870104597615908,5,1.4740000000000002,43355.0,565,0,0.0,20550.02578550458,False,-0.16271134558245973,3,1.8770000000000004,34009.0,611,0,0.0,22223.125229988138,False,-0.2955635637451748,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,80494,0,109,0.8,4657.948612490014,False,0.0986665027027262,5,3.202000000000001,103730,0,1,0.1,51.999999999999986,False,-0.042532182900382964,7,3.690000000000001,102018,0,1,0.1,51.999999999999986,False,-0.0583306418123933,0.375,557419,0.0,0.0,17,0,0,5,9,8.473684210526315,31,36,13,178.0,3.0,12,1,13,1270,1.9599368060007691,117.07337238208856
