index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,32,0,0,0,10.000000000000002,20,10.0,17.36870014831487,14,23.0,25.19371344797206,0,,30.640039100525158,14,33.357142857142854,37.99999999999999,11,38.0,0,2.081000000000001,20901,271,0,0.0,2710.0000000000005,False,-0.13103232859597064,0,0.74,27698,0,26,1.0,451.58620385618656,False,0.0902621076810907,0,0.6050000000000001,40137,53,40,1.0,1928.2896457795705,False,0.06711872528013776,0,2.4590000000000005,31931,220,0,0.0,3821.114032629271,False,-0.12136366662388012,0,0.7760000000000002,46195,32,11,1.0,1143.2392604408826,False,-0.023131143622416327,0,0.24500000000000002,44652,89,88,1.0,4938.563937715728,False,-0.015722898256718465,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,66237,116,11,1.0,3972.2445356609182,False,-0.007764703698089474,0.625,346508,0.0,0.0,21,0,0,24,0,0.0,16,40,32,243.0,75.0,16,16,32,1407,2.1402263569762,54.27149587182794
26,32,0,0,0,10.000000000000002,20,10.0,17.36870014831487,0,,25.12715385812991,1,12.0,30.640039100525158,0,,37.99999999999999,6,38.0,0,2.081000000000001,20791,282,0,0.0,2820.0000000000005,False,-0.13317975948774013,0,0.7400000000000002,27608,0,35,0.9,607.9045051910203,False,0.08979979121488016,0,0.6050000000000001,40137,43,50,1.0,2003.211799284035,False,0.06809133605883316,1,2.4690000000000007,31915,220,0,0.0,3821.114032629271,False,-0.121779078400804,0,0.7760000000000002,46183,23,21,1.0,1221.3653598480162,False,-0.022565846181141998,0,0.24500000000000002,44652,79,98,1.0,4987.768986643729,False,-0.015208996672058647,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,66465,106,15,1.0,3817.8441446556667,False,-0.005571475306836733,0.6125,346508,0.0,0.0,14,0,0,22,1,1.0,15,37,32,207.0,78.0,17,15,32,428,1.8802012990345247,56.15169717086246
27,32,0,0,0,10.000000000000002,20,10.0,17.622417223113594,53,18.32075471698113,25.32366550845558,6,31.166666666666668,30.989615818928655,5,43.0,37.99999999999999,7,38.0,31,2.3910000000000005,20371,296,0,0.0,2960.0000000000005,False,-0.14684522879900047,0,0.74,28054,0,19,0.6,334.82592723915826,False,0.10188243649928078,0,0.6050000000000001,39594,75,55,1.0,2714.4828946985763,False,0.06322674855512748,1,2.4780000000000006,31646,231,0,0.0,4070.7783785392403,False,-0.12552214172630546,0,0.7760000000000002,46171,14,31,1.0,1315.2094075051664,False,-0.02183638919345394,0,0.24500000000000002,44692,74,103,1.0,5065.881676975365,False,-0.013557654708449668,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,66516,101,18,1.0,3813.951197711794,False,-0.004858042106899807,0.575,345801,0.0,0.0,18,0,0,13,3,3.0,21,34,27,223.0,114.0,13,19,27,1362,1.6261565540335141,57.77785372489598
28,27,0,0,0,10.000000000000002,20,10.0,18.059984259814403,28,20.857142857142858,25.32366550845558,0,,30.989615818928655,0,,37.99999999999999,7,38.0,0,2.3600000000000008,20281,305,0,0.0,3050.0000000000005,False,-0.14860221771044824,9,0.8300000000000001,28350,1,10,1.0,190.59984259814402,False,0.11062392321173951,0,0.6050000000000001,39286,81,65,1.0,3108.8969830945794,False,0.06035020489010523,0,2.4770000000000003,31370,243,0,0.0,4388.5761751349,False,-0.1285624652724205,0,0.7760000000000002,46171,4,41,1.0,1371.868910609897,False,-0.02124463267525285,0,0.24500000000000002,44692,64,113,1.0,5122.541180080095,False,-0.012965898190248425,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,66782,91,21,1.0,3618.0550395225077,False,-0.0024138993882622858,0.625,345689,0.0,0.0,16,0,0,12,2,1.4166666666666667,25,37,33,195.0,51.0,15,12,33,742,2.040467988990713,59.81832171388669
29,33,0,0,0,10.000000000000002,20,10.0,18.183355790934183,11,20.272727272727273,25.593994670589264,44,26.613636363636363,32.107431289004545,20,41.0,37.99999999999999,14,38.0,2,2.380000000000001,20161,315,0,0.0,3150.0000000000005,False,-0.1513353115727003,0,0.8210000000000002,28457,1,11,1.0,210.016913700276,False,0.11518071438584011,0,0.6050000000000001,39751,73,61,1.0,2888.6186476441408,False,0.06956354044610209,30,2.777,31013,252,0,0.0,4582.205659315414,False,-0.13531771654227578,0,0.7760000000000002,45690,8,51,1.0,1842.230953103946,False,-0.026379340006016314,0,0.24500000000000002,44822,84,103,1.0,5456.960975096967,False,-0.006757728881052675,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,66494,101,17,1.0,3888.850560189459,False,-0.004633342349219297,0.625,345145,0.0,0.0,26,0,0,14,2,2.0,23,37,27,255.0,69.0,15,18,27,2240,1.7659751560422592,61.58429686992895
30,27,0,0,0,10.000000000000002,20,10.0,18.069931701193244,2,8.0,24.605351045055265,41,20.048780487804876,32.306078079279615,13,34.76923076923077,37.99999999999999,11,38.0,0,2.378000000000001,20051,326,0,0.0,3260.0000000000005,False,-0.15348274246446977,0,0.8210000000000002,28383,0,19,1.0,343.32870232267163,False,0.11489396966895739,0,0.6050000000000001,39735,65,71,1.0,2921.5254847764845,False,0.06957531265936868,41,3.157,30272,252,0,0.0,4553.622788700697,False,-0.15492752636955165,0,0.776,45732,0,56,0.8,1809.1403724396584,False,-0.025847637836407533,0,0.24500000000000002,44410,115,103,1.0,6157.141412347156,False,-0.00805091059502901,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,66460,104,16,1.0,3967.8321202450798,False,-0.004553484588877571,0.6,343800,0.0,0.0,21,0,0,12,4,4.0,19,31,27,168.0,62.0,11,16,27,1086,1.4961132209864445,63.08041009091539
31,27,0,0,0,10.000000000000002,20,10.0,18.351083672000392,13,21.846153846153847,25.241300887037813,14,34.642857142857146,32.306078079279615,0,,37.99999999999999,10,38.0,1,2.388000000000001,19981,332,0,0.0,3320.0000000000005,False,-0.15504451038575667,0,0.8210000000000002,28519,4,17,1.0,351.9684224240067,False,0.1203726460726223,0,0.6050000000000001,40212,56,67,1.0,2718.8278450635553,False,0.0793284329248047,0,3.116000000000001,29996,264,0,0.0,4844.686089408104,False,-0.1583149069294825,0,0.7760000000000002,45247,4,66,1.0,2233.166356780606,False,-0.03154983543488522,0,0.24500000000000002,44410,105,113,1.0,6300.923416097567,False,-0.006549239502678269,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,66840,94,16,1.0,3644.771339452284,False,-0.001376068331571531,0.625,343962,0.0,0.0,20,0,0,10,1,1.0,24,34,31,183.0,93.0,11,16,31,1341,1.323769151000306,64.4041792419157
32,31,0,0,0,10.000000000000002,20,10.0,18.409507102083893,2,23.0,23.655427609988884,25,11.04,31.579185757788025,50,29.3,37.99999999999999,10,38.0,0,2.387000000000001,19861,344,0,0.0,3440.0000000000005,False,-0.157387162267687,0,0.8210000000000002,28485,2,25,1.0,480.23767755209735,False,0.12154922843885868,0,0.6050000000000001,40178,48,76,1.0,2681.468839259182,False,0.07796070255555065,24,3.356000000000001,29432,264,0,0.0,4860.109874950148,False,-0.1727579463735831,0,0.7760000000000002,46712,0,20,0.4,631.5837151557605,False,-0.017675735105111706,0,0.24500000000000002,44134,120,123,1.0,6722.891161406593,False,-0.007907307083107874,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,65755,134,16,1.0,4839.610891543595,False,-0.008467422287595512,0.55,343314,0.0,0.0,20,0,0,18,2,2.0,19,37,38,240.0,108.0,15,16,38,2103,1.6129293209523894,66.01710856286809
33,38,0,0,0,10.000000000000002,20,10.0,18.81824888360127,14,23.0,23.698782320465654,29,24.0,30.453733936910282,12,13.0,37.99999999999999,8,38.0,0,2.387000000000001,19761,354,0,0.0,3540.0000000000005,False,-0.15933937216929564,0,0.8210000000000002,28707,2,21,1.0,415.1832265556267,False,0.1289470409682108,0,0.6050000000000001,40384,52,70,1.0,2637.463704379862,False,0.08273787133113326,13,3.462000000000001,29224,264,0,0.0,4968.017705270736,False,-0.17675748123804735,0,0.7760000000000002,46340,6,18,1.0,690.359904787179,False,-0.02483226903134078,0,0.24500000000000002,43966,123,133,1.0,6965.296839026343,False,-0.008884813896620908,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,65903,136,18,1.0,4825.707815419799,False,-0.006416017166108213,0.625,343042,0.0,0.0,19,0,0,17,2,2.0,20,37,28,243.0,81.0,16,22,28,1510,1.7058827960281633,67.72299135889625
34,28,0,0,0,10.000000000000002,20,10.0,18.683087263783197,28,18.0,23.698782320465654,0,,30.48792888611001,8,31.25,37.99999999999999,11,38.0,16,2.5470000000000006,19623,363,0,0.0,3630.0000000000005,False,-0.16297048258628768,0,0.8210000000000002,28861,3,19,1.0,384.9786580118807,False,0.13437019088731614,0,0.6050000000000001,40144,58,80,1.0,2979.521646936678,False,0.08094716023128923,0,3.449000000000001,28960,276,0,0.0,5156.532084804162,False,-0.18116455388923877,0,0.7760000000000002,46590,0,16,0.6,487.80686217776014,False,-0.021725708503804113,0,0.24500000000000002,43966,113,143,1.0,7037.736232926351,False,-0.00812825089896023,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,66071,134,17,1.0,4731.382470738741,False,-0.004658562250107233,0.575,342972,0.0,0.0,21,0,0,14,1,1.0,20,34,25,189.0,90.0,13,15,25,1132,1.6908221599878743,69.41381351888413
35,25,0,0,0,10.0,20,10.0,18.322205256841062,25,16.12,23.642655896864692,1,12.0,31.388594247655735,18,39.77777777777778,37.99999999999999,12,38.0,21,2.741000000000001,19470,372,0,0.0,3720.0,False,-0.1671872559737623,0,0.8210000000000002,28839,4,25,1.0,498.05513142102654,False,0.13571870864089147,0,0.6050000000000001,39785,71,90,1.0,3428.7156039535375,False,0.07745762285742981,1,3.4590000000000005,28900,278,0,0.0,5093.573061401816,False,-0.18353965804598327,2,0.796,47226,0,1,0.1,31.388594247655735,False,-0.013207705704060005,0,0.24500000000000002,43966,103,153,1.0,7237.648477268391,False,-0.006040350949697218,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,65811,142,15,1.0,5027.180383167114,False,-0.006288956883174708,0.5125,342754,0.0,0.0,20,0,0,15,3,3.0,19,34,26,183.0,102.0,11,14,26,1432,1.5964948970358819,71.01030841592001
36,26,0,0,0,10.0,20,10.0,18.129915245783476,21,16.666666666666668,24.162594465758428,9,35.0,30.92743595880091,13,25.0,37.99999999999999,11,38.0,8,2.8000000000000007,19278,382,0,0.0,3820.0,False,-0.1727315320943308,0,0.8210000000000002,29025,4,22,1.0,438.8581354072365,False,0.14182527985723953,0,0.6050000000000001,40068,65,91,1.0,3377.2405873599428,False,0.08413698965832316,0,3.458,28582,295,0,0.0,5348.324997506125,False,-0.18848887478572376,4,0.8340000000000003,47155,0,4,0.4,123.70974383520364,False,-0.013726555710456546,0,0.24500000000000002,43911,98,155,1.0,7161.686831258467,False,-0.007982549700688577,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,65904,145,14,1.0,5016.478214026132,False,-0.0050141933619403285,0.55,342680,0.0,0.0,21,0,0,12,3,2.8,21,33,31,204.0,84.0,13,13,31,1339,1.5681692869984545,72.57847770291846
37,31,0,0,0,10.0,20,10.0,17.783394374971035,49,16.632653061224488,24.953461470814165,20,31.95,30.92743595880091,0,,37.99999999999999,6,38.0,8,2.872000000000001,19116,389,0,0.0,3890.0,False,-0.17769014524441668,19,1.0110000000000003,29304,7,10,1.0,247.83394374971036,False,0.1489894179242096,0,0.6050000000000001,40271,87,82,1.0,3593.339151229242,False,0.09221283559078362,1,3.4680000000000004,28175,312,0,0.0,5548.419044990963,False,-0.19645836736692587,0,0.8300000000000001,47143,0,5,0.1,154.63717979400454,False,-0.013654204998600407,0,0.24500000000000002,43284,107,165,1.0,7773.047310579266,False,-0.014694329797183622,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,66132,135,18,1.0,4859.203854438123,False,-0.002841864432435089,0.5125,342182,0.0,0.0,13,0,0,15,4,3.7916666666666665,21,36,39,249.0,97.0,16,15,39,1446,1.6813055829843506,74.25978328590281
38,39,0,0,0,10.0,20,10.0,17.783394374971035,0,,24.290712519235345,36,21.02777777777778,32.61345359561889,24,44.0,37.99999999999999,6,38.0,0,2.864000000000001,19036,397,0,0.0,3970.0,False,-0.17925191316570357,0,0.9920000000000002,29184,9,20,1.0,445.6678874994207,False,0.1481662479989735,0,0.6050000000000001,40326,77,87,1.0,3482.613356046245,False,0.09220341359495077,31,3.7770000000000006,27975,312,0,0.0,5548.419044990963,False,-0.2016510145784743,0,0.8300000000000001,47143,0,5,0.0,163.06726797809446,False,-0.013566160463110474,0,0.24500000000000002,43583,133,151,1.0,8155.296257996753,False,-0.004456529034582895,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,65304,149,22,1.0,5695.404585747215,False,-0.00880343393583764,0.5,341308,0.0,0.0,16,0,0,25,2,2.0,20,45,43,303.0,115.0,21,18,43,1539,3.0003214009921066,77.26010468689492
39,43,0,0,0,10.0,20,10.0,18.032097380084416,19,20.526315789473685,24.66758013569516,7,35.0,31.933814956041598,48,29.5625,37.99999999999999,7,38.0,2,2.8840000000000003,18916,407,0,0.0,4070.0,False,-0.18198500702795564,0,0.992,29458,9,13,1.0,324.4172659410974,False,0.1564972916199652,0,0.6050000000000001,40555,69,90,1.0,3464.296931438389,False,0.09791121782425999,0,3.746000000000001,27601,329,0,0.0,5932.560038047773,False,-0.20637449322297527,0,0.8300000000000001,47183,0,5,0.5,159.66907478020798,False,-0.0127661248821886,0,0.24500000000000002,44717,125,118,1.0,6851.637681774804,False,0.005615132240619225,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,64151,187,25,1.0,6921.623396779779,False,-0.016655588545313287,0.5625,341338,0.0,0.0,23,0,0,18,1,1.0,28,46,36,402.0,133.0,24,19,36,2504,2.1041901399730705,79.36429482686799
40,36,0,0,0,9.999999999999998,20,10.0,18.20364361430147,13,20.692307692307693,24.350568422001317,5,13.0,31.938566707978605,15,32.0,37.99999999999999,12,38.0,2,2.902000000000001,18796,417,0,0.0,4169.999999999999,False,-0.1847181008902077,0,0.9920000000000002,29611,9,12,1.0,308.44372337161764,False,0.1621592168392085,0,0.6050000000000001,40539,61,100,1.0,3545.479102672521,False,0.09854968198505185,5,3.796000000000001,27273,340,0,0.0,6189.2388288625,False,-0.21155832863144536,0,0.8300000000000003,47253,0,0,0.0,0.0,False,-0.012971550319588921,0,0.24500000000000002,45062,120,118,1.0,6690.819082181633,False,0.011141946381978097,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,64127,192,23,1.0,7006.204807931892,False,-0.016389569004378417,0.5,341418,0.0,0.0,20,0,0,25,2,2.0,17,42,32,300.0,94.0,20,16,32,1389,1.948117476014886,81.31241230288288
41,32,0,0,0,9.999999999999998,20,10.0,18.20364361430147,0,,24.63334063750569,5,34.0,31.629713275158974,16,28.0,38.0,11,38.0,0,2.900000000000001,18706,426,0,0.0,4259.999999999999,False,-0.18647508980165547,0,0.9920000000000002,29501,10,22,1.0,500.4801595146323,False,0.16161330937674986,0,0.6050000000000001,40709,51,105,1.0,3514.8865912674723,False,0.10256629181726382,0,3.7910000000000013,27273,340,0,0.0,6189.2388288625,False,-0.21155832863144536,16,0.9900000000000002,46987,0,5,0.5,158.14856637579487,False,-0.016876085491333584,0,0.24500000000000002,45062,110,128,1.0,6758.270769345974,False,0.011846417359589564,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,64097,198,22,1.0,7098.683228481476,False,-0.01615338635716019,0.5625,341092,0.0,0.0,19,0,0,21,1,1.0,19,40,29,209.0,91.0,15,17,29,788,1.6629841630347073,82.97539646591758
42,29,0,0,0,9.999999999999998,20,10.0,18.197124752620304,6,18.0,24.424523322297507,19,22.736842105263158,31.931101408090253,5,43.0,38.0,14,38.0,2,2.920000000000001,18585,436,0,0.0,4359.999999999999,False,-0.1892472278619397,0,0.992,29493,10,28,1.0,609.5194930733685,False,0.16342963245887418,0,0.6050000000000001,40863,43,110,1.0,3469.173929815399,False,0.10597120586010228,14,3.931000000000001,27001,344,0,0.0,6259.810914901384,False,-0.21770418897469385,0,0.9740000000000002,47032,0,5,0.5,159.65550704045125,False,-0.01592037946442268,0,0.24500000000000002,44800,114,138,1.0,7190.887653058371,False,0.010892004564673577,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,64414,193,18,1.0,6846.702571761419,False,-0.01337534671552412,0.5625,340945,0.0,0.0,20,0,0,14,4,4.0,21,35,27,186.0,94.0,12,17,27,1209,1.832636782026384,84.80803324794397
43,27,0,0,0,9.999999999999998,20,10.0,17.04273721378955,64,14.0,24.266554825213568,2,12.0,31.931101408090253,0,,38.0,7,38.0,18,3.0980000000000008,18267,448,0,0.0,4479.999999999999,False,-0.1993206309542402,18,1.1720000000000002,29859,8,10,1.0,250.42737213789547,False,0.17070957699785047,0,0.6050000000000001,40787,37,119,1.0,3518.3013011106277,False,0.104635752688631,1,3.927000000000001,26177,404,0,0.0,6885.265834370978,False,-0.23097847862744084,0,0.9740000000000002,47032,0,5,0.0,159.65550704045125,False,-0.01592037946442268,0,0.24500000000000002,44776,106,148,1.0,7298.057819869995,False,0.01150998266146546,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,64680,183,21,1.0,6641.391557680517,False,-0.010999668705146164,0.5,340335,0.0,0.0,18,0,0,10,3,2.9,16,26,25,111.0,117.0,7,20,25,1068,1.637018634006381,86.44505188195035
44,25,0,0,0,9.999999999999998,20,10.0,17.436216226029742,22,21.181818181818183,24.85687973868503,11,32.45454545454545,31.931101408090253,0,,38.0,9,38.0,5,3.130000000000001,18132,460,0,0.0,4599.999999999999,False,-0.20224894580665312,7,1.224,30044,6,10,1.0,234.3621622602974,False,0.1776191270158577,0,0.6050000000000001,40678,49,118,1.0,3787.486404240291,False,0.10530021814622872,0,3.9260000000000006,26177,404,0,0.0,7044.231355316016,False,-0.22891484895477188,0,0.9740000000000002,46845,0,11,0.6,351.2421154889928,False,-0.017825519953534392,0,0.24500000000000002,44606,101,158,1.0,7555.658876085448,False,0.01064940130431393,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,65022,173,22,1.0,6360.0805435996135,False,-0.00807131969399759,0.575,340261,0.0,0.0,18,0,0,10,2,1.4117647058823528,25,35,33,198.0,79.0,11,14,33,899,1.6594725619652309,88.10452444391558
45,33,0,0,0,10.0,20,10.0,17.436216226029742,0,,24.370045115070074,5,11.0,31.931101408090253,0,,38.0,10,38.0,0,3.1250000000000013,18042,469,0,0.0,4690.0,False,-0.20400593471810088,0,1.217,29934,7,20,1.0,418.72432452059485,False,0.17692340161878412,0,0.6050000000000001,40733,39,123,1.0,3677.527981968779,False,0.10530075789241855,0,3.926,26177,404,0,0.0,7044.231355316016,False,-0.22891484895477188,0,0.9740000000000002,46845,0,11,0.0,351.2421154889928,False,-0.017825519953534392,0,0.24500000000000002,44551,96,168,1.0,7703.94936760589,False,0.011049310352235994,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,65402,163,22,1.0,6040.769529518711,False,-0.004866635182463601,0.5,340441,0.0,0.0,18,0,0,21,0,0.0,16,37,38,191.0,106.0,15,18,38,635,1.965964918024838,90.07048936194042
46,38,0,0,0,10.0,20,10.0,17.6565448140328,55,18.490909090909092,24.777071186406108,32,26.40625,31.81863561731672,5,28.0,38.00000000000001,9,38.0,31,3.435000000000001,17839,480,0,0.0,4800.0,False,-0.2097844760268624,4,1.2570000000000001,30324,6,10,1.0,236.565448140328,False,0.18859451522997667,0,0.6050000000000001,40342,72,123,1.0,4318.850982538313,False,0.10347454282036436,22,4.146000000000001,25756,416,0,0.0,7345.122642637644,False,-0.23593931557485662,0,0.9740000000000002,46658,0,17,0.6,540.9168054943842,False,-0.019750628676375614,0,0.24500000000000002,44033,112,173,1.0,8279.655934673276,False,0.006241967818369766,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,65604,158,23,1.0,5901.344427536042,False,-0.002942650002646727,0.575,339313,0.0,0.0,18,0,0,19,4,3.333333333333333,24,43,38,315.0,100.0,20,18,38,1308,1.9324487919802777,92.0029381539207
47,38,0,0,0,10.0,20,10.0,17.934457856998176,13,23.0,24.15262192975948,26,20.692307692307693,32.36745867171443,10,41.0,38.00000000000001,8,38.0,0,3.4040000000000004,17759,488,0,0.0,4880.0,False,-0.2113462439481493,3,1.2830000000000001,30449,8,10,1.0,259.34457856998176,False,0.1939197364237463,0,0.6050000000000001,40342,62,133,1.0,4324.235103791898,False,0.10354443742589962,26,4.384,25147,429,0,0.0,7693.882420652218,False,-0.24722346011200255,0,0.9740000000000002,46658,0,17,0.0,550.2467974191453,False,-0.01965318547208152,0,0.24500000000000002,43905,128,173,1.0,8691.10595721581,False,0.007865500660231148,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,65498,158,25,1.0,6064.05847013088,False,-0.00330105683689756,0.5,338515,0.0,0.0,15,0,0,17,3,2.230769230769231,29,46,36,348.0,141.0,21,17,36,914,1.6842024520155974,93.68714060593629
48,36,0,0,0,10.0,20,10.0,17.934457856998176,0,,23.171510224393497,71,21.056338028169016,32.75696742551046,15,36.666666666666664,38.00000000000001,0,,0,3.4040000000000004,17669,497,0,0.0,4970.0,False,-0.21310323285959706,0,1.2800000000000002,30339,9,20,1.0,448.6891571399635,False,0.19332127825120962,0,0.6050000000000001,41094,52,122,1.0,3759.516055939912,False,0.11573782396847944,50,4.858000000000001,23840,429,0,0.0,7693.882420652218,False,-0.28115740963947167,0,0.9740000000000002,46851,0,12,0.5,393.08360910612555,False,-0.017263194958577505,0,0.24500000000000002,42767,184,178,1.0,10094.298083029265,False,-0.0012501766822360216,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,64948,163,35,1.0,6669.385690358205,False,-0.006898310787569226,0.5625,336265,0.0,0.0,16,0,0,18,3,3.0,22,40,38,261.0,131.0,17,19,38,1502,1.714930768997874,95.40207137493417
49,38,0,0,0,10.0,20,10.0,18.07191232256024,15,20.133333333333333,23.88129667223805,18,31.833333333333332,32.45779917825407,10,28.0,38.00000000000001,0,,2,3.4240000000000013,17589,503,0,0.0,5030.0,False,-0.2150554427612057,0,1.2800000000000002,30485,13,17,1.0,437.2225094835241,False,0.19879787813297523,0,0.6050000000000001,41353,57,115,1.0,3776.4481196933093,False,0.12268210769152177,1,4.818000000000001,23824,429,0,0.0,7752.8503863783435,False,-0.28080732180939943,0,0.9740000000000002,46570,7,12,1.0,556.6626668447152,False,-0.02142433610263699,0,0.24500000000000002,42755,175,188,1.0,10281.293163153423,False,0.00045215736259170125,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,64668,163,45,1.0,7000.621266055414,False,-0.008561882673361144,0.625,336001,0.0,0.0,14,0,0,13,2,2.0,12,25,40,222.0,163.0,14,24,40,1327,1.5914059600327164,96.99347733496688
50,40,0,0,0,10.0,20,10.0,17.985950277701942,31,17.387096774193548,23.88129667223805,0,,30.22293510867736,62,25.06451612903226,38.00000000000001,0,,2,3.4420000000000006,17499,510,0,0.0,5100.0,False,-0.21720287365297516,12,1.4000000000000001,30662,16,10,1.0,339.85950277701943,False,0.20380797092724154,0,0.6050000000000001,41067,67,125,1.0,4190.220752635787,False,0.12062806045066701,0,4.817000000000002,23571,440,0,0.0,7913.818122188854,False,-0.285286398870744,16,1.1340000000000003,46509,0,7,0.7,211.56054576074152,False,-0.026302789136475484,0,0.24500000000000002,43707,165,164,1.0,8896.975308742365,False,0.00587976050405606,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,63114,215,55,1.0,8587.931048365632,False,-0.019620321942743067,0.5875,334886,0.0,0.0,13,0,0,23,6,4.809523809523809,8,31,27,303.0,118.0,21,19,27,1405,1.6854422339820303,98.67891956894891
51,27,0,0,0,10.000000000000002,20,10.0,18.03822030239095,10,19.2,23.743682084460257,7,19.857142857142858,30.22293510867736,0,,38.00000000000001,0,,0,3.440000000000001,17439,516,0,0.0,5160.000000000001,False,-0.21837419959394033,0,1.3880000000000001,30714,20,10,1.0,380.38220302390954,False,0.20662935739153346,0,0.6050000000000001,41190,59,128,1.0,4103.4463046519795,False,0.12269506574737747,0,4.817000000000002,23395,448,0,0.0,8081.122695471146,False,-0.28768404435207257,0,1.1180000000000003,46497,0,8,0.1,241.78348086941887,False,-0.02623779628953694,0,0.24500000000000002,43580,161,174,1.0,9081.523524507962,False,0.005154400347871157,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,63114,205,65,1.0,8665.701697278859,False,-0.019054774806355316,0.5125,334686,0.0,0.0,17,0,0,14,0,0.0,12,26,29,184.0,101.0,15,12,29,531,1.655691523978021,100.33461109292693
