index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,34,0,0,0,10.0,9,10.0,23.823536322778,0,,4.179833861547618,10,3.5,48.775314600397834,15,55.0,47.00000000000001,0,,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,30717,267,0,0.0,2670.0,False,-0.03998562314673376,4,1.8600000000000003,47154,14,0,0.0,333.529508518892,False,-0.1261169943811736,6,1.943,47249,7,0,0.0,166.764754259446,False,-0.12590244917581303,0,0.29900000000000004,71502,0,99,0.9,4828.756145439385,False,0.1000934362149646,0,0.2,72318,0,61,0.1,2975.2941906242677,False,0.09844543309836334,0,0.8390000000000002,82613,0,41,1.0,1927.0000000000002,False,-0.029038291742181328,0,1.1720000000000002,83350,0,26,0.5,1222.0000000000002,False,-0.024571309075700543,0.3125,468789,0.0,0.0,5,0,0,15,5,5.0,11,26,36,227.0,143.0,16,18,36,915,1.2817328125238419,35.33948532305658
27,36,0,0,0,10.0,12,10.0,23.823536322778,0,,4.055147240602409,21,3.2857142857142856,49.30756383963614,15,53.0,47.00000000000001,3,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,30597,279,0,0.0,2790.0,False,-0.04178272980501393,9,1.9460000000000002,46857,14,0,0.0,333.529508518892,False,-0.13160175892410989,12,2.0570000000000004,46798,7,0,0.0,166.764754259446,False,-0.13423116570397553,0,0.29900000000000004,71732,0,104,1.0,5127.986639322158,False,0.10574322929649924,0,0.2,72814,1,61,1.0,3011.816541458407,False,0.10609915421305229,0,0.8390000000000002,82489,0,43,0.5,2021.0000000000002,False,-0.029932850039499977,0,1.1720000000000002,82820,0,36,1.0,1692.0000000000002,False,-0.02799851294205121,0.4375,467993,0.0,0.0,7,0,0,18,7,7.0,8,26,37,251.0,165.0,16,20,37,1056,1.350204830057919,36.6896901531145
28,37,0,0,0,10.000000000000002,6,10.0,23.823536322778,0,,4.061309140324175,19,4.105263157894737,49.30756383963614,0,,47.00000000000001,11,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,30537,285,0,0.0,2850.0000000000005,False,-0.042681283134154015,5,1.9870000000000005,46712,14,0,0.0,333.529508518892,False,-0.13427950592318652,14,2.1850000000000005,46274,7,0,0.0,166.764754259446,False,-0.143907989342018,0,0.29900000000000004,71701,0,112,0.8,5522.447150039247,False,0.10821722514949364,0,0.2,72767,2,71,1.0,3508.9596508948143,False,0.10909913270300191,0,0.8390000000000002,83006,0,32,0.0,1504.0000000000002,False,-0.026929690041358798,0,1.1720000000000002,82820,0,36,0.0,1692.0000000000002,False,-0.02799851294205121,0.225,467703,0.0,0.0,5,0,0,14,6,6.0,10,24,26,187.0,141.0,15,22,26,577,1.2990687992423773,37.988758952356875
29,26,0,0,0,10.000000000000002,12,10.0,23.823536322778,0,,4.00363066199653,6,2.6666666666666665,49.30756383963614,0,,47.00000000000001,14,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,30417,297,0,0.0,2970.0000000000005,False,-0.04447838979243418,6,2.0420000000000003,46511,14,0,0.0,333.529508518892,False,-0.13799141728052725,0,2.1710000000000003,46274,7,0,0.0,166.764754259446,False,-0.143907989342018,0,0.29900000000000004,71687,0,116,0.4,5719.677405397792,False,0.10947654749443962,0,0.2,72765,0,75,0.4,3698.0672879727103,False,0.11047660615240673,0,0.8390000000000002,83523,0,21,0.0,987.0000000000001,False,-0.023926530043217622,0,1.1720000000000002,82961,0,33,0.0,1551.0000000000002,False,-0.027179469306194526,0.1,468024,0.0,0.0,7,0,0,7,3,3.0,11,18,19,146.0,121.0,9,17,19,778,1.0387976029887795,39.027556555345654
30,19,0,0,0,10.000000000000002,7,10.0,23.823536322778,0,,3.9317478227820684,9,2.888888888888889,49.56133888272317,5,55.0,47.00000000000001,4,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,30347,304,0,0.0,3040.0000000000005,False,-0.04552670200976428,5,2.0860000000000003,46347,14,0,0.0,333.529508518892,False,-0.14102004147258634,4,2.2110000000000003,46150,7,0,0.0,166.764754259446,False,-0.1461979247067456,0,0.29900000000000004,71962,0,111,0.0,5501.3086159822715,False,0.11194437213304066,0,0.2,72739,0,84,0.9,4163.1524661487465,False,0.11355056827662001,0,0.8390000000000002,83711,0,17,0.0,799.0000000000001,False,-0.022834471862075375,0,1.1720000000000002,82686,0,38,0.5,1786.0000000000002,False,-0.029009247641619034,0.175,467828,0.0,0.0,5,0,0,7,3,3.0,10,17,23,108.0,101.0,7,12,23,533,0.9878223137930036,40.01537886913866
31,23,0,0,0,10.000000000000002,8,10.0,23.823536322778,0,,3.847166519201673,9,2.6666666666666665,50.482149228565596,25,54.2,47.00000000000001,20,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,30267,312,0,0.0,3120.0000000000005,False,-0.04672477311528439,0,2.0810000000000004,46347,14,0,0.0,333.529508518892,False,-0.14102004147258634,9,2.2970000000000006,45839,7,0,0.0,166.764754259446,False,-0.15194123033924792,0,0.29900000000000004,72497,0,102,0.1,5149.1792213136905,False,0.11728638672823503,0,0.2,73535,0,77,0.8,3887.125490599551,False,0.12334334576505443,0,0.8390000000000002,83460,5,15,1.0,957.4107461428281,False,-0.024830320030305653,0,1.1720000000000002,82522,0,40,1.0,1880.0000000000002,False,-0.030368511547934383,0.3625,468353,0.0,0.0,12,0,0,9,3,3.0,12,21,31,167.0,102.0,11,12,31,2375,1.1461655981838703,41.16154446732253
32,31,0,0,0,10.000000000000002,8,10.0,23.823536322778,0,,3.7993514844429783,11,3.272727272727273,50.58852618983789,5,53.0,47.000000000000014,20,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,30187,320,0,0.0,3200.0000000000005,False,-0.047922844220804506,3,2.111,46257,14,0,0.0,333.529508518892,False,-0.1426820913340822,8,2.3680000000000008,45571,7,0,0.0,166.764754259446,False,-0.15689044548236888,0,0.29900000000000004,72473,0,109,0.7,5514.14935469233,False,0.11964511135935108,0,0.2,73788,0,76,0.4,3844.7279904276797,False,0.12679323116509403,0,0.8390000000000002,83806,0,12,1.0,564.0000000000002,False,-0.02309586876713602,0,1.1720000000000004,82851,0,33,0.0,1551.0000000000005,False,-0.028457409730935454,0.2625,468819,0.0,0.0,8,0,0,12,3,3.0,17,29,31,262.0,97.0,19,12,31,1285,1.3285795534029603,42.49012402072549
33,31,0,0,0,10.000000000000002,12,10.0,23.823536322778,0,,3.689747087538642,16,2.875,50.786330413917625,5,55.0,47.000000000000014,20,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,30067,332,0,0.0,3320.0000000000005,False,-0.04971995087908467,5,2.1580000000000004,46099,14,0,0.0,333.529508518892,False,-0.14559991220204155,11,2.4700000000000006,45172,7,0,0.0,166.764754259446,False,-0.16425886653500046,0,0.29900000000000004,72463,0,111,0.2,5637.282675944856,False,0.12041257516590653,0,0.2,74027,4,81,1.0,4128.451751877482,False,0.13246157782945256,0,0.839,84048,0,6,0.5,282.0000000000001,False,-0.02192248710441935,0,1.1720000000000002,83274,0,24,0.0,1128.0000000000005,False,-0.0260002788233654,0.2125,469036,0.0,0.0,9,0,0,6,6,6.0,13,19,30,135.0,155.0,9,22,30,1335,1.1567950751632452,43.646919095888734
34,30,0,0,0,10.000000000000002,15,10.0,23.823536322778,0,,3.5368473117551282,29,2.896551724137931,51.0775291774301,10,54.0,47.00000000000001,17,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,29917,347,0,0.0,3470.0000000000005,False,-0.05196633420193488,24,2.3930000000000007,45025,14,0,0.0,333.529508518892,False,-0.16543370721589198,5,2.509000000000001,45003,7,0,0.0,166.764754259446,False,-0.167379826830476,0,0.29900000000000004,72674,11,116,1.0,5963.898705011198,False,0.1259833809960501,0,0.2,74272,2,86,1.0,4399.741203882499,False,0.13812669259188357,0,0.8390000000000002,84065,0,5,0.5,235.00000000000003,False,-0.021998001765881313,0,1.1720000000000002,83516,0,18,0.5,846.0000000000001,False,-0.024826897160648728,0.375,468358,0.0,0.0,10,0,0,11,10,10.0,16,27,33,245.0,124.0,17,13,33,1489,1.304392852820456,44.95131194870919
35,33,0,0,0,10.000000000000002,11,10.0,23.823536322778,0,,3.6692692473904667,27,4.333333333333334,51.34485115578486,10,54.0,47.00000000000001,10,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,29807,358,0,0.0,3580.0000000000005,False,-0.05361368197202504,12,2.4890000000000003,44598,14,0,0.0,333.529508518892,False,-0.1733192104476556,15,2.654000000000001,44439,7,0,0.0,166.764754259446,False,-0.17779533929584995,0,0.29900000000000004,73113,23,116,1.0,6040.395926761024,False,0.13308624612493514,0,0.2,74256,0,93,0.7,4775.0711574879915,False,0.14068157310866025,0,0.8390000000000002,84300,0,0,0.0,0.0,False,-0.020632929039453508,0,1.1720000000000002,83211,0,23,1.0,1081.0000000000002,False,-0.02700520470282076,0.3375,467610,0.0,0.0,7,0,0,13,10,10.0,11,24,29,180.0,156.0,14,19,29,1120,1.1869349088519812,46.13824685756117
36,29,0,0,0,10.000000000000002,9,10.0,23.823536322778,0,,3.9711028436030897,4,15.0,51.42489386863504,5,53.0,47.0,20,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,29717,367,0,0.0,3670.0000000000005,False,-0.05496151196573516,4,2.5170000000000003,44522,14,0,0.0,333.529508518892,False,-0.17472271921958543,0,2.6390000000000007,44439,7,0,0.0,166.764754259446,False,-0.17779533929584995,0,0.29900000000000004,73318,17,121,1.0,6289.920906446092,False,0.13799408333293214,0,0.2,74256,0,93,0.0,4782.515129783059,False,0.14073696722613926,13,0.9690000000000003,84052,0,0,0.0,0.0,False,-0.02351410381523305,0,1.1720000000000002,83275,0,21,0.5,987.0,False,-0.026807704818997167,0.1875,467465,0.0,0.0,5,0,0,12,4,4.0,12,24,31,235.0,132.0,15,14,31,684,1.230320505797863,47.368567363359034
37,31,0,0,0,10.000000000000002,10,10.0,23.823536322778,0,,4.181034099341995,9,7.333333333333333,51.77181492199476,10,55.0,47.0,20,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,29617,377,0,0.0,3770.0000000000005,False,-0.05645910084763531,5,2.5630000000000006,44412,14,0,0.0,333.529508518892,False,-0.176754113494747,4,2.6790000000000003,44305,7,0,0.0,166.764754259446,False,-0.18026994686741044,0,0.29900000000000004,73256,14,131,1.0,6840.642232172102,False,0.1411695184784577,0,0.2,74802,0,85,0.2,4400.604268369555,False,0.14602107624808053,13,1.0860000000000003,83591,0,5,0.5,235.0,False,-0.027504763232492214,0,1.1720000000000002,83329,0,19,0.5,893.0,False,-0.026726381337422743,0.275,467198,0.0,0.0,6,0,0,10,5,5.0,13,23,28,170.0,130.0,13,18,28,979,1.1606314349919558,48.52919879835099
38,28,0,0,0,10.000000000000002,11,10.0,23.823536322778,0,,4.272167940055094,8,5.75,51.16140265555769,10,45.5,46.99999999999999,10,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,29507,388,0,0.0,3880.000000000001,False,-0.05810644861772546,7,2.6280000000000006,44195,14,0,0.0,333.529508518892,False,-0.18076150038302033,1,2.6850000000000005,44276,7,0,0.0,166.764754259446,False,-0.18080549626722578,0,0.29900000000000004,73415,7,136,1.0,6987.855936736231,False,0.1446313936147417,0,0.2,75052,0,85,0.5,4348.719225722403,False,0.149355711521799,5,1.1230000000000002,83781,0,0,0.0,0.0,False,-0.026662484316185696,0,1.1720000000000002,82874,0,29,1.0,1362.9999999999998,False,-0.029282262186904596,0.3125,466986,0.0,0.0,6,0,0,12,5,5.0,9,21,29,143.0,116.0,11,17,29,800,1.1803278606384993,49.70952665898949
39,29,0,0,0,10.000000000000002,10,10.0,23.823536322778,0,,4.0826790195722635,18,2.7777777777777777,51.6041109793396,15,54.333333333333336,46.999999999999986,20,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,29407,398,0,0.0,3980.000000000001,False,-0.0596040374996256,7,2.6910000000000007,43957,14,0,0.0,333.529508518892,False,-0.18515669890564268,11,2.7940000000000005,43871,7,0,0.0,166.764754259446,False,-0.18828472064395707,0,0.29900000000000004,73948,4,136,1.0,7034.489809268474,False,0.15291102833168485,0,0.2,75284,1,90,1.0,4648.452667160137,False,0.15503901316515706,8,1.1980000000000004,83408,0,5,0.5,234.99999999999994,False,-0.02963079139365212,0,1.1720000000000002,82888,0,27,1.0,1268.9999999999995,False,-0.029665644314326875,0.4375,466649,0.0,0.0,7,0,0,7,10,10.0,16,23,28,227.0,102.0,15,14,28,1479,1.1246422845870256,50.834168943576515
40,28,0,0,0,10.0,10,10.0,23.823536322778,0,,3.9293657593781424,20,2.95,51.73490376650439,10,53.0,46.99999999999999,20,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,29307,408,0,0.0,4080.0,False,-0.06110162638152574,4,2.7240000000000006,43826,14,0,0.0,333.529508518892,False,-0.1875759048151533,16,2.943000000000001,43231,7,0,0.0,166.764754259446,False,-0.20010374188126084,0,0.29900000000000004,74445,3,136,1.0,7047.735009522731,False,0.16040641610872536,0,0.2,75258,2,100,1.0,5181.349108169195,False,0.15861759095838138,1,1.2000000000000002,83104,0,10,1.0,469.99999999999994,False,-0.031797481295599235,0,1.1720000000000004,83546,0,13,0.0,610.9999999999999,False,-0.02584344068032901,0.375,466603,0.0,0.0,8,0,0,12,10,10.0,10,22,33,170.0,147.0,12,16,33,1523,1.2778896177187562,52.11205856129527
41,33,0,0,0,10.0,8,10.0,23.823536322778,0,,3.737350589876944,17,2.235294117647059,51.797499627538336,5,53.0,46.99999999999999,20,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,29227,416,0,0.0,4160.0,False,-0.062299697487045856,4,2.7600000000000007,43702,14,0,0.0,333.529508518892,False,-0.1898658401798809,13,3.0570000000000013,42738,7,0,0.0,166.764754259446,False,-0.20920808167812144,0,0.29900000000000004,74700,0,139,0.8,7199.852448227829,False,0.1653335450300473,0,0.2,75230,4,110,1.0,5712.674361388725,False,0.16215471090911523,0,1.1990000000000003,83527,0,1,0.0,46.99999999999999,False,-0.029340350388029183,0,1.1720000000000002,83798,0,7,0.5,328.99999999999994,False,-0.024553882615363166,0.2875,466808,0.0,0.0,8,0,0,9,4,4.0,18,27,26,264.0,157.0,18,15,26,1285,1.224921626970172,53.33698018826544
42,26,0,0,0,10.0,12,10.0,23.823536322778,0,,3.881694860430809,21,4.809523809523809,52.01568252200263,10,54.0,46.99999999999999,12,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,29107,428,0,0.0,4280.0,False,-0.06409680414532602,14,2.896000000000001,43227,14,0,0.0,333.529508518892,False,-0.1986377700044423,7,3.1140000000000017,42495,7,0,0.0,166.764754259446,False,-0.2136956163041602,0,0.29900000000000004,74889,6,144,1.0,7513.548452330963,False,0.170480782041724,0,0.2,75480,0,114,0.9,5929.7878075083,False,0.16749109112461724,0,1.1990000000000003,83262,0,6,0.5,281.99999999999994,False,-0.031053952321204517,5,1.222,83799,0,5,0.5,234.99999999999997,False,-0.025088294065709373,0.3625,466145,0.0,0.0,6,0,0,11,8,7.25,12,23,31,185.0,138.0,13,13,31,848,1.2924190741032362,54.62939926236868
43,31,0,0,0,10.0,9,10.0,23.823536322778,0,,3.913534746323831,17,4.176470588235294,52.06702784447065,5,53.0,47.0,12,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,29017,437,0,0.0,4370.0,False,-0.06544463413903615,12,3.002000000000001,42790,14,0,0.0,333.529508518892,False,-0.20670794544303878,5,3.1570000000000014,42360,7,0,0.0,166.764754259446,False,-0.21618869109640398,0,0.29900000000000004,74841,9,154,1.0,8053.544100765394,False,0.17378476359010434,0,0.2,75722,0,113,0.4,5883.574146425183,False,0.17074886626501448,0,1.1990000000000003,83497,0,1,0.0,47.0,False,-0.02968887959477671,2,1.237,83749,0,5,0.5,235.0,False,-0.02566917607695525,0.2375,465862,0.0,0.0,4,0,0,11,7,6.166666666666667,14,25,35,236.0,131.0,15,16,35,590,1.303561513312161,55.93296077568084
44,35,0,0,0,10.0,10,10.0,23.823536322778,0,,3.7510701956360437,12,1.8333333333333333,52.11813984726131,5,53.0,47.0,0,,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,28917,447,0,0.0,4470.0,False,-0.06694222302093629,11,3.1000000000000014,42384,14,0,0.0,333.529508518892,False,-0.21420563704045337,1,3.1620000000000013,42328,7,0,0.0,166.764754259446,False,-0.21677964215826917,0,0.29900000000000004,74831,8,164,1.0,8577.383496515942,False,0.17753407075736294,0,0.2,75975,0,111,0.3,5785.113523046006,False,0.17378155945771026,0,1.1990000000000003,83232,0,6,0.5,282.0,False,-0.03140248152795204,0,1.235,83749,0,5,0.0,235.0,False,-0.02566917607695525,0.225,465302,0.0,0.0,3,0,0,18,4,4.0,12,30,24,239.0,114.0,20,15,24,365,1.312780418433249,57.24574119411409
45,24,0,0,0,10.0,11,10.0,23.823536322778,0,,3.587378161056649,13,1.8461538461538463,50.951195693723676,3,19.0,47.00000000000001,11,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,28807,458,0,0.0,4580.0,False,-0.06858957079102644,12,3.209000000000001,41940,14,0,0.0,333.529508518892,False,-0.22240508302383288,1,3.171000000000001,42299,7,0,0.0,166.764754259446,False,-0.2173151915580845,0,0.29900000000000004,74874,5,171,1.0,8730.591354432032,False,0.17931412952949072,0,0.2,75965,0,117,0.6,5961.28989616567,False,0.17494374169282836,0,1.1990000000000005,83175,0,9,0.3,423.00000000000006,False,-0.031245643384915655,6,1.2950000000000004,83905,0,0,0.0,0.0,False,-0.025221896928295923,0.23750000000000002,464851,0.0,0.0,4,0,0,8,7,6.166666666666667,13,21,24,158.0,82.0,11,13,24,167,1.203419211320579,58.44916040543467
46,24,0,0,0,10.0,13,10.0,23.823536322778,0,,3.499285428271418,8,2.0,51.17052336433065,7,53.57142857142857,47.00000000000001,0,,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,28677,471,0,0.0,4710.0,False,-0.07053643633749664,1,3.2070000000000007,41913,14,0,0.0,333.529508518892,False,-0.22290369798228163,7,3.2400000000000007,42052,7,0,0.0,166.764754259446,False,-0.22187659506685642,0,0.29900000000000004,75241,0,171,0.7,8750.15949530054,False,0.18492178636499348,0,0.2,75957,0,123,0.6,6293.97437381267,False,0.1773003406245827,0,1.1990000000000005,82800,0,16,0.7,752.0000000000001,False,-0.033691156652260794,0,1.2890000000000001,83905,0,0,0.0,0.0,False,-0.025221896928295923,0.24999999999999997,464431,0.0,0.0,5,0,0,6,4,4.0,12,18,25,133.0,109.0,9,15,25,505,2.896712213754654,61.34587261918932
47,25,0,0,0,10.0,8,10.0,23.823536322778,0,,3.6149455565415933,13,4.769230769230769,51.69611690225184,15,54.333333333333336,47.00000000000001,0,,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,28597,479,0,0.0,4790.0,False,-0.07173450744301674,7,3.276000000000001,41675,14,0,0.0,333.529508518892,False,-0.22729889650490398,6,3.293000000000001,41876,7,0,0.0,166.764754259446,False,-0.22512682590711497,0,0.29900000000000004,75754,0,166,0.5,8581.555405773805,False,0.1913020747255868,0,0.2,76197,0,126,0.8,6513.710729683731,False,0.1825074096953738,0,1.1990000000000003,82525,0,21,0.5,987.0000000000001,False,-0.0355209349876853,0,1.2890000000000001,83365,0,10,1.0,470.00000000000006,False,-0.028765277196895766,0.35,463875,0.0,0.0,5,0,0,11,7,7.0,10,21,32,151.0,123.0,11,14,32,895,1.4604311464354396,62.80630376562476
48,32,0,0,0,10.0,10,10.0,23.823536322778,0,,3.495026386300129,19,2.6842105263157894,52.00325527556121,15,53.666666666666664,47.00000000000001,0,,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,28497,489,0,0.0,4890.0,False,-0.07323209632491688,14,3.409000000000001,41148,14,0,0.0,333.529508518892,False,-0.2370311218049963,5,3.337000000000001,41716,7,0,0.0,166.764754259446,False,-0.2280815812164409,0,0.29900000000000004,75724,2,176,1.0,9159.562981271372,False,0.1951568140172892,0,0.2,76981,0,118,0.7,6136.384122516222,False,0.19136777338122837,0,1.1990000000000003,81985,0,31,1.0,1457.0000000000002,False,-0.03906431525628514,0,1.2890000000000001,83100,0,15,0.5,705.0000000000001,False,-0.0304788791300711,0.4,463037,0.0,0.0,5,0,0,16,6,6.0,10,26,28,234.0,122.0,17,15,28,905,1.6348949624225497,64.44119872804731
49,28,0,0,0,10.0,10,10.0,23.823536322778,0,,3.7740625335632485,9,7.888888888888889,52.106423220341725,10,53.0,47.0,16,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,28397,499,0,0.0,4990.0,False,-0.07472968520681703,6,3.455000000000001,40989,14,0,0.0,333.529508518892,False,-0.23996740989363896,3,3.3620000000000014,41635,7,0,0.0,166.764754259446,False,-0.22957742609178716,0,0.29900000000000004,75963,0,177,0.6,9222.836910000486,False,0.19918468924409874,0,0.2,77201,0,118,0.5,6148.5579400003235,False,0.19473261255227872,0,1.1990000000000003,81831,0,33,1.0,1551.0,False,-0.040307402760351316,0,1.2890000000000001,83476,0,7,0.0,329.0,False,-0.028294762767786606,0.2625,463378,0.0,0.0,8,0,0,10,3,3.0,12,22,22,179.0,105.0,12,16,22,1382,1.1698719570413232,65.61107068508863
50,22,0,0,0,10.0,6,10.0,23.823536322778,0,,3.6988673367228957,8,2.5,52.30173312279421,10,54.0,46.99999999999999,15,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,28337,505,0,0.0,5050.0,False,-0.07562823853595711,6,3.509000000000001,40788,14,0,0.0,333.529508518892,False,-0.24367932125097969,2,3.3790000000000013,41577,7,0,0.0,166.764754259446,False,-0.23064852489141782,0,0.29900000000000004,76238,0,172,0.0,8995.898097120604,False,0.2015887402860547,0,0.2,77446,0,121,0.8,6328.509707858099,False,0.1997180404210243,0,1.1990000000000003,81714,0,34,1.0,1597.9999999999998,False,-0.0413936521213811,0,1.2890000000000001,83758,0,1,0.0,46.99999999999999,False,-0.02665667549607324,0.225,463744,0.0,0.0,8,0,0,13,3,3.0,7,20,30,132.0,88.0,10,12,30,1305,1.287861280143261,66.8989319652319
51,30,0,0,0,10.0,9,10.0,23.823536322778,0,,3.7332990539594353,12,4.083333333333333,52.30173312279421,0,,46.99999999999999,17,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,28247,514,0,0.0,5140.0,False,-0.07697606852966724,1,3.513000000000001,40755,14,0,0.0,333.529508518892,False,-0.24428873953352817,11,3.4870000000000014,41203,7,0,0.0,166.764754259446,False,-0.23755526542696723,0,0.29900000000000004,76190,1,182,1.0,9522.648727402506,False,0.20479415939190143,0,0.2,77445,0,122,0.1,6380.811440980894,False,0.20009235940067052,0,1.1990000000000003,82325,0,21,0.0,986.9999999999999,False,-0.03784446303266881,3,1.3190000000000002,83778,0,0,0.0,0.0,False,-0.02669733723686045,0.1375,463829,0.0,0.0,5,0,0,13,5,4.75,12,25,33,216.0,126.0,15,15,33,701,1.4515586122870445,68.35049057751894
52,33,0,0,0,10.0,15,10.0,23.823536322778,0,,3.661941500054182,13,3.0,52.30173312279421,0,,46.99999999999999,7,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,28097,529,0,0.0,5290.0,False,-0.07922245185251744,3,3.542000000000001,40660,14,0,0.0,333.529508518892,False,-0.24604312549844046,10,3.576000000000002,40858,7,0,0.0,166.764754259446,False,-0.2439264565627013,0,0.29900000000000004,76176,0,190,0.8,9937.3292933309,False,0.20767163231184904,0,0.2,77420,0,128,0.6,6694.621839717659,False,0.20205549731152736,0,1.1990000000000003,82654,0,14,0.0,657.9999999999999,False,-0.035933361215669875,0,1.3160000000000003,83778,0,0,0.0,0.0,False,-0.02669733723686045,0.175,463529,0.0,0.0,6,0,0,9,4,4.0,16,25,24,225.0,119.0,15,18,24,479,1.3179930178448558,69.6684835953638
53,24,0,0,0,10.0,14,10.0,23.823536322778,0,,3.5716220316218785,12,2.6666666666666665,52.57916939222094,10,55.0,46.999999999999986,16,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,27957,543,0,0.0,5430.0,False,-0.08131907628717765,5,3.5890000000000004,40500,14,0,0.0,333.529508518892,False,-0.2489978808077664,7,3.6360000000000015,40616,7,0,0.0,166.764754259446,False,-0.24839552396805678,0,0.29900000000000004,76720,0,184,0.4,9674.567168168653,False,0.2138126175244353,0,0.2,77394,0,136,0.8,7150.767037342048,False,0.20506293281348723,0,1.1990000000000005,82708,0,12,0.5,563.9999999999998,False,-0.03585203773409545,9,1.4060000000000004,83380,0,5,0.5,234.99999999999994,False,-0.029956085319949814,0.275,463161,0.0,0.0,6,0,0,13,7,7.0,9,22,24,183.0,107.0,12,12,24,1019,1.293495594523847,70.96197918988764
