index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,20,0,0,0,9.999999999999998,13,10.0,16.710294923449577,33,19.0,14.570978191566175,16,14.375,10.796550891187705,22,9.590909090909092,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,5,1.4290000000000003,41527,23,10,1.0,397.1029492344958,False,0.032452899357085375,16,4.320000000000001,43251,225,0,0.0,3759.8163577761547,False,-0.18378622648638926,0,3.728000000000001,46515,178,0,0.0,2974.4324963740246,False,-0.13185726496686723,0,0.2,88308,120,137,1.0,3227.6448550806563,False,0.013477700195436891,17,7.1830000000000025,48231.0,493,0,0.0,7183.492248442124,False,-0.41592378644116645,0,0.2,113491,133,32,1.0,2523.9412685279644,False,0.024077199895265574,14,2.4190000000000005,105141,512,0,0.0,5527.834056288105,False,-0.0370361248659672,0.375,527040,0.0,0.0,9,0,0,5,12,11.384615384615385,23,28,19,166.0,80.0,13,7,19,899,1.2962308999849483,103.90031949814875
26,19,0,0,0,9.999999999999998,10,10.0,17.15243260415569,30,19.666666666666668,14.644925499459172,56,14.982142857142858,11.07357088556946,33,13.424242424242424,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,20,1.6240000000000003,41637,23,10,1.0,401.52432604155683,False,0.035229429480397374,33,4.634000000000001,42434,235,0,0.0,4030.8216619765867,False,-0.19611142764928122,23,3.958000000000001,45661,198,0,0.0,3396.1816556228264,False,-0.14348849171122177,0,0.2,88228,135,142,1.0,3549.5120081778514,False,0.01438987449100514,28,7.4460000000000015,46737.0,524,0,0.0,7673.940961716606,False,-0.4299983039823918,0,0.2,113667,139,31,1.0,2593.2263530941545,False,0.0259570137570575,9,2.4950000000000006,104800,529,0,0.0,5857.918998466244,False,-0.03860640311246151,0.375,523740,0.0,0.0,9,0,0,7,17,17.0,19,26,26,216.0,90.0,13,6,26,859,1.4279497729730792,105.32826927112183
27,26,0,0,0,9.999999999999998,10,10.0,17.399528731503704,21,19.523809523809526,14.625272007911637,28,14.428571428571429,11.433956627470893,8,24.125,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,11,1.7140000000000004,41771,23,10,1.0,403.995287315037,False,0.03857568277471956,5,4.651000000000001,42179,245,0,0.0,4262.884539218408,False,-0.19862473966669922,23,4.165,45047,209,0,0.0,3636.5015048842743,False,-0.15241982253735303,0,0.2,88253,140,147,1.0,3728.3297053458505,False,0.015679336977581837,3,7.448000000000002,46411.0,537,0,0.0,7853.7710682485485,False,-0.43265913560710195,0,0.2,113783,134,32,1.0,2620.1501880810993,False,0.027112356378926027,11,2.596000000000001,104661,532,0,0.0,6082.864925814515,False,-0.03884313539862344,0.375,522681,0.0,0.0,8,0,0,12,11,10.09090909090909,20,32,22,293.0,121.0,18,8,22,596,1.4352713400148787,106.7635406111367
28,22,0,0,0,9.999999999999998,14,10.0,17.514209148080397,14,19.0,14.348519766559926,51,12.843137254901961,10.474843094172954,76,7.184210526315789,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,4,1.7430000000000003,41833,27,10,1.0,445.1420914808039,False,0.04061887083041516,15,4.796000000000001,41638,259,0,0.0,4536.180169352823,False,-0.20593763976133664,36,4.502000000000001,44393,209,0,0.0,3660.469711948803,False,-0.16403098301820487,0,0.2,88178,155,152,1.0,3816.1967141310774,False,0.015329197270986375,71,8.155000000000003,42620.0,563,0,0.0,8078.216628573238,False,-0.4741213588543762,0,0.2,113701,181,36,1.0,3119.9466000453044,False,0.028610711704276072,14,2.7250000000000005,104183,551,0,0.0,5771.638544889298,False,-0.04449761927228021,0.375,517122,0.0,0.0,7,0,0,9,17,16.285714285714285,21,30,24,220.0,114.0,14,8,24,534,1.500786573975347,108.26432718511205
29,24,0,0,0,10.0,9,10.0,17.66055371309081,11,20.0,14.196562890953794,25,12.4,10.584213337472454,22,12.090909090909092,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,1,1.7490000000000006,41947,26,10,1.0,436.6055371309081,False,0.04333406167579187,15,4.931000000000001,41408,259,0,0.0,4574.08341169052,False,-0.20975454929475235,10,4.566000000000001,44013,220,0,0.0,3885.321816879978,False,-0.16887018413831786,0,0.2,88153,165,157,1.0,4004.1543709905513,False,0.01610663374315619,17,8.254000000000003,42026.0,568,0,0.0,8063.647722061755,False,-0.4808982275654163,0,0.2,113741,193,37,1.0,3300.7531741321836,False,0.02977445528594071,11,2.821,104040,551,0,0.0,5831.901548947322,False,-0.045504879081936,0.375,515904,0.0,0.0,7,0,0,13,12,11.09090909090909,19,32,24,284.0,108.0,18,6,24,586,1.6498496860149316,109.91417687112698
30,24,0,0,0,10.0,10,10.0,17.79653070608744,19,19.0,14.551867457185255,48,16.6875,10.05602730361835,63,7.603174603174603,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,9,1.8380000000000003,42064,26,10,1.0,437.9653070608744,False,0.04624592105533821,36,5.276000000000002,40642,269,0,0.0,4787.266759937522,False,-0.2216802600696514,12,4.676000000000001,43782,229,0,0.0,4075.405531694024,False,-0.17132905131125079,0,0.2,88238,165,162,1.0,4030.1345536217395,False,0.017211046106111662,58,8.817000000000002,38155.0,606,0,0.0,8818.431679054263,False,-0.5202734729444906,0,0.2,114105,209,34,1.0,3257.709706456235,False,0.03283079606646837,7,2.880000000000001,103564,588,0,0.0,5912.94405452759,False,-0.04939117373375759,0.375,511126,0.0,0.0,11,0,0,15,15,14.9,18,33,18,300.0,90.0,19,5,18,903,1.5592992570018396,111.47347612812882
31,18,0,0,0,10.0,7,10.0,17.920012987057092,10,20.0,14.4223579924278,10,10.5,10.534508680371856,69,12.753623188405797,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,1.8290000000000004,42194,23,10,1.0,409.2001298705709,False,0.0491067467940636,0,5.240000000000001,40442,279,0,0.0,4999.683623388929,False,-0.22337652484592144,10,4.764000000000001,43622,229,0,0.0,4103.6829740360745,False,-0.17396702137670167,0,0.2,88323,165,167,1.0,4138.952018372687,False,0.018782273619754555,64,9.399000000000001,35546.0,606,0,0.0,8739.948943411247,False,-0.5501208837127153,0,0.2,113531,256,36,1.0,3920.8342221751946,False,0.030667235831400567,12,2.9930000000000008,103361,600,0,0.0,6320.705208223113,False,-0.04938331529952653,0.375,507595,0.0,0.0,8,0,0,12,12,12.0,15,27,19,184.0,96.0,11,7,19,732,1.3237133279908448,112.79718945611967
32,19,0,0,0,10.0,9,10.0,18.041935029380124,10,20.0,14.044663746539094,75,12.626666666666667,9.481957817294184,55,2.7818181818181817,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,1.829,42304,22,10,1.0,400.41935029380124,False,0.05171994049455386,12,5.360000000000001,40286,279,0,0.0,5033.699873197054,False,-0.22589025850291128,63,5.384000000000002,41505,239,0,0.0,4312.022472021849,False,-0.21037000640205944,0,0.2,87888,198,177,1.0,4459.149955475811,False,0.015683959355069648,55,9.885000000000002,31949.0,638,0,0.0,8960.495470291942,False,-0.5894185725137393,0,0.2,113802,247,38,1.0,3634.043580871663,False,0.031806004109016364,12,3.101000000000001,103033,654,0,0.0,6201.200412510396,False,-0.05284369098875374,0.375,501343,0.0,0.0,7,0,0,13,17,17.0,16,29,21,222.0,93.0,13,6,21,562,1.3770499710226431,114.17423942714231
33,21,0,0,0,10.0,10,10.0,18.407744517543648,56,19.410714285714285,13.86200617036631,39,12.35897435897436,9.42132498038693,5,5.0,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,46,2.289,42020,22,10,1.0,404.0774451754365,False,0.044737930484181725,29,5.638000000000001,39464,305,0,0.0,5614.362077850813,False,-0.23550574143335667,10,5.421000000000001,40761,269,0,0.0,4951.683275219241,False,-0.21804131377191288,0,0.2,87783,198,187,1.0,4506.464993064886,False,0.01476717643681037,5,9.88,31447.0,667,0,0.0,9245.958115634328,False,-0.5934677652794315,0,0.2,114278,237,34,1.0,3388.8540203517023,False,0.034959859088624735,6,3.149000000000001,102951,659,0,0.0,6208.6531620749865,False,-0.053542219615032915,0.375,499280,0.0,0.0,9,0,0,10,11,11.0,16,26,23,203.0,114.0,13,8,23,766,1.40129877300933,115.57553820015164
34,23,0,0,0,10.0,15,10.0,18.407744517543648,0,,13.655604296413339,73,12.73972602739726,9.010513091312099,62,6.806451612903226,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,2.2430000000000008,41870,27,20,1.0,638.154890350873,False,0.043922339911303836,58,6.189000000000001,37818,305,0,0.0,5614.362077850813,False,-0.26527442824723907,15,5.561000000000002,40554,269,0,0.0,4951.683275219241,False,-0.22178500646357366,0,0.2,87698,217,181,1.0,4594.1690018491845,False,0.014303411637226933,46,10.335000000000003,28600.0,711,0,0.0,9709.134654749883,False,-0.6229451645811268,0,0.2,114686,227,32,1.0,3133.386471727846,False,0.03746100786099609,8,3.2230000000000008,102445,721,0,0.0,6496.579938836023,False,-0.0567731027672303,0.375,494247,0.0,0.0,12,0,0,13,13,13.0,17,30,20,251.0,99.0,15,8,20,752,1.365494110970758,116.9410323111224
35,20,0,0,0,10.000000000000002,9,10.0,18.523887010188037,25,19.4,13.313987583983685,67,11.492537313432836,8.434060135424742,57,4.842105263157895,33.999999999999986,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,5,2.2930000000000006,42185,26,10,1.0,445.2388701018804,False,0.04932992119193694,22,6.351000000000002,37382,305,0,0.0,5649.785538107351,False,-0.2728393690149988,45,5.996000000000001,38866,294,0,0.0,5446.022780995283,False,-0.24784310146858302,0,0.2,87149,261,191,1.0,5085.856245285868,False,0.01088664114963968,57,10.859000000000002,25273.0,724,0,0.0,9639.327010804189,False,-0.6608360175664169,0,0.2,114924,217,35,1.0,3020.1910493871683,False,0.03907987617414285,13,3.3450000000000006,101983,778,0,0.0,6561.69878536045,False,-0.06060551164445836,0.375,488338,0.0,0.0,7,0,0,16,18,17.5,10,26,21,207.0,97.0,13,7,21,613,1.3529261709772982,118.2939584820997
36,21,0,0,0,10.0,10,10.0,18.62528757197106,28,19.321428571428573,13.389894052681436,18,15.0,7.935596492332331,48,4.083333333333333,33.999999999999986,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,18,2.468000000000001,42288,26,10,1.0,446.2528757197106,False,0.051891088183794155,5,6.379000000000002,36776,333,0,0.0,6202.220761466363,False,-0.2788036391454039,13,6.081000000000001,38729,294,0,0.0,5475.834546159492,False,-0.2500512312032311,0,0.2,87116,261,194,1.0,5034.268067262326,False,0.010223993346157492,41,11.212000000000002,23114.0,732,0,0.0,9801.402446562812,False,-0.6842560103771003,0,0.2,115196,207,37,1.0,2900.6684739127923,False,0.04097393455853278,12,3.452000000000001,101613,826,0,0.0,6554.802702666505,False,-0.06393823255246757,0.375,485408,0.0,0.0,9,0,0,13,16,15.88888888888889,17,30,24,253.0,77.0,15,6,24,620,1.3062626749742776,119.60022115707397
37,24,0,0,0,10.000000000000002,5,10.0,18.62528757197106,0,,13.298233103340753,10,10.0,7.751106218033578,58,6.551724137931035,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,2.4500000000000006,42238,21,20,1.0,582.5057514394213,False,0.052339606960947055,0,6.374000000000002,36776,333,0,0.0,6202.220761466363,False,-0.2788036391454039,10,6.168000000000002,38564,294,0,0.0,5475.834546159492,False,-0.25303533407339546,0,0.2,87250,261,183,1.0,4889.291277872081,False,0.010917269334085152,37,11.541000000000002,21530.0,732,0,0.0,9734.306631645431,False,-0.7024868323172158,0,0.2,115438,222,37,1.0,2978.7455804034544,False,0.043481975728006134,10,3.540000000000001,101203,859,0,0.0,6658.200241290843,False,-0.06713578045919036,0.375,483575,0.0,0.0,8,0,0,17,10,10.0,13,30,28,246.0,103.0,15,9,28,624,1.4149854850256816,121.01520664209966
38,28,0,0,0,10.000000000000002,13,10.0,18.779262116226874,25,20.0,13.147707771496215,21,10.761904761904763,7.545191725673354,36,5.305555555555555,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,5,2.5000000000000004,42528,24,10,1.0,427.7926211622688,False,0.0576012349824599,11,6.484000000000001,36333,348,0,0.0,6535.183216446952,False,-0.28380461164661935,10,6.258000000000002,38204,304,0,0.0,5708.89568333297,False,-0.25743859364356275,0,0.2,87024,272,193,1.0,5032.398516901928,False,0.009176557699557707,36,11.864000000000003,20029.0,732,0,0.0,9624.12208873523,False,-0.7200250090800034,0,0.2,115846,212,35,1.0,2789.580645842751,False,0.04627897303039909,8,3.6100000000000008,100928,895,0,0.0,6752.946594477652,False,-0.0691671652560008,0.375,481468,0.0,0.0,10,0,0,13,12,11.5,19,32,30,246.0,171.0,16,12,30,838,1.4427933790138923,122.45800002111355
39,30,0,0,0,10.000000000000002,10,10.0,18.865073935440364,24,19.583333333333332,13.099051247830532,5,10.0,7.526968229703443,19,7.157894736842105,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,14,2.6350000000000007,42644,24,10,1.0,428.6507393544037,False,0.06048214405100215,0,6.473000000000001,36333,348,0,0.0,6565.045729533247,False,-0.28353457282537353,5,6.298000000000002,37664,328,0,0.0,6187.744250824439,False,-0.2628746473258419,0,0.2,86974,267,203,1.0,5025.421233800551,False,0.008573705755925884,19,12.018000000000004,19461.0,732,0,0.0,9588.50551341195,False,-0.7266274512915496,0,0.2,116076,204,38,1.0,2827.501518859502,False,0.04850074302288831,13,3.7320000000000015,100604,912,0,0.0,6864.59502548954,False,-0.07156041664589022,0.375,480332,0.0,0.0,8,0,0,11,11,10.9,19,30,27,244.0,176.0,16,14,27,518,1.4062307919957675,123.86423081310932
40,27,0,0,0,10.000000000000002,10,10.0,18.86832680186731,5,19.0,12.996195517573243,15,11.0,7.219229360829925,54,5.148148148148148,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,2.621000000000001,42639,24,15,1.0,523.0249020280097,False,0.06152601699940618,10,6.573000000000001,36083,353,0,0.0,6660.51936105916,False,-0.2871925979684666,5,6.343000000000001,37599,328,0,0.0,6188.811191012477,False,-0.264040554943551,0,0.2,86965,272,201,1.0,4986.030282306738,False,0.008250288992554306,42,12.419000000000002,17483.0,732,0,0.0,9513.215118863614,False,-0.749345089833512,0,0.2,116484,194,36,1.0,2624.5304960010053,False,0.051236136254522384,8,3.799000000000001,100243,966,0,0.0,6973.775562561708,False,-0.07429487500530231,0.375,478072,0.0,0.0,10,0,0,11,11,11.0,19,30,26,239.0,156.0,14,13,26,759,1.3624541019671597,125.22668491507648
41,26,0,0,0,10.000000000000002,6,10.0,18.925872605071543,10,20.0,12.926277278246355,10,11.0,7.219229360829925,0,,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,2.621000000000001,42779,20,15,1.0,483.88808907607313,False,0.06450596438209627,0,6.563000000000001,36083,353,0,0.0,6680.833029590255,False,-0.28700890682735375,10,6.438000000000002,37244,338,0,0.0,6396.944940514181,False,-0.26857879893915887,0,0.2,86855,272,211,1.0,5039.204814818122,False,0.007310172975329299,0,12.377000000000002,17483.0,732,0,0.0,9462.03496767633,False,-0.7496335067078628,0,0.2,116926,184,33,1.0,2450.338202392706,False,0.054403365322353806,7,3.861000000000001,100172,966,0,0.0,6973.775562561708,False,-0.07492849242531927,0.375,478118,0.0,0.0,8,0,0,16,5,5.0,15,31,26,256.0,150.0,16,10,26,702,1.394445326004643,126.62113024108112
42,26,0,0,0,10.000000000000002,7,10.0,18.930210066125483,11,19.0,12.801645245370574,15,10.666666666666666,6.980443219152308,15,1.0,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,2.621000000000001,42918,17,14,1.0,435.02294092575676,False,0.067340809384443,0,6.563000000000001,35874,364,0,0.0,6890.596464069676,False,-0.2888919351086966,15,6.578000000000002,36969,338,0,0.0,6398.411002350413,False,-0.2735390465126651,0,0.2,86695,277,221,1.0,5088.733684400309,False,0.005785979782703493,15,12.527000000000003,16961.0,732,0,0.0,9370.804319611261,False,-0.7560309023307077,0,0.2,117257,183,33,1.0,2399.421109104872,False,0.05713007500381455,10,3.9540000000000006,100046,972,0,0.0,6784.990809016043,False,-0.07689531565295593,0.375,477296,0.0,0.0,8,0,0,10,10,10.0,20,30,34,224.0,124.0,14,12,34,619,1.4342739199637435,128.05540416104486
43,34,0,0,0,10.000000000000002,11,10.0,19.06302256777991,56,19.464285714285715,12.646662827165475,20,10.75,7.3681414742588895,10,21.0,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,42,3.041000000000001,42811,18,10,1.0,370.6302256777991,False,0.06389654854354679,10,6.663000000000002,34889,407,0,0.0,7758.650185086423,False,-0.2988565443628811,10,6.663000000000002,36549,351,0,0.0,6691.120921290749,False,-0.27848804621479445,0,0.2,86665,287,226,1.0,5294.792204579,False,0.006609067266522717,5,12.562000000000005,16836.0,732,0,0.0,9257.357189485128,False,-0.7580790456603187,0,0.2,117319,183,35,1.0,2538.3698897893764,False,0.058303377313771707,12,4.064,99867,972,0,0.0,7161.833512979641,False,-0.07681123772709987,0.375,475512,0.0,0.0,9,0,0,15,14,13.90909090909091,19,34,24,280.0,145.0,20,14,24,827,2.5223745409748517,130.5777787020197
44,24,0,0,0,10.000000000000002,9,10.0,19.131580131824823,16,20.0,12.590047199811583,11,11.363636363636363,7.309975901574805,3,1.0,33.99999999999999,8,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,6,3.059000000000001,42945,17,10,1.0,361.31580131824825,False,0.06709699363238301,6,6.713000000000001,34615,417,0,0.0,7977.868914970951,False,-0.3018296265804808,5,6.703000000000002,36359,357,0,0.0,6829.974107061462,False,-0.2806686731859236,0,0.2,86560,287,236,1.0,5338.497859117578,False,0.005671944295457786,3,12.587000000000005,16729.0,733,0,0.0,9228.50459746189,False,-0.7594475993651134,0,0.2,117319,173,45,1.0,2794.625830972441,False,0.05944681554135224,8,4.132000000000001,99778,975,0,0.0,7127.226504035435,False,-0.0777599102938939,0.375,474881,0.0,0.0,4,0,0,8,8,8.0,17,25,17,179.0,144.0,11,13,17,290,1.2415392969851382,131.81931799900485
45,17,0,0,0,10.000000000000002,13,10.0,19.25950746762992,34,20.0,12.602450985017928,7,13.0,8.337999555027421,24,21.0,33.99999999999999,10,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,24,3.293000000000001,42992,20,10,1.0,392.5950746762992,False,0.06864694257777376,0,6.707000000000002,34275,434,0,0.0,8358.626240951386,False,-0.3045355990726549,7,6.7680000000000025,35932,374,0,0.0,7203.05579289359,False,-0.28501749052417497,0,0.2,86505,282,246,1.0,5605.039068311801,False,0.0065541051569540055,24,12.824000000000005,16477.0,735,0,0.0,9262.801473988176,False,-0.7620945299349223,0,0.2,116815,187,55,1.0,3429.205916790127,False,0.05778058059341447,10,4.224000000000001,99654,975,0,0.0,8129.549566151736,False,-0.07439404950179934,0.375,473226,0.0,0.0,6,0,0,6,10,10.0,15,21,19,126.0,99.0,9,8,19,330,1.118019727000501,132.93733772600535
46,19,0,0,0,10.000000000000002,11,10.0,19.25950746762992,0,,12.494768509880696,15,11.0,8.623992626099891,14,14.5,33.99999999999999,7,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.269000000000001,42882,21,20,1.0,595.1901493525984,False,0.06843160970644573,0,6.707000000000002,34275,434,0,0.0,8358.626240951386,False,-0.3045355990726549,15,6.911000000000003,35662,374,0,0.0,7203.05579289359,False,-0.28990056794808033,0,0.2,86530,287,251,1.0,5750.620711486832,False,0.00765627161985689,9,12.890000000000004,16190.0,735,0,0.0,9183.654854762312,False,-0.7657752245409333,0,0.2,116619,184,65,1.0,3796.8146432023796,False,0.057671744425515946,7,4.284000000000001,99573,982,0,0.0,8468.760758830093,False,-0.07360331641234176,0.375,472307,0.0,0.0,5,0,0,9,9,9.0,18,27,19,167.0,113.0,11,8,19,300,1.150896373030264,134.08823409903562
47,19,0,0,0,10.000000000000002,8,10.0,19.25950746762992,0,,12.359432278194607,20,11.0,9.981984038253758,37,19.945945945945947,33.99999999999999,11,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.2690000000000006,42802,19,30,1.0,767.7852240288976,False,0.0685874353445451,10,6.807000000000002,34120,434,0,0.0,8358.626240951386,False,-0.30733884722341537,10,6.996000000000001,35507,374,0,0.0,7203.05579289359,False,-0.29270381609884083,0,0.2,86500,297,256,1.0,6226.13930041676,False,0.009997854633460021,32,13.201,15388.0,735,0,0.0,9084.182724473036,False,-0.7753748465811993,0,0.2,116071,206,75,1.0,4606.288711880274,False,0.05639323864120421,11,4.387000000000001,99234,987,0,0.0,9852.21824575646,False,-0.07045549843489152,0.375,470198,0.0,0.0,4,0,0,7,12,12.0,15,22,20,161.0,135.0,9,10,20,270,1.3966923790285364,135.48492647806415
48,20,0,0,0,10.000000000000002,11,10.0,19.29674799660771,11,20.0,12.264059096330094,15,11.0,9.633434183843793,17,3.9411764705882355,33.99999999999999,8,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.2690000000000006,42912,20,29,1.0,759.6056919016236,False,0.07120806764860725,5,6.847,34055,434,0,0.0,8374.788630527746,False,-0.30836825067795426,10,7.086000000000002,35132,385,0,0.0,7429.247978693968,False,-0.297440471861773,0,0.2,86335,302,266,1.0,6266.2393399941375,False,0.008364173635654431,17,13.339000000000002,14855.0,735,0,0.0,9014.083435802619,False,-0.7817771372776717,0,0.2,116071,196,85,1.0,4778.153100033383,False,0.05716011378355887,8,4.456000000000001,99086,1004,0,0.0,9671.967920579167,False,-0.07258057239489911,0.375,469022,0.0,0.0,5,0,0,10,8,8.0,17,27,24,197.0,129.0,12,8,24,330,1.2958842780208215,136.78081075608497
49,24,0,0,0,10.0,12,10.0,19.29674799660771,0,,12.201613786005769,10,11.0,11.152233846265167,28,25.535714285714285,33.99999999999999,6,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.2690000000000006,42792,22,39,1.0,972.5731718677007,False,0.07087362265387859,10,6.942000000000002,33900,434,0,0.0,8374.788630527746,False,-0.31117149882871475,0,7.076000000000001,35132,385,0,0.0,7429.247978693968,False,-0.297440471861773,0,0.2,86795,302,261,1.0,6595.620397248951,False,0.015404844111359386,13,13.452000000000002,14564.0,735,0,0.0,8968.18613271424,False,-0.7853155437373811,0,0.2,115926,199,95,1.0,5449.294535406768,False,0.058860802888790226,6,4.508000000000002,98466,1019,0,0.0,11364.126289344205,False,-0.07056299902126537,0.375,468151,0.0,0.0,8,0,0,10,7,7.0,17,27,25,198.0,137.0,13,11,25,690,1.3549995590001345,138.1358103150851
50,25,0,0,0,10.0,12,10.0,19.255254227551127,32,19.0,12.058020394931656,20,10.75,11.550362221464448,9,23.22222222222222,34.0,9,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.2690000000000006,43280,24,17,1.0,567.3393218683691,False,0.07793511310274116,10,7.032000000000001,33441,450,0,0.0,8664.864402398007,False,-0.31684965183298064,10,7.176000000000003,34668,401,0,0.0,7721.356945248002,False,-0.30319066658303945,0,0.2,86770,312,266,1.0,6834.49871412822,False,0.016469235140365947,4,13.479000000000003,14457.0,735,0,0.0,8862.644990274768,False,-0.7871162624807003,0,0.2,115926,189,105,1.0,5753.018459856781,False,0.06021604774377213,9,4.592000000000001,98158,1028,0,0.0,11873.772363665454,False,-0.07103756028885165,0.375,467276,0.0,0.0,8,0,0,12,10,10.0,14,26,27,181.0,159.0,12,13,27,918,1.3265813009929843,139.4623916160781
51,27,0,0,0,10.0,12,10.0,19.255254227551127,0,,11.976858930217741,10,10.5,11.042957835866238,14,2.142857142857143,33.99999999999999,10,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.2690000000000006,43160,26,27,1.0,779.8918641438804,False,0.07759553451952145,0,7.022000000000002,33441,450,0,0.0,8664.864402398007,False,-0.31684965183298064,10,7.266000000000002,34508,401,0,0.0,7721.356945248002,False,-0.3060843420935019,0,0.2,86665,312,276,1.0,6784.636348927017,False,0.015004825806003963,14,13.615000000000002,13987.0,735,0,0.0,8802.99131371004,False,-0.7927496375712302,0,0.2,115901,188,115,1.0,5986.076073142852,False,0.061032868114510044,10,4.683000000000002,98032,1033,0,0.0,11407.375444449824,False,-0.07424311523604554,0.375,466270,0.0,0.0,5,0,0,13,9,9.0,17,30,29,230.0,168.0,15,12,29,120,1.4952798960148357,140.95767151209293
