index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,15,0,0,0,10.000000000000002,20,10.0,26.916666177118838,17,28.647058823529413,12.265623596915594,7,1.0,11.492807369088032,0,,48.99999999999999,20,49.0,0,0.2,19902,1,100,1.0,2701.6666177118836,False,0.20645057384513743,0,0.6860000000000002,14151,263,0,0.0,2630.0000000000005,False,-0.12204813805631244,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,2.4500000000000006,15553.0,185,2,0.0,5004.114489960816,False,-0.3521919828861394,0,0.758,37253,0,11,0.7,126.42088105996835,False,-0.022854475358611556,0,5.960000000000003,-21731.5,158,0,0.0,1937.968528312664,True,-1.5436779108079204,13,2.2020000000000004,44650,501,0,0.0,5757.896491913104,False,-0.10597693422198606,0,0.272,59331,78,16,1.0,1680.4389747888663,False,0.1318251319036629,0.3375,219723,0.0,0.1,12,0,0,8,5,5.0,14,22,15,107.0,28.0,9,6,15,1037,0.8643375113606453,56.0342912953347
26,15,0,0,0,10.000000000000002,20,10.0,27.229333758173112,5,32.6,11.616750272925499,5,1.0,11.492807369088032,0,,48.99999999999999,20,49.0,0,0.2,19945,3,105,1.0,2889.0800446081766,False,0.21421094586194872,0,0.6860000000000002,14071,271,0,0.0,2710.0000000000005,False,-0.12431880108991826,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,3,2.4800000000000004,15299.0,190,0,0.0,5173.573414052891,False,-0.3582653400657871,0,0.758,37248,0,16,0.5,183.8849179054085,False,-0.022233039384306885,0,5.960000000000003,-21731.5,158,0,0.0,1835.4465431222288,True,-1.5450202081342503,8,2.2690000000000006,44546,501,0,0.0,5757.896491913104,False,-0.10793318198828969,0,0.272,59919,68,14,1.0,1467.510901097986,False,0.14088285932977804,0.3125,219911,0.0,0.1,13,0,0,5,6,5.6,16,21,13,92.0,24.0,7,8,13,951,0.9131075823679566,56.94739887770265
27,13,0,0,0,10.000000000000002,20,10.0,28.071929248184354,15,32.666666666666664,11.287484926108464,6,7.0,11.689730958140673,11,17.0,48.99999999999999,20,49.0,0,0.2,20335,3,100,1.0,2837.1929248184356,False,0.23487718337926994,0,0.686,13971,281,0,0.0,2810.0000000000005,False,-0.1271571298819255,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,6,2.5370000000000004,14659.0,205,0,0.0,5754.745495877793,False,-0.37080216899505225,0,0.758,37393,0,11,0.6,128.58704053954742,False,-0.019160137205221996,0,5.960000000000002,-21731.5,158,0,0.0,1783.4226183251374,True,-1.545701345697385,8,2.3410000000000006,44240,512,0,0.0,5985.142250568025,False,-0.1115518099940934,0,0.272,60507,58,12,1.0,1266.004395572159,False,0.15004800703094412,0.325,219988,0.0,0.1,15,0,0,6,5,5.0,14,20,14,91.0,18.0,7,6,14,1465,0.8441938208416104,57.791592698544264
28,14,0,0,0,10.000000000000002,20,10.0,28.11650738585857,1,32.0,10.877764769083877,8,7.0,11.80808355341748,4,20.0,48.99999999999999,20,49.0,0,0.2,20287,1,109,1.0,3074.699305058584,False,0.23889359971215318,0,0.686,13851,293,0,0.0,2930.0000000000005,False,-0.13056312443233425,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,8,2.6110000000000007,14427.0,206,0,0.0,5792.000521486865,False,-0.37845788594799495,0,0.758,37417,0,15,0.8,177.12125330126221,False,-0.017896236438486757,0,5.960000000000002,-21731.5,158,0,0.0,1718.6868335152526,True,-1.5465489167886661,8,2.4130000000000003,44123,512,0,0.0,6045.73877934975,False,-0.1131826761154398,0,0.272,61015,52,10,1.0,1104.020344777709,False,0.1580800589204682,0.35,220003,0.0,0.1,12,0,0,4,6,6.0,17,21,11,106.0,27.0,8,6,11,900,0.8232371853664517,58.614829883910716
29,11,0,0,0,10.000000000000002,20,10.0,29.0417234827834,15,33.93333333333333,10.9186617829092,1,14.0,11.947985209097233,7,17.0,49.0,20,49.0,0,0.2,20706,0,104,1.0,3020.3392422094735,False,0.2611358776739747,0,0.686,13741,304,0,0.0,3040.0000000000005,False,-0.13368528610354224,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,1,2.613000000000001,13900.0,221,0,0.0,6418.2208896951315,False,-0.3861321644416215,0,0.758,37522,0,9,0.1,107.53186688187509,False,-0.016057871810182513,0,5.960000000000002,-21731.5,158,0,0.0,1725.1485616996538,True,-1.5464643148328099,10,2.5050000000000003,43831,519,0,0.0,6201.004323521463,False,-0.11721493968059112,0,0.272,61505,42,10,1.0,991.8153787820838,False,0.1662417036170088,0.2625,220088,0.0,0.1,13,0,0,5,8,8.0,15,20,13,99.0,23.0,7,4,13,1318,0.8004498360678554,59.41527971997857
30,13,0,0,0,10.000000000000002,20,10.0,29.786400361499016,15,34.0,10.751253862111723,2,5.0,13.056652198453376,14,31.571428571428573,49.0,20,49.0,0,0.2,21126,0,98,0.9,2919.0672354269036,False,0.28210340700008246,0,0.686,13631,315,0,0.0,3150.0000000000005,False,-0.13680744777475023,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,2,2.6320000000000006,13336.0,236,0,0.0,7029.590485313768,False,-0.3954004074967929,5,0.808,37729,0,2,0.2,26.113304396906752,False,-0.011703457744417212,0,5.960000000000002,-21731.5,158,0,0.0,1698.6981102136522,True,-1.5468106246535174,10,2.5950000000000006,43216,533,0,0.0,6959.19562177565,False,-0.121652318136903,0,0.272,61995,32,10,1.0,907.8128703505081,False,0.17466859347996264,0.2625,219916,0.0,0.1,11,0,0,7,6,5.555555555555555,14,21,9,129.0,12.0,9,4,9,1480,0.8993433946743608,60.31462311465293
31,9,0,0,0,10.000000000000002,20,10.0,30.426054237031387,27,32.55555555555556,10.259456070413734,5,4.0,13.056652198453376,0,,48.99999999999999,20,49.0,0,0.2,21915,0,80,0.9,2434.084338962511,False,0.31312682615129733,0,0.6860000000000002,13521,326,0,0.0,3260.0000000000005,False,-0.13992960944595823,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,5,2.6800000000000006,12317.0,263,0,0.0,8002.052264339255,False,-0.4145159437347197,0,0.8030000000000002,37709,0,7,0.5,91.39656538917363,False,-0.011372429686700632,0,5.960000000000002,-21731.5,158,0,0.0,1620.9940591253699,True,-1.5478279863425939,8,2.6650000000000005,43098,533,0,0.0,6959.19562177565,False,-0.12387190694867058,2,0.29200000000000004,62464,22,10,1.0,777.2463483659742,False,0.18226253548864793,0.3,219907,0.0,0.1,11,0,0,6,6,5.25,15,21,11,47.0,6.0,7,2,11,1422,0.7944594481959939,61.109082562848926
32,11,0,0,0,10.000000000000002,20,10.0,30.72836772996557,14,33.0,9.790756126590281,5,4.0,13.056652198453376,0,,49.0,20,49.0,0,0.2,22277,0,76,1.0,2335.3559474773833,False,0.3308740902440221,0,0.6860000000000002,13421,336,0,0.0,3360.0000000000005,False,-0.1427679382379655,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,5,2.7250000000000005,11715.0,277,0,0.0,8511.757861200464,False,-0.4269714423379056,0,0.8030000000000002,37689,0,12,0.5,156.6798263814405,False,-0.01104140162898424,0,5.960000000000002,-21731.5,158,0,0.0,1546.9394680012645,True,-1.5487975664720042,11,2.7670000000000012,42889,533,0,0.0,6959.19562177565,False,-0.12780321255595384,0,0.29000000000000004,62905,12,11,1.0,695.6798263814405,False,0.18979064223596714,0.3125,219779,0.0,0.1,10,0,0,2,5,5.0,18,20,12,104.0,21.0,7,4,12,1103,0.7695864848792553,61.87866904772818
33,12,0,0,0,10.000000000000002,20,10.0,30.72836772996557,0,,9.420339215561485,3,2.0,13.056652198453376,0,,49.0,20,49.0,0,0.2,22177,0,86,1.0,2642.639624777039,False,0.3339191537459423,0,0.6860000000000002,13321,346,0,0.0,3460.0000000000005,False,-0.14560626702997276,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,3,2.750000000000001,11625.0,277,0,0.0,8511.757861200464,False,-0.4302006052671152,0,0.8030000000000002,37683,0,15,0.3,195.84978297680064,False,-0.010685671489476,0,5.960000000000003,-21731.5,158,0,0.0,1488.4135960587146,True,-1.5495638325688192,8,2.8360000000000007,42771,533,0,0.0,6959.19562177565,False,-0.13002280136772143,1,0.30000000000000004,63435,2,10,1.0,516.1133043969068,False,0.19807115197032618,0.2875,219895,0.0,0.1,8,0,0,4,5,4.5,18,22,12,104.0,20.0,8,4,12,690,0.815168377943337,62.69383742567152
34,12,0,0,0,10.000000000000002,20,10.0,30.72836772996557,0,,8.833352038470148,10,5.5,14.04216363300688,5,58.0,48.99999999999999,11,49.0,0,0.2,22097,0,94,0.8,2888.4665666167634,False,0.3363552045474785,0,0.6860000000000002,13201,358,0,0.0,3580.0000000000005,False,-0.14901226158038147,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,10,2.8470000000000004,11325.0,277,0,0.0,8511.757861200464,False,-0.44096448169781377,0,0.8030000000000002,37918,0,20,1.0,280.8432726601376,False,-0.00341926637696547,0,5.960000000000003,-21731.5,158,0,0.0,1395.6696220782833,True,-1.5507781085904544,11,2.9380000000000015,42566,533,0,0.0,7484.4732163926665,False,-0.12893861128611378,0,0.29900000000000004,63145,0,17,0.7,832.9999999999999,False,0.19559656151834923,0.3125,219135,0.0,0.1,8,0,0,5,6,6.0,16,21,9,83.0,26.0,8,4,9,490,0.8702797973528504,63.56411722302437
35,9,0,0,0,10.0,20,10.0,30.72836772996557,0,,8.709911996379022,2,5.0,15.040121931110702,5,56.0,49.0,11,49.0,0,0.2,22027,0,101,0.7,3103.5651407265227,False,0.3384867489988228,0,0.686,13071,371,0,0.0,3710.0,False,-0.1527020890099909,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,2,2.857000000000001,11271.0,277,0,0.0,8511.757861200464,False,-0.4429019794553395,0,0.8030000000000002,38188,0,17,0.2,255.68207282888193,False,0.0033214024042117836,0,5.960000000000002,-21731.5,158,0,0.0,1376.1660954278855,True,-1.5510334638845233,11,3.0370000000000013,42079,538,0,0.0,8091.585598937558,False,-0.1323892030271283,0,0.29900000000000004,63145,0,17,0.0,833.0,False,0.19559656151834923,0.11249999999999999,218664,0.0,0.1,6,0,0,6,5,5.0,14,20,11,75.0,6.0,7,2,11,480,0.9062668867409229,64.47038410976529
36,11,0,0,0,10.0,20,10.0,30.75772643989626,13,31.0,8.709911996379022,0,,16.185499616789595,7,47.142857142857146,48.99999999999999,12,49.0,0,0.2,22320,1,98,1.0,3024.2571911098335,False,0.35286833535166423,0,0.686,12981,380,0,0.0,3800.0,False,-0.15525658492279745,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,2.855000000000001,10868.0,290,0,0.0,8919.740667569915,False,-0.45004232593789395,0,0.8030000000000002,38518,0,10,0.0,161.85499616789596,False,0.010734177330748312,0,5.960000000000002,-21731.5,158,0,0.0,1376.1660954278855,True,-1.5510334638845233,12,3.146000000000001,41837,538,0,0.0,8707.798793832802,False,-0.1311457329925625,0,0.29900000000000004,62815,0,24,0.7,1175.9999999999998,False,0.1926151646822038,0.2125,218222,0.0,0.1,9,0,0,5,4,4.0,17,22,14,109.0,22.0,8,3,14,933,0.9877366535365582,65.45812076330185
37,14,0,0,0,10.0,20,10.0,31.054516806012327,16,33.0625,7.883661509186045,7,1.2857142857142858,16.185499616789595,0,,48.99999999999999,13,49.0,0,0.2,22769,0,91,0.9,2825.961029347122,False,0.37272823085113305,0,0.686,12861,392,0,0.0,3920.0,False,-0.15866257947320617,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,7,2.9250000000000007,10110.0,306,0,0.0,9502.682142639773,False,-0.46678120371282383,0,0.8030000000000002,38509,0,17,0.7,275.1534934854231,False,0.011981899152706643,0,5.960000000000002,-21731.5,158,0,0.0,1245.6185184513952,True,-1.552742693989743,13,3.264000000000001,41573,538,0,0.0,8707.798793832802,False,-0.13611159270702555,0,0.29900000000000004,62815,0,24,0.0,1175.9999999999998,False,0.1926151646822038,0.2,217520,0.0,0.1,9,0,0,5,6,6.0,18,23,12,129.0,16.0,11,3,12,729,1.0135386371985078,66.47165940050036
38,12,0,0,0,10.0,20,10.0,31.315737565296562,12,33.75,7.324995940903863,5,1.0,16.185499616789595,0,,49.0,7,49.0,0,0.2,23054,2,89,1.0,2807.100643311394,False,0.3883713851984388,0,0.686,12781,400,0,0.0,4000.0,False,-0.16093324250681199,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,5,2.968000000000001,9550.0,318,0,0.0,9958.404545764306,False,-0.478698206993572,0,0.8030000000000002,38504,0,22,0.5,356.0809915693711,False,0.012910536955266805,0,5.960000000000002,-21731.5,158,0,0.0,1157.3493586628103,True,-1.553898382274178,7,3.3210000000000015,41495,538,0,0.0,8707.798793832802,False,-0.1375787785317533,0,0.29900000000000004,62815,0,24,0.0,1176.0,False,0.1926151646822038,0.1875,217082,0.0,0.1,9,0,0,5,3,3.0,17,22,14,119.0,9.0,9,3,14,605,0.9682464012876153,67.43990580178797
39,14,0,0,0,10.0,20,10.0,31.57667707414842,12,34.0,7.049963146509246,5,4.0,17.28185334214367,5,56.0,49.0,8,49.0,0,0.2,23402,0,85,0.8,2684.0175513026156,False,0.4046326507522315,0,0.6860000000000002,12641,414,0,0.0,4140.0,False,-0.16490690281562218,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,5,3.0130000000000003,9002.0,330,0,0.0,10420.303434468979,False,-0.49007385033782463,0,0.8030000000000002,38764,0,22,0.5,380.2007735271607,False,0.02003457505469064,0,5.960000000000002,-21731.5,158,0,0.0,1113.8941771484608,True,-1.5544673312059956,8,3.394000000000001,41093,543,0,0.0,9384.046364784013,False,-0.13878029489697716,0,0.29900000000000004,62815,0,24,0.0,1176.0,False,0.1926151646822038,0.1625,216600,0.0,0.1,9,0,0,6,4,4.0,16,22,11,92.0,29.0,8,6,11,888,2.372205008752644,69.81211081054062
40,11,0,0,0,9.999999999999998,20,10.0,31.57667707414842,0,,7.049963146509246,0,,19.572150265958907,10,57.0,48.99999999999999,9,49.0,0,0.2,23282,2,95,1.0,3019.7843220441,False,0.4073508265793625,0,0.6860000000000002,12561,422,0,0.0,4219.999999999999,False,-0.16717756584922797,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.008000000000001,9002.0,330,0,0.0,10420.303434468979,False,-0.49007385033782463,0,0.8030000000000002,39334,0,12,0.0,234.86580319150687,False,0.03305750089281614,0,5.960000000000002,-21731.5,158,0,0.0,1113.8941771484608,True,-1.5544673312059956,9,3.476000000000001,40672,548,0,0.0,10725.538345745481,False,-0.13408255416600387,0,0.29900000000000004,62525,0,29,0.5,1420.9999999999998,False,0.18946447717397438,0.1875,216259,0.0,0.1,8,0,0,6,3,3.0,14,20,15,80.0,12.0,7,4,15,770,0.8145240684971213,70.62663487903774
41,15,0,0,0,9.999999999999998,20,10.0,31.57667707414842,0,,6.786039454823918,3,2.0,19.585431149752008,5,20.0,49.0,10,49.0,0,0.2,23182,2,105,1.0,3335.5510927855844,False,0.4106366681648952,0,0.6860000000000002,12461,432,0,0.0,4319.999999999999,False,-0.17001589464123523,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,3,3.0380000000000003,8912.0,330,0,0.0,10420.303434468979,False,-0.4933030132670342,0,0.8030000000000002,39428,0,10,0.3,195.8543114975201,False,0.03500817397022072,0,5.960000000000003,-21731.5,158,0,0.0,1072.194233862179,True,-1.555013299197908,10,3.5670000000000015,40401,553,0,0.0,10830.74342581286,False,-0.138190626697018,0,0.29900000000000004,62525,0,29,0.0,1421.0,False,0.18946447717397438,0.1625,215792,0.0,0.1,7,0,0,6,4,4.0,16,22,13,121.0,18.0,9,6,13,300,1.04878022801131,71.67541510704905
42,13,0,0,0,9.999999999999998,20,10.0,32.07015816786702,31,33.83870967741935,6.523369885765407,3,2.0,19.585431149752008,0,,49.0,12,49.0,0,0.2,24141,1,84,1.0,2703.8932861008298,False,0.44714728900149947,0,0.6860000000000002,12351,443,0,0.0,4429.999999999999,False,-0.17313805631244322,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,3,3.065000000000001,7773.0,361,0,0.0,11577.327098599995,False,-0.5134130978687526,0,0.8030000000000002,39422,0,13,0.3,254.6106049467761,False,0.03562034361919372,0,5.960000000000003,-21731.5,158,0,0.0,1030.6924419509344,True,-1.5555566728383705,12,3.6770000000000014,40167,553,0,0.0,10830.74342581286,False,-0.14259218417120118,0,0.29900000000000004,62525,0,29,0.0,1421.0,False,0.18946447717397438,0.1625,215262,0.0,0.1,10,0,0,8,5,5.0,10,18,13,68.0,21.0,6,7,13,1249,0.9450645167380571,72.6204796237871
43,13,0,0,0,9.999999999999998,20,10.0,32.07015816786702,0,,6.066690332960857,7,2.857142857142857,21.93521972807123,10,56.0,48.99999999999999,10,49.0,0,0.2,24031,2,94,1.0,3034.5948677795,False,0.4502893638674927,0,0.686,12261,452,0,0.0,4519.999999999999,False,-0.17569255222524977,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,7,3.132000000000001,7554.0,361,0,0.0,11577.327098599995,False,-0.5212707276631625,0,0.8030000000000002,39962,0,10,0.7,219.35219728071232,False,0.04929891064548308,0,5.960000000000002,-21731.5,158,0,0.0,958.5370726078154,True,-1.5565013868835553,10,3.765000000000001,39717,558,0,0.0,12239.852608263747,False,-0.1378039933011328,0,0.29900000000000004,62245,0,34,0.5,1665.9999999999998,False,0.18650189041250495,0.275,214653,0.0,0.1,9,0,0,7,5,5.0,5,12,14,61.0,21.0,6,7,14,760,0.8274802379310131,73.44795986171812
44,14,0,0,0,9.999999999999998,20,10.0,32.07015816786702,0,,6.066690332960857,0,,21.93521972807123,0,,49.0,10,49.0,0,0.2,23931,2,104,1.0,3355.29644945817,False,0.45371527161268643,0,0.686,12161,462,0,0.0,4619.999999999999,False,-0.17853088101725703,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.1250000000000013,7554.0,361,0,0.0,11577.327098599995,False,-0.5212707276631625,0,0.8030000000000002,39962,0,10,0.0,219.35219728071232,False,0.04929891064548308,0,5.960000000000002,-21731.5,158,0,0.0,958.5370726078154,True,-1.5565013868835553,10,3.8550000000000013,39543,558,0,0.0,12239.852608263747,False,-0.14107694629475617,0,0.29900000000000004,62245,0,34,0.0,1666.0,False,0.18650189041250495,0.125,214279,0.0,0.1,6,0,0,5,3,3.0,6,11,12,52.0,39.0,5,9,12,200,0.779494646936655,74.22745450865477
45,12,0,0,0,10.0,20,10.0,32.056116776368206,32,32.0,6.066690332960857,0,,24.34802184438595,10,58.0,49.0,11,49.0,0,0.2,24915,0,78,0.6,2500.37710855672,False,0.4853081604381449,0,0.686,12001,478,0,0.0,4780.0,False,-0.18307220708446867,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.1250000000000013,6530.0,393,0,0.0,12598.053893112705,False,-0.5396997974038839,0,0.8030000000000002,40542,0,0,0.0,0.0,False,0.061614601063133365,0,5.960000000000002,-21731.5,158,0,0.0,958.5370726078154,True,-1.5565013868835553,11,3.9550000000000014,39060,563,0,0.0,13707.93629838929,False,-0.13635483044232555,0,0.29900000000000004,61955,0,39,0.5,1911.0,False,0.18335120290427553,0.1375,213886,0.0,0.1,10,0,0,10,3,3.0,5,15,14,125.0,9.0,9,3,14,1804,0.8703944096341729,75.09784891828895
46,14,0,0,0,10.0,20,10.0,32.056116776368206,0,,5.880758129984431,5,4.0,24.34802184438595,0,,49.0,11,49.0,0,0.2,24795,2,88,1.0,2840.938276320402,False,0.48816241701636026,0,0.686,11921,486,0,0.0,4860.0,False,-0.1853428701180745,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,5,3.175000000000001,6390.0,393,0,0.0,12598.053893112705,False,-0.5447229397382098,0,0.8030000000000002,40522,0,5,0.5,121.74010922192976,False,0.06268480595488148,0,5.960000000000002,-21731.5,158,0,0.0,929.1597845375402,True,-1.5568860171183123,11,4.054000000000001,38856,563,0,0.0,13707.93629838929,False,-0.14019208567622882,0,0.29900000000000004,61955,0,39,0.0,1911.0,False,0.18335120290427553,0.1875,213322,0.0,0.1,6,0,0,9,5,5.0,7,16,11,111.0,12.0,10,4,11,200,0.9535341709852219,76.05138308927417
47,11,0,0,0,10.0,20,10.0,32.056116776368206,0,,6.000672671214387,3,8.0,24.192207069879746,5,20.0,49.00000000000001,9,49.0,0,0.2,24695,2,98,1.0,3161.499444084084,False,0.4915843393529769,0,0.6860000000000002,11821,496,0,0.0,4960.0,False,-0.18818119891008175,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,3,3.2000000000000006,6318.0,393,0,0.0,12598.053893112705,False,-0.5473062700815775,0,0.8030000000000002,40598,0,3,0.3,72.57662120963924,False,0.0640312213099274,0,5.960000000000002,-21731.5,158,0,0.0,948.1062820518731,True,-1.5566379548816167,9,4.133000000000001,38713,563,0,0.0,13620.212580342297,False,-0.14370697119855635,0,0.29900000000000004,61855,0,44,0.5,2156.0000000000005,False,0.18377442958448545,0.225,212883,0.0,0.1,7,0,0,4,4,4.0,2,6,13,75.0,30.0,6,5,13,300,1.006888628937304,77.05827171821147
48,13,0,0,0,10.0,20,10.0,32.26250874835746,24,33.5,5.307518498275627,10,2.0,25.410216935065918,5,56.0,49.0,14,49.0,0,0.2,25359,6,84,1.0,2770.0507348620267,False,0.5181667442910431,0,0.6860000000000002,11761,502,0,0.0,5020.0,False,-0.1898841961852861,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,10,3.2970000000000006,5179.0,417,0,0.0,13453.466148065061,False,-0.5728272012474425,2,0.8230000000000002,40768,0,10,1.0,254.10216935065918,False,0.07085943818050568,0,5.960000000000002,-21731.5,158,0,0.0,838.5879227275491,True,-1.558071854163142,14,4.264000000000001,38410,563,0,0.0,14305.952134442112,False,-0.1429570177149323,0,0.29900000000000004,61575,0,49,0.5,2401.0,False,0.18081184282301602,0.3125,211935,0.0,0.1,9,0,0,7,8,7.4,3,10,9,109.0,20.0,10,3,9,1004,0.9040496554225683,77.96232137363404
49,9,0,0,0,10.0,20,10.0,32.26250874835746,0,,5.539740958177949,11,6.636363636363637,26.740243606826297,5,58.0,49.00000000000001,9,49.0,0,0.2,25249,7,94,1.0,3102.6758223456013,False,0.5213634145761126,0,0.6860000000000002,11671,511,0,0.0,5110.0,False,-0.19243869209809264,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,11,3.3970000000000007,4873.0,417,0,0.0,13453.466148065061,False,-0.5838063552067551,0,0.8210000000000002,40985,1,15,1.0,406.6433950605724,False,0.07853889071539673,0,5.960000000000003,-21731.5,158,0,0.0,875.2790713921158,True,-1.557591465194269,9,4.340000000000001,37980,568,0,0.0,15188.458368677337,False,-0.1427453457416122,0,0.29900000000000004,61575,0,49,0.0,2401.0000000000005,False,0.18081184282301602,0.25,211216,0.0,0.1,8,0,0,3,5,5.0,3,6,15,66.0,31.0,6,3,15,490,0.6805847752839327,78.64290614891797
50,15,0,0,0,10.0,20,10.0,32.121496019674616,19,31.0,5.539740958177949,0,,26.740243606826297,0,,49.000000000000014,10,49.0,0,0.2,25738,7,85,1.0,2800.3271616723423,False,0.5405406210738063,0,0.6860000000000002,11571,521,0,0.0,5210.0,False,-0.1952770208900999,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.386000000000001,4284.0,436,0,0.0,14004.972264578133,False,-0.5950455264508248,0,0.8210000000000002,40985,0,16,0.1,427.84389770922076,False,0.07881646413508099,0,5.960000000000003,-21731.5,158,0,0.0,875.2790713921158,True,-1.557591465194269,10,4.431000000000001,37809,568,0,0.0,15188.458368677337,False,-0.1459618685112076,0,0.29900000000000004,61575,0,49,0.0,2401.000000000001,False,0.18081184282301602,0.1375,210845,0.0,0.1,7,0,0,5,3,3.0,5,10,18,128.0,47.0,10,5,18,789,1.0542515013366938,79.69715765025467
51,18,0,0,0,10.000000000000002,20,10.0,32.20831506592468,13,33.23076923076923,5.539740958177949,0,,26.740243606826297,0,,49.000000000000014,12,49.0,0,0.2,26080,6,82,1.0,2701.0818354058238,False,0.5571378813409917,0,0.686,11461,532,0,0.0,5320.000000000001,False,-0.1983991825613079,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.386000000000001,3852.0,449,0,0.0,14461.533464600181,False,-0.6023548946108827,0,0.8210000000000002,40985,0,16,0.0,427.84389770922076,False,0.07881646413508099,0,5.960000000000002,-21731.5,158,0,0.0,875.2790713921158,True,-1.557591465194269,12,4.541000000000001,37576,568,0,0.0,15188.458368677337,False,-0.15034461591071477,0,0.29900000000000004,61575,0,49,0.0,2401.000000000001,False,0.18081184282301602,0.125,210412,0.0,0.1,9,0,0,11,4,4.0,2,13,18,152.0,36.0,13,5,18,632,1.3786145597696304,81.0757722100243
