index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,28,0,0,0,10.000000000000002,20,10.0,25.265549649826376,12,26.0,14.94326420185216,0,,48.05812846853588,13,72.53846153846153,49.0,7,49.0,0,0.8300000000000001,15758,7,28,1.0,777.4353901951386,False,0.3037317476865216,0,1.0370000000000001,15780,9,22,1.0,645.8420922961802,False,0.30019548212741953,0,0.9650000000000001,9699.0,318,0,0.0,8034.444788644788,False,-0.29997844267008295,0,1.3070000000000002,9419.0,299,0,0.0,7554.399345298087,False,-0.32651833864198004,0,0.3440000000000001,29435,0,7,0.0,336.40689927975114,False,0.10266336833314252,3,0.43700000000000006,30744,0,0,0.0,0.0,False,0.14515588333892054,0,0.2,37374,0,0,0.0,0.0,False,0.0,7,2.2680000000000007,21519,243,0,0.0,11678.125217854218,False,-0.26799211727599104,0.25,169728,0.0,0.0,12,0,0,14,5,4.6,23,37,26,299.0,66.0,19,9,26,1120,1.5751556800678372,49.05664051976055
26,26,0,0,0,10.000000000000002,20,10.0,25.4443205033067,32,26.65625,14.903606767221106,3,14.0,47.505247481680065,4,33.0,49.0,12,49.0,0,0.8300000000000001,15648,8,38,1.0,1046.8841791256546,False,0.30572806536639713,10,1.1370000000000005,16333,8,10,1.0,334.443205033067,False,0.3322746550275763,2,0.9850000000000001,9094.0,339,0,0.0,8625.624650620972,False,-0.3157695046794689,1,1.3170000000000002,9115.0,310,0,0.0,7887.739356025077,False,-0.33352711656565587,0,0.3440000000000001,29539,0,5,0.2,237.52623740840033,False,0.10469561286937829,0,0.43400000000000005,30730,0,1,0.1,47.505247481680065,False,0.14551915013747674,0,0.2,37374,0,0,0.0,0.0,False,0.0,12,2.3810000000000007,21130,247,0,0.0,11733.796127974976,False,-0.2776556412482612,0.2875,168963,0.0,0.0,8,0,0,11,10,9.476190476190476,21,32,32,227.0,86.0,15,11,32,618,1.4968145759776235,50.55345509573817
27,32,0,0,0,10.000000000000002,20,10.0,25.428955527906552,36,25.333333333333332,14.903606767221106,0,,48.839313427738496,5,75.0,49.0,9,49.0,0,0.8300000000000001,16178,5,24,1.0,660.2949326697573,False,0.33291461173474995,2,1.1470000000000002,16473,11,10,1.0,364.28955527906555,False,0.34478359125066876,0,0.9830000000000001,8482.0,363,0,0.0,9230.71085663008,False,-0.3315629566032949,0,1.316,8815.0,322,0,0.0,8188.12367998591,False,-0.3411727140965114,0,0.3440000000000001,29539,0,5,0.0,244.19656713869247,False,0.10481984145600427,4,0.47400000000000003,30925,0,0,0.0,0.0,False,0.15189779118709726,0,0.2,37374,0,0,0.0,0.0,False,0.0,9,2.4590000000000005,20596,252,0,0.0,12307.506983790101,False,-0.2842683819795834,0.25,168382,0.0,0.0,14,0,0,18,7,6.166666666666667,18,36,26,304.0,83.0,21,11,26,875,1.5922386022284627,52.145693697966635
28,26,0,0,0,10.000000000000002,20,10.0,25.290968285755046,56,24.714285714285715,14.863279376699534,3,14.0,51.04486546947485,10,71.5,49.0,10,49.0,0,0.8300000000000001,16658,0,13,0.9,328.7825877148156,False,0.3582875489590155,26,1.4050000000000002,16523,17,10,1.0,422.9096828575505,False,0.35118731057156033,1,0.9930000000000003,7772.0,391,0,0.0,9888.768599730223,False,-0.35100621109191016,2,1.3360000000000003,8085.0,350,0,0.0,8851.838900014265,False,-0.36149232162870615,0,0.3440000000000001,29860,0,1,0.1,51.04486546947485,False,0.11317921677411773,5,0.52,31040,0,2,0.2,102.0897309389497,False,0.15808264854432427,0,0.2,37374,0,0,0.0,0.0,False,0.0,10,2.5500000000000007,19693,262,0,0.0,13373.754753002411,False,-0.29416499768552457,0.275,167005,0.0,0.0,13,0,0,13,12,11.444444444444445,17,30,31,184.0,94.0,12,14,31,1055,1.221606514416635,53.36730021238327
29,31,0,0,0,10.000000000000002,20,10.0,25.126917379780824,38,24.0,14.835653681954588,2,14.0,52.46003243888408,9,67.0,49.0,12,49.0,25,1.08,16870,0,8,0.8,201.0153390382466,False,0.37024688490263413,0,1.3790000000000002,16403,19,20,1.0,692.5383475956165,False,0.35238346175194263,2,1.0120000000000002,7278.0,410,0,0.0,10302.036125710138,False,-0.36567224339823057,0,1.3340000000000003,7629.0,369,0,0.0,9271.832513139125,False,-0.3740473483428824,4,0.384,30001,0,1,0.1,52.46003243888408,False,0.11845755638318771,2,0.5350000000000001,31204,0,1,0.1,52.46003243888408,False,0.16326703230228481,0,0.2,37374,0,0,0.0,0.0,False,0.0,12,2.6600000000000006,18837,271,0,0.0,14216.668790937585,False,-0.30579187682697084,0.25,165596,0.0,0.0,9,0,0,17,12,10.61578947368421,24,41,27,341.0,49.0,22,9,27,200,1.5411396650597453,54.908439877443016
30,27,0,0,0,10.000000000000002,20,10.0,25.121069286529924,13,25.0,14.79334100573301,3,14.0,53.208739274438116,3,76.0,49.0,8,49.0,0,1.0550000000000002,16800,0,15,0.7,376.81603929794886,False,0.37169220990302576,0,1.3790000000000002,16598,22,17,1.0,647.0581778710088,False,0.3662922154974167,2,1.0300000000000002,6915.0,423,0,0.0,10626.212308202157,False,-0.3759259898897071,1,1.3440000000000003,7611.0,369,0,0.0,9269.674566729542,False,-0.3750210634191707,0,0.38000000000000006,29987,0,2,0.1,106.41747854887623,False,0.11894098928276678,2,0.553,31312,0,2,0.2,106.41747854887623,False,0.16829473458019292,0,0.2,37374,0,0,0.0,0.0,False,0.0,8,2.728000000000001,18487,274,0,0.0,14579.194561196044,False,-0.3103067030395992,0.25,165084,0.0,0.0,12,0,0,8,8,8.0,14,22,26,194.0,68.0,14,13,26,601,1.598758041858673,56.50719791930169
31,26,0,0,0,10.000000000000002,20,10.0,25.160274111120742,19,25.68421052631579,14.778737025926837,1,14.0,54.53723777522511,6,73.33333333333333,49.0,6,49.0,0,1.0550000000000002,17058,0,10,0.8,251.60274111120742,False,0.38746882281434025,0,1.3790000000000002,16628,24,21,1.0,768.3657563335357,False,0.3736118593594484,1,1.0380000000000003,6559.0,436,0,0.0,10969.879512448644,False,-0.3853251119616045,0,1.3430000000000002,7461.0,375,0,0.0,9435.102791670279,False,-0.37845506809047974,0,0.38000000000000006,29973,0,3,0.1,163.61171332567534,False,0.11948470431194691,4,0.5910000000000001,31562,0,0,0.0,0.0,False,0.17562483703952025,0,0.2,37374,0,0,0.0,0.0,False,0.0,6,2.7800000000000007,17964,280,0,0.0,15270.42657706303,False,-0.31505289001628095,0.23750000000000002,164579,0.0,0.0,13,0,0,12,7,7.0,11,23,25,191.0,84.0,13,13,25,838,1.55245906021446,58.05965697951615
32,25,0,0,0,10.000000000000002,20,10.0,25.160274111120742,0,,14.778737025926837,0,,55.677304625386526,7,69.0,49.0,10,49.0,0,1.0550000000000002,16928,3,20,1.0,533.2054822224148,False,0.3883409560848775,0,1.3790000000000002,16558,21,31,1.0,989.968497444743,False,0.3769062776521899,0,1.0370000000000001,6559.0,436,0,0.0,10969.879512448644,False,-0.3853251119616045,0,1.3430000000000002,7461.0,375,0,0.0,9435.102791670279,False,-0.37845506809047974,3,0.41000000000000003,30247,0,0,0.0,0.0,False,0.12664357283867844,1,0.5970000000000002,31587,0,0,0.0,0.0,False,0.1765560397809811,0,0.2,37374,0,0,0.0,0.0,False,0.0,10,2.8740000000000006,17297,287,0,0.0,15979.386427485933,False,-0.3234148548792484,0.25,164011,0.0,0.0,8,0,0,14,7,6.4,9,23,26,186.0,82.0,13,12,26,200,1.3689023237675428,59.42855930328369
33,26,0,0,0,10.000000000000002,20,10.0,25.191013807276335,39,25.384615384615383,14.719843583413564,4,14.0,56.81714300002434,6,72.0,49.00000000000001,9,49.0,0,1.0550000000000002,17324,2,12,1.0,322.292165687316,False,0.4118002489175339,0,1.3790000000000002,16952,22,20,1.0,723.8202761455267,False,0.3979741734414826,2,1.0570000000000002,6521.0,436,0,0.0,10983.282019972481,False,-0.3869224757585873,2,1.363,6433.0,414,0,0.0,10429.079716212402,False,-0.40555578962405836,5,0.4570000000000001,30354,0,2,0.2,113.63428600004868,False,0.1327454517450749,1,0.6060000000000001,31578,0,2,0.2,113.63428600004868,False,0.17833713796699913,0,0.2,37374,0,0,0.0,0.0,False,0.0,9,2.954000000000001,16710,293,0,0.0,16647.42289900713,False,-0.33018377884348576,0.3,163246,0.0,0.0,13,0,0,16,11,11.0,10,26,30,241.0,83.0,17,9,30,1190,1.1365295490249991,60.56508885230869
34,30,0,0,0,10.000000000000002,20,10.0,25.209012986765362,21,25.428571428571427,14.664044058349734,4,14.0,55.26083751659223,9,41.888888888888886,49.000000000000014,8,49.0,0,1.0550000000000002,17254,0,21,0.9,529.3892727220726,False,0.4145090542075928,1,1.3890000000000002,17335,25,10,1.0,502.0901298676537,False,0.4199471186866231,2,1.0750000000000002,5949.0,457,0,0.0,11520.518934951771,False,-0.402405865699914,2,1.3810000000000002,6395.0,414,0,0.0,10436.53137652086,False,-0.4073050072338252,5,0.502,30344,0,2,0.2,110.52167503318447,False,0.13231500121118156,0,0.6050000000000001,31684,0,2,0.2,110.52167503318447,False,0.18222746815348423,0,0.2,37374,0,0,0.0,0.0,False,0.0,8,3.025000000000001,16207,302,0,0.0,16688.772930010855,False,-0.3430891404450841,0.2875,162542,0.0,0.0,13,0,0,8,9,7.944444444444444,11,19,36,264.0,118.0,19,11,36,703,1.370412821881473,61.935501674190164
35,36,0,0,0,10.0,20,10.0,25.306340635891516,35,26.0,14.650047067857118,1,14.0,56.33338891923722,5,73.0,49.000000000000014,14,49.0,1,1.0650000000000002,17725,0,8,0.8,202.45072508713213,False,0.43933995660424435,3,1.4180000000000004,17490,27,10,1.0,523.0634063589151,False,0.43330897885986747,0,1.0730000000000004,5663.0,468,0,0.0,11843.36741759723,False,-0.4087637180362042,1,1.3890000000000002,5753.0,438,0,0.0,11084.177198520483,False,-0.42354350315095224,3,0.5270000000000001,30560,0,1,0.1,56.33338891923722,False,0.13935138728571603,0,0.6050000000000001,31684,0,2,0.0,112.66677783847445,False,0.18226741866574428,0,0.2,37374,0,0,0.0,0.0,False,0.0,14,3.1570000000000014,15514,307,0,0.0,17294.35039820583,False,-0.35352985500340034,0.23750000000000002,161763,0.0,0.0,11,0,0,13,11,8.921678321678321,10,23,34,344.0,137.0,23,13,34,486,1.5631166575476527,63.498618331737816
36,34,0,0,0,10.0,20,10.0,25.34293771008244,31,25.64516129032258,14.607372269525438,3,14.0,56.85560080430363,6,63.333333333333336,49.000000000000014,6,49.0,3,1.0940000000000003,17857,0,8,0.8,202.7435016806595,False,0.45000983050789917,10,1.5150000000000001,17680,29,10,1.0,543.4293771008244,False,0.4494723204320074,1,1.0830000000000004,5385.0,478,0,0.0,12113.924225419405,False,-0.4160476619011074,2,1.4080000000000001,5180.0,459,0,0.0,11632.408408927839,False,-0.4387973765201633,2,0.544,30661,0,2,0.2,113.71120160860725,False,0.14418205389072541,1,0.6150000000000001,31786,0,1,0.1,56.85560080430363,False,0.18502729542973706,0,0.2,37374,0,0,0.0,0.0,False,0.0,6,3.2030000000000007,15060,313,0,0.0,17795.803051747036,False,-0.35896876101371233,0.2625,160983,0.0,0.0,11,0,0,6,9,7.9393939393939394,15,21,32,287.0,132.0,21,13,32,594,1.4474331606179476,64.94605149235576
37,32,0,0,0,10.0,20,10.0,25.418184024265646,42,25.88095238095238,14.592954947249657,1,14.0,56.490175604285696,5,51.2,49.000000000000014,12,49.0,3,1.1210000000000002,17950,3,10,1.0,284.18184024265645,False,0.4608066952055978,21,1.7150000000000003,17879,26,10,1.0,514.1818402426564,False,0.4643593799048308,1,1.0920000000000003,4904.0,496,0,0.0,12607.41927603576,False,-0.42800297856395425,0,1.4060000000000004,4556.0,483,0,0.0,12276.982883720308,False,-0.45419559855771385,0,0.542,30795,0,1,0.1,56.490175604285696,False,0.14810761305926712,2,0.6340000000000001,31804,0,0,0.0,0.0,False,0.18463887957686148,0,0.2,37374,0,0,0.0,0.0,False,0.0,12,3.3170000000000006,14552,318,0,0.0,17963.87584216285,False,-0.3703125723475832,0.2625,159814,0.0,0.0,10,0,0,7,12,10.170163170163171,10,17,33,249.0,127.0,17,15,33,348,1.3699169987812638,66.31596849113703
38,33,0,0,0,10.0,20,10.0,25.349926723479406,27,24.666666666666668,14.549478031671153,3,14.0,57.9066819515999,7,72.0,49.00000000000002,9,49.0,12,1.2380000000000002,18116,2,10,1.0,273.49926723479405,False,0.47377873505186896,0,1.6940000000000004,17899,27,15,1.0,650.2489008521911,False,0.47146745663513073,1,1.1010000000000004,4886.0,496,0,0.0,12573.563654845786,False,-0.4297855554035474,2,1.4260000000000004,3852.0,510,0,0.0,12928.462628974497,False,-0.47350049431013325,0,0.542,30767,0,3,0.2,173.7200458547997,False,0.14924796151999856,7,0.7020000000000002,31955,0,1,0.1,57.9066819515999,False,0.1913418013549298,0,0.2,37374,0,0,0.0,0.0,False,0.0,9,3.395,13889,325,0,0.0,18819.67163426997,False,-0.3766030979521865,0.2875,158738,0.0,0.0,10,0,0,10,13,12.444444444444445,11,21,27,279.0,93.0,21,12,27,330,2.3660211069509387,68.68198959808797
39,27,0,0,0,10.0,20,10.0,25.391944621200746,30,25.766666666666666,14.534950661796625,1,14.0,58.15843645502008,4,62.5,49.000000000000014,9,49.0,1,1.2360000000000002,18301,0,10,1.0,253.91944621200747,False,0.48792569423544635,4,1.7340000000000002,18182,29,10,1.0,543.9194462120074,False,0.4900250079213567,0,1.1,4886.0,496,0,0.0,12594.40453211557,False,-0.4292537375697772,1,1.4340000000000002,3061.0,540,0,0.0,13711.650095448404,False,-0.4938846050972644,0,0.542,30803,0,2,0.0,116.31687291004016,False,0.14951981362740796,2,0.7150000000000001,32063,0,1,0.1,58.15843645502008,False,0.195369285887716,0,0.2,37374,0,0,0.0,0.0,False,0.0,9,3.4760000000000004,13481,329,0,0.0,19134.125593701607,False,-0.38331292350696194,0.2625,158151,0.0,0.0,11,0,0,8,10,8.162337662337663,6,14,19,231.0,97.0,14,13,19,548,1.0556136928498745,69.73760329093784
40,19,0,0,0,9.999999999999998,20,10.0,25.391944621200746,0,,14.491624618638507,3,14.0,59.28910325460481,6,71.66666666666667,49.000000000000014,10,49.0,0,1.235,18211,0,19,0.9,482.4469478028142,False,0.4898848182399197,0,1.7300000000000002,18072,30,20,1.0,807.8388924240148,False,0.49179809820040427,2,1.12,4848.0,496,0,0.0,12594.40453211557,False,-0.4311931067644286,1,1.4430000000000003,3043.0,540,0,0.0,13711.650095448404,False,-0.4948032536631519,0,0.542,30845,0,3,0.2,177.86730976381443,False,0.15223055294378918,4,0.7530000000000001,32229,0,1,0.1,59.28910325460481,False,0.20157352969148515,0,0.2,37374,0,0,0.0,0.0,False,0.0,10,3.5670000000000006,12862,335,0,0.0,19861.84959029261,False,-0.3901395409871487,0.275,157484,0.0,0.0,11,0,0,4,9,8.8,5,9,23,146.0,52.0,9,10,23,270,1.0276112128049135,70.76521450374275
41,23,0,0,0,9.999999999999998,20,10.0,25.44241501813956,35,25.82857142857143,14.463799815407096,2,14.0,58.349231391999666,19,55.1578947368421,49.000000000000014,10,49.0,4,1.2750000000000001,18617,0,10,1.0,254.4241501813956,False,0.513460805417093,0,1.7300000000000002,18284,30,18,1.0,757.963470326512,False,0.5069020375585995,0,1.1180000000000003,4126.0,524,0,0.0,13331.82546950513,False,-0.4492236023909072,2,1.4620000000000002,2823.0,547,0,0.0,13917.00101492234,False,-0.5007910325884879,11,0.6520000000000001,30991,0,1,0.1,58.349231391999666,False,0.15544286570924126,4,0.7890000000000001,32380,0,1,0.1,58.349231391999666,False,0.20718049002480723,0,0.2,37374,0,0,0.0,0.0,False,0.0,10,3.6570000000000014,11629,354,0,0.0,20655.627912767883,False,-0.41251099811676717,0.275,156224,0.0,0.0,16,0,0,9,14,13.0,4,13,24,187.0,79.0,13,10,24,1076,1.2676838506013155,72.03289835434407
42,24,0,0,0,9.999999999999998,20,10.0,25.45223130374132,56,25.5,14.436358827882588,2,14.0,58.815306349711264,11,62.0,49.00000000000001,10,49.0,6,1.3310000000000002,18795,0,9,0.9,229.07008173367188,False,0.5268094502112907,22,1.9500000000000004,18596,31,10,1.0,564.5223130374131,False,0.5242843081565367,2,1.1380000000000003,3374.0,552,0,0.0,14049.63167966521,False,-0.4692857078782992,0,1.4600000000000002,2109.0,575,0,0.0,14635.03299965126,False,-0.5189080075622319,2,0.661,30995,0,1,0.1,58.815306349711264,False,0.15560053835344187,7,0.8550000000000002,32591,0,1,0.1,58.815306349711264,False,0.21504852136830388,0,0.2,37374,0,0,0.0,0.0,False,0.0,10,3.7470000000000008,10762,365,0,0.0,21467.586817644613,False,-0.42484632608705775,0.2625,154596,0.0,0.0,15,0,0,9,18,16.633333333333333,7,16,29,247.0,67.0,16,8,29,739,1.2342350790277123,73.26713343337178
43,29,0,0,0,9.999999999999998,20,10.0,25.404363115216345,35,25.0,14.397191999373218,3,14.0,58.815306349711264,0,,49.00000000000001,10,49.0,2,1.3450000000000004,18938,0,9,0.9,228.6392680369471,False,0.5383382829243821,14,2.0680000000000005,18780,32,10,1.0,574.0436311521634,False,0.5395253787304063,2,1.1560000000000001,2761.0,575,0,0.0,14607.508791249398,False,-0.48633487824718286,1,1.4700000000000002,1791.0,587,0,0.0,14912.361148631995,False,-0.5280606014945393,0,0.6590000000000001,30967,0,3,0.2,176.4459190491338,False,0.15674835026351422,0,0.8480000000000001,32577,0,2,0.1,117.63061269942253,False,0.2156224273233401,0,0.2,37374,0,0,0.0,0.0,False,0.0,10,3.8370000000000015,10579,365,0,0.0,21467.586817644613,False,-0.4297427781660431,0.275,153767,0.0,0.0,10,0,0,8,10,8.348484848484848,10,18,30,266.0,88.0,18,11,30,200,1.6469561494886875,74.91408958286047
44,30,0,0,0,9.999999999999998,20,10.0,25.37652783571025,22,25.0,14.36117181117812,3,14.0,60.57261767259947,10,74.2,49.00000000000001,8,49.0,13,1.473,19094,1,10,1.0,263.7652783571025,False,0.5523522518513162,0,2.0540000000000003,18690,31,20,1.0,817.530556714205,False,0.5420884358786519,1,1.1640000000000001,2468.0,586,0,0.0,14870.645311726206,False,-0.49457371359277824,2,1.4890000000000003,1478.0,598,0,0.0,15175.163645754728,False,-0.5373286810820984,2,0.679,31243,0,1,0.1,60.57261767259947,False,0.1648707978111633,3,0.8780000000000001,32772,0,2,0.2,121.14523534519894,False,0.22295126523159392,0,0.2,37374,0,0,0.0,0.0,False,0.0,8,3.907000000000001,9712,375,0,0.0,22714.731627224803,False,-0.43625606534991174,0.2875,152831,0.0,0.0,10,0,0,11,12,10.081818181818182,6,17,29,268.0,110.0,17,13,29,200,1.5929920300841331,76.5070816129446
45,29,0,0,0,10.0,20,10.0,25.4475876351949,37,26.0,14.338437088185874,2,14.0,60.45669389033906,20,60.0,49.00000000000001,10,49.0,1,1.4700000000000002,19219,5,10,1.0,304.475876351949,False,0.5640886506399656,6,2.1140000000000003,19180,27,10,1.0,524.475876351949,False,0.5698213918591825,1,1.1730000000000005,2112.0,599,0,0.0,15243.104993481746,False,-0.5032381087710078,1,1.497,836.0,622,0,0.0,15828.399509091229,False,-0.5534245302365206,9,0.7670000000000001,31308,0,0,0.0,0.0,False,0.1661638171862778,8,0.9550000000000001,33044,0,2,0.2,120.91338778067812,False,0.23307843311693438,0,0.2,37374,0,0,0.0,0.0,False,0.0,10,3.9990000000000006,8333,395,0,0.0,23880.39408668393,False,-0.4575588097784031,0.275,151406,0.0,0.0,11,0,0,13,12,9.952447552447552,5,18,21,253.0,78.0,18,11,21,538,1.5699431356042624,78.07702474854887
46,21,0,0,0,10.0,20,10.0,25.482979270287593,20,26.0,14.327001638596787,1,14.0,60.45669389033906,0,,49.00000000000001,11,49.0,0,1.469,19139,3,20,1.0,539.6595854057518,False,0.5671239235125455,10,2.2080000000000006,19370,29,10,1.0,544.8297927028759,False,0.585984246778477,1,1.1820000000000004,1834.0,609,0,0.0,15519.134375605145,False,-0.5103824033988684,0,1.4960000000000002,576.0,632,0,0.0,16105.24289882176,False,-0.5596294044395795,0,0.758,31308,0,0,0.0,0.0,False,0.1661638171862778,0,0.9470000000000001,33030,0,3,0.1,181.37008167101718,False,0.2336829083635233,0,0.2,37374,0,0,0.0,0.0,False,0.0,11,4.099,8117,395,0,0.0,23880.39408668393,False,-0.4633382286257301,0.2625,150748,0.0,0.0,9,0,0,7,8,8.0,7,14,22,218.0,21.0,14,7,22,460,1.2104743756353855,79.28749912418425
47,22,0,0,0,10.0,20,10.0,25.47619889957013,25,25.4,14.304163051314337,2,14.0,61.28423240351748,5,76.0,49.00000000000001,11,49.0,5,1.5190000000000003,19589,1,10,1.0,264.7619889957013,False,0.5923601933385425,0,2.1980000000000004,19250,31,20,1.0,819.5239779914026,False,0.5873849002015101,1,1.191,1566.0,619,0,0.0,15769.76711883391,False,-0.5176644095428726,1,1.5060000000000004,173.0,647,0,0.0,16483.100688021874,False,-0.5705547441047802,5,0.8080000000000003,31463,0,0,0.0,0.0,False,0.1719372741833352,0,0.9470000000000001,33002,0,5,0.2,306.4211620175874,False,0.23496891946991455,0,0.2,37374,0,0,0.0,0.0,False,0.0,11,4.198000000000001,7517,400,0,0.0,24513.692961406992,False,-0.47091971743181094,0.275,149934,0.0,0.0,12,0,0,5,10,10.0,8,13,27,181.0,52.0,13,9,27,710,0.9333955952897668,80.22089471947402
48,27,0,0,0,10.0,20,10.0,25.4833951204339,29,25.551724137931036,14.304163051314337,0,,61.89622317328167,7,69.28571428571429,49.0,7,49.0,6,1.5740000000000003,19819,0,7,0.7,178.3837658430373,False,0.6074438339056534,0,2.1980000000000004,19435,35,17,1.0,783.2177170473763,False,0.6008565893034871,0,1.1900000000000002,1241.0,632,0,0.0,16105.505716114225,False,-0.5256837369573791,0,1.5050000000000006,-834.0,663,0,0.0,16895.490964847675,False,-0.6114246461965991,5,0.8530000000000002,31578,0,0,0.0,0.0,False,0.1762208067940552,0,0.9470000000000001,33147,0,3,0.0,185.688669519845,False,0.23812136681044155,0,0.2,37374,0,0,0.0,0.0,False,0.0,7,4.2570000000000014,6925,407,0,0.0,25191.76283152564,False,-0.4776881945801139,0.2125,148685,0.0,0.0,12,0,0,8,7,9.4013986013986,8,16,23,235.0,63.0,16,11,23,670,1.1945665711537004,81.41546129062772
49,23,0,0,0,10.0,20,10.0,25.581767442735245,19,27.0,14.304163051314337,0,,59.97114944211335,15,49.4,48.99999999999999,8,49.0,0,1.5680000000000003,19719,0,17,1.0,434.8900465264992,False,0.6097250725283204,2,2.218000000000001,19806,35,10,1.0,605.8176744273525,False,0.6236502896417986,0,1.1900000000000002,1241.0,632,0,0.0,16167.677023808676,False,-0.5240972485503553,0,1.5050000000000001,-3109.0,682,0,0.0,17446.765395945436,False,-0.7134641881202042,8,0.9280000000000002,31450,0,0,0.0,0.0,False,0.17145304875777553,4,0.9870000000000001,33468,0,0,0.0,0.0,False,0.24661973404849705,0,0.2,37374,0,0,0.0,0.0,False,0.0,8,4.330000000000001,6062,422,0,0.0,25307.825064571833,False,-0.49922639984251305,0.25,146011,0.0,0.0,8,0,0,2,7,8.259649122807017,9,11,25,184.0,66.0,11,12,25,200,0.9244834156706929,82.33994470629841
50,25,0,0,0,10.0,20,10.0,25.51186925579662,36,25.0,14.272448898562995,3,14.0,60.45849735511047,5,69.0,48.99999999999999,11,49.0,7,1.6380000000000003,20032,4,10,1.0,295.1186925579662,False,0.6293548119724653,2,2.2360000000000007,20004,31,10,1.0,565.1186925579661,False,0.6379942952183273,2,1.2100000000000002,603.0,656,0,0.0,16735.78623180258,False,-0.5421612169081714,1,1.5150000000000001,-8064.0,694,0,0.0,17705.237263522853,False,-0.9597520347166772,0,0.9200000000000002,31436,0,1,0.1,60.45849735511047,False,0.17205755759219113,5,1.0330000000000001,33560,0,2,0.2,120.91699471022093,False,0.25229852487634036,0,0.2,37374,0,0,0.0,0.0,False,0.0,11,4.432000000000001,5502,427,0,0.0,25815.778370632168,False,-0.5074145345610296,0.2875,140447,0.0,0.0,9,0,0,6,12,22.939999999999998,8,14,29,217.0,64.0,14,11,29,500,1.0052913967519999,83.34523610305041
51,29,0,0,1,10.000000000000002,20,10.0,25.398551887159925,29,24.344827586206897,14.262318830561595,1,14.0,61.32287766799316,6,73.33333333333333,48.99999999999999,10,49.0,28,1.9110000000000003,19657,5,29,1.0,786.5580047276378,False,0.6189163506147614,0,2.2340000000000004,20164,30,10,1.0,553.9855188715993,False,0.6504636866722489,1,1.2180000000000002,335.0,666,0,0.0,16915.43555684851,False,-0.5512545790331603,0,1.5140000000000005,-28580.36111111111,713,0,0.0,18109.167495545025,True,-1.996518187370552,0,0.9200000000000002,31492,0,1,0.1,61.32287766799316,False,0.17415954999940383,3,1.0580000000000003,33795,0,0,0.0,0.0,False,0.2587998659068052,0,0.2,37374,0,0,0.0,0.0,False,0.0,10,4.521000000000002,4885,433,0,0.0,26552.806030241038,False,-0.5140631718542163,0.2625,147702,0.0,0.1,11,0,0,8,9,73.38947368421051,6,14,24,211.0,90.0,14,15,24,520,1.1431300537660718,84.48836615681648
