index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,48,0,0,0,10.000000000000002,20,10.0,22.313171103346573,26,18.884615384615383,44.44110946264777,14,37.857142857142854,50.11869961486175,11,55.0,50.99999999999999,10,51.0,0,0.5780000000000001,43496,15,45,1.0,1154.092699650596,False,0.1061956314900181,26,3.367000000000001,30651,251,0,0.0,2510.0000000000005,False,-0.19918678781185684,0,0.227,61774,44,50,1.0,3203.835001679638,False,0.043070450482065474,0,0.29000000000000004,61380,115,45,1.0,4565.864602704006,False,0.04779427412156231,0,0.40700000000000003,77373,0,17,0.9,852.0178934526497,False,-0.007108467166185978,0,0.30800000000000005,77762,2,69,1.0,3547.072492350756,False,0.015053553603749336,0,0.2,100269,0,0,0.0,0.0,False,0.0,10,2.2080000000000006,79981,306,0,0.0,15336.322082147695,False,-0.12585982665555803,0.6125,532686,0.0,0.0,13,0,0,14,5,5.0,18,32,53,288.0,122.0,22,26,53,1335,2.8583374390145764,96.54370888409903
26,53,0,0,0,10.000000000000002,20,10.0,22.340277481615175,32,22.5,44.55449840124151,6,47.166666666666664,51.88455911968027,9,79.0,50.99999999999999,12,51.0,0,0.5780000000000001,43954,19,35,1.0,971.9097118565311,False,0.11540472004237395,12,3.461000000000001,30361,257,0,0.0,2570.0000000000005,False,-0.20571256463028964,0,0.227,61484,48,59,1.0,3701.0487247907777,False,0.04238918287653494,0,0.29000000000000004,61233,123,50,1.0,4975.579050300742,False,0.048746515333536966,0,0.40700000000000003,77325,0,18,0.1,933.9220641542448,False,-0.007198414517367947,0,0.30800000000000005,78238,0,67,0.7,3476.265461018578,False,0.020676562490546804,0,0.2,100269,0,0,0.0,0.0,False,0.0,12,2.3180000000000005,79030,315,0,0.0,16343.636122699285,False,-0.13032125520998877,0.475,531894,0.0,0.0,12,0,0,22,6,6.0,15,37,59,359.0,153.0,27,26,59,1792,2.5926589450100437,99.13636782910908
27,59,0,0,0,10.000000000000002,20,10.0,21.696436423482304,27,16.962962962962962,43.94421856297734,32,41.46875,51.725351926156556,47,51.276595744680854,50.99999999999999,10,51.0,0,0.5780000000000001,43864,18,45,1.0,1156.3396390567036,False,0.11546031372743219,27,3.719000000000001,29817,268,0,0.0,2680.0000000000005,False,-0.2179860448772652,0,0.227,61955,59,47,1.0,3345.468021445391,False,0.047214964214728546,0,0.29000000000000004,61631,119,50,1.0,4779.086862543261,False,0.053680005123053896,10,0.5070000000000001,76984,9,10,1.0,912.7514863283616,False,-0.011685438981517865,0,0.30800000000000005,79162,3,58,1.0,3131.9030674060123,False,0.03027147294020882,0,0.2,100269,0,0,0.0,0.0,False,0.0,10,2.406000000000001,76450,362,0,0.0,18724.577397268673,False,-0.14417927077527115,0.625,530132,0.0,0.0,15,0,0,20,7,6.909090909090909,16,36,50,333.0,191.0,25,34,50,3508,2.50798312301049,101.64435095211957
28,50,0,0,0,10.000000000000002,20,10.0,21.900855201328863,15,24.666666666666668,44.46699422806189,19,48.473684210526315,49.47655500348298,32,38.125,50.99999999999999,15,51.0,0,0.5780000000000001,44104,16,45,1.0,1145.538484059799,False,0.12134855785427184,5,3.742000000000001,29622,280,0,0.0,2800.0000000000005,False,-0.2213744289945284,0,0.227,62271,64,43,1.0,3313.7354846917087,False,0.05215470534975654,0,0.29000000000000004,61866,109,55,1.0,4832.8778994882505,False,0.057990403886570265,22,0.7170000000000001,75945,18,10,1.0,1295.1714461399438,False,-0.022505159489126847,0,0.30800000000000005,79162,0,61,0.3,3018.069855212462,False,0.02954508815669806,0,0.2,100269,0,0,0.0,0.0,False,0.0,15,2.5460000000000007,74889,394,0,0.0,19493.762671372293,False,-0.15591178394432825,0.5375,528128,0.0,0.0,9,0,0,15,7,6.888888888888889,17,32,43,302.0,98.0,22,28,43,1801,2.748130152991507,104.39248110511107
29,43,0,0,0,10.000000000000002,20,10.0,22.230025510026167,41,23.804878048780488,44.67132099472068,13,47.0,49.66792329370772,1,83.0,51.0,8,51.0,0,0.5780000000000001,44867,19,22,1.0,679.0605612205757,False,0.13464510518072095,8,3.8170000000000006,29415,287,0,0.0,2870.0000000000005,False,-0.2256914813513378,0,0.227,62227,84,40,1.0,3654.174982631025,False,0.05423208893029038,0,0.29000000000000004,61545,110,65,1.0,5348.938670759722,False,0.05695402056287735,0,0.6950000000000001,75522,17,20,1.0,1752.7709227844061,False,-0.02498359460166163,0,0.30800000000000005,79057,0,64,0.4,3178.7470907972943,False,0.029230353073136,0,0.2,100269,0,0,0.0,0.0,False,0.0,8,2.6110000000000007,74696,395,0,0.0,19618.82970101455,False,-0.15721294866302366,0.55,527598,0.0,0.0,12,0,0,12,5,5.0,18,30,33,247.0,90.0,18,25,33,1787,2.1238307850435376,106.51631189015461
30,33,0,0,0,10.000000000000002,20,10.0,21.965098535472208,13,17.615384615384617,44.98948341358305,14,48.285714285714285,49.66792329370772,0,,50.99999999999999,12,51.0,0,0.5780000000000001,44911,17,28,1.0,785.0227589932218,False,0.13707924751509987,9,3.899,29154,299,0,0.0,2990.0000000000005,False,-0.23073640881481852,0,0.227,62674,87,36,1.0,3530.584975475072,False,0.060571972674624885,0,0.29000000000000004,61545,100,75,1.0,5570.7211095659495,False,0.05877912004448678,0,0.6950000000000001,74846,21,30,1.0,2434.8168504964756,False,-0.02925866015048953,0,0.30800000000000005,79057,0,64,0.0,3178.7470907972943,False,0.029230353073136,0,0.2,100269,0,0,0.0,0.0,False,0.0,12,2.7230000000000008,74465,395,0,0.0,19618.82970101455,False,-0.15951675143357089,0.5,526921,0.0,0.0,8,0,0,7,7,7.0,14,21,32,117.0,84.0,10,23,32,1000,4.465969233016949,110.98228112317156
31,32,0,0,0,10.000000000000002,20,10.0,22.054579238445886,14,23.357142857142858,44.98948341358305,0,,49.199836358091815,9,41.0,51.0,9,51.0,0,0.5780000000000001,45047,19,30,1.0,851.6373771533765,False,0.14132871564120003,6,3.950000000000001,28990,307,0,0.0,3070.0000000000005,False,-0.2338487023743788,0,0.227,62535,82,46,1.0,3877.991734577383,False,0.061143137103782046,0,0.29000000000000004,61357,99,85,1.0,6007.509434760702,False,0.05927936136836278,0,0.6950000000000001,75215,11,31,1.0,2020.07924465026,False,-0.027195880056088494,0,0.30800000000000005,79057,0,64,0.0,3148.789526917876,False,0.029039189895591178,0,0.2,100269,0,0,0.0,0.0,False,0.0,9,2.801000000000001,73961,404,0,0.0,19876.733888669092,False,-0.16325716877265614,0.5,526431,0.0,0.0,8,0,0,11,4,4.0,14,25,34,203.0,51.0,15,17,34,825,1.9548872979939915,112.93716842116555
32,34,0,0,0,10.000000000000002,20,10.0,22.756676474847172,19,30.0,45.12484697991758,5,49.0,49.199836358091815,0,,51.0,7,51.0,0,0.5780000000000001,45537,17,21,1.0,647.8902059717907,False,0.15107035547878864,0,3.944000000000001,28870,319,0,0.0,3190.0000000000005,False,-0.2353546508709402,0,0.227,62535,72,56,1.0,4165.47213706438,False,0.0635088804709128,0,0.29000000000000004,61032,108,90,1.0,6518.957287476076,False,0.05813918339238695,0,0.6950000000000001,74970,6,41,1.0,2287.94237256127,False,-0.028613364818512572,0,0.30800000000000005,79057,0,64,0.0,3148.789526917876,False,0.029039189895591178,0,0.2,100269,0,0,0.0,0.0,False,0.0,7,2.862000000000001,73861,404,0,0.0,19876.733888669092,False,-0.16425448598934325,0.5,526131,0.0,0.0,7,0,0,7,2,2.0,18,25,39,228.0,75.0,14,20,39,1015,1.8248380220029503,114.7620064431685
33,39,0,0,0,10.000000000000002,20,10.0,22.32650636246052,13,15.923076923076923,44.86681699676459,12,42.0,48.42838967361243,11,37.90909090909091,51.0,10,51.0,0,0.5780000000000001,45427,18,31,1.0,872.1216972362761,False,0.15112345887802162,13,4.074000000000001,28613,328,0,0.0,3280.0000000000005,False,-0.24067566889212388,0,0.227,62422,69,64,1.0,4412.00522680271,False,0.06367785206144527,0,0.29000000000000004,61442,104,90,1.0,6359.970191404707,False,0.06357881294462304,0,0.6950000000000001,74917,6,40,1.0,2206.3364889250847,False,-0.029810502776270516,0,0.30800000000000005,79023,0,66,0.2,3196.2737184584203,False,0.02890827580822417,0,0.2,100269,0,0,0.0,0.0,False,0.0,10,2.9550000000000005,73274,415,0,0.0,20097.781714549157,False,-0.16900646403898925,0.525,525387,0.0,0.0,10,0,0,15,5,5.0,15,30,41,263.0,119.0,19,20,41,1121,2.1501913309912197,116.91219777415972
34,41,0,0,0,10.000000000000002,20,10.0,21.205426989162287,31,14.483870967741936,45.12487659823081,18,47.0,50.56819029117359,14,72.71428571428571,51.0,11,51.0,0,0.5780000000000001,45349,18,39,1.0,1007.0116525773292,False,0.1508585368778843,29,4.351000000000001,27885,338,0,0.0,3380.0000000000005,False,-0.2576928869032679,0,0.227,62752,68,65,1.0,4375.086014148039,False,0.06880532936806101,0,0.29000000000000004,61509,116,91,1.0,6566.193301181829,False,0.06637858836700598,0,0.6950000000000001,75089,14,36,1.0,2452.2031228574806,False,-0.02604648576460327,0,0.30800000000000005,79023,0,66,0.0,3337.500559217457,False,0.029809462958914897,0,0.2,100269,0,0,0.0,0.0,False,0.0,11,3.0550000000000006,72049,429,0,0.0,21693.75363491347,False,-0.1732651485757638,0.5,523925,0.0,0.0,12,0,0,18,10,10.0,13,31,30,315.0,120.0,21,20,30,2086,2.389146299974527,119.30134407413425
35,30,0,0,0,10.0,20,10.0,22.17837391906829,23,30.434782608695652,44.211224480636666,49,41.714285714285715,49.306618842643225,47,45.46808510638298,51.00000000000001,11,51.0,0,0.5780000000000001,45929,20,26,1.0,776.6377218957755,False,0.1625249450566711,0,4.322000000000002,27805,346,0,0.0,3460.0,False,-0.2586968525676422,0,0.227,62592,63,75,1.0,4713.079392949052,False,0.06895340108419368,0,0.29000000000000004,63013,124,52,1.0,5049.102038957575,False,0.0786476245408712,2,0.7150000000000001,75684,18,10,1.0,1288.8682290778922,False,-0.02587633219486768,0,0.30800000000000005,78421,25,67,1.0,4408.824074473013,False,0.028962836760892587,0,0.2,100269,0,0,0.0,0.0,False,0.0,11,3.1540000000000004,69717,476,0,0.0,23469.950569098175,False,-0.18766542715546095,0.625,523430,0.0,0.0,15,0,0,10,4,3.4,12,22,45,187.0,138.0,12,18,45,4871,1.8574351469869725,121.15877922112122
36,45,0,0,0,10.0,20,10.0,22.047433176209804,15,20.333333333333332,40.68190074669845,44,27.477272727272727,49.44179888980933,2,61.0,51.00000000000001,9,51.0,0,0.5780000000000001,46123,20,22,1.0,685.0435298766157,False,0.16624471073084446,1,4.332000000000001,27691,356,0,0.0,3560.0,False,-0.260303197630641,0,0.227,62723,67,69,1.0,4284.22917432825,False,0.06758035167076692,0,0.29000000000000004,63786,115,34,1.0,3918.639440651875,False,0.08206717885952589,0,0.7130000000000001,75189,31,19,1.0,2200.5331020540293,False,-0.026376199001646124,0,0.30800000000000005,77829,36,76,1.0,5222.125142506653,False,0.026597357844368293,0,0.2,100269,0,0,0.0,0.0,False,0.0,9,3.233000000000001,69460,478,0,0.0,23633.17986932886,False,-0.18941457544540757,0.625,523070,0.0,0.0,14,0,0,14,3,3.0,19,33,44,342.0,163.0,23,22,44,1825,2.8118594670086168,123.97063868812984
37,44,0,0,0,10.0,20,10.0,22.443568419056152,24,25.583333333333332,40.160359866561656,12,32.0,49.434567723321585,21,49.38095238095238,51.00000000000001,5,51.0,0,0.5780000000000001,46354,21,21,1.0,681.3149368001792,False,0.17199582019979137,13,4.461000000000001,27549,365,0,0.0,3650.0,False,-0.26273781436674865,0,0.227,62493,81,67,1.0,4508.673153003179,False,0.06564190616207626,0,0.29000000000000004,63786,105,44,1.0,4123.630518129608,False,0.08375409830749041,0,0.7130000000000001,75734,21,14,1.0,1535.451505324297,False,-0.023664738467224535,0,0.30800000000000005,77937,38,80,1.0,5480.85909279507,False,0.02962669797332085,0,0.2,100269,0,0,0.0,0.0,False,0.0,5,3.274000000000001,68373,499,0,0.0,24667.84929393747,False,-0.1950959454370869,0.625,522495,0.0,0.0,12,0,0,17,2,2.0,16,33,52,288.0,159.0,23,21,52,1962,2.923145836975891,126.89378452510573
38,52,0,0,0,10.0,20,10.0,23.4481860484981,23,31.869565217391305,40.34543142938484,5,47.0,49.77830056221355,3,68.0,51.00000000000001,9,51.0,2,0.5980000000000001,46957,19,10,1.0,424.481860484981,False,0.18390745771403275,0,4.448000000000001,27429,377,0,0.0,3770.0,False,-0.2642437628633101,0,0.227,62315,84,72,1.0,4874.518690989549,False,0.06572292739338663,0,0.29000000000000004,63466,105,54,1.0,4640.712832279082,False,0.08274257996575894,0,0.7130000000000001,75499,16,24,1.0,1840.2061163632825,False,-0.024719191150880022,0,0.30800000000000005,78141,28,87,1.0,5460.384228935354,False,0.03209954712424925,0,0.2,100269,0,0,0.0,0.0,False,0.0,9,3.3590000000000013,68037,502,0,0.0,24988.706882231203,False,-0.19684694730060537,0.625,522113,0.0,0.0,10,0,0,14,3,2.6666666666666665,17,31,56,299.0,183.0,21,31,56,1279,2.5482395160361193,129.44202404114185
39,56,0,0,0,10.0,20,10.0,22.791550920727346,79,21.17721518987342,37.73193280535767,20,16.0,50.14996803535469,12,54.666666666666664,51.0,9,51.0,6,0.6560000000000001,47227,15,10,1.0,377.91550920727343,False,0.19009983822608398,63,5.078000000000001,25472,391,0,0.0,3910.0,False,-0.31160584308016664,0,0.227,62412,77,72,1.0,4471.648582881759,False,0.06400408649650055,0,0.29000000000000004,62016,171,54,1.0,5934.87957893369,False,0.06952780311504211,0,0.7130000000000001,75507,26,26,1.0,2284.9294218585214,False,-0.021779254799514314,0,0.30800000000000005,78469,18,93,1.0,5343.121817784424,False,0.03553730293649761,0,0.2,100269,0,0,0.0,0.0,False,0.0,9,3.440000000000001,67255,514,0,0.0,25777.08357017231,False,-0.20071465971450642,0.625,518627,0.0,0.0,10,0,0,14,9,8.375,16,30,44,286.0,210.0,19,37,44,1176,2.2828724150313064,131.72489645617316
40,44,0,0,0,9.999999999999998,20,10.0,22.013905002676605,16,10.0625,38.36612907067015,10,49.0,50.06326231658266,5,47.6,51.0,14,51.0,0,0.6500000000000001,47227,15,10,1.0,370.13905002676603,False,0.1900022470009884,6,5.075000000000001,25277,401,0,0.0,4009.999999999999,False,-0.3152452186135234,0,0.227,62596,73,77,1.0,4561.207003636993,False,0.06776944159414242,0,0.29000000000000004,62161,171,59,1.0,6027.9793706272385,False,0.07268042076587199,0,0.7130000000000001,75507,16,36,1.0,2416.135508527698,False,-0.020942011406097246,0,0.30800000000000005,78217,18,98,1.0,5596.790030297164,False,0.03393990268962909,0,0.2,100269,0,0,0.0,0.0,False,0.0,14,3.571000000000001,66698,519,0,0.0,25982.8331423064,False,-0.205243728658377,0.625,517952,0.0,0.0,12,0,0,10,6,6.0,14,24,43,212.0,132.0,14,30,43,1028,1.7522161420201883,133.47711259819334
41,43,0,0,0,9.999999999999998,20,10.0,21.967375747173275,1,11.0,38.321251390757844,13,37.76923076923077,49.711604771133494,12,45.833333333333336,51.00000000000001,8,51.0,0,0.6500000000000001,47107,17,20,1.0,609.3475149434655,False,0.18999231357541624,1,5.079000000000001,25183,409,0,0.0,4089.999999999999,False,-0.3166005722604287,0,0.227,62852,63,79,1.0,4411.323531941786,False,0.07074938307034173,0,0.29000000000000004,62385,162,64,1.0,6011.274960050572,False,0.07622965289134595,0,0.7130000000000001,75746,11,35,1.0,2161.4399322880085,False,-0.019517076342028563,0,0.30800000000000005,78037,16,107,1.0,5932.281732763409,False,0.0337835120014,0,0.2,100269,0,0,0.0,0.0,False,0.0,8,3.637000000000001,66032,531,0,0.0,26396.862133471885,False,-0.2098212701160285,0.625,517611,0.0,0.0,10,0,0,12,3,3.0,12,24,40,170.0,140.0,14,29,40,1241,1.9217393199796788,135.39885191817302
42,40,0,0,0,9.999999999999998,20,10.0,21.641540451616848,10,14.7,38.744567226690016,23,41.608695652173914,47.02822879378003,21,30.428571428571427,51.000000000000014,11,51.0,0,0.6500000000000001,47081,16,28,1.0,765.9631326452718,False,0.19130519467704013,8,5.158000000000002,24936,420,0,0.0,4199.999999999999,False,-0.3214196074494252,0,0.227,63225,61,76,1.0,4264.721076777068,False,0.0756819654436139,0,0.29000000000000004,62822,154,64,1.0,5812.449532057155,False,0.08178582211735841,0,0.7130000000000001,75375,19,36,1.0,2429.1630138831915,False,-0.022543500090081187,0,0.30800000000000005,78090,11,105,1.0,5364.154262840494,False,0.03083461549109504,0,0.2,100269,0,0,0.0,0.0,False,0.0,11,3.7390000000000008,65188,552,0,0.0,25959.582294166576,False,-0.22041916098611444,0.625,516986,0.0,0.0,13,0,0,17,6,6.0,12,29,46,237.0,122.0,18,22,46,1860,1.950014061992988,137.348865980166
43,46,0,0,0,9.999999999999998,20,10.0,21.629006355322904,4,21.0,39.228034033237954,10,47.0,44.582204956429784,33,34.515151515151516,51.00000000000001,11,51.0,0,0.6500000000000001,47053,15,36,1.0,928.6442287916245,False,0.19264399664664963,2,5.170000000000002,24797,431,0,0.0,4309.999999999999,False,-0.3235279353446112,0,0.227,63214,52,86,1.0,4498.319257335255,False,0.0774232562857787,0,0.29000000000000004,63219,147,64,1.0,5690.058112359696,False,0.0873126459648751,0,0.7130000000000001,76279,14,13,1.0,1128.7611408989185,False,-0.01930444930254915,0,0.30800000000000005,77855,6,115,1.0,5362.321774188853,False,0.027823789972617703,0,0.2,100269,0,0,0.0,0.0,False,0.0,11,3.838000000000001,63844,585,0,0.0,26080.589899511422,False,-0.23321968953758676,0.625,516530,0.0,0.0,12,0,0,19,5,5.0,12,31,55,273.0,149.0,20,26,55,1871,2.2972381429863162,139.64610412315233
44,55,0,0,0,9.999999999999998,20,10.0,21.514876139767708,2,11.0,39.228034033237954,0,,43.533115748122306,27,37.629629629629626,51.00000000000001,7,51.0,0,0.6500000000000001,46954,16,45,1.0,1128.169426289547,False,0.19266313722064088,1,5.178000000000001,24693,440,0,0.0,4399.999999999999,False,-0.3250087846995633,0,0.227,63214,42,96,1.0,4669.516065061088,False,0.07883207479600629,0,0.29000000000000004,63197,139,74,1.0,5893.44230188732,False,0.08862425568135848,5,0.7630000000000001,76757,4,10,1.0,592.2432936141748,False,-0.016627678201961656,0,0.30800000000000005,78143,0,112,0.6,4875.708963789698,False,0.028394181452535135,0,0.2,100269,0,0,0.0,0.0,False,0.0,7,3.8970000000000007,62730,612,0,0.0,26642.26683785085,False,-0.24152895292737112,0.575,515957,0.0,0.0,9,0,0,24,4,3.4545454545454546,14,38,39,408.0,186.0,27,28,39,787,2.393897684989497,142.04000180814182
45,39,0,0,0,10.0,20,10.0,21.499963858680594,5,21.0,40.031616820229644,16,47.75,42.387659123017194,27,35.55555555555556,51.00000000000001,12,51.0,0,0.6500000000000001,46874,14,55,1.0,1322.4980122274326,False,0.1930939462404928,5,5.227000000000001,24553,452,0,0.0,4520.0,False,-0.32701671602831184,0,0.227,63638,37,95,1.0,4598.502260692998,False,0.08522607564881746,0,0.29000000000000004,63432,129,79,1.0,5935.9930665679385,False,0.09284215561947964,0,0.758,76217,10,13,1.0,951.35573680152,False,-0.021227757052417702,0,0.30800000000000005,78879,0,92,0.0,3899.664639317582,False,0.031558940217198274,0,0.2,100269,0,0,0.0,0.0,False,0.0,12,4.010000000000001,61540,639,0,0.0,27085.71417960799,False,-0.25118573946280515,0.5,515402,0.0,0.0,12,0,0,13,4,4.0,12,25,41,202.0,143.0,16,23,41,1924,2.313892067002598,144.35389387514442
46,41,0,0,0,10.0,20,10.0,21.734137271517326,103,22.087378640776695,40.42469241865345,7,49.0,42.387659123017194,0,,51.00000000000001,9,51.0,0,0.6500000000000001,47510,13,41,1.0,1021.0996281322103,False,0.20527457994242526,79,6.0120000000000005,21614,463,0,0.0,4630.0,False,-0.3994026404296973,0,0.227,62177,97,105,1.0,6352.804019295792,False,0.07561681412873636,0,0.29000000000000004,62961,152,82,1.0,6618.413643600216,False,0.09070601592850619,0,0.758,75874,7,23,1.0,1257.8890067599696,False,-0.023649184448159864,0,0.30800000000000005,78879,0,92,0.0,3899.664639317582,False,0.031558940217198274,0,0.2,100269,0,0,0.0,0.0,False,0.0,9,4.088000000000001,61402,639,0,0.0,27085.71417960799,False,-0.25256203722183335,0.5,510686,0.0,0.0,9,0,0,17,7,7.0,15,32,43,328.0,132.0,22,19,43,1269,1.85235304600792,146.20624692115234
47,43,0,0,0,10.0,20,10.0,21.48387787316823,50,20.32,41.583083414706515,30,47.13333333333333,41.75971472634538,28,37.964285714285715,51.0,12,51.0,0,0.6500000000000001,47742,15,40,1.0,1009.3551149267291,False,0.21095019219575736,39,6.323000000000001,20763,471,0,0.0,4710.0,False,-0.4197580442748858,0,0.227,62735,97,101,1.0,6283.827578582676,False,0.08423301550867102,0,0.29000000000000004,62801,182,76,1.0,7070.380112434314,False,0.09179199881856434,0,0.758,75407,20,16,1.0,1499.8171039156564,False,-0.02806538679925185,0,0.30800000000000005,78995,0,88,0.7,3674.8548959183936,False,0.03160482219560976,0,0.2,100269,0,0,0.0,0.0,False,0.0,12,4.199000000000001,60108,667,0,0.0,27853.729722472366,False,-0.2616375463878548,0.5875,508820,0.0,0.0,16,0,0,15,7,7.0,15,30,44,286.0,156.0,20,23,44,3029,1.8891392729710788,148.09538619412342
48,44,0,0,0,10.0,20,10.0,22.117074297836115,17,31.58823529411765,41.90208584646803,9,47.44444444444444,40.83705208067157,32,35.71875,51.0,6,51.0,0,0.6500000000000001,48199,13,33,1.0,859.8634518285918,False,0.22054444370047435,0,6.284000000000001,20643,483,0,0.0,4830.0,False,-0.4212639927714472,0,0.227,63018,87,105,1.0,6323.904477790886,False,0.08922056384890198,0,0.29000000000000004,62408,189,83,1.0,7658.0001675478725,False,0.09015948392458624,7,0.8280000000000001,75470,18,10,1.0,1162.6080660431403,False,-0.029413139606136434,0,0.30800000000000005,79298,0,80,0.1,3266.9641664537257,False,0.03286898365443437,0,0.2,100269,0,0,0.0,0.0,False,0.0,6,4.247000000000002,58885,699,0,0.0,28545.099404389428,False,-0.2703871615135814,0.5125,508190,0.0,0.0,15,0,0,15,3,2.7777777777777777,14,29,39,223.0,133.0,19,25,39,2019,2.2653879050049,150.36077409912832
49,39,0,0,0,10.0,20,10.0,22.179663573252764,4,26.0,41.90208584646803,0,,40.83705208067157,0,,51.0,12,51.0,0,0.6500000000000001,48233,10,39,1.0,965.0068793568578,False,0.22271731940360504,0,6.2840000000000025,20513,496,0,0.0,4960.0,False,-0.4228954369760554,0,0.227,62914,81,115,1.0,6615.292621777297,False,0.089906784359332,0,0.29000000000000004,62408,179,93,1.0,7867.053763333772,False,0.09187983478442507,0,0.8210000000000002,75470,8,20,1.0,1151.9577283851756,False,-0.029481100819432025,0,0.30800000000000005,79298,0,80,0.0,3266.9641664537257,False,0.03286898365443437,0,0.2,100269,0,0,0.0,0.0,False,0.0,12,4.361000000000001,58661,699,0,0.0,28545.099404389428,False,-0.27262115207896054,0.5,507766,0.0,0.0,7,0,0,13,3,3.0,14,27,34,267.0,94.0,17,22,34,304,3.835574158001691,154.19634825713
50,34,0,0,0,10.0,20,10.0,22.129829446588328,1,11.0,41.40862562980661,28,38.785714285714285,39.25004002228907,33,30.181818181818183,51.0,9,51.0,0,0.6500000000000001,48113,12,49,1.0,1204.3616428828282,False,0.22270922196278833,1,6.294000000000001,20419,504,0,0.0,5040.0,False,-0.42425079062296067,0,0.227,63509,72,107,1.0,6024.070662543667,False,0.09483426868894873,0,0.29000000000000004,62888,169,93,1.0,7590.943360045441,False,0.09750772198394836,0,0.8210000000000002,75818,7,12,1.0,760.8608596761151,False,-0.027535473609703667,0,0.30800000000000005,78860,9,75,1.0,3316.4306323399396,False,0.027594763849226198,0,0.2,100269,0,0,0.0,0.0,False,0.0,9,4.439000000000001,57540,732,0,0.0,28731.0292963156,False,-0.2828739226664493,0.625,507416,0.0,0.0,15,0,0,13,3,3.0,9,22,36,153.0,111.0,12,22,36,2282,1.9776228769915178,156.17397113412153
51,36,0,0,0,10.000000000000002,20,10.0,22.074976693666663,1,11.0,40.81017954036891,4,17.0,39.32718169037066,8,41.25,51.00000000000001,9,51.0,0,0.6500000000000001,48023,11,59,1.0,1412.423624926333,False,0.22306138779336296,1,6.303000000000001,20295,515,0,0.0,5150.000000000001,False,-0.42598263139400633,0,0.227,63509,62,117,1.0,6143.439561230495,False,0.09581658323236482,0,0.29000000000000004,62945,160,99,1.0,7572.204045483188,False,0.09829164441056636,0,0.8210000000000002,76028,0,14,0.7,550.5805436651892,False,-0.02619722456694327,0,0.30800000000000005,78912,3,82,1.0,3347.2594372315007,False,0.02845512428679037,0,0.2,100269,0,0,0.0,0.0,False,0.0,9,4.520000000000001,57070,740,0,0.0,29102.114450874287,False,-0.2857108655173869,0.5875,507051,0.0,0.0,8,0,0,15,3,3.0,15,30,39,302.0,93.0,20,16,39,598,1.9273181469761766,158.1012892810977
