index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,26,0,0,0,10.000000000000002,20,10.0,29.838302079841867,42,32.76190476190476,7.600713664059273,6,3.0,37.69985219247069,15,50.666666666666664,42.0,20,42.0,0,0.2,30655,2,19,1.0,586.9277395169954,False,0.2072738002636433,0,0.42500000000000004,22400,275,0,0.0,2750.0000000000005,False,-0.07255705090696314,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,6,1.4840000000000002,27976.0,241,0,0.0,7191.03080124189,False,-0.19991091230053357,0,0.5780000000000001,54497,0,6,0.6,226.19911315482415,False,0.04647119970446323,10,0.7320000000000002,53972,0,0,0.0,0.0,False,0.034243556577560605,0,0.9830000000000001,68312,0,10,1.0,420.0,False,-0.01260861420522501,7,1.3230000000000004,67986,0,5,0.5,210.0,False,-0.0188192573165987,0.3875,366111,0.0,0.0,17,0,0,24,8,8.0,11,35,31,230.0,50.0,17,9,31,2382,6.519311241048854,200.6748711031396
27,31,0,0,0,10.000000000000002,20,10.0,30.496299531924564,30,33.46666666666667,7.039335970550832,16,4.8125,36.837095289039276,5,18.0,42.0,20,42.0,11,0.31000000000000005,31318,3,10,1.0,334.96299531924564,False,0.22822241067523402,0,0.42500000000000004,22310,284,0,0.0,2840.0000000000005,False,-0.0743124634289058,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,16,1.6380000000000003,26519.0,271,0,0.0,8264.497173151556,False,-0.22323242304673652,0,0.5780000000000001,54537,0,6,0.5,221.02257173423567,False,0.04718810550669963,0,0.7220000000000002,53945,1,10,1.0,375.4102888609436,False,0.03732308411287677,0,0.9830000000000001,68648,0,2,0.0,84.0,False,-0.010187760277821808,7,1.3860000000000003,68027,0,5,0.5,210.0,False,-0.01822845367955387,0.375,365617,0.0,0.0,13,0,0,23,7,6.035714285714286,12,35,36,241.0,66.0,19,12,36,1238,7.235711167973932,207.91058227111353
28,36,0,0,0,10.000000000000002,20,10.0,30.496299531924564,0,,7.102107263093214,5,8.0,37.15508406914335,15,39.333333333333336,42.0,20,42.0,0,0.29900000000000004,31218,3,20,1.0,639.9259906384913,False,0.2302696701899452,0,0.42500000000000004,22210,294,0,0.0,2940.0000000000005,False,-0.07626292178661985,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,5,1.6720000000000004,26419.0,271,0,0.0,8264.497173151556,False,-0.225766634906848,4,0.6180000000000001,54833,0,5,0.5,185.77542034571675,False,0.05252252007613026,0,0.7220000000000002,54035,0,6,0.1,222.93050441486008,False,0.0375867634800696,3,1.0130000000000003,68364,0,10,1.0,420.0,False,-0.011859302275314496,10,1.4790000000000003,67838,0,5,0.5,210.0,False,-0.020951914347882475,0.3875,365230,0.0,0.0,12,0,0,24,8,7.133333333333333,14,38,31,282.0,101.0,20,16,31,750,6.64023855200503,214.55082082311856
29,31,0,0,0,10.000000000000002,20,10.0,30.83628960183937,16,34.0,6.581989865500371,10,3.0,37.8239179323211,5,52.0,42.0,20,42.0,0,0.29900000000000004,31672,2,14,1.0,451.70805442575113,False,0.24430871961041054,0,0.42500000000000004,22100,305,0,0.0,3050.0000000000005,False,-0.07840842598010532,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,10,1.7670000000000003,25625.0,287,0,0.0,8850.015115727898,False,-0.2384691445042081,0,0.6140000000000001,55093,0,0,0.0,0.0,False,0.05572482514132414,0,0.7220000000000002,54005,0,16,1.0,605.1826869171376,False,0.0406743574486647,1,1.0200000000000002,68776,0,0,0.0,0.0,False,-0.008948513624508264,4,1.5090000000000003,67746,0,5,0.5,210.0,False,-0.022277620070031846,0.3125,365330,0.0,0.0,15,0,0,11,5,4.5,20,31,31,202.0,94.0,14,17,31,1592,5.688809549959842,220.2396303730784
30,31,0,0,0,10.000000000000002,20,10.0,30.83628960183937,0,,6.581989865500371,0,,38.60405484500253,20,42.5,42.0,20,42.0,0,0.29900000000000004,31572,2,24,1.0,760.0709504441448,False,0.24642229277246241,0,0.42500000000000004,22000,315,0,0.0,3150.0000000000005,False,-0.08035888433781939,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,1.7570000000000003,25625.0,287,0,0.0,8850.015115727898,False,-0.2384691445042081,5,0.6640000000000001,55138,0,0,0.0,0.0,False,0.05658714189901313,0,0.7220000000000002,54605,0,1,0.0,38.60405484500253,False,0.046743355895803355,13,1.149,67684,10,10,1.0,806.0405484500253,False,-0.018876604547386613,2,1.5250000000000001,67940,0,0,0.0,0.0,False,-0.020995143882300386,0.25,364877,0.0,0.0,13,0,0,14,7,6.666666666666667,16,30,38,145.0,73.0,13,18,38,968,5.737057316990104,225.9766876900685
31,38,0,0,0,10.000000000000002,20,10.0,30.83628960183937,0,,6.50444282567507,1,1.0,38.213518791966614,10,34.0,42.0,20,42.0,0,0.29900000000000004,31472,2,34,1.0,1068.4338464625384,False,0.24853586593451413,0,0.42500000000000004,21900,325,0,0.0,3250.0000000000005,False,-0.08230934269553344,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,1,1.7670000000000001,25598.0,287,0,0.0,8850.015115727898,False,-0.2391533817064382,0,0.659,55137,0,1,0.1,38.213518791966614,False,0.05693411438911529,9,0.812,54576,0,0,0.0,0.0,False,0.04581776372520839,0,1.1360000000000001,67680,10,12,1.0,886.1351879196661,False,-0.01835716826433665,12,1.6430000000000005,67740,0,0,0.0,0.0,False,-0.023877112843494676,0.2625,364416,0.0,0.0,12,0,0,24,7,6.9,15,39,37,261.0,78.0,21,17,37,536,9.7849216380273,235.7616093280958
32,37,0,0,0,10.000000000000002,20,10.0,30.83628960183937,0,,6.0092122727528725,9,2.4444444444444446,38.213518791966614,0,,42.0,20,42.0,0,0.29900000000000004,31372,2,44,1.0,1376.7967424809322,False,0.2506494390965659,0,0.42500000000000004,21800,335,0,0.0,3350.0000000000005,False,-0.08425980105324751,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,9,1.8560000000000003,25338.0,287,0,0.0,8850.015115727898,False,-0.24574233254272812,0,0.659,55130,0,6,0.5,229.2811127517997,False,0.05863065165039564,0,0.8030000000000002,54561,0,4,0.4,152.85407516786645,False,0.046994865144848776,0,1.1360000000000001,68100,0,12,1.0,504.0,False,-0.015058287822240154,10,1.731,67577,0,0,0.0,0.0,False,-0.02622591754686802,0.3625,364191,0.0,0.0,12,0,0,23,9,9.0,14,37,29,242.0,83.0,20,17,29,620,6.622553569963202,242.384162898059
33,29,0,0,0,10.000000000000002,20,10.0,31.010570088944547,13,33.0,5.676571535938986,9,3.2222222222222223,38.62578545255235,10,43.0,41.99999999999999,20,42.0,0,0.29900000000000004,31691,3,41,1.0,1301.4333736467265,False,0.2616234322926999,0,0.42500000000000004,21710,344,0,0.0,3440.0000000000005,False,-0.08601521357519017,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,9,1.9370000000000003,24666.0,300,0,0.0,9303.171026683363,False,-0.2570302708225626,4,0.6990000000000002,55372,0,4,0.4,154.5031418102094,False,0.0625515295756464,0,0.8030000000000002,54556,0,9,0.5,347.63206907297115,False,0.04876527804036579,0,1.1360000000000001,68392,0,6,0.5,251.99999999999994,False,-0.012666253584448896,9,1.8110000000000004,67184,0,5,0.5,209.99999999999997,False,-0.030375952850987795,0.3625,363884,0.0,0.0,16,0,0,11,7,6.8,22,33,28,180.0,75.0,14,15,28,1351,5.91706988401711,248.3012327820761
34,28,0,0,0,10.000000000000002,20,10.0,31.29038019039135,15,34.0,4.924756413782292,13,1.0,38.273293877993495,25,36.8,41.99999999999999,20,42.0,0,0.29900000000000004,32131,0,36,1.0,1126.4536868540886,False,0.2753745599152348,0,0.42500000000000004,21580,357,0,0.0,3570.0000000000005,False,-0.08855080944021845,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,13,2.0580000000000007,23805.0,315,0,0.0,9856.469759973275,False,-0.27183895387768275,11,0.8050000000000002,55626,0,0,0.0,0.0,False,0.06593848807128486,1,0.8130000000000002,54662,3,10,1.0,397.5072080212818,False,0.05127438160411311,0,1.1360000000000001,68134,0,10,1.0,419.99999999999994,False,-0.015173566580687926,9,1.8920000000000003,66850,5,10,1.0,611.3664693899674,False,-0.03229702674906723,0.5,363101,0.0,0.0,13,0,0,14,10,7.633333333333334,21,35,29,248.0,73.0,17,11,29,1088,5.539634941029362,253.84086772310548
35,29,0,0,0,10.0,20,10.0,31.421694920422123,12,33.0,4.87327745949598,2,3.0,38.75570649502539,5,50.0,41.99999999999999,20,42.0,0,0.29900000000000004,32467,0,30,0.6,942.6508476126637,False,0.28489664223937317,0,0.42500000000000004,21440,371,0,0.0,3710.0,False,-0.09128145114101814,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,2,2.0650000000000004,23359.0,327,0,0.0,10274.894238978035,False,-0.2778396573875059,0,0.794,55626,0,0,0.0,0.0,False,0.06593848807128486,0,0.812,54906,0,10,0.5,387.5570649502539,False,0.05585471941123166,0,1.1360000000000001,68262,0,6,0.5,251.99999999999994,False,-0.014539533409225182,1,1.8930000000000005,67262,0,5,0.5,209.99999999999997,False,-0.029251984956122024,0.2625,363635,0.0,0.0,18,0,0,11,2,1.3333333333333333,21,32,30,187.0,103.0,14,15,30,1560,6.295278438017704,260.1361461611232
36,30,0,0,0,10.0,20,10.0,31.560492620997035,8,34.0,5.089508378201668,5,8.0,39.24720421186953,5,50.0,41.99999999999999,20,42.0,0,0.29900000000000004,32649,0,31,0.9,978.3752712509081,False,0.29269310066804954,0,0.42500000000000004,21330,382,0,0.0,3820.0,False,-0.09342695533450361,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,5,2.1130000000000004,22987.0,335,0,0.0,10572.765028034008,False,-0.28349258707508856,5,0.8440000000000001,55631,0,5,0.5,196.23602105934765,False,0.06791449670460235,0,0.812,54906,0,10,0.0,392.4720421186953,False,0.05590181126874288,4,1.1760000000000002,68224,0,5,0.5,209.99999999999997,False,-0.015389714252777497,5,1.9420000000000004,67418,0,0,0.0,0.0,False,-0.02851708287101748,0.2375,363458,0.0,0.0,13,0,0,14,7,6.333333333333333,22,36,32,189.0,71.0,16,14,32,850,6.589404534024652,266.72555069514783
37,32,0,0,0,10.0,20,10.0,31.59938573301152,3,33.333333333333336,5.089508378201668,0,,39.24720421186953,0,,42.0,20,42.0,0,0.29900000000000004,32639,1,38,1.0,1210.7766578544376,False,0.29683590126495885,0,0.42500000000000004,21240,391,0,0.0,3910.0,False,-0.09518236785644626,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,2.1080000000000005,22887.0,338,0,0.0,10680.592377757894,False,-0.2846605121926268,0,0.8390000000000002,55631,0,5,0.0,196.23602105934765,False,0.06791449670460235,0,0.812,54906,0,10,0.0,392.4720421186953,False,0.05590181126874288,6,1.232,68368,0,0,0.0,0.0,False,-0.014827730305344611,9,2.0270000000000006,67283,0,0,0.0,0.0,False,-0.030462411919823622,0.125,363267,0.0,0.0,14,0,0,25,6,5.75,13,38,26,225.0,52.0,20,12,26,468,7.189946161000989,273.9154968561488
38,26,0,0,0,10.0,20,10.0,31.59938573301152,0,,4.909275718367762,3,1.0,41.15901675172094,20,51.0,41.99999999999999,20,42.0,0,0.29900000000000004,32519,3,48,1.0,1546.770515184553,False,0.29870822147814624,0,0.42500000000000004,21160,399,0,0.0,3990.0,False,-0.09674273454261752,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,3,2.138000000000001,22806.0,338,0,0.0,10680.592377757894,False,-0.28671322379931713,5,0.8890000000000002,55926,0,0,0.0,0.0,False,0.07168726645587813,0,0.812,55423,0,3,0.3,123.47705025516282,False,0.06323155169354383,8,1.3060000000000003,67745,0,10,1.0,419.99999999999994,False,-0.020778996210210815,12,2.1380000000000003,66559,0,10,1.0,419.99999999999994,False,-0.03786907215009294,0.4125,362451,0.0,0.0,11,0,0,13,11,11.0,22,35,29,244.0,24.0,17,9,29,970,6.352480050001759,280.2679769061506
39,29,0,0,0,10.0,20,10.0,31.57843518283886,1,29.0,4.689752271671262,5,2.0,39.77738610293079,14,28.857142857142858,42.0,20,42.0,0,0.29900000000000004,32498,0,55,0.8,1736.8139350561373,False,0.30159574673407724,0,0.42500000000000004,21010,414,0,0.0,4140.0,False,-0.0996684220791886,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,5,2.1850000000000005,22647.0,339,0,0.0,10705.089526982374,False,-0.2904322158263764,5,0.9340000000000002,55971,0,5,0.5,198.88693051465395,False,0.074455178025435,6,0.8720000000000001,55321,0,0,0.0,0.0,False,0.06009389671361502,2,1.3180000000000003,67743,4,10,1.0,579.1095444117232,False,-0.019661443978761985,0,2.126000000000001,66895,0,2,0.0,84.0,False,-0.03544821822268974,0.2875,362398,0.0,0.0,15,0,0,14,5,4.166666666666666,20,34,31,208.0,81.0,17,12,31,943,7.155470122990664,287.42344702914124
40,31,0,0,0,9.999999999999998,20,10.0,31.57843518283886,0,,4.7975591655309024,12,5.333333333333333,40.2135457831936,5,50.0,42.0,20,42.0,0,0.29900000000000004,32418,0,63,0.8,1989.4414165188482,False,0.3034024071878067,0,0.42500000000000004,20890,426,0,0.0,4259.999999999999,False,-0.10200897210844548,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,12,2.3000000000000007,22325.0,339,0,0.0,10705.089526982374,False,-0.29859237801593547,0,0.9290000000000003,56191,0,5,0.5,201.06772891596802,False,0.07869184371865445,0,0.8660000000000001,55287,0,7,0.7,281.49482048235524,False,0.06213945406230104,1,1.3260000000000003,67905,0,9,0.9,378.0,False,-0.018776027782180786,7,2.1960000000000006,66889,0,0,0.0,0.0,False,-0.03613989077337637,0.36250000000000004,362218,0.0,0.0,14,0,0,20,8,6.833333333333334,16,36,29,236.0,53.0,19,12,29,828,6.475386229983997,293.89883325912524
41,29,0,0,0,9.999999999999998,20,10.0,31.881924623933937,16,34.0,4.559379109487627,6,2.0,38.50641295408737,8,16.0,41.99999999999999,20,42.0,0,0.29900000000000004,32872,0,56,0.9,1785.3877789403004,False,0.3171325878474801,0,0.42500000000000004,20780,437,0,0.0,4369.999999999999,False,-0.10415447630193095,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,6,2.3480000000000008,21616.0,355,0,0.0,11318.083241496548,False,-0.3087926603966479,0,0.9290000000000003,56179,0,11,0.6,423.57054249496105,False,0.08059375819196087,1,0.8760000000000001,55374,0,0,0.0,0.0,False,0.061109514228226504,0,1.3250000000000002,68155,0,8,0.8,335.99999999999994,False,-0.015476173321613326,11,2.299000000000001,66723,0,0,0.0,0.0,False,-0.03853192501116763,0.2875,362012,0.0,0.0,12,0,0,14,7,6.125,20,34,28,191.0,40.0,17,12,28,1122,6.472780878015328,300.37161413714057
42,28,0,0,0,9.999999999999998,20,10.0,32.08221753766954,12,34.0,4.481141795261863,2,2.0,39.709875828146075,10,52.0,42.0,20,42.0,0,0.29900000000000004,33190,0,53,0.9,1700.3575294964858,False,0.3278790233956794,0,0.42500000000000004,20670,448,0,0.0,4479.999999999999,False,-0.10629998049541642,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,2,2.3620000000000005,21156.0,367,0,0.0,11774.173836324722,False,-0.31467088397966647,0,0.9290000000000003,56439,0,6,0.0,238.25925496887646,False,0.08380051025168986,5,0.9250000000000003,55425,0,2,0.2,79.41975165629215,False,0.06284775080632639,1,1.3350000000000002,68223,0,5,0.5,210.0,False,-0.015404124097583469,11,2.3980000000000006,66282,0,5,0.5,210.0,False,-0.04337363286597403,0.2625,361698,0.0,0.0,11,0,0,16,7,6.5,15,31,35,124.0,41.0,14,14,35,1162,5.942224294994958,306.3138384321355
43,35,0,0,0,9.999999999999998,20,10.0,32.17647205458836,7,33.714285714285715,4.019611339780794,9,1.0,40.72782305700338,10,51.0,42.0,20,42.0,0,0.29900000000000004,33326,0,56,1.0,1801.882435056948,False,0.33516447113432707,0,0.42500000000000004,20570,458,0,0.0,4579.999999999999,False,-0.10825043885313049,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,9,2.450000000000001,20657.0,374,0,0.0,12034.000548416047,False,-0.3240243214848448,4,0.9690000000000003,56780,0,5,0.5,203.63911528501689,False,0.09000324916436726,0,0.9200000000000002,55421,0,6,0.4,244.36693834202026,False,0.06435150846356252,2,1.3540000000000003,67905,0,10,1.0,420.0,False,-0.018473421041255385,8,2.467000000000001,66386,0,0,0.0,0.0,False,-0.043388042710780006,0.3625,361358,0.0,0.0,14,0,0,11,8,6.699999999999999,22,33,29,208.0,100.0,15,20,29,938,6.372742453007959,312.6865808851435
44,29,0,0,0,9.999999999999998,20,10.0,32.01086968919325,6,29.0,3.4898199187166363,13,1.0,41.17011505833703,5,50.0,41.99999999999999,20,42.0,0,0.29900000000000004,33360,4,60,1.0,1960.652181351595,False,0.33958752060369807,0,0.42500000000000004,20510,464,0,0.0,4639.999999999999,False,-0.10942071386775892,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,13,2.571000000000001,20092.0,380,0,0.0,12164.130481893435,False,-0.33669373439060524,0,0.9650000000000001,57030,0,0,0.0,0.0,False,0.09284277091118137,0,0.9200000000000004,55408,3,16,1.0,669.1913006895425,False,0.06817276325275029,0,1.3520000000000003,68241,0,2,0.0,83.99999999999999,False,-0.016052567113852185,12,2.5790000000000006,65916,0,5,0.5,209.99999999999997,False,-0.04864763606495958,0.3125,360870,0.0,0.0,14,0,0,11,8,8.0,22,33,32,183.0,80.0,16,13,32,960,5.490003696002532,318.176584581146
45,32,0,0,0,10.0,20,10.0,32.01086968919325,0,,3.4825832243205115,1,3.0,41.17011505833703,0,,41.99999999999999,20,42.0,0,0.29900000000000004,33270,3,70,1.0,2270.7608782435273,False,0.34212523655633953,0,0.42500000000000004,20400,475,0,0.0,4750.0,False,-0.1115662180612444,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,1,2.568000000000001,20067.0,380,0,0.0,12164.130481893435,False,-0.3373272873556331,0,0.9650000000000001,57027,0,1,0.1,41.17011505833703,False,0.09317974623989977,0,0.9200000000000002,55408,0,19,0.3,782.2321861084037,False,0.06925584158386898,8,1.4320000000000002,68216,0,0,0.0,0.0,False,-0.017018026715852272,5,2.617000000000001,66070,0,0,0.0,0.0,False,-0.04794155366946698,0.175,360771,0.0,0.0,11,0,0,8,9,8.333333333333332,21,29,31,132.0,121.0,11,21,31,410,5.837080308003351,324.01366488914937
46,31,0,0,0,10.0,20,10.0,32.01086968919325,0,,3.3592256125740856,7,2.2857142857142856,37.770416980792554,23,23.82608695652174,41.99999999999999,20,42.0,0,0.29900000000000004,33170,3,80,1.0,2590.86957513546,False,0.34446790667320953,0,0.42500000000000004,20300,485,0,0.0,4850.0,False,-0.11351667641895846,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,7,2.637000000000001,19877.0,380,0,0.0,12164.130481893435,False,-0.34214228988984496,8,1.0450000000000002,56837,0,2,0.2,75.54083396158511,False,0.08986816933948052,0,0.9200000000000004,55802,0,10,0.5,377.70416980792555,False,0.0729300006688505,9,1.5140000000000002,67940,0,9,0.9,377.99999999999994,False,-0.018271683213971785,11,2.722000000000001,65481,4,10,1.0,571.0816679231701,False,-0.0523143531570301,0.44999999999999996,359720,0.0,0.0,12,0,0,9,12,11.88888888888889,22,31,33,142.0,84.0,11,20,33,604,5.098352328990586,329.11201721813995
47,33,0,0,0,10.0,20,10.0,32.12116982553081,13,33.0,4.372025438250143,11,10.0,38.914805952161736,10,51.0,42.0,20,42.0,0,0.29900000000000004,33529,0,77,1.0,2473.330076565872,False,0.356179638708131,0,0.42500000000000004,20170,498,0,0.0,4980.0,False,-0.11605227228398673,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,11,2.740000000000001,19250.0,393,0,0.0,12623.619741433607,False,-0.35220958259714136,3,1.0670000000000002,56854,1,10,1.0,393.5200849598675,False,0.09324058718942092,0,0.9200000000000002,56062,0,5,0.0,194.57402976080868,False,0.07615765095104736,0,1.5050000000000001,68318,0,0,0.0,0.0,False,-0.015548222545643184,1,2.7210000000000005,65383,4,10,1.0,575.659223808647,False,-0.05369353701306508,0.375,359879,0.0,0.0,13,0,0,9,3,1.9333333333333333,21,30,34,163.0,101.0,13,20,34,1603,8.54415962798521,337.65617684612516
48,34,0,0,0,10.0,20,10.0,32.12116982553081,0,,4.488454382716434,5,6.0,37.95579401037956,5,18.0,41.99999999999999,20,42.0,0,0.29900000000000004,33439,0,86,0.9,2762.4206049956492,False,0.35830740403736405,0,0.42500000000000004,20060,509,0,0.0,5090.0,False,-0.1181977764774722,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,5,2.779000000000001,19140.0,393,0,0.0,12623.619741433607,False,-0.354997215643264,0,1.0640000000000003,56824,0,16,0.6,607.292704166073,False,0.09471392837181253,0,0.9200000000000002,56152,0,0,0.0,0.0,False,0.07601801283893839,10,1.6050000000000002,68073,0,5,0.5,209.99999999999997,False,-0.017565600818479184,0,2.72,65803,0,4,0.4,167.99999999999997,False,-0.050578555268959755,0.3,359804,0.0,0.0,14,0,0,13,5,5.0,22,35,34,233.0,68.0,17,17,34,710,5.895495095988736,343.5516719421139
49,34,0,0,0,10.0,20,10.0,32.20607934193979,15,32.800000000000004,3.9235156910488507,19,2.0526315789473686,35.762483347601616,20,25.0,42.0,20,42.0,0,0.29900000000000004,33861,0,78,0.7,2512.0741886713035,False,0.36988636997603486,0,0.42500000000000004,19930,522,0,0.0,5220.0,False,-0.12073337234250049,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,19,2.9640000000000004,18031.0,408,0,0.0,13140.080371511434,False,-0.37655752190178116,0,1.0640000000000003,57135,0,15,0.9,536.4372502140243,False,0.09999460812699068,10,1.0200000000000002,55892,0,10,1.0,357.6248334760162,False,0.07446224809309204,5,1.6450000000000002,68231,0,0,0.0,0.0,False,-0.016801879043762697,6,2.7800000000000007,65404,10,10,1.0,777.6248334760162,False,-0.05193578372641467,0.44999999999999996,358797,0.0,0.0,13,0,0,10,9,9.0,25,35,32,247.0,69.0,17,17,32,1410,6.089865408954211,349.6415373510681
50,32,0,0,0,10.0,20,10.0,32.30857932725309,16,33.0,3.9235156910488507,0,,36.49176612371902,5,52.0,42.0,20,42.0,0,0.29900000000000004,34299,0,71,0.9,2293.9091322349695,False,0.3827171666127359,0,0.42500000000000004,19820,533,0,0.0,5330.0,False,-0.12287887653598596,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,2.9450000000000007,17503.0,424,0,0.0,13698.837634755311,False,-0.38285811410598947,0,1.0640000000000003,57135,0,15,0.0,547.3764918557853,False,0.10009942025348076,0,1.0100000000000002,56152,0,5,0.0,182.45883061859507,False,0.07776620514150226,10,1.7400000000000002,67816,0,5,0.5,210.0,False,-0.021268930933613844,0,2.7740000000000005,65824,0,10,1.0,420.0,False,-0.04846030808248195,0.3,358862,0.0,0.0,15,0,0,9,4,4.0,22,31,37,158.0,105.0,14,18,37,1408,5.576415159972385,355.2179525110405
51,37,0,0,0,10.000000000000002,20,10.0,32.30049683376163,3,32.0,3.7536774581242685,6,1.6666666666666667,36.837155594293314,16,39.0,42.00000000000001,20,42.0,0,0.29900000000000004,34315,0,76,0.8,2454.837759365884,False,0.38648015914503375,0,0.42500000000000004,19700,545,0,0.0,5450.000000000001,False,-0.12521942656524282,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,6,3.005000000000001,17238.0,427,0,0.0,13792.312148016215,False,-0.38838935443466527,0,1.0640000000000003,57382,0,13,0.3,478.8830227258131,False,0.10417632483209557,6,1.0700000000000003,56273,0,3,0.3,110.51146678287995,False,0.07939553000654283,5,1.7800000000000002,67722,0,5,0.5,210.00000000000003,False,-0.02262345634537516,0,2.7740000000000005,65870,1,10,1.0,456.8371555942934,False,-0.04753204637380372,0.36250000000000004,358813,0.0,0.0,16,0,0,11,7,5.878787878787879,25,36,36,238.0,85.0,17,20,36,1092,6.06192824698519,361.2798807580257
52,36,0,0,0,10.000000000000002,20,10.0,32.166367053036566,23,31.565217391304348,3.74331854563926,1,3.0,37.52905881954743,5,52.0,42.00000000000001,20,42.0,0,0.29900000000000004,34991,0,58,0.5,1865.6492890761208,False,0.4013584803798735,0,0.42500000000000004,19550,560,0,0.0,5600.000000000001,False,-0.12814511410181392,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,1,3.0090000000000003,16487.0,450,0,0.0,14474.865173866456,False,-0.3987726156377793,0,1.0640000000000003,57639,0,9,0.1,337.7615293759269,False,0.1077489846639449,0,1.0640000000000003,56273,0,3,0.0,112.58717645864229,False,0.0794154179980708,5,1.8250000000000002,67884,0,0,0.0,0.0,False,-0.02180209519143479,0,2.7740000000000005,66030,0,6,0.6,252.00000000000006,False,-0.04670230701615344,0.15,359167,0.0,0.0,20,0,0,19,3,3.0,19,38,31,267.0,44.0,22,14,31,1816,5.9937281659804285,367.2736089240061
