index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,20,0,0,0,10.000000000000002,20,10.0,23.75319467031536,25,27.52,5.693452551092477,6,4.5,40.02102309696259,2,46.0,42.0,20,42.0,0,0.623,48185,8,22,1.0,602.5702827469379,False,0.07718575360733733,0,0.686,48375,5,22,1.0,572.5702827469379,False,0.08107360573565867,1,0.31800000000000006,65432,288,0,0.0,6840.920065050824,False,-0.03895062975412233,5,1.4380000000000004,60024.0,296,0,0.0,7030.945622413346,False,-0.11310982494861084,0,0.3350000000000001,106271,7,38,1.0,1560.6530455422255,False,0.04159849111437601,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,8,1.6750000000000003,126112,0,2,0.2,84.0,False,-0.018027555071222855,8,1.8190000000000004,126275,0,0,0.0,0.0,False,-0.017085700941854128,0.4,683947,0.0,0.0,11,0,0,5,6,5.75,13,18,24,138.0,70.0,9,11,24,1106,1.487544659001287,49.37506515788846
27,24,0,0,0,10.000000000000002,20,10.0,23.331931427539505,51,21.41176470588235,5.542075004843383,3,2.0,40.792938159938984,8,46.0,42.0,20,42.0,12,0.7430000000000001,48639,5,10,1.0,283.3193142753951,False,0.08372566553669453,0,0.6860000000000002,48595,8,15,1.0,429.97897141309255,False,0.0843772657448357,0,0.31700000000000006,64810,319,0,0.0,7442.886125385102,False,-0.04343141601143802,3,1.4630000000000003,59476.0,316,0,0.0,7372.890331102483,False,-0.11837241369636617,0,0.3350000000000001,106633,0,40,1.0,1631.7175263975594,False,0.04546643927764046,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,7,1.737,125936,0,4,0.4,168.0,False,-0.01907060014011053,11,1.9210000000000003,125925,0,4,0.4,168.0,False,-0.019156223242780417,0.475,683287,0.0,0.0,11,0,0,4,8,7.125,17,21,23,167.0,83.0,11,13,23,1286,1.5168569950037636,50.89192215289222
28,23,0,0,0,10.000000000000002,20,10.0,23.288507481872582,28,22.892857142857142,5.638638997678366,1,12.0,40.792938159938984,0,,42.0,20,42.0,0,0.7310000000000001,48572,8,17,1.0,475.90462719183387,False,0.08437643991815331,10,0.786,48933,5,10,1.0,282.88507481872585,False,0.09025243351571498,0,0.31700000000000006,64507,334,0,0.0,7778.361498945443,False,-0.04531942060672047,1,1.4700000000000004,59122.0,329,0,0.0,7661.918961536079,False,-0.1212964353702659,0,0.3350000000000001,106621,0,41,0.1,1672.5104645574984,False,0.045548136065606294,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,1,1.7400000000000002,126096,0,0,0.0,0.0,False,-0.01847902233984588,11,2.0200000000000005,125945,0,0,0.0,0.0,False,-0.01965439402195065,0.2625,683069,0.0,0.0,8,0,0,4,5,4.033333333333333,18,22,22,196.0,62.0,14,9,22,769,1.5570353650255129,52.448957517917734
29,22,0,0,0,10.000000000000002,20,10.0,23.48348600856699,11,28.0,5.482276322327288,5,3.6,41.81553958101697,11,47.0,42.0,20,42.0,0,0.7310000000000001,48716,6,19,1.0,506.18623416277285,False,0.08791195941263187,0,0.7760000000000002,48897,7,17,1.0,469.2192621456389,False,0.09152247469725444,1,0.32700000000000007,64491,334,0,0.0,7843.484326861375,False,-0.04508825477114748,4,1.5090000000000003,58705.0,340,0,0.0,7984.385242912777,False,-0.12486645420408991,0,0.3350000000000001,107120,0,35,0.5,1463.543885335594,False,0.0493867434290865,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,9,1.829,125706,0,6,0.6,252.0,False,-0.020533976803923094,11,2.1190000000000007,125540,0,5,0.5,210.0,False,-0.021989569549311125,0.45,682448,0.0,0.0,12,0,0,5,8,8.0,19,24,22,239.0,36.0,15,7,22,1025,1.5648839060449973,54.01384142396273
30,22,0,0,0,10.000000000000002,20,10.0,23.447091936159637,15,22.866666666666667,5.548790488501829,2,7.5,41.81553958101697,0,,42.0,20,42.0,0,0.7310000000000001,48845,9,17,1.0,488.6005629147138,False,0.09058251758325236,0,0.776,48911,4,24,1.0,602.7302064678313,False,0.09331656232191235,1,0.3360000000000001,64370,339,0,0.0,7948.564166358117,False,-0.04604382726604051,1,1.5150000000000006,58442.0,350,0,0.0,8206.482177655873,False,-0.12698740855592405,0,0.3350000000000001,107105,0,37,0.2,1547.174964497628,False,0.049647655894847154,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,1,1.8300000000000003,125950,0,0,0.0,0.0,False,-0.019615474429827976,8,2.1880000000000006,125654,0,0,0.0,0.0,False,-0.02191951428349031,0.275,682550,0.0,0.0,11,0,0,4,5,4.071428571428571,17,21,21,158.0,91.0,11,11,21,837,1.4431480669882149,55.456989490950946
31,21,0,0,0,10.000000000000002,20,10.0,23.288257814399945,22,21.636363636363637,5.172409706516178,9,2.888888888888889,42.13910448041155,4,47.0,42.0,20,42.0,0,0.7310000000000001,48829,9,23,1.0,625.6299297311987,False,0.09174919943272009,0,0.7760000000000002,49203,4,16,1.0,412.6121250303991,False,0.09769186133731447,1,0.34500000000000003,63878,361,0,0.0,8407.06107099838,False,-0.049711339063143824,8,1.5940000000000003,58218.0,350,0,0.0,8150.89023503998,False,-0.13050200134667736,0,0.3350000000000001,107267,0,42,0.9,1769.8423881772849,False,0.05230716503939291,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,6,1.8890000000000002,125696,0,4,0.4,168.0,False,-0.02093874056199891,14,2.3200000000000007,125407,0,0,0.0,0.0,False,-0.02384214213435043,0.4125,681771,0.0,0.0,9,0,0,7,8,8.0,13,20,14,152.0,86.0,11,10,14,864,1.343796333996579,56.800785824947525
32,14,0,0,0,10.000000000000002,20,10.0,23.346347289154362,17,24.11764705882353,5.289635441862335,1,12.0,42.20489735555635,1,46.0,42.0,20,42.0,0,0.7310000000000001,49093,8,18,1.0,500.2342512047785,False,0.09622138819875563,0,0.7760000000000002,49149,5,24,1.0,610.3123349397047,False,0.0986882646287624,1,0.35400000000000004,63620,372,0,0.0,8684.841191565423,False,-0.051373887249519044,0,1.586,58050.0,356,0,0.0,8311.299634938952,False,-0.13172745673032288,0,0.3350000000000001,107301,0,42,0.1,1772.6056889333665,False,0.052651424889728,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,3,1.913,125836,0,0,0.0,0.0,False,-0.020502841130224957,13,2.4360000000000004,125145,0,1,0.1,42.0,False,-0.025718066474663345,0.275,681467,0.0,0.0,10,0,0,2,6,5.2,13,15,19,76.0,51.0,5,9,19,656,1.4056367820012383,58.20642260694876
33,19,0,0,0,10.000000000000002,20,10.0,23.407534797033314,31,23.838709677419356,5.394200787904079,14,5.785714285714286,41.056096162213585,12,36.0,41.99999999999999,20,42.0,0,0.7310000000000001,49285,10,16,1.0,474.520556752533,False,0.10020128584324765,0,0.7760000000000002,49496,3,15,1.0,381.11302195549973,False,0.10385133988664695,1,0.36300000000000004,63252,388,0,0.0,9082.123501248925,False,-0.05373781457191268,13,1.7160000000000002,57320.0,371,0,0.0,8684.19540969936,False,-0.13931441027246655,0,0.3350000000000001,107652,4,40,1.0,1663.8206496401597,False,0.05553738542870013,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,10,2.0100000000000002,125460,0,8,0.8,335.99999999999994,False,-0.022121896162528215,9,2.513000000000001,124888,0,4,0.4,167.99999999999997,False,-0.027228146649023118,0.525,680626,0.0,0.0,12,0,0,11,8,7.857142857142857,11,22,17,194.0,36.0,12,7,17,1371,1.5407029030029662,59.74712550995173
34,17,0,0,0,10.000000000000002,20,10.0,23.461351622887104,28,23.892857142857142,6.055877348964575,8,11.0,41.056096162213585,0,,41.99999999999999,20,42.0,0,0.7310000000000001,49375,11,16,1.0,485.38162596619367,False,0.10232139902655067,3,0.806,49824,2,10,1.0,254.61351622887105,False,0.10973311023981239,8,0.44200000000000006,62811,403,0,0.0,9454.924704023502,False,-0.057291537875134406,0,1.703,56956.0,384,0,0.0,9009.159023188648,False,-0.14212722092047617,0,0.3350000000000001,107564,2,50,1.0,2064.9165628086084,False,0.056632465569824764,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,4,2.0400000000000005,125764,0,0,0.0,0.0,False,-0.02106328325679147,4,2.5440000000000005,125024,0,0,0.0,0.0,False,-0.026823382890947302,0.375,680591,0.0,0.0,10,0,0,3,4,3.0307692307692307,13,16,20,94.0,56.0,7,10,20,967,1.5083788089687005,61.25550431892043
35,20,0,0,0,10.0,20,10.0,23.28185460906754,17,20.88235294117647,5.895371319731835,2,1.0,41.47798627330777,5,46.4,41.99999999999999,20,42.0,1,0.7410000000000001,49613,11,10,1.0,342.8185460906754,False,0.10602526599674178,0,0.8030000000000002,49724,2,20,1.0,485.6370921813508,False,0.11007772474208379,0,0.43400000000000005,62510,418,0,0.0,9731.815226590232,False,-0.05956049281443943,2,1.723,56848.0,386,0,0.0,8986.795879100071,False,-0.14379076895788792,0,0.3350000000000001,107794,0,49,0.4,2032.4213273920807,False,0.05871225445333578,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,12,2.1560000000000006,125337,0,5,0.5,209.99999999999997,False,-0.02356970498949171,8,2.6200000000000006,124928,0,0,0.0,0.0,False,-0.027570639059702653,0.3625,680027,0.0,0.0,10,0,0,9,7,7.0,13,22,21,209.0,33.0,14,6,21,761,1.5477430829778314,62.80324740189826
36,21,0,0,0,10.0,20,10.0,23.283556723235677,41,23.29268292682927,5.660735643137903,5,3.0,38.581938391514214,7,15.0,41.99999999999999,20,42.0,4,0.7800000000000002,49812,13,10,1.0,362.83556723235677,False,0.11066866132622803,7,0.8730000000000002,50093,0,10,1.0,232.83556723235677,False,0.11546738166747036,0,0.43400000000000005,61942,445,0,0.0,10361.182741839875,False,-0.06309630569741723,5,1.7710000000000001,56332.0,400,0,0.0,9313.422689294272,False,-0.1487136029389175,0,0.3350000000000001,107884,0,47,0.5,1813.351104401168,False,0.05852217981046727,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,3,2.1740000000000004,125418,0,7,0.7,293.99999999999994,False,-0.022612283023273914,12,2.7320000000000007,124744,0,0,0.0,0.0,False,-0.02900288004981708,0.4,679498,0.0,0.0,10,0,0,3,8,7.05,19,22,26,204.0,71.0,12,9,26,980,1.6485025720321573,64.45174997393042
37,26,0,0,0,10.0,20,10.0,23.237403428214538,33,22.90909090909091,5.215494554929207,8,2.125,39.12856896908095,4,47.0,42.0,20,42.0,10,0.8760000000000003,49912,16,10,1.0,392.3740342821454,False,0.11321840880523128,3,0.8960000000000001,50310,0,7,0.7,162.66182399750176,False,0.11950881791519491,0,0.43400000000000005,61662,459,0,0.0,10665.968173550473,False,-0.06487746064828057,8,1.8460000000000003,55634.0,419,0,0.0,9736.472036421892,False,-0.15550387311794667,0,0.3350000000000001,108055,0,51,0.8,1995.5570174231286,False,0.06107241485085587,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,7,2.2410000000000005,125444,0,4,0.4,168.0,False,-0.022900288004981707,6,2.7800000000000007,124680,0,0,0.0,0.0,False,-0.029501050828987314,0.36250000000000004,678970,0.0,0.0,7,0,0,7,9,7.316483516483516,19,26,19,234.0,70.0,16,10,19,640,1.6301281950436532,66.08187816897407
38,19,0,0,0,10.0,20,10.0,23.415886521590302,12,27.0,5.444792106684684,2,12.0,39.250317207014014,1,46.0,41.99999999999999,20,42.0,0,0.8660000000000003,49812,16,20,1.0,628.317730431806,False,0.1136176767354462,5,0.9430000000000003,50449,0,10,1.0,234.158865215903,False,0.12339108310246043,1,0.444,61646,459,0,0.0,10747.891913409949,False,-0.06452904042676914,1,1.848,55294.0,431,0,0.0,10092.24709080542,False,-0.15776665486645294,0,0.3350000000000001,108077,0,52,0.2,2041.0164947647288,False,0.061507630647061294,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,5,2.2840000000000007,125518,0,1,0.1,41.99999999999999,False,-0.022814664902311824,11,2.8840000000000012,124528,0,0,0.0,0.0,False,-0.03068420642951662,0.2875,678597,0.0,0.0,5,0,0,3,8,6.616666666666667,13,16,22,99.0,64.0,7,12,22,246,1.422145731979981,67.50402390095405
39,22,0,0,0,10.0,20,10.0,23.374174777292406,4,21.0,5.444792106684684,0,,40.30477278870659,8,47.0,42.0,20,42.0,0,0.8660000000000003,49806,15,26,1.0,757.7285442096025,False,0.11492189354182888,0,0.9380000000000002,50339,1,20,1.0,477.48349554584814,False,0.12365017657009075,0,0.44300000000000006,61562,463,0,0.0,10822.242921886384,False,-0.06518262131759989,0,1.8470000000000002,55294.0,431,0,0.0,10074.269329013026,False,-0.15789212254502863,0,0.3350000000000001,108453,0,44,0.0,1773.4100027030902,False,0.06386418036654025,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,11,2.3890000000000007,125203,0,4,0.4,168.0,False,-0.02477621234529462,8,2.9530000000000007,124246,0,4,0.4,168.0,False,-0.03222542227757453,0.35,678176,0.0,0.0,8,0,0,5,5,4.75,15,20,23,137.0,75.0,10,12,23,660,1.4413000009953976,68.94532390194945
40,23,0,0,0,9.999999999999998,20,10.0,23.434071680648152,15,24.266666666666666,5.608179980915547,12,6.333333333333333,39.08279474030549,8,31.0,42.0,20,42.0,0,0.8660000000000003,50090,13,21,1.0,622.1155052936111,False,0.11972491230442558,0,0.9380000000000002,50219,3,30,1.0,733.0221504194445,False,0.12382278226272382,1,0.45300000000000007,61378,471,0,0.0,11037.44776158528,False,-0.06624898621229383,11,1.957,54816.0,438,0,0.0,10264.12339612389,False,-0.16323909247153323,0,0.3350000000000001,108625,2,46,1.0,1809.0249180158835,False,0.06571098757499742,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,5,2.428000000000001,125271,0,4,0.4,168.0,False,-0.024246905892426247,7,3.0150000000000006,124146,0,4,0.4,168.0,False,-0.03300381412002802,0.475,677818,0.0,0.0,12,0,0,6,7,6.75,16,22,18,202.0,80.0,13,10,18,1106,1.476458825985901,70.42178272793535
41,18,0,0,0,9.999999999999998,20,10.0,23.35553031728707,36,22.916666666666668,5.564515943818589,1,3.0,39.36144926442364,2,47.0,41.99999999999999,20,42.0,0,0.8660000000000003,50451,12,12,1.0,400.2663638074448,False,0.12528066253229633,0,0.9380000000000002,50483,4,23,1.0,577.1771972976026,False,0.12795673595149737,0,0.45200000000000007,61095,484,0,0.0,11304.076673566942,False,-0.06833831167338787,1,1.9560000000000002,54249.0,461,0,0.0,10766.899476269338,False,-0.16764443507202845,0,0.3350000000000001,108716,0,47,0.3,1849.988115427911,False,0.06679569216270287,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,10,2.5230000000000006,125197,0,2,0.2,83.99999999999999,False,-0.025149840429672297,2,3.0280000000000014,124298,0,0,0.0,0.0,False,-0.03247450766715965,0.3125,677762,0.0,0.0,12,0,0,6,5,3.833333333333333,13,19,21,140.0,63.0,9,9,21,1203,1.370672132994514,71.79245486092987
42,21,0,0,0,9.999999999999998,20,10.0,23.407871452856398,29,23.79310344827586,5.598070120798922,2,6.5,39.84300903253809,4,46.0,42.0,20,42.0,0,0.8660000000000003,50401,7,22,1.0,584.9731719628408,False,0.12622159837335428,6,0.9980000000000002,50921,9,10,1.0,324.078714528564,False,0.134876018778643,1,0.4620000000000001,60727,500,0,0.0,11703.935726428199,False,-0.07068425577915358,1,1.9650000000000003,53884.0,474,0,0.0,11095.331068653933,False,-0.17044700062355056,0,0.3350000000000001,108887,0,45,0.2,1792.935406464214,False,0.06818194620565214,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,12,2.633000000000001,124900,0,4,0.4,168.0,False,-0.0271347396279287,6,3.086000000000001,124240,0,0,0.0,0.0,False,-0.03292597493578267,0.325,677233,0.0,0.0,6,0,0,5,8,7.175824175824176,16,21,22,183.0,58.0,11,10,22,736,1.4408525460166857,73.23330740694655
43,22,0,0,0,9.999999999999998,20,10.0,23.382642285997782,17,23.058823529411764,5.406272794802026,4,3.0,39.93060086741361,5,40.8,42.0,20,42.0,0,0.8660000000000003,50703,6,15,1.0,410.7396342899667,False,0.13099550824546757,0,0.9920000000000004,50811,10,20,1.0,567.6528457199556,False,0.13513788373900248,0,0.4610000000000001,60419,514,0,0.0,12018.67813500286,False,-0.07278674723976629,4,2.004,53697.0,477,0,0.0,11153.520370420942,False,-0.1726510589281511,0,0.3350000000000001,109079,0,44,0.4,1756.9464381661987,False,0.0698750021316562,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,7,2.6910000000000007,124784,0,5,0.5,210.0,False,-0.027874211878259517,9,3.170000000000001,124128,0,0,0.0,0.0,False,-0.033797773799330584,0.3625,676894,0.0,0.0,10,0,0,1,6,5.6,16,17,24,107.0,76.0,7,15,24,880,1.4684990599635057,74.70180646691006
44,24,0,0,0,9.999999999999998,20,10.0,23.44871996126818,29,23.93103448275862,5.232678880569365,2,1.0,39.93060086741361,0,,41.99999999999999,20,42.0,0,0.8660000000000003,50917,5,11,1.0,307.93591957394995,False,0.1346078370165062,0,0.9920000000000002,51091,11,15,1.0,461.7307994190227,False,0.1401818492781816,0,0.4610000000000001,60199,525,0,0.0,12310.577979665793,False,-0.07382034546525269,2,2.0200000000000005,53169.0,495,0,0.0,11607.116380827749,False,-0.1768552658261955,0,0.3350000000000001,109077,0,46,0.2,1836.807639901026,False,0.07024406301033817,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,4,2.7240000000000006,124962,0,0,0.0,0.0,False,-0.027305985833268466,11,3.271000000000001,123956,0,0,0.0,0.0,False,-0.035136607768350585,0.275,676644,0.0,0.0,10,0,0,4,5,4.8,16,20,25,136.0,105.0,10,14,25,1062,1.5759595810086466,76.2777660479187
45,25,0,0,0,10.0,20,10.0,23.250185295176692,24,21.458333333333332,4.913803576307972,5,2.0,40.387246425991115,4,46.0,41.99999999999999,20,42.0,0,0.8660000000000003,50935,10,14,1.0,425.5025941324737,False,0.13631367850942494,2,1.0120000000000002,51353,6,10,1.0,292.5018529517669,False,0.14412269897973617,0,0.4610000000000001,59795,545,0,0.0,12671.350985871297,False,-0.07694156452220519,5,2.068,52928.0,499,0,0.0,11601.842462293169,False,-0.18025597432901216,0,0.3350000000000001,109251,0,47,0.5,1898.2005820215825,False,0.07223573880099238,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,11,2.8300000000000005,124616,0,4,0.4,167.99999999999997,False,-0.029345372460496615,9,3.3500000000000014,123848,0,0,0.0,0.0,False,-0.03597727095820036,0.3625,675999,0.0,0.0,7,0,0,8,8,7.0625,16,24,28,230.0,102.0,14,11,28,552,1.628571910026949,77.90633795794565
46,28,0,0,0,10.0,20,10.0,23.54570579768345,22,26.454545454545453,4.872752347979954,1,3.0,41.43414668029034,9,47.0,41.99999999999999,20,42.0,0,0.8660000000000003,50965,11,19,1.0,557.3684101559855,False,0.13844495256993683,7,1.08,51586,5,10,1.0,285.4570579768345,False,0.1492208417530529,0,0.4610000000000001,59795,545,0,0.0,12832.409659737481,False,-0.07581752816229438,1,2.0730000000000004,52321.0,521,0,0.0,12267.312720593078,False,-0.18408419021681754,0,0.3350000000000001,109671,0,39,0.1,1615.9317205313232,False,0.07494907235410657,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,11,2.929000000000001,124354,0,6,0.6,251.99999999999994,False,-0.031057834513894295,5,3.391000000000001,123667,0,3,0.3,125.99999999999997,False,-0.036895773332295476,0.375,675632,0.0,0.0,10,0,0,9,5,4.411764705882353,15,24,29,205.0,109.0,15,13,29,931,1.6552412890014239,79.56157924694708
47,29,0,0,0,10.0,20,10.0,23.7930546034125,15,27.333333333333332,4.557441807887506,4,1.25,41.83773469396106,4,47.0,42.0,20,42.0,0,0.8660000000000003,51235,15,14,1.0,483.10276444777503,False,0.14361839914298158,0,1.0730000000000004,51526,1,20,1.0,485.86109206825,False,0.15011398173896134,0,0.4610000000000001,59795,545,0,0.0,12967.214758859813,False,-0.07487671678419523,4,2.1120000000000005,51801.0,536,0,0.0,12753.0772674291,False,-0.18795222654391153,0,0.3350000000000001,109854,0,39,0.4,1631.6716530644815,False,0.07680621766299764,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,2,2.9380000000000006,124590,0,0,0.0,0.0,False,-0.030201603487195455,9,3.476000000000001,123477,0,4,0.4,168.0,False,-0.03821125554604188,0.35,675551,0.0,0.0,9,0,0,3,6,5.4,20,23,24,231.0,101.0,15,14,24,1050,1.785434952005744,81.34701419895282
48,24,0,0,0,10.0,20,10.0,23.625500358382446,25,22.24,4.497536128375291,9,4.222222222222222,42.148077401544164,4,46.0,41.99999999999999,20,42.0,0,0.8660000000000003,51285,14,19,1.0,588.8845068092664,False,0.14590425338586668,0,1.0730000000000004,51832,2,10,1.0,256.2550035838245,False,0.15436167026108394,0,0.4610000000000001,59435,563,0,0.0,13301.156701769318,False,-0.07757103484102194,9,2.1980000000000004,51371.0,543,0,0.0,12828.646694601668,False,-0.19342680586657682,0,0.3350000000000001,110000,0,44,0.9,1854.5154056679432,False,0.07931090627027684,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,12,3.056000000000001,124409,0,0,0.0,0.0,False,-0.031610492722036275,4,3.5070000000000014,123429,0,4,0.4,167.99999999999997,False,-0.03858488363041955,0.4125,675034,0.0,0.0,11,0,0,5,6,5.8,14,19,24,128.0,118.0,9,15,24,1066,1.361048131948337,82.70806233090116
49,24,0,0,0,10.0,20,10.0,23.636831687311506,1,26.0,4.465210016337273,1,3.0,42.51928479475711,4,47.0,41.99999999999999,0,,0,0.8660000000000003,51191,16,28,1.0,821.8312872447221,False,0.14640352891723016,0,1.0730000000000004,51752,0,20,1.0,472.73663374623015,False,0.15498907662119246,0,0.4610000000000001,59435,563,0,0.0,13307.536239956378,False,-0.07752651173208555,1,2.1990000000000007,51320.0,544,0,0.0,12858.436437897459,False,-0.19393076477885168,0,0.3350000000000001,110185,0,41,0.1,1743.2906765850416,False,0.08056983476971788,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,0,3.0440000000000005,124221,0,4,0.4,167.99999999999997,False,-0.0324200202381879,0,3.5030000000000014,123429,0,4,0.0,167.99999999999997,False,-0.03858488363041955,0.3125,674806,0.0,0.0,7,0,0,8,1,1.0,16,24,23,230.0,84.0,14,10,23,414,1.3353140369872563,84.04337636788841
50,23,0,0,0,10.0,20,10.0,23.731030503921982,14,25.0,4.81010448595563,2,12.0,42.87033934743647,4,47.0,41.99999999999999,0,,0,0.8660000000000003,51471,13,24,1.0,699.5447320941275,False,0.15126571505480907,0,1.0730000000000004,51622,3,30,1.0,741.9309151176594,False,0.15509120806804472,2,0.48100000000000004,59402,563,0,0.0,13360.570173708076,False,-0.0776170025424111,0,2.1980000000000004,50970.0,558,0,0.0,13241.915021188466,False,-0.19613978322244693,0,0.3350000000000001,110349,0,39,0.2,1671.9432345500222,False,0.08181843637887255,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,0,3.0440000000000005,124221,0,4,0.0,167.99999999999997,False,-0.0324200202381879,0,3.503000000000001,123241,0,8,0.4,335.99999999999994,False,-0.03939441114657118,0.325,674549,0.0,0.0,7,0,0,4,2,2.0,15,19,23,142.0,89.0,9,14,23,738,1.3118597629945725,85.35523613088299
51,23,0,0,0,10.000000000000002,20,10.0,23.821179724444836,36,24.27777777777778,4.390210638196146,9,2.5555555555555554,43.18102965073202,4,46.75,41.99999999999999,0,,0,0.8660000000000003,51923,10,15,1.0,457.3176958666725,False,0.1586167876995765,0,1.0730000000000004,51844,6,23,1.0,607.8871336622312,False,0.15853424790791595,1,0.4890000000000001,59106,577,0,0.0,13744.82070100467,False,-0.07906689627036365,8,2.2780000000000005,50148.0,580,0,0.0,13816.284240178005,False,-0.20360478874294763,0,0.3350000000000001,110513,0,44,0.9,1899.965304632209,False,0.08452345540122308,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,0,3.0440000000000005,124127,0,6,0.2,251.99999999999994,False,-0.03282478399626372,0,3.5030000000000014,123148,0,10,0.2,419.99999999999994,False,-0.03979139098622247,0.4125,674082,0.0,0.0,13,0,0,8,3,3.0,13,21,19,173.0,60.0,11,12,19,1261,1.3847469720058143,86.7399831028888
52,19,0,0,0,10.000000000000002,20,10.0,23.466930628114447,42,21.80952380952381,4.143754377025519,5,2.0,43.411365815532115,4,46.0,41.99999999999999,0,,0,0.8660000000000003,51971,12,17,1.0,518.9378206779456,False,0.16036765552161591,11,1.1830000000000003,52325,4,10,1.0,274.6693062811445,False,0.1655188539309644,0,0.4880000000000001,58564,602,0,0.0,14127.092238124897,False,-0.08396429352396678,5,2.3200000000000003,49644.0,597,0,0.0,14009.757584984325,False,-0.20928941009600152,0,0.3350000000000001,110687,0,45,0.5,1953.5114616989451,False,0.08647695698265619,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,0,3.0440000000000005,124127,0,6,0.0,251.99999999999994,False,-0.03282478399626372,0,3.5030000000000014,122964,0,14,0.4,587.9999999999999,False,-0.04056978282867595,0.3625,673555,0.0,0.0,9,0,0,4,2,1.6470588235294117,13,17,23,108.0,96.0,7,12,23,926,1.4097459350014105,88.14972903789021
