index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,20,0,0,0,10.000000000000002,20,10.0,20.2023640781051,30,15.5,41.55972201883385,0,,8.24350341602268,21,7.0476190476190474,38.00000000000001,9,38.0,0,1.0190000000000001,16312,10,40,1.0,908.0945631242039,False,0.26909751582485075,30,2.255000000000001,8256,269,0,0.0,2690.0000000000005,False,-0.2732571342063432,0,0.2,14621,114,0,0.0,2303.0695049039814,False,-0.12858924019602258,0,0.2,18525,182,58,1.0,6087.294139307491,False,0.1916379596493781,20,2.479000000000001,10254.0,84,0,0.0,3491.0166495820436,False,-0.5160122484253208,1,0.8850000000000002,19109,99,0,0.0,4114.412479864552,False,-0.14628297342264854,0,0.2,33222,76,98,1.0,4350.506259617725,False,0.17174527888406982,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,150636,0.0,0.0,14,0,0,13,8,8.0,23,36,20,188.0,61.0,12,8,20,542,0.8305791858583689,24.71110061556101
27,20,0,0,0,10.000000000000002,20,10.0,20.527093761912553,70,21.457142857142856,42.17331744094475,6,51.0,8.524307323968504,4,18.0,38.00000000000001,10,38.0,1,1.0290000000000001,17232,10,10,1.0,305.27093761912556,False,0.31592123751491663,29,2.515000000000001,7924,279,0,0.0,2790.0000000000005,False,-0.2946029823631822,0,0.2,13674,144,0,0.0,2955.901501715408,False,-0.16287564912388375,0,0.2,18276,212,62,1.0,6966.489558864036,False,0.20216821985812253,0,2.4590000000000005,9948.0,90,0,0.0,3795.5985696850275,False,-0.5222119434984668,4,0.9240000000000002,19017,99,0,0.0,4175.15842665353,False,-0.14876863577111427,0,0.2,33530,70,98,1.0,4320.701512677796,False,0.1814476068833427,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,149938,0.0,0.0,20,0,0,12,4,3.5,19,31,20,173.0,75.0,11,9,20,1909,0.8028178522363305,25.51391846779734
28,20,0,0,0,10.000000000000002,20,10.0,20.7372237603979,12,25.0,42.39256247462943,2,51.5,8.524307323968504,0,,38.0,3,38.0,2,1.048,17380,11,10,1.0,317.372237603979,False,0.3275820239801673,0,2.486000000000001,7834,288,0,0.0,2880.0000000000005,False,-0.2980092347286352,0,0.2,13674,144,0,0.0,2986.1602214972977,False,-0.16203977288681495,0,0.2,18079,214,70,1.0,7405.245257949211,False,0.20340456513671848,0,2.459000000000001,9845.0,92,0,0.0,3900.1157476659073,False,-0.5242585458059552,0,0.9200000000000002,19017,99,0,0.0,4196.863684988313,False,-0.14833090620359957,0,0.2,33644,60,105,1.0,4501.45843943811,False,0.18821308946734597,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,149810,0.0,0.0,15,0,0,9,1,0.16666666666666666,25,34,16,174.0,75.0,11,9,16,417,0.7426082398742437,26.256526707671583
29,16,0,0,0,10.000000000000002,20,10.0,20.850711571351265,14,22.714285714285715,43.18312563763992,8,50.75,8.177193400033088,8,2.75,38.0,1,38.0,4,1.086,17502,12,10,1.0,328.5071157135127,False,0.3372381771142801,0,2.4860000000000007,7744,297,0,0.0,2970.0000000000005,False,-0.3014154870940883,0,0.2,13674,144,0,0.0,3002.5024662745823,False,-0.16158832966092315,0,0.2,18167,218,72,1.0,7654.64016846465,False,0.21515580575869192,8,2.5390000000000006,9106.0,100,0,0.0,4318.312563763991,False,-0.5456315781921512,0,0.9200000000000002,19017,99,0,0.0,4275.1294381263515,False,-0.1467525221206318,0,0.2,33660,58,114,1.0,4806.2772172019195,False,0.19378789793111187,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,149207,0.0,0.0,15,0,0,10,5,4.166666666666667,17,27,14,84.0,74.0,6,10,14,644,0.6544932629913092,26.911019970662892
30,14,0,0,0,10.000000000000002,20,10.0,20.743709132363445,2,9.0,43.28158962661699,16,43.75,8.2834945037867,8,9.875,37.99999999999999,10,38.0,0,1.082,17430,11,18,1.0,483.386764382542,False,0.33764994188110453,0,2.486000000000001,7634,308,0,0.0,3080.0000000000005,False,-0.305578684429642,0,0.2,13674,144,0,0.0,2987.094115060336,False,-0.16201397472209017,0,0.2,18849,210,66,1.0,7212.763833153045,False,0.2406288351699737,5,2.581000000000001,8416.0,111,0,0.0,4804.256448554486,False,-0.5636619923253643,3,0.9500000000000002,18758,104,0,0.0,4501.285321168167,False,-0.15263813735392723,0,0.2,33961,56,114,1.0,4795.875692212055,False,0.20357965659591598,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,149059,0.0,0.0,21,0,0,14,2,2.0,16,30,14,96.0,50.0,7,7,14,1298,0.6691204803064466,27.58014045096934
31,14,0,0,0,10.000000000000002,20,10.0,21.49636144554241,12,34.0,42.98116922749768,5,38.0,7.9046182544309636,15,5.0,37.99999999999999,0,,0,1.0820000000000003,17708,14,16,1.0,483.9417831286786,False,0.3587140179823131,0,2.4860000000000007,7564,315,0,0.0,3150.0000000000005,False,-0.30822799182499433,0,0.2,13266,156,0,0.0,3353.432385504616,False,-0.17443556946119843,0,0.2,19039,200,71,1.0,7350.935304260816,False,0.2549429642060998,13,2.706000000000001,7832.0,111,0,0.0,4770.909784252242,False,-0.5878895296202105,2,0.9670000000000003,18522,109,0,0.0,4684.947445797247,False,-0.1584530422740845,0,0.2,33886,61,124,1.0,5194.181713520288,False,0.207689458663317,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,148154,0.0,0.0,14,0,0,12,4,4.0,17,29,14,135.0,52.0,9,5,14,798,0.806319928728044,28.386460379697382
32,14,0,0,0,10.000000000000002,20,10.0,21.366338575266674,2,9.0,43.0417324580896,5,44.0,7.950326597393636,7,8.714285714285714,37.99999999999999,0,,0,1.082,17588,16,26,1.0,715.5248029569335,False,0.3583954584420912,2,2.5060000000000007,7460,323,0,0.0,3230.0000000000005,False,-0.3130724396336386,0,0.2,13266,156,0,0.0,3333.1488177416013,False,-0.1749958890126629,0,0.2,19241,192,76,1.0,7373.508673266011,False,0.26672675893000036,5,2.7430000000000008,7432.0,116,0,0.0,4992.840965138394,False,-0.5995474334461665,2,0.9850000000000001,18476,109,0,0.0,4691.548837931766,False,-0.16017527451434338,0,0.2,33825,58,134,1.0,5553.11894264883,False,0.21161109177147253,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,147625,0.0,0.0,12,0,0,14,3,3.0,21,35,14,173.0,30.0,11,3,14,420,0.8656864082440734,29.252146787941456
33,14,0,0,0,10.000000000000002,20,10.0,22.374364340607467,15,34.0,42.901442398754305,14,42.142857142857146,6.663820994333481,34,2.4411764705882355,37.99999999999999,0,,0,1.0820000000000003,17998,16,21,1.0,629.8616511527568,False,0.3861880876221618,0,2.504000000000001,7360,333,0,0.0,3330.0000000000005,False,-0.31685716448414203,0,0.2,12756,171,0,0.0,3826.016302243877,False,-0.18955756071149515,0,0.2,19831,182,72,1.0,7161.038162700868,False,0.2934540928922892,34,3.0780000000000007,5249.0,119,0,0.0,5105.271645451762,False,-0.685329091972497,0,0.9830000000000001,18036,120,0,0.0,5148.173087850517,False,-0.16871348590629373,0,0.2,33742,82,144,1.0,6018.4333215353445,False,0.21656515147034558,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,145309,0.0,0.0,13,0,0,16,4,4.0,16,32,17,145.0,46.0,10,4,17,1300,0.8101567970588803,30.062303585000336
34,17,0,0,0,10.000000000000002,20,10.0,21.614014828874136,32,17.59375,42.901442398754305,0,,6.3018388482086785,18,3.6666666666666665,37.99999999999999,0,,6,1.1420000000000001,18311,14,10,1.0,356.1401482887414,False,0.39952085944624727,5,2.5540000000000007,7175,345,0,0.0,3450.0000000000005,False,-0.32631897661040044,0,0.2,12624,175,0,0.0,3782.4525950529737,False,-0.19805379571676865,0,0.2,19400,200,82,1.0,7840.72124247268,False,0.28841771388046084,18,3.224000000000001,4412.0,119,0,0.0,5105.271645451762,False,-0.719088620871783,0,0.9830000000000003,18036,120,0,0.0,5148.173087850517,False,-0.16871348590629373,0,0.2,33676,90,154,1.0,6419.16549633878,False,0.22101303413450932,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,143971,0.0,0.0,11,0,0,10,6,5.086956521739131,21,31,14,186.0,43.0,12,5,14,200,0.7829308249056339,30.84523440990597
35,14,0,0,0,10.0,20,10.0,20.758452088155945,50,17.660000000000004,42.901442398754305,0,,6.277404929052961,1,3.0,38.0,5,38.0,8,1.2160000000000002,18415,17,10,1.0,377.58452088155946,False,0.40820469763384903,32,2.869000000000001,6713,352,0,0.0,3520.0,False,-0.3586405268336992,0,0.2,12556,177,0,0.0,3674.2460196036022,False,-0.2047998337126077,0,0.2,18585,238,92,1.0,8887.44429766651,False,0.2723050910957599,1,3.216000000000001,4374.0,119,0,0.0,5105.271645451762,False,-0.7206213115506037,0,0.9830000000000003,18036,120,0,0.0,5148.173087850517,False,-0.16871348590629373,0,0.2,33863,81,159,1.0,6550.46979925329,False,0.22937650698886572,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,142879,0.0,0.0,14,0,0,12,7,6.166666666666667,14,26,16,102.0,37.0,7,7,16,390,0.6918305484578013,31.53706495836377
36,16,0,0,0,10.0,20,10.0,20.144927466822608,11,8.545454545454545,42.901442398754305,0,,6.1252372554213,28,5.464285714285714,38.0,0,,0,1.2080000000000002,18373,17,13,1.0,431.8840570686939,False,0.4070806167992088,4,2.8770000000000007,6565,362,0,0.0,3620.0,False,-0.36605858754068576,0,0.2,12556,177,0,0.0,3565.652161627602,False,-0.20779966404343644,0,0.2,18491,239,102,1.0,9190.584789243541,False,0.27548576765866134,23,3.4450000000000007,3273.0,119,0,0.0,5105.271645451762,False,-0.76502900727117,5,1.0330000000000004,17921,120,0,0.0,5148.173087850517,False,-0.17335189190798778,0,0.2,33710,99,169,1.0,7028.398488286709,False,0.23222216042051555,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,141226,0.0,0.0,15,0,0,11,4,4.0,19,30,15,128.0,59.0,8,8,15,258,0.7196505013853312,32.2567154597491
37,15,0,0,0,10.0,20,10.0,20.144927466822608,0,,42.79054721581788,5,41.0,6.451518033950036,9,11.333333333333334,38.0,1,38.0,0,1.2080000000000002,18273,17,23,1.0,633.33333173692,False,0.4071354678577291,0,2.8730000000000007,6465,372,0,0.0,3720.0,False,-0.36984331239118917,0,0.2,12556,177,0,0.0,3565.652161627602,False,-0.20779966404343644,0,0.2,18696,229,107,1.0,9191.776941994889,False,0.2868446669059362,5,3.4720000000000013,2893.0,124,0,0.0,5306.027854761417,False,-0.7763072670761624,4,1.068,17829,120,0,0.0,5134.865665898145,False,-0.17733098725652102,0,0.2,33646,98,178,1.0,7396.248767327103,False,0.2361920084631585,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,140695,0.0,0.0,14,0,0,13,2,2.0,15,28,11,113.0,42.0,8,7,11,443,0.6680679153650999,32.9247833751142
38,11,0,0,0,10.0,20,10.0,19.99287968291872,5,14.0,43.290158726527736,5,51.0,7.000572894774709,20,10.55,38.0,11,38.0,0,1.2080000000000002,18205,19,30,1.0,789.7863904875616,False,0.4079095598549528,2,2.8930000000000007,6361,380,0,0.0,3800.0,False,-0.37468776019983346,0,0.2,12522,178,0,0.0,3558.732583559532,False,-0.20986926564752673,0,0.2,18915,223,112,1.0,9306.909946661981,False,0.30212458416193316,15,3.6170000000000013,2105.0,129,0,0.0,5584.430475722078,False,-0.8024758908618949,5,1.1140000000000003,17714,120,0,0.0,5194.819047183329,False,-0.18076031446006272,0,0.2,33853,108,177,1.0,7482.061872635669,False,0.24446459453533156,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,140012,0.0,0.0,20,0,0,11,4,4.0,19,30,14,84.0,32.0,6,5,14,925,0.6238131830468774,33.54859655816108
39,14,0,0,0,10.0,20,10.0,20.851122173178698,14,32.0,43.685826744402455,4,51.0,6.352675162229536,20,2.0,38.0,6,38.0,0,1.2080000000000002,18583,16,26,1.0,702.1291765026461,False,0.4332044953638122,0,2.891000000000001,6231,393,0,0.0,3930.0,False,-0.37960790250548787,0,0.2,12074,192,0,0.0,4003.4154572503103,False,-0.2223365895787207,0,0.2,19119,213,118,1.0,9596.216578726551,False,0.3213871983073634,20,3.8020000000000014,951.0,133,0,0.0,5810.214957005526,False,-0.844467895030744,0,1.1090000000000002,17714,120,0,0.0,5242.299209328295,False,-0.17980278285547743,0,0.2,34041,118,181,1.0,7627.615669143085,False,0.2530970185895442,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,139050,0.0,0.0,17,0,0,14,2,2.0,17,31,16,157.0,38.0,10,4,16,1080,0.7693704953417182,34.3179670535028
40,16,0,0,0,9.999999999999998,20,10.0,20.79906001416326,24,20.416666666666668,43.787410124004836,10,44.5,6.5499092667123415,12,8.833333333333334,38.0,10,38.0,0,1.2080000000000002,18708,17,27,1.0,731.574620382408,False,0.44378073652192906,15,3.041000000000001,6081,402,0,0.0,4019.999999999999,False,-0.3875558246915449,0,0.2,11857,199,0,0.0,4139.012942818489,False,-0.23057975296081523,0,0.2,19291,220,118,1.0,9742.707597748487,False,0.3349366739709526,10,3.8820000000000014,366.0,138,0,0.0,6042.662597112668,False,-0.8633754971743502,2,1.1290000000000002,17468,125,0,0.0,5473.426265500604,False,-0.1850638029786512,0,0.2,34315,120,181,1.0,7663.989112005481,False,0.2627691931544487,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,138423,0.0,0.0,18,0,0,12,3,3.0,18,30,15,161.0,44.0,10,6,15,1260,0.7448540451005101,35.06282109860331
41,15,0,0,0,9.999999999999998,20,10.0,20.79906001416326,0,,43.787410124004836,0,,6.958200095151857,11,12.0,37.99999999999999,11,38.0,0,1.2080000000000002,18568,21,37,1.0,979.5652205240406,False,0.44256926881099234,0,3.026000000000001,6021,408,0,0.0,4079.999999999999,False,-0.3898266596018469,0,0.2,11857,199,0,0.0,4139.012942818489,False,-0.23057975296081523,0,0.2,19291,210,128,1.0,9972.591098846904,False,0.3412870469294725,8,3.952000000000001,91.0,138,0,0.0,6042.662597112668,False,-0.8744673376131837,3,1.157,17399,125,0,0.0,5473.426265500604,False,-0.1878468465796676,0,0.2,34601,121,180,1.0,7681.942211513374,False,0.272533718618845,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,138165,0.0,0.0,18,0,0,8,3,3.0,23,31,18,129.0,24.0,9,6,18,618,0.6656118193641305,35.72843291796744
42,18,0,0,0,9.999999999999998,20,10.0,20.77753935335132,41,20.682926829268293,43.54189988914779,5,40.0,6.958200095151857,0,,37.99999999999999,0,,0,1.2080000000000002,19270,22,10,1.0,427.7753935335131,False,0.4748230790073996,4,3.066000000000001,5883,417,0,0.0,4169.999999999999,False,-0.3968662478237832,0,0.2,11393,220,0,0.0,4571.058657737291,False,-0.244280147576318,0,0.2,19107,220,133,1.0,10362.131342993947,False,0.3418820812981753,0,3.9440000000000017,91.0,138,0,0.0,6008.782184702395,False,-0.8751506033012868,0,1.1540000000000004,17199,130,0,0.0,5660.446985589213,False,-0.19214199601522186,0,0.2,34601,111,190,1.0,7992.360210561856,False,0.2776715583197369,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,137881,0.0,0.0,17,0,0,11,1,1.0,21,32,19,146.0,58.0,9,9,19,1212,0.7356676161289215,36.46410053409636
43,19,0,0,0,9.999999999999998,20,10.0,19.92137604530196,32,14.59375,44.950580034526475,16,51.0625,6.4934649984806,13,1.7692307692307692,37.99999999999999,0,,13,1.338,19258,25,10,1.0,449.2137604530196,False,0.47472612824362354,9,3.1520000000000006,5684,424,0,0.0,4239.999999999999,False,-0.40928014533343426,0,0.2,11393,220,0,0.0,4382.702729966431,False,-0.24948335000092725,0,0.2,19457,242,127,1.0,10529.696667347936,False,0.36584797423613075,13,4.074000000000001,-8152.0,154,0,0.0,6922.389325317077,False,-1.1891987793869827,0,1.1540000000000004,17199,130,0,0.0,5843.575404488442,False,-0.18844884837477438,0,0.2,34578,114,200,1.0,8340.255009826786,False,0.2826683274823195,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,129754,0.0,0.0,12,0,0,9,10,48.66933503836317,24,33,16,157.0,66.0,10,9,16,200,0.7147005349397659,37.178801069036126
44,16,0,0,0,9.999999999999998,20,10.0,19.81736939896563,2,9.0,44.52613316003732,5,38.0,6.751776473421378,3,18.0,37.99999999999999,10,38.0,0,1.3250000000000002,19166,26,18,1.0,616.7126491813813,False,0.4741016065847167,0,3.1430000000000002,5594,433,0,0.0,4329.999999999999,False,-0.41268639769888726,0,0.2,11393,220,0,0.0,4359.821267772439,False,-0.25011543459192165,0,0.2,19629,234,132,1.0,10514.714016482883,False,0.3749368512840575,0,4.061000000000001,-8804.0,154,0,0.0,6857.024506645747,False,-1.216814735880173,3,1.1840000000000002,16940,135,0,0.0,6011.027976605038,False,-0.1955183322590038,0,0.2,34904,107,200,1.0,8322.440082656085,False,0.29316495221053473,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,129159,0.0,0.0,16,0,0,11,1,1.0,8,19,19,91.0,54.0,6,10,19,788,0.5779171772301197,37.756718246266246
45,19,0,0,0,10.0,20,10.0,19.70410547529301,2,9.0,44.52613316003732,0,,7.025517983124425,3,18.0,37.99999999999999,5,38.0,0,1.3250000000000002,19094,25,26,1.0,762.3067423576182,False,0.47416193862529793,0,3.1430000000000002,5484,444,0,0.0,4440.0,False,-0.416849595034441,0,0.2,11393,220,0,0.0,4334.903204564462,False,-0.2508037788794347,0,0.2,19611,226,142,1.0,10775.838746141519,False,0.38115576646799776,0,4.061000000000001,-9508.0,154,0,0.0,6857.024506645747,False,-1.2452098474035869,3,1.2110000000000003,16871,135,0,0.0,6011.027976605038,False,-0.19830137586002022,0,0.2,35040,100,205,1.0,8492.551798312441,False,0.3004825018754749,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,128322,0.0,0.0,17,0,0,9,1,1.0,10,19,22,111.0,75.0,8,11,22,408,0.7831382183358073,38.53985646460205
46,22,0,0,1,10.0,20,10.0,20.751062649806,16,32.0,44.38011353992726,2,39.0,7.314459990262619,3,18.0,37.99999999999999,0,,0,1.3250000000000002,19566,19,20,1.0,605.02125299612,False,0.5039369182119492,0,3.1430000000000007,5324,460,0,0.0,4600.0,False,-0.4229051547952464,0,0.2,10881,236,0,0.0,4897.250785354216,False,-0.2635566081393863,0,0.2,19689,216,150,1.0,11139.246563347184,False,0.3955040487112483,0,4.061000000000001,-13048.555555555555,154,0,0.0,6834.537485148798,True,-1.3884679874553767,3,1.2380000000000002,16724,137,0,0.0,6080.075554970034,False,-0.20283798743657416,0,0.2,34986,93,215,1.0,8850.244779094422,False,0.30461526000685935,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,137507,0.0,0.1,14,0,0,18,6,705.3290598290598,4,22,15,165.0,86.0,11,11,15,790,0.9301974810659885,39.47005394566804
47,15,0,0,0,10.0,20,10.0,20.479549338416636,4,9.0,44.38011353992726,0,,7.618169287995584,3,18.0,37.99999999999999,0,,0,1.3250000000000002,19434,24,28,1.0,813.4273814756658,False,0.5018328431411576,2,3.1630000000000007,5250,465,0,0.0,4650.0,False,-0.42661418514873967,0,0.2,10881,236,0,0.0,4833.173643866326,False,-0.2653266949208198,0,0.2,19653,210,160,1.0,11401.523527455854,False,0.4007603184380069,0,4.061000000000001,-13048.555555555555,154,0,0.0,6834.537485148798,True,-1.3884679874553767,3,1.2650000000000001,16655,137,0,0.0,6080.075554970034,False,-0.20562103103759058,0,0.2,34932,86,225,1.0,9205.162558767619,False,0.3087020847887653,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,137142,0.0,0.1,11,0,0,12,5,153.2790404040404,5,17,12,142.0,53.0,9,6,12,218,1.0961487162858248,40.56620266195387
48,12,0,0,0,10.0,20,10.0,20.94450716473542,8,30.0,44.302277661700245,1,39.0,7.618169287995584,0,,37.99999999999999,0,,0,1.3250000000000002,19554,26,30,1.0,888.3352149420626,False,0.513751238170542,0,3.161000000000001,5170,473,0,0.0,4730.0,False,-0.42964196502914237,0,0.2,10641,244,0,0.0,5110.459748195442,False,-0.2709265262929436,0,0.2,19692,200,169,1.0,11675.986357774425,False,0.4104968607120007,0,4.061000000000001,-13048.555555555555,154,0,0.0,6822.550759901837,True,-1.3887097235350558,0,1.262,16616,138,0,0.0,6113.714317314634,False,-0.20651566334621402,0,0.2,34932,76,235,1.0,9508.980865887663,False,0.31373069062014064,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,136942,0.0,0.1,10,0,0,4,2,85.6445868945869,5,9,8,153.0,24.0,9,3,8,479,0.7407814851030707,41.30698414705694
49,8,0,0,0,10.0,20,10.0,21.5441891179178,36,24.0,44.302277661700245,0,,7.618169287995584,0,,37.99999999999999,0,,6,1.3850000000000002,20212,24,10,1.0,455.441891179178,False,0.5471743960025426,0,3.161000000000001,5050,485,0,0.0,4850.0,False,-0.4341836348497464,0,0.2,10209,262,0,0.0,5644.577548894464,False,-0.2800392942294347,0,0.2,19260,208,179,1.0,12411.299037971246,False,0.4069419623748962,0,4.061000000000002,-13048.555555555555,154,0,0.0,6822.550759901837,True,-1.3887097235350558,0,1.2620000000000002,16616,138,0,0.0,6113.714317314634,False,-0.20651566334621402,0,0.2,34932,66,245,1.0,9812.799173007706,False,0.3187592964515162,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,136616,0.0,0.1,13,0,0,2,2,262.3044444444444,2,4,12,72.0,27.0,4,4,12,632,0.5234699808061123,41.83045412786305
50,12,0,0,0,10.0,20,10.0,21.90876705591365,13,26.53846153846154,44.302277661700245,0,,8.03765708027845,4,18.0,37.99999999999999,0,,3,1.4090000000000003,20373,26,10,1.0,479.0876705591365,False,0.5602561377094518,0,3.161000000000001,4970,493,0,0.0,4930.0,False,-0.43721141473014913,0,0.2,10176,263,0,0.0,5762.00573570529,False,-0.2786186260854892,0,0.2,18948,210,189,1.0,12973.971559803213,False,0.40524783314373514,0,4.061000000000001,-13048.555555555555,154,0,0.0,6822.550759901837,True,-1.3887097235350558,4,1.302,16524,138,0,0.0,6113.714317314634,False,-0.21022638814756922,0,0.2,34860,60,255,1.0,10172.259424816704,False,0.3223254564006869,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,136188,0.0,0.1,10,0,0,2,7,657.750401708148,4,6,7,101.0,33.0,6,6,7,200,0.5459636375308037,42.37641776539385
51,7,0,0,0,10.000000000000002,20,10.0,21.9341349986858,1,26.0,44.302277661700245,0,,8.03765708027845,0,,37.99999999999999,5,38.0,0,1.4060000000000001,20279,28,19,1.0,696.7485649750303,False,0.5613787209512917,0,3.1610000000000005,4890,501,0,0.0,5010.000000000001,False,-0.44023919461055183,0,0.2,10176,263,0,0.0,5768.677504654365,False,-0.27843432307584626,0,0.2,18922,201,199,1.0,13224.914389414194,False,0.41074349142028166,0,4.061000000000001,-13048.555555555555,154,0,0.0,6822.550759901837,True,-1.3887097235350558,0,1.298,16524,138,0,0.0,6113.714317314634,False,-0.21022638814756922,0,0.2,35050,50,260,1.0,10281.88285401392,False,0.3304293894868073,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,136178,0.0,0.1,16,0,0,1,0,0.0,1,2,11,36.0,15.0,2,5,11,416,0.42919167410582304,42.805609439499676
52,11,0,0,0,10.000000000000002,20,10.0,22.229483574001243,18,24.61111111111111,43.762560082333536,6,38.166666666666664,8.666223981480828,6,18.0,37.999999999999986,8,38.0,0,1.4060000000000001,20613,28,12,1.0,546.7538028880149,False,0.5809837939174936,1,3.171000000000001,4778,511,0,0.0,5110.000000000001,False,-0.444932253425176,0,0.2,10176,263,0,0.0,5846.354179962327,False,-0.27628855856457657,0,0.2,18708,209,203,1.0,13529.761763679968,False,0.40734148518452956,0,4.061000000000001,-13048.555555555555,154,0,0.0,6739.434252679364,True,-1.390385932691319,6,1.358,16157,144,0,0.0,6301.808651856029,False,-0.22123565821288205,0,0.2,35246,46,262,1.0,10354.646303148114,False,0.3381218561214888,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,136015,0.0,0.1,17,0,0,2,4,151.29607740949206,3,5,10,86.0,18.0,5,6,10,1167,0.5239450205117464,43.32955446001142
53,10,0,0,0,10.000000000000002,20,10.0,22.05170774762363,2,9.0,43.762560082333536,0,,8.666223981480828,0,,37.999999999999986,9,38.0,0,1.4060000000000001,20541,27,20,1.0,711.0341549524726,False,0.5817513494418467,0,3.170000000000001,4668,522,0,0.0,5220.000000000001,False,-0.4490954507607297,0,0.2,10176,263,0,0.0,5799.599137625015,False,-0.2775801343197509,0,0.2,18690,201,213,1.0,13753.818554809393,False,0.4125364241660052,0,4.061000000000001,-13048.555555555555,154,0,0.0,6739.434252679364,True,-1.390385932691319,0,1.352,16157,144,0,0.0,6301.808651856029,False,-0.22123565821288205,0,0.2,35588,36,263,1.0,10305.984063333306,False,0.3486375593917923,0,0.2,30337,0,0,0.0,0.0,False,0.004237147869840114,0.375,136157,0.0,0.1,15,0,0,0,0,0.0,2,2,9,34.0,24.0,2,8,9,560,0.38186621852219105,43.711420678533614
