index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,22,0,0,0,10.000000000000002,20,10.0,7.413976880504759,4,7.5,35.002134165509084,5,18.0,53.18365104818023,11,51.09090909090909,57.0,20,57.0,0,0.4160000000000001,37674,245,0,0.0,2450.0000000000005,False,-0.03934110441568705,4,0.8250000000000002,36147,275,0,0.0,2750.0000000000005,False,-0.07334782179195891,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,5,0.6820000000000002,77695,0,4,0.4,140.00853666203633,False,0.022564455394956103,5,0.6910000000000001,93501,0,5,0.5,265.91825524090115,False,0.0192449777678406,0,0.9830000000000003,92078,0,2,0.0,106.36730209636046,False,0.0028866354369209584,11,1.1830000000000003,120077,1,10,1.0,623.1836510481802,False,-0.017131680704694514,9,2.234000000000001,108750,158,0,0.0,8403.016865612477,False,-0.07784900901478331,0.2375,642879,0.0,0.0,13,0,0,8,15,15.0,26,34,19,196.0,75.0,12,10,19,452,1.7226507011801004,58.9952935166657
26,19,0,0,0,10.000000000000002,20,10.0,7.063035584190117,5,4.6,33.6054077747431,5,18.0,53.00621258410854,20,52.0,56.99999999999999,20,57.0,1,0.42600000000000005,37540,257,0,0.0,2570.0000000000005,False,-0.041168625901412625,4,0.861,35979,283,0,0.0,2830.0000000000005,False,-0.07650894003753828,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,1,0.687,77721,0,5,0.5,168.0270388737155,False,0.02309055371453751,0,0.6860000000000002,93601,0,0,0.0,0.0,False,0.01888620381860536,13,1.1130000000000002,92163,0,5,0.5,265.0310629205427,False,0.00467545698583017,2,1.1920000000000002,119995,1,10,1.0,623.0062125841084,False,-0.017801863819898758,8,2.3050000000000006,108186,168,0,0.0,8905.043714130235,False,-0.0804042726406466,0.25,642142,0.0,0.0,20,0,0,14,12,10.8,19,33,24,131.0,58.0,10,9,24,870,1.7295472100377083,60.724840726703405
27,24,0,0,0,10.000000000000002,20,10.0,7.007402155872791,1,5.0,32.30012329898475,5,18.0,53.445704441872614,5,64.0,56.99999999999999,20,57.0,0,0.4250000000000001,37460,265,0,0.0,2650.0000000000005,False,-0.04215647535315618,1,0.8670000000000002,35839,295,0,0.0,2950.0000000000005,False,-0.07848463894102539,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.6860000000000002,77806,0,1,0.1,32.30012329898475,False,0.023315889251002492,0,0.6860000000000002,93511,0,5,0.5,267.22852220936306,False,0.019360963371700974,0,1.1,92483,0,0,0.0,0.0,False,0.006716304182178391,0,1.1900000000000002,120565,0,1,0.1,56.99999999999999,False,-0.015458783381093504,10,2.3970000000000007,107644,173,0,0.0,9246.106868443962,False,-0.08343698976853073,0.0875,642265,0.0,0.0,19,0,0,5,7,7.0,31,36,25,198.0,66.0,12,12,25,1180,1.5902226977050304,62.315063424408436
28,25,0,0,0,10.000000000000002,20,10.0,6.4714842235678125,4,2.0,32.30012329898475,0,,49.39230463443925,16,20.875,56.99999999999999,20,57.0,0,0.4250000000000001,37370,274,0,0.0,2740.0000000000005,False,-0.043267805986367674,4,0.9060000000000001,35637,306,0,0.0,3060.0000000000005,False,-0.08211498567618294,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.6860000000000002,77798,0,5,0.4,161.50061649492375,False,0.024060149485824373,2,0.7060000000000002,93565,0,0,0.0,0.0,False,0.018494328696144383,9,1.1900000000000002,92213,0,0,0.0,0.0,False,0.003777240763721072,11,1.3000000000000003,120361,0,0,0.0,0.0,False,-0.017356944002220643,8,2.4670000000000005,107154,189,0,0.0,9335.145575909019,False,-0.08707395243614004,0.05,641055,0.0,0.0,12,0,0,15,15,13.785714285714285,14,29,22,151.0,74.0,10,15,22,200,1.6923259040340781,64.00738932844251
29,22,0,0,0,10.000000000000002,20,10.0,6.602226538579404,1,11.0,32.30012329898475,0,,49.914536207357955,5,62.0,56.99999999999999,20,57.0,1,0.43500000000000005,37236,286,0,0.0,2860.0000000000005,False,-0.04509532747209325,0,0.9020000000000001,35557,314,0,0.0,3140.0000000000005,False,-0.0831028351279265,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.686,77787,0,6,0.1,193.80073979390852,False,0.024127869793119712,5,0.754,93625,0,0,0.0,0.0,False,0.01914745390024601,0,1.1810000000000005,92213,0,0,0.0,0.0,False,0.003777240763721072,9,1.3790000000000002,120170,0,0,0.0,0.0,False,-0.01891629315764122,11,2.569000000000001,106597,194,0,0.0,9683.420024227444,False,-0.09019969456257627,0.0125,640142,0.0,0.0,9,0,0,4,13,13.0,24,28,23,141.0,57.0,8,14,23,200,1.466133768670261,65.47352309711277
30,23,0,0,0,10.000000000000002,20,10.0,6.5835083068638145,1,6.0,32.30012329898475,0,,51.52248115196427,14,64.0,57.0,20,57.0,0,0.43400000000000005,37126,297,0,0.0,2970.0000000000005,False,-0.04645362046824064,1,0.9120000000000001,35448,323,0,0.0,3230.0000000000005,False,-0.08468339425071619,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.6860000000000002,77781,0,7,0.1,226.10086309289326,False,0.02426133718453168,5,0.7990000000000002,93695,0,0,0.0,0.0,False,0.01990943330503124,9,1.2710000000000001,92339,0,0,0.0,0.0,False,0.005148803692334487,13,1.5000000000000004,119502,0,5,0.5,285.0,False,-0.023206544367973744,7,2.6280000000000006,105898,203,0,0.0,10459.063673848746,False,-0.09274019416816172,0.075,638746,0.0,0.0,12,0,0,3,15,15.0,28,31,24,73.0,65.0,6,17,24,200,1.274198449216783,66.74772154632956
31,24,0,0,0,10.000000000000002,20,10.0,6.416593085025342,2,4.0,35.07439763821113,10,50.0,46.5597991388358,21,20.476190476190474,57.0,20,57.0,0,0.43400000000000005,37006,309,0,0.0,3090.0000000000005,False,-0.04793539464585597,2,0.931,35326,331,0,0.0,3310.0000000000005,False,-0.08670848562679048,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,3,0.7160000000000002,78150,0,2,0.2,70.14879527642226,False,0.028088132620260716,8,0.8740000000000001,93205,0,5,0.5,232.79899569417898,False,0.015842634901346388,13,1.3920000000000003,91621,0,5,0.5,232.79899569417898,False,-0.0013998704869365452,5,1.5370000000000001,119717,0,0,0.0,0.0,False,-0.022614644819450226,10,2.721000000000001,105245,224,0,0.0,10429.39500709922,False,-0.09819248162213448,0.15,637227,0.0,0.0,14,0,0,4,13,12.6,26,30,25,89.0,84.0,7,17,25,735,1.303913775831461,68.05163532216102
32,25,0,0,0,10.000000000000002,20,10.0,6.416593085025342,0,,36.26997576895703,5,50.0,47.267384376944,5,64.0,57.0,20,57.0,0,0.4340000000000001,36916,318,0,0.0,3180.0000000000005,False,-0.04904672527906747,0,0.9290000000000003,35216,342,0,0.0,3420.0000000000005,False,-0.08806677862293787,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,3,0.7430000000000001,78277,0,0,0.0,0.0,False,0.029296900682454732,0,0.8660000000000001,93525,0,0,0.0,0.0,False,0.018058911893409968,0,1.3790000000000002,91371,0,10,0.5,472.67384376944,False,-0.002815656261459931,9,1.622,119538,0,0,0.0,0.0,False,-0.024076024394425532,11,2.821000000000001,104668,229,0,0.0,10824.231022320177,False,-0.10129143900038305,0.0625,636468,0.0,0.0,12,0,0,4,11,10.6,28,32,22,128.0,76.0,10,15,22,520,1.4234659289941192,69.47510125115514
33,22,0,0,0,10.000000000000002,20,10.0,6.720615133637848,16,7.25,37.39211281384436,5,50.0,47.88255961025409,19,51.473684210526315,56.99999999999999,20,57.0,9,0.5240000000000001,36681,328,0,0.0,3280.0000000000005,False,-0.05361552899338141,7,0.9990000000000003,34960,352,0,0.0,3520.0000000000005,False,-0.09315420329941716,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,5,0.79,78206,6,10,1.0,414.2448189402707,False,0.031086830983578114,10,0.9660000000000002,93445,0,0,0.0,0.0,False,0.017188078287941132,0,1.3790000000000002,91679,0,6,0.5,287.2953576615246,False,-0.0004719082268656223,13,1.7430000000000003,118789,0,10,1.0,569.9999999999999,False,-0.02786418150497604,7,2.880000000000001,104002,238,0,0.0,11396.049187240475,False,-0.1043945513105861,0.3125,634719,0.0,0.0,13,0,0,9,15,15.0,27,36,18,189.0,61.0,13,9,18,758,1.61322277225554,71.08832402341068
34,18,0,0,0,10.000000000000002,20,10.0,6.720615133637848,0,,35.77772363684561,5,18.0,46.913119019438994,19,40.94736842105263,56.99999999999999,20,57.0,0,0.5150000000000001,36611,335,0,0.0,3350.0000000000005,False,-0.05447989726365702,0,0.9920000000000002,34830,365,0,0.0,3650.0000000000005,False,-0.09475945865850044,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.7850000000000001,78296,0,11,0.6,393.55496000530167,False,0.032134248708104676,10,1.056,93075,0,5,0.5,234.56559509719497,False,0.014437145380756753,3,1.4090000000000003,92087,0,0,0.0,0.0,False,0.002405677835107657,1,1.7400000000000002,118790,0,9,0.9,512.9999999999999,False,-0.028088695126829787,9,2.9630000000000014,103597,248,0,0.0,11634.453516820871,False,-0.10672784247789201,0.25,634243,0.0,0.0,18,0,0,6,8,6.833333333333333,24,30,18,178.0,81.0,10,8,18,803,1.3796723242849112,72.46799634769559
35,18,0,0,0,10.0,20,10.0,6.1817301509426725,7,3.142857142857143,34.27251951171203,5,18.0,47.5055508316976,5,62.0,56.99999999999999,20,57.0,1,0.5250000000000001,36457,349,0,0.0,3490.0,False,-0.05655438111231848,6,1.052,34626,371,0,0.0,3710.0,False,-0.09905660377358491,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.7850000000000001,78364,0,13,0.7,445.54275365225635,False,0.03337021363628885,0,1.046,93295,0,5,0.5,237.527754158488,False,0.016848059968641717,0,1.4060000000000004,92087,0,0,0.0,0.0,False,0.002405677835107657,0,1.7390000000000003,119303,0,0,0.0,0.0,False,-0.0259945953448121,11,3.064000000000001,103035,253,0,0.0,12018.904360419492,False,-0.10974673083502948,0.15,634124,0.0,0.0,21,0,0,5,8,8.0,32,37,20,176.0,66.0,11,7,20,1113,1.4023600220680237,73.87035636976361
36,20,0,0,0,10.0,20,10.0,6.294235902018946,1,11.0,32.873305226660214,5,18.0,48.19513485664152,5,64.0,56.99999999999999,20,57.0,1,0.534,36363,357,0,0.0,3570.0,False,-0.05788797787217228,0,1.046,34506,383,0,0.0,3830.0,False,-0.10053837795120024,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.7850000000000001,78443,0,9,0.1,295.8597470399419,False,0.03342489544267472,0,1.046,93615,0,0,0.0,0.0,False,0.019038599699562408,0,1.4060000000000001,91997,0,5,0.5,240.9756742832076,False,0.002737550749369712,9,1.829,119115,0,0,0.0,0.0,False,-0.02752945210512136,11,3.1630000000000016,102466,258,0,0.0,12434.344793013513,False,-0.11269626657109122,0.075,633462,0.0,0.0,11,0,0,6,12,12.0,28,34,21,127.0,78.0,8,12,21,610,1.3323913514614105,75.20274772122502
37,21,0,0,0,10.0,20,10.0,6.172551982209887,4,5.0,32.873305226660214,0,,51.745442564017175,32,63.6875,57.0,20,57.0,1,0.543,36239,368,0,0.0,3680.0,False,-0.05959201817642991,3,1.0760000000000003,34350,392,0,0.0,3920.0,False,-0.1032796601797886,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.7850000000000001,78423,0,13,0.4,427.3529679465828,False,0.03402643669178153,18,1.2260000000000002,93696,0,0,0.0,0.0,False,0.0199203187250996,9,1.4960000000000004,92393,0,0,0.0,0.0,False,0.005736616376025951,11,1.9300000000000006,118281,0,9,0.9,513.0,False,-0.03224423816405006,9,3.2420000000000013,100812,281,0,0.0,14540.469360488825,False,-0.11760240123242133,0.1625,631151,0.0,0.0,10,0,0,7,18,17.444444444444443,27,34,22,195.0,58.0,11,10,22,200,1.4524738769978285,76.65522159822285
38,22,0,0,0,10.0,20,10.0,5.792601630354478,7,3.7142857142857144,32.873305226660214,0,,52.56439281679797,9,64.0,56.99999999999999,20,57.0,1,0.552,36075,383,0,0.0,3830.0,False,-0.06178998320655932,6,1.1330000000000002,34160,397,0,0.0,3970.0,False,-0.10735453916823076,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.7850000000000001,78397,0,20,0.7,657.4661045332043,False,0.03519747862912861,0,1.2080000000000002,93696,0,0,0.0,0.0,False,0.0199203187250996,9,1.5770000000000004,92519,0,0,0.0,0.0,False,0.007108179304639366,0,1.9190000000000007,118218,0,9,0.9,512.9999999999999,False,-0.03275857846138774,11,3.3430000000000013,100557,281,0,0.0,14770.59438152023,False,-0.11874486932686638,0.2,630579,0.0,0.0,15,0,0,10,10,10.0,24,34,26,147.0,65.0,12,10,26,713,1.407136281952262,78.06235788017511
39,26,0,0,0,10.0,20,10.0,5.792601630354478,0,,33.71882590077564,8,39.25,53.01744503447012,5,64.0,56.99999999999999,10,57.0,0,0.5510000000000002,35995,391,0,0.0,3910.0,False,-0.06277783265830288,0,1.1270000000000002,34040,409,0,0.0,4090.0,False,-0.10883631334584609,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.7850000000000001,78711,0,12,0.0,404.6259108093077,False,0.03766404496317717,0,1.2080000000000002,93382,0,8,0.8,424.13956027576097,False,0.01881076546424014,5,1.6180000000000003,92589,0,0,0.0,0.0,False,0.007870158709424598,0,1.9190000000000003,117898,0,14,0.5,797.9999999999999,False,-0.034207711838807386,10,3.4320000000000013,100350,281,0,0.0,14897.902054686105,False,-0.11991516628423383,0.1625,629922,0.0,0.0,12,0,0,5,5,5.0,27,32,21,159.0,108.0,10,16,21,514,1.41324451752007,79.47560239769518
40,21,0,0,0,9.999999999999998,20,10.0,5.290796332627181,5,1.2,35.09159441243768,5,50.0,52.42880641323602,16,48.25,56.99999999999999,10,57.0,0,0.5510000000000002,35905,400,0,0.0,3999.999999999999,False,-0.06388916329151437,5,1.1770000000000003,33807,420,0,0.0,4199.999999999999,False,-0.11323224340610491,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.7850000000000001,78955,0,12,0.5,421.0991329492522,False,0.040980809300248874,0,1.2080000000000002,93692,0,3,0.0,157.28641923970804,False,0.020732841417062407,11,1.7230000000000003,92251,0,5,0.5,262.1440320661801,False,0.005617660680045899,0,1.9190000000000003,117126,6,24,1.0,1682.5728384794159,False,-0.03689953693665687,10,3.5220000000000007,100140,281,0,0.0,14732.494602119321,False,-0.12230483805579646,0.25,628833,0.0,0.0,13,0,0,6,8,8.0,25,31,27,112.0,99.0,8,13,27,760,1.3541201557964087,80.82972255349159
41,27,0,0,0,9.999999999999998,20,10.0,6.13533304889614,9,10.0,37.4441741769551,10,50.0,52.90448965707111,5,64.0,57.0,8,57.0,9,0.6410000000000001,35720,405,0,0.0,4049.999999999999,False,-0.06784056109848859,0,1.1720000000000002,33657,435,0,0.0,4349.999999999999,False,-0.11508446112812408,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.7850000000000001,79365,0,11,0.9,411.8859159465061,False,0.046311495982501456,2,1.2280000000000002,93662,0,5,0.5,264.52244828535555,False,0.020989933426324027,0,1.7120000000000002,92001,0,10,0.5,529.0448965707111,False,0.0043489696763258645,0,1.9190000000000003,117126,0,30,0.6,1710.0,False,-0.03678757745719954,8,3.5920000000000014,99666,286,0,0.0,15130.684041922337,False,-0.12454920096858307,0.3125,628154,0.0,0.0,13,0,0,6,7,6.4,30,36,30,229.0,117.0,13,14,30,700,3.322158979251981,84.15188153274357
42,30,0,0,0,9.999999999999998,20,10.0,6.1107407710825825,1,5.0,37.4441741769551,0,,53.83326109390813,10,64.0,57.0,13,57.0,0,0.6320000000000001,35630,414,0,0.0,4139.999999999999,False,-0.06895189173170009,1,1.1820000000000002,33527,446,0,0.0,4459.999999999999,False,-0.11693667885014324,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.7850000000000001,79360,0,12,0.1,449.3300901234612,False,0.046491933425314345,5,1.2760000000000002,94052,0,0,0.0,0.0,False,0.023795528269435918,0,1.7120000000000002,92001,0,10,0.0,538.3326109390813,False,0.004399520012513206,0,1.9190000000000003,116806,0,35,0.5,1995.0,False,-0.038236710834619186,13,3.7140000000000004,99004,291,0,0.0,15665.478978327264,False,-0.12777078800882025,0.075,627337,0.0,0.0,13,0,0,11,10,10.0,29,40,28,238.0,117.0,16,14,28,520,1.69884570594877,85.85072723869234
43,28,0,0,0,9.999999999999998,20,10.0,6.225648013065275,1,11.0,35.87694019439117,5,18.0,53.83326109390813,0,,57.00000000000001,10,57.0,1,0.6419999999999999,35486,427,0,0.0,4269.999999999999,False,-0.0709028943988936,0,1.181,33457,453,0,0.0,4529.999999999999,False,-0.11780104712041885,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.7850000000000001,79439,0,8,0.1,287.01552155512934,False,0.0464635663950553,0,1.2710000000000004,94052,0,0,0.0,0.0,False,0.023795528269435918,0,1.7120000000000002,91911,0,15,0.5,807.4989164086219,False,0.0048848263580031194,0,1.9190000000000003,116806,0,35,0.0,1995.0000000000002,False,-0.038236710834619186,10,3.801000000000001,98791,291,0,0.0,15665.478978327264,False,-0.1295097480617238,0.075,626899,0.0,0.0,14,0,0,13,6,6.0,24,37,22,238.0,141.0,16,12,22,290,1.6849677124992013,87.53569495119154
44,22,0,0,0,9.999999999999998,20,10.0,6.225648013065275,0,,35.87694019439117,0,,53.83326109390813,0,,57.0,11,57.0,0,0.641,35366,439,0,0.0,4389.999999999999,False,-0.07238466857650894,0,1.181,33377,461,0,0.0,4609.999999999999,False,-0.1187888965721624,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.7850000000000001,79439,0,8,0.0,287.01552155512934,False,0.0464635663950553,0,1.2710000000000001,94052,0,0,0.0,0.0,False,0.023795528269435918,0,1.7120000000000002,91911,0,15,0.0,807.4989164086219,False,0.0048848263580031194,0,1.9190000000000003,116806,0,35,0.0,1995.0,False,-0.038236710834619186,11,3.901000000000001,98536,291,0,0.0,15665.478978327264,False,-0.13159160164618583,0.0,626444,0.0,0.0,13,0,0,13,6,6.0,20,33,15,194.0,107.0,11,11,15,200,1.4734530942514539,89.009148045443
45,15,0,0,0,10.0,20,10.0,4.913127012272177,20,2.4,38.02232142976879,10,50.0,55.786276955027226,28,63.285714285714285,57.00000000000001,8,57.0,1,0.651,35242,450,0,0.0,4500.0,False,-0.07408870888076657,19,1.3710000000000002,32831,470,0,0.0,4700.0,False,-0.13116171095525042,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,2,0.8050000000000002,79809,10,10,1.0,429.3544844204097,False,0.05226468779616047,18,1.4510000000000003,93883,0,5,0.5,278.9313847751361,False,0.023474034924646482,0,1.7120000000000004,92281,0,10,0.5,557.8627695502722,False,0.007553734621896379,0,1.9190000000000003,115920,4,45,1.0,2788.1451078201094,False,-0.042232460963938595,8,3.970000000000001,97493,305,0,0.0,17014.814471283305,False,-0.13459871467468665,0.375,624416,0.0,0.0,13,0,0,5,11,10.4,25,30,20,145.0,64.0,8,7,20,1070,1.260903436690569,90.27005148213357
46,20,0,0,0,10.0,20,10.0,4.851078404491013,5,4.2,37.05734475573756,3,18.0,56.802536560010665,20,63.0,57.0,9,57.0,1,0.6600000000000001,35138,459,0,0.0,4590.0,False,-0.07554578682208832,4,1.3920000000000001,32628,481,0,0.0,4810.0,False,-0.13481675392670156,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.8030000000000002,79842,5,17,1.0,654.2302528699936,False,0.05417711115774027,0,1.4330000000000003,94193,0,0,0.0,0.0,False,0.02533037249907474,5,1.7620000000000005,92927,0,3,0.3,170.407609680032,False,0.012476909899636575,0,1.9190000000000007,114660,14,55,1.0,3930.2355118401492,False,-0.04785717867267487,9,4.052000000000001,97303,305,0,0.0,17324.773650803254,False,-0.1348846259162064,0.2875,623648,0.0,0.0,15,0,0,13,10,10.0,21,34,29,185.0,66.0,13,7,29,1194,1.4483465617522597,91.71839804388583
47,29,0,0,0,10.0,20,10.0,4.851078404491013,0,,36.088694280874485,3,18.0,57.73428174488275,19,64.0,57.0,9,57.0,0,0.659,35028,470,0,0.0,4700.0,False,-0.0769040798182357,0,1.3880000000000003,32538,490,0,0.0,4900.0,False,-0.13592808455991306,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.8030000000000002,79896,0,19,0.5,685.6851913366152,False,0.05509398671472742,5,1.4830000000000003,94209,0,3,0.3,173.20284523464824,False,0.026447232083875737,11,1.8670000000000002,93208,0,0,0.0,0.0,False,0.014608233731739707,0,1.9190000000000003,114660,4,65,1.0,3935.937126979531,False,-0.047833904304213824,9,4.133,95905,324,0,0.0,18705.90728534201,False,-0.1406602035916382,0.225,622401,0.0,0.0,13,0,0,15,8,7.666666666666666,23,38,26,197.0,118.0,14,15,26,254,1.70993223041296,93.42833027429879
48,26,0,0,0,10.0,20,10.0,4.511588928538376,5,1.0,37.45752364063401,5,52.0,57.73428174488275,0,,57.0,10,57.0,0,0.6590000000000001,34908,482,0,0.0,4820.0,False,-0.07838585399585103,5,1.4380000000000004,32338,498,0,0.0,4980.0,False,-0.1398794823668873,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.8030000000000002,80151,0,19,0.5,711.6929491720462,False,0.058618081428894867,0,1.4780000000000002,94209,0,3,0.0,173.20284523464824,False,0.026447232083875737,0,1.8560000000000003,92948,0,5,0.5,288.67140872441377,False,0.013349179286811324,0,1.9190000000000003,114660,0,69,0.4,3933.0,False,-0.04784589384995959,10,4.224000000000001,95688,324,0,0.0,18705.90728534201,False,-0.14243182017135686,0.175,621859,0.0,0.0,14,0,0,14,6,6.0,23,37,28,201.0,100.0,13,13,28,460,1.7525596097111702,95.18088988400996
49,28,0,0,0,10.0,20,10.0,4.983072144404753,4,11.0,39.63099295559819,10,51.0,57.40109884648672,10,53.0,57.00000000000001,12,57.0,0,0.659,34828,490,0,0.0,4900.0,False,-0.07937370344759459,4,1.4730000000000003,32159,510,0,0.0,5100.0,False,-0.14281833448582437,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.8030000000000002,80617,0,13,0.4,515.2029084227764,False,0.0634538449448564,7,1.5480000000000003,94119,0,5,0.5,287.0054942324336,False,0.026086939097339792,0,1.8560000000000005,92688,0,10,0.5,574.0109884648672,False,0.012071990662839734,0,1.9190000000000003,114450,0,74,0.5,4218.000000000001,False,-0.04839697273996424,12,4.3340000000000005,95067,329,0,0.0,18884.96152049413,False,-0.1467708347804496,0.2375,620885,0.0,0.0,13,0,0,18,11,10.4,17,35,24,183.0,116.0,13,15,24,710,1.8200872046872973,97.00097708869725
50,24,0,0,0,10.0,20,10.0,4.801279430288762,5,3.0,37.894689122696995,25,34.0,56.43777350984079,21,50.57142857142857,57.00000000000001,9,57.0,1,0.669,34724,499,0,0.0,4990.0,False,-0.08083078138891633,4,1.5090000000000003,31953,521,0,0.0,5210.0,False,-0.14654746616615627,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,12,0.923,80960,0,5,0.5,189.47344561348498,False,0.06582251867620541,6,1.6010000000000002,94261,0,0,0.0,0.0,False,0.026070581063723248,0,1.8560000000000003,92458,15,10,1.0,1132.798071938863,False,0.012609660113311006,0,1.9190000000000003,113410,10,84,1.0,5352.377735098409,False,-0.052257065096302395,9,4.412000000000002,94856,330,0,0.0,18624.46525824746,False,-0.14955682946660687,0.3125,619579,0.0,0.0,13,0,0,15,9,8.08,19,34,31,228.0,105.0,14,10,31,842,1.8078549336642027,98.80883202236146
51,31,0,0,0,10.000000000000002,20,10.0,4.801279430288762,0,,37.894689122696995,0,,56.70980585168936,5,64.0,57.0,11,57.0,0,0.6680000000000001,34594,512,0,0.0,5120.000000000001,False,-0.08243603674799961,0,1.5050000000000001,31883,528,0,0.0,5280.000000000001,False,-0.14741183443643188,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.911,80960,0,5,0.0,189.47344561348498,False,0.06582251867620541,5,1.6450000000000002,94331,0,0,0.0,0.0,False,0.02683256046850848,0,1.8560000000000005,92458,5,20,1.0,1323.6695626472722,False,0.013648518291028588,0,1.9190000000000003,113090,5,94,1.0,5641.549029258447,False,-0.05368917097627316,11,4.513000000000001,94603,330,0,0.0,18714.23593105749,False,-0.15125590498968264,0.25,618876,0.0,0.0,13,0,0,14,7,7.0,25,39,29,269.0,148.0,17,14,29,200,1.6981477942317724,100.50697981659323
52,29,0,0,0,10.000000000000002,20,10.0,4.925036248895858,1,11.0,37.894689122696995,0,,56.70980585168936,0,,57.0,6,57.0,1,0.6780000000000002,34480,522,0,0.0,5220.000000000001,False,-0.08401659587078929,0,1.5050000000000001,31783,538,0,0.0,5380.000000000001,False,-0.14864664625111132,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.911,80949,0,6,0.1,227.36813473618196,False,0.06592702162248136,0,1.6400000000000003,94331,0,0,0.0,0.0,False,0.02683256046850848,0,1.8560000000000003,92458,0,25,0.5,1417.745146292234,False,0.014160544414104416,0,1.9190000000000003,113090,0,99,0.5,5643.0,False,-0.05368324801815703,6,4.562000000000001,94507,330,0,0.0,18714.23593105749,False,-0.1520396616332448,0.1375,618555,0.0,0.0,13,0,0,14,4,4.0,22,36,23,200.0,170.0,12,17,23,200,1.607779735699296,102.11475955229253
