index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
24,21,0,0,0,10.000000000000002,20,10.0,13.701130297270394,12,10.333333333333334,14.272802188660972,5,14.0,34.62533483447328,29,27.379310344827587,48.99999999999999,20,49.0,0,0.43400000000000005,40521,13,24,1.0,458.8271271344895,False,0.05064749042353537,1,3.153000000000001,30954,243,0,0.0,2430.0000000000005,False,-0.17060279482287424,0,0.2,56411,0,5,0.0,71.36401094330486,False,0.0036571541308236303,5,6.109000000000001,27140.0,559,0,0.0,7658.931836174151,False,-0.44934361198970363,0,0.4700000000000001,93358,0,35,0.5,1211.8867192065647,False,0.0353126781873233,23,5.299000000000001,62414,561,0,0.0,8007.042027838806,False,-0.26819906550403366,0,0.5960000000000001,116273,5,13,1.0,810.1266741723663,False,0.03139917735168021,13,2.0310000000000006,91266,472,0,0.0,16343.158041871387,False,-0.12100154676258602,0.3125,518337,0.0,0.0,13,0,0,8,11,11.0,23,31,21,184.0,44.0,15,6,21,886,1.6058349907398224,78.08025197591633
25,21,0,0,0,10.000000000000002,20,10.0,13.97523582560442,10,20.2,14.202720480271902,44,13.818181818181818,35.04597973294075,8,47.375,48.99999999999999,20,49.0,0,0.43400000000000005,40596,13,27,1.0,507.33136729131934,False,0.053206458094303626,3,3.1820000000000013,30818,253,0,0.0,2530.0000000000005,False,-0.17282008972309595,0,0.2,56411,0,5,0.0,71.0136024013595,False,0.003654038889790035,44,6.544000000000001,25572.0,569,0,0.0,7951.909184768915,False,-0.47461896850368135,0,0.4700000000000001,93683,0,30,0.0,1051.3793919882226,False,0.038009340076401325,3,5.306000000000002,61719,605,0,0.0,8592.645890564501,False,-0.27263056065754077,0,0.5960000000000002,116738,0,10,1.0,489.99999999999994,False,0.034094726234464225,7,2.0880000000000005,90955,475,0,0.0,16646.840373146857,False,-0.1224084632482945,0.25,516492,0.0,0.0,16,0,0,10,8,8.0,22,32,21,250.0,57.0,16,5,21,1337,1.6290676351636648,79.70931961107999
26,21,0,0,0,10.000000000000002,20,10.0,14.562220573264502,12,25.0,13.983358180113921,39,12.538461538461538,35.31584145455489,51,36.470588235294116,48.99999999999999,20,49.0,0,0.43400000000000005,40796,13,25,1.0,494.0555143316126,False,0.058191815530495745,0,3.1790000000000007,30718,263,0,0.0,2630.0000000000005,False,-0.17410921466508533,0,0.2,56411,0,5,0.0,69.91679090056961,False,0.0036442878940680535,39,6.8900000000000015,23841.0,581,0,0.0,8460.650153066676,False,-0.5008743607593511,0,0.4700000000000001,93975,0,32,0.7,1130.1069265457566,False,0.04166036936582467,46,5.763000000000001,58876,637,0,0.0,8907.399160732568,False,-0.30222127193593706,1,0.6060000000000001,116949,4,10,1.0,631.2633658182195,False,0.036584266065352866,9,2.1710000000000003,89219,512,0,0.0,18081.710824732105,False,-0.13141227116342788,0.3375,510785,0.0,0.0,14,0,0,8,16,15.25,21,29,21,180.0,66.0,13,8,21,1233,2.8266218779608607,82.53594148904085
27,21,0,0,0,10.000000000000002,20,10.0,14.562220573264502,0,,13.861201160965416,25,12.56,34.70689737674895,22,28.0,48.99999999999999,20,49.0,0,0.43400000000000005,40716,11,35,1.0,619.6777200642576,False,0.05774864281008938,0,3.179000000000001,30598,275,0,0.0,2750.0000000000005,False,-0.1756561645954726,0,0.2,56411,0,5,0.0,69.30600580482708,False,0.003638857824405937,25,7.101000000000002,23218.0,581,0,0.0,8460.650153066676,False,-0.5119516886873752,0,0.4700000000000001,93915,8,40,1.0,1499.1655043576811,False,0.04303245686024356,20,5.917000000000001,58026,644,0,0.0,8926.613547661727,False,-0.31148088042143635,0,0.6050000000000001,117219,6,10,1.0,698.2413842604936,False,0.039267018122538154,10,2.2620000000000005,88650,522,0,0.0,18117.000430662953,False,-0.13628608617531363,0.375,508753,0.0,0.0,14,0,0,7,10,10.0,21,28,24,188.0,52.0,12,9,24,846,1.7255151513963938,84.26145664043725
28,24,0,0,0,10.000000000000002,20,10.0,14.913630400153655,38,16.789473684210527,13.866300925312972,10,14.0,34.2642131093461,39,31.564102564102566,48.99999999999999,20,49.0,0,0.43400000000000005,41084,11,27,1.0,512.6680208041487,False,0.0658571136596214,20,3.3790000000000013,30168,285,0,0.0,2850.0000000000005,False,-0.18545351415459185,0,0.2,56411,0,5,0.0,69.33150462656486,False,0.0036390845168699296,10,7.176000000000002,22410.0,619,0,0.0,9231.537217695113,False,-0.5194650057991935,0,0.4700000000000001,94255,0,40,0.8,1370.568524373844,False,0.04607018876570831,31,6.207000000000001,56623,654,0,0.0,9068.560805154684,False,-0.326157401441429,3,0.6350000000000001,117450,4,10,1.0,627.0568524373844,False,0.040994364038494165,7,2.3220000000000005,87540,553,0,0.0,18948.109849468394,False,-0.14242477481097007,0.35,505941,0.0,0.0,15,0,0,11,13,13.0,22,33,29,257.0,66.0,17,7,29,1498,1.8090731501579285,86.07052979059517
29,29,0,0,0,10.000000000000002,20,10.0,15.678320657402734,21,23.571428571428573,13.706749339259957,27,12.25925925925926,33.91929119038354,13,27.307692307692307,49.0,20,49.0,0,0.43400000000000005,41489,10,16,1.0,350.8531305184438,False,0.07421302957920957,0,3.3590000000000013,30058,296,0,0.0,2960.0000000000005,False,-0.18687155159078017,0,0.2,56411,0,5,0.0,68.53374669629979,False,0.003631992200496929,27,7.436000000000003,21229.0,640,0,0.0,10034.12522073775,False,-0.5333286639574533,0,0.4700000000000001,94410,0,37,0.0,1255.013774044191,False,0.047141406218910525,10,6.276000000000001,55977,681,0,0.0,9334.29630003603,False,-0.33181119062552455,0,0.6320000000000001,117624,6,10,1.0,693.5157471423013,False,0.04282621036341033,10,2.4150000000000005,87325,554,0,0.0,18791.28731947248,False,-0.14501844262383332,0.25,504523,0.0,0.0,17,0,0,12,8,8.0,23,35,24,236.0,49.0,18,11,24,1340,2.0287850135937333,88.09931480418891
30,24,0,0,0,10.000000000000002,20,10.0,16.226410359092657,12,26.0,13.706958886403301,7,13.714285714285714,33.782422615654205,40,32.975,49.0,20,49.0,0,0.43400000000000005,41651,15,14,1.0,377.16974502729727,False,0.0787290484327759,0,3.3590000000000018,30008,301,0,0.0,3010.0000000000005,False,-0.18751611406177487,0,0.2,56411,0,5,0.0,68.53479443201651,False,0.0036320015151937533,7,7.479000000000003,20781.0,652,0,0.0,10579.619554128412,False,-0.5364447684595899,0,0.4700000000000001,95024,0,24,0.5,810.7781427757009,False,0.05145923898883692,22,6.486000000000001,55188,683,0,0.0,9361.852919413455,False,-0.34035273130260657,1,0.6420000000000001,117878,7,10,1.0,726.4769583095795,False,0.045217178006424656,9,2.4950000000000006,86090,583,0,0.0,19695.1523849264,False,-0.1519405247912664,0.3125,503031,0.0,0.0,15,0,0,7,12,11.333333333333334,21,28,26,195.0,64.0,13,11,26,1588,1.777699408121407,89.87701421231031
31,26,0,0,0,10.000000000000002,20,10.0,16.321582941113043,2,26.0,13.546715068921532,28,12.25,33.029720358909856,32,27.1875,48.99999999999999,20,49.0,0,0.43400000000000005,41583,17,22,1.0,529.074824704487,False,0.07893408478193785,0,3.3590000000000004,29928,309,0,0.0,3090.0000000000005,False,-0.18854741401536637,0,0.2,56411,0,5,0.0,67.73357534460766,False,0.0036248784280561294,28,7.7520000000000024,20015.0,654,0,0.0,10674.31524348793,False,-0.5492228512696438,0,0.4700000000000001,94772,11,34,1.0,1272.024357961072,False,0.05122370430459284,32,6.7840000000000025,53715,690,0,0.0,9347.233397555858,False,-0.3566630670371211,0,0.641,117809,15,14,1.0,1181.4458053836477,False,0.04661813290217829,14,2.626000000000001,85269,597,0,0.0,19718.743054269184,False,-0.15909365197094755,0.375,499502,0.0,0.0,12,0,0,7,13,13.0,24,31,24,225.0,61.0,14,12,24,546,1.8199866693466902,91.697000881657
32,24,0,0,0,10.000000000000002,20,10.0,17.866944274782693,35,26.02857142857143,13.556395602422548,5,14.0,33.9158373399838,19,45.68421052631579,49.0,20,49.0,12,0.554,42093,21,10,1.0,388.66944274782696,False,0.09027315839153073,1,3.369000000000001,29856,315,0,0.0,3150.0000000000005,False,-0.18963027896663745,0,0.2,56411,0,5,0.0,67.78197801211275,False,0.003625308742839799,5,7.774000000000003,19019.0,689,0,0.0,12310.324605325275,False,-0.5523877188765733,0,0.4700000000000001,95087,6,39,1.0,1404.0560298739038,False,0.055421809571909675,14,6.892000000000002,53449,690,0,0.0,9353.912965671558,False,-0.35955710747324476,0,0.6410000000000002,118299,5,14,1.0,855.579186699919,False,0.04950930461034557,10,2.7120000000000006,84229,616,0,0.0,20892.15580143002,False,-0.16310063203229133,0.375,498443,0.0,0.0,15,0,0,9,9,8.6,22,31,19,229.0,24.0,16,8,19,1437,1.7849917002022266,93.48199258185923
33,19,0,0,0,10.000000000000002,20,10.0,17.671426829001454,4,8.0,13.556395602422548,0,,33.579749232823914,26,30.423076923076923,49.0,20,49.0,0,0.542,41973,23,20,1.0,583.4285365800291,False,0.08968994658613974,4,3.408000000000001,29724,323,0,0.0,3230.0000000000005,False,-0.1920022688598979,0,0.2,56411,0,5,0.0,67.78197801211275,False,0.003625308742839799,0,7.769000000000003,18987.0,693,0,0.0,12246.298792498008,False,-0.5535259082119982,0,0.4700000000000001,95087,0,45,0.6,1511.0887154770762,False,0.05601146286030636,26,7.138000000000003,52523,690,0,0.0,9353.912965671558,False,-0.3697599523701696,0,0.641,118782,0,12,1.0,588.0,False,0.05259622014391033,8,2.7820000000000005,83410,637,0,0.0,21390.300261308832,False,-0.16813862303401142,0.325,496897,0.0,0.0,14,0,0,9,10,10.0,16,25,18,158.0,21.0,12,7,18,788,1.6608117204159498,95.14280430227518
34,18,0,0,0,10.000000000000002,20,10.0,17.75122536652855,2,25.0,13.555361252474452,22,13.545454545454545,31.674922035471816,67,24.761194029850746,48.99999999999999,20,49.0,0,0.542,41953,20,28,1.0,697.0343102627994,False,0.0906388169734285,0,3.4040000000000004,29594,336,0,0.0,3360.0000000000005,False,-0.19367813128448408,0,0.2,56411,0,5,0.0,67.77680626237226,False,0.003625262764374437,22,7.989000000000002,18352.0,695,0,0.0,12337.101629737343,False,-0.564009338118656,0,0.4700000000000001,95017,0,50,0.5,1583.746101773591,False,0.05564046596906961,67,7.782000000000001,46957,707,0,0.0,9583.640405499436,False,-0.4298216132532342,0,0.6410000000000001,118827,17,10,1.0,1028.4736746030208,False,0.054940834443907724,8,2.8540000000000005,82169,677,0,0.0,21443.92221801442,False,-0.1788716907783603,0.3125,489280,0.0,0.0,13,0,0,6,17,17.0,20,26,21,151.0,37.0,10,8,21,838,1.353863563388586,96.49666786566377
35,21,0,0,0,10.0,20,10.0,17.75122536652855,0,,13.481019832360946,49,13.16326530612245,32.01864755589093,56,33.732142857142854,49.0,20,49.0,0,0.542,41853,20,38,1.0,874.546563928085,False,0.09034892182653649,0,3.4040000000000012,29494,346,0,0.0,3460.0,False,-0.19496725622647346,0,0.2,56411,0,5,0.0,67.40509916180473,False,0.0036219581725235924,49,8.457,16737.0,695,0,0.0,12337.101629737343,False,-0.5927250437426669,0,0.4700000000000001,95725,0,31,0.0,992.5780742326189,False,0.06018454409057293,37,8.085,44724,756,0,0.0,10191.650993264875,False,-0.4510756454276442,2,0.661,119147,15,10,1.0,970.279713338364,False,0.057512330115704426,8,2.926000000000001,80312,725,0,0.0,23213.519478020924,False,-0.18746566006921075,0.25,484403,0.0,0.0,13,0,0,10,11,10.5,22,32,22,202.0,54.0,16,5,22,1300,1.420844942331314,97.91751280799508
36,22,0,0,0,10.0,20,10.0,18.177129308457534,9,26.0,13.491941369049943,5,14.0,31.990121360207638,40,31.775,48.99999999999999,20,49.0,0,0.542,41987,20,39,1.0,908.9080430298438,False,0.09424673906860528,0,3.4040000000000012,29394,356,0,0.0,3560.0,False,-0.19625638116846283,0,0.2,56411,0,5,0.0,67.45970684524971,False,0.0036224436518310196,5,8.458,16418.0,704,0,0.0,12796.699033154104,False,-0.5943110983699249,0,0.4700000000000001,95655,0,36,0.5,1151.644368967475,False,0.0602895821294168,40,8.448,42938,756,0,0.0,10199.907675001758,False,-0.47070864776495025,0,0.6590000000000001,119402,12,12,1.0,971.8814563224915,False,0.059773533300578566,12,3.0380000000000003,78937,758,0,0.0,24248.51199103739,False,-0.19504573665188638,0.3125,481142,0.0,0.0,13,0,0,11,12,12.0,19,30,19,193.0,21.0,15,7,19,826,1.3769851112738252,99.2944979192689
37,19,0,0,0,10.0,20,10.0,18.177129308457534,0,,13.352764997008249,22,12.0,31.902606023747445,42,31.261904761904763,49.0,20,49.0,0,0.542,41857,23,49,1.0,1120.6793361144191,False,0.09362501077855957,0,3.4040000000000012,29324,363,0,0.0,3630.0,False,-0.19715876862785542,0,0.2,56411,0,5,0.0,66.76382498504124,False,0.0036162570454387586,22,8.673000000000002,16000.0,704,0,0.0,12796.699033154104,False,-0.6017433986490808,0,0.4700000000000001,95799,0,28,0.0,893.2729686649285,False,0.060452808915176126,34,8.748000000000001,41447,778,0,0.0,10388.451167672418,False,-0.48609806648556936,0,0.659,119717,8,13,1.0,892.2208481899795,False,0.062205951099614534,11,3.1360000000000006,77545,794,0,0.0,25330.669182855472,False,-0.20256762732327024,0.25,478100,0.0,0.0,12,0,0,4,9,9.0,25,29,22,149.0,54.0,11,8,22,785,1.2938358429819345,100.58833376225084
38,22,0,0,0,10.0,20,10.0,18.806169733736784,19,24.0,13.309246011941362,4,11.0,32.13907423721552,62,33.33870967741935,48.99999999999999,20,49.0,0,0.542,42203,24,40,1.0,992.2467893494713,False,0.10089009938314696,0,3.4040000000000017,29234,372,0,0.0,3720.0,False,-0.19831898107564586,0,0.2,56411,0,5,0.0,66.5462300597068,False,0.003614322558806864,4,8.691000000000003,15464.0,723,0,0.0,13596.860717491694,False,-0.6041601259091082,0,0.4700000000000001,96185,0,21,0.0,674.9205589815259,False,0.06350290637282,55,9.264000000000001,38026,782,0,0.0,10407.830381338144,False,-0.5236845360716945,0,0.6590000000000001,120200,3,11,1.0,635.4172227116464,False,0.06534049300210223,8,3.205000000000001,75469,851,0,0.0,27350.352175870405,False,-0.21199214956831136,0.25,473192,0.0,0.0,14,0,0,6,11,11.0,24,30,22,193.0,71.0,13,9,22,1630,1.4743630653247237,102.06269682757556
39,22,0,0,0,10.0,20,10.0,19.313103421104266,12,26.0,13.309246011941362,0,,31.777495586194373,83,30.301204819277107,48.999999999999986,20,49.0,0,0.542,42415,24,38,1.0,973.8979300019621,False,0.10611944941476249,0,3.4040000000000004,29134,382,0,0.0,3820.0,False,-0.19960810601763523,0,0.2,56411,0,5,0.0,66.5462300597068,False,0.003614322558806864,0,8.687000000000001,15152.0,735,0,0.0,14195.131014511635,False,-0.6043888709792533,0,0.4700000000000001,96575,0,11,0.0,349.55245144813813,False,0.06600751689335568,73,9.939000000000002,32240,782,0,0.0,10407.830381338144,False,-0.5874357893909246,0,0.659,120242,11,13,1.0,986.5524514481378,False,0.06726372563092542,12,3.317,73069,916,0,0.0,29108.185956954047,False,-0.2254380692459998,0.25,465238,0.0,0.0,13,0,0,5,13,13.0,25,30,26,199.0,102.0,12,10,26,1294,1.4052526708692312,103.4679494984448
40,26,0,0,0,9.999999999999998,20,10.0,19.72604170402563,12,25.0,13.309246011941362,0,,31.96940421419139,61,33.16393442622951,48.999999999999986,20,49.0,0,0.542,42655,20,36,1.0,910.1375013449226,False,0.11148529754737442,0,3.4040000000000004,28994,396,0,0.0,3959.999999999999,False,-0.20141288093642035,0,0.2,56411,0,5,0.0,66.5462300597068,False,0.003614322558806864,0,8.687000000000001,14852.0,747,0,0.0,14735.353152907144,False,-0.604920314780079,0,0.4700000000000001,96575,0,11,0.0,351.6634463561053,False,0.06601914656593895,61,10.476000000000003,28347,782,0,0.0,10407.830381338144,False,-0.6303296070839357,1,0.6690000000000002,120622,13,10,1.0,905.602254784488,False,0.0702650241977286,6,3.3650000000000007,71216,965,0,0.0,30850.47506669469,False,-0.234117377673149,0.25,459672,0.0,0.0,15,0,0,7,11,10.333333333333334,26,33,27,224.0,81.0,16,10,27,1039,1.5262189339846373,104.99416843242943
41,27,0,0,0,9.999999999999998,20,10.0,20.194436126941927,12,26.0,13.309246011941362,0,,32.02259380596187,40,32.55,48.999999999999986,20,49.0,0,0.542,42847,22,34,1.0,906.6108283160255,False,0.11639007410297567,0,3.4040000000000012,28914,404,0,0.0,4039.999999999999,False,-0.20244418089001187,0,0.2,56411,0,5,0.0,66.5462300597068,False,0.003614322558806864,0,8.687000000000001,14540.0,759,0,0.0,15327.577020348923,False,-0.6052028144916616,0,0.4700000000000001,96575,0,11,0.0,352.24853186558056,False,0.066022369857896,40,10.815000000000001,26542,782,0,0.0,10407.830381338144,False,-0.6502174418992158,3,0.6980000000000001,120938,10,10,1.0,810.2259380596186,False,0.07263682061621388,7,3.4290000000000007,69957,998,0,0.0,31958.548618349945,False,-0.24034904169532229,0.25,456724,0.0,0.0,13,0,0,9,10,9.75,22,31,24,221.0,90.0,16,11,24,953,1.4917331542819738,106.4859015867114
42,24,0,0,0,9.999999999999998,20,10.0,20.639131615275787,12,26.0,13.309246011941362,0,,31.81065368139902,83,30.80722891566265,48.99999999999999,20,49.0,0,0.542,43019,26,32,1.0,920.4522116888252,False,0.12100309662879423,0,3.4040000000000004,28854,410,0,0.0,4099.999999999999,False,-0.2032176558552055,0,0.2,56411,0,5,0.0,66.5462300597068,False,0.003614322558806864,0,8.687000000000001,14228.0,771,0,0.0,15912.77047537763,False,-0.6055478167584357,0,0.4700000000000001,96929,0,2,0.0,63.62130736279804,False,0.06833273453521305,74,11.515000000000002,20506,782,0,0.0,10407.830381338144,False,-0.7167232429767949,0,0.6950000000000001,120833,21,12,1.0,1256.0237273093794,False,0.07367901157695564,12,3.5420000000000007,67662,1060,0,0.0,33719.29290228296,False,-0.2528539287949589,0.25,448442,0.0,0.0,15,0,0,11,16,16.0,20,31,17,197.0,91.0,14,10,17,1258,1.5033593010157347,107.98926088772714
43,17,0,0,0,9.999999999999998,20,10.0,20.639131615275787,0,,13.309246011941362,0,,31.516486236668975,31,27.451612903225808,48.99999999999999,20,49.0,0,0.542,42929,25,42,1.0,1116.843527841583,False,0.12121440117363978,0,3.4040000000000012,28744,421,0,0.0,4209.999999999999,False,-0.2046356932913938,0,0.2,56411,0,5,0.0,66.5462300597068,False,0.003614322558806864,0,8.687000000000001,14228.0,771,0,0.0,15912.77047537763,False,-0.6055478167584357,9,0.56,96811,0,0,0.0,0.0,False,0.06668209213411343,20,11.641,19877,782,0,0.0,10407.830381338144,False,-0.7236536851368011,0,0.6950000000000001,120829,31,12,1.0,1565.0110733367383,False,0.0750093306283999,10,3.630000000000001,67124,1071,0,0.0,33754.15675947247,False,-0.25745559482580277,0.25,446953,0.0,0.0,11,0,0,6,8,8.0,20,26,21,145.0,53.0,9,8,21,806,1.2204963890835643,109.2097572768107
44,21,0,0,0,9.999999999999998,20,10.0,20.78848096385817,5,25.0,13.32654715912732,5,14.0,31.83492276770576,10,45.0,48.99999999999999,20,49.0,0,0.542,42944,26,47,1.0,1237.058605301334,False,0.12315086120380214,0,3.4040000000000012,28654,430,0,0.0,4299.999999999999,False,-0.20579590573918424,0,0.2,56411,0,5,0.0,66.6327357956366,False,0.003615091621731766,5,8.737000000000002,14018.0,776,0,0.0,16131.86122795394,False,-0.6073339625188569,5,0.601,96861,0,5,0.5,159.17461383852878,False,0.06810990983725317,5,11.671000000000003,19737,782,0,0.0,10421.359878437564,False,-0.725121696589663,0,0.6950000000000002,121077,26,15,1.0,1562.7079919603498,False,0.07719139716758457,13,3.750000000000001,66483,1076,0,0.0,34254.3768980514,False,-0.2609109448842379,0.3125,446185,0.0,0.0,12,0,0,3,9,9.0,27,30,20,168.0,56.0,12,9,20,668,1.2798446658998728,110.48960194271058
45,20,0,0,0,10.0,20,10.0,21.322462650176302,15,26.0,13.32654715912732,0,,31.736602003437223,21,29.952380952380953,48.99999999999999,20,49.0,0,0.542,43264,23,42,1.0,1125.5434313074047,False,0.12996369091047552,0,3.4040000000000012,28524,443,0,0.0,4430.0,False,-0.20747176816377044,0,0.2,56411,0,5,0.0,66.6327357956366,False,0.003615091621731766,0,8.732000000000001,13628.0,791,0,0.0,16866.067956289455,False,-0.607741078961172,0,0.5960000000000001,96861,0,5,0.0,158.68301001718612,False,0.06810720154484502,21,11.876000000000003,19107,782,0,0.0,10421.359878437564,False,-0.7320631569407025,0,0.6950000000000001,121374,21,17,1.0,1499.4686420721814,False,0.07953727985640865,12,3.8570000000000015,65702,1092,0,0.0,34656.369387753446,False,-0.2660380045800547,0.25,444871,0.0,0.0,15,0,0,5,8,8.0,20,25,20,155.0,70.0,10,10,20,982,1.1929302513599396,111.68253219407052
46,20,0,0,0,10.0,20,10.0,21.392403784911597,2,26.0,13.32654715912732,0,,32.17245002297822,19,40.473684210526315,48.99999999999999,10,49.0,0,0.542,43256,19,50,1.0,1259.62018924558,False,0.13148584784774903,0,3.4040000000000017,28384,457,0,0.0,4570.0,False,-0.20927654308255556,0,0.2,56411,0,5,0.0,66.6327357956366,False,0.003615091621731766,0,8.732000000000001,13576.0,793,0,0.0,16964.176201434897,False,-0.6077934584961603,0,0.5960000000000001,97211,0,0,0.0,0.0,False,0.07108936854747187,14,11.995000000000005,18787,782,0,0.0,10421.359878437564,False,-0.7355889780713892,0,0.6950000000000001,121161,18,27,1.0,1902.1041004136077,False,0.07943401207685952,10,3.9450000000000007,64973,1104,0,0.0,35518.38482536795,False,-0.26867216720573545,0.25,443759,0.0,0.0,14,0,0,7,5,5.0,22,29,19,137.0,45.0,12,8,19,602,1.3599617769941688,113.04249397106469
47,19,0,0,0,10.0,20,10.0,21.563676505673392,6,25.0,13.344781707201848,5,14.0,32.73065483985487,5,71.0,48.99999999999999,8,49.0,0,0.542,43286,21,54,1.0,1374.438531306363,False,0.13373947469842687,0,3.4040000000000004,28304,465,0,0.0,4650.0,False,-0.21030784303614705,0,0.2,56411,0,5,0.0,66.72390853600925,False,0.003615902175779282,5,8.782000000000002,13341.0,799,0,0.0,17229.37752803304,False,-0.6096141824644561,5,0.6460000000000001,97261,0,5,0.5,163.65327419927436,False,0.07254185961832592,0,11.981000000000003,18787,782,0,0.0,10435.619295031845,False,-0.735510421583359,0,0.6950000000000001,121161,8,37,1.0,2074.8452387188386,False,0.08019750207166719,8,4.015000000000001,64487,1109,0,0.0,36298.29621739905,False,-0.26952117012269916,0.3125,443038,0.0,0.0,7,0,0,6,6,6.0,23,29,22,178.0,58.0,12,7,22,350,1.3501247642561793,114.39261873532087
48,22,0,0,0,10.0,20,10.0,21.912397382510996,19,24.0,13.363918025842437,5,14.0,33.30634467790642,32,38.9375,48.999999999999986,9,49.0,0,0.542,43632,22,45,1.0,1206.0578822129949,False,0.140489582352047,0,3.4040000000000004,28214,474,0,0.0,4740.0,False,-0.21146805548393752,0,0.2,56411,0,5,0.0,66.81959012921219,False,0.0036167528149322167,5,8.827000000000002,12800.0,818,0,0.0,17924.341058893995,False,-0.6130550571745346,3,0.671,97576,0,5,0.5,166.5317233895321,False,0.07602844744537467,24,12.221,17982,782,0,0.0,10450.583896208786,False,-0.7442976239479898,0,0.6950000000000002,120999,6,47,1.0,2502.838068067438,False,0.08065713482341569,9,4.097000000000001,63253,1133,0,0.0,37736.08852006797,False,-0.274074534059067,0.3125,440867,0.0,0.0,10,0,0,3,10,9.6,24,27,24,153.0,88.0,10,12,24,887,1.3085186844691634,115.70113741979003
49,24,0,0,0,10.0,20,10.0,22.447624657002773,18,26.0,13.383910818109392,5,14.0,33.20748364047375,13,30.846153846153847,48.999999999999986,14,49.0,0,0.542,43980,24,37,1.0,1070.5621123091028,False,0.14771518218312144,0,3.4040000000000012,28134,482,0,0.0,4820.0,False,-0.21249935543752901,0,0.2,56411,0,5,0.0,66.91955409054697,False,0.0036176415256712127,5,8.872000000000002,12247.0,836,0,0.0,18766.21421325432,False,-0.6154032270651809,0,0.6680000000000001,97506,0,10,0.5,332.0748364047375,False,0.0761691668947693,13,12.327000000000002,17700,782,0,0.0,10466.218259761545,False,-0.7473186226172526,0,0.6950000000000001,120894,1,57,1.0,2826.2074836404727,False,0.08115821068384131,14,4.228000000000001,62647,1141,0,0.0,37889.738833780546,False,-0.2787522813774882,0.3125,439519,0.0,0.0,11,0,0,9,8,8.0,21,30,24,178.0,64.0,15,9,24,668,2.3070119423791766,118.0081493621692
50,24,0,0,0,10.0,20,10.0,22.759657082745974,15,25.333333333333332,13.40470075576286,5,14.0,33.43447252835652,9,40.77777777777778,48.99999999999998,11,49.0,0,0.542,44270,23,32,1.0,958.3090266478712,False,0.15374502432124823,0,3.4040000000000004,28024,493,0,0.0,4930.0,False,-0.21391739287371733,0,0.2,56411,0,5,0.0,67.0235037788143,False,0.0036185656707633925,5,8.917000000000002,11782.0,851,0,0.0,19368.468177416824,False,-0.6183169913638019,0,0.6680000000000001,97708,0,11,0.5,367.77919781192173,False,0.0785915402208703,5,12.364000000000003,17560,782,0,0.0,10482.475991006557,False,-0.7487716039676144,0,0.6950000000000001,120681,0,65,0.8,3184.9999999999986,False,0.08086116365822181,11,4.324000000000001,62281,1143,0,0.0,38215.602099911506,False,-0.28054734499623646,0.2875,438717,0.0,0.0,13,0,0,11,7,7.0,19,30,23,185.0,84.0,14,10,23,852,1.3188825119286776,119.32703187409788
