index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,6,0,0,0,10.000000000000002,20,10.0,20.16897638769126,0,,10.689340303197778,10,10.5,20.530113606187513,15,22.0,36.99999999999999,8,37.0,0,0.2,27949,275,0,0.0,2750.0000000000005,False,-0.04478973256457865,0,0.7490000000000001,32962,4,30,1.0,645.0692916307378,False,0.08422211296183477,10,1.9650000000000003,38270,88,0,0.0,1774.8699221168308,False,-0.0916434313570934,0,1.9730000000000003,35763,204,0,0.0,4114.471183089017,False,-0.12266318104424914,0,0.2,54781,35,158,1.0,3617.884860389549,False,0.021718858760986746,10,3.351000000000001,49417,112,0,0.0,1197.206113958151,False,-0.09697938041455441,0,0.272,77859,192,23,1.0,4792.781812388002,False,0.01360720031061667,0,0.2,78923,0,10,0.0,369.99999999999994,False,-0.0008840839627169163,0.375,395924,0.0,0.0,15,0,0,7,3,3.0,20,27,10,108.0,0.0,6,0,10,686,1.0278083350276574,44.070428172068205
27,10,0,0,0,10.000000000000002,20,10.0,20.16897638769126,0,,10.314364714356586,43,9.116279069767442,19.524524825052183,20,12.8,37.0,8,37.0,0,0.2,27849,285,0,0.0,2850.0000000000005,False,-0.046418450112381514,0,0.7490000000000001,32862,4,40,1.0,846.7590555076504,False,0.08424963444261452,19,2.1450000000000005,37985,88,0,0.0,1774.8699221168308,False,-0.09825473320361841,24,2.2130000000000005,35313,204,0,0.0,4114.471183089017,False,-0.13310207869665705,0,0.2,54731,30,168,1.0,3589.5511120394644,False,0.020560340080158394,20,3.5410000000000013,48583,150,0,0.0,1547.1547071534878,False,-0.10887794331563826,0,0.272,77899,202,25,1.0,4868.954014660541,False,0.01459340987812605,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,394145,0.0,0.0,15,0,0,16,5,5.0,16,32,12,150.0,0.0,10,0,12,496,1.5067716789781116,45.577199851046316
28,12,0,0,0,10.000000000000002,20,10.0,20.48241223006362,28,22.0,10.409238203572015,43,10.767441860465116,19.524524825052183,0,,37.0,12,37.0,0,0.2,27759,294,0,0.0,2940.0000000000005,False,-0.047884295905404085,0,0.7490000000000001,33368,5,22,1.0,500.61306906139964,False,0.09509451560411404,15,2.2760000000000007,37427,102,0,0.0,2089.206047466489,False,-0.10755305224707142,28,2.4690000000000003,34351,218,0,0.0,4465.1658661538695,False,-0.15135049334051837,0,0.2,54356,55,178,1.0,4047.8735200557494,False,0.017927252966000656,0,3.5210000000000012,48495,158,0,0.0,1644.6596361643783,False,-0.10958654886377331,0,0.272,78343,192,23,1.0,4599.708766410019,False,0.018500775255816077,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,393022,0.0,0.0,23,0,0,14,6,6.0,18,32,14,150.0,36.0,10,2,14,1260,1.57491243298864,47.152112284034956
29,14,0,0,0,10.000000000000002,20,10.0,20.753390560007094,32,22.0,10.424799682650983,5,11.0,21.03657422583125,76,23.789473684210527,37.0,11,37.0,0,0.2,27649,305,0,0.0,3050.0000000000005,False,-0.04967588520798723,10,0.8490000000000002,33812,4,10,1.0,247.53390560007094,False,0.10543558268347612,5,2.3110000000000004,37010,118,0,0.0,2448.9000860808374,False,-0.11305442045466235,0,2.4410000000000007,33999,234,0,0.0,4856.2933910416605,False,-0.15497943083602045,0,0.2,54491,50,183,1.0,4370.933067459668,False,0.023281032259010882,71,4.231000000000001,46503,158,0,0.0,1647.1183498588553,False,-0.1455294712670947,0,0.272,76942,258,22,1.0,6241.436150264462,False,0.01117378659643121,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,389329,0.0,0.0,21,0,0,13,5,4.625,16,29,14,165.0,72.0,10,4,14,1149,1.5480673129786737,48.70017959701363
30,14,0,0,0,10.000000000000002,20,10.0,20.62222629413957,34,20.0,10.412720109411977,5,10.0,21.44834008485795,86,22.372093023255815,37.00000000000001,9,37.0,0,0.2,27559,314,0,0.0,3140.0000000000005,False,-0.051141731001009806,24,1.0790000000000002,33889,5,10,1.0,256.2222629413957,False,0.10808531650772668,0,2.3060000000000005,37010,118,0,0.0,2433.422702708469,False,-0.11323393914460807,5,2.4910000000000005,33249,268,0,0.0,5526.756646829404,False,-0.16460104102684642,0,0.2,54581,45,183,1.0,4393.618640452543,False,0.025110753791074945,76,4.920000000000001,44599,158,0,0.0,1645.2097772870923,False,-0.17992299838150566,0,0.272,75351,334,23,1.0,8014.7455883425555,False,0.002278067066246576,0,0.2,78923,0,10,0.0,370.00000000000006,False,-0.0008840839627169163,0.375,385161,0.0,0.0,15,0,0,12,6,5.411764705882353,21,33,18,165.0,72.0,10,4,18,673,2.577609857020434,51.277789454034064
31,18,0,0,0,10.000000000000002,20,10.0,20.56735125149753,17,20.0,10.393793290891203,33,10.303030303030303,21.44834008485795,0,,37.00000000000001,7,37.0,0,0.2,27459,324,0,0.0,3240.0000000000005,False,-0.052770448548812667,7,1.1250000000000002,34010,5,10,1.0,255.6735125149753,False,0.11201787537892068,14,2.446000000000001,36434,135,0,0.0,2776.5924189521666,False,-0.12261537975605269,19,2.676000000000001,32873,268,0,0.0,5512.050135401339,False,-0.17349389747377122,0,0.2,54421,50,193,1.0,4659.219300922145,False,0.0246196697864314,0,4.844000000000001,44419,176,0,0.0,1829.3076191968516,False,-0.18151093560585646,0,0.272,75610,324,26,1.0,7911.262187493976,False,0.004895691906173211,0,0.2,78923,0,10,0.0,370.00000000000006,False,-0.0008840839627169163,0.375,384149,0.0,0.0,15,0,0,15,6,5.411764705882353,22,37,8,273.0,36.0,16,2,8,459,1.6056726649985649,52.88346211903263
32,8,0,0,0,10.000000000000002,20,10.0,20.56735125149753,0,,10.391036515508251,14,10.357142857142858,21.44834008485795,0,,37.00000000000001,9,37.0,0,0.2,27319,338,0,0.0,3380.0000000000005,False,-0.05505065311573667,0,1.1180000000000003,33950,1,20,1.0,421.3470250299506,False,0.11276176789194996,5,2.4820000000000007,36369,135,0,0.0,2776.5924189521666,False,-0.12412322052806717,9,2.7470000000000008,32747,268,0,0.0,5512.050135401339,False,-0.17641678881644546,0,0.2,54366,45,203,1.0,4821.609680424035,False,0.025092618127214302,0,4.844000000000001,44329,185,0,0.0,1922.3417553690265,False,-0.18229601029691964,0,0.272,75943,314,27,1.0,7733.778786645396,False,0.007980618269250216,0,0.2,78923,0,10,0.0,370.00000000000006,False,-0.0008840839627169163,0.375,383946,0.0,0.0,16,0,0,8,2,2.0,26,34,5,111.0,18.0,7,1,5,533,1.1980199269601144,54.08148204599274
33,5,0,0,0,10.000000000000002,20,10.0,20.652773016027897,11,22.0,10.408686310131328,5,11.0,21.218309873762802,8,14.0,37.00000000000001,14,37.0,0,0.2,27239,346,0,0.0,3460.0000000000005,False,-0.05635362715397896,0,1.118,34072,3,19,1.0,422.40268730453005,False,0.11675303246530078,5,2.5270000000000006,36062,146,0,0.0,3015.304860340073,False,-0.12847609654426015,0,2.738000000000001,32747,268,0,0.0,5534.943168295476,False,-0.176151257674962,0,0.2,54311,40,213,1.0,4935.84745551673,False,0.025130874171888116,8,4.924000000000001,44193,185,0,0.0,1925.6069673742957,False,-0.18472198379245772,0,0.272,76349,312,23,1.0,7471.112680613995,False,0.01144959888235365,0,0.2,78923,0,10,0.0,370.00000000000006,False,-0.0008840839627169163,0.375,383896,0.0,0.0,19,0,0,7,2,2.0,19,26,10,75.0,0.0,5,0,10,960,1.0424130999599583,55.1238951459527
34,10,0,0,0,10.000000000000002,20,10.0,20.652773016027897,0,,10.431414305912401,15,10.666666666666666,21.218309873762802,0,,37.00000000000001,9,37.0,0,0.2,27159,354,0,0.0,3540.0000000000005,False,-0.05765660119222125,0,1.1180000000000003,33952,5,29,1.0,648.930417464809,False,0.11653360724233384,5,2.5720000000000005,35997,146,0,0.0,3015.304860340073,False,-0.1299839373162746,10,2.838000000000001,32587,268,0,0.0,5534.943168295476,False,-0.1798628657291515,0,0.2,54151,45,223,1.0,5201.096745615163,False,0.024636618210186107,0,4.916000000000001,44193,185,0,0.0,1929.8116465937942,False,-0.18468402651710877,0,0.272,76682,302,24,1.0,7295.929581876367,False,0.01454905138975712,0,0.2,78923,0,10,0.0,370.00000000000006,False,-0.0008840839627169163,0.375,383644,0.0,0.0,16,0,0,14,3,3.0,19,33,14,162.0,18.0,9,1,14,533,1.1345705700223334,56.258465715975035
35,14,0,0,0,10.0,20,10.0,20.88175858297041,34,22.0,10.431414305912401,0,,20.978831882277685,8,14.0,37.00000000000001,13,37.0,0,0.2,27049,365,0,0.0,3650.0,False,-0.05944819049480439,5,1.1680000000000001,34525,4,10,1.0,248.8175858297041,False,0.12868200244030267,0,2.5670000000000006,35997,146,0,0.0,3048.7367531136797,False,-0.1295961683085079,0,2.8280000000000007,31839,302,0,0.0,6306.291092057064,False,-0.18826794223743787,0,0.2,54151,35,233,1.0,5253.167329277635,False,0.025106679629494644,8,4.996000000000001,44057,185,0,0.0,1929.8116465937942,False,-0.18713947635190756,0,0.272,77051,300,21,1.0,7070.6495646833055,False,0.017786819348072015,0,0.2,78923,0,10,0.0,370.00000000000006,False,-0.0008840839627169163,0.375,383592,0.0,0.0,20,0,0,18,2,1.2941176470588236,16,34,16,204.0,18.0,13,1,16,1055,1.652898840024136,57.91136455599917
36,16,0,0,0,10.0,20,10.0,20.88175858297041,0,,10.507555638671036,44,10.772727272727273,20.978831882277685,0,,37.00000000000001,9,37.0,0,0.2,26919,378,0,0.0,3780.0,False,-0.06156552330694811,0,1.1630000000000003,34455,1,20,1.0,427.6351716594082,False,0.12931423127234448,29,2.8570000000000007,35310,146,0,0.0,3048.7367531136797,False,-0.14553288539118395,15,2.9780000000000006,31589,302,0,0.0,6306.291092057064,False,-0.19406732982210892,0,0.2,53776,60,243,1.0,5728.30948571374,False,0.022625430928861896,0,4.988000000000002,43958,194,0,0.0,2038.465793902181,False,-0.18794603612849417,0,0.272,77384,290,22,1.0,6897.8612458605285,False,0.020901394616310846,0,0.2,78923,0,10,0.0,370.00000000000006,False,-0.0008840839627169163,0.375,382314,0.0,0.0,19,0,0,19,6,6.0,17,36,20,204.0,54.0,13,3,20,533,1.7392236260348,59.65058818203397
37,20,0,0,0,10.0,20,10.0,20.89337871757795,29,20.96551724137931,10.519953133492235,15,10.666666666666666,22.190142261898743,69,26.0,37.00000000000001,11,37.0,0,0.2,26799,390,0,0.0,3900.0,False,-0.06351998436431154,9,1.2530000000000001,34830,0,9,0.9,188.04040845820154,False,0.13762729092899112,5,2.878000000000001,34945,161,0,0.0,3363.8339735300497,False,-0.15034524944870958,10,3.063000000000001,31121,316,0,0.0,6602.307674754632,False,-0.20149035359150705,0,0.2,53616,65,253,1.0,6297.902945937377,False,0.024878608210747742,69,5.678000000000001,43613,194,0,0.0,2040.8709078974937,False,-0.19415322270661442,0,0.272,75997,349,21,1.0,8521.359649402662,False,0.01363610882696375,0,0.2,78923,0,10,0.0,370.00000000000006,False,-0.0008840839627169163,0.3625,379844,0.0,0.0,19,0,0,21,5,4.642857142857142,20,41,20,258.0,72.0,16,4,20,907,1.8889609380275942,61.539549120061565
38,20,0,0,0,10.0,20,10.0,20.844028321352035,11,20.0,10.491580815970199,10,10.0,22.33371926758535,105,22.685714285714287,37.00000000000001,8,37.0,0,0.2,26729,397,0,0.0,3970.0,False,-0.06466008664777355,2,1.2640000000000002,34886,3,10,1.0,238.44028321352033,False,0.140272326186741,5,2.923,34655,172,0,0.0,3585.17287127255,False,-0.15450527893578286,5,3.1030000000000006,31051,316,0,0.0,6586.712949547243,False,-0.20329506182672302,0,0.2,53846,65,248,1.0,6220.71513139923,False,0.028334402760568693,90,6.509,40767,194,0,0.0,2035.3666782982186,False,-0.24558681027769858,0,0.272,73911,444,23,1.0,10767.171354807897,False,0.0014724503953616169,0,0.2,78923,0,10,0.0,370.00000000000006,False,-0.0008840839627169163,0.375,374768,0.0,0.0,17,0,0,19,6,5.181818181818182,21,40,19,276.0,54.0,17,3,19,826,1.9082342149922624,63.44778333505383
39,19,0,0,0,10.0,20,10.0,20.770902889812394,17,20.0,10.478388736140815,15,10.333333333333334,22.33371926758535,0,,37.00000000000001,7,37.0,0,0.2,26569,413,0,0.0,4130.0,False,-0.06726603472425811,7,1.3320000000000003,35067,0,7,0.7,145.39632022868676,False,0.14465286035748207,10,3.0180000000000007,34495,172,0,0.0,3572.595297047732,False,-0.15836277144558158,5,3.148000000000001,30641,333,0,0.0,6916.710662307527,False,-0.20897848818887999,0,0.2,53691,70,258,1.0,6495.586782566877,False,0.028017285487270324,0,6.419000000000001,40767,194,0,0.0,2032.807414811318,False,-0.24560991374500044,0,0.272,74170,434,26,1.0,10654.834162132043,False,0.004034164554118934,0,0.2,78923,0,10,0.0,370.00000000000006,False,-0.0008840839627169163,0.3375,374323,0.0,0.0,16,0,0,12,4,3.411764705882353,24,36,11,222.0,90.0,14,5,11,459,1.712349298002664,65.16013263305649
40,11,0,0,0,9.999999999999998,20,10.0,20.770902889812394,0,,10.478388736140815,0,,22.28513438496932,17,21.352941176470587,37.00000000000001,13,37.0,0,0.2,26479,422,0,0.0,4219.999999999999,False,-0.0687318805172807,0,1.3250000000000002,34957,1,17,1.0,363.1053491268107,False,0.14461554690913075,0,3.008000000000001,34495,172,0,0.0,3572.595297047732,False,-0.15836277144558158,0,3.1430000000000007,30641,333,0,0.0,6916.710662307527,False,-0.20897848818887999,0,0.2,53891,60,263,1.0,6489.69366741538,False,0.0315750416832053,12,6.5390000000000015,40513,194,0,0.0,2032.807414811318,False,-0.2501958274070511,0,0.272,74288,441,23,1.0,10678.74426377147,False,0.0056754670727440434,0,0.2,78923,0,10,0.0,370.00000000000006,False,-0.0008840839627169163,0.375,374187,0.0,0.0,19,0,0,9,2,2.0,20,29,13,111.0,72.0,7,4,13,881,1.273624971974641,66.43375760503113
41,13,0,0,0,9.999999999999998,20,10.0,20.770902889812394,0,,10.450565923280335,10,10.0,21.959691013014776,12,13.583333333333334,37.00000000000001,8,37.0,0,0.2,26359,434,0,0.0,4339.999999999999,False,-0.07068634157464412,0,1.3250000000000002,34877,0,26,0.9,540.0434751351222,False,0.1448914211396972,5,3.0580000000000007,34425,172,0,0.0,3572.595297047732,False,-0.1599865999692895,5,3.193000000000001,30571,333,0,0.0,6916.710662307527,False,-0.2106023167125879,0,0.2,53791,60,273,1.0,6622.029601949855,False,0.030964211836259855,12,6.647000000000002,40259,194,0,0.0,2027.409789116385,False,-0.25483046753645816,0,0.272,74421,443,25,1.0,10653.143118765545,False,0.007193558303856844,0,0.2,78923,0,10,0.0,370.00000000000006,False,-0.0008840839627169163,0.3625,373626,0.0,0.0,18,0,0,11,4,4.0,19,30,14,162.0,72.0,9,4,14,496,1.198978969012387,67.63273657404352
42,14,0,0,0,9.999999999999998,20,10.0,20.770902889812394,0,,10.436463444346504,5,10.0,21.80719788103392,5,13.0,37.00000000000001,7,37.0,0,0.2,26239,446,0,0.0,4459.999999999999,False,-0.07264080263200756,0,1.3250000000000002,34797,0,34,0.8,706.2106982536214,False,0.14499186778484024,0,3.053000000000001,34425,172,0,0.0,3572.595297047732,False,-0.1599865999692895,5,3.238000000000001,30501,333,0,0.0,6916.710662307527,False,-0.21222614523629577,0,0.2,53741,55,283,1.0,6745.442489771658,False,0.03117556908454739,5,6.685000000000001,40169,194,0,0.0,2024.6739082032218,False,-0.2564800954357229,0,0.272,74615,438,28,1.0,10587.552671892858,False,0.009229537699189544,0,0.2,78923,0,10,0.0,370.00000000000006,False,-0.0008840839627169163,0.35,373410,0.0,0.0,14,0,0,11,2,2.0,19,30,11,183.0,54.0,11,3,11,459,1.3439732369733974,68.97670981101692
43,11,0,0,0,9.999999999999998,20,10.0,20.86033488872083,20,21.650000000000002,10.504978925078413,30,10.833333333333334,21.643736094589475,5,13.0,37.0,8,37.0,0,0.2,26159,454,0,0.0,4539.999999999999,False,-0.07394377667024984,0,1.3250000000000002,35110,2,24,1.0,520.6480373292999,False,0.15216534801344184,17,3.2230000000000008,34069,175,0,0.0,3650.558605526145,False,-0.16734064900336187,13,3.363000000000001,29917,350,0,0.0,7301.11721105229,False,-0.22131486950157409,0,0.2,53657,59,288,1.0,6853.1897518213955,False,0.03063164417481896,0,6.6800000000000015,39993,210,0,0.0,2206.0455742664667,False,-0.25802042379740314,0,0.272,74846,433,30,1.0,10481.737728957243,False,0.011478805532832556,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,372674,0.0,0.0,26,0,0,11,4,4.0,22,33,14,147.0,36.0,9,2,14,994,1.2102091200067662,70.18691893102368
44,14,0,0,0,9.999999999999998,20,10.0,20.8634225007769,4,21.0,10.504679702060129,10,10.5,21.643736094589475,0,,37.0,15,37.0,0,0.2,26089,461,0,0.0,4609.999999999999,False,-0.07508387895371185,0,1.3250000000000002,35064,5,30,1.0,675.902675023307,False,0.15319558739736314,5,3.256000000000001,33941,178,0,0.0,3713.689205138288,False,-0.16957769781550652,5,3.400000000000001,29826,351,0,0.0,7323.061297772691,False,-0.22317132205422793,0,0.2,53552,59,298,1.0,7069.609458609211,False,0.030689597365890983,0,6.680000000000001,39993,210,0,0.0,2205.982737432627,False,-0.2580209910499519,0,0.272,75401,423,25,1.0,10080.300368011347,False,0.015953297431176256,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,372789,0.0,0.0,25,0,0,9,2,2.0,23,32,16,180.0,72.0,10,4,16,839,1.2108914600103162,71.397810391034
45,16,0,0,0,10.0,20,10.0,21.029408234225304,33,21.848484848484848,10.48907965343712,15,10.333333333333334,21.061259919213352,20,14.0,37.0,10,37.0,0,0.2,25979,472,0,0.0,4720.0,False,-0.07687546825629499,3,1.3550000000000002,35644,4,10,1.0,250.29408234225303,False,0.1651567491179233,10,3.3510000000000004,33676,183,0,0.0,3848.3817068632306,False,-0.174162780610754,5,3.4450000000000003,29140,379,0,0.0,7970.14572077139,False,-0.23157945484861978,0,0.2,53509,64,300,1.0,6989.679073583981,False,0.029191679217000152,12,6.800000000000002,39745,210,0,0.0,2202.706727221795,False,-0.26252814986168416,0,0.272,75491,433,25,1.0,10044.525545019382,False,0.01686406290269642,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,372107,0.0,0.0,19,0,0,14,6,5.214285714285714,22,36,14,204.0,54.0,13,3,14,1095,1.4377373280003667,72.83554771903437
46,14,0,0,0,10.0,20,10.0,20.871234108967773,32,20.0,10.489769591721572,10,10.5,20.774462765382808,10,14.0,37.0,10,37.0,0,0.2,25899,480,0,0.0,4800.0,False,-0.07817844229453728,22,1.572,35726,6,10,1.0,268.7123410896777,False,0.16812782730853895,10,3.4410000000000003,33196,199,0,0.0,4153.375587684587,False,-0.18176004932165046,0,3.4400000000000004,28820,395,0,0.0,8244.13747304227,False,-0.2358247022241548,0,0.2,53404,64,310,1.0,7111.42871113885,False,0.028395008857122202,10,6.888000000000001,39540,210,0,0.0,2202.8516142615304,False,-0.26622807144039645,0,0.272,75721,433,25,1.0,9920.342377410756,False,0.018984707730750745,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,371229,0.0,0.0,17,0,0,14,6,5.375,19,33,18,186.0,36.0,12,2,18,570,1.4025671540293843,74.23811487306375
47,18,0,0,0,10.0,20,10.0,20.871234108967773,0,,10.457643450419392,10,10.0,20.48194292196486,10,14.0,37.0,6,37.0,0,0.2,25799,490,0,0.0,4900.0,False,-0.07980715984234014,0,1.5500000000000003,35626,6,20,1.0,477.42468217935544,False,0.16826972673669094,5,3.481000000000001,33126,199,0,0.0,4153.375587684587,False,-0.18338387784535837,5,3.4900000000000007,28750,395,0,0.0,8244.13747304227,False,-0.2374485307478627,0,0.2,53374,64,315,1.0,7121.101201245771,False,0.027940682842957417,5,6.928000000000001,39455,210,0,0.0,2196.105124588072,False,-0.2678236307744772,0,0.272,75803,433,29,1.0,9941.681285210783,False,0.02015510170256112,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,370856,0.0,0.0,16,0,0,15,3,3.0,25,40,22,222.0,72.0,14,4,22,492,1.5598918360192329,75.79800670908298
48,22,0,0,0,10.0,20,10.0,20.814726064475533,13,20.0,10.476712735344506,5,11.0,21.414085356675923,79,23.873417721518987,37.0,9,37.0,0,0.2,25739,496,0,0.0,4960.0,False,-0.08078439037102186,0,1.5500000000000003,35746,10,17,1.0,453.85034309608403,False,0.1717946894539901,0,3.476000000000001,32866,212,0,0.0,4412.721925668813,False,-0.186407141068145,5,3.535000000000001,28685,395,0,0.0,8221.816795467836,False,-0.2392152640406904,0,0.2,53389,59,320,1.0,7470.633365521621,False,0.0313668673652808,74,7.663000000000002,38188,210,0,0.0,2200.1096744223464,False,-0.29066288412062086,0,0.272,74250,502,30,1.0,11859.870849051313,False,0.012654214864301377,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,367786,0.0,0.0,20,0,0,13,4,4.0,27,40,15,291.0,90.0,17,5,15,863,1.593161004013382,77.39116771309637
49,15,0,0,0,10.0,20,10.0,20.814726064475533,0,,10.42670306143082,15,10.0,21.414085356675923,0,,37.0,0,,0,0.2,25629,507,0,0.0,5070.0,False,-0.082575979673605,0,1.5500000000000003,35656,9,27,1.0,651.9976037408394,False,0.17209025707255668,5,3.526000000000001,32796,212,0,0.0,4412.721925668813,False,-0.1880309695918529,10,3.630000000000001,28520,395,0,0.0,8221.816795467836,False,-0.2430428598465733,0,0.2,53289,59,330,1.0,7681.823648327472,False,0.031467886402291756,0,7.589000000000001,38138,215,0,0.0,2241.741158207626,False,-0.29118979942759465,0,0.272,74250,492,40,1.0,12015.729995484555,False,0.013638447520046927,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,367201,0.0,0.0,11,0,0,8,3,3.0,28,36,10,183.0,72.0,11,4,10,200,1.3618890009820461,78.75305671407841
50,10,0,0,0,10.0,20,10.0,20.814726064475533,0,,10.451753626504352,15,10.666666666666666,21.414085356675923,0,,37.0,0,,0,0.2,25509,519,0,0.0,5190.0,False,-0.08453044073096844,0,1.5500000000000003,35576,7,37,1.0,840.1448643855947,False,0.17254869644590376,5,3.571000000000001,32731,212,0,0.0,4412.721925668813,False,-0.18953881036386735,10,3.7200000000000006,28360,395,0,0.0,8221.816795467836,False,-0.24675446790076278,0,0.2,53179,59,340,1.0,7897.442485233571,False,0.031428335938339005,0,7.589000000000001,38088,220,0,0.0,2299.3857978309575,False,-0.29157215774612316,0,0.272,74250,482,50,1.0,12171.589141917795,False,0.014622680175792475,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,366616,0.0,0.0,12,0,0,7,3,3.0,19,26,8,126.0,54.0,7,3,8,200,1.0997976019862108,79.85285431606462
51,8,0,0,0,10.000000000000002,20,10.0,20.90009005544879,14,22.0,10.472162029108366,5,11.0,20.8281906095195,20,13.25,37.0,0,,0,0.2,25409,529,0,0.0,5290.000000000001,False,-0.0861591582787713,0,1.5500000000000003,35784,7,33,1.0,759.70297182981,False,0.17801399022492287,5,3.616000000000001,32666,212,0,0.0,4430.819091755144,False,-0.19083674617524427,0,3.710000000000001,28052,409,0,0.0,8548.136832678554,False,-0.25011440066021906,0,0.2,53249,49,345,1.0,7698.861699710537,False,0.03089950439372544,15,7.739000000000002,37663,225,0,0.0,2356.2364565493826,False,-0.2987322254631107,0,0.272,73985,492,60,1.0,12467.469779883593,False,0.013144243223392853,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,365731,0.0,0.0,13,0,0,8,4,4.0,17,25,12,90.0,54.0,5,3,12,578,0.9570803050301038,80.80993462109473
52,12,0,0,0,10.000000000000002,20,10.0,20.986947793945983,15,22.0,10.493126797437927,5,11.0,20.939229965152247,14,22.928571428571427,37.0,0,,0,0.2,25319,538,0,0.0,5380.000000000001,False,-0.08762500407179387,0,1.5500000000000003,36004,8,28,1.0,667.6345382304876,False,0.18368081270123598,5,3.661000000000001,32601,212,0,0.0,4449.232932316549,False,-0.19213100895058288,0,3.710000000000001,27722,424,0,0.0,8898.465864633097,False,-0.2537062045950509,0,0.2,53514,39,345,1.0,7633.266283077604,False,0.03509186526691832,4,7.764000000000001,37540,230,0,0.0,2413.4191634107233,False,-0.30043675263680353,0,0.272,73664,496,70,1.0,12975.858062715515,False,0.012300500534968693,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,365287,0.0,0.0,15,0,0,9,2,2.0,18,27,16,126.0,90.0,7,5,16,795,1.1370071819983423,81.94694180309307
53,16,0,0,0,10.000000000000002,20,10.0,21.04133248842895,17,21.58823529411765,10.486452812255838,18,10.444444444444445,20.939229965152247,0,,37.0,0,,0,0.2,25219,548,0,0.0,5480.000000000001,False,-0.08925372161959673,0,1.5500000000000003,36271,8,21,1.0,521.867982257008,False,0.19000403893053538,13,3.7860000000000005,32062,227,0,0.0,4776.382474873371,False,-0.20083995459226392,5,3.7600000000000002,27610,426,0,0.0,8963.607640070732,False,-0.25554876542555055,0,0.2,53326,47,355,1.0,7926.289919805073,False,0.034342805349676576,0,7.760000000000001,37540,230,0,0.0,2411.8841468188425,False,-0.30045060982885113,0,0.272,73664,486,80,1.0,13136.465763063992,False,0.013314719764732533,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,364615,0.0,0.0,19,0,0,19,3,3.0,16,35,16,186.0,72.0,12,4,16,567,1.4598522479645908,83.40679405105766
