index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,41,0,0,0,10.000000000000002,20,10.0,31.588225210002374,40,32.6,25.90140379316154,15,32.333333333333336,48.12502300013024,13,34.84615384615385,46.0,20,46.0,2,1.1110000000000002,70122,10,10,1.0,415.8822521000237,False,0.07661601417604295,0,1.1990000000000003,69809,13,12,1.0,509.05870252002853,False,0.07253776274412581,0,0.2,83040,9,154,1.0,4273.110211036898,False,-0.02411114554692948,10,3.441000000000001,66768.0,447,0,0.0,14119.936668871062,False,-0.15413471048182847,0,0.21800000000000003,121537,198,69,1.0,8449.104538054971,False,0.007365728432959109,0,0.2,124632,0,15,0.0,721.8753450019536,False,0.0012090295934139056,0,1.5410000000000004,148936,0,13,1.0,598.0,False,-0.020921902062667298,13,1.6620000000000001,148789,3,10,1.0,604.3750690003908,False,-0.021865404827978503,0.75,833633,0.0,0.0,14,0,0,20,7,6.166666666666667,14,34,37,286.0,142.0,19,22,37,2076,3.4861367369885556,89.45984769274946
26,37,0,0,0,10.000000000000002,20,10.0,31.598762567554527,2,33.0,25.90140379316154,0,,48.531727628056515,4,59.0,46.0,20,46.0,0,1.1090000000000002,70035,12,19,1.0,720.376488783536,False,0.07761482195777683,0,1.1990000000000003,69762,11,21,1.0,773.574013918645,False,0.07384289333271059,0,0.2,83007,0,164,1.0,4247.830222078493,False,-0.02463405424961628,0,3.4310000000000005,66735.0,448,0,0.0,14156.245630264428,False,-0.1543047992675128,0,0.21800000000000003,121773,188,75,1.0,8509.343485218607,False,0.009497378627459582,0,0.2,124632,0,15,0.0,727.9759144208477,False,0.0012334627546052252,0,1.5410000000000004,149370,0,3,0.2,138.0,False,-0.019583530152731853,0,1.6490000000000002,149039,0,7,0.5,322.0,False,-0.02115152469427387,0.5875,834353,0.0,0.0,19,0,0,18,0,0.0,15,33,36,291.0,135.0,17,20,36,1422,2.9636219239910133,92.42346961674048
27,36,0,0,0,10.000000000000002,20,10.0,31.3407497965881,30,29.266666666666666,27.02100678190669,45,30.88888888888889,48.74479771994766,2,59.0,46.0,20,46.0,0,1.1090000000000002,70035,8,24,1.0,832.1779951181144,False,0.07847055488035291,4,1.2390000000000003,70336,15,10,1.0,463.407497965881,False,0.0802557022423718,0,0.2,83051,4,164,1.0,4556.80811141905,False,-0.022359917327831616,35,3.781000000000001,66013.0,464,0,0.0,14542.107905616878,False,-0.16036647205224008,0,0.21800000000000003,120501,223,83,1.0,10071.502723120848,False,0.005565045109501816,0,0.2,124632,0,15,0.0,731.171965799215,False,0.0012462631398055426,5,1.5910000000000004,149396,0,1,0.1,46.0,False,-0.019714743085078465,5,1.6990000000000003,149242,0,1,0.1,46.0,False,-0.02072508266414738,0.525,833206,0.0,0.0,18,0,0,18,7,5.733333333333333,12,30,39,225.0,134.0,15,21,39,1654,2.6400534430285916,95.06352305976907
28,39,0,0,0,10.000000000000002,20,10.0,31.386034109476636,18,32.0,27.160587134489052,30,28.0,48.97159448561482,2,59.0,45.99999999999999,20,46.0,0,1.1090000000000002,69925,9,34,1.0,1157.1251597222056,False,0.07927382441425335,8,1.3150000000000002,70614,14,10,1.0,453.86034109476634,False,0.08443827279827597,0,0.2,82680,12,169,1.0,4966.77163504237,False,-0.024262029336039014,25,3.9960000000000013,65658.0,464,0,0.0,14563.11982679716,False,-0.1643134254488539,0,0.21800000000000003,119779,243,91,1.0,11056.437771871788,False,0.003726461334614162,0,0.2,124632,0,15,0.0,734.5739172842224,False,0.0012598881677809933,10,1.6860000000000002,149271,0,0,0.0,0.0,False,-0.020685718784443394,8,1.7740000000000002,149057,0,2,0.2,91.99999999999999,False,-0.021787907416154936,0.525,831616,0.0,0.0,13,0,0,18,10,9.444444444444445,15,33,30,267.0,137.0,19,20,30,615,2.6773338909843005,97.74085695075337
29,30,0,0,0,10.000000000000002,20,10.0,31.42504083372833,16,32.0,26.43862662886271,29,21.724137931034484,45.37749248729078,12,21.0,46.0,20,46.0,0,1.1090000000000002,70337,9,28,1.0,969.9011433443932,False,0.0841477316750431,0,1.3070000000000002,70514,14,20,1.0,768.5008166745665,False,0.08531573529792999,0,0.2,83100,2,164,1.0,4398.784848800941,False,-0.02270376800906871,14,4.111000000000001,64789.0,480,0,0.0,15084.019600189598,False,-0.17128573458032326,0,0.21800000000000003,119401,262,89,1.0,10965.51700813091,False,0.0003344908289313864,0,0.2,124632,0,15,0.0,680.6623873093617,False,0.0010439691262129857,12,1.7960000000000005,148911,0,6,0.6,276.0,False,-0.02214218233349079,6,1.8260000000000005,148953,0,6,0.6,276.0,False,-0.021866635175562903,0.65,830637,0.0,0.0,13,0,0,14,10,10.0,11,25,31,132.0,122.0,9,21,31,1476,2.277859349967912,100.01871630072128
30,31,0,0,0,10.000000000000002,20,10.0,31.629879624432483,66,32.333333333333336,26.43862662886271,0,,41.9571760375293,12,18.0,46.0,20,46.0,10,1.2090000000000003,71187,10,10,1.0,416.2987962443248,False,0.09292230230573528,8,1.3870000000000005,71112,13,10,1.0,446.2987962443249,False,0.09200381780516123,0,0.2,82812,1,174,1.0,4631.950913046544,False,-0.024667734598328703,0,4.097000000000001,62943.0,537,0,0.0,16985.245358320244,False,-0.1815444062377823,0,0.21800000000000003,119617,252,87,1.0,10312.808225738452,False,-0.0005494616165294264,0,0.2,124632,0,15,0.0,629.3576405629395,False,0.00083849041413518,4,1.824,148935,2,10,1.0,543.9143520750586,False,-0.021105881120837007,4,1.8600000000000003,149193,0,0,0.0,0.0,False,-0.02119744922059518,0.625,830431,0.0,0.0,19,0,0,13,5,3.662337662337662,12,25,39,183.0,106.0,11,20,39,1992,2.516976142011117,102.5356924427324
31,39,0,0,0,10.000000000000002,20,10.0,31.789712123015406,29,33.241379310344826,26.47640451111692,18,26.88888888888889,43.06328740629667,6,59.0,46.0,20,46.0,1,1.2090000000000003,71373,14,10,1.0,457.8971212301541,False,0.09608799939709255,8,1.4590000000000003,71456,9,10,1.0,407.8971212301541,False,0.09697586774764745,0,0.2,83156,0,167,0.1,4421.559553356526,False,-0.02193169445035849,10,4.197000000000001,61744.0,566,0,0.0,17992.97706162672,False,-0.18950873006939234,0,0.21800000000000003,119487,260,91,1.0,10802.624326863397,False,0.00037096620874138645,0,0.2,124632,0,15,0.0,645.9493110944501,False,0.0009049410899154366,2,1.8400000000000003,149198,0,5,0.5,230.0,False,-0.02041017162651551,8,1.9360000000000002,148908,0,3,0.3,138.0,False,-0.022614548889938593,0.48750000000000004,829954,0.0,0.0,12,0,0,7,9,7.0353535353535355,21,28,39,204.0,138.0,13,26,39,1312,2.8917791610001586,105.42747160373256
32,39,0,0,0,10.000000000000002,20,10.0,31.92383566205968,17,34.0,26.60338982549149,24,27.625,43.43737759167196,2,59.0,46.0,20,46.0,7,1.2780000000000002,71659,15,10,1.0,469.23835662059685,False,0.100552915090858,0,1.4510000000000003,71366,8,20,1.0,718.4767132411936,False,0.09797532884225943,0,0.2,83111,7,162,1.0,4533.216001364039,False,-0.021807632810324967,9,4.277000000000001,61543.0,566,0,0.0,18068.89098472578,False,-0.19137675447849023,0,0.21800000000000003,118942,274,99,1.0,11589.629193760193,False,-0.000842548205891476,0,0.2,124632,0,15,0.0,651.5606638750794,False,0.0009274149079439451,3,1.8680000000000003,149338,0,1,0.1,46.0,False,-0.02009526058888364,9,2.0180000000000007,148854,0,1,0.1,46.0,False,-0.023270613551671652,0.525,829445,0.0,0.0,16,0,0,9,8,6.911764705882353,24,33,32,249.0,123.0,18,21,32,1173,2.7061414389754646,108.13361304270802
33,32,0,0,0,10.000000000000002,20,10.0,32.15765750526577,32,34.0,26.60338982549149,0,,45.515207661708075,11,60.0,46.0,20,46.0,0,1.2710000000000004,71569,14,20,1.0,783.1531501053154,False,0.10157790394263548,12,1.5710000000000004,72032,9,10,1.0,411.5765750526577,False,0.10582148163071307,0,0.2,83111,0,169,0.7,4495.972880508062,False,-0.022020984632920956,0,4.268000000000002,60455.0,598,0,0.0,19230.27918814893,False,-0.1971890836026802,0,0.21800000000000003,119602,264,98,1.0,11483.785264777145,False,0.004020222620500857,0,0.2,124632,0,15,0.0,682.7281149256212,False,0.0010522424942151518,11,1.9750000000000003,149190,0,0,0.0,0.0,False,-0.021217131160447173,7,2.0790000000000006,148145,1,10,1.0,505.5152076617081,False,-0.026414753556980124,0.5875,828736,0.0,0.0,9,0,0,10,9,8.157142857142857,22,32,29,228.0,108.0,16,16,29,1472,3.1111556850373745,111.2447687277454
34,29,0,0,0,10.000000000000002,20,10.0,32.36255957754785,32,34.0,26.68420661359023,12,28.0,47.83738407453401,20,57.0,45.99999999999999,20,46.0,12,1.3910000000000002,72245,14,10,1.0,463.6255957754785,False,0.10948048676445075,0,1.5590000000000004,71932,9,20,1.0,737.251191550957,False,0.1067833998587903,0,0.2,82903,6,167,1.0,4650.437861934855,False,-0.023519220323238405,0,4.268000000000001,59911.0,614,0,0.0,19870.61158061438,False,-0.1997536028424607,0,0.21800000000000003,120406,266,88,1.0,11307.688757773994,False,0.009755085459116257,0,0.2,124632,0,15,0.0,717.5607611180101,False,0.001191749415733554,12,2.0840000000000005,148404,0,10,1.0,459.99999999999994,False,-0.02486485067968299,0,2.0720000000000005,147943,1,12,1.0,599.8373840745339,False,-0.02743059693986997,0.75,828376,0.0,0.0,15,0,0,8,5,4.75,17,25,31,153.0,132.0,10,19,31,2588,2.979743874981068,114.22451260272646
35,31,0,0,0,10.0,20,10.0,30.909136360203682,18,10.0,27.879316931204063,17,41.0,47.83738407453401,0,,45.99999999999999,20,46.0,8,1.4590000000000003,72107,15,10,1.0,459.09136360203684,False,0.10733326723001935,0,1.5590000000000004,71842,8,30,1.0,1007.2740908061105,False,0.10747243850597864,0,0.2,83600,0,156,0.6,4349.173441267833,False,-0.017259349450236397,0,4.268000000000001,59731.0,632,0,0.0,19534.574179648727,False,-0.20374093915257208,0,0.21800000000000003,119709,273,98,1.0,12299.117161523041,False,0.0081427610961176,0,0.2,124632,0,15,0.0,717.5607611180101,False,0.001191749415733554,0,2.0720000000000005,148864,0,0,0.0,0.0,False,-0.02335590195769695,0,2.0720000000000005,148403,0,3,0.1,137.99999999999997,False,-0.02592767543169055,0.4625,828888,0.0,0.0,19,0,0,14,1,0.4444444444444444,13,27,33,156.0,102.0,12,19,33,1817,3.677845840982627,117.90235844370909
36,33,0,0,0,10.0,20,10.0,30.986297943633232,17,32.11764705882353,27.65409588190767,31,26.322580645161292,46.78288010022684,19,41.8421052631579,45.99999999999999,20,46.0,0,1.4510000000000003,72053,17,18,1.0,727.7533629853982,False,0.10856298019889311,0,1.5590000000000004,72242,6,25,1.0,834.6574485908308,False,0.11227445425634,0,0.2,83707,0,152,0.1,4203.422574049966,False,-0.01686837585471083,26,4.5280000000000005,58890.0,648,0,0.0,20079.121067474334,False,-0.21025697994137135,0,0.21800000000000003,119688,294,89,1.0,12293.980518201042,False,0.007953975898339686,0,0.2,124632,0,15,0.0,701.7432015034026,False,0.0011283991024791885,9,2.1620000000000004,148559,0,8,0.8,367.99999999999994,False,-0.024149740198393953,8,2.1520000000000006,147793,1,10,1.0,506.7828801002268,False,-0.028719942790832655,0.6125,827564,0.0,0.0,15,0,0,3,8,7.75,22,25,35,162.0,117.0,9,24,35,1773,8.673691688978579,126.57605013268767
37,35,0,0,0,10.0,20,10.0,30.72655599379993,43,29.27906976744186,27.65409588190767,0,,46.78288010022684,0,,46.0,20,46.0,0,1.4510000000000003,72457,18,12,1.0,548.7186719255992,False,0.11337710426272941,2,1.5790000000000002,72845,5,10,1.0,357.2655599379993,False,0.11785124806688105,0,0.2,83410,3,162,1.0,4572.143200850442,False,-0.018158916597825217,0,4.502000000000002,57928.0,678,0,0.0,20832.60496379635,False,-0.21696242616493647,0,0.21800000000000003,119688,284,99,1.0,12485.268360384234,False,0.008720095642429012,0,0.2,124632,0,15,0.0,701.7432015034026,False,0.0011283991024791885,3,2.1830000000000007,148900,0,0,0.0,0.0,False,-0.023119718679473048,0,2.144,148207,0,2,0.1,92.0,False,-0.02736445704088595,0.5125,828067,0.0,0.0,21,0,0,6,2,0.7428571428571429,20,26,45,150.0,151.0,10,25,45,1701,2.610660307982471,129.18671044067014
38,45,0,0,0,10.0,20,10.0,30.92027468539404,16,34.0,28.211958357138975,35,31.285714285714285,46.78288010022684,0,,46.0,20,46.0,4,1.491,72827,15,10,1.0,459.2027468539404,False,0.11835593376849546,0,1.5770000000000002,72715,8,20,1.0,698.4054937078809,False,0.11847229616309139,0,0.2,83382,9,160,1.0,4792.195809310782,False,-0.017219120946650658,23,4.732000000000001,57600.0,678,0,0.0,20963.94623669716,False,-0.21996799855239302,0,0.21800000000000003,118593,309,109,1.0,13816.82906328067,False,0.005281992691885184,0,0.2,124632,0,15,0.0,701.7432015034026,False,0.0011283991024791885,6,2.2400000000000007,148821,0,0,0.0,0.0,False,-0.023638009762242167,12,2.2640000000000007,148066,0,0,0.0,0.0,False,-0.028591297958326774,0.5,826636,0.0,0.0,11,0,0,6,11,9.916666666666666,17,23,35,168.0,207.0,11,34,35,762,2.6552220520097762,131.84193249267992
39,35,0,0,0,10.0,20,10.0,31.537575530645487,61,34.0,28.211958357138975,0,,46.78288010022684,0,,46.0,20,46.0,5,1.5370000000000004,73147,11,10,1.0,425.3757553064549,False,0.12299560470957864,26,1.8370000000000004,73268,12,10,1.0,435.3757553064549,False,0.12492442216078416,0,0.2,83382,0,169,0.9,4767.820962356487,False,-0.017358755271155858,0,4.7090000000000005,55526.0,739,0,0.0,23306.268317147016,False,-0.23031204777015035,0,0.21800000000000003,118593,299,119,1.0,14002.538280711547,False,0.0060257696957415705,0,0.2,124632,0,15,0.0,701.7432015034026,False,0.0011283991024791885,10,2.3340000000000005,148648,0,0,0.0,0.0,False,-0.02477300162704036,10,2.3520000000000003,147892,0,0,0.0,0.0,False,-0.0297328504697423,0.4875,825088,0.0,0.0,10,0,0,11,11,10.066666666666666,20,31,36,225.0,120.0,15,20,36,744,2.5162346739671193,134.35816716664704
40,36,0,0,0,9.999999999999998,20,10.0,31.765957592027025,28,34.0,28.563951912266493,5,43.0,47.02914243059919,2,59.0,46.0,20,46.0,4,1.5720000000000003,73369,16,10,1.0,477.6595759202702,False,0.12679417968557413,4,1.8510000000000004,73590,7,10,1.0,387.65957592027024,False,0.12948840088725802,0,0.2,83121,4,174,1.0,5097.191463102477,False,-0.018462257174514097,0,4.709000000000001,55050.0,753,0,0.0,23919.76606679635,False,-0.2322511997640016,0,0.21800000000000003,118496,294,127,1.0,14370.502950892445,False,0.006722509055015277,0,0.2,124632,0,15,0.0,705.4371364589878,False,0.0011431935424736455,8,2.404000000000001,148415,0,2,0.2,92.0,False,-0.025999842544481185,12,2.4620000000000006,147664,0,0,0.0,0.0,False,-0.031228677898493675,0.525,824337,0.0,0.0,10,0,0,8,10,8.571428571428571,24,32,35,240.0,168.0,15,21,35,533,2.785184345964808,137.14335151261184
41,35,0,0,0,9.999999999999998,20,10.0,31.882838550983358,15,34.0,28.60396315954774,9,29.444444444444443,49.40262006732783,20,60.0,45.99999999999999,20,46.0,5,1.6180000000000003,73649,16,10,1.0,478.82838550983354,False,0.13108938680068766,0,1.8470000000000004,73490,7,20,1.0,707.6567710196672,False,0.13040686391901762,0,0.2,83326,0,173,0.4,4948.485626601759,False,-0.01696540125226705,4,4.749000000000001,54464.0,768,0,0.0,24486.020007155217,False,-0.23572129096163413,0,0.21800000000000003,119431,293,117,1.0,14161.067753624844,False,0.013373174707329426,0,0.2,124632,0,15,0.0,741.0393010099175,False,0.0012857824330349838,11,2.5060000000000007,148315,0,0,0.0,0.0,False,-0.026957696950611454,7,2.5200000000000005,146371,10,10,1.0,954.0262006732783,False,-0.03658207959155628,0.55,823678,0.0,0.0,10,0,0,8,9,8.166666666666666,22,30,33,159.0,171.0,13,22,33,1651,2.4653000670368783,139.60865157964872
42,33,0,0,0,9.999999999999998,20,10.0,31.612932279689595,19,27.94736842105263,28.79329644156608,52,29.442307692307693,49.40262006732783,0,,45.99999999999999,20,46.0,0,1.6130000000000004,73594,17,15,1.0,644.1939841953439,False,0.1315131571695014,0,1.8470000000000002,73876,6,16,1.0,565.8069164750335,False,0.13523005676597807,0,0.2,83010,9,178,1.0,5409.723157115969,False,-0.01794363517193903,47,5.215000000000002,54182.0,768,0,0.0,24278.731990801607,False,-0.240139709726048,0,0.21800000000000003,117900,335,127,1.0,15919.887056475272,False,0.008153854698239664,0,0.2,124632,0,15,0.0,741.0393010099175,False,0.0012857824330349838,7,2.565000000000001,148217,0,0,0.0,0.0,False,-0.027600640319109852,3,2.5430000000000006,146800,0,10,1.0,459.99999999999994,False,-0.03538812785388128,0.625,822211,0.0,0.0,14,0,0,8,6,6.0,22,30,30,219.0,150.0,13,20,30,1406,2.35756928200135,141.96622086165007
43,30,0,0,0,9.999999999999998,20,10.0,31.640041925445416,16,32.0625,28.79329644156608,0,,50.96418546839803,17,60.0,45.99999999999999,20,46.0,1,1.6230000000000004,74001,15,10,1.0,466.40041925445416,False,0.13638270508422862,0,1.8470000000000004,73756,8,26,1.0,902.6410900615808,False,0.13597122916235418,0,0.2,83010,0,187,0.9,5384.346434572857,False,-0.018089008864627713,0,5.168000000000001,53669.0,784,0,0.0,24805.79286954921,False,-0.24299794417141637,0,0.21800000000000003,118920,325,120,1.0,15473.52359971674,False,0.014536468495044726,0,0.2,124632,0,15,0.0,764.4627820259705,False,0.0013795949361031445,8,2.6380000000000003,147086,7,10,1.0,816.7492982787862,False,-0.0323415298828309,2,2.5600000000000005,147242,0,0,0.0,0.0,False,-0.03399727077100719,0.6125,822316,0.0,0.0,12,0,0,9,5,5.0,19,28,34,201.0,141.0,12,18,34,2160,2.5582940169842914,144.52451487863436
44,34,0,0,0,9.999999999999998,20,10.0,31.677818677924684,28,32.0,29.870403506349042,17,43.0,47.460445141568506,43,39.0,45.99999999999999,20,46.0,0,1.622,73931,12,20,1.0,753.5563735584936,False,0.13750904227752395,2,1.8670000000000002,74470,11,10,1.0,426.7781867792468,False,0.1432589222103271,0,0.2,82845,18,180,1.0,5946.873367345472,False,-0.016756949580404187,0,5.168000000000002,53669.0,784,0,0.0,24835.40984349295,False,-0.24282827967431078,0,0.21800000000000003,119866,332,87,1.0,14046.032691424341,False,0.01639685639217705,0,0.2,124632,0,15,0.0,711.9066771235276,False,0.0011691044565272004,2,2.6500000000000004,147528,0,7,0.7,321.99999999999994,False,-0.03106466173306041,8,2.638000000000001,145447,33,10,1.0,2026.1946896717607,False,-0.03912705778069155,0.7125,822388,0.0,0.0,15,0,0,12,5,3.642857142857143,21,33,29,276.0,80.0,17,17,29,3424,2.541497104044538,147.0660119826789
45,29,0,0,0,10.0,20,10.0,31.32335466216996,22,27.454545454545453,30.1394914811507,5,41.0,47.460445141568506,0,,46.0,20,46.0,0,1.6220000000000003,74095,12,18,1.0,683.8203839190593,False,0.13948580469895946,0,1.8650000000000007,74710,11,10,1.0,423.2335466216996,False,0.1469057294039165,0,0.2,82446,30,185,1.0,6515.506563877979,False,-0.018070905673182147,0,5.168000000000002,53669.0,784,0,0.0,24557.51005514125,False,-0.244420262971659,0,0.21800000000000003,119661,327,97,1.0,14459.276893068425,False,0.016409849622196156,0,0.2,124632,0,15,0.0,711.9066771235276,False,0.0011691044565272004,7,2.7180000000000004,147755,0,0,0.0,0.0,False,-0.03063165905631659,0,2.630000000000001,145723,23,14,1.0,1735.5902382560757,False,-0.03826959586988896,0.625,822691,0.0,0.0,16,0,0,11,3,2.8,16,27,32,156.0,82.0,12,17,32,1561,2.5632276999531314,149.62923968263203
46,32,0,0,0,10.0,20,10.0,30.779089767609026,48,28.104166666666668,31.03917839925666,14,43.0,47.460445141568506,0,,45.99999999999999,20,46.0,10,1.7220000000000002,74643,11,10,1.0,417.79089767609025,False,0.1458384301391204,10,1.965,74791,12,10,1.0,427.79089767609025,False,0.14818056561558424,0,0.2,82564,41,181,1.0,6880.033970737426,False,-0.014630710173248346,0,5.168000000000002,52804.0,811,0,0.0,24961.84180153092,False,-0.2520145174692607,0,0.21800000000000003,119059,331,107,1.0,15352.235680301786,False,0.015164110156444907,0,0.2,124632,0,15,0.0,711.9066771235276,False,0.0011691044565272004,13,2.841,147495,0,0,0.0,0.0,False,-0.032337427176822545,0,2.630000000000001,146045,13,17,1.0,1398.9857868403906,False,-0.037261239086887964,0.625,822033,0.0,0.0,17,0,0,14,7,6.295546558704453,12,26,34,138.0,108.0,11,21,34,1639,2.681777140009217,152.31101682264125
47,34,0,0,0,10.0,20,10.0,30.438429059503864,48,28.625,29.80600641505386,51,25.45098039215686,47.460445141568506,0,,46.0,20,46.0,23,1.9420000000000004,74747,10,10,1.0,404.38429059503864,False,0.14732785526670528,5,2.0050000000000003,75032,13,10,1.0,434.38429059503864,False,0.15192027776957553,0,0.2,81782,66,181,1.0,7403.823479052004,False,-0.020589684587413108,41,5.578000000000001,52116.0,824,0,0.0,25081.265545031183,False,-0.2592129699188186,0,0.21800000000000003,117761,372,117,1.0,16640.70646796355,False,0.009927374072682077,0,0.2,124632,0,15,0.0,711.9066771235276,False,0.0011691044565272004,12,2.9480000000000004,147270,0,0,0.0,0.0,False,-0.033813572665721936,0,2.630000000000001,146413,3,19,1.0,1016.3813354247055,False,-0.036101987431688166,0.625,819753,0.0,0.0,15,0,0,8,9,7.587912087912088,19,27,34,167.0,113.0,11,23,34,751,2.3475084180245176,154.65852524066577
48,34,0,0,0,10.0,20,10.0,30.596730660984168,13,33.92307692307692,29.53954513783129,36,28.0,47.7700939730781,4,58.0,46.0,20,46.0,0,1.919,74627,12,20,1.0,731.9346132196833,False,0.14799796871963028,3,2.0300000000000002,75312,11,10,1.0,415.96730660984167,False,0.15606557448610675,0,0.2,82382,68,155,1.0,6659.207181310774,False,-0.017980962744980147,0,5.537000000000002,52083.0,825,0,0.0,25242.302795311938,False,-0.2586685372800957,0,0.21800000000000003,116985,398,123,1.0,17632.46052354546,False,0.007683554106572512,0,0.2,124632,0,15,0.0,716.5514095961714,False,0.0011877068999061606,8,3.016000000000001,147044,0,2,0.2,92.0,False,-0.034994489056841445,0,2.630000000000001,146849,0,12,0.5,552.0,False,-0.034764866425234874,0.5875,819914,0.0,0.0,16,0,0,8,5,4.166666666666667,23,31,33,240.0,117.0,15,19,33,1992,2.324425043014344,156.9829502836801
49,33,0,0,0,10.0,20,10.0,30.234063856437718,6,14.666666666666666,28.967119388527138,9,15.0,47.7700939730781,0,,46.00000000000001,20,46.0,0,1.9190000000000003,74605,13,24,1.0,855.6175325545053,False,0.14860786477270968,0,2.0270000000000006,75222,10,20,1.0,704.6812771287543,False,0.1568976752937524,0,0.2,82349,59,165,1.0,6563.384466636804,False,-0.01890798417389346,9,5.627000000000002,51857.0,830,0,0.0,25094.273000843306,False,-0.2621058821459235,0,0.21800000000000003,116850,397,133,1.0,17853.368895664662,False,0.0074869390736477534,0,0.2,124632,0,15,0.0,716.5514095961714,False,0.0011877068999061606,7,3.0780000000000007,147035,0,0,0.0,0.0,False,-0.035355324620794625,0,2.630000000000001,147355,0,1,0.0,46.00000000000001,False,-0.033105022831050226,0.5,819905,0.0,0.0,15,0,0,10,5,4.333333333333333,17,27,26,189.0,105.0,13,20,26,794,2.271908749011345,159.25485903269146
50,26,0,0,0,10.0,20,10.0,30.18127946364718,47,29.914893617021278,28.967119388527138,0,,47.7700939730781,0,,46.0,20,46.0,0,1.919,74857,13,18,1.0,673.2630303456492,False,0.15106975147604776,11,2.1370000000000005,75890,10,10,1.0,401.8127946364718,False,0.16480530267613064,0,0.2,81521,79,175,1.0,7453.566970620377,False,-0.0232950643861759,0,5.618000000000002,51279.0,847,0,0.0,25563.543705709162,False,-0.2660398958209166,0,0.21800000000000003,116850,387,143,1.0,18041.39864151017,False,0.008240009938603066,0,0.2,124632,0,15,0.0,716.5514095961714,False,0.0011877068999061606,11,3.181000000000001,146843,0,0,0.0,0.0,False,-0.0366149687713221,8,2.710000000000001,147286,0,0,0.0,0.0,False,-0.03370860231984464,0.5,819158,0.0,0.0,10,0,0,9,8,7.535714285714286,17,26,20,120.0,63.0,10,16,20,1130,2.0676205190247856,161.32247955171624
51,20,0,0,0,10.000000000000002,20,10.0,30.392823793838744,15,34.0,28.967119388527138,0,,45.719491383211455,24,35.25,46.00000000000001,20,46.0,0,1.9190000000000003,74777,11,28,1.0,960.9990662274848,False,0.15204744788539987,5,2.1760000000000006,76150,12,10,1.0,423.9282379383875,False,0.16895467461108596,0,0.2,81521,69,185,1.0,7456.021928652394,False,-0.02328100085555623,0,5.618000000000003,50769.0,862,0,0.0,26198.614110288996,False,-0.26824501260131645,0,0.21800000000000003,117696,377,129,1.0,16818.41839790901,False,0.01011846332928422,0,0.2,124632,0,15,0.0,685.7923707481718,False,0.0010645150299906374,11,3.2800000000000007,145794,14,10,1.0,1100.0728793649605,False,-0.03988849236549052,9,2.7920000000000007,147143,0,0,0.0,0.0,False,-0.03464677478612292,0.625,818482,0.0,0.0,12,0,0,7,10,9.333333333333332,16,23,26,117.0,63.0,9,11,26,1046,2.077201457985211,163.39968100970145
