index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,48,0,0,0,10.000000000000002,20,10.0,29.66817749390671,14,29.0,21.275272596073762,24,14.0,31.039746515645863,32,21.4375,50.00000000000002,20,50.0,0,1.0640000000000003,40347,6,20,1.0,653.3635498781342,False,0.12741308243310331,0,0.5240000000000001,40443,4,25,1.0,781.7044373476677,False,0.13185276543708827,0,0.2,56132,0,0,0.0,0.0,False,0.0,14,3.0040000000000004,36704.0,372,10,1.0,11249.314753694034,False,-0.24590861938204556,0,0.254,73507,0,63,0.0,1955.5040304856893,False,0.01587201504675124,32,9.250000000000002,12093.0,395,0,0.0,8403.732675449137,False,-0.7777599004688347,0,0.6500000000000001,78983,391,19,1.0,13086.540887617532,False,-0.0724737233479512,8,2.2150000000000007,75586,498,0,0.0,15457.79376479164,False,-0.09645591121912381,0.5,413795,0.0,0.0,16,0,0,12,10,9.75,34,46,46,385.0,141.0,26,22,46,1318,3.4976037059677765,111.96895413013408
26,46,0,0,0,10.000000000000002,20,10.0,29.792963904186525,29,30.96551724137931,20.6341751434342,20,13.6,30.818902056153032,18,25.944444444444443,50.00000000000002,20,50.0,0,1.0640000000000003,40267,7,29,1.0,933.9959532214092,False,0.12908495652661547,3,0.5540000000000002,41149,3,10,1.0,327.92963904186524,False,0.1451330437542182,0,0.2,56132,0,0,0.0,0.0,False,0.0,10,3.0900000000000007,35704.0,391,10,1.0,11855.390637971273,False,-0.25832510298963807,0,0.254,73630,0,61,0.0,1879.953025425335,False,0.01703436277072972,16,9.378000000000002,11253.0,415,0,0.0,8563.182684525193,False,-0.788129030669759,0,0.6500000000000001,79446,390,15,1.0,12769.371801899682,False,-0.06917235952076431,6,2.2670000000000003,75274,507,0,0.0,15625.183342469587,False,-0.09893186488049109,0.5,412855,0.0,0.0,22,0,0,14,8,6.5476190476190474,25,39,41,327.0,150.0,19,27,41,1577,2.9748837289516814,114.94383785908576
27,41,0,0,0,10.000000000000002,20,10.0,29.814804004562557,32,30.0,20.529090621679885,5,16.0,30.18075012458256,25,20.64,50.000000000000014,20,50.0,3,1.0940000000000003,41065,6,10,1.0,358.1480400456256,False,0.14322349474797821,0,0.5510000000000002,41039,4,20,1.0,636.2960800912512,False,0.1463577359549194,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,3.080000000000001,34824.0,413,15,1.0,12621.450413209534,False,-0.26717870008899086,0,0.254,73550,0,66,0.5,1991.929508222449,False,0.016706874621339327,25,9.612000000000002,10122.0,415,0,0.0,8519.572607997152,False,-0.8038517436478148,0,0.6500000000000001,79456,397,18,1.0,12881.757799459276,False,-0.06845450119045174,13,2.391000000000001,74801,515,0,0.0,15543.086314160018,False,-0.10450668419481815,0.5625,410989,0.0,0.0,17,0,0,15,11,10.1875,21,36,41,273.0,149.0,16,25,41,1126,2.7548221890465356,117.6986600481323
28,41,0,0,0,10.000000000000002,20,10.0,29.814804004562557,0,,19.92458053172742,27,15.481481481481481,29.605152751976934,34,23.529411764705884,50.00000000000002,20,50.0,0,1.0910000000000002,40945,8,20,1.0,676.2960800912512,False,0.14430656762052355,0,0.5510000000000002,40959,2,30,1.0,914.4441201368767,False,0.14799517864757153,0,0.2,56132,0,0,0.0,0.0,False,0.0,12,3.2000000000000006,34772.0,403,10,1.0,12214.611819155985,False,-0.2717290331793275,0,0.254,73790,0,60,0.5,1776.309165118616,False,0.018509766404704052,23,9.817000000000002,8780.0,437,0,0.0,8707.041692364883,False,-0.8208764085844105,0,0.6500000000000001,79676,396,20,1.0,12723.640489782865,False,-0.06692600239790651,12,2.4980000000000007,73948,540,0,0.0,15986.782486067545,False,-0.11135148149276355,0.5625,409002,0.0,0.0,17,0,0,10,10,10.0,26,36,32,273.0,118.0,16,25,32,1160,2.3844332529697567,120.08309330110205
29,32,0,0,0,10.000000000000002,20,10.0,29.71068014734425,40,29.0,19.72275826301132,11,16.0,29.416386988999683,9,22.0,50.00000000000002,20,50.0,0,1.0910000000000002,41155,6,20,1.0,654.213602946885,False,0.1498214042595959,0,0.5510000000000002,41709,4,10,1.0,337.1068014734425,False,0.1607825872643713,0,0.2,56132,0,0,0.0,0.0,False,0.0,1,3.198000000000001,33753.0,433,10,1.0,13061.952086430174,False,-0.28233492405018373,0,0.254,73790,0,60,0.0,1764.983219339981,False,0.018432531057541345,9,9.884000000000002,8361.0,448,0,0.0,8835.79570182907,False,-0.8257129901267776,0,0.6500000000000001,79978,395,20,1.0,12619.472860654874,False,-0.06421567926853737,10,2.5860000000000007,73764,540,0,0.0,15884.848974059829,False,-0.1138996791307799,0.5,408642,0.0,0.0,19,0,0,10,7,6.090909090909091,25,35,30,270.0,108.0,15,17,30,1860,2.2162467520101927,122.29934005311225
30,30,0,0,0,10.000000000000002,20,10.0,29.746567310959392,32,30.0625,19.48688700826219,7,13.0,28.48376733595177,40,20.875,50.000000000000014,20,50.0,10,1.1910000000000003,41717,6,10,1.0,357.4656731095939,False,0.16128649379257684,0,0.5510000000000002,41669,4,18,1.0,575.4382115972691,False,0.16297694114806205,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,3.1970000000000005,32882.0,455,13,1.0,13788.017657593933,False,-0.29138443617193455,0,0.254,73790,0,60,0.0,1709.0260401571063,False,0.01805094065927292,40,10.275000000000002,5848.0,455,0,0.0,8866.533588759297,False,-0.8597773244448432,0,0.6500000000000001,80378,385,22,1.0,12066.250424341431,False,-0.06287753676787816,12,2.6960000000000006,72673,580,0,0.0,16520.58505485203,False,-0.12228423985266058,0.5,405089,0.0,0.0,16,0,0,8,12,11.714285714285715,27,35,38,255.0,90.0,15,15,38,1247,2.3726027800003067,124.67194283311255
31,38,0,0,0,10.000000000000002,20,10.0,29.76696151325961,29,29.96551724137931,18.99709519089242,18,14.11111111111111,29.722767701859418,92,34.16304347826087,50.000000000000014,20,50.0,4,1.2210000000000003,41945,7,10,1.0,367.6696151325961,False,0.16774772867938859,0,0.5510000000000002,42014,3,13,1.0,416.9704996723749,False,0.17034357762109342,0,0.2,56132,0,0,0.0,0.0,False,0.0,5,3.247000000000001,32092.0,474,10,1.0,14299.510709193979,False,-0.300902241954732,0,0.254,74072,0,49,0.0,1456.4156173911115,False,0.020174408541830564,81,11.045000000000002,1410.0,473,0,0.0,8985.626025292115,False,-0.9194935555618983,0,0.6500000000000001,78430,443,19,1.0,14117.186091923722,False,-0.07288233202874049,7,2.754000000000001,72027,604,0,0.0,17952.551691923087,False,-0.12152527577610056,0.5,398122,0.0,0.0,21,0,0,8,9,7.910714285714286,27,35,36,252.0,130.0,14,24,36,1717,2.2791879599681124,126.95113079308067
32,36,0,0,0,10.000000000000002,20,10.0,29.7168092783459,21,29.047619047619047,20.142816132966768,23,29.0,30.987395441228145,77,37.22077922077922,50.000000000000014,20,50.0,0,1.217,42145,6,10,1.0,357.168092783459,False,0.1731458837040698,0,0.5510000000000002,42224,4,12,1.0,396.6017113401508,False,0.17588216469412848,0,0.2,56132,0,0,0.0,0.0,False,0.0,13,3.3720000000000008,31694.0,485,10,1.0,14614.080661327429,False,-0.3051906162142144,0,0.254,73405,13,59,1.0,2090.1129407610288,False,0.015398814396700999,77,11.734000000000002,-2062.0,473,0,0.0,9527.552030893281,False,-0.9631514025252432,0,0.6500000000000001,76188,495,23,1.0,16488.760743407933,False,-0.0843368828237594,14,2.8870000000000005,71371,619,0,0.0,19181.197778120222,False,-0.12197725938834479,0.625,391097,0.0,0.0,14,0,0,14,12,11.565217391304348,22,36,37,261.0,130.0,17,19,37,1110,2.3496143859811127,129.30074517906178
33,37,0,0,0,10.000000000000002,20,10.0,29.444649967300766,4,11.0,18.45316387660986,67,13.895522388059701,32.42624235606814,84,39.464285714285715,50.000000000000014,20,50.0,0,1.217,42109,4,16,1.0,511.11439947681225,False,0.17428159768657048,0,0.5510000000000002,42104,6,22,1.0,707.7822992806168,False,0.1768686739374202,0,0.2,56132,0,0,0.0,0.0,False,0.0,57,3.9290000000000007,28945.0,479,10,1.0,14288.518973103166,False,-0.3570644287295734,0,0.254,73449,8,67,1.0,2320.1835488694437,False,0.017567842424881335,82,12.477,-32691.0,535,0,0.0,9872.442673986276,False,-1.3785379176907961,0,0.6500000000000001,73373,569,23,1.0,19600.53190060277,False,-0.09799188853255772,10,2.9730000000000008,71182,619,0,0.0,20071.844018406176,False,-0.11919745351101207,0.625,354603,0.0,0.0,18,0,0,14,12,97.95258766968325,24,38,48,282.0,117.0,18,19,48,868,2.970288001000881,132.27103318006266
34,48,0,0,1,10.000000000000002,20,10.0,29.764128787133302,64,31.0,18.45316387660986,0,,32.42624235606814,0,,50.000000000000014,20,50.0,18,1.3970000000000002,42654,0,10,1.0,297.641287871333,False,0.18642959902252587,8,0.6310000000000001,42702,10,10,1.0,397.641287871333,False,0.18914601114105012,0,0.2,56132,0,0,0.0,0.0,False,0.0,6,3.9320000000000013,26751.0,533,26,1.0,16344.062904333907,False,-0.3778409561004962,0,0.254,73449,0,75,0.8,2431.96817670511,False,0.01833013854629044,0,12.395000000000001,-46080.305555555555,535,0,0.0,9872.442673986276,True,-1.5611500691283864,0,0.6500000000000001,73773,559,25,1.0,19376.26947704209,False,-0.09486997214457331,12,3.083000000000001,70918,619,0,0.0,20071.844018406176,False,-0.12206051460049357,0.6,386379,0.0,0.1,14,0,0,14,14,150.8812193627451,24,38,36,312.0,157.0,19,29,36,1065,3.033482055005152,135.3045152350678
35,36,0,0,0,10.0,20,10.0,29.876327818120743,28,31.0,20.05753655810036,40,29.0,32.15084689952442,11,21.0,50.00000000000001,20,50.0,0,1.3790000000000002,42564,0,19,0.9,567.6502285442941,False,0.1876770550287482,18,0.8030000000000002,42972,11,10,1.0,408.7632781812074,False,0.19678414610667758,0,0.2,56132,0,0,0.0,0.0,False,0.0,14,4.066000000000001,26553.0,551,10,1.0,16662.43199336553,False,-0.3785324592624035,0,0.254,72520,30,74,1.0,2980.8887673078175,False,0.009403095752293531,0,12.395000000000001,-46080.305555555555,535,0,0.0,10730.782058583693,True,-1.555296770724127,0,0.6500000000000001,74373,549,23,1.0,18800.814947838906,False,-0.0914833966975084,8,3.151000000000001,70562,630,0,0.0,20255.033546700382,False,-0.12492797044377243,0.6125,385676,0.0,0.1,17,0,0,11,11,9.635714285714286,18,29,31,273.0,120.0,16,20,31,1031,3.234729394025635,138.53924462909345
36,31,0,0,0,10.0,20,10.0,29.87677175946895,1,30.0,19.93220322635174,5,14.0,32.15084689952442,0,,50.00000000000001,20,50.0,0,1.3790000000000002,42444,5,28,1.0,886.5496092651306,False,0.18877054091616724,0,0.7850000000000001,42922,6,20,1.0,657.5354351893791,False,0.19884601595461618,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,4.052000000000001,26593.0,542,15,1.0,16492.193342027447,False,-0.37933626681725713,0,0.254,72450,25,84,1.0,3198.9762202188444,False,0.009935599761451993,0,12.395,-46080.305555555555,535,0,0.0,10663.72872609818,True,-1.55575402943913,0,0.6500000000000001,74773,539,25,1.0,18579.30647884366,False,-0.08834654708952665,12,3.263000000000001,70310,630,0,0.0,20255.033546700382,False,-0.12766089239282297,0.625,385624,0.0,0.1,14,0,0,13,11,11.0,20,33,26,255.0,105.0,15,16,26,700,2.279178765951656,140.8184233950451
37,26,0,0,0,10.0,20,10.0,29.889975768677886,21,30.047619047619047,19.93220322635174,0,,32.364856790539264,3,61.666666666666664,50.000000000000014,20,50.0,0,1.3790000000000002,42955,7,17,1.0,578.1295880675241,False,0.198660221028183,0,0.7850000000000001,42842,4,30,1.0,936.6992730603365,False,0.20049753683871077,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,4.052000000000001,25962.0,553,25,1.0,17027.461680737662,False,-0.3858096835963652,0,0.254,72635,15,91,1.0,3244.185016334349,False,0.01276704502348814,0,12.395000000000001,-46080.305555555555,535,0,0.0,10663.72872609818,True,-1.55575402943913,0,0.6500000000000001,75162,530,26,1.0,18453.37409898581,False,-0.0848107337733529,11,3.361000000000001,69964,632,0,0.0,20454.589491620816,False,-0.13033115264442297,0.625,385652,0.0,0.1,18,0,0,7,10,159.61138167388168,21,28,25,180.0,87.0,10,16,25,1466,1.9389663949841633,142.75738979002926
38,25,0,0,0,10.0,20,10.0,29.853670187085196,35,29.6,19.79889010111495,5,14.0,32.44422700507862,1,62.0,50.00000000000001,20,50.0,7,1.449,43373,8,10,1.0,378.53670187085197,False,0.20748034345803212,0,0.7850000000000001,43092,3,29,1.0,895.7564354254707,False,0.20685972275169043,0,0.2,56132,0,0,0.0,0.0,False,0.0,12,4.1720000000000015,24528.0,578,42,1.0,18086.974752382073,False,-0.40191891655043405,0,0.254,72627,10,100,1.0,3442.411601519012,False,0.014009708006703458,0,12.395000000000001,-46080.305555555555,535,0,0.0,10592.406204096498,True,-1.5562404011607494,0,0.6500000000000001,75612,520,27,1.0,18220.998042640884,False,-0.08119056685008574,11,3.460000000000001,69688,633,0,0.0,20537.19569421477,False,-0.13287642369934183,0.625,385052,0.0,0.1,18,0,0,9,9,128.9434155786664,18,27,20,153.0,72.0,11,14,20,1441,1.8445645939791575,144.60195438400842
39,20,0,0,0,10.0,20,10.0,29.821036683868446,10,29.0,19.57063478774929,10,15.0,32.60477955549008,10,38.0,50.0,20,50.0,0,1.4420000000000004,43583,6,10,1.0,358.2103668386845,False,0.21301951890177515,0,0.7850000000000001,42972,5,39,1.0,1213.0204306708695,False,0.207930543430314,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,4.160000000000001,24388.0,578,42,1.0,18058.525864361432,False,-0.404666448154694,0,0.254,72857,10,100,1.0,3456.184303426501,False,0.017240519792600374,0,12.395000000000001,-46080.305555555555,535,0,0.0,10470.28961144587,True,-1.5570731543464031,0,0.6500000000000001,76088,512,25,1.0,17943.647132410922,False,-0.07753230632361846,8,3.5290000000000012,69300,641,0,0.0,20899.663695069143,False,-0.13511878615390502,0.625,385320,0.0,0.1,22,0,0,12,4,4.0,15,27,28,129.0,111.0,8,12,28,1620,1.7688351130345836,146.370789497043
40,28,0,0,0,9.999999999999998,20,10.0,29.962106426770827,32,31.0,19.57063478774929,0,,32.785965869505254,2,61.0,50.00000000000001,20,50.0,0,1.4420000000000002,43493,5,20,1.0,649.2421285354166,False,0.21455833534572472,0,0.7850000000000001,43854,6,17,1.0,569.3558092551041,False,0.22345754648744506,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,4.160000000000001,23396.0,600,52,1.0,18994.93686502546,False,-0.4139979257373204,0,0.254,72979,0,108,1.0,3540.8843139065675,False,0.01948203320949368,0,12.395000000000001,-46080.305555555555,535,0,0.0,10470.28961144587,True,-1.5570731543464031,0,0.6500000000000001,76638,502,24,1.0,17658.55486649164,False,-0.07311349832179266,9,3.611000000000001,69022,643,0,0.0,21081.376054091877,False,-0.1371483474818517,0.625,385514,0.0,0.1,19,0,0,8,12,1218.8651455026456,19,27,26,162.0,115.0,9,19,26,1864,1.8231094290385954,148.1938989260816
41,26,0,0,0,9.999999999999998,20,10.0,29.924331844644,12,29.166666666666668,19.42722287017449,5,14.0,32.785965869505254,0,,50.00000000000001,20,50.0,0,1.4420000000000004,43403,4,30,1.0,937.72995533932,False,0.21606189477145168,0,0.7850000000000001,44094,7,15,1.0,518.86497766966,False,0.22941021949815193,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,4.160000000000001,23116.0,602,57,1.0,19121.799474075637,False,-0.4178561295332819,0,0.254,72909,0,113,0.5,3704.814143254094,False,0.019645218581675793,0,12.395000000000001,-46080.305555555555,535,0,0.0,10393.564235543352,True,-1.5575963699047186,0,0.6500000000000001,77088,492,25,1.0,17380.695207796587,False,-0.06973996460325682,11,3.7120000000000015,68806,643,0,0.0,21081.376054091877,False,-0.13949085200960928,0.5625,385548,0.0,0.1,17,0,0,8,7,7.0,20,28,28,165.0,105.0,10,16,28,1070,2.017789695004467,150.21168862108607
42,28,0,0,0,9.999999999999998,20,10.0,29.9459580599348,54,30.037037037037038,19.42722287017449,0,,32.88916174774441,1,62.0,50.00000000000001,20,50.0,0,1.4420000000000002,44077,2,14,1.0,439.24341283908717,False,0.22783551033676702,13,0.9150000000000003,44530,9,10,1.0,389.459580599348,False,0.23970202040911584,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,4.160000000000001,21494.0,646,67,1.0,20646.712839019572,False,-0.43316902266960405,0,0.254,72971,0,112,0.0,3683.5861157473737,False,0.020346054443797616,0,12.395000000000001,-46080.305555555555,535,0,0.0,10393.564235543352,True,-1.5575963699047186,0,0.6500000000000001,77638,482,24,1.0,17052.575962412808,False,-0.06555446885654974,9,3.7910000000000013,68586,644,0,0.0,21180.6201655474,False,-0.14133858861094137,0.5,385428,0.0,0.1,18,0,0,12,12,423.359871031746,18,30,32,198.0,110.0,11,17,32,2000,2.0342872620094568,152.24597588309553
43,32,0,0,0,9.999999999999998,20,10.0,29.947596184498455,27,29.962962962962962,19.42722287017449,0,,33.11589603748478,2,62.0,50.00000000000001,20,50.0,13,1.5720000000000003,44464,3,10,1.0,329.47596184498457,False,0.2370412723043073,0,0.9020000000000001,44440,8,20,1.0,678.9519236899691,False,0.24121950167267187,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,4.160000000000001,20685.0,663,77,1.0,21351.15243132591,False,-0.4413066305197934,0,0.254,73095,0,110,0.0,3642.748564123326,False,0.021758763274664295,0,12.395000000000001,-46080.305555555555,535,0,0.0,10393.564235543352,True,-1.5575963699047186,0,0.6500000000000001,77976,473,26,1.0,16963.8188257303,False,-0.062370165462534585,12,3.9020000000000006,68263,645,0,0.0,21359.752944177682,False,-0.14387015939779368,0.5,385055,0.0,0.1,15,0,0,16,15,426.359871031746,16,32,35,240.0,126.0,15,17,35,1127,2.0409573590150103,154.28693324211054
44,35,0,0,0,9.999999999999998,20,10.0,30.0523684513654,30,30.933333333333334,19.42722287017449,0,,32.8804948546452,5,22.0,50.00000000000001,20,50.0,20,1.7590000000000003,44720,3,10,1.0,330.523684513654,False,0.24415172664736054,0,0.9020000000000001,44340,8,30,1.0,981.571053540962,False,0.24264172538654766,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,4.160000000000001,19757.0,683,87,1.0,22215.93604198775,False,-0.4501359648508182,0,0.254,73205,0,105,0.0,3452.451959737746,False,0.02196132049302213,0,12.395,-46080.305555555555,535,0,0.0,10393.564235543352,True,-1.5575963699047186,0,0.6500000000000001,78326,463,29,1.0,16673.669117700727,False,-0.060147766933267274,13,4.0200000000000005,67864,650,0,0.0,21372.32165551938,False,-0.14812913243002654,0.5,384344,0.0,0.1,15,0,0,10,12,11.285714285714285,21,31,38,237.0,153.0,14,21,38,660,2.247478674049489,156.53441191616002
45,38,0,0,0,10.0,20,10.0,30.0523684513654,0,,21.889111040624428,21,42.38095238095238,33.14268771354641,2,61.0,50.000000000000014,20,50.0,0,1.7390000000000003,44630,2,20,1.0,621.047369027308,False,0.24568350152489546,0,0.9020000000000001,44230,9,40,1.0,1292.094738054616,False,0.24389631535402906,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,4.160000000000001,20647.0,673,76,1.0,21888.81640685637,False,-0.4371943240321352,0,0.254,72437,11,113,1.0,3985.903933077613,False,0.01512461595639458,0,12.395000000000001,-46080.305555555555,535,0,0.0,11710.67440673407,True,-1.5486145627062986,0,0.6500000000000001,78826,453,29,1.0,16463.637534236525,False,-0.055864191487617613,10,4.107,67555,652,0,0.0,21609.03238923226,False,-0.15019665982045002,0.625,384457,0.0,0.1,17,0,0,7,8,8.0,27,34,32,288.0,167.0,16,22,32,1712,2.1296095050056465,158.66402142116567
46,32,0,0,0,10.0,20,10.0,29.900354270509073,44,29.022727272727273,22.95291379699254,31,29.0,38.1279017105322,44,60.0,50.00000000000001,20,50.0,0,1.739,44500,5,30,1.0,947.0106281152722,False,0.2465977025267521,4,0.9420000000000004,45341,6,10,1.0,359.00354270509075,False,0.2617596189082392,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,4.160000000000001,20269.0,707,55,1.0,22401.960728084505,False,-0.43935757920540414,0,0.254,74178,32,79,1.0,3746.597476635805,False,0.03723760912041433,0,12.395000000000001,-46080.305555555555,535,0,0.0,12279.808881391009,True,-1.5447334476461048,0,0.6500000000000001,78206,465,25,1.0,18979.474295397475,False,-0.04894601234479572,6,4.157000000000001,66157,674,0,0.0,25698.205752898702,False,-0.14318447357145883,0.625,384783,0.0,0.1,22,0,0,7,5,4.266666666666667,22,29,34,180.0,137.0,10,22,34,5281,1.7665384870488197,160.4305599082145
47,34,0,0,0,10.0,20,10.0,29.900724393075947,1,30.0,22.719150046298306,5,14.0,38.23927620268478,1,62.0,50.00000000000001,20,50.0,0,1.7390000000000003,44410,7,39,1.0,1236.128251329962,False,0.24810999045555293,0,0.9380000000000002,45261,4,20,1.0,638.014487861519,False,0.2634090208146676,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,4.160000000000001,20309.0,698,60,1.0,22233.854629144913,False,-0.44014239088982293,0,0.254,74170,27,88,1.0,3978.4733570863145,False,0.03870973770874853,0,12.395000000000001,-46080.305555555555,535,0,0.0,12154.745274769593,True,-1.5455862974887244,0,0.6500000000000001,78856,455,22,1.0,18498.870672221572,False,-0.04450286483845619,7,4.221000000000001,65990,675,0,0.0,25811.511436812223,False,-0.14438118059618785,0.625,385128,0.0,0.1,18,0,0,7,6,6.0,22,29,35,165.0,131.0,10,24,35,1012,1.9005185670102946,162.33107847522479
48,35,0,0,0,10.0,20,10.0,29.819547957270654,24,29.0,23.290939546436253,5,43.0,38.361813076397745,1,62.0,50.00000000000001,20,50.0,0,1.7390000000000003,44706,8,35,1.0,1123.6841785044728,False,0.2547562737825272,0,0.9380000000000002,45461,3,20,1.0,626.390959145413,False,0.2687916256776535,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,4.160000000000001,19828.0,712,65,1.0,22745.42921609506,False,-0.44415458903927296,0,0.254,74017,22,97,1.0,4233.496538432179,False,0.03836211002599644,0,12.395000000000001,-46080.305555555555,535,0,0.0,12460.652657343395,True,-1.543500214493581,0,0.6500000000000001,79256,445,24,1.0,18271.006818996997,False,-0.04140047707383767,12,4.3340000000000005,65678,676,0,0.0,25932.585639644876,False,-0.1471082777188513,0.625,385078,0.0,0.1,15,0,0,5,10,10.0,23,28,32,162.0,150.0,9,26,32,1573,1.9827541300328448,164.31383260525763
49,32,0,0,0,10.0,20,10.0,29.912982935832343,39,30.487179487179485,22.741830390721653,13,16.0,38.361813076397745,0,,50.00000000000001,20,50.0,4,1.7790000000000004,45699,8,10,1.0,379.12982935832343,False,0.2719617738359387,0,0.9380000000000002,45361,3,30,1.0,927.3894880749702,False,0.2701913890854973,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,4.160000000000001,18847.0,741,62,1.0,23575.513839676507,False,-0.4542372101503909,0,0.254,73809,25,107,1.0,4673.2597589426005,False,0.03852415923775307,0,12.395000000000001,-46080.305555555555,535,0,0.0,12166.879259036084,True,-1.5455035518615063,0,0.6500000000000001,79756,435,24,1.0,17887.38868823302,False,-0.03805816846385379,10,4.4220000000000015,65494,676,0,0.0,25932.585639644876,False,-0.14910374453879296,0.625,385098,0.0,0.1,18,0,0,6,10,9.4,26,32,29,180.0,156.0,10,22,29,1807,2.0923397529986687,166.4061723582563
50,29,0,0,0,10.0,20,10.0,29.871294852394488,12,29.0,22.741830390721653,0,,38.62964352766457,2,62.0,50.000000000000014,20,50.0,0,1.7750000000000004,45609,7,20,1.0,667.4258970478897,False,0.27346267562502263,0,0.9380000000000002,45599,4,28,1.0,876.3962558670456,False,0.27608166222062597,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,4.160000000000001,18499.0,743,72,1.0,23831.783863461063,False,-0.4581541378940616,0,0.254,73933,15,115,1.0,4783.53646154225,False,0.04096736584022479,0,12.395000000000001,-46080.305555555555,535,0,0.0,12166.879259036084,True,-1.5455035518615063,0,0.6500000000000001,80182,427,23,1.0,17644.857786312772,False,-0.03475334410788124,9,4.502000000000001,65344,676,0,0.0,26113.63902470125,False,-0.149748728298207,0.625,385298,0.0,0.1,17,0,0,10,7,7.0,19,29,30,189.0,138.0,13,16,30,1222,2.6981201249873266,169.10429248324363
51,30,0,0,0,10.000000000000002,20,10.0,29.82400930171727,16,29.125,22.741830390721653,0,,37.68443568393226,9,21.0,50.00000000000001,20,50.0,0,1.7750000000000004,45499,8,30,1.0,974.720279051518,False,0.2746725098962152,0,0.9380000000000002,45975,3,22,1.0,686.1282046377798,False,0.28386684320533545,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,4.160000000000001,18033.0,749,82,1.0,24203.01305902541,False,-0.4631492458933816,0,0.254,74122,5,116,1.0,4485.10369128975,False,0.04150996093404178,0,12.395000000000001,-46080.305555555555,535,0,0.0,12166.879259036084,True,-1.5455035518615063,0,0.6500000000000001,80532,417,26,1.0,17014.40968019975,False,-0.03437620145430624,13,4.623000000000001,64858,685,0,0.0,25813.838443493598,False,-0.15664502139978967,0.625,385151,0.0,0.1,16,0,0,8,13,13.0,18,26,24,165.0,131.0,10,20,24,1205,1.7017847470124252,170.80607723025605
