index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,36,0,0,0,10.000000000000002,20,10.0,2.8977327375284707,12,1.25,41.38771477781767,5,44.0,33.300745335347685,11,16.0,46.99999999999999,20,47.0,9,2.1710000000000007,51737,260,0,0.0,2600.0000000000005,False,-0.1088614826265206,3,1.9130000000000005,52161,280,0,0.0,2800.0000000000005,False,-0.10005712749512737,0,0.2,103313,0,106,0.7,4387.097766448673,False,0.06153020779773161,0,0.2,102604,1,110,1.0,4555.546358297473,False,0.05524416877935358,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,1.3520000000000003,124334,5,19,1.0,839.6527352606944,False,-0.042851131529086865,11,2.263000000000001,145850,184,0,0.0,6127.337141703974,False,-0.0388884104657188,0,1.7750000000000004,150413,38,16,1.0,2017.428322743212,False,-0.022701100682387208,0.4625,860751,0.0,0.0,11,0,0,15,8,8.0,18,33,40,299.0,169.0,20,16,40,1019,5.999913274019491,234.30460654891795
27,40,0,0,0,10.000000000000002,20,10.0,2.8588545977496107,27,2.6666666666666665,41.66599654360982,10,44.0,33.300745335347685,0,,46.99999999999999,20,47.0,4,2.2020000000000004,51554,270,0,0.0,2700.0000000000005,False,-0.11109617581826736,23,2.1400000000000006,51391,290,0,0.0,2900.0000000000005,False,-0.11215471469856846,0,0.2,103289,0,115,0.9,4791.58960251513,False,0.0633235886675611,0,0.2,102996,9,110,1.0,4608.989311176827,False,0.05945703992905202,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,1.3520000000000003,123894,5,29,1.0,1174.0515974431319,False,-0.04494413952292438,9,2.3420000000000005,145710,184,0,0.0,6127.337141703974,False,-0.03979199187517672,0,1.7750000000000004,150930,28,15,1.0,1637.420869389735,False,-0.020590616728552127,0.4875,860103,0.0,0.0,11,0,0,18,10,10.0,17,35,36,356.0,148.0,23,17,36,1157,7.349049183016177,241.65365573193412
28,36,0,0,0,10.000000000000002,20,10.0,2.8400199537974644,8,2.5,41.90816088894026,5,46.0,31.256638115796427,21,16.0,47.0,20,47.0,1,2.208,51467,277,0,0.0,2770.0000000000005,False,-0.11196989044962699,7,2.1870000000000003,51114,303,0,0.0,3030.0000000000005,False,-0.11571678204180388,0,0.2,103519,0,110,0.0,4609.897697783428,False,0.06472365555122407,0,0.2,102976,7,120,1.0,5048.859446349413,False,0.06146864125700219,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,1.3520000000000003,124000,0,18,1.0,562.6194860843357,False,-0.04647642115527845,11,2.443000000000001,145176,205,0,0.0,6407.610813738268,False,-0.0423340449669281,0,1.7750000000000004,151353,18,16,1.0,1314.6194860843357,False,-0.01890221478748306,0.375,859944,0.0,0.0,11,0,0,13,6,6.0,18,31,36,275.0,139.0,19,17,36,1189,5.896914360986557,247.55057009292068
29,36,0,0,0,10.000000000000002,20,10.0,2.806598660856976,28,2.642857142857143,41.83363763321757,6,40.833333333333336,29.247259524949637,26,16.884615384615383,46.99999999999999,20,47.0,5,2.2570000000000006,51277,285,0,0.0,2850.0000000000005,False,-0.11449022111701056,23,2.41,50339,315,0,0.0,3150.0000000000005,False,-0.12773035822299886,0,0.2,103707,8,114,1.0,4791.487479473659,False,0.06752868710181842,0,0.2,102959,7,130,1.0,5458.019082944284,False,0.06335593304697754,0,0.2,130339,0,0,0.0,0.0,False,0.0,8,1.4320000000000004,123822,0,6,0.6,175.48355714969782,False,-0.04932720230648651,7,2.5020000000000007,144723,227,0,0.0,6639.127912163568,False,-0.044510652862857124,0,1.7750000000000004,151888,12,13,1.0,961.9671142993955,False,-0.016587279141147743,0.45,859054,0.0,0.0,13,0,0,15,11,10.363636363636363,18,33,36,336.0,149.0,21,15,36,1232,6.41759915498551,253.9681692479062
30,36,0,0,0,10.000000000000002,20,10.0,2.839272938631239,24,3.0416666666666665,39.62075362521502,7,15.0,28.95000975396322,5,19.0,46.999999999999986,20,47.0,10,2.3520000000000003,50953,294,0,0.0,2940.0000000000005,False,-0.11917803615834398,14,2.5270000000000006,49887,326,0,0.0,3260.0000000000005,False,-0.13440083338934067,0,0.2,103729,10,120,1.0,4782.883164412116,False,0.06770674992912894,0,0.2,102969,9,137,1.0,5453.596703102139,False,0.0634342983927224,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,1.4240000000000002,123812,0,8,0.7,231.60007803170575,False,-0.049188653902394096,7,2.565000000000001,144660,227,0,0.0,6571.652214149651,False,-0.04513501373395448,0,1.7750000000000004,152404,7,10,1.0,672.6500682777424,False,-0.014190584461376006,0.4625,858753,0.0,0.0,14,0,0,17,8,8.0,15,32,36,324.0,165.0,20,16,36,1011,6.806387687975075,260.77455693588126
31,36,0,0,0,10.000000000000002,20,10.0,2.893400230781704,32,3.15625,38.19196064344155,6,20.0,28.95000975396322,0,,46.99999999999999,20,47.0,8,2.4220000000000006,50677,304,0,0.0,3040.0000000000005,False,-0.12297533436386854,24,2.7530000000000006,49095,336,0,0.0,3360.0000000000005,False,-0.1468680690906647,0,0.2,103761,16,126,1.0,4858.481444766142,False,0.06840901814432963,0,0.2,102956,15,145,1.0,5581.23529676075,False,0.06394560521959103,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,1.4240000000000002,123692,0,14,0.6,405.30013655548504,False,-0.04944299044585473,12,2.678000000000001,144446,227,0,0.0,6571.652214149651,False,-0.04651620245984015,0,1.7750000000000004,152780,0,9,0.7,422.99999999999994,False,-0.012569462820852077,0.4125,857746,0.0,0.0,12,0,0,11,12,12.0,20,31,35,285.0,149.0,18,18,35,696,6.3125716939684935,267.08712862984976
32,35,0,0,0,10.000000000000002,20,10.0,2.7953092845143175,12,1.4166666666666667,38.55883848793456,5,44.0,28.95000975396322,0,,46.99999999999999,20,47.0,6,2.4740000000000006,50436,314,0,0.0,3140.0000000000005,False,-0.12618455541367027,6,2.7890000000000006,48863,346,0,0.0,3460.0000000000005,False,-0.1499260703004234,0,0.2,103754,13,136,1.0,5280.3410550577855,False,0.07046081161804287,0,0.2,103166,10,150,1.0,5811.778866035327,False,0.06721825349395488,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,1.4240000000000002,123472,0,19,0.5,550.0501853253012,False,-0.05057561364854229,9,2.7560000000000007,144318,227,0,0.0,6571.652214149651,False,-0.047342334034201676,2,1.7950000000000004,153183,0,0,0.0,0.0,False,-0.011333492535772142,0.3125,857531,0.0,0.0,9,0,0,9,9,8.25,23,32,24,273.0,123.0,18,17,24,702,5.014916885003913,272.10204551485367
33,24,0,0,0,10.000000000000002,20,10.0,2.7729364904296068,6,2.1666666666666665,36.742499543183726,14,27.5,28.165783524150406,10,16.0,46.999999999999986,20,47.0,3,2.4980000000000007,50250,326,0,0.0,3260.0000000000005,False,-0.12830163317427246,3,2.8130000000000006,48720,354,0,0.0,3540.0000000000005,False,-0.15165669735869347,0,0.2,103852,5,141,1.0,5194.557118041053,False,0.07101526857583212,0,0.2,103440,4,151,1.0,5559.209176982461,False,0.06870445602208682,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,1.4240000000000002,123247,4,19,1.0,682.1198851315926,False,-0.05179524207976277,14,2.8870000000000013,143860,237,0,0.0,6675.290695223646,False,-0.04996388677084638,6,1.8530000000000004,153117,0,0,0.0,0.0,False,-0.011759466628802303,0.375,856825,0.0,0.0,11,0,0,7,11,11.0,16,23,32,184.0,91.0,11,13,32,745,4.840508969966322,276.94255448482
34,32,0,0,0,10.000000000000002,20,10.0,2.817354778308301,15,3.2666666666666666,34.80956465605777,9,18.333333333333332,28.165783524150406,0,,46.999999999999986,20,47.0,13,2.6250000000000004,49870,334,0,0.0,3340.0000000000005,False,-0.13401438268700855,2,2.8300000000000005,48560,366,0,0.0,3660.0000000000005,False,-0.15333691780361583,0,0.2,103941,3,146,1.0,5090.64850411936,False,0.07138799541265993,0,0.2,103467,1,157,1.0,5467.9190057793785,False,0.06851686272287921,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,1.4240000000000002,123082,3,29,1.0,921.2364161685351,False,-0.05214388473070785,11,2.9830000000000014,143663,237,0,0.0,6675.290695223646,False,-0.051235354897012156,9,1.9370000000000003,153001,0,0,0.0,0.0,False,-0.012508148368067433,0.375,855923,0.0,0.0,10,0,0,15,12,12.0,21,36,32,323.0,88.0,22,10,32,365,11.816189144039527,288.7587436288595
35,32,0,0,0,10.0,20,10.0,2.7462421170548774,21,2.238095238095238,35.478538717684245,5,45.8,30.743993064928485,28,44.42857142857143,46.999999999999986,20,47.0,6,2.6720000000000006,49654,342,0,0.0,3420.0,False,-0.1369715706700719,15,2.9780000000000006,48076,378,0,0.0,3780.0,False,-0.1604610524900867,0,0.2,104141,4,151,1.0,5368.24431483854,False,0.07479673368231807,0,0.2,103449,1,167,1.0,5927.662207970324,False,0.07064856077497127,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,1.4240000000000002,124097,0,9,0.8,276.6959375843564,False,-0.04682905370769931,11,3.082000000000001,142772,255,0,0.0,7839.718231556763,False,-0.053228308458306936,9,2.0180000000000007,152310,0,10,1.0,469.9999999999999,False,-0.015451242101730359,0.475,854838,0.0,0.0,12,0,0,7,12,12.0,21,28,40,250.0,140.0,16,16,40,1673,5.101998772996012,293.86074240185553
36,40,0,0,0,10.0,20,10.0,2.7146654602078764,11,2.272727272727273,36.846684491026004,14,44.07142857142857,30.122094128273783,7,16.0,46.99999999999999,20,47.0,4,2.7060000000000004,49484,350,0,0.0,3500.0,False,-0.139155857248471,7,3.0330000000000004,47804,390,0,0.0,3900.0,False,-0.16402311983332213,0,0.2,104575,0,149,0.8,5490.155989162875,False,0.0797766195589283,0,0.2,103607,0,171,0.8,6300.783047965447,False,0.07411527727845296,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,1.4240000000000002,123592,4,12,1.0,508.85186750338937,False,-0.04981298050658897,15,3.221000000000001,142342,262,0,0.0,7891.988661607731,False,-0.055834913541433315,0,2.0090000000000003,152545,0,5,0.0,234.99999999999997,False,-0.01469287913307818,0.325,854288,0.0,0.0,14,0,0,14,8,8.0,22,36,42,336.0,146.0,23,17,42,1164,5.690751836984418,299.55149423883995
37,42,0,0,0,10.0,20,10.0,2.5872283088333305,22,1.7272727272727273,33.365570358343795,15,15.0,28.32480004544266,26,18.0,46.99999999999999,20,47.0,4,2.7420000000000004,49272,364,0,0.0,3640.0,False,-0.14154177028026077,18,3.2060000000000004,47236,396,0,0.0,3960.0,False,-0.1730627058270045,0,0.2,104770,4,144,1.0,4814.99104483684,False,0.07834205835959417,0,0.2,103599,0,179,0.8,5972.437094143539,False,0.0723829979280998,0,0.2,130339,0,0,0.0,0.0,False,0.0,14,1.5640000000000003,123142,9,10,1.0,583.5381336795208,False,-0.05297900807248977,11,3.316000000000001,141683,288,0,0.0,8157.542413087486,False,-0.05923123805792117,4,2.0490000000000004,152737,0,0,0.0,0.0,False,-0.014212044740188074,0.35,852778,0.0,0.0,11,0,0,17,12,11.45,22,39,39,405.0,164.0,26,16,39,775,6.737045707006473,306.2885399458464
38,39,0,0,0,10.0,20,10.0,2.5413937406422993,37,2.3513513513513513,34.69940026234598,10,46.0,27.652072956133814,11,18.0,46.999999999999986,20,47.0,17,2.908000000000001,48706,375,0,0.0,3750.0,False,-0.1501276967538141,20,3.3880000000000003,46587,405,0,0.0,4050.0,False,-0.18321123731433564,0,0.2,104701,20,154,1.0,5394.535515214127,False,0.08056330812253695,0,0.2,104041,1,179,1.0,6213.734040700573,False,0.07804395790715743,0,0.2,130339,0,0,0.0,0.0,False,0.0,1,1.5600000000000003,122837,9,10,1.0,588.8153319224521,False,-0.055298815657928685,8,3.3850000000000016,141377,299,0,0.0,8267.96981388401,False,-0.060849851186970345,12,2.1650000000000005,152510,0,0,0.0,0.0,False,-0.01567713745409484,0.375,851098,0.0,0.0,9,0,0,16,17,16.090909090909093,21,37,35,386.0,192.0,24,15,35,660,5.413027322967537,311.70156726881396
39,35,0,0,0,10.0,20,10.0,2.6507030975679102,25,3.4,34.81882660516933,1,45.0,26.945573990823263,12,18.0,46.999999999999986,20,47.0,22,3.111000000000001,47963,388,0,0.0,3880.0,False,-0.1615195913703878,3,3.398000000000001,46457,412,0,0.0,4120.0,False,-0.18480744673701188,0,0.2,104660,21,164,1.0,5765.952328296696,False,0.08201925892835718,0,0.2,104042,5,188,1.0,6559.192917259673,False,0.07979189724049296,0,0.2,130339,0,0,0.0,0.0,False,0.0,2,1.5790000000000002,122922,0,10,1.0,269.45573990823266,False,-0.055871781508572874,11,3.4870000000000014,140961,311,0,0.0,8380.073511146034,False,-0.0631730116008687,9,2.2430000000000008,152369,0,0,0.0,0.0,False,-0.01658717301647745,0.375,849713,0.0,0.0,8,0,0,12,15,14.222222222222221,22,34,33,306.0,169.0,21,14,33,299,5.2470120069920085,316.94857927580597
40,33,0,0,0,9.999999999999998,20,10.0,2.6514766360597295,9,2.6666666666666665,34.81882660516933,0,,25.87775066070189,20,18.0,46.999999999999986,20,47.0,9,3.1790000000000007,47640,400,0,0.0,3999.999999999999,False,-0.16593857114053365,0,3.395000000000001,46377,420,0,0.0,4199.999999999999,False,-0.18547953491498084,0,0.2,104640,16,174,1.0,6100.899455476419,False,0.08350303073455548,0,0.2,104038,0,197,0.9,6859.308841218358,False,0.08126142629221135,0,0.2,130339,0,0,0.0,0.0,False,0.0,10,1.6770000000000005,122834,0,0,0.0,0.0,False,-0.057580616699529685,10,3.576000000000001,140439,331,0,0.0,8565.535468692326,False,-0.06594357950970282,10,2.334000000000001,152203,0,0,0.0,0.0,False,-0.01765856240197755,0.2375,848510,0.0,0.0,7,0,0,12,10,9.09090909090909,22,34,27,330.0,139.0,21,12,27,200,6.082897004962433,323.0314762807684
41,27,0,0,0,9.999999999999998,20,10.0,2.5503395044687203,18,1.6111111111111112,35.074552785500515,2,45.0,24.996223020667955,19,18.0,46.999999999999986,20,47.0,11,3.2800000000000007,47253,411,0,0.0,4109.999999999999,False,-0.17151690301767591,7,3.4650000000000007,46124,429,0,0.0,4289.999999999999,False,-0.18897439344041939,0,0.2,104629,15,184,1.0,6491.972805099126,False,0.08535970462667206,0,0.2,104110,0,204,0.9,7155.208768242105,False,0.0834744029552077,0,0.2,130339,0,0,0.0,0.0,False,0.0,19,1.8570000000000002,122109,0,2,0.2,49.99244604133591,False,-0.06295125616261692,11,3.676000000000001,139893,350,0,0.0,8748.678057233785,False,-0.06887653186985264,9,2.4140000000000006,152075,0,0,0.0,0.0,False,-0.018484693976339076,0.2625,846532,0.0,0.0,9,0,0,8,17,17.0,18,26,26,216.0,125.0,13,14,26,290,4.853066626994405,327.8845429077628
42,26,0,0,0,9.999999999999998,20,10.0,2.543913395344224,13,2.4615384615384617,35.074552785500515,0,,24.996223020667955,0,,46.99999999999999,20,47.0,1,3.2790000000000004,47141,420,0,0.0,4199.999999999999,False,-0.17264265071577392,12,3.5780000000000007,45720,440,0,0.0,4399.999999999999,False,-0.19483836279319847,0,0.2,104603,15,194,1.0,6842.621941317263,False,0.08686209989494648,0,0.2,104104,0,207,0.3,7260.432426598607,False,0.0839433773007547,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,1.8380000000000003,122109,0,2,0.0,49.99244604133591,False,-0.06295125616261692,10,3.765000000000001,139734,350,0,0.0,8748.678057233785,False,-0.06990274218487985,10,2.505000000000001,151917,0,0,0.0,0.0,False,-0.01950445013844158,0.1625,845667,0.0,0.0,7,0,0,11,11,11.0,17,28,26,253.0,114.0,16,10,26,200,5.831131771963555,333.71567467972636
43,26,0,0,0,9.999999999999998,20,10.0,2.4633610242029556,13,1.4615384615384615,35.787115781815686,5,46.0,24.52643060369236,11,18.0,47.0,20,47.0,13,3.408000000000001,46675,433,0,0.0,4329.999999999999,False,-0.17938033469991263,0,3.566000000000001,45650,447,0,0.0,4469.999999999999,False,-0.1954264399489213,0,0.2,104821,11,199,1.0,7148.733011847554,False,0.09059539099036917,0,0.2,104097,0,214,0.7,7658.442777308557,False,0.08587519381688759,0,0.2,130339,0,0,0.0,0.0,False,0.0,9,1.9280000000000004,121690,0,5,0.5,122.6321530184618,False,-0.0658872933158208,7,3.825000000000001,139449,361,0,0.0,8854.041447932943,False,-0.0714021600503006,13,2.6250000000000004,151674,0,0,0.0,0.0,False,-0.021072809299143534,0.275,844395,0.0,0.0,7,0,0,10,10,9.818181818181818,16,26,27,200.0,140.0,13,13,27,430,5.7101052480284125,339.4257799277548
44,27,0,0,0,9.999999999999998,20,10.0,2.5714874997886232,21,3.380952380952381,38.15792531407068,28,44.0,23.78137010909311,19,18.0,46.99999999999999,20,47.0,17,3.5650000000000013,46065,450,0,0.0,4499.999999999999,False,-0.1882014920357551,4,3.606000000000001,45548,450,0,0.0,4499.999999999999,False,-0.19688823173600375,0,0.2,105240,8,199,1.0,7613.9990374983745,False,0.0971516487282469,0,0.2,104839,4,206,1.0,7870.8185646977145,False,0.09440904390084476,0,0.2,130339,0,0,0.0,0.0,False,0.0,14,2.0590000000000006,120143,18,10,1.0,924.6563567442033,False,-0.07467965706064875,11,3.928000000000001,138908,380,0,0.0,9036.920641455383,False,-0.0743036916416932,9,2.702000000000001,151531,0,0,0.0,0.0,False,-0.021995753167375547,0.375,842613,0.0,0.0,13,0,0,7,14,13.375,21,28,35,237.0,142.0,16,11,35,1432,5.578060653991997,345.0038405817468
45,35,0,0,0,10.0,20,10.0,2.577852031321438,19,2.6315789473684212,38.47440750817054,5,44.0,23.544722590714944,10,20.0,46.99999999999999,20,47.0,9,3.638000000000001,45790,457,0,0.0,4570.0,False,-0.1922340211035688,10,3.702,45185,463,0,0.0,4630.0,False,-0.20189528866187242,0,0.2,105416,14,204,1.0,7884.869060105291,False,0.10028508144653588,0,0.2,104833,0,213,0.7,8195.048799240325,False,0.09597976073910275,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.0450000000000004,120123,13,10,1.0,735.6145235133665,False,-0.07555829596853836,9,4.007000000000001,138565,390,0,0.0,9182.441810378828,False,-0.07604785815585874,11,2.803000000000001,151324,0,0,0.0,0.0,False,-0.023331762822788323,0.3375,841575,0.0,0.0,8,0,0,11,12,12.0,21,32,32,330.0,157.0,21,14,32,620,6.262261771014892,351.26610235276166
46,32,0,0,0,10.0,20,10.0,2.6457344105528113,14,3.4285714285714284,39.12055646054012,11,44.0,22.990146769387458,25,19.8,46.99999999999999,20,47.0,12,3.749000000000001,45401,467,0,0.0,4670.0,False,-0.19792996841185564,2,3.7120000000000006,45055,473,0,0.0,4730.0,False,-0.20323946501781034,0,0.2,105626,9,209,1.0,8200.00790994786,False,0.1039832978335456,0,0.2,105059,0,216,0.9,8450.040195476666,False,0.0995363775164586,0,0.2,130339,0,0,0.0,0.0,False,0.0,15,2.1950000000000003,119399,14,10,1.0,777.5892581414363,False,-0.08095202027734816,11,4.1080000000000005,137976,410,0,0.0,9425.960175448858,False,-0.07906350184443925,9,2.8820000000000006,151096,0,5,0.5,234.99999999999997,False,-0.024044946720967606,0.425,839951,0.0,0.0,10,0,0,12,12,11.5,20,32,35,271.0,151.0,19,13,35,779,5.717044445977081,356.98314679873874
47,35,0,0,0,10.0,20,10.0,2.63328326543138,11,2.4545454545454546,39.39266276438384,5,44.0,22.20489427406631,21,16.523809523809526,47.0,20,47.0,5,3.7870000000000013,45196,477,0,0.0,4770.0,False,-0.2005343101014853,6,3.770000000000001,44829,483,0,0.0,4830.0,False,-0.20619665300087373,0,0.2,105819,10,214,1.0,8456.362664232456,False,0.10721475115570055,0,0.2,105059,0,216,0.0,8508.81515710691,False,0.09983205298823285,0,0.2,130339,0,0,0.0,0.0,False,0.0,11,2.2900000000000005,118986,9,10,1.0,576.5829076201177,False,-0.08489177104466,7,4.167000000000001,137596,428,0,0.0,9503.69474930038,False,-0.08126522454223802,8,2.9530000000000007,151160,0,3,0.3,141.0,False,-0.023935226121247717,0.2875,838984,0.0,0.0,8,0,0,12,11,9.564102564102564,23,35,34,328.0,149.0,22,13,34,561,6.109790813003201,363.09293761174195
48,34,0,0,0,10.0,20,10.0,2.6830071016562935,27,2.962962962962963,39.39266276438384,0,,22.978418714400622,18,29.666666666666668,46.99999999999999,20,47.0,10,3.8820000000000014,44884,486,0,0.0,4860.0,False,-0.20502049868942807,17,3.934000000000001,44267,494,0,0.0,4940.0,False,-0.21471537065663016,0,0.2,105749,20,224,1.0,8877.616601255108,False,0.10862963749864228,0,0.2,105049,0,223,0.7,8784.563796457596,False,0.10111863144780514,0,0.2,130339,0,0,0.0,0.0,False,0.0,8,2.359000000000001,119137,0,9,0.9,206.8057684296056,False,-0.08515177434064404,9,4.250000000000001,137084,443,0,0.0,10179.439490479475,False,-0.08238907089086842,8,3.025000000000001,151022,0,3,0.3,140.99999999999997,False,-0.024825899224856233,0.3625,837531,0.0,0.0,8,0,0,15,17,15.5,18,33,26,312.0,153.0,21,13,26,247,5.255107372009661,368.3480449837516
49,26,0,0,0,10.0,20,10.0,2.6148231590103292,26,2.1923076923076925,39.9006687251338,10,44.0,22.239056601237156,19,16.157894736842106,47.0,20,47.0,12,3.9920000000000013,44459,498,0,0.0,4980.0,False,-0.2111533033133947,14,4.057,43839,502,0,0.0,5020.0,False,-0.22123462598292895,0,0.2,105734,19,234,1.0,9386.438121702504,False,0.11103841455314109,0,0.2,105447,7,223,1.0,8916.152887817909,False,0.10578499505899884,0,0.2,130339,0,0,0.0,0.0,False,0.0,10,2.451000000000001,118574,0,10,1.0,222.39056601237155,False,-0.08941149400404949,10,4.341000000000001,136639,462,0,0.0,10274.444149771565,False,-0.08495458164254452,7,3.087000000000001,151075,0,0,0.0,0.0,False,-0.024938846901038474,0.375,836106,0.0,0.0,11,0,0,8,13,12.909090909090908,16,24,29,193.0,121.0,12,14,29,901,4.100919783988502,372.4489647677401
50,29,0,0,0,10.0,20,10.0,2.677641976809375,8,4.0,39.9006687251338,0,,22.239056601237156,0,,47.0,20,47.0,0,3.9800000000000013,44349,509,0,0.0,5090.0,False,-0.21207742455810202,8,4.123000000000001,43581,511,0,0.0,5110.0,False,-0.2248134955306136,0,0.2,105702,17,244,1.0,9781.283082538406,False,0.11270277531435643,0,0.2,105447,0,230,0.7,9177.153806780774,False,0.10709799582849949,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.4410000000000007,118574,0,10,0.0,222.39056601237155,False,-0.08941149400404949,9,4.421000000000001,136496,462,0,0.0,10274.444149771565,False,-0.08587752551077653,11,3.190000000000001,150868,0,0,0.0,0.0,False,-0.02627485655645125,0.2125,835356,0.0,0.0,6,0,0,5,9,9.0,25,30,30,242.0,116.0,16,13,30,200,5.340832618996501,377.7897973867366
51,30,0,0,0,10.000000000000002,20,10.0,2.658892725757975,3,1.6666666666666667,40.74403108976693,15,45.333333333333336,24.192072698236156,10,55.0,46.99999999999999,20,47.0,2,4.000000000000001,44247,515,0,0.0,5150.000000000001,False,-0.21328718327844612,1,4.125000000000001,43419,525,0,0.0,5250.000000000001,False,-0.2263592983399422,0,0.2,105928,9,249,1.0,10169.193775883787,False,0.11692806076950522,0,0.2,105896,0,221,0.1,9004.43087083849,False,0.1107466011552278,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.4410000000000007,118444,5,10,1.0,445.64088243119625,False,-0.08955247131544967,3,4.442000000000001,135919,472,0,0.0,11418.658313567466,False,-0.0859091051524553,17,3.3490000000000006,150438,0,0,0.0,0.0,False,-0.029050142314071988,0.2625,834630,0.0,0.0,11,0,0,6,9,9.0,24,30,29,242.0,117.0,16,14,29,1430,4.637990068004001,382.4277874547406
52,29,0,0,0,10.000000000000002,20,10.0,2.5193865349501223,16,1.25,41.07982750802219,10,44.0,24.192072698236156,0,,47.0,20,47.0,7,4.0680000000000005,43963,527,0,0.0,5270.000000000001,False,-0.21705087707507226,9,4.214000000000001,43125,533,0,0.0,5330.000000000001,False,-0.23062705827004504,0,0.2,106141,6,254,1.0,10449.392506247337,False,0.12048068993292817,0,0.2,106103,0,225,0.9,9242.961189304993,False,0.11402924404274534,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.4410000000000007,118004,5,20,1.0,689.2405915048341,False,-0.0919937985119387,11,4.549000000000001,135718,472,0,0.0,11418.658313567466,False,-0.08720638989031987,9,3.4220000000000006,150300,0,0,0.0,0.0,False,-0.029940815417680507,0.3625,833693,0.0,0.0,9,0,0,7,11,11.0,23,30,36,211.0,112.0,17,12,36,640,4.660318794019986,387.0881062487606
53,36,0,0,0,10.000000000000002,20,10.0,2.415835227715913,29,1.896551724137931,41.238074431503094,5,44.0,23.502823873852435,20,18.3,47.0,20,47.0,18,4.241000000000001,43386,535,0,0.0,5350.000000000001,False,-0.2260736608643054,11,4.315000000000001,42739,545,0,0.0,5450.000000000001,False,-0.23610457692049197,0,0.2,106344,5,259,1.0,10692.74045389788,False,0.12374732346941819,0,0.2,106065,10,235,1.0,9715.105843680387,False,0.11602210383073108,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.4410000000000007,118150,0,10,1.0,235.02823873852435,False,-0.09261606948519423,12,4.658000000000001,135254,485,0,0.0,11398.86957881843,False,-0.09026497660750862,8,3.4930000000000008,150059,0,7,0.7,329.0,False,-0.03043455811642001,0.4625,832336,0.0,0.0,12,0,0,13,15,15.0,20,33,39,339.0,173.0,21,15,39,786,5.095644266984891,392.1837505157455
