index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,32,0,0,0,10.000000000000002,20,10.0,24.233102652538513,31,26.0,17.519570918670603,56,12.160714285714286,26.2719535715804,18,30.22222222222222,52.0,11,52.0,0,0.5690000000000001,28434,16,31,1.0,911.2261822286939,False,0.12960363992626972,0,0.36200000000000004,28606,5,11,1.0,316.56412917792363,False,0.12470311102987146,15,2.1500000000000004,28031,131,10,1.0,3349.7321566692513,False,-0.20676477133342347,3,0.6170000000000001,38044,2,10,1.0,223.66191449178308,False,0.01887449483953882,0,0.2,57797,9,132,1.0,3625.5740097166486,False,0.029387770340165795,12,4.082000000000001,32929.0,397,0,0.0,6955.26965471223,False,-0.37130215467023353,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,11,2.299000000000001,60472,508,0,0.0,13346.152414362843,False,-0.1351407678403155,0.625,351790,0.0,0.0,16,0,0,11,10,8.5,20,31,39,243.0,108.0,16,16,39,1507,7.814255687000696,338.2723098039278
26,39,0,0,0,10.000000000000002,20,10.0,23.277808907225022,91,21.35164835164835,17.82991393026265,12,24.0,25.75296761506835,20,21.8,52.00000000000001,9,52.0,24,0.8090000000000002,28909,16,10,1.0,392.7780890722503,False,0.13804062735234116,25,0.6120000000000001,28737,5,10,1.0,282.7780890722502,False,0.12916477202487292,2,2.1550000000000002,26981,173,10,1.0,4205.360080252555,False,-0.22337899436229866,0,0.6140000000000001,37381,31,20,1.0,1078.2103547292286,False,0.01257991341196341,0,0.2,57621,11,140,1.0,3801.544519342458,False,0.027867863847330705,18,4.250000000000001,32308.0,397,0,0.0,7078.475830314272,False,-0.38096225193138883,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,9,2.3780000000000006,59874,528,0,0.0,13597.566900756088,False,-0.14122411414173594,0.625,349288,0.0,0.0,12,0,0,18,10,8.17094017094017,19,37,39,315.0,132.0,20,19,39,728,7.950407213007566,346.22271701693535
27,39,0,0,0,10.000000000000002,20,10.0,23.277808907225022,0,,17.624839678855004,10,13.0,25.33378859354344,33,23.363636363636363,52.0,11,52.0,0,0.7850000000000001,28809,16,20,1.0,625.5561781445004,False,0.1386814502081036,0,0.5870000000000002,28637,5,20,1.0,515.5561781445004,False,0.12980559488063537,0,2.1530000000000005,27111,163,10,1.0,3970.5312486662287,False,-0.22304292172466247,0,0.6140000000000001,37381,21,30,1.0,1017.5791774173756,False,0.011770396771841309,0,0.2,57715,11,146,1.0,3892.606371124747,False,0.03027739147548474,29,4.522000000000001,31000.0,397,0,0.0,6997.061352505437,False,-0.4042527685941024,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,11,2.4790000000000005,58873,561,0,0.0,14212.255400977869,False,-0.15015871684262752,0.625,347003,0.0,0.0,12,0,0,16,9,9.0,20,36,47,294.0,108.0,18,21,47,554,8.231600425962824,354.4543174428982
28,47,0,0,0,10.000000000000002,20,10.0,23.6071431782732,34,26.0,18.461035167097833,32,24.0,25.036294825433536,10,20.0,52.00000000000001,12,52.0,4,0.8250000000000002,29259,15,10,1.0,386.071431782732,False,0.15159474939946685,0,0.5870000000000002,28787,6,20,1.0,532.142863565464,False,0.13599497289473053,22,2.373,26669,175,10,1.0,4315.860407868789,False,-0.23023498080230734,0,0.614,37069,23,40,1.0,1281.405699784197,False,0.006961543696549949,0,0.2,56947,33,156,1.0,4514.87615328186,False,0.02238789246116133,10,4.593000000000001,30760.0,397,0,0.0,7329.0309613378395,False,-0.4055309200685757,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,12,2.588000000000001,58421,571,0,0.0,14295.72434532255,False,-0.1554431241204416,0.625,345389,0.0,0.0,10,0,0,18,7,6.020833333333333,19,37,43,315.0,108.0,20,27,43,772,8.897312815010082,363.35163025790825
29,43,0,0,0,10.000000000000002,20,10.0,23.053502957754205,38,19.36842105263158,20.580210553259278,46,30.695652173913043,24.302163995015164,28,20.071428571428573,52.0,11,52.0,0,0.8210000000000002,29409,16,10,1.0,390.5350295775421,False,0.15754711690278675,8,0.6670000000000001,29005,5,10,1.0,280.53502957754205,False,0.13959990282654042,20,2.551,26591,175,10,1.0,4240.165123139579,False,-0.2333284583948893,0,0.614,37153,41,34,1.0,1644.9207800787378,False,0.014058062699654742,0,0.2,56186,52,165,1.0,5080.028007946985,False,0.014126096635585594,27,4.853000000000001,29048.0,414,0,0.0,8520.207169049341,False,-0.42480998161696704,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,11,2.686000000000001,57637,599,0,0.0,14556.996233014082,False,-0.1638587514135394,0.625,342506,0.0,0.0,12,0,0,14,11,10.168067226890756,22,36,43,315.0,98.0,20,23,43,1268,8.652318926993757,372.003949184902
30,43,0,0,0,10.000000000000002,20,10.0,23.017710221139875,21,22.571428571428573,23.279842536325194,67,32.91044776119403,26.587597039642237,40,36.325,52.00000000000001,11,52.0,9,0.9110000000000003,29556,18,10,1.0,410.1771022113988,False,0.16367892672945059,0,0.6590000000000001,28943,3,18,1.0,444.31878398051776,False,0.14037768883637375,47,3.0010000000000017,26806,186,10,1.0,4514.092526495269,False,-0.22392997774980283,0,0.6140000000000001,37306,31,34,1.0,1505.0636630903928,False,0.016276317966973618,0,0.2,57266,42,155,1.0,5098.830927670205,False,0.03293872114103583,20,5.026000000000001,26090.0,481,0,0.0,11197.604259972419,False,-0.4527733278651273,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,11,2.7850000000000006,55964,639,0,0.0,16989.47450833139,False,-0.16974203982423722,0.625,339408,0.0,0.0,13,0,0,16,9,8.298245614035087,19,35,43,268.0,120.0,18,25,43,1451,9.424752536986489,381.4287017218885
31,43,0,0,0,10.000000000000002,20,10.0,22.95589491997786,6,20.333333333333332,24.033146754449717,16,37.0,26.429145431514343,14,24.285714285714285,52.0,6,52.0,0,0.9020000000000001,29568,19,14,1.0,511.3825288796901,False,0.16612673565747188,0,0.6590000000000001,28853,2,28,1.0,662.7650577593802,False,0.14112932664241215,0,2.9540000000000006,26702,180,20,1.0,4612.724020685009,False,-0.22539021041035795,0,0.6140000000000001,37880,23,28,1.0,1200.913692284083,False,0.027542974342226554,0,0.2,57378,32,163,1.0,5077.011401479229,False,0.03468442530806826,12,5.126000000000001,25198.0,497,0,0.0,11944.473936961509,False,-0.46172831096772887,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,6,2.8340000000000005,55536,653,0,0.0,17258.231966778865,False,-0.17352401582506494,0.625,338592,0.0,0.0,13,0,0,12,4,4.0,25,37,47,320.0,83.0,20,23,47,1026,9.14704560401151,390.5757473259
32,47,0,0,0,10.000000000000002,20,10.0,23.12152591383351,26,24.615384615384617,23.67934017297456,10,14.4,26.479647989216172,12,27.25,52.0,9,52.0,0,0.9020000000000001,29816,17,10,1.0,401.2152591383351,False,0.17366989753936138,0,0.659,29045,4,26,1.0,641.1596737596713,False,0.14821426537164556,0,2.9540000000000006,26170,196,21,1.0,5029.085222743834,False,-0.23403715422649696,0,0.6140000000000001,37916,13,37,1.0,1176.7154232798944,False,0.028181198740685906,0,0.2,57543,22,170,1.0,5022.485641972189,False,0.03706297611704938,9,5.204000000000002,24820.0,507,0,0.0,12005.425467698102,False,-0.46772962744613783,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,9,2.918000000000001,55046,665,0,0.0,17608.965912828753,False,-0.17757663283725064,0.625,337833,0.0,0.0,14,0,0,16,5,5.0,22,38,44,333.0,108.0,21,26,44,1149,9.083978424023371,399.6597257499234
33,44,0,0,0,10.000000000000002,20,10.0,23.279231024073823,18,25.333333333333332,23.77908467172363,2,36.0,25.86668041516305,33,22.606060606060606,52.0,12,52.0,0,0.9020000000000001,29820,17,16,1.0,542.4676963851812,False,0.17658783375142095,0,0.659,29297,4,22,1.0,552.143082529624,False,0.15632733299178156,0,2.9540000000000006,26118,188,31,1.0,5113.647057349312,False,-0.23429668272384693,0,0.6140000000000001,37584,19,45,1.0,1512.364199684966,False,0.02379722021529229,0,0.2,57675,13,177,1.0,4887.5305342162665,False,0.038177199473442884,30,5.495000000000003,23498.0,508,0,0.0,12079.775013235605,False,-0.4899169802683947,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,12,3.0290000000000004,54034,698,0,0.0,18054.942929783807,False,-0.1877394610186908,0.625,335503,0.0,0.0,17,0,0,16,8,8.0,22,38,36,274.0,102.0,20,24,36,896,9.288278798980173,408.94800454890355
34,36,0,0,0,10.000000000000002,20,10.0,23.36758815170712,27,24.11111111111111,24.666617953157978,16,37.0,26.184398014287456,2,56.0,52.00000000000001,7,52.0,0,0.9020000000000004,30030,16,14,1.0,487.1462341238997,False,0.1837174239320411,0,0.6590000000000001,29538,5,17,1.0,447.2489985790211,False,0.16369988267016664,0,2.9540000000000006,26710,178,25,1.0,4776.096139832817,False,-0.22299532511104683,0,0.6140000000000001,36933,36,55,1.0,2197.8971608851452,False,0.01556646587205456,0,0.2,57195,19,185,1.0,5312.779373753181,False,0.03355995176619099,0,5.4650000000000025,23498.0,508,0,0.0,12530.641920204253,False,-0.4860240215496628,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,7,3.087000000000001,53827,700,0,0.0,18329.07861000122,False,-0.18864021916095922,0.625,335208,0.0,0.0,14,0,0,11,2,2.0,19,30,43,204.0,99.0,13,23,43,1555,7.814750927966088,416.76275547686964
35,43,0,0,0,10.0,20,10.0,23.601628397340104,34,25.176470588235293,22.81763757666421,35,11.485714285714286,25.155083832303042,24,17.833333333333332,52.00000000000001,8,52.0,0,0.9020000000000001,30205,16,13,1.0,466.82116916542134,False,0.19016268170411382,6,0.7190000000000001,29889,5,10,1.0,286.0162839734011,False,0.17427206811287202,9,3.044000000000001,26245,191,10,1.0,4736.087399658602,False,-0.23594638842614488,0,0.6140000000000001,36683,37,64,1.0,2333.589055608093,False,0.010702409351492689,0,0.2,57159,10,195,1.0,5133.417723065735,False,0.03138959835485371,24,5.705000000000003,22240.0,542,0,0.0,12367.159566552002,False,-0.5091597053381917,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,8,3.1600000000000006,53261,724,0,0.0,18212.280694587404,False,-0.19668276276396948,0.625,333159,0.0,0.0,13,0,0,21,9,7.800699300699301,16,37,30,324.0,89.0,23,20,30,877,7.840070066973567,424.6028255438432
36,30,0,0,0,10.0,20,10.0,23.7682838038307,32,25.0,20.891905794213184,70,14.714285714285714,25.294051690356756,9,28.0,52.00000000000001,9,52.0,3,0.9320000000000002,30402,20,10,1.0,437.68283803830695,False,0.19729585216106174,6,0.7730000000000001,30097,1,10,1.0,247.68283803830698,False,0.18165557845627192,14,3.1750000000000007,25917,197,10,1.0,4891.270967296779,False,-0.24263303469656364,0,0.614,36835,43,28,1.0,1607.0095658026892,False,0.00506034294377265,0,0.2,56863,17,203,1.0,5489.854891644046,False,0.029355658040720184,7,5.751000000000003,21450.0,595,0,0.0,12430.683947556845,False,-0.5222535405509011,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,9,3.2420000000000004,52846,733,0,0.0,18540.5398890315,False,-0.19991408806991837,0.625,331887,0.0,0.0,16,0,0,14,10,8.323529411764707,18,32,28,276.0,55.0,17,13,28,1134,7.060115419037174,431.6629409628804
37,28,0,0,0,10.0,20,10.0,23.7682838038307,0,,20.891905794213184,0,,23.639985692223217,52,18.365384615384617,52.000000000000014,12,52.0,0,0.9290000000000003,30282,22,20,1.0,695.3656760766139,False,0.19764155769455752,0,0.7670000000000001,30017,0,19,0.9,451.5973922727833,False,0.18251412301608574,0,3.161000000000001,25917,187,20,1.0,4862.507187200605,False,-0.24301707405804415,0,0.614,36835,33,38,1.0,1578.2457857065142,False,0.004676303582292137,0,0.2,57025,7,204,1.0,4968.800421773029,False,0.027654213768158405,43,6.174000000000002,18986.0,595,0,0.0,12430.683947556845,False,-0.56480379267496,0,0.2,77477,0,8,0.0,416.0000000000001,False,0.000618261911202133,12,3.353000000000001,51632,785,0,0.0,18557.388768395223,False,-0.21544245161201991,0.6125,328171,0.0,0.0,9,0,0,14,9,9.0,16,30,34,201.0,107.0,12,16,34,362,7.679079225985333,439.3420201888657
38,34,0,0,0,10.0,20,10.0,23.58280560344092,22,21.545454545454547,20.514053271921334,12,12.166666666666666,22.664559600139338,53,19.056603773584907,52.000000000000014,10,52.0,0,0.9290000000000003,30345,21,21,1.0,705.2389176722593,False,0.20029792605419858,0,0.7670000000000001,30228,1,16,1.0,387.32488965505473,False,0.18950781797957103,0,3.161000000000001,25715,189,19,1.0,4846.917271216839,False,-0.2486192251967097,0,0.6140000000000001,36709,33,47,1.0,1742.393088693853,False,0.0035033390570355276,0,0.2,57178,0,204,0.8,4623.570158428425,False,0.027315484548149006,45,6.581000000000003,16226.0,606,0,0.0,12431.516282784329,False,-0.6124584143573917,0,0.2,77477,0,8,0.0,416.0000000000001,False,0.000618261911202133,10,3.441000000000001,50430,838,0,0.0,18992.900944916764,False,-0.22811996248620656,0.6,324308,0.0,0.0,15,0,0,15,9,9.0,18,33,37,297.0,105.0,19,15,37,1009,14.981494174979161,454.3235143638449
39,37,0,0,0,10.0,20,10.0,23.804830130358805,24,26.0,22.88351904258066,68,31.573529411764707,21.728116352852112,85,19.258823529411764,52.000000000000014,7,52.0,0,0.9290000000000003,30587,18,19,1.0,632.2917724768173,False,0.2083341499995468,0,0.7670000000000001,30410,4,14,1.0,373.2676218250233,False,0.19634931811974624,4,3.201000000000001,25457,203,10,1.0,5061.2157068886445,False,-0.25264739102661427,0,0.6140000000000001,38374,23,12,1.0,822.1133215092204,False,0.03567669792930688,0,0.2,56658,25,186,1.0,4613.517617695009,False,0.018248926035219697,57,7.106000000000002,11234.0,639,0,0.0,14622.568668209042,False,-0.6797457288439503,0,0.2,77477,0,8,0.0,416.0000000000001,False,0.000618261911202133,7,3.5010000000000012,48698,923,0,0.0,20055.0513936825,False,-0.24358842179835322,0.625,318895,0.0,0.0,16,0,0,15,9,8.222222222222221,23,38,32,318.0,64.0,21,16,32,3080,8.409307783003896,462.7328221468488
40,32,0,0,0,9.999999999999998,20,10.0,23.902924131939834,11,26.0,22.713495135268833,5,13.0,21.101775584253133,91,19.186813186813186,52.00000000000001,16,52.0,0,0.9290000000000003,30783,17,18,1.0,600.252634374917,False,0.21537150800341973,0,0.7670000000000001,30300,5,24,1.0,623.670179166556,False,0.1969436985174302,0,3.1970000000000005,25522,193,15,1.0,4953.96678449342,False,-0.2523436302105073,0,0.6140000000000001,38088,24,22,1.0,1073.3670721424703,False,0.03139425715162583,0,0.2,56867,15,185,1.0,4244.530910115862,False,0.018672125700385643,80,7.849000000000003,4000.0,644,0,0.0,14627.490867113129,False,-0.8046255192105312,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,16,3.6540000000000012,46528,1014,0,0.0,21397.200442432677,False,-0.26289526615896625,0.625,309565,0.0,0.0,10,0,0,11,15,15.0,23,34,34,276.0,150.0,17,15,34,760,7.991982142964844,470.7248042898136
41,34,0,0,0,9.999999999999998,20,10.0,24.05108838119276,23,25.47826086956522,23.57239702133863,39,29.333333333333332,21.009519016358993,69,20.565217391304348,52.00000000000001,8,52.0,0,0.9290000000000003,30959,18,17,1.0,588.8685024802769,False,0.2220306647601227,0,0.7670000000000001,30510,4,22,1.0,569.1239443862407,False,0.2040884446605326,8,3.2770000000000006,25556,194,10,1.0,4901.635116164782,False,-0.2521344346155467,0,0.6140000000000001,38380,26,16,1.0,1002.4866502524299,False,0.03824516876622104,0,0.2,56066,44,184,1.0,4902.936967948955,False,0.010524771775479735,58,8.349000000000002,-133.0,644,0,0.0,15180.623681742078,False,-0.8712213883941591,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,8,3.718000000000001,44973,1083,0,0.0,22753.30909471679,False,-0.27419072674937983,0.625,303788,0.0,0.0,15,0,0,16,12,11.347826086956522,19,35,37,249.0,64.0,18,16,37,1721,8.457236307964195,479.1820405977778
42,37,0,0,0,9.999999999999998,20,10.0,24.118690568847647,60,24.366666666666667,24.410088771504547,18,37.0,20.808362584198218,54,19.462962962962962,52.00000000000001,13,52.0,21,1.1390000000000002,31301,19,10,1.0,431.1869056884765,False,0.2323203696126779,0,0.7670000000000001,30970,3,10,1.0,271.1869056884765,False,0.21624998838100637,8,3.3490000000000006,24984,225,10,1.0,5670.806265705766,False,-0.25713895877452314,0,0.6140000000000001,37924,35,26,1.0,1478.8164779687859,False,0.032428322224475684,0,0.2,55671,52,180,1.0,5014.829881273916,False,0.004669733726548219,40,8.691,-2340.0,644,0,0.0,15720.097168848928,False,-0.9046755442352618,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,13,3.8400000000000007,43620,1137,0,0.0,23659.108258233373,False,-0.2857844310172123,0.625,299607,0.0,0.0,16,0,0,11,14,12.549707602339181,23,34,35,291.0,120.0,17,20,35,1021,6.74487334996229,485.9269139477401
43,35,0,0,0,9.999999999999998,20,10.0,24.32143114295976,37,25.7027027027027,23.01764440212381,33,12.06060606060606,20.386564898721574,74,18.256756756756758,52.0,10,52.0,16,1.2780000000000002,31535,17,10,1.0,413.2143114295976,False,0.2411185593632375,1,0.7770000000000001,31104,5,10,1.0,293.2143114295976,False,0.22192012339060796,22,3.5610000000000013,23995,239,10,1.0,6042.998487188621,False,-0.278578887457761,0,0.6140000000000001,37622,38,35,1.0,1729.8319375068043,False,0.027715452181724606,0,0.2,55453,74,181,1.0,5393.273932425767,False,0.004172773471936269,65,9.301000000000002,-10708.0,645,0,0.0,14846.380639369858,False,-1.0567246266546084,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,10,3.927000000000001,42067,1211,0,0.0,24688.130092351825,False,-0.29916064445849383,0.625,288545,0.0,0.0,9,0,0,10,19,87.1457523957524,21,31,36,207.0,90.0,14,21,36,344,7.907141196948942,493.83405514468905
44,36,0,0,1,9.999999999999998,20,10.0,24.360743839932553,16,25.0,22.61656458444286,27,18.703703703703702,20.386564898721574,0,,52.00000000000001,9,52.0,0,1.2620000000000002,31500,18,17,1.0,594.1326452788534,False,0.24328705073858956,3,0.806,31276,4,10,1.0,283.60743839932553,False,0.22845762342911682,12,3.659000000000001,23972,232,10,1.0,5877.858216708781,False,-0.28139792495515525,0,0.614,37362,41,40,1.0,1903.4530808149489,False,0.02309077786876743,0,0.2,55052,83,191,1.0,5771.008756164578,False,0.000509504353151359,0,9.236000000000002,-36553.333333333336,653,0,0.0,14768.616673641187,True,-1.5037132174572208,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,9,4.007000000000001,41915,1211,0,0.0,24688.130092351825,False,-0.3011184738439673,0.625,298554,0.0,0.1,10,0,0,8,12,369.5357142857143,22,30,31,208.0,127.0,13,23,31,340,5.868326461000834,499.7023816056899
45,31,0,0,0,10.0,20,10.0,24.336383485945575,18,24.0,22.61656458444286,0,,20.289870634060133,24,18.666666666666668,52.00000000000001,9,52.0,0,1.2620000000000002,31430,15,27,1.0,807.0823541205306,False,0.24471324250480023,8,0.883,31410,7,10,1.0,313.3638348594558,False,0.23427886285160224,0,3.6470000000000007,23540,240,20,1.0,6293.063328315795,False,-0.2873900060306578,0,0.614,37362,31,50,1.0,1885.2561172864557,False,0.0228478212674097,0,0.2,55500,73,177,1.0,5242.316316892972,False,0.003680979457872617,0,9.236000000000002,-36553.333333333336,653,0,0.0,14768.616673641187,True,-1.5037132174572208,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,9,4.088000000000001,41303,1235,0,0.0,25057.990233064265,False,-0.30661932948810317,0.625,298022,0.0,0.1,9,0,0,8,13,73.87861811391224,17,25,23,186.0,102.0,12,19,23,648,7.522865654027555,507.22524725971743
46,23,0,0,0,10.0,20,10.0,24.41563475226861,12,26.0,22.555367273597028,27,21.962962962962962,20.289870634060133,0,,52.00000000000001,6,52.0,0,1.2620000000000002,31350,13,37,1.0,1033.3784858339386,False,0.24600935456175826,2,0.8950000000000002,31560,9,10,1.0,334.1563475226861,False,0.2405504662272275,2,3.6670000000000007,23698,242,10,1.0,6134.137282784974,False,-0.28529283448443254,0,0.6140000000000001,37427,21,55,1.0,1753.2735298454772,False,0.022821350768317965,0,0.2,54907,90,187,1.0,5824.188863192978,False,-0.001535289915098294,0,9.236000000000002,-36553.333333333336,653,0,0.0,14728.654829658859,True,-1.5040582634265371,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,6,4.139,41215,1235,0,0.0,25057.990233064265,False,-0.30775280965864044,0.625,297634,0.0,0.1,8,0,0,10,8,96.06920556920558,20,30,22,174.0,45.0,13,10,22,265,5.011633147019893,512.2368804067373
47,22,0,0,0,10.0,20,10.0,24.442676174341017,11,25.0,22.374756788951046,5,13.0,20.558803388845273,3,55.0,52.0,8,52.0,0,1.2620000000000002,31515,14,36,1.0,1019.9363422762766,False,0.252198168959458,0,0.893,31470,8,20,1.0,568.8535234868203,False,0.2416198147309251,0,3.665000000000001,23488,243,15,1.0,6275.191662199133,False,-0.2890171745280364,0,0.6140000000000001,37427,11,65,1.0,1723.2286291995692,False,0.022420206536884424,0,0.2,55007,85,194,1.0,5890.262184496822,False,0.0007620897328246829,0,9.236,-36553.333333333336,653,0,0.0,14610.716183185034,True,-1.505076591174636,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,8,4.213,40916,1238,0,0.0,25451.79859539045,False,-0.309067850410304,0.625,297300,0.0,0.1,12,0,0,13,4,4.0,19,32,22,201.0,24.0,14,8,22,705,5.638890731963329,517.8757711387007
48,22,0,0,0,10.0,20,10.0,24.50294550064751,36,24.86111111111111,21.996859314719053,10,13.0,20.558803388845273,0,,52.0,7,52.0,0,1.2620000000000002,31755,10,34,1.0,933.1001470220153,False,0.2598846558557579,4,0.9330000000000003,31839,12,10,1.0,365.02945500647513,False,0.25206313695027316,0,3.665000000000001,23309,246,15,1.0,6357.677482880073,False,-0.292695699713209,0,0.6140000000000001,36841,24,75,1.0,2237.8351406194693,False,0.013643023052944946,0,0.2,54877,85,204,1.0,6063.728933075555,False,1.4928274811419196e-05,0,9.236,-36553.333333333336,653,0,0.0,14363.949132511541,True,-1.50720727303788,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,7,4.275000000000001,40820,1238,0,0.0,25451.79859539045,False,-0.31030437423270824,0.625,296918,0.0,0.1,13,0,0,8,6,57.496206733048844,20,28,25,168.0,33.0,11,11,25,1066,5.284767351986375,523.160538490687
49,25,0,0,0,10.0,20,10.0,24.57496662182641,24,25.25,22.656488608482235,27,28.11111111111111,20.558803388845273,0,,52.0,6,52.0,0,1.2620000000000002,31903,12,33,1.0,930.9738985202715,False,0.26562998824086553,3,0.9590000000000003,32034,10,10,1.0,345.7496662182641,False,0.2593108439143356,0,3.665000000000001,22802,258,20,1.0,6793.471160600858,False,-0.3004156164303338,0,0.6140000000000001,37501,16,63,1.0,1820.5582482836032,False,0.025695722826825862,0,0.2,54118,102,214,1.0,6710.545763278076,False,-0.0075072031215197,0,9.236,-36553.333333333336,653,0,0.0,14794.6870613389,True,-1.5034881156776936,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,6,4.328,40732,1238,0,0.0,25451.79859539045,False,-0.3114378544032455,0.625,296567,0.0,0.1,14,0,0,12,6,1086.4630014630015,17,29,24,192.0,85.0,12,13,24,1227,5.889194923045579,529.0497334137326
50,24,0,0,0,10.0,20,10.0,24.66994881188239,16,26.0,22.63702198716474,32,22.5,20.54321520142115,10,20.0,52.0,11,52.0,0,1.2620000000000002,32249,9,27,1.0,756.0886179208245,False,0.2757397579261158,0,0.9560000000000002,31904,13,20,1.0,623.3989762376477,False,0.2596558939635903,11,3.775000000000001,22768,262,10,1.0,6689.896808584833,False,-0.30270638990914533,0,0.6140000000000001,37485,8,72,1.0,1827.2251735709203,False,0.025357488498637,0,0.2,53598,124,214,1.0,7203.238779512554,False,-0.012232862648403035,0,9.236,-36553.333333333336,653,0,0.0,14781.975357618576,True,-1.503597873428957,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,11,4.432,40303,1248,0,0.0,25637.932571373596,False,-0.31576482494575014,0.625,295784,0.0,0.1,12,0,0,7,7,6.230769230769231,19,26,33,147.0,59.0,9,15,33,852,4.17998820199864,533.2297216157313
51,33,0,0,0,10.000000000000002,20,10.0,24.89630586086405,28,26.642857142857142,23.436186904385337,16,35.0,20.86066162104427,3,55.0,52.0,20,52.0,0,1.2620000000000002,32409,9,27,1.0,762.2002582433294,False,0.28211535206731836,0,0.9560000000000002,32290,13,12,1.0,428.7556703303686,False,0.2709434148647189,6,3.824000000000001,22403,280,10,1.0,7205.327510085787,False,-0.3055712100445167,0,0.6140000000000001,37485,0,80,0.8,1874.894952350827,False,0.025993951138225585,0,0.2,53203,130,221,1.0,7656.910515820877,False,-0.015136850557601113,0,9.236000000000002,-36553.333333333336,653,0,0.0,15303.830048563625,True,-1.4990919788121073,0,0.2,77841,0,1,0.0,52.0,False,0.0029625049911768874,13,4.551000000000001,39832,1251,0,0.0,26096.68768792638,False,-0.3188770322917786,0.6,295463,0.0,0.1,15,0,0,11,9,1113.5854092729094,18,29,30,237.0,87.0,14,19,30,1475,6.091274658043403,539.3209962737747
