index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,7,0,0,0,10.000000000000002,20,10.0,20.0,0,,11.733958818004554,23,16.82608695652174,37.24626650881985,0,,62.00000000000001,10,62.0,0,0.2,66460,277,0,0.0,2770.0000000000005,False,-0.020005777841976023,0,0.2,66600,263,0,0.0,2630.0000000000005,False,-0.01899465549617218,0,1.28,90444,0,0,0.0,0.0,False,-0.04602987089697072,23,1.0870000000000002,92650,0,0,0.0,0.0,False,-0.022761792253818244,0,0.20900000000000002,145934,0,93,0.4,3463.902785320246,False,0.015710001187630666,0,3.953000000000001,134364,57,0,0.0,668.8356526262596,False,-0.07348627872561171,0,0.42500000000000004,194431,260,15,1.0,10614.02929229316,False,-0.001294946193459942,0,0.2,199721,0,9,0.0,558.0000000000001,False,1.5000225003375051e-05,0.175,990604,0.0,0.0,12,0,0,11,2,2.0,10,21,8,89.0,18.0,6,1,8,820,1.2308934489265084,47.37193609960377
27,8,0,0,0,10.000000000000002,20,10.0,20.0,0,,11.411846650813397,24,10.25,36.05886502231461,17,22.88235294117647,62.00000000000001,13,62.0,0,0.2,66380,285,0,0.0,2850.0000000000005,False,-0.02058356203957822,0,0.2,66480,275,0,0.0,2750.0000000000005,False,-0.019861331792575473,10,1.3800000000000001,90134,0,0,0.0,0.0,False,-0.049299637161420974,14,1.2040000000000002,92342,0,0,0.0,0.0,False,-0.026010463252046243,0,0.20900000000000002,145893,14,94,1.0,3549.2991652089613,False,0.015721682069337814,8,4.033000000000001,134140,57,0,0.0,650.4752590963636,False,-0.07509019253038078,0,0.42500000000000004,194848,267,12,1.0,10371.716960958001,False,0.00018429516682243316,0,0.2,199721,0,9,0.0,558.0000000000001,False,1.5000225003375051e-05,0.25,989938,0.0,0.0,14,0,0,11,3,3.0,9,20,8,124.0,18.0,7,1,8,1211,1.227211938239634,48.599148037843406
28,8,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.523705437726345,16,5.0,35.669702811381185,9,27.666666666666668,62.000000000000014,12,62.0,0,0.2,66290,294,0,0.0,2940.0000000000005,False,-0.021233569261880688,0,0.2,66370,286,0,0.0,2860.0000000000005,False,-0.02065578506427849,12,1.4900000000000002,89688,0,0,0.0,0.0,False,-0.054003881528984894,4,1.2300000000000002,92262,0,0,0.0,0.0,False,-0.02685427390093663,0,0.20900000000000002,145888,10,103,1.0,3779.2164439495255,False,0.016478024941015922,8,4.105,133906,67,0,0.0,705.0882643276651,False,-0.07651191941117996,0,0.42500000000000004,195343,266,10,1.0,10108.140947827394,False,0.0020003823753040567,0,0.2,199721,0,9,0.0,558.0000000000001,False,1.5000225003375051e-05,0.25,989468,0.0,0.0,11,0,0,11,4,4.0,11,22,10,111.0,0.0,8,0,10,1009,1.8462878437712789,50.445435881614685
29,10,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.234258479165021,26,9.076923076923077,34.98364780211585,10,23.0,62.000000000000014,10,62.0,0,0.2,66190,304,0,0.0,3040.0000000000005,False,-0.021955799508883433,0,0.2,66270,296,0,0.0,2960.0000000000005,False,-0.021378015311281237,18,1.6580000000000004,89053,0,0,0.0,0.0,False,-0.060701628554552356,8,1.3060000000000003,92102,0,0,0.0,0.0,False,-0.02854189519871741,0,0.20900000000000002,145882,26,103,1.0,3869.4064440762227,False,0.016746937186433726,0,4.097,133906,67,0,0.0,685.6953181040565,False,-0.07657861592871175,0,0.42500000000000004,195733,266,10,1.0,9925.650315362815,False,0.0034941782010801253,0,0.2,199721,0,9,0.0,558.0000000000001,False,1.5000225003375051e-05,0.25,988857,0.0,0.0,13,0,0,13,3,3.0,9,22,13,109.0,36.0,8,2,13,1050,2.1030262568965554,52.54846213851124
30,13,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.424919138267917,4,16.0,36.21698758853796,83,38.68674698795181,62.000000000000014,9,62.0,0,0.2,66090,314,0,0.0,3140.0000000000005,False,-0.022678029755886175,0,0.2,66170,306,0,0.0,3060.0000000000005,False,-0.022100245558283983,0,1.6400000000000003,89053,0,0,0.0,0.0,False,-0.060701628554552356,4,1.338,92022,0,0,0.0,0.0,False,-0.029385705847607798,0,0.20900000000000002,145883,20,112,1.0,4264.80099268161,False,0.018113662601565484,82,4.917000000000001,130096,67,0,0.0,698.4695822639504,False,-0.10274150313565654,0,0.42500000000000004,193145,338,11,1.0,12923.34180492583,False,-0.001951674762806897,0,0.2,199656,0,10,0.1,620.0000000000001,False,-0.0001550023250348755,0.2625,982115,0.0,0.0,11,0,0,12,4,4.0,11,23,12,150.0,54.0,10,3,12,823,2.1265684105455875,54.67503054905683
31,12,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.596092696934996,9,12.666666666666666,36.52729584983884,88,37.31818181818182,62.00000000000001,7,62.0,0,0.2,65950,328,0,0.0,3280.0000000000005,False,-0.02368915210169002,0,0.2,66110,312,0,0.0,3120.0000000000005,False,-0.022533583706485626,5,1.6900000000000002,88923,0,0,0.0,0.0,False,-0.06207282085899924,4,1.374,91942,0,0,0.0,0.0,False,-0.030229516496498184,0,0.20900000000000002,145976,19,113,1.0,4328.910192273554,False,0.018973841989632683,79,5.625000000000001,126832,67,0,0.0,709.9382106946447,False,-0.12515325758795917,0,0.42500000000000004,190295,416,14,1.0,16063.355073532959,False,-0.008351737592231477,0,0.2,199656,0,10,0.0,620.0000000000001,False,-0.0001550023250348755,0.25,975684,0.0,0.0,10,0,0,11,5,5.0,12,23,14,141.0,54.0,9,3,14,841,1.7947244811803102,56.46975503023714
32,14,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.562509579968573,1,7.0,35.69536338430387,17,21.941176470588236,62.00000000000001,10,62.0,0,0.2,65840,339,0,0.0,3390.0000000000005,False,-0.024483605373393037,0,0.2,66020,321,0,0.0,3210.0000000000005,False,-0.0231835909287881,1,1.6950000000000003,88894,0,0,0.0,0.0,False,-0.06237870221922201,0,1.37,91942,0,0,0.0,0.0,False,-0.030229516496498184,0,0.20900000000000002,145969,10,123,1.0,4496.154792069061,False,0.019500883163215015,17,5.716,126185,67,0,0.0,707.6881418578944,False,-0.12961134066852195,0,0.42500000000000004,190542,423,14,1.0,15967.138711560536,False,-0.007357263580052407,0,0.2,199656,0,10,0.0,620.0000000000001,False,-0.0001550023250348755,0.25,975048,0.0,0.0,11,0,0,13,3,3.0,11,24,14,157.0,72.0,10,4,14,820,3.5818075174465775,60.051562547683716
33,14,0,0,0,10.000000000000002,20,10.0,20.0,0,,9.906204668512414,8,2.0,35.269799526714,8,21.0,62.00000000000001,9,62.0,0,0.2,65750,348,0,0.0,3480.0000000000005,False,-0.025133612595695506,0,0.2,65910,332,0,0.0,3320.0000000000005,False,-0.023978044200491117,8,1.774,88622,0,0,0.0,0.0,False,-0.06524765842544933,0,1.37,91942,0,0,0.0,0.0,False,-0.030229516496498184,0,0.20900000000000002,146137,0,125,1.0,4408.72494083925,False,0.02035576942413512,0,5.699000000000001,126169,75,0,0.0,742.9653501384311,False,-0.1296000696436339,0,0.42500000000000004,190932,421,15,1.0,15778.585600746595,False,-0.0058786241774961105,0,0.2,199656,0,10,0.0,620.0000000000001,False,-0.0001550023250348755,0.25,975118,0.0,0.0,11,0,0,15,1,1.0,11,26,7,191.0,36.0,12,2,7,926,1.6385154137387872,61.6900779614225
34,7,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.155095829718029,4,16.0,35.00030825958142,9,27.555555555555557,62.00000000000001,10,62.0,0,0.2,65680,355,0,0.0,3550.0000000000005,False,-0.02563917376859743,0,0.2,65780,345,0,0.0,3450.0000000000005,False,-0.024916943521594685,0,1.7660000000000002,88622,0,0,0.0,0.0,False,-0.06524765842544933,4,1.4100000000000001,91862,0,0,0.0,0.0,False,-0.031073327145388574,0,0.20900000000000002,146321,0,120,0.4,4200.036991149771,False,0.020903677866413204,0,5.699000000000001,126169,75,0,0.0,761.6321872288521,False,-0.1295358703717487,0,0.42500000000000004,191304,420,15,1.0,15630.129469024198,False,-0.004389742173572123,0,0.2,199656,0,10,0.0,620.0000000000001,False,-0.0001550023250348755,0.175,975394,0.0,0.0,14,0,0,9,1,1.0,12,21,8,91.0,18.0,6,1,8,1068,1.3042763266712427,62.994354288093746
35,8,0,0,0,10.0,20,10.0,20.0,0,,10.318551494560715,5,13.2,34.316986662123476,14,23.0,62.00000000000001,7,62.0,0,0.2,65520,371,0,0.0,3710.0,False,-0.02679474216380182,0,0.2,65740,349,0,0.0,3490.0,False,-0.025205835620395783,1,1.776,88588,0,0,0.0,0.0,False,-0.06560627795122774,4,1.4460000000000002,91782,0,0,0.0,0.0,False,-0.03191713779427897,0,0.20900000000000002,146255,0,125,0.5,4289.6233327654345,False,0.020757808163202524,14,5.839000000000001,125672,75,0,0.0,773.8913620920537,False,-0.13291228844667136,0,0.42500000000000004,191416,424,18,1.0,15666.402344740354,False,-0.0037390502239024958,0,0.2,199656,0,10,0.0,620.0000000000001,False,-0.0001550023250348755,0.1875,974629,0.0,0.0,11,0,0,10,4,4.0,11,21,12,106.0,36.0,6,2,12,634,1.18393499776721,64.17828928586096
36,12,0,0,0,10.0,20,10.0,20.0,0,,9.785930391099129,25,8.0,34.316986662123476,0,,62.0,9,62.0,0,0.2,65430,380,0,0.0,3800.0,False,-0.02744474938610429,0,0.2,65630,360,0,0.0,3600.0,False,-0.0260002888920988,25,2.0250000000000004,87888,0,0,0.0,0.0,False,-0.07298962112901865,0,1.4420000000000002,91782,0,0,0.0,0.0,False,-0.03191713779427897,0,0.20900000000000002,146255,0,125,0.0,4289.6233327654345,False,0.020757808163202524,0,5.825000000000001,125472,100,0,0.0,978.5930391099129,False,-0.13358396142882226,0,0.42500000000000004,191974,414,19,1.0,15385.232478119118,False,-0.0016519435838559032,0,0.2,199656,0,10,0.0,620.0,False,-0.0001550023250348755,0.125,974087,0.0,0.0,10,0,0,11,1,1.0,11,22,14,106.0,72.0,8,4,14,758,1.9373464193195105,66.11563570518047
37,14,0,0,0,10.0,20,10.0,20.0,0,,9.888101209732916,9,11.0,34.316986662123476,0,,62.00000000000001,6,62.0,0,0.2,65340,389,0,0.0,3890.0,False,-0.02809475660840676,0,0.2,65520,371,0,0.0,3710.0,False,-0.02679474216380182,3,2.0300000000000002,87783,0,0,0.0,0.0,False,-0.07409712260568728,6,1.502,91662,0,0,0.0,0.0,False,-0.03318285376761455,0,0.20900000000000002,146252,0,128,0.3,4392.574292751805,False,0.021091243388974515,0,5.825000000000001,125376,106,0,0.0,1048.1387282316891,False,-0.13400510816940306,0,0.42500000000000004,192346,404,23,1.0,15290.062611497884,False,-2.984391891408265e-05,0,0.2,199656,0,10,0.0,620.0000000000001,False,-0.0001550023250348755,0.1625,973935,0.0,0.0,8,0,0,16,2,2.0,10,26,13,176.0,36.0,12,2,13,572,2.068923274986446,68.18455898016691
38,13,0,0,0,10.0,20,10.0,20.0,0,,9.24461786039176,12,4.083333333333333,33.12504042866186,30,24.333333333333332,62.0,10,62.0,0,0.2,65250,398,0,0.0,3980.0,False,-0.02874476383070923,0,0.2,65410,382,0,0.0,3820.0,False,-0.027589195435504837,12,2.1470000000000002,87326,0,0,0.0,0.0,False,-0.07891739093747363,0,1.4960000000000002,91662,0,0,0.0,0.0,False,-0.03318285376761455,0,0.20900000000000002,146268,2,137,1.0,4556.619774447458,False,0.021765486010811047,29,6.115000000000003,123938,106,0,0.0,979.9294932015265,False,-0.1441308776423439,0,0.42500000000000004,192236,424,23,1.0,15471.017141752629,False,-0.0001274590575042538,0,0.2,199656,0,10,0.0,620.0,False,-0.0001550023250348755,0.25,971746,0.0,0.0,10,0,0,15,8,8.0,12,27,12,163.0,36.0,11,2,12,885,1.7948198150843382,69.97937879525125
39,12,0,0,0,10.0,20,10.0,20.0,0,,9.188113884437499,8,8.5,33.90610684733372,92,35.82608695652174,62.0,10,62.0,0,0.2,65140,409,0,0.0,4090.0,False,-0.02953921710241225,0,0.2,65320,391,0,0.0,3910.0,False,-0.02823920265780731,4,2.1750000000000003,87186,0,0,0.0,0.0,False,-0.0803940595730318,4,1.5360000000000003,91582,0,0,0.0,0.0,False,-0.03402666441650493,0,0.20900000000000002,146568,0,131,1.0,4441.699997000717,False,0.023433781338132457,76,6.846000000000002,120679,106,0,0.0,973.9400717503748,False,-0.16656828193397266,0,0.42500000000000004,189560,506,23,1.0,18582.490064750862,False,-0.005728860771034338,0,0.2,199656,0,10,0.0,620.0,False,-0.0001550023250348755,0.25,965691,0.0,0.0,13,0,0,10,5,5.0,13,23,11,143.0,54.0,9,3,11,1188,1.6924067279323936,71.67178552318364
40,11,0,0,0,9.999999999999998,20,10.0,20.0,0,,9.273341353140921,7,10.428571428571429,33.60967980005016,8,23.0,61.99999999999999,11,62.0,0,0.2,65060,417,0,0.0,4169.999999999999,False,-0.030117001300014445,0,0.2,65200,403,0,0.0,4029.999999999999,False,-0.0291058789542106,3,2.2010000000000005,87087,0,0,0.0,0.0,False,-0.08143827525103367,4,1.572,91502,0,0,0.0,0.0,False,-0.034870475065395326,0,0.20900000000000002,146504,0,135,0.4,4537.306773006771,False,0.02332237406627643,8,6.850000000000001,120446,109,0,0.0,1010.7942074923604,False,-0.16804420695996633,0,0.42500000000000004,190058,504,22,1.0,18303.27861922528,False,-0.00393686250487444,0,0.2,199656,0,10,0.0,619.9999999999999,False,-0.0001550023250348755,0.175,965513,0.0,0.0,11,0,0,8,3,3.0,13,21,10,127.0,54.0,8,3,10,882,1.5355426846072078,73.20732820779085
41,10,0,0,0,9.999999999999998,20,10.0,20.0,0,,9.625049824427967,6,15.0,33.84115336062921,2,64.5,62.0,12,62.0,0,0.2,64970,426,0,0.0,4259.999999999999,False,-0.030767008522316914,0,0.2,65090,414,0,0.0,4139.999999999999,False,-0.029900332225913623,0,2.1980000000000004,87087,0,0,0.0,0.0,False,-0.08143827525103367,6,1.6280000000000003,91376,0,0,0.0,0.0,False,-0.03619947683739769,0,0.20900000000000002,146633,0,133,0.0,4500.873396963684,False,0.024084389391271603,0,6.8420000000000005,120356,115,0,0.0,1106.880729809216,False,-0.16833280347701493,0,0.42500000000000004,190738,495,20,1.0,17991.37091351146,False,-0.0013165924651083937,0,0.2,199591,0,11,0.1,682.0,False,-0.0003250048750731261,0.1375,965841,0.0,0.0,12,0,0,5,1,1.0,15,20,12,116.0,54.0,7,3,12,1073,1.1429877206683159,74.35031592845917
42,12,0,0,0,9.999999999999998,20,10.0,20.0,0,,9.625049824427967,0,,33.44963676059467,9,23.0,62.0,8,62.0,0,0.2,64860,437,0,0.0,4369.999999999999,False,-0.03156146179401993,0,0.2,65000,423,0,0.0,4229.999999999999,False,-0.030550339448216092,0,2.1980000000000004,87087,0,0,0.0,0.0,False,-0.08143827525103367,0,1.6220000000000003,91376,0,0,0.0,0.0,False,-0.03619947683739769,0,0.20900000000000002,146633,0,133,0.0,4448.801689159091,False,0.023905303576643142,9,6.932000000000002,120104,115,0,0.0,1106.880729809216,False,-0.17006616799256707,0,0.42500000000000004,191027,494,22,1.0,17888.12055973377,False,-0.00012970054617377145,0,0.2,199591,0,11,0.0,682.0,False,-0.0003250048750731261,0.125,965678,0.0,0.0,9,0,0,7,1,1.0,16,23,14,142.0,72.0,8,4,14,696,1.300028027035296,75.65034395549446
43,14,0,0,0,9.999999999999998,20,10.0,20.0,0,,10.336705001957453,28,12.571428571428571,33.339604280529834,2,21.0,62.0,11,62.0,0,0.2,64710,452,0,0.0,4519.999999999999,False,-0.03264480716452405,0,0.2,64950,428,0,0.0,4279.999999999999,False,-0.030911454571717463,5,2.2480000000000007,86919,0,0,0.0,0.0,False,-0.08321027761370349,23,1.852,90724,0,0,0.0,0.0,False,-0.04307653362585436,0,0.20900000000000002,146281,18,143,1.0,4953.624102151,False,0.023220288970268056,2,6.943000000000001,120044,115,0,0.0,1188.7210752251071,False,-0.17019740726078506,0,0.42500000000000004,191667,486,21,1.0,17505.0476803375,False,0.002112650890607124,0,0.2,199591,0,11,0.0,682.0,False,-0.0003250048750731261,0.25,964886,0.0,0.0,11,0,0,14,5,5.0,12,26,14,147.0,72.0,10,4,14,882,1.8806821834295988,77.53102613892406
44,14,0,0,0,9.999999999999998,20,10.0,20.0,0,,10.652852046637232,23,12.08695652173913,33.339604280529834,0,,62.00000000000001,11,62.0,0,0.2,64640,459,0,0.0,4589.999999999999,False,-0.03315036833742597,0,0.2,64820,441,0,0.0,4409.999999999999,False,-0.03185035389282103,18,2.4230000000000005,86385,0,0,0.0,0.0,False,-0.08884271369504683,5,1.879,90624,0,0,0.0,0.0,False,-0.044131296936967344,0,0.20900000000000002,146083,26,153,1.0,5377.933608133632,False,0.02331765145662337,0,6.941000000000001,119964,120,0,0.0,1278.3422455964678,False,-0.17043945520904769,0,0.42500000000000004,192349,476,20,1.0,17109.651637532203,False,0.004534197106787163,0,0.2,199591,0,11,0.0,682.0000000000001,False,-0.0003250048750731261,0.25,964456,0.0,0.0,12,0,0,12,3,3.0,10,22,14,126.0,90.0,9,5,14,882,1.867857975885272,79.39888411480933
45,14,0,0,0,10.0,20,10.0,20.0,0,,10.45736153292513,14,8.857142857142858,33.042891330988844,10,27.0,62.0,11,62.0,0,0.2,64550,468,0,0.0,4680.0,False,-0.033800375559728445,0,0.2,64710,452,0,0.0,4520.0,False,-0.03264480716452405,10,2.505000000000001,86085,0,0,0.0,0.0,False,-0.09200700362838579,4,1.9140000000000001,90544,0,0,0.0,0.0,False,-0.04497510758585773,0,0.20900000000000002,146268,20,154,1.0,5297.752495630785,False,0.024314401011235092,1,6.9510000000000005,119874,130,0,0.0,1359.456999280267,False,-0.17077954286197652,0,0.42500000000000004,192761,476,19,1.0,16906.41627355069,False,0.006086131975856419,0,0.2,199591,0,11,0.0,682.0,False,-0.0003250048750731261,0.25,964383,0.0,0.0,13,0,0,11,3,3.0,12,23,17,170.0,54.0,11,3,17,1131,1.8143625492230058,81.21324666403234
46,17,0,0,0,10.0,20,10.0,20.0,0,,10.783378463515735,8,15.5,34.10762934990371,86,36.48837209302325,62.00000000000001,13,62.0,0,0.2,64460,477,0,0.0,4770.0,False,-0.034450382782030914,0,0.2,64600,463,0,0.0,4630.0,False,-0.03343926043622707,0,2.4950000000000006,86085,0,0,0.0,0.0,False,-0.09200700362838579,8,1.9900000000000002,90356,0,0,0.0,0.0,False,-0.04695806261075015,0,0.20900000000000002,146480,14,152,1.0,5335.326959674584,False,0.02590185497404973,74,7.690000000000001,116766,134,0,0.0,1444.9727141111084,False,-0.19186359826487762,0,0.42500000000000004,190429,552,16,1.0,19819.41140114685,False,0.0017085541311790881,0,0.2,199591,0,11,0.0,682.0000000000001,False,-0.0003250048750731261,0.25,958767,0.0,0.0,13,0,0,9,5,5.0,20,29,13,222.0,54.0,14,3,13,1282,1.997425134293735,83.21067179832608
47,13,0,0,0,10.0,20,10.0,20.0,0,,10.653246420473128,13,9.538461538461538,33.985377730879776,26,32.80769230769231,62.000000000000014,9,62.0,0,0.2,64330,490,0,0.0,4900.0,False,-0.03538928210313448,0,0.2,64530,470,0,0.0,4700.0,False,-0.03394482160912899,9,2.585000000000001,85797,0,0,0.0,0.0,False,-0.09504472196439119,4,2.0220000000000002,90276,0,0,0.0,0.0,False,-0.04780187325964054,0,0.20900000000000002,146533,11,160,1.0,5554.846147565969,False,0.027021385548300293,24,7.856000000000002,115805,140,0,0.0,1491.4544988662378,False,-0.19831390922237202,0,0.42500000000000004,190134,568,17,1.0,20357.694551139713,False,0.001579260066750303,0,0.2,199591,0,11,0.0,682.0000000000001,False,-0.0003250048750731261,0.25,956996,0.0,0.0,11,0,0,6,6,6.0,16,22,11,135.0,72.0,9,4,11,887,1.8025799291208386,85.01325172744691
48,11,0,0,0,10.0,20,10.0,20.0,0,,10.762148282502768,5,13.2,33.760924151484744,9,27.555555555555557,62.00000000000001,15,62.0,0,0.2,64220,501,0,0.0,5010.0,False,-0.036183735374837496,0,0.2,64440,479,0,0.0,4790.0,False,-0.03459482883143146,1,2.5860000000000003,85763,0,0,0.0,0.0,False,-0.0954033414901696,4,2.0580000000000003,90196,0,0,0.0,0.0,False,-0.048645683908530926,0,0.20900000000000002,146531,6,169,1.0,5770.169071295939,False,0.02774817058265789,8,7.912000000000002,115581,140,0,0.0,1506.7007595503874,False,-0.19980224250749617,0,0.42500000000000004,190880,566,12,1.0,19852.683069740364,False,0.004046768375876548,0,0.2,199527,0,12,0.1,744.0000000000001,False,-0.0004900073501102516,0.2625,957138,0.0,0.0,12,0,0,7,3,3.0,14,21,9,121.0,72.0,7,4,9,1194,1.3822494400665164,86.39550116751343
49,9,0,0,0,10.0,20,10.0,20.0,0,,10.689083108726468,1,3.0,33.21682021936184,15,24.8,62.00000000000001,7,62.0,0,0.2,64120,511,0,0.0,5110.0,False,-0.036905965621840245,0,0.2,64340,489,0,0.0,4890.0,False,-0.0353170590784342,1,2.595,85730,0,0,0.0,0.0,False,-0.0957514133828369,0,2.0540000000000003,90196,0,0,0.0,0.0,False,-0.048645683908530926,0,0.20900000000000002,146592,0,175,0.7,5812.943538388323,False,0.028314865452354128,14,8.044,115070,140,0,0.0,1496.4716352217056,False,-0.20335230071390645,0,0.42500000000000004,190942,571,15,1.0,19896.804345255612,False,0.004467077869307043,0,0.2,199527,0,12,0.0,744.0000000000001,False,-0.0004900073501102516,0.2125,956517,0.0,0.0,12,0,0,9,3,3.0,12,21,10,103.0,36.0,7,2,10,698,1.440663463436067,87.8361646309495
50,10,0,0,0,10.0,20,10.0,20.0,0,,10.689083108726468,0,,32.86196693930537,8,23.0,62.00000000000001,8,62.0,0,0.2,64030,520,0,0.0,5200.0,False,-0.037555972844142714,0,0.2,64230,500,0,0.0,5000.0,False,-0.03611151235013722,0,2.5940000000000003,85730,0,0,0.0,0.0,False,-0.0957514133828369,0,2.0540000000000003,90196,0,0,0.0,0.0,False,-0.048645683908530926,0,0.20900000000000002,146592,0,175,0.0,5750.84421437844,False,0.028101292506563565,8,8.11,114846,140,0,0.0,1496.4716352217056,False,-0.204893069172175,0,0.42500000000000004,191254,569,17,1.0,19752.459188464756,False,0.005666232964656315,0,0.2,199527,0,12,0.0,744.0000000000001,False,-0.0004900073501102516,0.125,956405,0.0,0.0,10,0,0,8,1,1.0,12,20,12,100.0,72.0,6,4,12,696,1.2624786775559187,89.09864330850542
51,12,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.435739943169626,51,9.960784313725489,32.86196693930537,0,,62.0,8,62.0,0,0.2,63950,528,0,0.0,5280.000000000001,False,-0.03813375704174491,0,0.2,64110,512,0,0.0,5120.000000000001,False,-0.03697818864654052,25,2.844000000000001,84696,0,0,0.0,0.0,False,-0.10665766601974518,26,2.3140000000000005,89566,0,0,0.0,0.0,False,-0.05529069276854274,0,0.20900000000000002,146512,1,185,1.0,6089.899623714662,False,0.028717102611446665,0,8.102,114418,180,0,0.0,1878.4331897705326,False,-0.20652338945065232,0,0.42500000000000004,191750,559,19,1.0,19547.839519071702,False,0.007634713318378985,0,0.2,199527,0,12,0.0,744.0,False,-0.0004900073501102516,0.25,954529,0.0,0.0,8,0,0,12,5,5.0,11,23,12,128.0,54.0,9,3,12,696,1.8927885089069605,90.99143181741238
52,12,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.206338878332849,11,7.454545454545454,32.480445767374555,21,28.714285714285715,61.99999999999999,11,62.0,0,0.2,63900,533,0,0.0,5330.000000000001,False,-0.03849487216524628,0,0.2,63960,527,0,0.0,5270.000000000001,False,-0.03806153401704463,7,2.889000000000001,84447,0,0,0.0,0.0,False,-0.1092840266644165,4,2.3280000000000007,89486,0,0,0.0,0.0,False,-0.056134503417433125,0,0.20900000000000002,146775,2,180,1.0,5866.892915884085,False,0.02975916178028948,6,8.162000000000003,114370,180,0,0.0,1837.1409980999128,False,-0.20699556685800202,0,0.42500000000000004,191829,570,18,1.0,19629.854087403495,False,0.008234758739889873,0,0.2,199527,0,12,0.0,743.9999999999999,False,-0.0004900073501102516,0.25,954294,0.0,0.0,13,0,0,14,4,4.0,11,25,12,165.0,18.0,11,1,12,1227,2.022282044403255,93.01371386181563
53,12,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.294551156117018,9,11.555555555555555,33.90627988171334,85,37.35294117647059,61.999999999999986,12,62.0,0,0.2,63790,544,0,0.0,5440.000000000001,False,-0.039289325436949296,0,0.2,63870,536,0,0.0,5360.000000000001,False,-0.03871154123934711,5,2.9320000000000013,84307,0,0,0.0,0.0,False,-0.11076069529997469,4,2.3640000000000008,89406,0,0,0.0,0.0,False,-0.05697831406632352,0,0.20900000000000002,146671,1,190,1.0,6452.487728681652,False,0.031057791640924075,85,9.006000000000002,108932,180,0,0.0,1853.0192081010632,False,-0.24434586397180855,0,0.42500000000000004,189398,645,16,1.0,22861.550523705104,False,0.004158938693343105,0,0.2,199527,0,12,0.0,743.9999999999998,False,-0.0004900073501102516,0.25,945901,0.0,0.0,10,0,0,9,7,7.0,14,23,15,130.0,54.0,9,3,15,944,2.133789209648967,95.1475030714646
