index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
24,9,0,0,0,10.000000000000002,20,10.0,23.445378112103175,5,26.0,30.125530373796522,3,51.0,8.629813001062164,28,6.392857142857143,41.0,20,41.0,0,0.6410000000000001,18873,262,0,0.0,2620.0000000000005,False,-0.09040515570778314,0,0.812,25396,4,16,1.0,415.1260497936508,False,0.1538853947855616,0,0.36200000000000004,34804,0,39,0.0,1174.8956845780644,False,0.041047412704113176,0,1.4960000000000004,27708,174,0,0.0,4079.495791505952,False,-0.1249632928652496,0,0.2,46198,0,20,0.0,172.59626002124327,False,-0.0015898414510846352,28,5.556000000000002,7977.0,251,0,0.0,7561.508123822927,False,-0.7463705495942133,0,0.49700000000000005,61115,10,18,1.0,824.2981300106217,False,0.08895681607414575,15,2.0060000000000002,50710,389,0,0.0,3356.9972574131816,False,-0.07278634663622606,0.25,272781,0.0,0.0,15,0,0,7,12,12.0,20,27,11,69.0,5.0,7,2,11,688,0.9658972918987274,38.4033556971699
25,11,0,0,0,10.000000000000002,20,10.0,23.50562442186215,20,23.85,30.125530373796522,0,,8.453878664385414,5,1.0,41.0,20,41.0,0,0.6410000000000001,18763,273,0,0.0,2730.0000000000005,False,-0.09288386137275226,4,0.8520000000000001,25697,3,10,1.0,265.05624421862154,False,0.1640690487227595,0,0.36200000000000004,34708,0,44,0.5,1325.5233364470469,False,0.04043892423295458,0,1.4960000000000002,27327,189,0,0.0,4442.5630157319465,False,-0.13083064160883712,0,0.2,46198,0,20,0.0,169.07757328770828,False,-0.0016277926864003169,5,5.578000000000002,7764.0,251,0,0.0,7561.508123822927,False,-0.7509652258097532,0,0.49700000000000005,61479,5,19,1.0,821.269393321927,False,0.09537237742094766,11,2.101000000000001,50522,389,0,0.0,3288.558800445926,False,-0.07671936071533311,0.3125,272458,0.0,0.0,20,0,0,3,11,10.666666666666666,29,32,9,104.0,6.0,9,2,9,950,1.012009521946311,39.41536521911621
26,9,0,0,0,10.000000000000002,20,10.0,23.689860632035447,17,25.0,31.761078940267264,8,50.125,9.239004720467772,20,16.9,41.0,20,41.0,0,0.6410000000000001,18633,286,0,0.0,2860.0000000000005,False,-0.09581324079498851,7,0.9180000000000004,25896,0,10,1.0,236.89860632035447,False,0.17240296106900616,0,0.3620000000000001,34684,7,46,1.0,1626.8386556765422,False,0.04416458782910559,0,1.4960000000000002,27327,189,0,0.0,4477.383659454699,False,-0.13031851306838005,0,0.2,46453,0,15,0.0,138.5850708070166,False,0.0035439953277430123,15,5.723000000000001,6674.0,259,0,0.0,8226.11944552922,False,-0.7673096397004917,0,0.4970000000000001,61520,10,20,1.0,912.3900472046778,False,0.09690439149045751,11,2.2000000000000006,50324,394,0,0.0,3640.167859864302,False,-0.07711219394467085,0.375,271511,0.0,0.0,22,0,0,3,13,12.363636363636363,27,30,10,118.0,18.0,8,1,10,1300,0.9665632825344801,40.38192850165069
27,10,0,0,0,10.000000000000002,20,10.0,23.743220528148953,18,24.11111111111111,33.63811353464712,9,52.0,10.615131748988102,35,18.228571428571428,41.0,12,41.0,0,0.6410000000000001,18553,294,0,0.0,2940.0000000000005,False,-0.09761593582405696,8,0.9910000000000003,26032,2,10,1.0,257.43220528148953,False,0.17899482187754043,0,0.3620000000000001,34926,7,47,1.0,1747.1938798254573,False,0.053053210375124366,0,1.4960000000000002,27119,197,0,0.0,4677.414444045344,False,-0.13349490463517258,0,0.2,46453,0,15,0.0,159.22697623482154,False,0.0037666311773028936,35,6.058000000000002,4986.0,268,0,0.0,9015.014427285427,False,-0.7952131840536107,0,0.4970000000000001,60953,27,30,1.0,1516.6085572226789,False,0.09221614269855996,12,2.309,50041,402,0,0.0,4267.2829630932165,False,-0.07657136189542477,0.375,269063,0.0,0.0,13,0,0,4,11,10.75,28,32,9,127.0,18.0,9,1,9,876,0.9637685157358646,41.345697017386556
28,9,0,0,0,10.000000000000002,20,10.0,23.859183345485963,13,25.0,35.00059807677751,7,52.0,10.641174020698365,1,16.0,41.0,11,41.0,0,0.641,18453,304,0,0.0,3040.0000000000005,False,-0.09986930461039253,3,1.0130000000000003,26194,2,10,1.0,258.5918334548596,False,0.18632186744456403,0,0.3620000000000001,35290,0,47,0.7,1645.0281096085428,False,0.06225773781633925,0,1.4960000000000002,26794,210,0,0.0,5010.428502552052,False,-0.1381570110814206,0,0.2,46453,0,15,0.0,159.61761031047547,False,0.0037708444099236464,1,6.033000000000002,4596.0,275,0,0.0,9625.164471113814,False,-0.7970451219734046,0,0.49700000000000005,60937,18,40,1.0,1831.5411323725707,False,0.09471992648247439,11,2.4070000000000005,49857,402,0,0.0,4277.7519563207425,False,-0.07973529710694725,0.3375,268574,0.0,0.0,11,0,0,3,8,7.230769230769231,26,29,13,96.0,36.0,7,2,13,564,0.8801793120801449,42.2258763294667
29,13,0,0,0,10.000000000000002,20,10.0,24.175697633923065,22,26.0,35.720451776940976,4,51.0,10.35381431168797,7,2.7142857142857144,41.0,7,41.0,0,0.641,18353,314,0,0.0,3140.0000000000005,False,-0.1021226733967281,12,1.1300000000000001,26414,2,10,1.0,261.7569763392307,False,0.19630801244623983,0,0.3620000000000001,35208,1,53,1.0,1917.359641811795,False,0.06385103603088299,0,1.4960000000000002,26508,221,0,0.0,5342.829177096997,False,-0.14168094515388582,0,0.2,46453,0,15,0.0,155.30721467531953,False,0.0037243540993499038,7,6.102000000000002,4105.0,279,0,0.0,9966.006045766533,False,-0.8039604162629264,0,0.49700000000000005,60936,9,50,1.0,2143.184328805192,False,0.09746008326228907,7,2.4660000000000006,49749,408,0,0.0,4224.356239168692,False,-0.08211928780757255,0.375,267726,0.0,0.0,12,0,0,14,8,7.090909090909091,19,33,10,165.0,36.0,11,2,10,404,1.0930318515747786,43.31890818104148
30,10,0,0,0,10.000000000000002,20,10.0,23.73557300198797,4,9.0,37.71925130195841,14,49.142857142857146,9.522154489342949,24,3.5,41.0,13,41.0,2,0.661,18229,324,0,0.0,3240.0000000000005,False,-0.10545765920050476,0,1.1180000000000003,26332,2,18,1.0,447.24031403578346,False,0.19679211127215704,0,0.3620000000000001,35860,0,44,0.5,1659.64705728617,False,0.07923942606904007,0,1.4960000000000002,26508,221,0,0.0,5245.561633439342,False,-0.14311151851042267,0,0.2,46453,0,15,0.0,142.83231734014424,False,0.0035898045357882573,24,6.335000000000002,2121.0,293,0,0.0,11051.740631473813,False,-0.8350474499388043,0,0.4970000000000001,60901,9,60,1.0,2545.6993904040864,False,0.10040264234618933,13,2.5890000000000004,49458,422,0,0.0,4018.3491945027245,False,-0.08909267805434665,0.3125,265862,0.0,0.0,11,0,0,11,12,12.0,21,32,13,103.0,36.0,8,2,13,906,1.0499863363802433,44.36889451742172
31,13,0,0,0,10.000000000000002,20,10.0,23.91990485726508,11,26.0,37.71925130195841,0,,9.28465312478544,8,4.0,41.0,6,41.0,0,0.659,18129,334,0,0.0,3340.0000000000005,False,-0.10771102798684033,0,1.1180000000000003,26518,2,17,1.0,426.63838257350636,False,0.20471040566437204,0,0.36200000000000004,35860,0,44,0.0,1659.64705728617,False,0.07923942606904007,0,1.4960000000000002,26222,232,0,0.0,5549.417926885499,False,-0.1470552722837172,0,0.2,46453,0,15,0.0,139.26979687178158,False,0.0035513805262498803,8,6.391000000000002,1817.0,293,0,0.0,11051.740631473813,False,-0.8416051098896219,0,0.4970000000000001,60901,0,69,0.9,2829.0,False,0.10290968301445992,6,2.6360000000000006,49354,430,0,0.0,3992.4008436577387,False,-0.09116298079982883,0.2375,265254,0.0,0.0,12,0,0,12,5,5.0,20,32,12,171.0,36.0,11,2,12,486,1.0950957797467709,45.46399029716849
32,12,0,0,0,10.000000000000002,20,10.0,24.016907284108857,12,25.0,38.51606189039111,5,52.0,8.898863455312094,14,4.285714285714286,41.0,10,41.0,0,0.6590000000000001,18019,345,0,0.0,3450.0000000000005,False,-0.11018973365180945,0,1.1180000000000003,26728,1,15,1.0,370.25360926163285,False,0.21290399768492577,0,0.36200000000000004,35820,2,49,1.0,1935.320847197382,False,0.08211732037882953,0,1.4960000000000004,26222,232,0,0.0,5571.922489913255,False,-0.1467242838876154,0,0.2,46453,0,15,0.0,133.4829518296814,False,0.0034889657861607013,14,6.523000000000001,922.0,298,0,0.0,11477.78644333655,False,-0.8563162081697167,0,0.49700000000000005,60886,0,74,0.5,3034.0,False,0.10445832817118281,10,2.7300000000000004,49153,439,0,0.0,3906.6010568820093,False,-0.0954797166697757,0.3125,264203,0.0,0.0,14,0,0,10,8,8.0,22,32,14,131.0,36.0,10,2,14,760,1.0072520393878222,46.471242336556315
33,14,0,0,0,10.000000000000002,20,10.0,24.21037247421512,13,26.0,38.51606189039111,0,,8.933557735087664,10,9.5,41.0,10,41.0,0,0.6590000000000001,17949,352,0,0.0,3520.0000000000005,False,-0.11176709180224435,0,1.1180000000000003,26936,4,12,1.0,330.52446969058144,False,0.22138276780590788,0,0.36200000000000004,35482,5,59,1.0,2393.4995139041507,False,0.0789136885795999,0,1.4960000000000002,26222,232,0,0.0,5616.806414017908,False,-0.1460641485172093,0,0.2,46453,0,15,0.0,134.00336602631495,False,0.0034945787784882256,10,6.609000000000001,552.0,298,0,0.0,11477.78644333655,False,-0.8642975706098565,0,0.49700000000000005,60866,0,79,0.5,3239.0,False,0.10591847931895011,10,2.8200000000000007,48918,444,0,0.0,3966.499634378923,False,-0.09910886856534465,0.3125,263378,0.0,0.0,12,0,0,11,8,8.0,24,35,12,169.0,36.0,12,2,12,538,1.0676513630896807,47.538893699645996
34,12,0,0,0,10.000000000000002,20,10.0,24.33981564652846,22,25.045454545454547,38.51606189039111,0,,8.68860806222267,9,4.444444444444445,41.00000000000001,7,41.0,0,0.659,17869,360,0,0.0,3600.0000000000005,False,-0.11356978683131282,10,1.2180000000000002,27134,6,10,1.0,303.3981564652846,False,0.22969485232469436,0,0.3620000000000001,35031,13,69,1.0,2974.0258738418565,False,0.07418557880106282,0,1.4960000000000002,26122,236,0,0.0,5744.196492580717,False,-0.1471320671170032,0,0.2,46453,0,15,0.0,130.32912093334005,False,0.003454949749054534,9,6.689000000000001,179.0,298,0,0.0,11477.78644333655,False,-0.8723436467995109,0,0.4970000000000001,60846,0,83,0.4,3403.0000000000005,False,0.10701580502999947,7,2.880000000000001,48806,449,0,0.0,3901.1850199379787,False,-0.10166912957347672,0.3,262440,0.0,0.0,11,0,0,13,9,8.555555555555555,22,35,8,153.0,18.0,11,1,8,400,1.054905815050006,48.593799514696
35,8,0,0,0,10.0,20,10.0,24.60240513432998,24,26.0,38.51606189039111,0,,8.39771636471129,8,3.0,41.0,10,41.0,0,0.659,17749,372,0,0.0,3720.0,False,-0.1162738293749155,14,1.3480000000000003,27372,4,10,1.0,286.0240513432998,False,0.24002938508592775,0,0.3620000000000001,34719,15,79,1.0,3411.8049663558472,False,0.07144671382450654,0,1.4960000000000002,25810,248,0,0.0,6101.3964733138355,False,-0.15105605845814457,0,0.2,46453,0,15,0.0,125.96574547066935,False,0.003407888017932997,8,6.760000000000002,-133.0,298,0,0.0,11477.78644333655,False,-0.8790738767490341,0,0.4970000000000001,60822,0,91,0.8,3731.0,False,0.10949363728075609,10,2.9730000000000008,48644,449,0,0.0,3770.574647755369,False,-0.10569215900820018,0.35,261436,0.0,0.0,12,0,0,7,9,8.166666666666668,24,31,8,60.0,36.0,6,2,8,200,0.8782376758754253,49.47203719057143
36,8,0,0,0,10.0,20,10.0,24.488984981777687,1,9.0,40.25162022835754,16,49.0,8.006624922322347,10,2.5,41.0,9,41.0,0,0.659,17669,380,0,0.0,3800.0,False,-0.11807652440398396,0,1.3340000000000003,27261,6,19,1.0,525.290714653776,False,0.24041846668740766,0,0.3620000000000001,35494,6,73,1.0,3085.3021865607666,False,0.08944143703025023,0,1.4960000000000002,25810,248,0,0.0,6073.268275480867,False,-0.15146975709670457,0,0.2,46453,0,15,0.0,120.0993738348352,False,0.0033446155338327085,10,6.852000000000002,-2480.0,314,0,0.0,12639.008751704267,False,-0.9171770918535714,0,0.49700000000000005,60817,0,96,0.5,3936.0,False,0.11121927045539017,9,3.0530000000000004,48494,454,0,0.0,3635.0077147343454,False,-0.10954666541535248,0.3125,259518,0.0,0.0,11,0,0,9,8,8.182397959183675,17,26,13,92.0,36.0,6,2,13,209,0.8630201518535614,50.33505734242499
37,13,0,0,0,10.0,20,10.0,24.40441273095366,16,23.75,40.7241508809052,4,51.0,7.757671001867116,5,1.0,41.0,9,41.0,0,0.659,17539,393,0,0.0,3930.0,False,-0.1210059038262202,0,1.334,27571,3,13,1.0,347.2573655023976,False,0.25037760524364316,0,0.3620000000000001,35630,0,79,1.0,3217.2079195915107,False,0.09538192610294614,0,1.4960000000000002,25498,260,0,0.0,6345.147310047952,False,-0.1566486158658673,0,0.2,46453,0,15,0.0,116.36506502800674,False,0.003304338679710118,5,6.892000000000002,-6546.0,318,0,0.0,12950.279980127852,False,-1.0015285389778696,0,0.49700000000000005,60812,0,101,0.5,4141.0,False,0.11294490363002425,9,3.1340000000000012,48358,454,0,0.0,3521.9826348476704,False,-0.11295390670211444,0.3125,255315,0.0,0.0,12,0,0,14,8,21.127450980392155,20,34,12,157.0,36.0,11,2,12,580,1.1903710775077343,51.52542841993272
38,12,0,0,0,10.0,20,10.0,24.17764756159333,3,14.666666666666666,41.35740754229772,6,50.0,7.1419021191842615,14,1.5714285714285714,41.0,10,41.0,0,0.659,17419,405,0,0.0,4050.0,False,-0.12370994636982288,0,1.3340000000000003,27535,1,20,1.0,493.5529512318666,False,0.2520517587820963,0,0.3620000000000001,35886,0,76,0.3,3143.1629732146266,False,0.10182319939426146,0,1.4960000000000002,25498,260,0,0.0,6286.188366014266,False,-0.15751576117757585,0,0.2,46453,0,15,0.0,107.12853178776392,False,0.003204716896628012,14,7.027000000000002,-16848.0,324,0,0.0,13399.800043704461,False,-1.2189072000118162,0,0.4970000000000001,60802,0,111,1.0,4551.0,False,0.1163961699792924,10,3.225000000000001,48188,458,0,0.0,3270.991170586392,False,-0.11818382709521608,0.2875,244933,0.0,0.0,11,0,0,14,8,31.563333333333333,19,33,8,133.0,36.0,10,2,8,244,1.022585704922676,52.5480141248554
39,8,0,0,0,10.0,20,10.0,24.22361109900565,3,26.0,41.35740754229772,0,,6.4914462688556664,19,2.1578947368421053,41.00000000000001,7,41.0,0,0.659,17289,418,0,0.0,4180.0,False,-0.12663932579205914,0,1.3340000000000003,27543,0,25,0.8,605.5902774751413,False,0.2549369119265209,0,0.36200000000000004,35808,0,79,0.3,3267.23519584152,False,0.10135361801155318,0,1.4960000000000002,25498,260,0,0.0,6298.1388857414695,False,-0.15733999756233863,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,19,7.203000000000002,-19139.0,324,0,0.0,13399.800043704461,False,-1.2683269333911682,0,0.4970000000000001,60789,3,121,1.0,4980.474338806568,False,0.11996667615446248,7,3.2850000000000006,48070,464,0,0.0,3012.031068749029,False,-0.12256392746368182,0.2625,242311,0.0,0.0,12,0,0,9,8,8.0,19,28,12,72.0,36.0,6,2,12,278,0.9608523976057768,53.508866522461176
40,12,0,0,1,9.999999999999998,20,10.0,24.26481741333377,6,25.0,41.35740754229772,0,,6.4914462688556664,0,,41.00000000000001,13,41.0,0,0.6590000000000001,17209,426,0,0.0,4259.999999999999,False,-0.12844202082112757,0,1.3340000000000003,27573,2,29,1.0,723.6797049866793,False,0.2589499234978296,0,0.36200000000000004,35658,0,85,0.6,3515.3796410953064,False,0.10059094659806017,0,1.4960000000000004,25498,260,0,0.0,6308.85252746678,False,-0.15718242546966146,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000003,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.49700000000000005,60994,0,119,0.3,4879.000000000001,False,0.12269694341693067,8,3.358000000000001,47958,464,0,0.0,3012.031068749029,False,-0.12454619326428712,0.23750000000000002,261343,0.0,0.1,18,0,0,13,6,33.01960784313725,19,32,7,167.0,36.0,10,2,7,555,0.9815615024417639,54.49042802490294
41,7,0,0,0,9.999999999999998,20,10.0,24.58009563892168,24,25.916666666666668,41.35740754229772,0,,6.4914462688556664,0,,41.00000000000001,6,41.0,0,0.6590000000000001,17129,434,0,0.0,4339.999999999999,False,-0.13024471585019604,0,1.3340000000000003,28075,4,15,1.0,408.7014345838252,False,0.27447612408364114,0,0.36200000000000004,35372,1,95,1.0,3953.5338121572054,False,0.09862239398983996,0,1.4960000000000002,25162,273,0,0.0,6710.366109425619,False,-0.16116063493608634,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.49700000000000005,60994,0,119,0.0,4879.000000000001,False,0.12269694341693067,6,3.4100000000000006,47888,464,0,0.0,3012.031068749029,False,-0.12578510938966542,0.25,261073,0.0,0.1,16,0,0,10,5,5.0,19,29,9,57.0,39.0,4,3,9,822,0.8795529399067163,55.369980964809656
42,9,0,0,0,9.999999999999998,20,10.0,24.407314396178208,21,23.476190476190474,41.35740754229772,0,,6.4914462688556664,0,,41.00000000000001,20,41.0,0,0.659,17059,441,0,0.0,4409.999999999999,False,-0.13182207400063095,6,1.3940000000000003,28306,7,10,1.0,314.0731439617821,False,0.2827543635125914,0,0.3620000000000001,35354,0,98,0.3,4053.025939145177,False,0.09955621160055865,0,1.4960000000000002,24687,292,0,0.0,7126.935803684037,False,-0.16900612125420586,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.4970000000000001,61486,0,107,0.0,4387.000000000001,False,0.12705084865754587,8,3.4840000000000013,47774,464,0,0.0,3012.031068749029,False,-0.12780277279385296,0.1625,261119,0.0,0.1,19,0,0,11,8,7.666666666666666,14,25,13,75.0,57.0,5,4,13,1017,1.0058234557509422,56.3758044205606
43,13,0,0,0,9.999999999999998,20,10.0,24.551283010317512,12,26.0,41.35740754229772,0,,6.4914462688556664,0,,41.00000000000001,20,41.0,0,0.659,16919,455,0,0.0,4549.999999999999,False,-0.13497679030150075,2,1.4080000000000004,28516,3,10,1.0,275.51283010317513,False,0.2913496063387979,0,0.3620000000000001,35354,0,98,0.0,4053.025939145177,False,0.09955621160055865,0,1.4960000000000002,24375,304,0,0.0,7463.5900351365235,False,-0.17323229151758254,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.4970000000000001,61937,0,96,0.0,3936.000000000001,False,0.13104192846144316,9,3.5660000000000003,47640,464,0,0.0,3012.031068749029,False,-0.13017441223386286,0.125,261194,0.0,0.1,17,0,0,5,7,6.333333333333333,27,32,14,129.0,75.0,8,5,14,807,1.1281773559749126,57.50398177653551
44,14,0,0,0,9.999999999999998,20,10.0,24.55664418513564,24,24.583333333333332,41.35740754229772,0,,6.4914462688556664,0,,41.0,20,41.0,2,0.679,16805,464,0,0.0,4639.999999999999,False,-0.13808643922664382,12,1.5260000000000005,28726,4,10,1.0,285.5664418513564,False,0.3010403001904402,0,0.3620000000000001,35050,3,108,1.0,4540.269947123561,False,0.09778017924349289,0,1.4960000000000002,24089,315,0,0.0,7735.342918317726,False,-0.17764820981412918,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.49700000000000005,62429,0,84,0.0,3444.0,False,0.13539583370205838,8,3.637000000000001,47524,464,0,0.0,3012.031068749029,False,-0.13222747324163264,0.25,261076,0.0,0.1,16,0,0,5,11,56.45454545454546,29,34,11,132.0,75.0,9,5,11,692,1.1762875989079475,58.68026937544346
45,11,0,0,0,10.0,20,10.0,24.55664418513564,0,,41.35740754229772,0,,6.4914462688556664,0,,41.0,20,41.0,0,0.677,16695,475,0,0.0,4750.0,False,-0.14056514489161295,0,1.5140000000000002,28636,3,20,1.0,521.1328837027128,False,0.30229241704679594,0,0.3620000000000001,35050,0,111,0.3,4590.672237195047,False,0.0985214766030569,0,1.4960000000000002,24089,315,0,0.0,7735.342918317726,False,-0.17764820981412918,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.49700000000000005,62962,0,71,0.0,2911.0,False,0.1401125643793915,7,3.699000000000001,47434,464,0,0.0,3012.031068749029,False,-0.13382036540283335,0.1625,261319,0.0,0.1,20,0,0,5,4,4.0,27,32,10,96.0,72.0,7,4,10,733,1.1820752434432507,59.86234461888671
46,10,0,0,0,10.0,20,10.0,24.620731753732077,6,26.0,41.35740754229772,0,,6.4914462688556664,0,,41.0,16,41.0,0,0.677,16615,483,0,0.0,4830.0,False,-0.14236783992068142,0,1.5140000000000002,28672,5,24,1.0,640.8975620895699,False,0.3066135824527823,0,0.3620000000000001,34894,0,117,0.6,4838.8166824488335,False,0.09758231383764014,0,1.4960000000000002,24089,315,0,0.0,7755.530502425604,False,-0.1773512986465231,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.4970000000000001,63249,0,64,0.0,2624.0,False,0.14265234243641706,9,3.782000000000001,47304,464,0,0.0,3012.031068749029,False,-0.13612120963567878,0.2,261276,0.0,0.1,20,0,0,6,5,5.0,21,27,8,111.0,54.0,7,3,8,643,1.1167343724519014,60.97907899133861
47,8,0,0,0,10.0,20,10.0,24.52329877478905,15,23.733333333333334,41.35740754229772,0,,6.4914462688556664,0,,40.99999999999999,20,41.0,2,0.6970000000000001,16521,490,0,0.0,4900.0,False,-0.1450268150885574,0,1.5140000000000002,28880,8,21,1.0,594.98927427057,False,0.3149531135758838,0,0.36200000000000004,34538,5,127,1.0,5375.007251745756,False,0.09499657682882927,0,1.4960000000000002,24089,315,0,0.0,7724.839114058551,False,-0.1778026956986329,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000003,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.4970000000000001,63741,0,52,0.0,2131.9999999999995,False,0.14700624767703227,8,3.8530000000000006,47194,464,0,0.0,3012.031068749029,False,-0.13806807783270184,0.25,261416,0.0,0.1,16,0,0,4,5,5.0,24,28,3,111.0,18.0,7,1,3,1030,0.940811088308692,61.9198900796473
48,3,0,0,0,10.0,20,10.0,24.617972049217705,20,25.2,41.35740754229772,0,,6.4914462688556664,0,,40.99999999999999,20,41.0,2,0.7150000000000001,16437,496,0,0.0,4960.0,False,-0.1474604533777998,0,1.5140000000000002,29226,12,13,1.0,440.03363663983015,False,0.32705470360628763,0,0.36200000000000004,34034,15,137,1.0,6035.234414033053,False,0.0898816686379729,0,1.4960000000000004,24089,315,0,0.0,7754.661195503577,False,-0.17736408407601517,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000003,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.49700000000000005,64069,0,44,0.0,1803.9999999999998,False,0.14990885117077574,12,3.9650000000000007,46988,464,0,0.0,3012.031068749029,False,-0.1417140310016723,0.25,261296,0.0,0.1,16,0,0,2,8,8.0,21,23,3,21.0,3.0,2,1,3,1014,0.7112413682043552,62.63113144785166
49,3,0,0,0,10.0,20,10.0,24.73587612294618,12,26.0,41.35740754229772,0,,6.4914462688556664,0,,40.99999999999999,20,41.0,0,0.7130000000000001,16297,510,0,0.0,5100.0,False,-0.1506151696786696,0,1.5140000000000002,29478,8,11,1.0,352.094637352408,False,0.33643009232846016,0,0.36200000000000004,33930,9,147,1.0,6302.161793824281,False,0.09074834971502949,0,1.4960000000000002,23881,323,0,0.0,7989.687987711616,False,-0.18002576791811367,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.49700000000000005,64479,0,34,0.0,1393.9999999999998,False,0.15353710553795508,10,4.053000000000001,46832,464,0,0.0,3012.031068749029,False,-0.14447504408108683,0.25,261350,0.0,0.1,20,0,0,2,5,5.0,22,24,7,21.0,3.0,2,1,7,922,0.8625300396233797,63.49366148747504
50,7,0,0,0,10.0,20,10.0,24.853769924726365,20,25.6,41.35740754229772,0,,6.4914462688556664,0,,40.99999999999999,9,41.0,0,0.7130000000000001,16197,520,0,0.0,5200.0,False,-0.15286853846500517,9,1.604,29685,8,10,1.0,328.5376992472636,False,0.34522821441361184,0,0.3620000000000001,33618,11,157,1.0,6766.504453312732,False,0.08840017139240994,0,1.4960000000000002,23681,331,0,0.0,8226.597845084427,False,-0.18242443456458957,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.4970000000000001,64479,0,34,0.0,1393.9999999999998,False,0.15353710553795508,9,4.133000000000001,46696,464,0,0.0,3012.031068749029,False,-0.14688208112467896,0.25,260809,0.0,0.1,10,0,0,5,9,8.083333333333332,12,17,9,75.0,21.0,5,2,9,200,0.9388169180601835,64.43247840553522
