index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,5,0,0,0,10.000000000000002,20,10.0,28.831218586370696,5,32.0,5.5821508214926565,5,2.0,38.00000000000001,20,38.0,0,0.2,32033,5,134,1.0,3913.383290573673,False,0.15843671467526121,0,0.30800000000000005,25731,342,0,0.0,3420.0000000000005,False,-0.06475580246072049,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,5,4.111000000000001,22683.0,199,0,0.0,5737.412498687769,False,-0.4166543479899574,9,1.082,72582,0,0,0.0,0.0,False,0.0771879313159496,7,0.9450000000000001,73836,0,5,0.5,190.00000000000003,False,0.09720841186684674,0.25,271119,0.0,0.0,6,0,0,1,6,5.2,11,12,5,36.0,6.0,3,2,5,360,0.5492838909849524,43.631408034823835
34,5,0,0,0,10.000000000000002,20,10.0,28.84297450466155,7,29.0,5.389412145336916,10,3.5,38.00000000000001,20,38.0,0,0.2,32136,5,137,1.0,4001.4875071386327,False,0.16344854482019416,0,0.30800000000000005,25631,352,0,0.0,3520.0000000000005,False,-0.0664599025254763,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,10,4.206000000000001,22160.0,206,0,0.0,5941.65274796028,False,-0.4262630388114666,10,1.1730000000000003,72444,0,5,0.5,190.00000000000003,False,0.07654976922277794,5,0.9880000000000002,73968,0,5,0.5,190.00000000000003,False,0.09916742108309463,0.3333333333333333,270593,0.0,0.0,5,0,0,1,6,5.166666666666666,12,13,5,38.0,6.0,3,2,5,403,0.5573974438011646,44.188805478625
35,5,0,0,0,10.0,20,10.0,29.541085769288454,33,31.454545454545453,5.426469418897093,15,5.666666666666667,38.00000000000001,20,38.0,0,0.2,33114,1,114,1.0,3377.6837776988837,False,0.18615050232948577,0,0.30800000000000005,25491,366,0,0.0,3660.0,False,-0.06884564261613442,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,15,4.346000000000001,20622.0,239,0,0.0,7060.319498859941,False,-0.4486060054465556,9,1.2530000000000001,72520,0,5,0.5,190.00000000000003,False,0.07767768362001158,1,0.9930000000000003,74101,0,10,1.0,380.00000000000006,False,0.10255116427479556,0.4166666666666667,270102,0.0,0.0,13,0,0,2,6,4.7,11,13,5,42.0,6.0,3,2,5,1428,0.562756173312664,44.751561651937664
36,5,0,0,0,10.0,20,10.0,30.075892150150118,34,31.823529411764707,4.94030515237491,15,1.6666666666666667,38.00000000000001,0,,0,0.2,34086,2,90,1.0,2726.8302935135107,False,0.2081870129428703,0,0.30800000000000005,25401,375,0,0.0,3750.0,False,-0.07037933267441464,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,15,4.481000000000002,18980.0,273,0,0.0,8210.718556990982,False,-0.4729610684787113,0,1.244,72515,0,10,0.5,380.00000000000006,False,0.07901337172199878,0,0.9920000000000002,74081,0,20,1.0,760.0000000000001,False,0.10507413068966029,0.4166666666666667,269317,0.0,0.0,9,0,0,2,3,3.0,11,13,5,68.0,3.0,4,1,5,1282,0.6188902566209435,45.37045190855861
37,5,0,0,0,10.0,20,10.0,30.25984717017999,23,31.304347826086957,4.901818176860117,10,4.5,38.00000000000001,0,,0,0.2,34696,3,77,1.0,2360.0082321038594,False,0.22272601874687067,0,0.30800000000000005,25311,384,0,0.0,3840.0,False,-0.07191302273269487,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,10,4.566000000000002,17950.0,296,0,0.0,8956.914762373277,False,-0.48795814389327796,0,1.2440000000000002,72480,0,15,0.5,570.0000000000001,False,0.07990383045665692,0,0.9920000000000002,74071,0,25,0.5,950.0000000000002,False,0.10633561389709265,0.3333333333333333,268762,0.0,0.0,8,0,0,4,2,2.0,10,14,6,60.0,0.0,5,0,6,920,0.6502460530027747,46.02069796156138
38,6,0,0,0,10.0,20,10.0,29.966077998245016,41,28.975609756097562,4.941797515036042,2,7.0,38.00000000000001,0,,0,0.2,35794,2,46,1.0,1398.4395879192707,False,0.243761964280687,0,0.30800000000000005,25201,395,0,0.0,3950.0,False,-0.07378753280392625,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,2,4.576000000000001,16712.0,337,0,0.0,10098.56828540857,False,-0.503189714106564,0,1.2440000000000002,72466,0,17,0.2,646.0000000000001,False,0.08026001395052018,0,0.9920000000000002,74071,0,25,0.0,950.0000000000002,False,0.10633561389709265,0.19999999999999998,268498,0.0,0.0,9,0,0,6,1,1.0,10,16,5,74.0,0.0,6,0,5,1388,0.738234088756144,46.758932050317526
39,5,0,0,0,10.0,20,10.0,29.981162272858207,23,30.08695652173913,4.941797515036042,0,,38.00000000000001,0,,0,0.2,36396,1,33,1.0,999.3783550043208,False,0.25747892633182773,0,0.30800000000000005,25091,406,0,0.0,4060.0,False,-0.07566204287515763,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,0,4.574000000000002,16020.0,360,0,0.0,10793.218418228955,False,-0.5110586455158559,0,1.244,72466,0,17,0.0,646.0000000000001,False,0.08026001395052018,0,0.9920000000000002,74071,0,25,0.0,950.0000000000002,False,0.10633561389709265,0.16666666666666666,268298,0.0,0.0,8,0,0,7,0,0.0,8,15,6,64.0,0.0,5,0,6,892,0.6420960370451212,47.40102808736265
40,6,0,0,0,9.999999999999998,20,10.0,29.84381611427224,27,29.0,5.472257682621413,4,18.0,38.00000000000001,0,,0,0.2,37099,0,15,0.9,447.6572417140836,False,0.27203669339344405,0,0.30800000000000005,24971,418,0,0.0,4179.999999999999,False,-0.0777069629528646,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,4,4.614000000000001,15181.0,387,0,0.0,11549.556836223357,False,-0.5215794160515118,0,1.244,72394,0,21,0.4,798.0000000000001,False,0.08031937786616405,0,0.9920000000000002,74071,0,25,0.0,950.0000000000002,False,0.10633561389709265,0.21666666666666667,267970,0.0,0.0,8,0,0,7,1,1.0,8,15,5,62.0,0.0,6,0,5,983,0.7044301088899374,48.105458196252584
41,5,0,0,0,9.999999999999998,20,10.0,29.84381611427224,0,,5.393628475798771,5,4.0,38.00000000000001,0,,0,0.2,36979,2,25,1.0,766.095402856806,False,0.27337335814827046,0,0.30800000000000005,24891,426,0,0.0,4259.999999999999,False,-0.07907024300466924,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,5,4.660000000000001,15041.0,387,0,0.0,11549.556836223357,False,-0.5247756171382202,0,1.2440000000000002,72394,0,21,0.0,798.0000000000001,False,0.08031937786616405,0,0.9920000000000002,74051,0,30,0.5,1140.0000000000002,False,0.10744868731541532,0.25,267610,0.0,0.0,5,0,0,7,1,1.0,8,15,6,64.0,0.0,5,0,6,200,2.410691099241376,50.51614929549396
42,6,0,0,0,9.999999999999998,20,10.0,29.84381611427224,0,,5.063402820699155,13,2.923076923076923,38.00000000000001,0,,0,0.2,36849,5,35,1.0,1094.5335639995285,False,0.2745396128966213,0,0.30800000000000005,24821,433,0,0.0,4329.999999999999,False,-0.0802631130499983,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,13,4.785000000000002,14582.0,387,0,0.0,11549.556836223357,False,-0.5352545907010712,0,1.2440000000000002,72376,0,29,0.8,1102.0000000000002,False,0.0823080690402339,0,0.992,74031,0,35,0.5,1330.0000000000002,False,0.108561760733738,0.3833333333333333,266913,0.0,0.0,5,0,0,8,4,4.0,8,16,3,60.0,0.0,6,0,3,200,0.7142873629927635,51.230436658486724
43,3,0,0,0,9.999999999999998,20,10.0,29.84381611427224,0,,5.168047064592303,5,7.0,38.00000000000001,0,,0,0.2,36759,4,45,1.0,1382.9717251422508,False,0.27638750767087444,0,0.30800000000000005,24711,444,0,0.0,4439.999999999999,False,-0.08213762312122967,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,5,4.822000000000002,14457.0,387,0,0.0,11549.556836223357,False,-0.5381083416713465,0,1.244,72376,0,29,0.0,1102.0000000000002,False,0.0823080690402339,0,0.9920000000000002,73996,0,40,0.5,1520.0000000000002,False,0.10945221946839613,0.25,266553,0.0,0.0,5,0,0,6,1,1.0,7,13,5,24.0,0.0,3,0,5,200,0.5731162866577506,51.803552945144475
44,5,0,0,0,9.999999999999998,20,10.0,29.84381611427224,0,,5.265784661412157,7,6.428571428571429,38.00000000000001,0,,0,0.2,36629,7,55,1.0,1711.4098862849733,False,0.2775537624192253,0,0.30800000000000005,24641,451,0,0.0,4509.999999999999,False,-0.08333049316655874,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,7,4.887000000000001,14264.0,387,0,0.0,11549.556836223357,False,-0.5425145331694516,0,1.244,72341,0,34,0.5,1292.0000000000002,False,0.08319852777489203,0,0.9920000000000002,73986,0,42,0.2,1596.0000000000002,False,0.10986776687790327,0.2833333333333333,266115,0.0,0.0,5,0,0,6,2,2.0,7,13,4,65.0,0.0,5,0,4,200,0.6747816698625684,52.47833461500704
45,4,0,0,0,10.0,20,10.0,29.768551427597743,17,29.0,5.482257735074169,5,9.0,38.00000000000001,0,,0,0.2,37032,6,48,1.0,1488.8904685246916,False,0.2874968553990099,0,0.30800000000000005,24531,462,0,0.0,4620.0,False,-0.08520500323779012,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,5,4.9300000000000015,13656.0,404,0,0.0,12026.494776749489,False,-0.5509509294467206,0,1.2440000000000002,72341,0,34,0.0,1292.0000000000002,False,0.08319852777489203,0,0.9920000000000002,73941,0,47,0.5,1786.0000000000002,False,0.11060981582345171,0.25,265755,0.0,0.0,6,0,0,7,1,1.0,7,14,6,32.0,0.0,4,0,6,693,0.6044410485774279,53.08277566358447
46,6,0,0,0,10.0,20,10.0,29.768551427597743,0,,5.196539100438149,6,1.5,38.00000000000001,0,,0,0.2,36932,6,58,1.0,1786.575982800669,False,0.28916151431104375,0,0.30800000000000005,24431,472,0,0.0,4720.0,False,-0.08690910330254592,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,6,4.985000000000001,13461.0,404,0,0.0,12026.494776749489,False,-0.5554027809603501,0,1.2440000000000002,72338,0,37,0.3,1406.0000000000002,False,0.08399994063608436,0,0.9920000000000002,73935,0,50,0.3,1900.0000000000005,False,0.11136670574791113,0.26666666666666666,265351,0.0,0.0,4,0,0,8,2,2.0,8,16,6,57.0,0.0,6,0,6,200,0.6590611059218645,53.741836769506335
47,6,0,0,0,10.0,20,10.0,29.77568888949935,1,31.0,4.984762545246408,4,1.0,38.00000000000001,0,,0,0.2,36883,4,67,1.0,2034.9711555964564,False,0.29172439854804644,0,0.30800000000000005,24311,484,0,0.0,4840.0,False,-0.08895402338025289,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,4,5.019000000000001,13300.0,405,0,0.0,12059.154000247236,False,-0.5587056070470843,0,1.244,72337,0,38,0.1,1444.0000000000002,False,0.0842670782564818,0,0.9920000000000002,73932,0,53,0.3,2014.0000000000005,False,0.11216811860910346,0.23333333333333336,265017,0.0,0.0,6,0,0,9,2,2.0,6,15,6,61.0,0.0,6,0,6,231,0.7489206753671169,54.49075744487345
48,6,0,0,0,10.0,20,10.0,29.71153685289174,14,29.0,4.802218391088948,10,3.5,38.00000000000001,0,,0,0.2,37139,9,63,1.0,1961.8268217321797,False,0.29920293823884964,0,0.30800000000000005,24261,489,0,0.0,4890.0,False,-0.08980607341263079,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,10,5.115000000000002,12574.0,419,0,0.0,12449.133941361639,False,-0.5708285701410708,0,1.244,72322,0,43,0.5,1634.0000000000002,False,0.08545435656935932,0,0.9920000000000002,73912,0,58,0.5,2204.0000000000005,False,0.11328119202742613,0.3333333333333333,264462,0.0,0.0,6,0,0,6,2,2.0,7,13,7,68.0,3.0,5,1,7,606,0.6865882575511932,55.177345702424645
49,7,0,0,0,10.0,20,10.0,29.454376926730017,18,27.27777777777778,4.652531542056468,3,1.0,38.00000000000001,0,,0,0.2,37560,6,55,1.0,1679.990730970151,False,0.3087486917789127,0,0.30800000000000005,24131,502,0,0.0,5020.0,False,-0.09202140349681333,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,3,5.135000000000002,11990.0,437,0,0.0,12871.562716981018,False,-0.579339268561013,0,1.2440000000000002,72319,0,46,0.3,1748.0000000000002,False,0.08625576943055165,0,0.9920000000000002,73912,0,58,0.0,2204.0000000000005,False,0.11328119202742613,0.21666666666666667,264166,0.0,0.0,7,0,0,6,1,1.0,8,14,8,56.0,6.0,5,2,8,691,0.7378146555274725,55.91516035795212
50,8,0,0,0,10.0,20,10.0,29.58370490286414,14,31.0,4.679584476372564,37,4.72972972972973,38.00000000000001,0,,0,0.2,37894,6,51,1.0,1568.7689500460713,False,0.3182367497707316,0,0.30800000000000005,24031,512,0,0.0,5120.0,False,-0.09372550356156914,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,37,5.502000000000002,9810.0,451,0,0.0,13342.250911191728,False,-0.6237357779189109,0,1.2440000000000002,72173,13,56,1.0,2188.8345981928437,False,0.08736019499705301,0,0.992,73883,4,68,1.0,2602.718337905491,False,0.11580948886114392,0.5,262045,0.0,0.0,5,0,0,8,5,5.0,8,16,7,53.0,6.0,6,2,7,634,0.7927921498194337,56.70795250777155
51,7,0,0,0,10.000000000000002,20,10.0,29.65515152261367,8,31.0,4.424446213949913,10,2.0,38.00000000000001,0,,0,0.2,38022,8,53,1.0,1651.7230306985246,False,0.32401286647862254,0,0.30800000000000005,23951,520,0,0.0,5200.000000000001,False,-0.09508878361337378,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,10,5.565000000000001,9262.0,459,0,0.0,13611.714548879676,False,-0.6331706937025744,0,1.244,72173,3,66,1.0,2521.2733386418504,False,0.08982705316514934,0,0.9920000000000002,73863,4,78,1.0,2981.6977848558,False,0.11832488227286465,0.5,261525,0.0,0.0,6,0,0,7,1,1.0,8,15,6,54.0,3.0,6,1,6,448,0.7670801822096109,57.47503268998116
52,6,0,0,0,10.000000000000002,20,10.0,29.65515152261367,0,,4.553842002055211,5,7.0,38.00000000000001,0,,0,0.2,37942,6,63,1.0,1928.2745459246612,False,0.325999020925065,0,0.30800000000000005,23831,532,0,0.0,5320.000000000001,False,-0.09713370369108074,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,5,5.605000000000001,9137.0,459,0,0.0,13611.714548879676,False,-0.6360244446728497,0,1.244,72173,0,69,0.3,2622.0000000000005,False,0.09057449429364361,0,0.9920000000000002,73828,0,87,0.9,3306.0000000000005,False,0.12021192917884864,0.3666666666666667,261165,0.0,0.0,5,0,0,9,1,1.0,6,15,4,34.0,3.0,5,1,4,200,0.6968794260174036,58.171912115998566
53,4,0,0,0,10.000000000000002,20,10.0,29.65515152261367,0,,4.553842002055211,0,,38.00000000000001,0,,0,0.2,37822,8,73,1.0,2244.826061150798,False,0.32730353534560513,0,0.30800000000000005,23751,540,0,0.0,5400.000000000001,False,-0.09849698374288539,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,0,5.600000000000001,9137.0,459,0,0.0,13611.714548879676,False,-0.6360244446728497,0,1.2440000000000002,72173,0,69,0.0,2622.0000000000005,False,0.09057449429364361,0,0.9920000000000002,73828,0,87,0.0,3306.0000000000005,False,0.12021192917884864,0.16666666666666666,260965,0.0,0.0,5,0,0,5,0,0.0,6,11,5,30.0,6.0,2,2,5,200,0.5083662634715438,58.68027837947011
54,5,0,0,0,10.000000000000002,20,10.0,29.734516049644753,5,32.0,4.133973267498909,12,1.0,38.000000000000014,6,38.0,0,0.2,37862,10,78,1.0,2419.2922518722908,False,0.3316398938664717,0,0.30800000000000005,23671,548,0,0.0,5480.000000000001,False,-0.09986026379469003,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,12,5.7200000000000015,8605.0,464,0,0.0,13796.815447035166,False,-0.6460570813315012,0,1.2440000000000002,72389,2,73,1.0,2782.267946534999,False,0.09496941234572798,0,0.9920000000000002,73828,0,87,0.0,3306.0000000000014,False,0.12021192917884864,0.3333333333333333,260609,0.0,0.0,8,0,0,7,1,1.0,7,14,6,58.0,3.0,4,1,6,588,0.6320734284818172,59.31235180795193
55,6,0,0,0,10.000000000000002,20,10.0,29.734516049644753,0,,3.877479329103066,29,3.0689655172413794,38.00000000000001,14,38.0,0,0.2,37712,15,88,1.0,2766.6374123687383,False,0.33244670277715044,0,0.30800000000000005,23621,553,0,0.0,5530.000000000001,False,-0.10071231382706793,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,29,5.998000000000002,7343.0,464,0,0.0,13796.815447035166,False,-0.674868551127401,0,1.244,72675,8,74,1.0,2843.0198346328248,False,0.09966474105929572,0,0.9920000000000002,73985,3,92,1.0,3507.6324379873095,False,0.12403817424783924,0.5,259590,0.0,0.0,8,0,0,7,4,4.0,8,15,6,60.0,3.0,5,1,6,732,0.682577908039093,59.99492971599102
56,6,0,0,0,10.000000000000002,20,10.0,30.004656330550013,18,32.0,3.7635662356120907,7,2.0,38.00000000000001,20,38.0,0,0.2,38208,13,80,1.0,2530.372506444001,False,0.34532518500466935,0,0.30800000000000005,23501,565,0,0.0,5650.000000000001,False,-0.10275723390477488,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,7,6.039000000000002,6557.0,482,0,0.0,14462.244351325106,False,-0.6852170637034256,0,1.244,73093,0,71,0.8,2698.0000000000005,False,0.10479215209035188,0,0.9920000000000002,74313,0,93,1.0,3534.0000000000005,False,0.12910167554651905,0.4666666666666666,259926,0.0,0.0,11,0,0,6,1,1.0,9,15,5,57.0,0.0,6,0,5,1536,0.7457405086606741,60.740670224651694
57,5,0,0,0,10.000000000000002,20,10.0,29.84974048793931,13,28.23076923076923,3.5830338428437196,15,2.3333333333333335,38.00000000000001,20,38.0,0,0.2,38465,14,77,1.0,2438.430017571327,False,0.35251746732509676,0,0.30800000000000005,23411,574,0,0.0,5740.000000000001,False,-0.10429092396305512,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,15,6.182000000000002,5675.0,495,0,0.0,14775.62154152996,False,-0.7017759287072513,0,1.2440000000000002,73590,5,67,1.0,2563.915169214219,False,0.11117314353611714,0,0.9920000000000002,74541,0,87,0.0,3306.0000000000005,False,0.13079354714236952,0.3333333333333333,259936,0.0,0.0,12,0,0,3,2,2.0,10,13,7,30.0,3.0,4,1,7,1327,0.6131739160045981,61.35384414065629
58,7,0,0,0,10.000000000000002,20,10.0,30.09186661131456,17,32.0,3.5830338428437196,0,,38.00000000000001,20,38.0,0,0.2,38889,16,70,1.0,2266.430662792019,False,0.36403719475805213,0,0.30800000000000005,23331,582,0,0.0,5820.000000000001,False,-0.10565420401485975,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,0,6.167000000000001,5131.0,512,0,0.0,15407.035704993055,False,-0.7069878578033759,0,1.2440000000000002,74084,0,59,0.5,2242.0000000000005,False,0.11611581899942121,0,0.992,74807,0,80,0.0,3040.0000000000005,False,0.13276739733752838,0.25,260496,0.0,0.0,11,0,0,2,0,0.0,11,13,8,63.0,9.0,4,3,8,1504,0.643047927878797,61.99689206853509
59,8,0,0,0,10.000000000000002,20,10.0,30.09186661131456,0,,3.515548127654376,14,3.0,38.00000000000001,17,38.0,0,0.2,38819,13,80,1.0,2537.349328905165,False,0.36626817983206383,0,0.30800000000000005,23201,595,0,0.0,5950.000000000001,False,-0.10786953409904229,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,14,6.307,4655.0,512,0,0.0,15407.035704993055,False,-0.7178549414981844,0,1.244,74246,0,61,0.7,2318.0000000000005,False,0.119084014781615,0,0.9920000000000002,75249,0,75,0.7,2850.0000000000005,False,0.1379172170196346,0.39999999999999997,260424,0.0,0.0,9,0,0,6,2,2.0,10,16,8,68.0,3.0,7,1,8,846,0.7180433375760913,62.71493540611118
60,8,0,0,0,10.000000000000002,20,10.0,30.159879845796354,11,31.0,3.436376929675285,6,2.0,38.000000000000014,14,38.0,0,0.2,39060,13,79,1.0,2512.630507817912,False,0.374060708698032,0,0.30800000000000005,23101,605,0,0.0,6050.000000000001,False,-0.1095736341637981,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,6,6.353000000000001,4134.0,523,0,0.0,15773.617159351494,False,-0.7255648468180506,0,1.244,74588,0,52,0.0,1976.0000000000007,False,0.12162182217539069,0,0.9920000000000002,75427,0,76,0.6,2888.000000000001,False,0.1408408898650955,0.26666666666666666,260564,0.0,0.0,9,0,0,2,1,1.0,13,15,8,56.0,9.0,5,3,8,1073,0.7086748536676168,63.4236102597788
61,8,0,0,0,10.000000000000002,20,10.0,30.159879845796354,0,,3.2501235585976604,25,2.48,38.00000000000002,20,38.0,0,0.2,38990,10,89,1.0,2784.2293062758754,False,0.37630328390777185,0,0.30800000000000005,22971,618,0,0.0,6180.000000000001,False,-0.11178896424798064,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,25,6.597000000000002,3107.0,523,0,0.0,15773.617159351494,False,-0.7490112647898326,0,1.2440000000000002,74807,0,55,0.9,2090.0000000000014,False,0.12571793235481812,0,0.9920000000000002,75906,6,72,1.0,2755.5007413515873,False,0.14696650941178968,0.48333333333333334,260035,0.0,0.0,10,0,0,5,3,3.0,10,15,7,63.0,6.0,6,2,7,960,0.7820958513766527,64.20570611115545
62,7,0,0,0,10.000000000000002,20,10.0,30.141661484857334,17,30.0,3.4368531212528883,17,4.705882352941177,38.00000000000002,20,38.0,0,0.2,39400,10,82,1.0,2571.6162417583014,False,0.3866537650686462,0,0.30800000000000005,22871,628,0,0.0,6280.000000000001,False,-0.11349306431273644,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,17,6.742000000000001,1998.0,540,0,0.0,16276.49720182296,False,-0.7685893657615752,0,1.2440000000000002,75238,0,48,0.5,1824.000000000001,False,0.13014054407028688,0,0.9920000000000002,76155,8,74,1.0,2839.4948249700246,False,0.15128519037243454,0.4166666666666667,259916,0.0,0.0,10,0,0,4,3,3.0,8,12,6,72.0,0.0,7,0,6,1470,0.6866469467058778,64.89235305786133
63,6,0,0,0,10.0,20,10.0,30.141661484857334,0,,3.5142308162408185,19,4.0,38.000000000000014,20,38.0,0,0.2,39320,8,92,1.0,2853.0328566068747,False,0.3887228256809052,0,0.30800000000000005,22751,640,0,0.0,6400.0,False,-0.11553798439044341,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,19,6.915000000000002,1340.0,540,0,0.0,16276.49720182296,False,-0.7836115108691046,0,1.244,75504,9,49,1.0,1893.628077346168,False,0.13460491887435747,0,0.9920000000000002,76573,0,71,0.8,2698.000000000001,False,0.1564387587005239,0.4666666666666666,259742,0.0,0.0,10,0,0,4,2,2.0,7,11,7,67.0,0.0,6,0,7,960,0.7090627746656537,65.60141583252698
64,7,0,0,0,10.0,20,10.0,30.246158634961038,8,32.0,3.3623732287956507,8,1.0,38.000000000000014,20,38.0,0,0.2,39426,13,94,1.0,2973.1389116863375,False,0.3943822451805723,0,0.30800000000000005,22701,645,0,0.0,6450.0,False,-0.11639003442282131,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,8,6.976000000000002,836.0,548,0,0.0,16574.89493195865,False,-0.791711623533644,0,1.244,75800,7,51,1.0,1961.5366126015701,False,0.13950176320180446,0,0.9920000000000002,77029,0,59,0.0,2242.000000000001,False,0.1598225018922248,0.3333333333333333,260046,0.0,0.0,10,0,0,3,1,1.0,8,11,7,64.0,3.0,6,1,7,1216,0.7311427351087332,66.33255856763572
65,7,0,0,0,10.0,20,10.0,30.1154811905879,15,29.0,3.286809866106514,7,2.0,38.000000000000014,20,38.0,0,0.2,39721,17,89,1.0,2850.2778259623233,False,0.40234275972124894,0,0.30800000000000005,22641,651,0,0.0,6510.0,False,-0.11741249446167479,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,7,7.038000000000001,191.0,563,0,0.0,16955.015910300986,False,-0.802097896097199,0,1.2440000000000002,76218,0,47,0.7,1786.0000000000007,False,0.14440272480372807,0,0.9920000000000002,77357,0,57,0.7,2166.000000000001,False,0.16412638577640581,0.39999999999999997,260382,0.0,0.0,10,0,0,4,1,1.0,3,7,7,64.0,0.0,7,0,7,1395,0.7592983189970255,67.09185688663274
66,7,0,0,0,10.0,20,10.0,30.1154811905879,0,,3.0312282443426732,33,2.1515151515151514,38.000000000000014,20,38.0,0,0.2,39651,14,99,1.0,3121.432637868202,False,0.4045777689558672,0,0.30800000000000005,22511,664,0,0.0,6640.0,False,-0.11962782454585734,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,33,7.361000000000001,-1337.0,563,0,0.0,16955.015910300986,False,-0.8369821479578446,0,1.2440000000000002,76524,8,48,1.0,1848.2498259547422,False,0.14940598852758735,0,0.992,77740,5,56,1.0,2143.1561412217143,False,0.16964096808612017,0.5,259343,0.0,0.0,10,0,0,3,4,4.0,3,6,7,67.0,3.0,6,1,7,960,0.6944654807448387,67.78632236737758
67,7,0,0,0,10.000000000000002,20,10.0,30.158396371679544,3,32.0,3.301579866860865,21,5.0,38.000000000000014,20,38.0,0,0.2,39607,18,106,1.0,3376.7900153980318,False,0.4074297061347267,0,0.30800000000000005,22451,670,0,0.0,6700.000000000001,False,-0.12065028458471082,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,21,7.538000000000001,-4109.0,566,0,0.0,17069.65234637062,False,-0.8989583541120197,0,1.244,76785,7,49,1.0,1885.1110590680266,False,0.1535530124149837,0,0.9920000000000002,78134,7,55,1.0,2113.111059068027,False,0.1752653645617313,0.5,257122,0.0,0.0,10,0,0,2,3,18.03125,3,5,4,55.0,6.0,5,2,4,960,0.651286750100553,68.43760911747813
