index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,19,0,0,0,10.000000000000002,20,10.0,16.896058502949327,21,22.095238095238095,13.383306052406116,7,13.0,28.142833922705673,8,37.0,54.000000000000014,20,54.0,6,1.0340000000000003,50622,5,10,1.0,218.96058502949327,False,0.06195010241385634,5,3.7060000000000013,37516,267,0,0.0,2670.0000000000005,False,-0.18674118730637193,0,0.2,69162,26,67,1.0,1335.9790265878923,False,-0.0056390864737569865,7,3.3930000000000002,53076,453,0,0.0,7653.914501836045,False,-0.1897166683148973,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,8,5.221000000000001,70487,515,0,0.0,6892.4026169891495,False,-0.22617877491292318,1,0.49800000000000005,149301,0,1,0.1,54.000000000000014,False,0.0396496626819742,9,2.1350000000000002,127274,375,0,0.0,10553.562721014627,False,-0.07715649355992493,0.2625,653509,0.0,0.0,12,0,0,5,10,9.23076923076923,27,32,13,257.0,39.0,16,3,13,740,1.6081198267638683,60.09215196315199
26,13,0,0,0,10.000000000000002,20,10.0,17.44966447873734,17,24.823529411764707,13.10565036249643,35,11.257142857142858,27.700352976961977,27,25.074074074074073,54.00000000000001,20,54.0,4,1.0680000000000003,50816,6,10,1.0,234.49664478737338,False,0.06617366495842097,3,3.731000000000001,37390,276,0,0.0,2760.0000000000005,False,-0.18843674118730638,0,0.2,69132,19,77,1.0,1340.6787030082346,False,-0.006032817595988319,35,3.736000000000001,51784,467,0,0.0,8148.993311570338,False,-0.20458951590884905,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,27,5.4830000000000005,69131,550,0,0.0,7208.107699373037,False,-0.23871917513908378,12,0.617,148736,8,10,1.0,761.602823815696,False,0.0381792583313574,7,2.1960000000000006,126833,384,0,0.0,10636.935543153399,False,-0.07993658997878839,0.375,649893,0.0,0.0,9,0,0,6,16,15.035714285714285,18,24,12,141.0,24.0,10,3,12,200,1.3785557989031076,61.4707077620551
27,12,0,0,0,10.000000000000002,20,10.0,17.33552681229532,3,9.0,12.915103054093883,24,11.0,29.14711422031195,42,34.95238095238095,54.00000000000001,20,54.0,0,1.0640000000000003,50706,7,20,1.0,416.7105362459064,False,0.0657781811128476,3,3.758000000000001,37261,285,0,0.0,2850.0000000000005,False,-0.19019509336012727,0,0.2,69369,12,63,1.0,1021.6778141554586,False,-0.004929244053801528,0,3.701000000000001,51784,467,0,0.0,8095.691021341915,False,-0.20496902129309716,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,42,5.876,67288,574,0,0.0,7413.269153049889,False,-0.25693525871570977,0,0.6050000000000001,149114,0,11,0.8,594.0000000000001,False,0.04022752431544283,13,2.319000000000001,125058,426,0,0.0,12416.67065785289,False,-0.08609904876367931,0.35,646651,0.0,0.0,13,0,0,5,11,11.0,20,25,11,138.0,24.0,9,3,11,842,1.4259081706404686,62.89661593269557
28,11,0,0,0,10.000000000000002,20,10.0,16.93866651159847,11,9.727272727272727,12.8854270395394,8,12.0,28.93622167684758,32,27.6875,54.00000000000001,20,54.0,0,1.0640000000000003,50653,5,27,1.0,507.3439958131587,False,0.0656173490309508,8,3.8350000000000004,37045,297,0,0.0,2970.0000000000005,False,-0.19346060453822322,0,0.2,69342,5,73,1.0,1025.3295064443685,False,-0.005287717466149529,8,3.781000000000001,51568,475,0,0.0,8045.866593009273,False,-0.20839954865000662,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,32,6.154000000000001,65993,582,0,0.0,7499.31853701193,False,-0.2700390476695733,1,0.6150000000000001,149698,0,0,0.0,0.0,False,0.042225672373340385,8,2.386000000000001,124040,458,0,0.0,13252.789527996192,False,-0.09027594797854191,0.25,644410,0.0,0.0,12,0,0,5,10,9.333333333333334,20,25,14,140.0,21.0,9,2,14,713,1.3841323964297771,64.28074832912534
29,14,0,0,0,10.000000000000002,20,10.0,17.043584621280097,2,27.0,12.88989048698423,9,13.0,29.24639195374361,21,32.19047619047619,54.0,20,54.0,0,1.0640000000000003,50657,0,35,1.0,596.5254617448034,False,0.06663448737487239,0,3.8270000000000013,36895,312,0,0.0,3120.0000000000005,False,-0.19503056183538475,0,0.2,69288,0,80,0.7,1031.1912389587385,False,-0.006014928666314913,9,3.863000000000001,51424,475,0,0.0,8095.702695108046,False,-0.21009524467356785,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,21,6.332000000000002,65317,591,0,0.0,7617.92527780768,False,-0.2764936977182646,10,0.7140000000000002,149498,0,0,0.0,0.0,False,0.04083323470233164,10,2.478000000000001,123173,479,0,0.0,14009.021745843189,False,-0.09367964971196312,0.2125,642323,0.0,0.0,10,0,0,8,14,14.0,20,28,12,191.0,21.0,12,2,12,254,1.4442716212943196,65.72501995041966
30,12,0,0,0,10.000000000000002,20,10.0,17.898242032435657,15,27.733333333333334,12.714030732479456,26,11.307692307692308,29.66065876745507,80,30.6875,54.0,20,54.0,0,1.0640000000000003,50963,1,30,1.0,546.9472609730698,False,0.07252100876007989,0,3.8270000000000013,36805,321,0,0.0,3210.0000000000005,False,-0.19597253621368166,0,0.2,68926,3,90,1.0,1197.957492020458,False,-0.009982360578557467,26,4.114000000000001,50748,477,0,0.0,8537.461449471808,False,-0.21657604413271572,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,80,7.111000000000003,58768,617,0,0.0,7844.556961939824,False,-0.3438527314301423,9,0.794,149001,8,10,1.0,777.2852701396406,False,0.040078830318031486,11,2.578000000000001,120824,541,0,0.0,16046.416393193194,False,-0.10294146751375664,0.375,632106,0.0,0.0,14,0,0,4,19,19.0,23,27,11,173.0,3.0,11,1,11,616,1.3461533980444074,67.07117334846407
31,11,0,0,0,10.000000000000002,20,10.0,19.252435672271268,37,25.43243243243243,12.82411520053503,1,36.0,30.15181007658792,46,32.82608695652174,54.0,20,54.0,2,1.0840000000000003,51705,2,10,1.0,212.5243567227127,False,0.08455292176089252,5,3.8770000000000016,36650,330,0,0.0,3300.0000000000005,False,-0.19827514024951853,0,0.2,68469,14,99,1.0,1539.1215042647657,False,-0.01406087841921249,0,4.088,50300,493,0,0.0,9491.450786429736,False,-0.21616316758444357,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,46,7.491000000000001,56640,618,0,0.0,7925.303193930648,False,-0.36570286052389683,0,0.7850000000000001,149487,0,9,0.8,486.0,False,0.04244846240070179,11,2.6770000000000005,119074,587,0,0.0,17699.11251495711,False,-0.1093721062883978,0.35,628396,0.0,0.0,14,0,0,6,13,12.125,19,25,11,121.0,24.0,8,3,11,1170,1.2706342302262783,68.34180757869035
32,11,0,0,0,10.000000000000002,20,10.0,20.54080881223635,32,28.0,12.94521690602412,1,36.0,30.54001164276629,23,35.04347826086956,54.00000000000001,20,54.0,22,1.3020000000000003,51927,3,10,1.0,235.4080881223635,False,0.0894395052344717,0,3.872000000000001,36560,339,0,0.0,3390.0000000000005,False,-0.19921711462781547,0,0.2,68057,20,108,1.0,1808.8996020953318,False,-0.018006866387838303,0,4.088000000000001,49852,509,0,0.0,10455.271685428303,False,-0.21568029159123184,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,23,7.6750000000000025,56041,619,0,0.0,8013.08926482893,False,-0.3715128828651553,3,0.8150000000000002,149943,0,0,0.0,0.0,False,0.04393140852032611,8,2.746000000000001,118141,610,0,0.0,18629.407102087436,False,-0.1126293849530142,0.25,626592,0.0,0.0,13,0,0,3,10,9.125,19,22,13,117.0,39.0,8,3,13,668,1.2206268012523651,69.56243437994272
33,13,0,0,0,10.000000000000002,20,10.0,20.738173801779375,29,22.06896551724138,12.94521690602412,0,,30.76891165621167,42,32.19047619047619,54.00000000000001,20,54.0,12,1.4000000000000001,52094,6,10,1.0,267.38173801779374,False,0.09326992524928612,7,3.9420000000000015,36394,346,0,0.0,3460.0000000000005,False,-0.20195930670685758,0,0.2,67703,28,118,1.0,2108.2044613606686,False,-0.02091672271408972,0,4.088,49566,520,0,0.0,10783.850376925275,False,-0.21741341969551684,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,42,8.072000000000001,54192,619,0,0.0,8013.08926482893,False,-0.3908654256992719,13,0.9420000000000002,149633,0,0,0.0,0.0,False,0.04177313013026254,7,2.8080000000000007,116673,652,0,0.0,20061.33039985001,False,-0.11786521760371918,0.25,622326,0.0,0.0,9,0,0,1,18,17.09090909090909,23,24,13,142.0,57.0,9,4,13,200,1.1832549571990967,70.74568933714181
34,13,0,0,0,10.000000000000002,20,10.0,20.454762088743816,5,9.0,13.463010564554766,32,16.25,30.907129071952834,18,33.0,54.00000000000001,20,54.0,0,1.3880000000000003,52024,3,20,1.0,439.09524177487634,False,0.09360185089356608,5,3.9850000000000008,36199,359,0,0.0,3590.0000000000005,False,-0.20468056602193754,0,0.2,67903,23,121,1.0,2099.4838063522343,False,-0.018130864591801844,25,4.338000000000001,49116,520,0,0.0,10636.476286146784,False,-0.22487058720312428,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,18,8.21,53262,651,0,0.0,8764.419877525153,False,-0.3966673650737094,11,1.0390000000000001,149407,0,0,0.0,0.0,False,0.040199675562022655,9,2.891000000000001,115914,670,0,0.0,20707.776478208398,False,-0.12089917888574214,0.25,619896,0.0,0.0,10,0,0,6,14,14.0,21,27,11,153.0,39.0,10,3,11,445,1.2048454703763127,71.95053480751812
35,11,0,0,0,10.0,20,10.0,20.10751039672387,16,16.0625,13.58495469473146,1,36.0,30.36529259942961,32,25.9375,54.00000000000001,20,54.0,0,1.3880000000000003,52176,0,18,0.9,361.9351871410297,False,0.09597604441033485,5,4.030000000000001,35994,373,0,0.0,3730.0,False,-0.20750648915682826,0,0.2,67763,26,130,1.0,2288.8393806299105,False,-0.01877624113127678,0,4.313000000000001,49035,523,0,0.0,10516.227937486585,False,-0.22688015879099913,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,32,8.512000000000002,51973,652,0,0.0,8857.390460964913,False,-0.40967213474056224,9,1.1180000000000003,149027,1,10,1.0,570.3652925994297,False,0.039539539286234444,11,2.9920000000000013,115070,691,0,0.0,20982.41718620586,False,-0.12581921568787863,0.3625,617109,0.0,0.0,13,0,0,5,13,13.0,19,24,14,118.0,39.0,8,3,14,448,1.3634815821424127,73.31401638966054
36,14,0,0,0,10.0,20,10.0,20.10751039672387,0,,13.58495469473146,0,,30.654583658733024,62,31.887096774193548,54.000000000000014,20,54.0,0,1.3880000000000003,52056,2,28,1.0,583.0102911082683,False,0.09577796921950374,0,4.025000000000001,35914,381,0,0.0,3810.0,False,-0.20834379971531441,0,0.2,67763,16,140,1.0,2223.6138236099864,False,-0.019240638626648394,0,4.3130000000000015,49035,523,0,0.0,10516.227937486585,False,-0.22688015879099913,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,62,9.100000000000001,48156,652,0,0.0,8857.390460964913,False,-0.44962273290055305,2,1.1290000000000002,149447,0,6,0.6,324.0000000000001,False,0.04160603760974149,8,3.0610000000000017,113062,748,0,0.0,22929.628576732302,False,-0.13302086367084062,0.325,611504,0.0,0.0,12,0,0,6,12,11.666666666666666,22,28,11,172.0,39.0,11,3,11,686,1.4186028996482491,74.73261928930879
37,11,0,0,0,10.0,20,10.0,20.10751039672387,0,,14.684210345267779,9,35.0,30.17406664755256,29,25.310344827586206,54.000000000000014,20,54.0,0,1.3880000000000003,51956,2,38,1.0,784.0853950755071,False,0.09578922166829432,0,4.025000000000001,35814,391,0,0.0,3910.0,False,-0.2093904379134221,0,0.2,68078,6,141,1.0,2191.1187210630997,False,-0.014986481352610832,0,4.313000000000001,49035,523,0,0.0,10516.227937486585,False,-0.22688015879099913,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,29,9.328000000000001,46731,661,0,0.0,9706.263038222001,False,-0.4600951245082214,6,1.1870000000000003,149386,5,10,1.0,690.8703332377629,False,0.04245845430102326,8,3.133000000000001,112478,762,0,0.0,22992.63878543505,False,-0.13686743719954655,0.375,609549,0.0,0.0,10,0,0,3,11,10.166666666666668,21,24,13,131.0,39.0,8,3,13,569,1.1851943517103791,75.91781364101917
38,13,0,0,0,10.0,20,10.0,19.81074101002618,5,9.0,16.969111461149037,18,37.0,30.01840987351655,10,25.5,54.000000000000014,20,54.0,0,1.3880000000000003,51836,4,48,1.0,990.9155684812567,False,0.09544205359291277,5,4.075000000000001,35669,399,0,0.0,3990.0,False,-0.21158837812944822,0,0.2,68699,1,133,1.0,2276.702565342848,False,-0.005534256789915008,0,4.313000000000001,49035,523,0,0.0,10361.017548243693,False,-0.22798523660578923,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,10,9.399000000000003,45835,679,0,0.0,11522.026682120197,False,-0.4599707635194614,2,1.2010000000000003,149816,0,10,1.0,540.0000000000001,False,0.044927001455097364,8,3.205000000000001,112177,767,0,0.0,23024.120372987192,False,-0.1388534655232879,0.375,609138,0.0,0.0,11,0,0,6,7,6.4,19,25,13,142.0,57.0,9,4,13,1244,1.3015026822686195,77.21931632328779
39,13,0,0,0,10.0,20,10.0,20.07942066880971,22,22.136363636363637,16.969111461149037,0,,29.947328417814123,15,28.666666666666668,54.000000000000014,20,54.0,0,1.3880000000000003,52158,6,41,1.0,883.2562474211982,False,0.10105560001068829,5,4.120000000000001,35524,407,0,0.0,4070.0,False,-0.21378631834547435,0,0.2,68212,13,143,1.0,2687.615407638839,False,-0.009543364226648008,0,4.313000000000001,49035,523,0,0.0,10501.537009787478,False,-0.2269847562883584,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,15,9.539000000000001,45515,679,0,0.0,11522.026682120197,False,-0.4633200408082215,1,1.2090000000000003,150256,0,5,0.5,270.00000000000006,False,0.04705046890338571,9,3.2870000000000013,111664,777,0,0.0,23269.074180641575,False,-0.14157236087583785,0.3125,608435,0.0,0.0,12,0,0,5,8,8.0,20,25,15,160.0,39.0,10,3,15,1182,1.2962757050991058,78.51559202838689
40,15,0,0,0,9.999999999999998,20,10.0,21.67334393129667,74,25.364864864864863,17.83692272139364,8,35.0,29.913434383867195,15,29.333333333333332,54.000000000000014,7,54.0,28,1.6680000000000004,53057,9,10,1.0,306.7334393129667,False,0.11384004688220058,5,4.165000000000001,35389,414,0,0.0,4139.999999999999,False,-0.2158795947416897,0,0.2,67631,38,145,1.0,3409.9408639913513,False,-0.012673789878454134,0,4.3130000000000015,48019,562,0,0.0,12180.419289388728,False,-0.22949890859945943,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,15,9.674000000000001,44925,687,0,0.0,12253.965909597431,False,-0.4656648529479008,0,1.2080000000000002,150166,0,10,0.5,540.0000000000001,False,0.04736376737936268,7,3.3480000000000016,111214,787,0,0.0,23541.87286010348,False,-0.14375570774089697,0.3125,606472,0.0,0.0,14,0,0,6,9,8.117647058823529,20,26,18,178.0,57.0,11,4,18,1160,1.3840529546141624,79.89964498300105
41,18,0,0,0,9.999999999999998,20,10.0,21.804270759936966,20,23.25,17.83692272139364,0,,29.714811635960977,5,20.0,54.000000000000014,9,54.0,5,1.6900000000000006,53277,8,10,1.0,298.04270759936963,False,0.1183542944360647,5,4.210000000000001,35214,425,0,0.0,4249.999999999999,False,-0.21839152641714812,0,0.2,67586,33,155,1.0,3484.263956893934,False,-0.01278540742108383,0,4.313000000000001,47599,577,0,0.0,12581.064228483629,False,-0.23262705957562996,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,9.709,44805,687,0,0.0,12253.965909597431,False,-0.4669208319311858,0,1.2080000000000002,150066,0,15,0.5,810.0000000000002,False,0.04760744397178921,9,3.431000000000001,111052,787,0,0.0,23385.55675750129,False,-0.14542773332903547,0.3125,605670,0.0,0.0,9,0,0,3,6,5.333333333333333,27,30,21,214.0,75.0,13,5,21,200,2.1829659985378385,82.08261098153889
42,21,0,0,0,9.999999999999998,20,10.0,21.538122083554576,5,10.0,17.957529484019823,1,36.0,29.4596969424666,5,18.0,54.00000000000002,12,54.0,0,1.6850000000000003,53207,5,20,1.0,480.76244167109155,False,0.11880141549098938,5,4.255000000000001,35024,438,0,0.0,4379.999999999999,False,-0.2210081219124173,0,0.2,67572,28,164,1.0,3548.102253718779,False,-0.012530243401882727,0,4.313000000000001,47599,577,0,0.0,12427.49644221099,False,-0.23372044227059072,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,9.754000000000001,44639,688,0,0.0,12354.780285005638,False,-0.4681306831217063,0,1.2080000000000002,149976,0,20,0.5,1080.0000000000005,False,0.04792074244776618,12,3.542000000000001,110787,787,0,0.0,23184.781493721213,False,-0.14797163084485734,0.3125,604875,0.0,0.0,10,0,0,7,7,7.0,24,31,13,219.0,96.0,14,7,13,236,1.5438154814764857,83.62642646301538
43,13,0,0,0,9.999999999999998,20,10.0,20.93988572460593,10,9.0,17.957529484019823,0,,29.5857266081995,17,31.11764705882353,54.00000000000002,11,54.0,0,1.6850000000000003,53142,6,25,1.0,583.4971431151482,False,0.11851604646147482,5,4.300000000000001,34869,447,0,0.0,4469.999999999999,False,-0.2233107259482542,0,0.2,67482,28,174,1.0,3710.9269305084154,False,-0.0126525294726426,0,4.313000000000001,47599,577,0,0.0,12082.314063097621,False,-0.23617809598227418,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,17,9.919,44245,688,0,0.0,12354.780285005638,False,-0.4722544807834921,0,1.2080000000000002,149886,0,25,0.5,1350.0000000000005,False,0.04823404092374315,11,3.640000000000001,110116,799,0,0.0,23638.9955599514,False,-0.15106209728978923,0.3125,603410,0.0,0.0,9,0,0,7,8,8.0,19,26,13,179.0,36.0,11,2,13,245,1.337288181297481,84.96371464431286
44,13,0,0,0,9.999999999999998,20,10.0,21.30980472162183,33,23.424242424242426,17.957529484019823,0,,29.304894719643634,5,18.0,54.00000000000003,10,54.0,3,1.7150000000000003,53724,4,10,1.0,253.0980472162183,False,0.12724083194356756,5,4.345000000000001,34684,459,0,0.0,4589.999999999999,False,-0.2259273214435234,0,0.2,67437,23,184,1.0,3794.3109336569496,False,-0.012699634511028953,0,4.3130000000000015,46871,605,0,0.0,12892.431856581208,False,-0.2407766934142539,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,9.952000000000002,44115,688,0,0.0,12354.780285005638,False,-0.47361512468205086,0,1.2080000000000002,149796,0,30,0.5,1620.000000000001,False,0.04854733939972012,10,3.7290000000000014,109919,799,0,0.0,23414.610880995264,False,-0.15321475259517223,0.3125,602617,0.0,0.0,9,0,0,9,7,6.214285714285714,16,25,12,159.0,39.0,10,3,12,564,1.2753476733341813,86.23906231764704
45,12,0,0,0,10.0,20,10.0,20.74599307098033,10,9.5,17.957529484019823,0,,29.45249966796704,19,30.894736842105264,54.00000000000002,12,54.0,0,1.7120000000000004,53699,1,15,1.0,321.18989606470495,False,0.12743018814435975,5,4.390000000000001,34494,472,0,0.0,4720.0,False,-0.22854391693879259,0,0.2,67342,23,194,1.0,3960.9185605323933,False,-0.012866185169791905,0,4.313000000000001,46871,605,0,0.0,12551.3258079431,False,-0.24320532418233207,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,19,10.137000000000002,43677,688,0,0.0,12354.780285005638,False,-0.47819944797104114,0,1.2080000000000002,149696,0,35,0.5,1890.0000000000007,False,0.04879101599214665,12,3.8390000000000013,109164,813,0,0.0,23944.882230057203,False,-0.15662528029750403,0.3125,601014,0.0,0.0,10,0,0,6,9,9.0,18,24,10,125.0,42.0,8,4,10,245,1.2337298719212413,87.47279218956828
46,10,0,0,0,10.0,20,10.0,21.32203184948685,23,26.043478260869566,18.089672207748293,1,36.0,29.202675236538,5,20.0,54.00000000000003,12,54.0,8,1.7920000000000003,54042,0,9,0.9,191.89828664538166,False,0.13325691081224764,0,4.385000000000001,34374,484,0,0.0,4840.0,False,-0.2297998827765218,0,0.2,67378,13,203,1.0,3949.3898722162326,False,-0.012435637283796307,0,4.313000000000001,46272,628,0,0.0,13390.236001477742,False,-0.24576199697065376,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,10.168000000000003,43521,689,0,0.0,12463.784151138574,False,-0.47926177662864583,0,1.2080000000000002,149596,0,40,0.5,2160.000000000001,False,0.049034692584573186,12,3.9470000000000014,108893,813,0,0.0,23741.774967305395,False,-0.15921906885149864,0.3,600147,0.0,0.0,11,0,0,4,7,6.8,18,22,14,87.0,42.0,6,4,14,575,1.125510010868311,88.59830220043659
47,14,0,0,0,10.0,20,10.0,20.91033781421877,7,9.714285714285714,18.234245607643082,1,36.0,29.284989594732664,21,29.952380952380953,54.00000000000002,11,54.0,0,1.7840000000000007,53922,2,19,1.0,417.29641847015665,False,0.13310408208228833,7,4.455000000000001,34198,492,0,0.0,4920.0,False,-0.2326467386753747,0,0.2,67346,10,212,1.0,4074.763446962521,False,-0.011998665401969932,0,4.313000000000001,46272,628,0,0.0,13131.692147329388,False,-0.24760279563602233,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,21,10.373000000000001,42897,690,0,0.0,12581.629469273726,False,-0.48517615382982676,0,1.2080000000000002,149496,0,45,0.5,2430.000000000001,False,0.049278369176999716,11,4.045000000000001,108147,829,0,0.0,24277.25637403338,False,-0.16254880015722928,0.3125,598349,0.0,0.0,9,0,0,8,10,10.0,18,26,16,159.0,60.0,9,5,16,236,1.2079793978482485,89.80628159828484
48,16,0,0,0,10.0,20,10.0,21.25918446079974,31,23.258064516129032,18.234245607643082,0,,28.966453126008826,5,18.0,54.00000000000002,9,54.0,7,1.8540000000000003,54404,0,6,0.6,127.55510676479844,False,0.1401611310680399,5,4.498000000000001,33973,508,0,0.0,5080.0,False,-0.23568198944988697,0,0.2,67301,5,222,1.0,4154.298447200763,False,-0.012073174841221439,0,4.3130000000000015,45596,654,0,0.0,13903.50663736303,False,-0.25173364112036123,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,10.402000000000001,42767,690,0,0.0,12581.629469273726,False,-0.4865367977283855,0,1.2080000000000002,149406,0,50,0.5,2700.000000000001,False,0.049591667652976686,9,4.1240000000000006,107973,829,0,0.0,24013.18964146132,False,-0.16467946209624065,0.2625,597491,0.0,0.0,8,0,0,11,7,6.538461538461538,18,29,9,195.0,24.0,13,3,9,538,1.355674491263926,91.16195608954877
49,9,0,0,0,10.0,20,10.0,20.796149633773307,15,15.0,18.392169629713884,1,36.0,28.632972819131528,5,18.0,54.00000000000003,14,54.0,4,1.8870000000000002,54406,0,9,0.9,187.16534670395976,False,0.14082690013715102,5,4.543,33798,519,0,0.0,5190.0,False,-0.2381939211253454,0,0.2,67166,8,231,1.0,4414.960381534093,False,-0.01213966065606687,0,4.313000000000001,45542,656,0,0.0,13642.27415975529,False,-0.2543625284100241,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,10.447000000000001,42601,691,0,0.0,12708.989214132294,False,-0.4876077304766844,0,1.2080000000000002,149316,0,55,0.5,2970.0000000000014,False,0.049904966128953655,14,4.255000000000001,107621,829,0,0.0,23736.734467060036,False,-0.16809251889517018,0.3,596521,0.0,0.0,14,0,0,6,8,7.8,16,22,8,94.0,21.0,7,2,8,371,1.158936527557671,92.32089261710644
50,8,0,0,0,10.0,20,10.0,21.131446012106302,29,23.24137931034483,18.392169629713884,0,,28.28544886440831,5,18.0,54.00000000000004,12,54.0,15,2.0330000000000004,54614,0,6,0.6,126.78867607263781,False,0.14454898974370592,5,4.588000000000001,33598,533,0,0.0,5330.0,False,-0.24091518044042534,0,0.2,67116,3,241,1.0,4495.907218797365,False,-0.012275316700386145,0,4.313000000000001,44918,680,0,0.0,14369.383288232286,False,-0.25807120376902937,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,10.492,42471,691,0,0.0,12708.989214132294,False,-0.4889683743752431,0,1.2080000000000002,149226,0,60,0.5,3240.0000000000027,False,0.050218264604930625,12,4.3610000000000015,107363,829,0,0.0,23448.63710859449,False,-0.17089165752788532,0.2625,595377,0.0,0.0,8,0,0,6,8,7.181818181818182,14,20,11,89.0,21.0,6,2,11,200,1.2398894857615232,93.56078210286796
51,11,0,0,0,10.000000000000002,20,10.0,21.131446012106302,0,,19.754806371563976,8,37.0,28.029127460992587,10,24.5,54.00000000000004,9,54.0,0,2.0180000000000007,54474,4,16,1.0,378.10313619370083,False,0.1442487559259996,0,4.583,33538,539,0,0.0,5390.000000000001,False,-0.24154316335928996,0,0.2,67412,0,236,0.3,4662.1343036890985,False,-0.006876838324202644,0,4.313000000000001,44918,680,0,0.0,14369.383288232286,False,-0.25807120376902937,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,10,10.587000000000002,41935,699,0,0.0,13808.609653723219,False,-0.4888238298267627,0,1.2080000000000002,149136,0,65,0.5,3510.0000000000027,False,0.05053156308090759,9,4.439000000000001,107070,834,0,0.0,23376.292302467817,False,-0.17318341779929472,0.225,594554,0.0,0.0,8,0,0,8,4,4.0,17,25,12,143.0,36.0,9,2,12,496,1.2872348502278328,94.8480169530958
