index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,53,0,0,0,10.000000000000002,20,10.0,19.50426804240262,14,2.0,12.642976117488193,32,10.0625,38.45162940860582,5,41.0,38.00000000000001,9,38.0,0,1.316,39260,15,20,1.0,540.0853608480525,False,0.12024379177668906,14,1.7440000000000002,30109,262,0,0.0,2620.0000000000005,False,-0.10961543911355456,27,6.167000000000002,17949.0,230,0,0.0,4485.981649752603,False,-0.5805743254356632,0,0.2,46596,68,153,1.0,3260.6655728590717,False,0.001751750787867874,0,0.2,64841,94,124,1.0,5956.441801711011,False,0.055174348495565906,0,0.263,61436,229,124,1.0,7663.243577571917,False,0.015474955094455841,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8480000000000003,84628,10,11,1.0,802.5162940860582,False,-0.015032861711364573,0.625,431146,0.0,0.0,19,0,0,13,7,7.0,31,44,52,341.0,219.0,24,29,52,812,2.556505653075874,57.89369535725564
27,52,0,0,0,10.000000000000002,20,10.0,19.01430626722218,13,11.923076923076923,12.811670979381722,18,15.222222222222221,38.610705344365705,5,41.2,38.00000000000001,12,38.0,0,1.316,39160,15,30,1.0,720.4291880166654,False,0.1199652731603235,13,1.8600000000000003,29877,272,0,0.0,2720.0000000000005,False,-0.11477314591776008,6,6.200000000000001,17623.0,242,0,0.0,4601.462116667768,False,-0.586146585967889,0,0.2,46857,59,151,1.0,3056.406387652749,False,0.005051788330903896,0,0.2,64695,93,134,1.0,6365.319917227504,False,0.05608358033099039,0,0.263,61514,228,129,1.0,7901.841972722208,False,0.01854466084298388,0,0.2,86327,0,0,0.0,0.0,False,0.0,1,0.8580000000000001,84833,5,10,1.0,573.0535267218286,False,-0.013987202574386712,0.625,430886,0.0,0.0,21,0,0,14,6,6.0,30,44,55,256.0,215.0,21,31,55,1088,2.016365982592106,59.91006133984774
28,55,0,0,0,10.000000000000002,20,10.0,18.857945957463105,26,17.76923076923077,13.600484683328911,41,18.365853658536587,38.610705344365705,0,,38.00000000000001,0,,0,1.3160000000000003,39527,14,19,1.0,498.300973191799,False,0.12721825280119872,5,1.8970000000000005,29677,283,0,0.0,2830.0000000000005,False,-0.11888230793209964,18,6.374,17162.0,242,0,0.0,4563.622921706072,False,-0.5961154197820399,0,0.2,46959,75,138,1.0,3291.2128331091226,False,0.009609206442494314,0,0.2,64110,111,144,1.0,7069.5953694381715,False,0.052460561740063284,0,0.263,61346,231,139,1.0,8508.600004715812,False,0.02065097322916167,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,84833,0,15,0.5,570.0000000000001,False,-0.014004888389495755,0.5625,429941,0.0,0.0,15,0,0,19,6,6.0,23,42,50,295.0,201.0,23,32,50,1221,1.9814603440463543,61.8915216838941
29,50,0,0,0,10.000000000000002,20,10.0,19.64232209132969,20,26.95,13.704337080586338,27,14.703703703703704,38.79382567617438,6,41.166666666666664,38.00000000000001,0,,0,1.316,39897,18,12,1.0,415.7078650959563,False,0.13653339565698358,3,1.9220000000000004,29587,289,0,0.0,2890.0000000000005,False,-0.12058265083458497,22,6.576000000000001,16111.0,259,0,0.0,5087.361421654389,False,-0.6125071515344773,0,0.2,47050,68,143,1.0,3295.398104734265,False,0.011542915798411654,0,0.2,63773,119,154,1.0,7605.065266720629,False,0.051382892246515884,0,0.263,61533,230,143,1.0,8699.514600227794,False,0.02504562258045984,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,84586,0,21,0.6,798.0000000000001,False,-0.015545541950953931,0.575,428864,0.0,0.0,14,0,0,16,7,7.0,23,39,52,188.0,197.0,19,31,52,1077,1.9388165455311537,63.83033822942525
30,52,0,0,0,10.000000000000002,20,10.0,20.280293923344182,34,23.764705882352942,13.775034438686152,10,15.6,39.05549400114627,5,43.0,38.00000000000001,0,,19,1.5060000000000004,40223,16,10,1.0,362.80293923344186,False,0.14502228780051354,3,1.9490000000000007,29420,301,0,0.0,3010.0000000000005,False,-0.12361492901068383,6,6.614000000000001,15535.0,273,0,0.0,5536.520241072962,False,-0.6198068189826662,0,0.2,46790,78,149,1.0,3634.343057385083,False,0.009662488652165244,0,0.2,63693,113,164,1.0,7961.679907759524,False,0.05291241973892253,0,0.263,61672,226,148,1.0,8893.370895312719,False,0.028716341973400346,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.857,84371,0,26,0.5,988.0000000000002,False,-0.016935605314675594,0.5625,428031,0.0,0.0,17,0,0,15,7,7.0,28,43,62,271.0,210.0,21,31,62,931,2.0454890048131347,65.87582723423839
31,62,0,0,0,10.000000000000002,20,10.0,19.65525968833672,7,2.0,14.586001813681902,79,17.063291139240505,39.05549400114627,0,,38.00000000000001,0,,0,1.487,40153,13,20,1.0,523.1051937667344,False,0.14530996108718133,7,2.0160000000000005,29163,314,0,0.0,3140.0000000000005,False,-0.12905602629863688,60,7.208000000000001,12704.0,275,0,0.0,5405.196414292598,False,-0.67997594185646,0,0.2,47483,73,140,1.0,3476.8742111640468,False,0.02242194145615103,0,0.2,63180,139,174,1.0,8823.110208301236,False,0.051632179984606466,0,0.263,60837,259,158,1.0,9948.542521924723,False,0.023933397553597247,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,84371,0,26,0.0,988.0000000000002,False,-0.016935605314675594,0.5,424218,0.0,0.0,11,0,0,18,11,11.0,30,48,50,322.0,186.0,27,35,50,903,2.111692415550351,67.98751964978874
32,50,0,0,0,10.000000000000002,20,10.0,19.65525968833672,0,,14.357300967591685,25,11.72,39.29166397041132,10,41.0,38.00000000000001,0,,0,1.487,40043,14,30,1.0,729.6577906501016,False,0.14511941778346282,0,2.0090000000000003,29073,323,0,0.0,3230.0000000000005,False,-0.13033128347550088,25,7.3980000000000015,11998.0,275,0,0.0,5405.196414292598,False,-0.6946408913807839,0,0.2,47483,63,150,1.0,3391.876505503966,False,0.02153916024992698,0,0.2,63454,139,174,1.0,8832.414365346815,False,0.055967625327484366,0,0.263,60680,264,168,1.0,10391.327002473306,False,0.024935252769228852,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,83961,0,36,1.0,1368.0000000000002,False,-0.019484054814831977,0.625,423019,0.0,0.0,13,0,0,8,6,6.0,28,36,51,175.0,166.0,16,34,51,610,1.6666261740028858,69.65414582379162
33,51,0,0,0,10.000000000000002,20,10.0,20.24623043242016,37,23.18918918918919,14.267635912714312,16,12.6875,39.65474758635921,20,41.0,38.00000000000001,0,,7,1.5570000000000004,40618,18,10,1.0,382.4623043242016,False,0.156494775757704,0,2.0090000000000003,29013,329,0,0.0,3290.0000000000005,False,-0.13118145492674357,11,7.483000000000002,11259.0,289,0,0.0,5851.160594969426,False,-0.7053595551185095,0,0.2,47193,76,155,1.0,3750.1970793346504,False,0.019236810678146476,0,0.2,63874,141,169,1.0,8713.389005787423,False,0.0615763151384519,0,0.263,60877,258,173,1.0,10541.321397920436,False,0.029167157266040408,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,83141,10,46,1.0,2144.5474758635924,False,-0.024485111981977843,0.625,422302,0.0,0.0,17,0,0,20,7,6.4,24,44,55,294.0,170.0,23,28,55,1913,1.8834517719224095,71.53759759571403
34,55,0,0,0,10.000000000000002,20,10.0,20.165051941954623,1,4.0,15.18852343354553,48,20.333333333333332,39.94743878388091,15,41.6,38.00000000000001,0,,0,1.5500000000000003,40498,20,20,1.0,603.3010388390925,False,0.15622326974295203,1,2.0190000000000006,28918,337,0,0.0,3370.0000000000005,False,-0.1327401025873551,30,7.772000000000002,10366.0,289,0,0.0,5827.700011224886,False,-0.7241525070497186,0,0.2,47821,67,147,1.0,3583.7714248421526,False,0.030553066187966375,0,0.2,63686,150,169,1.0,9029.395669507703,False,0.061109607996419235,0,0.263,60713,277,178,1.0,11317.865094622914,False,0.032656520581137626,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,82517,15,56,1.0,2727.2115817582144,False,-0.02833869136099816,0.625,420846,0.0,0.0,17,0,0,20,9,9.0,28,48,53,261.0,191.0,24,31,53,1456,1.822090094909072,73.3596876906231
35,53,0,0,0,10.0,20,10.0,19.820310734501977,44,18.40909090909091,14.901432257888134,64,13.625,39.941459388397355,25,39.92,38.00000000000001,13,38.0,0,1.5500000000000003,40885,22,10,1.0,418.20310734501976,False,0.16456773184664353,24,2.2580000000000005,28632,345,0,0.0,3450.0,False,-0.139711508487545,63,8.372000000000002,7573.0,290,0,0.0,5747.890113005573,False,-0.7829972777096342,0,0.2,47079,100,156,1.0,4306.654505680746,False,0.022648150322802874,0,0.2,63405,190,166,1.0,9461.554387472706,False,0.0600995315877018,0,0.263,61120,281,176,1.0,11216.9993168245,False,0.03820421729827854,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,82013,30,53,1.0,3212.2437816519214,False,-0.031367684608222667,0.625,417034,0.0,0.0,23,0,0,25,8,8.0,23,48,49,296.0,141.0,26,27,49,2235,1.986381427384913,75.34606911800802
36,49,0,0,0,10.0,20,10.0,19.362880893672738,9,9.11111111111111,15.194043625031776,32,18.0625,39.941459388397355,0,,38.00000000000001,6,38.0,0,1.5500000000000003,40775,23,20,1.0,617.2576178734548,False,0.1642709442269598,9,2.3240000000000007,28445,354,0,0.0,3540.0,False,-0.14373565335676028,31,8.619000000000002,6738.0,298,0,0.0,5770.138506314476,False,-0.8001107296506742,0,0.2,47113,91,165,1.0,4269.039359454462,False,0.02296372563930101,0,0.2,62879,209,176,1.0,10205.251969989575,False,0.0577011495494964,0,0.263,61068,274,186,1.0,11592.279399500614,False,0.04031459088186802,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,82241,20,57,1.0,2964.8291877679476,False,-0.030159572394685565,0.625,415586,0.0,0.0,13,0,0,20,8,8.0,23,43,39,230.0,156.0,22,27,39,464,1.811116018332541,77.15718513634056
37,39,0,0,0,10.0,20,10.0,19.873335904199152,30,23.1,15.13904216290903,8,13.0,39.011241866642465,4,15.0,38.00000000000001,5,38.0,1,1.5600000000000003,41252,23,10,1.0,428.73335904199155,False,0.17511737125629817,9,2.4050000000000007,28264,364,0,0.0,3640.0,False,-0.14744806869385327,6,8.648,5986.0,319,0,0.0,6339.59415343953,False,-0.8098168527123973,0,0.2,47088,90,173,1.0,4407.654525561185,False,0.02388407757842617,0,0.2,62877,205,182,1.0,10203.549663125279,False,0.057656789500453345,0,0.263,61026,266,196,1.0,11673.188621195724,False,0.04029054673965531,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,82371,14,62,1.0,2902.157386132995,False,-0.02901666114811715,0.625,415191,0.0,0.0,16,0,0,23,7,6.1,17,40,35,250.0,126.0,19,20,35,808,2.410673627629876,79.56785876397043
38,35,0,0,0,10.0,20,10.0,19.665931835261226,3,6.0,14.962132587199543,5,4.8,39.011241866642465,0,,38.00000000000001,0,,0,1.5590000000000004,41172,21,20,1.0,603.3186367052245,False,0.17532403770092705,3,2.426000000000001,28103,376,0,0.0,3760.0,False,-0.15031031257970356,4,8.682,5880.0,320,0,0.0,6293.098187283593,False,-0.8125015767180053,0,0.2,47084,82,182,1.0,4335.714541361737,False,0.023053825571868015,0,0.2,62865,196,192,1.0,10422.736425486464,False,0.05917520907291127,0,0.263,61014,260,206,1.0,11926.470297200229,False,0.04207420143139597,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.857,82371,4,72,1.0,2892.04496746657,False,-0.029075231576062194,0.625,414816,0.0,0.0,12,0,0,14,3,3.0,20,34,30,189.0,123.0,14,21,30,212,1.6422335430979729,81.21009230706841
39,30,0,0,0,10.0,20,10.0,19.95209696269218,56,20.875,15.920790965765175,52,20.76923076923077,39.11903590551396,5,41.2,38.00000000000001,0,,14,1.6990000000000003,41883,17,10,1.0,369.5209696269218,False,0.19216029939675966,22,2.6430000000000007,27677,390,0,0.0,3900.0,False,-0.16039901380111657,36,9.038,3711.0,376,0,0.0,7501.98845797226,False,-0.8450003275936577,0,0.2,47676,72,176,1.0,4238.610191288508,False,0.03434226030585046,0,0.2,62796,189,202,1.0,10911.074745443439,False,0.06190060169467308,0,0.263,60209,299,211,1.0,13014.433074827233,False,0.03801310873016078,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,82165,0,81,0.9,3078.0000000000005,False,-0.030384468358682682,0.6125,412444,0.0,0.0,16,0,0,12,5,4.823529411764706,21,33,41,120.0,78.0,13,17,41,1542,1.5812225015833974,82.7913148086518
40,41,0,0,0,9.999999999999998,20,10.0,19.62455791492556,6,8.0,15.768586810002445,8,10.375,39.33738766780182,12,41.0,38.00000000000001,0,,0,1.6850000000000003,41793,16,20,1.0,552.4911582985112,False,0.19220238555698285,6,2.681000000000001,27501,401,0,0.0,4009.999999999999,False,-0.163828038654462,7,9.072000000000001,3539.0,376,0,0.0,7378.83377601201,False,-0.8498521688337418,0,0.2,47664,68,185,1.0,4251.658498065391,False,0.034228516659729404,0,0.2,63249,184,200,1.0,10768.897506600813,False,0.06784262059185683,0,0.263,60165,292,221,1.0,13297.990023104916,False,0.03953440809597273,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,81673,2,91,1.0,3536.674775335604,False,-0.033427115645536055,0.625,411911,0.0,0.0,14,0,0,17,4,4.0,18,35,51,155.0,162.0,15,26,51,728,1.9750712653622031,84.76638607401401
41,51,0,0,0,9.999999999999998,20,10.0,19.093911543825453,6,1.6666666666666667,16.845638639618517,36,24.694444444444443,39.64356367016705,21,41.0,38.00000000000001,13,38.0,0,1.6850000000000003,41713,14,30,1.0,712.8173463147635,False,0.1922070074859689,6,2.7350000000000008,27269,413,0,0.0,4129.999999999999,False,-0.16870235497491995,17,9.235000000000001,3172.0,376,0,0.0,7179.3107404783705,False,-0.8595476845532137,0,0.2,48357,64,176,1.0,4186.842739377688,False,0.04795025901892001,0,0.2,62610,206,204,1.0,11557.488548475492,False,0.06403535348027549,0,0.263,60776,286,216,1.0,13380.862403686979,False,0.049685423145698605,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,81306,13,88,1.0,3859.3663277121723,False,-0.035809385663163516,0.625,411530,0.0,0.0,22,0,0,22,4,4.0,22,44,54,301.0,206.0,23,28,54,2258,2.080395646393299,86.84678172040731
42,54,0,0,0,9.999999999999998,20,10.0,19.217172499004473,16,20.625,15.576824689750726,48,8.479166666666666,40.01719613705455,38,41.026315789473685,38.000000000000014,7,38.0,0,1.6850000000000003,41847,13,33,1.0,764.1666924671476,False,0.19673203577049828,9,2.8190000000000004,27087,424,0,0.0,4239.999999999999,False,-0.1723014141185139,47,9.688,965.0,383,0,0.0,7360.177067118713,False,-0.9035127636251225,0,0.2,48287,63,185,1.0,4092.3944350411666,False,0.04551529262433179,0,0.2,63273,221,192,1.0,11125.779914749382,False,0.07099232893088372,0,0.263,61265,299,210,1.0,13061.081771016921,False,0.054805919834276726,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,80013,41,91,1.0,5098.705041619238,False,-0.04360915448458043,0.625,409064,0.0,0.0,21,0,0,26,8,8.0,27,53,50,421.0,200.0,30,24,50,2285,2.2115289820358157,89.05831070244312
43,50,0,0,0,9.999999999999998,20,10.0,18.602869331913062,28,14.678571428571429,15.35176302303584,6,4.666666666666667,40.01719613705455,0,,38.000000000000014,10,38.0,0,1.6850000000000003,42031,11,27,1.0,612.2774719616526,False,0.19979422268769884,12,2.9300000000000006,26859,436,0,0.0,4359.999999999999,False,-0.17706237424547283,6,9.701,624.0,397,0,0.0,7385.339124769485,False,-0.9103346441281056,0,0.2,48063,67,195,1.0,4239.986034730164,False,0.042395268525717233,0,0.2,63273,211,202,1.0,11322.695617545582,False,0.0725241984779423,0,0.263,61237,295,220,1.0,13332.553241947575,False,0.05648214057183871,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,80393,31,91,1.0,4698.533080248692,False,-0.041525055427336255,0.625,408807,0.0,0.0,17,0,0,17,4,4.0,25,42,47,308.0,201.0,23,27,47,844,1.8898417800664902,90.94815248250961
44,47,0,0,0,9.999999999999998,20,10.0,18.433174474933733,36,17.555555555555557,14.47444720596549,33,7.515151515151516,40.05454563299026,5,41.0,38.000000000000014,8,38.0,3,1.7150000000000003,42509,9,10,1.0,274.3317447493373,False,0.20855175765507597,6,2.978,26638,448,0,0.0,4479.999999999999,False,-0.18162496103380849,33,10.025,-311.0,397,0,0.0,7317.970266548692,False,-0.9304560439268341,0,0.2,47431,93,205,1.0,4681.5469033917625,False,0.03385346374674673,0,0.2,63450,206,207,1.0,11273.027070457876,False,0.0748916891265218,0,0.263,61017,313,230,1.0,13743.047471054957,False,0.05625260584580575,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,80492,26,93,1.0,4575.418186457748,False,-0.041091326083046206,0.625,407553,0.0,0.0,17,0,0,21,7,6.6,21,42,45,243.0,201.0,20,27,45,1284,1.952030067332089,92.9001825498417
45,45,0,0,0,10.0,20,10.0,17.504986646745248,21,8.666666666666666,14.065448263812964,23,9.347826086956522,40.05454563299026,0,,38.00000000000001,11,38.0,0,1.7120000000000002,42419,8,20,1.0,430.099732934905,False,0.20820840157756262,21,3.182000000000001,26201,459,0,0.0,4590.0,False,-0.19245047751296512,22,10.212000000000002,-1770.0,409,0,0.0,7159.539538518807,False,-0.9624076737721864,0,0.2,47453,92,214,1.0,4620.4646999565375,False,0.03367604897964906,0,0.2,63352,209,217,1.0,11631.515089495797,False,0.07615573483030048,0,0.263,60900,313,240,1.0,14015.57625849112,False,0.05655233347199534,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,80910,16,92,1.0,4136.872730127845,False,-0.03878929691679396,0.625,405792,0.0,0.0,19,0,0,15,9,11.994047619047619,24,39,37,232.0,156.0,18,27,37,654,1.8785466505214572,94.77872920036316
46,37,0,0,0,10.0,20,10.0,17.82892718629046,20,21.05,13.941849520207409,16,11.9375,40.173880117437506,5,43.0,38.0,10,38.0,0,1.7120000000000004,42690,9,16,1.0,375.26283498064737,False,0.21511127093519777,6,3.2210000000000005,26029,468,0,0.0,4680.0,False,-0.19604953665655908,14,10.330000000000002,-11377.0,423,0,0.0,7541.636199800865,False,-1.1579947218665525,0,0.2,47485,88,222,1.0,4664.036185879605,False,0.034793280149138066,0,0.2,63412,214,222,1.0,11902.157183395511,False,0.07919466325980991,0,0.263,60864,304,250,1.0,14281.79228350243,False,0.05806320137151243,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.857,81075,11,92,1.0,3937.9126812918125,False,-0.038030322603056915,0.625,396505,0.0,0.0,20,0,0,11,8,179.34444444444446,24,35,41,135.0,96.0,13,24,41,867,1.5423277728259563,96.32105697318912
47,41,0,0,0,10.0,20,10.0,17.957566129653507,8,21.125,14.109060295394196,5,22.4,38.48252090480965,8,15.0,38.0,13,38.0,0,1.7120000000000002,42740,10,21,1.0,477.10888872272363,False,0.21797133347582287,3,3.2450000000000006,25891,477,0,0.0,4770.0,False,-0.19868506815541134,4,10.356000000000003,-27424.0,428,0,0.0,7685.8383034917015,False,-1.4898234566128152,0,0.2,47512,81,231,1.0,4713.755784737993,False,0.03587050584456394,0,0.2,63360,209,228,1.0,11722.808368033986,False,0.07699040318667241,0,0.263,60924,294,256,1.0,13999.589078477162,False,0.0568013713260403,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,81449,9,89,1.0,3728.342688143287,False,-0.03491177332617094,0.625,380779,0.0,0.0,18,0,0,11,3,79.79375,27,38,38,187.0,115.0,16,25,38,850,1.614693459123373,97.93575043231249
48,38,0,0,1,10.0,20,10.0,15.348281304028884,47,5.1063829787234045,14.109060295394196,0,,37.851486970572886,16,33.625,38.0,7,38.0,0,1.7120000000000002,42640,10,31,1.0,575.7967204248954,False,0.21653578825665118,47,3.7120000000000006,24814,487,0,0.0,4870.0,False,-0.2277892708362853,0,10.352000000000002,-34372.555555555555,428,0,0.0,6569.064398124362,True,-1.6457567894248966,0,0.2,47272,118,241,1.0,5211.38072506541,False,0.03605355744532224,0,0.2,63435,199,233,1.0,11627.099462926928,False,0.07741275078903226,0,0.263,61387,284,255,1.0,13659.102301388039,False,0.061356263916326044,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,81177,15,92,1.0,4063.7723045585935,False,-0.036119798530247764,0.625,407052,0.0,0.1,16,0,0,12,6,331.01751517403693,27,39,35,187.0,132.0,16,22,35,1004,1.6729530524462461,99.60870348475873
49,35,0,0,0,10.0,20,10.0,14.795518993571376,9,2.0,16.695839572649394,29,37.0,38.23420951010773,11,42.09090909090909,38.0,10,38.0,0,1.7120000000000002,42570,7,41,1.0,676.6162787364264,False,0.21598062004047425,9,3.755000000000001,24515,500,0,0.0,5000.0,False,-0.23442060815597812,0,10.352000000000002,-34372.555555555555,428,0,0.0,6332.4821292485485,True,-1.6482139190505438,0,0.2,48327,117,222,1.0,5437.5521073760165,False,0.060316896964978786,0,0.2,63693,189,237,1.0,12217.021333126268,False,0.08601606687976494,0,0.263,60519,303,260,1.0,14999.733863140777,False,0.05828056775894058,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,81094,16,92,1.0,4107.747352161724,False,-0.036826558596025946,0.625,407045,0.0,0.1,16,0,0,14,8,8.0,18,32,24,168.0,125.0,13,22,24,2116,1.5987750552594662,101.2074785400182
50,24,0,0,0,10.0,20,10.0,14.451664977711156,5,1.0,17.608983293511592,33,24.0,38.60542015951921,17,41.0,38.0,9,38.0,0,1.7120000000000002,42420,12,51,1.0,857.0349138632689,False,0.21428620899854442,5,3.796000000000001,24375,505,0,0.0,5050.0,False,-0.237679598719075,0,10.352000000000002,-34372.555555555555,428,0,0.0,6185.312610460374,True,-1.6497424130764273,0,0.2,49114,112,199,1.0,5122.774152912456,False,0.0733951035780863,0,0.2,63898,179,242,1.0,12494.519688142223,False,0.09136433407606795,0,0.263,60219,326,258,1.0,15700.726954840735,False,0.05906622496881066,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,80739,23,93,1.0,4421.924663668942,False,-0.03911913617020785,0.625,407092,0.0,0.1,20,0,0,14,5,1233.1412659299083,20,34,33,184.0,111.0,12,12,33,2031,2.373267775401473,103.58074631541967
51,33,0,0,0,10.000000000000002,20,10.0,12.03349626951519,77,6.363636363636363,17.608983293511592,0,,38.83348230406392,12,41.0,38.0,9,38.0,0,1.7120000000000002,42705,11,46,1.0,663.5408283976988,False,0.2196211186612308,62,4.411000000000001,22518,516,0,0.0,5160.000000000001,False,-0.28874656389038456,0,10.352000000000002,-34372.555555555555,428,0,0.0,5150.336403352501,True,-1.6604916155099354,0,0.2,48624,179,209,1.0,5834.273340587142,False,0.07060646982455175,0,0.2,63898,169,252,1.0,12761.955717227567,False,0.09344480355069444,0,0.263,60711,316,256,1.0,15505.810190590026,False,0.06520475308908905,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,80589,25,94,1.0,4542.837057601598,False,-0.04015639917058625,0.625,405372,0.0,0.1,19,0,0,18,5,184.02372685185185,21,39,39,267.0,157.0,16,17,39,1409,1.767406770028174,105.34815308544785
52,39,0,0,0,10.000000000000002,20,10.0,11.4316654423545,22,5.090909090909092,17.608983293511592,0,,38.96775212120413,7,41.142857142857146,38.0,9,38.0,0,1.7120000000000002,42650,11,51,1.0,693.0149375600795,False,0.21848010510329688,17,4.519000000000001,22063,526,0,0.0,5260.000000000001,False,-0.3002238784821606,0,10.352000000000002,-34372.555555555555,428,0,0.0,4892.752809327726,True,-1.663166863671881,0,0.2,48512,191,219,1.0,6039.815440768748,False,0.07041476715517381,0,0.2,64144,159,256,1.0,12775.5728866966,False,0.09737815946584576,0,0.263,60753,306,265,1.0,15714.803199933642,False,0.06748403839818927,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,80643,22,95,1.0,4467.290546666491,False,-0.03996843081152779,0.625,405092,0.0,0.1,17,0,0,18,8,105.64930555555556,19,37,40,270.0,199.0,17,22,40,875,1.7985197426751256,107.14667282812297
53,40,0,0,0,10.000000000000002,20,10.0,11.484340033448339,2,17.5,17.686072552964394,1,36.0,38.96775212120413,0,,37.99999999999999,12,38.0,0,1.7120000000000002,42584,10,60,1.0,789.0604020069003,False,0.21797064644213024,1,4.512000000000001,21945,537,0,0.0,5370.000000000001,False,-0.3020092385297702,0,10.352,-34372.555555555555,428,0,0.0,4915.297534315889,True,-1.6629327154750033,0,0.2,48513,183,228,1.0,6134.058768196928,False,0.07141434473221858,0,0.2,64108,150,266,1.0,13018.332947184957,False,0.09870655599695807,0,0.263,60753,296,275,1.0,15951.209309008596,False,0.06932311630862557,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,81099,12,93,1.0,4001.613025454449,False,-0.03738336195249195,0.625,405329,0.0,0.1,18,0,0,16,1,1.0,19,35,36,211.0,183.0,14,26,36,716,1.6934600286185741,108.84013285674155
