index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,36,0,0,0,10.000000000000002,20,10.0,42.04384094395027,30,40.46666666666667,4.41335384362771,7,1.5714285714285714,51.97906239984327,2,61.0,56.99999999999999,11,57.0,0,0.7310000000000001,37614,4,23,1.0,1007.0083417108563,False,0.31055541244130747,0,0.2,26365,272,0,0.0,2720.0000000000005,False,-0.04675949802303593,4,1.5900000000000003,36491,181,0,0.0,7609.935210854999,False,-0.19888732394776348,3,2.0300000000000002,36645.0,119,0,0.0,5003.217072330082,False,-0.2217374048476135,0,0.2,65991,0,133,0.3,6913.215299179155,False,0.08244657953161855,0,0.2,65630,0,129,0.4,6705.299049579782,False,0.07519950005907113,0,0.2,83833,0,0,0.0,0.0,False,0.0,9,1.487,81903,0,2,0.2,113.99999999999999,False,-0.02234203714527692,0.2375,434472,0.0,0.0,19,0,0,9,7,7.0,23,32,41,157.0,99.0,10,26,41,1650,1.4583625355735421,47.659274727106094
27,41,0,0,0,10.000000000000002,20,10.0,42.50657213356935,17,45.705882352941174,4.357843575471847,17,4.0,52.492541126963914,2,61.0,56.999999999999986,12,57.0,0,0.7310000000000001,38311,2,16,1.0,700.1051541371096,False,0.32924368496023915,0,0.2,26245,284,0,0.0,2840.0000000000005,False,-0.04882241705346398,5,1.6360000000000001,35575,197,0,0.0,8373.794710313161,False,-0.20950502276030658,12,2.1470000000000007,36124.0,120,0,0.0,5100.788656028322,False,-0.23112536127208427,0,0.2,65959,2,143,1.0,7515.149068306783,False,0.08663883746615217,0,0.2,65716,0,132,0.5,6929.015428759237,False,0.07828342084197797,0,0.2,83833,0,0,0.0,0.0,False,0.0,10,1.5780000000000003,81673,0,2,0.2,113.99999999999997,False,-0.025085586821418773,0.3375,433436,0.0,0.0,15,0,0,10,11,10.5,28,38,42,206.0,89.0,15,26,42,1156,1.5250731837004423,49.18434791080654
28,42,0,0,0,10.000000000000002,20,10.0,42.762149454216065,25,44.0,4.231469077528001,19,3.473684210526316,53.05807581849561,2,62.0,56.999999999999986,10,57.0,9,0.8210000000000002,39079,0,10,1.0,427.62149454216063,False,0.35096478415922583,0,0.2,26125,296,0,0.0,2960.0000000000005,False,-0.05088533608389204,4,1.6710000000000003,35042,206,0,0.0,8809.00278756851,False,-0.21577532020309637,15,2.285000000000001,34766.0,136,0,0.0,5815.652325773385,False,-0.2510173725072229,0,0.2,66038,7,151,1.0,8041.3897321355325,False,0.09197130312771219,0,0.2,65695,0,136,0.4,7215.898311315403,False,0.08019185691040397,0,0.2,83833,0,0,0.0,0.0,False,0.0,8,1.6480000000000004,81512,0,2,0.2,113.99999999999997,False,-0.02700607159471807,0.32499999999999996,432090,0.0,0.0,16,0,0,10,11,10.5625,26,36,43,190.0,100.0,14,28,43,834,1.42834641225636,50.6126943230629
29,43,0,0,0,10.000000000000002,20,10.0,42.81207347239958,3,45.0,4.168727997943369,3,1.6666666666666667,54.01450054784551,4,61.25,56.99999999999999,13,57.0,0,0.812,39104,1,17,1.0,737.8052490307929,False,0.3571567001724392,0,0.2,26035,305,0,0.0,3050.0000000000005,False,-0.05243252535671308,3,1.6970000000000005,34929,206,0,0.0,8819.287135314315,False,-0.21791961098097104,0,2.270000000000001,34631.0,139,0,0.0,5950.878212663542,False,-0.25235707542083946,0,0.2,66160,0,156,0.7,8426.262085463899,False,0.09687226912827636,0,0.2,65813,0,137,0.3,7399.986575054834,False,0.08346571413584292,0,0.2,83833,0,0,0.0,0.0,False,0.0,11,1.7500000000000002,81126,0,4,0.4,227.99999999999997,False,-0.0309305404792862,0.3,431631,0.0,0.0,15,0,0,11,9,8.333333333333334,28,39,46,153.0,112.0,12,31,46,580,1.468587253242731,52.08128157630563
30,46,0,0,0,10.000000000000002,20,10.0,43.067545808913955,16,45.0,4.051592624234537,18,3.3333333333333335,54.50090887197201,2,62.0,56.99999999999999,8,57.0,0,0.812,39754,0,9,0.8,387.6079122802256,False,0.3734847500821767,0,0.2,25905,318,0,0.0,3180.0000000000005,False,-0.05466735430634347,3,1.7240000000000002,34827,206,0,0.0,8871.914436636274,False,-0.21942430977498734,15,2.420000000000001,33251.0,155,0,0.0,6675.469600381663,False,-0.2725897654037608,0,0.2,66124,0,164,0.8,8938.149055003409,False,0.10030042282336904,0,0.2,65913,0,145,1.0,7902.631786435942,False,0.08894161122880957,0,0.2,83833,0,0,0.0,0.0,False,0.0,4,1.7790000000000004,81176,0,2,0.2,113.99999999999999,False,-0.031014039817255735,0.35,430783,0.0,0.0,16,0,0,10,10,10.0,26,36,49,198.0,126.0,14,32,49,1272,1.5632438622415066,53.644525438547134
31,49,0,0,0,10.000000000000002,20,10.0,42.98747490665234,10,42.0,3.90379572367088,20,3.05,55.335348516747004,4,61.5,56.999999999999986,9,57.0,1,0.8220000000000001,40016,3,10,1.0,459.87474906652335,False,0.38373516845567346,0,0.2,25835,325,0,0.0,3250.0000000000005,False,-0.05587072374075984,6,1.7810000000000001,34185,216,0,0.0,9285.294579836906,False,-0.22807858270539857,14,2.545000000000001,32662.0,155,0,0.0,6663.058610531112,False,-0.28442287663487964,0,0.2,66217,6,172,1.0,9541.10271922251,False,0.10644894416302345,0,0.2,66005,0,147,0.4,8134.29623196181,False,0.09218099248699936,0,0.2,83833,0,0,0.0,0.0,False,0.0,7,1.8450000000000002,80918,0,4,0.4,227.99999999999994,False,-0.033411663664666656,0.35,429671,0.0,0.0,14,0,0,9,10,9.1,33,42,39,267.0,122.0,19,30,39,560,1.5672237621620297,55.211749200709164
32,39,0,0,0,10.000000000000002,20,10.0,42.98747490665234,0,,3.609851334678618,26,2.230769230769231,56.19690293319038,5,61.4,56.999999999999986,6,57.0,0,0.8210000000000002,39936,1,20,1.0,869.7494981330467,False,0.3880307632479466,0,0.2,25715,337,0,0.0,3370.0000000000005,False,-0.0579336427711879,17,1.9450000000000003,33393,216,0,0.0,9285.294579836906,False,-0.2438241095443648,9,2.621000000000001,32314.0,155,0,0.0,6663.058610531112,False,-0.291341365700486,0,0.2,66379,7,179,1.0,10084.514584383827,False,0.11320891069222731,0,0.2,66092,5,155,1.0,8728.569211317903,False,0.09816834386450556,0,0.2,83833,0,0,0.0,0.0,False,0.0,2,1.8580000000000003,80817,0,5,0.5,284.99999999999994,False,-0.03427647823649398,0.4375,428479,0.0,0.0,16,0,0,13,8,7.5,21,34,39,178.0,100.0,12,27,39,621,1.3754144459962845,56.58716364670545
33,39,0,0,0,10.000000000000002,20,10.0,43.26691029111019,13,45.84615384615385,3.7687478149246063,18,4.944444444444445,56.93349361365021,5,61.6,56.999999999999986,10,57.0,0,0.8210000000000002,40392,5,17,1.0,785.5374749488733,False,0.40226125966905396,0,0.2,25655,343,0,0.0,3430.0000000000005,False,-0.05896510228640193,12,2.0480000000000005,32782,219,0,0.0,9475.453353753132,False,-0.25408098057899464,6,2.6720000000000006,31651.0,165,0,0.0,7139.040198033182,False,-0.29979085290225466,0,0.2,66482,2,187,1.0,10654.100801382438,False,0.11925325603496405,0,0.2,66208,8,162,1.0,9253.37594793073,False,0.10406633582663685,0,0.2,83833,0,0,0.0,0.0,False,0.0,5,1.9060000000000006,80728,0,5,0.5,284.99999999999994,False,-0.03533811267639235,0.4375,427731,0.0,0.0,20,0,0,8,8,8.0,28,36,35,200.0,89.0,13,26,35,1389,1.4064267659559846,57.99359041266143
34,35,0,0,0,10.000000000000002,20,10.0,43.26691029111019,0,,3.8911382052343595,6,6.666666666666667,57.373011998801516,4,61.0,56.999999999999986,13,57.0,0,0.8210000000000002,40282,6,27,1.0,1228.2065778599751,False,0.40608916241808457,0,0.2,25565,352,0,0.0,3520.0000000000005,False,-0.06051229155922297,0,2.0360000000000005,32782,219,0,0.0,9475.453353753132,False,-0.25408098057899464,6,2.726000000000001,31451.0,165,0,0.0,7139.040198033182,False,-0.30376699604340773,0,0.2,66604,0,187,0.2,10728.753243775884,False,0.12173659749194093,0,0.2,66290,4,170,1.0,9768.976592617195,False,0.1093626406108139,0,0.2,83833,0,0,0.0,0.0,False,0.0,8,1.9810000000000003,80624,0,4,0.4,227.99999999999994,False,-0.036918635859387115,0.325,427431,0.0,0.0,16,0,0,6,5,5.0,22,28,38,97.0,107.0,6,29,38,729,1.317233663983643,59.310824076645076
35,38,0,0,0,10.0,20,10.0,42.931777820691096,13,39.84615384615385,3.917192071657641,4,4.75,57.84229502488345,4,61.75,56.999999999999986,13,57.0,0,0.8210000000000002,40670,9,24,1.0,1120.3626676965864,False,0.41757542835992056,0,0.2,25495,359,0,0.0,3590.0,False,-0.061715660993639336,3,2.0660000000000003,32208,231,0,0.0,9917.240676579642,False,-0.2611009873103415,1,2.730000000000001,31370.0,166,0,0.0,7126.675118234722,False,-0.3055002473336509,0,0.2,66725,0,186,0.1,10758.666874628321,False,0.12385569122033348,0,0.2,66397,0,175,0.7,10122.401629354603,False,0.11378473167301506,0,0.2,83833,0,0,0.0,0.0,False,0.0,9,2.0630000000000006,80420,0,4,0.4,227.99999999999994,False,-0.03935204513735641,0.275,427118,0.0,0.0,19,0,0,11,8,7.5,28,39,34,189.0,81.0,13,25,34,1079,2.3954103123396635,61.70623438898474
36,34,0,0,0,10.0,20,10.0,43.19539994557687,18,44.94444444444444,4.016502161333769,13,4.923076923076923,58.04791641354607,2,61.5,56.999999999999986,9,57.0,0,0.8210000000000002,41349,12,16,1.0,811.1263991292299,False,0.43560471719321364,0,0.2,25425,366,0,0.0,3660.0,False,-0.0629190304280557,11,2.1730000000000005,31738,232,0,0.0,10021.332787373833,False,-0.2694102108610951,2,2.749000000000001,30541.0,183,0,0.0,7904.758190040567,False,-0.3142469364807101,0,0.2,66713,0,192,0.6,11145.199951400846,False,0.1266810058870354,0,0.2,66468,0,180,0.7,10448.624954438292,False,0.11743371796532236,0,0.2,83833,0,0,0.0,0.0,False,0.0,5,2.104000000000001,80458,0,2,0.2,113.99999999999997,False,-0.039578686197559436,0.3125,426525,0.0,0.0,18,0,0,9,6,6.0,22,31,37,139.0,80.0,10,24,37,1360,1.3509434005245566,63.057177789509296
37,37,0,0,0,10.0,20,10.0,43.76849169975664,47,45.276595744680854,3.8220594196844733,11,1.7272727272727273,58.37574923639387,4,61.0,56.999999999999986,0,,31,1.1310000000000002,42217,12,10,1.0,557.6849169975663,False,0.46109136869516176,0,0.2,25325,376,0,0.0,3760.0,False,-0.06463812962007907,7,2.2320000000000007,31471,232,0,0.0,10154.29007434354,False,-0.2733967189429071,4,2.7870000000000013,28260.0,230,0,0.0,10066.753090944027,False,-0.3381038460144729,0,0.2,66826,0,196,0.6,11441.6468503332,False,0.13075257060953582,0,0.2,66580,0,183,0.5,10682.762110260079,False,0.12100410011424984,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,80214,0,6,0.4,341.9999999999999,False,-0.04112938818842222,0.3125,424726,0.0,0.0,14,0,0,11,7,6.111111111111111,23,34,36,156.0,86.0,11,26,36,444,1.3637865977361798,64.42096438724548
38,36,0,0,0,10.0,20,10.0,43.78292452422555,1,46.0,3.8495453563371633,8,4.25,58.52824464295421,2,61.0,56.999999999999986,0,,0,1.1000000000000003,42163,12,19,1.0,951.8755659602855,False,0.46601126982912655,0,0.2,25225,386,0,0.0,3860.0,False,-0.06635722881210246,4,2.265000000000001,31333,232,0,0.0,10157.638489620327,False,-0.2761069732642115,4,2.823000000000001,28070.0,231,0,0.0,10113.855565096103,False,-0.3414129665497405,0,0.2,66944,0,196,0.2,11471.535950019026,False,0.132824713597829,0,0.2,66550,0,189,0.6,11061.838237518346,False,0.12349074345770097,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,80092,0,8,0.2,455.9999999999999,False,-0.041904739183853616,0.25,424210,0.0,0.0,15,0,0,4,4,4.0,25,29,41,132.0,109.0,9,27,41,368,1.393944094888866,65.81490848213434
39,41,0,0,0,10.0,20,10.0,43.697688917026454,17,43.0,3.7217106545629943,6,1.3333333333333333,58.678158406561806,2,61.0,56.999999999999986,0,,0,1.1,42824,9,12,1.0,614.3722670043175,False,0.4829357446622713,0,0.2,25095,399,0,0.0,3990.0,False,-0.06859205776173286,6,2.3210000000000006,31103,232,0,0.0,10137.863828750138,False,-0.28087610508200656,0,2.819000000000001,27339.0,248,0,0.0,10837.02685142256,False,-0.34875718835564057,0,0.2,66939,0,201,0.5,11794.309839718922,False,0.135262241962958,0,0.2,66669,0,188,0.1,11031.493780433619,False,0.12510905717473741,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,79970,0,10,0.2,569.9999999999999,False,-0.04268009017928501,0.225,423772,0.0,0.0,10,0,0,16,2,2.0,20,36,44,177.0,123.0,12,29,44,1053,1.5611377023160458,67.37604618445039
40,44,0,0,0,9.999999999999998,20,10.0,43.74243053840645,5,45.0,3.8415946001967707,11,5.0,58.85631550762042,2,61.5,56.999999999999986,0,,0,1.1,42919,12,17,1.0,863.6213191529097,False,0.49048687156872806,0,0.2,25025,406,0,0.0,4059.999999999999,False,-0.06979542719614922,3,2.3450000000000006,30989,232,0,0.0,10148.243884910296,False,-0.2830393251996989,8,2.8990000000000005,26829.0,253,0,0.0,11066.834926216832,False,-0.3566119788646438,0,0.2,67026,0,206,0.7,12124.400994569807,False,0.13919075559220845,0,0.2,66650,0,192,0.4,11300.412577463121,False,0.12690866748856813,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,79847,0,12,0.2,683.9999999999998,False,-0.04346736965156919,0.2875,423118,0.0,0.0,15,0,0,15,5,5.0,24,39,38,227.0,116.0,15,29,38,548,1.5285408608615398,68.90458704531193
41,38,0,0,0,9.999999999999998,20,10.0,42.41542124845572,14,30.0,3.891788684552256,12,4.333333333333333,59.062389067299044,2,62.0,56.999999999999986,0,,0,1.1,43269,9,13,1.0,641.4004762299244,False,0.4987003691976952,0,0.2,24895,419,0,0.0,4189.999999999999,False,-0.07203025614577961,8,2.4220000000000006,30272,246,0,0.0,10434.193627120108,False,-0.2944513555952275,4,2.931000000000001,26686.0,253,0,0.0,10731.101575859298,False,-0.3627922308562694,0,0.2,67111,0,212,0.8,12521.226482267397,False,0.14360817421262667,0,0.2,66637,0,196,0.4,11576.228257190613,False,0.12885554612979372,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,79723,0,14,0.2,797.9999999999998,False,-0.04426657760070617,0.30000000000000004,422426,0.0,0.0,14,0,0,12,5,5.0,19,31,35,167.0,89.0,12,26,35,744,1.3562013059854507,70.26078835129738
42,35,0,0,0,9.999999999999998,20,10.0,42.74019086488972,13,46.0,3.67072052017661,14,2.0,59.308753355373256,4,61.0,56.999999999999986,0,,0,1.1,43757,10,10,1.0,527.4019086488971,False,0.5135190288576397,0,0.2,24805,428,0,0.0,4279.999999999999,False,-0.07357744541860066,14,2.5540000000000007,29654,246,0,0.0,10514.086952762871,False,-0.30594346965444463,0,2.9270000000000005,26088.0,266,0,0.0,11368.890770060665,False,-0.36834104602325385,0,0.2,67217,0,218,0.8,12929.30823147137,False,0.1484406327462777,0,0.2,66747,0,200,0.6,11861.750671074651,False,0.1327952139333726,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,79479,0,18,0.4,1025.9999999999998,False,-0.045817279591568956,0.35,421580,0.0,0.0,14,0,0,16,4,4.0,16,32,33,167.0,83.0,11,24,33,1042,1.2625116594135761,71.52330001071095
43,33,0,0,0,9.999999999999998,20,10.0,42.7652400419778,1,46.0,3.75781238840504,14,4.428571428571429,59.53465505475858,3,61.666666666666664,56.999999999999986,0,,0,1.1,43703,10,19,1.0,912.5395607975781,False,0.5182832999965202,0,0.2,24705,438,0,0.0,4379.999999999999,False,-0.07529654461062403,0,2.5400000000000005,29654,246,0,0.0,10520.249050326538,False,-0.3058822161995373,14,3.0670000000000006,25456.0,267,0,0.0,11418.319091208072,False,-0.38041432314902507,0,0.2,67171,2,228,1.0,13581.416977261766,False,0.1528057060480515,0,0.2,66916,0,199,0.2,11847.396355896957,False,0.13531746902878017,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,79294,0,21,0.3,1196.9999999999998,False,-0.04700416303842162,0.3125,420732,0.0,0.0,14,0,0,13,4,4.0,23,36,29,176.0,69.0,12,21,29,431,1.2660911558195949,72.78939116653055
44,29,0,0,0,9.999999999999998,20,10.0,42.96697297413767,19,44.21052631578947,3.8267567133278013,9,4.666666666666667,59.73977438572364,3,61.666666666666664,56.999999999999986,0,,0,1.1,44453,9,10,1.0,519.6697297413766,False,0.5373159657854801,0,0.2,24595,449,0,0.0,4489.999999999999,False,-0.07718755372184975,3,2.5700000000000007,29370,250,0,0.0,10741.743243534416,False,-0.309326607917153,6,3.113000000000001,24585.0,282,0,0.0,12116.686378706823,False,-0.39078840577826224,0,0.2,67338,0,230,0.5,13740.148108716437,False,0.1566456880569566,0,0.2,66892,0,205,0.6,12246.653749073346,False,0.13805490935715992,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,79109,0,24,0.3,1367.9999999999995,False,-0.048191046485274294,0.30000000000000004,420175,0.0,0.0,18,0,0,14,3,3.0,16,30,32,133.0,66.0,9,20,32,1225,1.2376652527600527,74.0270564192906
45,32,0,0,0,10.0,20,10.0,43.108581380776265,6,46.0,3.808974713691793,11,3.6363636363636362,59.890136238967536,2,62.0,56.999999999999986,0,,0,1.1,44629,9,14,1.0,693.5201393308677,False,0.5463558559279846,0,0.2,24495,459,0,0.0,4590.0,False,-0.07890665291387312,11,2.6770000000000005,28832,252,0,0.0,10863.362507955619,False,-0.31881349395670355,0,3.107000000000001,24401.0,286,0,0.0,12329.054274902011,False,-0.392335444583479,0,0.2,67300,0,240,1.0,14373.632697352208,False,0.16099031061872415,0,0.2,67014,0,204,0.1,12217.587792749377,False,0.1397299463258625,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,78985,0,26,0.2,1481.9999999999995,False,-0.04899025443441127,0.2875,419489,0.0,0.0,14,0,0,12,4,4.0,19,31,36,131.0,84.0,9,23,36,600,1.4144277051091194,75.44148412439972
46,36,0,0,0,10.0,20,10.0,43.293766747519825,19,44.421052631578945,3.947927696286049,14,5.0,60.10071945187242,3,62.0,56.999999999999986,0,,5,1.1500000000000004,45223,10,10,1.0,532.9376674751983,False,0.5640181823530205,0,0.2,24405,468,0,0.0,4680.0,False,-0.08045384218669417,5,2.7160000000000006,28488,256,0,0.0,11083.204287365075,False,-0.32346715420114236,9,3.1970000000000014,23397.0,301,0,0.0,13031.423791003468,False,-0.4053138788170629,0,0.2,67292,4,249,1.0,14980.870854301378,False,0.16559798352739627,0,0.2,67138,0,202,0.0,12140.345329278229,False,0.1410607042713164,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,78799,0,29,0.3,1652.9999999999995,False,-0.050189066358116735,0.2875,418575,0.0,0.0,15,0,0,14,5,4.333333333333333,21,35,33,167.0,72.0,12,24,33,570,1.3935688184574246,76.83505294285715
47,33,0,0,0,10.0,20,10.0,42.77463659408264,27,40.44444444444444,4.062508911160279,26,4.538461538461539,60.162628448918575,2,61.0,56.999999999999986,0,,17,1.3150000000000002,45649,16,10,1.0,587.7463659408263,False,0.5796071233615407,0,0.2,24365,472,0,0.0,4720.0,False,-0.08114148186350352,9,2.801,28136,256,0,0.0,10950.306968085155,False,-0.3317862130409031,17,3.3580000000000005,21575.0,328,0,0.0,14030.080802859105,False,-0.431609534762832,0,0.2,67373,0,256,0.9,15401.632882923155,False,0.17013959976092732,0,0.2,67061,11,212,1.0,12799.164829193502,False,0.14499489408330604,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,78677,0,31,0.2,1766.9999999999995,False,-0.050964417353548126,0.3875,416669,0.0,0.0,14,0,0,14,9,8.166666666666668,17,31,35,139.0,104.0,9,24,35,322,1.4308593859896064,78.26591232884675
48,35,0,0,0,10.0,20,10.0,42.77463659408264,0,,3.893808865712257,25,3.08,60.361265640202916,5,61.4,56.999999999999986,0,,0,1.2980000000000003,45549,16,20,1.0,1015.4927318816527,False,0.5835223092982921,0,0.2,24265,482,0,0.0,4820.0,False,-0.0828605810555269,13,2.9220000000000006,27593,256,0,0.0,10950.306968085155,False,-0.34258144166913373,12,3.461000000000001,21084.0,328,0,0.0,14030.080802859105,False,-0.4413709661743628,0,0.2,67521,0,263,1.0,15875.012863373368,False,0.17613557828621026,0,0.2,67143,16,220,1.0,13341.779382696037,False,0.15050172529299563,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,78370,0,36,0.5,2051.9999999999995,False,-0.05292665179583219,0.4375,415358,0.0,0.0,14,0,0,14,6,6.0,17,31,34,145.0,89.0,11,24,34,507,1.3087448747828603,79.57465720362961
49,34,0,0,0,10.0,20,10.0,42.92189333778942,21,43.857142857142854,3.752376660692803,14,2.4285714285714284,60.4874650295217,3,61.666666666666664,56.999999999999986,0,,1,1.3080000000000003,46332,17,10,1.0,599.2189333778942,False,0.6032872431386951,0,0.2,24175,491,0,0.0,4910.0,False,-0.08440777032834794,9,2.9990000000000006,26729,268,0,0.0,11503.067414527564,False,-0.35426374339435823,5,3.4990000000000006,20486.0,337,0,0.0,14464.678054835034,False,-0.4489395819598903,0,0.2,67520,0,264,0.1,15968.690767793729,False,0.17685004806722265,0,0.2,67295,19,227,1.0,13801.94971825459,False,0.15645710369910681,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,78185,0,39,0.3,2222.9999999999995,False,-0.05411353524268486,0.30000000000000004,414555,0.0,0.0,14,0,0,17,5,4.083333333333333,19,36,29,211.0,60.0,14,20,29,790,1.263287739828229,80.83794494345784
50,29,0,0,0,10.0,20,10.0,42.92189333778942,0,,3.5826384890414977,14,2.0,60.64563440473011,4,61.75,56.999999999999986,0,,0,1.3070000000000002,46222,18,20,1.0,1038.4378667557885,False,0.6070558340511568,0,0.2,24085,500,0,0.0,5000.0,False,-0.08595495960116899,8,3.0700000000000007,26419,268,0,0.0,11503.067414527564,False,-0.3604267652631455,6,3.5540000000000007,20248.0,337,0,0.0,14464.678054835034,False,-0.45367119229786246,0,0.2,67694,0,268,0.7,16253.03002046767,False,0.18177803251712704,0,0.2,67340,16,236,1.0,14369.69193534097,False,0.161583060065315,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,77938,0,43,0.4,2450.9999999999995,False,-0.05570002266410602,0.3875,413779,0.0,0.0,16,0,0,14,5,5.0,15,29,35,110.0,73.0,7,22,35,447,1.344379510730505,82.18232445418835
51,35,0,0,0,10.000000000000002,20,10.0,43.32605469325566,21,46.0,3.631964365783607,12,4.166666666666667,60.742153016036646,3,61.666666666666664,56.999999999999986,0,,1,1.3170000000000004,47020,22,10,1.0,653.2605469325566,False,0.6278710769629113,0,0.2,24025,506,0,0.0,5060.000000000001,False,-0.08698641911638301,9,3.152000000000001,25095,289,0,0.0,12521.229806350884,False,-0.3766279343305081,3,3.5780000000000007,20158.0,337,0,0.0,14600.880431627156,False,-0.4541065563456545,0,0.2,67787,0,272,0.6,16521.86562036197,False,0.18532268478102468,0,0.2,67382,12,245,1.0,14925.411061318382,False,0.16656855778950705,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,77753,0,46,0.3,2621.9999999999995,False,-0.056886906110958695,0.36250000000000004,413053,0.0,0.0,14,0,0,14,5,4.0476190476190474,21,35,36,150.0,88.0,10,25,36,385,1.4081789441406727,83.59050339832902
52,36,0,0,0,10.000000000000002,20,10.0,43.32605469325566,0,,3.712511588861893,8,5.0,60.83002832300301,3,61.666666666666664,56.999999999999986,0,,0,1.3160000000000005,46920,22,20,1.0,1086.5210938651132,False,0.6318810571405383,0,0.2,23925,516,0,0.0,5160.000000000001,False,-0.0887055183084064,7,3.2130000000000014,24851,289,0,0.0,12521.229806350884,False,-0.38147882896271484,1,3.585000000000001,20123.0,337,0,0.0,14600.880431627156,False,-0.4548023813953563,0,0.2,67747,0,280,0.8,17032.407930440844,False,0.18867801311169966,0,0.2,67567,2,252,1.0,15336.592160574484,False,0.1726565055065189,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,77568,0,49,0.3,2792.999999999999,False,-0.05807378955781136,0.3875,412534,0.0,0.0,12,0,0,14,3,3.0,20,34,38,165.0,84.0,11,25,38,385,1.3262011669576168,84.91670456528664
53,38,0,0,0,10.000000000000002,20,10.0,42.75547248779956,24,39.333333333333336,3.646206207673548,11,2.909090909090909,60.84120845985566,2,61.0,56.999999999999986,0,,4,1.3560000000000003,47662,21,10,1.0,637.5547248779956,False,0.6496743119284509,0,0.2,23815,527,0,0.0,5270.000000000001,False,-0.09059652741963212,2,3.2260000000000004,24201,305,0,0.0,13040.419108778866,False,-0.38924036671193973,9,3.674000000000001,19405.0,345,0,0.0,14750.638008290847,False,-0.4675880913688783,0,0.2,67715,1,290,1.0,17647.596659565817,False,0.1929735704009306,0,0.2,67689,0,252,0.2,15331.984531883625,False,0.1745221525911314,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,77446,0,51,0.2,2906.999999999999,False,-0.05884914055324276,0.3,411766,0.0,0.0,13,0,0,16,5,4.5,21,37,38,183.0,101.0,13,25,38,898,1.391477558761835,86.30818212404847
