index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,35,0,0,0,10.000000000000002,20,10.0,30.01399370841305,29,30.24137931034483,8.8625356738298,5,13.0,33.81045599637224,7,28.857142857142858,56.0,8,56.0,0,0.7400000000000002,53420,0,27,0.9,810.3778301271524,False,0.1037668187237481,0,0.5870000000000002,53534,33,16,1.0,810.2238993346089,False,0.10610298266517595,4,1.2750000000000001,64631,302,0,0.0,9064.22609994074,False,-0.08101098790897725,1,1.8390000000000004,59794.0,265,0,0.0,7953.708332729459,False,-0.1526593918899186,0,0.20900000000000002,115392,0,24,0.5,811.4509439129338,False,0.022072300872542663,0,0.2,113553,0,136,0.0,4598.222015506624,False,0.02255232713799402,0,0.2,165962,0,0,0.0,0.0,False,0.0,6,1.1240000000000003,166941,0,7,0.7,392.0,False,0.007079933960786204,0.38749999999999996,793227,0.0,0.0,14,0,0,19,4,3.5,17,36,32,294.0,61.0,19,16,32,1279,2.6049783889902756,86.16622628789628
27,32,0,0,0,10.000000000000002,20,10.0,29.628397284365416,46,27.97826086956522,8.955851733177159,6,10.666666666666666,34.96372707129953,2,65.0,55.99999999999999,10,56.0,0,0.7400000000000002,54103,1,10,1.0,306.28397284365417,False,0.11260416254325492,3,0.6170000000000001,53872,32,10,1.0,616.2839728436543,False,0.11104566772114889,4,1.3110000000000002,63619,338,0,0.0,10014.398282115511,False,-0.08814510841007492,2,1.8580000000000003,59379.0,275,0,0.0,8147.809253200489,False,-0.15688407352378092,0,0.20900000000000002,115457,0,23,0.0,804.1657226398892,False,0.02261386322073789,0,0.2,113554,0,141,0.6,4929.885517053233,False,0.024024844069363036,0,0.2,165962,0,0,0.0,0.0,False,0.0,3,1.1480000000000004,167170,0,2,0.2,111.99999999999999,False,0.007616201299092564,0.35,793116,0.0,0.0,17,0,0,11,4,2.9078947368421053,19,30,33,168.0,80.0,13,19,33,1459,2.4096947649959475,88.57592105289223
28,33,0,0,0,10.000000000000002,20,10.0,29.686171578163552,2,36.0,8.883680872785604,4,7.0,33.825141779338004,9,27.666666666666668,56.0,10,56.0,0,0.7400000000000002,54085,0,18,1.0,534.351088406944,False,0.1145734757347169,0,0.6140000000000001,53762,33,20,1.0,923.7234315632711,False,0.11194220682419016,0,1.3070000000000002,63619,338,0,0.0,10033.925993419281,False,-0.08801537341602922,4,1.8960000000000006,59199.0,277,0,0.0,8223.069527151303,False,-0.15877578044677587,0,0.20900000000000002,115706,0,14,0.0,473.5519849107321,False,0.023352568845206565,0,0.2,113526,0,145,0.4,4904.645558004011,False,0.02366631754593681,0,0.2,165962,0,0,0.0,0.0,False,0.0,8,1.2250000000000003,166891,0,9,0.9,504.0,False,0.007116086815054048,0.4125,792750,0.0,0.0,14,0,0,16,4,3.6666666666666665,18,34,35,270.0,44.0,18,15,35,577,3.105366525007412,91.68128757789964
29,35,0,0,0,10.000000000000002,20,10.0,30.04067437880061,40,31.8,9.283939776641509,28,10.678571428571429,34.39542609034397,1,64.0,55.99999999999999,6,56.0,6,0.8,54577,2,10,1.0,320.4067437880061,False,0.1224690530481698,0,0.6140000000000001,54210,31,14,1.0,730.5694413032086,False,0.11914866647496364,11,1.4170000000000003,63045,350,0,0.0,10514.236032580213,False,-0.09245126207427451,17,2.0620000000000007,57648.0,305,0,0.0,9162.405685534186,False,-0.17314373049738113,0,0.20900000000000002,115689,0,20,0.7,687.9085218068793,False,0.024148514620011472,0,0.2,113308,11,155,1.0,5433.414381546371,False,0.024075723018025085,0,0.2,165962,0,0,0.0,0.0,False,0.0,0,1.217,167163,0,4,0.1,223.99999999999997,False,0.007911449608946627,0.475,791602,0.0,0.0,12,0,0,17,8,7.5,17,34,35,254.0,54.0,17,18,35,1560,3.451465546968393,95.13275312486803
30,35,0,0,0,10.000000000000002,20,10.0,30.25783910808912,17,33.0,9.22487489490316,3,7.0,32.97358019883093,11,26.818181818181817,56.0,10,56.0,7,0.8640000000000001,54854,5,10,1.0,352.5783910808912,False,0.1284792206611391,0,0.6140000000000001,54140,28,24,1.0,1006.188138594139,False,0.12053919961646814,0,1.4060000000000004,63045,350,0,0.0,10590.243687831191,False,-0.0919462949253841,3,2.0750000000000006,57006.0,322,0,0.0,9743.024192804696,False,-0.17781674068027703,0,0.20900000000000002,115898,0,13,0.3,428.6565425848021,False,0.024849098134040595,0,0.2,113373,1,164,1.0,5416.892027503176,False,0.02457652024106186,0,0.2,165962,0,0,0.0,0.0,False,0.0,6,1.2770000000000004,167006,1,10,1.0,592.973580198831,False,0.00807707059507245,0.5375,791284,0.0,0.0,11,0,0,18,4,3.411764705882353,15,33,34,199.0,72.0,15,20,34,719,4.681474210985471,99.8142273358535
31,34,0,0,0,10.000000000000002,20,10.0,29.990520173980297,28,28.0,9.111938898031314,16,8.375,33.56932431552624,1,65.0,55.99999999999999,9,56.0,4,0.8970000000000002,55038,7,10,1.0,369.905201739803,False,0.13243007486660316,0,0.6140000000000001,54452,26,20,1.0,859.8104034796061,False,0.1254363826871692,8,1.4860000000000004,62089,378,0,0.0,11336.416625764552,False,-0.09969162486204795,8,2.152,56723.0,322,0,0.0,9656.947496021656,False,-0.1821489005047724,0,0.20900000000000002,115833,0,20,0.7,671.3864863105248,False,0.02534659561290463,0,0.2,113369,0,173,1.0,5807.493106586039,False,0.02626500748733878,0,0.2,165962,0,0,0.0,0.0,False,0.0,0,1.2710000000000004,167445,0,3,0.2,167.99999999999997,False,0.009441920439618707,0.4875,790911,0.0,0.0,15,0,0,17,7,6.285714285714286,15,32,41,255.0,68.0,16,18,41,1161,3.3489344820263796,103.16316181787988
32,41,0,0,0,10.000000000000002,20,10.0,29.92969903716525,15,29.066666666666666,9.316790260360104,12,11.166666666666666,34.79715071766525,2,64.5,55.99999999999999,13,56.0,0,0.893,54938,7,20,1.0,668.593980743305,False,0.13344195612368812,0,0.6140000000000001,54788,26,15,1.0,708.9454855574788,False,0.13077971378609118,8,1.5580000000000003,61553,391,0,0.0,11702.512323531613,False,-0.10438139567146151,4,2.184,56526.0,324,0,0.0,9697.222488041542,False,-0.18449892048869557,0,0.20900000000000002,115837,0,23,0.4,800.3344665063007,False,0.0259509716343164,0,0.2,113360,0,180,0.8,6263.487129179744,False,0.028197953737432287,0,0.2,165962,0,0,0.0,0.0,False,0.0,10,1.3710000000000004,167278,0,2,0.2,111.99999999999999,False,0.008266952675913763,0.42500000000000004,790242,0.0,0.0,12,0,0,22,8,7.666666666666667,17,39,38,275.0,64.0,22,19,38,877,3.7844878350151703,106.94764965289505
33,38,0,0,0,10.000000000000002,20,10.0,29.750409826374113,37,28.756756756756758,9.10409348456558,10,6.8,36.05190376616391,2,64.5,55.999999999999986,10,56.0,0,0.8930000000000002,55284,10,13,1.0,486.75532774286347,False,0.1386727707140661,5,0.6640000000000001,55196,23,10,1.0,527.5040982637412,False,0.13728600531389054,4,1.5900000000000003,60553,424,0,0.0,12614.173766382624,False,-0.11161192023397143,6,2.2400000000000007,56182.0,328,0,0.0,9758.13442305071,False,-0.18866506495448637,0,0.20900000000000002,115837,0,30,0.8,1081.5571129849172,False,0.027192057658123835,0,0.2,113421,0,181,0.2,6525.394581675668,False,0.029892206244100352,0,0.2,165962,0,0,0.0,0.0,False,0.0,8,1.4410000000000003,167123,0,2,0.2,111.99999999999997,False,0.007333003940661115,0.4,789558,0.0,0.0,13,0,0,18,7,5.645833333333334,18,36,34,273.0,67.0,18,20,34,945,3.3721516290097497,110.3198012819048
34,34,0,0,0,10.000000000000002,20,10.0,30.132984076503014,35,32.51428571428571,8.85393566871363,23,7.695652173913044,36.71569745196057,1,65.0,55.999999999999986,11,56.0,1,0.9030000000000002,55658,9,10,1.0,391.32984076503016,False,0.14536378386922003,11,0.7690000000000001,55496,24,10,1.0,541.3298407650302,False,0.14357971742812498,11,1.6960000000000002,59873,439,0,0.0,13228.380009584824,False,-0.11656670203571069,12,2.3540000000000005,55066.0,348,0,0.0,10486.278458623048,False,-0.19865613567218282,0,0.20900000000000002,115825,2,40,1.0,1486.33576941585,False,0.02887250222607775,0,0.2,113321,1,190,1.0,6984.836451541222,False,0.031037169790644168,0,0.2,165962,0,0,0.0,0.0,False,0.0,9,1.5230000000000004,166993,0,1,0.1,55.999999999999986,False,0.0063809787782745445,0.5125,788194,0.0,0.0,13,0,0,21,10,9.346153846153847,14,35,39,221.0,54.0,18,16,39,1097,3.7077783300192095,114.02757961192401
35,39,0,0,0,10.0,20,10.0,30.532700341559096,47,32.46808510638298,8.942689621758177,6,10.666666666666666,37.41842923366604,1,65.0,55.999999999999986,7,56.0,24,1.1420000000000001,56009,8,10,1.0,385.327003415591,False,0.1525000205415317,3,0.7880000000000003,55775,25,10,1.0,555.327003415591,False,0.14944455042977123,4,1.7250000000000003,59321,456,0,0.0,13922.911355750948,False,-0.11928706247840183,2,2.362000000000001,53952.0,378,0,0.0,11541.360729109338,False,-0.2064485734180884,0,0.20900000000000002,115825,0,42,0.2,1571.5740278139735,False,0.029248673962302494,0,0.2,113322,0,196,0.7,7334.012129798543,False,0.03258697110161139,0,0.2,165962,0,0,0.0,0.0,False,0.0,6,1.5740000000000003,166904,0,1,0.1,55.999999999999986,False,0.005844711439968186,0.375,787070,0.0,0.0,11,0,0,18,7,5.642533936651583,15,33,40,238.0,74.0,18,21,40,321,3.2994821980246343,117.32706180994865
36,40,0,0,0,10.0,20,10.0,30.582632866451657,8,32.125,8.942689621758177,0,,35.31703088197418,13,29.46153846153846,55.999999999999986,10,56.0,0,1.1180000000000003,56166,8,12,1.0,446.9915943974199,False,0.15635180554083275,0,0.7850000000000001,55675,25,20,1.0,861.6526573290331,False,0.15053473451583135,0,1.7210000000000005,59294,457,0,0.0,13976.263219968407,False,-0.11929136845622897,0,2.3600000000000008,53722.0,385,0,0.0,11774.313653583888,False,-0.20795699140590032,0,0.20900000000000002,116143,0,30,0.0,1059.5109264592254,False,0.029795629745091298,0,0.2,113387,0,195,0.0,6886.821021984966,False,0.031187149800899282,0,0.2,165962,0,0,0.0,0.0,False,0.0,9,1.6580000000000004,166428,3,10,1.0,665.9510926459225,False,0.004814207748297603,0.375,786777,0.0,0.0,14,0,0,17,3,2.5,15,32,37,240.0,85.0,15,25,37,840,2.6916738619911484,120.0187356719398
37,37,0,0,0,10.0,20,10.0,30.66825413767966,5,34.6,9.029365202384541,15,9.666666666666666,35.95018456453812,1,64.0,55.99999999999998,10,56.0,0,1.118,56249,7,17,1.0,591.3603203405543,False,0.15953409535876706,0,0.7850000000000004,55565,26,30,1.0,1180.04762413039,False,0.15154360324136557,8,1.8010000000000002,59122,457,0,0.0,14015.392140919605,False,-0.12131682074860746,7,2.430000000000001,53318.0,390,0,0.0,11960.619113695067,False,-0.2120873032574072,0,0.20900000000000002,116142,0,34,0.5,1222.3062751942962,False,0.030505248484930348,0,0.2,113307,0,205,1.0,7369.787835730314,False,0.032612460328739185,0,0.2,165962,0,0,0.0,0.0,False,0.0,0,1.6490000000000007,166924,0,4,0.4,223.99999999999991,False,0.006471360913944156,0.4875,786589,0.0,0.0,16,0,0,9,5,5.0,17,26,31,159.0,88.0,11,26,31,997,2.3822565979789943,122.40099226991879
38,31,0,0,0,10.0,20,10.0,30.62118174211493,16,30.0,8.534429090737836,9,2.3333333333333335,33.82596613005965,8,23.0,55.999999999999986,12,56.0,0,1.118,56129,9,27,1.0,916.7719070371031,False,0.16040984217201998,0,0.7850000000000001,55965,24,24,1.0,974.9083618107584,False,0.15764286231734598,0,1.7930000000000001,59122,457,0,0.0,13993.880056146523,False,-0.12145973919647533,9,2.5130000000000012,52519.0,406,0,0.0,12432.199787298661,False,-0.2195708225664453,0,0.20900000000000002,116321,0,29,0.3,980.9530177717298,False,0.031020031500268053,0,0.2,113291,0,211,0.6,7137.278853442585,False,0.03144513470543164,0,0.2,165962,0,0,0.0,0.0,False,0.0,8,1.7290000000000005,166824,0,8,0.8,447.9999999999999,False,0.006543666622479845,0.4625,786133,0.0,0.0,10,0,0,16,7,6.6,12,28,36,167.0,72.0,13,18,36,976,2.8554784180014394,125.25647068792023
39,36,0,0,0,10.0,20,10.0,30.906845441844677,15,34.8,8.974317805750204,8,15.0,33.73809342538793,12,33.416666666666664,55.999999999999986,8,56.0,0,1.1180000000000003,56073,10,35,1.0,1181.7395904645637,False,0.1619782588994624,0,0.7850000000000004,56343,23,21,1.0,879.0437542787382,False,0.1644113991005715,8,1.8730000000000004,58896,459,0,0.0,14186.242057806707,False,-0.12318467939272724,0,2.5040000000000004,52051.0,419,0,0.0,12949.96824013292,False,-0.2223494004774587,0,0.20900000000000002,116533,0,23,0.4,775.9761487839224,False,0.03198661989630761,0,0.2,113360,0,213,0.4,7186.213899607629,False,0.03227011262260971,0,0.2,165962,0,0,0.0,0.0,False,0.0,0,1.7210000000000005,166871,2,10,1.0,627.4761868507758,False,0.007367578683224921,0.475,786089,0.0,0.0,19,0,0,15,2,2.0,16,31,39,234.0,91.0,17,19,39,1571,2.6414308639941737,127.8979015519144
40,39,0,0,0,9.999999999999998,20,10.0,30.71730739841026,48,29.9375,9.028834367059233,8,9.75,34.914345077235254,2,64.5,55.99999999999999,10,56.0,0,1.1180000000000003,56555,6,29,1.0,950.8019145538975,False,0.16949453413876653,11,0.8950000000000002,56856,27,10,1.0,577.1730739841025,False,0.1718360819643607,4,1.9050000000000002,57925,491,0,0.0,15082.197932619438,False,-0.13013421516994791,4,2.5440000000000005,51387.0,435,0,0.0,13362.028718308462,False,-0.228434568706428,0,0.20900000000000002,116580,0,26,0.4,907.7729720081165,False,0.03298310181208737,0,0.2,113364,0,216,0.4,7541.498536682815,False,0.03387335294263222,0,0.2,165962,0,0,0.0,0.0,False,0.0,0,1.7210000000000005,167302,0,4,0.4,223.99999999999997,False,0.008748990732818356,0.4,785931,0.0,0.0,19,0,0,20,4,3.6875,18,38,36,283.0,79.0,20,19,36,1878,2.918475828017108,130.8163773799315
41,36,0,0,0,9.999999999999998,20,10.0,30.641161991775196,20,29.8,8.74396175852315,11,6.090909090909091,35.54015853444749,1,65.0,55.999999999999986,14,56.0,0,1.1180000000000003,57081,3,19,1.0,612.1820778437287,False,0.17680900315640033,0,0.8840000000000003,56726,30,20,1.0,912.823239835504,False,0.1726117424365375,4,1.9410000000000005,57457,505,0,0.0,15473.786805846474,False,-0.13375108420245505,7,2.6100000000000008,50936.0,441,0,0.0,13512.752438372861,False,-0.23342577439295203,0,0.20900000000000002,116580,0,26,0.0,924.0441218956348,False,0.033054909317526616,0,0.2,113362,1,225,1.0,8005.279632009209,False,0.03590244945589564,0,0.2,165962,0,0,0.0,0.0,False,0.0,10,1.8210000000000002,167263,0,1,0.1,55.999999999999986,False,0.008007857220327545,0.3875,785367,0.0,0.0,13,0,0,14,7,7.0,18,32,36,219.0,83.0,15,21,36,1085,2.8563301720423624,133.67270755197387
42,36,0,0,0,9.999999999999998,20,10.0,30.373955941133506,56,29.339285714285715,8.304474551090763,16,5.5,36.81966998757625,2,64.5,55.99999999999999,11,56.0,13,1.2480000000000002,57669,0,10,1.0,303.73955941133505,False,0.18570429159654808,4,0.9240000000000002,57165,33,10,1.0,633.739559411335,False,0.17875258442952255,4,1.9770000000000005,56623,533,0,0.0,16189.318516624158,False,-0.14007893624352805,12,2.7230000000000008,49616.0,469,0,0.0,14245.385336391615,False,-0.24609762598729995,0,0.20900000000000002,116634,0,35,1.0,1288.6884495651686,False,0.03514077358431898,0,0.2,113349,0,231,0.7,8505.343767130113,False,0.037994579587853634,0,0.2,165962,0,0,0.0,0.0,False,0.0,10,1.9110000000000003,166986,0,2,0.2,111.99999999999999,False,0.0065075137682120004,0.4875,784004,0.0,0.0,13,0,0,11,12,9.874358974358975,21,32,41,241.0,86.0,16,20,41,818,2.860089219000656,136.53279677097453
43,41,0,0,0,9.999999999999998,20,10.0,30.203463364823826,19,28.0,8.531164588309354,13,10.384615384615385,36.045385063813654,12,33.416666666666664,55.99999999999999,11,56.0,0,1.235,57589,0,18,0.8,543.6623405668289,False,0.18652376028470047,9,1.0100000000000002,57379,35,10,1.0,652.0346336482382,False,0.1833285618132701,8,2.0530000000000004,55919,552,0,0.0,16672.31177738275,False,-0.14622434375908347,5,2.761,49461.0,469,0,0.0,14165.424318102374,False,-0.2486883848119693,0,0.20900000000000002,116831,0,34,0.9,1225.5430921696643,False,0.03660089451693184,0,0.2,113418,0,233,0.4,8398.574719868582,False,0.03813240738884777,0,0.2,165962,0,0,0.0,0.0,False,0.0,9,1.9910000000000005,166512,2,10,1.0,632.0907701276271,False,0.005218335432591801,0.5125,783071,0.0,0.0,13,0,0,20,9,7.973684210526316,19,39,40,284.0,89.0,21,20,40,601,4.739828679012135,141.27262544998666
44,40,0,0,0,9.999999999999998,20,10.0,30.321361635938256,6,35.0,8.853544594117666,11,12.0,36.045385063813654,0,,56.0,9,56.0,0,1.235,57739,0,18,0.6,545.7845094468886,False,0.18962149604682552,0,1.0010000000000003,57239,39,20,1.0,996.427232718765,False,0.18398879557796333,8,2.1250000000000004,55747,552,0,0.0,16737.391623037918,False,-0.1480773875695062,3,2.786000000000001,49161.0,475,0,0.0,14402.646777070671,False,-0.2510985465249092,0,0.20900000000000002,116771,0,38,0.4,1369.7246324249188,False,0.03670761199513188,0,0.2,113346,0,240,0.7,8650.892415315277,False,0.03861043282397267,0,0.2,165962,0,0,0.0,0.0,False,0.0,0,1.9820000000000004,167016,0,3,0.2,168.0,False,0.00685699135946783,0.36250000000000004,782981,0.0,0.0,13,0,0,15,3,3.0,22,37,39,303.0,86.0,22,18,39,914,3.2358926630113274,144.508518112998
45,39,0,0,0,10.0,20,10.0,30.36357010536014,2,35.0,8.838985805664601,9,8.666666666666666,36.622169723897365,1,64.0,56.0,11,56.0,0,1.235,57719,0,25,0.9,759.0892526340035,False,0.19139843384224345,0,1.0010000000000003,57129,40,30,1.0,1310.9071031608041,False,0.18495752182057626,4,2.1570000000000005,55671,552,0,0.0,16760.690698158796,False,-0.14893242958969707,5,2.833,48934.0,477,0,0.0,14483.422940256787,False,-0.25357810961827804,0,0.20900000000000002,116711,0,42,0.4,1538.1311284036892,False,0.03692123855178724,0,0.2,113392,0,244,0.5,8935.809412630957,False,0.0402738351970085,0,0.2,165962,0,0,0.0,0.0,False,0.0,8,2.0620000000000007,166985,0,1,0.1,56.0,False,0.0063327749725840855,0.3625,782503,0.0,0.0,10,0,0,11,7,6.25,25,36,27,295.0,93.0,19,20,27,334,2.430491462990176,146.93900957598817
46,27,0,0,0,10.0,20,10.0,30.249634181753155,47,29.76595744680851,8.815710846260822,14,8.642857142857142,37.235751885411986,1,64.0,56.0,9,56.0,0,1.235,58056,1,22,1.0,675.4919519985694,False,0.19745198351275065,4,1.0410000000000004,57903,39,10,1.0,692.4963418175316,False,0.1944888377096025,7,2.2230000000000003,55054,570,0,0.0,17242.2914835993,False,-0.1539310956444373,7,2.898000000000001,47766.0,506,0,0.0,15306.314895967096,False,-0.2636306477812444,0,0.20900000000000002,116713,0,46,0.5,1712.8445867289513,False,0.037709933125894574,0,0.2,113333,0,253,0.9,9420.645227009232,False,0.04189274749997452,0,0.2,165962,0,0,0.0,0.0,False,0.0,8,2.134000000000001,166833,0,1,0.1,56.0,False,0.00541690266446536,0.4375,781620,0.0,0.0,12,0,0,12,10,8.901960784313726,16,28,31,162.0,65.0,11,16,31,1221,2.178994657995645,149.1180042339838
47,31,0,0,0,10.0,20,10.0,30.472771019809514,37,31.81081081081081,8.980281026155584,24,9.708333333333334,37.235751885411986,0,,56.00000000000001,12,56.0,0,1.235,58029,0,28,0.7,853.2375885546664,False,0.19872077913005912,26,1.2970000000000004,58221,43,10,1.0,734.7277101980951,False,0.20144291715572749,8,2.2960000000000007,54350,589,0,0.0,17948.462130667805,False,-0.1585937939764297,16,3.0510000000000006,46596.0,524,0,0.0,15967.732014380184,False,-0.27478254043063916,0,0.20900000000000002,116673,0,56,1.0,2085.202105583071,False,0.03900015934041974,0,0.2,113140,4,263,1.0,9828.923869967975,False,0.04199106715079828,0,0.2,165962,0,0,0.0,0.0,False,0.0,11,2.2360000000000007,166657,0,0,0.0,0.0,False,0.0041877056193586485,0.4625,779628,0.0,0.0,11,0,0,13,12,11.411764705882353,20,33,31,227.0,42.0,17,14,31,289,2.743977859034203,151.861982093018
48,31,0,0,0,10.0,20,10.0,30.185344898109513,16,26.0,8.930838930480125,3,7.0,34.63998968538649,16,28.125,56.0,7,56.0,0,1.235,58325,2,22,1.0,684.0775877584093,False,0.20305626563886403,0,1.2710000000000004,58141,41,20,1.0,1013.7068979621903,False,0.20266284115617947,0,2.2880000000000007,53934,605,0,0.0,18262.133663356257,False,-0.16203737932928342,3,3.065000000000001,46515.0,524,0,0.0,15817.120726609384,False,-0.27685941584766555,0,0.20900000000000002,117038,0,44,0.3,1524.1595461570055,False,0.03974579885679672,0,0.2,113204,0,266,0.4,9214.237256312806,False,0.03984323175508973,0,0.2,165962,0,0,0.0,0.0,False,0.0,7,2.2950000000000004,166087,6,10,1.0,767.8399381123189,False,0.0030664849125471546,0.4625,779206,0.0,0.0,13,0,0,19,4,4.0,14,33,33,233.0,41.0,17,14,33,1066,2.9596490249969065,154.82163111801492
49,33,0,0,0,10.0,20,10.0,30.185344898109513,0,,9.053387076447573,14,10.0,34.40526912895527,12,33.416666666666664,56.0,5,56.0,0,1.235,58205,4,32,1.0,1005.9310367395044,False,0.20389552995734142,0,1.2710000000000004,58061,39,30,1.0,1295.5603469432854,False,0.20391223569100053,9,2.3780000000000006,53735,605,0,0.0,18262.133663356257,False,-0.1646815462174046,5,3.1120000000000005,46350.0,524,0,0.0,15817.120726609384,False,-0.279051815528771,0,0.20900000000000002,117230,0,44,1.0,1513.8318416740317,False,0.04139488177830844,0,0.2,113273,0,268,0.4,9220.612126560012,False,0.040480383975568676,0,0.2,165962,0,0,0.0,0.0,False,0.0,0,2.2880000000000007,165966,8,15,1.0,1115.2421530316421,False,0.0033840341555043778,0.55,778782,0.0,0.0,14,0,0,11,3,3.0,21,32,30,210.0,69.0,14,19,30,881,2.465233225026168,157.2868643430411
50,30,0,0,0,10.0,20,10.0,30.148001808183924,16,29.625,8.857153810413976,3,1.6666666666666667,34.93932289442219,1,65.0,55.99999999999999,7,56.0,0,1.235,58589,3,26,1.0,813.848047012782,False,0.20980055415782614,0,1.2710000000000004,57951,40,40,1.0,1605.920072327357,False,0.20483871703401368,0,2.3690000000000007,53474,615,0,0.0,18541.021112033115,False,-0.16629669736890043,3,3.1370000000000005,46038.0,530,0,0.0,15978.44095833748,False,-0.2821256912148719,0,0.20900000000000002,117292,0,44,0.1,1537.3302073545765,False,0.04204581854486246,0,0.2,113271,0,270,0.2,9433.617181493992,False,0.04140276080343693,0,0.2,165962,0,0,0.0,0.0,False,0.0,0,2.2880000000000003,166293,0,17,0.9,951.9999999999999,False,0.004862558899025078,0.4,778870,0.0,0.0,19,0,0,15,2,2.0,15,30,34,191.0,69.0,15,15,34,1131,2.789124234986957,160.07598857802805
51,34,0,0,0,10.000000000000002,20,10.0,29.92641674942302,56,29.071428571428573,9.048240857201836,12,10.666666666666666,34.16673092172619,11,30.545454545454547,55.99999999999999,9,56.0,0,1.235,58988,0,18,1.0,538.6755014896144,False,0.21516123758320127,0,1.2710000000000004,58980,43,12,1.0,789.1170009930763,False,0.21756502615598358,8,2.4490000000000007,52339,652,0,0.0,19512.02372062381,False,-0.17492676241945385,4,3.1740000000000004,45241.0,549,0,0.0,16429.60279543324,False,-0.2897182912873157,0,0.20900000000000002,117439,0,39,0.4,1332.5025059473214,False,0.042439351906702345,0,0.2,113332,0,276,0.8,9430.01773439643,False,0.04192528369858168,0,0.2,165962,0,0,0.0,0.0,False,0.0,0,2.2880000000000003,166461,1,18,1.0,1042.1667309217262,False,0.006146487542093116,0.525,778742,0.0,0.0,18,0,0,17,4,4.0,17,34,34,235.0,86.0,17,17,34,2668,2.6828226289944723,162.75881120702252
52,34,0,0,0,10.000000000000002,20,10.0,30.084263587103422,16,32.5,8.96378115516179,10,8.1,35.70964958944389,3,64.66666666666667,55.99999999999999,9,56.0,0,1.235,59428,0,10,0.8,300.8426358710342,False,0.22174554122701762,0,1.2710000000000004,58860,45,22,1.0,1111.8537989162753,False,0.21841334767677917,4,2.4810000000000008,52263,652,0,0.0,19614.93985879143,False,-0.17525285770135907,6,3.2299999999999995,44526.0,565,0,0.0,16997.608926713434,False,-0.29544506426578904,0,0.20900000000000002,117444,0,42,0.4,1499.8052827566435,False,0.04322182089003529,0,0.2,113440,0,280,0.6,9998.70188504429,False,0.045388235721353094,0,0.2,165962,0,0,0.0,0.0,False,0.0,0,2.2880000000000007,166771,0,13,0.4,727.9999999999999,False,0.007067883009363589,0.4,778694,0.0,0.0,16,0,0,10,3,3.0,22,32,32,219.0,80.0,15,19,32,1418,2.8652461749734357,165.62405738199595
