index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,35,0,0,0,10.000000000000002,20,10.0,5.206093665593766,47,6.0212765957446805,35.41887066251829,1,36.0,10.609734844572172,50,6.64,56.999999999999986,10,57.0,26,1.1260000000000003,65625,273,0,0.0,2730.0000000000005,False,-0.04152120414353574,21,3.353000000000001,58286.0,247,0,0.0,2470.0000000000005,False,-0.14838608138270473,0,0.263,101670,10,75,1.0,2708.476236344809,False,0.04357932495464441,0,0.2,100706,56,120,1.0,4541.805724775445,False,0.04309984463835542,5,1.1680000000000001,142080,0,1,0.1,10.609734844572172,False,-0.012837189057253753,45,4.682000000000001,108286,154,0,0.0,5454.506082027816,False,-0.22871577024717124,0,0.2,212856,0,19,0.0,1082.9999999999998,False,4.4519841790541175e-05,10,2.3430000000000004,202651,620,0,0.0,6578.035603634747,False,-0.034903472539142964,0.2625,992160,0.0,0.0,6,0,0,12,17,17.0,18,30,33,318.0,73.0,21,14,33,236,2.6773511649807915,110.14101503608981
26,33,0,0,0,10.000000000000002,20,10.0,4.971553456900786,15,2.2666666666666666,33.78833419989446,20,27.85,10.609734844572172,0,,56.999999999999986,13,57.0,1,1.1100000000000003,65482,286,0,0.0,2860.0000000000005,False,-0.04263721169804842,14,3.4720000000000013,57863.0,254,0,0.0,2540.0000000000005,False,-0.1539375035769473,0,0.263,102126,6,69,1.0,2361.2243805341222,False,0.04643962024945865,0,0.2,100773,55,126,1.0,4530.765549316245,False,0.04372260260791032,0,1.1630000000000003,141972,0,4,0.3,42.43893937828869,False,-0.01347696866118852,0,4.637000000000001,107837,171,0,0.0,5777.805148181952,False,-0.23071218848984618,0,0.2,212856,0,19,0.0,1082.9999999999998,False,4.4519841790541175e-05,13,2.4630000000000005,202368,620,0,0.0,6578.035603634747,False,-0.036229695194587505,0.2875,991277,0.0,0.0,11,0,0,12,8,8.0,14,26,33,211.0,97.0,16,17,33,757,2.0693190449965186,112.21033408108633
27,33,0,0,0,10.000000000000002,20,10.0,5.284936285421044,28,7.178571428571429,33.45022082419657,5,27.8,10.437126232132918,25,8.8,56.999999999999986,11,57.0,13,1.2390000000000005,65213,296,0,0.0,2960.0000000000005,False,-0.045770617524180164,15,3.608000000000001,57437.0,264,0,0.0,2640.0000000000005,False,-0.15931723230126482,0,0.263,102072,13,75,1.0,2577.4707335252165,False,0.04698785849924638,0,0.2,100765,56,135,1.0,4811.736243250115,False,0.04506460689233459,5,1.2130000000000003,141917,0,0,0.0,0.0,False,-0.014006516921067441,16,4.797000000000001,106894,176,0,0.0,5887.238865058596,False,-0.2368836928812065,0,0.2,212856,0,19,0.0,1082.9999999999998,False,4.4519841790541175e-05,11,2.5600000000000005,201914,645,0,0.0,6731.946419725732,False,-0.03799663894003946,0.25,989068,0.0,0.0,6,0,0,15,10,9.555555555555555,16,31,26,315.0,64.0,21,12,26,339,1.9041603910154663,114.1144944721018
28,26,0,0,0,10.000000000000002,20,10.0,4.992483810034835,13,1.0,35.059795297191776,12,45.75,10.011776935814956,29,6.551724137931035,56.99999999999999,9,57.0,0,1.2260000000000004,65143,303,0,0.0,3030.0000000000005,False,-0.046271390144794824,13,3.723000000000001,56966.0,277,0,0.0,2770.0000000000005,False,-0.16512619470039488,0,0.263,102069,6,85,1.0,3010.0375031215103,False,0.04914830282572025,0,0.2,101304,56,133,1.0,4942.531867888457,False,0.05118682698835348,8,1.288,141665,0,1,0.1,10.011776935814956,False,-0.015722552239806602,21,4.9910000000000005,105220,187,0,0.0,6556.181720574862,False,-0.246190304792595,0,0.2,212856,0,19,0.0,1082.9999999999998,False,4.4519841790541175e-05,9,2.639000000000001,201574,674,0,0.0,6747.93765473928,False,-0.03955251079081461,0.2625,986797,0.0,0.0,9,0,0,9,8,8.0,14,23,31,193.0,70.0,13,13,31,749,1.6593605160014704,115.77385498810327
29,31,0,0,0,10.000000000000002,20,10.0,5.814630734893694,59,8.203389830508476,33.502452240903345,11,21.818181818181817,9.517402746869134,21,3.9047619047619047,56.99999999999999,9,57.0,45,1.6760000000000002,64012,310,0,0.0,3100.0000000000005,False,-0.06195272706461397,14,3.8500000000000014,56503.0,290,0,0.0,2900.0000000000005,False,-0.17082069478624162,0,0.263,101784,29,95,1.0,3351.357254197735,False,0.047990099745739215,0,0.2,101345,72,132,1.0,4840.977108711587,False,0.05108778746739116,0,1.2800000000000002,141665,0,1,0.0,9.517402746869134,False,-0.01572426961590848,21,5.18,103865,198,0,0.0,6633.485543698863,False,-0.25533586618878623,0,0.2,212856,0,19,0.0,1082.9999999999998,False,4.4519841790541175e-05,9,2.72,201338,695,0,0.0,6614.594909074049,False,-0.04097091938376554,0.25,983368,0.0,0.0,7,0,0,11,11,11.0,17,28,33,275.0,71.0,18,13,33,440,1.7223845410044305,117.4962395291077
30,33,0,0,0,10.000000000000002,20,10.0,5.744860414874743,6,3.3333333333333335,32.55130568497354,11,25.272727272727273,9.97019872128459,24,14.375,57.0,11,57.0,1,1.6410000000000002,63889,321,0,0.0,3210.0000000000005,False,-0.06292565672752247,5,3.886000000000002,56308.0,299,0,0.0,2990.0000000000005,False,-0.17296686316030446,0,0.263,101947,24,101,1.0,3425.5585241393214,False,0.050017010008606554,0,0.2,101440,63,135,1.0,4756.352473608537,False,0.051621484945648076,10,1.3800000000000001,141455,0,1,0.1,9.97019872128459,False,-0.01718170885508787,13,5.289000000000001,102976,208,0,0.0,6770.671582474497,False,-0.2610357889348708,0,0.2,212740,0,21,0.2,1197.0,False,-0.00023197180722439874,11,2.821000000000001,200881,717,0,0.0,7148.632483161051,False,-0.0418612281778707,0.2875,981636,0.0,0.0,9,0,0,17,10,9.5,16,33,33,351.0,50.0,23,10,33,478,1.9612867849646136,119.45752631407231
31,33,0,0,0,10.000000000000002,20,10.0,5.578532356117472,12,2.9166666666666665,29.935520220088062,30,22.466666666666665,9.922763774635483,26,9.5,57.00000000000001,9,57.0,1,1.6500000000000006,63776,331,0,0.0,3310.0000000000005,False,-0.06382704744462886,11,3.991000000000001,55941.0,309,0,0.0,3090.0000000000005,False,-0.17750243232415727,0,0.263,102556,23,82,1.0,2583.0189022379227,False,0.051918614403263376,0,0.2,101470,56,144,1.0,4623.1127236352595,False,0.05125054559082701,10,1.4700000000000002,141169,0,1,0.1,9.922763774635483,False,-0.019168909271068353,15,5.426000000000001,101576,237,0,0.0,7094.718292160871,False,-0.26963685085365807,0,0.2,212740,0,21,0.0,1197.0000000000002,False,-0.00023197180722439874,9,2.900000000000001,200479,743,0,0.0,7372.613484554164,False,-0.04322029944384369,0.2625,979707,0.0,0.0,6,0,0,12,9,8.90909090909091,15,27,35,235.0,97.0,17,16,35,874,1.9232237450196408,121.38075005909195
32,35,0,0,0,10.000000000000002,20,10.0,5.245512594973243,21,2.3333333333333335,29.297798958911688,8,21.0,10.045599448655231,55,10.563636363636364,57.0,10,57.0,2,1.6690000000000005,63639,342,0,0.0,3420.0000000000005,False,-0.06500028615578321,19,4.170000000000001,55308.0,318,0,0.0,3180.0000000000005,False,-0.18591541235048362,0,0.263,102706,22,84,1.0,2576.4163896379932,False,0.05340459264215679,0,0.2,101439,58,154,1.0,4816.100770180848,False,0.05191396431484796,19,1.6500000000000001,140494,0,0,0.0,0.0,False,-0.023893061354935977,35,5.761000000000002,99092,245,0,0.0,7177.9607449333635,False,-0.2866057097922875,0,0.2,212740,0,21,0.0,1197.0,False,-0.00023197180722439874,10,2.991000000000001,199718,798,0,0.0,8016.388360026875,False,-0.04527811226491913,0.25,975136,0.0,0.0,6,0,0,11,17,16.857142857142858,19,30,38,289.0,68.0,20,15,38,368,1.9950849119923078,123.37583497108426
33,38,0,0,0,10.000000000000002,20,10.0,5.1453193592643185,10,3.3,28.27891263533524,10,18.0,11.179089289373673,35,19.542857142857144,57.0,6,57.0,1,1.677,63526,352,0,0.0,3520.0000000000005,False,-0.0659016768728896,9,4.241000000000001,55004.0,328,0,0.0,3280.0000000000005,False,-0.18954959079723002,0,0.263,102696,13,94,1.0,2725.106939391949,False,0.054056375171653535,0,0.2,101596,57,154,1.0,4648.235749319692,False,0.05265409812057946,31,1.9410000000000005,139048,0,0,0.0,0.0,False,-0.03393940236082066,4,5.766000000000002,98788,255,0,0.0,7211.122722010486,False,-0.28860260426027917,0,0.2,212740,0,21,0.0,1197.0,False,-0.00023197180722439874,6,3.041000000000001,198953,833,0,0.0,9312.18137804827,False,-0.04582689425354691,0.25,972351,0.0,0.0,5,0,0,9,9,9.0,17,26,44,237.0,120.0,17,21,44,380,1.8942927310126834,125.27012770209694
34,44,0,0,0,10.000000000000002,20,10.0,5.12104533438082,2,3.0,28.27891263533524,0,,10.957547952548664,36,9.333333333333334,57.00000000000001,8,57.0,0,1.6760000000000002,63396,365,0,0.0,3650.0000000000005,False,-0.06683168316831684,2,4.252000000000001,54894.0,335,0,0.0,3350.0000000000005,False,-0.19062267498426144,0,0.263,102690,5,104,1.0,2966.6121407467685,False,0.055218756410662054,0,0.2,101596,47,164,1.0,4878.430802910878,False,0.05381997327298312,11,2.0200000000000005,138718,0,0,0.0,0.0,False,-0.03623213578540015,25,6.012000000000001,97402,255,0,0.0,7211.122722010486,False,-0.29823208464351303,0,0.2,212740,0,21,0.0,1197.0000000000002,False,-0.00023197180722439874,8,3.1150000000000007,198489,869,0,0.0,9522.109170764788,False,-0.04750944483578083,0.25,969925,0.0,0.0,5,0,0,21,7,7.0,17,38,30,393.0,48.0,28,16,30,200,2.133897365012672,127.40402506710961
35,30,0,0,0,10.0,20,10.0,5.3434643725977935,28,6.607142857142857,28.355514203259126,1,36.0,10.957547952548664,0,,57.00000000000001,10,57.0,13,1.8060000000000005,63157,372,0,0.0,3720.0,False,-0.06975047215704229,15,4.400000000000001,54386.0,348,0,0.0,3480.0,False,-0.19696102558232703,0,0.263,102670,1,114,1.0,3237.872083544138,False,0.05639002493640804,0,0.2,101467,59,173,1.0,5220.768355147099,False,0.05424711996893852,0,2.0090000000000003,138682,0,1,0.1,10.957547952548664,False,-0.03644418740680547,0,5.987000000000002,97402,255,0,0.0,7230.656121831077,False,-0.29816422876674886,0,0.2,212740,0,21,0.0,1197.0000000000002,False,-0.00023197180722439874,10,3.207000000000001,198323,869,0,0.0,9522.109170764788,False,-0.04828737049233134,0.2625,968827,0.0,0.0,6,0,0,6,8,8.0,16,22,34,168.0,61.0,12,18,34,236,1.6586200800375082,129.06264514714712
36,34,0,0,0,10.0,20,10.0,5.498202478593192,30,6.366666666666666,26.236235436581758,18,15.555555555555555,10.293145705263862,66,7.575757575757575,57.00000000000001,13,57.0,15,1.943,62782,386,0,0.0,3860.0,False,-0.07411434785097007,15,4.535000000000002,53961.0,354,0,0.0,3540.0,False,-0.2026126023006925,0,0.263,102655,20,113,1.0,3074.658653905603,False,0.05541145162124762,0,0.2,101571,50,176,1.0,4892.487560768049,False,0.05363793055635045,19,2.1990000000000007,137738,8,10,1.0,312.8213405452927,False,-0.04195416846537864,46,6.447000000000001,93659,255,0,0.0,6690.240036328349,False,-0.32604670215889214,0,0.2,212740,0,21,0.0,1197.0000000000002,False,-0.00023197180722439874,13,3.3270000000000013,197527,935,0,0.0,9624.091234421712,False,-0.05177870537607151,0.375,962633,0.0,0.0,10,0,0,12,18,17.90909090909091,15,27,37,251.0,73.0,17,17,37,480,1.79750177601818,130.8601469231653
37,37,0,0,0,10.0,20,10.0,5.297318826495878,13,2.5384615384615383,27.397421913644656,6,46.333333333333336,10.445878049776912,31,11.935483870967742,57.0,11,57.0,1,1.9380000000000002,62669,396,0,0.0,3960.0,False,-0.07501573856807646,12,4.6400000000000015,53564.0,364,0,0.0,3640.0,False,-0.20757740513935788,0,0.263,102649,16,123,1.0,3454.639996602227,False,0.057275176741770975,0,0.2,101822,47,180,1.0,5180.5099293013445,False,0.057639178345765554,8,2.2600000000000007,137695,0,8,0.8,83.5670243982153,False,-0.043049311053065704,13,6.531000000000001,92784,261,0,0.0,7150.727119461255,False,-0.3305262618042379,0,0.2,212740,0,21,0.0,1197.0,False,-0.00023197180722439874,11,3.4240000000000013,196929,966,0,0.0,10090.718196084497,False,-0.0534877354957062,0.35,960852,0.0,0.0,7,0,0,11,11,10.88888888888889,15,26,36,228.0,113.0,16,21,36,631,1.9001937659922987,132.7603406891576
38,36,0,0,0,10.0,20,10.0,5.084481249335831,20,3.25,28.119876372743747,4,45.0,10.636768611151817,9,17.0,57.0,12,57.0,0,1.9369999999999998,62539,409,0,0.0,4090.0,False,-0.0759457448635037,20,4.828000000000002,52984.0,371,0,0.0,3710.0,False,-0.2153751502317862,0,0.263,102829,6,129,1.0,3657.970939579958,False,0.06012829429904147,0,0.2,101757,57,190,1.0,5632.591942033454,False,0.05927043588072284,1,2.2620000000000005,137765,0,1,0.1,10.636768611151817,False,-0.04281632159195199,0,6.518000000000001,92640,264,0,0.0,7423.647362404349,False,-0.3305786464452059,0,0.2,212740,0,21,0.0,1197.0,False,-0.00023197180722439874,12,3.5330000000000017,196534,975,0,0.0,10370.849395873021,False,-0.054682434354619225,0.2625,959788,0.0,0.0,7,0,0,13,7,6.111111111111111,19,32,40,330.0,79.0,22,14,40,380,1.9939383410383016,134.7542790301959
39,40,0,0,0,10.0,20,10.0,4.86585678637563,16,2.5,29.825124045874425,9,46.44444444444444,10.533924862566687,3,1.0,56.99999999999999,12,57.0,1,1.9470000000000003,62426,419,0,0.0,4190.0,False,-0.07684713558061008,15,4.958000000000001,52490.0,381,0,0.0,3810.0,False,-0.2217278086190122,0,0.263,103035,0,134,1.0,3996.566622147173,False,0.06392985667909463,0,0.2,101929,59,196,1.0,6132.80986338755,False,0.06354616936137614,0,2.261000000000001,137729,0,2,0.1,21.067849725133375,False,-0.04303020207414166,3,6.548000000000001,92120,272,0,0.0,8112.4337404778435,False,-0.3317987058545371,0,0.2,212740,0,21,0.0,1196.9999999999998,False,-0.00023197180722439874,12,3.641000000000001,196275,978,0,0.0,10302.17851559022,False,-0.05605709197426705,0.2625,958744,0.0,0.0,8,0,0,13,9,9.0,17,30,40,294.0,93.0,20,20,40,618,1.9433786679874174,136.69765769818332
40,40,0,0,0,9.999999999999998,20,10.0,4.638725192429922,12,1.4166666666666667,29.91984145711289,28,30.214285714285715,10.49696331395726,49,10.306122448979592,56.99999999999999,11,57.0,0,1.9460000000000002,62336,428,0,0.0,4279.999999999999,False,-0.07749098609282894,12,5.0630000000000015,52072.0,392,0,0.0,3919.999999999999,False,-0.22692153608424426,0,0.263,103452,0,126,0.6,3769.9000235962244,False,0.06700583468525868,0,0.2,102341,55,192,1.0,5999.739445349321,False,0.06704553921795202,24,2.501000000000001,136677,0,0,0.0,0.0,False,-0.0504123446325721,23,6.775000000000001,89928,300,0,0.0,8975.952437133867,False,-0.3440282894223914,0,0.2,212740,0,21,0.0,1196.9999999999998,False,-0.00023197180722439874,11,3.7390000000000008,195536,1027,0,0.0,10780.381323434105,False,-0.058399766333078425,0.2,955082,0.0,0.0,9,0,0,12,13,12.8,19,31,40,319.0,97.0,22,18,40,1046,2.3001395299797878,138.9977972281631
41,40,0,0,0,9.999999999999998,20,10.0,4.530356816438473,9,2.5555555555555554,29.97800350911304,1,36.0,9.826745650321147,51,6.254901960784314,56.99999999999999,9,57.0,1,1.9560000000000002,62193,441,0,0.0,4409.999999999999,False,-0.07860699364734161,8,5.131000000000001,51814.0,399,0,0.0,3989.999999999999,False,-0.23011217306701767,0,0.263,103468,0,131,0.6,3927.1184596938083,False,0.06796417444791332,0,0.2,102338,48,202,1.0,6273.013836029881,False,0.06839921109798164,11,2.5870000000000006,136311,0,1,0.1,9.826745650321147,False,-0.052921057903155204,40,7.152000000000002,87078,300,0,0.0,8993.401052733912,False,-0.36376855532527663,0,0.2,212740,0,21,0.0,1196.9999999999998,False,-0.00023197180722439874,9,3.818000000000001,195063,1078,0,0.0,10593.231811046197,False,-0.061054905123422605,0.21250000000000002,951005,0.0,0.0,6,0,0,13,11,11.0,20,33,41,306.0,95.0,23,17,41,236,3.8031534590409137,142.80095068720402
42,41,0,0,0,9.999999999999998,20,10.0,4.384199916042471,28,3.5714285714285716,30.736043830491486,5,45.0,9.60089326232132,16,5.5,56.99999999999999,7,57.0,2,1.9750000000000005,62086,449,0,0.0,4489.999999999999,False,-0.07956561552108968,26,5.383000000000001,50914.0,411,0,0.0,4109.999999999999,False,-0.24213071596176958,0,0.263,103628,7,136,1.0,4210.79136035914,False,0.07102161301614202,0,0.2,102303,49,212,1.0,6730.867087950276,False,0.07036358201794073,0,2.576000000000001,136311,0,1,0.0,9.60089326232132,False,-0.052921842477881,16,7.272000000000002,86072,305,0,0.0,9374.493368299904,False,-0.3694340652654363,0,0.2,212740,0,21,0.0,1196.9999999999998,False,-0.00023197180722439874,7,3.8790000000000004,194866,1094,0,0.0,10503.377228979523,False,-0.06218864877832975,0.25,948920,0.0,0.0,6,0,0,8,12,12.0,23,31,37,328.0,114.0,22,19,37,425,2.1984054329805076,144.99935612018453
43,37,0,0,0,9.999999999999998,20,10.0,4.1862674809934965,20,2.55,30.370543953069447,7,25.714285714285715,8.933409149417477,43,4.651162790697675,56.99999999999999,8,57.0,2,1.9930000000000003,61939,461,0,0.0,4609.999999999999,False,-0.08081039317804613,18,5.537000000000001,50333.0,419,0,0.0,4189.999999999999,False,-0.24987122989755622,0,0.263,103664,0,142,0.7,4312.617241335862,False,0.0719019936859862,0,0.2,102396,59,216,1.0,6807.027275241617,False,0.07169135185288801,6,2.636000000000001,135968,0,7,0.7,62.533864045922336,False,-0.05512101511103804,36,7.616000000000001,83542,305,0,0.0,9263.015905686181,False,-0.3873989428911848,0,0.2,212740,0,21,0.0,1196.9999999999998,False,-0.00023197180722439874,8,3.952000000000001,194536,1137,0,0.0,10157.286202887672,False,-0.06454607053140839,0.3,945118,0.0,0.0,7,0,0,11,14,13.857142857142858,19,30,36,286.0,84.0,20,17,36,380,1.9580291229649447,146.95738524314947
44,36,0,0,0,9.999999999999998,20,10.0,4.163495330204088,11,3.8181818181818183,30.907330229981355,5,40.2,8.582953222730877,25,4.56,56.99999999999999,9,57.0,1,2.0010000000000003,61836,470,0,0.0,4699.999999999999,False,-0.08164024494935043,10,5.619000000000001,49996.0,430,0,0.0,4299.999999999999,False,-0.25390602644079435,0,0.263,103642,0,147,0.5,4543.377543807259,False,0.07284788367236919,0,0.2,102577,55,221,1.0,7059.512223987104,False,0.07480355049526505,0,2.630000000000001,135860,0,10,0.3,85.82953222730877,False,-0.0557904388422832,25,7.830000000000001,81990,307,0,0.0,9488.550380604276,False,-0.3973982673167228,0,0.2,212740,0,21,0.0,1196.9999999999998,False,-0.00023197180722439874,9,4.034000000000001,194275,1162,0,0.0,9973.391644813279,False,-0.06620008706015967,0.225,942916,0.0,0.0,10,0,0,10,9,9.0,17,27,34,261.0,87.0,18,18,34,401,1.8261068330029957,148.78349207615247
45,34,0,0,0,10.0,20,10.0,3.989622037038053,17,2.3529411764705883,30.907330229981355,0,,8.53351246886054,86,8.372093023255815,56.99999999999999,7,57.0,2,2.0200000000000005,61709,480,0,0.0,4800.0,False,-0.08274194471470268,15,5.759000000000002,49497.0,440,0,0.0,4400.0,False,-0.2603302237738225,0,0.263,103618,5,157,1.0,4872.398956292263,False,0.07427118046784024,0,0.2,102561,47,231,1.0,7327.105518866481,False,0.07599676626722755,8,2.710000000000001,135844,0,0,0.0,0.0,False,-0.056199759610374274,68,8.485,75372,307,0,0.0,9488.550380604276,False,-0.44337799399510786,0,0.2,212740,0,21,0.0,1196.9999999999998,False,-0.00023197180722439874,7,4.095000000000001,193446,1248,0,0.0,10649.823561137953,False,-0.06850004789131078,0.25,934787,0.0,0.0,5,0,0,10,16,15.88888888888889,18,28,37,259.0,78.0,18,16,37,389,1.8469982050010003,150.63049028115347
46,37,0,0,0,10.0,20,10.0,3.904466359752377,15,3.0,32.53490233685251,11,44.72727272727273,8.772694734216657,13,14.846153846153847,56.99999999999999,11,57.0,0,2.0180000000000002,61629,488,0,0.0,4880.0,False,-0.08331425628111944,15,5.894000000000002,49000.0,452,0,0.0,4520.0,False,-0.26658272763692553,0,0.263,103906,3,160,1.0,5217.2977729756585,False,0.07893528176584584,0,0.2,102720,44,237,1.0,7882.56837366315,False,0.08042061735815292,9,2.792000000000001,135574,0,1,0.1,8.772694734216657,False,-0.05804515748739269,4,8.457,74732,317,0,0.0,10313.564040782247,False,-0.4449585430694064,0,0.2,212740,0,21,0.0,1196.9999999999998,False,-0.00023197180722439874,11,4.198000000000001,193020,1261,0,0.0,11062.368059847204,False,-0.06952975785928166,0.2625,933321,0.0,0.0,9,0,0,8,9,9.0,17,25,35,236.0,124.0,16,21,35,692,1.753922005998902,152.38441228715237
47,35,0,0,0,10.0,20,10.0,3.8969719912046865,8,3.75,34.02988085447693,11,45.45454545454545,8.176926105175237,62,5.209677419354839,57.0,9,57.0,2,2.0380000000000007,61502,498,0,0.0,4980.0,False,-0.0844159560464717,6,5.939000000000002,48760.0,462,0,0.0,4620.0,False,-0.26930120757740517,0,0.263,104120,0,163,0.8,5546.870579279739,False,0.08277218137436299,0,0.2,102976,37,241,1.0,8345.389249603513,False,0.08535781917710097,2,2.803000000000001,135618,0,1,0.1,8.176926105175237,False,-0.057741529301462605,59,9.043000000000001,68777,327,0,0.0,11127.771039413956,False,-0.48350353623069775,0,0.2,212740,0,21,0.0,1197.0,False,-0.00023197180722439874,9,4.277000000000001,192542,1323,0,0.0,10818.073237146838,False,-0.07234222815447253,0.23750000000000002,927035,0.0,0.0,9,0,0,10,15,14.666666666666666,22,32,33,334.0,59.0,22,13,33,700,1.618237241054885,154.00264952820726
48,33,0,0,0,10.0,20,10.0,3.8990135090226956,3,4.0,35.238208064090195,11,44.63636363636363,8.562544308524034,29,13.0,56.99999999999999,9,57.0,1,2.0460000000000003,61369,510,0,0.0,5100.0,False,-0.08546042465518228,2,5.953000000000001,48636.0,470,0,0.0,4700.0,False,-0.27050306186688033,0,0.263,104345,0,158,0.0,5567.63687412625,False,0.08515648423920828,0,0.2,103230,30,245,1.0,8750.331380972779,False,0.08998162203446437,15,2.951000000000001,135097,0,2,0.2,17.125088617048068,False,-0.06133018456984489,13,9.114000000000003,67805,336,0,0.0,11840.037909534305,False,-0.4877823782262084,0,0.2,212740,0,21,0.0,1196.9999999999998,False,-0.00023197180722439874,9,4.3580000000000005,192011,1352,0,0.0,11576.559905124494,False,-0.07305340528725965,0.15,925233,0.0,0.0,10,0,0,10,7,6.9375,14,24,32,223.0,76.0,15,18,32,691,1.4817238630494103,155.48437339125667
49,32,0,0,0,10.0,20,10.0,3.8101976711808834,10,2.6,35.53575518766247,4,42.0,8.333762166948182,41,6.512195121951219,56.99999999999999,9,57.0,1,2.0550000000000006,61276,518,0,0.0,5180.0,False,-0.08621873748068448,9,6.041000000000001,48297.0,482,0,0.0,4820.0,False,-0.2744949350426372,0,0.263,104467,0,161,0.6,5721.256585213657,False,0.0871703196106929,0,0.2,103250,24,254,1.0,9117.526561774608,False,0.09204395454799642,0,2.936000000000001,135025,0,4,0.2,33.33504866779273,False,-0.06177410653335998,41,9.511000000000001,64786,338,0,0.0,12011.085253429914,False,-0.5081632243702628,0,0.2,212740,0,21,0.0,1196.9999999999998,False,-0.00023197180722439874,9,4.439000000000001,191589,1393,0,0.0,11608.930698558817,False,-0.07495517391193787,0.225,921430,0.0,0.0,9,0,0,12,12,12.0,14,26,36,255.0,57.0,16,16,36,368,1.6193268749630079,157.10370026621968
50,36,0,0,0,10.0,20,10.0,3.881275236563809,3,7.0,36.17837513673155,8,42.75,8.300163677105118,67,8.134328358208956,57.0,10,57.0,2,2.0740000000000003,61159,527,0,0.0,5270.0,False,-0.08724889830023465,1,6.042000000000001,48165.0,493,0,0.0,4930.0,False,-0.27559663480798946,0,0.263,104519,0,161,0.2,5824.71839701378,False,0.0882210570947397,0,0.2,103519,15,258,1.0,9392.239913825197,False,0.09616012597913944,6,2.996000000000001,134845,0,3,0.3,24.900491031315354,False,-0.0630539886925469,57,10.040000000000001,59596,343,0,0.0,12409.182671898923,False,-0.5428387420817362,0,0.2,212740,0,21,0.0,1197.0,False,-0.00023197180722439874,10,4.530000000000001,190868,1460,0,0.0,12118.238968573472,False,-0.07714061013605861,0.1875,915411,0.0,0.0,11,0,0,11,12,11.6,16,27,41,245.0,106.0,17,19,41,542,1.8111647649784572,158.91486503119813
51,41,0,0,0,10.000000000000002,20,10.0,3.900250632447731,3,4.666666666666667,36.29963620487482,4,38.75,8.330280375487828,37,8.621621621621621,57.0,16,57.0,1,2.0820000000000007,61026,539,0,0.0,5390.000000000001,False,-0.08829336690894524,2,6.061000000000002,48043.0,501,0,0.0,5010.000000000001,False,-0.27676987351914384,0,0.263,104545,0,161,0.1,5844.241428984847,False,0.0885833017411765,0,0.2,103634,7,265,1.0,9646.70534871896,False,0.09861381125138759,9,3.080000000000001,134578,0,2,0.2,16.660560750975655,False,-0.06493764265057012,25,10.233,58057,345,0,0.0,12523.374490681814,False,-0.5531345331137342,0,0.2,212740,0,21,0.0,1197.0,False,-0.00023197180722439874,16,4.680000000000001,190120,1497,0,0.0,12470.429722105278,False,-0.07982072627770712,0.1625,912743,0.0,0.0,9,0,0,14,10,9.75,20,34,45,320.0,88.0,24,17,45,355,2.1271878220140934,161.04205285321223
