index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,27,0,0,0,10.000000000000002,20,10.0,3.468645228294891,5,2.0,29.352185712094684,5,34.0,26.597315408739558,21,18.095238095238095,42.0,20,42.0,5,1.582,58506,254,0,0.0,2540.0000000000005,False,-0.07213262344193844,0,1.2260000000000002,59508,266,0,0.0,2660.0000000000005,False,-0.05564782763919718,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,87085,0,132,0.8,3874.488513996498,False,0.0528448595808389,7,1.539,108278,0,0,0.0,0.0,False,-0.03266210445441063,8,1.0450000000000002,111937,0,5,0.5,132.9865770436978,False,0.0006208416434849472,6,2.1500000000000004,141514,185,0,0.0,4920.503350616818,False,-0.0400628626223744,14,0.556,151657,0,1,0.1,42.0,False,0.01130128081182534,0.175,803930,0.0,0.0,10,0,0,15,11,10.166666666666668,18,33,32,262.0,71.0,17,10,32,420,1.9495458049932495,72.02563491615001
26,32,0,0,0,10.000000000000002,20,10.0,3.2991968029783534,10,2.0,29.808032343667275,5,35.0,25.567762598383787,17,17.0,42.0,20,42.0,5,1.6270000000000004,58286,266,0,0.0,2660.0000000000005,False,-0.07461620849696537,5,1.276,59328,274,0,0.0,2740.0000000000005,False,-0.05782096456234575,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,87240,0,137,1.0,4083.700431082417,False,0.05591515736146384,17,1.7020000000000002,107619,0,5,0.5,127.83881299191893,False,-0.03797845688981043,0,1.0370000000000001,111937,0,5,0.0,127.83881299191893,False,0.0005978470035553028,11,2.2540000000000004,141059,202,0,0.0,5164.688044873525,False,-0.0422824985335887,8,0.6220000000000001,151590,0,0,0.0,0.0,False,0.010714547648733523,0.1875,802504,0.0,0.0,10,0,0,14,10,10.0,20,34,31,319.0,110.0,20,12,31,417,4.078375813027378,76.10401072917739
27,31,0,0,0,10.000000000000002,20,10.0,3.2700948501292135,1,1.0,30.2353283285957,5,35.0,24.791793861027642,40,22.025,42.0,20,42.0,1,1.6320000000000003,58175,275,0,0.0,2750.0000000000005,False,-0.07564068733216397,0,1.2710000000000001,59218,285,0,0.0,2850.0000000000005,False,-0.058674696925011254,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,87414,0,133,0.1,4021.298667703228,False,0.05760400848985992,28,1.9650000000000003,106437,0,5,0.5,123.95896930513821,False,-0.04855558199785086,2,1.0570000000000002,112205,0,0,0.0,0.0,False,0.002421069558847178,12,2.363000000000001,140074,240,0,0.0,5950.030526646634,False,-0.046231804515689624,8,0.6940000000000002,151384,0,2,0.2,84.0,False,0.009621090390244228,0.09999999999999999,800352,0.0,0.0,10,0,0,22,13,12.166666666666668,13,35,30,285.0,104.0,21,10,30,623,2.4465695479884744,78.55058027716586
28,30,0,0,0,10.000000000000002,20,10.0,3.490800988266235,21,4.238095238095238,30.2353283285957,0,,24.223796502612892,15,18.0,42.0,20,42.0,12,1.7510000000000001,57828,285,0,0.0,2850.0000000000005,False,-0.08025084209055772,9,1.3610000000000002,58937,295,0,0.0,2950.0000000000005,False,-0.06226037284820639,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,87325,11,143,1.0,4362.050761860113,False,0.05856642359829296,0,1.9370000000000005,106437,0,5,0.0,121.11898251306445,False,-0.048568267985987026,15,1.205,111890,0,0,0.0,0.0,False,-0.0003930887844622724,7,2.4210000000000007,139718,255,0,0.0,6177.068108166288,False,-0.047848529139414876,11,0.796,151285,0,0,0.0,0.0,False,0.008680983844835748,0.125,798865,0.0,0.0,8,0,0,13,13,13.0,18,31,36,221.0,109.0,16,14,36,284,2.86928441200871,81.41986468917457
29,36,0,0,0,10.000000000000002,20,10.0,3.3718621657561285,5,1.4,30.2353283285957,0,,24.58408164476503,10,30.4,42.0,20,42.0,2,1.7590000000000003,57678,296,0,0.0,2960.0000000000005,False,-0.08172547071697996,3,1.3820000000000001,58784,304,0,0.0,3040.0000000000005,False,-0.06393679276034957,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,87318,6,153,1.0,4646.236407269679,False,0.060164134205771845,1,1.9470000000000005,106506,0,0,0.0,0.0,False,-0.0484928618650276,4,1.2300000000000002,111930,0,0,0.0,0.0,False,-3.5735344042024764e-05,12,2.534000000000001,139398,261,0,0.0,6416.445309283672,False,-0.049184089832568764,8,0.8650000000000002,150981,0,4,0.4,168.0,False,0.007214150937106205,0.175,798040,0.0,0.0,8,0,0,7,12,11.166666666666666,24,31,33,256.0,122.0,15,21,33,200,2.4891247510095127,83.90898944018409
30,33,0,0,0,10.000000000000002,20,10.0,3.1636237119690676,9,1.3333333333333333,30.245019259338125,6,30.333333333333332,23.99473387776555,14,17.5,42.0,20,42.0,1,1.7670000000000001,57557,306,0,0.0,3060.0000000000005,False,-0.08282756158514816,8,1.4590000000000003,58509,314,0,0.0,3140.0000000000005,False,-0.06742933424398119,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,87488,5,157,1.0,4764.286142275931,False,0.06287275671331889,7,2.0160000000000005,106177,0,6,0.6,143.9684032665933,False,-0.05078899885974504,7,1.2960000000000003,111776,0,0,0.0,0.0,False,-0.0014115460896599783,13,2.652000000000001,138918,275,0,0.0,6598.551816385527,False,-0.05177736204641349,3,0.8870000000000002,151125,0,0,0.0,0.0,False,0.007614196275577899,0.2,796995,0.0,0.0,10,0,0,8,11,11.0,21,29,32,234.0,122.0,15,18,32,550,2.981709629006218,86.8906990691903
31,32,0,0,0,10.000000000000002,20,10.0,2.966491693211472,11,1.5454545454545454,30.245019259338125,0,,23.394444010235773,15,17.333333333333332,42.0,20,42.0,10,1.8660000000000003,57259,313,0,0.0,3130.0000000000005,False,-0.08690995451934869,1,1.461,58359,327,0,0.0,3270.0000000000005,False,-0.06874873880446425,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,87471,6,167,1.0,5068.717166468736,False,0.06447191833898298,0,2.0090000000000003,106267,0,1,0.0,23.394444010235773,False,-0.05052354760836632,10,1.3890000000000002,111556,0,0,0.0,0.0,False,-0.0033769900119713404,11,2.749000000000001,138567,285,0,0.0,6667.416542917195,False,-0.05388805216952188,9,0.9740000000000002,150902,0,5,0.5,210.0,False,0.006827440443250235,0.1875,795826,0.0,0.0,9,0,0,10,13,13.0,24,34,36,278.0,87.0,18,14,36,290,3.3060592010151595,90.19675827020546
32,36,0,0,0,10.000000000000002,20,10.0,3.024948938500008,10,3.5,30.98096423825329,10,35.0,22.931739303707275,10,16.0,42.0,20,42.0,0,1.8560000000000005,57119,327,0,0.0,3270.0000000000005,False,-0.08799652298092296,10,1.5600000000000003,58086,333,0,0.0,3330.0000000000005,False,-0.0725206836067864,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,87786,6,167,1.0,5191.9707214192995,False,0.06892619344690547,9,2.0990000000000006,105691,0,10,1.0,229.31739303707275,False,-0.0547495962217151,0,1.3790000000000002,111556,0,0,0.0,0.0,False,-0.0033769900119713404,7,2.8080000000000007,138498,285,0,0.0,6535.5457015565735,False,-0.05478772360348657,8,1.0450000000000002,150841,0,10,1.0,420.0,False,0.007120807024796143,0.375,795022,0.0,0.0,10,0,0,14,11,10.2,19,33,22,265.0,140.0,19,17,22,634,2.358914709009696,92.55567297921516
33,22,0,0,0,10.000000000000002,20,10.0,2.879844735880879,9,1.5555555555555556,31.29918023922809,5,35.0,22.546131308211354,10,17.0,41.99999999999999,20,42.0,9,1.9460000000000002,56819,337,0,0.0,3370.0000000000005,False,-0.09187712462940255,0,1.5500000000000003,57986,343,0,0.0,3430.0000000000005,False,-0.07329680393648232,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,87947,5,172,1.0,5397.858224826636,False,0.07204779327309549,0,2.0900000000000003,105686,0,5,0.5,112.73065654105677,False,-0.05531504879419538,0,1.3790000000000002,111556,0,0,0.0,0.0,False,-0.0033769900119713404,11,2.911000000000001,138330,285,0,0.0,6425.647422840236,False,-0.05627421966876167,0,1.0370000000000004,151049,0,11,1.0,461.99999999999994,False,0.008647646733296441,0.3125,794818,0.0,0.0,15,0,0,5,6,6.0,21,26,28,144.0,77.0,10,12,28,923,1.353364854992833,93.909037834208
34,28,0,0,0,10.000000000000002,20,10.0,2.880738972694331,9,2.888888888888889,31.29918023922809,0,,23.214729389530117,16,29.0,41.99999999999999,20,42.0,7,2.0070000000000006,56609,343,0,0.0,3430.0000000000005,False,-0.09467115781630785,2,1.5700000000000003,57814,357,0,0.0,3570.0000000000005,False,-0.07488008940906198,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,87921,4,182,1.0,5707.97375943029,False,0.07357412871910428,6,2.1500000000000004,105816,0,0,0.0,0.0,False,-0.054657208712276875,5,1.4290000000000003,111451,0,0,0.0,0.0,False,-0.0043150427930744905,6,2.960000000000001,137972,291,0,0.0,6755.486252353264,False,-0.057561569470029154,3,1.0670000000000002,151317,0,10,1.0,419.99999999999994,False,0.010294500043338244,0.25,794345,0.0,0.0,11,0,0,9,9,8.166666666666666,21,30,25,235.0,117.0,14,14,25,662,1.5063083109562285,95.41534614516422
35,25,0,0,0,10.0,20,10.0,2.8478336676777762,2,1.5,31.51757109637374,5,34.0,24.360831565892028,13,36.61538461538461,41.99999999999999,20,42.0,1,2.0100000000000002,56499,352,0,0.0,3520.0,False,-0.09568011424491253,1,1.5780000000000003,57683,368,0,0.0,3680.0,False,-0.07605979231019977,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,88088,0,183,0.6,5767.715510636394,False,0.07590247363008487,9,2.2340000000000004,105540,0,5,0.5,121.80415782946014,False,-0.05657885826545346,4,1.4640000000000002,111491,0,0,0.0,0.0,False,-0.003957689352654243,6,3.0140000000000007,137512,299,0,0.0,7283.888638201716,False,-0.05886704280417883,4,1.1040000000000003,151615,0,5,0.5,209.99999999999997,False,0.011581312548755525,0.2,793873,0.0,0.0,11,0,0,3,10,9.666666666666668,21,24,30,140.0,107.0,8,17,30,748,1.745630773017183,97.1609769181814
36,30,0,0,0,10.0,20,10.0,2.7274548569805526,7,1.4285714285714286,31.51757109637374,0,,27.01936974746835,16,49.75,41.99999999999999,8,42.0,3,2.0390000000000006,56329,363,0,0.0,3630.0,False,-0.09746519100321314,4,1.6170000000000002,57509,377,0,0.0,3770.0,False,-0.07806218276081524,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,88078,0,190,0.7,5988.338508311011,False,0.07708883381218522,7,2.2950000000000004,105855,0,0,0.0,0.0,False,-0.054308789107867135,4,1.5000000000000002,111531,0,0,0.0,0.0,False,-0.003600335912233995,8,3.088000000000001,136913,309,0,0.0,8348.98525196772,False,-0.05931010430526214,0,1.1000000000000003,151315,0,11,0.6,461.99999999999994,False,0.010421181067187615,0.16249999999999998,792975,0.0,0.0,8,0,0,11,8,7.166666666666666,22,33,25,245.0,55.0,18,12,25,200,4.012328876007814,101.17330579418922
37,25,0,0,0,10.0,20,10.0,2.6730838621709987,6,2.0,31.72221943526658,5,34.0,27.01936974746835,0,,41.99999999999999,9,42.0,4,2.0760000000000005,56159,372,0,0.0,3720.0,False,-0.09940549182745292,2,1.6330000000000005,57359,388,0,0.0,3880.0,False,-0.07953681138723748,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,88236,0,191,0.6,6058.943912135917,False,0.07937497878359334,0,2.2880000000000007,105685,0,5,0.5,135.09684873734176,False,-0.055224074683575444,0,1.4960000000000002,111531,0,0,0.0,0.0,False,-0.003600335912233995,9,3.1700000000000013,136779,309,0,0.0,8348.98525196772,False,-0.06020353889451559,0,1.1000000000000003,151315,0,11,0.0,461.99999999999994,False,0.010421181067187615,0.1375,792509,0.0,0.0,9,0,0,6,6,6.0,20,26,23,186.0,63.0,12,13,23,370,4.58398988598492,105.75729568017414
38,23,0,0,0,10.0,20,10.0,2.647757373715942,9,2.4444444444444446,31.997265728277338,5,35.0,28.28731860584073,37,33.0,42.0,7,42.0,0,2.0720000000000005,56039,384,0,0.0,3840.0,False,-0.10033683622308803,9,1.721,57086,396,0,0.0,3960.0,False,-0.08315353212362045,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,88389,0,195,0.9,6239.466817014081,False,0.08225197398712121,32,2.6080000000000005,105483,0,5,0.5,141.43659302920366,False,-0.0570003904397716,0,1.4960000000000002,111531,0,0,0.0,0.0,False,-0.003600335912233995,7,3.231000000000001,136699,309,0,0.0,8740.781449204786,False,-0.059430797326347734,0,1.1,150094,27,21,1.0,1645.7576023576999,False,0.006226564351818916,0.3,790766,0.0,0.0,9,0,0,7,6,5.864864864864865,21,28,23,210.0,75.0,13,10,23,375,3.6681756760226563,109.4254713561968
39,23,0,0,0,10.0,20,10.0,2.4976497843045253,10,1.4,32.65357831019579,15,35.0,28.826534260177695,4,50.0,42.0,14,42.0,9,2.162000000000001,55759,392,0,0.0,3920.0,False,-0.10406221380562843,1,1.7220000000000004,56945,408,0,0.0,4080.0,False,-0.08441084705772783,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,88900,0,190,1.0,6204.179878937201,False,0.08808678406070201,0,2.576000000000001,105308,0,10,0.5,288.265342601777,False,-0.05790793975645569,4,1.5360000000000003,111225,0,10,1.0,288.265342601777,False,-0.005046432082290552,14,3.3640000000000008,136228,313,0,0.0,9022.705223435618,False,-0.06163130080263898,0,1.1,150094,17,31,1.0,1792.051082423021,False,0.006714264558059964,0.4375,789904,0.0,0.0,11,0,0,5,9,9.0,20,25,24,202.0,106.0,12,11,24,725,4.759850714995991,114.18532207119279
40,24,0,0,0,9.999999999999998,20,10.0,2.6745116167744256,13,3.6923076923076925,32.829301684548334,5,35.0,29.101074590132587,2,49.0,42.0,11,42.0,8,2.2330000000000005,55496,402,0,0.0,4019.999999999999,False,-0.10736848641013302,5,1.7710000000000001,56760,418,0,0.0,4179.999999999999,False,-0.08650637194790681,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,89027,3,195,1.0,6409.737363337248,False,0.09080432246456258,0,2.576000000000001,105308,0,10,0.0,291.0107459013259,False,-0.057895676265025266,0,1.5320000000000005,111148,0,13,0.5,378.3139696717236,False,-0.005332097621492459,11,3.460000000000001,135955,315,0,0.0,9166.838495891765,False,-0.06297100839464548,0,1.1,150094,7,41,1.0,1925.707522130928,False,0.007159836521908885,0.3125,789233,0.0,0.0,11,0,0,7,7,7.0,23,30,24,191.0,64.0,14,10,24,473,4.654572289029602,118.83989436022239
41,24,0,0,0,9.999999999999998,20,10.0,2.6624921491685125,12,2.5833333333333335,32.99605226374843,5,35.0,29.964583389982614,6,49.0,42.00000000000001,11,42.0,9,2.3150000000000004,55186,413,0,0.0,4129.999999999999,False,-0.1113267000915822,3,1.7960000000000005,56622,427,0,0.0,4269.999999999999,False,-0.0879499557611412,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,89171,5,200,1.0,6612.522913495529,False,0.09370652431283863,0,2.576000000000001,105133,0,15,0.5,449.4687508497392,False,-0.05875127865148327,0,1.532,111442,0,7,0.0,209.7520837298783,False,-0.003458501957716756,11,3.5590000000000006,135780,315,0,0.0,9438.843767844524,False,-0.06323102028948431,0,1.1000000000000003,149800,3,51,1.0,2231.8937501699484,False,0.006220350806991308,0.3125,788579,0.0,0.0,8,0,0,11,7,7.0,17,28,31,227.0,70.0,14,10,31,669,4.809742736979388,123.64963709720178
42,31,0,0,0,9.999999999999998,20,10.0,2.6033691833507757,13,2.230769230769231,32.99605226374843,0,,30.845594482462506,30,34.5,42.00000000000001,9,42.0,3,2.3360000000000007,55036,422,0,0.0,4219.999999999999,False,-0.11295655278394362,10,1.8930000000000005,56290,438,0,0.0,4379.999999999999,False,-0.09224966238765658,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,89142,8,210,1.0,6949.997928853977,False,0.09535916650219972,0,2.576000000000001,105403,0,0,0.0,0.0,False,-0.05834688298461593,8,1.612,111895,0,0,0.0,0.0,False,-0.0003484196044097415,9,3.638000000000001,135470,325,0,0.0,10024.818206800315,False,-0.0633444516818562,0,1.1,148945,13,61,1.0,2962.992728272013,False,0.0029569775516958166,0.25,787626,0.0,0.0,10,0,0,11,9,8.533333333333333,23,34,29,279.0,107.0,18,13,29,470,4.728650951990858,128.37828804919263
43,29,0,0,0,9.999999999999998,20,10.0,2.6467530772284276,2,4.5,32.99605226374843,0,,31.11514873705975,22,32.81818181818182,42.00000000000001,7,42.0,1,2.343000000000001,54925,431,0,0.0,4309.999999999999,False,-0.11398103161914223,1,1.8930000000000005,56166,449,0,0.0,4489.999999999999,False,-0.09332070844263694,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,89133,0,220,1.0,7259.131498024655,False,0.09708075015980706,15,2.726000000000001,105065,0,0,0.0,0.0,False,-0.06136651955616703,7,1.6740000000000004,111946,0,0,0.0,0.0,False,0.00010720603212607429,7,3.6990000000000007,134791,341,0,0.0,10610.265719337376,False,-0.06591991852630835,0,1.1,148815,9,71,1.0,3262.0363386335384,False,0.003087137671047941,0.25,786286,0.0,0.0,6,0,0,9,12,12.0,22,31,32,269.0,126.0,17,12,32,200,5.381425692001358,133.759713741194
44,32,0,0,0,9.999999999999998,20,10.0,2.5293938569959793,8,1.375,33.07500459327262,5,34.0,31.14905727325455,14,31.5,42.0,10,42.0,5,2.392000000000001,54736,439,0,0.0,4389.999999999999,False,-0.11629387020163606,3,1.9220000000000002,55986,461,0,0.0,4609.999999999999,False,-0.09518339723390715,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,89292,0,223,0.8,7375.726024299794,False,0.0996506730864288,10,2.811000000000001,104875,0,0,0.0,0.0,False,-0.0630639483981632,4,1.7070000000000005,111816,0,5,0.5,155.74528636627275,False,-0.0003584912253369753,10,3.7920000000000007,134450,345,0,0.0,10746.424759272819,False,-0.06773959462314784,0,1.1000000000000003,148570,9,81,1.0,3682.341515459291,False,0.002854795261660638,0.2875,785170,0.0,0.0,9,0,0,17,10,10.0,20,37,34,296.0,79.0,21,11,34,370,6.135761763958726,139.89547550515272
45,34,0,0,0,10.0,20,10.0,2.689408974162829,8,4.25,33.14933553351665,5,34.0,31.99574114430284,19,38.36842105263158,42.0,11,42.0,0,2.3870000000000005,54636,449,0,0.0,4490.0,False,-0.11706999053133198,8,1.9990000000000003,55732,471,0,0.0,4710.0,False,-0.09834996817906648,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,89428,0,226,0.8,7491.749830574762,False,0.1019452056116491,19,2.991000000000001,104733,0,0,0.0,0.0,False,-0.06433255311165509,0,1.703,111646,0,10,0.5,319.9574114430284,False,-0.0011437212489367448,11,3.8920000000000012,133972,351,0,0.0,11230.505141650297,False,-0.06931283831617474,0,1.1000000000000003,148141,12,91,1.0,4205.948893731634,False,0.001740026848814981,0.2875,783733,0.0,0.0,9,0,0,15,8,8.0,17,32,33,271.0,197.0,17,17,33,370,6.010869855992496,145.9063453611452
46,33,0,0,0,10.0,20,10.0,2.7087233674902538,12,2.8333333333333335,33.30103112623012,5,35.0,31.820572129018842,36,31.11111111111111,42.0,6,42.0,7,2.4570000000000007,54373,460,0,0.0,4600.0,False,-0.12029865110286699,5,2.0410000000000004,55557,480,0,0.0,4800.0,False,-0.10036788103627586,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,89569,2,231,1.0,7697.9556368941385,False,0.10483215245224428,20,3.1720000000000006,104438,0,5,0.5,159.1028606450942,False,-0.06625733530185154,6,1.7630000000000001,111862,0,0,0.0,0.0,False,-0.0006432361927564457,6,3.941000000000001,133528,362,0,0.0,11519.047110704822,False,-0.07131125824025115,0,1.1,147401,27,101,1.0,5101.155447483508,False,-0.00020950558568794996,0.3125,782173,0.0,0.0,10,0,0,17,8,7.2,17,34,35,281.0,85.0,18,15,35,675,6.762116502970457,152.66846186411567
47,35,0,0,0,10.0,20,10.0,2.62781595651122,4,1.0,33.442849756157976,5,35.0,32.02027075322912,16,34.0625,42.0,9,42.0,4,2.4900000000000007,54199,469,0,0.0,4690.0,False,-0.12230104155348245,0,2.0360000000000005,55447,491,0,0.0,4910.0,False,-0.10122161339894137,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,89740,0,232,0.6,7758.7411434286505,False,0.10721397653232645,1,3.162000000000001,104699,0,0,0.0,0.0,False,-0.0646363035360123,10,1.8570000000000002,111497,0,5,0.5,160.1013537661456,False,-0.003188926716787863,9,4.025,133101,368,0,0.0,11783.459637188316,False,-0.07327677257693108,0,1.1,147156,27,111,1.0,5526.547310337186,False,-0.0004248904531273829,0.2625,781284,0.0,0.0,9,0,0,9,8,7.166666666666667,21,30,31,242.0,95.0,16,19,31,375,6.037006126018241,158.7054679901339
48,31,0,0,0,10.0,20,10.0,2.5968327491611927,14,2.4285714285714284,33.57501455020043,5,35.0,32.02027075322912,0,,42.0,12,42.0,1,2.4960000000000004,54038,483,0,0.0,4830.0,False,-0.12371358055352902,13,2.1660000000000004,55087,497,0,0.0,4970.0,False,-0.10634400757493442,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,89881,4,237,1.0,7967.665779394147,False,0.11011700084794425,0,3.161000000000001,104524,0,5,0.5,160.1013537661456,False,-0.06548456521804753,0,1.8470000000000002,111497,0,5,0.0,160.1013537661456,False,-0.003188926716787863,12,4.136000000000001,132896,368,0,0.0,11783.459637188316,False,-0.0746435941500427,0,1.1,147156,17,121,1.0,5626.344602804895,False,-9.219510609561739e-05,0.3125,780524,0.0,0.0,8,0,0,14,9,9.0,18,32,34,240.0,72.0,17,14,34,375,5.519117735966574,164.22458572610049
49,34,0,0,0,10.0,20,10.0,2.589556710258731,1,2.0,33.57501455020043,0,,31.462062735804135,20,26.95,42.0,16,42.0,1,2.505000000000001,53908,494,0,0.0,4940.0,False,-0.1248777610480729,0,2.1530000000000005,54997,506,0,0.0,5060.0,False,-0.10704251587166075,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,89879,0,242,0.5,8125.153521148503,False,0.1110246323127736,6,3.221000000000001,104459,0,0,0.0,0.0,False,-0.06678042417853378,4,1.8870000000000002,111702,0,0,0.0,0.0,False,-0.0020726499544374364,16,4.284000000000002,132552,368,0,0.0,11578.039086775922,False,-0.07762200020410343,0,1.1000000000000003,146617,27,131,1.0,6351.4756938667115,False,-0.0012685581236982627,0.1875,779559,0.0,0.0,9,0,0,15,10,9.355555555555556,18,33,29,271.0,78.0,18,16,29,413,5.6848874280112796,169.90947315411177
50,29,0,0,0,10.0,20,10.0,2.7920725902290395,19,3.5789473684210527,33.57501455020043,0,,30.810163974027354,18,24.88888888888889,42.0,5,42.0,11,2.6140000000000008,53594,501,0,0.0,5010.0,False,-0.1292085124877761,8,2.2330000000000005,54719,519,0,0.0,5190.0,False,-0.11034878847616535,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,89811,9,252,1.0,8486.032319962569,False,0.11235442628357364,14,3.355000000000001,104090,0,0,0.0,0.0,False,-0.07007700966641056,4,1.9230000000000005,111742,0,0,0.0,0.0,False,-0.0017152965140171887,5,4.318000000000001,132338,377,0,0.0,11615.431818208312,False,-0.07892417201213368,0,1.1,146331,26,141,1.0,6723.064263324712,False,-0.0019366719450713784,0.25,778070,0.0,0.0,7,0,0,14,10,10.0,20,34,29,274.0,78.0,18,11,29,200,4.0054517080425285,173.9149248621543
51,29,0,0,0,10.000000000000002,20,10.0,2.542497987483706,20,1.5,33.69781900170562,5,35.0,30.726133225378025,1,17.0,42.0,10,42.0,10,2.7030000000000007,53238,513,0,0.0,5130.000000000001,False,-0.13380314483957592,10,2.3250000000000006,54413,527,0,0.0,5270.000000000001,False,-0.11447774863014762,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,89956,19,257,1.0,8708.646945200533,False,0.11538571176526563,1,3.3510000000000004,104068,0,0,0.0,0.0,False,-0.0702735540586417,0,1.9190000000000003,111567,0,5,0.5,153.63066612689013,False,-0.002592462227174475,10,4.413000000000002,132189,377,0,0.0,11583.752225967515,False,-0.08002322854601011,0,1.1,146314,17,151,1.0,6864.344264831427,False,-0.001579031407454671,0.3125,777190,0.0,0.0,8,0,0,14,11,11.0,16,30,34,223.0,115.0,15,14,34,375,5.90373753500171,179.818662397156
