index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,34,0,0,0,10.000000000000002,9,10.0,19.578519491980373,0,,16.213560467581594,19,19.68421052631579,22.913117912149577,46,19.434782608695652,46.99999999999999,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,1.7480000000000004,31990,243,0,0.0,2430.0000000000005,False,-0.07725441156037238,0,0.542,63378,0,22,0.0,356.69833028679506,False,0.035119693243377756,15,6.9110000000000005,23472,90,0,0.0,1762.0667542782335,False,-0.6033707919032717,0,0.2,74105,201,103,1.0,5618.976798935307,False,-0.0015254907120722649,46,5.610000000000001,41870,434,0,0.0,7036.685242930412,False,-0.41078587312460785,3,0.851,105419,0,10,1.0,469.99999999999994,False,0.021235875774476352,12,2.0030000000000006,87502,550,0,0.0,12602.214851682267,False,-0.093313092146098,0.25,464461,0.0,0.0,7,0,0,17,17,16.5,21,38,26,297.0,99.0,21,13,26,368,1.6737964729545638,69.47397935792105
26,26,0,0,0,10.000000000000002,10,10.0,19.4684460588506,1,10.0,16.49667609241664,6,29.666666666666668,22.681328608714903,24,19.750000000000004,46.99999999999999,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,1.7580000000000005,31877,253,0,0.0,2530.0000000000005,False,-0.07900514103098513,0,0.542,63523,0,18,0.1,296.9401696634995,False,0.036994626788790744,1,6.906000000000003,23458,90,0,0.0,1752.160145296554,False,-0.6036794776441649,0,0.2,73969,197,111,1.0,5767.472665773432,False,-0.002327132452919289,22,5.784000000000001,40890,434,0,0.0,7159.557424108822,False,-0.4227103189316854,0,0.8480000000000003,105784,0,5,0.5,234.99999999999997,False,0.023628174023990645,10,2.0910000000000006,86970,569,0,0.0,12905.67597835878,False,-0.09698872005587453,0.2,463196,0.0,0.0,10,0,0,12,12,12.0,19,31,23,244.0,87.0,17,9,23,767,1.4723510679905303,70.94633042591158
27,23,0,0,0,10.000000000000002,14,10.0,19.34907195681536,1,10.0,16.62974663453849,22,18.181818181818183,22.681328608714903,0,,46.99999999999999,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,1.7670000000000001,31724,267,0,0.0,2670.0000000000005,False,-0.08131165763512575,0,0.542,63852,0,10,0.1,166.2974663453849,False,0.04128906731551611,13,7.035000000000003,23002,90,0,0.0,1741.4164761133825,False,-0.6111936769046142,0,0.2,73753,205,121,1.0,6153.538821734894,False,-0.002625280261872368,0,5.7620000000000005,40706,438,0,0.0,7283.829025927858,False,-0.4242923134156723,6,0.9080000000000001,105935,0,0,0.0,0.0,False,0.023951980049682478,9,2.1710000000000007,86820,569,0,0.0,12905.67597835878,False,-0.0984385977828529,0.1375,462517,0.0,0.0,9,0,0,11,12,11.25,19,30,21,192.0,87.0,14,9,21,573,1.27058362896787,72.21691405487945
28,21,0,0,0,10.000000000000002,10,10.0,19.219915582907813,1,10.0,17.564301288015425,26,26.576923076923077,24.248778914794,24,43.5,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,1.7760000000000002,31611,277,0,0.0,2770.0000000000005,False,-0.0830623871057385,0,0.542,64026,0,7,0.1,122.95010901610797,False,0.04376995202781846,22,7.242000000000002,22553,90,0,0.0,1729.7924024617032,False,-0.6186010390679015,0,0.2,73916,221,117,1.0,6718.8177176823065,False,0.003159840830319272,10,5.862000000000001,40416,438,0,0.0,7693.163964150756,False,-0.42540006773710437,10,1.0020000000000004,105764,0,0,0.0,0.0,False,0.022299119440927148,10,2.2620000000000005,85597,593,0,0.0,14379.525896472842,False,-0.10313692695287484,0.1375,460608,0.0,0.0,6,0,0,13,13,13.0,17,30,23,202.0,84.0,13,8,23,1138,1.3115921230055392,73.52850617788499
29,23,0,0,0,10.0,13,10.0,19.219915582907813,0,,17.846564217081774,15,22.533333333333335,24.22628732998394,2,21.0,46.99999999999999,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,1.7750000000000004,31481,290,0,0.0,2900.0,False,-0.08486869528970405,0,0.542,64210,0,3,0.0,53.53969265124532,False,0.0462014632952056,11,7.330000000000002,22300,90,0,0.0,1729.7924024617032,False,-0.6227215602405399,0,0.2,73762,222,127,1.0,7038.675747100115,False,0.003236809034557835,2,5.872000000000001,40178,442,0,0.0,7888.181383950144,False,-0.42722387200156986,11,1.1020000000000003,105511,0,2,0.2,93.99999999999999,False,0.020307954029210203,9,2.342000000000001,85454,593,0,0.0,14366.188386680476,False,-0.10458360291386531,0.15,459621,0.0,0.0,6,0,0,8,11,11.0,23,31,20,217.0,87.0,14,9,20,314,1.2815740919904783,74.81008026987547
30,20,0,0,0,10.0,8,10.0,19.08053057728772,1,10.0,18.202990040657006,31,20.93548387096774,24.753025145226335,16,33.3125,46.999999999999986,10,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,1.7850000000000004,31388,298,0,0.0,2980.0,False,-0.08634153119355287,1,0.552,64347,0,1,0.1,18.202990040657006,False,0.048144975488930486,27,7.589000000000002,21430,90,0,0.0,1717.247751955895,False,-0.6369930964824437,0,0.2,73502,243,128,1.0,7591.713798468623,False,0.0034512527161998413,7,5.94,39962,442,0,0.0,8045.721597970397,False,-0.4290053380545073,0,1.0910000000000004,105511,0,2,0.0,93.99999999999997,False,0.020307954029210203,10,2.4330000000000007,84747,609,0,0.0,15074.592313442838,False,-0.1079936963499674,0.1375,457612,0.0,0.0,5,0,0,13,11,10.25,17,30,24,179.0,81.0,13,7,24,469,1.2374096579733305,76.0474899278488
31,24,0,0,0,10.0,11,10.0,18.930519501361402,1,10.0,18.671630644711662,4,47.0,25.890857636898275,15,44.733333333333334,46.99999999999999,8,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,1.7940000000000003,31265,309,0,0.0,3090.0,False,-0.08823120744754759,3,0.581,64414,0,1,0.1,18.671630644711662,False,0.04923999699222072,0,7.562000000000002,21430,90,0,0.0,1703.7467551225263,False,-0.6371030394533996,0,0.2,74051,233,129,1.0,7690.410575377695,False,0.011218782943307306,6,5.993000000000001,39592,446,0,0.0,8327.547267541402,False,-0.4319792601286387,0,1.0910000000000002,104962,0,11,0.9,516.9999999999999,False,0.017045729143508898,8,2.5030000000000006,84508,615,0,0.0,15922.877446692439,False,-0.1062041357922014,0.25,456947,0.0,0.0,5,0,0,10,7,6.75,20,30,19,215.0,130.0,14,10,19,659,1.2114069909439422,77.25889691879274
32,19,0,0,0,10.0,11,10.0,18.650545855179534,5,15.6,18.870690130835857,8,24.375,25.57490804454082,12,19.333333333333332,47.0,9,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,5,1.8430000000000004,31114,320,0,0.0,3200.0,False,-0.09089898568848132,6,0.6380000000000001,64351,0,1,0.1,18.870690130835857,False,0.04821555936588626,1,7.572000000000002,21343,94,0,0.0,1753.151310386876,False,-0.6381176603388691,0,0.2,73948,229,139,1.0,7876.300258152585,False,0.011088250714979452,12,6.107000000000002,39116,448,0,0.0,8454.069178614463,False,-0.43733728074946476,0,1.0910000000000002,104920,0,13,0.2,611.0,False,0.017094058401074842,9,2.585000000000001,84182,625,0,0.0,15984.317527838013,False,-0.1090582680348453,0.1625,455699,0.0,0.0,6,0,0,11,10,10.0,17,28,13,208.0,78.0,13,6,13,156,1.0532485850271769,78.31214550381992
33,13,0,0,0,10.0,7,10.0,18.491911187901316,1,10.0,18.974352760342683,15,20.4,25.241109421027936,20,21.5,47.0,7,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,1.8480000000000003,31031,327,0,0.0,3270.0,False,-0.09223287480894818,3,0.6620000000000001,64418,0,1,0.1,18.974352760342683,False,0.049307608735833404,11,7.681000000000002,21009,94,0,0.0,1738.2396516627236,False,-0.6436788301981862,0,0.2,73914,230,145,1.0,8024.062000927868,False,0.011605968953992267,16,6.255000000000002,38370,452,0,0.0,8576.407447674892,False,-0.44622749345937474,0,1.0910000000000002,104878,0,15,0.2,705.0,False,0.017142387658640786,7,2.646000000000001,83717,643,0,0.0,16230.033357720962,False,-0.11236536262543391,0.1625,454062,0.0,0.0,4,0,0,12,9,8.75,12,24,16,126.0,63.0,7,6,16,154,0.9857693189987913,79.29791482281871
34,16,0,0,0,10.0,8,10.0,18.491911187901316,0,,19.387520194665598,7,31.142857142857142,25.147408713915457,4,20.0,47.0,10,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,1.8470000000000004,30951,335,0,0.0,3350.0,False,-0.0933444490760039,3,0.6890000000000001,64495,0,0,0.0,0.0,False,0.050407166123778505,3,7.700000000000002,20925,94,0,0.0,1738.2396516627236,False,-0.645046908374082,0,0.2,73696,227,155,1.0,8298.815434845987,False,0.010559348289321186,4,6.279000000000001,38258,452,0,0.0,8763.15912798885,False,-0.44646926518856545,0,1.0910000000000002,104878,0,15,0.0,705.0,False,0.017142387658640786,10,2.7390000000000003,83460,647,0,0.0,16270.373437903301,False,-0.11465452585178723,0.125,453388,0.0,0.0,3,0,0,13,8,7.75,14,27,13,193.0,60.0,11,5,13,80,1.0933590620406903,80.3912738848594
35,13,0,0,0,10.0,11,10.0,18.3223379061404,1,10.0,18.280268412973886,23,9.347826086956522,27.33562946810901,16,54.875,47.0,9,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,1.8570000000000002,30828,346,0,0.0,3460.0,False,-0.09523412532999861,2,0.7060000000000002,64502,0,1,0.1,18.280268412973886,False,0.05067003475906328,21,7.907000000000004,20209,94,0,0.0,1722.2997631771977,False,-0.6568379498112605,0,0.2,74405,239,149,1.0,8441.992941449,False,0.02069265332231403,0,6.275,38212,453,0,0.0,8280.96159107717,False,-0.4501962717372185,0,1.0910000000000002,104000,6,25,1.0,1339.013776808654,False,0.01171991154203513,9,2.8190000000000004,83309,647,0,0.0,17686.152265866527,False,-0.1092717154669741,0.2625,452190,0.0,0.0,8,0,0,8,10,10.0,15,23,15,141.0,45.0,8,5,15,988,1.0153429729980417,81.40661685785744
36,15,0,0,0,10.0,10,10.0,18.3223379061404,0,,18.280268412973886,0,,28.699484383861716,16,45.375,47.0,8,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,1.8560000000000003,30728,356,0,0.0,3560.0,False,-0.09662359316381826,0,0.7040000000000002,64502,0,1,0.0,18.280268412973886,False,0.05067003475906328,0,7.886000000000002,20209,94,0,0.0,1722.2997631771977,False,-0.6568379498112605,0,0.2,75047,229,147,1.0,8405.005670998693,False,0.028786774788391072,4,6.315,38096,453,0,0.0,8280.96159107717,False,-0.4517021394285676,0,1.0910000000000002,103916,0,35,1.0,1645.0,False,0.012386788714151773,8,2.89,82549,659,0,0.0,18912.960208964872,False,-0.11068869091040295,0.25,451772,0.0,0.0,7,0,0,15,5,5.0,10,25,15,155.0,60.0,10,5,15,742,1.0618728440022096,82.46848970185965
37,15,0,0,0,10.0,12,10.0,18.141693620617,1,10.0,19.659618593283632,32,27.75,29.530228886653095,9,47.111111111111114,46.99999999999999,11,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,1.8660000000000005,30595,368,0,0.0,3680.0,False,-0.09865221620119494,3,0.7340000000000002,64569,0,1,0.1,19.659618593283632,False,0.05177247246411471,28,8.166000000000002,19873,94,0,0.0,1705.3192003379982,False,-0.66244854071386,0,0.2,74523,251,151,1.0,9393.62882879881,False,0.028401371045791355,3,6.341,38012,453,0,0.0,8905.807222757485,False,-0.44873684168425143,0,1.0910000000000002,103857,0,36,0.1,1691.9999999999998,False,0.012043650985433562,11,2.9920000000000013,81983,667,0,0.0,19696.662667397613,False,-0.11237198707000197,0.15000000000000002,450137,0.0,0.0,7,0,0,10,9,8.75,16,26,23,158.0,60.0,10,5,23,484,1.1712223630165681,83.63971206487622
38,23,0,0,0,10.000000000000002,14,10.0,17.974117964054443,2,14.5,21.310321341458284,60,26.75,29.37358364408662,3,20.0,46.99999999999999,6,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,2,1.8850000000000002,30437,382,0,0.0,3820.0000000000005,False,-0.10109767958871752,23,0.9610000000000003,64452,0,1,0.1,21.310321341458284,False,0.04988037720962099,36,8.498000000000001,18921,95,0,0.0,1707.5412065851722,False,-0.6779353321939319,0,0.2,72918,301,161,1.0,11143.553690476889,False,0.018924302176218297,3,6.368000000000001,37928,453,0,0.0,9653.575567680602,False,-0.4449736760847401,0,1.0910000000000004,103857,0,36,0.0,1691.9999999999998,False,0.012043650985433562,6,3.041000000000001,81844,670,0,0.0,19680.301041538034,False,-0.11379461495337173,0.1375,447082,0.0,0.0,6,0,0,15,11,10.958333333333334,16,31,19,213.0,84.0,15,8,19,140,1.34319627500372,84.98290833987994
39,19,0,0,0,10.0,11,10.0,17.974117964054443,0,,20.881743234577435,5,1.0,28.497230877713847,16,19.5,46.99999999999999,10,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,1.8830000000000005,30327,393,0,0.0,3930.0,False,-0.10262609420591913,0,0.9380000000000002,64452,0,1,0.0,20.881743234577435,False,0.049876887159890734,5,8.512000000000002,18741,95,0,0.0,1707.5412065851722,False,-0.6808669282851371,0,0.2,72913,296,171,1.0,11054.022477523988,False,0.018278264081965784,16,6.525000000000001,37336,453,0,0.0,9459.429685263578,False,-0.4539189578015398,0,1.0910000000000002,103815,0,38,0.2,1785.9999999999998,False,0.012091980242999506,10,3.1350000000000007,81398,684,0,0.0,19492.105920356273,False,-0.1190151177766789,0.15,445707,0.0,0.0,5,0,0,16,8,8.0,13,29,22,158.0,63.0,13,6,22,110,1.72651304298779,86.70942138286773
40,22,0,0,0,10.0,8,10.0,17.974117964054443,0,,20.881743234577435,0,,30.099229374997996,11,53.72727272727273,46.99999999999999,10,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,1.8830000000000005,30247,401,0,0.0,4010.0,False,-0.10373766847297484,0,0.9380000000000002,64452,0,1,0.0,20.881743234577435,False,0.049876887159890734,0,8.507000000000001,18741,95,0,0.0,1707.5412065851722,False,-0.6808669282851371,0,0.2,73462,286,172,1.0,11149.2460175888,False,0.02602325019205523,2,6.529000000000003,37282,453,0,0.0,9459.429685263578,False,-0.45461996517509884,0,1.0910000000000002,103815,0,38,0.0,1785.9999999999998,False,0.012091980242999506,10,3.225000000000001,80637,695,0,0.0,20918.964415623606,False,-0.11947492960542253,0.125,445361,0.0,0.0,4,0,0,12,5,5.0,14,26,27,178.0,93.0,11,11,27,629,1.204841704980936,87.91426308784867
41,27,0,0,0,10.0,9,10.0,17.775346172145156,1,10.0,21.477896162419526,6,42.666666666666664,29.927455199337846,3,21.0,46.99999999999999,10,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,1.8930000000000005,30144,410,0,0.0,4100.0,False,-0.10534945116020564,4,0.9780000000000002,64524,0,1,0.1,21.477896162419526,False,0.051054380261909,1,8.517000000000001,18725,95,0,0.0,1688.6578863537898,False,-0.681281287570409,0,0.2,73504,277,179,1.0,11306.391717671682,False,0.02758848087594557,0,6.527000000000002,37047,458,0,0.0,9836.876442388142,False,-0.45522071059826996,0,1.0910000000000002,103815,0,38,0.0,1785.9999999999998,False,0.012091980242999506,10,3.315000000000001,80397,698,0,0.0,20889.363729137818,False,-0.12193779188871796,0.1375,444881,0.0,0.0,5,0,0,14,8,7.75,18,32,24,248.0,96.0,15,12,24,153,1.2446469319984317,89.1589100198471
42,24,0,0,0,10.0,11,10.0,17.565797787643596,1,10.0,21.180793461026216,9,14.666666666666666,31.958015037557775,10,61.0,46.99999999999999,7,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,1.9020000000000004,30021,421,0,0.0,4210.0,False,-0.10723912741420036,0,0.9740000000000002,64514,0,2,0.1,42.36158692205243,False,0.05106157644073332,9,8.606000000000002,18508,95,0,0.0,1668.7507898261417,False,-0.6849775994313833,0,0.2,73982,276,179,1.0,11566.383686966077,False,0.035481252511722974,0,6.527000000000001,37047,458,0,0.0,9700.803405150007,False,-0.45610393469499677,0,1.0910000000000002,103510,0,43,0.5,2020.9999999999998,False,0.01027963308427656,7,3.375000000000001,79995,703,0,0.0,22466.484571403114,False,-0.11820135625717387,0.2,444302,0.0,0.0,6,0,0,14,6,6.0,14,28,19,206.0,75.0,14,10,19,720,1.2281824699603021,90.3870924898074
43,19,0,0,0,10.0,10,10.0,17.54934765703383,1,17.0,20.65211765946546,11,11.727272727272727,31.879022451335608,1,21.0,46.99999999999999,9,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,1.9110000000000003,29915,431,0,0.0,4310.0,False,-0.10879533138807837,3,1.0040000000000002,64488,0,0,0.0,0.0,False,0.05029315960912052,6,8.657000000000002,18295,96,0,0.0,1684.7373750752477,False,-0.6883164708870094,0,0.2,73853,277,189,1.0,11745.771834974363,False,0.03497099799417354,1,6.537000000000001,37020,458,0,0.0,9458.669888035181,False,-0.4580260807973623,0,1.0910000000000002,103489,0,44,0.1,2067.9999999999995,False,0.010303797713059532,9,3.458000000000001,79846,703,0,0.0,22410.952783288933,False,-0.1199099491417259,0.1375,443631,0.0,0.0,4,0,0,15,10,9.6,9,24,22,165.0,84.0,11,8,22,100,1.2477242249879055,91.6348167147953
44,22,0,0,0,10.0,8,10.0,17.31310021183489,1,10.0,21.288581689407895,15,28.8,32.4482593395663,11,38.90909090909091,46.99999999999999,11,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,1.9200000000000004,29822,439,0,0.0,4390.0,False,-0.11026816729192719,8,1.0810000000000002,64534,0,1,0.1,21.288581689407895,False,0.05121570506261736,7,8.721000000000002,18077,96,0,0.0,1662.0576203361493,False,-0.6920516480428652,0,0.2,73914,278,194,1.0,12213.188021531256,False,0.03879678589113141,6,6.596,36649,462,0,0.0,9835.324740506447,False,-0.46039746637432205,0,1.0910000000000002,103184,0,49,0.5,2302.9999999999995,False,0.008491450554336585,11,3.559000000000001,79533,709,0,0.0,23005.815871752508,False,-0.12006043152347107,0.2,442438,0.0,0.0,3,0,0,13,12,12.0,13,26,21,185.0,114.0,11,11,21,385,1.253570492961444,92.88838720775675
45,21,0,0,0,10.0,8,10.0,14.861507736586193,18,10.944444444444445,21.67217807538396,7,31.142857142857142,30.11734003036782,34,21.735294117647058,46.99999999999999,16,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,18,2.0990000000000006,29508,447,0,0.0,4470.0,False,-0.11788245102125885,3,1.1030000000000002,64414,8,10,1.0,335.6138426465291,False,0.05182095963067209,3,8.744000000000002,17996,96,0,0.0,1426.7047427122745,False,-0.6952874206619521,0,0.2,74192,271,190,1.0,11595.454864198939,False,0.03839608775702905,20,6.79,35746,466,0,0.0,10099.234983128927,False,-0.4704068764725768,0,1.0910000000000002,103419,0,44,0.0,2067.9999999999995,False,0.009627188107136298,11,3.658000000000001,78590,743,0,0.0,22377.18364256329,False,-0.13221346239228232,0.25,440590,0.0,0.0,6,0,0,17,12,11.75,10,27,25,192.0,90.0,11,10,25,623,1.4763405320118181,94.36472773976857
46,25,0,0,0,10.0,8,10.0,14.861507736586193,0,,21.20467941122256,13,15.384615384615385,30.44371314965648,16,33.3125,46.99999999999999,8,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.081000000000001,29428,455,0,0.0,4550.0,False,-0.11899402528831457,0,1.1000000000000003,64598,0,14,0.8,296.8655117571158,False,0.054502162147859266,9,8.831000000000001,17640,96,0,0.0,1426.7047427122745,False,-0.701085466264558,0,0.2,74481,270,195,1.0,11661.787505213106,False,0.04257832787161902,11,6.880000000000002,35182,470,0,0.0,9966.199323274603,False,-0.4785920181010839,0,1.0910000000000004,103030,0,53,0.9,2490.9999999999995,False,0.007911499463545241,8,3.727000000000001,78323,750,0,0.0,22832.784862242363,False,-0.13259235787698104,0.3375,439407,0.0,0.0,5,0,0,15,10,10.0,12,27,27,230.0,108.0,14,11,27,569,1.6621086910017766,96.02683643077035
47,27,0,0,0,10.0,13,10.0,14.861507736586193,0,,21.317929135691706,10,23.1,30.246934347529194,3,21.0,46.99999999999999,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.0810000000000004,29298,468,0,0.0,4680.0,False,-0.12080033347228011,0,1.1,64786,0,10,0.0,213.17929135691708,False,0.056882567519193176,6,8.882,17453,96,0,0.0,1426.7047427122745,False,-0.7041310688704212,0,0.2,74438,266,205,1.0,11871.190691337479,False,0.04337931438452516,3,6.899000000000003,34913,474,0,0.0,10104.69841031787,False,-0.48118510222817873,0,1.0910000000000002,103531,0,44,0.3,2067.9999999999995,False,0.010709763476613472,8,3.799000000000001,78206,750,0,0.0,22685.200760646894,False,-0.13443652550988866,0.1625,439350,0.0,0.0,9,0,0,13,6,6.0,15,28,28,250.0,129.0,14,13,28,882,1.741144317027647,97.76798074779799
48,28,0,0,0,10.0,8,10.0,14.748669209753617,1,10.0,23.38512681766557,38,31.57894736842105,30.106378966528077,2,21.0,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.0910000000000006,29205,476,0,0.0,4760.0,False,-0.12227316937612895,7,1.1700000000000002,65108,0,1,0.1,23.38512681766557,False,0.06058131210763572,21,9.086000000000002,17285,96,0,0.0,1415.8722441363473,False,-0.7069554377513326,0,0.2,73238,294,215,1.0,13348.098762197213,False,0.037387700969708795,2,6.916000000000002,34859,474,0,0.0,11084.550111573479,False,-0.47552607934641783,0,1.0910000000000002,103959,0,36,0.2,1692.0,False,0.013029567839778846,10,3.891000000000001,78035,750,0,0.0,22579.78422489606,False,-0.13659885640944522,0.1625,438414,0.0,0.0,8,0,0,17,8,7.538461538461538,15,32,24,236.0,132.0,14,14,24,738,1.6956775659928098,99.4636583137908
49,24,0,0,0,10.0,13,10.0,14.62928206646489,1,10.0,23.565425498915534,6,28.666666666666668,31.276925268955537,5,59.0,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.1000000000000005,29062,489,0,0.0,4890.0,False,-0.1244407391968876,0,1.1630000000000003,65145,0,1,0.1,23.565425498915534,False,0.06118538620113127,5,9.115,17225,96,0,0.0,1404.4110783806295,False,-0.7080259684170959,0,0.2,73408,289,220,1.0,13691.331528356808,False,0.041822434367255315,0,6.9140000000000015,34812,475,0,0.0,11193.577111984878,False,-0.4754285419566876,0,1.0910000000000002,103946,0,35,0.5,1645.0,False,0.012676764259547444,14,4.021000000000001,77727,750,0,0.0,23457.693951716654,False,-0.13533306614479132,0.2,438050,0.0,0.0,9,0,0,12,7,7.0,14,26,23,181.0,129.0,11,13,23,754,1.6323892140062526,101.09604752779705
50,23,0,0,0,10.0,11,10.0,14.503478986506888,1,10.0,23.296166847776515,2,2.0,35.071551690373546,21,55.142857142857146,46.99999999999999,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.109000000000001,28939,500,0,0.0,5000.0,False,-0.1263304154508823,0,1.1630000000000003,65135,0,2,0.1,46.59233369555303,False,0.061210035290680455,2,9.13,17155,96,0,0.0,1392.3339827046611,False,-0.7092643812483334,0,0.2,74502,281,212,1.0,13981.391842584391,False,0.05790705059315861,3,6.944000000000001,34728,475,0,0.0,11065.679252693844,False,-0.4773491584491261,0,1.0910000000000002,104463,0,24,0.0,1127.9999999999998,False,0.015175386875706815,9,4.097,76421,771,0,0.0,27040.166353278004,False,-0.13064284507922128,0.1375,438068,0.0,0.0,12,0,0,9,7,7.0,18,27,23,173.0,73.0,12,11,23,1725,1.3547913990332745,102.45083892683033
51,23,0,0,0,10.0,11,10.0,14.371482059325977,1,10.0,22.449594778840325,9,8.88888888888889,32.79441389253278,21,19.904761904761905,46.99999999999999,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.1180000000000008,28816,511,0,0.0,5110.0,False,-0.12822009170487703,0,1.1630000000000003,65125,0,3,0.1,67.34878433652098,False,0.061216195312186604,9,9.218000000000002,16860,96,0,0.0,1379.6622776952938,False,-0.7141721312891264,0,0.2,74506,280,218,1.0,13435.068766647437,False,0.054412898319188295,17,7.111000000000001,34082,475,0,0.0,10663.557519949154,False,-0.48834537906357645,0,1.0910000000000002,104812,0,21,0.8,986.9999999999999,False,0.017867326522129967,9,4.178,76021,784,0,0.0,25710.8204917457,False,-0.1409338155381188,0.23750000000000002,436947,0.0,0.0,9,0,0,15,12,12.0,13,28,18,195.0,90.0,13,10,18,711,1.4202622000011615,103.87110112683149
52,18,0,0,0,10.0,6,10.0,14.371482059325977,0,,21.028407110282338,32,14.906250000000002,32.51987562700428,3,21.0,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.1170000000000004,28756,517,0,0.0,5170.0,False,-0.12905377240516883,1,1.1730000000000003,65272,0,0,0.0,0.0,False,0.06306188925081434,28,9.489,15937,96,0,0.0,1379.6622776952938,False,-0.7292047045790286,0,0.2,74213,298,228,1.0,13680.996961821114,False,0.052205557182866236,3,7.1240000000000006,33817,479,0,0.0,10072.607005825239,False,-0.49562125476538815,0,1.0910000000000002,105329,0,10,0.0,470.0,False,0.020365949138289336,9,4.259,75810,787,0,0.0,25593.14211845237,False,-0.14354204104868507,0.125,435859,0.0,0.0,7,0,0,13,8,7.25,12,25,20,173.0,84.0,10,8,20,577,1.4259516299935058,105.297052756825
