index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,16,0,0,0,10.0,9,10.0,18.767548436877124,11,15.090909090909092,3.618145646253694,14,1.3571428571428572,35.404969829199494,3,22.0,58.00000000000001,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,11,2.0740000000000003,55922,259,0,0.0,2590.0,False,-0.05265162176929317,14,2.4010000000000007,66901,125,0,0.0,2345.9435546096406,False,-0.14032819213870107,0,2.3420000000000005,67881,104,0,0.0,1951.825037435221,False,-0.13044082895060224,0,0.2,120177,9,61,1.0,2192.2664703974524,False,0.05374264245793412,3,5.558000000000001,88884.0,309,0,0.0,1118.0070046923913,False,-0.2228294565693539,7,0.603,170178,0,3,0.3,174.00000000000003,False,0.022041742450162972,0,0.3620000000000001,159530,292,24,1.0,11730.251190126251,False,-0.007190424597293304,0.2875,790445,0.0,0.0,6,0,0,15,8,8.0,11,26,11,184.0,9.0,13,3,11,844,1.3253228249959648,73.7514538881369
26,11,0,0,0,10.0,13,10.0,18.767548436877124,0,,3.5102430361034105,18,2.611111111111111,34.24251648936934,19,20.105263157894736,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,2.0630000000000006,55792,272,0,0.0,2720.0,False,-0.05372783416394854,12,2.5070000000000006,66450,125,0,0.0,2345.9435546096406,False,-0.14602364335482512,6,2.4020000000000006,67665,104,0,0.0,1951.825037435221,False,-0.13316858385677252,0,0.2,120133,14,71,1.0,2480.362073250671,False,0.054611958124438115,19,5.745000000000001,88104.0,312,0,0.0,1095.1958272642642,False,-0.22970598226025193,9,0.6860000000000002,170154,0,1,0.1,58.0,False,0.021549524890001382,0,0.36200000000000004,159634,300,26,1.0,11780.754946810803,False,-0.006414570399684334,0.2625,788904,0.0,0.0,6,0,0,12,13,12.25,9,21,16,105.0,12.0,7,4,16,594,1.1490886120009236,74.90054250013782
27,16,0,0,0,10.0,8,10.0,18.499878583690816,16,17.125,3.6001733831429457,19,4.315789473684211,34.68042367753012,8,47.0,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,16,2.2230000000000008,55539,280,0,0.0,2800.0,False,-0.05725449939566535,19,2.685000000000001,65706,125,0,0.0,2312.4848229613517,False,-0.15563051029878164,0,2.3960000000000004,67391,120,0,0.0,2219.985430042898,False,-0.1349355603891919,0,0.2,120443,4,76,1.0,2650.112893024861,False,0.058043031823582246,3,5.756000000000001,87938.0,331,0,0.0,1191.657389820315,False,-0.23072927937830043,8,0.7570000000000001,169697,0,8,0.8,464.0,False,0.02002485098413499,0,0.3620000000000001,160272,290,25,1.0,11507.322866483735,False,-0.0034055366477471804,0.35,787958,0.0,0.0,7,0,0,9,9,8.5,13,22,22,122.0,46.0,8,8,22,1028,1.287194054981228,76.18773655511905
28,22,0,0,0,10.0,10,10.0,18.021011581622936,15,15.2,3.7921421152441614,26,4.923076923076923,35.71427793727075,66,39.0,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,15,2.3570000000000007,55251,290,0,0.0,2900.0,False,-0.06119509247148037,17,2.8360000000000003,65097,125,0,0.0,2252.626447702867,False,-0.16369922430920317,9,2.4860000000000007,66851,135,0,0.0,2432.836563519096,False,-0.1404109529240075,0,0.2,120443,0,80,0.4,2857.1422349816603,False,0.05894247113070725,66,6.413000000000002,86004.0,357,0,0.0,1353.7947351421656,False,-0.24682940560639607,2,0.7690000000000001,170139,0,0,0.0,0.0,False,0.021285408150402477,0,0.36200000000000004,158278,346,25,1.0,13807.14016629568,False,-0.008472324268439572,0.175,783035,0.0,0.0,8,0,0,14,10,9.666666666666666,12,26,26,183.0,82.0,12,10,26,1086,2.289228653011378,78.47696520813042
29,26,0,0,0,10.0,12,10.0,18.082836505174075,3,20.0,3.8397974036123648,23,4.173913043478261,36.216732509055504,6,57.0,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,3,2.3720000000000008,55119,302,0,0.0,3020.0,False,-0.06238720466248324,8,2.8990000000000005,64769,128,0,0.0,2314.6030726622816,False,-0.16745003490097818,15,2.6270000000000007,66296,135,0,0.0,2441.1829281985,False,-0.14736706660142884,0,0.2,120770,0,81,0.7,2933.5553332334957,False,0.06211575200382966,0,6.347000000000003,85923.0,373,0,0.0,1432.244431547412,False,-0.2471923900339418,9,0.8570000000000002,169623,0,6,0.6,348.0,False,0.01923250076533828,0,0.3620000000000001,158916,336,24,1.0,13560.82212304265,False,-0.0053819124361688155,0.2875,782388,0.0,0.0,9,0,0,14,9,9.0,13,27,23,180.0,70.0,13,13,23,1100,1.7537547550164163,80.23071996314684
30,23,0,0,0,10.0,11,10.0,18.193365831264295,23,18.608695652173914,3.912464889379147,12,4.916666666666667,36.361108312457375,11,39.36363636363637,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,23,2.599,54718,313,0,0.0,3130.0,False,-0.06811596602480256,5,2.9410000000000003,64308,144,0,0.0,2619.8446797020583,False,-0.17134440002208695,7,2.6820000000000004,65948,142,0,0.0,2583.45794803953,False,-0.15086342315535878,0,0.2,121049,0,79,0.3,2872.527556684133,False,0.06427484862315849,6,6.407000000000002,85700.0,382,0,0.0,1494.5615877428343,False,-0.248859300762274,3,0.8780000000000001,169875,0,3,0.3,174.0,False,0.020222938538834164,0,0.3620000000000001,159178,334,23,1.0,13478.610176360764,False,-0.00405596220621287,0.2,781748,0.0,0.0,9,0,0,13,11,10.25,9,22,19,137.0,84.0,10,13,19,1232,1.5503923679934815,81.78111233114032
31,19,0,0,0,10.000000000000002,10,10.0,18.01028042243744,3,12.0,3.6573386813074054,18,1.3888888888888888,35.73893511175582,22,29.636363636363637,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,3,2.6060000000000008,54582,323,0,0.0,3230.0000000000005,False,-0.06953987780850042,6,2.996000000000001,64097,144,0,0.0,2593.480380830991,False,-0.17417548316096915,12,2.795000000000001,65431,145,0,0.0,2611.4906612534287,False,-0.15721534954882538,0,0.2,121360,0,83,0.9,2966.331614275733,False,0.06738466049577595,17,6.5710000000000015,84981.0,391,0,0.0,1430.0194243911956,False,-0.2553870975931844,6,0.935,169484,3,10,1.0,687.2168053352675,False,0.019416232390722453,0,0.3620000000000001,159636,333,22,1.0,13177.065392214688,False,-0.0022117814307483254,0.3625,780543,0.0,0.0,8,0,0,12,13,13.0,11,23,17,129.0,45.0,9,10,17,1232,1.555793265986722,83.33690559712704
32,17,0,0,0,10.000000000000002,12,10.0,18.05180643501337,4,19.0,3.7751061051524983,35,4.314285714285714,34.549963257048354,19,21.157894736842106,57.99999999999999,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,4,2.6430000000000007,54442,335,0,0.0,3350.0000000000005,False,-0.07086444690961471,23,3.2200000000000006,63080,144,0,0.0,2599.460126641925,False,-0.18698090491600838,12,2.903000000000001,64919,149,0,0.0,2689.7191588169917,False,-0.16318718486337866,0,0.2,121322,0,90,0.7,3109.496693134352,False,0.06767645928825927,19,6.744000000000002,84053.0,419,0,0.0,1581.7694580588968,False,-0.26279121429662994,0,0.9290000000000003,169854,1,11,1.0,672.5499632570483,False,0.021593194081555175,0,0.36200000000000004,160024,334,21,1.0,12757.68772785415,False,-0.0011414413335070457,0.3375,778666,0.0,0.0,11,0,0,13,15,15.0,7,20,16,111.0,52.0,8,9,16,1280,1.3563574989675544,84.6932630960946
33,16,0,0,0,10.000000000000002,11,10.0,17.983597978668648,9,17.333333333333332,3.630370613382569,34,2.8823529411764706,33.88316796379378,10,19.9,57.99999999999999,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,9,2.7290000000000005,54254,346,0,0.0,3460.0000000000005,False,-0.07306654304021723,19,3.3870000000000013,62306,147,0,0.0,2643.5889028642914,False,-0.19647671998292449,15,3.041000000000001,64204,155,0,0.0,2787.4576866936404,False,-0.17159941349042987,0,0.2,121298,0,99,0.9,3354.4336284155843,False,0.06853205211844664,10,6.825000000000001,83609.0,444,0,0.0,1611.8845523418606,False,-0.26651829664108395,0,0.9290000000000003,170185,0,11,0.8,637.9999999999999,False,0.02347637655843883,0,0.3620000000000001,160654,327,19,1.0,12181.795924160566,False,0.0009117907840082456,0.3375,777482,0.0,0.0,11,0,0,12,11,11.0,13,25,13,138.0,15.0,11,5,13,1270,1.2786882679793052,85.9719513640739
34,13,0,0,0,10.000000000000002,6,10.0,17.984675626054983,6,18.0,3.4059126092817147,28,1.8928571428571428,34.72599751875637,17,44.529411764705884,57.99999999999999,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,6,2.7800000000000007,54158,352,0,0.0,3520.0000000000005,False,-0.07415931254863652,14,3.508000000000001,61686,153,0,0.0,2751.6553707864123,False,-0.20362402842177652,14,3.166000000000001,63657,155,0,0.0,2787.6247220385226,False,-0.1785061455179039,0,0.2,121899,0,97,0.8,3368.421759319368,False,0.07381491449725155,7,6.885000000000002,83342.0,464,0,0.0,1580.3434507067157,False,-0.2689752908613117,1,0.9390000000000003,170055,7,10,1.0,823.0819826312945,False,0.023251523121113414,0,0.36200000000000004,161118,317,21,1.0,12226.14121344577,False,0.003830116551853168,0.35,776887,0.0,0.0,10,0,0,12,10,10.0,10,22,16,116.0,21.0,8,5,16,1782,1.1655478050233796,87.13749916909728
35,16,0,0,0,10.000000000000002,12,10.0,17.984859837279956,1,18.0,3.438482179726865,22,3.727272727272727,34.88374922417689,30,35.9,57.99999999999999,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,1,2.7840000000000003,54032,364,0,0.0,3640.0000000000005,False,-0.07525208205705582,17,3.664000000000001,61010,153,0,0.0,2751.6835551038334,False,-0.21216071303573966,5,3.2020000000000013,63472,156,0,0.0,2805.638134615673,False,-0.18072867593630396,0,0.2,122483,5,97,1.0,3400.916085643793,False,0.07903046401729016,20,7.078000000000002,82516.0,471,0,0.0,1619.5251066513533,False,-0.27598218273559644,3,0.9680000000000002,170187,7,10,1.0,824.1862445692382,False,0.024047187590622816,0,0.3620000000000001,160862,327,24,1.0,12798.985996305842,False,0.00401273161629188,0.375,775534,0.0,0.0,9,0,0,13,11,11.0,10,23,21,157.0,52.0,10,6,21,1746,1.3295425139949657,88.46704168309225
36,21,0,0,0,10.000000000000002,6,10.0,17.984859837279956,0,,3.4534244217866927,9,3.7777777777777777,34.94249919940413,14,35.785714285714285,57.99999999999999,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,2.783000000000001,53972,370,0,0.0,3700.0000000000005,False,-0.07574879546997368,9,3.7370000000000005,60699,153,0,0.0,2751.6835551038334,False,-0.21608817496082744,0,3.1970000000000005,63472,156,0,0.0,2805.638134615673,False,-0.18072867593630396,0,0.2,122769,4,102,1.0,3577.948616026368,False,0.08228463704307303,9,7.148000000000002,82203.0,471,0,0.0,1626.5629026615322,False,-0.2786712650204125,2,0.9850000000000001,170244,11,10,1.0,964.3674911934454,False,0.024810068523867943,0,0.36200000000000004,161326,317,26,1.0,12584.77224621111,False,0.006155037265104557,0.375,775657,0.0,0.0,9,0,0,12,5,4.666666666666667,15,27,23,196.0,48.0,14,7,23,1366,1.5977219929918647,90.06476367608411
37,23,0,0,0,10.000000000000002,11,10.0,17.985059390688072,1,18.0,3.3981490350255568,18,2.8333333333333335,33.66099430012504,18,19.88888888888889,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,1,2.7930000000000006,53856,381,0,0.0,3810.0000000000005,False,-0.07675877940957332,6,3.7880000000000003,60506,153,0,0.0,2751.714086775275,False,-0.21852528169894125,12,3.317000000000001,62998,157,0,0.0,2823.6543243380274,False,-0.18660082385561824,0,0.2,122762,0,112,1.0,3770.0313616140047,False,0.083058317815993,18,7.3190000000000035,81380.0,483,0,0.0,1641.3059839173438,False,-0.28575826331191195,2,1.0030000000000003,170604,11,10,1.0,950.2709373013754,False,0.026928715304068578,0,0.3620000000000001,161630,315,28,1.0,12227.213204539388,False,0.0069066923716464106,0.375,774708,0.0,0.0,10,0,0,11,12,11.666666666666666,17,28,23,192.0,28.0,14,9,23,1096,1.7704657459980808,91.8352294220822
38,23,0,0,0,10.000000000000002,7,10.0,17.99970854839663,1,19.0,3.422921475016418,13,3.769230769230769,34.933369390065714,62,38.83870967741935,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,1,2.8020000000000005,53781,388,0,0.0,3880.000000000001,False,-0.07742106396013047,1,3.7920000000000007,60478,153,0,0.0,2753.9554079046843,False,-0.21886472730088224,12,3.4250000000000007,62538,158,0,0.0,2843.9539506466676,False,-0.19228175466214564,0,0.2,122717,2,122,1.0,4268.716908538049,False,0.08483385282800138,62,7.921000000000003,79668.0,484,0,0.0,1656.6939939079462,False,-0.30056698355211686,1,1.0110000000000003,171151,2,10,1.0,649.8667387801314,False,0.029310555481863315,0,0.3620000000000001,159766,366,29,1.0,14467.61319676405,False,0.0024419189184540315,0.375,771071,0.0,0.0,8,0,0,5,10,9.333333333333334,18,23,19,182.0,33.0,12,11,19,1056,1.76173252298031,93.5969619450625
39,19,0,0,0,10.000000000000002,12,10.0,18.039570447988694,13,18.23076923076923,3.44794121954672,17,3.7058823529411766,35.64274316031935,45,39.22222222222223,57.99999999999999,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,13,2.931000000000001,53556,400,0,0.0,4000.000000000001,False,-0.0801529877311787,10,3.891000000000001,59894,166,0,0.0,2994.568694366123,False,-0.2247204765086876,7,3.483000000000001,62307,158,0,0.0,2850.2521307822135,False,-0.19515916872438172,0,0.2,122692,0,128,0.6,4562.271124520877,False,0.08589197450872751,45,8.309000000000001,78612.0,497,0,0.0,1713.6267861147198,False,-0.30949522632196796,2,1.0300000000000002,171582,0,8,0.8,463.99999999999994,False,0.03133985221467889,0,0.3620000000000001,158592,395,31,1.0,15876.883548326143,False,-0.00037551533279864686,0.3,768207,0.0,0.0,9,0,0,7,12,11.4,12,19,18,127.0,31.0,9,10,18,990,1.7047153310268186,95.30167727608932
40,18,0,0,0,10.000000000000002,15,10.0,18.03586829122264,7,18.0,4.074742241499191,34,7.264705882352941,34.69689760630971,64,31.078124999999996,57.99999999999999,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,7,2.988000000000001,53364,415,0,0.0,4150.000000000001,False,-0.08209017004155836,26,4.141000000000001,58958,173,0,0.0,3120.205214381517,False,-0.23574744769036493,8,3.556000000000001,62019,158,0,0.0,2849.6671900131773,False,-0.19879986872671193,0,0.2,122709,2,136,1.0,4726.927558941119,False,0.0867550377056736,62,8.884000000000002,74389.0,519,0,0.0,2114.7912233380803,False,-0.34444602728634577,2,1.0480000000000003,171873,0,7,0.7,405.99999999999994,False,0.0329125473459269,0,0.36200000000000004,157334,442,31,1.0,17134.028741988892,False,-0.004153749731414654,0.3375,761618,0.0,0.0,11,0,0,8,13,12.5,14,22,18,131.0,45.0,8,10,18,1122,1.8334307050099596,97.13510798109928
41,18,0,0,0,10.000000000000002,8,10.0,18.03586829122264,0,,3.999640295863081,17,3.176470588235294,34.06731121635609,15,22.4,57.99999999999999,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,2.9810000000000008,53284,423,0,0.0,4230.000000000001,False,-0.0827524545921155,7,4.1850000000000005,58722,173,0,0.0,3120.205214381517,False,-0.2387277724952547,10,3.6480000000000015,61699,158,0,0.0,2849.6671900131773,False,-0.20284098710622347,0,0.2,122689,0,143,0.7,4871.625503938921,False,0.08720989809510508,15,8.972000000000001,73823.0,531,0,0.0,2123.808997103296,False,-0.3493248253636204,0,1.046,172137,0,5,0.4,289.99999999999994,False,0.03414909389950358,0,0.3620000000000001,157894,443,27,1.0,16657.818868845745,False,-0.0022215253076487023,0.26249999999999996,761220,0.0,0.0,10,0,0,5,6,6.0,18,23,16,151.0,57.0,9,9,16,1240,1.4477512600133196,98.5828592411126
42,16,0,0,0,10.000000000000002,10,10.0,18.03586829122264,0,,3.886257853294976,11,2.0,35.30234304454989,21,50.80952380952381,57.99999999999999,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,2.9810000000000008,53184,433,0,0.0,4330.000000000001,False,-0.08358031028031193,0,4.178,58722,173,0,0.0,3120.205214381517,False,-0.2387277724952547,11,3.748,61336,158,0,0.0,2849.6671900131773,False,-0.20742513076798186,0,0.2,123629,0,128,0.0,4518.699909702386,False,0.0938442752923953,6,9.017000000000001,73617.0,542,0,0.0,2106.351756485877,False,-0.35119060303208904,6,1.1060000000000003,171577,6,10,1.0,791.8140582672993,False,0.03229371599727263,0,0.36200000000000004,158106,438,28,1.0,17086.42625351285,False,0.0003374279036719759,0.25,761143,0.0,0.0,11,0,0,7,5,4.75,12,19,22,100.0,68.0,6,10,22,1794,1.4534864639863372,100.03634570509894
43,22,0,0,0,10.000000000000002,8,10.0,18.03586829122264,0,,4.4365795544532265,25,8.28,34.402701959788466,36,28.0,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,2.9810000000000003,53104,441,0,0.0,4410.000000000001,False,-0.08424259483086909,19,4.368000000000001,58203,173,0,0.0,3120.205214381517,False,-0.24528196136702496,6,3.7970000000000006,61132,158,0,0.0,2849.6671900131773,False,-0.21000134373492046,0,0.2,123919,0,131,0.8,4506.753956732289,False,0.09631218700790822,31,9.321000000000002,71868.0,559,0,0.0,2480.0479709393535,False,-0.3647641458234597,2,1.1200000000000003,172009,2,10,1.0,648.805403919577,False,0.034457646491508044,0,0.3620000000000001,157688,458,30,1.0,17496.437497583116,False,-0.0009411034749866395,0.35,758895,0.0,0.0,10,0,0,5,10,9.5,17,22,26,133.0,108.0,9,13,26,1318,1.5039273800211959,101.54027308512013
44,26,0,0,0,10.000000000000002,16,10.0,18.03586829122264,0,,4.252442605592831,32,3.21875,34.335392465670765,17,33.294117647058826,57.99999999999999,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,2.9810000000000003,52944,457,0,0.0,4570.000000000001,False,-0.08556716393198338,3,4.379000000000001,58107,173,0,0.0,3120.205214381517,False,-0.24649429688087843,29,4.081000000000001,59916,158,0,0.0,2849.6671900131773,False,-0.22535759357706428,0,0.2,124200,0,134,0.8,4600.942590399883,False,0.09916299957597612,12,9.410000000000002,71396.0,583,0,0.0,2479.1740390606205,False,-0.36886915213114907,2,1.1380000000000003,172067,6,10,1.0,786.0123547940245,False,0.03521760324501635,0,0.36200000000000004,158086,451,32,1.0,17341.262002017513,False,0.000982220147357703,0.35,757688,0.0,0.0,12,0,0,10,7,6.666666666666667,16,26,26,226.0,73.0,14,12,26,1466,1.6982973180129193,103.23857040313305
45,26,0,0,0,10.0,12,10.0,18.03586829122264,0,,4.2263951641990145,44,4.113636363636364,33.60342783950004,14,20.428571428571427,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,2.9810000000000003,52824,469,0,0.0,4690.0,False,-0.08656059075781909,37,4.746000000000001,56421,173,0,0.0,3120.205214381517,False,-0.26778593934292977,7,4.122000000000001,59690,158,0,0.0,2849.6671900131773,False,-0.2282116334325943,0,0.2,124161,2,144,1.0,4847.346399216404,False,0.09989463019261964,14,9.538000000000002,70771.0,615,0,0.0,2599.233025982394,False,-0.3737781826689907,4,1.1760000000000004,172528,0,9,0.9,522.0,False,0.037192439058063666,0,0.3620000000000001,158214,452,36,1.0,17276.749383454022,False,0.001556936316213876,0.3625,755581,0.0,0.0,8,0,0,10,9,8.2,19,29,25,270.0,57.0,17,9,25,816,1.860394210962113,105.09896461409517
46,25,0,0,0,10.000000000000002,6,10.0,18.03586829122264,0,,4.174059080095242,6,2.3333333333333335,33.91042853224439,39,35.794871794871796,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,2.9810000000000003,52764,475,0,0.0,4750.000000000001,False,-0.08705730417073695,6,4.769000000000001,56220,173,0,0.0,3120.205214381517,False,-0.27032426682506044,0,4.115000000000001,59690,158,0,0.0,2849.6671900131773,False,-0.2282116334325943,0,0.2,124147,0,152,0.8,5154.385136901147,False,0.1011069144346115,39,9.914000000000001,69568.0,615,0,0.0,2567.046334258574,False,-0.38437088864930063,2,1.1920000000000004,173028,0,0,0.0,0.0,False,0.03862707316633952,0,0.3620000000000001,157340,481,37,1.0,18456.91612400955,False,-0.00014731674197136955,0.225,753729,0.0,0.0,8,0,0,8,5,5.0,17,25,22,209.0,64.0,13,12,22,1104,1.8530343429883942,106.95199895708356
47,22,0,0,0,10.000000000000002,12,10.0,18.049976684335398,1,19.0,4.174059080095242,0,,34.87215700052168,31,42.645161290322584,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,1,2.991000000000001,52639,487,0,0.0,4870.000000000001,False,-0.08813351656539233,0,4.763000000000002,56220,173,0,0.0,3122.6459663900237,False,-0.27030885531287085,0,4.115000000000001,59671,159,0,0.0,2869.9462928093285,False,-0.22832352756289415,0,0.2,124457,0,147,0.0,5126.2070790766875,False,0.10367808580858419,26,10.135000000000002,68837.0,615,0,0.0,2567.046334258574,False,-0.390722549986712,10,1.2900000000000003,172814,0,1,0.1,58.0,False,0.03751658232938959,0,0.3620000000000001,156620,501,37,1.0,19616.95065726136,False,-0.0009875845405828549,0.1375,752230,0.0,0.0,8,0,0,7,8,8.0,18,25,20,163.0,63.0,11,11,20,1010,1.734237615019083,108.68623657210264
48,20,0,0,0,10.000000000000002,9,10.0,18.049976684335398,0,,4.116312016793061,11,3.090909090909091,35.397082794264016,5,62.0,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,2.9900000000000007,52549,496,0,0.0,4960.000000000001,False,-0.08887858668476911,1,4.7730000000000015,56187,173,0,0.0,3122.6459663900237,False,-0.270725595645758,10,4.215000000000001,59309,159,0,0.0,2869.9462928093285,False,-0.23289504272971656,0,0.2,124759,0,150,0.8,5309.562419139603,False,0.10709875234229288,0,10.109000000000002,68811.0,618,0,0.0,2543.8808263781116,False,-0.3910491066558715,7,1.3500000000000003,172449,0,5,0.5,290.0,False,0.036021921689386706,0,0.36200000000000004,157316,491,35,1.0,19409.967651983632,False,0.002569038470954982,0.2875,752352,0.0,0.0,9,0,0,9,6,6.0,15,24,18,148.0,43.0,11,9,18,1154,1.3280040089739487,110.01424058107659
49,18,0,0,0,10.0,10,10.0,18.049976684335398,0,,3.851344462679608,39,2.5897435897435894,35.226460789691956,3,22.0,58.00000000000001,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,2.9900000000000007,52449,506,0,0.0,5060.0,False,-0.08970644237296554,19,4.9620000000000015,55515,173,0,0.0,3122.6459663900237,False,-0.2792119442427322,20,4.405000000000001,58536,159,0,0.0,2869.9462928093285,False,-0.24265686931522412,0,0.2,124737,0,157,0.7,5530.554343981637,False,0.10786769404273965,3,10.139000000000003,68648.0,650,0,0.0,2503.3739007417453,False,-0.3926413965802614,1,1.3530000000000002,172728,0,0,0.0,0.0,False,0.03682627721452882,0,0.3620000000000001,158062,484,31,1.0,18847.60702221091,False,0.005359189828536905,0.2125,751647,0.0,0.0,8,0,0,6,8,7.25,17,23,23,136.0,54.0,10,8,23,1028,1.5329437149921432,111.54718429606874
50,23,0,0,0,10.0,12,10.0,18.049976684335398,0,,3.688923610678128,23,2.260869565217391,34.25004897874118,16,21.3125,58.00000000000001,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,2.9900000000000007,52329,518,0,0.0,5180.0,False,-0.09069986919880127,11,5.053000000000001,55112,173,0,0.0,3122.6459663900237,False,-0.2843012277019295,12,4.505000000000001,58104,159,0,0.0,2869.9462928093285,False,-0.24811237912756468,0,0.2,124721,0,165,0.8,5651.258081492294,False,0.10825306757217215,16,10.296000000000001,67996.0,665,0,0.0,2453.134201100955,False,-0.3985248931204775,7,1.4220000000000004,172481,0,7,0.7,406.00000000000006,False,0.03656216047492992,0,0.36200000000000004,158609,483,28,1.0,18166.773656731988,False,0.006599237833318313,0.3125,750324,0.0,0.0,8,0,0,7,9,9.0,18,25,21,183.0,48.0,12,11,21,874,2.3220815690001473,113.86926586506888
51,21,0,0,0,10.0,10,10.0,18.049976684335398,0,,3.179918027083867,51,1.1568627450980393,34.07686938137614,33,33.0,58.00000000000001,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,2.990000000000001,52229,528,0,0.0,5280.0,False,-0.0915277248869977,49,5.532000000000001,53314,173,0,0.0,3122.6459663900237,False,-0.3070072615968099,2,4.513000000000001,58040,159,0,0.0,2869.9462928093285,False,-0.24892060280346698,0,0.2,125019,0,164,0.4,5588.606578545688,False,0.11057020097032563,28,10.560000000000004,66739.0,712,0,0.0,2264.101635283713,False,-0.4102682224242158,1,1.4250000000000003,172822,0,3,0.3,174.00000000000003,False,0.03791275743878794,0,0.3620000000000001,158270,503,26,1.0,18648.6652988322,False,0.006010652604947906,0.21250000000000002,747405,0.0,0.0,10,0,0,5,8,7.5,19,24,22,187.0,48.0,12,9,22,1454,1.5724713620147668,115.44173722708365
