index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,43,0,0,0,10.000000000000002,20,10.0,17.02755942501799,0,,17.178680461266215,17,11.705882352941176,29.18940114214797,5,16.0,46.99999999999999,11,47.0,0,1.0280000000000002,38511,4,20,1.0,380.5511885003598,False,0.09446213608919947,0,4.115000000000001,25362.0,260,0,0.0,2600.0000000000005,False,-0.24600548627018468,0,0.2,48449,184,144,1.0,5606.800920625645,False,-0.010915117134725006,17,5.869000000000001,31616.0,344,0,0.0,5857.480442206189,False,-0.3333447793989908,0,0.2,60686,305,157,1.0,9822.233520003429,False,-0.027585805093514163,0,0.29900000000000004,66682,0,64,0.9,1868.1216730974702,False,0.0023430999518032312,0,0.2,99283,0,0,0.0,0.0,False,0.0,1,0.6060000000000001,101546,10,10,1.0,761.8940114214797,False,0.026630410097506513,0.6125,472135,0.0,0.0,13,0,0,18,5,4.5,17,35,37,264.0,165.0,18,25,37,703,7.54957099899184,208.1911222297931
26,37,0,0,0,10.000000000000002,20,10.0,16.740473718579835,10,8.5,17.899402105520576,26,23.96153846153846,29.96207965090733,5,44.0,47.0,12,47.0,0,1.0280000000000002,38431,2,30,1.0,522.2142115573951,False,0.09420285358951097,10,4.215000000000001,25117.0,272,0,0.0,2720.0000000000005,False,-0.251237238765872,0,0.2,48877,184,138,1.0,5550.364654780529,False,-0.0032000014012454592,10,5.952000000000002,31436.0,344,0,0.0,5758.722959191464,False,-0.33777140222324803,0,0.2,60598,301,167,1.0,10391.387335463218,False,-0.024671741413448196,0,0.29900000000000004,66367,10,69,1.0,2246.3775169678115,False,0.0004771674002178942,0,0.2,99283,0,0,0.0,0.0,False,0.0,2,0.6250000000000001,101778,5,10,1.0,619.8103982545367,False,0.028251616078555964,0.625,471887,0.0,0.0,16,0,0,18,5,5.0,15,33,32,213.0,89.0,16,21,32,1403,6.845053673954681,215.0361759037478
27,32,0,0,0,10.000000000000002,20,10.0,16.306441747676708,36,13.083333333333334,18.680605229006545,69,21.17391304347826,29.130385660902444,21,25.714285714285715,47.0,10,47.0,0,1.0280000000000002,38396,0,35,1.0,570.7254611686848,False,0.09389900541795594,31,4.5150000000000015,24644.0,284,0,0.0,2840.0000000000005,False,-0.26291677271570374,0,0.2,48505,210,145,1.0,6133.040525218057,False,-0.0047566432010299085,66,6.602000000000002,29641.0,344,0,0.0,5609.415961200787,False,-0.3738525612605582,0,0.2,59491,349,171,1.0,11500.827172937603,False,-0.03285876268983961,0,0.29900000000000004,66553,11,64,1.0,2069.8313398168284,False,0.0019258749134040793,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.623,101708,16,10,1.0,936.0861705744392,False,0.029139360064534946,0.625,468221,0.0,0.0,21,0,0,18,6,6.0,14,32,38,233.0,111.0,15,17,38,1354,6.2425844320096076,221.2787603357574
28,38,0,0,0,10.000000000000002,20,10.0,16.507366245409365,20,19.25,18.89800705305765,45,20.155555555555555,29.130385660902444,0,,47.00000000000001,12,47.0,0,1.0280000000000002,38661,0,28,0.8,462.2062548714622,False,0.09985868972697973,5,4.534000000000001,24469.0,296,0,0.0,2960.0000000000005,False,-0.2661689431859959,0,0.2,48186,220,153,1.0,6523.015653107881,False,-0.00714987404851709,43,6.966000000000002,28969.0,344,0,0.0,5678.5339884208215,False,-0.38615409714364873,0,0.2,58584,384,181,1.0,12529.434512997479,False,-0.03868010826738502,0,0.29900000000000004,66553,1,74,1.0,2174.546545959838,False,0.00270202604553822,0,0.2,99283,0,0,0.0,0.0,False,0.0,2,0.643,102160,6,10,1.0,644.7823139654147,False,0.032224964565763556,0.6,466865,0.0,0.0,16,0,0,12,5,5.0,24,36,44,297.0,87.0,19,19,44,1081,11.825932667998131,233.10469300375553
29,44,0,0,0,10.000000000000002,20,10.0,16.332952443372772,18,13.777777777777779,20.030668194604438,58,25.396551724137932,29.511535674119475,18,31.555555555555557,47.00000000000001,10,47.0,0,1.0280000000000002,38759,1,25,1.0,418.3238110843193,False,0.10200961244145136,5,4.579000000000001,24324.0,305,0,0.0,3050.0000000000005,False,-0.26899691750798904,0,0.2,48652,228,142,1.0,6568.268040722822,False,0.002279787339561717,37,7.293000000000001,28586.0,344,0,0.0,5618.535640520234,False,-0.39412428460650517,0,0.2,57551,432,181,1.0,13994.836617084742,False,-0.04313175148177574,0,0.29900000000000004,66681,0,67,0.1,1977.2728901660048,False,0.0031373068440066496,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,102062,14,10,1.0,883.1614994376728,False,0.03243839075892989,0.5125,465898,0.0,0.0,19,0,0,17,3,3.0,21,38,52,318.0,143.0,21,23,52,2160,7.781110264011659,240.8858032677672
30,52,0,0,0,10.000000000000002,20,10.0,16.439929095302517,27,17.444444444444443,19.135185522665278,31,10.483870967741936,29.511535674119475,0,,47.00000000000001,8,47.0,0,1.0280000000000002,39050,1,18,1.0,305.9187237154453,False,0.10864962421474846,10,4.674,24094.0,315,0,0.0,3150.0000000000005,False,-0.2740872712875767,0,0.2,48572,228,152,1.0,6656.8520331740965,False,0.001590683094427631,31,7.566000000000002,27449.0,361,0,0.0,5934.814403404209,False,-0.41301464352730516,0,0.2,57496,427,191,1.0,13807.427531934893,False,-0.04533615336998654,0,0.29900000000000004,66411,16,77,1.0,2578.551215269844,False,0.0035915029742197785,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,102438,4,12,1.0,682.046142696478,False,0.03521270581417005,0.625,464793,0.0,0.0,14,0,0,14,5,5.0,28,42,42,377.0,218.0,24,28,42,967,7.914267900050618,248.8000711678178
31,42,0,0,0,10.000000000000002,20,10.0,16.800988159028368,41,19.024390243902438,19.088793080595078,9,17.555555555555557,29.511535674119475,0,,47.0,9,47.0,8,1.108,39478,0,8,0.8,134.40790527222694,False,0.11832821336037191,15,4.814000000000001,23749.0,328,0,0.0,3280.0000000000005,False,-0.28200559938915754,0,0.2,47902,259,157,1.0,7348.396446841774,False,-0.004666366447549414,4,7.575000000000002,27393.0,361,0,0.0,6065.156725409241,False,-0.4128376555887024,0,0.2,57386,422,201,1.0,13987.289350509138,False,-0.045633658346607264,0,0.29900000000000004,66363,10,87,1.0,2758.391534454345,False,0.004212929040694468,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000002,102861,0,7,0.4,329.0,False,0.037695275122629254,0.525,464415,0.0,0.0,14,0,0,20,5,4.615384615384615,19,39,37,333.0,94.0,21,21,37,1058,7.507375985966064,256.30744715378387
32,37,0,0,0,10.000000000000002,20,10.0,16.328037527102406,15,8.0,18.72313917878369,15,12.0,27.75650359175544,62,24.838709677419356,47.0,7,47.0,0,1.1,39418,0,14,0.6,228.59252537943368,False,0.11796318720312529,15,4.949000000000001,23384.0,342,0,0.0,3420.0000000000005,False,-0.29034812363903734,0,0.2,47782,264,167,1.0,7437.3661500119115,False,-0.00612368144262703,15,7.721000000000003,27098.0,361,0,0.0,5894.421547283969,False,-0.4201781085020266,0,0.2,58526,422,169,1.0,12592.013840453386,False,-0.03907606332493271,0,0.29900000000000004,66583,5,77,1.0,2230.8664724590876,False,0.0035641915892783513,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,101650,52,10,1.0,1913.3381867712828,False,0.03347671900915206,0.575,463724,0.0,0.0,15,0,0,17,6,6.0,20,37,34,312.0,128.0,19,18,34,2069,7.440367761999369,263.74781491578324
33,34,0,0,0,10.000000000000002,20,10.0,16.028362118846545,10,8.5,18.200404778656143,24,12.5,27.75650359175544,0,,47.0,9,47.0,0,1.1,39368,0,19,0.5,304.53888025808436,False,0.11762307174935785,10,5.034000000000001,23109.0,357,0,0.0,3570.0000000000005,False,-0.29600407228302367,0,0.2,47730,264,176,1.0,7434.758840418968,False,-0.0071523520743856026,23,7.936000000000003,26529.0,361,0,0.0,5786.238724903603,False,-0.4322027217867961,0,0.2,58307,431,179,1.0,12812.78860252502,False,-0.040686140987540254,0,0.29900000000000004,66502,0,87,1.0,2414.8158124827232,False,0.003726880521826406,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,102073,42,11,1.0,1682.7731508537286,False,0.036576116509642764,0.5625,462901,0.0,0.0,12,0,0,13,7,7.0,22,35,26,279.0,154.0,18,16,26,656,7.863771889999043,271.6115868057823
34,26,0,0,0,10.000000000000002,20,10.0,16.281437972274453,16,20.0,17.79383881584087,41,15.24390243902439,27.75650359175544,0,,47.00000000000001,8,47.0,0,1.1,39533,1,18,1.0,303.0658835009402,False,0.12226840139561859,5,5.074000000000001,22969.0,366,0,0.0,3660.0000000000005,False,-0.2986906478889172,0,0.2,47729,259,182,1.0,7455.371099302121,False,-0.0069727594725566095,37,8.283000000000001,25289.0,372,0,0.0,6056.694925686096,False,-0.4535229560607695,0,0.2,57730,458,189,1.0,13395.557356496898,False,-0.04492011802531283,0,0.29900000000000004,66454,0,91,0.4,2525.841826849745,False,0.0038382536307756936,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,102449,32,13,1.0,1499.2081149361743,False,0.03943881689179498,0.55,461436,0.0,0.0,14,0,0,20,7,7.0,11,31,36,189.0,100.0,13,13,36,895,6.960747548961081,278.57233435474336
35,36,0,0,0,10.0,20,10.0,16.281437972274453,0,,17.743849054882105,14,16.785714285714285,27.75650359175544,0,,47.000000000000014,6,47.0,0,1.1,39423,2,28,1.0,475.88026322368466,False,0.12160120278306172,0,5.069000000000001,22879.0,375,0,0.0,3750.0,False,-0.2999632363338141,0,0.2,47872,249,186,1.0,7354.433979304411,False,-0.005187058750777669,8,8.326,25153.0,372,0,0.0,6056.694925686096,False,-0.45614752667329794,0,0.2,57528,461,199,1.0,13703.458629059984,False,-0.04563240365071612,0,0.29900000000000004,66421,0,92,0.1,2553.5983304415004,False,0.003554792096130282,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000002,102731,22,17,1.0,1409.64307901862,False,0.04182812303727037,0.5125,461290,0.0,0.0,13,0,0,17,2,2.0,16,33,40,264.0,97.0,18,18,40,625,7.996751103957649,286.569085458701
36,40,0,0,0,10.0,20,10.0,16.81677275171275,49,19.285714285714285,18.64908659997245,77,21.636363636363637,27.75650359175544,0,,47.000000000000014,11,47.0,21,1.3100000000000003,39788,1,10,1.0,178.1677275171275,False,0.12771369202676852,0,5.069000000000001,22769.0,386,0,0.0,3860.0,False,-0.3015186222109103,0,0.2,47938,239,194,1.0,7637.131488054003,False,-0.00118557752080357,75,9.068000000000001,23473.0,421,0,0.0,7079.861328471068,False,-0.4786960001498411,0,0.2,55895,527,209,1.0,15629.177888862368,False,-0.05556659040541992,0,0.29900000000000004,66388,0,93,0.1,2581.354834033256,False,0.003271330561484654,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,103248,12,16,1.0,1085.0780431010655,False,0.04540091477443804,0.5125,458782,0.0,0.0,17,0,0,13,4,3.6666666666666665,21,34,36,258.0,132.0,16,24,36,1335,7.091607602022123,293.66069306072313
37,36,0,0,0,10.0,20,10.0,16.618459770395752,26,14.73076923076923,19.03977298686082,90,20.333333333333332,28.78088270716558,10,44.0,47.000000000000014,10,47.0,1,1.2990000000000002,39912,2,10,1.0,186.18459770395754,False,0.13133373770119572,15,5.219000000000001,22484.0,395,0,0.0,3950.0,False,-0.3083057605836939,0,0.2,47645,245,204,1.0,7955.636333066566,False,-0.003766680178060108,90,9.893,21578.0,431,0,0.0,7162.556161040569,False,-0.5144683685105507,0,0.2,54405,597,214,1.0,17525.853372489342,False,-0.06359621266203166,0,0.29900000000000004,66488,0,98,1.0,2820.526505302227,False,0.006526479478358611,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,103278,12,16,1.0,1097.3705924859873,False,0.04576498792585839,0.625,455073,0.0,0.0,14,0,0,20,6,5.090909090909091,16,36,36,249.0,109.0,18,18,36,1110,8.445492321043275,302.1061853817664
38,36,0,0,0,10.0,20,10.0,16.772826572736793,44,17.636363636363637,18.94138754865329,11,15.818181818181818,28.14677358842921,17,22.823529411764707,47.000000000000014,11,47.0,6,1.358,40026,6,10,1.0,227.72826572736793,False,0.1351450505603258,28,5.484000000000001,22205.0,401,0,0.0,4010.0,False,-0.31534741664545685,0,0.2,47303,263,212,1.0,8426.827548944275,False,-0.005820105475469191,9,9.893,21060.0,447,0,0.0,7497.453478013346,False,-0.5212334181364261,0,0.2,54532,593,219,1.0,17396.386232217395,False,-0.06267317269843906,0,0.29900000000000004,66575,0,91,0.5,2561.356396547058,False,0.005895196985880496,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,103407,19,15,1.0,1239.7886981801553,False,0.047781537111993705,0.5625,454391,0.0,0.0,18,0,0,10,5,4.375,26,36,34,283.0,80.0,18,18,34,1171,7.872296346002258,309.97848172776867
39,34,0,0,0,10.0,20,10.0,16.857598405673922,15,18.333333333333332,19.495679887683053,43,23.674418604651162,29.297791941167244,22,36.81818181818182,47.00000000000001,9,47.0,0,1.3520000000000003,40186,3,10,1.0,198.57598405673923,False,0.13925759995555462,5,5.506,22025.0,414,0,0.0,4140.0,False,-0.318599587115749,0,0.2,47542,268,206,1.0,8533.94642958332,False,-0.00017420172928985308,27,10.154000000000002,20657.0,447,0,0.0,7535.346487336244,False,-0.5286450028239584,0,0.2,54493,607,219,1.0,18250.09412693924,False,-0.056923610787903325,0,0.29900000000000004,66406,9,89,1.0,2782.964601753032,False,0.00503249875295033,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000002,103020,31,16,1.0,1660.2315501761846,False,0.04600098481198287,0.625,453612,0.0,0.0,19,0,0,12,4,4.0,23,35,37,258.0,114.0,16,18,37,2177,7.133979065984022,317.1124607937527
40,37,0,0,0,9.999999999999998,20,10.0,16.372368733207185,15,8.333333333333334,19.4068405808302,23,18.130434782608695,29.297791941167244,0,,47.00000000000001,10,47.0,0,1.3520000000000003,40096,2,20,1.0,347.4473746641437,False,0.13881744541534663,15,5.651000000000001,21695.0,425,0,0.0,4249.999999999999,False,-0.3263765165012302,0,0.2,47450,273,215,1.0,8642.127389044053,False,-0.0009057915295452374,22,10.347000000000001,20304.0,447,0,0.0,7318.448823743612,False,-0.5375501869645335,0,0.2,54109,619,229,1.0,18722.028674061192,False,-0.05911805364774236,0,0.29900000000000004,66373,0,99,1.0,2900.481402175557,False,0.005414342273529894,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,103490,21,16,1.0,1367.2536307645123,False,0.04925945847106011,0.625,452800,0.0,0.0,15,0,0,11,6,6.0,21,32,34,246.0,105.0,17,20,34,703,6.8587103230529465,323.97117111680564
41,34,0,0,0,9.999999999999998,20,10.0,15.98654571700041,37,13.513513513513514,18.818379594679957,65,15.938461538461539,29.297791941167244,0,,47.000000000000014,11,47.0,7,1.4220000000000002,40283,1,10,1.0,169.8654571700041,False,0.14159477188385514,10,5.736000000000001,21455.0,436,0,0.0,4359.999999999999,False,-0.33160826899691753,0,0.2,47731,288,210,1.0,8555.98488137891,False,0.003685831963592902,50,10.825000000000001,18789.0,459,0,0.0,7337.824484103188,False,-0.5666001728732951,0,0.2,53601,628,239,1.0,18820.114659397987,False,-0.06592165006820555,0,0.29900000000000004,65845,36,109,1.0,3870.920986995708,False,0.004780166822287291,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,104007,11,15,1.0,1027.2757113528398,False,0.05275462924847582,0.625,450994,0.0,0.0,16,0,0,12,7,6.4,23,35,34,282.0,74.0,19,15,34,1538,6.757371506013442,330.7285426228191
42,34,0,0,0,9.999999999999998,20,10.0,15.8477833334292,5,9.0,19.06435526661789,34,21.558823529411764,29.505538533042593,2,45.0,47.000000000000014,10,47.0,0,1.4150000000000003,40173,2,20,1.0,336.955666668584,False,0.14084663423925486,5,5.776000000000002,21315.0,445,0,0.0,4449.999999999999,False,-0.334294844602811,0,0.2,48195,283,205,1.0,8393.115513017132,False,0.011068697296471681,19,10.965000000000002,18366.0,459,0,0.0,7274.132550044003,False,-0.5753779328607433,0,0.2,53050,642,248,1.0,19556.689637363248,False,-0.06863018739539234,0,0.29900000000000004,65753,36,118,1.0,4167.97033649727,False,0.00561809078609851,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,104387,3,15,1.0,793.516615599128,False,0.055404835750325496,0.625,450522,0.0,0.0,17,0,0,15,5,5.0,16,31,37,240.0,87.0,15,19,37,1269,7.351051251986064,338.07959387480514
43,37,0,0,0,9.999999999999998,20,10.0,16.408441502777666,44,19.295454545454547,18.84879633659362,10,11.5,29.59969351056631,32,30.0,47.000000000000014,8,47.0,14,1.5550000000000002,40539,1,10,1.0,174.08441502777666,False,0.1488940416705943,10,5.871,21075.0,456,0,0.0,4559.999999999999,False,-0.33952659709849836,0,0.2,48070,288,215,1.0,8778.122365167595,False,0.01237139956354546,10,11.046000000000001,17467.0,488,0,0.0,8007.3194533555015,False,-0.5856524812482583,0,0.2,52935,642,258,1.0,19737.648173819212,False,-0.06899368367117904,0,0.29900000000000004,66713,26,96,1.0,3331.6392817657998,False,0.013650265956341655,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000002,103803,25,17,1.0,1538.992337764158,False,0.05327695747390869,0.625,449885,0.0,0.0,15,0,0,14,7,6.571428571428571,19,33,30,276.0,165.0,17,20,30,1886,7.6815404050285,345.76113427983364
44,30,0,0,0,9.999999999999998,20,10.0,16.301298061277173,70,15.928571428571429,18.41114184084092,20,11.5,29.676656936673368,36,30.0,47.000000000000014,10,47.0,25,1.7910000000000006,40653,0,10,1.0,163.01298061277174,False,0.15196138373650017,35,6.211,20310.0,467,0,0.0,4669.999999999999,False,-0.35960521478464974,0,0.2,47940,293,225,1.0,8918.78724614342,False,0.011219916304598945,20,11.236,16022.0,543,0,0.0,8851.604847273506,False,-0.6053919019715783,0,0.2,52760,647,268,1.0,19865.352830052536,False,-0.07064134105626808,0,0.29900000000000004,67738,21,70,1.0,2463.999964224795,False,0.02241394619040578,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,103193,51,17,1.0,2312.5095037703422,False,0.051028421299569554,0.625,447899,0.0,0.0,13,0,0,11,10,9.916666666666666,20,31,31,222.0,93.0,14,16,31,1957,6.457069723983295,352.21820400381694
45,31,0,0,0,10.0,20,10.0,16.35080133709821,40,16.7,17.89080020458387,25,11.6,30.147014170381027,5,46.0,47.00000000000002,7,47.0,4,1.8060000000000005,40799,0,10,1.0,163.5080133709821,False,0.15609722594625414,26,6.436000000000001,19912.0,477,0,0.0,4770.0,False,-0.36944656542518595,0,0.2,47594,309,235,1.0,9256.735661240557,False,0.007803617094837282,25,11.466000000000001,15060.0,557,0,0.0,9107.396344763703,False,-0.6214887071600245,0,0.2,52815,652,273,1.0,19894.9366019027,False,-0.06960674344108403,0,0.29900000000000004,67623,21,80,1.0,2787.4679379267436,False,0.023106732618271612,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,103292,46,20,1.0,2326.7626518375278,False,0.05209735126777756,0.625,446378,0.0,0.0,12,0,0,9,9,8.285714285714285,21,30,34,234.0,111.0,13,18,34,759,6.571196147007868,358.7894001508248
46,34,0,0,0,10.0,20,10.0,16.183155225828816,47,15.148936170212766,17.82642897565871,6,14.666666666666666,30.147014170381027,0,,47.000000000000014,12,47.0,0,1.8020000000000005,40709,0,19,0.9,307.4799492907475,False,0.15558779374580395,47,6.880000000000002,19090.0,488,0,0.0,4880.0,False,-0.3911371284748735,0,0.2,46915,346,244,1.0,9949.020378197496,False,0.001380026035330384,5,11.491000000000001,14985.0,557,0,0.0,9014.01746078665,False,-0.6238371081401574,0,0.2,52815,642,283,1.0,19976.172412590724,False,-0.06900462204193186,0,0.29900000000000004,67535,17,90,1.0,3016.2805679204907,False,0.023498180852682446,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,103856,36,18,1.0,1931.292510133717,False,0.0557864514072587,0.6125,445188,0.0,0.0,13,0,0,22,4,4.0,13,35,40,249.0,93.0,18,16,40,797,8.63931577396579,367.4287159247906
47,40,0,0,0,10.0,20,10.0,16.050420084761942,5,8.0,18.01033850128801,25,20.0,30.638827808109937,5,46.0,47.000000000000014,8,47.0,0,1.8020000000000005,40629,0,27,0.8,433.3613422885724,False,0.15510536102328226,5,6.883000000000001,18915.0,500,0,0.0,5000.0,False,-0.39438929894516556,0,0.2,46875,341,254,1.0,10047.819228230977,False,0.0015614190844009375,25,11.736,14725.0,557,0,0.0,8940.083987212402,False,-0.6295680652744953,0,0.2,52545,657,288,1.0,20656.774804081884,False,-0.06796247439827831,0,0.29900000000000004,67535,7,100,1.0,3189.9551503200096,False,0.02478546021465223,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000002,104002,31,20,1.0,1889.8036620514083,False,0.05704805284918575,0.6,444509,0.0,0.0,13,0,0,15,3,3.0,17,32,37,261.0,105.0,17,23,37,806,8.088182604988106,375.5168985297787
48,37,0,0,0,10.0,20,10.0,15.925601256812335,5,9.0,17.792510019847782,10,12.0,30.565379575665283,10,29.5,47.000000000000014,15,47.0,0,1.8020000000000005,40594,0,30,0.8,477.76803770437004,False,0.154743474982387,0,6.878000000000001,18795.0,512,0,0.0,5120.0,False,-0.39608608353836144,0,0.2,46830,336,264,1.0,10048.224667528759,False,0.0006969071319692058,10,11.811,14555.0,557,0,0.0,8870.55990004447,False,-0.6335196273491406,0,0.2,52645,657,293,1.0,20645.33529870992,False,-0.06656486036711791,0,0.29900000000000004,67610,0,102,0.7,3117.668716717859,False,0.025361474671038726,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,104412,31,15,1.0,1652.526766845624,False,0.059982709863952724,0.5625,444724,0.0,0.0,17,0,0,17,2,2.0,19,36,36,265.0,84.0,19,18,36,1245,7.078353065007832,382.59525159478653
49,36,0,0,0,10.0,20,10.0,16.115352137142057,24,18.125,17.851732685286617,25,18.44,31.463736439182945,10,44.0,47.00000000000002,9,47.0,0,1.8020000000000005,40824,2,26,1.0,438.9991555656935,False,0.16069962890706838,10,6.978000000000001,18590.0,520,0,0.0,5200.0,False,-0.4007522411696502,0,0.2,46428,350,273,1.0,10513.896271082966,False,-0.0025676765691172417,24,12.041,14174.0,557,0,0.0,8976.251140388125,False,-0.6398524533908283,0,0.2,52657,671,293,1.0,21197.387408507922,False,-0.06229515099389302,0,0.29900000000000004,67577,0,103,0.1,3240.7648532358435,False,0.02578467233860964,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,104395,31,16,1.0,1727.3758296146716,False,0.06018843019255396,0.5125,443928,0.0,0.0,17,0,0,14,5,5.0,17,31,38,210.0,92.0,15,21,38,1446,11.982166079978924,394.57741767476546
50,38,0,0,0,10.0,20,10.0,16.756875047356306,56,19.625,18.642224632897204,46,22.869565217391305,31.912768972362546,5,44.0,47.000000000000014,9,47.0,15,1.9520000000000002,41444,0,7,0.7,117.29812533149415,False,0.1736842584391207,15,7.118000000000001,18225.0,535,0,0.0,5350.0,False,-0.40895336670343035,0,0.2,46552,369,265,1.0,11123.476420192237,False,0.005707248641323837,28,12.297000000000002,12982.0,584,0,0.0,9786.015027656083,False,-0.6550425042682458,0,0.2,51873,703,298,1.0,22615.489070690775,False,-0.06340620037141054,0,0.29900000000000004,67529,0,107,0.4,3414.6662800427926,False,0.026362079219979746,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000001,104598,26,17,1.0,1628.7319932814264,False,0.061736309304117665,0.5125,442486,0.0,0.0,15,0,0,13,9,8.071428571428571,19,32,35,225.0,129.0,15,23,35,1744,7.4277019709697925,402.00511964573525
51,35,0,0,0,10.000000000000002,20,10.0,17.037971577330904,13,23.0,18.506473828215707,27,17.185185185185183,31.912768972362546,0,,47.00000000000002,15,47.0,6,1.9970000000000006,41529,0,10,1.0,170.37971577330904,False,0.1768386034865149,0,7.103000000000001,18125.0,545,0,0.0,5450.000000000001,False,-0.4103673538644269,0,0.2,46552,359,275,1.0,11205.912099021112,False,0.006502683421022701,27,12.539000000000003,12177.0,597,0,0.0,10171.66903166655,False,-0.6668564105941319,0,0.2,51457,716,308,1.0,23079.76810449011,False,-0.06613175528113707,0,0.29900000000000004,67481,0,111,0.4,3542.3173559322427,False,0.026596677606304894,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.6410000000000002,105303,16,12,1.0,1074.604303557801,False,0.06604657546386493,0.55,441907,0.0,0.0,14,0,0,8,5,4.461538461538462,22,30,44,222.0,168.0,14,21,44,905,6.7181399739929475,408.7232596197282
