index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,18,0,0,0,10.000000000000002,20,10.0,4.303597322815618,12,4.333333333333333,29.97918203899888,5,40.0,42.37325277958998,5,24.0,50.00000000000002,20,50.0,1,1.1550000000000002,40414,265,0,0.0,2650.0000000000005,False,-0.08850890985324948,11,1.1560000000000004,40493,255,0,0.0,2550.0000000000005,False,-0.08787561146051712,0,0.3350000000000001,65785,7,69,1.0,2098.688741950632,False,0.0657855231462042,0,0.9650000000000001,60661,48,0,0.0,206.57267149514965,False,-0.03101171545156879,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,0.6320000000000001,90701,0,14,0.5,593.2255389142598,False,0.009021697523475708,13,2.283000000000001,104833,156,0,0.0,6610.227433616037,False,-0.07086665306129589,7,1.5570000000000002,114963,0,5,0.5,250.0000000000001,False,-0.011152544120426855,0.25,609344,0.0,0.0,7,0,0,6,9,9.0,14,20,16,152.0,84.0,10,8,16,520,1.3440894030500203,50.62399838102283
26,16,0,0,0,10.000000000000002,20,10.0,4.303597322815618,0,,29.97918203899888,0,,42.23677245726744,14,41.214285714285715,50.00000000000002,20,50.0,0,1.1540000000000004,40304,276,0,0.0,2760.0000000000005,False,-0.0897099930118798,0,1.1450000000000002,40403,264,0,0.0,2640.0000000000005,False,-0.08885831586303285,0,0.3350000000000001,65785,0,76,0.7,2278.4178349639146,False,0.06721856380235622,0,0.9650000000000001,60661,48,0,0.0,206.57267149514965,False,-0.03101171545156879,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,0.6320000000000001,91278,0,0,0.0,0.0,False,0.012130754901091103,14,2.4100000000000006,104164,164,0,0.0,6926.83068299186,False,-0.07525462391098646,1,1.5600000000000003,115016,0,6,0.6,300.0000000000001,False,-0.01048236042135652,0.16249999999999998,609105,0.0,0.0,11,0,0,7,4,3.333333333333333,13,20,15,139.0,31.0,11,5,15,927,2.435789181967266,53.059787562990095
27,15,0,0,0,10.000000000000002,20,10.0,4.303597322815618,0,,30.540446070468242,5,40.0,42.23677245726744,0,,50.00000000000002,9,50.0,0,1.1540000000000004,40174,289,0,0.0,2890.0000000000005,False,-0.09112945492662473,0,1.1450000000000002,40333,271,0,0.0,2710.0000000000005,False,-0.08962264150943396,0,0.3350000000000001,65985,0,71,0.0,2168.3716710032454,False,0.06953046349808824,0,0.9650000000000001,60661,48,0,0.0,206.57267149514965,False,-0.03101171545156879,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,0.6320000000000001,91078,0,5,0.5,211.18386228633722,False,0.01108391656106587,9,2.4860000000000007,104033,164,0,0.0,6926.83068299186,False,-0.07638018884147639,0,1.5590000000000004,115016,0,6,0.0,300.0000000000001,False,-0.01048236042135652,0.0625,608774,0.0,0.0,6,0,0,6,2,2.0,14,20,12,153.0,45.0,10,5,12,400,1.232092818012461,54.29188038100256
28,12,0,0,0,10.000000000000002,20,10.0,4.287103034986167,1,3.0,31.094653509462077,5,40.0,43.00227668634396,41,45.0,50.00000000000002,8,50.0,0,1.1540000000000001,40104,296,0,0.0,2960.0000000000005,False,-0.09189378057302586,1,1.1550000000000002,40180,284,0,0.0,2840.0000000000005,False,-0.09154437456324249,0,0.3350000000000001,66182,0,67,0.1,2083.341785133959,False,0.07199398639058159,0,0.9650000000000001,60661,48,0,0.0,205.780945679336,False,-0.031018028148436964,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,36,0.9920000000000002,90779,0,5,0.5,215.01138343171982,False,0.007789693201852495,8,2.557000000000001,103931,164,0,0.0,7052.373376560409,False,-0.07671724530201056,0,1.5590000000000004,113171,31,16,1.0,2133.0705772766632,False,-0.018459820866441552,0.2,606502,0.0,0.0,6,0,0,4,4,3.8780487804878048,13,17,15,89.0,22.0,7,5,15,400,1.0347079070052132,55.32658828800777
29,15,0,0,0,10.000000000000002,20,10.0,4.306599756352763,2,5.0,31.70004986726417,5,41.0,43.00227668634396,0,,50.00000000000002,7,50.0,1,1.1640000000000001,39989,305,0,0.0,3050.0000000000005,False,-0.09342243186582809,1,1.1640000000000001,40053,295,0,0.0,2950.0000000000005,False,-0.09311670160726765,0,0.3350000000000001,66377,0,64,0.2,2028.8031915049069,False,0.07466873328792444,0,0.9650000000000001,60661,48,0,0.0,206.7167883049326,False,-0.03101056635965391,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,0.9560000000000002,90574,0,10,0.5,430.02276686343964,False,0.006708633276764351,7,2.6190000000000007,103836,164,0,0.0,7052.373376560409,False,-0.07753349467908341,0,1.5590000000000004,113171,21,26,1.0,2203.0478104132235,False,-0.018159195219299425,0.2125,606155,0.0,0.0,6,0,0,3,4,4.0,18,21,15,177.0,42.0,11,4,15,405,1.294614409969654,56.621202697977424
30,15,0,0,0,10.000000000000002,20,10.0,4.149424151012073,9,3.0,32.81211303472374,10,41.0,43.00227668634396,0,,50.00000000000002,8,50.0,3,1.1930000000000003,39821,315,0,0.0,3150.0000000000005,False,-0.09599930118798043,6,1.2230000000000003,39801,305,0,0.0,3050.0000000000005,False,-0.09752795248078266,0,0.3350000000000001,66760,0,63,0.9,2067.1631211875956,False,0.08108216620570886,0,0.9650000000000001,60661,48,0,0.0,199.17235924857948,False,-0.031070720636203898,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,0.9560000000000002,90164,0,20,1.0,860.0455337268793,False,0.004546513426588225,8,2.6920000000000006,103725,164,0,0.0,7052.373376560409,False,-0.07848721763545273,0,1.5590000000000004,113171,11,36,1.0,2273.025043549784,False,-0.01785856957215742,0.3625,605597,0.0,0.0,6,0,0,6,6,6.0,14,20,14,141.0,31.0,10,5,14,610,1.4381322470144369,58.05933494499186
31,14,0,0,0,10.000000000000002,20,10.0,4.026316531228633,11,3.272727272727273,34.172752944477686,15,41.0,43.00227668634396,0,,50.00000000000002,17,50.0,6,1.2500000000000002,39551,326,0,0.0,3260.0000000000005,False,-0.10069444444444445,5,1.2670000000000001,39611,314,0,0.0,3140.0000000000005,False,-0.10069444444444445,0,0.3350000000000001,67339,1,58,1.0,1986.0459873109344,False,0.08966851637971372,0,0.9650000000000001,60661,48,0,0.0,193.26319349897437,False,-0.031117836407062966,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,0.9560000000000002,89549,5,30,1.0,1460.9320653127072,False,0.0010585695096287674,17,2.8540000000000005,103295,164,0,0.0,7052.373376560409,False,-0.0821818200790456,0,1.5590000000000004,113171,1,46,1.0,2343.002276686345,False,-0.017557943925015293,0.375,604671,0.0,0.0,8,0,0,5,7,7.0,13,18,22,147.0,75.0,9,5,22,815,1.0899190939962864,59.14925403898815
32,22,0,0,0,10.000000000000002,20,10.0,3.9979771221136358,1,2.0,34.172752944477686,0,,45.179826896658675,22,58.36363636363637,50.000000000000014,9,50.0,1,1.2540000000000002,39417,337,0,0.0,3370.0000000000005,False,-0.10241963661774983,0,1.262,39521,323,0,0.0,3230.0000000000005,False,-0.10167714884696016,0,0.3350000000000001,67337,0,60,0.2,2050.365176668661,False,0.09014946161371297,0,0.9650000000000001,60661,48,0,0.0,191.90290186145452,False,-0.031128682470925602,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,0.9560000000000002,90833,0,13,0.5,587.3377496565628,False,0.010452728586315487,9,2.9270000000000005,103178,164,0,0.0,7409.491611052023,False,-0.08165289806741355,0,1.5590000000000006,111887,13,56,1.0,3387.3377496565636,False,-0.02410368193057347,0.2125,604328,0.0,0.0,6,0,0,10,3,3.0,12,22,30,207.0,108.0,13,9,30,1484,1.5646350089809857,60.71388904796913
33,30,0,0,0,10.000000000000002,20,10.0,3.86834936725071,5,2.2,34.69422356983769,11,38.54545454545455,45.932997275299705,3,81.0,50.000000000000014,11,50.0,4,1.2930000000000004,39187,350,0,0.0,3500.0000000000005,False,-0.10602288609364081,1,1.2720000000000002,39432,330,0,0.0,3300.0000000000005,False,-0.10285639412997903,0,0.3350000000000001,67736,0,55,0.5,1908.182296341073,False,0.09537851262451229,1,0.9750000000000001,60643,48,0,0.0,185.68076962803408,False,-0.03146533376685938,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,0.9560000000000002,90652,1,20,1.0,953.3541690758318,False,0.010474996502017225,11,3.0280000000000005,102828,166,0,0.0,7624.877547699751,False,-0.08373482400073998,0,1.5590000000000004,111820,4,66,1.0,3483.7319891012,False,-0.024265238133876984,0.3125,603792,0.0,0.0,8,0,0,16,5,5.0,10,26,24,207.0,88.0,17,13,24,853,2.2918762589688413,63.005765306937974
34,24,0,0,0,10.000000000000002,20,10.0,3.5850801774737566,8,1.375,34.69422356983769,0,,49.16969865747922,14,78.85714285714286,50.000000000000014,7,50.0,0,1.2890000000000001,39027,366,0,0.0,3660.0000000000005,False,-0.10776991614255765,8,1.3510000000000002,39175,334,0,0.0,3340.0000000000005,False,-0.10803197064989518,0,0.3350000000000001,67725,0,63,0.8,2185.7360848997746,False,0.09741612914334288,0,0.9740000000000002,60643,48,0,0.0,172.08384851874033,False,-0.03157374660320894,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,0.9560000000000002,91756,0,7,0.1,344.18789060235457,False,0.01933928352369801,7,3.0870000000000006,101699,179,0,0.0,8801.37605968878,False,-0.08838100776859427,0,1.5590000000000004,111752,0,71,0.5,3550.000000000001,False,-0.024564810200539584,0.175,603271,0.0,0.0,8,0,0,14,4,4.0,11,25,20,205.0,82.0,16,8,20,1304,2.0872369179851376,65.09300222492311
35,20,0,0,0,10.0,20,10.0,3.3455106539674015,15,2.3333333333333335,34.44790697389351,1,14.0,50.637862356407325,6,82.0,50.00000000000001,13,50.0,6,1.3490000000000002,38729,380,0,0.0,3800.0,False,-0.11274895178197065,9,1.4330000000000003,38877,340,0,0.0,3400.0,False,-0.1138845213137666,0,0.3350000000000001,67690,5,73,1.0,2531.424762364063,False,0.09961428792010772,1,0.9840000000000002,60625,48,0,0.0,160.58451139043527,False,-0.031952474833034844,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,0.9560000000000002,92234,0,2,0.1,101.27572471281465,False,0.02329279985758459,13,3.210000000000001,100947,185,0,0.0,9368.004535935355,False,-0.0924080020967498,0,1.5590000000000004,111752,0,71,0.0,3550.0000000000005,False,-0.024564810200539584,0.1375,602348,0.0,0.0,6,0,0,10,9,9.0,11,21,13,176.0,70.0,11,9,13,692,1.5615332140005194,66.65453543892363
36,13,0,0,0,10.0,20,10.0,3.327215266377969,7,3.142857142857143,34.79227295747156,5,40.0,49.211997971693435,48,45.625,50.000000000000014,11,50.0,6,1.4030000000000002,38491,389,0,0.0,3890.0,False,-0.11696366177498253,1,1.4340000000000002,38745,351,0,0.0,3510.0,False,-0.11556603773584906,0,0.3350000000000001,67868,2,78,1.0,2720.451721215538,False,0.10395997162461157,0,0.9830000000000001,60625,48,0,0.0,159.7063327861425,False,-0.031959476847134065,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,46,1.4160000000000004,90350,0,5,0.5,246.0599898584672,False,0.0032048921641226655,11,3.307000000000001,100751,185,0,0.0,9104.219624763286,False,-0.0952252864401075,0,1.5590000000000004,109562,38,81,1.0,5920.055922924352,False,-0.033199629152456625,0.3125,597886,0.0,0.0,6,0,0,10,9,8.928571428571429,10,20,11,120.0,24.0,10,3,11,400,1.497299350972753,68.15183478989638
37,11,0,0,0,10.0,20,10.0,3.552022735675657,6,6.166666666666667,35.12803034451737,5,40.0,49.211997971693435,0,,50.00000000000001,16,50.0,6,1.4570000000000003,38212,404,0,0.0,4040.0,False,-0.12141858839972047,0,1.4330000000000003,38695,356,0,0.0,3560.0,False,-0.11611198462613558,0,0.3350000000000001,68031,0,81,0.8,2845.370457905907,False,0.10755529874424642,0,0.9830000000000001,60625,48,0,0.0,170.49709131243154,False,-0.031873438491186054,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.37,90150,0,10,0.5,492.1199797169344,False,0.002351414772669901,9,3.3860000000000006,100625,185,0,0.0,9104.219624763286,False,-0.09630789087706727,0,1.5590000000000004,109912,28,84,1.0,5577.935943207417,False,-0.031662158922862664,0.2875,597744,0.0,0.0,7,0,0,7,4,4.0,10,17,13,101.0,47.0,7,4,13,750,0.9429108389886096,69.094745628885
38,13,0,0,0,10.0,20,10.0,3.367671655679356,7,1.5714285714285714,35.12803034451737,0,,49.211997971693435,0,,50.0,15,50.0,5,1.5010000000000003,37977,415,0,0.0,4150.0,False,-0.12534940600978337,2,1.4530000000000003,38559,365,0,0.0,3650.0,False,-0.11809923130677848,0,0.3350000000000001,68020,0,88,0.7,3091.2666703175287,False,0.1093404987347712,0,0.9830000000000003,60625,48,0,0.0,161.64823947260908,False,-0.031943993370388585,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.37,90150,0,10,0.0,492.1199797169344,False,0.002351414772669901,9,3.4670000000000005,100494,185,0,0.0,9104.219624763286,False,-0.09743345580755719,0,1.5590000000000004,110212,18,88,1.0,5285.815963490482,False,-0.030339491160919323,0.2125,597531,0.0,0.0,7,0,0,7,4,4.0,12,19,14,156.0,36.0,11,2,14,500,1.0802061469876207,70.17495177587261
39,14,0,0,0,10.0,20,10.0,3.3768779062639815,1,4.0,35.52055878257161,5,41.0,49.211997971693435,0,,49.99999999999999,10,50.0,0,1.4960000000000002,37867,426,0,0.0,4260.0,False,-0.1265504891684137,1,1.461,38447,374,0,0.0,3740.0,False,-0.11956236897274633,0,0.3350000000000001,68221,0,84,0.1,2983.7269377360153,False,0.11168832972728003,0,0.9830000000000001,60625,48,0,0.0,162.0901395006711,False,-0.0319404699524736,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.37,89945,0,15,0.5,738.1799695754015,False,0.00144249517417392,10,3.5580000000000016,100339,185,0,0.0,9104.219624763286,False,-0.09876523110699184,0,1.5590000000000004,110212,8,98,1.0,5293.695983773547,False,-0.030305638204880594,0.2,597150,0.0,0.0,6,0,0,4,3,3.0,15,19,19,132.0,52.0,9,5,19,405,1.438173561997246,71.61312533786986
40,19,0,0,0,9.999999999999998,20,10.0,3.5731717498176128,5,6.0,36.22925627698558,10,41.0,49.211997971693435,0,,49.99999999999999,12,50.0,5,1.5460000000000005,37667,436,0,0.0,4359.999999999999,False,-0.1298261705101328,0,1.4600000000000002,38347,384,0,0.0,3839.999999999999,False,-0.12065426275331936,0,0.3350000000000001,68601,0,79,0.5,2862.1112458818607,False,0.11677838305412185,0,0.9830000000000003,60625,48,0,0.0,171.5122439912454,False,-0.03186534433660836,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.37,89535,0,25,1.0,1230.299949292336,False,-0.00037534402281820306,9,3.6380000000000017,100206,185,0,0.0,9104.219624763286,False,-0.09990798023489382,0,1.5590000000000006,110362,0,103,0.8,5149.999999999999,False,-0.029634148437097246,0.2875,596837,0.0,0.0,7,0,0,8,3,3.0,16,24,20,212.0,60.0,14,5,20,760,1.2720899280393496,72.88521526590921
41,20,0,0,0,9.999999999999998,20,10.0,3.287728482339739,11,1.7272727272727273,36.54907397726316,5,41.0,49.211997971693435,0,,50.0,10,50.0,5,1.5910000000000002,37422,448,0,0.0,4479.999999999999,False,-0.13386617749825297,6,1.5200000000000002,38119,392,0,0.0,3919.999999999999,False,-0.12475978336827394,0,0.3350000000000001,68787,1,84,1.0,3073.4099425724453,False,0.12142922022813664,0,0.9830000000000001,60625,48,0,0.0,157.81096715230746,False,-0.03197458923637506,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.37,89330,0,30,0.5,1476.359939150803,False,-0.001284263621314184,10,3.7290000000000005,100051,185,0,0.0,9104.219624763286,False,-0.10123975553432846,0,1.5590000000000004,110362,0,103,0.0,5150.0,False,-0.029634148437097246,0.1875,596190,0.0,0.0,6,0,0,11,5,5.0,13,24,19,180.0,61.0,15,5,19,405,1.2826940370141529,74.16790930292336
42,19,0,0,0,9.999999999999998,20,10.0,3.422385800839445,8,4.5,36.54907397726316,0,,50.72101600458982,15,66.0,49.99999999999999,11,50.0,3,1.6160000000000005,37250,458,0,0.0,4579.999999999999,False,-0.13653039832285116,5,1.5640000000000003,37919,402,0,0.0,4019.999999999999,False,-0.12803546470999302,0,0.3350000000000001,68751,0,93,0.9,3399.0638798854743,False,0.12345168859243073,0,0.9830000000000001,60625,48,0,0.0,164.27451844029338,False,-0.031923053162701616,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.37,90320,0,15,0.0,760.8152400688473,False,0.0057261556377453645,11,3.829000000000001,99854,185,0,0.0,9383.387960849117,False,-0.10173307802979256,0,1.5590000000000004,109372,5,113,1.0,5903.605080022948,False,-0.034902801539605524,0.2375,595585,0.0,0.0,5,0,0,10,5,5.0,12,22,20,153.0,88.0,12,7,20,1190,1.5361431750352494,75.70405247795861
43,20,0,0,0,9.999999999999998,20,10.0,3.400775240850992,1,2.0,36.54504749499563,6,36.5,50.46883170939481,4,41.0,50.0,20,50.0,0,1.6130000000000004,37140,469,0,0.0,4689.999999999999,False,-0.13773148148148148,1,1.5690000000000002,37805,411,0,0.0,4109.999999999999,False,-0.12954227812718377,0,0.3350000000000001,68954,0,89,0.1,3252.509227054611,False,0.12552033382014224,1,0.9930000000000001,60607,48,0,0.0,163.2372115608476,False,-0.03221836409796963,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.37,90265,0,17,0.6,857.9701390597119,False,0.005654939562781113,14,3.9580000000000015,99420,189,0,0.0,9538.60919307562,False,-0.10479521079392873,0,1.5590000000000004,109672,0,112,0.5,5600.0,False,-0.033629474335401165,0.15000000000000002,595357,0.0,0.0,9,0,0,5,5,5.0,17,22,18,197.0,49.0,13,7,18,869,1.4047582679777406,77.10881074593635
44,18,0,0,0,9.999999999999998,20,10.0,3.147059076398328,7,1.0,36.54504749499563,0,,50.55607986173832,7,52.285714285714285,49.99999999999999,15,50.0,3,1.6430000000000005,36961,479,0,0.0,4789.999999999999,False,-0.1405485674353599,4,1.608,37605,421,0,0.0,4209.999999999999,False,-0.13281795946890287,0,0.3350000000000001,68947,0,96,0.7,3508.3245595195804,False,0.12744840899647253,0,0.9920000000000002,60607,48,0,0.0,151.05883566711975,False,-0.032315466395038024,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.37,90631,0,10,0.0,505.56079861738317,False,0.007759473956673971,11,4.054,98928,195,0,0.0,9858.435573038973,False,-0.10764853344457681,0,1.5590000000000004,109804,0,109,0.1,5449.999999999999,False,-0.03313972470915746,0.09999999999999999,594977,0.0,0.0,8,0,0,7,6,6.0,13,20,15,147.0,51.0,11,7,15,766,1.4950591790257022,78.60386992496205
45,15,0,0,0,10.0,20,10.0,2.951461600468495,7,1.2857142857142858,35.88014053884042,2,14.0,51.75452190279604,5,83.2,49.999999999999986,11,50.0,6,1.7000000000000006,36683,491,0,0.0,4910.0,False,-0.14530922431865828,1,1.6140000000000003,37500,429,0,0.0,4290.0,False,-0.1342374213836478,0,0.3350000000000001,68952,0,102,0.7,3659.774334961723,False,0.12873570249056535,1,1.002,60589,48,0,0.0,141.67015682248777,False,-0.03267736563473758,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.37,91019,0,7,0.2,362.2816533195723,False,0.011267418019380228,5,4.093000000000001,98467,200,0,0.0,10350.904380559208,False,-0.10949382064612916,0,1.5590000000000004,110104,0,103,0.0,5149.999999999998,False,-0.03185090990325297,0.11249999999999999,594808,0.0,0.0,9,0,0,5,5,5.0,14,19,14,156.0,45.0,10,5,14,930,1.128397693973966,79.73226761893602
46,14,0,0,0,10.0,20,10.0,2.8763139635752824,4,1.75,36.460135080687536,10,40.0,51.75452190279604,0,,49.999999999999986,20,50.0,3,1.7240000000000006,36535,498,0,0.0,4980.0,False,-0.1477769042627533,1,1.6230000000000004,37347,442,0,0.0,4420.0,False,-0.13615915443745633,0,0.3350000000000001,69345,0,96,0.4,3500.1729677460035,False,0.1337301899866527,0,1.0010000000000001,60589,48,0,0.0,138.06307025161357,False,-0.03270612615213441,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.37,90619,0,17,1.0,879.8268723475327,False,0.009701426374675852,10,4.188000000000001,98312,200,0,0.0,10350.904380559208,False,-0.1108255959455638,0,1.5590000000000004,110604,0,93,0.0,4649.999999999999,False,-0.029702885226745485,0.175,594845,0.0,0.0,9,0,0,6,5,5.0,13,19,15,131.0,45.0,9,5,15,1100,1.1372391089680605,80.86950672790408
47,15,0,0,0,10.0,20,10.0,3.1733017107636345,11,4.7272727272727275,37.031111556440244,16,39.3125,51.11950441335415,7,40.0,50.0,20,50.0,1,1.7310000000000005,36372,512,0,0.0,5120.0,False,-0.14980782669461915,10,1.7220000000000004,37038,448,0,0.0,4480.0,False,-0.14225192173305382,0,0.3350000000000001,69908,1,91,1.0,3373.004453346826,False,0.1416942101879063,1,1.0110000000000003,60571,48,0,0.0,152.31848211665445,False,-0.032879503084751384,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.37,90270,6,20,1.0,1244.5767576057244,False,0.007853814188801293,6,4.238000000000001,97958,207,0,0.0,10581.73741356431,False,-0.11287552878540237,0,1.5590000000000004,111304,0,79,0.0,3950.0,False,-0.02669565067963501,0.25,594915,0.0,0.0,12,0,0,5,7,7.0,15,20,15,134.0,60.0,10,5,15,1795,1.1270197920384817,81.99652651994256
48,15,0,0,0,10.0,20,10.0,3.1207657311043673,2,1.5,37.031111556440244,0,,48.79372395231619,28,39.107142857142854,50.0,20,50.0,2,1.7500000000000002,36231,521,0,0.0,5210.0,False,-0.15190426275331936,0,1.7120000000000002,36928,459,0,0.0,4590.0,False,-0.14345300489168414,0,0.3350000000000001,69905,0,94,0.3,3480.9244863053827,False,0.14250685297409774,0,1.0100000000000002,60571,48,0,0.0,149.79675509300964,False,-0.032899609664537754,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,8,1.4500000000000002,90933,0,6,0.6,292.76234371389717,False,0.00992838166256707,10,4.332000000000002,97812,207,0,0.0,10100.300858129453,False,-0.11619825039897644,0,1.5590000000000006,110709,18,79,1.0,4828.287031141692,False,-0.028034784977825116,0.23750000000000002,594583,0.0,0.0,11,0,0,8,5,4.888888888888889,10,18,17,103.0,34.0,9,6,17,1579,2.373998244991526,84.37052476493409
49,17,0,0,0,10.0,20,10.0,3.1207657311043673,0,,37.51549738806892,10,41.0,48.79372395231619,0,,50.00000000000001,20,50.0,0,1.7480000000000004,36141,530,0,0.0,5300.0,False,-0.15288696715583508,0,1.7120000000000004,36818,470,0,0.0,4700.0,False,-0.14465408805031446,0,0.3350000000000001,70315,0,84,0.0,3151.3017805977897,False,0.1464167964773621,0,1.0100000000000002,60571,48,0,0.0,149.79675509300964,False,-0.032899609664537754,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.4420000000000002,90523,0,16,1.0,780.6995832370591,False,0.008087352430791823,10,4.4220000000000015,97682,207,0,0.0,10100.300858129453,False,-0.11731522323076034,0,1.5590000000000004,111209,8,79,1.0,4340.34979161853,False,-0.02583493808697554,0.25,594753,0.0,0.0,9,0,0,3,2,2.0,16,19,19,158.0,65.0,10,7,19,1110,1.223384006996639,85.59390877193073
50,19,0,0,0,10.0,20,10.0,2.746584798795908,14,1.2142857142857142,37.73675571323824,5,41.0,50.14875420704811,11,66.18181818181819,50.000000000000014,20,50.0,8,1.8280000000000003,35851,537,0,0.0,5370.0,False,-0.1584556254367575,6,1.7720000000000002,36531,483,0,0.0,4830.0,False,-0.1495020964360587,0,0.3350000000000001,70503,4,89,1.0,3369.5575976733867,False,0.15115499846651503,0,1.0100000000000002,60571,48,0,0.0,131.83607034220358,False,-0.03304281625968994,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.4420000000000002,91046,0,10,0.5,501.4875420704811,False,0.012338594107992979,11,4.522000000000001,97485,207,0,0.0,10380.792120858958,False,-0.11780286236807276,0,1.5590000000000004,110931,9,80,1.0,4451.338787863434,False,-0.027746727321742142,0.3125,594412,0.0,0.0,10,0,0,7,7,7.0,14,21,17,157.0,52.0,12,7,17,1583,1.3036902419989929,86.89759901392972
51,17,0,0,0,10.000000000000002,20,10.0,2.746584798795908,0,,37.73675571323824,0,,50.265375523894384,12,51.5,50.000000000000014,20,50.0,0,1.8200000000000003,35711,551,0,0.0,5510.000000000001,False,-0.15998427672955975,0,1.7660000000000005,36471,489,0,0.0,4890.000000000001,False,-0.1501572327044025,0,0.3350000000000001,70503,0,93,0.4,3509.5182813311562,False,0.15227095218653758,0,1.0100000000000002,60571,48,0,0.0,131.83607034220358,False,-0.03304281625968994,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,2,1.4620000000000002,91556,0,0,0.0,0.0,False,0.015213341612702918,13,4.641000000000002,97082,209,0,0.0,10505.463484493926,False,-0.12072988381551936,0,1.5590000000000004,110831,9,83,1.0,4602.38837971505,False,-0.02795702069099779,0.175,594219,0.0,0.0,8,0,0,4,4,3.2,17,21,14,163.0,78.0,11,6,14,718,1.184770182997454,88.08236919692717
