index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,31,0,0,0,10.000000000000002,20,10.0,17.817493810799963,19,27.526315789473685,26.00080625718216,5,12.0,33.000000000000014,9,33.0,8,1.0630000000000004,35911,4,10,1.0,218.17493810799962,False,0.20115004231872752,1,3.6840000000000006,18130,338,0,0.0,3380.0000000000005,False,-0.3390689609177004,0,1.118,38999,48,68,1.0,2623.294528406785,False,-0.03120365151281234,0,0.2,40010,149,136,1.0,6190.916228785968,False,0.03596476998709372,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,48372,226,17,1.0,6437.182214123168,False,-0.023903751711098802,0.6666666666666666,234276,0.0,0.0,14,0,0,10,2,1.7272727272727273,24,34,27,247.0,123.0,15,16,27,760,1.3180970569956116,53.3900231528678
34,27,0,0,0,10.000000000000002,20,10.0,17.98754181575198,9,22.333333333333332,26.645612305451408,8,38.0,33.000000000000014,0,,0,1.0550000000000002,35975,5,14,1.0,301.8255854205278,False,0.20467896467621272,3,3.713000000000001,17998,347,0,0.0,3470.0000000000005,False,-0.3419701213818861,0,1.118,38999,38,78,1.0,2761.8843488237853,False,-0.029538268778103404,0,0.2,40113,148,138,1.0,6339.250686883588,False,0.04022267642677776,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,48068,224,27,1.0,6859.617156421115,False,-0.025659201229603145,0.6666666666666666,234007,0.0,0.0,11,0,0,15,1,1.0,18,33,20,218.0,105.0,17,10,20,678,1.4115278029930778,54.801550955860876
35,20,0,0,0,10.0,20,10.0,17.635941255027394,12,11.333333333333334,25.541887709890894,33,21.060606060606062,33.000000000000014,0,,0,1.0550000000000002,35835,9,24,1.0,513.2625901206575,False,0.2035357908183384,12,3.830000000000001,17763,353,0,0.0,3530.0,False,-0.3488061891423236,0,1.118,39694,28,55,1.0,1898.6101791847661,False,-0.02320879882735993,0,0.2,39977,150,148,1.0,6425.590569317961,False,0.03799166729935791,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,47373,247,37,1.0,7529.84626434305,False,-0.03246824966565393,0.6666666666666666,233496,0.0,0.0,12,0,0,12,2,2.0,17,29,14,161.0,55.0,11,9,14,895,1.1646441470365971,55.96619510289747
36,14,0,0,0,10.0,20,10.0,18.338294144978352,22,24.863636363636363,25.026063745791756,20,21.15,33.000000000000014,0,,0,1.0550000000000002,36287,8,15,1.0,355.0744121746753,False,0.21597096192101287,3,3.848000000000001,17587,364,0,0.0,3640.0,False,-0.3528411364545818,0,1.118,39823,30,45,1.0,1676.3216929099794,False,-0.022779666743853823,0,0.2,39724,150,158,1.0,6704.86219358185,False,0.03526715606697892,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,46950,257,47,1.0,7982.698382668482,False,-0.03618743725481053,0.6666666666666666,233225,0.0,0.0,13,0,0,8,2,2.0,13,21,13,86.0,39.0,6,8,13,1165,1.1088731189956889,57.07506822189316
37,13,0,0,0,10.0,20,10.0,18.04996464269992,35,16.37142857142857,25.40436883101776,5,37.0,33.000000000000014,0,,9,1.1450000000000002,36539,8,10,1.0,260.4996464269992,False,0.2227974464190175,11,3.955000000000001,17213,374,0,0.0,3740.0,False,-0.3636454581832733,0,1.1180000000000003,39561,39,55,1.0,2101.1889067712737,False,-0.023970908856602222,0,0.2,39598,156,163,1.0,6956.7066037170825,False,0.03526528640098402,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,46765,252,57,1.0,8282.900945416477,False,-0.03684772254307643,0.6666666666666666,232530,0.0,0.0,14,0,0,11,4,4.0,12,23,20,74.0,51.0,6,7,20,692,1.1013030849862844,58.176371306879446
38,20,0,0,0,10.0,20,10.0,18.89850486519838,23,26.82608695652174,25.40436883101776,0,,33.000000000000014,0,,12,1.256,36798,5,10,1.0,238.9850486519838,False,0.23107551434993975,1,3.954000000000001,17061,387,0,0.0,3870.0,False,-0.36654661864745897,0,1.118,39253,40,65,1.0,2407.2241686240895,False,-0.027695640743299662,0,0.2,39289,158,173,1.0,7380.919576467417,False,0.0329366191985799,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,46765,242,67,1.0,8358.857257106298,False,-0.03612917416745849,0.6666666666666666,232020,0.0,0.0,7,0,0,13,3,2.090909090909091,16,29,22,150.0,72.0,11,9,22,200,1.2394099480006844,59.41578125488013
39,22,0,0,0,10.0,20,10.0,19.306020276237007,9,29.0,25.388023200869284,6,25.0,33.000000000000014,0,,0,1.2440000000000002,36959,5,11,1.0,262.3662230386071,False,0.2368341707189311,0,3.953000000000001,16961,397,0,0.0,3970.0,False,-0.3682139522475657,0,1.118,39142,39,69,1.0,2504.708391633224,False,-0.029191900891234836,0,0.2,39289,148,183,1.0,7503.299246642156,False,0.03440721053909198,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,46615,238,77,1.0,8583.34952180689,False,-0.03684347900057814,0.6666666666666666,231820,0.0,0.0,9,0,0,14,0,0.0,15,29,28,125.0,33.0,11,11,28,611,1.0778708549914882,60.49365210987162
40,28,0,0,0,9.999999999999998,20,10.0,19.821646713569358,31,23.161290322580644,25.388023200869284,0,,33.000000000000014,0,,13,1.3740000000000003,37244,5,10,1.0,248.21646713569356,False,0.24610204860503682,7,4.023000000000001,16712,407,0,0.0,4069.999999999999,False,-0.3748499399759904,0,1.118,38774,46,79,1.0,2917.449581692864,False,-0.03307638273338859,0,0.2,38939,152,193,1.0,7912.778778230315,False,0.030916133267205655,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,46615,228,87,1.0,8659.469289798199,False,-0.03612338432476064,0.6666666666666666,231138,0.0,0.0,10,0,0,11,4,3.083333333333333,19,30,28,177.0,85.0,13,15,28,200,1.2172349189640954,61.710887028835714
41,28,0,0,0,9.999999999999998,20,10.0,20.49557302556022,19,27.894736842105264,24.97216046530705,16,21.5,33.000000000000014,0,,8,1.441,37522,1,10,1.0,214.9557302556022,False,0.2548178559799854,1,4.026000000000001,16557,421,0,0.0,4209.999999999999,False,-0.3776844070961718,0,1.118,38513,45,89,1.0,3144.8230675625373,False,-0.03661680084161434,0,0.2,39014,152,187,1.0,7785.121106897571,False,0.031184612786867842,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,46271,234,97,1.0,9044.48554888185,False,-0.03898961716348959,0.6666666666666666,230731,0.0,0.0,10,0,0,17,2,1.8888888888888888,19,36,24,270.0,68.0,19,9,24,805,1.2237687560264021,62.934655784862116
42,24,0,0,0,9.999999999999998,20,10.0,20.29532096673036,17,17.88235294117647,23.484129124712513,42,18.714285714285715,33.000000000000014,0,,0,1.4330000000000003,37683,1,11,1.0,233.24853063403395,False,0.2604916721794391,8,4.105000000000001,16297,431,0,0.0,4309.999999999999,False,-0.38468720821662,0,1.118,39109,35,62,1.0,2166.3522395677383,False,-0.03405089957019223,0,0.2,38900,159,192,1.0,7735.908825654929,False,0.027853455089703303,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,45485,266,107,1.0,9777.77834717353,False,-0.04692380569896762,0.6666666666666666,230328,0.0,0.0,15,0,0,15,3,3.0,15,30,24,162.0,66.0,12,12,24,1247,1.1927428059861995,64.12739859084832
43,24,0,0,0,9.999999999999998,20,10.0,19.377971684093595,11,2.727272727272727,24.343224873913886,10,38.0,33.000000000000014,0,,0,1.4330000000000003,37573,2,21,1.0,426.9374053659655,False,0.26005297794727844,11,4.207000000000001,15945,440,0,0.0,4399.999999999999,False,-0.3949246365212752,0,1.118,39284,30,67,1.0,2212.335217075038,False,-0.02929251824034411,0,0.2,39075,155,197,1.0,7799.200911195543,False,0.032819833584026785,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,45105,266,117,1.0,10336.297816461096,False,-0.048829815941451,0.6666666666666666,229836,0.0,0.0,10,0,0,14,3,3.0,13,27,30,162.0,69.0,11,13,30,580,1.1520692079793662,65.27946779882768
44,30,0,0,0,9.999999999999998,20,10.0,18.0775170038436,33,10.606060606060606,25.40476431418888,36,29.88888888888889,33.000000000000014,0,,0,1.4330000000000003,37777,2,15,1.0,291.162755057654,False,0.26459188267069583,17,4.3660000000000005,15396,450,0,0.0,4499.999999999999,False,-0.41156462585034015,0,1.118,39761,31,57,1.0,2008.4745930279178,False,-0.02027837014794976,0,0.2,39324,167,191,1.0,7871.255323651958,False,0.03966996711831527,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,44029,292,127,1.0,11609.191179743155,False,-0.0571461840187767,0.6666666666666666,229141,0.0,0.0,11,0,0,13,5,5.0,20,33,21,237.0,113.0,15,15,21,1580,2.753439777996391,68.03290757682407
45,21,0,0,0,10.0,20,10.0,18.219132311105433,12,20.583333333333332,25.737457582933416,5,37.0,33.000000000000014,0,,0,1.4330000000000003,37911,1,17,1.0,319.7252492887924,False,0.2695365687823261,4,4.389000000000001,15214,461,0,0.0,4610.0,False,-0.41579965319461115,0,1.1180000000000003,39593,27,67,1.0,2216.3262304563855,False,-0.021818281736446645,0,0.2,39430,163,196,1.0,8014.260252965136,False,0.043935930363204284,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,43844,287,137,1.0,11907.650326301893,False,-0.05782296206245604,0.6666666666666666,228846,0.0,0.0,14,0,0,12,2,2.0,16,28,28,166.0,99.0,13,8,28,609,1.3485395950265229,69.3814471718506
46,28,0,0,0,10.0,20,10.0,17.68640423007157,7,3.142857142857143,25.737457582933416,0,,33.000000000000014,10,33.0,0,1.4330000000000003,37831,0,26,0.9,459.84650998186083,False,0.269205123882584,7,4.455000000000001,14938,473,0,0.0,4730.0,False,-0.4230025343470722,0,1.118,39591,18,77,1.0,2300.1395100271616,False,-0.020859195005561753,0,0.2,39410,159,206,1.0,8114.054534665664,False,0.044654456183345646,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,44174,277,137,1.0,11650.275750472558,False,-0.05401411671328036,0.65,228798,0.0,0.0,15,0,0,18,4,4.0,13,31,25,174.0,76.0,13,15,25,530,1.2572121370467357,70.63865930889733
47,25,0,0,0,10.0,20,10.0,17.03919246686611,10,5.5,25.161738821830255,8,13.875,33.000000000000014,0,,0,1.4330000000000003,37701,3,36,1.0,643.4109288071799,False,0.2679306877552217,10,4.548000000000001,14660,480,0,0.0,4800.0,False,-0.43110577564359076,0,1.118,39689,8,80,1.0,2149.252645481349,False,-0.020317087102774054,0,0.2,39368,159,215,1.0,8119.005448925216,False,0.0437045524877457,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,44063,275,147,1.0,11770.478176003322,False,-0.05497712400193626,0.6666666666666666,228335,0.0,0.0,11,0,0,20,4,4.0,10,30,29,201.0,111.0,13,12,29,311,1.4388166110147722,72.0774759199121
48,29,0,0,0,10.0,20,10.0,17.101777604538352,53,17.301886792452834,25.451791898987715,11,29.363636363636363,33.000000000000014,0,,12,1.5530000000000004,38177,9,10,1.0,261.0177760453835,False,0.27742793410773275,5,4.588000000000002,14506,484,0,0.0,4840.0,False,-0.43557422969187676,0,1.118,39698,2,89,1.0,2299.4130342189833,False,-0.018296365759583395,0,0.2,38765,198,215,1.0,8858.287223980951,False,0.03809617178952812,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,43740,276,157,1.0,12205.694564120611,False,-0.056971141596467524,0.6666666666666666,227740,0.0,0.0,13,0,0,16,3,2.5,14,30,30,211.0,90.0,14,15,30,979,1.4921364829642698,73.56961240287637
49,30,0,0,0,10.0,20,10.0,16.864072729827406,3,1.0,25.451791898987715,0,,33.00000000000001,11,33.0,0,1.5410000000000001,38107,6,20,1.0,397.2814545965481,False,0.27736563716480844,3,4.613000000000001,14310,497,0,0.0,4970.0,False,-0.4399426437241563,0,1.118,39698,0,91,0.2,2316.113062807882,False,-0.018095687678051833,0,0.2,38762,191,225,1.0,8947.69106866927,False,0.0390984050165742,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,44103,266,156,1.0,11918.176645130734,False,-0.052823091486635505,0.5333333333333333,227834,0.0,0.0,13,0,0,17,1,1.0,16,33,32,234.0,117.0,18,12,32,563,1.6892755970475264,75.2588879999239
50,32,0,0,0,10.0,20,10.0,16.26599963439342,24,11.708333333333334,26.26970252415202,10,38.0,33.00000000000001,0,,0,1.5410000000000001,38248,8,21,1.0,421.5859923222618,False,0.2824727556409607,15,4.760000000000002,13839,505,0,0.0,5050.0,False,-0.45431505935707617,0,1.118,39619,7,96,1.0,2635.7534397593477,False,-0.016153314910724352,0,0.2,38940,188,230,1.0,9100.039511820927,False,0.04520704068616077,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,43723,266,166,1.0,12465.740871424438,False,-0.0548327385682783,0.6666666666666666,227223,0.0,0.0,11,0,0,12,3,3.0,18,30,32,185.0,122.0,13,19,32,841,1.5485010080155917,76.80738900793949
51,32,0,0,0,10.000000000000002,20,10.0,18.229697836193523,32,29.65625,26.758206908798037,6,38.0,33.00000000000001,0,,11,1.6510000000000002,38834,9,10,1.0,272.29697836193526,False,0.29952475954318286,0,4.745000000000002,13749,514,0,0.0,5140.000000000001,False,-0.4558156595971722,0,1.118,38898,29,100,1.0,3204.481928129416,False,-0.02664709644392537,0,0.2,38940,178,240,1.0,9666.855872953976,False,0.05201826375248119,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,43495,262,176,1.0,12818.650210105086,False,-0.055807978486915974,0.6666666666666666,226770,0.0,0.0,9,0,0,20,1,0.5238095238095238,17,37,30,244.0,97.0,19,13,30,747,1.4784774630097672,78.28586647094926
52,30,0,0,0,10.000000000000002,20,10.0,17.43196067265544,27,11.62962962962963,24.538369157038588,35,16.314285714285713,33.00000000000001,8,33.0,0,1.6400000000000003,39014,10,10,1.0,274.3196067265544,False,0.3055608844658956,17,4.915000000000002,13263,523,0,0.0,5230.000000000001,False,-0.47052154195011336,0,1.118,38866,44,89,1.0,2950.921124573274,False,-0.030463107445825744,0,0.2,39229,170,236,1.0,8754.488435412532,False,0.04800029363133606,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,43188,287,178,1.0,12916.511948070076,False,-0.06069065777358307,0.6666666666666666,226414,0.0,0.0,18,0,0,16,3,3.0,18,34,28,201.0,107.0,16,14,28,1325,1.5820933189825155,79.86795978993177
53,28,0,0,0,10.000000000000002,20,10.0,17.884778018463404,9,28.0,24.049035125274134,31,21.70967741935484,33.00000000000001,0,,0,1.6400000000000003,39186,8,11,1.0,276.7325582030975,False,0.3113367440009855,0,4.8980000000000015,13143,535,0,0.0,5350.000000000001,False,-0.4725223422702414,0,1.1180000000000003,39336,34,74,1.0,2387.7110518980417,False,-0.0259353619181181,0,0.2,39180,169,240,1.0,8794.295915186107,False,0.047301015587806895,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,42515,308,188,1.0,13611.102818584433,False,-0.0668530024351569,0.6666666666666666,226214,0.0,0.0,16,0,0,13,0,0.0,17,30,29,179.0,132.0,14,14,29,1125,1.3932468799757771,81.26120666990755
54,29,0,0,0,10.000000000000002,20,10.0,18.079541607250327,40,19.0,24.87247487752748,22,30.90909090909091,33.00000000000001,15,33.0,8,1.7200000000000002,39403,12,10,1.0,300.79541607250326,False,0.31897417993985105,21,5.108000000000001,12708,541,0,0.0,5410.000000000001,False,-0.4860277444311058,0,1.118,39802,32,67,1.0,2245.0011482263517,False,-0.016450754064909624,0,0.2,38634,191,245,1.0,9546.948791979044,False,0.043223206421435754,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,42330,320,183,1.0,13998.191960808796,False,-0.06669133877465479,0.6666666666666666,225731,0.0,0.0,17,0,0,17,4,3.8,12,29,35,192.0,75.0,14,15,35,1636,1.4295397119713016,82.69074638187885
55,35,0,0,0,10.000000000000002,20,10.0,17.822739459557745,6,9.0,24.880447313093434,11,25.0,33.00000000000001,4,33.0,0,1.7120000000000002,39323,10,20,1.0,456.4547891911549,False,0.3189018072094029,6,5.147000000000002,12496,553,0,0.0,5530.000000000001,False,-0.49109643857543017,0,1.118,40077,22,66,1.0,2034.2097907744371,False,-0.012374608969520634,0,0.2,38580,187,255,1.0,9677.366343776124,False,0.04349258986969319,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,42187,321,189,1.0,14223.623587502992,False,-0.0672643169154369,0.6666666666666666,225517,0.0,0.0,12,0,0,18,2,2.0,16,34,28,257.0,63.0,18,17,28,607,1.5513003699597903,84.24204675183864
56,28,0,0,0,10.000000000000002,20,10.0,17.436880264526184,29,14.89655172413793,24.880447313093434,0,,33.00000000000001,9,33.0,0,1.7120000000000002,39551,13,17,1.0,426.4269644969452,False,0.3260041844153819,16,5.301000000000002,12061,560,0,0.0,5600.000000000001,False,-0.5044351073762838,0,1.118,39889,23,76,1.0,2291.9622418792032,False,-0.0137955461332981,0,0.2,38336,195,265,1.0,9993.510189552366,False,0.041427457876329274,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,42484,311,190,1.0,14007.819114372058,False,-0.06368657893090342,0.6666666666666666,225175,0.0,0.0,13,0,0,13,5,5.0,16,29,22,146.0,111.0,11,17,22,855,1.379074853961356,85.6211216058
57,22,0,0,0,10.000000000000002,20,10.0,17.31770478013851,5,12.6,25.394495700248193,37,27.594594594594593,33.00000000000001,11,33.0,0,1.7120000000000002,39509,13,25,1.0,562.9426195034628,False,0.32687979557662167,3,5.315000000000001,11895,570,0,0.0,5700.000000000001,False,-0.5083033213285314,0,1.118,40610,15,57,1.0,1707.2518266162247,False,-0.003493813518514956,0,0.2,38573,188,267,1.0,10036.058850632307,False,0.04763463253902174,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,41826,338,189,1.0,14820.339546683888,False,-0.06844950669122597,0.6666666666666666,225267,0.0,0.0,18,0,0,13,2,2.0,16,29,24,183.0,63.0,11,11,24,1642,1.2314194520004094,86.85254105780041
58,24,0,0,0,10.000000000000002,20,10.0,16.803606814181375,26,13.192307692307692,27.259539802741955,35,36.628571428571426,33.00000000000001,8,33.0,0,1.7120000000000002,39709,12,25,1.0,540.0901703545344,False,0.3331681034139412,16,5.472000000000001,11420,581,0,0.0,5810.000000000001,False,-0.5223089235694278,0,1.118,40914,5,59,1.0,1692.3308824326823,False,0.0036329986593366986,0,0.2,39208,204,250,1.0,10242.820740778488,False,0.06538033527336026,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,40808,363,191,1.0,16198.212948395332,False,-0.07467539875510527,0.6666666666666666,224913,0.0,0.0,15,0,0,9,2,2.0,21,30,21,202.0,123.0,13,11,21,2036,1.6264142519794405,88.47895530977985
59,21,0,0,0,10.000000000000002,20,10.0,17.538520198917684,39,21.076923076923077,27.259539802741955,0,,33.00000000000001,10,33.0,5,1.7620000000000002,40283,14,10,1.0,315.38520198917684,False,0.3485625117045014,9,5.546000000000001,11122,589,0,0.0,5890.000000000001,False,-0.5309123649459784,0,1.118,40101,25,69,1.0,2319.3712513621367,False,-0.00837113062844405,0,0.2,39199,203,260,1.0,10647.799949093198,False,0.07003052163105576,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,41138,353,191,1.0,15925.617550367911,False,-0.07101054271797866,0.6666666666666666,224697,0.0,0.0,15,0,0,12,4,3.2105263157894735,17,29,19,163.0,41.0,12,9,19,820,1.398086880974006,89.87704219075385
60,19,0,0,0,10.000000000000002,20,10.0,18.840052596297923,29,28.0,25.280900130055656,30,12.766666666666667,33.00000000000001,11,33.0,19,1.9470000000000003,40488,10,10,1.0,288.40052596297926,False,0.35494865489467414,0,5.537000000000001,10982,603,0,0.0,6030.000000000001,False,-0.5332466319861278,0,1.118,40092,29,49,1.0,1785.1256316653669,False,-0.015007262471275928,0,0.2,38779,208,270,1.0,10744.573975144995,False,0.061099449339626064,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,41118,373,190,1.0,15699.775748510761,False,-0.07352541199804406,0.6666666666666666,224313,0.0,0.0,17,0,0,14,3,2.5555555555555554,11,25,20,114.0,33.0,8,11,20,1114,1.2640849510207772,91.14112714177463
61,20,0,0,0,10.000000000000002,20,10.0,18.772117120305904,34,18.352941176470587,25.594540049203825,5,38.0,33.00000000000001,11,33.0,20,2.1280000000000006,40538,11,10,1.0,297.72117120305904,False,0.35677139474461544,4,5.577000000000001,10804,612,0,0.0,6120.000000000001,False,-0.5376817393624116,0,1.1180000000000003,39947,24,59,1.0,1960.6086737903674,False,-0.0163833704992866,0,0.2,38490,227,275,1.0,11299.76909984049,False,0.06082541156769553,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,41291,368,189,1.0,15655.790738107007,False,-0.07066834356806476,0.6666666666666666,223924,0.0,0.0,13,0,0,8,2,1.8,19,27,24,133.0,48.0,9,11,24,898,1.191480715002399,92.33260785677703
62,24,0,0,0,10.000000000000002,20,10.0,19.64489209225513,38,24.68421052631579,26.35300064378129,13,37.0,33.00000000000001,7,33.0,24,2.3480000000000003,40715,8,10,1.0,276.44892092255134,False,0.36231907631256766,4,5.613,10602,625,0,0.0,6250.000000000001,False,-0.542250233426704,0,1.118,39305,52,61,1.0,2629.0674280679254,False,-0.023780102525079633,0,0.2,38675,217,280,1.0,11641.781764278125,False,0.06938140503590726,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,41041,371,192,1.0,16112.96323884286,False,-0.07107349265104951,0.6666666666666666,223192,0.0,0.0,13,0,0,11,3,2.411764705882353,17,28,21,157.0,87.0,10,14,21,912,1.227148442005273,93.5597562987823
63,21,0,0,0,10.0,20,10.0,16.550127941681055,49,1.9183673469387754,24.1913844062856,33,12.666666666666666,33.00000000000001,8,33.0,0,2.3240000000000007,40635,6,20,1.0,391.0025588336211,False,0.36156133384743255,49,6.099000000000002,9311,637,0,0.0,6370.0,False,-0.5832999866613312,0,1.118,39523,88,49,1.0,2641.789094775927,False,-0.018387979826769093,0,0.2,38781,210,279,1.0,10224.923117106704,False,0.05490306324481131,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,40887,394,194,1.0,15933.405456076529,False,-0.07568579997657206,0.6666666666666666,221991,0.0,0.0,13,0,0,15,2,2.0,12,27,25,150.0,43.0,12,9,25,882,1.4306070710299537,94.99036336981226
64,25,0,0,0,10.0,20,10.0,16.0919518843937,8,1.625,23.97305110207222,35,22.8,33.00000000000001,13,33.0,0,2.3240000000000003,40535,6,30,1.0,542.7585565318111,False,0.3607569453870184,8,6.130000000000002,9025,647,0,0.0,6470.0,False,-0.5911698012538349,0,1.118,39781,78,39,1.0,2190.121239963525,False,-0.017614924175496576,0,0.2,39308,208,274,1.0,9915.741993921678,False,0.06385327686223748,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,40518,419,191,1.0,16347.70841176826,False,-0.07874798111998853,0.6666666666666666,222021,0.0,0.0,18,0,0,10,2,2.0,8,18,20,169.0,57.0,11,14,20,1427,1.2260705570224673,96.21643392683472
65,20,0,0,0,10.0,20,10.0,15.322937364735292,29,9.10344827586207,24.44151879429564,52,26.25,33.00000000000001,12,33.0,0,2.3240000000000007,40445,5,40,1.0,662.9174945894117,False,0.35975919525459193,29,6.412000000000002,8244,658,0,0.0,6580.0,False,-0.6153794851273843,8,1.1980000000000002,40702,73,10,1.0,1362.9896155686329,False,-0.005419625374695027,0,0.2,39248,222,279,1.0,10220.87583857972,False,0.06607796196231255,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,39549,461,189,1.0,17504.540164170292,False,-0.08613784988676078,0.6666666666666666,221042,0.0,0.0,14,0,0,15,7,6.170212765957447,3,18,22,138.0,73.0,11,9,22,786,0.9466143650352024,97.16304829186993
66,22,0,0,0,10.0,20,10.0,15.322937364735292,0,,24.46950494046861,12,25.0,33.00000000000001,11,33.0,0,2.3240000000000007,40345,5,50,1.0,816.1468682367646,False,0.35897937288643406,0,6.383000000000001,8144,668,0,0.0,6680.0,False,-0.617046818727491,2,1.2100000000000002,40942,63,10,1.0,1210.0401033830096,False,-0.0014895803385924554,0,0.2,39248,212,289,1.0,10320.14964911931,False,0.06727089871325086,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,39612,463,188,1.0,17533.380787436967,False,-0.08467305419233202,0.6666666666666666,221145,0.0,0.0,15,0,0,15,1,0.16666666666666666,7,22,26,137.0,57.0,13,9,26,563,1.385623119014781,98.54867141088471
67,26,0,0,0,10.000000000000002,20,10.0,15.884803659681896,11,28.0,24.753616331051987,5,37.0,33.00000000000001,11,33.0,0,2.3240000000000007,40553,5,49,1.0,828.355379324413,False,0.3661190372703149,0,6.383000000000002,8044,678,0,0.0,6780.000000000001,False,-0.6187141523275977,0,1.2080000000000002,40634,64,20,1.0,1511.6997608406812,False,-0.005266892248784135,0,0.2,39433,202,294,1.0,10486.293540585028,False,0.07371354202918876,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,39790,458,187,1.0,17508.15627962181,False,-0.08154391077665071,0.6666666666666666,221308,0.0,0.0,14,0,0,6,0,0.0,8,14,31,185.0,59.0,14,12,31,1056,1.2220054600038566,99.77067687088856
