index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,19,0,0,0,10.000000000000002,20,10.0,14.712624306615197,57,17.631578947368418,15.682956171323248,42,12.595238095238095,32.96918758247988,10,24.0,47.00000000000001,10,47.0,14,1.249,44465,14,10,1.0,287.126243066152,False,0.06985233887022926,15,7.253000000000001,19362.0,249,0,0.0,2490.0000000000005,False,-0.5057799309286263,0,0.2,57327,283,46,1.0,4885.08866265297,False,9.27704190898216e-05,42,5.2280000000000015,33189.0,621,0,0.0,9136.539694408037,False,-0.36822719618492705,0,0.4070000000000001,84842,51,29,1.0,1755.9372046294022,False,0.016060790639657534,0,3.512000000000001,67549,525,0,0.0,8233.551989944704,False,-0.1505271617972814,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,10,2.2440000000000007,84826,531,0,0.0,17506.63860629682,False,-0.12329661511009544,0.375,498246,0.0,0.0,10,0,0,11,11,11.0,16,27,17,234.0,75.0,14,5,17,1188,1.9500498389825225,112.96961848810315
26,17,0,0,0,10.000000000000002,20,10.0,15.52266414019832,53,21.264150943396228,15.875583175871139,17,19.470588235294116,33.11394366204407,29,34.06896551724138,47.00000000000001,12,47.0,24,1.4750000000000003,44645,17,10,1.0,325.2266414019832,False,0.07462618286408748,19,7.428000000000001,18941.0,256,0,0.0,2560.0000000000005,False,-0.5150374136607828,0,0.2,57371,286,51,1.0,5249.136686066147,False,0.0038747129213753347,12,5.306000000000002,31962.0,661,0,0.0,10260.480996671089,False,-0.379354787190691,0,0.4070000000000001,84644,47,39,1.0,2037.5962120856623,False,0.015383134072693988,29,3.802000000000001,66605,536,0,0.0,8509.31258226693,False,-0.16008230556352204,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,12,2.3540000000000005,83632,560,0,0.0,18543.80845074468,False,-0.1296242811938135,0.375,494486,0.0,0.0,9,0,0,8,17,16.5,17,25,21,202.0,60.0,12,5,21,439,1.7597273960709572,114.72934588417411
27,21,0,0,0,10.000000000000002,20,10.0,15.938856282315061,91,17.703296703296704,16.032638770310847,23,18.08695652173913,33.179603094734134,50,33.44,47.00000000000001,10,47.0,0,1.451,44545,17,20,1.0,488.7771256463012,False,0.07418909638390135,91,8.319000000000003,17140.0,266,0,0.0,2660.0000000000005,False,-0.5570318495778972,0,0.2,56009,364,55,1.0,6683.538819129779,False,-0.006914373041213921,17,5.464000000000001,31528.0,664,0,0.0,10583.400571457201,False,-0.3839150611450271,0,0.4070000000000001,85330,37,29,1.0,1555.4161242487912,False,0.020656765982627806,30,4.073,65343,559,0,0.0,8962.245072603764,False,-0.17235675296269928,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,10,2.4420000000000006,81796,610,0,0.0,20239.55788778782,False,-0.13888159130697109,0.375,488377,0.0,0.0,9,0,0,12,12,12.0,14,26,32,212.0,111.0,14,7,32,1108,2.0486067282035947,116.7779526123777
28,32,0,0,0,10.000000000000002,20,10.0,15.389723828776441,35,8.657142857142857,16.656626460236804,20,25.75,33.242520698154514,8,35.0,47.000000000000014,11,47.0,0,1.451,44455,16,30,1.0,621.6917148632932,False,0.07362446895221715,35,8.578000000000001,16260.0,277,0,0.0,2770.0000000000005,False,-0.5768179201841903,0,0.2,56339,359,55,1.0,6441.025309843767,False,-0.0034215806351334593,10,5.5470000000000015,31110.0,694,0,0.0,10680.46833717085,False,-0.3900971459643694,0,0.4070000000000001,85145,32,39,1.0,1829.470353955604,False,0.020088131061196033,8,4.123000000000001,64949,574,0,0.0,9560.903588175926,False,-0.17347890957046216,0,0.2,106686,0,3,0.0,141.00000000000006,False,0.0001545812254075323,11,2.5420000000000007,81313,618,0,0.0,20543.87779145949,False,-0.1419810858560076,0.375,486257,0.0,0.0,9,0,0,14,9,9.0,20,34,23,332.0,108.0,21,11,23,575,2.4454012913629413,119.22335390374064
29,23,0,0,0,10.000000000000002,20,10.0,15.328148811377082,54,14.85185185185185,16.32339886050738,26,12.73076923076923,32.881719713182804,24,29.75,47.000000000000014,11,47.0,0,1.451,44380,18,35,1.0,716.4852083981979,False,0.07296245693109887,49,9.033000000000001,15339.0,285,0,0.0,2850.0000000000005,False,-0.5979470452801228,0,0.2,55537,403,65,1.0,7238.264896917944,False,-0.010171132312780749,26,5.797000000000001,30383.0,694,0,0.0,10637.735275095694,False,-0.40261917479506315,0,0.4070000000000001,85424,29,38,1.0,1722.8839160556606,False,0.022763491471911736,13,4.245000000000001,64494,593,0,0.0,9679.775524280876,False,-0.17816763157541113,0,0.2,106686,0,3,0.0,141.00000000000006,False,0.0001545812254075323,11,2.6410000000000005,80402,642,0,0.0,21110.06405586336,False,-0.14786366846607008,0.375,482645,0.0,0.0,8,0,0,15,12,12.0,15,30,27,237.0,78.0,17,6,27,608,2.0105691412463784,121.23392304498702
30,27,0,0,0,10.000000000000002,20,10.0,15.332219060137714,55,15.363636363636363,16.501076973364526,16,19.5625,32.782722425238816,29,32.06896551724138,47.00000000000001,14,47.0,3,1.481,44914,16,10,1.0,313.3221906013772,False,0.08093488812597585,17,9.154000000000002,14955.0,297,0,0.0,2970.0000000000005,False,-0.6057175748273216,0,0.2,55682,398,70,1.0,7257.298574070327,False,-0.00758568223286318,11,5.881000000000001,29363.0,744,0,0.0,11407.17098074246,False,-0.4132490213109693,0,0.4070000000000001,85998,20,31,1.0,1346.285934649694,False,0.027335304537721206,12,4.352000000000001,63943,608,0,0.0,10032.654799805632,False,-0.182607391692019,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,14,2.7700000000000005,79174,671,0,0.0,21997.206747335247,False,-0.1552126346855198,0.375,480715,0.0,0.0,13,0,0,14,14,13.25,17,31,27,281.0,89.0,17,10,27,1537,2.0443987352773547,123.27832178026438
31,27,0,0,0,10.000000000000002,20,10.0,15.580878699187949,27,19.555555555555557,16.019540110268196,21,10.0,32.30492676833669,57,30.50877192982456,47.00000000000001,10,47.0,5,1.5280000000000002,45134,15,10,1.0,305.8087869918795,False,0.08612107620625338,12,9.257000000000001,14661.0,308,0,0.0,3080.0000000000005,False,-0.611449539524175,0,0.2,55892,388,59,1.0,6990.533801790747,False,-0.006303679457610361,0,5.870000000000001,28835.0,771,0,0.0,12012.857477073909,False,-0.4170164524038392,0,0.4070000000000001,86493,10,23,1.0,903.208716774426,False,0.03057671259867491,39,4.730000000000001,62290,629,0,0.0,10076.290729358696,False,-0.20194221105103594,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,10,2.8560000000000008,77269,728,0,0.0,23517.986687349112,False,-0.16593598141582772,0.375,477260,0.0,0.0,10,0,0,12,10,9.333333333333334,16,28,27,243.0,93.0,16,11,27,905,2.1565579501912,125.43487973045558
32,27,0,0,0,10.000000000000002,20,10.0,15.128678794897235,36,9.944444444444445,15.353052452240169,37,10.756756756756756,32.36013493024559,7,34.285714285714285,47.00000000000001,9,47.0,0,1.5230000000000004,45024,16,20,1.0,462.5735758979447,False,0.08536278750836943,36,9.605,13867.0,317,0,0.0,3170.0000000000005,False,-0.6294128933231006,0,0.2,55792,388,69,1.0,6929.287991624699,False,-0.008489324747132857,37,6.240000000000001,27367.0,797,0,0.0,12057.556999533097,False,-0.4412057676901387,0,0.4070000000000001,86461,6,32,1.0,1127.6426324813,False,0.03152754479038282,6,4.751,61906,660,0,0.0,10133.014618478512,False,-0.206157680208152,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,9,2.936000000000001,76904,735,0,0.0,23784.69917373051,False,-0.16810614964525714,0.375,474007,0.0,0.0,8,0,0,12,11,11.0,17,29,30,231.0,81.0,15,12,30,236,1.9004573663696647,127.33533709682524
33,30,0,0,0,10.000000000000002,20,10.0,14.65418104660365,30,8.266666666666667,15.155225498279535,13,11.153846153846153,32.24639005626719,11,29.90909090909091,47.00000000000001,10,47.0,0,1.5230000000000004,44934,15,30,1.0,589.6254313981095,False,0.08472785676561426,30,9.869000000000002,13191.0,328,0,0.0,3280.0000000000005,False,-0.6443064082885649,0,0.2,55792,378,79,1.0,6736.543249980263,False,-0.010101873619735496,13,6.333000000000002,26859.0,827,0,0.0,12119.007725541218,False,-0.4491917565295059,0,0.4070000000000001,86448,0,39,0.7,1257.6092121944203,False,0.032143716068241714,11,4.855000000000001,61610,672,0,0.0,10184.311534843848,False,-0.20936222642776126,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,10,3.027000000000001,76416,746,0,0.0,24055.806981975322,False,-0.1714080617295516,0.3375,471936,0.0,0.0,7,0,0,15,9,9.0,19,34,25,293.0,74.0,20,10,25,200,2.249858157709241,129.58519525453448
34,25,0,0,0,10.000000000000002,20,10.0,15.241053451834752,45,20.333333333333332,14.831949315671613,34,12.470588235294118,32.166699907157195,12,30.75,47.00000000000001,9,47.0,0,1.5230000000000004,45594,17,10,1.0,322.4105345183475,False,0.09735239033142686,15,9.989000000000003,12868.0,336,0,0.0,3360.0000000000005,False,-0.6510936300844206,0,0.2,55527,382,80,1.0,7008.638363854604,False,-0.0122595679350896,25,6.570000000000001,25616.0,858,0,0.0,13076.823861674216,False,-0.4619769103333594,0,0.4070000000000001,86624,0,33,0.1,1061.5010969361874,False,0.033067629330505395,5,4.894000000000001,61164,705,0,0.0,10456.524267548488,False,-0.21303547521158958,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,9,3.107000000000001,75903,758,0,0.0,24382.358529625155,False,-0.17468447381663307,0.2625,469982,0.0,0.0,11,0,0,10,10,10.0,20,30,29,208.0,72.0,16,9,29,1268,2.132683656178415,131.7178789107129
35,29,0,0,0,10.0,20,10.0,15.439880476136093,32,17.875,14.70149950930212,33,13.696969696969697,32.00852900934226,9,28.444444444444443,47.00000000000001,8,47.0,4,1.5630000000000004,45808,16,10,1.0,314.3988047613609,False,0.1023887040095137,18,10.154000000000002,12487.0,347,0,0.0,3470.0,False,-0.6589121258633922,0,0.2,55477,377,90,1.0,7143.969895340499,False,-0.01196397584381482,33,6.875000000000003,24148.0,885,0,0.0,13664.294221380442,False,-0.481625274233816,0,0.4070000000000001,86564,0,38,0.5,1216.3241023550058,False,0.03327401234134412,9,4.979000000000002,60613,733,0,0.0,10776.199140318455,False,-0.21767202548261444,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,8,3.178000000000001,75530,767,0,0.0,24550.541750165514,False,-0.1773911291448121,0.3125,467313,0.0,0.0,6,0,0,12,14,13.285714285714285,21,33,19,324.0,87.0,20,9,19,200,3.649223561398685,135.36710247211158
36,19,0,0,0,10.0,20,10.0,15.1182267847016,23,9.782608695652174,14.483134698652131,34,12.823529411764707,31.52906290130544,48,29.625,47.00000000000001,13,47.0,2,1.5790000000000002,45789,16,10,1.0,311.18226784701596,False,0.10189445351888694,11,10.246000000000002,12244.0,357,0,0.0,3570.0,False,-0.6635408672294705,0,0.2,55593,368,89,1.0,6852.506444950228,False,-0.012461461373483834,23,7.072000000000002,23339.0,907,0,0.0,13712.23169372435,False,-0.4947607950126803,0,0.4070000000000001,87032,0,24,0.3,756.6975096313306,False,0.036097300477871984,31,5.280000000000001,59240,764,0,0.0,11065.11490977023,False,-0.23223425051994176,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,13,3.3000000000000007,73846,815,0,0.0,25696.186264563934,False,-0.18780126351618917,0.2875,463769,0.0,0.0,9,0,0,12,14,13.09090909090909,15,27,20,184.0,60.0,14,5,20,844,1.9184017665684223,137.28550423868
37,20,0,0,0,10.0,20,10.0,15.405575522769299,33,18.575757575757574,14.331234277902801,12,11.0,31.596221168430713,6,34.0,47.00000000000001,10,47.0,6,1.637,45965,20,10,1.0,354.055755227693,False,0.10662960182304883,17,10.405000000000003,11892.0,363,0,0.0,3630.0,False,-0.6712634305448963,0,0.2,55116,384,93,1.0,7248.545788588372,False,-0.017129494439893866,6,7.109000000000003,23155.0,914,0,0.0,14080.696027811138,False,-0.49475691028201646,0,0.4070000000000001,87032,0,24,0.0,758.3093080423371,False,0.03610685300801483,6,5.309000000000001,59054,776,0,0.0,11121.037799652573,False,-0.2341075220787496,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,10,3.3870000000000013,73484,821,0,0.0,25940.497579281615,False,-0.190048259418767,0.25,462384,0.0,0.0,8,0,0,12,9,8.375,15,27,22,221.0,63.0,14,6,22,266,1.8007199140265584,139.08622415270656
38,22,0,0,0,10.0,20,10.0,14.78593762998687,40,9.25,15.933035415502532,55,23.145454545454545,31.764688434112248,36,32.69444444444444,47.00000000000001,11,47.0,0,1.6310000000000002,45875,19,20,1.0,485.7187525997374,False,0.10604996585523484,40,10.788000000000004,10745.0,374,0,0.0,3740.0,False,-0.6974529930928626,0,0.2,55858,389,78,1.0,6994.50650047409,False,-0.006839347261946239,30,7.403000000000001,22032.0,939,0,0.0,13883.995434557672,False,-0.5151931310273938,0,0.4070000000000001,86331,17,31,1.0,1255.5669435210227,False,0.03074478126901576,33,5.633000000000002,57568,804,0,0.0,12810.160474064036,False,-0.24171065919478438,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,11,3.4870000000000014,72122,857,0,0.0,27222.337988034196,False,-0.19680373811113835,0.375,457217,0.0,0.0,11,0,0,9,18,18.0,21,30,23,257.0,108.0,16,6,23,1297,1.6215624306350946,140.70778658334166
39,23,0,0,0,10.0,20,10.0,14.424293792316325,22,8.545454545454545,15.78389681986883,11,12.090909090909092,31.55675210867644,25,29.8,47.00000000000001,10,47.0,0,1.6310000000000004,45795,17,30,1.0,602.7288137694898,False,0.10553444951277682,22,10.968000000000004,10190.0,386,0,0.0,3860.0,False,-0.7093246354566385,0,0.2,55826,384,87,1.0,6912.127839578056,False,-0.008063986349825534,10,7.4730000000000025,21709.0,956,0,0.0,13789.624865454407,False,-0.5213872493018004,0,0.4070000000000001,86717,8,27,1.0,978.3034814932146,False,0.033676900856357515,11,5.710000000000001,57303,814,0,0.0,12848.092011373226,False,-0.24462696609154727,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,10,3.576000000000001,71214,882,0,0.0,27833.05535985262,False,-0.20244961888770557,0.375,455440,0.0,0.0,9,0,0,13,9,9.0,16,29,23,225.0,81.0,16,7,23,612,1.9348069969564676,142.64259358029813
40,23,0,0,0,9.999999999999998,20,10.0,14.3561744507265,12,12.416666666666666,16.296229460512848,18,23.555555555555557,31.478963491137545,22,30.727272727272727,47.0,10,47.0,0,1.6310000000000004,45729,19,38,1.0,735.534629127607,False,0.10554411249433528,10,11.046000000000003,9965.0,394,0,0.0,3939.999999999999,False,-0.7137615118956255,0,0.2,56008,385,89,1.0,6977.491585515346,False,-0.004471825969518839,10,7.563000000000002,21474.0,957,0,0.0,13738.858949345262,False,-0.5257441022242048,0,0.4070000000000001,87077,1,25,1.0,803.2703167389516,False,0.03690671674710458,10,5.799000000000001,56765,829,0,0.0,13509.57422276515,False,-0.24708365896541723,0,0.2,106686,0,3,0.0,141.0,False,0.0001545812254075323,10,3.6660000000000013,70372,904,0,0.0,28456.98299598834,False,-0.207415294191548,0.375,454076,0.0,0.0,11,0,0,13,10,10.0,16,29,28,254.0,63.0,17,6,28,954,1.8345470447093248,144.47714062500745
41,28,0,0,0,9.999999999999998,20,10.0,15.3745859882556,85,19.188235294117646,16.10436831288842,11,11.818181818181818,31.75857752730047,25,34.12,47.00000000000001,7,47.0,0,1.6310000000000002,46428,22,17,1.0,481.36796180034514,False,0.11926045618045318,54,11.576000000000002,8769.0,401,0,0.0,4009.999999999999,False,-0.7416059094397545,0,0.2,55218,429,98,1.0,8173.925483624716,False,-0.007680832243284311,10,7.653000000000002,20425.0,988,0,0.0,15190.090956396532,False,-0.5311551188307633,0,0.4070000000000001,86980,0,34,0.9,1079.791635928216,False,0.0373957899361596,25,6.0390000000000015,56154,832,0,0.0,13398.834436323164,False,-0.2549823123551048,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,7,3.7260000000000013,69429,929,0,0.0,29503.71852286214,False,-0.21134664360660427,0.3625,450089,0.0,0.0,10,0,0,13,14,14.0,19,32,23,313.0,87.0,19,9,23,1041,1.954262688755989,146.43140331376344
42,23,0,0,0,9.999999999999998,20,10.0,15.631164200352469,60,17.183333333333334,16.08668213483905,1,12.0,31.67751294366036,21,30.857142857142858,47.00000000000001,11,47.0,28,1.9110000000000005,46374,23,10,1.0,386.31164200352464,False,0.11682549455587493,15,11.672000000000002,8429.0,410,0,0.0,4099.999999999999,False,-0.7486809286262471,0,0.2,54659,457,108,1.0,8880.803710123697,False,-0.011120375894152846,1,7.653000000000001,19935.0,1010,0,0.0,15787.475842355994,False,-0.5343561689114182,0,0.4070000000000001,87616,0,14,0.1,443.48518121124505,False,0.041163309317911644,0,6.014000000000001,56154,832,0,0.0,13384.119536186092,False,-0.25506952209929423,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,11,3.829000000000001,68597,950,0,0.0,30093.637296477344,False,-0.21637794033877958,0.2625,448450,0.0,0.0,9,0,0,9,10,9.26086956521739,17,26,26,235.0,84.0,15,8,26,848,1.8034385843202472,148.2348418980837
43,26,0,0,0,9.999999999999998,20,10.0,15.47422561708117,10,9.5,16.921561993674782,43,20.976744186046513,31.912171053718268,15,35.2,47.00000000000001,11,47.0,0,1.8830000000000005,46274,23,20,1.0,539.4845123416234,False,0.11626396431722007,10,11.757000000000001,8184.0,420,0,0.0,4199.999999999999,False,-0.7533576362240982,0,0.2,55140,457,102,1.0,8797.720430360923,False,-0.0037671471926166438,27,7.922000000000003,19130.0,1010,0,0.0,15628.967873251982,False,-0.5491519319887225,0,0.4070000000000001,87027,7,24,1.0,884.3430392449619,False,0.036794541807888145,15,6.1640000000000015,55626,858,0,0.0,14518.700190572963,False,-0.25460380376593983,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,11,3.9280000000000004,67884,965,0,0.0,30795.245066838128,False,-0.21977119605191056,0.375,445951,0.0,0.0,7,0,0,12,14,14.0,18,30,27,264.0,116.0,17,9,27,776,1.9444351121783257,150.179277010262
44,27,0,0,0,9.999999999999998,20,10.0,15.044099359000422,28,9.642857142857142,16.911594268319035,31,16.838709677419356,31.973839094623177,19,32.63157894736842,47.00000000000001,6,47.0,0,1.8830000000000005,46134,27,30,1.0,721.3229807700126,False,0.11508685462358514,28,12.027000000000003,7543.0,426,0,0.0,4259.999999999999,False,-0.7680113200306984,0,0.2,55190,462,107,1.0,8759.914490568332,False,-0.0032468167243797676,26,8.155000000000003,18272.0,1023,0,0.0,15390.113644257432,False,-0.5655067127011458,0,0.4070000000000001,86839,20,27,1.0,1201.5255409212066,False,0.036445952355367725,12,6.269000000000002,55331,866,0,0.0,14645.440636364285,False,-0.25734937096921545,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,6,3.9770000000000008,67192,984,0,0.0,31462.257669109207,False,-0.22312976546229524,0.375,443187,0.0,0.0,9,0,0,10,11,11.0,18,28,33,273.0,150.0,17,10,33,628,2.0060141952708364,152.18529120553285
45,33,0,0,0,10.0,20,10.0,14.77774284523031,18,9.722222222222221,17.356673060474378,5,38.0,32.9601614686608,19,43.31578947368421,47.00000000000001,12,47.0,0,1.8830000000000005,46044,26,40,1.0,851.1097138092124,False,0.11448471932330698,18,12.179000000000002,7125.0,437,0,0.0,4370.0,False,-0.7767171910974674,0,0.2,55285,462,112,1.0,8771.264577269534,False,-0.001562273465049699,0,8.129000000000003,18192.0,1031,0,0.0,15235.85287343245,False,-0.5681358939040857,0,0.4070000000000001,87340,15,22,1.0,985.4736482176534,False,0.04110397468273367,4,6.297000000000001,55291,866,0,0.0,15030.878870370812,False,-0.25553915207508554,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,12,4.091,66145,1003,0,0.0,33059.041953066786,False,-0.22545886287677172,0.375,442108,0.0,0.0,11,0,0,13,8,8.0,19,32,26,311.0,129.0,20,13,26,1081,1.9073864417150617,154.0926776472479
46,26,0,0,0,10.0,20,10.0,15.409600428366454,50,19.500000000000004,16.78396080878139,18,10.0,32.87277567200698,30,32.3,47.00000000000001,13,47.0,0,1.883,46819,26,10,1.0,414.09600428366457,False,0.12783115891552746,10,12.261000000000001,6885.0,447,0,0.0,4470.0,False,-0.7812739831158864,0,0.2,55090,472,122,1.0,9320.974620860296,False,-0.00022610082273356183,18,8.309000000000001,16953.0,1061,0,0.0,16349.586054496809,False,-0.5795496782804296,0,0.4070000000000001,87340,5,32,1.0,1135.8486255481303,False,0.04199519128517825,30,6.593000000000001,54266,884,0,0.0,14837.02135496275,False,-0.2688376616193756,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,13,4.2090000000000005,64924,1033,0,0.0,33957.57726918321,False,-0.23268888294367993,0.375,438963,0.0,0.0,10,0,0,12,11,11.0,18,30,21,284.0,102.0,17,9,21,1075,1.7397563410922885,155.8324339883402
47,21,0,0,0,10.0,20,10.0,16.48215422286804,96,20.23958333333334,16.58563379086209,9,12.0,32.632465444994764,19,30.05263157894737,47.000000000000014,7,47.0,37,2.2530000000000006,46861,24,10,1.0,404.8215422286804,False,0.1287272345336324,49,12.741000000000003,5474.0,459,0,0.0,4590.0,False,-0.8136751726784344,0,0.2,54015,527,132,1.0,10875.398935845253,False,-0.005208830267006453,9,8.381000000000002,15923.0,1092,0,0.0,17998.5124113719,False,-0.5829888192609941,0,0.4070000000000001,87650,0,27,0.5,881.0765670148586,False,0.044159761554049985,9,6.653000000000001,54006,893,0,0.0,14810.970975239847,False,-0.27207389927552983,0,0.2,106686,0,3,0.0,141.00000000000006,False,0.0001545812254075323,7,4.266000000000001,64263,1052,0,0.0,34329.35364813449,False,-0.23713999602710087,0.3125,434878,0.0,0.0,8,0,0,9,15,14.375,16,25,21,205.0,114.0,13,8,21,510,1.6785404179245234,157.51097440626472
48,21,0,0,0,10.0,20,10.0,16.30719849625966,10,9.5,15.222032362584029,92,12.326086956521738,32.57994640875714,13,31.76923076923077,47.000000000000014,7,47.0,0,2.2160000000000006,46771,28,15,1.0,524.6079774438949,False,0.12800518008254866,5,12.742000000000003,5349.0,465,0,0.0,4650.0,False,-0.8159535686876439,0,0.2,53920,527,142,1.0,10755.422203015773,False,-0.0078021701775670225,92,9.292000000000002,11014.0,1092,0,0.0,17807.46075791555,False,-0.6667269530326322,0,0.4070000000000001,87853,5,24,1.0,858.0288756230915,False,0.046429377559551364,0,6.644000000000002,53082,970,0,0.0,14765.371391706509,False,-0.2832965602340633,0,0.2,106686,0,3,0.0,141.00000000000006,False,0.0001545812254075323,7,4.329000000000001,63759,1065,0,0.0,34697.64292532635,False,-0.2401365798888591,0.375,428434,0.0,0.0,10,0,0,8,6,6.0,17,25,21,202.0,99.0,13,8,21,663,1.6082869656383991,159.11926137190312
49,21,0,0,0,10.0,20,10.0,16.30719849625966,0,,15.625090337511365,6,33.0,32.38775797469927,85,31.95294117647059,47.00000000000002,9,47.0,0,2.2160000000000006,46661,29,25,1.0,697.6799624064915,False,0.12744244007106784,0,12.737000000000002,5259.0,474,0,0.0,4740.0,False,-0.8170328089025326,0,0.2,54105,517,147,1.0,10727.709902180413,False,-0.004938508950367973,1,9.21,10997.0,1092,0,0.0,17807.46075791555,False,-0.6670114052112012,0,0.4070000000000001,88101,0,21,0.6,680.1429174686847,False,0.048314721255666916,76,7.404000000000003,47446,975,0,0.0,15234.463079073581,False,-0.34732138280641506,0,0.2,106686,0,3,0.0,141.00000000000006,False,0.0001545812254075323,9,4.412000000000001,60914,1150,0,0.0,37245.92167090416,False,-0.2548532805372674,0.325,420169,0.0,0.0,9,0,0,12,14,14.0,16,28,20,224.0,51.0,14,7,20,646,1.5640051160007715,160.6832664879039
50,20,0,0,0,10.0,20,10.0,16.206872596241908,5,9.0,16.052024325188132,6,33.0,31.787844731016587,72,29.708333333333332,47.00000000000002,16,47.0,0,2.2160000000000006,46561,29,35,1.0,857.2405408684667,False,0.1269575084045049,5,12.786999999999999,5094.0,484,0,0.0,4840.0,False,-0.8197908672294705,0,0.2,54245,512,152,1.0,10737.826466704453,False,-0.0025113239851377346,1,9.219000000000001,10980.0,1092,0,0.0,17697.904875096163,False,-0.6682124282586828,0,0.4070000000000001,88568,0,7,0.1,222.51491311711612,False,0.051138001026000746,57,7.898000000000002,44036,980,0,0.0,15730.98383868437,False,-0.3847982940870956,0,0.2,106686,0,3,0.0,141.00000000000006,False,0.0001545812254075323,16,4.5630000000000015,58403,1222,0,0.0,38844.74626130227,False,-0.2708883911312429,0.2625,414573,0.0,0.0,8,0,0,9,13,13.0,17,26,25,200.0,81.0,13,7,25,865,1.5889403419569135,162.2722068298608
