index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,36,0,0,0,10.000000000000002,20,10.0,23.02807836205338,40,17.5,27.300309026938965,15,27.866666666666667,63.21560461046185,0,,60.99999999999999,20,61.0,0,1.0280000000000002,69416,0,30,1.0,690.8423508616014,False,0.07924660306364277,40,3.3990000000000005,55908,279,0,0.0,2790.0000000000005,False,-0.11349185476260462,0,0.29000000000000004,98800,251,181,1.0,10721.40360275135,False,-0.029908152950716433,15,4.940000000000002,85292.0,183,0,0.0,4214.1383402557685,False,-0.1860161944442882,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,123766,317,162,1.0,18895.12590843447,False,-0.006795429977877169,6,1.6640000000000004,175842,0,0,0.0,0.0,False,-0.02261673827614765,14,1.8610000000000004,175563,0,0,0.0,0.0,False,-0.024167505044160723,0.375,919848,0.0,0.0,8,0,0,13,15,15.0,18,31,39,237.0,126.0,14,22,39,200,8.37340011500055,190.66769341070903
26,39,0,0,0,10.000000000000002,20,10.0,23.395208460648526,28,26.642857142857142,27.00291811728968,18,23.555555555555557,61.49554367014581,4,32.5,60.999999999999986,20,61.0,0,1.0280000000000002,70042,2,12,1.0,300.74250152778234,False,0.0859136318749344,0,3.3590000000000004,55828,287,0,0.0,2870.0000000000005,False,-0.11411067621714445,0,0.29000000000000004,98629,256,188,1.0,11065.721971976483,False,-0.02989735698330811,15,5.075000000000002,84381.0,196,0,0.0,4585.4608582871115,False,-0.19277157518586263,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,123472,325,168,1.0,19107.19972470364,False,-0.008196832340340653,11,1.768,175448,0,4,0.4,243.99999999999994,False,-0.024128596917364697,9,1.9370000000000003,175377,0,0,0.0,0.0,False,-0.025201349556169438,0.425,918438,0.0,0.0,14,0,0,14,10,10.0,19,33,46,270.0,101.0,17,22,46,1235,8.471769438998308,199.13946284970734
27,46,0,0,0,10.000000000000002,20,10.0,22.992510183166626,11,13.909090909090908,27.88679106393442,38,32.63157894736842,61.49554367014581,0,,60.999999999999986,20,61.0,0,1.0280000000000002,69955,4,21,1.0,522.8427138464991,False,0.08628569991681884,10,3.4590000000000005,55578,295,0,0.0,2950.0000000000005,False,-0.11735948885347855,0,0.29000000000000004,98476,257,198,1.0,11430.65974773284,False,-0.029622900999642213,38,5.440000000000002,83735.0,196,0,0.0,4506.531995900658,False,-0.19915558993079832,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,122232,353,178,1.0,20790.244018854806,False,-0.011167776257764004,4,1.7970000000000002,175638,0,0,0.0,0.0,False,-0.023750632257060436,12,2.0480000000000005,175064,0,0,0.0,0.0,False,-0.026941098654334642,0.375,915939,0.0,0.0,10,0,0,12,11,11.0,26,38,40,345.0,121.0,20,26,40,477,10.355092537007295,209.49455538671464
28,40,0,0,0,10.000000000000002,20,10.0,23.10866424785682,36,23.86111111111111,28.115467996493035,45,29.22222222222222,62.389847230442676,9,68.77777777777777,60.99999999999999,20,61.0,0,1.0280000000000002,70330,4,17,1.0,432.84729221356594,False,0.0913910123316694,22,3.6690000000000005,55125,305,0,0.0,3050.0000000000005,False,-0.12359411500796733,0,0.29000000000000004,98059,270,208,1.0,12087.356690191893,False,-0.030448549481280517,45,5.852000000000003,81803.0,209,0,0.0,4829.710827802075,False,-0.2156441584966189,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,121536,388,179,1.0,22076.584236888535,False,-0.011561661745056611,11,1.903,174756,0,9,0.9,548.9999999999999,False,-0.02712730183257277,9,2.1260000000000003,174874,0,0,0.0,0.0,False,-0.027997176381655373,0.4875,911744,0.0,0.0,12,0,0,8,16,16.0,28,36,37,297.0,88.0,19,21,37,1294,9.628031764994375,219.122587151709
29,37,0,0,0,10.000000000000002,20,10.0,22.28174111976432,19,11.736842105263158,28.54904971911477,50,30.600000000000005,62.68203303570156,4,67.5,60.99999999999999,20,61.0,0,1.0280000000000002,70200,7,27,1.0,671.6070102336366,False,0.09122671305429866,19,3.8370000000000006,54631,312,0,0.0,3120.0000000000005,False,-0.13069509119881187,0,0.29000000000000004,98044,279,214,1.0,12326.102412304805,False,-0.029476481707033434,46,6.267000000000003,80207.0,209,0,0.0,4656.883894030743,False,-0.23131317338770474,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,120276,428,185,1.0,23815.16939138591,False,-0.014474671420742144,0,1.8920000000000001,175109,0,3,0.2,182.99999999999997,False,-0.026182390181812117,12,2.2370000000000005,174433,0,2,0.2,121.99999999999999,False,-0.030109331836296837,0.425,908161,0.0,0.0,17,0,0,9,13,13.0,22,31,29,276.0,90.0,17,20,29,1166,8.134505652007647,227.25709280371666
30,29,0,0,0,10.000000000000002,20,10.0,20.545851244691704,70,14.714285714285714,28.0464395127989,13,18.076923076923077,62.68203303570156,0,,60.99999999999999,20,61.0,0,1.0280000000000002,70530,7,17,1.0,419.27947115975894,False,0.09438016886987552,50,4.318000000000001,53166,322,0,0.0,3220.0000000000005,False,-0.15258590015315832,0,0.29000000000000004,97754,294,224,1.0,12322.882716806314,False,-0.03219236524975639,13,6.351000000000003,79086.0,254,0,0.0,5218.646216151693,False,-0.23913754882021532,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,120041,431,195,1.0,24311.01187197813,False,-0.014378334121237216,8,1.9720000000000002,175133,0,0,0.0,0.0,False,-0.026557575690202378,7,2.295000000000001,174439,0,0,0.0,0.0,False,-0.030415038546837046,0.375,905410,0.0,0.0,16,0,0,7,12,11.6,22,29,24,219.0,93.0,13,16,24,813,7.297277314995881,234.55437011871254
31,24,0,0,0,10.000000000000002,20,10.0,20.228054672698285,10,11.5,27.79392216830541,7,19.0,63.38151036249141,13,66.76923076923077,61.0,20,61.0,0,1.0280000000000002,70440,6,27,1.0,606.1574761628536,False,0.09443337208312982,10,4.368000000000001,52881,333,0,0.0,3330.0000000000005,False,-0.15614412351676232,0,0.29000000000000004,97639,294,234,1.0,12450.825861156762,False,-0.03266761417708167,7,6.408000000000001,78925.0,254,0,0.0,5137.925886865364,False,-0.24101289960666955,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,120776,428,192,1.0,24065.048677633065,False,-0.00981528917937353,10,2.0640000000000005,174240,0,10,1.0,610.0,False,-0.02982585834106864,10,2.388000000000001,174006,0,3,0.3,183.0,False,-0.032313199304100364,0.5375,904168,0.0,0.0,13,0,0,6,12,12.0,23,29,27,153.0,99.0,11,13,27,1068,7.545496426988393,242.09986654570093
32,27,0,0,0,10.000000000000002,20,10.0,22.081334789744332,52,31.21153846153846,27.09533537772421,28,21.464285714285715,63.38151036249141,0,,61.0,20,61.0,20,1.2280000000000002,71308,5,10,1.0,270.81334789744335,False,0.10526782088133661,5,4.408,52696,344,0,0.0,3440.0000000000005,False,-0.15815529324401678,0,0.29000000000000004,97740,289,241,1.0,12911.481580267646,False,-0.029581820305723743,25,6.651000000000002,76317.0,301,0,0.0,6646.481771713044,False,-0.25827738250329213,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,120175,446,202,1.0,24887.584671688266,False,-0.011229880068263686,0,2.0540000000000003,174850,0,0,0.0,0.0,False,-0.028130575673527468,7,2.4480000000000004,174060,0,0,0.0,0.0,False,-0.03252163569765051,0.375,902407,0.0,0.0,14,0,0,7,11,9.9125,21,28,35,171.0,106.0,12,15,35,1571,7.857817468000576,249.9576840137015
33,35,0,0,0,10.000000000000002,20,10.0,22.713494799467167,64,25.453125,26.138538251714387,25,17.4,60.31662293355729,8,34.125,60.99999999999999,20,61.0,21,1.418,71610,5,10,1.0,277.1349479946717,False,0.10998882213520217,33,4.733000000000001,51929,354,0,0.0,3540.0000000000005,False,-0.16924766781664322,0,0.29000000000000004,96739,327,246,1.0,13857.393209347503,False,-0.0344997149659711,20,6.826000000000001,75024.0,317,0,0.0,7200.177851431092,False,-0.2677412274548714,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,120013,461,204,1.0,24354.45721248602,False,-0.014425136206948692,13,2.1840000000000006,174352,0,6,0.6,365.99999999999994,False,-0.02988144137934868,7,2.5110000000000006,173795,0,2,0.2,121.99999999999999,False,-0.03365552967856329,0.475,898723,0.0,0.0,15,0,0,7,19,18.4,26,33,36,233.0,170.0,15,20,36,591,8.21655999700306,258.17424401070457
34,36,0,0,0,10.000000000000002,20,10.0,22.627685322637934,42,22.0,25.57441955169735,15,17.0,57.785964337311796,5,23.0,60.99999999999999,20,61.0,0,1.3970000000000005,71530,3,20,1.0,482.55370645275866,False,0.11034014841235744,42,5.120000000000001,51141,366,0,0.0,3660.0000000000005,False,-0.18051021828926808,0,0.29000000000000004,95815,359,256,1.0,14670.39043606154,False,-0.03931942016511967,15,6.956000000000003,74519.0,317,0,0.0,7172.976247276225,False,-0.2725711719662657,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,119873,466,209,1.0,23994.946057589128,False,-0.016809147967980827,5,2.221000000000001,174527,0,5,0.5,304.99999999999994,False,-0.02907826647620212,7,2.5740000000000007,173781,0,0,0.0,0.0,False,-0.03407240246566358,0.4375,896447,0.0,0.0,12,0,0,12,11,10.166666666666668,22,34,34,261.0,131.0,17,19,34,620,9.295957694004755,267.4702017047093
35,34,0,0,0,10.0,20,10.0,23.737809662514582,34,34.0,25.42746940753235,5,19.0,57.785964337311796,0,,61.0,20,61.0,14,1.5370000000000001,72232,2,10,1.0,257.3780966251458,False,0.11945867120952637,0,5.078000000000001,51031,377,0,0.0,3770.0,False,-0.18136109778926035,0,0.29000000000000004,95237,366,266,1.0,15451.745198883942,False,-0.04106403345898404,5,6.991000000000003,73826.0,334,0,0.0,7928.42842727987,False,-0.27550744874231703,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,119778,461,219,1.0,24377.189586743698,False,-0.016092489890983365,6,2.2760000000000007,174734,0,0,0.0,0.0,False,-0.028775338917575912,9,2.6570000000000005,173588,0,0,0.0,0.0,False,-0.03514515510446832,0.375,895687,0.0,0.0,11,0,0,14,9,8.156862745098039,22,36,40,282.0,60.0,19,15,40,961,11.928015420038719,279.39821712474804
36,40,0,0,0,10.0,20,10.0,23.55352639870742,5,12.0,26.29455464759592,49,29.857142857142858,57.785964337311796,0,,61.0,20,61.0,0,1.5230000000000004,72112,4,20,1.0,511.0705279741484,False,0.11956458583807096,5,5.128000000000001,50881,385,0,0.0,3850.0,False,-0.1830628567892449,0,0.29000000000000004,95177,361,276,1.0,15760.120112669854,False,-0.040186826581092565,49,7.476000000000003,72254.0,334,0,0.0,7866.877817168278,False,-0.29043476037901744,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,118315,500,229,1.0,26380.263157042362,False,-0.019533035761258588,7,2.3400000000000003,174604,0,0,0.0,0.0,False,-0.02949791841521641,13,2.778000000000001,173231,0,0,0.0,0.0,False,-0.03712946957106569,0.375,891835,0.0,0.0,6,0,0,9,15,15.0,27,36,32,295.0,134.0,19,21,32,200,8.848664705001283,288.2468818297493
37,32,0,0,0,10.0,20,10.0,22.998850270408024,14,11.642857142857142,27.11494102952774,45,31.22222222222222,58.338242049079355,4,67.5,61.00000000000001,20,61.0,0,1.5230000000000004,72012,4,30,1.0,729.9655081122407,False,0.11971074357672803,14,5.263000000000001,50506,395,0,0.0,3950.0,False,-0.188090781107381,0,0.29000000000000004,95014,365,286,1.0,16149.453483143861,False,-0.0398919015984435,45,7.877000000000003,71114.0,334,0,0.0,7681.61599031628,False,-0.3019147636706204,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,117180,535,235,1.0,28215.98033233099,False,-0.021151983849651536,8,2.4130000000000003,174319,0,2,0.2,122.00000000000001,False,-0.030742978472689274,12,2.8850000000000002,172787,0,2,0.2,122.00000000000001,False,-0.03925829993719117,0.425,888193,0.0,0.0,13,0,0,5,14,14.0,24,29,27,204.0,72.0,13,19,27,470,7.568086838989984,295.8149686687393
38,27,0,0,0,10.0,20,10.0,22.57117871456429,10,11.0,26.91039062473526,25,24.92,55.018559094663374,11,35.90909090909091,61.00000000000001,20,61.0,0,1.5230000000000004,71892,6,40,1.0,962.8471485825717,False,0.1196556811567519,10,5.349000000000002,50246,403,0,0.0,4030.0,False,-0.19149429910735005,0,0.29000000000000004,95167,365,291,1.0,16069.403902613925,False,-0.038839716580607905,20,8.032000000000004,70374.0,334,0,0.0,7538.773690664473,False,-0.3094718656136401,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,116952,550,234,1.0,27675.057671755625,False,-0.02486837773809651,6,2.4650000000000003,174018,0,10,1.0,610.0000000000001,False,-0.031059801790885494,10,2.9730000000000008,172629,0,1,0.1,61.00000000000001,False,-0.04030604020876989,0.5125,886539,0.0,0.0,16,0,0,5,11,10.75,26,31,28,216.0,75.0,12,15,28,1041,6.392689009022433,302.20765767776174
39,28,0,0,0,10.0,20,10.0,23.03245354847033,47,25.51063829787234,26.408686412213285,15,18.333333333333332,55.018559094663374,0,,61.0,20,61.0,0,1.5230000000000004,72866,1,18,1.0,424.5841638724659,False,0.13056037503575602,15,5.489000000000001,49796,418,0,0.0,4180.0,False,-0.19729575024366094,0,0.29000000000000004,94992,370,301,1.0,16471.02242301022,False,-0.03859934422842905,15,8.162000000000003,68865.0,366,0,0.0,8429.877998740141,False,-0.3193761967796998,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,116677,555,244,1.0,28081.349377876235,False,-0.02540410297157042,3,2.4890000000000008,174588,0,0,0.0,0.0,False,-0.029586851276464474,6,3.023,172586,0,0,0.0,0.0,False,-0.040714575540128174,0.375,885631,0.0,0.0,15,0,0,5,11,9.9,25,30,30,157.0,96.0,11,17,30,1651,7.017322040977888,309.22497971873963
40,30,0,0,0,9.999999999999998,20,10.0,22.936023940847097,47,22.382978723404257,26.101008920576454,10,19.0,55.39544179267361,2,68.0,61.0,20,61.0,0,1.5230000000000004,73262,0,13,0.9,298.16831123101224,False,0.13570884691309437,33,5.804000000000001,49009,430,0,0.0,4299.999999999999,False,-0.20854283017992234,0,0.29000000000000004,94416,393,311,1.0,17131.271183052188,False,-0.04088928592625551,10,8.247000000000002,68114.0,380,0,0.0,8715.689097521898,False,-0.3250396327835847,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,116623,555,252,1.0,28445.711282673685,False,-0.024448420195065428,10,2.5860000000000007,174303,0,1,0.1,61.0,False,-0.031001439600691454,10,3.1170000000000013,172293,0,1,0.1,61.0,False,-0.042173630294979184,0.38749999999999996,883281,0.0,0.0,11,0,0,5,14,14.0,24,29,39,153.0,145.0,11,19,39,812,7.642992852022871,316.8679725707625
41,39,0,0,0,9.999999999999998,20,10.0,22.202273348004542,20,11.75,25.20108272059599,25,17.4,55.789336419147226,2,68.0,61.0,20,61.0,0,1.5230000000000004,73162,0,23,1.0,510.6522870041045,False,0.1358054138136737,20,5.971000000000002,48454,440,0,0.0,4399.999999999999,False,-0.2163554510434877,0,0.29000000000000004,94276,403,316,1.0,16911.058298954165,False,-0.04321863102599301,20,8.437000000000001,67354.0,380,0,0.0,8436.863872241725,False,-0.3334162357400359,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,116324,570,260,1.0,28869.844619717995,False,-0.02509657178110717,9,2.666000000000001,174113,0,1,0.1,61.0,False,-0.03205751732801218,9,3.1970000000000014,172096,0,1,0.1,61.0,False,-0.04326861614909594,0.4,881040,0.0,0.0,14,0,0,7,15,14.75,25,32,45,229.0,181.0,15,24,45,492,8.346705375006422,325.2146779457689
42,45,0,0,0,9.999999999999998,20,10.0,23.80925201098762,68,30.294117647058822,25.016824387321762,5,17.0,55.789336419147226,0,,61.0,20,61.0,24,1.7630000000000003,73890,1,10,1.0,248.0925201098762,False,0.14503699407563447,21,6.161000000000001,48280,449,0,0.0,4489.999999999999,False,-0.21835115023437862,0,0.29000000000000004,93304,429,326,1.0,18369.653862980584,False,-0.045479017513967455,5,8.467000000000002,66141.0,412,0,0.0,9809.4118285269,False,-0.338321853795557,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,116239,565,270,1.0,29197.62661200655,False,-0.024508381688698823,10,2.7570000000000006,173956,0,0,0.0,0.0,False,-0.033099699295762904,8,3.2680000000000007,171993,0,0,0.0,0.0,False,-0.04401064971013446,0.375,879064,0.0,0.0,9,0,0,12,12,10.966666666666667,26,38,44,315.0,165.0,20,25,44,771,9.22939159697853,334.44406954274746
43,44,0,0,0,9.999999999999998,20,10.0,23.939348601565317,18,26.166666666666668,24.40157126203518,18,17.555555555555557,56.18231381144021,2,67.5,61.0,20,61.0,3,1.7690000000000001,74128,1,10,1.0,249.39348601565317,False,0.1487290450503229,5,6.190000000000001,48105,459,0,0.0,4589.999999999999,False,-0.22028496727981559,0,0.29000000000000004,93249,424,336,1.0,18349.211751107516,False,-0.04608644827744894,18,8.642000000000003,65098.0,425,0,0.0,10174.22315566526,False,-0.34633692603441646,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,116058,573,278,1.0,29600.783572726534,False,-0.02435495406252923,8,2.8270000000000004,173793,0,0,0.0,0.0,False,-0.034005702819727535,12,3.380000000000001,171563,0,2,0.2,122.0,False,-0.046061663822667874,0.4,877255,0.0,0.0,11,0,0,10,14,13.23076923076923,25,35,35,326.0,165.0,19,25,35,335,8.305005676986184,342.74907521973364
44,35,0,0,0,9.999999999999998,20,10.0,23.379603039072574,14,11.642857142857142,25.965763362911716,38,34.05263157894737,56.3802959317926,1,67.0,60.99999999999999,20,61.0,0,1.7660000000000005,74018,2,20,1.0,487.5920607814515,False,0.1488698159066621,14,6.325000000000001,47740,468,0,0.0,4679.999999999999,False,-0.2252355389161342,0,0.29000000000000004,93245,428,343,1.0,18912.726934201783,False,-0.043499576546018597,35,8.974000000000002,64503.0,425,0,0.0,9936.331291605844,False,-0.35298620081769067,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,114831,601,287,1.0,31786.56871353442,False,-0.02535482306231344,10,2.919000000000001,173496,0,1,0.1,60.99999999999999,False,-0.03548699078989056,8,3.448000000000001,171533,0,0,0.0,0.0,False,-0.046567469471016226,0.3875,874627,0.0,0.0,9,0,0,9,13,12.5,23,32,30,222.0,93.0,14,21,30,487,7.534493774990551,350.2835689947242
45,30,0,0,0,10.0,20,10.0,23.228401696795018,30,21.833333333333332,26.70916632831583,58,29.413793103448278,56.3802959317926,0,,60.99999999999999,20,61.0,0,1.7660000000000002,74418,0,15,1.0,348.4260254519253,False,0.15398154384699575,15,6.461000000000001,47320,480,0,0.0,4800.0,False,-0.23080493200699267,0,0.29000000000000004,93229,433,350,1.0,19406.106149622785,False,-0.04135106848329736,55,9.489000000000003,61630.0,440,0,0.0,10220.496746589808,False,-0.37842036682473174,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,113125,649,297,1.0,34079.19683881938,False,-0.029527691187998646,7,2.979000000000001,173423,0,0,0.0,0.0,False,-0.03606227523608895,12,3.5600000000000014,171221,0,0,0.0,0.0,False,-0.04830166026535342,0.375,869627,0.0,0.0,10,0,0,8,17,16.5,20,28,30,204.0,96.0,13,17,30,839,7.410952825041022,357.6945218197652
46,30,0,0,0,10.0,20,10.0,23.228401696795018,0,,26.27712493046623,13,18.23076923076923,56.611876048470634,1,68.0,60.999999999999986,20,61.0,0,1.7660000000000005,74328,0,24,0.9,557.4816407230804,False,0.1542062968233038,0,6.4460000000000015,47210,491,0,0.0,4910.0,False,-0.23165581150698494,0,0.29000000000000004,93229,423,360,1.0,19285.378892712135,False,-0.041913260008605034,13,9.564000000000002,61249.0,440,0,0.0,10220.496746589808,False,-0.3819687779561254,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,112956,652,306,1.0,34455.91952549599,False,-0.029383338208775426,11,3.082000000000001,173169,0,0,0.0,0.0,False,-0.037474084408401935,9,3.638000000000001,170963,0,1,0.1,60.999999999999986,False,-0.0495661743862243,0.375,868365,0.0,0.0,10,0,0,8,10,10.0,23,31,31,252.0,78.0,14,16,31,268,6.1874308429542,363.8819526627194
47,31,0,0,0,10.0,20,10.0,21.699742739879458,43,11.883720930232558,25.789977490374874,15,18.333333333333332,56.858595634797204,1,68.0,60.999999999999986,20,61.0,0,1.7660000000000005,74228,0,34,1.0,737.7912531559016,False,0.15405398639486928,43,6.876,46095,501,0,0.0,5010.0,False,-0.24813193273410789,0,0.29000000000000004,93114,423,370,1.0,18721.28285040771,False,-0.0456111330216085,15,9.701,60368.0,473,0,0.0,10263.978315962984,False,-0.38997141565788573,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,112749,657,315,1.0,34854.472836137415,False,-0.029440921393709598,13,3.201000000000001,172747,0,1,0.1,60.999999999999986,False,-0.039650160357065437,6,3.689000000000002,170942,0,0,0.0,0.0,False,-0.049852427033366495,0.3875,865504,0.0,0.0,9,0,0,8,14,14.0,26,34,31,258.0,120.0,16,15,31,329,7.089910031994805,370.9718626947142
48,31,0,0,0,10.0,20,10.0,22.9388372010507,47,30.51063829787234,25.314307139976346,15,18.333333333333332,54.01617413151198,5,30.4,60.999999999999986,20,61.0,8,1.8460000000000005,75254,4,10,1.0,269.388372010507,False,0.16630353480105273,5,6.883000000000001,45965,507,0,0.0,5070.0,False,-0.24967898637045746,0,0.29000000000000004,93054,418,380,1.0,19207.870663230206,False,-0.043904040796342664,15,9.836000000000002,58509.0,515,0,0.0,11813.50115854111,False,-0.40006937954708344,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,112626,662,320,1.0,34043.24704874818,False,-0.03338211724604589,12,3.3080000000000007,172342,0,5,0.5,304.99999999999994,False,-0.04122316034039052,7,3.7530000000000014,170813,0,0,0.0,0.0,False,-0.050569448227178994,0.4375,863824,0.0,0.0,13,0,0,8,14,13.115384615384615,25,33,28,225.0,108.0,15,16,28,1310,8.050002168980427,379.02186486369465
49,28,0,0,0,10.0,20,10.0,23.365459281617973,73,25.123287671232877,24.99782542857255,11,18.90909090909091,57.5096640803939,17,66.11764705882354,60.999999999999986,20,61.0,9,1.9280000000000004,75492,9,10,1.0,323.65459281617973,False,0.17040528622670675,54,7.418000000000001,44939,512,0,0.0,5120.0,False,-0.2651649932703167,0,0.29000000000000004,91519,475,385,1.0,20722.75594876897,False,-0.051145755183991365,6,9.881000000000002,58156.0,521,0,0.0,12173.404285722963,False,-0.40168105145790817,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,113542,663,313,1.0,34574.083116306894,False,-0.02457378148627439,2,3.316000000000001,172097,0,8,0.8,487.9999999999999,False,-0.042076359977989114,13,3.8760000000000012,169880,0,9,0.9,548.9999999999999,False,-0.05422959129791953,0.5875,860886,0.0,0.0,14,0,0,6,11,9.73076923076923,22,28,31,234.0,105.0,13,15,31,1602,6.780477572989184,385.80234243668383
50,31,0,0,0,10.0,20,10.0,23.964420381461885,42,28.761904761904763,25.147246027319486,14,27.285714285714285,57.5096640803939,0,,60.99999999999999,20,61.0,22,2.1390000000000002,75796,9,10,1.0,329.64420381461883,False,0.1751546605285866,10,7.464000000000001,44669,522,0,0.0,5220.0,False,-0.26856851127028575,0,0.29000000000000004,91611,475,391,1.0,21215.672877876314,False,-0.047993551028776955,10,9.975000000000001,56773.0,553,0,0.0,13252.324470948422,False,-0.40953728872076317,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,113160,667,323,1.0,35348.83459818932,False,-0.024533701404699584,4,3.3540000000000005,172527,0,0,0.0,0.0,False,-0.0410425154659804,0,3.8630000000000018,170368,0,1,0.0,60.99999999999999,False,-0.05287336516388659,0.375,860165,0.0,0.0,18,0,0,11,8,6.875,22,33,36,235.0,87.0,17,14,36,1266,11.842109327029902,397.64445176371373
51,36,0,0,0,10.000000000000002,20,10.0,23.964420381461885,0,,24.7950398165654,10,18.0,58.500214761562574,7,66.0,61.0,20,61.0,0,2.1170000000000004,75716,7,20,1.0,549.2884076292377,False,0.17561602444057953,0,7.454000000000002,44549,534,0,0.0,5340.000000000001,False,-0.2694967434520955,0,0.29000000000000004,91611,465,401,1.0,21086.266443822504,False,-0.04859615894356767,10,10.065000000000003,56488.0,553,0,0.0,13252.324470948422,False,-0.4121916120080262,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,113442,667,326,1.0,35609.36156991852,False,-0.02145997550822547,8,3.4300000000000006,172370,0,0,0.0,0.0,False,-0.041915169166977004,11,3.9730000000000016,169725,0,7,0.7,427.0,False,-0.05543018492476836,0.4625,859162,0.0,0.0,10,0,0,6,10,9.5,26,32,41,252.0,156.0,14,22,41,662,6.854333805036731,404.49878556875046
