index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,18,0,0,0,10.000000000000002,20,10.0,7.2930437291912895,0,,24.480531974742615,10,38.0,31.986670444155724,8,23.0,48.00000000000001,20,48.0,0,1.4960000000000002,48631,269,0,0.0,2690.0000000000005,False,-0.06031889290012034,0,1.6490000000000002,47411,251,0,0.0,2510.0000000000005,False,-0.08495036101083032,0,0.2,85768,7,117,1.0,2915.2735471492247,False,0.05132928481895955,0,1.2800000000000002,78336,71,0,0.0,517.8061047725815,False,-0.052696818585868006,0,0.36200000000000004,111039,10,28,1.0,1140.4320921837864,False,0.01379055550491772,0,0.2,110463,0,5,0.0,159.93335222077863,False,0.004105391686063231,5,1.6270000000000002,135303,0,0,0.0,0.0,False,-0.011376589215256467,15,2.2310000000000003,127404,147,0,0.0,4702.0405552908915,False,-0.05191421688115272,0.25,744355,0.0,0.0,12,0,0,14,9,9.0,20,34,20,193.0,68.0,14,4,20,764,1.9701676229014993,87.04140838328749
26,20,0,0,0,10.000000000000002,20,10.0,7.315826763411232,24,7.416666666666667,24.452317252160135,8,24.125,31.369016989520457,15,27.866666666666667,48.0,20,48.0,10,1.596,48351,283,0,0.0,2830.0000000000005,False,-0.06426744885679904,14,1.7890000000000004,47059,257,0,0.0,2570.0000000000005,False,-0.09100481347773766,0,0.2,85810,19,122,1.0,3122.18341326835,False,0.05308245093391564,3,1.3100000000000003,78216,73,0,0.0,534.05535372902,False,-0.05404525080014328,0,0.36200000000000004,111264,8,23,1.0,917.1059287762516,False,0.01482003946179189,0,0.2,110463,0,5,0.0,156.8450849476023,False,0.004091365710855529,8,1.7020000000000004,135178,0,0,0.0,0.0,False,-0.012289931316673974,12,2.3360000000000007,126752,162,0,0.0,5081.780752302314,False,-0.05529087844402191,0.25,743093,0.0,0.0,12,0,0,10,16,16.0,24,34,22,197.0,75.0,15,5,22,808,2.013789447955787,89.05519783124328
27,22,0,0,0,10.000000000000002,20,10.0,7.183156280229591,3,2.0,23.188719981781833,14,14.999999999999998,30.546080281455577,24,27.458333333333332,48.00000000000001,20,48.0,0,1.586,48231,295,0,0.0,2950.0000000000005,False,-0.06539560770156438,3,1.8050000000000002,46919,265,0,0.0,2650.0000000000005,False,-0.09288507821901323,0,0.2,85994,12,127,1.0,3031.1653130490477,False,0.054751680264738055,9,1.3970000000000002,77919,73,0,0.0,524.3704084567602,False,-0.057683353571559945,1,0.372,111672,12,10,1.0,583.7254425959378,False,0.017011951215793866,0,0.2,110463,0,5,0.0,152.7304014072779,False,0.004072678063635025,8,1.7740000000000002,134610,7,10,1.0,693.8225619701891,False,-0.013905368398472112,12,2.444000000000001,126304,169,0,0.0,5162.2875675659925,False,-0.05827017548017681,0.375,742112,0.0,0.0,13,0,0,16,15,14.142857142857142,18,34,24,189.0,100.0,15,7,24,832,2.178179733455181,91.23337756469846
28,24,0,0,0,10.000000000000002,20,10.0,7.396420191041514,20,8.55,22.596804862791867,3,4.0,29.494455663029026,10,18.7,48.000000000000014,20,48.0,10,1.6860000000000004,47981,306,0,0.0,3060.0000000000005,False,-0.06906212394705175,10,1.9020000000000001,46656,274,0,0.0,2740.0000000000005,False,-0.09698405535499398,0,0.2,85877,19,137,1.0,3236.2942498322745,False,0.054577689019925275,3,1.4180000000000001,77782,76,0,0.0,562.1279345191551,False,-0.05910706705967949,0,0.37100000000000005,111847,5,10,1.0,407.9285809442496,False,0.01780312914291019,0,0.2,110463,0,5,0.0,147.47227831514513,False,0.004048797260062754,0,1.7660000000000005,134942,0,10,0.8,480.0000000000001,False,-0.012260704369428613,12,2.5520000000000005,125927,178,0,0.0,5250.013108019167,False,-0.060704321540190107,0.35,741475,0.0,0.0,15,0,0,16,12,12.0,15,31,26,169.0,113.0,14,10,26,771,2.5150149296969175,93.74839249439538
29,26,0,0,0,10.000000000000002,20,10.0,7.046851702648165,7,1.2857142857142858,21.31825757479937,6,2.6666666666666665,31.874174985321506,10,56.0,48.00000000000001,20,48.0,0,1.6760000000000004,47821,322,0,0.0,3220.0000000000005,False,-0.0705663357400722,7,1.9620000000000002,46461,278,0,0.0,2780.0000000000005,False,-0.10027451865222624,0,0.2,85868,16,147,1.0,3246.5334907378783,False,0.05453091886375228,6,1.4750000000000003,77607,76,0,0.0,535.5607294012606,False,-0.06137644648232868,0,0.37100000000000005,112391,1,10,1.0,340.06000742801444,False,0.02243625731180579,0,0.2,110463,0,5,0.0,159.37087492660754,False,0.0041028370844419315,3,1.7960000000000005,135130,0,5,0.5,240.00000000000003,False,-0.01176384626625749,7,2.6100000000000003,125528,183,0,0.0,5832.974022313836,False,-0.061489938541890124,0.3125,741269,0.0,0.0,16,0,0,14,10,9.5,21,35,20,247.0,69.0,17,9,20,1144,3.9270211216062307,97.6754136160016
30,20,0,0,0,10.000000000000002,20,10.0,7.504758833414602,15,10.866666666666667,20.927933220579096,2,4.5,36.3546345686582,25,54.32,48.00000000000001,20,48.0,12,1.7960000000000005,47624,328,0,0.0,3280.0000000000005,False,-0.07370637785800241,3,1.9850000000000003,46261,292,0,0.0,2920.0000000000005,False,-0.10271886281588448,0,0.2,85817,14,157,1.0,3390.7521392987223,False,0.0547853492310118,2,1.4890000000000003,77441,83,0,0.0,622.894983173412,False,-0.0628509227574011,15,0.5210000000000001,113111,0,3,0.3,109.0639037059746,False,0.027927187071177362,0,0.2,110463,0,5,0.0,181.77317284329098,False,0.004204581540922052,4,1.8330000000000006,134593,4,10,1.0,625.4185382746329,False,-0.014279488023254966,11,2.713,124688,194,0,0.0,7052.7991063196905,False,-0.06317112704106496,0.2875,739998,0.0,0.0,12,0,0,11,16,15.125,15,26,17,126.0,63.0,11,9,17,542,1.9879096122458577,99.66332322824746
31,17,0,0,0,10.000000000000002,20,10.0,7.587460404472696,25,7.96,19.139876336670074,12,7.583333333333335,36.212149226240236,5,33.0,48.00000000000001,20,48.0,13,1.9140000000000004,47334,337,0,0.0,3370.0000000000005,False,-0.07831302647412755,12,2.1020000000000003,45917,303,0,0.0,3030.0000000000005,False,-0.10815282791817088,0,0.2,85738,26,161,1.0,3278.7940607201717,False,0.05315844890571046,6,1.5470000000000002,77219,86,0,0.0,652.5215947846519,False,-0.06534814085850604,2,0.526,113103,2,10,1.0,400.4012449357425,False,0.029177685936796625,0,0.2,110463,0,5,0.0,181.06074613120117,False,0.004201345914430802,0,1.8290000000000004,135073,0,4,0.4,192.00000000000003,False,-0.012355691947976035,10,2.802000000000001,124349,199,0,0.0,7206.217696021807,False,-0.06508761619164911,0.3,739196,0.0,0.0,14,0,0,11,13,12.4,21,32,20,159.0,40.0,14,3,20,764,2.337772788479924,102.00109601672739
32,20,0,0,0,10.000000000000002,20,10.0,8.144476144590774,7,18.0,19.400368732612467,10,21.5,36.212149226240236,0,,48.000000000000014,20,48.0,7,1.9710000000000003,47206,347,0,0.0,3470.0000000000005,False,-0.0797796329723225,0,2.0900000000000003,45817,313,0,0.0,3130.0000000000005,False,-0.10909296028880866,0,0.2,85938,16,166,1.0,3350.772827927122,False,0.05600282538796817,5,1.5910000000000004,76953,93,0,0.0,757.436281446942,False,-0.0679219672794789,0,0.5240000000000001,112888,2,20,1.0,763.0437219900297,False,0.028871768455141743,0,0.2,110463,0,5,0.0,181.06074613120117,False,0.004201345914430802,5,1.8790000000000007,135205,0,0,0.0,0.0,False,-0.012092649422767792,11,2.902000000000001,124143,199,0,0.0,7206.217696021807,False,-0.06659280397478516,0.25,738613,0.0,0.0,12,0,0,17,8,7.5,15,32,23,142.0,61.0,13,7,23,496,2.199259872548282,104.20035588927567
33,23,0,0,0,10.000000000000002,20,10.0,8.015174985173461,15,7.0,21.233003085867956,11,34.81818181818182,35.554684680838044,12,29.75,48.00000000000001,20,48.0,10,2.064,46966,357,0,0.0,3570.0000000000005,False,-0.08335213598074609,5,2.1400000000000006,45612,323,0,0.0,3230.0000000000005,False,-0.1120073706377858,0,0.2,86213,21,166,1.0,3692.9971869427236,False,0.061379808760969566,1,1.5960000000000005,76925,93,0,0.0,745.4112736211318,False,-0.06833191947629094,0,0.524,112862,3,18,1.0,703.6833335126886,False,0.02836600327689224,0,0.2,110463,0,5,0.0,177.77342340419023,False,0.00418641588960133,12,1.9940000000000004,134968,0,0,0.0,0.0,False,-0.013824346047055385,8,2.971000000000001,123664,211,0,0.0,7502.038467656827,False,-0.06901198864658475,0.25,737673,0.0,0.0,12,0,0,13,12,12.0,19,32,24,214.0,70.0,15,8,24,937,2.073860213160515,106.27421610243618
34,24,0,0,0,10.000000000000002,20,10.0,8.530469194392737,14,12.928571428571429,21.099733695304337,1,10.0,35.47151091996463,6,34.0,48.0,20,48.0,13,2.1840000000000006,46732,365,0,0.0,3650.0000000000005,False,-0.0869998495788207,1,2.1450000000000005,45472,335,0,0.0,3350.0000000000005,False,-0.11351158243080625,0,0.2,86166,17,176,1.0,3858.57110667824,False,0.06181114844864979,1,1.6050000000000002,76770,101,0,0.0,861.5773886336664,False,-0.06950005792282682,0,0.524,113056,0,16,0.4,567.5441747194341,False,0.02950987898520055,0,0.2,110463,0,5,0.0,177.35755459982315,False,0.004184527139365695,7,2.0520000000000005,134870,0,0,0.0,0.0,False,-0.01454040625456671,13,3.093000000000001,123190,217,0,0.0,7697.317869632325,False,-0.07176195429770447,0.175,736719,0.0,0.0,10,0,0,13,14,14.0,21,34,25,186.0,104.0,14,10,25,404,1.9087059190496802,108.18292202148587
35,25,0,0,0,10.0,20,10.0,8.300674818749506,12,6.0,20.925059978670024,10,19.6,34.58317892810152,8,23.375,48.0,20,48.0,5,2.221000000000001,46562,376,0,0.0,3760.0,False,-0.0891621540312876,7,2.2140000000000004,45240,344,0,0.0,3440.0,False,-0.11702767749699157,0,0.2,86284,19,181,1.0,3945.148677695515,False,0.06375515974842717,5,1.654,76617,101,0,0.0,838.3681566937001,False,-0.07148403487715778,0,0.5240000000000001,113047,0,18,1.0,622.4972207058273,False,0.029677708535238195,0,0.2,110463,0,5,0.0,172.9158946405076,False,0.004164354464218207,12,2.1650000000000005,134544,0,5,0.5,240.0,False,-0.01604559403770276,8,3.1600000000000006,122974,220,0,0.0,7608.299364182334,False,-0.07366542684428488,0.3125,735731,0.0,0.0,15,0,0,16,13,13.0,19,35,22,216.0,95.0,16,9,22,577,2.049083476886153,110.23200549837202
36,22,0,0,0,10.0,20,10.0,8.2680791122415,7,7.714285714285714,20.741814630786966,11,19.454545454545453,34.571520381763435,2,34.0,48.00000000000001,20,48.0,5,2.266000000000001,46422,384,0,0.0,3840.0,False,-0.09104241877256318,2,2.2270000000000003,45080,356,0,0.0,3560.0,False,-0.11890794223826714,0,0.2,86420,16,186,1.0,3990.2667871222397,False,0.06566626964408884,6,1.709,76455,101,0,0.0,835.0759903363914,False,-0.07345645865020795,0,0.5240000000000001,112901,1,26,1.0,919.6013445566363,False,0.02970088992086835,0,0.2,110463,0,5,0.0,172.85760190881717,False,0.004164089716274816,6,2.2130000000000005,134700,0,0,0.0,0.0,False,-0.01578255151249452,9,3.2420000000000004,122749,222,0,0.0,7674.877524751482,False,-0.07506620807850552,0.25,735190,0.0,0.0,12,0,0,13,11,10.5,20,33,20,180.0,92.0,14,8,20,602,1.9350355360656977,112.16704103443772
37,20,0,0,0,10.0,20,10.0,7.890373440757693,20,5.75,20.741814630786966,0,,33.839468664173,13,28.76923076923077,48.00000000000001,20,48.0,10,2.3610000000000007,46177,394,0,0.0,3940.0,False,-0.09470893501805054,10,2.3250000000000006,44756,366,0,0.0,3660.0,False,-0.12405986762936222,0,0.2,86311,23,196,1.0,4246.874256771673,False,0.06589893726886394,0,1.703,76449,104,0,0.0,820.5988378388,False,-0.07361602301011969,0,0.524,113275,0,14,0.1,473.75256129842194,False,0.031073169293123107,0,0.2,110463,0,5,0.0,169.197343320865,False,0.004147465929644007,10,2.307000000000001,134462,0,3,0.3,144.00000000000003,False,-0.01699546982317697,10,3.333000000000001,122246,232,0,0.0,7850.756730088136,False,-0.07809894516261819,0.175,734139,0.0,0.0,9,0,0,16,15,15.0,16,32,23,178.0,79.0,13,7,23,574,2.0725534819066525,114.23959451634437
38,23,0,0,0,10.0,20,10.0,8.246752891402172,5,16.8,20.0962344852312,3,3.0,36.0729766617739,12,53.333333333333336,48.00000000000001,20,48.0,4,2.391000000000001,46077,402,0,0.0,4020.0,False,-0.09583709386281589,1,2.3250000000000006,44630,378,0,0.0,3780.0,False,-0.1253008423586041,0,0.2,86311,13,206,1.0,4247.032091545855,False,0.06589988845894056,3,1.7330000000000003,76281,109,0,0.0,898.8960651628367,False,-0.07516906682679352,0,0.524,113906,0,5,0.3,180.3648833088695,False,0.035472313283142494,0,0.2,110463,0,5,0.0,180.3648833088695,False,0.004198185516113401,8,2.3770000000000007,134071,0,8,0.8,384.00000000000006,False,-0.018975595499050125,9,3.4130000000000007,121852,236,0,0.0,8513.22249217864,False,-0.07855756798122665,0.2625,733591,0.0,0.0,12,0,0,13,12,11.5,18,31,27,172.0,112.0,13,10,27,936,2.2266092244535685,116.46620374079794
39,27,0,0,0,10.0,20,10.0,7.850275506883429,16,5.0625,20.14418688203203,10,20.5,38.7305135548373,13,58.0,48.00000000000001,20,48.0,5,2.4370000000000003,45952,408,0,0.0,4080.0,False,-0.09762334536702767,11,2.434,44254,392,0,0.0,3920.0,False,-0.13105445246690733,0,0.2,86420,19,211,1.0,4399.578666739544,False,0.06813298460074213,5,1.7800000000000002,76141,109,0,0.0,855.6800302502938,False,-0.07711692582442248,8,0.6040000000000001,114127,0,10,1.0,387.305135548373,False,0.03841960348960576,0,0.2,110463,0,5,0.0,193.6525677741865,False,0.004258534157079933,6,2.4290000000000007,134168,0,4,0.4,192.00000000000003,False,-0.018968288762238786,6,3.4640000000000004,121218,245,0,0.0,9488.975820935138,False,-0.07962525273660993,0.3,732743,0.0,0.0,14,0,0,13,13,12.333333333333334,23,36,27,226.0,112.0,17,10,27,912,2.3158555440604687,118.7820592848584
40,27,0,0,0,9.999999999999998,20,10.0,7.408938422775491,27,5.518518518518518,19.41517324872354,3,1.0,38.7305135548373,0,,48.00000000000001,20,48.0,7,2.5020000000000007,45759,419,0,0.0,4189.999999999999,False,-0.10021811070998797,20,2.6230000000000007,43664,401,0,0.0,4009.999999999999,False,-0.14130189530685922,0,0.2,86305,34,221,1.0,4542.65719434227,False,0.06760915300265323,3,1.8050000000000002,76017,111,0,0.0,822.3921649280795,False,-0.07881210502411753,0,0.5960000000000001,114124,0,13,0.3,503.49667621288495,False,0.03892006011487258,0,0.2,110463,0,5,0.0,193.6525677741865,False,0.004258534157079933,8,2.5030000000000006,134238,0,0,0.0,0.0,False,-0.019158263919333625,8,3.5380000000000003,121089,245,0,0.0,9488.975820935138,False,-0.0805678217852728,0.1625,731659,0.0,0.0,12,0,0,12,14,14.0,27,39,17,305.0,67.0,20,7,17,392,2.2457211604341865,121.02778044529259
41,17,0,0,0,9.999999999999998,20,10.0,7.566040664109216,5,11.6,18.21247692406421,6,4.0,38.34307480372086,7,33.0,48.0,20,48.0,0,2.4950000000000006,45659,429,0,0.0,4289.999999999999,False,-0.10115824308062575,5,2.653000000000001,43508,411,0,0.0,4109.999999999999,False,-0.1432949759326113,0,0.2,86303,25,231,1.0,4396.233186061562,False,0.0667026238508175,6,1.862,75799,115,0,0.0,870.0946763725598,False,-0.08115217691146741,0,0.5960000000000001,114331,0,12,0.6,460.1168976446503,False,0.04060330498244475,0,0.2,110463,0,5,0.0,191.7153740186043,False,0.004249736009385956,9,2.585000000000001,134082,0,0,0.0,0.0,False,-0.020298114861902673,11,3.640000000000001,120649,252,0,0.0,9662.454850537657,False,-0.0831490031764663,0.2,730794,0.0,0.0,10,0,0,15,13,13.0,18,33,22,166.0,60.0,12,5,22,431,2.186989133246243,123.21476957853884
42,22,0,0,0,9.999999999999998,20,10.0,7.978656277321334,25,9.96,17.947127952759185,12,16.416666666666668,38.34307480372086,0,,48.00000000000001,20,48.0,17,2.6650000000000005,45331,438,0,0.0,4379.999999999999,False,-0.10647939229843562,8,2.7280000000000006,43240,422,0,0.0,4219.999999999999,False,-0.14729993983152828,0,0.2,86394,27,236,1.0,4450.945916338844,False,0.06812917133522275,7,1.9260000000000002,75424,128,0,0.0,1021.2680034971307,False,-0.08476100134091188,0,0.5960000000000001,114134,2,22,1.0,879.4419015873773,False,0.04071832348505957,0,0.2,110463,0,5,0.0,191.7153740186043,False,0.004249736009385956,13,2.7060000000000004,133818,0,0,0.0,0.0,False,-0.022227093380096447,7,3.6990000000000007,120544,252,0,0.0,9662.454850537657,False,-0.083916210541657,0.25,729348,0.0,0.0,11,0,0,16,17,17.0,17,33,17,188.0,57.0,13,9,17,390,2.195204481482506,125.40997406002134
43,17,0,0,0,9.999999999999998,20,10.0,8.016332277935026,5,9.0,17.278966688845642,3,1.0,37.380379285245375,15,31.4,48.00000000000001,20,48.0,5,2.698000000000001,45156,449,0,0.0,4489.999999999999,False,-0.1087357099879663,0,2.7200000000000006,43150,431,0,0.0,4309.999999999999,False,-0.14814605896510227,0,0.2,86349,22,246,1.0,4426.985115570598,False,0.06744238742855954,3,1.9490000000000003,75334,128,0,0.0,1026.0905315756834,False,-0.08581670705475854,0,0.5960000000000001,114602,0,12,0.5,448.56455142294453,False,0.04301243767166687,0,0.2,110463,0,5,0.0,186.90189642622687,False,0.0042278746510896505,8,2.7730000000000006,133691,0,0,0.0,0.0,False,-0.023155048955136637,12,3.8120000000000007,119824,267,0,0.0,9980.561269160515,False,-0.08801490110638424,0.1875,728569,0.0,0.0,11,0,0,9,12,12.0,22,31,17,129.0,60.0,10,7,17,671,1.7761810244992375,127.18615508452058
44,17,0,0,0,9.999999999999998,20,10.0,7.992307379328121,9,7.666666666666667,16.51120076631323,7,9.0,36.25731950076861,13,27.846153846153847,48.0,20,48.0,5,2.7430000000000008,44996,459,0,0.0,4589.999999999999,False,-0.11080400120336943,4,2.7600000000000007,42979,441,0,0.0,4409.999999999999,False,-0.15042117930204574,0,0.2,86280,21,256,1.0,4394.705851142077,False,0.06641620072524071,7,2.0160000000000005,75180,128,0,0.0,1023.0153445539995,False,-0.08769139932410473,1,0.6060000000000001,114860,0,7,0.7,253.80123650538027,False,0.04447139746439485,0,0.2,110463,0,5,0.0,181.28659750384304,False,0.00420237166300535,12,2.885000000000001,133351,0,5,0.5,240.0,False,-0.024762531053631447,8,3.880000000000001,119429,275,0,0.0,9970.762862711368,False,-0.09093685933541079,0.275,727538,0.0,0.0,9,0,0,7,14,13.2,24,31,18,153.0,57.0,11,6,18,472,1.7916886936873198,128.9778437782079
45,18,0,0,0,10.0,20,10.0,8.156642409163418,4,13.0,18.0101226452848,17,24.0,36.25731950076861,0,,48.00000000000001,20,48.0,4,2.778000000000001,44840,471,0,0.0,4710.0,False,-0.11260905535499398,0,2.756000000000001,42899,449,0,0.0,4490.0,False,-0.15117328519855597,0,0.2,86660,11,256,1.0,4700.314463693706,False,0.0728380829950083,7,2.0790000000000006,74939,132,0,0.0,1076.676798009571,False,-0.09027277834554959,0,0.6050000000000001,114452,7,17,1.0,742.4452900300599,False,0.0429846458385793,0,0.2,110463,0,5,0.0,181.28659750384304,False,0.00420237166300535,5,2.923000000000001,133528,0,0,0.0,0.0,False,-0.024346047055385064,10,3.9720000000000013,119249,275,0,0.0,9970.762862711368,False,-0.09225207196145199,0.25,727030,0.0,0.0,14,0,0,14,10,10.0,19,33,13,205.0,21.0,16,2,13,820,1.912772772833705,130.8906165510416
46,13,0,0,0,10.0,20,10.0,7.694720027409485,24,5.583333333333333,18.043158189476525,11,18.272727272727273,35.90621198000543,12,33.0,48.00000000000001,20,48.0,10,2.8740000000000006,44605,480,0,0.0,4800.0,False,-0.11618155836341756,14,2.896000000000001,42464,460,0,0.0,4600.0,False,-0.15831829121540314,0,0.2,86736,20,261,1.0,4863.158688001563,False,0.07473548933914428,6,2.132,74737,137,0,0.0,1054.1766437550993,False,-0.09284307830971884,0,0.6050000000000001,114647,8,15,1.0,682.9384452158937,False,0.044485645716797466,0,0.2,110463,0,5,0.0,179.53105990002715,False,0.004194398542569496,9,3.008000000000001,133370,0,0,0.0,0.0,False,-0.025500511471576795,11,4.072000000000001,118643,287,0,0.0,10305.082838261558,False,-0.0954585604330646,0.25,725665,0.0,0.0,11,0,0,12,17,17.0,20,32,20,142.0,36.0,11,2,20,786,1.9021233292296529,132.79273988027126
47,20,0,0,0,10.0,20,10.0,8.163165042829734,10,13.8,19.354850386100175,5,40.0,35.76526495792288,8,34.0,48.00000000000001,20,48.0,10,2.9640000000000004,44398,490,0,0.0,4900.0,False,-0.11913357400722022,0,2.882000000000001,42364,470,0,0.0,4700.0,False,-0.15925842358604092,0,0.2,86886,15,266,1.0,5270.837678345092,False,0.0790003114391571,0,2.1260000000000003,74649,142,0,0.0,1159.1694360818221,False,-0.09327100271142842,0,0.6050000000000001,114719,3,17,1.0,666.0740554429896,False,0.045063057177439546,0,0.2,110463,0,5,0.0,178.8263247896144,False,0.004191197849004961,12,3.1190000000000007,133127,0,0,0.0,0.0,False,-0.02727604851673243,8,4.141000000000001,118242,295,0,0.0,10550.75316258725,False,-0.09749103769330981,0.25,724848,0.0,0.0,12,0,0,10,13,13.0,26,36,20,184.0,69.0,14,6,20,672,1.8411044785752892,134.63384435884655
48,20,0,0,0,10.0,20,10.0,8.039439555856486,13,6.923076923076923,20.25625334630662,16,24.5,35.304456078576166,16,32.5,48.0,20,48.0,5,3.0040000000000004,44248,499,0,0.0,4990.0,False,-0.12110785198555957,8,2.962000000000001,42100,481,0,0.0,4810.0,False,-0.16318817689530685,0,0.2,87202,16,266,1.0,5516.794423011264,False,0.08429131114184722,6,2.186000000000001,74449,144,0,0.0,1157.679296043334,False,-0.09569058001347931,0,0.6050000000000001,114847,9,11,1.0,570.6552969810974,False,0.04579236857227703,0,0.2,110463,0,5,0.0,176.52228039288082,False,0.004180733576735961,9,3.1970000000000014,132982,0,0,0.0,0.0,False,-0.028335525354376737,11,4.243000000000001,117505,311,0,0.0,10979.685840437187,False,-0.10130905362985099,0.25,723796,0.0,0.0,14,0,0,11,16,16.0,22,33,22,181.0,88.0,14,6,22,1100,1.9997677588835359,136.63361211773008
49,22,0,0,0,10.0,20,10.0,7.581342146345851,15,4.0,19.29899739032985,19,15.157894736842104,34.65249116294101,10,28.0,48.0,20,48.0,5,3.0490000000000004,44073,510,0,0.0,5100.0,False,-0.12336416967509026,10,3.0540000000000007,41785,490,0,0.0,4900.0,False,-0.1682648916967509,0,0.2,87332,21,271,1.0,5389.236477852652,False,0.08508947218684931,14,2.3200000000000007,74113,144,0,0.0,1091.7132690738026,False,-0.10013792671138039,0,0.6050000000000001,114839,18,11,1.0,728.5593558182884,False,0.046436853856438254,0,0.2,110463,0,5,0.0,173.26245581470505,False,0.004165928440175367,11,3.298000000000001,132771,0,0,0.0,0.0,False,-0.029877246821569486,9,4.322000000000002,117068,321,0,0.0,11123.449663304065,False,-0.10397687540806644,0.25,722444,0.0,0.0,12,0,0,8,14,14.0,21,29,19,197.0,95.0,14,8,19,670,1.935683929361403,138.56929604709148
50,19,0,0,0,10.0,20,10.0,7.436981074312786,5,4.0,19.29899739032985,0,,35.075206222544374,5,43.6,48.0,20,48.0,0,3.0440000000000005,43973,520,0,0.0,5200.0,False,-0.12430430204572804,5,3.0940000000000003,41595,500,0,0.0,5000.0,False,-0.1708972623345367,0,0.2,87312,16,281,1.0,5542.009963871692,False,0.08576910075012763,0,2.3060000000000005,74113,144,0,0.0,1070.9252747010412,False,-0.10026320540274428,0,0.6050000000000001,115057,8,16,1.0,715.5952786833487,False,0.048358154974899634,0,0.2,110463,0,5,0.0,175.37603111272188,False,0.0041755276594486,9,3.377000000000001,132468,0,3,0.3,144.0,False,-0.03156510302498904,11,4.423000000000001,116789,323,0,0.0,11329.291609881833,False,-0.10526343851424147,0.2875,721770,0.0,0.0,11,0,0,10,10,10.0,21,31,20,183.0,105.0,13,6,20,418,1.8088794378563762,140.37817548494786
51,20,0,0,0,10.000000000000002,20,10.0,7.211059659183139,20,5.95,18.225142716137896,8,6.0,33.82197053488882,26,29.23076923076923,48.0,20,48.0,10,3.144000000000001,43733,529,0,0.0,5290.000000000001,False,-0.1279708182912154,10,3.1890000000000005,41271,511,0,0.0,5110.000000000001,False,-0.17595517448856798,0,0.2,87193,26,291,1.0,5491.004081534889,False,0.08402740897908138,8,2.386,73913,144,0,0.0,1038.392590922372,False,-0.10286986036061108,10,0.7050000000000001,115324,6,10,1.0,447.57056164571554,False,0.0495661342055469,0,0.2,110463,0,5,0.0,169.10985267444408,False,0.004147068573609316,8,3.448000000000001,132492,0,0,0.0,0.0,False,-0.03191582639193336,9,4.502000000000001,115886,349,0,0.0,11803.867716676197,False,-0.11012762050023306,0.25,720275,0.0,0.0,13,0,0,9,14,12.8,21,30,18,153.0,45.0,13,7,18,575,1.7927883975207806,142.17096388246864
