index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,12,3,0,0,10.000000000000002,20,10.0,23.66639687190902,12,26.0,35.675117187439184,0,,4.341160017608221,0,,41.0,20,41.0,0,0.56,10219,246,0,0.0,2460.0000000000005,False,-0.13402919597609864,0,0.31700000000000006,16022,20,27,1.0,838.9927155415435,False,0.2435894681015635,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,18876,28,83,1.0,3623.693838970905,False,0.021269038825366616,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,4,0.24000000000000002,41590,0,0,0.0,0.0,False,0.23533430362075622,12,2.192,27032,815,0,0.0,3538.0454143507,False,-0.14453254797946505,0.25,134669,0.0,0.2,8,0,0,7,5,4.2,12,19,8,114.0,57.0,8,4,8,512,0.8819420728832483,38.65249076113105
26,8,2,0,0,10.000000000000002,20,10.0,23.66639687190902,0,,35.675117187439184,0,,4.341160017608221,0,,41.0,8,41.0,0,0.5600000000000002,10099,258,0,0.0,2580.0000000000005,False,-0.13856743060282883,0,0.31700000000000006,15942,18,37,1.0,1055.6566842606337,False,0.24573242130930464,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,18876,18,93,1.0,3743.7810421262066,False,0.02423313032843471,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,0,0.23600000000000002,41590,0,0,0.0,0.0,False,0.23533430362075622,8,2.2600000000000007,26944,815,0,0.0,3538.0454143507,False,-0.14714638348604417,0.25,134381,0.0,0.2,6,0,0,4,2,2.0,12,16,8,42.0,27.0,4,4,8,200,0.7720988728106022,39.42458963394165
27,8,0,0,0,10.000000000000002,20,10.0,23.74886062602351,4,26.0,35.675117187439184,0,,4.341160017608221,0,,41.0,10,41.0,0,0.5600000000000002,9999,268,0,0.0,2680.0000000000005,False,-0.14234929279177067,0,0.31700000000000006,15946,18,43,1.0,1201.201006919011,False,0.2515392559911888,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,18772,12,103,1.0,3959.523397818518,False,0.024424233544417254,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,0,0.23600000000000002,41590,0,0,0.0,0.0,False,0.23533430362075622,10,2.3520000000000008,26800,815,0,0.0,3538.0454143507,False,-0.15142356886044642,0.25,134037,0.0,0.2,5,0,0,2,3,3.0,13,15,11,39.0,30.0,3,5,11,304,0.6730372682213783,40.09762690216303
28,11,0,0,0,10.000000000000002,20,10.0,23.623863131548916,14,22.714285714285715,35.675117187439184,0,,4.341160017608221,0,,41.0,8,41.0,0,0.5600000000000002,9889,279,0,0.0,2790.0000000000005,False,-0.14650934119960668,0,0.31700000000000006,16174,17,39,1.0,1091.3306621304077,False,0.2646294025463432,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,18454,16,113,1.0,4409.27005228541,False,0.01982697468246566,0,5.240000000000001,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,0,0.23600000000000002,41590,0,0,0.0,0.0,False,0.23533430362075622,8,2.4220000000000006,26704,815,0,0.0,3538.0454143507,False,-0.15427502577671456,0.25,133741,0.0,0.2,8,0,0,5,3,276.39529914529913,13,18,6,78.0,14.0,6,5,6,518,0.6926822811365128,40.79030918329954
29,6,0,0,0,10.000000000000002,20,10.0,23.34868686521688,2,9.0,35.675117187439184,0,,4.341160017608221,0,,41.0,7,41.0,2,0.5800000000000002,9755,290,0,0.0,2900.0000000000005,False,-0.1524846834581348,0,0.31700000000000006,16084,16,49,1.0,1304.0856563956272,False,0.2658681512894496,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,18436,8,123,1.0,4574.828908976755,False,0.023024853358758868,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,0,0.23600000000000002,41590,0,0,0.0,0.0,False,0.23533430362075622,7,2.484000000000001,26628,815,0,0.0,3538.0454143507,False,-0.1565324291687602,0.25,133423,0.0,0.2,6,0,0,2,3,3.0,12,14,9,21.0,27.0,2,4,9,200,0.577510679140687,41.36781986244023
30,9,1,0,0,10.000000000000002,20,10.0,23.34868686521688,0,,35.675117187439184,0,,4.341160017608221,0,,41.0,13,41.0,0,0.5780000000000001,9665,299,0,0.0,2990.0000000000005,False,-0.15588835942818244,0,0.31700000000000006,15974,17,59,1.0,1547.572525047796,False,0.26675639229437254,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,18436,0,131,0.8,4673.440351554533,False,0.02545886240693426,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,0,0.23600000000000002,41590,0,0,0.0,0.0,False,0.23533430362075622,13,2.6070000000000007,26408,815,0,0.0,3538.0454143507,False,-0.16306701793520806,0.225,133003,0.0,0.2,6,0,0,6,4,4.0,11,17,10,75.0,12.0,5,4,10,200,0.6836040150374174,42.051423877477646
31,10,0,0,0,10.000000000000002,20,10.0,23.526778441294855,36,24.0,35.675117187439184,0,,4.341160017608221,0,,40.99999999999999,11,41.0,0,0.5780000000000001,9605,305,0,0.0,3050.0000000000005,False,-0.15815747674154754,0,0.31700000000000006,16698,21,33,1.0,986.3836885627302,False,0.30029436837465895,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,17572,26,141,1.0,5641.887762902592,False,0.006710958258937542,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,0,0.23600000000000002,41590,0,0,0.0,0.0,False,0.23533430362075622,11,2.704000000000001,26242,815,0,0.0,3538.0454143507,False,-0.16799766218625506,0.25,132637,0.0,0.2,8,0,0,6,3,3.0,6,12,10,93.0,27.0,6,4,10,1064,0.700793506577611,42.75221738405526
32,10,0,0,0,10.000000000000002,20,10.0,23.98574990778389,27,26.0,35.675117187439184,0,,4.341160017608221,0,,40.99999999999999,7,41.0,0,0.5780000000000001,9505,315,0,0.0,3150.0000000000005,False,-0.16193933893048937,0,0.31700000000000006,17300,21,16,1.0,593.7719985245423,False,0.33097995607459885,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,16870,43,151,1.0,6418.329941338025,False,-0.008778942061064748,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,0,0.23600000000000002,41590,0,0,0.0,0.0,False,0.23533430362075622,7,2.7630000000000003,26166,815,0,0.0,3538.0454143507,False,-0.1702550655783007,0.25,132361,0.0,0.2,9,0,0,7,2,2.0,4,11,10,78.0,27.0,6,4,10,902,0.6918817218393087,43.444099105894566
33,10,0,0,0,10.000000000000002,20,10.0,24.001015924175274,1,26.0,35.675117187439184,0,,4.341160017608221,0,,40.999999999999986,10,41.0,0,0.5780000000000001,9395,326,0,0.0,3260.0000000000005,False,-0.16609938733832538,0,0.31700000000000006,17236,20,25,1.0,800.0253981043818,False,0.33393939180487026,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,16844,34,161,1.0,6559.728408599668,False,-0.006572335276702738,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,0,0.23600000000000002,41590,0,0,0.0,0.0,False,0.23533430362075622,10,2.8560000000000008,26024,815,0,0.0,3538.0454143507,False,-0.17447284560028067,0.25,132019,0.0,0.2,7,0,0,6,3,3.0,6,12,12,93.0,27.0,6,4,12,226,0.7545129004865885,44.198612006381154
34,12,0,0,0,10.000000000000002,20,10.0,23.94019418421165,13,23.384615384615383,35.675117187439184,0,,4.341160017608221,0,,40.999999999999986,8,41.0,2,0.5980000000000001,9271,336,0,0.0,3360.0000000000005,False,-0.1716965433779593,0,0.31700000000000006,17422,20,24,1.0,774.5646604210796,False,0.34704502913626345,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,16540,37,171,1.0,6986.232223867932,False,-0.011052173967815236,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,0,0.23600000000000002,41590,0,0,0.0,0.0,False,0.23533430362075622,8,2.926000000000001,25946,815,0,0.0,3538.0454143507,False,-0.17678965434474855,0.25,131699,0.0,0.2,7,0,0,8,3,3.0,6,14,9,104.0,27.0,8,4,9,486,0.7382573802024126,44.93686938658357
35,9,0,0,0,10.0,20,10.0,23.692376658039443,2,9.0,35.675117187439184,0,,4.341160017608221,0,,40.99999999999999,14,41.0,0,0.5960000000000002,9131,350,0,0.0,3500.0,False,-0.17699115044247787,0,0.31700000000000006,17380,16,32,1.0,918.1560530572622,False,0.3492986934822351,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,16522,29,181,1.0,7144.2751340096365,False,-0.008039810090101285,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,0,0.23600000000000002,41590,0,0,0.0,0.0,False,0.23533430362075622,14,3.0580000000000007,25690,815,0,0.0,3538.0454143507,False,-0.18439353945479697,0.25,131243,0.0,0.2,6,0,0,3,4,4.0,2,5,8,60.0,12.0,5,4,8,218,0.643751934170723,45.58062132075429
36,8,0,0,0,10.0,20,10.0,23.856955660020116,13,25.23076923076923,35.675117187439184,0,,4.341160017608221,0,,41.0,14,41.0,0,0.5960000000000001,9021,361,0,0.0,3610.0,False,-0.1811511988503139,0,0.31700000000000006,17618,15,29,1.0,841.8517141405833,False,0.3644146325595864,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,16194,32,191,1.0,7577.369963921527,False,-0.013541739548760269,0,5.240000000000001,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,0,0.23600000000000002,41590,0,0,0.0,0.0,False,0.23533430362075622,14,3.1840000000000006,25450,815,0,0.0,3538.0454143507,False,-0.19152218174546734,0.25,130803,0.0,0.2,8,0,0,3,3,3.0,1,4,5,57.0,12.0,4,4,5,528,0.6050362680107355,46.185657588765025
37,5,0,0,0,10.0,20,10.0,23.332739287785103,4,9.0,35.675117187439184,0,,4.341160017608221,0,,41.00000000000001,8,41.0,2,0.6160000000000001,8877,373,0,0.0,3730.0,False,-0.18750472732773618,0,0.31700000000000006,17556,13,37,1.0,993.3113536480488,False,0.3654531182833391,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,16158,26,201,1.0,7777.349776157688,False,-0.010382836151510902,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,0,0.23600000000000002,41590,0,0,0.0,0.0,False,0.23533430362075622,8,3.250000000000001,25362,815,0,0.0,3538.0454143507,False,-0.1941360172520465,0.25,130473,0.0,0.2,7,0,0,2,3,3.0,1,3,5,24.0,21.0,3,2,5,218,0.5589434038847685,46.744600992649794
38,5,0,0,0,10.0,20,10.0,23.05718535132391,2,9.0,35.675117187439184,0,,4.341160017608221,0,,41.00000000000001,8,41.0,2,0.6340000000000001,8753,383,0,0.0,3830.0,False,-0.19310188336737008,0,0.31700000000000006,17456,13,47,1.0,1213.6877115122238,False,0.36622372405688774,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,16140,18,211,1.0,7942.479062873498,False,-0.0071955604760453405,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,0,0.23600000000000002,41590,0,0,0.0,0.0,False,0.23533430362075622,8,3.3220000000000005,25266,815,0,0.0,3538.0454143507,False,-0.19698747416831466,0.25,130135,0.0,0.2,6,0,0,0,3,3.0,2,2,7,36.0,39.0,2,3,7,200,0.4188827723264694,47.16348376497626
39,7,0,0,0,10.0,20,10.0,23.012580811396255,14,22.714285714285715,35.675117187439184,0,,4.341160017608221,0,,41.00000000000001,15,41.0,2,0.6520000000000001,8609,395,0,0.0,3950.0,False,-0.19945541184479237,0,0.31700000000000006,17676,11,45,1.0,1145.5661365128315,False,0.3802876536008181,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,15822,22,221,1.0,8390.477676274777,False,-0.011835965930918232,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,2,0.256,41574,0,0,0.0,0.0,False,0.2348590608013782,13,3.4440000000000004,25066,815,0,0.0,3538.0454143507,False,-0.20292800941053998,0.25,129677,0.0,0.2,7,0,0,0,6,6.0,3,3,10,54.0,57.0,3,4,10,500,0.46735139936208725,47.63083516433835
40,10,0,0,0,9.999999999999998,20,10.0,23.215259991245773,11,25.0,35.675117187439184,0,,4.341160017608221,0,,41.00000000000001,20,41.0,0,0.6500000000000001,8469,409,0,0.0,4089.999999999999,False,-0.20475001890931094,0,0.31700000000000006,17891,7,44,1.0,1091.471439614814,False,0.39450387412505905,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,15547,23,231,1.0,8774.903050097104,False,-0.0159228155675296,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,10,0.35400000000000004,41432,0,0,0.0,0.0,False,0.23064128077939822,10,3.531000000000001,24920,815,0,0.0,3538.0454143507,False,-0.20726460013736447,0.25,129189,0.0,0.2,7,0,0,4,6,6.0,1,5,12,75.0,75.0,5,5,12,475,1.4621761068701744,49.093011271208525
41,12,0,0,0,9.999999999999998,20,10.0,23.215259991245773,0,,35.675117187439184,0,,4.341160017608221,0,,41.0,9,41.0,0,0.6500000000000001,8359,420,0,0.0,4199.999999999999,False,-0.20891006731714695,0,0.31700000000000006,17801,6,54,1.0,1313.6240395272716,False,0.3960980273628042,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,15547,13,241,1.0,8899.501622059039,False,-0.012847370734584576,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,0,0.3440000000000001,41432,0,0,0.0,0.0,False,0.23064128077939822,9,3.611000000000001,24796,815,0,0.0,3538.0454143507,False,-0.21094773198754416,0.25,128865,0.0,0.2,6,0,0,7,3,3.0,0,7,13,81.0,31.0,7,5,13,200,0.6827638056129217,49.775775076821446
42,13,0,0,0,9.999999999999998,20,10.0,23.498689319623338,11,26.0,35.675117187439184,0,,4.341160017608221,0,,41.0,20,41.0,0,0.6500000000000001,8279,428,0,0.0,4279.999999999999,False,-0.21193555706830042,0,0.31700000000000006,17967,8,53,1.0,1325.4305339400369,False,0.40910031517812717,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,15261,14,251,1.0,9283.436064521962,False,-0.01748936010954327,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,9,0.43400000000000005,41312,0,0,0.0,0.0,False,0.22707695963406302,11,3.7120000000000015,24628,815,0,0.0,3538.0454143507,False,-0.21593778159101343,0.25,128377,0.0,0.2,7,0,0,4,6,6.0,4,8,13,144.0,75.0,8,5,13,486,0.7053919676691294,50.481167044490576
43,13,0,0,0,9.999999999999998,20,10.0,23.75281915128953,11,26.0,35.675117187439184,0,,4.341160017608221,0,,41.0,20,41.0,0,0.6500000000000001,8159,440,0,0.0,4399.999999999999,False,-0.21647379169503064,0,0.31700000000000006,18173,6,52,1.0,1295.1465958670556,False,0.4235362905932627,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,14975,15,261,1.0,9667.49787319097,False,-0.02212820572663839,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,13,0.5550000000000002,41090,0,0,0.0,0.0,False,0.22048296551519292,7,3.7710000000000012,24552,815,0,0.0,3538.0454143507,False,-0.21819518498305907,0.25,127879,0.0,0.2,7,0,0,4,6,6.0,2,6,14,82.0,65.0,6,7,14,486,0.6649915520101786,51.146158596500754
44,14,0,0,0,9.999999999999998,20,10.0,23.94282483759262,9,26.0,35.675117187439184,0,,4.341160017608221,0,,41.00000000000001,20,41.0,0,0.6500000000000001,8039,452,0,0.0,4519.999999999999,False,-0.22101202632176084,0,0.31700000000000006,18327,4,53,1.0,1308.9697163924088,False,0.4357071975036838,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,14741,14,271,1.0,10003.156305522316,False,-0.02539476957292995,0,5.240000000000001,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,7,0.6120000000000001,41010,0,0,0.0,0.0,False,0.2181067514183028,13,3.894000000000001,24336,815,0,0.0,3538.0454143507,False,-0.2246109630446624,0.25,127383,0.0,0.2,9,0,0,5,6,6.0,3,8,10,114.0,47.0,8,6,10,434,0.7558189425617456,51.9019775390625
45,10,0,0,0,10.0,20,10.0,24.11004353037987,18,25.0,35.675117187439184,0,,4.341160017608221,0,,41.0,11,41.0,0,0.6500000000000001,7909,465,0,0.0,4650.0,False,-0.22592844716738522,0,0.31700000000000006,18707,1,45,1.0,1094.9519588670942,False,0.4563554934901708,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,14291,22,281,1.0,10555.128887338768,False,-0.03398506967125518,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,0,0.6050000000000001,41010,0,0,0.0,0.0,False,0.2181067514183028,11,3.991000000000001,24170,815,0,0.0,3538.0454143507,False,-0.22954160729570944,0.25,127017,0.0,0.2,10,0,0,3,3,3.0,1,4,11,72.0,32.0,4,6,11,650,0.6100302543491125,52.51200779341161
46,11,0,0,0,10.0,20,10.0,24.11020311134901,18,24.11111111111111,35.675117187439184,0,,4.341160017608221,0,,41.0,20,41.0,2,0.6700000000000002,7785,475,0,0.0,4750.0,False,-0.23152560320701915,0,0.31700000000000006,19023,1,39,1.0,950.2979213426113,False,0.4747862461743668,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,13857,30,291,1.0,11104.765194885273,False,-0.041843185198072945,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,11,0.7150000000000001,40842,0,0,0.0,0.0,False,0.21311670181483353,9,4.070000000000001,24046,815,0,0.0,3538.0454143507,False,-0.23322473914588912,0.25,126483,0.0,0.2,8,0,0,8,7,7.0,0,8,9,84.0,9.0,8,3,9,616,0.9140234719961882,53.4260312654078
47,9,0,0,0,10.0,20,10.0,24.198904587598705,12,25.0,35.675117187439184,0,,4.341160017608221,0,,41.0,20,41.0,0,0.6680000000000001,7655,488,0,0.0,4880.0,False,-0.23644202405264353,0,0.31700000000000006,19253,0,35,0.8,846.9616605659546,False,0.4882747772697207,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,13557,32,301,1.0,11512.575220222352,False,-0.046586976842021226,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,11,0.8140000000000003,40692,0,0,0.0,0.0,False,0.20866130038316452,9,4.151000000000001,23922,815,0,0.0,3538.0454143507,False,-0.23690787099606883,0.225,126009,0.0,0.2,7,0,0,5,6,6.0,1,6,9,78.0,24.0,6,3,9,500,0.6527525745332241,54.078783839941025
48,9,0,0,0,10.0,20,10.0,24.078697641864128,13,23.076923076923077,35.675117187439184,0,,4.341160017608221,0,,41.0,20,41.0,2,0.6880000000000002,7511,500,0,0.0,5000.0,False,-0.2427955525300658,0,0.31700000000000006,19455,0,32,0.8,770.5183245396521,False,0.5006625188919013,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,13257,35,311,1.0,11937.71586275883,False,-0.05090299988253866,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,6,0.8630000000000002,40628,0,0,0.0,0.0,False,0.20676032910565242,14,4.282000000000002,23672,815,0,0.0,3538.0454143507,False,-0.2443335400488505,0.225,125453,0.0,0.2,8,0,0,3,7,7.0,2,5,10,75.0,27.0,5,4,10,482,0.5614292714744806,54.640213111415505
49,10,0,0,0,10.0,20,10.0,24.104259514831735,2,25.5,35.675117187439184,0,,4.341160017608221,0,,41.00000000000001,20,41.0,0,0.6860000000000002,7381,513,0,0.0,5130.0,False,-0.2477119733756902,0,0.31700000000000006,19436,0,37,0.7,891.8576020487742,False,0.503814295516556,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,13206,27,321,1.0,12102.527624068434,False,-0.04935262812685905,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,13,0.9870000000000001,40402,0,0,0.0,0.0,False,0.2000475242819378,7,4.338000000000002,23592,815,0,0.0,3538.0454143507,False,-0.24670975414574062,0.2125,124947,0.0,0.2,7,0,0,3,6,6.0,0,3,9,39.0,20.0,3,7,9,251,0.5759996622800827,55.21621277369559
50,9,0,0,0,10.0,20,10.0,24.104259514831735,0,,35.675117187439184,0,,4.341160017608221,0,,41.00000000000001,20,41.0,0,0.6860000000000002,7271,524,0,0.0,5240.0,False,-0.2518720217835262,0,0.31700000000000006,19346,0,46,0.9,1108.7959376822598,False,0.5052112524651033,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,13206,17,331,1.0,12218.236200794508,False,-0.046496613496704725,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,9,1.0640000000000003,40284,0,0,0.0,0.0,False,0.19654260848902486,11,4.441000000000002,23424,815,0,0.0,3538.0454143507,False,-0.2516998037492099,0.2375,124461,0.0,0.2,5,0,0,1,6,6.0,1,2,15,36.0,21.0,2,7,15,200,0.546968711540103,55.76318148523569
51,15,0,0,0,10.000000000000002,20,10.0,23.954837227250845,1,9.0,35.675117187439184,0,,4.341160017608221,0,,41.0,20,41.0,1,0.6960000000000002,7129,537,0,0.0,5370.000000000001,False,-0.25769608955449663,0,0.31700000000000006,19276,0,53,0.7,1269.6063730442947,False,0.5059982744514143,0,0.2,20930,0,4,0.0,142.70046874975674,False,0.036745334174600235,0,0.5690000000000001,13197,8,341,1.0,12356.85365873477,False,-0.04351943380720813,0,5.240000000000002,-23730,124,0,0.0,4423.714531242459,True,-1.7789936912854782,0,4.439000000000001,-14216.555555555555,82,0,0.0,2925.359609370013,True,-1.4617121873391936,7,1.1250000000000002,40204,0,0,0.0,0.0,False,0.19416639439213473,13,4.560000000000001,23198,815,0,0.0,3538.0454143507,False,-0.25841260857292453,0.2125,123934,0.0,0.2,6,0,0,5,7,7.0,1,6,9,78.0,27.0,6,9,9,200,0.6755598895251751,56.438741374760866
