index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,5,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,6.301864990285624,1,2.0,33.28173055099387,15,31.333333333333332,38.0,20,38.0,0,0.37100000000000005,13999,271,0,0.0,2710.0000000000005,False,-0.10057993087692578,0,0.272,14301,269,0,0.0,2690.0000000000005,False,-0.08347489895143811,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,1,1.6500000000000001,21187,0,0,0.0,0.0,False,-0.1513998477990948,10,0.552,37920,0,0,0.0,0.0,False,0.06834958021073985,1,0.534,38214,0,1,0.1,33.28173055099387,False,0.0771015063186876,5,1.006,46115,0,10,1.0,380.0,False,-0.006117192530585963,5,1.3210000000000002,45006,0,5,0.5,190.0,False,-0.03195964799313157,0.2,242386,0.0,0.0,12,0,0,1,8,6.533333333333333,22,23,10,51.0,21.0,3,2,10,504,0.669290165998973,31.585432645282708
27,10,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,6.086946385501188,4,3.25,33.86814766493356,12,39.0,38.0,0,,0,0.37100000000000005,13899,281,0,0.0,2810.0000000000005,False,-0.10350887469978326,0,0.272,14201,279,0,0.0,2790.0000000000005,False,-0.0864038427742956,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,4,1.689,21099,0,0,0.0,0.0,False,-0.15492450034044938,7,0.6120000000000001,37953,0,2,0.2,67.73629532986712,False,0.07023350841451897,4,0.5730000000000001,38280,0,2,0.2,67.73629532986712,False,0.07944633311728563,0,1.0010000000000001,45847,0,17,0.7,646.0,False,-0.00901481004507405,0,1.316,44806,0,10,0.5,380.0,False,-0.03421335050440009,0.2,241729,0.0,0.0,6,0,0,3,7,6.8,18,21,15,99.0,57.0,6,4,15,200,0.801915911026299,32.38734855630901
28,15,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,5.530787669233424,14,3.5,34.31318465356415,10,39.0,38.0,0,,0,0.37100000000000005,13819,289,0,0.0,2890.0000000000005,False,-0.10585202975806925,0,0.272,14081,291,0,0.0,2910.0000000000005,False,-0.08991857536172457,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,14,1.8250000000000002,20743,0,0,0.0,0.0,False,-0.16918332198502023,3,0.6350000000000001,38013,0,6,0.6,205.8791079213849,False,0.0738699372840675,3,0.5990000000000001,38375,0,8,0.8,274.5054772285132,False,0.08503557611467441,0,1.0010000000000001,45847,0,17,0.0,646.0,False,-0.00901481004507405,0,1.3160000000000003,44416,0,20,1.0,760.0,False,-0.03850611719253059,0.3,240938,0.0,0.0,8,0,0,4,6,5.199999999999999,25,29,17,136.0,96.0,8,7,17,200,1.0756845910218544,33.46303314733086
29,17,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,5.530787669233424,0,,34.77876357306257,15,38.0,38.0,0,,0,0.37100000000000005,13709,300,0,0.0,3000.0000000000005,False,-0.10907386796321246,0,0.272,13991,300,0,0.0,3000.0000000000005,False,-0.09255462480229629,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,0,1.8110000000000002,20743,0,0,0.0,0.0,False,-0.16918332198502023,0,0.6320000000000001,38203,0,1,0.0,34.77876357306257,False,0.07681268332074526,2,0.6160000000000001,38693,0,0,0.0,0.0,False,0.09012790894235645,0,1.0010000000000001,45467,0,27,1.0,1026.0,False,-0.013092938398798026,0,1.316,44226,0,25,0.5,950.0,False,-0.04054518136939257,0.1875,240676,0.0,0.0,12,0,0,10,1,0.4,16,26,25,135.0,100.0,9,8,25,580,1.205854277999606,34.66888742533047
30,25,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,5.530787669233424,0,,35.28643072315641,20,38.0,38.0,0,,0,0.37100000000000005,13609,310,0,0.0,3100.0000000000005,False,-0.11200281178606994,0,0.272,13891,310,0,0.0,3100.0000000000005,False,-0.09548356862515377,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,0,1.8110000000000004,20743,0,0,0.0,0.0,False,-0.16918332198502023,4,0.6720000000000002,38269,0,0,0.0,0.0,False,0.07818222798219418,15,0.7640000000000002,38698,0,0,0.0,0.0,False,0.09026877782160365,0,1.0010000000000001,44897,5,37,1.0,1582.432153615782,False,-0.01935573992685361,0,1.3160000000000003,44036,0,30,0.5,1140.0,False,-0.04258424554625456,0.1875,239787,0.0,0.0,9,0,0,15,4,3.8,16,31,24,199.0,144.0,12,13,24,200,1.3319007650134154,36.00078819034388
31,24,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,5.130854630782864,11,3.0,35.50489146183947,10,38.0,38.0,0,,0,0.37100000000000005,13499,321,0,0.0,3210.0000000000005,False,-0.11522464999121317,0,0.272,13801,319,0,0.0,3190.0000000000005,False,-0.0981196180657255,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,11,1.9210000000000003,20484,0,0,0.0,0.0,False,-0.1795570152601434,0,0.6680000000000001,38248,0,7,0.7,248.5342402328763,False,0.08109165267697192,10,0.8490000000000002,38721,0,4,0.4,142.01956584735788,False,0.09291738837334977,0,1.0010000000000001,44517,5,47,1.0,1963.5244573091973,False,-0.023422145768306597,0,1.316,44036,0,30,0.0,1140.0,False,-0.04258424554625456,0.2625,238950,0.0,0.0,11,0,0,17,4,4.0,16,33,24,193.0,119.0,14,10,24,200,1.4208074299967848,37.42159562034067
32,24,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,4.532896765909702,14,1.8571428571428572,35.50489146183947,0,,38.0,0,,0,0.37100000000000005,13379,333,0,0.0,3330.0000000000005,False,-0.11873938257864214,0,0.272,13721,327,0,0.0,3270.0000000000005,False,-0.10046277312401149,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,14,2.0500000000000007,20109,0,0,0.0,0.0,False,-0.1945768414306885,0,0.6680000000000001,38243,0,12,0.5,426.0586975420737,False,0.08345155093173598,0,0.8390000000000002,38700,0,13,0.9,461.56358900391314,False,0.09682711992173201,0,1.0010000000000001,44517,0,52,0.5,1976.0,False,-0.023288259283107963,0,1.3160000000000003,44036,0,30,0.0,1140.0,False,-0.04258424554625456,0.2375,238349,0.0,0.0,10,0,0,17,3,3.0,12,29,18,203.0,140.0,12,12,18,200,1.324504709977191,38.74610033031786
33,18,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,4.482414360279662,1,1.0,35.697332531471666,5,40.0,38.0,0,,0,0.37100000000000005,13269,344,0,0.0,3440.0000000000005,False,-0.12196122078378537,0,0.272,13631,336,0,0.0,3360.0000000000005,False,-0.1030988225645832,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,1,2.0460000000000007,20086,0,0,0.0,0.0,False,-0.19549805743581528,0,0.6680000000000001,38443,0,7,0.0,249.88132772030167,False,0.08660451523807264,0,0.8390000000000002,38699,0,14,0.1,499.76265544060334,False,0.09733705211360513,0,1.0010000000000001,44517,0,52,0.0,1976.0,False,-0.023288259283107963,0,1.316,43836,0,35,0.5,1330.0,False,-0.04483794805752307,0.075,238125,0.0,0.0,11,0,0,12,1,1.0,17,29,12,128.0,84.0,10,8,12,400,0.9832275329972617,39.72932786331512
34,12,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,4.382471763064424,6,3.3333333333333335,34.70665202984545,20,29.5,38.0,0,,0,0.37100000000000005,13169,354,0,0.0,3540.0000000000005,False,-0.12489016460664285,0,0.272,13531,346,0,0.0,3460.0000000000005,False,-0.10602776638744069,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,6,2.1050000000000004,19954,0,0,0.0,0.0,False,-0.20078503624784716,8,0.748,38569,0,4,0.4,138.8266081193818,False,0.08858999560657276,0,0.8390000000000002,38895,0,11,0.2,381.77317232829995,False,0.10119700755519676,0,1.0010000000000001,44317,0,57,0.5,2166.0,False,-0.025541961794376476,0,1.3160000000000003,43446,5,45,1.0,1883.5332601492273,False,-0.04726837024952536,0.2625,237525,0.0,0.0,11,0,0,13,3,2.533333333333333,13,26,11,100.0,60.0,7,5,11,400,0.8126219320110977,40.54194979532622
35,11,0,0,0,10.0,20,10.0,9.841079460269864,0,,3.9144316106313113,11,1.2727272727272727,33.65911009920044,6,14.0,38.0,0,,0,0.37100000000000005,13079,363,0,0.0,3630.0,False,-0.12752621404721456,0,0.272,13421,357,0,0.0,3570.0,False,-0.10924960459258391,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,11,2.2090000000000005,19670,0,0,0.0,0.0,False,-0.21216005126767332,0,0.7400000000000002,38561,0,9,0.5,302.931990892804,False,0.09067633953474954,0,0.8390000000000002,38973,0,11,0.6,370.25021109120485,False,0.10323223940794504,0,1.0010000000000001,44317,0,57,0.0,2166.0,False,-0.025541961794376476,0,1.316,43362,1,55,1.0,2123.6591100992005,False,-0.04649432163447957,0.2625,237027,0.0,0.0,9,0,0,10,3,3.0,14,24,14,123.0,72.0,7,4,14,284,0.866898879990913,41.40884867531713
36,14,0,0,0,10.0,20,10.0,9.841079460269864,0,,3.9144316106313113,0,,34.03094870833253,10,38.0,38.0,0,,0,0.37100000000000005,12969,374,0,0.0,3740.0,False,-0.1307480522523578,0,0.272,13331,366,0,0.0,3660.0,False,-0.11188565403315565,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,0,2.1980000000000004,19670,0,0,0.0,0.0,False,-0.21216005126767332,1,0.7500000000000002,38910,0,0,0.0,0.0,False,0.09624161830168479,0,0.8390000000000002,38973,0,11,0.0,374.34043579165785,False,0.10328985794488729,0,1.0010000000000001,43937,0,67,1.0,2546.0,False,-0.02962009014810045,0,1.3160000000000003,43362,0,56,0.1,2128.0,False,-0.04644773556557201,0.1375,236796,0.0,0.0,12,0,0,13,1,0.2,14,27,19,123.0,63.0,8,6,19,390,1.0502666440443136,42.459115319361445
37,19,0,0,0,10.0,20,10.0,9.841079460269864,0,,3.9193368305623,4,4.0,34.46278810784888,10,39.0,37.99999999999999,6,38.0,0,0.37100000000000005,12909,380,0,0.0,3800.0,False,-0.13250541854607228,0,0.272,13191,380,0,0.0,3800.0,False,-0.11598617538515611,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,4,2.238000000000001,19590,0,0,0.0,0.0,False,-0.21536428085072296,5,0.7990000000000002,38945,0,0,0.0,0.0,False,0.09722770045641517,0,0.8390000000000002,39157,0,10,0.4,344.6278810784888,False,0.10805527527298256,0,1.0010000000000001,43747,0,72,0.5,2735.9999999999995,False,-0.03165915432496244,0,1.316,43390,0,55,0.5,2089.9999999999995,False,-0.04625456106460614,0.175,236573,0.0,0.0,13,0,0,16,2,2.0,15,31,23,149.0,86.0,10,9,23,628,1.0560766540002078,43.51519197336165
38,23,0,0,0,10.0,20,10.0,9.841079460269864,0,,3.910536136738094,5,3.8,34.91030833958233,15,38.0,37.99999999999999,0,,0,0.37100000000000005,12819,389,0,0.0,3890.0,False,-0.135141467986644,0,0.272,13081,391,0,0.0,3910.0,False,-0.11920801359029934,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,5,2.2840000000000007,19483,0,0,0.0,0.0,False,-0.21964993791805182,5,0.8440000000000001,38970,0,2,0.2,69.82061667916466,False,0.09891560005464535,0,0.8390000000000002,39528,0,3,0.3,104.73092501874699,False,0.11512834457962971,0,1.0010000000000001,43557,0,77,0.5,2925.9999999999995,False,-0.033698218501824424,0,1.3160000000000003,43010,0,65,1.0,2469.9999999999995,False,-0.050332689418330114,0.25,236092,0.0,0.0,13,0,0,15,3,3.0,14,29,25,163.0,126.0,11,12,25,580,1.1325193159864284,44.64771128934808
39,25,0,0,0,10.0,20,10.0,9.841079460269864,0,,4.037913349589782,6,5.333333333333333,35.29111124894643,15,38.0,37.999999999999986,15,38.0,0,0.37100000000000005,12729,398,0,0.0,3980.0,False,-0.13777751742721575,0,0.272,12971,402,0,0.0,4020.0,False,-0.12242985179544257,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,6,2.339000000000001,19362,0,0,0.0,0.0,False,-0.22449633516241438,0,0.8390000000000002,38950,0,4,0.2,141.16444499578571,False,0.0993571370512732,12,0.9590000000000003,39654,0,4,0.4,141.16444499578571,False,0.1191914752492785,0,1.0010000000000001,43177,5,82,1.0,3292.455556244731,False,-0.03792170469795305,0,1.316,43390,0,55,0.0,2089.999999999999,False,-0.04625456106460614,0.2,235877,0.0,0.0,16,0,0,16,6,5.4,15,31,17,177.0,115.0,12,13,17,770,1.1893980940221809,45.83710938337026
40,17,0,0,0,9.999999999999998,20,10.0,9.841079460269864,0,,3.847646503572378,10,2.7,33.54424859565039,19,23.473684210526315,37.999999999999986,20,38.0,0,0.37100000000000005,12639,407,0,0.0,4069.999999999999,False,-0.14041356686778747,0,0.272,12861,413,0,0.0,4129.999999999999,False,-0.1256516900005858,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,10,2.4330000000000007,19120,0,0,0.0,0.0,False,-0.2341891296511395,1,0.8490000000000002,39022,0,10,1.0,335.4424859565039,False,0.10412242190168063,10,1.0470000000000002,39651,0,0,0.0,0.0,False,0.11711838620611935,0,1.0010000000000001,43367,0,82,1.0,3115.9999999999986,False,-0.035737282678686415,0,1.3160000000000003,43514,4,55,1.0,2224.1769943826007,False,-0.0421530693884674,0.375,235818,0.0,0.0,20,0,0,8,6,4.4,21,29,19,156.0,96.0,10,7,19,960,1.0833847409812734,46.920494124351535
41,19,0,0,0,9.999999999999998,20,10.0,9.841079460269864,0,,3.856703578466604,4,4.0,33.421377649611,10,32.0,37.999999999999986,10,38.0,0,0.37100000000000005,12549,416,0,0.0,4159.999999999999,False,-0.14304961630835922,0,0.272,12751,424,0,0.0,4239.999999999999,False,-0.128873528205729,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,4,2.4630000000000005,19040,0,0,0.0,0.0,False,-0.23739335923418914,0,0.8480000000000003,39152,0,5,0.0,167.10688824805501,False,0.10541368806344821,5,1.0870000000000002,39670,0,4,0.4,133.685510598444,False,0.11953690075221789,0,1.0010000000000001,43747,0,72,0.0,2735.999999999999,False,-0.03165915432496244,0,1.316,43194,4,65,1.0,2603.685510598443,False,-0.04494864229879327,0.175,235747,0.0,0.0,15,0,0,13,2,2.0,15,28,21,155.0,102.0,10,9,21,710,1.1354204759700224,48.05591460032156
42,21,0,0,0,9.999999999999998,20,10.0,9.841079460269864,0,,3.8150796239606644,8,3.5,33.421377649611,0,,37.999999999999986,20,38.0,0,0.37100000000000005,12459,425,0,0.0,4249.999999999999,False,-0.14568566574893094,0,0.272,12641,435,0,0.0,4349.999999999999,False,-0.13209536641087224,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,8,2.5390000000000006,18861,0,0,0.0,0.0,False,-0.24456282292626266,0,0.8480000000000001,39142,0,10,0.5,334.21377649611003,False,0.1074859663111527,0,1.0820000000000003,39652,0,7,0.3,233.94964354727702,False,0.12044218239064747,0,1.0010000000000001,44165,0,61,0.0,2317.999999999999,False,-0.027173213135866067,0,1.3160000000000003,43536,0,60,0.4,2279.999999999999,False,-0.041081777205408884,0.15000000000000002,236100,0.0,0.0,20,0,0,7,2,2.0,25,32,16,171.0,135.0,11,10,16,960,1.1363954250118695,49.19231002533343
43,16,0,0,0,9.999999999999998,20,10.0,9.841079460269864,0,,3.765456523508234,4,3.0,34.19163309753549,15,40.0,37.99999999999999,20,38.0,0,0.37100000000000005,12339,437,0,0.0,4369.999999999999,False,-0.1492003983363599,0,0.272,12561,443,0,0.0,4429.999999999999,False,-0.13443852146915822,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,4,2.5710000000000006,18777,0,0,0.0,0.0,False,-0.24792726398846476,0,0.8480000000000001,39542,0,0,0.0,0.0,False,0.11404744463853046,0,1.082,39840,0,6,0.4,205.14979858521292,False,0.12533315206211215,0,1.0010000000000001,44069,0,63,1.0,2393.9999999999995,False,-0.02841811547542391,0,1.316,43792,0,53,0.5,2013.9999999999995,False,-0.03844172569220863,0.2375,236564,0.0,0.0,24,0,0,6,1,1.0,19,25,11,116.0,99.0,8,8,11,1560,1.7385964450077154,50.93090647034114
44,11,0,0,0,9.999999999999998,20,10.0,9.841079460269864,0,,3.6693117363271828,7,2.857142857142857,34.70678942226256,15,38.666666666666664,37.99999999999999,20,38.0,0,0.37100000000000005,12209,450,0,0.0,4499.999999999999,False,-0.15300802530607463,0,0.272,12491,450,0,0.0,4499.999999999999,False,-0.13648878214515844,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,7,2.6370000000000005,18619,0,0,0.0,0.0,False,-0.2542556174149878,10,0.9480000000000002,39567,0,5,0.5,173.53394711131278,False,0.11719634229885771,0,1.0820000000000003,40030,0,3,0.2,104.12036826678768,False,0.12926297921151159,0,1.0010000000000001,44221,0,59,0.5,2241.9999999999995,False,-0.02678686413393432,0,1.3160000000000003,43820,0,52,1.0,1975.9999999999995,False,-0.038248551191242756,0.275,236601,0.0,0.0,20,0,0,9,4,4.0,18,27,15,105.0,57.0,7,4,15,1160,1.004384332045447,51.93529080238659
45,15,0,0,0,10.0,20,10.0,9.841079460269864,0,,3.5455750373936605,8,2.625,33.433596903666306,33,28.909090909090907,37.99999999999999,20,38.0,0,0.37100000000000005,12099,461,0,0.0,4610.0,False,-0.15622986351121784,0,0.272,12401,459,0,0.0,4590.0,False,-0.1391248315857302,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,8,2.710000000000001,18431,0,0,0.0,0.0,False,-0.26178555693515443,21,1.1480000000000004,39579,0,6,0.6,200.60158142199782,False,0.11791572633997296,4,1.122,39994,0,2,0.2,66.86719380733261,False,0.12772394198748152,0,1.0010000000000001,44123,7,59,1.0,2476.0351783256638,False,-0.026378673767700547,0,1.316,43724,6,52,1.0,2176.6015814219973,False,-0.03815623973575874,0.35,235995,0.0,0.0,20,0,0,10,7,6.571428571428571,19,29,19,137.0,64.0,9,6,19,1150,1.0653443320188671,53.00063513440546
46,19,0,0,0,10.0,20,10.0,9.841079460269864,0,,3.4501198036721963,4,2.0,33.59639899062666,5,38.0,37.99999999999999,20,38.0,0,0.37100000000000005,12009,470,0,0.0,4700.0,False,-0.1588659129517896,0,0.272,12291,470,0,0.0,4700.0,False,-0.1423466697908734,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,4,2.7420000000000004,18340,0,0,0.0,0.0,False,-0.26543036808587334,0,1.1270000000000002,39769,0,1,0.0,33.59639899062666,False,0.12091616046360837,0,1.118,39986,0,6,0.4,201.57839394375998,False,0.12939621335921217,0,1.0010000000000001,44617,0,53,0.7,2013.9999999999995,False,-0.020734063103670316,0,1.3160000000000003,43800,1,55,1.0,2123.5963989906263,False,-0.037093835597868316,0.2625,236456,0.0,0.0,20,0,0,4,2,2.0,26,30,22,157.0,89.0,9,10,22,1150,1.028026835003402,54.02866196940886
47,22,0,0,0,10.0,20,10.0,9.841079460269864,0,,3.4117715313031747,3,2.6666666666666665,33.91967119823959,10,38.0,37.999999999999986,20,38.0,0,0.37100000000000005,11919,479,0,0.0,4790.0,False,-0.1615019623923613,0,0.272,12181,481,0,0.0,4810.0,False,-0.14556850799601664,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,3,2.7680000000000002,18274,0,0,0.0,0.0,False,-0.2680738574918893,0,1.1270000000000004,39763,0,3,0.2,101.75901359471877,False,0.12170731692109546,4,1.1580000000000004,40240,0,1,0.1,33.91967119823959,False,0.13419056278805203,0,1.0010000000000001,44845,0,47,0.5,1785.9999999999993,False,-0.018287186091435932,0,1.316,43952,0,52,0.6,1975.9999999999993,False,-0.03541532517707663,0.17500000000000002,236818,0.0,0.0,21,0,0,5,3,2.8,23,28,22,127.0,112.0,9,13,22,1150,1.183381468988955,55.212043438397814
48,22,0,0,0,10.0,20,10.0,9.841079460269864,0,,3.4117715313031747,0,,34.22739378389857,10,38.0,37.999999999999986,12,38.0,0,0.37100000000000005,11829,488,0,0.0,4880.0,False,-0.16413801183293306,0,0.272,12071,492,0,0.0,4920.0,False,-0.14879034620115986,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,0,2.7650000000000006,18274,0,0,0.0,0.0,False,-0.2680738574918893,0,1.1270000000000004,39763,0,3,0.0,102.6821813516957,False,0.12172032148182371,9,1.2440000000000002,40316,0,0,0.0,0.0,False,0.1358539471459965,0,1.0010000000000001,45111,0,40,0.5,1519.9999999999995,False,-0.015432496243829148,0,1.3160000000000003,43762,0,57,0.5,2165.999999999999,False,-0.03745438935393861,0.125,236770,0.0,0.0,16,0,0,7,2,1.8,20,27,18,129.0,82.0,9,13,18,656,0.980906461016275,56.19294989941409
49,18,0,0,0,10.0,20,10.0,9.841079460269864,0,,3.140450397520047,14,2.0714285714285716,34.72307747428083,15,38.666666666666664,37.99999999999999,20,38.0,0,0.37100000000000005,11739,497,0,0.0,4970.0,False,-0.16677406127350478,0,0.272,11961,503,0,0.0,5030.0,False,-0.1520121844063031,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,14,2.9050000000000007,17894,0,0,0.0,0.0,False,-0.28329394801137503,2,1.1470000000000002,39892,0,9,0.9,312.50769726852747,False,0.1283105270928683,10,1.3350000000000002,40331,0,5,0.5,173.61538737140415,False,0.1387222542876459,0,1.0010000000000001,45025,0,42,1.0,1595.9999999999998,False,-0.016462760248980468,0,1.316,44028,0,50,0.5,1899.9999999999995,False,-0.03459969950633183,0.3625,236514,0.0,0.0,20,0,0,5,8,7.4,20,25,18,96.0,78.0,8,10,18,960,1.0654353220015764,57.258385221415665
50,18,0,0,0,10.0,20,10.0,9.841079460269864,0,,3.1319697038947814,4,3.0,35.04979932314942,10,39.0,37.99999999999999,20,38.0,0,0.37100000000000005,11629,508,0,0.0,5080.0,False,-0.169995899478648,0,0.272,11871,512,0,0.0,5120.0,False,-0.15464823384687482,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,4,2.9310000000000005,17810,0,0,0.0,0.0,False,-0.2866583890735771,0,1.1450000000000002,40080,0,8,0.4,280.3983945851954,False,0.13315487680432178,0,1.3250000000000002,40521,0,0,0.0,0.0,False,0.14162957119513156,0,1.0010000000000001,45205,0,37,0.5,1405.9999999999998,False,-0.014638334406525006,0,1.3160000000000003,44218,0,45,0.5,1709.9999999999998,False,-0.032560635329469845,0.175,236978,0.0,0.0,19,0,0,7,1,1.0,22,29,20,125.0,70.0,10,8,20,1350,1.254900426021777,58.51328564743744
51,20,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,3.0952295436169286,2,2.0,35.35885863006494,10,39.0,38.0,20,38.0,0,0.37100000000000005,11529,518,0,0.0,5180.000000000001,False,-0.17292484330150548,0,0.272,11771,522,0,0.0,5220.000000000001,False,-0.15757717766973228,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,2,2.9470000000000005,17766,0,0,0.0,0.0,False,-0.2884207153442544,0,1.1450000000000002,40280,0,3,0.0,106.07657589019482,False,0.13633398005141992,5,1.3750000000000002,40552,0,2,0.2,70.71771726012987,False,0.14349915080379974,0,1.0010000000000001,45395,0,32,0.5,1216.0,False,-0.012599270229663017,0,1.316,44398,0,40,0.5,1520.0,False,-0.03073620948701438,0.15,237335,0.0,0.0,17,0,0,5,2,2.0,18,23,21,106.0,84.0,7,13,21,1160,1.0848193009733222,59.598104948410764
52,21,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,3.0758306197444596,1,2.0,35.46887656454924,5,38.0,38.0,20,38.0,0,0.37100000000000005,11449,526,0,0.0,5260.000000000001,False,-0.17526799835979145,0,0.272,11651,534,0,0.0,5340.000000000001,False,-0.16109191025716127,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,1,2.9550000000000005,17744,0,0,0.0,0.0,False,-0.28930187847959304,2,1.1650000000000003,40406,0,1,0.1,35.46887656454924,False,0.13888923306142664,0,1.37,40552,0,2,0.0,70.93775312909848,False,0.1435022504244252,0,1.0010000000000001,45623,0,26,0.5,988.0,False,-0.010152393217428633,0,1.3160000000000003,44740,0,31,0.0,1178.0,False,-0.027065893968662803,0.075,237809,0.0,0.0,20,0,0,5,2,1.4,22,27,18,112.0,85.0,9,12,18,960,1.0056672160280868,60.60377216443885
53,18,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,3.1486986600910867,2,5.0,35.768050586537115,10,39.0,38.0,20,38.0,0,0.37100000000000005,11349,536,0,0.0,5360.000000000001,False,-0.17819694218264895,0,0.272,11551,544,0,0.0,5440.000000000001,False,-0.16402085408001874,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,2,2.9740000000000006,17706,0,0,0.0,0.0,False,-0.29082388753154165,4,1.203,40462,0,2,0.2,71.53610117307423,False,0.1409750394598111,3,1.4000000000000001,40659,0,0,0.0,0.0,False,0.1455175522623542,0,1.0010000000000001,45803,0,21,0.5,798.0,False,-0.008327967374973171,0,1.316,44930,0,26,0.5,988.0,False,-0.025026829791800816,0.15,238104,0.0,0.0,15,0,0,3,3,2.4,22,25,15,119.0,76.0,7,11,15,960,0.8817924699978903,61.48556463443674
