index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,31,0,0,0,10.000000000000002,20,10.0,18.76871238500409,20,19.9,26.69146516967494,16,24.0,11.574425885034309,32,11.0625,54.000000000000014,20,54.0,6,1.3310000000000002,35069,259,0,0.0,2590.0000000000005,False,-0.1022342920627083,0,0.24500000000000002,42923,10,72,1.0,1451.3472917202944,False,0.07761198977558682,0,0.2,64438,0,10,0.0,266.9146516967494,False,0.012171131371555332,0,0.7310000000000001,63177,56,34,1.0,1958.5577093291772,False,0.0056631217911214,0,0.35300000000000004,80067,0,68,0.0,787.060960182333,False,0.008998037195630576,32,6.973000000000001,28352.0,101,0,0.0,2695.837982137169,False,-0.6275545315442286,0,0.37100000000000005,119032,100,28,1.0,2669.4425885034316,False,0.05309560354732123,12,2.3720000000000003,104125,556,0,0.0,6435.380792079076,False,-0.060852417399783525,0.375,537183,0.0,0.0,16,0,0,8,11,11.0,21,29,28,155.0,110.0,14,17,28,1408,1.8383872546255589,67.2288621654734
26,28,0,0,0,10.000000000000002,20,10.0,19.53126767286239,10,29.0,26.770785090358466,11,27.727272727272727,11.43538310030989,39,10.333333333333334,54.00000000000001,20,54.0,0,1.3250000000000002,34999,266,0,0.0,2660.0000000000005,False,-0.10309838291568942,0,0.24500000000000002,43083,13,72,1.0,1536.2512724460921,False,0.08261018729102701,0,0.2,64438,0,10,0.0,267.70785090358464,False,0.012177348153488348,0,0.7310000000000001,63192,56,33,1.0,1977.1868976621233,False,0.006044258152379646,0,0.35300000000000004,79942,1,69,1.0,815.8122190117409,False,0.007610775986680605,30,7.2410000000000005,26643.0,101,0,0.0,2703.849294126205,False,-0.6489356476798828,0,0.37100000000000005,119572,90,28,1.0,2541.18447902789,False,0.057259026750371395,10,2.4600000000000004,103533,595,0,0.0,6804.052944684385,False,-0.06441909331447457,0.5,535402,0.0,0.0,18,0,0,7,8,8.0,19,26,30,115.0,95.0,11,17,30,1515,1.4694260926917195,68.69828825816512
27,30,0,0,0,10.000000000000002,20,10.0,20.18803819152234,9,29.0,27.30061806015967,5,41.0,11.379859081875512,30,10.8,54.00000000000001,20,54.0,0,1.3250000000000004,34909,275,0,0.0,2750.0000000000005,False,-0.10420935686952228,0,0.24500000000000002,43234,14,73,1.0,1613.7267879811309,False,0.08729449188965716,0,0.2,64438,0,10,0.0,273.0061806015967,False,0.012218874367909726,0,0.7310000000000001,63136,55,38,1.0,2147.765586819796,False,0.00650337476933765,0,0.35300000000000004,79957,0,64,0.6,728.3109812400328,False,0.007250235012728617,19,7.401000000000001,25704.0,101,0,0.0,2757.362424076127,False,-0.6603754409535876,0,0.37100000000000005,120130,89,27,1.0,2470.807458286921,False,0.06183313556793177,9,2.5400000000000005,103098,616,0,0.0,7009.993194435316,False,-0.06732404243978321,0.45,534606,0.0,0.0,16,0,0,6,7,7.0,23,29,28,169.0,93.0,13,17,28,1480,1.5675729801878333,70.26586123835295
28,28,0,0,0,10.000000000000002,20,10.0,20.915981752088346,12,28.0,27.844882864360784,5,41.0,11.461294308795631,30,12.3,54.00000000000001,20,54.0,0,1.3250000000000002,34809,285,0,0.0,2850.0000000000005,False,-0.10544377237378101,0,0.24500000000000002,43470,14,71,1.0,1625.0347043982727,False,0.0932605197432203,0,0.2,64438,0,10,0.0,278.44882864360784,False,0.01226153169248068,0,0.7310000000000001,63005,57,43,1.0,2389.5409230365494,False,0.006344861846826143,0,0.35300000000000004,80042,0,64,0.5,733.5228357629204,False,0.008348838366771437,25,7.632000000000001,24233.0,101,0,0.0,2812.3331693004393,False,-0.6784775267465456,0,0.37100000000000005,120292,85,28,1.0,2486.210016247629,False,0.06331786215090221,11,2.6410000000000005,102815,640,0,0.0,7335.228357629204,False,-0.06837727537826904,0.4375,533104,0.0,0.0,17,0,0,8,10,10.0,24,32,29,170.0,67.0,15,13,29,1517,1.5332939336076379,71.79915517196059
29,29,0,0,0,10.000000000000002,20,10.0,20.915981752088346,0,,31.60048039438715,31,45.32258064516129,12.139335851747472,80,14.725000000000005,54.0,20,54.0,0,1.325,34719,294,0,0.0,2940.0000000000005,False,-0.10655474632761387,0,0.24500000000000002,43360,15,81,1.0,1844.194521919156,False,0.09325014840043395,0,0.2,64438,0,10,0.0,316.00480394387154,False,0.012555880585812914,0,0.7310000000000001,64410,47,22,1.0,1678.2617110246697,False,0.022793806027311424,0,0.35300000000000004,79939,7,64,1.0,998.1208572725483,False,0.008716256331418175,70,8.307,17067.0,115,0,0.0,3634.0552453545224,False,-0.7631888990547476,0,0.37100000000000005,120144,97,33,1.0,2959.5155776195047,False,0.06409349060184569,15,2.7800000000000007,101660,698,0,0.0,8473.256424519735,False,-0.07350410145182013,0.5,525737,0.0,0.0,13,0,0,5,15,15.0,25,30,32,161.0,108.0,13,16,32,2435,1.4669508133083582,73.26610598526895
30,32,0,0,0,10.000000000000002,20,10.0,20.709487568038288,14,19.0,32.69516287168702,7,53.0,12.455578276481658,36,15.5,54.0,20,54.0,5,1.3750000000000002,34479,307,0,0.0,3070.0000000000005,False,-0.11087520059251944,0,0.24500000000000002,43551,12,82,1.0,1818.1779805791396,False,0.09764446340672935,0,0.2,64438,0,10,0.0,326.9516287168702,False,0.012641677472504635,0,0.7310000000000001,64515,51,25,1.0,1873.562937762128,False,0.02597039687876889,0,0.35300000000000004,79939,0,71,0.7,884.3460576301977,False,0.008002872086767504,36,8.597,14816.0,122,0,0.0,3988.8098703458163,False,-0.7891927199230916,0,0.371,120297,114,30,1.0,3039.935923518909,False,0.06578389789637135,7,2.835000000000001,101536,707,0,0.0,8806.093841472531,False,-0.0731329776484605,0.4625,523571,0.0,0.0,16,0,0,9,8,8.0,26,35,23,232.0,117.0,18,14,23,1534,1.6496690092608333,74.91577499452978
31,23,0,0,0,10.000000000000002,20,10.0,21.815621290629533,18,29.0,33.60718315537188,11,43.81818181818182,14.989125169547382,30,44.06666666666667,54.0,20,54.0,0,1.37,34379,317,0,0.0,3170.0000000000005,False,-0.11210961609677818,0,0.24500000000000002,43973,12,74,1.0,1734.3559755065855,False,0.10702821843607678,0,0.2,64438,0,10,0.0,336.07183155371877,False,0.012713158018290802,0,0.7310000000000001,64475,59,24,1.0,2093.6940518760675,False,0.0270686891752964,0,0.35300000000000004,80917,0,57,0.8,854.3801346642008,False,0.020079380852640445,8,8.641000000000002,14318.0,125,0,0.0,4200.897894421485,False,-0.7941079599813057,0,0.37100000000000005,120621,104,34,1.0,3394.869017632928,False,0.07017125854185087,14,2.968000000000001,99859,737,0,0.0,11046.98524995642,False,-0.07800230428373012,0.475,522980,0.0,0.0,17,0,0,7,7,7.0,22,29,28,151.0,123.0,11,12,28,2826,1.4093473544344306,76.32512234896421
32,28,0,0,0,10.000000000000002,20,10.0,22.149238125088814,10,26.2,34.012298779459364,7,41.0,15.122757442726964,8,20.75,54.00000000000001,20,54.0,1,1.3800000000000001,34237,329,0,0.0,3290.0000000000005,False,-0.1141340575237625,0,0.24500000000000002,44154,10,75,1.0,1761.192859381661,False,0.11182808121690724,0,0.2,64438,0,10,0.0,340.12298779459366,False,0.01274490938000304,0,0.7310000000000001,64500,59,27,1.0,2225.137116425643,False,0.02849076821401083,0,0.35300000000000004,80710,0,60,0.7,907.3654465636179,False,0.017815767193130473,4,8.673000000000002,14214.0,125,0,0.0,4251.537347432421,False,-0.7950946330873404,0,0.37100000000000005,121130,97,33,1.0,3248.9074719445157,False,0.07398601669296279,9,3.0440000000000005,99617,742,0,0.0,11221.086022503408,False,-0.07935796767002304,0.4625,523000,0.0,0.0,15,0,0,11,7,7.0,25,36,27,252.0,121.0,18,10,27,1422,1.692364253103733,78.01748660206795
33,27,0,0,0,10.000000000000002,20,10.0,22.149238125088814,0,,35.61785876977842,12,51.0,17.25414291757243,45,31.955555555555556,54.00000000000001,10,54.0,0,1.3790000000000002,34137,339,0,0.0,3390.0000000000005,False,-0.11536847302802124,0,0.24500000000000002,44054,10,85,1.0,1982.6852406325493,False,0.11209338650330267,0,0.2,64438,0,10,0.0,356.1785876977842,False,0.012870746827320175,0,0.7310000000000001,65112,49,25,1.0,1975.7591373738126,False,0.0361294704708349,0,0.35300000000000004,81870,0,40,0.0,690.1657167028973,False,0.03100062523797013,25,8.919,12331.0,137,0,0.0,4879.646651459644,False,-0.8147696559481106,0,0.37100000000000005,119728,119,43,1.0,4375.24300719112,False,0.06664702360142394,10,3.1350000000000007,99377,755,0,0.0,13026.877902767184,False,-0.07355825166333976,0.375,521047,0.0,0.0,10,0,0,5,9,9.0,26,31,35,172.0,134.0,12,15,35,1972,1.6564218495041132,79.67390845157206
34,35,0,0,0,10.000000000000002,20,10.0,22.7321570789713,11,29.0,35.43031753384262,1,14.0,16.711582954261633,12,2.25,54.00000000000001,10,54.0,0,1.3790000000000002,34037,349,0,0.0,3490.0000000000005,False,-0.11660288853227997,0,0.24500000000000002,44273,10,84,1.0,2009.5011946335894,False,0.11783114670575963,0,0.2,64438,0,10,0.0,354.3031753384262,False,0.01285604808635808,0,0.7310000000000001,64807,50,34,1.0,2341.2386500992143,False,0.03421301551923505,0,0.35300000000000004,81856,0,41,0.1,685.174901124727,False,0.030793768112089653,12,9.014,11796.0,137,0,0.0,4853.953502136439,False,-0.821639808496442,0,0.37100000000000005,119723,110,53,1.0,4700.274124968781,False,0.06802513659455445,10,3.225000000000001,99153,766,0,0.0,12801.072542964412,False,-0.07650583324745655,0.3875,520083,0.0,0.0,11,0,0,10,7,7.0,29,39,33,265.0,144.0,22,13,33,533,1.8773274701088667,81.55123592168093
35,33,0,0,0,10.0,20,10.0,23.187173433900433,11,28.0,37.44297002983521,14,52.357142857142854,16.716827408151296,2,17.5,54.0,6,54.0,0,1.3790000000000002,33947,358,0,0.0,3580.0,False,-0.11771386248611282,0,0.24500000000000002,44471,11,83,1.0,2034.535395013736,False,0.12302845815348397,0,0.2,64438,0,10,0.0,374.4297002983521,False,0.013013791835554128,0,0.7310000000000001,65232,51,30,1.0,2305.8349460239783,False,0.04059749938101708,0,0.35300000000000004,81856,0,41,0.0,685.3899237342032,False,0.03079511633456361,2,9.022,11006.0,151,0,0.0,5653.888474505116,False,-0.8265309276393846,0,0.37100000000000005,119700,101,63,1.0,5090.399568223281,False,0.06953052357969203,6,3.2750000000000012,99050,767,0,0.0,12821.806622052045,False,-0.07731628452793557,0.375,519700,0.0,0.0,11,0,0,9,5,5.0,23,32,24,189.0,142.0,15,18,24,1241,3.007949259132147,84.55918518081307
36,24,0,0,0,10.0,20,10.0,23.51195670603154,23,25.130434782608695,39.42766022528659,32,46.0,17.047499684744025,32,19.84375,53.99999999999999,13,54.0,3,1.409,33764,370,0,0.0,3700.0,False,-0.1207505246265893,0,0.24500000000000002,44963,9,73,1.0,1806.3728395403025,False,0.13235863275571288,0,0.2,64438,0,10,0.0,394.27660225286587,False,0.013169344010132979,2,0.7510000000000001,66062,64,10,1.0,1899.0418314388844,False,0.05041963971658355,0,0.35300000000000004,81512,6,46,1.0,1020.7509468499447,False,0.028584019580715134,27,9.29,8841.0,167,0,0.0,6584.41925762286,False,-0.8478460851885253,0,0.37100000000000005,119076,114,73,1.0,5885.414964060818,False,0.06754892895790313,13,3.3990000000000014,98744,776,0,0.0,13228.859755361364,False,-0.07821283069099474,0.5,517400,0.0,0.0,15,0,0,8,12,11.125,17,25,29,98.0,85.0,10,14,29,1900,1.4020183393731713,85.96120352018625
37,29,0,0,0,10.0,20,10.0,23.996766003401692,14,28.285714285714285,39.42766022528659,0,,20.126209031860654,36,43.416666666666664,53.999999999999986,11,54.0,0,1.4060000000000001,33664,380,0,0.0,3800.0,False,-0.12198494013084804,0,0.24500000000000002,45259,9,69,1.0,1745.7768542347167,False,0.13891836630335413,0,0.2,64438,0,10,0.0,394.27660225286587,False,0.013169344010132979,0,0.7490000000000001,65666,68,20,1.0,2420.333292737047,False,0.04829793316668274,0,0.35300000000000004,83010,0,26,0.6,523.281434828377,False,0.04425016261507835,10,9.363,8394.0,167,0,0.0,6584.41925762286,False,-0.8534515928819906,0,0.37100000000000005,118093,130,83,1.0,7098.407174141885,False,0.064254873987917,11,3.4960000000000004,97925,786,0,0.0,15819.200299042473,False,-0.07404678866190799,0.45,516449,0.0,0.0,16,0,0,6,8,8.0,23,29,39,148.0,123.0,13,16,39,2094,1.7375033916905522,87.6987069118768
38,39,0,0,0,10.0,20,10.0,23.808780995130164,14,22.142857142857142,39.42766022528659,0,,19.527004034810897,29,13.793103448275861,53.999999999999986,9,54.0,4,1.4460000000000002,33482,391,0,0.0,3910.0,False,-0.12512035551166523,0,0.24500000000000002,45459,8,69,1.0,1722.8058886639812,False,0.1435724711599059,0,0.2,64438,0,10,0.0,394.27660225286587,False,0.013169344010132979,0,0.7490000000000001,65356,72,30,1.0,2897.0620384079693,False,0.047175029692044686,0,0.35300000000000004,83300,0,21,0.0,410.06708473102884,False,0.04717697531276124,24,9.593,7234.0,167,0,0.0,6584.41925762286,False,-0.8679983242565312,0,0.371,117998,139,93,1.0,7736.253560838713,False,0.06621399132460203,9,3.575,97461,796,0,0.0,15543.495211709474,False,-0.07931243236229214,0.375,514728,0.0,0.0,10,0,0,12,7,7.0,25,37,27,305.0,126.0,22,17,27,780,1.9428803334012628,89.64158724527806
39,27,0,0,0,10.0,20,10.0,23.808780995130164,0,,39.99232291179552,15,44.666666666666664,20.005212895797193,16,28.25,53.99999999999999,9,54.0,0,1.4420000000000002,33382,401,0,0.0,4010.0,False,-0.12635477101592396,0,0.24500000000000002,45359,8,79,1.0,1960.893698615283,False,0.14404263299117742,0,0.2,64438,0,10,0.0,399.9232291179552,False,0.013213600040112473,0,0.7490000000000001,66026,62,25,1.0,2475.952494492958,False,0.054376929967026866,0,0.35300000000000004,83185,0,26,1.0,520.135535290727,False,0.046424987367485085,11,9.679,6580.0,172,0,0.0,6878.679540828829,False,-0.8743546170771802,0,0.37100000000000005,117554,141,103,1.0,8382.735018307403,False,0.06515746127800749,9,3.656000000000001,97293,800,0,0.0,16004.170316637754,False,-0.07876703740818844,0.5,513817,0.0,0.0,12,0,0,12,5,5.0,16,28,27,118.0,98.0,12,15,27,1160,1.6531988773494959,91.29478612262756
40,27,0,0,0,9.999999999999998,20,10.0,24.398119717139206,17,28.705882352941178,40.03100397381822,5,41.0,21.42902812249076,14,48.142857142857146,53.999999999999986,11,54.0,0,1.4420000000000002,33252,414,0,0.0,4139.999999999999,False,-0.12795951117146032,0,0.24500000000000002,45777,5,72,1.0,1806.6646196340228,False,0.1524585189437604,0,0.2,64438,0,10,0.0,400.31003973818224,False,0.013216631708897081,0,0.7490000000000001,65743,69,30,1.0,2884.400379697152,False,0.05314209875144723,0,0.35300000000000004,83652,0,19,0.5,407.15153432732444,False,0.05157287495032376,2,9.688000000000002,6492.0,172,0,0.0,6885.332683496735,False,-0.8754164460611168,0,0.37100000000000005,116882,143,113,1.0,9166.351021516177,False,0.06270604481931515,11,3.7570000000000014,97061,802,0,0.0,17186.08055423759,False,-0.07562651772455516,0.4375,513297,0.0,0.0,13,0,0,9,5,5.0,23,32,24,161.0,84.0,14,13,24,1565,1.7799999993294477,93.074786121957
41,24,0,0,0,9.999999999999998,20,10.0,24.57225510924625,5,29.0,40.6145400320975,27,43.148148148148145,22.64020816341953,60,27.666666666666668,53.999999999999986,5,54.0,0,1.4420000000000002,33132,426,0,0.0,4259.999999999999,False,-0.1294408097765708,0,0.24500000000000002,45842,3,77,1.0,1922.0636434119613,False,0.1554877625405748,0,0.2,64438,0,10,0.0,406.145400320975,False,0.01326236695917376,0,0.7490000000000001,66763,64,13,1.0,2100.6133474090275,False,0.06298779957213756,0,0.35300000000000004,83491,9,19,1.0,795.6948153938486,False,0.05199011082724413,50,10.186,3270.0,180,0,0.0,7310.61720577755,False,-0.9131546517827424,0,0.37100000000000005,115528,180,123,1.0,10717.237469415513,False,0.057644217175346464,5,3.796000000000001,96689,815,0,0.0,18451.769653186915,False,-0.07334437324718324,0.5,509153,0.0,0.0,13,0,0,12,9,9.0,18,30,27,184.0,90.0,14,10,27,2090,1.746205946430564,94.82099206838757
42,27,0,0,0,9.999999999999998,20,10.0,24.766763158799854,22,25.818181818181817,38.05522520748793,22,22.954545454545453,23.221542768646355,6,50.166666666666664,53.999999999999986,9,54.0,2,1.4620000000000004,32978,437,0,0.0,4369.999999999999,False,-0.1318849524750031,0,0.24500000000000002,46318,2,67,1.0,1679.3731316395902,False,0.16424358883643483,0,0.2,64438,0,10,0.0,380.5522520748793,False,0.013061777976917299,9,0.8390000000000002,66412,76,10,1.0,2262.826252143668,False,0.05875716162821268,0,0.35300000000000004,83276,21,24,1.0,1356.476755804759,False,0.052810132273709044,1,10.146,3236.0,180,0,0.0,6849.940537347828,False,-0.9164695300067226,0,0.37100000000000005,115517,171,133,1.0,11152.883813438526,False,0.059453725408312175,9,3.881000000000001,96231,820,0,0.0,19041.66507029001,False,-0.07477092744278112,0.5,508406,0.0,0.0,15,0,0,9,7,6.6,22,31,30,196.0,81.0,14,13,30,1336,1.8326128385961056,96.65360490698367
43,30,0,0,0,9.999999999999998,20,10.0,24.372809315523007,16,21.25,39.1472739078815,19,47.0,23.861655920825726,41,27.853658536585368,53.99999999999999,12,54.0,4,1.5000000000000002,32810,445,0,0.0,4449.999999999999,False,-0.13504505616590545,0,0.24500000000000002,46534,4,65,1.0,1624.2326055089954,False,0.1688956006111467,0,0.2,64438,0,10,0.0,391.472739078815,False,0.013147368438583098,9,0.9200000000000004,66677,82,10,1.0,2390.0431029517017,False,0.06390816759112541,0,0.35300000000000004,84348,11,11,1.0,693.0982281157794,False,0.062093840387970056,18,10.325,1413.0,199,0,0.0,7790.307507668418,False,-0.933434235558805,0,0.37100000000000005,114425,189,143,1.0,12231.852969036061,False,0.05461973511800757,12,3.9920000000000013,95906,833,0,0.0,19876.75938204783,False,-0.07396122687165202,0.5,506551,0.0,0.0,13,0,0,14,10,9.473684210526315,19,33,34,227.0,114.0,17,13,34,1608,1.7766873072832823,98.43029221426696
44,34,0,0,0,9.999999999999998,20,10.0,24.430412143138767,13,25.0,39.45873228075655,3,54.0,24.265699141416704,23,28.956521739130434,53.999999999999986,11,54.0,2,1.5160000000000002,32710,451,0,0.0,4509.999999999999,False,-0.13677323787186768,0,0.24500000000000002,46713,8,64,1.0,1643.546377160881,False,0.17355322030812095,0,0.2,64438,0,10,0.0,394.5873228075655,False,0.013171779315052631,0,0.9110000000000003,66514,85,17,1.0,2747.3834809396567,False,0.06415380108895419,5,0.403,84665,1,10,1.0,282.1157236949236,False,0.06349219193969964,7,10.377,1048.0,202,0,0.0,7970.663920712823,False,-0.9368805793567283,0,0.37100000000000005,113759,202,153,1.0,13163.671226566174,False,0.05286912818494708,11,4.090000000000001,95671,833,0,0.0,20213.327384800115,False,-0.07454492911161995,0.5,505518,0.0,0.0,10,0,0,17,9,8.153846153846153,19,36,29,239.0,138.0,18,16,29,681,1.7920857155695558,100.22237792983651
45,29,0,0,0,10.0,20,10.0,24.741172041274258,10,28.7,40.01712820220616,6,52.0,25.771226351179145,13,56.0,53.999999999999986,10,54.0,0,1.5140000000000002,32610,461,0,0.0,4610.0,False,-0.13800765337612642,0,0.24500000000000002,46900,8,64,1.0,1663.4350106415525,False,0.17841544266931925,0,0.2,64438,0,10,0.0,400.1712820220616,False,0.013215544180751285,0,0.9110000000000003,66539,85,21,1.0,2943.359315754641,False,0.06608166247946266,2,0.41800000000000004,85271,0,1,0.1,25.771226351179145,False,0.06948428844131259,1,10.38,723.0,208,0,0.0,8323.56266605888,False,-0.9387434466595257,0,0.37100000000000005,113727,193,163,1.0,13775.846685777573,False,0.0552671380329383,10,4.179000000000001,94774,845,0,0.0,21776.686266746376,False,-0.07555387554136393,0.3875,504982,0.0,0.0,13,0,0,15,7,6.166666666666667,19,34,25,181.0,110.0,17,12,25,799,1.8579255305230618,102.08030346035957
46,25,0,0,0,10.0,20,10.0,25.00739110627447,11,28.0,39.78972702754136,2,26.0,23.715843401595894,25,3.44,53.999999999999986,14,54.0,0,1.514,32500,472,0,0.0,4720.0,False,-0.13936551043081102,0,0.24500000000000002,47118,7,63,1.0,1645.4656396952914,False,0.18357567756690893,0,0.2,64438,0,10,0.0,397.8972702754136,False,0.013197721375306927,0,0.9110000000000003,66283,86,29,1.0,3304.537718938304,False,0.0648995824040937,0,0.41600000000000004,85271,0,1,0.0,23.715843401595894,False,0.06947140089664038,25,10.629,-765.0,210,0,0.0,8355.842675783686,False,-0.9572009914614219,0,0.371,113703,187,173,1.0,13776.86271609843,False,0.05506160526036515,14,4.309000000000001,94364,866,0,0.0,20537.920385782043,False,-0.08456000811133155,0.375,502912,0.0,0.0,11,0,0,10,10,10.0,19,29,21,159.0,78.0,13,12,21,560,1.7731988076120615,103.85350226797163
47,21,0,0,0,10.0,20,10.0,24.445253062252927,16,20.1875,40.83102138715659,15,48.53333333333333,23.28058101082691,5,2.0,53.999999999999986,20,54.0,5,1.564,32320,480,0,0.0,4800.0,False,-0.14282187384273545,0,0.24500000000000002,47306,9,62,1.0,1605.6056898596814,False,0.1877250424621613,0,0.2,64438,0,10,0.0,408.3102138715659,False,0.013279333912309446,0,0.911,66688,92,24,1.0,3228.9077950190276,False,0.0706552848578967,0,0.41600000000000004,85257,0,2,0.1,46.56116202165382,False,0.06943908030812518,5,10.654000000000002,-3603.0,224,0,0.0,9146.148790723077,False,-0.9878349899632377,0,0.37100000000000005,114081,177,176,1.0,13624.662838916362,False,0.05770294685347229,13,4.425000000000001,94059,871,0,0.0,20277.38606043024,False,-0.08836818640557914,0.3875,500546,0.0,0.0,14,0,0,13,7,8.156862745098039,18,31,17,169.0,33.0,15,6,17,900,1.5792962852865458,105.43279855325818
48,17,0,0,0,10.0,20,10.0,24.445253062252927,0,,40.83102138715659,0,,23.26083088509732,17,23.0,53.99999999999999,14,54.0,0,1.5590000000000004,32220,490,0,0.0,4900.0,False,-0.1440562893469942,0,0.24500000000000002,47206,9,72,1.0,1850.0582204822108,False,0.1882737713922011,0,0.2,64438,0,10,0.0,408.3102138715659,False,0.013279333912309446,0,0.911,66688,82,34,1.0,3392.765478268064,False,0.07193953662722832,0,0.41600000000000004,85257,0,2,0.0,46.52166177019464,False,0.06943883263590649,17,10.819000000000003,-4388.0,224,0,0.0,9146.148790723077,False,-0.9976791142123882,0,0.37100000000000005,113734,180,186,1.0,14230.949559317516,False,0.05731924250344504,14,4.552000000000001,93676,875,0,0.0,20353.227024460157,False,-0.09138730763241634,0.375,498831,0.0,0.0,9,0,0,8,9,9.0,20,28,19,114.0,30.0,12,5,19,200,1.4795849518850446,106.91238350514323
49,19,0,0,0,10.0,20,10.0,23.532763869555225,5,1.0,40.97561010928182,16,42.0,22.985586985383648,12,18.0,53.99999999999999,8,54.0,5,1.6090000000000002,32020,499,0,0.0,4990.0,False,-0.14788297741019626,0,0.24500000000000002,47096,10,82,1.0,2029.6866373035284,False,0.18777541831012876,0,0.2,64438,0,10,0.0,409.7561010928182,False,0.013290666204975456,0,0.911,67355,77,28,1.0,2959.339901015643,False,0.0789978830708963,10,0.516,84351,6,10,1.0,475.7095305095274,False,0.06076840306051637,0,10.802000000000001,-4739.0,224,0,0.0,9178.536664479127,False,-1.0018776778872183,0,0.37100000000000005,113734,170,196,1.0,14491.549787515218,False,0.058459245951439316,8,4.618,93322,887,0,0.0,20388.215656035296,False,-0.09433141587763877,0.5,497577,0.0,0.0,9,0,0,9,6,5.833333333333334,20,29,22,148.0,69.0,11,8,22,872,1.7115689124912024,108.62395241763443
50,22,0,0,0,10.0,20,10.0,24.567776611230904,27,29.0,41.57831952449993,17,45.705882352941174,22.0284815261558,20,12.15,54.0,20,54.0,0,1.6040000000000003,31910,510,0,0.0,5100.0,False,-0.14924083446488087,0,0.24500000000000002,47789,9,65,1.0,1686.905479730009,False,0.20065307344438965,0,0.2,64438,0,10,0.0,415.7831952449993,False,0.013337904187201132,0,0.9110000000000003,67349,94,21,1.0,3182.5157114702033,False,0.08065299562246427,1,0.516,84217,3,10,1.0,345.0197738350578,False,0.05826856133977311,9,10.892,-12738.0,234,0,0.0,9729.326768732984,False,-1.0987338903180657,0,0.37100000000000005,114457,163,192,1.0,13958.642488763395,False,0.06245359712664879,6,4.670000000000001,93028,904,0,0.0,19913.747299644845,False,-0.09897921529840926,0.5,490450,0.0,0.0,16,0,0,14,7,16.535807050092764,17,31,27,192.0,70.0,14,8,27,2026,1.8975890316069126,110.52154144924134
51,27,0,0,0,10.000000000000002,20,10.0,24.413597545637327,14,23.0,41.413567322519036,43,40.95348837209303,25.701204757486597,55,39.30909090909091,53.999999999999986,20,54.0,2,1.624,31748,522,0,0.0,5220.000000000001,False,-0.1517590420935687,0,0.24500000000000002,48027,7,63,1.0,1608.0566453751517,False,0.20555556900845762,0,0.2,64438,0,10,0.0,414.1356732251904,False,0.013324991560664533,22,1.1310000000000002,67956,98,10,1.0,2806.6682326976484,False,0.08722210386940704,26,0.7750000000000001,83727,24,10,1.0,1250.9376633153229,False,0.0578040559253811,19,11.073,-32338.0,246,0,0.0,10187.737561339683,False,-1.3416491882589088,0,0.37100000000000005,112739,206,194,1.0,15770.448180042236,False,0.055348510822771334,12,4.784000000000001,92765,906,0,0.0,23285.291510282856,False,-0.08653129752802831,0.5,469062,0.0,0.0,17,0,0,12,10,35.42210144927536,19,31,30,182.0,129.0,14,13,30,2105,1.9081566045060754,112.42969805374742
