index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,21,0,0,0,10.000000000000002,20,10.0,5.878819825084505,2,9.0,21.320540324570473,5,14.0,38.02269982338562,8,46.5,44.00000000000001,12,44.0,0,0.7940000000000003,15013,274,0,0.0,2740.0000000000005,False,-0.1208006869163894,2,1.552,13077,266,0,0.0,2660.0000000000005,False,-0.22684340452935495,0,0.2,31222,0,7,0.2,149.24378227199333,False,0.06883719446521626,0,2.6480000000000006,25146,119,0,0.0,699.579559185056,False,-0.12927189031820882,0,0.2,37716,115,100,1.0,6254.132119664167,False,0.017794264991205434,0,0.2,40400,0,5,0.0,190.1134991169281,False,0.009122000288032643,12,2.3540000000000005,49297,74,0,0.0,2813.679786930536,False,-0.09832589594250235,0,1.6400000000000003,53087,0,14,0.5,616.0000000000001,False,-0.050468586061565276,0.2125,264958,0.0,0.0,16,0,0,15,9,9.0,19,34,20,185.0,69.0,13,8,20,642,1.4334315450396389,39.32939533109311
27,20,0,0,0,10.000000000000002,20,10.0,5.7524039274868235,6,4.333333333333333,21.676137509741142,10,26.0,38.92128736715503,4,55.75,44.0,9,44.0,2,0.8140000000000003,14859,287,0,0.0,2870.0000000000005,False,-0.12557690243640657,4,1.5900000000000003,12931,273,0,0.0,2730.0000000000005,False,-0.23280025759364603,0,0.2,31386,0,8,0.6,173.40910007792914,False,0.07485074109623868,5,2.698000000000001,25061,119,0,0.0,684.536067370932,False,-0.13243167809550682,0,0.2,37679,115,106,1.0,6618.412274538665,False,0.021411102625765285,0,0.2,40400,0,5,0.0,194.60643683577516,False,0.009177981470205793,9,2.4320000000000004,49156,74,0,0.0,2880.1752651694724,False,-0.1002420708021138,0,1.6400000000000003,52864,0,18,0.4,792.0,False,-0.052869311614176726,0.25,264336,0.0,0.0,13,0,0,11,7,7.0,22,33,21,198.0,51.0,13,7,21,613,1.2788898299913853,40.608285161084495
28,21,0,0,0,10.000000000000002,20,10.0,5.737984394640324,4,5.5,22.145810398493893,30,24.0,39.613474355721905,3,56.0,44.0,12,44.0,2,0.8320000000000001,14735,297,0,0.0,2970.0000000000005,False,-0.12954813781260063,2,1.606,12793,283,0,0.0,2830.0000000000005,False,-0.23752280777074167,0,0.2,31434,0,7,0.4,155.02067278945725,False,0.07617603006709905,25,2.943000000000001,24936,119,0,0.0,682.8201429621986,False,-0.13672995896721085,0,0.2,37127,135,113,1.0,7466.007005993251,False,0.018216339878806446,0,0.2,40400,0,5,0.0,198.06737177860953,False,0.009221104086553517,12,2.5430000000000006,48757,77,0,0.0,3050.2375253905866,False,-0.10582542701447022,0,1.6400000000000003,52864,0,18,0.0,792.0,False,-0.052869311614176726,0.175,263046,0.0,0.0,12,0,0,6,10,10.0,27,33,18,196.0,83.0,13,8,18,438,1.3547900800476782,41.963075241132174
29,18,0,0,0,10.000000000000002,20,10.0,5.4451720111242174,10,3.6,22.13109114095503,15,22.0,41.491155066604335,10,54.0,44.0,14,44.0,2,0.8500000000000003,14591,309,0,0.0,3090.0000000000005,False,-0.13405602661801008,8,1.6840000000000004,12553,291,0,0.0,2910.0000000000005,False,-0.24825587635504992,3,0.23,31565,0,10,1.0,221.31091140955027,False,0.08178188776697431,5,2.968000000000001,24851,119,0,0.0,647.9754693237819,False,-0.140227870132103,0,0.2,37337,140,113,1.0,7786.853282259994,False,0.027447148972812623,0,0.2,40400,0,5,0.0,207.45577533302168,False,0.00933808187760741,14,2.6710000000000007,47914,87,0,0.0,3609.7304907945772,False,-0.11584185006317839,0,1.6400000000000003,52864,0,18,0.0,792.0,False,-0.052869311614176726,0.25,262075,0.0,0.0,14,0,0,10,13,12.6,22,32,15,196.0,60.0,13,5,15,930,1.2047322019934654,43.16780744312564
30,15,0,0,0,10.000000000000002,20,10.0,5.550167444702827,2,9.0,21.58335378732868,9,13.444444444444445,42.09605375924092,3,56.0,44.0,13,44.0,2,0.8680000000000003,14487,317,0,0.0,3170.0000000000005,False,-0.13749060856498874,0,1.6760000000000004,12433,303,0,0.0,3030.0000000000005,False,-0.2514757969303424,0,0.227,31547,0,12,0.2,259.00024544794417,False,0.08181073469908724,9,3.053000000000001,24668,119,0,0.0,660.4699259196364,False,-0.14626430234760365,0,0.2,37384,139,120,1.0,8051.612627547596,False,0.03191722479438309,0,0.2,40400,0,5,0.0,210.4802687962046,False,0.009375766512948334,13,2.7870000000000004,47482,90,0,0.0,3788.6448383316824,False,-0.12193334129130858,0,1.6400000000000003,52864,0,18,0.0,792.0,False,-0.052869311614176726,0.15,261265,0.0,0.0,13,0,0,11,11,11.0,21,32,15,128.0,75.0,10,5,15,368,1.1110062819789164,44.278813725104555
31,15,0,0,0,10.000000000000002,20,10.0,5.6597858848641325,2,9.0,21.05046660068996,9,13.444444444444445,42.09605375924092,0,,44.0,11,44.0,2,0.8860000000000001,14323,331,0,0.0,3310.0000000000005,False,-0.1425351507996136,0,1.6760000000000002,12373,309,0,0.0,3090.0000000000005,False,-0.25308575721798865,0,0.227,31529,0,14,0.2,294.7065324096594,False,0.08180571927887814,9,3.1340000000000003,24485,119,0,0.0,673.5145202988317,False,-0.15229134045458087,0,0.2,37263,138,130,1.0,8377.451379596534,False,0.03296184030995704,0,0.2,40400,0,5,0.0,210.4802687962046,False,0.009375766512948334,11,2.8840000000000012,47281,90,0,0.0,3788.6448383316824,False,-0.12550775489186342,0,1.6400000000000003,52864,0,18,0.0,792.0,False,-0.052869311614176726,0.15,260518,0.0,0.0,10,0,0,11,10,10.0,20,31,19,155.0,75.0,10,5,19,200,1.5746603849693201,45.853474110073876
32,19,0,0,0,10.000000000000002,20,10.0,5.085122851767545,30,4.0,20.29740479270462,14,13.642857142857142,42.512582375411355,2,56.0,44.0,9,44.0,0,0.8840000000000001,14233,340,0,0.0,3400.0000000000005,False,-0.14495009123108296,30,1.976,11753,320,0,0.0,3200.0000000000005,False,-0.2834066759686594,0,0.227,31585,0,10,0.0,202.97404792704617,False,0.08215180574309361,10,3.225000000000001,24155,149,0,0.0,757.6833049133642,False,-0.16212418795612574,0,0.2,37184,142,138,1.0,8748.967848370823,False,0.03562221645656292,0,0.2,40400,0,5,0.0,212.56291187705676,False,0.009401715864799265,9,2.963000000000001,47027,92,0,0.0,3911.1575785378445,False,-0.12893534420591243,0,1.6400000000000003,52864,0,18,0.0,792.0,False,-0.052869311614176726,0.125,259201,0.0,0.0,13,0,0,8,8,8.0,21,29,25,176.0,132.0,10,9,25,368,1.1026682310039178,46.95614234107779
33,25,0,0,0,10.000000000000002,20,10.0,4.705734539059908,15,2.7333333333333334,20.29740479270462,0,,43.35442848964635,4,56.0,44.0,11,44.0,2,0.9040000000000001,14109,350,0,0.0,3500.0000000000005,False,-0.14892132660727703,13,2.0760000000000005,11363,330,0,0.0,3300.0000000000005,False,-0.30165289256198347,0,0.227,31544,5,20,1.0,429.47676854939186,False,0.08461932257350148,0,3.2150000000000007,24155,149,0,0.0,701.1544463199264,False,-0.1630894701970574,0,0.2,37408,132,144,1.0,8922.295135146083,False,0.04336384080273717,0,0.2,40400,0,5,0.0,216.77214244823176,False,0.009454162107805199,11,3.0640000000000005,46600,96,0,0.0,4162.02513500605,False,-0.13429814223848935,0,1.6400000000000003,52864,0,18,0.0,792.0,False,-0.052869311614176726,0.25,258443,0.0,0.0,11,0,0,19,11,11.0,20,39,21,242.0,114.0,17,8,21,424,1.3827899619936943,48.33893230307149
34,21,0,0,0,10.000000000000002,20,10.0,4.805968166407593,2,9.0,20.053209272222375,5,14.0,42.75567392413183,6,37.0,43.99999999999999,8,44.0,2,0.9220000000000002,13975,361,0,0.0,3610.0000000000005,False,-0.15316088869807878,0,2.063,11273,339,0,0.0,3390.0000000000005,False,-0.3040678329934528,0,0.227,31526,0,27,0.7,541.4366503500041,False,0.08591640740326502,5,3.265,24070,149,0,0.0,716.0892567947313,False,-0.16573735089657576,0,0.2,37560,127,148,1.0,8874.597318343753,False,0.04655731912511849,0,0.2,40400,0,5,0.0,213.77836962065913,False,0.009416860245965022,8,3.133000000000001,46487,96,0,0.0,4104.544696716655,False,-0.13681873013429258,0,1.6400000000000003,52642,0,24,0.6,1055.9999999999998,False,-0.054469795315917696,0.2875,257933,0.0,0.0,11,0,0,9,6,6.0,28,37,26,222.0,78.0,15,6,26,422,1.3686763209989294,49.70760862407042
35,26,0,0,0,10.0,20,10.0,4.91198968793568,2,9.0,19.360345843406016,15,14.0,43.61977976977815,4,56.0,43.99999999999999,13,44.0,2,0.9400000000000004,13821,374,0,0.0,3740.0,False,-0.15793710421809595,0,2.0630000000000006,11203,346,0,0.0,3460.0,False,-0.30594611999570676,0,0.227,31648,0,19,0.2,367.8465710247143,False,0.08711872154340206,5,3.31,23985,149,0,0.0,731.8864635024163,False,-0.16837050538741138,0,0.2,37574,132,154,1.0,9273.011735875429,False,0.051870364772052896,0,0.2,40400,0,5,0.0,218.09889884889074,False,0.00947069324988035,13,3.255000000000001,46004,100,0,0.0,4361.977976977815,False,-0.14311900505950412,0,1.6400000000000003,52642,0,24,0.0,1055.9999999999998,False,-0.054469795315917696,0.15,257277,0.0,0.0,14,0,0,18,8,8.0,20,38,22,301.0,96.0,19,7,22,564,1.5169557310291566,51.224564355099574
36,22,0,0,0,10.0,20,10.0,4.91198968793568,0,,20.672263338468028,48,23.895833333333332,44.20661156881257,3,55.0,43.99999999999999,13,44.0,0,0.9380000000000004,13701,386,0,0.0,3860.0,False,-0.16115702479338842,0,2.063,11123,354,0,0.0,3540.0,False,-0.3080927337125684,0,0.227,31894,0,10,0.0,206.72263338468028,False,0.0927687345613995,39,3.6950000000000007,23301,149,0,0.0,731.8864635024163,False,-0.19173036331576082,0,0.2,36592,170,161,1.0,10631.549230118388,False,0.04432641269553669,0,0.2,40400,0,5,0.0,221.03305784406285,False,0.009507252334272753,12,3.3620000000000005,45606,103,0,0.0,4553.280991587694,False,-0.1484957143351084,0,1.6400000000000003,52686,0,23,0.0,1011.9999999999999,False,-0.05407856596660324,0.125,255303,0.0,0.0,16,0,0,15,10,10.0,24,39,18,268.0,60.0,17,5,18,655,1.3562354249879718,52.580799780087546
37,18,0,0,0,10.0,20,10.0,4.91198968793568,0,,19.889524471168073,19,13.736842105263158,44.20661156881257,0,,43.99999999999999,16,44.0,0,0.9380000000000004,13551,401,0,0.0,4010.0,False,-0.16518192551250402,0,2.0630000000000006,11073,359,0,0.0,3590.0,False,-0.30943436728560697,0,0.227,31964,0,5,0.0,99.44762235584037,False,0.09332754383996171,14,3.7960000000000007,22970,149,0,0.0,731.8864635024163,False,-0.20303462205009368,0,0.2,36331,179,171,1.0,11119.555458606035,False,0.043902856520297434,0,0.2,40400,0,5,0.0,221.03305784406285,False,0.009507252334272753,9,3.440000000000001,45461,103,0,0.0,4553.280991587694,False,-0.1510742714101355,0,1.6400000000000003,52994,0,16,0.0,703.9999999999999,False,-0.05133996052140202,0.125,254744,0.0,0.0,16,0,0,10,8,8.0,21,31,17,159.0,51.0,11,7,17,578,1.2412977300118655,53.82209751009941
38,17,0,0,0,10.0,20,10.0,4.996404956834803,3,7.0,19.559299058185942,9,14.0,44.99038454091101,4,55.25,43.999999999999986,9,44.0,2,0.9580000000000004,13427,411,0,0.0,4110.0,False,-0.16915316088869808,1,2.0730000000000004,10955,369,0,0.0,3690.0,False,-0.31308361060427176,0,0.227,31943,0,8,0.3,156.47439246548754,False,0.09358413975727417,9,3.8720000000000008,22789,149,0,0.0,744.4643385683855,False,-0.20900132614035744,0,0.2,36426,178,177,1.0,11444.853296098347,False,0.05032337332226498,0,0.2,40400,0,5,0.0,224.95192270455505,False,0.009556080673634441,9,3.5210000000000012,45149,106,0,0.0,4768.9807613365665,False,-0.15470470398754674,0,1.6400000000000003,52938,0,17,0.1,747.9999999999998,False,-0.05194458769761528,0.17500000000000002,254027,0.0,0.0,15,0,0,7,10,10.0,23,30,16,146.0,34.0,10,7,16,421,0.9797888060566038,54.801886316156015
39,16,0,0,0,10.0,20,10.0,4.076371968241127,32,2.15625,19.40951568120094,4,14.0,46.1549277143963,6,56.0,43.99999999999999,20,44.0,0,0.9560000000000002,13297,424,0,0.0,4240.0,False,-0.17264140817859827,32,2.3920000000000012,10167,376,0,0.0,3760.0,False,-0.3534936138241923,0,0.227,31928,0,13,0.5,252.32370385561222,False,0.09470857730022217,4,3.9030000000000005,22667,176,0,0.0,717.4414664104384,False,-0.2136292908983566,0,0.2,36706,172,181,1.0,11692.478613472293,False,0.06038623705390486,0,0.2,40400,0,5,0.0,230.7746385719815,False,0.009628630648308956,13,3.642000000000001,44723,109,0,0.0,5030.887120869197,False,-0.1599515665101524,0,1.6400000000000003,53078,0,13,0.3,571.9999999999999,False,-0.05101986378105383,0.225,252966,0.0,0.0,16,0,0,5,9,9.0,28,33,20,180.0,30.0,11,5,20,844,1.1916420930065215,55.993528409162536
40,20,0,0,0,9.999999999999998,20,10.0,4.76153816477434,29,6.862068965517241,19.252280761029574,4,14.0,46.83393091579883,4,55.5,43.99999999999999,20,44.0,24,1.1960000000000002,12905,430,0,0.0,4299.999999999999,False,-0.1920682623161962,5,2.4100000000000006,9927,390,0,0.0,3899.999999999999,False,-0.36261672212085433,0,0.227,31961,0,16,0.7,308.0364921764732,False,0.09678693508036731,0,3.8990000000000005,22491,198,0,0.0,942.7845566253193,False,-0.21579207409881296,0,0.2,36872,166,187,1.0,11953.82368758529,False,0.06777920814853708,0,0.2,40400,0,5,0.0,234.16965457899414,False,0.00967093192677352,10,3.7290000000000014,44388,112,0,0.0,5245.400262569469,False,-0.16400156258274082,0,1.6400000000000003,53462,0,4,0.1,175.99999999999997,False,-0.04771219746412249,0.225,252406,0.0,0.0,20,0,0,13,9,9.0,21,34,25,191.0,66.0,13,7,25,918,1.5186304720118642,57.5121588811744
41,25,0,0,0,9.999999999999998,20,10.0,4.641837796987996,12,3.5833333333333335,19.252280761029574,0,,47.49997349119546,4,55.75,44.0,20,44.0,2,1.1920000000000004,12821,436,0,0.0,4359.999999999999,False,-0.19496619083395944,10,2.505000000000001,9582,404,0,0.0,4039.999999999999,False,-0.3773746914242782,0,0.227,31918,2,26,1.0,509.8429753807449,False,0.09876443726957315,0,3.8990000000000005,22491,198,0,0.0,919.0838838036233,False,-0.216196784880919,0,0.2,37095,156,193,1.0,12170.850682521337,False,0.07604040323109647,0,0.2,40400,0,5,0.0,237.49986745597732,False,0.00971242577009115,11,3.8290000000000006,44135,113,0,0.0,5367.497004505087,False,-0.16741506762483696,5,1.6900000000000002,53410,0,3,0.3,132.0,False,-0.0490281507299984,0.2875,251852,0.0,0.0,13,0,0,17,12,11.5,13,30,22,295.0,48.0,19,6,22,555,1.5067872370127589,59.01894611818716
42,22,0,0,0,9.999999999999998,20,10.0,4.641837796987996,0,,19.756389173245104,10,26.0,48.61697223706675,10,54.0,43.99999999999999,20,44.0,0,1.1900000000000004,12711,447,0,0.0,4469.999999999999,False,-0.1979177846946442,0,2.4950000000000006,9492,413,0,0.0,4129.999999999999,False,-0.37978963185574754,0,0.227,32178,0,18,0.2,355.6150051184119,False,0.10501033101872219,0,3.899,22491,198,0,0.0,919.0838838036233,False,-0.216196784880919,0,0.2,37375,156,193,1.0,12465.072352780118,False,0.08668384899673698,0,0.2,40400,0,5,0.0,243.08486118533375,False,0.009782013770407048,12,3.938000000000001,43906,113,0,0.0,5493.717862788542,False,-0.1703651071186977,5,1.7350000000000003,52950,0,10,1.0,439.99999999999994,False,-0.054469795315917696,0.275,251503,0.0,0.0,16,0,0,13,8,8.0,14,27,18,253.0,48.0,16,6,18,1132,1.3155764599796385,60.3345225781668
43,18,0,0,0,9.999999999999998,20,10.0,4.621989529260214,5,4.2,20.77605421528384,35,24.285714285714285,48.88854337339555,2,56.0,44.0,20,44.0,2,1.2100000000000004,12577,458,0,0.0,4579.999999999999,False,-0.20215734678544595,3,2.525000000000001,9342,422,0,0.0,4219.999999999999,False,-0.3854244928625094,0,0.227,32157,0,23,0.5,477.8492469515283,False,0.10638040447647837,35,4.2490000000000006,22061,198,0,0.0,915.1539267935223,False,-0.23094918331352204,0,0.2,36637,181,201,1.0,13587.06303101888,False,0.08227295759947777,0,0.2,40400,0,5,0.0,244.44271686697775,False,0.00979893240383487,11,4.036000000000001,43713,113,0,0.0,5524.405401193697,False,-0.17352439491763114,0,1.7300000000000002,53234,0,3,0.2,132.0,False,-0.052157985524514075,0.2125,250121,0.0,0.0,15,0,0,4,9,9.0,18,22,12,198.0,48.0,12,6,12,708,1.0025633969926275,61.337085975159425
44,12,0,0,0,9.999999999999998,20,10.0,4.7900941330088225,4,9.0,21.923775414567128,34,26.647058823529413,48.88854337339555,0,,44.0,20,44.0,4,1.2480000000000004,12437,467,0,0.0,4669.999999999999,False,-0.20725555436299237,0,2.5220000000000007,9232,433,0,0.0,4329.999999999999,False,-0.3883760867231942,0,0.227,32339,0,20,0.2,438.4755082913426,False,0.1119236963951255,29,4.504000000000001,21718,200,0,0.0,958.0188266017645,False,-0.24193130653663186,0,0.2,35731,205,211,1.0,14809.85661177272,False,0.07493155338748432,0,0.2,40400,0,5,0.0,244.44271686697775,False,0.00979893240383487,9,4.115000000000001,43565,113,0,0.0,5524.405401193697,False,-0.17615630144938296,8,1.8100000000000003,53249,0,0,0.0,0.0,False,-0.05306492628883396,0.15,248671,0.0,0.0,12,0,0,3,14,13.666666666666668,17,20,13,134.0,24.0,9,3,13,488,0.792405067011714,62.12949104217114
45,13,0,0,0,10.0,20,10.0,4.710932746914599,2,1.0,21.647548762509324,5,13.0,49.59243775793003,6,55.333333333333336,44.0,20,44.0,0,1.2440000000000004,12367,474,0,0.0,4740.0,False,-0.20913384136524632,2,2.5420000000000007,9062,446,0,0.0,4460.0,False,-0.394010947729956,0,0.227,32402,0,17,0.2,368.0083289626585,False,0.11287197037264192,0,4.475000000000001,21718,200,0,0.0,942.1865493829198,False,-0.24220165722852843,0,0.2,35998,200,215,1.0,14991.88387045682,False,0.0838531220620601,0,0.2,40400,0,5,0.0,247.96218878965016,False,0.009842784380244338,12,4.226000000000001,43116,117,0,0.0,5802.315217677813,False,-0.18166988051786487,8,1.8820000000000006,53015,0,2,0.2,88.0,False,-0.056443725214731566,0.175,248078,0.0,0.0,12,0,0,6,12,12.0,3,9,11,142.0,42.0,9,4,11,597,0.9578910699929111,63.08738211216405
46,11,0,0,0,10.0,20,10.0,4.696240720456162,9,4.555555555555555,21.36001970580509,5,13.0,50.05331687164721,4,55.75,44.00000000000001,20,44.0,4,1.2840000000000005,12209,485,0,0.0,4850.0,False,-0.2146613716861651,5,2.5900000000000007,8872,455,0,0.0,4550.0,False,-0.4017924224535795,0,0.227,32361,0,26,0.9,555.3605123509324,False,0.1146709557793609,5,4.525000000000001,21628,200,0,0.0,939.2481440912323,False,-0.2453254987177482,0,0.2,36156,195,221,1.0,15226.986871266026,False,0.0907197646498296,0,0.2,40400,0,5,0.0,250.26658435823606,False,0.009871496727531664,10,4.314000000000001,42859,119,0,0.0,5956.344707726018,False,-0.18487058570833834,8,1.9540000000000004,52872,0,2,0.2,88.00000000000001,False,-0.05898671598527555,0.2625,247357,0.0,0.0,14,0,0,3,11,10.5,4,7,11,121.0,42.0,7,4,11,467,0.7466537060099654,63.834035818174016
47,11,0,0,0,10.0,20,10.0,4.792931254639244,40,5.0,21.232041916420272,10,19.5,44.88042391646042,10,20.0,44.00000000000001,20,44.0,2,1.3000000000000003,12095,494,0,0.0,4940.0,False,-0.21836428034775143,38,2.9650000000000007,7979,466,0,0.0,4660.0,False,-0.4467639798218311,0,0.227,32451,0,29,0.8,615.7292155761879,False,0.118775472415153,5,4.570000000000001,21378,232,0,0.0,1111.9600510763046,False,-0.25091424385990396,0,0.2,36161,195,221,1.0,14058.821859239706,False,0.07628924044007704,0,0.2,40400,0,5,0.0,224.4021195823021,False,0.00954923022729573,11,4.4140000000000015,42464,129,0,0.0,5789.574685223394,False,-0.1933777791935038,7,2.0160000000000005,52879,0,0,0.0,0.0,False,-0.05964469261821351,0.225,245807,0.0,0.0,15,0,0,7,13,13.0,1,8,17,143.0,39.0,8,3,17,618,0.8302764969994314,64.66431231517345
48,17,0,0,0,10.0,20,10.0,4.632344776557935,5,1.0,20.965776897268412,5,14.0,46.95600666077776,12,56.0,44.00000000000001,20,44.0,0,1.298,11955,508,0,0.0,5080.0,False,-0.2221208543522593,5,2.977000000000001,7819,472,0,0.0,4720.0,False,-0.4537404744016314,0,0.227,32521,0,24,0.0,503.1786455344419,False,0.11924419667249139,0,4.565000000000001,21373,237,0,0.0,1097.8657120442306,False,-0.2513256768545434,0,0.2,36763,190,219,1.0,14266.863069191328,False,0.09388301563945435,0,0.2,40400,0,5,0.0,234.78003330388879,False,0.009678537134041347,10,4.503000000000001,41850,137,0,0.0,6432.972912526553,False,-0.19857581035578256,10,2.1090000000000004,52482,0,4,0.4,176.00000000000003,False,-0.06513968666085751,0.175,245163,0.0,0.0,16,0,0,4,12,12.0,7,11,19,166.0,78.0,11,6,19,942,1.1713485030340962,65.83566081820754
49,19,0,0,0,10.0,20,10.0,5.234601138815937,17,9.0,20.692018285914447,5,14.0,47.80575134087779,6,56.0,44.00000000000001,17,44.0,0,1.2980000000000003,11835,520,0,0.0,5200.0,False,-0.22534077492755178,17,3.1420000000000012,7535,480,0,0.0,4800.0,False,-0.4668348180744875,0,0.227,32521,0,24,0.0,496.60843886194675,False,0.11913200435200214,5,4.615000000000001,21135,254,0,0.0,1329.588689259248,False,-0.2554969316406672,0,0.2,37029,185,223,1.0,14488.70593190992,False,0.1032757598234434,0,0.2,40400,0,5,0.0,239.02875670438897,False,0.009731475450477025,11,4.6030000000000015,41487,140,0,0.0,6692.805187722891,False,-0.2027207761659267,2,2.1190000000000007,52474,0,3,0.3,132.00000000000003,False,-0.06567318122810449,0.1625,244416,0.0,0.0,16,0,0,8,8,7.666666666666667,5,13,25,183.0,78.0,13,6,25,668,1.4419433059520088,67.27760412415955
50,25,0,0,0,10.0,20,10.0,5.2396661491126215,6,5.333333333333333,21.118354255147988,10,26.0,48.33894276884324,4,56.0,44.0,20,44.0,0,1.2980000000000003,11745,529,0,0.0,5290.0,False,-0.22775571535902114,6,3.185000000000001,7327,491,0,0.0,4910.0,False,-0.47504561554148333,0,0.227,32679,0,25,0.6,527.9588563786997,False,0.1250633321331016,5,4.66,21050,254,0,0.0,1330.8752018746059,False,-0.25837786957626774,0,0.2,36993,185,229,1.0,14976.51343126748,False,0.1084566452100411,0,0.2,40400,0,5,0.0,241.6947138442162,False,0.009764692788808833,13,4.722000000000001,41222,140,0,0.0,6767.451987638054,False,-0.20676958380632324,4,2.1570000000000005,52343,0,4,0.4,176.0,False,-0.06761154482243523,0.25,243759,0.0,0.0,13,0,0,9,12,12.0,8,17,19,267.0,99.0,17,8,19,746,2.1189548319671303,69.39655895612668
51,19,0,0,0,10.000000000000002,20,10.0,5.138105176368093,5,3.0,21.87222047208869,35,24.285714285714285,48.73299021649931,3,56.0,44.0,10,44.0,0,1.2980000000000005,11625,541,0,0.0,5410.000000000001,False,-0.2309756359343136,5,3.2290000000000005,7157,499,0,0.0,4990.000000000001,False,-0.48202211012128365,0,0.227,32749,0,20,0.0,437.44440944177376,False,0.1259083434555133,30,4.955000000000001,20885,259,0,0.0,1330.769240679336,False,-0.26401473240874057,0,0.2,36311,210,236,1.0,16094.151990232462,False,0.10538702671674431,0,0.2,40400,0,5,0.0,243.66495108249654,False,0.009789241584421411,10,4.809000000000001,40998,141,0,0.0,6871.351620526403,False,-0.2098291784136859,0,2.1530000000000005,52231,0,6,0.2,264.0,False,-0.06882079917486174,0.15,242356,0.0,0.0,14,0,0,6,7,7.0,5,11,18,177.0,69.0,11,8,18,438,1.1859735460020602,70.58253250212874
52,18,0,0,0,10.000000000000002,20,10.0,5.444827992049599,17,7.235294117647059,22.19884489216479,24,24.0,48.73299021649931,0,,44.0,20,44.0,12,1.4180000000000004,11381,551,0,0.0,5510.000000000001,False,-0.24138671246109264,5,3.2740000000000005,6953,509,0,0.0,5090.000000000001,False,-0.49028657293120104,0,0.227,32728,0,25,0.5,554.9711223041197,False,0.12719803152734066,24,5.165000000000001,20511,271,0,0.0,1475.5483858454413,False,-0.2743152831896889,0,0.2,35735,224,246,1.0,16960.856849103744,False,0.10183230144164748,0,0.2,40400,0,5,0.0,243.66495108249654,False,0.009789241584421411,9,4.889000000000001,40852,141,0,0.0,6871.351620526403,False,-0.21242551864095457,5,2.2030000000000007,52435,0,0,0.0,0.0,False,-0.06754041221346896,0.1875,240995,0.0,0.0,12,0,0,6,14,14.0,6,12,14,189.0,63.0,12,6,14,464,1.1589704129728489,71.74150291510159
