index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,32,0,0,0,10.000000000000002,20,10.0,4.0350390088318635,2,1.0,32.84701751269531,2,36.0,41.43817150454485,8,63.875,54.000000000000014,6,54.0,2,0.9219999999999999,11557,275,0,0.0,2750.0000000000005,False,-0.18476958961104456,0,1.3430000000000002,10615,245,0,0.0,2450.0000000000005,False,-0.2536090272962239,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,24259,3,120,1.0,3953.7472185499328,False,0.14064056385700482,0,1.217,35118,0,0,0.0,0.0,False,0.03831825439063331,6,1.457,31530,0,2,0.2,82.8763430090897,False,-0.0665413585386865,6,2.1590000000000007,37258,177,0,0.0,7334.556356304438,False,-0.1828182708381977,0,0.8570000000000002,51197,0,21,0.7,1134.0000000000002,False,0.033605558994429026,0.2375,225539,0.0,0.0,14,0,0,5,6,5.5,33,38,31,190.0,90.0,13,19,31,342,1.17252501193434,45.576390927657485
26,31,0,0,0,10.000000000000002,20,10.0,3.6705222012256,12,1.6666666666666667,33.06371757976914,2,36.0,41.841035719353556,10,46.7,54.00000000000002,14,54.0,3,0.9500000000000002,11417,283,0,0.0,2830.0000000000005,False,-0.19107356742104267,9,1.4330000000000003,10308,257,0,0.0,2570.0000000000005,False,-0.2691798524869192,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,24311,5,128,1.0,4250.508461216578,False,0.14935238600966438,8,1.2970000000000002,35064,0,1,0.1,41.841035719353556,False,0.037340208085260326,0,1.451,31600,0,1,0.1,41.841035719353556,False,-0.06507833605760516,14,2.2930000000000006,36695,180,0,0.0,7531.38642948364,False,-0.19209494189928678,0,0.8570000000000002,50934,0,28,0.7,1512.0000000000007,False,0.03212795271659911,0.2375,224334,0.0,0.0,15,0,0,8,15,15.0,31,39,32,195.0,64.0,15,16,32,378,1.2151148170232773,46.79150574468076
27,32,0,0,0,10.000000000000002,20,10.0,3.6705222012256,0,,33.365494078760065,3,36.0,42.31168630582308,15,46.0,54.00000000000002,10,54.0,0,0.9470000000000001,11307,294,0,0.0,2940.0000000000005,False,-0.19454075521654163,0,1.4240000000000002,10218,266,0,0.0,2660.0000000000005,False,-0.2720166425014184,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,24419,0,130,0.5,4337.5142302388085,False,0.15593918156251493,9,1.379,35166,0,2,0.2,84.62337261164616,False,0.04098845976896174,4,1.491,31491,0,1,0.1,42.31168630582308,False,-0.06829413271974123,10,2.3790000000000004,35994,188,0,0.0,7954.597025494739,False,-0.20186700519663414,0,0.8570000000000002,50733,0,35,0.7,1890.0000000000007,False,0.031888340887761824,0.1875,223333,0.0,0.0,15,0,0,5,13,12.3,33,38,38,189.0,129.0,12,20,38,308,1.1386138573288918,47.930119602009654
28,38,0,0,0,10.000000000000002,20,10.0,3.5965165453580457,2,1.0,33.55186939987253,2,36.0,41.545796935587084,8,30.125,54.000000000000014,9,54.0,0,0.9470000000000001,11217,303,0,0.0,3030.0000000000005,False,-0.19737754523104079,2,1.4440000000000002,10068,277,0,0.0,2770.0000000000005,False,-0.2780054214209166,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,24489,0,130,0.2,4361.743021983429,False,0.15950921746844546,0,1.37,35236,0,1,0.0,41.545796935587084,False,0.04242129083045935,6,1.5470000000000002,31329,0,2,0.2,83.09159387117417,False,-0.07248105384259983,9,2.4590000000000005,35716,190,0,0.0,7893.701417761546,False,-0.20802598372874395,0,0.8570000000000002,50595,0,41,0.6,2214.0000000000005,False,0.03236756454543639,0.125,222655,0.0,0.0,16,0,0,9,8,8.0,30,39,34,272.0,151.0,19,19,34,395,1.261687507852912,49.191807109862566
29,34,0,0,0,10.000000000000002,20,10.0,3.4051367808878075,6,1.3333333333333333,33.730279370318165,2,36.0,39.655555648505505,10,18.0,54.000000000000014,7,54.0,4,0.9870000000000001,11035,313,0,0.0,3130.0000000000005,False,-0.2056987959402383,2,1.4620000000000002,9930,287,0,0.0,2870.0000000000005,False,-0.28355292189371495,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,24553,0,134,0.6,4519.8574356226345,False,0.16572882560807423,0,1.37,35200,0,2,0.1,79.31111129701101,False,0.041915189984285485,8,1.6210000000000002,31112,0,1,0.1,39.655555648505505,False,-0.07953912312032843,7,2.520000000000001,35600,190,0,0.0,7534.555573216046,False,-0.21392788110045682,0,0.8570000000000002,50415,0,51,1.0,2754.000000000001,False,0.03416465326171602,0.22499999999999998,221850,0.0,0.0,12,0,0,10,10,9.6,30,40,33,216.0,132.0,15,19,33,272,1.2897372338920832,50.48154434375465
30,33,0,0,0,10.000000000000002,20,10.0,3.2590143927761246,9,2.2222222222222223,33.90029915161805,2,36.0,41.07935005590954,30,46.4,54.000000000000014,15,54.0,8,1.0630000000000002,10795,321,0,0.0,3210.0000000000005,False,-0.21830675156023452,1,1.47,9791,299,0,0.0,2990.0000000000005,False,-0.2885330643636134,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,24605,0,141,0.9,4779.942180378145,False,0.17364336725312257,14,1.5100000000000002,35249,0,1,0.1,41.07935005590954,False,0.0427987604230369,13,1.743,31058,0,1,0.1,41.07935005590954,False,-0.08111466870593241,15,2.663000000000001,34264,208,0,0.0,8544.504811629185,False,-0.2305215070422996,0,0.8570000000000002,49963,2,61,1.0,3376.15870011182,False,0.03135079870721248,0.2625,219730,0.0,0.0,14,0,0,18,16,15.083333333333334,18,36,33,230.0,98.0,17,16,33,272,1.2305029593408108,51.71204730309546
31,33,0,0,0,10.000000000000002,20,10.0,3.098965158882528,5,1.0,34.06163130342579,2,36.0,40.173414355351554,5,17.0,54.000000000000014,10,54.0,5,1.1050000000000002,10615,329,0,0.0,3290.0000000000005,False,-0.22713232049423185,0,1.4690000000000003,9671,311,0,0.0,3110.0000000000005,False,-0.2923154510496123,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,24672,0,144,0.5,4904.874907693314,False,0.17927209485877388,4,1.5360000000000005,35130,0,1,0.1,40.173414355351554,False,0.03926694776115173,0,1.7300000000000002,31022,0,2,0.1,80.34682871070311,False,-0.08159856264102208,10,2.7480000000000007,34067,208,0,0.0,8356.070185913122,False,-0.23633643311921565,0,0.8570000000000002,49878,0,68,0.7,3672.000000000001,False,0.032607176374273676,0.175,219060,0.0,0.0,13,0,0,8,7,6.8,34,42,32,230.0,98.0,15,18,32,272,1.2114938544109464,52.923541157506406
32,32,0,0,0,10.000000000000002,20,10.0,3.167119037237443,10,3.6,34.21409917287751,2,36.0,40.98785101004884,34,43.85294117647059,54.000000000000014,14,54.0,10,1.2,10319,339,0,0.0,3390.0000000000005,False,-0.24264010590682722,0,1.469,9571,321,0,0.0,3210.0000000000005,False,-0.29546743995461133,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,24708,0,152,1.0,5200.5430742773815,False,0.18726453359152606,8,1.6120000000000003,35346,0,1,0.1,40.98785101004884,False,0.045665363535717186,23,1.9600000000000002,30895,0,1,0.1,40.98785101004884,False,-0.0859353697148299,14,2.878000000000001,33083,217,0,0.0,8894.363669180599,False,-0.25061037450150153,0,0.8570000000000002,49003,15,78,1.0,4826.817765150734,False,0.026664980383286362,0.275,216930,0.0,0.0,12,0,0,16,14,13.719999999999999,11,27,38,210.0,74.0,15,17,38,272,1.3717965250834823,54.29533768258989
33,38,0,0,0,10.000000000000002,20,10.0,3.097794523655307,6,2.3333333333333335,34.42108872282686,3,36.0,41.48749977032121,6,53.0,54.00000000000002,12,54.0,0,1.1900000000000002,10209,350,0,0.0,3500.0000000000005,False,-0.24610729370232617,6,1.5290000000000004,9365,330,0,0.0,3300.0000000000005,False,-0.30561684422870833,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,24802,0,155,0.6,5335.268752038163,False,0.19428000417456123,2,1.6240000000000003,35349,0,2,0.2,82.97499954064241,False,0.0463747708524133,2,1.957,30934,0,1,0.1,41.48749977032121,False,-0.08477488765048899,12,2.9840000000000004,32814,217,0,0.0,9002.787450159702,False,-0.25489918881252677,0,0.8570000000000002,48685,11,88,1.0,5208.362497473535,False,0.024124543214727425,0.2375,216163,0.0,0.0,15,0,0,11,10,9.333333333333332,18,29,31,276.0,133.0,18,20,31,308,1.3946204893290997,55.68995817191899
34,31,0,0,0,10.000000000000002,20,10.0,3.094872987932984,2,3.0,34.42108872282686,0,,43.58686385255692,11,68.36363636363636,54.00000000000002,12,54.0,2,1.21,10083,359,0,0.0,3590.0000000000005,False,-0.25121351572842465,0,1.5230000000000001,9255,341,0,0.0,3410.0000000000005,False,-0.30908403202420726,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,24796,0,157,0.2,5404.110929483817,False,0.19551564996051948,9,1.7120000000000002,35693,0,0,0.0,0.0,False,0.055319023121045474,0,1.9550000000000003,30934,0,1,0.0,43.58686385255692,False,-0.08474385216940812,12,3.0920000000000014,31787,228,0,0.0,9937.804958382978,False,-0.2660709155330068,0,0.8570000000000002,48685,1,98,1.0,5335.586863852559,False,0.025394729177258414,0.15,215238,0.0,0.0,12,0,0,8,8,7.6,13,21,36,143.0,123.0,11,20,36,200,1.1983407633379102,56.8882989352569
35,36,0,0,0,10.0,20,10.0,3.237218512957448,6,4.666666666666667,34.48607643764181,1,36.0,42.943018031632256,7,31.285714285714285,54.000000000000014,11,54.0,0,1.208,10013,366,0,0.0,3660.0,False,-0.253419907961924,6,1.583,9023,354,0,0.0,3540.0,False,-0.3196116749669041,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,24804,0,162,0.6,5586.744382897974,False,0.1998335807768787,2,1.723,35705,0,1,0.1,42.943018031632256,False,0.05630866031032503,4,1.9950000000000003,30851,0,0,0.0,0.0,False,-0.08784223286618177,11,3.190000000000001,31413,230,0,0.0,9876.89414727542,False,-0.2741469404836622,0,0.8570000000000002,48600,0,104,0.6,5616.000000000002,False,0.026497074738922946,0.16249999999999998,214414,0.0,0.0,12,0,0,18,11,10.8,11,29,35,265.0,75.0,18,18,35,236,1.272392957471311,58.16069189272821
36,35,0,0,0,10.0,20,10.0,3.237218512957448,0,,34.61294518446335,2,36.0,42.74986087943894,3,35.0,54.00000000000001,8,54.0,0,1.208,9923,375,0,0.0,3750.0,False,-0.25625669797642314,0,1.5770000000000002,8913,365,0,0.0,3650.0,False,-0.32307886276240305,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,24876,0,160,0.0,5538.071229514136,False,0.20190581343233197,2,1.741,35690,0,1,0.1,42.74986087943894,False,0.05586230649990304,0,1.9910000000000003,30815,0,1,0.1,42.74986087943894,False,-0.08827464577967829,8,3.2590000000000003,31265,230,0,0.0,9832.468002270956,False,-0.27754569594985173,0,0.8570000000000002,48495,0,107,0.3,5778.000000000001,False,0.026017851081248378,0.0625,213982,0.0,0.0,12,0,0,10,6,5.666666666666666,7,17,29,243.0,142.0,17,18,29,272,1.2344807339832187,59.39517262671143
37,29,0,0,0,10.0,20,10.0,3.237218512957448,0,,34.731096058492916,2,36.0,39.27117387131163,23,22.47826086956522,54.00000000000001,11,54.0,0,1.208,9823,385,0,0.0,3850.0,False,-0.25940868688142216,0,1.5770000000000002,8813,375,0,0.0,3750.0,False,-0.3262308516674021,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,24948,0,158,0.0,5487.513177241881,False,0.20393707180648413,5,1.7890000000000004,35654,0,1,0.1,39.27117387131163,False,0.05474648415042445,16,2.1510000000000002,30282,0,1,0.1,39.27117387131163,False,-0.10408504562309574,11,3.3610000000000007,31025,230,0,0.0,9032.369990401676,False,-0.2903259720213088,0,0.8570000000000002,47978,13,117,1.0,6828.525260327052,False,0.026182836408289063,0.15,212528,0.0,0.0,12,0,0,6,10,9.633333333333333,7,13,27,175.0,64.0,13,16,27,272,1.2121033044531941,60.60727593116462
38,27,0,0,0,10.0,20,10.0,3.2577901089842487,3,3.6666666666666665,34.788430948069085,1,36.0,40.67635332694003,17,50.64705882352941,54.000000000000014,11,54.0,1,1.218,9709,395,0,0.0,3950.0,False,-0.26344323267982095,2,1.5970000000000002,8675,385,0,0.0,3850.0,False,-0.33177835214020046,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,24973,0,160,0.3,5566.148951691053,False,0.2067333801071921,14,1.9240000000000004,35705,0,0,0.0,0.0,False,0.0556738217728106,1,2.145,30310,0,1,0.1,40.67635332694003,False,-0.10323640894496273,11,3.460000000000001,30172,241,0,0.0,9803.001151792547,False,-0.2996645319403312,0,0.8570000000000002,47732,9,127,1.0,7224.087179942462,False,0.025220015374517922,0.17500000000000002,211281,0.0,0.0,13,0,0,5,13,12.166666666666666,6,11,35,127.0,97.0,11,16,35,236,2.2836147360503674,62.89089066721499
39,35,0,0,0,10.0,20,10.0,2.6869675861355162,25,1.4,34.89898414208552,2,36.0,39.21992796123153,20,30.2,54.00000000000001,9,54.0,15,1.3670000000000002,9279,402,0,0.0,4020.0,False,-0.2883439450293135,10,1.6950000000000003,8335,398,0,0.0,3980.0,False,-0.34911429111769526,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,25010,15,168,1.0,5903.333849662399,False,0.21567179361032995,12,2.0300000000000002,35459,0,1,0.1,39.21992796123153,False,0.048980248476749234,7,2.2140000000000004,30232,0,1,0.1,39.21992796123153,False,-0.10556413092127562,9,3.5390000000000006,29861,243,0,0.0,9530.442494579262,False,-0.30859565010104373,0,0.8570000000000002,47262,17,137,1.0,8064.738775340937,False,0.024228138169574708,0.275,209443,0.0,0.0,11,0,0,9,16,15.75,8,17,33,252.0,112.0,17,18,33,272,1.4625139869749546,64.35340465418994
40,33,0,0,0,9.999999999999998,20,10.0,2.584455972595921,6,1.3333333333333333,35.00033662547921,2,36.0,39.093466887472786,4,35.0,54.000000000000014,20,54.0,0,1.352,9159,414,0,0.0,4139.999999999999,False,-0.2921263317153124,6,1.7450000000000003,8137,406,0,0.0,4059.999999999999,False,-0.35907457605749227,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,25074,11,176,1.0,6188.488261782895,False,0.22465302077698576,1,2.0280000000000005,35487,0,1,0.1,39.093466887472786,False,0.04980624248843162,1,2.2170000000000005,30188,0,1,0.1,39.093466887472786,False,-0.10686692882018396,9,3.620000000000001,29689,243,0,0.0,9499.712453655888,False,-0.3123368897021237,0,0.8570000000000002,47716,11,136,1.0,7774.0281357622025,False,0.030391047860088664,0.275,209455,0.0,0.0,23,0,0,10,8,7.0,9,19,29,266.0,84.0,19,14,29,866,1.5503611508756876,65.90376580506563
41,29,0,0,0,9.999999999999998,20,10.0,2.8446534150209946,10,4.7,35.09309635203287,2,36.0,41.38574651548056,12,64.33333333333333,54.00000000000001,10,54.0,2,1.372,9029,423,0,0.0,4229.999999999999,False,-0.29748471285381073,8,1.819,7892,417,0,0.0,4169.999999999999,False,-0.37105213389648867,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,25099,11,184,1.0,6488.42091633928,False,0.23225992166295553,0,2.027,35415,0,3,0.2,124.15723954644169,False,0.048934971905068396,11,2.3260000000000005,30435,0,0,0.0,0.0,False,-0.10014191946070605,10,3.7110000000000003,28859,252,0,0.0,10429.208121901102,False,-0.3196301179898454,0,0.8570000000000002,47557,4,146,1.0,8049.542986061923,False,0.029966883509334068,0.275,208291,0.0,0.0,12,0,0,10,13,12.666666666666666,4,14,34,186.0,91.0,14,15,34,272,1.4911022214218974,67.39486802648753
42,34,0,0,0,9.999999999999998,20,10.0,2.726670805828476,5,1.0,35.17785987773944,2,36.0,43.4637994835251,17,58.0,54.00000000000001,10,54.0,0,1.37,8919,434,0,0.0,4339.999999999999,False,-0.3009519006493097,5,1.8610000000000002,7702,426,0,0.0,4259.999999999999,False,-0.38019290172098597,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,25166,6,192,1.0,6770.509121360943,False,0.2413049241633177,10,2.1270000000000002,35680,0,1,0.1,43.4637994835251,False,0.055577195309022547,4,2.3550000000000004,30443,0,1,0.1,43.4637994835251,False,-0.0992628496321399,10,3.801000000000001,28290,257,0,0.0,11170.19646726595,False,-0.32359381334971393,0,0.8570000000000002,46921,6,156,1.0,8684.782796901152,False,0.02360958044868469,0.275,207126,0.0,0.0,14,0,0,6,13,12.25,6,12,39,181.0,115.0,12,22,39,272,1.3785186223685741,68.7733866488561
43,39,0,0,0,9.999999999999998,20,10.0,2.845877988826751,9,3.7777777777777777,35.21844216138431,1,36.0,44.120079432575345,6,57.5,54.00000000000001,20,54.0,0,1.37,8819,444,0,0.0,4439.999999999999,False,-0.3041038895543088,9,1.9460000000000002,7427,436,0,0.0,4359.999999999999,False,-0.3943768517934817,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,25168,5,201,1.0,7093.13626438238,False,0.24840520552111606,0,2.1170000000000004,35644,0,2,0.1,88.24015886515069,False,0.05517474068454195,5,2.4010000000000007,30569,0,0,0.0,0.0,False,-0.09618000118266218,13,3.921000000000001,27780,260,0,0.0,11471.22065246959,False,-0.3307719429277611,0,0.8570000000000002,47140,0,158,0.9,8532.000000000002,False,0.02645713943411673,0.25,206552,0.0,0.0,17,0,0,12,13,12.666666666666666,6,18,30,255.0,101.0,18,21,30,614,1.374981241300702,70.1483678901568
44,30,0,0,0,9.999999999999998,20,10.0,2.771469016724041,3,1.0,35.295698919419685,2,36.0,45.10186363759923,6,64.0,54.0,20,54.0,3,1.4000000000000001,8689,451,0,0.0,4509.999999999999,False,-0.31009266847380695,0,1.9370000000000005,7297,449,0,0.0,4489.999999999999,False,-0.39847443736998045,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,25237,0,207,0.8,7306.209676319875,False,0.25603690440241467,4,2.1570000000000005,35824,0,1,0.1,45.10186363759923,False,0.05985899508659446,0,2.3960000000000004,30533,0,1,0.1,45.10186363759923,False,-0.09657764378751116,13,4.038,27072,266,0,0.0,11997.095727601396,False,-0.339658795475316,0,0.8570000000000002,47518,0,151,0.0,8154.0,False,0.030231025738303947,0.125,206175,0.0,0.0,15,0,0,8,9,8.666666666666666,7,15,30,191.0,52.0,15,15,30,650,1.2486197678372264,71.39698765799403
45,30,0,0,0,10.0,20,10.0,2.6274402830321635,9,1.5555555555555556,35.39531969717119,3,36.0,42.92438650299289,12,23.083333333333332,54.000000000000014,20,54.0,4,1.437,8537,458,0,0.0,4580.0,False,-0.31746832251150475,5,1.987,7072,462,0,0.0,4620.0,False,-0.40856080186597743,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,25331,0,213,0.9,7539.203095497463,False,0.26518853735701625,10,2.2530000000000006,35541,0,2,0.2,85.84877300598578,False,0.052094033070279495,0,2.3960000000000004,30565,0,1,0.1,42.92438650299289,False,-0.09566370429745442,11,4.135,26758,267,0,0.0,11460.8111962991,False,-0.3512828098849953,0,0.8570000000000002,47795,1,152,1.0,8250.924386502995,False,0.03672974168350273,0.275,205604,0.0,0.0,18,0,0,6,10,9.90909090909091,8,14,35,204.0,71.0,14,16,35,862,1.3438527286052704,72.7408403865993
46,35,0,0,0,10.0,20,10.0,2.72178509394468,16,3.125,35.45266657467365,2,36.0,42.32218458818378,21,39.19047619047619,54.000000000000014,20,54.0,1,1.443,8385,472,0,0.0,4720.0,False,-0.3226375843157032,15,2.132,6675,468,0,0.0,4680.0,False,-0.43169640042867047,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,25353,6,221,1.0,7851.370023566545,False,0.2729309600357929,8,2.323000000000001,35765,0,1,0.1,42.32218458818378,False,0.05807347561628789,10,2.4960000000000004,30318,0,1,0.1,42.32218458818378,False,-0.10297554573076421,8,4.204000000000001,26219,273,0,0.0,11553.956392574171,False,-0.3611154290791501,0,0.8570000000000002,48022,6,150,1.0,8353.933107529105,False,0.04229081994697687,0.275,204742,0.0,0.0,19,0,0,9,12,11.40909090909091,7,16,37,190.0,92.0,16,19,37,920,1.288100109435618,74.02894049603492
47,37,0,0,0,10.0,20,10.0,2.6563539205154116,3,1.0,35.50484409186821,2,36.0,42.996436054727766,4,62.75,54.00000000000001,20,54.0,3,1.4720000000000002,8225,482,0,0.0,4820.0,False,-0.32957195990670113,0,2.1170000000000004,6575,478,0,0.0,4780.0,False,-0.43484838933366954,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,25422,0,228,0.9,8095.104452945951,False,0.28122917379561657,0,2.3150000000000004,35729,0,2,0.1,85.99287210945553,False,0.05765467553825117,3,2.5160000000000005,30407,0,1,0.1,42.996436054727766,False,-0.10033415475053617,8,4.276000000000002,25879,276,0,0.0,11867.016351104863,False,-0.3647788946795705,0,0.8570000000000002,48617,0,145,0.7,7830.000000000001,False,0.048940716040015174,0.22499999999999998,204859,0.0,0.0,20,0,0,9,6,6.0,9,18,33,257.0,150.0,18,19,33,973,1.2712701447308064,75.30021064076573
48,33,0,0,0,10.0,20,10.0,2.5196076777555594,11,1.6363636363636365,35.57273039885225,3,36.0,44.49180083619982,12,58.083333333333336,54.00000000000001,20,54.0,5,1.5190000000000003,8034,491,0,0.0,4910.0,False,-0.3387757675092984,6,2.1770000000000005,6343,489,0,0.0,4890.0,False,-0.4460064300573662,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,25512,1,235,1.0,8362.111251408034,False,0.2909462904092872,3,2.3450000000000006,35917,0,1,0.1,44.49180083619982,False,0.06259966591029803,6,2.573000000000001,30418,0,2,0.2,88.98360167239964,False,-0.09932908163809946,11,4.378,24950,288,0,0.0,12813.63864082555,False,-0.37387793134296887,0,0.8570000000000002,49103,0,136,0.0,7344.000000000001,False,0.05379285557397017,0.1625,204282,0.0,0.0,19,0,0,8,13,12.266666666666666,8,16,34,197.0,78.0,16,17,34,794,1.1331155858933926,76.43332622665912
49,34,0,0,0,10.0,20,10.0,2.4240437650637103,19,2.0526315789473686,35.62921384865946,3,36.0,40.20950494936251,22,19.0,54.00000000000001,20,54.0,11,1.624,7671,504,0,0.0,5040.0,False,-0.3575616213830927,8,2.251000000000001,6103,496,0,0.0,4960.0,False,-0.4589295845678623,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,25581,10,242,1.0,8646.510189026227,False,0.3001284767841883,10,2.4420000000000006,35634,0,2,0.2,80.41900989872502,False,0.054763452928548444,9,2.6570000000000005,30213,0,1,0.1,40.20950494936251,False,-0.10611126626235341,11,4.477000000000001,24712,288,0,0.0,11580.337425416403,False,-0.390943297603718,0,0.8570000000000002,49171,12,137,1.0,7880.514059392351,False,0.060507119061044674,0.2875,203090,0.0,0.0,22,0,0,6,14,13.727272727272727,5,11,35,157.0,92.0,11,23,35,794,0.9171181675046682,77.35044439416379
50,35,0,0,0,10.0,20,10.0,2.430855003474966,1,3.0,35.66228406273722,2,36.0,39.71596678187005,17,36.294117647058826,54.00000000000001,20,54.0,0,1.6130000000000004,7551,516,0,0.0,5160.0,False,-0.3613440080690916,1,2.2530000000000006,6005,504,0,0.0,5040.0,False,-0.46258589169766123,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,25650,1,250,1.0,8918.00187068778,False,0.3090300828374371,4,2.4720000000000004,35838,0,1,0.1,39.71596678187005,False,0.06019330564103044,10,2.7480000000000007,29966,0,1,0.1,39.71596678187005,False,-0.11342150128936979,11,4.576000000000001,24057,294,0,0.0,11676.494233869795,False,-0.40306209706405827,0,0.8570000000000002,49448,13,138,1.0,7968.307568164311,False,0.06691467390990904,0.275,202520,0.0,0.0,19,0,0,3,10,9.575757575757576,5,8,36,117.0,110.0,8,27,36,758,0.9297773791477084,78.2802217733115
51,36,0,0,0,10.000000000000002,20,10.0,2.419822110835765,2,2.0,35.69273394235531,2,36.0,41.02430573794167,8,60.875,54.000000000000014,20,54.0,0,1.6130000000000004,7461,525,0,0.0,5250.000000000001,False,-0.3641807980835908,2,2.2720000000000007,5857,515,0,0.0,5150.000000000001,False,-0.4684485910609595,0,0.2,24005,0,0,0.0,0.0,False,0.04365027607495326,0,0.2,25718,0,251,0.3,8958.876219531183,False,0.31287501020675595,4,2.5080000000000005,35947,0,0,0.0,0.0,False,0.06282892791674058,2,2.758000000000001,30020,0,2,0.2,82.04861147588333,False,-0.11119909213713142,13,4.695000000000001,23442,298,0,0.0,12225.243109906616,False,-0.4098635898853196,0,0.8570000000000002,49618,7,141,1.0,7901.170140165594,False,0.06963888640567868,0.1875,202068,0.0,0.0,19,0,0,1,13,12.666666666666666,10,11,31,165.0,88.0,11,25,31,719,0.8920892933383584,79.17231106664985
