index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,27,0,0,0,10.000000000000002,20,10.0,20.15063850189213,29,28.551724137931036,24.997842478762365,16,42.0,40.51376606917119,12,52.0,48.0,20,48.0,18,1.2620000000000002,21358,4,10,1.0,241.5063850189213,False,0.2626390683974757,1,2.1270000000000002,10537,275,0,0.0,2750.0000000000005,False,-0.29974722238551527,0,0.2,22391,237,74,1.0,6625.541668376849,False,0.09150158538317654,0,2.2070000000000003,13975,112,0,0.0,2256.8715122119183,False,-0.3586379143018405,0,0.40700000000000003,35374,123,13,1.0,3601.4135837869967,False,0.10304156405831995,0,0.2,33336,0,15,0.0,607.7064910375678,False,-0.0018440079069852982,9,0.9110000000000003,43972,0,0,0.0,0.0,False,-0.010531053105310531,1,1.9200000000000004,39107,52,10,1.0,2586.715835596902,False,-0.0909010369532302,0.5,220050,0.0,0.0,13,0,0,5,7,7.0,14,19,38,121.0,105.0,7,20,38,2256,1.1817434197291732,54.31388972979039
27,38,0,0,0,10.000000000000002,20,10.0,20.375899501937706,43,21.6046511627907,24.997842478762365,0,,40.51376606917119,0,,48.00000000000001,20,48.0,18,1.4240000000000002,21656,2,10,1.0,223.75899501937707,False,0.2796355004120681,15,2.2760000000000007,10132,287,0,0.0,2870.0000000000005,False,-0.3200282170360355,0,0.2,21902,250,84,1.0,7193.7936437004655,False,0.08280168252793045,0,2.2070000000000003,13535,132,0,0.0,2689.6187342557773,False,-0.3681341302336452,0,0.40700000000000003,35374,113,23,1.0,3756.572819691085,False,0.10534349325991156,0,0.2,33336,0,15,0.0,607.7064910375678,False,-0.0018440079069852982,10,1.0020000000000002,43807,0,0,0.0,0.0,False,-0.014243924392439244,0,1.9190000000000003,39587,42,10,1.0,2181.5781749051903,False,-0.08465821135345188,0.5,219329,0.0,0.0,10,0,0,6,7,6.8,23,29,37,193.0,146.0,16,22,37,904,1.576887802220881,55.89077753201127
28,37,0,0,0,10.000000000000002,20,10.0,20.261993036689635,17,18.58823529411765,24.47558788760851,11,17.90909090909091,40.51376606917119,0,,48.000000000000014,20,48.0,0,1.4060000000000001,21844,2,12,1.0,263.14391644027563,False,0.291844803845755,9,2.351000000000001,9846,297,0,0.0,2970.0000000000005,False,-0.33390159308682615,0,0.2,22063,249,87,1.0,7174.612412357659,False,0.08923122876465368,4,2.2470000000000003,13127,140,0,0.0,2836.6790251365487,False,-0.3823372749344654,0,0.40700000000000003,35177,114,33,1.0,4127.171299470019,False,0.10499631030013087,0,0.2,33336,0,15,0.0,607.7064910375678,False,-0.0018440079069852982,12,1.1120000000000003,43576,0,0,0.0,0.0,False,-0.01944194419441944,0,1.9190000000000003,39971,32,12,1.0,1872.4405142134783,False,-0.07949549376447482,0.5,218940,0.0,0.0,11,0,0,11,7,7.0,17,28,37,198.0,126.0,15,22,37,1061,1.6869743559509516,57.57775188796222
29,37,0,0,0,10.000000000000002,20,10.0,20.440520303397815,23,22.304347826086957,27.258675733740365,31,39.32258064516129,40.31430389741333,5,34.0,48.00000000000001,20,48.0,6,1.4660000000000002,22090,3,10,1.0,234.40520303397815,False,0.30546132511416085,5,2.392000000000001,9671,306,0,0.0,3060.0000000000005,False,-0.34154370701310915,0,0.2,22769,262,66,1.0,7154.488917917091,False,0.11878400182421957,0,2.2430000000000008,13127,140,0,0.0,2861.672842475694,False,-0.38180659810446954,0,0.40700000000000003,34128,135,38,1.0,5211.864772156656,False,0.08996298101235316,0,0.2,33336,0,15,0.0,604.7145584612,False,-0.0018883959637232093,10,1.2000000000000004,43431,0,0,0.0,0.0,False,-0.022704770477047706,0,1.9190000000000003,40281,27,12,1.0,1664.48620523016,False,-0.07485951614277496,0.5,218833,0.0,0.0,14,0,0,8,5,4.75,17,25,46,154.0,106.0,13,24,46,2349,1.5758744962513447,59.15362638421357
30,46,0,0,0,10.000000000000002,20,10.0,19.404461970616598,33,11.969696969696969,24.858908483383075,20,7.0,40.4854164766327,10,43.0,48.00000000000001,20,48.0,0,1.4600000000000002,22248,0,12,1.0,232.8535436473992,False,0.3147038252791546,25,2.637000000000001,9118,319,0,0.0,3190.0000000000005,False,-0.37023102698254073,0,0.2,22521,280,76,1.0,7322.526396509761,False,0.11182059528026163,20,2.4430000000000005,12386,145,0,0.0,2813.646985739407,False,-0.4142926029610725,0,0.40700000000000003,34418,145,38,1.0,5142.987556202588,False,0.09754595507985557,0,0.2,33336,0,15,0.0,607.2812471494905,False,-0.001850316789070626,6,1.2500000000000002,42926,0,10,1.0,480.00000000000006,False,-0.028667866786678667,2,1.9390000000000003,40839,17,10,1.0,1168.252080102756,False,-0.06788645274411839,0.625,217792,0.0,0.0,15,0,0,8,8,8.0,25,33,48,246.0,178.0,19,27,48,1434,1.6500876620411873,60.803714046254754
31,48,0,0,0,10.000000000000002,20,10.0,20.384292732429852,21,31.714285714285715,26.402381166296493,26,35.42307692307692,41.23136772161281,20,46.5,48.00000000000001,0,,9,1.5500000000000003,22586,3,10,1.0,233.84292732429853,False,0.3346024021904739,0,2.612000000000001,9048,326,0,0.0,3260.0000000000005,False,-0.37228851919346306,0,0.2,23198,279,62,1.0,7324.1653046583115,False,0.14060395992734953,2,2.4430000000000005,11900,157,0,0.0,3200.3339589914867,False,-0.4267201588391973,0,0.40700000000000003,34427,161,28,1.0,5405.261663978894,False,0.1017040778585676,0,0.2,33336,0,15,0.0,618.4705158241921,False,-0.001684313752534197,0,1.2440000000000002,42666,0,15,0.5,720.0000000000001,False,-0.031818181818181815,0,1.9370000000000005,40169,22,20,1.0,1867.0900898754821,False,-0.07510024651355224,0.5625,217330,0.0,0.0,13,0,0,18,2,1.75,18,36,46,283.0,161.0,23,25,46,2275,2.600800641812384,63.40451468806714
32,46,0,0,0,10.000000000000002,20,10.0,20.824229945002457,14,28.285714285714285,25.953797063867242,25,23.08,41.79659916142461,10,50.0,48.00000000000001,0,,0,1.5410000000000001,22816,5,10,1.0,258.2422994500246,False,0.3488402298351074,4,2.6520000000000006,8924,334,0,0.0,3340.0000000000005,False,-0.37722650049967665,0,0.2,23152,273,72,1.0,7553.688163584112,False,0.14352388983787237,25,2.6910000000000007,11294,167,0,0.0,3477.6464008154103,False,-0.4465657479974646,0,0.40700000000000003,34350,176,28,1.0,5738.173059760524,False,0.10435839208000297,0,0.2,33336,0,15,0.0,626.9489874213691,False,-0.0015585278704323788,0,1.2440000000000002,42666,0,15,0.0,720.0000000000001,False,-0.031818181818181815,0,1.9370000000000005,39669,22,30,1.0,2359.5251815513416,False,-0.08081092279982732,0.5,216207,0.0,0.0,10,0,0,9,4,4.0,22,31,36,197.0,152.0,18,28,36,1050,1.7502460535615683,65.1547607416287
33,36,0,0,0,10.000000000000002,20,10.0,20.644097956582485,40,19.625,24.723851126963627,11,6.090909090909091,43.880436168976196,33,52.696969696969695,48.00000000000001,0,,11,1.6510000000000005,23130,4,10,1.0,246.44097956582485,False,0.36695200104537734,19,2.838,8450,345,0,0.0,3450.0000000000005,False,-0.4018576215390042,0,0.2,22741,293,81,1.0,8051.352642562722,False,0.13663749294158395,10,2.766000000000001,10626,177,0,0.0,3654.0053383151,False,-0.47118762286476923,0,0.40700000000000003,35762,177,10,1.0,4814.926011162324,False,0.132557800889596,0,0.2,33596,0,10,0.0,438.80436168976195,False,0.003364850182329877,0,1.244,41187,18,25,1.0,1989.8478510415716,False,-0.0508117928550678,0,1.9370000000000003,39409,17,40,1.0,2665.9674148725953,False,-0.08321368795147852,0.625,214901,0.0,0.0,12,0,0,7,7,7.0,22,29,32,188.0,100.0,15,21,32,2313,1.4901033826172352,66.64486412424594
34,32,0,0,0,10.000000000000002,20,10.0,20.027850187018533,25,14.12,24.576387235495936,1,1.0,44.071245456930576,5,50.0,48.00000000000001,0,,0,1.6400000000000003,23265,5,13,1.0,310.36205243124095,False,0.3767668582808548,18,2.9990000000000006,8072,354,0,0.0,3540.0000000000005,False,-0.42143319028863674,0,0.2,22633,301,91,1.0,8264.834144722709,False,0.13658401937922432,1,2.766000000000001,10350,184,0,0.0,3685.12443441141,False,-0.48224713502884603,0,0.40700000000000003,36011,168,15,1.0,4789.901737417276,False,0.13957482845850794,0,0.2,33596,0,10,0.0,440.71245456930575,False,0.0033931584856879077,0,1.2440000000000002,41187,8,35,1.0,2032.5699636554448,False,-0.050331121020978295,0,1.9370000000000005,39159,12,50,1.0,2928.8549454831673,False,-0.08588147001031542,0.625,214273,0.0,0.0,9,0,0,4,2,2.0,23,27,33,162.0,100.0,13,19,33,695,1.4720646794885397,68.11692880373448
35,33,0,0,0,10.0,20,10.0,19.935107903757864,14,18.357142857142858,24.77527900819032,8,28.375,44.071245456930576,0,,48.00000000000001,0,,0,1.6400000000000003,23390,5,16,1.0,368.9617264601258,False,0.3858374500752491,7,3.051000000000001,7835,364,0,0.0,3640.0,False,-0.4324260772441361,0,0.2,22720,301,96,1.0,8378.894263817388,False,0.14270020518530277,3,2.795000000000001,10134,188,0,0.0,3747.800285906478,False,-0.490088745044238,0,0.40700000000000003,35784,166,25,1.0,5214.477451782857,False,0.13913829226429977,0,0.2,33596,0,10,0.0,440.71245456930575,False,0.0033931584856879077,0,1.2440000000000002,41187,0,43,0.8,2064.0000000000005,False,-0.04997749774977498,0,1.9370000000000005,39159,2,60,1.0,2968.142490913862,False,-0.08543944092131123,0.6,213805,0.0,0.0,9,0,0,13,6,6.0,14,27,31,147.0,107.0,14,19,31,625,1.4959177859127522,69.61284658964723
36,31,0,0,0,10.0,20,10.0,19.35231209928185,15,10.533333333333333,24.534793958816515,2,8.0,44.071245456930576,0,,48.00000000000001,0,,0,1.6400000000000003,23428,2,23,1.0,465.1031782834825,False,0.39089716002244085,12,3.164000000000001,7451,377,0,0.0,3770.0,False,-0.4511786491093998,0,0.2,22700,301,106,1.0,8425.734101518387,False,0.14284543083609463,2,2.8120000000000007,9946,193,0,0.0,3734.996235161397,False,-0.49834395865723813,0,0.40700000000000003,35768,158,35,1.0,5418.99103648558,False,0.14169768910577377,0,0.2,33596,0,10,0.0,440.71245456930575,False,0.0033931584856879077,0,1.2440000000000002,41187,0,43,0.0,2064.0000000000005,False,-0.04997749774977498,0,1.9370000000000005,39159,0,62,0.2,2976.0000000000005,False,-0.08535103510351034,0.4,213235,0.0,0.0,6,0,0,9,5,5.0,8,17,28,165.0,134.0,10,21,28,308,1.4651051610708237,71.07795175071806
37,28,0,0,0,10.0,20,10.0,19.007757057235107,5,4.0,23.789171323837206,35,21.114285714285714,44.071245456930576,0,,48.00000000000001,0,,0,1.6400000000000003,23308,4,33,1.0,667.2559828887586,False,0.38978472702629946,5,3.202000000000001,7281,385,0,0.0,3850.0,False,-0.4588207630356828,0,0.2,23226,296,102,1.0,8052.791563972987,False,0.15726339895479619,21,3.020000000000001,9251,193,0,0.0,3668.4971120463756,False,-0.529268820076301,0,0.40700000000000003,35029,183,45,1.0,6336.624397824085,False,0.1333841374076328,0,0.2,33596,0,10,0.0,440.71245456930575,False,0.0033931584856879077,0,1.2440000000000002,41187,0,43,0.0,2064.0000000000005,False,-0.04997749774977498,0,1.9370000000000005,39159,0,62,0.0,2976.0000000000005,False,-0.08535103510351034,0.375,212037,0.0,0.0,7,0,0,17,5,5.0,5,22,29,160.0,114.0,15,13,29,746,1.3272777535021305,72.40522950422019
38,29,0,0,0,10.0,20,10.0,18.9353724162718,23,18.304347826086957,23.465479109574712,21,21.238095238095237,44.52022490360968,10,51.0,48.00000000000001,0,,0,1.6400000000000003,23579,4,30,1.0,608.061172488154,False,0.4039756972690657,10,3.2970000000000006,6987,395,0,0.0,3950.0,False,-0.4731644230203986,0,0.2,23250,308,102,1.0,8225.573573388334,False,0.1619511141319872,11,3.1090000000000004,8851,194,0,0.0,3673.4622487567294,False,-0.5461492579566706,0,0.40700000000000003,35093,194,45,1.0,6555.71306791993,False,0.138533515339148,0,0.2,33596,0,10,0.0,445.2022490360968,False,0.0034597686937881695,0,1.2440000000000002,40927,0,48,0.5,2304.0000000000005,False,-0.05312781278127813,0,1.9370000000000005,38909,0,67,0.5,3216.0000000000005,False,-0.08827632763276327,0.5,211192,0.0,0.0,12,0,0,15,6,6.0,6,21,27,188.0,120.0,14,15,27,1491,1.6190419299528003,74.02427143417299
39,27,0,0,0,10.0,20,10.0,18.681835377689296,22,16.363636363636363,23.315663576749447,1,1.0,45.384280238153984,26,50.0,48.00000000000001,0,,0,1.6400000000000003,23821,4,26,1.0,525.7277198199217,False,0.4157817800193969,8,3.3670000000000013,6717,405,0,0.0,4050.0,False,-0.48609723120333903,0,0.2,23106,314,112,1.0,8477.450629190376,False,0.16118414007368412,1,3.108000000000001,8604,200,0,0.0,3736.3670755378594,False,-0.5553024103881723,0,0.40700000000000003,36392,185,29,1.0,5629.541888605113,False,0.1633366252537701,0,0.2,33596,0,10,0.0,453.84280238153985,False,0.003587959206894782,0,1.2440000000000002,40277,3,58,1.0,2920.1528407144624,False,-0.06082186272823509,0,1.9370000000000005,38259,3,77,1.0,3832.1528407144624,False,-0.09597037757972024,0.625,210772,0.0,0.0,11,0,0,17,3,3.0,6,23,35,192.0,105.0,17,10,35,1842,1.568326118402183,75.59259755257517
40,35,0,0,0,9.999999999999998,20,10.0,18.698430479541656,21,18.857142857142858,23.94743274025309,5,41.0,45.67567471710308,10,50.0,48.00000000000001,2,48.0,0,1.6400000000000003,23955,4,27,1.0,544.8576229476247,False,0.42422131629379883,12,3.4790000000000005,6485,415,0,0.0,4149.999999999999,False,-0.4967961907001352,0,0.2,22915,325,117,1.0,8878.83953646065,False,0.1615958116366013,0,3.1070000000000007,8604,200,0,0.0,3739.6860959083315,False,-0.5552319398720045,0,0.40700000000000003,36687,180,29,1.0,5635.132460041546,False,0.1721727562168648,0,0.2,33596,0,10,0.0,456.7567471710308,False,0.0036311902434727223,0,1.2440000000000002,39873,3,66,1.0,3305.02702415131,False,-0.06558250422872068,0,1.9370000000000005,38259,0,80,0.3,3840.0000000000005,False,-0.09588208820882088,0.5375,210374,0.0,0.0,12,0,0,12,2,2.0,8,20,34,243.0,91.0,20,15,34,1235,1.8785730069503188,77.47117055952549
41,34,0,0,0,9.999999999999998,20,10.0,18.355214390616997,24,15.5,22.422737108554184,64,19.421875,45.67567471710308,0,,48.00000000000001,11,48.0,0,1.6400000000000003,24227,1,18,1.0,340.39385903110593,False,0.4342012185947654,5,3.5170000000000012,6275,428,0,0.0,4279.999999999999,False,-0.5053200870025277,0,0.2,22921,339,113,1.0,8756.186971685785,False,0.15924640051989009,50,3.6070000000000007,7104,200,0,0.0,3671.0428781233995,False,-0.6203863671891927,0,0.40700000000000003,35444,234,39,1.0,7028.2717973686995,False,0.1559591685562978,0,0.2,33596,0,10,0.0,456.7567471710308,False,0.0036311902434727223,0,1.244,40401,0,58,0.3,2784.0000000000005,False,-0.05956345634563456,0,1.9370000000000003,38259,0,80,0.0,3840.0000000000005,False,-0.09588208820882088,0.4125,208227,0.0,0.0,12,0,0,10,3,3.0,6,16,40,188.0,104.0,16,18,40,1448,1.5669733844697475,79.03814394399524
42,40,0,0,0,9.999999999999998,20,10.0,18.31380787296821,17,17.823529411764707,22.84691848481027,23,26.0,43.64583996675504,30,34.0,48.00000000000001,8,48.0,0,1.6400000000000003,24410,2,16,1.0,313.02092596749134,False,0.444154397918038,5,3.562000000000001,6085,437,0,0.0,4369.999999999999,False,-0.5138439833049203,0,0.2,22834,340,123,1.0,9036.865650440854,False,0.1615114368007316,23,3.7870000000000013,6750,206,0,0.0,3772.644421831451,False,-0.6332616157409773,0,0.40700000000000003,35866,247,19,1.0,6472.4598251164825,False,0.16023470157730232,0,0.2,33596,0,10,0.0,436.4583996675504,False,0.003330045689685332,0,1.2440000000000002,40785,0,50,0.0,2400.0000000000005,False,-0.05524302430243024,0,1.9370000000000005,37239,20,90,1.0,5192.916799335102,False,-0.10361254726220634,0.5,207565,0.0,0.0,14,0,0,12,2,2.0,6,18,35,221.0,136.0,18,22,35,1897,1.6405397672206163,80.67868371121585
43,35,0,0,0,9.999999999999998,20,10.0,18.25766123055828,4,15.5,22.11524269751674,15,13.6,43.64583996675504,0,,48.00000000000001,11,48.0,0,1.6400000000000003,24352,4,22,1.0,441.6685470722822,False,0.4445261462310352,0,3.557000000000001,6005,445,0,0.0,4449.999999999999,False,-0.5161954029745459,0,0.2,22969,333,127,1.0,8888.437012360533,False,0.16409267935709654,9,3.8540000000000005,6445,207,0,0.0,3779.3358747255643,False,-0.6460712583395142,0,0.40700000000000003,35662,252,29,1.0,6838.7705188101145,False,0.15961620258159917,0,0.2,33596,0,10,0.0,436.4583996675504,False,0.003330045689685332,0,1.2440000000000002,41313,0,39,0.0,1872.0000000000002,False,-0.0493024302430243,0,1.9370000000000005,37239,10,100,1.0,5236.458399667551,False,-0.10312265526926699,0.5,207581,0.0,0.0,13,0,0,9,2,2.0,5,14,30,150.0,134.0,14,21,30,952,1.5298621030524373,82.20854581426829
44,30,0,0,0,9.999999999999998,20,10.0,17.59078632871556,31,13.709677419354838,21.767764848183656,16,18.0625,43.64583996675504,0,,48.00000000000001,9,48.0,0,1.6400000000000003,24318,6,26,1.0,517.3604445466045,False,0.4447522322187586,25,3.8070000000000013,5597,453,0,0.0,4529.999999999999,False,-0.5378284639351009,0,0.2,22580,353,137,1.0,9191.731358237754,False,0.15401357506131372,16,4.005000000000001,6134,208,0,0.0,3658.883556372836,False,-0.6618352465842958,0,0.40700000000000003,35373,258,39,1.0,7318.27108953483,False,0.15815487344274565,0,0.2,33596,0,10,0.0,436.4583996675504,False,0.003330045689685332,0,1.2440000000000002,41745,0,30,0.0,1440.0000000000002,False,-0.04444194419441944,0,1.9370000000000005,37239,0,110,1.0,5280.000000000001,False,-0.10263276327632763,0.5,206582,0.0,0.0,12,0,0,6,5,5.0,5,11,34,113.0,116.0,11,19,34,718,1.2925634942948818,83.50110930856317
45,34,0,0,0,10.0,20,10.0,17.36705905771368,7,11.285714285714286,21.677312502547412,18,20.833333333333332,43.64583996675504,0,,48.000000000000014,4,48.0,0,1.6400000000000003,24282,5,34,1.0,640.4800079622651,False,0.44625477655523677,5,3.8320000000000007,5402,464,0,0.0,4640.0,False,-0.5460584327787902,0,0.2,22501,350,147,1.0,9265.035608074257,False,0.1522152874447802,18,4.1690000000000005,5842,208,0,0.0,3612.3482840044453,False,-0.6752229758375208,0,0.40700000000000003,34998,266,49,1.0,7904.811284048608,False,0.15572979769818726,0,0.2,33596,0,10,0.0,436.4583996675504,False,0.003330045689685332,0,1.2440000000000002,41745,0,30,0.0,1440.0000000000005,False,-0.04444194419441944,0,1.9370000000000005,37431,0,106,0.0,5088.000000000002,False,-0.10047254725472547,0.375,205797,0.0,0.0,10,0,0,6,3,3.0,8,14,29,162.0,152.0,14,20,29,446,2.4516848493367434,85.95279415789992
46,29,0,0,0,10.0,20,10.0,18.192402823560613,18,26.333333333333332,21.560163143490346,35,21.0,43.90641096977418,5,52.0,48.00000000000001,5,48.0,0,1.6400000000000003,24646,6,26,1.0,533.0024734125759,False,0.4644936356890417,0,3.827000000000001,5312,473,0,0.0,4730.0,False,-0.5487037799071189,0,0.2,22573,358,143,1.0,9595.983540353818,False,0.16229953586890772,21,4.361000000000001,5219,208,0,0.0,3784.0197873006073,False,-0.6980334666588686,0,0.40700000000000003,34523,291,54,1.0,8644.953667123496,False,0.15261636797702655,0,0.2,33596,0,10,0.0,439.0641096977418,False,0.0033687037816412793,0,1.2440000000000002,41985,0,25,0.0,1200.0000000000002,False,-0.04174167416741674,0,1.9370000000000005,37171,0,111,0.5,5328.000000000001,False,-0.10362286228622862,0.4375,205025,0.0,0.0,13,0,0,8,2,2.0,9,17,34,185.0,99.0,17,12,34,1720,1.5600612247362733,87.51285538263619
47,34,0,0,0,10.0,20,10.0,17.900332250085608,6,9.333333333333334,21.560163143490346,0,,44.17750869530667,5,52.0,48.00000000000001,7,48.0,0,1.6400000000000003,24572,7,35,1.0,696.5116287529963,False,0.46494949235062594,5,3.8770000000000007,5132,482,0,0.0,4820.0,False,-0.5566398212921051,0,0.2,22553,353,153,1.0,9617.522245234242,False,0.1619075596678042,0,4.340000000000001,5183,209,0,0.0,3741.1694402678922,False,-0.7004720064489386,0,0.40700000000000003,34783,281,59,1.0,8664.878856343881,False,0.1606266520732284,0,0.2,33596,0,10,0.0,441.7750869530667,False,0.0034089236091785634,0,1.2440000000000002,41725,0,30,0.5,1440.0000000000002,False,-0.044891989198919895,0,1.9370000000000005,37507,0,104,0.0,4992.000000000001,False,-0.09984248424842485,0.4375,205051,0.0,0.0,11,0,0,9,1,1.0,8,17,34,177.0,132.0,17,17,34,832,1.594791111536324,89.10764649417251
48,34,0,0,0,10.0,20,10.0,17.83319876370239,30,17.466666666666665,20.22980731453103,23,9.695652173913043,44.386429364323504,5,50.0,48.00000000000001,0,,0,1.6400000000000003,24872,9,30,1.0,624.9959629110717,False,0.4804830980809792,15,4.022000000000001,4752,490,0,0.0,4900.0,False,-0.5766268884839222,0,0.2,22234,373,158,1.0,9848.092694556895,False,0.15325688340390023,18,4.520000000000001,4625,209,0,0.0,3727.1385416137996,False,-0.7244651887210964,0,0.40700000000000003,34810,294,64,1.0,8788.294829788827,False,0.1632587803363127,0,0.2,33596,0,10,0.0,443.86429364323504,False,0.003439918901596786,0,1.2440000000000002,41475,0,35,0.5,1680.0000000000002,False,-0.04781728172817282,0,1.9370000000000005,37507,0,104,0.0,4992.000000000001,False,-0.09984248424842485,0.4375,203871,0.0,0.0,10,0,0,7,6,6.0,7,14,31,203.0,142.0,14,20,31,1075,1.4157696599140763,90.52341615408659
49,31,0,0,0,10.0,20,10.0,17.86257081546635,30,18.033333333333335,21.521218633390557,28,30.035714285714285,44.416366635312265,15,44.666666666666664,48.0,11,48.0,0,1.6400000000000003,25261,9,22,1.0,482.9765579402597,False,0.49917631408912644,12,4.127000000000001,4401,500,0,0.0,5000.0,False,-0.5943213214978543,0,0.2,22572,390,148,1.0,10151.542975773678,False,0.17405288920492756,8,4.582000000000002,4308,212,0,0.0,3786.865012878866,False,-0.7366583503996165,0,0.40700000000000003,34639,312,59,1.0,9335.185845101278,False,0.16629852597918937,0,0.2,33596,0,10,0.0,444.16366635312266,False,0.003444360369608991,0,1.244,41055,0,45,1.0,2160.0,False,-0.05186768676867687,0,1.9370000000000003,37785,0,98,0.5,4704.0,False,-0.09682718271827183,0.5625,203617,0.0,0.0,16,0,0,4,7,7.0,9,13,34,179.0,167.0,13,18,34,2667,1.416755079291761,91.94017123337835
50,34,0,0,0,10.0,20,10.0,18.508486047315074,20,24.45,21.521218633390557,0,,42.696029681001924,25,34.0,47.99999999999999,10,48.0,0,1.6400000000000003,25600,12,17,1.0,434.64426280435623,False,0.517683976920944,5,4.165000000000001,4241,507,0,0.0,5070.0,False,-0.6016695079654342,0,0.2,22328,393,158,1.0,10674.187560670533,False,0.17478847425942776,0,4.574000000000002,4063,219,0,0.0,4053.358444362001,False,-0.7414039142986537,0,0.40700000000000003,35489,302,44,1.0,8378.033333248033,False,0.1773193480097329,0,0.2,33596,0,10,0.0,426.96029681001926,False,0.003189132645095581,0,1.2440000000000002,40205,15,55,1.0,3280.4404452150284,False,-0.05838838382971384,0,1.9370000000000005,38265,0,88,0.0,4223.999999999999,False,-0.09142664266426642,0.5,203787,0.0,0.0,12,0,0,12,1,1.0,7,19,30,275.0,121.0,19,15,30,1999,1.9801451759412885,93.92031640931964
51,30,0,0,0,10.000000000000002,20,10.0,17.245120914970684,16,2.75,20.679043150277334,12,7.25,43.33226853956369,10,52.0,48.0,20,48.0,0,1.6400000000000003,25480,14,27,1.0,605.6182647042085,False,0.5156551133003412,16,4.320000000000001,3788,515,0,0.0,5150.000000000001,False,-0.6259479160543178,0,0.2,22284,399,168,1.0,10354.882494319894,False,0.16614044108709272,12,4.694000000000001,3727,219,0,0.0,3776.6814803785796,False,-0.7615465310548519,0,0.40700000000000003,35922,304,44,1.0,8193.048933425112,False,0.1874228374195169,0,0.2,33596,0,10,0.0,433.32268539563694,False,0.0032835244999650454,0,1.2440000000000002,40781,5,53,1.0,2760.6613426978183,False,-0.051275187413390926,0,1.9370000000000005,38129,0,90,1.0,4320.0,False,-0.0934068406840684,0.625,203707,0.0,0.0,16,0,0,10,6,6.0,6,16,32,174.0,106.0,16,14,32,1680,1.6039296751841903,95.52424608450383
52,32,0,0,0,10.000000000000002,20,10.0,17.14253949447874,10,15.3,19.834770686668083,9,2.6666666666666665,43.33226853956369,0,,48.0,20,48.0,0,1.6400000000000003,25573,10,27,1.0,562.848566350926,False,0.5198650451575724,0,4.304000000000001,3648,529,0,0.0,5290.000000000001,False,-0.6300629004761625,0,0.2,22167,398,178,1.0,10353.319901029457,False,0.1611388997628234,9,4.772000000000001,3393,220,0,0.0,3771.3586887853226,False,-0.7758427387832748,0,0.40700000000000003,35898,303,54,1.0,8349.878019196869,False,0.1890374164618846,0,0.2,33596,0,10,0.0,433.32268539563694,False,0.0032835244999650454,0,1.2440000000000002,41261,0,48,0.5,2304.0,False,-0.04561206120612061,0,1.9370000000000005,38609,0,80,0.0,3840.0,False,-0.08800630063006301,0.4375,204145,0.0,0.0,13,0,0,12,3,3.0,7,19,23,256.0,95.0,19,13,23,1313,1.6130594685673714,97.1373055530712
