index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,24,0,0,0,10.0,12,10.0,23.34031724974047,1,24.0,13.223237527920071,18,13.0,43.41021152149567,9,28.666666666666668,45.0,20,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,0.7670000000000001,14962,7,31,1.0,793.5498347419546,False,0.26586787417547003,9,2.1530000000000005,11027,158,0,0.0,3687.7701254589942,False,-0.3321458560227533,9,1.667,12432,143,0,0.0,3337.665366712887,False,-0.2683254107847424,0,0.272,33164,17,84,1.0,3871.2528057802774,False,0.14667188509931836,0,0.24500000000000002,33446,0,68,0.9,2951.8943834617053,False,0.14086727186314454,12,1.697,36000,0,3,0.3,135.0,False,-0.08201832527360652,8,2.1700000000000004,27762,162,0,0.0,7032.454266482298,False,-0.20391379146751978,0.39999999999999997,181245,0.0,0.0,9,0,0,12,13,13.0,23,35,29,239.0,150.0,14,10,29,402,1.1153955040499568,43.63502574432641
26,29,0,0,0,10.0,8,10.0,23.41323953639658,29,23.75862068965517,13.193922279380688,22,13.0,44.1101044075685,5,58.0,45.0,20,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,0.7670000000000001,15571,5,12,1.0,330.95887443675895,False,0.29699822279884436,13,2.2740000000000005,10062,187,0,0.0,4378.27579330616,False,-0.36430376210808013,9,1.748,12264,143,0,0.0,3348.093253704711,False,-0.27677217585863656,0,0.272,32995,20,94,1.0,4410.228259899053,False,0.14995472492484574,0,0.24500000000000002,33619,0,72,0.9,3175.927517344932,False,0.15017849587299784,10,1.7850000000000004,35667,0,5,0.5,225.0,False,-0.08934843471621277,7,2.2320000000000007,27664,162,0,0.0,7145.836914026097,False,-0.2049651703483571,0.425,180294,0.0,0.0,7,0,0,16,15,15.0,22,38,30,289.0,142.0,18,11,30,1194,1.233924088999629,44.86894983332604
27,30,0,0,0,10.0,6,10.0,23.375607804824636,15,23.0,13.173240703427844,18,13.0,44.1101044075685,0,,45.0,20,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,3,0.7970000000000002,15799,1,10,1.0,243.75607804824637,False,0.31219632729119945,13,2.3910000000000005,9441,202,0,0.0,4721.872776574576,False,-0.38761226710838065,5,1.7890000000000004,12184,143,0,0.0,3342.711916089923,False,-0.2810628913426234,0,0.272,32943,14,104,1.0,4771.876228235114,False,0.15416328370197827,0,0.24500000000000002,33437,4,82,1.0,3669.721524234328,False,0.15229862012797,1,1.7850000000000004,35883,0,0,0.0,0.0,False,-0.08671417663527616,14,2.3650000000000007,27354,162,0,0.0,7145.836914026097,False,-0.212855218706718,0.375,179493,0.0,0.0,5,0,0,17,14,13.2,26,43,32,304.0,142.0,20,10,32,285,1.224378957413137,46.09332879073918
28,32,0,0,0,10.0,9,10.0,23.375607804824636,0,,13.15580385371753,17,13.0,45.7371702564157,10,61.0,45.0,20,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,0.794,15709,0,20,1.0,467.51215609649273,False,0.3139995119136444,9,2.468000000000001,9273,202,0,0.0,4721.872776574576,False,-0.3963295771955538,8,1.864,12036,143,0,0.0,3342.711916089923,False,-0.2887424264194188,0,0.272,33116,13,109,1.0,5156.37700804764,False,0.16609567148068669,0,0.24500000000000002,33653,2,87,1.0,4005.445420015601,False,0.16483903005579228,12,1.9040000000000004,35364,0,5,0.5,225.0,False,-0.09706032069228811,8,2.4310000000000005,26910,167,0,0.0,7638.107432821423,False,-0.21789122635757924,0.4375,178513,0.0,0.0,6,0,0,11,14,14.0,18,29,33,279.0,165.0,18,14,33,700,1.8354046680033207,47.9287334587425
29,33,0,0,0,10.0,10,10.0,23.456294993022098,22,24.0,13.143529173376054,13,13.0,46.81732124444624,5,67.0,45.0,10,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,2,0.8140000000000001,16099,0,10,1.0,234.56294993022098,False,0.3365434331958386,0,2.4590000000000005,9020,213,0,0.0,4996.190833513707,False,-0.40234042046716206,13,1.9860000000000002,11485,154,0,0.0,3612.269428925403,False,-0.31033962668831977,0,0.272,33334,12,114,1.0,5494.896971947384,False,0.17874709199522024,0,0.24500000000000002,33601,0,93,0.6,4354.0108757335,False,0.16883389212240274,0,1.8920000000000003,35364,0,5,0.0,225.0,False,-0.09706032069228811,10,2.5230000000000006,26400,172,0,0.0,8052.579254044754,False,-0.22559710799128593,0.325,177755,0.0,0.0,7,0,0,10,9,8.181818181818182,20,30,31,330.0,150.0,20,13,31,688,1.3028331026434898,49.23156656138599
30,31,0,0,0,10.0,14,10.0,23.456294993022098,0,,13.12501029815035,22,13.0,48.39007761880035,12,60.0,44.99999999999999,12,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,0.812,15959,4,20,1.0,509.12589986044196,False,0.3363193727792155,13,2.589000000000001,8744,213,0,0.0,4996.190833513707,False,-0.416661715610375,9,2.0630000000000006,11317,154,0,0.0,3612.269428925403,False,-0.31905693677549285,0,0.272,33507,11,119,1.0,5902.794349916896,False,0.19106165223647323,0,0.24500000000000002,33862,3,96,1.0,4684.822482299284,False,0.1827641699166821,0,1.8920000000000003,34784,0,15,1.0,674.9999999999999,False,-0.10609569865105625,12,2.633000000000001,26025,174,0,0.0,8419.873505671261,False,-0.23046737712304324,0.5,176650,0.0,0.0,9,0,0,10,11,11.0,19,29,29,290.0,128.0,19,12,29,860,1.1572982603684068,50.388864821754396
31,29,0,0,0,10.0,7,10.0,23.456294993022098,0,,13.109335779338801,22,13.0,48.97608310736691,2,75.5,44.999999999999986,9,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,0.812,15889,1,30,1.0,713.688849790663,False,0.33898000699706016,13,2.706000000000001,8468,213,0,0.0,4996.190833513707,False,-0.43098301075358797,9,2.1440000000000006,11149,154,0,0.0,3612.269428925403,False,-0.327774246862666,0,0.272,33541,10,127,1.0,6351.055912428986,False,0.1994945428361481,0,0.24500000000000002,33693,6,106,1.0,5270.120824056926,False,0.1868036723955721,0,1.8920000000000001,34784,0,15,0.0,674.9999999999998,False,-0.10609569865105625,9,2.7110000000000003,25734,176,0,0.0,8619.790626896576,False,-0.23532971968825941,0.375,175710,0.0,0.0,6,0,0,10,9,9.0,19,29,30,251.0,126.0,17,12,30,221,1.1513785738497972,51.54024339560419
32,30,0,0,0,10.0,12,10.0,23.527734823130274,38,23.81578947368421,13.095966025111947,22,13.0,50.292930660591914,8,64.0,44.999999999999986,7,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,8,0.8920000000000001,16516,3,10,1.0,265.27734823130277,False,0.37217824726907217,18,2.8730000000000016,7781,224,0,0.0,5270.212600381181,False,-0.45952125881119815,4,2.1750000000000003,10433,181,0,0.0,4258.520002986579,False,-0.3481600248291153,0,0.272,33581,14,134,1.0,6922.596232870883,False,0.21013714852778315,0,0.24500000000000002,33879,4,111,1.0,5634.89916742615,False,0.19883860123205077,0,1.8920000000000003,34494,0,20,0.5,899.9999999999998,False,-0.11061338763044032,7,2.7720000000000007,25418,179,0,0.0,9002.434588245953,False,-0.23850299582277992,0.4375,174554,0.0,0.0,11,0,0,10,10,9.636363636363637,7,17,34,266.0,128.0,17,13,34,1260,1.164274021051824,52.70451741665602
33,34,0,0,0,10.0,11,10.0,23.449396692096414,30,23.0,13.080545507707841,31,13.0,51.68335905763361,7,68.0,44.999999999999986,9,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,20,1.0840000000000003,16656,4,10,1.0,274.4939669209641,False,0.38409684195668686,13,2.9850000000000008,7505,224,0,0.0,5252.664859029597,False,-0.4742978191409922,18,2.3510000000000004,9309,211,0,0.0,4947.822702032343,False,-0.3885994525209542,0,0.272,33528,17,142,1.0,7561.406259815006,False,0.21884035053601772,0,0.24500000000000002,34005,12,116,1.0,6152.236196777993,False,0.21140536094050943,0,1.8920000000000001,34378,0,22,0.2,989.9999999999997,False,-0.11242046322219394,9,2.855000000000001,24909,184,0,0.0,9509.738066604585,False,-0.24500206074567846,0.4,172742,0.0,0.0,7,0,0,12,14,13.333333333333332,12,24,27,348.0,114.0,24,10,27,586,1.2419266840443015,53.94644410070032
34,27,0,0,0,10.0,9,10.0,23.449396692096414,0,,13.072979755000732,18,13.0,51.68335905763361,0,,44.999999999999986,10,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,1.0640000000000003,16566,3,20,1.0,498.9879338419283,False,0.3859304349230169,9,3.062000000000001,7337,224,0,0.0,5252.664859029597,False,-0.4830151292281653,9,2.423000000000001,9141,211,0,0.0,4947.822702032343,False,-0.39731676260812726,0,0.272,33411,16,152,1.0,8065.038252840321,False,0.22324466273832594,0,0.24500000000000002,33888,11,126,1.0,6655.906018566843,False,0.21581029105793612,0,1.8920000000000003,34378,0,22,0.0,989.9999999999997,False,-0.11242046322219394,10,2.946000000000001,24744,184,0,0.0,9509.738066604585,False,-0.2492016026138383,0.375,171917,0.0,0.0,5,0,0,9,8,8.0,6,15,28,239.0,130.0,15,12,28,90,1.065184349194169,55.01162844989449
35,28,0,0,0,10.0,10,10.0,23.406892924495743,19,23.0,13.066431593317555,17,13.0,52.18515646231873,4,62.25,44.999999999999986,13,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,1.0640000000000003,16903,3,11,1.0,287.4758221694532,False,0.4049895253510859,13,3.1830000000000016,7061,224,0,0.0,5243.144015087047,False,-0.49758343671941035,4,2.454,8640,230,0,0.0,5383.585372634021,False,-0.41200743636794257,0,0.272,33468,15,159,1.0,8493.436351408442,False,0.23210448140164064,0,0.24500000000000002,33859,9,135,1.0,7162.594006752886,False,0.22313939899955712,0,1.8920000000000001,34204,0,25,0.3,1124.9999999999995,False,-0.11513107660982438,13,3.066000000000001,24403,185,0,0.0,9654.253945528964,False,-0.2560415634318024,0.4125,170990,0.0,0.0,7,0,0,11,10,10.0,7,18,31,265.0,110.0,18,10,31,786,1.1127491379156709,56.12437758781016
36,31,0,0,0,9.999999999999998,11,10.0,23.406892924495743,0,,13.057061817609851,28,13.0,51.88652665642689,12,50.0,44.999999999999986,10,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,1.0640000000000003,16793,4,21,1.0,531.5447514144106,False,0.40598140408037625,9,3.260000000000001,6893,224,0,0.0,5243.144015087047,False,-0.5063007468065834,19,2.6400000000000006,8174,230,0,0.0,5383.585372634021,False,-0.43618759410974417,0,0.272,33606,19,162,1.0,8653.701492875743,False,0.23923066796595463,0,0.24500000000000002,33957,13,140,1.0,7433.855535528693,False,0.23077189701941678,0,1.8920000000000003,33604,2,35,1.0,1678.7730533128533,False,-0.12335488606117526,10,3.1530000000000005,24228,185,0,0.0,9599.007431438975,False,-0.26119868374345917,0.5,169707,0.0,0.0,7,0,0,13,12,12.0,6,19,35,257.0,133.0,19,12,35,710,1.1945003783330321,57.31887796614319
37,35,0,0,0,9.999999999999998,8,10.0,23.348766341578422,33,23.03030303030303,13.05210417276213,17,13.0,54.426607992781506,10,74.5,44.999999999999986,11,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,12,1.1840000000000002,17245,2,10,1.0,253.48766341578423,False,0.43177646350514237,13,3.3810000000000016,6593,225,0,0.0,5253.4724268551445,False,-0.5215994077715042,4,2.661000000000001,7374,262,0,0.0,6117.376781493546,False,-0.45866083485124676,0,0.272,33802,22,167,1.0,9376.38982659528,False,0.25743857933020703,0,0.24500000000000002,34285,7,145,1.0,7983.222888162653,False,0.2504610076472174,0,1.8920000000000003,33604,0,37,0.2,1664.9999999999995,False,-0.12353016034614406,11,3.2529999999999997,23278,195,0,0.0,10613.188558592394,False,-0.27247151236202094,0.4,168633,0.0,0.0,10,0,0,13,11,10.75,9,22,36,333.0,150.0,22,13,36,1217,1.3455232428386807,58.66440120898187
38,36,0,0,0,9.999999999999998,9,10.0,23.348766341578422,0,,13.047517084593164,17,13.0,54.00223734746666,1,20.0,44.999999999999986,11,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,1.1720000000000002,17155,1,20,1.0,476.97532683156845,False,0.43356858678115756,4,3.408000000000002,6529,225,0,0.0,5253.4724268551445,False,-0.524920287804713,13,2.7870000000000013,7098,262,0,0.0,6117.376781493546,False,-0.4729821299944597,0,0.272,33750,16,177,1.0,9767.15628385509,False,0.26212277497313113,0,0.24500000000000002,34136,10,154,1.0,8446.819722355798,False,0.25316595430179345,0,1.8920000000000003,33584,0,38,0.1,1709.9999999999995,False,-0.12346653092389921,11,3.3520000000000003,23075,195,0,0.0,10530.436282755998,False,-0.2786913173484857,0.3875,167779,0.0,0.0,5,0,0,10,9,9.0,11,21,34,337.0,177.0,21,15,34,110,1.3912568865343928,60.055658095516264
39,34,0,0,0,9.999999999999998,11,10.0,23.323544598638364,15,23.0,13.044210058697407,13,13.0,54.05550283438675,2,56.0,44.99999999999998,12,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,1.1720000000000002,17390,2,15,1.0,369.85316897957546,False,0.4485227548413244,9,3.4940000000000007,6016,240,0,0.0,5597.650703673207,False,-0.5426097264509857,4,2.8140000000000005,7034,262,0,0.0,6110.768684843251,False,-0.47647445296691443,0,0.272,33810,10,185,1.0,10130.710124948522,False,0.27002140027684624,0,0.24500000000000002,34019,9,164,1.0,8982.500355367703,False,0.2580937660138469,0,1.8920000000000001,33472,0,40,0.2,1799.999999999999,False,-0.12517179944006107,12,3.461000000000001,22843,195,0,0.0,10540.823052705417,False,-0.284463946898633,0.4,167036,0.0,0.0,8,0,0,17,8,8.0,8,25,26,383.0,102.0,25,9,26,567,1.2015989758074284,61.25725707132369
40,26,0,0,0,9.999999999999998,8,10.0,23.438315798736607,15,24.866666666666667,13.037140399254735,32,13.0,56.265772151903874,18,64.55555555555556,44.99999999999998,8,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,1.1720000000000004,17683,0,10,1.0,234.38315798736608,False,0.4670890611550056,18,3.665000000000001,5558,241,0,0.0,5648.634107495523,False,-0.5650520416278663,14,2.9500000000000006,6383,276,0,0.0,6468.975160451303,False,-0.500960586331172,0,0.272,34130,14,187,1.0,10704.219357995591,False,0.289843504704273,0,0.24500000000000002,34445,17,164,1.0,9449.218019699565,False,0.2796344008444881,0,1.8920000000000003,32912,0,50,1.0,2249.999999999999,False,-0.13369814202087046,8,3.529000000000001,22117,203,0,0.0,11421.951746836487,False,-0.2917287891723532,0.5,165680,0.0,0.0,12,0,0,8,11,11.0,6,14,33,238.0,116.0,14,12,33,1615,0.9806227050721645,62.23787977639586
41,33,0,0,0,9.999999999999998,10,10.0,23.40902116919149,13,23.0,13.034640017241232,13,13.0,56.25904027767739,2,56.0,44.99999999999998,12,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,3,1.2020000000000002,17825,0,10,1.0,234.0902116919149,False,0.4787806070918947,4,3.6870000000000007,5494,241,0,0.0,5641.574101775149,False,-0.5685560890988183,9,3.026000000000001,5916,289,0,0.0,6765.207117896341,False,-0.5175070797556989,0,0.272,34138,12,195,1.0,11126.928534353987,False,0.2970096134327668,0,0.24500000000000002,34380,12,174,1.0,9945.488688522762,False,0.2856172605116426,0,1.8920000000000001,32980,0,48,0.2,2159.999999999999,False,-0.13311275133621786,8,3.601000000000001,21995,203,0,0.0,11420.585176368511,False,-0.29485129579576846,0.4,165180,0.0,0.0,8,0,0,10,9,8.23076923076923,10,20,34,283.0,149.0,20,13,34,392,1.1729686111211777,63.410848387517035
42,34,0,0,0,10.0,12,10.0,23.40902116919149,0,,13.032057563872193,14,13.0,54.16265936428674,6,29.333333333333332,44.99999999999999,20,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,1.1990000000000003,17705,2,20,1.0,488.1804233838298,False,0.47936126363569714,4,3.723000000000001,5430,241,0,0.0,5641.574101775149,False,-0.571876969132027,10,3.1170000000000013,5726,289,0,0.0,6765.207117896341,False,-0.5273659423542876,0,0.272,34149,7,204,1.0,11140.4069132616,False,0.29758913611992155,0,0.24500000000000002,34363,11,179,1.0,9838.46865940992,False,0.2833137644464214,0,1.8920000000000003,33150,0,47,0.5,2114.9999999999995,False,-0.12935861542377194,14,3.733000000000001,21616,204,0,0.0,11049.182510314495,False,-0.3092239436203297,0.4375,164591,0.0,0.0,12,0,0,9,9,9.0,10,19,40,318.0,182.0,19,15,40,566,1.3432736657559872,64.75412205327302
43,40,0,0,0,10.0,7,10.0,23.396699118382692,13,23.23076923076923,13.029767882070194,13,13.0,55.21599221478422,9,63.333333333333336,44.99999999999999,20,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,1.1990000000000003,17937,0,16,0.9,374.3471858941231,False,0.49379160907830405,9,3.809000000000001,5262,241,0,0.0,5638.604487530229,False,-0.5806713240055462,4,3.1470000000000007,5360,302,0,0.0,7065.803133751573,False,-0.5385584492073586,0,0.272,34410,6,209,1.0,11618.320980182323,False,0.31392226364231174,0,0.24500000000000002,34503,5,185,1.0,10280.107399145432,False,0.2951013949550054,0,1.8920000000000001,33650,0,37,0.2,1664.9999999999998,False,-0.12235937897683889,8,3.799000000000001,20964,211,0,0.0,11650.57435731947,False,-0.318165253788248,0.3875,164538,0.0,0.0,17,0,0,16,7,7.0,6,22,36,336.0,206.0,22,18,36,1482,1.3506068205460906,66.10472887381911
44,36,0,0,0,10.0,9,10.0,23.65162974521467,32,25.0,13.026674020767892,19,13.0,56.381398319339375,10,64.6,44.99999999999999,20,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,16,1.3590000000000002,18343,0,9,0.9,212.86466770693204,False,0.5205993846413473,9,3.8900000000000015,4669,258,0,0.0,6102.1204742653845,False,-0.5994157203646382,10,3.2430000000000008,4795,317,0,0.0,7497.566629233051,False,-0.5566737591004294,0,0.272,34424,6,217,1.0,12312.923479421253,False,0.3257256367105726,0,0.24500000000000002,34888,4,187,1.0,10595.428181799536,False,0.3128296011401427,0,1.8920000000000003,33775,0,33,0.5,1484.9999999999998,False,-0.12146856706541105,11,3.9010000000000007,20406,216,0,0.0,12178.382036977306,False,-0.32565052129069355,0.425,163752,0.0,0.0,12,0,0,14,9,8.941176470588236,8,22,39,331.0,168.0,22,14,39,1516,1.873627983033657,67.97835685685277
45,39,0,0,0,10.0,9,10.0,23.60179265936225,15,23.0,13.024043580519928,18,13.0,56.423304000706985,7,56.857142857142854,45.0,15,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,6,1.4030000000000002,18484,0,9,0.9,212.41613393426024,False,0.5322020989835268,9,3.971000000000001,4501,258,0,0.0,6089.26250611546,False,-0.6084666224025669,9,3.323000000000001,4282,332,0,0.0,7835.795162908267,False,-0.5745175601154974,0,0.272,34544,4,223,1.0,12634.492966479736,False,0.33489861101731033,0,0.24500000000000002,34932,4,194,1.0,10998.217150459235,False,0.3208464088608174,0,1.8920000000000003,33692,0,33,0.7,1485.0,False,-0.12358106388393994,8,3.97,20284,216,0,0.0,12187.433664152708,False,-0.3286404471347327,0.45,163171,0.0,0.0,11,0,0,13,10,9.4,9,22,38,338.0,193.0,22,17,38,803,1.3737977407872677,69.35215459764004
46,38,0,0,0,10.0,11,10.0,23.60179265936225,0,,13.02333339330875,5,13.0,55.36213706760359,8,45.875,45.0,20,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,1.3970000000000005,18374,1,19,1.0,458.43406052788276,False,0.5332742957441641,0,3.9620000000000015,4501,258,0,0.0,6089.26250611546,False,-0.6084666224025669,5,3.364000000000001,4202,332,0,0.0,7835.795162908267,False,-0.5786686601570085,0,0.272,34772,0,225,0.9,12456.480840210808,False,0.3394394126137015,0,0.24500000000000002,35006,0,197,0.4,10906.341002317908,False,0.3217631656700082,0,1.8920000000000003,34152,0,25,0.4,1125.0,False,-0.11645456859251718,8,4.042000000000001,19871,220,0,0.0,12179.67015487279,False,-0.339250825211596,0.3375,163330,0.0,0.0,15,0,0,9,6,6.0,11,20,32,321.0,186.0,20,18,32,1017,1.3523339508101344,70.70448854845017
47,32,0,0,0,10.0,13,10.0,23.60179265936225,0,,13.020991080434746,17,13.0,55.36213706760359,0,,44.99999999999999,12,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,1.397,18244,4,29,1.0,724.4519871215052,False,0.5335222940378102,13,4.0920000000000005,4225,258,0,0.0,6089.26250611546,False,-0.6227879175457799,4,3.3990000000000014,4138,332,0,0.0,7835.795162908267,False,-0.5819895401902172,0,0.272,34603,3,235,1.0,13049.165184128147,False,0.3435995619753045,0,0.24500000000000002,34954,0,201,0.4,11127.789550588323,False,0.3236816326460033,0,1.8920000000000001,34242,0,23,0.0,1034.9999999999998,False,-0.11530923899210996,10,4.134,19696,220,0,0.0,12179.67015487279,False,-0.34370488476873523,0.3,162554,0.0,0.0,10,0,0,13,10,10.0,6,19,24,298.0,127.0,19,13,24,220,1.1328315027058125,71.83732005115598
48,24,0,0,0,10.0,10,10.0,23.710615700752864,18,24.77777777777778,13.017443237664596,31,13.0,54.146216517044635,7,41.714285714285715,44.99999999999999,14,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,1.3970000000000002,18590,4,21,1.0,537.9229297158101,False,0.5543527128375426,18,4.259000000000001,3369,275,0,0.0,6520.419317707037,False,-0.6560185938743505,13,3.525000000000001,3838,333,0,0.0,7895.635028350704,False,-0.5960036574213703,0,0.272,34434,6,245,1.0,13343.927706101924,False,0.34289329804152113,0,0.24500000000000002,35012,8,204,1.0,11149.967715378421,False,0.3259387081897813,0,1.8920000000000003,34175,0,25,0.7,1124.9999999999998,False,-0.11586917790786459,9,4.214,19553,220,0,0.0,11912.16763374982,False,-0.3507486938947592,0.4625,161423,0.0,0.0,12,0,0,9,11,11.0,5,14,29,194.0,124.0,14,10,29,1063,0.8729742653667927,72.71029431652278
49,29,0,0,0,10.0,11,10.0,23.76270454699697,30,24.066666666666666,13.01581457270594,17,13.0,56.663997947766525,15,68.53333333333333,44.99999999999999,17,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,9,1.487,19031,5,10,1.0,287.62704546996974,False,0.5803851910273622,8,4.3210000000000015,2899,289,0,0.0,6867.4216140821245,False,-0.6714035488251836,9,3.602000000000001,3270,349,0,0.0,8293.183886901943,False,-0.6151623109458816,0,0.272,34943,5,246,1.0,14004.422568014095,False,0.37031072473071047,0,0.24500000000000002,35310,6,208,1.0,11864.206460571671,False,0.34734084385121977,0,1.8920000000000001,34558,0,16,0.2,719.9999999999999,False,-0.11127513362178672,6,4.265000000000001,18567,233,0,0.0,13202.7115218296,False,-0.35942082563209976,0.4,161030,0.0,0.0,19,0,0,15,7,6.642857142857142,3,18,29,287.0,114.0,18,11,29,2033,1.1450683353468776,73.85536265186965
50,29,0,0,0,10.0,11,10.0,23.76270454699697,0,,13.014991207791192,9,13.0,58.011153293358475,7,72.85714285714286,45.0,17,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,1.4780000000000004,18921,6,20,1.0,535.2540909399395,False,0.581523699453554,4,4.3530000000000015,2835,289,0,0.0,6867.4216140821245,False,-0.6747244288583925,5,3.643000000000001,3190,349,0,0.0,8293.183886901943,False,-0.6193134109873926,0,0.272,35227,0,247,0.5,14328.754863459544,False,0.3848865544504989,0,0.24500000000000002,35419,5,215,1.0,12537.472914111027,False,0.36189926354313995,0,1.8920000000000003,34918,0,8,0.0,360.0,False,-0.1066938152201578,9,4.349000000000001,17913,240,0,0.0,13922.676790406034,False,-0.3669040876761767,0.3125,160875,0.0,0.0,12,0,0,10,7,7.0,8,18,25,296.0,133.0,18,11,25,980,1.1251603132113814,74.98052296508104
51,25,0,0,0,10.0,9,10.0,23.76270454699697,0,,13.013753570544853,14,13.0,58.24560415090965,1,76.0,45.0,20,45.0,0,0.2,12452,0,0,0.0,0.0,False,0.02629193109700816,0,1.478,18831,5,30,1.0,762.8811364099091,False,0.5834864063467365,9,4.439000000000001,2667,289,0,0.0,6867.4216140821245,False,-0.6834417389455655,5,3.6880000000000015,3110,349,0,0.0,8293.183886901943,False,-0.6234645110289035,0,0.272,35097,0,257,1.0,14969.12026678378,False,0.39109964499810157,0,0.24500000000000002,35443,0,223,0.9,12988.769725652852,False,0.37005504288880836,1,1.9020000000000001,35269,0,0,0.0,0.0,False,-0.10234156273861034,11,4.450000000000001,17640,241,0,0.0,14037.190600369226,False,-0.3723951310719111,0.3625,160509,0.0,0.0,8,0,0,12,9,8.5,6,18,15,298.0,93.0,18,7,15,481,0.9753252929076552,75.95584825798869
