index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,24,0,0,0,10.000000000000002,20,10.0,22.95897623389533,19,26.68421052631579,23.796673385694305,23,28.869565217391305,30.008835506283898,13,21.0,55.00000000000001,11,55.0,1,1.3890000000000002,16855,244,0,0.0,2440.0000000000005,False,-0.1688126552009565,0,0.9200000000000002,26303,19,10,1.0,419.58976233895334,False,0.21920329629216762,1,0.42600000000000005,40131,38,10,1.0,1110.4078307449656,False,0.10521293878174785,8,2.0890000000000004,24340.0,206,0,0.0,4729.549104182438,False,-0.27458303990190375,13,6.234000000000003,21543,154,0,0.0,3664.687701396923,False,-0.5802218936751646,0,0.2,53099,59,160,1.0,6205.417410761387,False,0.009279136309251862,0,0.2,70461,0,3,0.0,165.00000000000003,False,0.000361609801752744,1,0.516,59274,519,10,1.0,16124.585627761344,False,-0.04511907861991726,0.5,312006,0.0,0.0,16,0,0,13,6,4.316666666666666,24,37,27,226.0,33.0,18,6,27,1089,1.9225268110167235,51.716208023251966
26,27,0,0,0,10.000000000000002,20,10.0,22.92884871550854,13,22.53846153846154,23.914795544038217,8,26.375,30.31633288007919,25,33.6,55.00000000000001,10,55.0,0,1.3880000000000001,16785,251,0,0.0,2510.0000000000005,False,-0.17042214660167387,3,0.9500000000000002,26403,22,10,1.0,449.2884871550854,False,0.22448469803998633,0,0.42500000000000004,40043,41,15,1.0,1298.8047304964234,False,0.10538131543879102,3,2.111,24244.0,206,0,0.0,4723.342835394759,False,-0.2772751088556385,20,6.421000000000003,20808,159,0,0.0,3802.4524915020766,False,-0.5921841385336978,0,0.2,53373,52,165,1.0,6245.7642935030535,False,0.014561949299659333,0,0.2,70461,0,3,0.0,165.00000000000003,False,0.000361609801752744,0,0.5150000000000001,58984,534,10,1.0,16738.92175796229,False,-0.044875622125114915,0.5,311101,0.0,0.0,17,0,0,16,4,3.2727272727272725,26,42,18,282.0,39.0,22,5,18,1253,1.8094988880329765,53.52570691128494
27,18,0,0,0,10.000000000000002,20,10.0,23.822934630012153,17,32.411764705882355,22.932808170129814,10,7.5,32.226960637118104,35,46.57142857142857,55.00000000000001,12,55.0,0,1.3880000000000003,16695,260,0,0.0,2600.0000000000005,False,-0.1724914926883105,7,1.0170000000000001,26692,23,10,1.0,468.22934630012156,False,0.23821000060471165,0,0.42500000000000004,40104,32,20,1.0,1220.9900715629851,False,0.10598144774350082,5,2.1580000000000004,23537.0,222,0,0.0,5288.691487862698,False,-0.2888016259492204,10,6.501000000000003,20538,159,0,0.0,3646.3164990506402,False,-0.5984347984282065,0,0.2,54748,52,150,1.0,6026.550120414466,False,0.03728607453007513,0,0.2,70461,0,3,0.0,165.00000000000003,False,0.000361609801752744,2,0.5350000000000001,57881,559,10,1.0,18564.87099614902,False,-0.04757032958855169,0.5,310656,0.0,0.0,16,0,0,7,6,4.733333333333333,20,27,17,126.0,56.0,9,9,17,2192,1.0853453499730676,54.61105226125801
28,17,0,0,0,10.000000000000002,20,10.0,23.849439614617083,2,26.0,21.305074499426787,16,6.0,32.64646451420665,21,38.0,55.00000000000001,10,55.0,0,1.3880000000000001,16585,271,0,0.0,2710.0000000000005,False,-0.17502069346086638,0,1.0100000000000002,26654,22,18,1.0,649.2899130631075,False,0.2406256303012762,0,0.42500000000000004,40052,24,30,1.0,1211.5387857336136,False,0.10444053439998936,16,2.3130000000000006,23089.0,222,0,0.0,5294.575594444992,False,-0.30089132107618244,21,6.701000000000003,20391,159,0,0.0,3387.506845408859,False,-0.6033985198400929,0,0.2,54652,58,160,1.0,6459.128643239817,False,0.03944624803124557,0,0.2,70461,0,3,0.0,165.00000000000003,False,0.000361609801752744,0,0.5330000000000001,57633,570,10,1.0,19158.48477309779,False,-0.04687821000951677,0.5,309517,0.0,0.0,15,0,0,6,2,2.0,20,26,22,100.0,64.0,8,9,22,802,1.2615957179805264,55.872647979238536
29,22,0,0,0,10.000000000000002,20,10.0,23.70117924887597,17,22.41176470588235,21.941220720470877,5,41.0,32.95670872772126,16,38.0,55.00000000000001,9,55.0,3,1.4180000000000001,16443,283,0,0.0,2830.0000000000005,False,-0.1787915018854042,0,1.0100000000000002,26914,20,14,1.0,531.8165094842636,False,0.249880817379846,0,0.42500000000000004,39938,27,35,1.0,1407.8745649361317,False,0.10401046593507915,0,2.2970000000000006,23027.0,226,0,0.0,5356.466510245969,False,-0.30173489650061164,16,6.8400000000000025,20074,164,0,0.0,3598.3601981572237,False,-0.6071979869070914,0,0.2,54652,48,170,1.0,6655.819078295216,False,0.04121234693629537,0,0.2,70461,0,3,0.0,165.00000000000003,False,0.000361609801752744,0,0.533,57520,576,11,1.0,19588.064227167444,False,-0.045434752636437085,0.5,309029,0.0,0.0,16,0,0,14,3,3.0,18,32,23,204.0,72.0,13,9,23,1240,1.4157429579645395,57.288390937203076
30,23,0,0,0,10.000000000000002,20,10.0,23.588528767487396,25,22.92,21.08676906298142,12,11.166666666666666,33.81554370683505,51,38.0,55.00000000000001,13,55.0,10,1.515,16198,295,0,0.0,2950.0000000000005,False,-0.18729881357491032,1,1.0200000000000002,27281,18,10,1.0,415.885287674874,False,0.26409190857341286,0,0.42500000000000004,40058,17,37,1.0,1181.2154443775983,False,0.10419166387387056,4,2.337000000000001,22328.0,251,0,0.0,5920.720720639337,False,-0.31305896394426785,51,7.334000000000002,19655,169,0,0.0,3563.6639716438604,False,-0.6150339950467463,0,0.2,54580,45,180,1.0,7035.702475064472,False,0.04333036253088334,0,0.2,70461,0,3,0.0,165.00000000000003,False,0.000361609801752744,2,0.553,56167,617,10,1.0,21414.190467117227,False,-0.051673399223480264,0.5,306728,0.0,0.0,17,0,0,13,7,5.4714285714285715,16,29,22,119.0,92.0,9,14,22,794,1.3496844640467316,58.63807540124981
31,22,0,0,0,10.000000000000002,20,10.0,21.0392024456953,45,12.2,21.256930457032073,11,23.363636363636363,34.26851683125957,22,39.81818181818182,55.0,11,55.0,18,1.6850000000000003,15854,306,0,0.0,3060.0000000000005,False,-0.20058861399797664,17,1.1890000000000003,27239,17,10,1.0,380.392024456953,False,0.2613444317220857,0,0.42500000000000004,39985,43,42,1.0,1797.476784360245,False,0.11057882791894502,6,2.3930000000000007,21905.0,260,0,0.0,5470.192635880778,False,-0.33066861386085383,10,7.383000000000001,19128,180,0,0.0,3826.247482265773,False,-0.6221401860261669,0,0.2,55276,35,178,1.0,6843.788561960326,False,0.054106030007725,0,0.2,70461,0,3,0.0,165.0,False,0.000361609801752744,1,0.5610000000000002,55831,629,10,1.0,22104.897086862267,False,-0.051540762026275055,0.5,305679,0.0,0.0,17,0,0,11,5,4.277777777777778,19,30,25,150.0,83.0,11,11,25,1812,1.2170438540051691,59.85511925525498
32,25,0,0,0,10.000000000000002,20,10.0,21.0392024456953,0,,22.112341856340038,15,29.666666666666668,34.05426078664486,4,20.0,55.0,10,55.0,0,1.6670000000000005,15754,316,0,0.0,3160.0000000000005,False,-0.20288788742757288,0,1.1720000000000002,27139,17,20,1.0,590.784048913906,False,0.2615833727792216,0,0.42500000000000004,40395,33,42,1.0,1623.0120386742265,False,0.1193465900452859,5,2.4370000000000007,21770.0,260,0,0.0,5470.192635880778,False,-0.3343357966495426,4,7.413000000000001,18823,185,0,0.0,4090.783243422907,False,-0.6252421366308439,0,0.2,55036,35,188,1.0,7176.132992861136,False,0.05278021902542101,0,0.2,70461,0,3,0.0,165.0,False,0.000361609801752744,0,0.56,56301,623,10,1.0,21765.804470079747,False,-0.04728009536515679,0.5,305679,0.0,0.0,15,0,0,13,2,2.0,20,33,23,210.0,42.0,16,9,23,1160,1.6981837410130538,61.55330299626803
33,23,0,0,0,10.000000000000002,20,10.0,19.58152923961226,58,15.03448275862069,22.086013166430725,29,21.96551724137931,34.19702448474013,9,38.0,55.0,10,55.0,30,1.967,15009,325,0,0.0,3250.0000000000005,False,-0.23507771544192035,8,1.252,27637,18,10,1.0,375.8152923961226,False,0.2795414166374534,0,0.42500000000000004,40576,66,33,1.0,2021.219364306623,False,0.1296718464171166,10,2.532000000000001,20975.0,275,0,0.0,5384.920540893371,False,-0.3570896077351293,9,7.499000000000002,18760,185,0,0.0,4085.912435789684,False,-0.6264172359182034,0,0.2,54399,54,198,1.0,7963.6555589658055,False,0.04841209983806958,0,0.2,70461,0,3,0.0,165.0,False,0.000361609801752744,0,0.56,56509,622,10,1.0,21820.549229508364,False,-0.043942332244899504,0.5,304326,0.0,0.0,18,0,0,13,9,8.307692307692307,19,32,24,233.0,50.0,14,9,24,1633,2.3047474340419285,63.85805043030996
34,24,0,0,0,10.000000000000002,20,10.0,19.64827153495389,1,34.0,20.8590058531886,10,3.0,34.673342696783564,5,56.0,55.0,0,,0,1.9370000000000003,14899,336,0,0.0,3360.0000000000005,False,-0.23760691621447622,0,1.2440000000000002,27581,17,19,1.0,543.317159164124,False,0.2808175563129799,0,0.42500000000000004,40576,56,43,1.0,1997.2404576445274,False,0.12934616110673575,10,2.6220000000000008,20596.0,276,0,0.0,5422.922943647273,False,-0.36686872920371505,0,7.490000000000002,18760,185,0,0.0,3858.916082839891,False,-0.6284554540465126,0,0.2,54649,54,203,1.0,8165.074883519248,False,0.05471019918756622,0,0.2,70461,0,3,0.0,165.0,False,0.000361609801752744,0,0.56,56229,617,20,1.0,22493.45244391546,False,-0.043141804617860345,0.5,303751,0.0,0.0,11,0,0,7,2,2.0,22,29,21,169.0,45.0,12,12,21,514,1.6384213450364769,65.49647177534644
35,21,0,0,0,10.0,20,10.0,19.9375789184077,4,34.0,20.50707212827283,38,19.210526315789473,35.22615198150835,5,58.0,55.0,2,55.0,0,1.9370000000000003,14839,342,0,0.0,3420.0,False,-0.238986480272234,0,1.244,27577,21,25,1.0,708.4394729601925,False,0.28443022792605976,0,0.42500000000000004,41248,46,29,1.0,1511.8337219666664,False,0.141007710889722,14,2.7520000000000007,19957.0,280,0,0.0,5582.522097154156,False,-0.38205902674117626,0,7.490000000000003,18760,185,0,0.0,3793.808343730474,False,-0.629040061562984,0,0.2,54209,82,208,1.0,9008.61952667211,False,0.05438286366770319,0,0.2,70571,0,1,0.0,55.0,False,0.001141552511415525,0,0.56,55939,612,30,1.0,23208.40501268311,False,-0.04218493850730949,0.5,303100,0.0,0.0,14,0,0,9,3,3.0,20,29,18,171.0,27.0,12,9,18,1408,1.391778132005129,66.88824990735156
36,18,0,0,0,10.0,20,10.0,21.261201531540042,33,28.424242424242426,20.080577312686984,4,3.0,35.759130224541714,5,56.0,55.0,1,55.0,0,1.9370000000000005,14759,350,0,0.0,3500.0,False,-0.24082589901591098,8,1.3240000000000003,28227,23,10,1.0,442.6120153154004,False,0.308208682408613,0,0.42500000000000004,40962,47,39,1.0,1782.4189871771744,False,0.1369138481946212,4,2.778000000000001,19181.0,302,0,0.0,6420.882862525093,False,-0.3917517879210457,0,7.490000000000003,18760,185,0,0.0,3714.906802847092,False,-0.6297485247117977,0,0.2,54477,76,213,1.0,9142.818613591597,False,0.06040063404499959,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,55659,607,40,1.0,23905.79204629682,False,-0.04121081109577117,0.5,302651,0.0,0.0,13,0,0,8,2,2.0,21,29,25,92.0,56.0,9,9,25,1297,1.4220923160319217,68.31034222338349
37,25,0,0,0,10.0,20,10.0,21.41861892813999,12,23.916666666666668,18.41647757186459,19,5.473684210526316,36.32014200603381,5,56.0,55.0,0,,1,1.9470000000000005,14669,357,0,0.0,3570.0,False,-0.24335509978846684,1,1.326,28362,26,10,1.0,474.1861892813999,False,0.31514269726113764,0,0.42500000000000004,40735,49,45,1.0,1878.253818212766,False,0.13204919210893926,15,2.9240000000000004,18678.0,302,0,0.0,6468.4229162982765,False,-0.40476974280419586,0,7.490000000000003,18721,198,0,0.0,3646.4625592291886,False,-0.6310634591072175,0,0.2,54692,72,218,1.0,9243.777342489622,False,0.06516815428292745,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,55379,602,50,1.0,24614.725487632353,False,-0.04015481517036532,0.5,301862,0.0,0.0,11,0,0,14,5,4.090909090909091,17,31,27,168.0,40.0,14,11,27,540,1.8415083620348014,70.15185058541829
38,27,0,0,0,10.0,20,10.0,21.920480038257026,18,27.0,17.24158722862395,18,7.444444444444445,37.60546075057118,22,47.09090909090909,55.0,0,,0,1.9460000000000002,14599,364,0,0.0,3640.0,False,-0.2449645911891842,8,1.4050000000000002,28550,29,10,1.0,509.2048003825703,False,0.3245931389768824,0,0.42500000000000004,40309,57,51,1.0,2128.788310840472,False,0.12387999226958518,14,3.0490000000000004,18189.0,302,0,0.0,6619.984971553622,False,-0.415994553940814,12,7.610000000000001,18581,206,0,0.0,3551.7669690965336,False,-0.6344278803169927,0,0.2,55194,72,218,1.0,9439.384724085443,False,0.0759395234271836,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,54343,614,60,1.0,26389.752900850704,False,-0.042260466116093076,0.5,300391,0.0,0.0,12,0,0,20,5,4.444444444444445,17,37,25,244.0,63.0,19,8,25,840,1.7547967860009521,71.90664737141924
39,25,0,0,0,10.0,20,10.0,23.035382969297792,32,29.3125,16.783720668911972,8,8.125,37.60546075057118,0,,55.0,0,,0,1.9460000000000006,14509,373,0,0.0,3730.0,False,-0.24703393727582085,22,1.6170000000000002,28824,30,10,1.0,530.3538296929779,False,0.3376794313826216,0,0.42500000000000004,39907,65,57,1.0,2453.971971132339,False,0.1173766328624717,4,3.0750000000000006,17579.0,316,0,0.0,7279.181018298103,False,-0.42361148210824845,0,7.598000000000001,18521,210,0,0.0,3524.581340471514,False,-0.6357494716667728,0,0.2,55189,66,228,1.0,9681.77061527842,False,0.07802613464378579,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,54343,604,70,1.0,26563.698293344994,False,-0.041027125745589844,0.5,299498,0.0,0.0,12,0,0,19,5,4.166666666666667,19,38,29,212.0,37.0,19,6,29,260,1.7667448580032215,73.67339222942246
40,29,0,0,0,9.999999999999998,20,10.0,23.424333859693625,30,25.9,19.450632459333438,37,29.783783783783782,37.25664258519048,19,34.21052631578947,55.0,0,,5,1.9960000000000004,14289,386,0,0.0,3859.999999999999,False,-0.2541616849075692,15,1.7450000000000003,29168,27,10,1.0,504.2433385969362,False,0.35289808099413533,0,0.42500000000000004,40688,71,39,1.0,2421.7023699522515,False,0.13815367356575467,9,3.161000000000001,16786.0,330,0,0.0,7730.030173698897,False,-0.4390292807744696,19,7.788000000000001,17188,233,0,0.0,4531.997363024691,False,-0.6506420278079853,0,0.2,55099,70,238,1.0,10228.625207428673,False,0.0813201509152256,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,53693,613,80,1.0,27238.32190472176,False,-0.045461287155607384,0.5,297537,0.0,0.0,11,0,0,19,9,8.285714285714285,17,36,23,283.0,87.0,19,10,23,1282,1.8442198740085587,75.51761210343102
41,23,0,0,0,9.999999999999998,20,10.0,23.201044596219894,2,1.0,20.07914021202381,25,24.16,36.972234816649696,24,35.0,55.0,0,,2,2.0110000000000006,14199,391,0,0.0,3909.999999999999,False,-0.25715074036604435,0,1.7300000000000002,29018,32,20,1.0,784.0208919243978,False,0.3524331116509794,0,0.42500000000000004,41213,63,33,1.0,2124.2774365586392,False,0.14837526738595927,9,3.2420000000000004,16521.0,330,0,0.0,7656.344716752566,False,-0.44722863232074855,24,8.009000000000002,16591,238,0,0.0,4778.835370461667,False,-0.65914666992492,0,0.2,54700,80,248,1.0,10775.445451491029,False,0.07906478810712968,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,52853,627,90,1.0,28131.591230039357,False,-0.05103951310275839,0.5,295721,0.0,0.0,13,0,0,16,7,7.0,15,31,28,129.0,59.0,12,11,28,727,1.7480863209930249,77.26569842442404
42,28,0,0,0,9.999999999999998,20,10.0,23.04564585554232,2,9.0,21.17950883042671,25,28.599999999999994,36.58515158270576,4,20.0,55.0,0,,0,2.0090000000000003,14109,400,0,0.0,3999.999999999999,False,-0.25922008645268096,0,1.7300000000000002,28926,33,28,1.0,975.2780839551849,False,0.35259997433907814,0,0.42500000000000004,41900,55,24,1.0,1775.8187339850685,False,0.1623043318119288,6,3.293,16319.0,330,0,0.0,7605.063132328965,False,-0.45341233895187893,2,8.005,15896,253,0,0.0,5358.415734097957,False,-0.6664234916575563,0,0.2,54670,80,256,1.0,11060.159511606813,False,0.0810825133483597,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,52773,621,100,1.0,28219.37913286028,False,-0.051551524909524644,0.5,295219,0.0,0.0,15,0,0,21,3,3.0,17,38,23,279.0,50.0,19,9,23,963,1.614569685945753,78.8802681103698
43,23,0,0,0,9.999999999999998,20,10.0,22.876921481616968,2,9.0,21.08693336800048,36,20.63888888888889,37.18125749927353,5,56.0,55.0,0,,0,2.009000000000001,14059,405,0,0.0,4049.999999999999,False,-0.2603697231674791,0,1.7300000000000002,28794,38,36,1.0,1203.5691733382107,False,0.3517789288452638,0,0.42500000000000004,42527,47,19,1.0,1475.8670436280067,False,0.17526236714785548,21,3.4970000000000008,15683.0,330,0,0.0,7549.3840889336,False,-0.4714450861253688,0,8.003000000000004,15171,288,0,0.0,6073.036809984138,False,-0.6730265169257059,0,0.2,54932,71,261,1.0,11201.480476438424,False,0.08705648268329368,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,52493,616,110,1.0,28953.654619552493,False,-0.05031584404299267,0.5,294285,0.0,0.0,13,0,0,19,2,2.0,16,35,27,172.0,82.0,13,10,27,1143,1.560805348039139,80.44107345840894
44,27,0,0,0,9.999999999999998,20,10.0,22.694141589861967,2,9.0,24.404569882878178,60,34.86666666666667,37.63534729086545,7,47.142857142857146,55.0,0,,0,2.009000000000001,13939,417,0,0.0,4169.999999999999,False,-0.26312885128299457,0,1.7300000000000002,28732,36,44,1.0,1358.5422299539266,False,0.3524910841063627,27,0.6950000000000001,43316,39,10,1.0,1129.1172208333985,False,0.1919854021790319,14,3.6160000000000005,15427.0,330,0,0.0,7489.066724654449,False,-0.4792183912659326,2,8.023000000000001,14201,311,0,0.0,7589.821233575113,False,-0.6768266029130365,0,0.2,54050,98,266,1.0,12402.65022789227,False,0.08200278556067407,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,52163,613,120,1.0,29670.46788930052,False,-0.0499130159016101,0.5,292454,0.0,0.0,10,0,0,17,5,4.173913043478261,16,33,28,222.0,82.0,16,11,28,508,1.8576914440491237,82.29876490245806
45,28,0,0,0,10.0,20,10.0,22.955757745055962,17,25.058823529411764,23.970281428508272,20,19.1,37.63534729086545,0,,55.0,0,,5,2.0590000000000006,13784,425,0,0.0,4250.0,False,-0.2684171801710659,0,1.7300000000000002,29008,38,42,1.0,1344.1418252923504,False,0.36485196875959597,0,0.6680000000000001,43286,34,20,1.0,1259.901391902068,False,0.19294680400812303,20,3.802,14697.0,342,0,0.0,7850.869148809139,False,-0.49413428477970905,0,8.021000000000003,14201,311,0,0.0,7454.757524266072,False,-0.6780393505947195,0,0.2,53668,108,276,1.0,12976.146246557757,False,0.08029223531074584,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,52163,603,130,1.0,29844.114416391865,False,-0.048681794602854024,0.5,291433,0.0,0.0,9,0,0,19,3,3.0,16,35,25,229.0,90.0,16,12,25,596,1.5839178909664042,83.88268279342446
46,25,0,0,0,10.0,20,10.0,21.874776395123774,36,17.72222222222222,23.61071663390529,5,7.8,38.34637223422695,5,58.0,55.0,0,,0,2.0540000000000003,13694,434,0,0.0,4340.0,False,-0.2704865262577026,0,1.7300000000000002,29536,39,16,1.0,739.9964223219804,False,0.3752413414495075,0,0.6680000000000001,42648,60,30,1.0,2020.8080827245853,False,0.18595072505262525,5,3.8320000000000007,14560.0,342,0,0.0,7481.1735271323305,False,-0.5028770607240333,0,8.021000000000003,14183,313,0,0.0,7390.154306412356,False,-0.6789426748099816,0,0.2,53937,101,281,1.0,13160.012977842207,False,0.08677393353544233,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,51873,598,140,1.0,30631.130596067716,False,-0.047213969510850225,0.5,291057,0.0,0.0,13,0,0,20,2,2.0,11,31,28,195.0,92.0,13,12,28,1128,1.430232179001905,85.31291497242637
47,28,0,0,0,10.0,20,10.0,22.71025679320685,14,32.07142857142857,23.3894476982283,2,1.0,38.34637223422695,0,,55.0,0,,0,2.0540000000000007,13554,448,0,0.0,4480.0,False,-0.2737055090591373,0,1.7300000000000002,29925,35,12,1.0,622.5230815184822,False,0.3904286554198125,0,0.6680000000000001,42648,50,40,1.0,2071.0907475894746,False,0.18663367217544724,2,3.847000000000001,14045.0,356,0,0.0,8084.851418381638,False,-0.5086674351671742,0,8.021,14183,313,0,0.0,7320.897129545458,False,-0.6795645404548312,0,0.2,53935,93,291,1.0,13334.012956095274,False,0.0883003767270834,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,51873,588,150,1.0,30797.666873725444,False,-0.04603316264127279,0.5,290789,0.0,0.0,12,0,0,18,1,1.0,19,37,28,218.0,94.0,17,11,28,649,1.5873361820122227,86.90025115443859
48,28,0,0,0,10.0,20,10.0,21.88934376707261,34,18.176470588235293,22.82339716819906,5,2.0,37.52867839940942,31,34.12903225806452,55.0,0,,12,2.1740000000000004,13264,459,0,0.0,4590.0,False,-0.2845120941782397,10,1.8300000000000003,30159,34,10,1.0,558.8934376707261,False,0.3997262355759847,0,0.6680000000000001,42096,72,50,1.0,2717.202609639181,False,0.18041456292123947,5,3.895000000000001,13819.0,358,0,0.0,7836.385068611994,False,-0.5181812801372886,31,8.331000000000003,13558,313,0,0.0,7143.723313646306,False,-0.692379246532762,0,0.2,53925,88,301,1.0,13304.591149023754,False,0.08785661442959279,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,50815,609,160,1.0,31654.965145240338,False,-0.0549578466119265,0.5,288262,0.0,0.0,8,0,0,12,6,5.4,19,31,31,208.0,92.0,15,13,31,200,1.7943497759988531,88.69460093043745
49,31,0,0,0,10.0,20,10.0,21.868017936702255,3,20.666666666666668,21.426429303038134,13,3.1538461538461537,37.09763052555588,31,35.096774193548384,55.0,0,,1,2.172000000000001,13144,469,0,0.0,4690.0,False,-0.2877310769796744,0,1.8200000000000003,30120,34,18,1.0,733.6243228606406,False,0.40195034311736966,0,0.6680000000000001,42095,63,60,1.0,2663.27088819453,False,0.17965488941670782,13,4.0200000000000005,13281.0,360,0,0.0,7872.486457212812,False,-0.5323053478769346,31,8.610000000000001,13001,313,0,0.0,6706.472371850936,False,-0.7063080508947568,0,0.2,53884,91,311,1.0,13487.168160024348,False,0.08875970333145683,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,49727,630,170,1.0,32721.507231100204,False,-0.06282433399202898,0.5,285878,0.0,0.0,10,0,0,18,6,6.0,18,36,28,228.0,104.0,17,14,28,261,1.9280823479639366,90.62268327840138
50,28,0,0,0,10.0,20,10.0,22.0159779138735,6,25.833333333333332,19.591224914833653,31,9.838709677419354,37.09763052555588,0,,55.0,1,55.0,1,2.1810000000000005,13049,478,0,0.0,4780.0,False,-0.29003035040927067,0,1.8200000000000003,30149,35,23,1.0,856.3674920190905,False,0.40610612278164004,0,0.6680000000000001,42300,56,60,1.0,2408.368258066935,False,0.18176144647362263,21,4.2170000000000005,12474.0,363,0,0.0,7991.79998273608,False,-0.5526064164461457,0,8.579000000000002,13001,313,0,0.0,6132.053398342933,False,-0.7114658040913807,0,0.2,53579,112,321,1.0,14102.556589164808,False,0.088808086461029,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,49782,620,179,1.0,32845.53092584464,False,-0.061165015131990054,0.5,284960,0.0,0.0,15,0,0,22,3,3.0,12,34,33,198.0,62.0,17,11,33,674,3.0423572229919955,93.66504050139338
51,33,0,0,0,10.000000000000002,20,10.0,21.86142350388051,19,20.68421052631579,20.224877052359464,15,27.666666666666668,36.883115641466354,2,20.0,55.0,8,55.0,1,2.1900000000000004,12935,488,0,0.0,4880.000000000001,False,-0.29297342039915386,0,1.8200000000000003,30435,35,15,1.0,677.9213525582077,False,0.4151550021281663,0,0.6680000000000001,42385,61,60,1.0,2547.0394568782785,False,0.1859538676130481,5,4.246000000000001,12241.0,367,0,0.0,8023.142425924147,False,-0.558510004265828,2,8.599000000000002,12746,318,0,0.0,6431.51090265031,False,-0.7133562817396938,0,0.2,53369,112,331,1.0,14473.497507189622,False,0.08836758110074185,0,0.2,70626,0,0,0.0,0.0,False,0.0015315238662469157,0,0.56,50182,612,181,1.0,32527.46677257741,False,-0.05774790285758668,0.5,284919,0.0,0.0,17,0,0,20,3,3.0,18,38,27,270.0,104.0,19,14,27,1436,1.921423050982412,95.58646355237579
