index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,23,0,0,0,10.000000000000002,20,10.0,6.650409774434695,3,1.0,38.69495047749065,5,41.0,55.174786797381216,31,31.35483870967742,52.000000000000014,20,52.0,3,1.1210000000000002,14038,246,0,0.0,2460.0000000000005,False,-0.1648616125150421,0,1.4240000000000002,13935,274,0,0.0,2740.0000000000005,False,-0.1628377639207964,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,32679,0,96,0.3,3714.7152458391024,False,0.16002813458684514,13,1.2120000000000002,43482,0,5,0.5,275.8739339869061,False,0.05047531468532543,7,1.0980000000000003,43156,0,0,0.0,0.0,False,0.03930257200655043,0,0.7400000000000002,53541,8,33,1.0,2157.39829437905,False,-0.02723647532120744,12,2.2370000000000005,38923,198,0,0.0,10924.60778588148,False,-0.20950855949454592,0.225,270784,0.0,0.0,14,0,0,7,13,11.844444444444445,20,27,26,138.0,102.0,10,13,26,821,1.0218197989743203,33.66413165390259
26,26,0,0,0,10.000000000000002,20,10.0,6.608546001434984,13,6.384615384615385,38.69495047749065,0,,53.44750292585504,21,41.857142857142854,52.00000000000001,20,52.0,3,1.1480000000000004,13914,253,0,0.0,2530.0000000000005,False,-0.16972978886336287,10,1.5240000000000002,13675,287,0,0.0,2870.0000000000005,False,-0.17350399299857783,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,32596,3,106,1.0,4121.490388618314,False,0.1640717853791871,10,1.2990000000000002,43511,0,0,0.0,0.0,False,0.04785184471630864,6,1.1510000000000002,43242,0,0,0.0,0.0,False,0.04137366342356228,0,0.7400000000000002,53683,10,34,1.0,2302.4750292585504,False,-0.02341559930489811,11,2.3350000000000004,38145,207,0,0.0,11063.633105651994,False,-0.22212654628175035,0.25,269796,0.0,0.0,18,0,0,10,11,11.0,25,35,31,198.0,116.0,14,12,31,957,1.179869982006494,34.84400163590908
27,31,0,0,0,10.000000000000002,20,10.0,6.21753770768046,14,4.142857142857143,38.86493081584547,5,41.0,54.52021619972292,9,71.88888888888889,52.0,20,52.0,9,1.2350000000000003,13676,259,0,0.0,2590.0000000000005,False,-0.18110709987966306,5,1.5640000000000003,13485,301,0,0.0,3010.0000000000005,False,-0.18006782627721257,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,32743,7,111,1.0,4357.53008451261,False,0.17297343283139532,3,1.3190000000000002,43396,0,5,0.5,272.6010809986146,False,0.048364814095446226,6,1.205,43362,0,0,0.0,0.0,False,0.044263558424043926,0,0.7400000000000002,54035,2,35,1.0,1929.0404323994458,False,-0.020471954688423263,11,2.4340000000000006,37393,214,0,0.0,11667.326266740703,False,-0.23014366892784635,0.3125,269120,0.0,0.0,17,0,0,8,10,10.0,26,34,30,230.0,139.0,15,16,30,873,1.3107465039938688,36.15474813990295
28,30,0,0,0,10.000000000000002,20,10.0,6.081431991683096,10,5.0,39.17808415014169,5,43.0,54.66390241698196,3,61.333333333333336,51.99999999999999,20,52.0,5,1.2760000000000002,13486,269,0,0.0,2690.0000000000005,False,-0.18876490537140356,5,1.609,13335,311,0,0.0,3110.0000000000005,False,-0.18553768734274148,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,32908,7,116,1.0,4587.227785358218,False,0.18237316581617324,0,1.316,43181,0,10,0.5,546.6390241698197,False,0.046486839227553034,3,1.229,43403,0,0,0.0,0.0,False,0.045250939215875155,0,0.7400000000000002,54439,0,29,0.4,1507.9999999999998,False,-0.01702612691232257,10,2.5230000000000006,37154,215,0,0.0,11752.739019651122,False,-0.23363961050373894,0.2375,268936,0.0,0.0,16,0,0,12,7,7.0,26,38,28,293.0,89.0,21,9,28,935,1.2942629809840582,37.44901112088701
29,28,0,0,0,10.000000000000002,20,10.0,5.729002511169115,6,1.0,39.17808415014169,0,,54.08884325193961,7,43.57142857142857,51.99999999999999,20,52.0,6,1.3310000000000002,13270,279,0,0.0,2790.0000000000005,False,-0.1978448747401816,0,1.604,13235,321,0,0.0,3210.0000000000005,False,-0.18827261787550595,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,32902,3,126,1.0,4953.62561045136,False,0.18832503040526938,0,1.316,43486,0,3,0.0,162.26652975581882,False,0.049203671729070086,0,1.2260000000000002,43403,0,0,0.0,0.0,False,0.045250939215875155,0,0.7400000000000002,54855,0,21,0.0,1091.9999999999998,False,-0.0133216976259595,12,2.633000000000001,36581,222,0,0.0,12007.723201930592,False,-0.241573997738779,0.125,268762,0.0,0.0,15,0,0,13,8,8.0,21,34,23,220.0,93.0,17,11,23,921,1.1764597679721192,38.62547088885913
30,23,0,0,0,10.000000000000002,20,10.0,5.696017884852509,8,5.375,39.17808415014169,0,,54.500248965666046,20,57.0,52.0,20,52.0,3,1.3550000000000004,13106,290,0,0.0,2900.0000000000005,False,-0.20380702330160813,5,1.654,13090,330,0,0.0,3300.0000000000005,False,-0.19374247894103488,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,32859,1,136,1.0,5333.915462304122,False,0.1932674234566728,7,1.386,43727,0,0,0.0,0.0,False,0.05305365571717561,10,1.3260000000000003,43503,0,0,0.0,0.0,False,0.047659185049609865,0,0.7400000000000002,54443,10,17,1.0,1429.0024896566606,False,-0.017658351086781054,6,2.6810000000000005,36493,222,0,0.0,12099.055270377863,False,-0.2423279553475764,0.25,268251,0.0,0.0,17,0,0,10,7,6.7,21,31,21,197.0,86.0,13,10,21,928,1.031584367970936,39.65705525683006
31,21,0,0,0,10.000000000000002,20,10.0,5.7878052217504115,24,6.083333333333333,39.44052951443738,10,41.0,55.18254918796246,6,69.66666666666667,52.0,20,52.0,10,1.4520000000000002,12846,299,0,0.0,2990.0000000000005,False,-0.21556722459249536,14,1.7890000000000004,12800,341,0,0.0,3410.0000000000005,False,-0.2065966524450279,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,33123,15,136,1.0,5450.729092289739,False,0.20409661917724267,5,1.4290000000000003,43618,0,5,0.5,275.9127459398123,False,0.05375099636282409,1,1.326,43329,0,5,0.5,275.9127459398123,False,0.04679116590333079,0,0.7400000000000002,54859,0,19,1.0,988.0,False,-0.014176565922812516,12,2.795000000000001,35811,228,0,0.0,12581.62121485544,False,-0.25017701815833376,0.375,267416,0.0,0.0,15,0,0,7,11,11.0,25,32,26,170.0,91.0,12,9,26,1026,1.0568919620127417,40.713947218842804
32,26,0,0,0,10.000000000000002,20,10.0,5.902849193015504,5,8.0,39.44052951443738,0,,53.40947713603636,24,44.541666666666664,52.0,20,52.0,0,1.4420000000000004,12736,310,0,0.0,3100.0000000000005,False,-0.21857564817853625,5,1.8250000000000002,12655,350,0,0.0,3500.0000000000005,False,-0.21206651351055683,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,33083,10,146,1.0,5817.345801038012,False,0.20891014713553024,5,1.4740000000000002,44102,0,0,0.0,0.0,False,0.062084577593680766,9,1.4150000000000003,43235,0,0,0.0,0.0,False,0.041205086215200845,0,0.7400000000000002,55187,0,17,0.8,884.0,False,-0.009261073215907674,10,2.883000000000001,34746,244,0,0.0,13031.912421192872,False,-0.265134620196327,0.225,266774,0.0,0.0,18,0,0,15,8,7.119047619047619,21,36,26,241.0,97.0,17,9,26,1007,1.0897739109932445,41.80372112983605
33,26,0,0,0,10.000000000000002,20,10.0,5.869685544898252,1,3.0,37.86206149028695,10,28.0,52.65406183823958,6,36.333333333333336,51.99999999999999,10,52.0,1,1.4520000000000002,12640,318,0,0.0,3180.0000000000005,False,-0.22163877037523247,0,1.8200000000000003,12535,362,0,0.0,3620.0000000000005,False,-0.2153484301498742,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,33360,1,146,1.0,5533.730663126792,False,0.21345107253672554,5,1.5190000000000003,44037,0,0,0.0,0.0,False,0.060519217801753206,1,1.4160000000000001,42947,0,10,1.0,526.5406183823958,False,0.04060953446660238,0,0.7400000000000002,55008,0,22,0.5,1143.9999999999998,False,-0.010133751268945128,10,2.9730000000000008,34516,245,0,0.0,12900.245150368697,False,-0.2704033451141722,0.3125,266073,0.0,0.0,11,0,0,9,8,8.0,23,32,30,176.0,124.0,11,15,30,480,1.8157699970179237,43.61949112685397
34,30,0,0,0,10.000000000000002,20,10.0,6.109645401069189,10,8.0,38.08546329957068,5,41.0,51.87199877797507,12,43.916666666666664,51.99999999999999,10,52.0,0,1.4510000000000003,12550,327,0,0.0,3270.0000000000005,False,-0.22410020785472048,10,1.9200000000000004,12295,373,0,0.0,3730.0000000000005,False,-0.22546767312110272,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,33485,1,151,1.0,5757.014603636241,False,0.2213995466148771,7,1.5840000000000003,43650,0,5,0.5,259.35999388987534,False,0.05432231954881357,0,1.4150000000000003,43327,0,5,0.0,259.35999388987534,False,0.04654368550585047,0,0.7400000000000002,54861,0,29,0.7,1507.9999999999998,False,-0.009510409802489805,10,3.063,33947,250,0,0.0,12967.999694493768,False,-0.2799337504274896,0.275,265145,0.0,0.0,13,0,0,14,7,7.0,20,34,36,223.0,137.0,16,14,36,785,1.2898433770169504,44.90933450387092
35,36,0,0,0,10.0,20,10.0,5.810951272800421,6,1.8333333333333333,38.29911476606386,5,41.0,54.270484863075424,17,71.29411764705883,52.0,10,52.0,6,1.5110000000000003,12333,338,0,0.0,3380.0,False,-0.23296138278087736,0,1.91,12205,382,0,0.0,3820.0,False,-0.22792911060059073,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,33679,0,153,0.7,5859.764559207771,False,0.22964135024868626,2,1.5970000000000006,44038,0,0,0.0,0.0,False,0.06054330026009055,5,1.465,43617,0,5,0.5,271.3524243153771,False,0.05367200202672407,0,0.7400000000000002,54687,0,32,0.3,1664.0,False,-0.011220146396195837,10,3.153000000000001,32736,264,0,0.0,14327.408003851911,False,-0.28939599989446013,0.1875,264325,0.0,0.0,11,0,0,22,7,6.166666666666666,20,42,31,336.0,147.0,22,14,31,713,1.251947857963387,46.16128236183431
36,31,0,0,0,10.0,20,10.0,6.060973928801886,11,7.818181818181818,38.29911476606386,0,,54.72334416927325,4,68.75,52.0,7,52.0,1,1.5150000000000001,12245,345,0,0.0,3450.0,False,-0.2358604091456077,10,2.0100000000000002,11950,395,0,0.0,3950.0,False,-0.23832184662509573,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,33593,1,163,1.0,6248.816680797211,False,0.23328658942625985,4,1.6350000000000005,44120,0,0,0.0,0.0,False,0.06251806184375301,0,1.4600000000000002,43617,0,5,0.0,273.6167208463662,False,0.05369926694015942,0,0.7400000000000002,54628,0,33,0.1,1716.0,False,-0.011807868350282285,7,3.213000000000001,32409,267,0,0.0,14611.132893195956,False,-0.29269325461543433,0.1375,263592,0.0,0.0,10,0,0,17,9,9.0,24,41,29,271.0,125.0,20,11,29,200,1.1600674340152182,47.32134979584953
37,29,0,0,0,10.0,20,10.0,5.946021234747651,16,5.375,38.29911476606386,0,,53.940512126154125,15,47.93333333333333,51.99999999999999,12,52.0,11,1.6240000000000003,11979,352,0,0.0,3520.0,False,-0.24849578820697954,5,2.0500000000000003,11770,408,0,0.0,4080.0,False,-0.244612186850454,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,33507,7,173,1.0,6667.369003172281,False,0.2374272639253708,3,1.6610000000000007,44156,0,0,0.0,0.0,False,0.0633850303438975,7,1.5300000000000002,43824,0,0,0.0,0.0,False,0.05538965417589828,0,0.7400000000000002,54545,0,38,0.9,1975.9999999999998,False,-0.010970809809613706,8,3.286000000000001,31855,273,0,0.0,14725.759810440077,False,-0.3015391208174671,0.2375,262666,0.0,0.0,10,0,0,16,10,10.0,22,38,22,262.0,119.0,18,11,22,798,1.1695529409917071,48.490902736841235
38,22,0,0,0,10.0,20,10.0,6.0039327138714045,6,6.833333333333333,38.29911476606386,0,,52.32970815693055,14,38.857142857142854,52.0,10,52.0,1,1.6230000000000004,11891,359,0,0.0,3590.0,False,-0.25139481457170987,5,2.095,11585,421,0,0.0,4210.0,False,-0.25117602012908874,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,33466,3,183,1.0,7026.7498003313,False,0.24208568118250864,9,1.7480000000000007,43922,0,0,0.0,0.0,False,0.05774973509295829,5,1.5730000000000004,43944,0,0,0.0,0.0,False,0.058279549176379924,0,0.7400000000000002,54460,0,45,0.9,2340.0,False,-0.009243263459723237,8,3.3580000000000014,31366,278,0,0.0,14547.658867626693,False,-0.3118340587755196,0.2375,261664,0.0,0.0,11,0,0,6,8,8.0,24,30,18,170.0,67.0,12,10,18,304,0.9833474140032195,49.474250150844455
39,18,0,0,0,10.0,20,10.0,6.048200102225077,7,6.571428571428571,35.612833309266534,8,15.0,53.3326891470621,5,77.0,52.0,20,52.0,2,1.6420000000000001,11758,369,0,0.0,3690.0,False,-0.2559347992560989,5,2.1400000000000006,11430,431,0,0.0,4310.0,False,-0.25691937424789413,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,33540,0,185,1.0,6588.374162214309,False,0.237209024624048,0,1.7390000000000005,43862,0,4,0.4,213.3307565882484,False,0.058873552121523,5,1.6180000000000003,44034,0,4,0.4,213.3307565882484,False,0.0630157349555467,0,0.7400000000000002,55032,0,34,0.0,1768.0,False,-0.004149673190974016,9,3.440000000000001,30818,283,0,0.0,15093.151028618573,False,-0.31673626397069793,0.225,261504,0.0,0.0,15,0,0,4,8,8.0,26,30,17,145.0,61.0,11,7,17,892,0.8253622059710324,50.29961235681549
40,17,0,0,0,9.999999999999998,20,10.0,5.7538934342006,5,1.0,34.371998373985335,4,15.0,53.54459784569092,1,77.0,51.99999999999999,16,52.0,5,1.6900000000000002,11578,378,0,0.0,3779.9999999999995,False,-0.26331911169456296,0,2.1350000000000002,11320,442,0,0.0,4419.999999999999,False,-0.259927797833935,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,33595,0,186,0.5,6393.191697561272,False,0.23577844447066487,0,1.7390000000000003,43879,0,7,0.4,374.81218491983645,False,0.06122738879828336,0,1.6130000000000004,44034,0,4,0.0,214.1783913827637,False,0.06302594152035892,0,0.7400000000000002,55448,0,26,0.0,1351.9999999999998,False,-0.0004452439046109459,8,3.511000000000001,30603,284,0,0.0,15206.665788176222,False,-0.3195545264548236,0.1125,261487,0.0,0.0,18,0,0,4,5,5.0,27,31,23,144.0,33.0,11,6,23,753,0.8479924059938639,51.14760476280935
41,23,0,0,0,9.999999999999998,20,10.0,5.890538110096198,5,8.0,34.8833910898269,5,41.0,55.563916704547424,16,68.25,52.0,20,52.0,0,1.6850000000000003,11478,388,0,0.0,3879.999999999999,False,-0.2660540422273274,5,2.1850000000000005,11165,452,0,0.0,4519.999999999999,False,-0.2656711519527404,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,33760,0,186,0.5,6488.310742707804,False,0.24291802268419668,0,1.7390000000000003,44281,0,1,0.0,55.563916704547424,False,0.0670643954906144,6,1.6730000000000003,44237,0,5,0.5,277.8195835227371,False,0.06868099874196534,0,0.7400000000000002,56014,0,15,0.1,780.0,False,0.004541487827031648,8,3.583000000000001,29442,299,0,0.0,16613.61109465968,False,-0.3277029769483012,0.1375,261407,0.0,0.0,20,0,0,7,5,4.6,24,31,24,168.0,82.0,12,11,24,1431,0.9413633689982817,52.08896813180763
42,24,0,0,0,9.999999999999998,20,10.0,5.82497600311947,18,5.555555555555555,35.778638688104216,10,41.0,54.02504140125748,15,43.266666666666666,52.0,15,52.0,8,1.7650000000000006,11233,397,0,0.0,3969.999999999999,False,-0.2769937643583853,10,2.2800000000000007,10930,463,0,0.0,4629.999999999999,False,-0.2755169018706925,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,34070,8,186,1.0,6701.426604012339,False,0.25690962320321664,5,1.7890000000000006,44442,0,0,0.0,0.0,False,0.07027261342837877,4,1.707,43879,0,10,1.0,540.2504140125748,False,0.06321946842804863,0,0.7400000000000002,56129,0,16,0.9,832.0,False,0.007052663449037383,7,3.645000000000001,28985,305,0,0.0,16477.63762738353,False,-0.3370528626744596,0.3625,260698,0.0,0.0,16,0,0,5,12,11.166666666666668,17,22,28,138.0,95.0,11,13,28,1085,0.908025055017788,52.99699318682542
43,28,0,0,0,9.999999999999998,20,10.0,5.685545113799423,11,4.636363636363637,36.17127663661637,5,41.0,56.38834373042672,13,76.0,52.0,20,52.0,6,1.8170000000000004,11016,408,0,0.0,4079.999999999999,False,-0.2858549392845422,5,2.3200000000000003,10785,472,0,0.0,4719.999999999999,False,-0.28098676293622143,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,34224,9,191,1.0,6959.883743617921,False,0.2664228762531559,12,1.9040000000000006,44714,0,0,0.0,0.0,False,0.07682304209613718,0,1.7030000000000003,43739,0,14,0.5,789.4368122259741,False,0.06284843478742386,0,0.7400000000000002,56649,0,6,0.0,312.0,False,0.01168320005699122,10,3.738000000000001,27797,318,0,0.0,17931.493306275697,False,-0.34526444543735696,0.1875,259954,0.0,0.0,14,0,0,8,11,11.0,15,23,35,171.0,109.0,14,14,35,990,1.0397859640070237,54.036779150832444
44,35,0,0,0,9.999999999999998,20,10.0,4.93157277137158,20,1.75,36.54362365129795,5,41.0,57.15076286393903,7,69.0,52.0,16,52.0,20,2.0110000000000006,10461,417,0,0.0,4169.999999999999,False,-0.3137512307187397,0,2.3150000000000004,10675,483,0,0.0,4829.999999999999,False,-0.28399518652226236,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,34394,19,196,1.0,7256.250118310459,False,0.2771102062056708,2,1.9120000000000004,44533,0,5,0.5,285.75381431969515,False,0.07590494430112346,0,1.7030000000000003,44104,0,9,0.0,514.3568657754513,False,0.06832623140563832,0,0.7400000000000002,56739,0,4,0.2,208.0,False,0.012359970791999858,12,3.848000000000001,27168,323,0,0.0,18459.696405052306,False,-0.3517631978748303,0.2125,259104,0.0,0.0,13,0,0,10,11,11.0,19,29,34,265.0,123.0,19,16,34,978,1.1101024730014615,55.146881623833906
45,34,0,0,0,10.0,20,10.0,5.137141396253371,5,9.0,36.89530842905888,5,41.0,57.547249399865166,25,59.2,52.0,20,52.0,0,1.9910000000000005,10311,432,0,0.0,4320.0,False,-0.31785362651788646,5,2.365,10575,488,0,0.0,4880.0,False,-0.28809758232140903,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,34554,14,201,1.0,7487.876973788381,False,0.28637439496487277,0,1.9100000000000006,44563,0,5,0.5,287.73624699932583,False,0.07665128897745067,11,1.8130000000000006,44832,0,0,0.0,0.0,False,0.07966477217994412,2,0.7600000000000002,55954,7,10,1.0,922.8307457990561,False,0.004744792835126712,14,3.9760000000000018,26311,331,0,0.0,19048.13955135537,False,-0.361786144442863,0.3125,258130,0.0,0.0,16,0,0,10,10,9.733333333333334,15,25,36,250.0,152.0,17,17,36,1238,1.1410164319677278,56.287898055801634
46,36,0,0,0,10.0,20,10.0,5.220957743955925,16,5.6875,36.89530842905888,0,,58.20899445872376,5,73.6,51.99999999999999,12,52.0,6,2.0510000000000006,10099,442,0,0.0,4420.0,False,-0.3267148014440433,10,2.4600000000000004,10350,498,0,0.0,4980.0,False,-0.2976698391860847,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,34463,20,211,1.0,7889.329233410542,False,0.29005994278870306,0,1.9100000000000006,44931,0,0,0.0,0.0,False,0.08204893555534148,0,1.8020000000000005,44832,0,0,0.0,0.0,False,0.07966477217994412,0,0.758,56162,0,13,0.7,675.9999999999999,False,0.0062512244207376805,8,4.042000000000002,25810,336,0,0.0,19558.222138131183,False,-0.36616660903906406,0.2125,257677,0.0,0.0,12,0,0,12,8,8.0,8,20,31,304.0,123.0,20,16,31,776,1.2327314209542237,57.52062947675586
47,31,0,0,0,10.0,20,10.0,5.186688774151168,12,4.916666666666667,36.89530842905888,0,,58.192411056712416,25,58.12,52.0,17,52.0,7,2.1150000000000007,9858,453,0,0.0,4530.0,False,-0.33688874302592714,5,2.5000000000000004,10210,507,0,0.0,5070.0,False,-0.3028662071983372,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,34404,22,221,1.0,8267.970315853338,False,0.29443722819853113,5,1.9600000000000002,44920,0,0,0.0,0.0,False,0.08178402851363067,20,2.0020000000000007,44922,0,0,0.0,0.0,False,0.08183219343030537,0,0.758,55723,5,16,1.0,1122.9620552835622,False,0.002412884069917269,10,4.134,24972,346,0,0.0,20134.574225622495,False,-0.375958839644317,0.25,256039,0.0,0.0,15,0,0,7,12,12.0,6,13,28,203.0,125.0,13,18,28,564,1.2031131280236878,58.723742604779545
48,28,0,0,0,10.0,20,10.0,5.326101676590398,5,8.0,36.89530842905888,0,,58.32277251720029,7,60.57142857142857,52.0,9,52.0,0,2.1080000000000005,9748,464,0,0.0,4640.0,False,-0.33989716661196806,5,2.545000000000001,10065,516,0,0.0,5160.0,False,-0.3083360682638661,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,34364,17,231,1.0,8613.359975614638,False,0.29889426265643293,7,2.0250000000000004,44987,0,0,0.0,0.0,False,0.08339755322223293,0,1.9820000000000002,44922,0,0,0.0,0.0,False,0.08183219343030537,0,0.758,55685,0,23,0.7,1196.0,False,0.00238650732871467,9,4.214,24422,351,0,0.0,20471.293153537303,False,-0.3827557645413337,0.2125,255223,0.0,0.0,10,0,0,4,8,8.0,8,12,22,173.0,70.0,12,16,22,200,1.0816278400016017,59.80537044478115
49,22,0,0,0,10.0,20,10.0,5.330060707510986,8,5.375,34.89509324113885,9,22.22222222222222,58.61772784532774,5,65.4,52.0,4,52.0,3,2.1380000000000003,9614,472,0,0.0,4720.0,False,-0.3450388360135653,5,2.5900000000000007,9890,528,0,0.0,5280.0,False,-0.31462640848922435,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,34521,15,232,1.0,8175.612542556879,False,0.2968160107241179,3,2.048,44992,0,4,0.4,234.47091138131097,False,0.08634128349124982,2,2.0020000000000007,44806,0,5,0.5,293.0886392266387,False,0.08256777573483576,0,0.7580000000000002,55508,0,26,0.3,1352.0,False,0.0006233414664553243,4,4.245000000000001,24226,353,0,0.0,20692.057929400693,False,-0.3842805933373641,0.275,254587,0.0,0.0,11,0,0,7,7,7.0,4,11,21,160.0,57.0,11,11,21,400,1.1454553439980373,60.950825788779184
50,21,0,0,0,10.0,20,10.0,5.42064523692496,7,6.571428571428571,35.524164673641216,5,43.0,59.16007416159086,9,65.66666666666667,52.0,9,52.0,2,2.1550000000000007,9462,484,0,0.0,4840.0,False,-0.3500711081938519,5,2.6350000000000007,9755,536,0,0.0,5360.0,False,-0.31982277650147684,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,34690,12,237,1.0,8484.274770496068,False,0.3076762523595335,5,2.0950000000000006,45133,0,5,0.5,295.8003708079543,False,0.09047539219256272,0,2.0000000000000004,44806,0,5,0.0,295.8003708079543,False,0.08260042831625022,0,0.758,55272,0,30,0.4,1560.0,False,-0.00172754634989047,9,4.331000000000001,23704,358,0,0.0,21179.30654984953,False,-0.38923839649994185,0.2375,253852,0.0,0.0,12,0,0,3,8,8.0,4,7,29,108.0,72.0,7,14,29,651,0.9898430029861629,61.94066879176535
51,29,0,0,0,10.000000000000002,20,10.0,5.501545695426672,10,6.2,35.9589090417204,5,41.0,59.13844645157338,2,58.0,52.00000000000001,14,52.0,5,2.2030000000000007,9298,492,0,0.0,4920.000000000001,False,-0.3568537359151078,5,2.68,9585,548,0,0.0,5480.000000000001,False,-0.3258396236735587,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,34833,12,242,1.0,8768.074536441458,False,0.31724564249028386,0,2.0900000000000007,45044,0,8,0.5,473.10757161258704,False,0.09046705003868356,0,2.000000000000001,44806,0,5,0.0,295.6922322578669,False,0.08259912619518665,0,0.758,55156,0,32,0.2,1664.0000000000002,False,-0.0028673707456944916,14,4.4620000000000015,23352,358,0,0.0,21171.56382966327,False,-0.3955763786562248,0.2125,253104,0.0,0.0,12,0,0,7,10,10.0,8,15,20,198.0,68.0,15,14,20,521,1.9148402040009387,63.855508995766286
52,20,0,0,0,10.000000000000002,20,10.0,5.256100167026368,5,1.0,37.013826593371824,15,41.0,57.79076873092307,9,43.333333333333336,52.00000000000001,20,52.0,5,2.248000000000001,9088,504,0,0.0,5040.000000000001,False,-0.3650585275134012,0,2.6750000000000003,9505,556,0,0.0,5560.000000000001,False,-0.32802756809977024,0,0.2,31030,0,0,0.0,0.0,False,0.042254467284697034,0,0.2,35443,7,237,1.0,8809.069603798307,False,0.33842317620244355,0,2.0900000000000007,44917,0,12,0.5,693.4892247710768,False,0.09006224382009298,3,2.0300000000000002,44567,0,10,1.0,577.9076873092307,False,0.08024163962177569,0,0.758,55728,0,21,0.0,1092.0000000000002,False,0.0022262195230547295,9,4.538000000000002,22799,367,0,0.0,21209.212124248766,False,-0.40508992035255514,0.3125,253077,0.0,0.0,18,0,0,2,6,5.375,3,5,26,74.0,69.0,5,15,26,1465,0.7586727989837527,64.61418179475004
