index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,32,0,0,0,10.000000000000002,20,10.0,22.361792522857858,0,,29.5248477219888,0,,29.57014295492147,3,72.0,48.99999999999999,20,49.0,0,0.4880000000000001,18367,8,20,1.0,527.2358504571572,False,0.1938112216601679,0,0.254,18076,6,20,1.0,507.23585045715714,False,0.17452376811665898,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,15321,271,55,1.0,7683.912398403863,False,-0.10927971557116622,0,0.56,37122,1,35,1.0,1064.4798511442402,False,0.07580468916808426,0,5.465000000000002,-26451.88888888889,112,0,0.0,3306.7829448627454,True,-1.7085082545200856,0,0.2,47950,199,18,1.0,6766.458448029372,False,0.07598786836620033,14,2.266000000000001,33657,338,0,0.0,9994.708318763456,False,-0.18977206842915803,0.625,192288,0.0,0.1,10,0,0,10,10,31.753198099415204,19,29,32,183.0,121.0,14,18,32,710,1.8170099270064384,58.79011446994264
26,32,0,0,0,10.000000000000002,20,10.0,22.361792522857858,0,,29.5248477219888,0,,29.57014295492147,0,,48.99999999999999,20,49.0,0,0.48800000000000004,18307,4,30,1.0,710.8537756857357,False,0.19584947378206244,0,0.254,17936,10,30,1.0,770.8537756857357,False,0.17399890348858557,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,15321,261,65,1.0,7755.542950395173,False,-0.10761497279921971,0,0.5600000000000002,37122,0,36,0.1,1064.5251463771729,False,0.07580533622435318,0,5.465000000000002,-26451.88888888889,112,0,0.0,3306.7829448627454,True,-1.7085082545200856,0,0.2,48293,189,21,1.0,6617.757018480158,False,0.08161898443112432,13,2.3820000000000006,33376,338,0,0.0,9994.708318763456,False,-0.19566206591385663,0.5125,192150,0.0,0.1,10,0,0,9,5,5.0,23,32,39,227.0,111.0,16,16,39,543,1.6447978530195542,60.43491232296219
27,39,0,0,0,10.000000000000002,20,10.0,22.390021346495253,12,23.0,29.5248477219888,0,,29.700103241594974,13,31.923076923076923,48.99999999999999,20,49.0,0,0.48800000000000004,18177,7,40,1.0,965.6008538598101,False,0.19568117563308376,0,0.254,18142,7,28,1.0,696.9205977018671,False,0.1848302126650604,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,15045,263,75,1.0,8102.9391932774115,False,-0.11237010334485896,0,0.56,37537,0,23,0.0,683.1023745566844,False,0.08221339925368816,0,5.465000000000002,-26451.88888888889,112,0,0.0,3306.7829448627454,True,-1.7085082545200856,0,0.2,48783,179,21,1.0,6345.318480245501,False,0.08903452754512353,10,2.4690000000000007,32801,351,0,0.0,10424.736237799836,False,-0.203207677561417,0.5,192280,0.0,0.1,15,0,0,14,4,619.1602067183463,16,30,29,233.0,120.0,17,22,29,1381,1.5051626159693114,61.9400749389315
28,29,0,0,0,10.000000000000002,20,10.0,22.325373501946963,27,21.74074074074074,27.562179211706393,58,23.0,29.700103241594974,0,,48.99999999999999,20,49.0,0,0.4880000000000001,18129,5,46,1.0,1076.9671810895602,False,0.1961734967669345,0,0.254,18577,9,15,1.0,424.88060252920445,False,0.20398822896735894,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,15792,280,27,1.0,6995.283419261222,False,-0.1033912006307237,0,0.56,36203,48,33,1.0,2303.088009134541,False,0.0672421932106875,0,5.465000000000002,-26451.88888888889,112,0,0.0,3086.964071711116,True,-1.711648434417112,0,0.2,49322,169,20,1.0,5999.3174478295505,False,0.09670618604667514,9,2.549000000000001,32654,351,0,0.0,10424.736237799836,False,-0.20628892179718458,0.625,192472,0.0,0.1,15,0,0,6,3,3.0,17,23,31,158.0,94.0,10,19,31,2660,1.31143006705679,63.25150500598829
29,31,0,0,0,10.000000000000002,20,10.0,22.509089104972247,18,25.0,27.562179211706393,0,,29.97892851628313,3,49.666666666666664,49.0,20,49.0,0,0.4880000000000001,18529,0,38,1.0,855.3453859889454,False,0.21470413257685983,0,0.254,18427,14,25,1.0,702.7272276243061,False,0.20327845788877064,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,15342,288,37,1.0,7502.418293065144,False,-0.11252165350318062,0,0.56,36352,38,40,1.0,2246.519950696168,False,0.0706911224064479,0,5.465000000000002,-26451.88888888889,112,0,0.0,3086.964071711116,True,-1.711648434417112,0,0.2,49714,159,22,1.0,5844.649634089018,False,0.10330185329597777,12,2.660000000000001,32274,354,0,0.0,10612.540694764228,False,-0.2122857728812334,0.625,192433,0.0,0.1,13,0,0,8,10,10.0,20,28,28,179.0,69.0,13,18,28,1191,1.3821797930286266,64.63368479901692
30,28,0,0,0,10.000000000000002,20,10.0,22.610408267679713,10,25.0,27.47301695081354,1,12.0,29.97892851628313,0,,49.0,20,49.0,0,0.48800000000000004,18649,3,38,1.0,889.1955141718291,False,0.22347800570843995,0,0.254,18357,11,35,1.0,901.36428936879,False,0.20515712832784783,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,15104,288,46,1.0,7775.5563608291795,False,-0.11723630285327745,0,0.56,36340,29,50,1.0,2295.6639173877493,False,0.07105031166806303,0,5.465000000000002,-26451.88888888889,112,0,0.0,3076.977898491117,True,-1.711791089958668,0,0.2,50253,149,21,1.0,5495.860348926186,False,0.11094428973050838,9,2.738000000000001,32141,354,0,0.0,10612.540694764228,False,-0.21507356528502314,0.625,192639,0.0,0.1,13,0,0,10,3,3.0,15,25,24,127.0,45.0,13,15,24,1001,1.75856427004328,66.3922490690602
31,24,0,0,0,10.000000000000002,20,10.0,22.678800864143223,44,23.022727272727273,27.375138477515016,1,12.0,30.685297357654502,5,58.0,48.99999999999999,20,49.0,0,0.48800000000000004,19358,0,13,0.8,294.8244112338619,False,0.24986621848115678,0,0.254,18461,16,34,1.0,931.0792293808696,False,0.21277326763363033,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,14103,322,55,1.0,8808.206494517442,False,-0.1397646533764655,0,0.56,36618,20,55,1.0,2235.194124221298,False,0.07812911237137928,0,5.465000000000002,-26451.88888888889,112,0,0.0,3066.015509481682,True,-1.7119476910416287,0,0.2,50551,144,19,1.0,5349.682819502248,False,0.11565861930391395,8,2.809000000000001,32020,354,0,0.0,10862.595264609694,False,-0.21498914998941793,0.6,192906,0.0,0.1,18,0,0,6,3,3.0,17,23,24,128.0,44.0,9,15,24,2103,1.3698191290022805,67.76206819806248
32,24,0,0,0,10.000000000000002,20,10.0,22.813550260574154,17,24.705882352941178,27.267826820459717,1,12.0,31.907148392590155,12,50.083333333333336,49.0,20,49.0,0,0.4880000000000001,19248,1,23,1.0,534.7116559932056,False,0.25050338510807396,0,0.254,18791,15,27,1.0,765.9658570355022,False,0.22862892019208966,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,13695,329,64,1.0,9250.798952238318,False,-0.14844289875805722,0,0.56,37207,11,53,1.0,1991.024959832335,False,0.0914691717355551,0,5.465000000000002,-26451.88888888889,112,0,0.0,3053.996603891488,True,-1.7121193847873817,0,0.2,50992,134,20,1.0,5255.557884607081,False,0.12391588291908155,11,2.911000000000001,31219,366,0,0.0,11678.016311687998,False,-0.22323282980120734,0.625,192947,0.0,0.1,16,0,0,6,4,4.0,19,25,24,147.0,54.0,11,13,24,1674,1.257783028006088,69.01985122606857
33,24,0,0,0,10.000000000000002,20,10.0,22.826374362600124,17,23.0,27.267826820459717,0,,32.18493955741725,2,56.0,49.0,8,49.0,0,0.4880000000000001,19158,0,33,1.0,753.2703539658041,False,0.2517387656659555,0,0.254,19072,16,20,1.0,616.5274872520025,False,0.24184696550211465,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,13304,336,74,1.0,9687.48097054766,False,-0.1564683236369885,0,0.56,37319,1,61,1.0,1990.5491398229121,False,0.09466228307509651,0,5.465000000000002,-26451.88888888889,112,0,0.0,3053.996603891488,True,-1.7121193847873817,0,0.2,50880,126,30,1.0,5525.302384234574,False,0.12439530460546,8,2.980000000000001,31097,366,0,0.0,11779.687878014714,False,-0.22472449192992047,0.625,192625,0.0,0.1,9,0,0,8,3,3.0,17,25,24,166.0,67.0,11,13,24,703,1.2553722340380773,70.27522346010664
34,24,0,0,0,10.000000000000002,20,10.0,22.826374362600124,0,,29.117976280362956,46,34.30434782608695,33.5136577110038,5,75.0,49.0,11,49.0,0,0.48800000000000004,19088,0,40,0.7,913.0549745040049,False,0.2523726443196208,0,0.254,18942,19,30,1.0,874.7912308780037,False,0.24179133765468433,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,14882,326,38,1.0,8547.881140861433,False,-0.10960581154454228,0,0.5600000000000002,36116,37,66,1.0,3289.2665312996805,False,0.0788444120353659,0,5.465000000000002,-26451.88888888889,112,0,0.0,3261.213343400651,True,-1.709159230227381,0,0.2,50880,116,40,1.0,5847.584294476441,False,0.12777295521166726,11,3.082000000000001,30521,371,0,0.0,12433.56701078241,False,-0.22994500910976765,0.5875,192224,0.0,0.1,11,0,0,11,4,4.0,11,22,13,176.0,57.0,15,9,13,2153,1.2134947409504093,71.48871820105705
35,13,0,0,0,10.0,20,10.0,22.975330404831894,46,23.695652173913043,29.299013754323326,5,35.0,32.939375421728904,12,26.0,49.00000000000001,9,49.0,0,0.48800000000000004,19608,1,24,1.0,561.4079297159655,False,0.27442675668704225,0,0.254,19312,18,20,1.0,639.5066080966378,False,0.2579618931211276,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,13967,362,43,1.0,9576.927197985047,False,-0.12822052621583513,0,0.56,36253,32,64,1.0,3045.6884671289963,False,0.07927899870187999,0,5.465000000000002,-26451.88888888889,112,0,0.0,3281.4895404842127,True,-1.708869578544807,0,0.2,50880,106,50,1.0,5941.573794703265,False,0.1287580048912474,9,3.161000000000001,30069,383,0,0.0,12615.780786522171,False,-0.2375096337456803,0.625,191884,0.0,0.1,12,0,0,8,3,3.0,7,15,13,99.0,30.0,8,5,13,1777,0.9288013259647414,72.4175195270218
36,13,0,0,0,10.0,20,10.0,23.174596635053117,45,24.244444444444444,29.299013754323326,0,,33.41879809527186,3,56.0,49.00000000000001,11,49.0,4,0.528,20112,3,10,1.0,261.74596635053115,False,0.29712117026626067,0,0.254,19623,16,13,1.0,461.26975625569054,False,0.2721796025969401,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,12876,397,53,1.0,10753.162593095225,False,-0.15159518004333855,0,0.56,36421,22,71,1.0,3017.3129673594153,False,0.08367350886202406,0,5.465000000000002,-26451.88888888889,112,0,0.0,3281.4895404842127,True,-1.708869578544807,0,0.2,50712,99,60,1.0,6248.461011431915,False,0.1284528906203562,11,3.2620000000000013,29864,383,0,0.0,12799.399670489123,False,-0.2398822035037193,0.625,191403,0.0,0.1,10,0,0,5,5,4.285714285714286,8,13,21,56.0,44.0,6,7,21,1109,1.1287525329971686,73.54627206001896
37,21,0,0,0,10.0,20,10.0,23.159734287166227,24,23.0,29.299013754323326,0,,33.69831656173534,1,70.0,49.00000000000001,9,49.0,14,0.6640000000000001,20258,3,10,1.0,261.59734287166225,False,0.30647178466204217,0,0.254,19523,16,23,1.0,692.6738886048232,False,0.2731857583174685,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,12324,411,63,1.0,11364.488658547689,False,-0.1630452575404924,0,0.56,36491,12,80,1.0,3047.453489990707,False,0.08610401831362963,0,5.465000000000002,-26451.88888888889,112,0,0.0,3281.4895404842127,True,-1.708869578544807,0,0.2,50712,89,70,1.0,6429.150173994445,False,0.13034658939794636,9,3.3410000000000015,29672,384,0,0.0,12940.15355970637,False,-0.24243152553338668,0.625,190775,0.0,0.1,7,0,0,7,5,4.285714285714286,13,20,22,208.0,50.0,13,8,22,270,1.7116535779787228,75.25792563799769
38,22,0,0,0,10.0,20,10.0,23.159734287166227,0,,29.1814995777719,1,12.0,33.92815773817931,1,61.0,49.00000000000001,12,49.0,0,0.6500000000000001,20148,4,20,1.0,503.19468574332456,False,0.3071637410529066,0,0.254,19433,15,33,1.0,914.2712314764855,False,0.2745184938958249,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,12336,401,72,1.0,11388.121418753233,False,-0.16193823977983565,0,0.56,36540,3,89,1.0,3107.150537431274,False,0.08835676891276348,0,5.465000000000002,-26451.88888888889,112,0,0.0,3268.327952710453,True,-1.709057595855366,0,0.2,50712,79,80,1.0,6600.324461316166,False,0.13214056826230575,12,3.4520000000000013,29378,385,0,0.0,13062.340729199033,False,-0.24731344083592868,0.625,190342,0.0,0.1,8,0,0,4,4,4.0,7,11,17,172.0,60.0,11,11,17,273,1.101227642968297,76.35915328096598
39,17,0,0,0,10.0,20,10.0,22.7345315921322,23,18.043478260869566,29.1814995777719,0,,34.399694808540126,34,35.88235294117647,49.00000000000001,6,49.0,0,0.6500000000000001,20113,2,25,1.0,588.363289803305,False,0.30764972734215373,0,0.254,19683,17,25,1.0,738.363289803305,False,0.2849020661861881,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,11921,414,82,1.0,11804.979044520027,False,-0.17153994969508166,0,0.56,37760,0,58,0.3,1995.1822988953272,False,0.1073281091810994,0,5.465000000000002,-26451.88888888889,112,0,0.0,3268.327952710453,True,-1.709057595855366,0,0.2,49492,103,90,1.0,7953.168565279633,False,0.1207467150716822,6,3.500000000000001,29300,385,0,0.0,13243.882501287948,False,-0.24704575227123382,0.5375,190064,0.0,0.1,11,0,0,5,2,2.0,2,7,19,109.0,88.0,7,10,19,1835,0.9506038750405423,77.30975715600653
40,19,0,0,0,9.999999999999998,20,10.0,22.875476141977327,41,23.73170731707317,29.1814995777719,0,,40.05601637924467,48,55.0,49.00000000000001,13,49.0,0,0.6500000000000001,20398,1,20,1.0,467.50952283954655,False,0.3220399052556563,1,0.264,20152,18,10,1.0,408.7547614197732,False,0.30439429582916105,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,10948,445,92,1.0,12864.284844334925,False,-0.19214732629137024,0,0.56,40400,0,10,0.0,400.5601637924467,False,0.15997486020102913,0,5.465000000000002,-26451.88888888889,112,0,0.0,3268.327952710453,True,-1.709057595855366,0,0.2,46852,141,100,1.0,10547.898309473498,False,0.09260394807446866,13,3.6240000000000006,29028,385,0,0.0,15421.566306009197,False,-0.22992405565094753,0.5,189573,0.0,0.1,10,0,0,8,6,5.076923076923077,4,12,15,153.0,22.0,12,7,15,3514,1.77613921900047,79.085896375007
41,15,0,0,0,9.999999999999998,20,10.0,22.991829418187056,46,23.652173913043477,30.400896049661224,51,33.568627450980394,40.05601637924467,0,,49.0,5,49.0,0,0.6500000000000001,20691,1,13,1.0,308.8937824364317,False,0.3357328521862243,19,0.45300000000000007,20330,18,10,1.0,409.9182941818705,False,0.31583744374541434,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,11572,481,51,1.0,12609.515648680695,False,-0.16906396651760028,0,0.56,38688,41,20,1.0,2047.5570656210036,False,0.1345898269423874,0,5.465000000000002,-26451.88888888889,112,0,0.0,3404.9003575620573,True,-1.707106617242589,0,0.2,46852,131,110,1.0,10637.338145681051,False,0.09354131535257237,5,3.661000000000001,28973,385,0,0.0,15421.566306009197,False,-0.23107690213371773,0.625,188901,0.0,0.1,13,0,0,4,4,3.333333333333333,5,9,24,127.0,32.0,9,6,24,2305,0.955969687027391,80.04186606203439
42,24,0,0,0,9.999999999999998,20,10.0,22.771312662920725,9,16.0,30.400896049661224,0,,40.05601637924467,0,,49.00000000000001,8,49.0,0,0.6500000000000001,20725,2,14,1.0,338.7983772808901,False,0.3388696135230324,0,0.43400000000000005,20240,17,20,1.0,625.4262532584145,False,0.31697508180374273,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,11428,480,61,1.0,12784.684737231282,False,-0.1716862336796671,0,0.5600000000000002,38688,31,30,1.0,2144.108268916838,False,0.13596909043908517,0,5.465000000000002,-26451.88888888889,112,0,0.0,3404.9003575620573,True,-1.707106617242589,0,0.2,46852,121,120,1.0,10726.777981888605,False,0.09447868263067624,8,3.736000000000001,28846,385,0,0.0,15421.566306009197,False,-0.23373892946665978,0.625,188574,0.0,0.1,8,0,0,9,3,3.0,5,14,28,175.0,85.0,14,10,28,344,1.2686539230053313,81.31051998503972
43,28,0,0,0,9.999999999999998,20,10.0,22.771312662920725,0,,30.400896049661224,0,,39.998835531060344,3,37.0,49.00000000000001,13,49.0,0,0.6500000000000001,20605,4,24,1.0,586.5115039100974,False,0.3391167340737569,0,0.43400000000000005,20160,15,30,1.0,833.1393798876218,False,0.31850376072945097,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,11428,470,71,1.0,12860.980571098688,False,-0.1699130665822561,0,0.56,38799,21,37,1.0,2118.3757316921183,False,0.13877283122899525,0,5.465000000000002,-26451.88888888889,112,0,0.0,3404.9003575620573,True,-1.707106617242589,0,0.2,46852,111,130,1.0,10809.8707439477,False,0.09534952988961705,13,3.8580000000000014,28450,388,0,0.0,15519.548186051414,False,-0.24101253263549707,0.625,188089,0.0,0.1,7,0,0,14,5,5.0,6,20,30,266.0,40.0,20,8,30,311,1.7747324099764228,83.08525239501614
44,30,0,0,0,9.999999999999998,20,10.0,22.65306970886386,22,21.272727272727273,30.400896049661224,0,,38.752705313066365,25,31.56,49.00000000000001,16,49.0,0,0.6500000000000001,20904,4,18,1.0,447.7552547595495,False,0.35383042595026104,0,0.43400000000000005,20129,15,34,1.0,920.2043701013713,False,0.31930681693263385,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,10960,482,81,1.0,13381.252179694939,False,-0.1795748772962969,0,0.56,39588,11,22,1.0,1186.9693734337336,False,0.14800961934564347,0,5.465000000000002,-26451.88888888889,112,0,0.0,3404.9003575620573,True,-1.707106617242589,0,0.2,47097,101,135,1.0,10529.023236619703,False,0.0975415363945219,11,3.955000000000001,27464,413,0,0.0,16004.86729429641,False,-0.25659357660878257,0.625,187937,0.0,0.1,15,0,0,16,4,4.0,2,18,36,228.0,79.0,18,12,36,1702,1.475390381005127,84.56064277602127
45,36,0,0,0,10.0,20,10.0,22.795223705624682,57,23.42105263157895,30.29013961270153,1,12.0,39.47039708126118,12,48.583333333333336,49.00000000000001,9,49.0,12,0.77,21236,7,10,1.0,297.9522370562468,False,0.3703047621766067,0,0.43400000000000005,20704,12,17,1.0,507.5188029956196,False,0.3429296040944386,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,9637,529,90,1.0,14784.785905418594,False,-0.20845063899278152,0,0.56,40159,2,20,1.0,849.9882208506267,False,0.1595095600247226,0,5.465000000000002,-26451.88888888889,112,0,0.0,3392.4956366225715,True,-1.707283822478718,0,0.2,46589,102,145,1.0,11130.980502288641,False,0.09320219357642998,9,4.034000000000001,27243,414,0,0.0,16340.744391642129,False,-0.25770578947302203,0.625,187363,0.0,0.1,14,0,0,11,4,3.8,2,13,31,189.0,129.0,13,23,31,1785,1.2613396759843454,85.82198245200561
46,31,0,0,0,10.0,20,10.0,22.815224854992373,30,23.0,30.29013961270153,0,,40.928123872827406,9,64.88888888888889,49.00000000000001,20,49.0,6,0.8180000000000001,21420,4,10,1.0,268.15224854992374,False,0.38114033860534163,0,0.43400000000000005,20896,15,13,1.0,446.5979231149008,False,0.35328072289872176,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,8947,549,100,1.0,15554.572406660965,False,-0.22263241594633798,0,0.56,40743,0,13,0.2,532.0656103467563,False,0.17165317577136027,0,5.465000000000002,-26451.88888888889,112,0,0.0,3392.4956366225715,True,-1.707283822478718,0,0.2,46603,97,149,1.0,11271.028015664258,False,0.09496340252855134,14,4.165000000000001,26627,418,0,0.0,17107.955778841857,False,-0.2625769705411895,0.525,187031,0.0,0.1,13,0,0,11,6,5.375,4,15,31,189.0,106.0,15,16,31,1400,1.2668433479848318,87.08882579999045
47,31,0,0,0,10.0,20,10.0,22.815224854992373,0,,31.12396708861723,51,33.568627450980394,40.928123872827406,0,,49.00000000000001,20,49.0,0,0.812,21320,4,20,1.0,496.3044970998475,False,0.3820423073529362,0,0.43400000000000005,20796,15,23,1.0,674.7501716648246,False,0.3541826916463163,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,10659,539,59,1.0,14133.720255069305,False,-0.17607789683300865,0,0.56,39031,41,23,1.0,2217.429499708337,False,0.14681622667507122,0,5.465000000000002,-26451.88888888889,112,0,0.0,3485.88431392513,True,-1.705949736633991,0,0.2,47289,87,145,1.0,10665.746776935985,False,0.10299893913951516,6,4.211000000000001,26553,418,0,0.0,17107.955778841857,False,-0.26412807308164393,0.625,187443,0.0,0.1,15,0,0,7,2,2.0,9,16,28,228.0,68.0,16,15,28,2598,1.33926729101222,88.42809309100267
48,28,0,0,0,10.0,20,10.0,22.829985605635827,24,23.0,31.12396708861723,0,,41.3100221088663,26,43.38461538461539,49.000000000000014,13,49.0,0,0.812,21230,3,30,1.0,714.8995681690748,False,0.38327885326698297,1,0.44400000000000006,21219,16,10,1.0,388.2998560563583,False,0.3721100812526066,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,10107,553,69,1.0,14772.535769031201,False,-0.1868891008405875,3,0.5900000000000001,40024,31,10,1.0,1377.9432008357971,False,0.16319452588262903,0,5.465000000000002,-26451.88888888889,112,0,0.0,3485.88431392513,True,-1.705949736633991,0,0.2,47289,77,155,1.0,10775.871702382707,False,0.10415309489375686,13,4.335000000000001,25144,444,0,0.0,18341.649816336638,False,-0.2807322690498802,0.625,186808,0.0,0.1,9,0,0,5,7,5.833333333333334,8,13,27,136.0,99.0,13,15,27,1356,1.1982164519722573,89.62630954297492
49,27,0,0,0,10.0,20,10.0,22.829985605635827,0,,31.018584676809404,1,12.0,42.14060194619773,7,60.0,49.00000000000001,10,49.0,0,0.812,21150,1,40,1.0,923.1994242254331,False,0.3848263303929716,0,0.44300000000000006,21099,18,20,1.0,636.5997121127166,False,0.37237600000361126,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,10119,543,78,1.0,14816.131788651386,False,-0.18531812334639336,0,0.5870000000000002,40432,22,13,1.0,1230.2366881903772,False,0.17274130293692141,0,5.465000000000002,-26451.88888888889,112,0,0.0,3474.081483802653,True,-1.7061183436755396,0,0.2,47009,72,165,1.0,11119.123340126236,False,0.10188148046581541,10,4.4220000000000015,24831,446,0,0.0,18794.708468004184,False,-0.28254476746034013,0.625,186435,0.0,0.1,10,0,0,10,4,4.0,3,13,29,168.0,96.0,13,14,29,632,1.4276899630203843,91.05399950599531
50,29,0,0,0,10.0,20,10.0,22.829985605635827,0,,30.902846974770394,1,12.0,42.82319818912258,10,52.5,49.00000000000001,11,49.0,0,0.812,21070,0,49,0.9,1118.6692946761555,False,0.38596274813136466,0,0.44300000000000006,20979,20,30,1.0,884.8995681690748,False,0.37264191875461594,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,10131,533,87,1.0,14856.93001460892,False,-0.18381216848078175,0,0.5870000000000002,40945,13,13,1.0,958.4385871306087,False,0.1835153079502102,0,5.465000000000002,-26451.88888888889,112,0,0.0,3461.118861174284,True,-1.7063035187080868,0,0.2,47009,62,175,1.0,11230.038287725602,False,0.1030439159860569,11,4.522000000000001,24098,456,0,0.0,19527.378374239895,False,-0.2902303767267555,0.6125,186027,0.0,0.1,10,0,0,10,4,4.0,4,14,18,183.0,96.0,14,15,18,737,1.2054184669977985,92.2594179729931
51,18,0,0,0,10.000000000000002,20,10.0,22.225731354754593,46,18.67391304347826,30.902846974770394,0,,43.72446316017202,4,74.5,49.00000000000001,15,49.0,0,0.812,21324,0,42,0.7,933.4807168996929,False,0.3963052901736413,2,0.4630000000000001,21346,23,10,1.0,452.257313547546,False,0.3822971073160178,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,9272,569,97,1.0,15644.017297408092,False,-0.2054472135026473,0,0.5870000000000002,41243,3,19,1.0,923.4733409675796,False,0.1915298611606466,0,5.465000000000002,-26451.88888888889,112,0,0.0,3461.118861174284,True,-1.7063035187080868,0,0.2,47352,52,178,1.0,10995.672084328948,False,0.10777722902164157,8,4.591000000000001,23698,460,0,0.0,20113.25305367913,False,-0.2924745005693057,0.5875,186030,0.0,0.1,16,0,0,5,3,2.4,3,8,22,98.0,67.0,8,10,22,1660,1.060627348953858,93.32004532194696
