index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,14,0,0,0,10.000000000000002,20,10.0,30.53789255135836,33,31.545454545454547,11.840939593790267,4,2.0,14.018279682189437,27,1.2222222222222223,47.000000000000014,12,47.0,0,0.2,24447,256,0,0.0,2560.0000000000005,False,-0.047395119783759765,22,0.681,31882,20,10,1.0,505.3789255135837,False,0.18986520023537573,4,0.9510000000000003,31378,120,0,0.0,3664.5471061630033,False,-0.1274690359654904,0,0.7400000000000002,32424,165,0,0.0,5038.75227097413,False,-0.08193536504947019,0,0.272,52265,0,26,0.4,364.4752717369254,False,0.06960961039010612,27,3.7640000000000007,30227.0,33,0,0.0,390.7510065950788,False,-0.37956569924343236,0,0.2,68312,0,18,0.0,846.0000000000002,False,-0.001902244939447623,0,0.29000000000000004,71247,247,21,1.0,4449.515081500791,False,0.06687999216958136,0.3,342182,0.0,0.0,10,0,0,11,5,4.388888888888889,14,25,16,155.0,21.0,11,3,16,764,1.3737613577395678,37.70222827233374
26,16,0,0,0,10.000000000000002,20,10.0,30.53789255135836,0,,14.040756427845631,24,19.583333333333332,14.75803517300561,18,22.88888888888889,47.00000000000001,13,47.0,0,0.2,24357,265,0,0.0,2650.0000000000005,False,-0.04906135446365757,0,0.6590000000000001,31772,21,20,1.0,820.7578510271672,False,0.19163101882895492,7,1.0170000000000001,31191,120,0,0.0,3664.5471061630033,False,-0.13238207258994525,17,0.9100000000000001,32192,165,0,0.0,5038.75227097413,False,-0.08803068321456924,0,0.272,52200,0,31,0.5,457.4990903631739,False,0.06923256404090192,18,3.9170000000000007,29429.0,52,0,0.0,730.1193342479728,False,-0.3923795801459398,0,0.2,68312,0,18,0.0,846.0000000000001,False,-0.001902244939447623,0,0.29000000000000004,71446,255,18,1.0,4609.29896911643,False,0.07092976918302529,0.3125,340899,0.0,0.0,11,0,0,13,6,6.0,14,27,17,182.0,17.0,14,2,17,811,3.1084456089884043,40.810673881322145
27,17,0,0,0,10.000000000000002,20,10.0,30.53789255135836,0,,13.465600754516219,8,8.0,16.636493175112143,19,35.8421052631579,47.000000000000014,10,47.0,0,0.2,24257,275,0,0.0,2750.0000000000005,False,-0.050912726330210684,0,0.6590000000000001,31672,21,30,1.0,1126.1367765407508,False,0.19358197460918924,4,1.0500000000000003,31056,120,0,0.0,3664.5471061630033,False,-0.1359289172118779,4,0.933,32116,165,0,0.0,5038.75227097413,False,-0.09002742537210168,0,0.272,52795,0,22,0.8,366.00284985246714,False,0.0804340136420898,2,3.9190000000000005,29363.0,52,0,0.0,700.2112392348433,False,-0.3940305579879793,0,0.2,68037,0,23,0.5,1081.0000000000002,False,-0.004189295152905643,0,0.29000000000000004,71510,259,18,1.0,5154.851732354045,False,0.0758200834399708,0.4125,340806,0.0,0.0,12,0,0,11,5,5.0,16,27,18,177.0,45.0,14,3,18,1329,1.481449748389423,42.29212362971157
28,18,0,0,0,10.000000000000002,20,10.0,30.429582988814268,11,29.0,13.038374294421905,8,9.0,17.463629746970586,7,40.142857142857146,47.0,10,47.0,0,0.2,24157,285,0,0.0,2850.0000000000005,False,-0.0527640981967638,0,0.6590000000000001,31891,21,29,1.0,1092.457906675614,False,0.20106746226303573,4,1.0860000000000003,30932,120,0,0.0,3651.549958657712,False,-0.13935749620805904,4,0.9690000000000003,31721,176,0,0.0,5355.6066060313115,False,-0.09624288521318747,0,0.272,52988,0,25,0.8,436.5907436742647,False,0.08508984320751184,2,3.9370000000000007,29293.0,52,0,0.0,677.995463309939,False,-0.39568467325417117,0,0.2,68037,0,23,0.0,1081.0,False,-0.004189295152905643,0,0.29000000000000004,71699,256,18,1.0,5316.68921522447,False,0.07973956099689593,0.35,340718,0.0,0.0,11,0,0,13,3,3.0,15,28,8,225.0,13.0,17,1,8,1254,1.4967950629070401,43.78891869261861
29,8,0,0,0,10.000000000000002,20,10.0,30.628221235764617,24,31.791666666666668,12.804128917856907,7,10.285714285714286,17.577815165180386,20,18.6,47.00000000000001,7,47.0,0,0.2,24067,294,0,0.0,2940.0000000000005,False,-0.05443033287666161,0,0.6590000000000001,32544,22,15,1.0,679.4233185364693,False,0.21759957267627786,3,1.1120000000000003,30387,133,0,0.0,4073.553424356694,False,-0.1481326070049302,4,1.0050000000000001,31337,187,0,0.0,5727.477371087984,False,-0.10144662168188769,0,0.272,52916,0,32,0.7,562.4900852857724,False,0.08490527068244247,20,4.135,28602.0,52,0,0.0,665.8147037285592,False,-0.40990114304637026,0,0.2,68037,0,23,0.0,1081.0000000000002,False,-0.004189295152905643,0,0.29000000000000004,71656,266,21,1.0,5662.698833937982,False,0.08162735481905432,0.3375,339546,0.0,0.0,11,0,0,5,5,5.0,15,20,8,87.0,17.0,7,1,8,1292,1.115173725411296,44.904092418029904
30,8,0,0,0,10.000000000000002,20,10.0,30.559109129094995,4,28.0,12.91669086925512,4,15.0,17.140419959358734,31,14.612903225806454,47.0,11,47.0,0,0.2,23957,305,0,0.0,3050.0000000000005,False,-0.05646684192987003,0,0.659,32566,21,21,1.0,851.7412917109949,False,0.2216044227739288,0,1.1090000000000002,30387,133,0,0.0,4064.3615141696346,False,-0.1482533561797904,4,1.0410000000000001,31149,191,0,0.0,5836.789843657144,False,-0.10494995213523801,0,0.272,52856,0,36,0.4,617.0551185369144,False,0.08423802992349096,31,4.425000000000002,27180.0,52,0,0.0,671.6679252012663,False,-0.4388417432271356,0,0.2,68037,0,23,0.0,1081.0,False,-0.004189295152905643,0,0.29000000000000004,71720,287,20,1.0,5859.300528335957,False,0.08398411791258362,0.3,337852,0.0,0.0,12,0,0,3,5,5.0,16,19,8,90.0,30.0,6,2,8,829,0.8132000071927905,45.717292425222695
31,8,0,0,0,10.000000000000002,20,10.0,30.830086611077874,30,32.06666666666667,14.106575522671205,51,15.745098039215685,17.140419959358734,0,,46.99999999999999,9,47.0,0,0.2,23837,317,0,0.0,3170.0000000000005,False,-0.05868848816973377,9,0.7490000000000001,33221,19,10,1.0,498.30086611077877,False,0.23931389762118663,12,1.2290000000000003,29480,152,0,0.0,4686.173164883837,False,-0.16391449260569807,39,1.4270000000000003,29588,202,0,0.0,6227.677495437731,False,-0.1408271045210744,0,0.272,52467,23,46,1.0,1112.9105551519394,False,0.08136100007292844,0,4.394000000000001,26766.0,70,0,0.0,987.4602865869844,False,-0.44406472767276806,0,0.2,68037,0,23,0.0,1080.9999999999998,False,-0.004189295152905643,0,0.29000000000000004,72143,277,21,1.0,5734.896328742369,False,0.08922324752956744,0.375,335539,0.0,0.0,10,0,0,4,7,6.454545454545455,14,18,14,77.0,45.0,5,3,14,1118,0.9062435049563646,46.62353593017906
32,14,0,0,0,10.000000000000002,20,10.0,30.694701760811643,12,29.0,13.653409899144481,42,12.476190476190476,18.064055238561767,5,53.0,47.0,11,47.0,0,0.2,23777,323,0,0.0,3230.0000000000005,False,-0.05979931128966564,2,0.76,33383,23,10,1.0,536.9470176081164,False,0.24602782644514612,42,1.6370000000000005,28001,152,0,0.0,4665.59466764337,False,-0.2030424745462224,0,1.3880000000000003,29240,214,0,0.0,6568.666176813692,False,-0.14549069706250733,0,0.272,52582,38,51,1.0,1440.0963933341404,False,0.08704262749657524,0,4.394000000000001,26392.0,87,0,0.0,1187.84666122557,False,-0.44964874718332615,0,0.2,68037,0,23,0.0,1081.0,False,-0.004189295152905643,0,0.29000000000000004,72395,272,20,1.0,5853.423024888801,False,0.09374308820672604,0.375,333807,0.0,0.0,12,0,0,10,3,2.166666666666667,16,26,10,214.0,15.0,13,1,10,982,1.2627059752121568,47.886241905391216
33,10,0,0,0,10.000000000000002,20,10.0,31.23057857999096,12,37.75,13.463306570351659,4,7.0,16.98400106247674,19,7.052631578947368,47.0,9,47.0,0,0.2,23657,335,0,0.0,3350.0000000000005,False,-0.06202095752952938,2,0.7780000000000002,33709,21,10,1.0,522.3057857999096,False,0.25782770736845834,4,1.6350000000000002,27436,164,0,0.0,5121.814887118518,False,-0.21189355673482058,0,1.3880000000000001,29240,214,0,0.0,6683.343816118066,False,-0.1439842386616827,0,0.272,52580,30,61,1.0,1439.923261921631,False,0.08700007404985963,19,4.5840000000000005,25493.0,89,0,0.0,1198.2342847612977,False,-0.46787704159602217,0,0.2,68037,0,23,0.0,1081.0,False,-0.004189295152905643,0,0.29000000000000004,72684,281,21,1.0,5759.504298555964,False,0.0972577490964769,0.375,332836,0.0,0.0,10,0,0,11,7,6.090909090909091,10,21,16,119.0,13.0,9,1,16,623,1.4793503331020474,49.365592238493264
34,16,0,0,0,10.000000000000002,20,10.0,31.277853825251878,1,38.0,13.847245407767732,9,19.22222222222222,16.432687957908566,28,13.0,47.0,6,47.0,0,0.2,23527,348,0,0.0,3480.0000000000005,False,-0.06442774095604843,0,0.776,33677,18,19,1.0,774.2792226797857,False,0.26130779469544546,1,1.6410000000000002,27369,165,0,0.0,5160.84588116656,False,-0.21314111343115755,8,1.4680000000000004,29116,214,0,0.0,6693.460718603902,False,-0.14710918082859678,0,0.272,52780,25,66,1.0,1430.7385404161587,False,0.09098521985169639,23,4.795000000000001,24197.0,93,0,0.0,1287.793822922399,False,-0.4933944423979035,0,0.2,68037,0,23,0.0,1081.0,False,-0.004189295152905643,0,0.29000000000000004,72602,299,25,1.0,6088.373699414661,False,0.09845477956767244,0.375,331305,0.0,0.0,10,0,0,12,6,6.0,14,26,17,163.0,28.0,13,3,17,785,1.906369331292808,51.27196156978607
35,17,0,0,0,10.0,20,10.0,31.279256830150942,28,31.285714285714285,13.988320702718932,12,15.416666666666666,17.870134581644713,29,26.896551724137932,47.00000000000001,8,47.0,0,0.2,23477,353,0,0.0,3530.0,False,-0.065353426889325,9,0.8660000000000001,34196,23,10,1.0,542.7925683015094,False,0.2762393558762822,5,1.6900000000000002,26681,181,0,0.0,5661.545486257321,False,-0.22463946342471067,7,1.5300000000000002,28705,226,0,0.0,7069.112043614113,False,-0.15297262304116818,0,0.272,53526,20,55,1.0,1262.623816044838,False,0.10448488616108048,8,4.852000000000001,23702.0,100,0,0.0,1398.8320702718931,False,-0.5023572208031989,0,0.2,68037,0,23,0.0,1081.0000000000002,False,-0.004189295152905643,0,0.29000000000000004,72198,318,27,1.0,6951.702796963019,False,0.09885649520055625,0.375,330522,0.0,0.0,12,0,0,13,4,3.75,15,28,8,232.0,3.0,16,1,8,1860,1.638255006633699,52.91021657641977
36,8,0,0,0,10.0,20,10.0,31.319491263689496,1,37.0,13.839530168214381,7,11.285714285714286,18.126572116497023,18,20.833333333333332,47.000000000000014,9,47.0,0,0.2,23397,361,0,0.0,3610.0,False,-0.06683452438256748,0,0.8570000000000002,34113,25,19,1.0,845.0703340101004,False,0.2787623640909783,3,1.7150000000000003,26559,182,0,0.0,5700.1474099914885,False,-0.22733766735863206,4,1.5630000000000004,28629,226,0,0.0,7078.205025593827,False,-0.15484991559043373,0,0.272,53712,17,60,1.0,1322.866339849466,False,0.10889246583849439,13,4.974,23168.0,100,0,0.0,1383.953016821438,False,-0.5133993451806763,0,0.2,68037,0,23,0.0,1081.0000000000002,False,-0.004189295152905643,0,0.29000000000000004,72246,326,28,1.0,7225.262509978031,False,0.10153967494829108,0.375,329861,0.0,0.0,11,0,0,6,6,6.0,13,19,11,70.0,3.0,7,1,11,925,1.2188860177993774,54.12910259421915
37,11,0,0,0,10.0,20,10.0,31.319491263689496,0,,13.763177536317855,18,13.277777777777779,17.119925949195654,12,1.4166666666666667,47.00000000000001,11,47.0,0,0.2,23317,369,0,0.0,3690.0,False,-0.06831562187580997,0,0.8570000000000002,33993,27,29,1.0,1178.2652466469954,False,0.2804877484845966,17,1.8820000000000001,26076,182,0,0.0,5700.1474099914885,False,-0.2400274892282133,1,1.569,28623,226,0,0.0,7078.205025593827,False,-0.1550075531291863,0,0.272,53681,15,70,1.0,1404.8424794884636,False,0.10909616265742611,12,5.081,22398.0,110,0,0.0,1513.949528994964,False,-0.5277771594302426,0,0.2,68037,0,23,0.0,1081.0000000000002,False,-0.004189295152905643,0,0.29000000000000004,72746,328,27,1.0,6884.335711336174,False,0.10632486068115014,0.375,328871,0.0,0.0,10,0,0,5,6,6.0,17,22,14,121.0,30.0,9,2,14,717,1.0777196260169148,55.20682222023606
38,14,0,0,0,10.0,20,10.0,32.1433033617077,18,38.0,13.96623809590036,6,18.0,15.776531039578458,41,9.902439024390244,47.0,13,47.0,0,0.2,23187,382,0,0.0,3820.0,False,-0.07072240530232903,0,0.8570000000000002,34607,24,21,1.0,915.0093705958617,False,0.29834874977961007,2,1.8850000000000002,25372,200,0,0.0,6428.660672341541,False,-0.24895354063972547,4,1.6080000000000003,28547,226,0,0.0,7264.386559745941,False,-0.15455852871964246,0,0.272,53621,9,80,1.0,1387.8186260293799,False,0.10769892957977499,41,5.479000000000002,20013.0,112,0,0.0,1564.2186667408403,False,-0.5759042841014312,0,0.2,68037,0,23,0.0,1081.0,False,-0.004189295152905643,0,0.29000000000000004,72951,359,24,1.0,6791.774643208666,False,0.10862961870305127,0.375,326335,0.0,0.0,11,0,0,7,5,5.0,17,24,13,137.0,36.0,11,3,13,1495,1.3215741142630577,56.52839633449912
39,13,0,0,0,10.0,20,10.0,31.95663252861421,11,29.727272727272727,13.96623809590036,0,,15.840283857640712,4,19.0,47.0,9,47.0,0,0.2,23097,391,0,0.0,3910.0,False,-0.07238863998222683,0,0.857,34824,25,20,1.0,889.1326505722842,False,0.3059046293659474,0,1.8830000000000005,25335,201,0,0.0,6423.283138251456,False,-0.2499962805652428,0,1.6040000000000003,28257,236,0,0.0,7541.7652767529535,False,-0.15853390157173886,0,0.272,53621,0,89,0.9,1409.7852633300233,False,0.10792292351562202,4,5.478000000000001,19917.0,112,0,0.0,1564.2186667408403,False,-0.5778621092839576,0,0.2,68037,0,23,0.0,1081.0,False,-0.004189295152905643,0,0.29000000000000004,73298,353,25,1.0,6766.620201747171,False,0.11348575640916538,0.3625,326386,0.0,0.0,11,0,0,7,1,1.0,16,23,10,150.0,49.0,10,3,10,950,1.031623742543161,57.56002007704228
40,10,0,0,0,9.999999999999998,20,10.0,31.698732616205437,43,30.930232558139537,13.23153986854652,12,6.333333333333333,15.235317603367118,9,3.0,47.00000000000001,12,47.0,0,0.2,23017,399,0,0.0,3989.999999999999,False,-0.07386973747546932,23,1.0870000000000004,35420,27,10,1.0,586.9873261620544,False,0.3223791484830239,8,1.9630000000000005,24242,225,0,0.0,7132.214838646223,False,-0.26939973150850954,4,1.6440000000000003,27668,255,0,0.0,8083.1768171323865,False,-0.16689642140281138,0,0.272,53545,2,99,1.0,1534.7595224704378,False,0.10764734186962559,9,5.564000000000001,19557.0,112,0,0.0,1481.9324652772102,False,-0.5860430266215564,0,0.2,68037,0,23,0.0,1081.0000000000002,False,-0.004189295152905643,0,0.29000000000000004,73835,352,23,1.0,6443.831796385226,False,0.11893991081509911,0.375,325321,0.0,0.0,11,0,0,7,6,5.947368421052632,13,20,9,114.0,19.0,8,2,9,1391,0.887957121245563,58.447977198287845
41,9,0,0,0,9.999999999999998,20,10.0,31.66413785887328,2,29.0,13.292414702692936,4,15.0,14.782628231128891,33,12.424242424242424,47.00000000000001,6,47.0,0,0.2,22937,407,0,0.0,4069.999999999999,False,-0.07535083496871181,0,1.0640000000000003,35358,29,18,1.0,859.9544814597189,False,0.32513708448660933,0,1.9550000000000005,24242,225,0,0.0,7124.431018246488,False,-0.2695019833660017,4,1.6800000000000002,27534,257,0,0.0,8137.683429730432,False,-0.16970096908031068,0,0.272,53750,0,100,0.6,1478.262823112889,False,0.11125201720350054,28,5.835000000000001,18016.0,112,0,0.0,1488.7504467016088,False,-0.6174006766049923,0,0.2,68037,0,23,0.0,1081.0000000000002,False,-0.004189295152905643,0,0.29000000000000004,73707,375,27,1.0,6812.485586673334,False,0.11975783105359206,0.325,323581,0.0,0.0,11,0,0,9,5,5.0,11,20,13,108.0,18.0,7,2,13,805,1.0092483554035425,59.45722555369139
42,13,0,0,0,9.999999999999998,20,10.0,31.92677354406246,12,35.0,12.987055702585458,5,6.6,15.895412366821617,50,20.0,47.00000000000001,11,47.0,0,0.2,22807,420,0,0.0,4199.999999999999,False,-0.07775761839523086,0,1.0640000000000003,35708,26,16,1.0,770.8283767049993,False,0.3364466319232977,5,2.0050000000000003,23677,237,0,0.0,7566.645329942803,False,-0.27853705362378745,0,1.6760000000000002,27534,257,0,0.0,8205.180800824051,False,-0.16881429245935517,0,0.272,53729,0,103,0.3,1637.2274737826265,False,0.1124447064667641,50,6.307000000000002,15880.0,114,0,0.0,1480.5243500947422,False,-0.6610461684739697,0,0.2,68037,0,23,0.0,1081.0000000000002,False,-0.004189295152905643,0,0.29000000000000004,73224,415,26,1.0,7818.596132230971,False,0.12004905274178095,0.2875,320596,0.0,0.0,11,0,0,5,7,7.0,18,23,9,131.0,35.0,10,3,9,1137,1.0605708863586187,60.517796440050006
43,9,0,0,0,9.999999999999998,20,10.0,31.92677354406246,0,,13.065514359267803,4,15.0,16.595190440369443,9,33.0,47.00000000000001,5,47.0,0,0.2,22717,429,0,0.0,4289.999999999999,False,-0.07942385307512867,0,1.0640000000000003,35598,27,26,1.0,1100.096112145624,False,0.338469584036465,0,2.0,23677,237,0,0.0,7566.645329942803,False,-0.27853705362378745,4,1.7160000000000002,27458,257,0,0.0,8205.180800824051,False,-0.1708110346168876,0,0.272,53934,0,102,0.4,1692.7094249176832,False,0.11719122878938786,4,6.2970000000000015,15740.0,114,0,0.0,1489.4686369565295,False,-0.66381012525027,0,0.2,68037,0,23,0.0,1081.0000000000002,False,-0.004189295152905643,0,0.29000000000000004,73162,414,31,1.0,8327.40884231295,False,0.12284297652189004,0.3,320323,0.0,0.0,10,0,0,7,2,2.0,14,21,14,99.0,3.0,8,1,14,700,1.180559049360454,61.69835548941046
44,14,0,0,0,9.999999999999998,20,10.0,31.92677354406246,0,,13.168219213438997,9,14.222222222222221,17.409063691800775,7,40.42857142857143,47.0,11,47.0,0,0.2,22627,438,0,0.0,4379.999999999999,False,-0.08109008775502648,0,1.0640000000000003,35488,28,36,1.0,1429.3638475862485,False,0.34049253614963254,5,2.0500000000000003,23530,237,0,0.0,7566.645329942803,False,-0.2823991733232252,4,1.7520000000000004,27418,257,0,0.0,8205.180800824051,False,-0.17186195154190467,0,0.272,54197,0,101,0.4,1758.3154328718783,False,0.12322383889619326,2,6.313000000000002,15546.0,119,0,0.0,1567.0180863992407,False,-0.666975791426365,0,0.2,68037,0,23,0.0,1081.0,False,-0.004189295152905643,0,0.29000000000000004,73396,411,30,1.0,8565.12517733012,False,0.12796681364773693,0.3,320239,0.0,0.0,12,0,0,6,5,5.0,18,24,19,141.0,42.0,11,3,19,992,1.3918032441288233,63.09015873353928
45,19,0,0,0,10.0,20,10.0,32.267372759379626,16,35.1875,13.168219213438997,0,,17.166101590424855,17,14.529411764705882,47.0,11,47.0,0,0.2,22477,453,0,0.0,4530.0,False,-0.08386714555485615,0,1.0640000000000003,36001,23,30,1.0,1198.0211827813887,False,0.35520459848893604,0,2.0450000000000004,23112,248,0,0.0,8002.308444326147,False,-0.2876581834332648,0,1.748,27273,262,0,0.0,8454.051662957461,False,-0.1724022428805966,0,0.272,54350,0,92,0.0,1579.2813463190867,False,0.1245185110975964,8,6.391000000000003,15274.0,119,0,0.0,1567.0180863992407,False,-0.6725229627768564,0,0.2,68037,0,23,0.0,1081.0,False,-0.004189295152905643,0,0.29000000000000004,73666,418,29,1.0,8538.43046479759,False,0.1316936548136787,0.25,320190,0.0,0.0,14,0,0,11,2,2.0,17,28,19,218.0,42.0,16,3,19,1433,1.5906081814318895,64.68076691497117
46,19,0,0,0,10.0,20,10.0,32.08468138603375,14,30.285714285714285,12.629131545572127,13,8.846153846153847,15.987260501239357,18,4.111111111111111,47.0,10,47.0,0,0.2,22367,464,0,0.0,4640.0,False,-0.08590365460806458,0,1.064,36335,22,26,1.0,1054.2017160368775,False,0.3649091294115761,7,2.1150000000000007,22786,251,0,0.0,8053.255027894472,False,-0.2955538985353572,6,1.808,26840,273,0,0.0,8759.118018387215,False,-0.1797709261417265,0,0.272,54235,3,102,1.0,1668.5879657631308,False,0.12308385982953798,18,6.563000000000002,14383.0,119,0,0.0,1502.866653923083,False,-0.6913481803042472,0,0.2,68037,0,23,0.0,1081.0,False,-0.004189295152905643,0,0.29000000000000004,74062,426,29,1.0,8173.572973527966,False,0.13479491311770667,0.375,319045,0.0,0.0,12,0,0,10,8,8.0,18,28,18,200.0,46.0,15,4,18,1094,1.6278114365413785,66.30857835151255
47,18,0,0,0,10.0,20,10.0,31.78041702728321,11,28.0,12.726096377552448,4,15.0,16.71204954045325,14,26.0,47.00000000000001,10,47.0,0,0.2,22237,477,0,0.0,4770.0,False,-0.08831043803458363,0,1.0640000000000003,36573,19,25,1.0,984.5104256820803,False,0.3724314145533024,0,2.1080000000000005,22786,251,0,0.0,7976.884673848086,False,-0.2965571347558183,4,1.842,26456,284,0,0.0,9025.638435748431,False,-0.18635859340354638,0,0.272,54463,0,101,0.7,1687.9170035857783,False,0.12793079295576318,6,6.605000000000001,14191.0,119,0,0.0,1514.4054689287414,False,-0.6951461693016199,0,0.2,68037,0,23,0.0,1081.0000000000002,False,-0.004189295152905643,0,0.29000000000000004,74168,430,29,1.0,8549.181302394898,False,0.13906122979695998,0.3375,318911,0.0,0.0,11,0,0,8,3,3.0,16,24,12,153.0,39.0,13,5,12,1266,1.3425218034535646,67.65110015496612
48,12,0,0,0,10.0,20,10.0,31.96422669999799,12,34.0,12.416522777814953,3,3.3333333333333335,16.135780983223626,17,10.235294117647058,47.000000000000014,11,47.0,0,0.2,22127,488,0,0.0,4880.0,False,-0.09034694708779205,0,1.0640000000000003,36891,18,23,1.0,915.1772140999537,False,0.38292252405117105,3,2.1380000000000003,22284,263,0,0.0,8406.591622099471,False,-0.30410131335584745,0,1.8380000000000003,26456,284,0,0.0,9077.84038279943,False,-0.18567284453261215,0,0.272,54529,0,100,0.3,1613.5780983223626,False,0.12851876349392632,13,6.729000000000001,13619.0,119,0,0.0,1477.5662105599793,False,-0.7071871944919854,0,0.2,68037,0,23,0.0,1081.0000000000002,False,-0.004189295152905643,0,0.29000000000000004,74511,437,28,1.0,8367.336289668725,False,0.14272163542000926,0.2875,318454,0.0,0.0,13,0,0,7,7,7.0,15,22,12,91.0,29.0,8,4,12,1201,1.252501156181097,68.90360131114721
49,12,0,0,0,10.0,20,10.0,32.62380751351122,16,38.0,12.956792683669489,6,20.333333333333332,16.065615185718368,1,4.0,47.000000000000014,0,,0,0.2,22007,500,0,0.0,5000.0,False,-0.0925685933276558,0,1.0640000000000003,37419,16,17,1.0,714.6047277296907,False,0.3987596683772668,2,2.1550000000000002,21626,279,0,0.0,9102.04229626963,False,-0.31225313572237884,4,1.8780000000000003,26424,284,0,0.0,9265.161333837186,False,-0.18405284359942747,0,0.272,54511,0,102,0.2,1638.6927489432735,False,0.12840776551926492,1,6.726000000000002,13476.0,123,0,0.0,1593.6855000913472,False,-0.7089194691429279,0,0.2,68037,0,23,0.0,1081.0000000000002,False,-0.004189295152905643,0,0.29000000000000004,74507,428,38,1.0,8662.083299487462,False,0.14480355545180096,0.275,318007,0.0,0.0,8,0,0,6,3,3.0,16,22,13,96.0,35.0,9,3,13,808,0.87197120860219,69.7755725197494
50,13,0,0,0,10.0,20,10.0,32.62380751351122,0,,12.333334464422798,13,8.538461538461538,15.26014405634238,13,5.615384615384615,47.000000000000014,3,47.0,0,0.2,21927,508,0,0.0,5080.0,False,-0.09404969082089829,0,1.0640000000000003,37299,18,27,1.0,1060.8428028648027,False,0.4007265302118859,8,2.2330000000000005,21370,279,0,0.0,9102.04229626963,False,-0.31897900404248813,5,1.9240000000000004,26329,284,0,0.0,9265.161333837186,False,-0.18654877129634304,0,0.272,54400,3,112,1.0,1746.1361377036148,False,0.12723963104890085,13,6.855000000000001,12895.0,123,0,0.0,1517.0001391240041,False,-0.7215503513977647,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,74434,431,48,1.0,8833.122088283566,False,0.1449853489986609,0.375,316832,0.0,0.0,8,0,0,6,6,6.0,18,24,13,174.0,17.0,11,2,13,341,1.0779686830937862,70.85354120284319
51,13,0,0,0,10.000000000000002,20,10.0,32.62380751351122,0,,12.159261805939268,9,10.555555555555555,14.214965692105087,17,4.882352941176471,47.000000000000014,0,,0,0.2,21837,517,0,0.0,5170.000000000001,False,-0.09571592550079609,0,1.0640000000000003,37189,19,37,1.0,1397.080877999915,False,0.4028785292331603,5,2.275000000000001,21235,279,0,0.0,9102.04229626963,False,-0.3225258486644208,4,1.9590000000000003,26253,284,0,0.0,9265.161333837186,False,-0.1885455134538755,0,0.272,54340,0,119,0.7,1691.5809173605053,False,0.1254596903919781,17,7.012000000000002,12009.0,128,0,0.0,1556.3855111602263,False,-0.7392178334302705,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,74351,438,58,1.0,8952.15497314203,False,0.14464434534561338,0.3375,315392,0.0,0.0,7,0,0,11,9,9.0,14,25,12,144.0,19.0,11,2,12,200,1.2664541471749544,72.11999535001814
