index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,30,0,0,0,10.000000000000002,20,10.0,13.981896456551462,62,13.403225806451612,20.40925072113887,0,,28.689748450158422,24,51.0,38.00000000000001,20,38.0,46,2.9100000000000006,10563,258,0,0.0,2580.0000000000005,False,-0.29066427289048474,0,0.9830000000000003,18463,7,15,1.0,279.728446848272,False,0.11327733234136052,0,0.2,24047,171,146,1.0,5370.654899356576,False,0.02935415670690362,0,1.5140000000000002,19126,223,0,0.0,3117.9629098109763,False,-0.20350475722350841,0,0.2,37659,0,2,0.0,57.379496900316845,False,0.011804385428752163,0,0.40700000000000003,37572,6,12,1.0,466.73248572873433,False,0.014963655575181638,10,2.2080000000000006,41635,95,0,0.0,2725.52610276505,False,-0.08641744286874475,10,2.1720000000000006,40363,137,0,0.0,3930.495537671704,False,-0.10064277554794755,0.375,229428,0.0,0.0,8,0,0,12,12,12.0,23,35,28,327.0,62.0,19,11,28,1776,1.5774948260514066,48.556335738277994
26,28,0,0,0,10.000000000000002,20,10.0,13.926853346179605,29,13.448275862068966,19.633000124925292,11,13.454545454545455,28.689748450158422,0,,38.0,20,38.0,27,3.1340000000000003,10307,265,0,0.0,2650.0000000000005,False,-0.30388988629563135,0,0.9830000000000003,18375,10,23,1.0,420.31762696213093,False,0.11221776262603629,0,0.2,23711,189,155,1.0,5675.290301791366,False,0.022281291909729748,10,1.6140000000000003,18930,224,0,0.0,3119.615149544232,False,-0.2110201164893294,0,0.2,37659,0,2,0.0,57.379496900316845,False,0.011804385428752163,0,0.40700000000000003,37424,7,22,1.0,768.6054667779623,False,0.01504249176838982,10,2.2980000000000005,41499,95,0,0.0,2725.52610276505,False,-0.08930706360602299,10,2.2620000000000005,40219,137,0,0.0,3930.495537671704,False,-0.10370237397565392,0.375,228124,0.0,0.0,11,0,0,7,12,12.0,22,29,25,240.0,68.0,15,13,25,275,1.3672726660151966,49.92360840429319
27,25,0,0,0,10.000000000000002,20,10.0,13.564251301278492,35,10.942857142857143,19.172316069161678,5,11.0,30.20554128010156,8,50.0,37.99999999999999,20,38.0,20,3.307000000000001,9892,276,0,0.0,2760.0000000000005,False,-0.3254338719329743,0,0.9830000000000003,18523,9,18,1.0,334.15652342301286,False,0.11849660453091007,0,0.2,23328,214,165,1.0,6066.181929885274,False,0.015059336347425328,5,1.6540000000000006,18855,224,0,0.0,3038.3922914863824,False,-0.21547184652509857,0,0.2,37659,0,2,0.0,60.41108256020312,False,0.011845080038662432,0,0.40700000000000003,37769,2,24,1.0,763.2776228607609,False,0.024233215513057807,12,2.408000000000001,41129,99,0,0.0,2990.3485867300546,False,-0.09435516215096093,8,2.3320000000000003,39931,141,0,0.0,4258.98132049432,False,-0.10633186741215,0.375,227086,0.0,0.0,11,0,0,7,10,10.0,20,27,22,187.0,39.0,12,13,22,838,1.1278720839763992,51.05148048826959
28,22,0,0,0,10.000000000000002,20,10.0,13.339003697676317,10,7.5,19.172316069161678,0,,30.9580144149271,4,50.0,37.99999999999999,20,38.0,10,3.387000000000001,9667,287,0,0.0,2870.0000000000005,False,-0.33560742070616395,0,0.9830000000000003,18433,8,28,1.0,453.49210353493686,False,0.11668139148817892,0,0.2,23253,214,175,1.0,6209.702103406025,False,0.014934580350520284,0,1.6490000000000002,18855,224,0,0.0,2987.936828279495,False,-0.21644326476165773,0,0.2,37659,0,2,0.0,61.9160288298542,False,0.011865281744387068,0,0.40700000000000003,37969,0,22,0.2,681.0763171283962,False,0.02849919884461435,13,2.5260000000000007,40927,99,0,0.0,3064.843427077783,False,-0.09785569502732626,7,2.3940000000000006,39650,145,0,0.0,4488.912090164429,False,-0.10985963996425757,0.275,226413,0.0,0.0,8,0,0,5,9,9.0,21,26,23,201.0,89.0,12,10,23,400,1.1657453200314194,52.21722580830101
29,23,0,0,0,10.000000000000002,20,10.0,13.481601579705838,30,14.633333333333333,21.41151923880184,15,34.0,30.9580144149271,0,,37.99999999999999,20,38.0,15,3.5270000000000006,9357,298,0,0.0,2980.0000000000005,False,-0.35086774386594854,0,0.9830000000000003,18672,7,23,1.0,380.07683633323427,False,0.12878745769997701,0,0.2,23653,219,170,1.0,6592.429016551891,False,0.03770560293707914,0,1.6490000000000002,18526,239,0,0.0,3222.1027775496955,False,-0.2246033350491009,0,0.2,37659,0,2,0.0,61.9160288298542,False,0.011865281744387068,0,0.40700000000000003,37459,5,32,1.0,1097.7140574716764,False,0.02039994170789943,10,2.6130000000000004,40791,99,0,0.0,3064.843427077783,False,-0.10074531576460448,10,2.487000000000001,39509,145,0,0.0,4488.912090164429,False,-0.11285549675805338,0.375,225626,0.0,0.0,10,0,0,4,11,11.0,22,26,30,183.0,65.0,11,12,30,1039,1.0696953779552132,53.28692118625622
30,30,0,0,0,10.000000000000002,20,10.0,13.01142166498916,20,7.25,20.860032874267173,5,11.0,30.18594669945274,6,18.0,37.99999999999999,20,38.0,15,3.662000000000001,9077,306,0,0.0,3060.0000000000005,False,-0.36523040095751047,0,0.9830000000000003,18587,9,28,1.0,454.31980661969646,False,0.1259221964877227,0,0.2,23508,229,180,1.0,6734.421478650609,False,0.034856016146526864,5,1.6990000000000005,18451,239,0,0.0,3109.729777932409,False,-0.22965479826853277,0,0.2,37659,0,2,0.0,60.37189339890548,False,0.011844553981407059,0,0.40700000000000003,37512,0,36,1.0,1086.6940811802986,False,0.021674909809658135,11,2.7130000000000005,40518,105,0,0.0,3169.5244034425377,False,-0.10543371503832422,9,2.5670000000000006,39400,145,0,0.0,4376.962271420647,False,-0.11636075351725647,0.375,224712,0.0,0.0,9,0,0,10,11,11.0,24,34,31,289.0,93.0,19,11,31,343,1.4442898079869337,54.731210994243156
31,31,0,0,0,10.000000000000002,20,10.0,13.6729257614573,30,18.933333333333334,19.96875736081693,9,11.555555555555555,29.853832724463473,13,27.53846153846154,38.0,20,38.0,5,3.697000000000001,8922,317,0,0.0,3170.0000000000005,False,-0.37121484141232797,0,0.9830000000000003,19025,8,13,1.0,257.7480348989449,False,0.1462521853650194,0,0.2,23512,224,186,1.0,6776.924239678385,False,0.03582834500728497,5,1.7440000000000002,17853,264,0,0.0,3609.652401024727,False,-0.24305636501685154,0,0.2,37659,0,2,0.0,59.707665448926946,False,0.011835637691270955,0,0.40700000000000003,37766,0,32,0.9,955.3226471828311,False,0.026730598249339883,7,2.7720000000000007,40437,105,0,0.0,3134.6524360686644,False,-0.10752520518359014,13,2.6880000000000006,38825,158,0,0.0,4716.905570465229,False,-0.12496647646377108,0.3625,223999,0.0,0.0,12,0,0,8,10,10.0,22,30,31,243.0,75.0,16,15,31,1130,1.513937160023488,56.245148154266644
32,31,0,0,0,10.000000000000002,20,10.0,13.862604429471412,28,15.500000000000002,20.76588023965179,6,32.0,31.200456691269462,7,49.142857142857146,38.00000000000001,20,38.0,10,3.7920000000000007,8702,327,0,0.0,3270.0000000000005,False,-0.3813883901855177,5,1.0330000000000004,19204,8,10,1.0,218.62604429471412,False,0.1557937176629179,0,0.2,23354,238,190,1.0,7244.817099748036,False,0.0387527358442055,0,1.7390000000000003,17769,268,0,0.0,3715.1779870983387,False,-0.2442591839218649,0,0.2,37659,0,2,0.0,62.400913382538924,False,0.011871790611342163,0,0.40700000000000003,37918,0,31,0.6,967.2141574293533,False,0.03097098042081923,10,2.8650000000000007,40096,109,0,0.0,3400.849779348371,False,-0.1119425286375399,10,2.775000000000001,38576,161,0,0.0,5023.273527294384,False,-0.12700229972065885,0.325,223278,0.0,0.0,13,0,0,9,9,8.357142857142858,22,31,26,228.0,60.0,16,15,26,820,1.4067175519885495,57.651865706255194
33,26,0,0,0,10.000000000000002,20,10.0,13.537870079380669,35,11.285714285714286,19.83892768661843,9,11.444444444444445,31.200456691269462,0,,38.00000000000001,20,38.0,35,4.132000000000001,8107,340,0,0.0,3400.0000000000005,False,-0.4131059245960503,0,1.0280000000000002,19134,5,20,1.0,320.7574015876134,False,0.15466060447599092,0,0.2,22959,263,200,1.0,7528.245368200802,False,0.028999718294201105,9,1.8290000000000004,17613,268,0,0.0,3628.149181274019,False,-0.25194167922075433,0,0.2,37659,0,2,0.0,62.400913382538924,False,0.011871790611342163,0,0.40700000000000003,37815,0,40,0.9,1248.0182676507784,False,0.03197511635055282,13,2.9850000000000008,39884,109,0,0.0,3400.849779348371,False,-0.11644693743388537,7,2.835000000000001,38495,161,0,0.0,5023.273527294384,False,-0.12872332383624369,0.3625,221666,0.0,0.0,7,0,0,8,14,14.0,20,28,28,190.0,40.0,13,13,28,200,1.4038634489988908,59.055729155254085
34,28,0,0,0,10.000000000000002,20,10.0,13.45458173187848,26,12.653846153846153,19.003689039942333,9,11.444444444444445,32.73134668696987,8,50.0,38.00000000000001,20,38.0,26,4.357000000000001,7809,351,0,0.0,3510.0000000000005,False,-0.42764811490125676,0,1.0280000000000002,19044,4,30,1.0,443.6374519563544,False,0.1529514497892386,0,0.2,22630,279,210,1.0,7744.603001581986,False,0.02049678478209444,9,1.9100000000000004,17457,268,0,0.0,3605.827904143433,False,-0.25837836149127,0,0.2,37659,0,2,0.0,65.46269337393974,False,0.01191289053605475,0,0.40700000000000003,38112,0,41,0.9,1341.9852141657648,False,0.04121006784479383,10,3.0720000000000005,39544,113,0,0.0,3698.6421756275954,False,-0.12050736029291835,10,2.928000000000001,38156,165,0,0.0,5400.672203350029,False,-0.13191679376022494,0.3625,220411,0.0,0.0,8,0,0,9,12,12.0,20,29,24,207.0,71.0,14,14,24,600,1.5181549189728685,60.57388407422695
35,24,0,0,0,10.0,20,10.0,13.61362127327816,22,15.409090909090908,19.173530183602956,1,33.0,34.08120425089161,8,49.0,38.00000000000001,20,38.0,5,4.381,7684,359,0,0.0,3590.0,False,-0.4327348892878516,0,1.0280000000000002,19223,6,23,1.0,373.1132892853977,False,0.16155335994271097,0,0.2,22588,279,219,1.0,7997.203445453653,False,0.02374284646618512,0,1.9010000000000005,17193,280,0,0.0,3811.8139565178844,False,-0.26457809094112655,0,0.2,37659,0,2,0.0,68.16240850178322,False,0.011949130268763195,0,0.40700000000000003,38471,0,34,0.1,1158.7609445303146,False,0.04838865099509114,7,3.1320000000000006,39271,117,0,0.0,3987.500897354318,False,-0.1232391278300827,13,3.0480000000000014,37755,169,0,0.0,5759.723518400682,False,-0.1366225059130916,0.2625,219844,0.0,0.0,12,0,0,8,9,9.0,20,28,18,219.0,47.0,13,11,18,924,1.2284004719695076,61.80228454619646
36,18,0,0,0,10.0,20,10.0,13.822611423373392,33,15.363636363636362,19.110647020557156,6,18.333333333333332,34.78266355127516,4,50.0,38.00000000000001,20,38.0,15,4.526000000000001,7399,368,0,0.0,3680.0,False,-0.4470975463794135,0,1.0280000000000002,19505,7,15,1.0,277.33917135060085,False,0.1755637094958288,0,0.2,22497,286,227,1.0,8291.383740751264,False,0.025902651920509473,4,1.9410000000000007,16783,296,0,0.0,4091.492981318524,False,-0.27498088214635114,0,0.2,37659,0,2,0.0,69.56532710255031,False,0.011967962402042408,0,0.40700000000000003,38561,0,36,0.6,1252.1758878459057,False,0.052058847291745966,11,3.2350000000000008,38904,121,0,0.0,4208.702289704294,False,-0.12868689801652725,9,3.125000000000001,37646,169,0,0.0,5878.270140165501,False,-0.1376790593841973,0.325,218954,0.0,0.0,13,0,0,6,11,11.0,16,22,16,99.0,45.0,8,10,16,858,1.1282723640324548,62.930556910228916
37,16,0,0,0,10.0,20,10.0,13.57821024626582,10,7.5,19.926709772881225,12,24.833333333333332,35.44626707219517,4,49.0,38.000000000000014,20,38.0,10,4.611000000000001,7194,377,0,0.0,3770.0,False,-0.45667265110712146,0,1.0280000000000002,19395,8,25,1.0,419.45525615664553,False,0.17323325123149746,0,0.2,22660,286,230,1.0,8466.511378194706,False,0.03555085441268208,5,1.9870000000000008,16713,296,0,0.0,4019.150232894683,False,-0.27906911372940546,0,0.2,37659,0,2,0.0,70.89253414439034,False,0.011985778218218392,0,0.40700000000000003,38459,2,42,1.0,1528.5966365779595,False,0.05303099007433903,8,3.304000000000001,38814,121,0,0.0,4288.9983157356155,False,-0.12974611371788358,12,3.236,37280,173,0,0.0,6132.204203489764,False,-0.14275784337097885,0.375,218174,0.0,0.0,9,0,0,4,9,9.0,18,22,21,119.0,53.0,8,8,21,634,1.1430011829943396,64.07355809322326
38,21,0,0,0,10.0,20,10.0,15.046275168282595,69,20.0,20.09707773952101,1,33.0,38.232383297919576,22,48.0,38.000000000000014,20,38.0,0,4.601000000000001,7124,384,0,0.0,3840.0,False,-0.4587672052663076,44,1.4680000000000004,19405,11,10,1.0,260.4627516828259,False,0.16907428939804986,0,0.2,22213,300,239,1.0,9317.0841302303,False,0.034714750293228756,0,1.9820000000000007,15813,341,0,0.0,5130.779832384364,False,-0.2923222981828193,0,0.2,37659,0,2,0.0,76.46476659583915,False,0.012060577300738735,0,0.40700000000000003,39482,0,23,0.3,879.3448158521502,False,0.07178029445677821,12,3.416000000000001,38100,132,0,0.0,5046.674595325384,False,-0.13686736858254134,8,3.3040000000000007,36658,184,0,0.0,7034.7585268172015,False,-0.1463852275914459,0.2875,216454,0.0,0.0,12,0,0,8,11,10.333333333333332,19,27,30,222.0,52.0,14,7,30,1589,1.5089836490224116,65.58254174224567
39,30,0,0,0,10.0,20,10.0,15.046275168282595,0,,19.48292530827443,5,11.0,38.232383297919576,0,,38.000000000000014,20,38.0,0,4.601000000000001,7004,396,0,0.0,3960.0,False,-0.4623578695391981,0,1.4240000000000002,19325,9,20,1.0,390.9255033656519,False,0.1681904698792834,0,0.2,22213,290,249,1.0,9214.668200562286,False,0.03274293801621652,5,2.0320000000000005,15738,341,0,0.0,5130.779832384364,False,-0.29521024581470223,0,0.2,37659,0,2,0.0,76.46476659583915,False,0.012060577300738735,0,0.40700000000000003,39427,0,28,0.5,1070.5067323417481,False,0.072869774650206,12,3.5240000000000005,37915,132,0,0.0,5046.674595325384,False,-0.14079810267369186,8,3.3760000000000012,36560,184,0,0.0,7034.7585268172015,False,-0.1484674542991905,0.3125,215841,0.0,0.0,6,0,0,9,8,8.0,25,34,30,277.0,93.0,19,11,30,200,2.4729816440376453,68.05552338628331
40,30,0,0,0,9.999999999999998,20,10.0,14.918923075775904,5,8.0,19.68271698197464,1,33.0,38.232383297919576,0,,38.000000000000014,20,38.0,5,4.651000000000001,6829,409,0,0.0,4089.999999999999,False,-0.4689407540394973,0,1.4240000000000002,19255,6,30,1.0,507.56769227327715,False,0.1674915527310974,0,0.2,22206,285,258,1.0,9330.03405794559,False,0.034694533268109125,0,2.027,15738,341,0,0.0,5087.352768839583,False,-0.29604634638352745,0,0.2,37659,0,2,0.0,76.46476659583915,False,0.012060577300738735,0,0.40700000000000003,39394,0,29,0.1,1108.7391156396677,False,0.07249703495005991,10,3.6120000000000014,37775,132,0,0.0,5046.674595325384,False,-0.14377271225618415,10,3.468000000000001,36421,184,0,0.0,7034.7585268172015,False,-0.1514208166703793,0.2625,215277,0.0,0.0,7,0,0,9,9,9.0,24,33,29,312.0,78.0,19,11,29,233,1.4758055590209551,69.53132894530427
41,29,0,0,0,9.999999999999998,20,10.0,14.487892469668571,15,7.333333333333333,23.65348929668713,34,30.764705882352942,36.61489785279614,7,16.0,38.000000000000014,20,38.0,15,4.796000000000001,6549,417,0,0.0,4169.999999999999,False,-0.48330341113105924,0,1.4240000000000002,19135,8,40,1.0,659.5156987867429,False,0.16485684317135682,0,0.2,23142,290,234,1.0,9736.405311628674,False,0.07855997904560405,0,2.027,15738,341,0,0.0,4940.371332156983,False,-0.29887617766351593,0,0.2,37659,0,2,0.0,73.22979570559228,False,0.012017152541151006,0,0.40700000000000003,38460,24,32,1.0,1739.3604744099675,False,0.05588703385966994,10,3.7020000000000013,37531,139,0,0.0,5089.470801538663,False,-0.14850238179604103,10,3.558000000000001,36281,184,0,0.0,6737.14120491449,False,-0.15755719531589837,0.375,214495,0.0,0.0,10,0,0,7,10,10.0,24,31,24,276.0,156.0,17,12,24,1358,1.4681055570254102,70.99943450232968
42,24,0,0,0,9.999999999999998,20,10.0,14.853582353871621,47,16.70212765957447,24.62224107186864,39,26.743589743589745,34.67403645494708,9,16.0,38.000000000000014,20,38.0,19,4.971000000000001,6247,427,0,0.0,4269.999999999999,False,-0.4983842010771993,0,1.4240000000000002,19619,8,22,1.0,406.77881178517566,False,0.18625909071768923,0,0.2,23285,327,215,1.0,10150.903260167779,False,0.09204665498975309,10,2.1270000000000007,15563,341,0,0.0,5065.071582670223,False,-0.3032138701834767,0,0.2,37659,0,2,0.0,69.34807290989416,False,0.011965046081801647,0,0.40700000000000003,37561,53,33,1.0,2449.2219798222914,False,0.04128036377553552,9,3.782000000000001,37416,139,0,0.0,4819.691067237643,False,-0.15381184460599553,11,3.658000000000001,35974,193,0,0.0,6692.089035804786,False,-0.16455870566445563,0.375,213324,0.0,0.0,12,0,0,7,12,12.0,22,29,24,237.0,28.0,14,10,24,1856,1.2405587140237913,72.23999321635347
43,24,0,0,0,9.999999999999998,20,10.0,14.347563983345962,19,7.526315789473684,24.18684541587446,4,12.0,35.654197878135065,53,37.24528301886792,38.000000000000014,20,38.0,19,5.142000000000001,5899,434,0,0.0,4339.999999999999,False,-0.517115499700778,0,1.4240000000000002,19489,11,32,1.0,569.1220474670707,False,0.18333698526233003,0,0.2,23142,336,225,1.0,10262.821716975996,False,0.0886950657869849,4,2.1570000000000005,15507,341,0,0.0,4892.519318320973,False,-0.308692350436639,0,0.2,37659,0,2,0.0,71.30839575627013,False,0.011991360552999665,20,0.6070000000000001,38519,47,10,1.0,1493.3237133274502,False,0.05416832733740674,9,3.863000000000001,37139,148,0,0.0,5276.82128596399,False,-0.15484095096181888,11,3.7570000000000006,33999,237,0,0.0,8450.04489711801,False,-0.1878461181651119,0.375,211353,0.0,0.0,8,0,0,8,15,14.029411764705882,20,28,27,207.0,44.0,14,10,27,200,1.2860983100254089,73.52609152637888
44,27,0,0,0,9.999999999999998,20,10.0,14.338763180820035,33,14.272727272727272,24.18684541587446,0,,36.06760177211601,4,49.0,38.00000000000001,20,38.0,15,5.2730000000000015,5579,446,0,0.0,4459.999999999999,False,-0.5326750448833034,0,1.4240000000000002,19770,9,24,1.0,434.1303163396808,False,0.19611401305624418,0,0.2,23011,342,235,1.0,10587.765680570948,False,0.08990692492435404,0,2.153000000000001,15167,358,0,0.0,5133.277218733572,False,-0.3171490716454838,0,0.2,37659,0,2,0.0,72.13520354423201,False,0.012002459240015908,0,0.5870000000000002,38715,37,16,1.0,1471.994908741211,False,0.05914404677756134,10,3.954000000000001,36809,152,0,0.0,5482.275469361633,False,-0.15966986646805875,10,3.8460000000000005,33863,237,0,0.0,8548.021619991494,False,-0.1896948728355308,0.375,210573,0.0,0.0,10,0,0,8,10,10.0,19,27,27,226.0,84.0,14,13,27,757,1.30100629205117,74.82709781843005
45,27,0,0,0,10.0,20,10.0,13.98112961798251,36,11.472222222222221,23.714584533750156,6,15.5,36.53117369540113,4,50.0,38.00000000000001,20,38.0,24,5.498000000000001,5050,459,0,0.0,4590.0,False,-0.5604428485936565,0,1.4240000000000002,19940,6,22,1.0,367.58485159561525,False,0.20429637497293887,0,0.2,22871,356,244,1.0,10763.640770236812,False,0.08790220966955749,5,2.203000000000001,14857,370,0,0.0,5173.017958653529,False,-0.3283207940189925,0,0.2,37659,0,2,0.0,73.06234739080226,False,0.012014904792080184,0,0.5870000000000002,38822,33,22,1.0,1586.26711091258,False,0.06355062165636519,7,4.014000000000001,36728,152,0,0.0,5552.738401700972,False,-0.16064232017740385,13,3.966000000000001,33460,241,0,0.0,8804.012860591673,False,-0.19553794900040722,0.375,209387,0.0,0.0,11,0,0,9,13,13.0,21,30,31,223.0,69.0,14,13,31,673,1.4463974079699256,76.27349522639997
46,31,0,0,0,10.0,20,10.0,13.438345877231049,25,7.8,22.64308126746328,10,12.0,37.55697170802945,9,49.888888888888886,38.0,20,38.0,25,5.724000000000001,4500,473,0,0.0,4730.0,False,-0.5891681627767804,0,1.4240000000000002,19880,2,32,1.0,450.02706807139356,False,0.2031725633773607,0,0.2,22736,371,249,1.0,10623.753556051077,False,0.08001065760591207,5,2.2480000000000007,14787,370,0,0.0,4972.187974575488,False,-0.3348827883216118,0,0.2,37659,0,2,0.0,75.1139434160589,False,0.012042444472401978,0,0.5870000000000002,39151,33,23,1.0,1611.0320311109656,False,0.07271574354476708,9,4.097000000000001,36362,157,0,0.0,5896.444558160624,False,-0.164767400848182,11,4.063000000000001,33097,245,0,0.0,9201.458068467215,False,-0.19902838554693286,0.375,208172,0.0,0.0,11,0,0,7,13,13.0,21,28,31,204.0,114.0,13,18,31,709,1.5370249450206757,77.81052017142065
47,31,0,0,0,10.0,20,10.0,13.793971381767458,20,18.35,22.12840384993352,5,12.0,42.826425445999945,68,51.0,38.0,20,38.0,5,5.749000000000002,4355,483,0,0.0,4830.0,False,-0.594853381208857,0,1.4240000000000002,20107,2,27,1.0,392.43722730772134,False,0.21503402834553334,0,0.2,22675,367,259,1.0,10793.644094241437,False,0.08093269338162175,5,2.2930000000000006,14411,384,0,0.0,5296.885010598704,False,-0.34310964554103374,0,0.2,37659,0,2,0.0,85.65285089199989,False,0.012183913913391348,45,1.0370000000000001,40158,28,10,1.0,1047.8595622581379,False,0.09219098424422968,10,4.188000000000001,34493,191,0,0.0,8179.847260185989,False,-0.18022046892397767,10,4.152000000000001,31223,279,0,0.0,11948.572699433984,False,-0.2096613970101564,0.375,205081,0.0,0.0,12,0,0,14,12,11.323529411764707,17,31,26,294.0,70.0,18,13,26,527,1.2480992549681105,79.05861942638876
48,26,0,0,0,10.0,20,10.0,13.541012191305189,46,12.173913043478262,21.906981264920294,15,20.533333333333335,42.826425445999945,0,,38.0,20,38.0,29,6.0340000000000025,3928,495,0,0.0,4950.0,False,-0.6168162776780372,0,1.4240000000000002,20251,0,20,1.0,270.82024382610376,False,0.2200125746207692,0,0.2,22382,400,263,1.0,11177.940949196112,False,0.0770493059144419,9,2.3780000000000006,14194,387,0,0.0,5240.371718035108,False,-0.35255349021880805,0,0.2,37659,0,2,0.0,85.65285089199989,False,0.012183913913391348,0,0.992,39850,33,20,1.0,1579.4588906623685,False,0.0910580284936422,11,4.288,34326,191,0,0.0,8179.847260185989,False,-0.1837687532116649,9,4.232000000000001,31106,279,0,0.0,11948.572699433984,False,-0.21214732073266782,0.375,203696,0.0,0.0,11,0,0,4,12,12.0,21,25,25,201.0,87.0,12,14,25,628,1.269624713982921,80.32824414037168
49,25,0,0,0,10.0,20,10.0,13.117294445923076,20,7.5,21.42253456248028,5,12.0,41.364306950261565,9,16.0,38.0,20,38.0,20,6.205000000000001,3548,503,0,0.0,5030.0,False,-0.6371633752244165,0,1.4240000000000002,20131,2,30,1.0,413.51883337769226,False,0.21710110213577766,0,0.2,22232,410,273,1.0,11226.442658385578,False,0.07220721329198271,5,2.419000000000001,14124,387,0,0.0,5076.39295057223,False,-0.3584059886297221,0,0.2,37659,0,2,0.0,82.72861390052313,False,0.012144660302573695,0,0.9920000000000002,39934,28,21,1.0,1468.4814137049407,False,0.09182347258517155,10,4.377000000000002,34182,191,0,0.0,7900.582627499959,False,-0.18979514896951072,10,4.323,30822,288,0,0.0,11912.92040167533,False,-0.21856028469483335,0.375,202632,0.0,0.0,8,0,0,6,13,13.0,21,27,27,219.0,65.0,13,12,27,344,1.3067690510069951,81.63501319137868
50,27,0,0,0,10.0,20,10.0,13.154124027349296,36,13.416666666666666,20.98837729164966,4,11.0,41.364306950261565,0,,38.00000000000001,20,38.0,5,6.235000000000001,3368,516,0,0.0,5160.0,False,-0.6440454817474566,1,1.4340000000000002,20492,0,9,0.9,118.38711624614366,False,0.2298739412401599,0,0.2,21770,435,283,1.0,11661.754725433797,False,0.06279851223399689,4,2.454000000000001,14043,388,0,0.0,5103.800122611527,False,-0.3609973022215724,0,0.2,37659,0,2,0.0,82.72861390052313,False,0.012144660302573695,0,0.992,39890,22,31,1.0,1744.037815874401,False,0.09434114336171605,9,4.457000000000001,34079,191,0,0.0,7900.582627499959,False,-0.1919836117337729,11,4.423000000000001,30662,288,0,0.0,11912.92040167533,False,-0.22195983850339598,0.3625,201963,0.0,0.0,11,0,0,11,9,8.2,18,29,26,226.0,68.0,15,12,26,578,1.5275706319953315,83.162583823374
51,26,0,0,0,10.000000000000002,20,10.0,12.929000062532378,10,7.0,20.09870187965144,9,11.555555555555555,39.8912952306571,10,18.0,38.00000000000001,20,38.0,10,6.330000000000001,3148,526,0,0.0,5260.000000000001,False,-0.6542190305206463,0,1.4330000000000003,20392,0,19,1.0,245.65100118811517,False,0.22769751649276238,0,0.2,21700,435,293,1.0,11513.034677939457,False,0.05723978971774086,9,2.540000000000001,13889,388,0,0.0,5016.452024262562,False,-0.368608932917548,0,0.2,37659,0,2,0.0,79.7825904613142,False,0.012105114240513757,0,0.9920000000000002,39966,21,31,1.0,1658.7028916230504,False,0.09523602464055853,9,4.538000000000002,33790,201,0,0.0,8018.150341362077,False,-0.1968750627710392,11,4.522000000000001,30509,288,0,0.0,11488.693026429244,False,-0.2297174861741289,0.375,201053,0.0,0.0,9,0,0,8,11,11.0,19,27,30,239.0,111.0,14,12,30,380,1.5180111650261097,84.68059498840012
