index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,16,0,0,0,10.0,13,10.0,32.56586130872465,0,,16.816356520456807,9,16.0,34.8200590838975,16,17.0,43.000000000000014,20,43.0,0,1.4780000000000004,46555,19,30,1.0,1166.9758392617396,False,0.1243527231873791,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,1,0.8850000000000002,50736,142,0,0.0,4624.3523058389,False,-0.06818590983805642,8,1.612,44981,252,0,0.0,8206.59704979861,False,-0.13781312972247836,0,0.398,73288,14,28,1.0,1210.3906456355253,False,0.02880924653065492,0,0.48800000000000004,73793,0,8,0.7,278.56047267118,False,0.02935342276029722,10,1.4610000000000003,85762,0,0,0.0,0.0,False,-0.030762623751186654,10,2.2440000000000007,78893,161,0,0.0,5606.029512507497,False,-0.07671426748051913,0.3375,496587,0.0,0.0,11,0,0,10,13,13.0,27,37,14,234.0,54.0,13,3,14,402,1.3321423100424,54.758878038905095
26,14,0,0,0,10.000000000000002,8,10.0,32.56586130872465,0,,16.370976125821507,45,15.333333333333334,34.8200590838975,0,,43.000000000000014,20,43.0,0,1.4780000000000004,46475,17,40,1.0,1472.634452348986,False,0.12608985631900993,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,15,1.0340000000000003,50356,142,0,0.0,4624.3523058389,False,-0.07486077370596438,30,1.9040000000000004,43937,252,0,0.0,8206.59704979861,False,-0.1561514399279939,0,0.398,72822,35,38,1.0,1896.1464095918577,False,0.027095026798784973,0,0.4880000000000001,73569,4,18,1.0,692.2449680134409,False,0.029114536700917733,9,1.5410000000000001,85629,0,0,0.0,0.0,False,-0.03226572035622259,11,2.3440000000000007,78693,161,0,0.0,5606.029512507497,False,-0.07897456312718971,0.375,494060,0.0,0.0,5,0,0,13,16,16.0,19,32,16,198.0,39.0,11,3,16,80,1.3570423730416223,56.11592041194672
27,16,0,0,0,10.0,9,10.0,32.56586130872465,0,,16.311013491078622,26,16.0,31.498210590573688,24,17.5,43.000000000000014,20,43.0,0,1.4780000000000004,46385,16,50,1.0,1788.2930654362324,False,0.12770772886626391,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,13,1.1490000000000002,50036,142,0,0.0,4624.3523058389,False,-0.08048171169999213,13,2.0040000000000004,43614,252,0,0.0,8206.59704979861,False,-0.16182507421571568,0,0.398,72848,39,34,1.0,1707.0686862315717,False,0.02614076552567083,0,0.4880000000000001,73547,6,18,1.0,664.8338715767981,False,0.02861741111311532,11,1.6420000000000001,85431,0,0,0.0,0.0,False,-0.03450341304642647,9,2.423000000000001,78134,185,0,0.0,5827.168959256132,False,-0.08404248813765118,0.375,492574,0.0,0.0,8,0,0,13,16,16.0,21,34,17,234.0,39.0,13,3,17,510,1.2930322060128674,57.408952617959585
28,17,0,0,0,10.0,9,10.0,32.5403894938993,11,32.09090909090909,16.294726954752537,8,16.0,29.113208128192177,23,17.434782608695652,43.000000000000014,20,43.0,0,1.4780000000000004,46648,15,49,1.0,1744.4790852010656,False,0.1334583075158147,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,0,1.1360000000000003,49683,153,0,0.0,4978.679592566593,False,-0.08357035313045325,8,2.0710000000000006,43430,252,0,0.0,8200.178152462622,False,-0.16511348891214978,0,0.398,73032,33,30,1.0,1411.1222333525989,False,0.026642363509081887,0,0.4880000000000001,73636,0,19,1.0,553.1509544356513,False,0.029079074922279725,12,1.7510000000000001,85203,0,0,0.0,0.0,False,-0.03708015008363094,8,2.4940000000000007,77619,208,0,0.0,6055.5472906639725,False,-0.08857224305714048,0.375,491830,0.0,0.0,9,0,0,15,14,14.0,20,35,24,234.0,42.0,13,4,24,844,1.3631784910103306,58.772131108969916
29,24,0,0,0,10.0,10,10.0,32.52330146155348,71,32.478873239436616,16.27106895438147,12,16.0,28.072600261410983,14,19.0,43.000000000000014,20,43.0,22,1.6980000000000004,48152,15,10,1.0,475.2330146155348,False,0.15419478848676837,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,1.1760000000000004,47875,207,0,0.0,6732.32340254157,False,-0.09992689792252263,8,2.1430000000000007,42668,269,0,0.0,8748.768093157885,False,-0.1736802380716856,0,0.398,73037,31,33,1.0,1430.798946212388,False,0.026848956798649442,0,0.48800000000000004,73705,0,16,0.4,449.16160418257573,False,0.029315838745980188,11,1.8490000000000004,85024,0,0,0.0,0.0,False,-0.03910311468740111,9,2.576000000000001,77215,222,0,0.0,6232.117258033239,False,-0.09214028944197115,0.3,490255,0.0,0.0,10,0,0,13,14,13.642857142857142,22,35,20,234.0,138.0,13,11,20,1808,1.4925005660043098,60.264631674974225
30,20,0,0,0,10.0,11,10.0,32.84471862287335,64,34.0,16.27106895438147,0,,28.072600261410983,0,,43.000000000000014,20,43.0,54,2.2160000000000006,47630,16,10,1.0,488.44718622873353,False,0.14190157646068852,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,0,1.1720000000000002,46855,237,0,0.0,7784.198313620985,False,-0.10860531957121913,0,2.1350000000000002,41512,303,0,0.0,9951.949742730625,False,-0.18341867431292272,0,0.398,73037,21,43,1.0,1548.8142592826832,False,0.027670515839292517,0,0.4880000000000001,73705,0,16,0.0,449.16160418257573,False,0.029315838745980188,13,1.9680000000000002,84766,0,0,0.0,0.0,False,-0.042018896071606165,7,2.637000000000001,77120,222,0,0.0,6232.117258033239,False,-0.09321392987413968,0.25,487204,0.0,0.0,5,0,0,12,16,15.411764705882353,21,33,26,234.0,81.0,13,7,26,110,1.4928554309881292,61.757487105962355
31,26,0,0,0,10.0,10,10.0,32.97624951620606,34,34.0,16.263242756176677,4,16.0,28.716519996569968,3,55.0,43.000000000000014,20,43.0,24,2.4020000000000006,47926,16,10,1.0,489.7624951620606,False,0.1489774895070014,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,0,1.1720000000000004,46277,254,0,0.0,8375.96737711634,False,-0.11356079942810174,4,2.1750000000000003,40854,320,0,0.0,10552.399845185939,False,-0.18970314557187828,0,0.398,73037,11,53,1.0,1700.8712301361518,False,0.028729054564881777,0,0.4880000000000001,73806,0,17,0.4,488.18083994168944,False,0.030993684840315852,5,2.0050000000000003,84547,0,3,0.3,129.00000000000006,False,-0.04376497445865919,15,2.7800000000000007,76804,222,0,0.0,6375.067439238533,False,-0.09597742281520648,0.3375,485830,0.0,0.0,8,0,0,11,12,11.411764705882353,28,39,23,273.0,105.0,16,10,23,265,1.6439214880228974,63.40140859398525
32,23,0,0,0,10.0,12,10.0,32.97624951620606,0,,16.255060523974308,4,16.0,28.716519996569968,0,,43.00000000000001,20,43.0,0,2.3780000000000006,47806,18,20,1.0,839.5249903241212,False,0.1502865234385703,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,1.2120000000000002,46197,254,0,0.0,8375.96737711634,False,-0.11496603392660867,0,2.1710000000000003,40854,320,0,0.0,10552.399845185939,False,-0.18970314557187828,0,0.398,73037,1,63,1.0,1825.3958203078823,False,0.029595927686482892,0,0.4880000000000001,73742,0,21,0.4,603.0469199279693,False,0.03090225356376672,7,2.0700000000000003,84587,0,0,0.0,0.0,False,-0.04404186067537634,10,2.8650000000000007,76651,222,0,0.0,6375.067439238533,False,-0.09770654898490946,0.3,485453,0.0,0.0,10,0,0,17,9,9.0,22,39,21,270.0,99.0,15,8,21,249,1.5369763619964942,64.93838495598175
33,21,0,0,0,10.0,10,10.0,32.97624951620606,0,,16.23858121121905,8,16.0,30.65692133717395,9,55.0,43.00000000000001,8,43.0,0,2.3780000000000006,47706,18,30,1.0,1169.2874854861818,False,0.1518340785388931,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,8,1.2880000000000003,46013,254,0,0.0,8375.96737711634,False,-0.11819807327317464,0,2.1710000000000007,40854,320,0,0.0,10552.399845185939,False,-0.18970314557187828,0,0.398,73138,0,65,0.5,1992.699886916307,False,0.03216682367256274,0,0.48800000000000004,74008,0,19,0.4,582.4815054063051,False,0.0344625856636103,0,2.0630000000000006,84422,0,3,0.3,129.00000000000003,False,-0.04517765923782831,8,2.9350000000000005,76199,228,0,0.0,6989.778064875661,False,-0.09934124776866066,0.275,484919,0.0,0.0,8,0,0,15,8,8.0,21,36,22,258.0,78.0,15,6,22,595,1.8831798459868878,66.82156480196863
34,22,0,0,0,10.0,12,10.0,32.97624951620606,0,,16.230314282108928,4,16.0,32.57780790202128,16,45.75,43.0,7,43.0,0,2.3780000000000006,47586,20,40,1.0,1519.0499806482424,False,0.15314311247046203,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,0,1.2800000000000002,46013,254,0,0.0,8375.96737711634,False,-0.11819807327317464,4,2.2110000000000007,40774,320,0,0.0,10552.399845185939,False,-0.19110838007038525,0,0.398,73540,0,55,0.0,1791.7794346111702,False,0.036365138634796006,0,0.4880000000000001,74274,0,17,0.4,553.8227343343617,False,0.03796657617463773,0,2.0630000000000006,84056,0,11,0.8,473.0,False,-0.04737014601509878,7,2.997000000000001,75736,236,0,0.0,7688.362664877021,False,-0.10062631286516754,0.275,484558,0.0,0.0,14,0,0,13,5,5.0,25,38,19,276.0,78.0,16,6,19,852,1.4025891450000927,68.22415394696873
35,19,0,0,0,10.0,9,10.0,32.893170219141275,25,32.0,16.206467074928263,12,16.0,34.63703198574584,11,55.81818181818182,43.0,14,43.0,0,2.3780000000000006,48296,19,25,1.0,1012.3292554785319,False,0.16403493447201586,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,1.3200000000000003,45613,264,0,0.0,8683.796937853296,False,-0.12252066627566044,8,2.287000000000001,40110,335,0,0.0,11019.212023412327,False,-0.19867194780069974,0,0.398,73690,0,58,0.8,2008.9478551732589,False,0.039965386605962216,0,0.4880000000000001,74546,0,15,0.4,519.5554797861877,False,0.041515060980912954,0,2.0630000000000006,83833,0,15,0.4,645.0,False,-0.04891844853306813,14,3.130000000000001,75054,243,0,0.0,8416.79877253624,False,-0.10421771861276476,0.325,483721,0.0,0.0,12,0,0,12,11,11.0,25,37,24,270.0,42.0,15,4,24,1504,1.3737833030172624,69.59793724998599
36,24,0,0,0,10.0,9,10.0,32.95259341726829,15,34.0,16.185164510091735,12,16.0,36.38374585292252,10,55.9,43.0,12,43.0,0,2.3780000000000006,48716,18,20,1.0,839.0518683453658,False,0.17198630731479272,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,1.3560000000000003,45023,279,0,0.0,9193.773563417853,False,-0.12840529102917747,8,2.359000000000001,39926,335,0,0.0,11039.118794784878,False,-0.20172915163547442,0,0.398,73962,0,56,0.4,2037.4897677636613,False,0.04395111500169614,0,0.4880000000000001,74641,0,19,0.8,691.2911712055279,False,0.044033270015632106,0,2.0630000000000006,83665,0,18,0.3,774.0,False,-0.05008815153022015,12,3.236,74442,250,0,0.0,9095.936463230631,False,-0.10729659337716062,0.3125,482954,0.0,0.0,9,0,0,11,10,10.0,30,41,28,324.0,63.0,18,6,28,1159,1.557405796018429,71.15534304600442
37,28,0,0,0,10.0,12,10.0,32.90235380195143,14,32.0,16.172017698051864,8,16.0,37.40225939832899,6,56.0,43.0,10,43.0,0,2.3780000000000006,49044,20,16,1.0,726.4376608312228,False,0.17846675803018744,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,1.3920000000000003,44495,293,0,0.0,9640.389663971768,False,-0.13375733651877944,4,2.391000000000001,39846,335,0,0.0,11022.288523653728,False,-0.2032822016190609,0,0.398,74234,0,54,0.4,2019.7220075097653,False,0.047614460399795035,0,0.48800000000000004,74577,0,23,0.4,860.2519661615667,False,0.044318417006582525,0,2.063,83497,0,21,0.3,903.0,False,-0.05125785452737218,10,3.3240000000000007,74105,253,0,0.0,9462.771627777234,False,-0.10903230172812471,0.2625,482377,0.0,0.0,10,0,0,22,8,8.0,21,43,25,384.0,63.0,22,6,25,904,1.6824735049740411,72.83781655097846
38,25,0,0,0,10.0,9,10.0,33.134269807410455,64,34.0,16.15943956203663,8,16.0,38.38938805990366,6,55.5,43.0,5,43.0,48,2.858000000000001,48987,19,10,1.0,521.3426980741045,False,0.17466121285717479,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,1.4280000000000004,42749,342,0,0.0,11331.920274134376,False,-0.14957034714443723,4,2.427000000000001,39256,350,0,0.0,11596.99443259366,False,-0.20859832748468587,0,0.398,74338,0,55,0.4,2111.416343294701,False,0.04970077093516579,0,0.4880000000000001,74678,0,24,0.4,921.3453134376878,False,0.046149931175078596,0,2.063,83164,0,27,0.6,1161.0,False,-0.053563356086976176,5,3.3640000000000008,74051,253,0,0.0,9712.515179155625,False,-0.10823134589781414,0.3,479802,0.0,0.0,7,0,0,20,8,7.0588235294117645,19,39,21,288.0,102.0,16,9,21,423,1.5786003089742735,74.41641685995273
39,21,0,0,0,10.0,8,10.0,33.134269807410455,0,,16.14211963748811,12,16.0,35.86331587590695,14,18.0,43.0,12,43.0,0,2.8100000000000005,48907,17,20,1.0,832.6853961482091,False,0.1764661347185237,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,8,1.504,42565,342,0,0.0,11331.920274134376,False,-0.1528023864910032,4,2.4630000000000005,39176,350,0,0.0,11596.99443259366,False,-0.2100035619831928,0,0.398,74364,0,54,0.4,1936.6190572989753,False,0.04884592237482587,0,0.4880000000000001,74712,0,23,0.8,824.8562651458599,False,0.04595160576649761,0,2.0630000000000006,83002,0,36,0.9,1548.0,False,-0.05320735952262556,12,3.4790000000000005,73732,258,0,0.0,9252.735495983992,False,-0.11443461249500474,0.3875,479037,0.0,0.0,7,0,0,14,10,10.0,19,33,20,234.0,99.0,13,8,20,332,1.514444136992097,75.93086099694483
40,20,0,0,0,10.0,11,10.0,33.2302682483495,34,34.0,16.13662284352091,4,16.0,35.9587114175044,17,36.529411764705884,43.0,9,43.0,14,2.9500000000000006,49589,18,10,1.0,512.302682483495,False,0.18891237546193793,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,0,1.4960000000000004,41987,359,0,0.0,11929.666301157471,False,-0.15770537237697638,4,2.4990000000000006,38518,367,0,0.0,12195.508447144268,False,-0.21630503735162246,0,0.398,74576,0,53,0.4,1905.811705127733,False,0.05158311779577674,0,0.4880000000000001,75057,0,11,0.0,395.54582559254834,False,0.047766386065887186,0,2.0630000000000006,82617,0,43,0.7,1849.0,False,-0.05585755616834682,9,3.557000000000001,73361,268,0,0.0,9636.934659891178,False,-0.11645645167549398,0.2625,478284,0.0,0.0,13,0,0,17,6,5.823529411764706,16,33,25,234.0,81.0,13,7,25,1309,1.3958958000293933,77.32675679697422
41,25,0,0,0,9.999999999999998,8,10.0,33.2302682483495,0,,16.13662284352091,0,,37.14721189521201,7,55.285714285714285,43.00000000000001,11,43.0,0,2.936000000000001,49509,16,20,1.0,824.60536496699,False,0.1907287461534525,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,0,1.4960000000000002,41987,359,0,0.0,11929.666301157471,False,-0.15770537237697638,0,2.4950000000000006,38518,367,0,0.0,12195.508447144268,False,-0.21630503735162246,0,0.398,74741,0,50,0.0,1857.3605947606004,False,0.05354310950908191,0,0.48800000000000004,75279,0,7,0.0,260.03048326648405,False,0.049913890087341865,0,2.0630000000000006,82451,0,46,0.3,1978.0000000000002,False,-0.05700465620903214,11,3.658000000000001,72959,272,0,0.0,10104.041635497666,False,-0.1183601462665698,0.1625,478023,0.0,0.0,8,0,0,18,4,4.0,24,42,26,342.0,63.0,19,6,26,467,1.4715272239991464,78.79828402097337
42,26,0,0,0,9.999999999999998,12,10.0,33.1865927315989,11,32.09090909090909,16.12102039751745,12,16.0,38.13493146985179,6,55.0,43.00000000000001,9,43.0,0,2.936000000000001,49742,18,19,1.0,810.545261900379,False,0.196118607774602,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,1.5359999999999998,41554,370,0,0.0,12279.039310691593,False,-0.16224276031361684,8,2.5750000000000006,38334,367,0,0.0,12179.479532496796,False,-0.21967785409716495,0,0.398,75007,0,48,0.4,1830.476710552886,False,0.057059455826415084,0,0.4880000000000001,75151,0,15,0.8,572.0239720477769,False,0.05030368659534267,0,2.0630000000000006,82286,0,49,0.3,2107.0000000000005,False,-0.05814045477148411,9,3.7370000000000005,72665,275,0,0.0,10487.106154209243,False,-0.11951818320708131,0.3125,477318,0.0,0.0,11,0,0,19,6,6.0,24,43,27,360.0,63.0,20,6,27,803,1.5962586759706028,80.39454269694397
43,27,0,0,0,10.0,15,10.0,33.1865927315989,0,,16.103508210181978,16,16.0,39.48829871325708,8,56.0,43.00000000000001,11,43.0,0,2.936000000000001,49592,23,29,1.0,1192.4111892163683,False,0.19709494560782784,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,8,1.612,41370,370,0,0.0,12279.039310691593,False,-0.1654747996601828,8,2.6470000000000007,38150,367,0,0.0,12179.479532496796,False,-0.2229098934437309,0,0.398,75327,0,48,0.8,1895.4383382363399,False,0.061967018950743,0,0.4880000000000001,75023,0,23,0.8,908.2308704049128,False,0.050862043818256576,0,2.0630000000000006,82006,0,54,0.5,2322.0000000000005,False,-0.06008995976673749,11,3.838000000000001,72304,278,0,0.0,10977.747042285468,False,-0.12082553319082855,0.3875,476351,0.0,0.0,16,0,0,15,10,10.0,24,39,27,342.0,84.0,19,8,27,598,1.561230938998051,81.95577363594202
44,27,0,0,0,10.000000000000002,8,10.0,33.07052848196992,28,32.0,16.092369631333536,12,16.0,40.91660122615358,9,56.0,43.000000000000014,11,43.0,0,2.936000000000001,50408,21,11,1.0,573.7758133016691,False,0.2091803913333533,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,1.644,40714,388,0,0.0,12831.36505100433,False,-0.1721468026435593,8,2.7190000000000007,37646,377,0,0.0,12467.589237702661,False,-0.22923248517738748,0,0.398,75431,0,49,0.4,2004.9134600815255,False,0.06417710974104429,0,0.4880000000000001,75231,0,25,0.8,1022.9150306538395,False,0.054556381088868976,0,2.0630000000000006,81838,0,57,0.3,2451.000000000001,False,-0.061259662763889514,11,3.937000000000001,71777,284,0,0.0,11620.314748227616,False,-0.12315042974872505,0.3125,475624,0.0,0.0,10,0,0,20,9,9.0,19,39,24,342.0,84.0,19,8,24,1480,1.4820183039992116,83.43779193994123
45,24,0,0,0,10.000000000000002,13,10.0,33.15573064441736,26,34.0,16.085550286029825,8,16.0,42.48310538643825,11,55.81818181818182,43.00000000000001,11,43.0,15,3.086000000000001,50733,24,10,1.0,571.5573064441737,False,0.21690587127542243,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,0,1.64,40714,388,0,0.0,12864.423490033936,False,-0.17185645977486444,8,2.7910000000000004,36578,403,0,0.0,13361.759449700196,False,-0.24013912304847884,0,0.398,75703,0,47,0.4,1996.7059531625976,False,0.06790700847323039,0,0.48800000000000004,75445,0,24,0.4,1019.594529274518,False,0.05751277100464003,0,2.063,81671,0,60,0.3,2580.0000000000005,False,-0.06241806428280819,11,4.036000000000001,71137,292,0,0.0,12405.066772839968,False,-0.12594894685570296,0.2625,474560,0.0,0.0,12,0,0,20,10,9.153846153846153,16,36,23,252.0,90.0,14,10,23,744,1.4511925379629247,84.88898447790416
46,23,0,0,0,10.0,12,10.0,33.204772163602904,17,33.94117647058823,16.079064639755288,8,16.0,43.771023300094186,10,55.9,43.00000000000001,18,43.0,7,3.141000000000001,51001,26,10,1.0,592.0477216360291,False,0.22354260848701288,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,1.68,40090,404,0,0.0,13414.727954095573,False,-0.17798412125333235,4,2.8230000000000004,36465,404,0,0.0,13414.727954095573,False,-0.241658809466928,0,0.398,75862,0,47,0.4,2057.2380951044265,False,0.07054214534907853,0,0.4880000000000001,75717,0,22,0.4,962.9625126020721,False,0.060905564383785846,0,2.063,81723,0,57,0.6,2451.0000000000005,False,-0.0625593327607251,9,4.115000000000001,70770,296,0,0.0,12956.22289682788,False,-0.12698214989812914,0.3,474207,0.0,0.0,16,0,0,21,10,9.375,14,35,19,234.0,105.0,13,10,19,1066,1.4001928810030222,86.28917735890718
47,19,0,0,0,10.0,12,10.0,33.20393990468004,1,33.0,16.072922093813155,8,16.0,44.11918138999239,3,55.0,43.00000000000001,15,43.0,0,3.1340000000000012,50914,28,19,1.0,910.8748581889208,False,0.22526982538090545,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,1.7160000000000002,40010,404,0,0.0,13414.391721490736,False,-0.1793923087871883,4,2.859000000000001,36352,405,0,0.0,13447.595661395417,False,-0.24335503546991552,0,0.398,75798,0,51,0.4,2250.078250889612,False,0.07099352758750284,0,0.4880000000000001,75818,0,23,0.4,1014.741171969825,False,0.06267223471242084,0,2.0630000000000006,81730,0,56,0.3,2408.0000000000005,False,-0.06272320419510873,11,4.216000000000001,70571,296,0,0.0,13059.277691437748,False,-0.12864880830750336,0.2625,473772,0.0,0.0,12,0,0,15,8,8.0,18,33,22,216.0,66.0,12,7,22,490,1.352133787004277,87.64131114591146
48,22,0,0,0,10.0,6,10.0,33.30989865391755,34,34.0,16.072922093813155,0,,44.13948659935542,16,44.25,43.0,20,43.0,15,3.2840000000000007,51620,24,10,1.0,573.0989865391755,False,0.23808108511078324,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,0,1.7120000000000002,40010,404,0,0.0,13457.19905618269,False,-0.1790163441403241,0,2.855000000000001,35196,439,0,0.0,14623.045509069805,False,-0.2533370322407359,0,0.398,76228,0,40,0.0,1765.5794639742169,False,0.07360756476925696,0,0.4880000000000001,76096,0,18,0.0,794.5107587883977,False,0.06500968171355245,0,2.0630000000000006,81983,0,49,0.4,2107.0,False,-0.06156480267619004,9,4.295000000000001,69949,308,0,0.0,13594.96187260147,False,-0.1326513162119622,0.175,473661,0.0,0.0,15,0,0,21,6,5.882352941176471,17,38,19,324.0,42.0,18,4,19,1819,1.4612328019575216,89.10254394786898
49,19,0,0,0,10.0,9,10.0,33.30989865391755,0,,16.06990491317271,4,16.0,45.36779139306677,11,55.72727272727273,43.0,20,43.0,0,3.2690000000000006,51530,23,20,1.0,896.197973078351,False,0.23978769198662314,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,0,1.7120000000000002,40010,404,0,0.0,13457.19905618269,False,-0.1790163441403241,4,2.895000000000001,35116,439,0,0.0,14623.045509069805,False,-0.25474226673924283,0,0.398,76676,0,32,0.0,1451.7693245781365,False,0.07766045698219357,0,0.48800000000000004,76197,0,19,0.4,861.9880364682685,False,0.06688563736681524,0,2.0630000000000006,81968,0,47,0.8,2021.0,False,-0.06222028841372452,10,4.386000000000001,69612,311,0,0.0,14109.383123243764,False,-0.1335530540931482,0.275,473688,0.0,0.0,20,0,0,16,7,7.0,23,39,17,270.0,42.0,15,4,17,1133,1.3796026809723116,90.48214662884129
50,17,0,0,0,10.0,10,10.0,33.30989865391755,0,,16.0640186933821,8,16.0,46.009598711036055,6,56.0,43.0,11,43.0,0,3.2690000000000006,51430,23,30,1.0,1229.2969596175265,False,0.24137503827808615,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,1.7520000000000002,39930,404,0,0.0,13457.19905618269,False,-0.18042157863883104,4,2.931000000000001,35036,439,0,0.0,14623.045509069805,False,-0.25614750123774976,0,0.398,76676,0,32,0.0,1472.3071587531538,False,0.07780343032101497,0,0.4880000000000001,76405,0,21,0.8,966.2015729317571,False,0.07050708379463515,0,2.0630000000000006,81972,0,46,0.3,1978.0,False,-0.06241806428280819,7,4.4460000000000015,69350,314,0,0.0,14447.01399526532,False,-0.13460617741475675,0.2625,473378,0.0,0.0,15,0,0,13,6,6.0,24,37,19,252.0,39.0,14,3,19,608,1.2932346150046214,91.77538124384591
51,19,0,0,0,10.0,12,10.0,33.23092111577713,18,32.22222222222222,16.0585415918473,8,16.0,46.8296886499893,8,56.0,43.0,18,43.0,0,3.269000000000001,51890,25,22,1.0,981.0802645470968,False,0.2493867652301383,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,1.788,39718,408,0,0.0,13558.215815237068,False,-0.1832582485926834,4,2.9670000000000005,34508,453,0,0.0,15053.607265447039,False,-0.2616405474666517,0,0.398,77060,0,28,0.4,1311.2312821997004,False,0.08202850914875044,0,0.4880000000000001,76341,0,25,0.4,1170.7422162497326,False,0.0710399185247948,0,2.0630000000000006,82221,0,39,0.4,1677.0,False,-0.06130486867682293,7,4.509000000000001,69039,318,0,0.0,14891.840990696597,False,-0.13560733584209236,0.275,473356,0.0,0.0,24,0,0,14,5,5.0,23,37,20,270.0,42.0,15,4,20,1621,1.846783383982256,93.62216462782817
