index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,28,0,0,0,10.000000000000002,20,10.0,22.02355884773334,32,23.0625,31.616077612194808,0,,16.49727890723869,74,11.243243243243244,50.00000000000002,20,50.0,0,0.5690000000000002,22339,0,33,0.8,726.7774419752002,False,0.12778880879223056,0,0.35300000000000004,22623,16,13,1.0,446.3062650205335,False,0.13493060767562176,0,2.0990000000000006,25005,270,40,1.0,7211.003993375794,False,-0.1030628253593361,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,23,7.000000000000002,-1044.0,173,0,0.0,5469.581426909702,False,-0.9619534042876946,51,7.415000000000002,-10524.0,244,0,0.0,7714.322937375533,False,-1.1500188688414095,11,2.263000000000001,50463,816,0,0.0,13461.779588306772,False,-0.1557349758775185,9,2.1170000000000004,51231,733,0,0.0,12092.505439005961,False,-0.15450441781555588,0.35,192575,0.0,0.0,11,0,0,10,21,21.0,23,33,30,251.0,57.0,19,9,30,938,2.408756210003048,76.53158706007525
26,30,0,0,1,10.000000000000002,20,10.0,22.152111552857793,32,23.0,32.134686791087,38,35.05263157894737,16.49727890723869,0,,50.00000000000002,20,50.0,0,0.5690000000000002,22995,0,9,0.8,199.36900397572015,False,0.14727692508633186,0,0.35300000000000004,22503,18,23,1.0,689.4985657157292,False,0.13500989979423075,6,2.1590000000000007,25427,292,18,1.0,7046.840935674041,False,-0.09240640579857601,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,6.977000000000001,-3430.0,191,0,0.0,6137.725177097617,False,-1.0081264043980915,0,7.364000000000002,-31383.0,264,0,0.0,8483.557312846968,True,-1.61073855408588,8,2.3320000000000003,50341,816,0,0.0,13461.779588306772,False,-0.15753587337397576,12,2.2280000000000006,51003,733,0,0.0,12092.505439005961,False,-0.15787002953024645,0.35,201321,0.0,0.1,9,0,0,8,18,180.63331320450885,25,33,30,238.0,93.0,19,11,30,936,1.5363372410065494,78.0679243010818
27,30,0,0,0,10.000000000000002,20,10.0,22.251357974752956,29,23.0,32.0989496649909,1,24.0,16.60151648356987,32,18.21875,50.000000000000014,20,50.0,4,0.6090000000000002,23118,0,10,1.0,222.51357974752955,False,0.15396208593511004,0,0.35300000000000004,22771,18,17,1.0,558.2730855708003,False,0.14506391171313462,0,2.1530000000000005,24784,311,27,1.0,7786.843971102924,False,-0.1009648885337181,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,32,7.297000000000001,-9620.0,192,0,0.0,6162.998335678252,False,-1.1471309818218018,0,7.3640000000000025,-31383.0,264,0,0.0,8474.122711557597,True,-1.6108447039653735,12,2.444000000000001,50113,816,0,0.0,13546.837450593015,False,-0.16027369619012008,8,2.2960000000000007,50298,765,0,0.0,12700.16010993095,False,-0.16379192172051438,0.375,193946,0.0,0.1,7,0,0,6,18,171.64102564102566,22,28,21,264.0,97.0,18,12,21,568,1.4733850699849427,79.54130937106675
28,21,0,0,0,10.000000000000002,20,10.0,22.259165137065935,1,24.0,33.36365102878106,19,47.0,16.309836796752784,54,13.74074074074074,50.00000000000002,20,50.0,0,0.6050000000000002,23048,0,17,0.7,378.40580733012087,False,0.15435682581545257,0,0.35300000000000004,22665,21,26,1.0,788.7382935637143,False,0.1455225606945781,29,2.443000000000001,24812,302,47,1.0,8290.359469746621,False,-0.09219450326436426,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,54,7.805000000000001,-28547.0,211,0,0.0,7039.730367072803,False,-1.5631668500554365,0,7.364000000000002,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,11,2.5420000000000007,49472,847,0,0.0,13814.431766849608,False,-0.16776074805997868,9,2.3780000000000006,49847,788,0,0.0,12852.151395841194,False,-0.16932753162020847,0.3375,173779,0.0,0.1,7,0,0,6,21,61.69057534578251,18,24,23,141.0,75.0,11,10,23,224,1.3192491470254026,80.86055851809215
29,23,0,0,0,10.000000000000002,20,10.0,22.259165137065935,0,,33.36365102878106,0,,16.69803204636192,20,25.95,50.00000000000002,20,50.0,0,0.6050000000000001,22958,0,26,0.9,578.7382935637143,False,0.15486185527977434,0,0.35300000000000004,22555,22,36,1.0,1021.3299449343737,False,0.1458353190495374,0,2.414000000000001,24812,292,57,1.0,8401.404328663773,False,-0.09045387910427338,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,20,7.951000000000002,-31399.0,211,0,0.0,7039.730367072803,False,-1.6273432676972006,0,7.3640000000000025,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,9,2.621000000000001,49028,859,0,0.0,14343.609527824889,False,-0.1704091172072443,11,2.4790000000000005,49439,796,0,0.0,13291.633508904088,False,-0.17210650752166923,0.3625,169875,0.0,0.1,7,0,0,5,15,126.2872340425532,19,24,23,159.0,64.0,11,12,23,200,1.2463870989740826,82.10694561706623
30,23,0,0,1,10.000000000000002,20,10.0,22.444372841747963,15,24.933333333333334,33.36365102878106,0,,16.69803204636192,0,,50.000000000000014,20,50.0,0,0.6050000000000002,22872,1,35,1.0,795.5530494611787,False,0.15597498880926927,0,0.35300000000000004,22815,21,32,1.0,928.2199309359348,False,0.15643864706745989,0,2.414000000000001,24438,297,67,1.0,8901.343352927477,False,-0.0943422259557421,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.3640000000000025,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,8,2.6920000000000006,48906,859,0,0.0,14343.609527824889,False,-0.17221001470370156,12,2.588000000000001,49193,796,0,0.0,13291.633508904088,False,-0.1757378254243617,0.375,200706,0.0,0.2,9,0,0,4,16,272.8939393939394,19,23,21,158.0,50.0,11,12,21,574,1.188541607989464,83.2954872250557
31,21,0,0,0,10.000000000000002,20,10.0,22.550882378935793,44,23.022727272727273,33.36365102878106,0,,16.69803204636192,0,,50.000000000000014,20,50.0,0,0.6050000000000001,23131,2,29,1.0,673.975588989138,False,0.16582154965199053,0,0.35300000000000004,23369,20,14,1.0,515.7123533051011,False,0.17371366997777193,0,2.414000000000001,23425,331,77,1.0,10033.34319664389,False,-0.10835564617462086,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.364000000000002,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,11,2.794000000000001,48703,859,0,0.0,14343.609527824889,False,-0.17520659004616732,9,2.666000000000001,49043,796,0,0.0,13291.633508904088,False,-0.17795204365771078,0.375,200153,0.0,0.2,11,0,0,3,20,97.4888888888889,15,18,15,110.0,55.0,7,14,15,1213,0.9448437950341031,84.2403310200898
32,15,0,0,0,10.000000000000002,20,10.0,22.5642364037135,2,24.0,33.36365102878106,0,,16.69803204636192,0,,50.000000000000014,20,50.0,0,0.6050000000000002,23001,5,39,1.0,930.0052197448265,False,0.16572293143926536,0,0.35300000000000004,23347,17,22,1.0,666.4132008816971,False,0.17636396425438888,0,2.4140000000000006,23377,323,87,1.0,10190.885997903413,False,-0.10739096498364448,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.364000000000002,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,14,2.923000000000001,48379,859,0,0.0,14343.609527824889,False,-0.1799893014302013,6,2.7170000000000005,48965,796,0,0.0,13291.633508904088,False,-0.1791034371390523,0.375,199551,0.0,0.2,8,0,0,5,14,97.46542553191489,13,18,16,78.0,42.0,6,9,16,248,1.0063081560074352,85.24663917609723
33,16,0,0,0,10.000000000000002,20,10.0,22.6010049181006,18,23.0,33.36365102878106,0,,16.69803204636192,0,,50.000000000000014,20,50.0,0,0.6050000000000001,22891,6,49,1.0,1167.4492409869295,False,0.16615621562312288,0,0.35300000000000004,23671,16,14,1.0,476.41406885340837,False,0.1877400414518979,0,2.414000000000001,22963,331,97,1.0,10717.20677768306,False,-0.11211977588433351,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.364000000000002,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,14,3.0490000000000013,48075,859,0,0.0,14343.609527824889,False,-0.18447678371645546,6,2.771000000000001,48887,796,0,0.0,13291.633508904088,False,-0.18025483062039382,0.375,198969,0.0,0.2,8,0,0,5,19,578.9867639157533,15,20,17,78.0,27.0,6,10,17,614,1.1212357450276613,86.3678749211249
34,17,0,0,0,10.000000000000002,20,10.0,23.031603012794953,42,25.0,33.36365102878106,0,,16.69803204636192,0,,50.000000000000014,20,50.0,0,0.6050000000000002,23211,4,43,1.0,1030.3589295501831,False,0.1786477627806801,12,0.4730000000000001,23973,18,10,1.0,410.3160301279496,False,0.2011007459048174,0,2.414000000000001,21913,363,107,1.0,11930.382553724141,False,-0.12602071362273273,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.364000000000002,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,8,3.1150000000000007,47954,859,0,0.0,14343.609527824889,False,-0.18626291975802373,12,2.8850000000000007,48651,796,0,0.0,13291.633508904088,False,-0.18373853397419637,0.375,198184,0.0,0.2,9,0,0,5,9,8.923076923076923,14,19,21,93.0,48.0,6,11,21,925,1.0921085180016235,87.45998343912652
35,21,0,0,0,10.0,20,10.0,23.0345469665612,11,23.09090909090909,33.36365102878106,0,,16.69803204636192,0,,50.00000000000001,20,50.0,0,0.6050000000000001,23355,5,42,1.0,1017.4509725955704,False,0.1854806500893088,0,0.4610000000000001,23883,17,20,1.0,630.6909393312241,False,0.20210360008274275,0,2.414000000000001,21659,364,117,1.0,12288.12226619566,False,-0.12837603821249519,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000001,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.3640000000000025,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,9,3.1970000000000014,47813,859,0,0.0,14343.609527824889,False,-0.18834428489737184,11,2.983000000000001,48442,796,0,0.0,13291.633508904088,False,-0.1868236780459961,0.375,197634,0.0,0.2,8,0,0,7,8,43.374921235034655,16,23,17,135.0,63.0,10,11,17,454,1.1286936340038665,88.58867707313038
36,17,0,0,0,10.0,20,10.0,23.0345469665612,0,,33.36365102878106,0,,16.69803204636192,0,,50.00000000000001,20,50.0,0,0.6050000000000002,23245,6,52,1.0,1257.7964422611824,False,0.18598600204324847,0,0.4610000000000001,23793,16,30,1.0,851.036408996836,False,0.2031057230252567,0,2.4140000000000006,21659,354,127,1.0,12391.41330681786,False,-0.1267569548746338,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.364000000000002,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,11,3.298000000000001,47610,859,0,0.0,14343.609527824889,False,-0.1913408602398376,9,3.0620000000000007,48307,796,0,0.0,13291.633508904088,False,-0.18881647445601027,0.375,197096,0.0,0.2,7,0,0,6,8,42.654320987654316,13,19,19,96.0,75.0,7,10,19,200,1.0016720969579183,89.5903491700883
37,19,0,0,0,10.0,20,10.0,22.716277438376636,23,19.956521739130434,33.36365102878106,0,,16.69803204636192,0,,50.000000000000014,20,50.0,0,0.6050000000000001,23589,3,44,1.0,1029.5162072885719,False,0.19740477415023777,0,0.4610000000000001,23708,19,35,1.0,985.0697103431822,False,0.20221236240296028,0,2.414000000000001,21200,367,137,1.0,12907.69401082723,False,-0.13305389035633533,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.3640000000000025,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,11,3.3970000000000007,47413,859,0,0.0,14343.609527824889,False,-0.19424886685296938,9,3.1430000000000007,48202,796,0,0.0,13291.633508904088,False,-0.19036642721935462,0.375,196594,0.0,0.2,8,0,0,4,6,6.0,17,21,18,111.0,50.0,7,12,18,659,1.1198602730291896,90.71020944311749
38,18,0,0,0,10.0,20,10.0,22.880099907282286,40,23.7,33.36365102878106,0,,16.69803204636192,0,,50.00000000000001,20,50.0,0,0.6050000000000002,24087,3,28,1.0,670.6427974039041,False,0.213230074451165,0,0.4610000000000001,23958,19,31,1.0,899.2830971257508,False,0.2125008220845939,0,2.414000000000001,20252,397,147,1.0,13987.856364421881,False,-0.1458421160508201,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.3640000000000025,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,12,3.506000000000001,47169,859,0,0.0,14343.609527824889,False,-0.1978506618458839,8,3.2140000000000013,48081,796,0,0.0,13291.633508904088,False,-0.1921525632609229,0.375,196029,0.0,0.2,9,0,0,5,7,7.0,14,19,20,108.0,64.0,6,12,20,1148,1.1358422960038297,91.84605173912132
39,20,0,0,0,10.0,20,10.0,22.89384917978564,28,23.0,33.36365102878106,0,,16.69803204636192,0,,50.0,20,50.0,0,0.6050000000000001,23997,2,38,1.0,889.9662688318543,False,0.21420681243993683,0,0.4610000000000001,24492,20,13,1.0,497.6200393372133,False,0.22905166515989103,0,2.414000000000001,19608,415,157,1.0,14739.040621129667,False,-0.1542566834734205,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.364000000000002,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,8,3.5740000000000007,47058,859,0,0.0,14343.609527824889,False,-0.19948918333856222,12,3.326000000000001,47836,796,0,0.0,13291.633508904088,False,-0.19576911970872637,0.375,195473,0.0,0.2,9,0,0,7,6,6.0,13,20,22,96.0,55.0,7,13,22,844,1.1963005120051093,93.04235225112643
40,22,0,0,0,9.999999999999998,20,10.0,22.89384917978564,0,,33.36365102878106,0,,16.69803204636192,0,,50.00000000000001,20,50.0,0,0.6050000000000002,23907,1,48,1.0,1108.9047606297108,False,0.21517398809313734,0,0.4610000000000001,24382,21,23,1.0,736.5585311350698,False,0.22952206982451748,0,2.4140000000000006,19608,405,167,1.0,14843.73863961962,False,-0.15261554580820705,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.364000000000002,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,8,3.6460000000000012,46943,859,0,0.0,14343.609527824889,False,-0.2011867506507965,12,3.434000000000001,47601,796,0,0.0,13291.633508904088,False,-0.19923806160763993,0.375,194923,0.0,0.2,7,0,0,5,7,7.0,10,15,17,132.0,99.0,9,13,17,200,1.1973669670405798,94.23971921816701
41,17,0,0,0,9.999999999999998,20,10.0,23.028424183740345,15,25.0,33.36365102878106,0,,16.69803204636192,0,,50.00000000000001,20,50.0,0,0.6050000000000001,24222,0,40,0.7,921.1369673496138,False,0.22615839461871873,0,0.4610000000000001,24242,25,33,1.0,1009.9379980634312,False,0.2293576253865731,0,2.414000000000001,19233,410,177,1.0,15347.02014742779,False,-0.15648284927851613,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.364000000000002,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,10,3.738000000000001,46773,859,0,0.0,14343.609527824889,False,-0.20369619798192545,10,3.522000000000001,47431,796,0,0.0,13291.633508904088,False,-0.2017475089387689,0.3375,194383,0.0,0.2,8,0,0,3,6,6.0,8,11,21,75.0,94.0,5,12,21,575,0.9999774000025354,95.23969661816955
42,21,0,0,0,9.999999999999998,20,10.0,22.715933635615144,14,18.0,33.36365102878106,0,,16.69803204636192,0,,50.00000000000001,20,50.0,0,0.6050000000000002,24197,0,42,0.7,954.0692126958361,False,0.22573445635111372,0,0.4610000000000001,24319,28,34,1.0,1052.3417436109148,False,0.2342360095283387,0,2.414000000000001,18981,414,187,1.0,15643.399267526727,False,-0.15973729908573062,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.364000000000002,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,13,3.858000000000001,46509,859,0,0.0,14343.609527824889,False,-0.20759322207261985,7,3.5820000000000007,47342,796,0,0.0,13291.633508904088,False,-0.20306127842388935,0.3375,193830,0.0,0.2,8,0,0,7,6,6.0,8,15,20,132.0,66.0,9,12,20,452,1.1055567620205693,96.34525338019012
43,20,0,0,0,9.999999999999998,20,10.0,22.85007692353282,28,23.821428571428573,33.36365102878106,0,,16.69803204636192,0,,50.00000000000001,20,50.0,0,0.6050000000000001,24352,2,41,1.0,956.8531538648457,False,0.2335035557343479,0,0.4610000000000001,24631,26,27,1.0,876.9520769353862,False,0.24537883946685007,0,2.414000000000001,18314,432,197,1.0,16443.87248363605,False,-0.1681003121882869,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000001,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.3640000000000025,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,14,3.9850000000000008,46211,859,0,0.0,14343.609527824889,False,-0.21199213562954,6,3.6350000000000007,47268,796,0,0.0,13291.633508904088,False,-0.2041536260856749,0.375,193258,0.0,0.2,10,0,0,5,7,7.0,11,16,23,147.0,63.0,9,11,23,867,1.0359583600074984,97.38121174019761
44,23,0,0,0,9.999999999999998,20,10.0,22.86080117985373,16,23.0,33.36365102878106,0,,16.69803204636192,0,,50.00000000000001,20,50.0,0,0.6050000000000002,24262,1,51,1.0,1175.9008601725402,False,0.23447344411754953,0,0.4610000000000001,24889,27,21,1.0,750.0768247769283,False,0.2550441337500479,0,2.4140000000000006,17946,438,207,1.0,16919.306679733614,False,-0.17218467177043054,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.364000000000002,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,9,4.061000000000001,46062,859,0,0.0,14343.609527824889,False,-0.2141915924080001,11,3.739000000000001,47059,796,0,0.0,13291.633508904088,False,-0.2072387701574746,0.375,192700,0.0,0.2,8,0,0,5,7,7.0,2,7,21,126.0,90.0,7,16,21,568,1.0762483319849707,98.45746007218258
45,21,0,0,0,10.0,20,10.0,22.86080117985373,0,,33.36365102878106,0,,16.69803204636192,0,,50.000000000000014,20,50.0,0,0.6050000000000001,24212,0,57,0.6,1303.0656672516627,False,0.2351481785209057,0,0.4610000000000001,24739,32,31,1.0,1028.6848365754656,False,0.2545127877937273,0,2.414000000000001,17946,428,217,1.0,17024.335178222886,False,-0.17053835384314242,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.3640000000000025,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,10,4.152000000000001,45911,859,0,0.0,14343.609527824889,False,-0.21642057209623816,10,3.828000000000001,46889,796,0,0.0,13291.633508904088,False,-0.20974821748860356,0.325,192179,0.0,0.2,7,0,0,6,6,6.0,3,9,19,117.0,66.0,9,12,19,200,1.0021022140281275,99.45956228621071
46,19,0,0,0,10.0,20,10.0,22.888939648274334,42,23.023809523809526,33.36365102878106,0,,16.69803204636192,0,,50.00000000000001,20,50.0,0,0.6050000000000002,24608,1,45,1.0,1040.002284172345,False,0.24828619682494654,0,0.4610000000000001,25110,31,21,1.0,790.667732613761,False,0.2670309918682006,0,2.414000000000001,16979,460,227,1.0,18102.461021739495,False,-0.18395415038968752,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.3640000000000025,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,10,4.242000000000001,45741,859,0,0.0,14343.609527824889,False,-0.21893001942736712,10,3.9180000000000015,46741,796,0,0.0,13291.633508904088,False,-0.21193291281217466,0.375,191661,0.0,0.2,11,0,0,3,6,6.0,1,4,28,72.0,87.0,4,15,28,1167,1.694630715996027,101.15419300220674
47,28,0,0,0,10.0,20,10.0,23.131786453523116,29,24.96551724137931,33.36365102878106,0,,16.69803204636192,0,,50.00000000000001,20,50.0,0,0.6050000000000001,25212,3,26,1.0,631.426447791601,False,0.26814273342751116,0,0.4610000000000001,25030,29,31,1.0,1007.0853800592166,False,0.26843232439292636,0,2.414000000000001,16255,479,237,1.0,18987.311005058684,False,-0.19278150659823995,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.364000000000002,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,5,4.282000000000001,45681,859,0,0.0,14343.609527824889,False,-0.21981570672070674,15,4.058000000000001,46404,796,0,0.0,13291.633508904088,False,-0.21690752310976558,0.375,191064,0.0,0.2,10,0,0,5,6,6.0,3,8,23,99.0,120.0,8,20,23,924,1.130023350007832,102.28421635221457
48,23,0,0,0,10.0,20,10.0,23.119647914684716,31,23.032258064516128,33.36365102878106,0,,16.69803204636192,0,,50.00000000000001,20,50.0,0,0.6050000000000002,25478,1,21,1.0,495.51260620837905,False,0.27798093905137555,0,0.4610000000000001,25278,31,25,1.0,887.9911978671179,False,0.2777941181785175,0,2.4140000000000006,15541,500,247,1.0,19800.645761451276,False,-0.20241636213161834,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.364000000000002,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,8,4.357000000000001,45576,859,0,0.0,14343.609527824889,False,-0.2213656594840511,12,4.163000000000001,46160,796,0,0.0,13291.633508904088,False,-0.2205093181026801,0.375,190515,0.0,0.2,10,0,0,4,7,7.0,6,10,23,165.0,99.0,10,13,23,914,1.2606584539753385,103.54487480618991
49,23,0,0,0,10.0,20,10.0,22.997450794494863,18,21.444444444444443,33.36365102878106,0,,16.69803204636192,0,,50.00000000000001,20,50.0,0,0.6050000000000001,25444,0,25,0.8,574.9362698623715,False,0.2782646862857023,0,0.4610000000000001,25498,34,21,1.0,822.9464666843921,False,0.28710746315659197,0,2.414000000000001,15155,508,257,1.0,20257.163318000123,False,-0.20736153805881055,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.364000000000002,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,11,4.4590000000000005,45362,859,0,0.0,14343.609527824889,False,-0.2245246108302958,9,4.241000000000001,46021,796,0,0.0,13291.633508904088,False,-0.22256116033225024,0.35,189962,0.0,0.2,8,0,0,3,7,7.0,3,6,21,108.0,111.0,6,17,21,586,1.1219670620048419,104.66684186819475
50,21,0,0,0,10.0,20,10.0,22.99760196332396,14,23.0,33.36365102878106,0,,16.69803204636192,0,,50.000000000000014,20,50.0,0,0.6050000000000002,25334,1,35,1.0,814.9160687163386,False,0.2787609555071122,0,0.4610000000000001,25730,33,17,1.0,720.9592333765073,False,0.2960993351558994,0,2.414000000000001,14833,512,267,1.0,20682.86702990641,False,-0.21078332450457066,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000002,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.364000000000002,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,9,4.538000000000001,45228,859,0,0.0,14343.609527824889,False,-0.22650264578542098,11,4.342000000000001,45808,796,0,0.0,13291.633508904088,False,-0.22570535022360594,0.375,189415,0.0,0.2,8,0,0,6,7,7.0,1,7,22,111.0,69.0,7,14,22,522,1.044733687012922,105.71157555520767
51,22,0,0,0,10.000000000000002,20,10.0,23.116967291355966,14,24.928571428571427,33.36365102878106,0,,16.69803204636192,0,,50.00000000000001,20,50.0,0,0.6050000000000001,25583,1,31,1.0,726.6259860320349,False,0.2889375555397922,0,0.4610000000000001,25630,33,27,1.0,954.1581168666112,False,0.2969239472644463,0,2.414000000000001,14484,516,277,1.0,21170.086457312034,False,-0.2140873023808384,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,0,7.931000000000001,-37426.666666666664,211,0,0.0,7039.730367072803,True,-1.762979331303561,0,7.3640000000000025,-31383.0,264,0,0.0,8808.0038715982,True,-1.6070881652610465,5,4.579000000000001,45168,859,0,0.0,14343.609527824889,False,-0.2273883330787606,15,4.481000000000002,45457,796,0,0.0,13291.633508904088,False,-0.23088662088964276,0.375,188804,0.0,0.2,8,0,0,6,7,7.0,1,7,16,126.0,43.0,7,15,16,549,0.8822834760067053,106.59385903121438
