index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
24,26,0,0,0,10.000000000000002,20,10.0,30.122891287874378,17,26.0,34.10309602041188,23,31.304347826086957,42.811633443394335,13,30.53846153846154,55.99999999999999,11,56.0,0,0.8210000000000002,19325,3,36,1.0,1114.4240863634775,False,0.26469130737114294,7,0.621,20736,16,10,1.0,461.2289128787438,False,0.3336692612708716,5,1.0330000000000001,14729,287,0,0.0,8645.269799619946,False,-0.3074902802584431,5,0.655,29995,33,10,1.0,1335.0863727039732,False,0.11455574811355414,0,0.3440000000000001,36961,6,44,1.0,2088.330447631822,False,0.045074113837538024,13,2.7690000000000006,23157,172,0,0.0,5865.732515510844,False,-0.28257531051654233,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,11,2.182000000000001,26783,438,0,0.0,18751.49544820672,False,-0.2659165656839969,0.5,221013,0.0,0.0,12,0,0,19,11,9.554621848739496,19,38,24,276.0,59.0,19,7,24,508,1.5612099450081587,44.73864499194315
25,24,0,0,0,10.000000000000002,20,10.0,29.560385681135593,46,27.26086956521739,34.10309602041188,0,,43.597525658083406,13,51.69230769230769,56.0,10,56.0,0,0.8210000000000002,20031,3,16,1.0,502.9661708981695,False,0.29015222221544984,6,0.6740000000000002,20952,16,10,1.0,455.60385681135597,False,0.34722994265031987,0,1.0280000000000002,14729,287,0,0.0,8483.830690485915,False,-0.3104243631549941,0,0.6500000000000001,28741,69,20,1.0,2721.7285324065933,False,0.09417557581343092,0,0.3440000000000001,37507,0,40,0.6,1743.9010263233363,False,0.05535254119676808,3,2.786000000000001,23133,172,0,0.0,5865.732515510844,False,-0.28323526761933066,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,10,2.2710000000000004,25898,451,0,0.0,19662.484071795618,False,-0.2746362540167324,0.45,220318,0.0,0.0,12,0,0,8,7,6.375,23,31,20,140.0,81.0,11,13,20,1552,1.1074866550043225,45.84613164694747
26,20,0,0,0,10.000000000000002,20,10.0,30.07018602902688,23,34.73913043478261,36.50127125157996,43,43.72093023255814,43.72116148329965,12,45.083333333333336,56.0,8,56.0,0,0.8210000000000002,20165,0,20,1.0,601.4037205805375,False,0.30180661919027213,7,0.738,21263,19,10,1.0,490.70186029026877,False,0.3681286769381804,2,1.0480000000000003,13864,310,0,0.0,9321.757668998333,False,-0.32663738742687776,21,0.8600000000000003,29642,59,10,1.0,2139.1536882283854,False,0.11633807728233041,0,0.3440000000000001,37245,5,43,1.0,2062.5163000397847,False,0.052528684761037614,5,2.8330000000000006,21806,200,0,0.0,7300.254250315991,False,-0.3000020039278998,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,8,2.3410000000000006,25200,463,0,0.0,20242.89776676774,False,-0.28291514133252393,0.5,218512,0.0,0.0,17,0,0,15,13,11.711764705882352,22,37,29,143.0,62.0,12,8,29,1332,1.363386454002466,47.209518100949936
27,29,0,0,0,10.000000000000002,20,10.0,30.9706576111025,46,35.08695652173913,36.50127125157996,0,,43.29464873674348,8,36.375,56.0,8,56.0,9,0.911,20894,0,10,1.0,309.706576111025,False,0.33890040633900603,7,0.8010000000000002,21588,19,10,1.0,499.706576111025,False,0.3890880534352467,0,1.0460000000000003,12250,356,0,0.0,11025.55410955249,False,-0.35433909873228,0,0.8390000000000002,29642,49,20,1.0,2247.5876479756216,False,0.118308815527891,0,0.3440000000000001,37497,0,41,0.5,1775.0805982064828,False,0.05550625031906833,1,2.838000000000001,21795,200,0,0.0,7300.254250315991,False,-0.3003044842666778,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,8,2.4130000000000007,24755,471,0,0.0,20391.779555006182,False,-0.29043811483640714,0.4375,217748,0.0,0.0,14,0,0,16,9,7.980769230769231,23,39,30,221.0,88.0,16,13,30,1047,1.573572075983975,48.78309017693391
28,30,0,0,0,10.000000000000002,20,10.0,30.823747224981926,12,28.0,36.877227433331704,11,42.18181818181818,43.27410058527204,2,42.0,56.0,9,56.0,2,0.9219999999999999,21116,0,7,0.7,215.76623057487348,False,0.3500339110290336,0,0.794,21458,22,20,1.0,836.4749444996385,False,0.3915296401151212,1,1.0560000000000003,12218,356,0,0.0,10973.254012093565,False,-0.35645280047810757,0,0.8390000000000002,29766,51,20,1.0,2309.5556571407124,False,0.12394234410128156,0,0.3440000000000001,37493,0,42,0.1,1817.5122245814255,False,0.05597965441045794,2,2.857000000000001,21319,210,0,0.0,7744.217760999658,False,-0.30728953196667685,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,9,2.4950000000000006,24489,473,0,0.0,20468.649576833675,False,-0.29505806710890153,0.35000000000000003,217186,0.0,0.0,14,0,0,13,8,7.166666666666667,27,40,31,213.0,59.0,17,13,31,660,1.3974287980236113,50.18051897495752
29,31,0,0,0,10.000000000000002,20,10.0,30.847341546945216,1,36.0,35.90500426974274,6,11.666666666666666,44.951571614719505,5,83.0,56.00000000000001,10,56.0,0,0.9200000000000002,20986,3,17,1.0,554.4048062980687,False,0.35253497889123037,0,0.794,21424,19,29,1.0,1084.5729048614114,False,0.39725758236948694,2,1.0750000000000002,12116,357,0,0.0,11012.500932259441,False,-0.3594471132954193,0,0.8390000000000002,29830,41,26,1.0,2198.271114438065,False,0.12424613998833314,0,0.3440000000000001,37838,0,43,0.6,1932.9175794329387,False,0.06705325825541625,0,2.855000000000001,21319,210,0,0.0,7540.050896645976,False,-0.31009664388926506,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,10,2.5860000000000007,23862,478,0,0.0,21486.851231835924,False,-0.2974516187360586,0.45,216702,0.0,0.0,13,0,0,11,6,6.0,23,34,33,197.0,85.0,15,16,33,715,1.4503257850301452,51.63084475998767
30,33,0,0,0,10.000000000000002,20,10.0,31.097083643780227,38,32.39473684210526,36.97983085627482,25,43.0,44.951571614719505,0,,56.00000000000001,8,56.0,0,0.9200000000000002,21268,8,15,1.0,546.4562546567034,False,0.3702199686615579,0,0.794,22173,14,13,1.0,544.2620873691429,False,0.4277164966404536,0,1.0730000000000002,10885,395,0,0.0,12283.348039293189,False,-0.3810957791557343,0,0.8390000000000002,30905,31,11,1.0,1370.78773237621,False,0.1482822822212244,0,0.3440000000000001,37838,0,43,0.0,1932.9175794329387,False,0.06705325825541625,0,2.855000000000001,20244,235,0,0.0,8690.260251224583,False,-0.3238428717589977,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,8,2.6560000000000006,23708,478,0,0.0,21486.851231835924,False,-0.30057807791952484,0.375,216348,0.0,0.0,14,0,0,14,5,5.0,13,27,30,200.0,118.0,16,17,30,2506,1.4899915769929066,53.120836336980574
31,30,0,0,0,10.000000000000002,20,10.0,31.236905370065568,48,31.854166666666668,34.873445081793484,17,16.470588235294116,46.464336643783625,6,73.33333333333333,56.00000000000001,12,56.0,17,1.09,21820,5,10,1.0,362.3690537006557,False,0.3994774204471934,3,0.8240000000000001,22460,17,10,1.0,482.36905370065574,False,0.44400385006363,12,1.1930000000000003,9253,431,0,0.0,13463.106214498259,False,-0.41897593299955915,0,0.8390000000000002,30789,33,16,1.0,1588.7929985208593,False,0.14802793425395044,0,0.3440000000000001,37958,7,48,1.0,2474.4022744741687,False,0.07779797440568342,1,2.8650000000000007,20234,235,0,0.0,8195.259594221468,False,-0.33092367054086963,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,12,2.7680000000000002,22974,484,0,0.0,22488.738935591275,False,-0.3053095099621244,0.5,214815,0.0,0.0,14,0,0,15,14,12.758333333333333,11,26,31,185.0,121.0,16,14,31,1240,1.43120428401744,54.552040620998014
32,31,0,0,0,10.000000000000002,20,10.0,31.061681782516498,16,28.5,34.18262088825859,5,13.6,45.87578587547901,3,26.0,56.000000000000014,13,56.0,0,1.0730000000000004,21720,5,20,1.0,671.2336356503299,False,0.4029398141228398,6,0.881,22680,17,10,1.0,480.61681782516496,False,0.4579421416520949,1,1.191,8765,447,0,0.0,13884.571756784875,False,-0.42905434631992884,0,0.8390000000000002,30853,23,22,1.0,1466.4363405395684,False,0.14813049944639545,0,0.3440000000000001,37890,2,58,1.0,2729.1608225542996,False,0.07943079830823162,3,2.894000000000001,20162,235,0,0.0,8032.915908740769,False,-0.3351356224393559,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,13,2.886000000000001,22564,487,0,0.0,22341.507721358277,False,-0.31512772071626094,0.5,213961,0.0,0.0,11,0,0,11,12,11.333333333333332,13,24,34,181.0,141.0,12,19,34,264,1.3403386930003762,55.89237931399839
33,34,0,0,0,10.000000000000002,20,10.0,31.045895153887898,12,30.75,34.18262088825859,0,,43.07070748037583,19,29.210526315789473,56.000000000000014,6,56.0,0,1.0730000000000004,21703,3,28,1.0,899.2850643088611,False,0.4091115407515063,0,0.8750000000000002,22866,19,10,1.0,500.458951538879,False,0.47040452107177916,0,1.1900000000000002,8450,457,0,0.0,14187.974085326769,False,-0.43499011149491534,0,0.8390000000000002,30799,15,32,1.0,1559.5322957325934,False,0.14785962516325454,0,0.3440000000000001,38010,0,56,0.2,2411.9596189010463,False,0.07836935075209052,15,3.041000000000001,19730,235,0,0.0,8032.915908740769,False,-0.3470148502895456,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,6,2.9330000000000007,21914,506,0,0.0,21793.77798507017,False,-0.3338837324129549,0.4,212799,0.0,0.0,17,0,0,17,5,5.0,16,33,24,317.0,114.0,21,13,24,689,1.6945214160368778,57.58690073003527
34,24,0,0,0,10.000000000000002,20,10.0,29.9536941770409,24,20.25,34.327456656020026,12,36.0,42.81834274243292,13,40.84615384615385,56.00000000000002,9,56.0,0,1.0730000000000002,21981,3,17,1.0,539.2128010096953,False,0.4153429425930187,0,0.8750000000000002,22874,19,17,1.0,699.2128010096953,False,0.47723467975986555,0,1.1900000000000002,8342,460,0,0.0,13778.699321438815,False,-0.446354197931031,0,0.8390000000000002,30853,26,30,1.0,1808.6197482836642,False,0.15434952833927637,0,0.3440000000000001,37739,2,63,1.0,2766.210506085314,False,0.07578796824073751,10,3.126000000000001,19600,235,0,0.0,8066.952314164706,False,-0.35012164777313004,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,9,3.0170000000000012,21195,519,0,0.0,22222.719883322683,False,-0.34412652127288823,0.5,211911,0.0,0.0,17,0,0,4,7,7.0,6,10,29,131.0,122.0,10,14,29,1279,1.2348671819781885,58.821767912013456
35,29,0,0,0,10.0,20,10.0,29.22728986639785,40,25.35,34.327456656020026,0,,43.31814138529876,14,47.0,56.000000000000014,7,56.0,3,1.1030000000000002,22314,0,10,1.0,292.2728986639785,False,0.4286709782667762,3,0.9050000000000002,23223,22,10,1.0,512.2728986639785,False,0.4934887379512747,0,1.1900000000000004,7740,478,0,0.0,13970.644556138172,False,-0.464747836208459,0,0.8390000000000002,30441,38,40,1.0,2483.7352811639194,False,0.15164362039118753,0,0.3440000000000001,38047,0,61,0.2,2642.4066245032245,False,0.08255522499729459,10,3.216000000000001,19450,235,0,0.0,8066.952314164706,False,-0.354246379665557,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,7,3.0780000000000007,20424,533,0,0.0,23088.56935836424,False,-0.3509900180851022,0.4,210966,0.0,0.0,16,0,0,11,6,5.2,6,17,28,259.0,119.0,17,12,28,1422,1.4004808379686438,60.2222487499821
36,28,0,0,0,10.0,20,10.0,29.38831549779229,29,30.655172413793103,34.9007767521735,7,46.0,45.41077629633012,18,57.666666666666664,56.000000000000014,10,56.0,0,1.1,22194,2,20,1.0,607.7663099558458,False,0.4310720154556278,19,1.0920000000000003,23569,20,10,1.0,493.8831549779229,False,0.5149126377131836,0,1.1900000000000002,7215,493,0,0.0,14488.4395404116,False,-0.4744204220055323,0,0.8390000000000002,30399,42,43,1.0,2735.0426512507365,False,0.15468435628022864,0,0.3440000000000001,38607,0,54,0.7,2452.1819200018263,False,0.09533880437774049,4,3.246000000000001,19406,235,0,0.0,8201.682536760773,False,-0.353603880867283,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,10,3.171000000000001,19186,551,0,0.0,25021.337739277897,False,-0.3565042761508223,0.4625,209903,0.0,0.0,15,0,0,11,7,6.285714285714286,7,18,26,237.0,84.0,18,10,26,1404,1.416954088024795,61.639202838006895
37,26,0,0,0,10.0,20,10.0,29.832068464943905,28,33.5,34.9763018738216,29,35.310344827586206,44.98857652478857,9,39.77777777777778,56.000000000000014,9,56.0,0,1.1,22645,3,13,1.0,417.8168900442708,False,0.45371849405394915,1,1.0830000000000002,23834,19,10,1.0,488.32068464943904,False,0.5315921596797099,5,1.2400000000000002,6174,520,0,0.0,15512.67560177083,False,-0.4936448038644391,0,0.8390000000000002,31346,33,29,1.0,1998.771013683975,False,0.17572554639387833,0,0.3440000000000001,37803,14,64,1.0,3368.937123819971,False,0.0858348061901222,9,3.332000000000001,19050,240,0,0.0,8394.312449717183,False,-0.3607447554072873,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,9,3.251000000000001,18640,560,0,0.0,25193.6028538816,False,-0.3658403591988793,0.5,208819,0.0,0.0,15,0,0,9,10,9.1,7,16,21,227.0,86.0,16,10,21,1762,1.3057479410199448,62.94495077902684
38,21,0,0,0,10.0,20,10.0,30.088060619509445,48,31.333333333333332,34.734122733238436,14,32.285714285714285,45.57023027538004,2,77.0,56.000000000000014,10,56.0,12,1.2200000000000002,23013,1,10,1.0,310.88060619509446,False,0.4737256092549805,13,1.212,24208,21,10,1.0,510.88060619509446,False,0.5560995040453882,4,1.2750000000000001,4977,551,0,0.0,16578.521401349703,False,-0.5177834066128149,0,0.8390000000000002,31344,40,29,1.0,2210.8119840442923,False,0.17950659707106786,0,0.3440000000000001,37945,8,72,1.0,3558.9295616932704,False,0.0923517786076729,0,3.323000000000001,18610,250,0,0.0,8683.53068330961,False,-0.36886747671850617,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,10,3.3420000000000005,18288,562,0,0.0,25610.469414763582,False,-0.3687550052300832,0.5,207712,0.0,0.0,16,0,0,4,9,7.7967914438502675,8,12,24,156.0,42.0,12,9,24,1064,1.1439863790292293,64.08893715805607
39,24,0,0,0,10.0,20,10.0,30.229394305389725,27,31.555555555555557,35.4505304645051,26,39.30769230769231,45.871095053148295,14,48.0,56.000000000000014,9,56.0,2,1.2280000000000002,23161,3,10,1.0,332.29394305389724,False,0.4838208111142388,5,1.249,24558,19,10,1.0,492.29394305389724,False,0.57777157760492,1,1.2810000000000001,4403,566,0,0.0,17109.837176850586,False,-0.5289913638753483,0,0.8390000000000002,32052,42,14,1.0,1765.9419873294398,False,0.19715644628202245,0,0.3440000000000001,38331,8,68,1.0,3402.838707330125,False,0.10081997892715898,0,3.323000000000001,17874,266,0,0.0,9429.841103558356,False,-0.3788450598971793,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,9,3.422000000000001,17436,576,0,0.0,26421.750750613417,False,-0.3778168508982133,0.5,207142,0.0,0.0,17,0,0,10,7,5.5,4,14,31,187.0,75.0,14,10,31,1892,1.2417863690061495,65.33072352706222
40,31,0,0,0,9.999999999999998,20,10.0,30.229394305389725,0,,35.4505304645051,0,,45.655549247681265,6,42.0,56.00000000000001,11,56.0,0,1.2260000000000002,23071,2,20,1.0,624.5878861077945,False,0.4873922742226256,0,1.2440000000000002,24448,20,20,1.0,804.5878861077945,False,0.5807069488616435,0,1.2800000000000002,4403,566,0,0.0,17109.837176850586,False,-0.5289913638753483,0,0.8390000000000002,32052,32,24,1.0,1818.1533489205935,False,0.1981053641983314,0,0.3440000000000001,38331,0,76,0.8,3469.8217428237763,False,0.10174093580299963,6,3.383000000000001,17826,266,0,0.0,9429.841103558356,False,-0.3801649741027559,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,11,3.523000000000001,16935,582,0,0.0,26571.529662150497,False,-0.3864676120942151,0.475,206393,0.0,0.0,10,0,0,7,6,6.0,7,14,28,178.0,108.0,14,17,28,200,2.425849727005698,67.75657325406792
41,28,0,0,0,9.999999999999998,20,10.0,30.366781457914705,20,32.1,35.92273466934875,7,46.0,46.477392851028135,9,55.333333333333336,56.0,15,56.0,0,1.2260000000000002,23577,1,12,1.0,374.4013774949765,False,0.5116214419405565,0,1.2440000000000002,24384,21,28,1.0,1060.2698808216117,False,0.5847678226837226,0,1.2800000000000002,3761,586,0,0.0,17794.933934338016,False,-0.539876159820835,0,0.8390000000000002,32374,22,27,1.0,1637.9830281465397,False,0.20653525913537385,0,0.3440000000000001,38639,0,72,0.0,3346.3722852740257,False,0.10851306557325568,5,3.4270000000000014,17444,273,0,0.0,9806.906564732208,False,-0.3854849782113484,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,15,3.662000000000001,16015,591,0,0.0,27468.13917495763,False,-0.3960438194068089,0.375,205521,0.0,0.0,16,0,0,7,9,9.0,7,14,26,187.0,87.0,14,14,26,1472,1.0878627570345998,68.84443601110252
42,26,0,0,0,9.999999999999998,20,10.0,30.579941245746895,22,32.95454545454545,34.48821251988034,8,9.25,46.340863624932204,3,42.0,56.00000000000001,9,56.0,8,1.306,23946,2,10,1.0,325.799412457469,False,0.5335474655701758,0,1.244,24358,20,36,1.0,1300.8778848468883,False,0.5907664234096713,4,1.32,2899,608,0,0.0,18592.604277414113,False,-0.5567117829701916,0,0.8390000000000002,32438,12,33,1.0,1505.070308105014,False,0.20644597266738787,0,0.3440000000000001,38565,0,80,0.8,3707.2690899945765,False,0.11144020637401107,3,3.452000000000001,17420,273,0,0.0,9415.282017927333,False,-0.3915294228410145,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,9,3.7370000000000005,15713,594,0,0.0,27526.47299320973,False,-0.4015827903322398,0.475,204666,0.0,0.0,16,0,0,7,9,8.538461538461538,7,14,18,185.0,80.0,14,12,18,538,1.025184246012941,69.86962025711546
43,18,0,0,0,9.999999999999998,20,10.0,30.46626242906374,20,29.1,34.90268448050332,5,46.0,47.39391826942795,7,60.714285714285715,56.00000000000001,7,56.0,8,1.3780000000000001,24176,2,10,1.0,324.6626242906374,False,0.5481414230739341,0,1.2440000000000002,24328,20,44,1.0,1540.5155468788046,False,0.5964797260631896,0,1.3160000000000003,2793,611,0,0.0,18614.886344157945,False,-0.5601598207233843,0,0.8390000000000002,32192,19,38,1.0,1905.1609964113372,False,0.20477556243704936,0,0.3440000000000001,38990,0,73,0.0,3459.7560336682404,False,0.11972386341181648,0,3.449000000000001,17190,278,0,0.0,9702.946285579923,False,-0.3938988851457416,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,7,3.7980000000000005,15159,601,0,0.0,28483.7448799262,False,-0.40311280752049256,0.375,204155,0.0,0.0,15,0,0,7,7,6.411764705882353,4,11,14,149.0,36.0,11,7,14,925,0.7871556620229967,70.65677591913845
44,14,0,0,0,9.999999999999998,20,10.0,29.526926947724377,23,19.956521739130434,34.90268448050332,0,,46.94426784038908,6,40.5,56.00000000000001,9,56.0,0,1.37,24056,4,20,1.0,630.5385389544875,False,0.5502365797008616,0,1.2440000000000002,24707,18,31,1.0,1095.3347353794557,False,0.6064288129056502,0,1.3160000000000003,2721,613,0,0.0,18100.006218955044,False,-0.5721346694239569,0,0.8390000000000002,31805,30,48,1.0,2561.1366634958904,False,0.20263052349052893,0,0.3440000000000001,38990,0,73,0.0,3426.931552348403,False,0.11927255612864208,6,3.5090000000000012,17115,278,0,0.0,9702.946285579923,False,-0.3959612510919551,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,9,3.881000000000001,14730,607,0,0.0,28495.170579116173,False,-0.41170624907001874,0.375,203451,0.0,0.0,16,0,0,4,7,7.0,3,7,8,64.0,36.0,7,7,8,659,0.449544362956658,71.10632028209511
45,8,0,0,0,10.0,20,10.0,29.747273895987888,12,34.0,34.40022319058057,2,3.0,48.102296515702946,11,56.81818181818182,56.00000000000001,10,56.0,0,1.37,23966,3,30,1.0,922.4182168796367,False,0.5537948672756071,0,1.2440000000000002,25005,19,29,1.0,1052.6709429836487,False,0.6240274455500174,2,1.3360000000000003,2247,625,0,0.0,18592.04618499243,False,-0.5804215371125654,0,0.8390000000000002,31805,20,58,1.0,2590.158422973431,False,0.20315798086171766,0,0.3440000000000001,39357,0,70,0.2,3367.160756099206,False,0.12854260512703092,6,3.563000000000001,17067,278,0,0.0,9563.262046981397,False,-0.3992016987435874,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,10,3.9720000000000013,13913,618,0,0.0,29727.219246704422,False,-0.4157863933379578,0.4,202687,0.0,0.0,15,0,0,1,5,5.0,0,1,6,18.0,36.0,1,7,6,981,0.22868052701232955,71.33500080910744
46,6,0,0,0,10.0,0,,30.387288682419044,25,36.0,35.26945117391564,21,40.0,47.735727354560055,4,40.0,56.00000000000001,9,56.0,0,1.37,24470,0,19,0.3,577.3584849659618,False,0.5748794124090694,0,1.2440000000000002,25401,9,28,1.0,940.8440831077332,False,0.6456600751576786,4,1.3740000000000003,1271,650,0,0.0,19751.737643572378,False,-0.5948213870166047,0,0.8390000000000002,32577,10,51,1.0,2102.614896693888,False,0.22235860013619813,0,0.3440000000000001,39173,0,76,1.0,3627.9152789465643,False,0.12706807566059725,0,3.557000000000001,16571,289,0,0.0,10192.87138926162,False,-0.4041842464216353,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,9,4.052000000000001,13571,622,0,0.0,29691.622414536356,False,-0.4230909067286238,0.4125,202361,0.0,0.0,6,0,0,1,6,6.0,0,1,6,3.0,15.0,1,5,6,1832,0.17032539698993787,71.50532620609738
47,6,0,0,0,10.0,0,,30.700257127622656,16,35.0,35.503436650559095,3,45.0,48.098938433529646,1,77.0,56.00000000000001,11,56.0,0,1.37,24505,0,18,0.0,552.6046282972078,False,0.5763184475636794,0,1.2440000000000002,25926,0,22,0.9,675.4056568076984,False,0.670612736365616,0,1.37,711,666,0,0.0,20446.37124699669,False,-0.6025522291629406,0,0.8390000000000002,32712,0,58,1.0,2059.1993257324275,False,0.22647666979994222,0,0.3440000000000001,39250,0,75,0.0,3607.4203825147233,False,0.12890365152222855,0,3.557000000000001,16436,292,0,0.0,10367.003501963256,False,-0.4055023441956325,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,11,4.1530000000000005,13246,623,0,0.0,29965.63864408897,False,-0.4269074583907976,0.2375,202113,0.0,0.0,7,0,0,0,5,5.0,0,0,3,0.0,18.0,0,6,3,772,0.1230530709726736,71.62837927707005
48,3,0,0,0,10.0,0,,31.24404351383349,27,35.51851851851852,35.934433342302576,6,44.0,48.982023856303805,2,81.0,56.0,7,56.0,0,1.37,25009,0,4,0.0,124.97617405533396,False,0.5947769281233807,0,1.2440000000000002,26381,0,9,0.0,281.1963916245014,False,0.6870172505446378,0,1.37,-546,693,0,0.0,21652.122155086607,False,-0.626329065554022,0,0.8390000000000002,32976,0,52,0.0,1868.590533799734,False,0.23260860262803496,0,0.3440000000000001,39412,0,73,0.0,3575.6877415101776,False,0.1329220665114417,0,3.557000000000001,16172,298,0,0.0,10708.461136006168,False,-0.4080671350161391,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,7,4.2120000000000015,12956,625,0,0.0,30613.76491018988,False,-0.42621591946129606,0.0,201687,0.0,0.0,3,0,0,1,6,5.545054945054945,0,1,0,3.0,6.0,1,2,0,930,0.1337205870077014,71.76209986407775
49,0,0,0,0,10.0,0,,31.309398910540732,3,36.0,37.144532901728695,22,43.0,49.95268026408787,2,82.5,56.0,12,56.0,0,1.37,25117,0,1,0.0,31.309398910540732,False,0.5986676864992857,0,1.2440000000000002,26381,0,9,0.0,281.7845901948666,False,0.6870359579605263,0,1.37,-1534,696,0,0.0,21791.34164173635,False,-0.6597117218251545,0,0.8390000000000002,33922,0,30,0.0,1114.335987051861,False,0.2532866123923496,0,0.3440000000000001,39577,0,71,0.0,3546.6402987502383,False,0.1370598952146268,0,3.557000000000001,15226,320,0,0.0,11886.250528553182,False,-0.4178868925843758,0,0.2,49327,0,0,0.0,0.0,False,0.0014211178106665041,12,4.325000000000001,12498,627,0,0.0,31320.330525583093,False,-0.4283418547050867,0.0,200514,0.0,0.0,3,0,0,0,8,13.453703703703702,0,0,0,0.0,0.0,0,0,0,1111,0.09797494800295681,71.86007481208071
