index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,9,0,0,0,10.000000000000002,20,10.0,4.513320409814467,5,6.2,30.170340286957245,0,,24.18431315528927,0,,44.00000000000001,20,44.0,2,0.5890000000000002,8712,246,0,0.0,2460.0000000000005,False,-0.1452888583218707,3,1.4810000000000005,6408,274,0,0.0,2740.0000000000005,False,-0.3313273727647868,0,0.29900000000000004,20459,0,51,0.0,1538.6873546348195,False,0.10322958514278198,0,0.29000000000000004,20461,0,35,0.5,1055.9619100435036,False,0.09078998830795917,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,13,2.3100000000000005,25296,313,0,0.0,7569.6900176055415,False,-0.16198360299686557,7,2.0700000000000003,22276,304,0,0.0,7352.031199207939,False,-0.2521464007952289,0.0625,131335,0.0,0.1,8,0,0,3,12,154.8304761904762,12,15,10,107.0,6.0,7,2,10,200,0.6931865999940783,40.25725911511108
26,10,0,0,0,10.000000000000002,20,10.0,3.999004411467854,10,1.0,30.170340286957245,0,,24.18431315528927,0,,44.00000000000001,20,44.0,0,0.5870000000000002,8642,253,0,0.0,2530.0000000000005,False,-0.14829779917469052,10,1.5780000000000003,6084,287,0,0.0,2870.0000000000005,False,-0.3535935350756534,0,0.29900000000000004,20449,0,61,1.0,1840.390757504392,False,0.1105495987294562,0,0.29000000000000004,20461,0,35,0.0,1055.9619100435036,False,0.09078998830795917,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,10,2.3970000000000007,25133,313,0,0.0,7569.6900176055415,False,-0.16668073860864588,10,2.1630000000000007,22112,304,0,0.0,7352.031199207939,False,-0.25687235318990354,0.125,130604,0.0,0.1,8,0,0,4,12,83.4152380952381,3,7,9,102.0,9.0,7,3,9,200,0.6824649940244853,40.93972410913557
27,9,0,0,0,10.000000000000002,20,10.0,4.026031217564552,13,4.153846153846154,30.170340286957245,0,,24.18431315528927,0,,44.00000000000001,20,44.0,2,0.6070000000000001,8552,260,0,0.0,2600.0000000000005,False,-0.15302613480055022,11,1.6780000000000004,5764,300,0,0.0,3000.0000000000005,False,-0.37551581843191195,0,0.29900000000000004,20433,0,65,0.4,1961.072118652221,False,0.11285396836743115,0,0.29000000000000004,20423,0,44,0.9,1327.4949726261189,False,0.0958708806939538,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,11,2.4970000000000003,24943,313,0,0.0,7569.6900176055415,False,-0.17215592735857382,9,2.2430000000000008,21976,304,0,0.0,7352.031199207939,False,-0.26079143566353613,0.1625,129814,0.0,0.1,8,0,0,5,13,84.4152380952381,3,8,9,105.0,3.0,8,1,9,200,0.743911831988953,41.68363594112452
28,9,0,0,0,10.000000000000002,20,10.0,3.8871764732713547,15,3.2666666666666666,30.170340286957245,0,,24.18431315528927,0,,44.0,20,44.0,2,0.6250000000000001,8402,273,0,0.0,2730.0000000000005,False,-0.16033356258596973,13,1.7970000000000002,5449,307,0,0.0,3070.0000000000005,False,-0.3995873452544704,0,0.29900000000000004,20423,0,71,0.6,2142.0941603739643,False,0.11703809792053745,0,0.29000000000000004,20384,0,53,0.9,1599.028035208734,False,0.10089980343022388,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,8,2.5660000000000007,24846,313,0,0.0,7569.6900176055415,False,-0.1749511552993265,12,2.3540000000000005,21754,304,0,0.0,7352.031199207939,False,-0.26718876146608356,0.1875,128981,0.0,0.1,7,0,0,3,12,12.0,2,5,12,82.0,22.0,5,4,12,200,0.5262828980339691,42.20991883915849
29,12,0,0,0,10.000000000000002,20,10.0,4.196301370969839,6,8.0,30.170340286957245,0,,24.18431315528927,0,,43.99999999999999,20,44.0,4,0.663,8248,284,0,0.0,2840.0000000000005,False,-0.16884456671251719,2,1.8040000000000003,5339,316,0,0.0,3160.0000000000005,False,-0.4051753782668501,0,0.29900000000000004,20391,0,75,0.4,2262.7755215217935,False,0.11851095316291943,0,0.29000000000000004,20368,0,55,0.2,1659.3687157826485,False,0.10163623105141487,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,8,2.6380000000000003,24733,313,0,0.0,7569.6900176055415,False,-0.17820745176638894,12,2.4620000000000006,21531,304,0,0.0,7352.031199207939,False,-0.27361490405152533,0.07500000000000001,128333,0.0,0.1,8,0,0,5,11,11.0,3,8,13,114.0,19.0,8,4,13,200,0.7017152699991129,42.9116341091576
30,13,0,0,0,10.000000000000002,20,10.0,4.181171305256694,6,4.0,30.170340286957245,0,,24.18431315528927,0,,43.99999999999999,20,44.0,2,0.679,8128,294,0,0.0,2940.0000000000005,False,-0.17486244841815682,4,1.8420000000000005,5173,326,0,0.0,3260.0000000000005,False,-0.4151478679504814,0,0.29900000000000004,20375,0,77,0.2,2323.1162020957076,False,0.11924738078411042,0,0.29000000000000004,20360,0,59,0.4,1780.0500769304774,False,0.10435635788718631,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,11,2.7400000000000007,24547,313,0,0.0,7569.6900176055415,False,-0.18356737338473947,9,2.5400000000000005,21392,304,0,0.0,7352.031199207939,False,-0.277620436873841,0.07500000000000001,127698,0.0,0.1,7,0,0,7,11,11.0,4,11,12,146.0,14.0,11,2,12,200,0.8265949329943396,43.73822904215194
31,12,0,0,0,10.000000000000002,20,10.0,4.1387607538346565,7,3.7142857142857144,30.170340286957245,0,,24.18431315528927,0,,43.99999999999999,20,44.0,2,0.6970000000000001,8058,299,0,0.0,2990.0000000000005,False,-0.17873108665749657,5,1.8880000000000003,4943,341,0,0.0,3410.0000000000005,False,-0.42847317744154056,0,0.29900000000000004,20349,0,84,0.7,2534.3085841044085,False,0.12338396695001581,0,0.29000000000000004,20360,0,59,0.0,1780.0500769304774,False,0.10435635788718631,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,13,2.8590000000000004,24308,313,0,0.0,7569.6900176055415,False,-0.19045458449649094,7,2.6010000000000004,21301,304,0,0.0,7352.031199207939,False,-0.2802427641172276,0.0875,127042,0.0,0.1,6,0,0,5,9,9.0,3,8,12,133.0,12.0,8,4,12,200,0.5678904699743725,44.306119512126315
32,12,0,0,0,10.000000000000002,20,10.0,3.9828726934417267,11,3.0,30.170340286957245,0,,24.18431315528927,0,,43.99999999999999,20,44.0,1,0.7050000000000001,7908,313,0,0.0,3130.0000000000005,False,-0.18560866574965612,10,1.9830000000000003,4705,347,0,0.0,3470.0000000000005,False,-0.44635488308115545,0,0.29900000000000004,20331,0,92,0.8,2775.6713064000664,False,0.12872028132210958,0,0.29000000000000004,20345,0,62,0.3,1870.561097791349,False,0.10592872616649375,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,12,2.966000000000001,24084,313,0,0.0,7569.6900176055415,False,-0.19690954386482706,8,2.674000000000001,21188,304,0,0.0,7352.031199207939,False,-0.28349906058429,0.1375,126284,0.0,0.1,7,0,0,5,13,13.0,2,7,11,103.0,15.0,7,5,11,200,0.6862683030194603,44.992387815145776
33,11,0,0,0,10.000000000000002,20,10.0,3.88203898100504,6,2.6666666666666665,30.170340286957245,0,,24.18431315528927,0,,43.99999999999999,20,44.0,0,0.7040000000000002,7788,325,0,0.0,3250.0000000000005,False,-0.19076685006877578,6,2.0330000000000004,4525,355,0,0.0,3550.0000000000005,False,-0.45839064649243466,0,0.29900000000000004,20315,0,98,0.6,2956.6933481218102,False,0.1325925929768685,0,0.29000000000000004,20345,0,62,0.0,1870.561097791349,False,0.10592872616649375,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,8,3.034000000000001,23975,313,0,0.0,7569.6900176055415,False,-0.20005057320031205,12,2.786000000000001,20971,304,0,0.0,7352.031199207939,False,-0.2897523024723656,0.075,125642,0.0,0.1,7,0,0,5,11,11.0,3,8,9,106.0,9.0,8,3,9,200,0.7406518670031801,45.733039682148956
34,9,0,0,0,10.000000000000002,20,10.0,3.915223680634774,4,4.5,30.170340286957245,0,,24.18431315528927,0,,43.99999999999999,20,44.0,2,0.7240000000000002,7688,333,0,0.0,3330.0000000000005,False,-0.19592503438789546,2,2.047,4371,367,0,0.0,3670.0000000000005,False,-0.46647180192572213,0,0.29900000000000004,20315,0,98,0.0,2956.6933481218102,False,0.1325925929768685,0,0.29000000000000004,20327,0,66,0.4,1991.2424589391783,False,0.10812915650501978,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,11,3.136000000000001,23794,313,0,0.0,7569.6900176055415,False,-0.2052664109041908,9,2.8640000000000003,20833,304,0,0.0,7352.031199207939,False,-0.29372901851178695,0.05,125051,0.0,0.1,6,0,0,2,10,10.0,4,6,9,98.0,9.0,6,3,9,200,0.503767401969526,46.23680708411848
35,9,0,0,0,10.0,20,10.0,4.03355659672679,2,8.0,30.170340286957245,0,,24.18431315528927,0,,43.999999999999986,20,44.0,2,0.7420000000000002,7558,344,0,0.0,3440.0,False,-0.20237276478679506,0,2.045000000000001,4281,376,0,0.0,3760.0,False,-0.4703404401650619,0,0.29900000000000004,20315,0,98,0.0,2956.6933481218102,False,0.1325925929768685,0,0.29000000000000004,20311,0,68,0.2,2051.5831395130926,False,0.10886558412621078,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,10,3.225000000000001,23630,313,0,0.0,7569.6900176055415,False,-0.20999236329886545,10,2.9550000000000005,20674,304,0,0.0,7352.031199207939,False,-0.2983108869919898,0.025,124492,0.0,0.1,8,0,0,4,9,9.0,2,6,10,79.0,14.0,6,3,10,200,0.6233889340073802,46.86019601812586
36,10,0,0,0,10.0,20,10.0,3.721634267970652,13,2.230769230769231,30.170340286957245,0,,24.18431315528927,0,,43.99999999999999,20,44.0,0,0.7400000000000002,7458,354,0,0.0,3540.0,False,-0.20667125171939477,13,2.1750000000000003,3929,386,0,0.0,3860.0,False,-0.49630330123796423,0,0.29900000000000004,20294,0,107,0.9,3228.2264107044252,False,0.13855696940818066,0,0.29000000000000004,20303,0,72,0.4,2172.264500660922,False,0.11158571096198222,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,12,3.335000000000001,23414,313,0,0.0,7569.6900176055415,False,-0.2162167884040467,8,3.025000000000001,20562,304,0,0.0,7352.031199207939,False,-0.3015383666761579,0.1625,123683,0.0,0.1,8,0,0,3,12,12.0,3,6,13,88.0,31.0,6,4,13,200,0.5814281579805538,47.441624176106416
37,13,0,0,0,10.0,20,10.0,3.541209579694755,17,2.823529411764706,30.170340286957245,0,,24.18431315528927,0,,43.99999999999999,20,44.0,2,0.76,7338,364,0,0.0,3640.0,False,-0.2126891334250344,15,2.3120000000000003,3527,396,0,0.0,3960.0,False,-0.5265646492434664,0,0.29900000000000004,20248,5,117,1.0,3547.6358614724713,False,0.14446616415841582,0,0.29000000000000004,20301,0,74,0.2,2232.605181234836,False,0.11304971367931706,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,7,3.3930000000000016,23329,313,0,0.0,7569.6900176055415,False,-0.2186662149500671,13,3.1470000000000002,20318,304,0,0.0,7352.031199207939,False,-0.30856966170238115,0.15,122784,0.0,0.1,7,0,0,8,13,13.0,3,11,12,129.0,23.0,11,2,12,200,1.6328488810104318,49.07447305711685
38,12,0,0,0,10.0,20,10.0,3.763706264780527,4,8.0,30.170340286957245,0,,24.18431315528927,0,,43.99999999999999,20,44.0,4,0.798,7234,370,0,0.0,3700.0,False,-0.21905089408528197,0,2.2970000000000006,3387,410,0,0.0,4100.0,False,-0.5325825309491059,0,0.29900000000000004,20232,0,124,0.7,3741.122195582698,False,0.1486623582679217,0,0.29000000000000004,20285,0,76,0.2,2292.9458618087506,False,0.11378614130050806,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,9,3.476000000000001,23194,313,0,0.0,7569.6900176055415,False,-0.22255648064080538,11,3.2440000000000007,20139,304,0,0.0,7352.031199207939,False,-0.3137278658404712,0.11249999999999999,122194,0.0,0.1,7,0,0,3,9,9.0,5,8,10,125.0,12.0,8,4,10,200,0.48340967699186876,49.557882734108716
39,10,0,0,0,10.0,20,10.0,3.3449650827874757,18,1.6666666666666667,30.170340286957245,0,,24.18431315528927,0,,43.999999999999986,20,44.0,0,0.7940000000000003,7134,380,0,0.0,3800.0,False,-0.2233493810178817,18,2.4770000000000003,2897,420,0,0.0,4200.0,False,-0.5704092159559835,0,0.29900000000000004,20213,0,134,1.0,4042.8255984522707,False,0.15551464500707488,0,0.29000000000000004,20274,0,84,0.8,2534.3085841044085,False,0.11948624322067375,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,11,3.5770000000000013,23006,313,0,0.0,7569.6900176055415,False,-0.22797403582494463,9,3.323000000000001,20008,304,0,0.0,7352.031199207939,False,-0.31750286439963205,0.225,121255,0.0,0.1,8,0,0,1,12,12.0,3,4,10,61.0,18.0,4,6,10,200,0.44063035101862624,49.99851308512734
40,10,0,0,0,9.999999999999998,20,10.0,3.3212096033282315,6,3.0,30.170340286957245,0,,24.18431315528927,0,,43.99999999999998,20,44.0,1,0.804,7024,390,0,0.0,3899.999999999999,False,-0.22850756533700137,5,2.5090000000000003,2717,430,0,0.0,4299.999999999999,False,-0.5815852819807428,0,0.29900000000000004,20195,0,140,0.6,4223.8476401740145,False,0.15928301736238468,0,0.29000000000000004,20274,0,84,0.0,2534.3085841044085,False,0.11948624322067375,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,11,3.676000000000001,22824,313,0,0.0,7569.6900176055415,False,-0.23321869031171774,9,3.4040000000000004,19879,304,0,0.0,7352.031199207939,False,-0.3212202293930042,0.075,120636,0.0,0.1,6,0,0,1,9,9.0,4,5,10,62.0,15.0,5,5,10,200,0.5179515589843504,50.51646464411169
41,10,0,0,0,9.999999999999998,20,10.0,3.4375741591904756,2,8.0,30.170340286957245,0,,24.18431315528927,0,,43.99999999999998,20,44.0,2,0.8230000000000002,6914,399,0,0.0,3989.999999999999,False,-0.234095598349381,0,2.504000000000001,2607,441,0,0.0,4409.999999999999,False,-0.5863136176066025,0,0.29900000000000004,20179,0,142,0.2,4284.188320747929,False,0.16001944498357568,0,0.29000000000000004,20274,0,84,0.0,2534.3085841044085,False,0.11948624322067375,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,9,3.755000000000001,22683,313,0,0.0,7569.6900176055415,False,-0.23728185669982216,11,3.505000000000001,19696,304,0,0.0,7352.031199207939,False,-0.32649370066267164,0.025,120076,0.0,0.1,7,0,0,3,9,9.0,4,7,11,110.0,17.0,7,3,11,200,0.4518838470103219,50.968348491122015
42,11,0,0,0,9.999999999999998,20,10.0,3.6592605795119204,6,6.333333333333333,30.170340286957245,0,,24.18431315528927,0,,43.999999999999986,20,44.0,4,0.861,6740,412,0,0.0,4119.999999999999,False,-0.24346629986244842,2,2.5240000000000005,2507,448,0,0.0,4479.999999999999,False,-0.5919016506189821,0,0.29900000000000004,20157,0,146,0.4,4404.869681895758,False,0.16201199672320327,0,0.29000000000000004,20258,0,86,0.2,2594.649264678323,False,0.12022267084186473,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,11,3.856000000000001,22497,313,0,0.0,7569.6900176055415,False,-0.24264177831817269,9,3.584000000000001,19556,304,0,0.0,7352.031199207939,False,-0.33052805026788173,0.07500000000000001,119438,0.0,0.1,8,0,0,2,11,11.0,4,6,13,94.0,15.0,6,5,13,200,0.44524252304108813,51.4135910141631
43,13,0,0,0,9.999999999999998,20,10.0,3.8671546297506807,5,6.8,30.170340286957245,0,,24.18431315528927,0,,43.999999999999986,20,44.0,4,0.8970000000000002,6636,418,0,0.0,4179.999999999999,False,-0.24982806052269602,1,2.5320000000000005,2351,462,0,0.0,4619.999999999999,False,-0.5992950481430537,0,0.29900000000000004,20139,0,149,0.3,4495.38070275663,False,0.1634284560533372,0,0.29000000000000004,20242,0,88,0.2,2654.9899452522377,False,0.12095909846305573,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,12,3.9650000000000007,22297,313,0,0.0,7569.6900176055415,False,-0.24840513489704422,8,3.6550000000000007,19443,304,0,0.0,7352.031199207939,False,-0.3337843467349441,0.0625,118831,0.0,0.1,7,0,0,5,9,9.0,3,8,8,99.0,23.0,8,5,8,200,0.44368850300088525,51.85727951716399
44,8,0,0,0,9.999999999999998,20,10.0,3.7495972018921733,20,3.35,30.170340286957245,0,,24.18431315528927,0,,43.999999999999986,20,44.0,6,0.9530000000000001,6456,429,0,0.0,4289.999999999999,False,-0.26057427785419535,14,2.6710000000000007,1975,471,0,0.0,4709.999999999999,False,-0.6277510316368639,0,0.29900000000000004,20099,2,159,1.0,4804.583300029986,False,0.1693842454014653,0,0.29000000000000004,20215,0,96,0.8,2896.3526675478956,False,0.12582768598762845,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,5,4.003000000000001,22243,313,0,0.0,7569.6900176055415,False,-0.24996124117333954,15,3.7970000000000006,19118,304,0,0.0,7352.031199207939,False,-0.3431498011756104,0.225,117829,0.0,0.1,7,0,0,4,15,15.0,2,6,4,97.0,6.0,6,2,4,200,0.2609142030123621,52.11819372017635
45,4,0,0,0,10.0,20,10.0,3.6113451490216564,13,2.769230769230769,30.170340286957245,0,,24.18431315528927,0,,43.99999999999999,20,44.0,2,0.9670000000000001,6326,440,0,0.0,4400.0,False,-0.2670220082530949,11,2.7670000000000012,1675,480,0,0.0,4800.0,False,-0.6496733149931224,0,0.29900000000000004,20067,1,169,1.0,5102.398853644796,False,0.1754599016122231,0,0.29000000000000004,20211,0,100,0.4,3017.0340286957244,False,0.12875569142229815,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,9,4.088000000000001,22113,313,0,0.0,7569.6900176055415,False,-0.253707422949606,11,3.892000000000001,18927,304,0,0.0,7352.031199207939,False,-0.3486538067084327,0.175,117042,0.0,0.1,7,0,0,1,13,13.0,0,1,2,3.0,9.0,1,3,2,200,0.1574537240085192,52.27564744418487
46,2,0,0,0,10.0,0,,3.5027357198998836,4,1.25,30.170340286957245,0,,24.18431315528927,0,,43.99999999999999,20,44.0,0,0.9650000000000001,6326,440,0,0.0,4400.0,False,-0.2670220082530949,4,2.7960000000000003,1606,480,0,0.0,4800.0,False,-0.65560522696011,0,0.29900000000000004,20064,0,173,0.4,5219.468869643603,False,0.17834603652540293,0,0.29000000000000004,20209,0,101,0.1,3047.204368982682,False,0.1294357231312411,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,7,4.149000000000001,22025,313,0,0.0,7569.6900176055415,False,-0.2562432998443095,13,4.011,18699,304,0,0.0,7352.031199207939,False,-0.3552240332083462,0.0625,116652,0.0,0.1,0,0,0,0,9,9.0,0,0,1,0.0,6.0,0,2,1,0,0.10029214201495051,52.37593958619982
47,1,0,0,0,10.0,0,,3.5826152042981514,3,5.666666666666667,30.170340286957245,0,,24.18431315528927,0,,43.999999999999986,20,44.0,2,0.9850000000000001,6306,440,0,0.0,4400.0,False,-0.2687414030261348,1,2.8020000000000005,1589,480,0,0.0,4800.0,False,-0.657066712517194,0,0.29900000000000004,20047,0,176,0.3,5309.979890504475,False,0.17981446550526123,0,0.29000000000000004,20209,0,101,0.0,3047.204368982682,False,0.1294357231312411,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,11,4.252000000000002,21845,313,0,0.0,7569.6900176055415,False,-0.2614303207652939,9,4.088000000000001,18559,304,0,0.0,7352.031199207939,False,-0.3592583828135563,0.0375,116278,0.0,0.1,0,0,0,0,10,10.0,0,0,0,0.0,3.0,0,1,0,0,0.09567869297461584,52.471618279174436
48,0,0,0,0,10.0,0,,3.5826152042981514,0,,30.170340286957245,0,,24.18431315528927,0,,43.99999999999999,20,44.0,0,0.9830000000000001,6306,440,0,0.0,4400.0,False,-0.2687414030261348,0,2.801000000000001,1589,480,0,0.0,4800.0,False,-0.657066712517194,0,0.29900000000000004,20047,0,176,0.0,5309.979890504475,False,0.17981446550526123,0,0.29000000000000004,20209,0,101,0.0,3047.204368982682,False,0.1294357231312411,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,12,4.3610000000000015,21624,313,0,0.0,7569.6900176055415,False,-0.26779882978494696,8,4.159000000000001,18450,304,0,0.0,7352.031199207939,False,-0.3623994121490413,0.0,115948,0.0,0.1,0,0,0,0,8,8.0,0,0,0,0.0,0.0,0,0,0,0,0.09054780600126833,52.562166085175704
49,0,0,0,0,10.0,0,,3.5826152042981514,0,,30.170340286957245,0,,24.18431315528927,0,,43.99999999999999,20,44.0,0,0.9830000000000003,6306,440,0,0.0,4400.0,False,-0.2687414030261348,0,2.801000000000001,1589,480,0,0.0,4800.0,False,-0.657066712517194,0,0.29900000000000004,20047,0,176,0.0,5309.979890504475,False,0.17981446550526123,0,0.29000000000000004,20209,0,101,0.0,3047.204368982682,False,0.1294357231312411,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,13,4.479000000000001,21372,313,0,0.0,7569.6900176055415,False,-0.2750606590743251,7,4.221000000000001,18357,304,0,0.0,7352.031199207939,False,-0.3650793729582166,0.0,115603,0.0,0.1,0,0,0,0,8,8.0,0,0,0,0.0,0.0,0,0,0,0,0.08987510000588372,52.65204118518159
