index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,23,0,0,0,10.000000000000002,20,10.0,17.52330607369709,32,16.1875,20.11550732663024,10,11.0,25.5741973356616,0,,43.000000000000014,20,43.0,0,0.7760000000000002,39902,21,18,1.0,525.4195093265477,False,0.0850341668601797,15,2.4920000000000004,31361.0,241,0,0.0,2410.0000000000005,False,-0.12024205094956371,0,0.2,47315,148,134,1.0,5288.927280675622,False,-0.0031035889386848265,5,1.1860000000000002,44313,169,0,0.0,2961.438726454808,False,-0.08622728996852426,0,0.41600000000000004,67758,4,28,1.0,796.5395547050458,False,0.01209155916593699,0,0.2,67618,0,5,0.0,127.87098667830801,False,0.0050478972014368255,0,1.649,95755,0,5,0.4,215.00000000000006,False,-0.015603499620052988,5,0.9430000000000003,98200,0,0,0.0,0.0,False,0.008399909634223985,0.425,492222,0.0,0.0,18,0,0,14,5,5.0,15,29,16,204.0,30.0,13,10,16,1293,1.8794698269921355,61.74366781691788
26,16,0,0,0,10.000000000000002,20,10.0,16.98198484454891,22,11.5,23.45536462292487,40,30.95,27.513507843711814,39,32.84615384615385,43.000000000000014,20,43.0,0,0.7760000000000002,39950,19,21,1.0,546.6216817355272,False,0.08661725263710635,15,2.6270000000000007,31021.0,253,0,0.0,2530.0000000000005,False,-0.12780614312342978,0,0.2,48348,158,104,1.0,5122.511526222914,False,0.015848663336555005,0,1.181,44265,171,0,0.0,2903.919408417864,False,-0.08775896030711504,11,0.526,67446,33,10,1.0,1049.1621109936389,False,0.009334160783713274,0,0.2,67588,0,6,0.1,165.0810470622709,False,0.004878686756127434,6,1.709,94840,24,10,1.0,1090.3241882490838,False,-0.020505205334409495,9,1.0280000000000002,97856,0,5,0.5,215.00000000000006,False,0.005971329403791255,0.575,491314,0.0,0.0,17,0,0,11,9,8.379310344827587,13,24,22,135.0,35.0,9,7,22,2221,1.7010512379929423,63.44471905491082
27,22,0,0,0,10.000000000000002,20,10.0,16.644834145115322,33,14.393939393939394,22.902936969951092,5,10.0,27.513507843711814,0,,43.000000000000014,20,43.0,0,0.7760000000000002,40160,18,18,1.0,479.6070146120758,False,0.09138513405478667,20,2.8120000000000007,30586.0,264,0,0.0,2640.0000000000005,False,-0.1380716967879623,0,0.2,48149,169,114,1.0,5423.911785098913,False,0.014884882620960922,5,1.231,43919,183,0,0.0,3046.004648556104,False,-0.09324548888999198,0,0.5150000000000001,67396,28,20,1.0,1191.552392032867,False,0.009648899587425906,0,0.2,67588,0,6,0.0,165.0810470622709,False,0.004878686756127434,0,1.703,95227,14,11,1.0,858.1891098119656,False,-0.017723043735947266,6,1.0790000000000002,98013,0,0,0.0,0.0,False,0.006479636893881827,0.5,491038,0.0,0.0,14,0,0,12,7,7.0,14,26,21,168.0,48.0,11,11,21,1102,1.7190371780307032,65.16375623294152
28,21,0,0,0,10.000000000000002,20,10.0,15.967787588164041,20,8.25,22.9671024892947,1,30.0,27.999775114364038,4,44.0,43.000000000000014,20,43.0,0,0.7760000000000002,40080,16,28,1.0,607.0980524685932,False,0.09094602550812583,20,2.9920000000000004,30131.0,276,0,0.0,2760.0000000000005,False,-0.14874246967609478,0,0.2,48014,179,123,1.0,5683.187584464611,False,0.014777886705224114,0,1.2260000000000002,43919,183,0,0.0,2922.1051286340194,False,-0.09448164093949893,0,0.5150000000000001,67572,18,26,1.0,1141.4019977807695,False,0.011890068588553775,0,0.2,67558,0,7,0.1,195.99842580054826,False,0.0046627544905152585,0,1.7030000000000003,95442,4,16,1.0,799.9991004574564,False,-0.01581401542144611,15,1.223,97518,0,4,0.4,172.00000000000006,False,0.0022796820767698343,0.5625,490234,0.0,0.0,11,0,0,13,10,10.0,12,25,34,153.0,75.0,11,10,34,621,1.8105257470160723,66.9742819799576
29,34,0,0,0,10.000000000000002,20,10.0,15.522590973289349,16,9.3125,21.8402519042915,49,19.551020408163264,28.47576480079448,4,43.0,43.000000000000014,20,43.0,0,0.7760000000000002,39994,17,37,1.0,744.3358660117059,False,0.0904764819679027,15,3.1220000000000008,29821.0,285,0,0.0,2850.0000000000005,False,-0.15590134262636085,0,0.2,48539,184,112,1.0,5302.264952365887,False,0.02145330691774809,28,1.5060000000000002,43531,184,0,0.0,2856.15673908524,False,-0.10288180445889211,0,0.5150000000000001,66786,57,32,1.0,2156.118832170039,False,0.00775235983613519,0,0.2,67558,0,7,0.0,199.33035360556136,False,0.004687493344462304,0,1.703,95915,0,9,0.4,387.0000000000001,False,-0.013077365426875603,5,1.2580000000000002,97470,0,4,0.4,172.00000000000006,False,0.001786777843954735,0.475,489614,0.0,0.0,16,0,0,16,6,5.25,13,29,43,222.0,101.0,14,20,43,1562,2.1656270679668523,69.13990904792445
30,43,0,0,0,10.000000000000002,20,10.0,15.21084576147501,10,8.5,21.051038157440896,10,10.5,26.493530612911286,18,14.0,43.000000000000014,20,43.0,0,0.7760000000000002,39979,13,42,1.0,768.8555219819505,False,0.09040245727614277,5,3.1570000000000005,29626.0,299,0,0.0,2990.0000000000005,False,-0.15927816948969392,0,0.2,48454,184,122,1.0,5367.022275319192,False,0.02040329517429105,10,1.578,43371,184,0,0.0,2798.795620111402,False,-0.10664675625948918,0,0.5150000000000001,66933,57,24,1.0,1835.7539096840019,False,0.007556605904814158,0,0.2,67558,0,7,0.0,185.454714290379,False,0.004584469679326351,4,1.743,96134,0,9,0.9,387.0000000000001,False,-0.010828489864656713,3,1.2830000000000001,97492,0,9,0.9,387.0000000000001,False,0.0031165923887371385,0.6,489547,0.0,0.0,15,0,0,26,6,5.416666666666666,11,37,46,324.0,91.0,23,20,46,970,2.703948674025014,71.84385772194946
31,46,0,0,0,10.000000000000002,20,10.0,16.268303463838794,88,18.704545454545453,21.051038157440896,0,,26.147959387931557,33,24.90909090909091,43.000000000000014,20,43.0,2,0.796,40883,10,10,1.0,262.68303463838794,False,0.1079866417408001,44,3.5920000000000005,28994.0,312,0,0.0,3120.0000000000005,False,-0.1745954561417727,0,0.2,47590,228,132,1.0,6487.910226537443,False,0.014346106221065934,0,1.5680000000000003,42589,218,0,0.0,3546.4901551168573,False,-0.11479107896720683,9,0.6050000000000001,67440,47,10,1.0,1250.8783872790377,False,0.010742763708228534,0,0.2,67558,0,7,0.0,183.0357157155209,False,0.004566509130375717,3,1.7690000000000001,95801,14,10,1.0,796.0714314310419,False,-0.012147668812352148,0,1.2800000000000002,97710,0,10,0.9,430.0000000000001,False,0.0055759791337208105,0.6125,488565,0.0,0.0,19,0,0,21,6,5.142857142857142,12,33,55,294.0,128.0,18,28,55,2317,2.333721084985882,74.17757880693534
32,55,0,0,0,10.000000000000002,20,10.0,16.120706336847995,30,14.833333333333334,21.051038157440896,0,,26.628848156989847,4,43.0,43.00000000000001,20,43.0,0,0.7940000000000003,40783,10,20,1.0,422.41412673695993,False,0.10744271722096545,30,3.8480000000000003,28669.0,322,0,0.0,3220.0000000000005,False,-0.18202447524110543,0,0.2,47145,248,142,1.0,6987.18258989491,False,0.010447795968222262,0,1.5680000000000003,42589,218,0,0.0,3514.313981432863,False,-0.11511210235026578,0,0.5960000000000001,67612,37,16,1.0,1204.9499823371507,False,0.012955881785046175,0,0.2,67558,0,7,0.0,186.40193709892893,False,0.004591502606834819,1,1.7760000000000005,96051,8,10,1.0,643.0307852559188,False,-0.010366234081986815,0,1.2800000000000002,98097,0,1,0.0,43.00000000000001,False,0.00756299932225668,0.5,488504,0.0,0.0,14,0,0,20,3,2.25,15,35,53,315.0,176.0,20,35,53,1060,4.593544584990013,78.77112339192536
33,53,0,0,0,10.000000000000002,20,10.0,16.44957543373067,66,17.757575757575758,19.559014164139914,50,15.7,26.628848156989847,0,,43.00000000000001,20,43.0,8,0.8740000000000001,41185,9,10,1.0,254.49575433730672,False,0.11603446733037931,38,4.198000000000001,28115.0,333,0,0.0,3330.0000000000005,False,-0.19550476807953102,0,0.2,47052,276,137,1.0,7219.667760196833,False,0.010911580965747186,35,1.9180000000000004,41455,246,0,0.0,4046.5955566977445,False,-0.1324294566826524,0,0.5960000000000001,66827,77,26,1.0,2198.394142720509,False,0.008675077534974452,0,0.2,67558,0,7,0.0,186.40193709892893,False,0.004591502606834819,1,1.7850000000000004,96473,0,8,0.8,344.00000000000006,False,-0.007568133741348504,8,1.36,98034,0,0,0.0,0.0,False,0.006695282495738432,0.475,486699,0.0,0.0,12,0,0,22,9,7.333333333333333,13,35,37,318.0,153.0,21,32,37,1255,2.7430658059893176,81.51418919791467
34,37,0,0,0,10.000000000000002,20,10.0,16.04158006386856,15,8.0,19.030450605188804,10,10.5,25.658020328911373,22,20.09090909090909,43.00000000000001,20,43.0,0,0.8660000000000003,41065,11,20,1.0,430.83160127737125,False,0.11517453604124284,15,4.310000000000001,27810.0,341,0,0.0,3410.0000000000005,False,-0.20266364102979711,0,0.2,46932,281,147,1.0,7305.16023690982,False,0.009370051251220448,10,1.983,41295,246,0,0.0,3946.228695711666,False,-0.1366234790410889,0,0.5960000000000001,67164,77,14,1.0,1824.5569812042972,False,0.010903722648601991,0,0.2,67558,0,7,0.0,179.60614230237962,False,0.004541045278595772,2,1.8040000000000003,96469,5,10,1.0,558.2901016445569,False,-0.006508953905010403,10,1.4520000000000002,97764,0,7,0.7,301.00000000000006,False,0.005468156332792508,0.5875,486057,0.0,0.0,12,0,0,21,11,11.0,12,33,35,282.0,113.0,19,18,35,986,2.907075651048217,84.42126484896289
35,35,0,0,0,10.0,20,10.0,15.79328763924121,27,13.222222222222221,18.778317742808238,5,11.0,25.658020328911373,0,,43.0,20,43.0,2,0.8860000000000001,41244,11,10,1.0,267.93287639241214,False,0.11780982894875885,5,4.345000000000001,27655.0,351,0,0.0,3510.0,False,-0.2055001755949969,0,0.2,46575,298,157,1.0,7654.595602114774,False,0.005732770648655814,5,2.023,41230,246,0,0.0,3885.1487592533376,False,-0.13852989365206686,0,0.5960000000000001,67109,72,24,1.0,1967.831365376066,False,0.011150777860592724,0,0.2,67558,0,7,0.0,179.60614230237962,False,0.004541045278595772,0,1.802,96899,0,5,0.5,215.0,False,-0.003855948737959787,3,1.4720000000000002,98037,0,0,0.0,0.0,False,0.0067260890102893755,0.4375,486307,0.0,0.0,13,0,0,14,5,3.5666666666666664,15,29,37,240.0,104.0,15,20,37,988,2.3878656000015326,86.80913044896442
36,37,0,0,0,10.0,20,10.0,16.237862688147008,14,25.0,18.56713023499631,4,11.0,26.288425059166855,31,29.0,43.0,20,43.0,4,0.9240000000000002,41448,8,10,1.0,242.37862688147007,False,0.12297564128483499,0,4.340000000000001,27525.0,364,0,0.0,3640.0,False,-0.20725612556393008,0,0.2,46225,302,167,1.0,8004.54528106478,False,0.002240300120370986,4,2.0580000000000003,41178,246,0,0.0,3994.514221284164,False,-0.13847636215420372,7,0.6660000000000001,67719,66,10,1.0,1488.3148461014248,False,0.016648709914328506,0,0.2,67558,0,7,0.0,184.01897541416798,False,0.004573809624113934,8,1.8820000000000001,97002,0,0,0.0,0.0,False,-0.0039021585097862026,7,1.5390000000000004,97059,21,10,1.0,982.056926242504,False,0.0017254570980392292,0.5,485714,0.0,0.0,8,0,0,11,10,7.678187403993856,21,32,32,219.0,101.0,16,21,32,200,2.2698160889558494,89.07894653792027
37,32,0,0,0,10.0,20,10.0,16.446771533947096,19,19.31578947368421,18.316249369498856,4,10.0,26.754804680056925,4,44.0,43.00000000000001,14,43.0,4,0.9600000000000002,41584,9,10,1.0,254.46771533947097,False,0.1268129199467741,5,4.390000000000001,27385.0,373,0,0.0,3730.0,False,-0.2098225139800632,0,0.2,46180,297,177,1.0,8126.667283983585,False,0.002560783038846463,4,2.0940000000000003,40800,260,0,0.0,4276.160598826245,False,-0.14320901328119082,0,0.659,67855,60,16,1.0,1527.051837050842,False,0.018955865856752477,0,0.2,67558,0,7,0.0,187.28363276039846,False,0.004598049009239418,10,1.974,96838,0,0,0.0,0.0,False,-0.005586247971904459,0,1.5320000000000005,97055,15,16,1.0,1089.322070200854,False,0.00223512594833152,0.5,485255,0.0,0.0,9,0,0,12,8,7.285714285714286,18,30,28,200.0,56.0,15,17,28,548,2.0918316839961335,91.17077822191641
38,28,0,0,0,10.0,20,10.0,16.60503928573219,25,18.2,18.178824507529473,5,14.8,26.754804680056925,0,,43.00000000000001,20,43.0,5,1.006,41784,7,10,1.0,236.0503928573219,False,0.13196707449087333,10,4.485000000000001,27135.0,385,0,0.0,3850.0,False,-0.21495529081232947,0,0.2,45755,312,186,1.0,8562.033615548924,False,-0.001576038954914493,4,2.1300000000000003,40748,260,0,0.0,4317.310214290369,False,-0.14383607488486116,0,0.659,67781,55,26,1.0,1695.460269595601,False,0.019107394119536193,0,0.2,67558,0,7,0.0,187.28363276039846,False,0.004598049009239418,9,2.0540000000000003,96716,0,0,0.0,0.0,False,-0.006839046230309503,0,1.5320000000000005,97528,5,15,1.0,778.7740234002847,False,0.005497802588775494,0.5,485005,0.0,0.0,13,0,0,6,7,6.333333333333333,25,31,19,273.0,66.0,16,12,19,703,1.8776147479657084,93.04839296988212
39,19,0,0,0,10.0,20,10.0,17.013361807642653,17,23.0,19.79509824445928,20,29.1,26.754804680056925,0,,43.00000000000001,20,43.0,7,1.0710000000000002,41952,6,10,1.0,230.13361807642653,False,0.13642561009909546,0,4.475000000000001,27025.0,396,0,0.0,3960.0,False,-0.21644109463219602,0,0.2,45946,319,176,1.0,8911.19970766284,False,0.00571884373603544,0,2.126000000000001,40748,260,0,0.0,4423.47406998709,False,-0.1427768724933943,0,0.659,67229,64,36,1.0,2230.0592561274434,False,0.014879712928985279,0,0.2,67528,0,8,0.1,214.0384374404554,False,0.0043512105182535975,7,2.1150000000000007,96627,0,0,0.0,0.0,False,-0.0077529728286541665,0,1.532,98087,0,7,0.5,301.00000000000006,False,0.00878499106611078,0.45,485142,0.0,0.0,15,0,0,4,4,3.411764705882353,19,23,24,120.0,30.0,9,10,24,1341,1.6065789970452897,94.6549719669274
40,24,0,0,0,9.999999999999998,20,10.0,16.703170520736933,9,8.444444444444445,19.530492688796457,6,14.166666666666666,26.754804680056925,0,,43.00000000000001,20,43.0,0,1.0640000000000003,41902,1,20,1.0,344.06341041473866,False,0.13661376408696993,9,4.565000000000001,26764.0,411,0,0.0,4109.999999999999,False,-0.22146581300483562,0,0.2,45900,318,185,1.0,8924.749373021688,False,0.004936140606821122,5,2.1760000000000006,40683,260,0,0.0,4342.824335391602,False,-0.14487853601325348,0,0.659,67144,60,46,1.0,2402.550576610406,False,0.014898210452692252,0,0.2,67528,0,8,0.0,214.0384374404554,False,0.0043512105182535975,6,2.1680000000000006,96561,0,0,0.0,0.0,False,-0.008430716148774928,7,1.6020000000000003,98292,0,0,0.0,0.0,False,0.00934464274711959,0.375,484774,0.0,0.0,10,0,0,6,9,8.25,21,27,16,208.0,47.0,13,11,16,402,1.7060746199567802,96.36104658688419
41,16,0,0,0,9.999999999999998,20,10.0,16.262272907179426,33,13.272727272727273,19.222848576355815,6,13.333333333333334,26.754804680056925,0,,43.0,20,43.0,0,1.0640000000000003,42155,0,9,0.7,146.36045616461485,False,0.14077802707086773,15,4.706000000000001,26404.0,425,0,0.0,4249.999999999999,False,-0.22930005132776832,0,0.2,45791,331,189,1.0,9015.93071320764,False,0.0036708641445439044,0,2.1710000000000007,40434,270,0,0.0,4390.8136849384455,False,-0.14936831602376088,0,0.659,67064,56,56,1.0,2574.7485823591132,False,0.014988778046086487,0,0.2,67528,0,8,0.0,214.0384374404554,False,0.0043512105182535975,15,2.3120000000000003,96246,0,0,0.0,0.0,False,-0.011665400176624017,5,1.6450000000000002,98238,0,0,0.0,0.0,False,0.008790125485202605,0.3375,483860,0.0,0.0,13,0,0,6,11,11.0,18,24,17,117.0,21.0,9,7,17,593,1.5176500970264897,97.87869668391068
42,17,0,0,0,9.999999999999998,20,10.0,15.998550047549074,40,14.475,19.41742206056107,2,30.0,25.112844806851196,22,14.909090909090908,43.0,20,43.0,7,1.1340000000000003,42266,3,10,1.0,189.98550047549074,False,0.1443659062116797,24,4.931000000000001,25883.0,432,0,0.0,4319.999999999999,False,-0.24242915417240726,0,0.2,45272,361,197,1.0,9600.708713095746,False,-0.0008509556709991859,0,2.1710000000000003,40434,270,0,0.0,4319.60851283825,False,-0.15007873378391445,0,0.659,67362,47,44,1.0,2017.5840083478229,False,0.015277122808557995,0,0.2,67498,0,9,0.1,226.01560326166077,False,0.0039946512077280935,10,2.3970000000000007,95835,7,10,1.0,605.7899136479584,False,-0.012775513371834869,10,1.7400000000000002,98036,0,5,0.5,215.0,False,0.007819720276847877,0.575,482586,0.0,0.0,11,0,0,4,12,11.357142857142858,17,21,22,111.0,45.0,7,10,22,588,1.4968204559991136,99.37551713990979
43,22,0,0,0,9.999999999999998,20,10.0,16.219307709841438,28,18.142857142857142,20.596156146438606,31,24.387096774193548,25.02660262575472,12,24.0,43.0,20,43.0,8,1.207,42396,6,10,1.0,222.1930770984144,False,0.14831284378931867,10,5.0070000000000014,25693.0,439,0,0.0,4389.999999999999,False,-0.24661641948294027,0,0.2,45809,362,186,1.0,9702.27443420018,False,0.010877725573183502,10,2.2710000000000004,39880,287,0,0.0,4654.9413127244925,False,-0.15778767521974965,0,0.659,66894,68,42,1.0,2451.6559282395237,False,0.011550413770303209,0,0.2,67498,0,9,0.0,225.23942363179248,False,0.003988888239373696,2,2.4070000000000005,96249,0,7,0.7,301.0,False,-0.010089133515434064,3,1.7600000000000002,97939,2,10,1.0,480.05320525150944,False,0.008184537210426564,0.5875,482358,0.0,0.0,19,0,0,4,8,7.166666666666667,16,20,25,129.0,72.0,8,14,25,1813,1.7401716770255007,101.11568881693529
44,25,0,0,0,9.999999999999998,20,10.0,16.074793016437344,5,9.0,21.551065249515837,23,26.434782608695652,25.8796964240179,24,30.833333333333332,43.0,20,43.0,0,1.1990000000000003,42316,4,20,1.0,361.49586032874686,False,0.14803328011898254,5,5.0470000000000015,25523.0,451,0,0.0,4509.999999999999,False,-0.24958802712267336,0,0.2,46322,357,178,1.0,9574.79072128195,False,0.019842269991838326,5,2.3110000000000004,39810,287,0,0.0,4613.465595717517,False,-0.15959826802636423,0,0.659,67026,81,28,1.0,2470.267785083284,False,0.013648746585216281,0,0.2,67498,0,9,0.0,232.91726781616111,False,0.004045894596360149,2,2.4250000000000003,96052,8,10,1.0,637.0375713921433,False,-0.010386736915486751,1,1.7670000000000001,98103,0,8,0.8,344.0,False,0.009170072497997577,0.6,482650,0.0,0.0,18,0,0,13,4,3.1666666666666665,17,30,24,198.0,57.0,16,9,24,2143,2.1659616339602508,103.28165045089554
45,24,0,0,0,10.0,20,10.0,15.763276771638617,21,12.428571428571429,21.112083468665514,5,10.0,25.8796964240179,0,,43.00000000000001,20,43.0,0,1.1990000000000003,42186,7,30,1.0,542.8983031491584,False,0.1469716387490768,21,5.252000000000001,25205.0,458,0,0.0,4580.0,False,-0.25723316314125944,0,0.2,46061,368,188,1.0,9769.957544072127,False,0.0165814381330153,5,2.3560000000000008,39740,287,0,0.0,4524.060433460283,False,-0.16188705543789003,0,0.659,66976,76,38,1.0,2587.9468077312595,False,0.013780009561130225,0,0.2,67498,0,9,0.0,232.91726781616111,False,0.004045894596360149,0,2.4230000000000005,96439,0,9,0.8,387.00000000000006,False,-0.007696494218644103,3,1.7960000000000005,98423,0,0,0.0,0.0,False,0.010689860549177466,0.475,482528,0.0,0.0,14,0,0,11,5,4.75,19,30,32,227.0,90.0,14,10,32,888,2.0554312039748766,105.33708165487042
46,32,0,0,0,10.0,20,10.0,15.51483648790497,31,13.741935483870968,21.18651545218531,1,30.0,25.829114786702167,15,25.333333333333332,42.99999999999999,20,43.0,0,1.199,42056,10,40,1.0,720.5934595161988,False,0.14585992192122804,31,5.541,24782.0,465,0,0.0,4650.0,False,-0.26771483372504523,0,0.2,45665,389,197,1.0,10209.014937875541,False,0.013060111123172154,0,2.3510000000000004,39740,287,0,0.0,4452.758072028727,False,-0.16259844286113218,0,0.659,67326,67,33,1.0,2271.8573232575873,False,0.016630463330890098,0,0.2,67498,0,9,0.0,232.46203308031951,False,0.004042514575453027,0,2.4230000000000005,96580,0,12,1.0,515.9999999999999,False,-0.005586247971904459,13,1.9230000000000005,97958,0,5,0.5,214.99999999999997,False,0.0070187508985233415,0.5625,481605,0.0,0.0,13,0,0,13,8,8.0,19,32,28,246.0,60.0,17,15,28,911,2.310728169977665,107.64780982484808
47,28,0,0,0,10.0,20,10.0,16.368916712372194,41,21.097560975609756,20.446124672930054,8,10.5,26.82526806919689,53,29.566037735849058,43.0,20,43.0,0,1.1990000000000003,42701,13,19,1.0,441.0094175350717,False,0.1595079209219422,10,5.610000000000001,24592.0,472,0,0.0,4720.0,False,-0.27190209903557827,0,0.2,45619,389,203,1.0,10518.071909717584,False,0.015225699987205325,4,2.391000000000001,38909,318,0,0.0,5205.315514534358,False,-0.17167199925636673,20,0.8590000000000002,68057,65,10,1.0,1597.2507844324223,False,0.02247669199335057,0,0.2,67498,0,9,0.0,241.427412622772,False,0.00410908060811071,0,2.423000000000001,95316,41,17,1.0,1830.8359908370726,False,-0.011815140422064259,10,2.0100000000000002,97923,0,2,0.2,86.0,False,0.005997001499250375,0.525,480615,0.0,0.0,15,0,0,18,9,8.352941176470589,13,31,24,195.0,54.0,15,13,24,1449,2.5439784550108016,110.19178827985888
48,24,0,0,0,10.0,20,10.0,16.364634219250764,33,16.333333333333332,20.446124672930054,0,,26.82526806919689,0,,43.0,20,43.0,0,1.1990000000000003,43005,14,11,1.0,320.0109764117584,False,0.16608600070794163,15,5.750000000000001,24282.0,481,0,0.0,4810.0,False,-0.27906097198584434,0,0.2,45080,412,213,1.0,11097.253853665417,False,0.010248965915049561,0,2.3870000000000005,38909,318,0,0.0,5203.953681721743,False,-0.17168558633421385,0,0.8390000000000002,68057,55,20,1.0,1661.042218395091,False,0.02295032979711845,0,0.2,67498,0,9,0.0,241.427412622772,False,0.00410908060811071,0,2.4230000000000005,95875,31,14,1.0,1433.5833101451035,False,-0.008114521625428216,5,2.0500000000000003,97954,0,0,0.0,0.0,False,0.0058737754410466,0.5,480660,0.0,0.0,11,0,0,11,6,5.333333333333334,17,28,25,204.0,107.0,13,11,25,1173,2.148049790994264,112.33983807085315
49,25,0,0,0,10.0,20,10.0,16.364634219250764,0,,19.65783629667335,9,10.555555555555555,26.82526806919689,0,,43.0,20,43.0,0,1.1990000000000003,42925,12,21,1.0,463.65731860426604,False,0.16586510682394934,0,5.735000000000001,24162.0,493,0,0.0,4930.0,False,-0.2806818488802442,0,0.2,45080,402,223,1.0,10962.280450296963,False,0.008902329145934017,9,2.4770000000000008,38768,318,0,0.0,5203.953681721743,False,-0.17449911521778166,0,0.8390000000000002,67962,54,30,1.0,1866.2812020962674,False,0.023063476003803415,0,0.2,67498,0,9,0.0,241.427412622772,False,0.00410908060811071,0,2.423000000000001,96348,21,13,1.0,1122.3306294531349,False,-0.004855462870689033,9,2.1350000000000002,97825,0,0,0.0,0.0,False,0.00454909531535602,0.5,480568,0.0,0.0,12,0,0,10,5,5.0,20,30,28,243.0,57.0,16,9,28,673,2.2644011629745364,114.60423923382768
50,28,0,0,0,10.0,20,10.0,16.058353107287868,10,8.5,19.95437211773584,3,30.0,26.146465364441028,10,14.0,43.0,20,43.0,0,1.199,42850,14,26,1.0,557.5171807894845,False,0.16510680472201258,5,5.785000000000001,24027.0,501,0,0.0,5010.0,False,-0.2832482372963773,0,0.2,45085,402,230,1.0,11044.963536208965,False,0.009827033185762358,0,2.4680000000000004,38768,318,0,0.0,5106.556288117542,False,-0.17547085415426975,0,0.8390000000000002,68042,46,30,1.0,1702.2950783490794,False,0.02303387988438914,0,0.2,67468,0,10,0.1,261.4646536444103,False,0.003812365638415994,0,2.4230000000000005,96767,21,10,1.0,979.0757726532615,False,-0.0012883501434901952,7,2.1960000000000006,97737,0,0,0.0,0.0,False,0.003645437555195005,0.5125,480744,0.0,0.0,18,0,0,8,4,4.0,22,30,31,228.0,66.0,16,12,31,1034,2.1921990839764476,116.79643831780413
51,31,0,0,0,10.000000000000002,20,10.0,16.32082956261149,26,18.653846153846153,19.452471893186107,5,10.0,26.146465364441028,0,,43.0,20,43.0,0,1.1990000000000003,43130,16,20,1.0,486.41659125222986,False,0.17171051937288584,10,5.880000000000002,23822.0,509,0,0.0,5090.000000000001,False,-0.287705648755977,0,0.2,44600,418,240,1.0,11490.700011536268,False,0.004596428330203285,5,2.5180000000000002,38698,318,0,0.0,5190.023800910454,False,-0.17603488176284096,0,0.8390000000000002,67992,41,40,1.0,1843.4099621982716,False,0.023339149135741886,0,0.2,67468,0,10,0.0,261.4646536444103,False,0.003812365638415994,0,2.423000000000001,97154,11,11,1.0,760.6111190088513,False,0.0015640011450209273,11,2.299000000000001,97557,0,0,0.0,0.0,False,0.001797046682138383,0.5,480421,0.0,0.0,12,0,0,2,7,7.0,25,27,30,216.0,87.0,12,19,30,987,1.9541155570186675,118.7505538748228
