index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
24,20,0,0,0,10.000000000000002,20,10.0,22.73295942396002,9,17.0,11.779679436440519,17,10.941176470588236,26.038585058129566,19,15.210526315789474,55.0,12,55.0,0,0.659,63082,20,20,1.0,654.6591884792003,False,0.09755992581724335,9,4.268000000000001,47159,231,0,0.0,2310.0000000000005,False,-0.1637270005019646,0,0.5960000000000001,87642,51,25,1.0,1453.872916532974,False,-0.01316683277944247,17,5.545000000000001,52509.0,468,0,0.0,10639.025010413288,False,-0.354217709996799,13,3.3990000000000005,85917,278,0,0.0,3274.750883330464,False,-0.16216710422230182,6,3.8960000000000012,88237,545,0,0.0,6419.925292860083,False,-0.12491782235165177,0,0.2,148023,0,12,0.0,660.0,False,0.0012283105331002693,12,2.2730000000000006,123260,752,0,0.0,19581.015963713435,False,-0.10204758028320857,0.25,695829,0.0,0.0,8,0,0,6,15,15.0,31,37,17,232.0,23.0,16,4,17,200,2.188536777975969,140.55924529285403
25,17,0,0,0,10.000000000000002,20,10.0,22.593013092294772,48,21.8125,11.621605641250767,23,9.478260869565217,26.12939050095808,19,27.31578947368421,55.00000000000001,8,55.0,0,0.659,63453,21,11,1.0,458.5231440152425,False,0.10228413916548597,29,4.549,46670,240,0,0.0,2400.0000000000005,False,-0.17141225139771174,0,0.5960000000000001,87842,41,25,1.0,1216.8536778153548,False,-0.012256813788050262,13,5.658000000000002,50983.0,516,0,0.0,11657.994755624102,False,-0.3655693328961892,8,3.466000000000001,85570,283,0,0.0,3288.914396473967,False,-0.16541987925247623,11,4.000000000000001,87969,563,0,0.0,6542.963976024182,False,-0.1268936949118947,0,0.2,148023,0,12,0.0,660.0000000000001,False,0.0012283105331002693,8,2.3410000000000006,122612,771,0,0.0,20145.76007623868,False,-0.10451518827490312,0.25,693122,0.0,0.0,17,0,0,6,12,12.0,24,30,16,162.0,37.0,12,5,16,881,3.9737723449943587,144.5330176378484
26,16,0,0,0,10.000000000000002,20,10.0,23.24477130394456,36,28.38888888888889,10.91553838293557,38,5.315789473684211,26.089435472159835,18,25.555555555555557,55.0,8,55.0,10,0.7590000000000001,63853,21,10,1.0,442.4477130394456,False,0.10906866280995839,15,4.670000000000001,46387,250,0,0.0,2500.0000000000005,False,-0.1754452772056151,0,0.5960000000000001,87552,41,35,1.0,1335.079466864472,False,-0.01483517517496501,38,6.025000000000001,48628.0,542,0,0.0,12598.666046737952,False,-0.38661574771777174,9,3.548000000000001,85266,287,0,0.0,3132.759515902508,False,-0.1690760877125457,9,4.079000000000001,87696,597,0,0.0,6516.576414612535,False,-0.12963236517060828,0,0.2,148023,0,12,0.0,660.0,False,0.0012283105331002693,8,2.4130000000000007,122011,789,0,0.0,20584.56458753411,False,-0.10709057579575587,0.25,689416,0.0,0.0,9,0,0,6,16,15.166666666666666,26,32,18,192.0,13.0,14,2,18,446,2.1905035930103622,146.72352123085875
27,18,0,0,0,10.000000000000002,20,10.0,23.648148720984103,12,33.333333333333336,11.389475511692552,34,15.647058823529411,26.270077985450058,11,30.09090909090909,54.99999999999999,14,55.0,2,0.7690000000000001,64063,25,10,1.0,486.4814872098411,False,0.11308467179486816,0,4.655000000000001,46327,256,0,0.0,2560.0000000000005,False,-0.1759645509147872,0,0.5960000000000001,87637,41,22,1.0,1220.1425588175844,False,-0.014527725025586406,11,6.097000000000002,48259.0,544,0,0.0,12864.592904215353,False,-0.38925161419453613,0,3.5390000000000006,85016,297,0,0.0,3382.674226972688,False,-0.17027265659193366,11,4.180000000000001,87216,621,0,0.0,7072.864292761075,False,-0.13156398363287874,0,0.2,148023,0,12,0.0,659.9999999999999,False,0.0012283105331002693,14,2.545000000000001,121330,800,0,0.0,21016.062388360046,False,-0.11023053637904842,0.25,687871,0.0,0.0,13,0,0,11,11,11.0,24,35,22,220.0,28.0,15,3,22,925,2.380489898030646,149.1040111288894
28,22,0,0,0,10.000000000000002,20,10.0,24.199088405148068,16,33.5,10.99703657444765,38,7.842105263157895,26.07838470705526,26,24.46153846153846,55.0,9,55.0,5,0.8170000000000002,64333,28,10,1.0,521.9908840514807,False,0.11806545344755755,1,4.665000000000001,46243,263,0,0.0,2630.0000000000005,False,-0.17681269797310162,0,0.5960000000000001,87696,37,17,1.0,1082.3158927560885,False,-0.014638429151091583,23,6.316000000000002,46910.0,554,0,0.0,13406.294976452029,False,-0.401291514179814,10,3.6390000000000007,84760,297,0,0.0,3266.119862610952,False,-0.17328006496296236,16,4.329000000000001,86494,659,0,0.0,7247.047102561001,False,-0.13763960582883902,0,0.2,148023,0,12,0.0,660.0,False,0.0012283105331002693,9,2.621000000000001,120520,826,0,0.0,21540.745768027646,False,-0.11392665984562542,0.25,684979,0.0,0.0,12,0,0,12,15,15.0,28,40,16,253.0,11.0,20,2,16,795,2.228180574020371,151.33219170290977
29,16,0,0,0,10.000000000000002,20,10.0,24.47232380656682,31,26.741935483870968,10.653542794718339,11,1.0,26.829905930743283,23,34.04347826086956,55.0,10,55.0,8,0.8920000000000001,64646,28,10,1.0,524.7232380656683,False,0.12350685647331508,13,4.7940000000000005,46026,273,0,0.0,2730.0000000000005,False,-0.17970332162082633,0,0.5960000000000001,87696,27,27,1.0,948.3983982346992,False,-0.01538617055526247,11,6.403000000000002,45718.0,585,0,0.0,14316.30942684159,False,-0.4095216563918703,1,3.6390000000000007,84745,297,0,0.0,3164.1022100313467,False,-0.17391172232786598,22,4.533,85980,670,0,0.0,7137.873672461287,False,-0.14308057495879808,0,0.2,148023,0,12,0.0,660.0,False,0.0012283105331002693,10,2.7120000000000006,119530,849,0,0.0,22778.590135201048,False,-0.11643104880441836,0.25,682364,0.0,0.0,11,0,0,9,13,12.5,23,32,13,177.0,30.0,13,3,13,263,1.9281753129907884,153.26036701590056
30,13,0,0,0,10.000000000000002,20,10.0,24.046525531274355,12,14.833333333333334,11.071923154305544,48,13.583333333333334,27.57531134019355,46,31.130434782608695,55.0,9,55.0,0,0.8840000000000001,64621,30,17,1.0,708.7909340316642,False,0.1246671536360555,9,4.871,45795,281,0,0.0,2810.0000000000005,False,-0.18300936423588873,0,0.5960000000000001,88120,27,24,1.0,914.9823450477406,False,-0.010837861565597628,35,6.742000000000002,43964.0,587,0,0.0,14115.310486858047,False,-0.43023121405917475,11,3.748000000000001,83936,311,0,0.0,3443.3681009890242,False,-0.18031708739156072,35,4.861,84657,704,0,0.0,7794.633900631103,False,-0.15259837752446817,0,0.2,148023,0,12,0.0,660.0,False,0.0012283105331002693,9,2.7920000000000007,117916,895,0,0.0,24679.903649473228,False,-0.12090792513557574,0.25,677032,0.0,0.0,13,0,0,11,19,19.0,20,31,18,145.0,3.0,12,1,18,813,1.887347259966191,155.14771427586675
31,18,0,0,0,10.000000000000002,20,10.0,23.57752694985927,15,15.933333333333334,11.464018874673174,31,15.290322580645162,26.955242886899896,20,19.55,55.0,8,55.0,0,0.8840000000000001,64660,30,22,1.0,818.7055928969039,False,0.12629347266800153,10,4.962000000000001,45545,291,0,0.0,2910.0000000000005,False,-0.18647118896370277,0,0.5960000000000001,88291,32,24,1.0,1029.6173153876528,False,-0.00828819563034549,21,6.917000000000002,43117.0,587,0,0.0,13840.00831956739,False,-0.4412270049606502,15,3.887000000000001,83339,314,0,0.0,3599.7019266473767,False,-0.18528194980599533,5,4.876000000000001,84161,732,0,0.0,8391.661816260763,False,-0.1544881780257568,0,0.2,148023,0,12,0.0,660.0,False,0.0012283105331002693,8,2.863000000000001,117379,915,0,0.0,24664.047241513406,False,-0.12458562322750938,0.25,674515,0.0,0.0,11,0,0,13,15,15.0,23,36,10,232.0,0.0,18,0,10,749,2.069480375968851,157.2171946518356
32,10,0,0,0,10.000000000000002,20,10.0,22.89503262614776,63,20.365079365079364,10.890826116001955,27,4.518518518518518,27.34665752304681,11,35.63636363636363,55.00000000000001,14,55.0,5,0.9340000000000002,65050,29,10,1.0,518.9503262614776,False,0.13044978040141134,36,5.312000000000001,44929,302,0,0.0,3020.0000000000005,False,-0.19618160732522114,0,0.5960000000000001,88291,22,34,1.0,873.9788057193173,False,-0.009157218443073425,27,7.166,40681.0,650,0,0.0,14881.771206996043,False,-0.46261350780030797,0,3.872000000000001,83313,315,0,0.0,3430.6102265406157,False,-0.18633979470751177,11,4.981000000000002,83921,758,0,0.0,8255.246195929481,False,-0.15743750683759258,0,0.2,148023,0,12,0.0,660.0000000000001,False,0.0012283105331002693,14,2.9950000000000006,116617,926,0,0.0,25323.004866341347,False,-0.12750469097751463,0.25,670825,0.0,0.0,11,0,0,9,18,17.045454545454547,20,29,7,140.0,0.0,10,0,7,239,1.7100945399724878,158.9272891918081
33,7,0,0,0,10.000000000000002,20,10.0,24.073954038146198,32,33.90625,10.999527968504037,15,13.133333333333333,27.26594010459611,14,26.0,55.00000000000001,7,55.0,13,1.0590000000000002,65561,30,10,1.0,540.739540381462,False,0.13948331868157682,9,5.366000000000001,44744,311,0,0.0,3110.0000000000005,False,-0.19860488463469095,0,0.5960000000000001,88457,13,33,1.0,675.9458254565338,False,-0.008409200510025208,4,7.179000000000001,39487.0,681,0,0.0,16394.362699977562,False,-0.4675014366597939,12,3.992000000000001,82961,316,0,0.0,3475.8508380472754,False,-0.18949172334213416,2,4.990000000000001,83731,772,0,0.0,8491.635591685117,False,-0.15812463233995305,0,0.2,148023,0,12,0.0,660.0000000000001,False,0.0012283105331002693,7,3.051000000000001,116141,940,0,0.0,25629.983698320342,False,-0.12968130167738512,0.25,669105,0.0,0.0,14,0,0,7,14,14.0,18,25,14,111.0,0.0,7,0,14,777,1.5520789949805476,160.47936818678863
34,14,0,0,0,10.000000000000002,20,10.0,24.073954038146198,0,,10.560736610484414,61,8.557377049180328,27.078798951998355,17,24.764705882352942,55.00000000000001,12,55.0,0,1.046,65461,30,20,1.0,781.479080762924,False,0.13983590155230746,0,5.357,44644,321,0,0.0,3210.0000000000005,False,-0.19947034081664444,0,0.5960000000000001,88768,3,24,1.0,325.6795407660645,False,-0.00689194878296526,42,7.5950000000000015,37320.0,681,0,0.0,16394.362699977562,False,-0.49170074876056663,6,4.040000000000001,82594,324,0,0.0,3421.67866179695,False,-0.19326284599287585,11,5.098000000000002,83195,825,0,0.0,8712.60770364964,False,-0.16219649714524434,0,0.2,148023,0,12,0.0,660.0000000000001,False,0.0012283105331002693,12,3.1640000000000006,115443,957,0,0.0,25914.410597062426,False,-0.13343228230536866,0.25,665448,0.0,0.0,13,0,0,9,15,15.0,21,30,19,178.0,14.0,13,1,19,511,1.7644414730020799,162.2438096597907
35,19,0,0,0,10.0,20,10.0,23.809632746982064,52,22.442307692307693,10.560736610484414,0,,26.828174153310243,16,23.625,55.00000000000001,13,55.0,9,1.1360000000000001,66020,31,10,1.0,548.0963274698206,False,0.14749187620055934,23,5.587000000000001,44086,330,0,0.0,3300.0,False,-0.20834992124348745,0,0.5960000000000001,88233,25,34,1.0,954.3058634310216,False,-0.009356401798861982,0,7.553000000000001,36688.0,701,0,0.0,16690.552555634426,False,-0.4971046111826371,11,4.144,82263,324,0,0.0,3421.67866179695,False,-0.19643027979733704,5,5.137000000000001,83145,825,0,0.0,8712.60770364964,False,-0.16267496146615992,0,0.2,148023,0,12,0.0,660.0000000000001,False,0.0012283105331002693,13,3.2820000000000005,114741,973,0,0.0,26103.813451170867,False,-0.13753091545858884,0.25,663199,0.0,0.0,13,0,0,12,14,13.9,24,36,15,249.0,32.0,17,2,15,774,2.0093071489827707,164.25311680877348
36,15,0,0,0,10.0,20,10.0,24.506722847467355,17,36.35294117647059,10.346612534621261,7,1.0,26.89191301070702,6,29.0,55.00000000000001,6,55.0,4,1.167,66358,36,10,1.0,605.0672284746736,False,0.15383541817522617,3,5.594000000000001,43991,335,0,0.0,3350.0,False,-0.20956155989822237,0,0.5960000000000001,88203,18,44,1.0,896.371962777748,False,-0.010014897246293907,7,7.623000000000001,35869.0,715,0,0.0,17522.30683593916,False,-0.5016063628671821,2,4.1530000000000005,82226,331,0,0.0,3424.7287489596374,False,-0.19676974981598436,4,5.172000000000001,83085,825,0,0.0,8535.955341062541,False,-0.16409433717829236,0,0.2,148023,0,12,0.0,660.0000000000001,False,0.0012283105331002693,6,3.3290000000000006,114475,979,0,0.0,26327.182837482174,False,-0.13857238313339937,0.25,662230,0.0,0.0,9,0,0,10,8,7.285714285714286,24,34,16,197.0,13.0,14,1,16,200,1.8288125909748487,166.08192939974833
37,16,0,0,0,10.0,20,10.0,24.36402729426369,31,23.096774193548388,11.088813930840944,25,19.44,26.42977047193397,28,23.392857142857142,55.0,11,55.0,19,1.3530000000000002,66386,37,10,1.0,613.6402729426369,False,0.15439426958044963,2,5.611000000000001,43869,344,0,0.0,3440.0,False,-0.21089436241843076,0,0.5960000000000001,88389,25,36,1.0,1008.2979838668662,False,-0.00731284906493247,7,7.686000000000003,35205.0,729,0,0.0,17761.375897518228,False,-0.5076865150672364,10,4.251000000000001,81404,349,0,0.0,3869.9960618634896,False,-0.20250525802689212,18,5.348000000000001,82584,832,0,0.0,9225.893190459665,False,-0.16558744322800897,0,0.2,148023,0,12,0.0,660.0,False,0.0012283105331002693,11,3.4330000000000016,113572,1007,0,0.0,26614.77886523751,False,-0.14369620619001858,0.25,659432,0.0,0.0,12,0,0,14,18,17.333333333333332,20,34,8,192.0,14.0,15,1,8,570,2.194510591973085,168.27643999172142
38,8,0,0,0,10.0,20,10.0,23.41896675461871,49,18.102040816326532,10.968135741881799,23,9.521739130434783,24.802439395435513,38,16.63157894736842,55.00000000000001,10,55.0,0,1.3340000000000003,66382,41,12,1.0,691.0276010554246,False,0.15499478650109413,41,6.019000000000002,43205,350,0,0.0,3500.0,False,-0.22186834680560122,0,0.5960000000000001,88419,25,36,1.0,980.3270555732126,False,-0.007134011616266128,13,7.809000000000003,34001.0,768,0,0.0,17985.76646754717,False,-0.5198789114913389,37,4.611000000000001,79332,351,0,0.0,3849.8156454005116,False,-0.22242937557822162,1,5.340000000000001,82387,853,0,0.0,9355.819787825174,False,-0.16685094024064284,0,0.2,148023,0,12,0.0,660.0000000000001,False,0.0012283105331002693,10,3.5220000000000007,112743,1045,0,0.0,25918.54916823011,False,-0.15164050600917142,0.25,654492,0.0,0.0,11,0,0,4,19,19.0,18,22,13,83.0,3.0,7,1,13,466,1.8856466370052658,170.16208662872668
39,13,0,0,0,10.0,20,10.0,23.05087328048854,11,13.272727272727273,10.290859634473025,38,5.5,25.147785561153103,6,37.0,55.00000000000001,5,55.0,0,1.3340000000000003,66302,43,21,1.0,914.0683388902594,False,0.15554037646383492,10,6.078000000000001,42947,358,0,0.0,3580.0,False,-0.22564173575891852,0,0.5960000000000001,88517,16,37,1.0,749.5757789633185,False,-0.007328048761762931,29,8.086000000000002,32695.0,778,0,0.0,17933.579412220082,False,-0.5347546600023447,5,4.624000000000001,79297,351,0,0.0,3612.0917317000317,False,-0.22390172471220357,1,5.349000000000002,82171,891,0,0.0,9169.155934315464,False,-0.16981102604608825,0,0.2,148023,0,12,0.0,660.0000000000001,False,0.0012283105331002693,5,3.5620000000000007,112447,1051,0,0.0,26430.32262477191,False,-0.1519112288343471,0.25,652399,0.0,0.0,12,0,0,9,10,10.0,24,33,11,193.0,3.0,12,1,11,348,1.7617683930438943,171.92385502177058
40,11,0,0,0,9.999999999999998,20,10.0,22.999571485934794,1,9.0,9.734686272945224,28,4.25,25.619799622251126,29,28.724137931034484,55.000000000000014,12,55.0,0,1.3340000000000003,66192,44,31,1.0,1152.9867160639785,False,0.15570410672861013,1,6.078000000000001,42841,367,0,0.0,3669.9999999999995,False,-0.2266975923009018,0,0.5960000000000001,88508,7,47,1.0,618.5272552299691,False,-0.00816027574468457,28,8.337000000000002,31483.0,778,0,0.0,17893.66661605727,False,-0.5485121576358083,10,4.719000000000001,79047,360,0,0.0,3504.4870582602807,False,-0.2268088962868285,19,5.538000000000002,81600,910,0,0.0,8858.564508380154,False,-0.17676115774786766,0,0.2,148023,0,12,0.0,660.0000000000002,False,0.0012283105331002693,12,3.6770000000000014,111334,1080,0,0.0,27669.383592031216,False,-0.15524163435479538,0.25,649028,0.0,0.0,10,0,0,8,16,16.0,19,27,5,164.0,0.0,11,0,5,200,1.3211771739879623,173.24503219575854
41,5,0,0,0,9.999999999999998,20,10.0,24.096381958928493,17,40.0,9.60148651634655,39,8.666666666666666,25.961362423842484,40,27.65,55.00000000000001,9,55.0,0,1.3340000000000003,66802,41,24,1.0,988.3131670142839,False,0.16483749473814996,0,6.077000000000002,42711,380,0,0.0,3799.9999999999995,False,-0.22782268533744138,0,0.5960000000000001,88741,0,38,0.7,364.8564876211689,False,-0.006974714747279812,23,8.539000000000001,29892.0,795,0,0.0,19156.62365734815,False,-0.5592273213396829,13,4.839000000000001,78506,370,0,0.0,3552.550011048224,False,-0.23175591615846639,27,5.789000000000002,80545,939,0,0.0,9015.795838849412,False,-0.18610445910159035,0,0.2,148023,0,12,0.0,660.0000000000001,False,0.0012283105331002693,9,3.755000000000001,110050,1120,0,0.0,29076.725914703584,False,-0.15915824987783173,0.2125,645270,0.0,0.0,14,0,0,6,16,16.0,17,23,12,56.0,3.0,4,1,12,1113,1.1033453560085036,174.34837755176704
42,12,0,0,0,9.999999999999998,20,10.0,23.832894650049013,33,21.939393939393938,9.542407023243575,3,4.0,25.950791856228587,15,25.8,55.00000000000001,7,55.0,0,1.3340000000000003,67307,40,17,1.0,805.1592090508332,False,0.17199348492419314,16,6.237000000000001,42315,391,0,0.0,3909.999999999999,False,-0.2337250964983643,0,0.5960000000000001,88612,6,48,1.0,601.0329050159856,False,-0.007096568851253082,3,8.546000000000001,29207.0,812,0,0.0,19352.310455839797,False,-0.5657842137410116,10,4.926000000000001,78244,370,0,0.0,3530.690598600123,False,-0.23436765868938988,5,5.812000000000002,80468,942,0,0.0,8988.947415895447,False,-0.18696975428036364,0,0.2,148023,0,12,0.0,660.0000000000001,False,0.0012283105331002693,7,3.816000000000001,109544,1135,0,0.0,29454.148756819446,False,-0.1612996174797381,0.25,643720,0.0,0.0,11,0,0,7,11,11.0,24,31,11,151.0,3.0,11,1,11,795,1.5049377409741282,175.85331529274117
43,11,0,0,0,9.999999999999998,20,10.0,25.030271197595045,29,35.06896551724138,9.955197601726653,15,17.0,25.449361214934527,23,20.956521739130434,55.00000000000001,8,55.0,10,1.4340000000000002,67964,39,10,1.0,640.3027119759504,False,0.18193881840977588,2,6.241000000000001,42174,402,0,0.0,4019.999999999999,False,-0.23521368113132432,0,0.5960000000000001,88545,6,50,1.0,647.9415072719029,False,-0.007582852172734743,7,8.613000000000001,28264.0,831,0,0.0,20800.15536520148,False,-0.5682306954638771,18,5.096000000000001,77367,378,0,0.0,3763.064693452675,False,-0.24164809574332938,5,5.857000000000002,80367,949,0,0.0,9447.482524038593,False,-0.18574232531727647,0,0.2,148023,0,12,0.0,660.0000000000001,False,0.0012283105331002693,8,3.8890000000000007,108920,1158,0,0.0,29470.36028689418,False,-0.1654562624032564,0.25,641624,0.0,0.0,14,0,0,6,14,13.555555555555555,22,28,16,146.0,3.0,10,1,16,686,1.5985406740219332,177.4518559667631
44,16,0,0,0,9.999999999999998,20,10.0,26.708659839839914,38,37.526315789473685,9.50202557831043,13,1.0,25.4081821596941,11,24.636363636363637,55.00000000000001,13,55.0,26,1.6840000000000004,68456,39,10,1.0,657.086598398399,False,0.19060016442281338,2,6.259000000000001,42046,412,0,0.0,4119.999999999999,False,-0.23656379277517178,0,0.5960000000000001,88523,0,58,0.8,551.117483542005,False,-0.008369156856981676,13,8.736,26431.0,867,0,0.0,23156.408081141206,False,-0.5755437972866998,7,5.1480000000000015,77174,378,0,0.0,3591.765668601343,False,-0.24431457273805346,4,5.892000000000002,80310,962,0,0.0,9140.948606334634,False,-0.18775443007083842,0,0.2,148023,0,12,0.0,660.0000000000001,False,0.0012283105331002693,13,4.011,108323,1169,0,0.0,29702.1649446824,False,-0.1687031708475937,0.225,639286,0.0,0.0,9,0,0,9,13,12.444444444444445,22,31,17,180.0,11.0,14,2,17,200,1.6509500950342044,179.1028060617973
45,17,0,0,0,10.0,20,10.0,26.40672635444408,12,20.0,9.027385241785046,27,4.962962962962963,25.921687309606916,43,28.25581395348837,55.00000000000001,6,55.0,0,1.6580000000000004,68386,36,20,1.0,888.1345270888816,False,0.19138814435020574,12,6.377000000000002,41856,425,0,0.0,4250.0,False,-0.23872743323005557,0,0.5960000000000001,88571,0,54,0.0,487.4788030563925,False,-0.008188464270244005,23,8.953000000000001,25313.0,879,0,0.0,23211.512465556345,False,-0.5877210408632446,14,5.2810000000000015,76690,378,0,0.0,3412.3516213947473,False,-0.24980453956711063,29,6.178000000000001,79361,989,0,0.0,8928.08400412541,False,-0.1978541640552463,0,0.2,148023,0,12,0.0,660.0000000000001,False,0.0012283105331002693,6,4.058000000000001,107017,1212,0,0.0,31417.085019243583,False,-0.17173034865377304,0.125,635217,0.0,0.0,10,0,0,7,12,12.0,28,35,8,229.0,3.0,16,1,8,248,1.7115392810082994,180.8143453428056
46,8,0,0,0,10.0,20,10.0,26.192421540580675,23,23.956521739130434,9.735941345004568,29,15.413793103448276,26.348129224195585,10,35.5,55.00000000000001,10,55.0,0,1.6580000000000004,68756,37,14,1.0,736.6939015681294,False,0.19648186784110336,7,6.435000000000001,41655,434,0,0.0,4340.0,False,-0.2414276565177505,0,0.5960000000000001,88185,13,50,1.0,827.2985472777772,False,-0.010601584919385246,15,9.080000000000002,24993.0,879,0,0.0,23023.13853417041,False,-0.5923463475780005,5,5.317000000000001,76354,391,0,0.0,3806.7530658967858,False,-0.2511327496105455,5,6.199000000000001,79165,1005,0,0.0,9784.621051729591,False,-0.1956315200250256,0,0.2,148023,0,12,0.0,660.0000000000001,False,0.0012283105331002693,10,4.152000000000001,106452,1222,0,0.0,32197.413911967004,False,-0.1729103066323133,0.25,633583,0.0,0.0,12,0,0,7,12,12.0,17,24,8,68.0,6.0,6,2,8,845,1.412370431004092,182.2267157738097
47,8,0,0,0,10.0,20,10.0,26.12849884744054,1,11.0,10.032804501784726,5,24.0,26.413296040525573,2,33.0,55.000000000000014,9,55.0,0,1.6580000000000004,68636,39,24,1.0,1017.083972338573,False,0.1968314262054817,1,6.438000000000002,41561,442,0,0.0,4420.0,False,-0.2423623491942603,0,0.5960000000000001,88174,4,60,1.0,706.4822654968457,False,-0.01139901357095156,5,9.115,24943.0,879,0,0.0,22966.950486900234,False,-0.5932184387875763,0,5.312000000000002,76234,396,0,0.0,3972.9905827067514,False,-0.2514856767748311,2,6.214000000000002,79141,1005,0,0.0,10082.96852429365,False,-0.19443369669049265,0,0.2,148023,0,12,0.0,660.0000000000002,False,0.0012283105331002693,9,4.232000000000001,106209,1224,0,0.0,32329.8743536033,False,-0.17410331861969183,0.25,632921,0.0,0.0,7,0,0,4,9,9.0,19,23,14,92.0,15.0,7,1,14,200,2.564629403001163,184.79134517681086
48,14,0,0,0,10.0,20,10.0,23.80183704975167,42,11.952380952380953,10.235211491372693,1,54.0,25.481018429925708,11,9.909090909090908,55.000000000000014,7,55.0,0,1.6580000000000004,68777,40,13,1.0,709.4238816467716,False,0.19660934936429447,21,6.647000000000002,41177,451,0,0.0,4510.0,False,-0.2482301421079051,0,0.5960000000000001,87726,36,69,1.0,1563.0957266957757,False,-0.01161893215540389,0,9.110000000000001,24943.0,879,0,0.0,20921.814766731717,False,-0.6046376537346914,11,5.4220000000000015,75756,397,0,0.0,4063.3789620749594,False,-0.25562731953725343,0,6.2120000000000015,79141,1005,0,0.0,10286.387548829556,False,-0.1934604092361339,0,0.2,148023,0,12,0.0,660.0000000000002,False,0.0012283105331002693,7,4.293000000000001,105989,1235,0,0.0,31469.05776095825,False,-0.17849289752732236,0.25,631532,0.0,0.0,13,0,0,12,8,8.0,18,30,15,197.0,16.0,13,1,15,505,1.7118605030118488,186.5032056798227
49,15,0,0,0,10.0,20,10.0,23.80183704975167,0,,12.115744710621593,29,24.79310344827586,26.34540495760364,42,29.952380952380953,55.000000000000014,8,55.0,0,1.6580000000000004,68667,41,23,1.0,957.4422521442884,False,0.1968518360838478,0,6.626000000000001,41087,460,0,0.0,4600.0,False,-0.24900905267166323,0,0.5960000000000001,88285,26,66,1.0,1418.4869141945685,False,-0.00618390743403221,16,9.270000000000001,24559.0,879,0,0.0,20921.814766731717,False,-0.6089258567096322,14,5.551,75344,397,0,0.0,4809.9506501167725,False,-0.2559977863842605,28,6.492000000000001,77657,1034,0,0.0,12527.680030782727,False,-0.19693744542739908,0,0.2,148023,0,12,0.0,660.0000000000002,False,0.0012283105331002693,8,4.366000000000001,104593,1277,0,0.0,33643.082130859846,False,-0.18057824361427055,0.25,628215,0.0,0.0,10,0,0,10,10,10.0,20,30,17,182.0,32.0,13,2,17,759,1.8867837230209261,188.38998940284364
