index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,13,0,0,0,10.000000000000002,10,10.0,32.87808096796483,5,36.0,4.019018784116624,5,9.0,24.46919939830398,68,22.485294117647058,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,0.8480000000000001,28359,12,24,1.0,909.0739432311559,False,0.2704941563391497,1,4.215000000000001,12097,115,0,0.0,3780.9793113159553,False,-0.5842130241176547,4,4.155000000000001,7598.0,213,0,0.0,7003.031246176508,False,-0.6700598786276195,0,0.2,50146,5,86,1.0,2124.4462421747257,False,0.08207723609769599,68,8.755,-6637,645,0,0.0,2592.2671157552227,False,-1.1128574601073955,12,2.2100000000000004,42683,461,0,0.0,11280.300922618135,False,-0.22519320065884643,8,2.1700000000000004,46025,631,0,0.0,15440.064820329811,False,-0.13825948547067562,0.25,203543,0.0,0.0,5,0,0,10,25,25.0,20,30,12,148.0,8.0,11,2,12,280,0.7679101030225866,48.943210632074624
26,12,0,0,0,10.0,8,10.0,33.106087194660276,15,35.0,4.006539481587532,6,3.5,24.323842848658067,22,21.59090909090909,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,0.8480000000000001,28804,10,19,1.0,729.0156566985453,False,0.2861461188037071,3,4.244000000000001,11494,130,0,0.0,4303.791335305836,False,-0.5943671214395256,3,4.181000000000001,7511.0,213,0,0.0,7051.5965724626385,False,-0.6719241911289403,0,0.2,50125,1,96,1.0,2339.0954529527617,False,0.08390135505190566,22,8.907,-7945,645,0,0.0,2584.2179656239578,False,-1.1405817559206326,10,2.2980000000000005,42326,466,0,0.0,11334.91076747466,False,-0.23047948653576625,10,2.262000000000001,45509,648,0,0.0,15761.850165930427,False,-0.14395322788985992,0.25,201096,0.0,0.0,5,0,0,9,16,16.0,25,34,12,155.0,12.0,11,1,12,605,0.8340878629824147,49.77729849505704
27,12,0,0,0,10.0,13,10.0,33.106087194660276,0,,3.9423188238793303,10,2.5,24.68309411664894,9,40.333333333333336,51.0,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,0.8480000000000001,28674,13,29,1.0,1090.0765286451478,False,0.28837419041062545,5,4.291000000000001,11354,130,0,0.0,4303.791335305836,False,-0.5985287099773218,5,4.228000000000001,7366.0,213,0,0.0,7051.5965724626385,False,-0.6762344078288006,0,0.2,50265,1,103,1.0,2546.3010128387205,False,0.08904890766670955,6,8.945,-8646,645,0,0.0,2542.7956414021683,False,-1.1558321819647308,10,2.388000000000001,41933,472,0,0.0,11650.4204230583,False,-0.2342513755206332,10,2.3520000000000003,45145,651,0,0.0,16068.694269938462,False,-0.1473296059682973,0.25,199363,0.0,0.0,7,0,0,11,14,14.0,23,34,12,166.0,12.0,11,1,12,295,0.8259723880328238,50.60327088308986
28,12,0,0,0,10.0,8,10.0,33.42246442579515,29,34.793103448275865,3.887610881231953,4,1.0,25.238342588400805,15,38.6,51.0,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,0.8480000000000001,29603,11,10,1.0,444.22464425795147,False,0.3150982107733575,4,4.326000000000001,10723,145,0,0.0,4846.257341740296,False,-0.609223011477954,0,4.223000000000001,6868.0,227,0,0.0,7586.8994246554985,False,-0.6830816648634777,0,0.2,50700,0,100,0.5,2523.8342588400806,False,0.09800348933775764,7,9.009,-9505,645,0,0.0,2507.50901839461,False,-1.174356467982476,10,2.4780000000000006,41346,479,0,0.0,12089.166099843986,False,-0.24014585925599674,10,2.4420000000000006,44764,659,0,0.0,16632.067765756132,False,-0.14892198109802998,0.1875,197771,0.0,0.0,14,0,0,12,13,13.0,22,34,12,146.0,29.0,10,2,12,1528,1.3716984179918654,51.97496930108173
29,12,0,0,0,10.0,9,10.0,33.47685319381594,3,36.0,3.798829768156413,9,1.8888888888888888,25.64671347910265,9,41.0,51.0,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,0.8480000000000001,29621,10,17,1.0,669.106504294871,False,0.320849828129434,3,4.352000000000001,10633,145,0,0.0,4854.143713103312,False,-0.6117811047070046,6,4.283000000000001,6576.0,230,0,0.0,7699.676234577666,False,-0.690085368529805,0,0.2,50848,0,106,0.9,2718.551628784881,False,0.1031881458539524,6,9.062000000000001,-10325,645,0,0.0,2450.2452004608863,False,-1.192288847091741,10,2.568000000000001,40948,485,0,0.0,12438.656037364786,False,-0.24372549995699092,10,2.5320000000000005,44398,662,0,0.0,16978.124323165954,False,-0.15201606334044745,0.2375,195971,0.0,0.0,7,0,0,9,15,15.0,24,33,16,110.0,35.0,9,3,16,363,0.7670860379585065,52.742055339040235
30,16,0,0,0,10.0,9,10.0,33.156191228316075,13,30.0,3.7047199648352227,13,2.3846153846153846,26.471375211251715,11,49.90909090909091,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,0.8480000000000001,29921,9,14,1.0,554.1866771964251,False,0.33154430700640297,8,4.429000000000001,10391,145,0,0.0,4807.6477281058305,False,-0.6196657690302632,5,4.327000000000001,6028.0,243,0,0.0,8056.954468480806,False,-0.7010648543669806,0,0.2,51198,3,110,1.0,2922.965433132194,False,0.11274369699446575,5,9.105999999999998,-11215,645,0,0.0,2389.5443773187185,False,-1.2117367046602283,12,2.678000000000001,40301,493,0,0.0,13050.387979147095,False,-0.2491951964216658,8,2.6020000000000003,44090,665,0,0.0,17603.464515482392,False,-0.15194118365602235,0.25,193986,0.0,0.0,9,0,0,13,17,17.0,24,37,10,205.0,26.0,14,2,10,861,0.8757449790136889,53.61780031805392
31,10,0,0,0,10.0,10,10.0,33.14066746760456,14,33.0,3.7047199648352227,0,,26.661815539105092,28,28.642857142857142,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,0.8480000000000001,30283,9,10,1.0,421.40667467604555,False,0.3445788322826413,0,4.421000000000001,10391,145,0,0.0,4805.396782802661,False,-0.6196992244165949,0,4.322000000000002,5566.0,257,0,0.0,8517.151539174372,False,-0.7079582720612589,0,0.2,51421,0,109,0.3,2906.137893762455,False,0.11727810301076044,24,9.341000000000001,-12970,645,0,0.0,2389.5443773187185,False,-1.2488214819402552,11,2.7760000000000007,39849,500,0,0.0,13330.907769552547,False,-0.254193594715619,9,2.6840000000000006,43361,686,0,0.0,18290.005459826094,False,-0.158125918260758,0.1625,191173,0.0,0.0,8,0,0,10,14,14.0,26,36,8,135.0,0.0,10,0,8,785,0.762121538980864,54.37992185703479
32,8,0,0,0,10.0,13,10.0,33.034577096979895,13,32.0,3.7047199648352227,0,,26.701746479774073,15,27.466666666666665,51.000000000000014,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,3,0.8780000000000001,30503,12,10,1.0,450.34577096979893,False,0.35491745162859467,0,4.421000000000001,10391,145,0,0.0,4790.0136790620845,False,-0.6199278606601752,0,4.322000000000001,5150.0,270,0,0.0,8919.335816184572,False,-0.7143465441546838,0,0.2,51421,0,109,0.0,2910.490366295374,False,0.11732408890093159,15,9.467000000000002,-14359,645,0,0.0,2389.5443773187185,False,-1.2781723398559006,9,2.855000000000001,39410,508,0,0.0,13564.487211725229,False,-0.25935987035238245,11,2.7850000000000006,43000,693,0,0.0,18504.310310483434,False,-0.1621960756278586,0.125,188788,0.0,0.0,9,0,0,8,12,11.23076923076923,24,32,8,116.0,0.0,8,0,8,130,0.7207614739891142,55.1006833310239
33,8,0,0,0,10.0,12,10.0,32.85739621779981,12,31.0,3.711288341756963,4,4.0,26.691580183831967,4,26.0,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,2,0.8950000000000002,30710,14,10,1.0,468.5739621779981,False,0.3644467119841704,0,4.421000000000001,10055,156,0,0.0,5125.753809976771,False,-0.6249256292919835,4,4.362000000000002,5006.0,271,0,0.0,8904.354375023748,False,-0.7188497016286117,0,0.2,51405,0,113,0.4,3016.1485607730124,False,0.11810232187445074,4,9.492,-15579,645,0,0.0,2393.780980433241,False,-1.3039073093944589,9,2.936000000000001,39134,512,0,0.0,13666.089054121967,False,-0.262970681646662,11,2.8840000000000003,42769,693,0,0.0,18497.265067395554,False,-0.165956379333989,0.175,186772,0.0,0.0,8,0,0,10,16,16.0,21,31,10,124.0,0.0,8,0,10,420,0.7374761860119179,55.83815951703582
34,10,0,0,0,10.0,10,10.0,33.13465022724423,12,36.0,3.6117006075651945,10,2.0,27.100400631918045,24,31.333333333333332,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,2,0.913,30998,14,10,1.0,471.3465022724423,False,0.377206810315103,1,4.431000000000001,9595,168,0,0.0,5566.62123817703,False,-0.6320468886451498,9,4.448000000000001,4716.0,271,0,0.0,8979.490211583186,False,-0.7263534048990341,0,0.2,51777,0,117,1.0,3170.7468739344113,False,0.12759642965445023,18,9.668000000000001,-17409,645,0,0.0,2329.5468918795505,False,-1.3432555691416665,6,2.9870000000000005,38662,518,0,0.0,14038.007527333548,False,-0.26755702020801087,14,3.013000000000001,42061,711,0,0.0,19268.38484929373,False,-0.17112634003580582,0.25,183672,0.0,0.0,8,0,0,7,17,16.166666666666668,26,33,12,122.0,12.0,9,1,12,492,0.816050116030965,56.654209633066785
35,12,0,0,0,10.0,9,10.0,33.171914461169955,20,33.4,3.6117006075651945,0,,27.228552977105906,20,28.8,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,10,1.0110000000000001,31336,13,10,1.0,461.71914461169956,False,0.3918982129858393,0,4.430000000000001,9425,173,0,0.0,5738.741201782402,False,-0.6345420587708094,0,4.439000000000001,4218.0,286,0,0.0,9487.167535894607,False,-0.7336112550772181,0,0.2,52193,0,105,0.0,2858.9980625961202,False,0.13309312465763795,8,9.73,-18993,645,0,0.0,2329.5468918795505,False,-1.3767269578662038,8,3.061000000000001,38372,520,0,0.0,14158.847548095071,False,-0.2712380744284323,12,3.1190000000000007,41359,729,0,0.0,19849.615120310205,False,-0.17772242880715908,0.125,181182,0.0,0.0,10,0,0,9,17,16.357142857142858,26,35,10,168.0,0.0,12,0,10,542,0.8619715790264308,57.516181212093215
36,10,0,0,0,10.0,11,10.0,33.34248543704359,15,34.8,3.562002376235141,3,1.0,27.293677207874378,39,27.692307692307693,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,5,1.0510000000000002,31632,14,10,1.0,473.4248543704359,False,0.4052080086064297,3,4.460000000000001,8918,185,0,0.0,6168.359805853064,False,-0.6432276120529553,0,4.439000000000001,4113.0,289,0,0.0,9635.978291305599,False,-0.734520699573354,0,0.2,52355,0,105,0.3,2865.8361068268096,False,0.13658858197560236,36,10.081999999999999,-22146,645,0,0.0,2297.491532671666,False,-1.4436914511381997,7,3.1230000000000007,37731,536,0,0.0,14629.410983420667,False,-0.27774330599489594,13,3.2370000000000005,40495,752,0,0.0,20524.845260321534,False,-0.18616241293354333,0.1625,176370,0.0,0.0,10,0,0,8,21,20.4,24,32,10,142.0,0.0,10,0,10,527,0.7954288139590062,58.31161002605222
37,10,0,0,0,10.0,11,10.0,33.427888888822814,7,35.0,3.562002376235141,0,,27.846390268121255,14,37.714285714285715,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,1.046,31767,15,13,1.0,584.5625555546966,False,0.4136108857435225,0,4.457000000000001,8673,192,0,0.0,6418.15466665398,False,-0.6467977368887076,0,4.439000000000001,4113.0,289,0,0.0,9660.659888869794,False,-0.7341538615250767,0,0.2,52739,0,99,0.0,2756.7926365440044,False,0.1435507632125772,8,10.126,-24125,645,0,0.0,2297.491532671666,False,-1.4855095561166463,9,3.2060000000000004,37344,539,0,0.0,15009.204354517356,False,-0.2809036336381049,11,3.334000000000001,39956,763,0,0.0,21246.795774576516,False,-0.18901683736390043,0.125,173739,0.0,0.0,10,0,0,10,13,13.0,24,34,10,124.0,4.0,9,1,10,739,0.7653421600116417,59.07695218606386
38,10,0,0,0,10.0,10,10.0,33.378375715671616,16,33.0,3.54287209725162,5,3.0,28.37172514891956,14,37.285714285714285,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,3,1.076,32129,15,10,1.0,483.78375715671615,False,0.4273509360456086,0,4.457000000000001,8145,208,0,0.0,6942.7021488596965,False,-0.6546966179831204,5,4.489000000000002,3973.0,289,0,0.0,9646.350581829098,False,-0.7385281266634598,0,0.2,53084,0,99,0.5,2808.800789743036,False,0.151390423355412,9,10.208,-26289,645,0,0.0,2285.152502727295,False,-1.531367250203625,12,3.3170000000000006,36724,544,0,0.0,15434.21848101224,False,-0.28743731977125897,8,3.403000000000001,39663,772,0,0.0,21902.9718149659,False,-0.18845424083692036,0.1875,170701,0.0,0.0,7,0,0,3,12,11.1875,17,20,10,121.0,7.0,9,1,10,460,0.7159355490002781,59.79288773506414
39,10,0,0,0,9.999999999999998,15,10.0,33.378375715671616,0,,3.4630210844716944,12,2.5833333333333335,28.37172514891956,0,,51.0,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,1.0730000000000002,31979,20,20,1.0,867.5675143134323,False,0.4291981020837214,4,4.497000000000002,8022,208,0,0.0,6942.7021488596965,False,-0.6583528707698985,8,4.564000000000001,3731.0,289,0,0.0,9646.350581829098,False,-0.7457217297073645,0,0.2,53053,2,109,1.0,3099.4440834011752,False,0.15380614575480916,0,10.199000000000002,-28392,645,0,0.0,2233.648599484243,False,-1.5763497527736008,7,3.375000000000001,36612,544,0,0.0,15434.21848101224,False,-0.2892331124854714,13,3.525000000000001,39357,772,0,0.0,21902.9718149659,False,-0.193360603073965,0.25,167634,0.0,0.0,7,0,0,2,16,16.0,18,20,11,134.0,0.0,10,0,11,150,0.7084342860034667,60.50132202106761
40,11,0,0,0,9.999999999999998,10,10.0,33.6263399952221,13,36.0,3.3897595787075807,9,2.3333333333333335,28.816730973382978,15,35.53333333333333,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,1.0730000000000002,32347,20,17,1.0,771.6477799187757,False,0.4433098412610516,6,4.553000000000001,7374,221,0,0.0,7431.421138944083,False,-0.6703513400472031,3,4.586000000000001,3641.0,289,0,0.0,9718.012258619186,False,-0.7473319422933447,0,0.2,53032,1,119,1.0,3432.580745411282,False,0.15688213956355423,15,10.349000000000002,-30874,645,0,0.0,2186.3949282663893,False,-1.6292959710900772,13,3.498000000000001,35778,559,0,0.0,16108.552614121085,False,-0.29719926393245666,7,3.582000000000001,39246,772,0,0.0,22246.516311451658,False,-0.19238618913985006,0.25,163816,0.0,0.0,8,0,0,3,16,16.0,19,22,11,133.0,14.0,9,2,11,568,0.7173638499807566,61.218685871048365
41,11,0,0,0,10.0,10,10.0,33.88304571673701,15,36.0,3.6647929077306074,10,7.1,28.41093058987222,15,22.533333333333335,51.0,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,1.0730000000000004,32787,20,12,1.0,606.5965486008441,False,0.4590721934080173,5,4.597000000000001,6832,233,0,0.0,7894.749651999723,False,-0.6795762662822192,5,4.633000000000001,3395.0,292,0,0.0,9893.849349287206,False,-0.7520310135060312,0,0.2,53143,1,122,1.0,3469.7983248721416,False,0.15962089346707953,8,10.414000000000001,-33563,645,0,0.0,2363.7914254862417,False,-1.6842427581619661,11,3.5950000000000006,35476,560,0,0.0,15910.121130328444,False,-0.30363230237999894,9,3.665000000000001,38815,786,0,0.0,22330.991443639563,False,-0.19861955294670694,0.25,160157,0.0,0.0,9,0,0,5,16,16.0,17,22,9,155.0,3.0,10,1,9,822,0.7335036190343089,61.952189490082674
42,9,0,0,0,9.999999999999998,8,10.0,33.67512726220156,34,32.911764705882355,3.6647929077306074,0,,28.053735223999233,31,25.64516129032258,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,22,1.2930000000000004,33232,18,10,1.0,516.7512726220156,False,0.47671306655103873,0,4.5920000000000005,6073,257,0,0.0,8654.507706385803,False,-0.6908458769598733,0,4.628000000000001,3035.0,302,0,0.0,10169.888433184871,False,-0.7586295230048918,0,0.2,53212,0,122,0.1,3422.5556973279063,False,0.16057978718333088,30,10.706000000000001,-37488,645,0,0.0,2363.7914254862417,False,-1.7671816475204312,9,3.674000000000001,34840,573,0,0.0,16074.79028335156,False,-0.31250969821581936,11,3.766000000000001,38262,804,0,0.0,22555.203120095382,False,-0.2056887897632169,0.1375,154438,0.0,0.0,7,0,0,3,18,17.8,5,8,9,118.0,3.0,8,1,9,383,0.6627359990379773,62.61492548912065
43,9,0,0,0,10.0,7,10.0,33.728497033521535,6,35.0,3.643589309031105,4,3.0,28.64706190181691,9,42.888888888888886,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,1.2710000000000004,33372,15,14,1.0,622.1989584693015,False,0.48521096517635937,0,4.592000000000001,6073,257,0,0.0,8668.223737615035,False,-0.6906420181086318,4,4.668000000000001,2713.0,308,0,0.0,10388.377086324632,False,-0.7649538199470195,0,0.2,53514,0,121,0.4,3466.294490119846,False,0.16742344782900695,4,10.716000000000003,-40591,645,0,0.0,2350.115104325063,False,-1.8328954113734568,15,3.815000000000001,34247,576,0,0.0,16500.707655446542,False,-0.3186032287756017,5,3.805000000000001,38009,810,0,0.0,23204.1201404717,False,-0.204543033763535,0.175,150609,0.0,0.0,9,0,0,2,14,14.0,6,8,11,129.0,3.0,8,1,11,594,0.6381370280287229,63.253062517149374
44,11,2,2,1,9.999999999999998,7,10.0,33.728497033521535,0,,3.6587080873565023,5,4.0,30.11396792943153,8,67.25,51.0,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,1.2710000000000001,33302,12,24,1.0,929.4839288045168,False,0.48889906805424665,5,4.642000000000001,5938,257,0,0.0,8668.223737615035,False,-0.6946549784843637,0,4.6640000000000015,2713.0,308,0,0.0,10388.377086324632,False,-0.7649538199470195,0,0.2,54032,0,118,0.5,3553.448215672921,False,0.17929008764763038,0,10.712000000000002,-43838,645,0,0.0,2359.866716344944,True,-1.9014045017713532,8,3.880000000000001,33736,581,0,0.0,17496.21536699972,False,-0.3188156156442429,12,3.920000000000001,37571,813,0,0.0,24482.655926627835,False,-0.20131593183501287,0.1875,190564,0.0,0.1,6,0,0,2,13,13.0,6,8,9,155.0,3.0,10,1,9,608,0.7191850469680503,63.972247564117424
45,9,0,0,0,9.999999999999998,7,10.0,33.728497033521535,0,,3.8991266559972657,5,9.0,30.517440246384822,3,56.0,50.99999999999999,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,1.2710000000000004,33232,9,34,1.0,1236.7688991397322,False,0.4925871709321339,0,4.637000000000001,5938,257,0,0.0,8668.223737615035,False,-0.6946549784843637,5,4.714000000000001,2603.0,308,0,0.0,10388.377086324632,False,-0.7682236395124308,0,0.2,54155,0,120,0.5,3662.092829566179,False,0.183037072411104,0,10.712000000000002,-43838,645,0,0.0,2514.9366931182362,True,-1.899766115574357,10,3.972000000000001,33548,581,0,0.0,17730.63278314958,False,-0.31995067355735657,10,4.008000000000001,37197,816,0,0.0,24902.231241050016,False,-0.20394889012754924,0.1875,189945,0.0,0.1,6,0,0,4,13,13.0,4,8,8,117.0,3.0,8,1,8,238,0.6295151279773563,64.60176269209478
46,8,0,0,0,9.999999999999998,7,10.0,33.859193931775245,25,34.56,3.8991266559972657,0,,30.80829227539917,2,56.0,50.99999999999999,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,1.2710000000000004,34026,6,19,1.0,703.3246847037296,False,0.5158367803850197,0,4.637000000000001,5902,258,0,0.0,8735.672034398012,False,-0.6947226296127046,0,4.709000000000001,1775.0,332,0,0.0,11241.252385349382,False,-0.7801603343338578,0,0.2,54267,0,118,0.0,3635.3784884971024,False,0.18512148686181532,0,10.712000000000002,-43838,645,0,0.0,2514.9366931182362,True,-1.899766115574357,13,4.0920000000000005,33247,581,0,0.0,17899.61781200692,False,-0.32342212503201223,7,4.0680000000000005,36970,818,0,0.0,25201.183081276522,False,-0.20519190064394782,0.125,189459,0.0,0.1,9,0,0,3,12,12.0,5,8,8,103.0,0.0,8,0,8,1046,0.6220072379801422,65.22376993007492
47,8,0,0,0,9.999999999999998,14,10.0,33.99898195542702,10,36.0,4.081809702695084,9,6.111111111111111,31.779124426746357,5,62.4,51.0,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,1.2710000000000004,34246,10,19,1.0,745.9806571531134,False,0.5264778133328875,5,4.687000000000001,5645,261,0,0.0,8873.734290366452,False,-0.7003101232072998,4,4.749000000000001,1443.0,339,0,0.0,11525.65488288976,False,-0.7858022222453293,0,0.2,54524,0,122,0.9,3877.0531800630556,False,0.19310554031847535,0,10.712000000000002,-43838,645,0,0.0,2632.7672582383293,True,-1.8985211810261353,8,4.159000000000001,32964,583,0,0.0,18527.229540793127,False,-0.32292818800672524,12,4.181000000000001,36529,821,0,0.0,26090.66115435876,False,-0.20513194944235214,0.2375,188623,0.0,0.1,10,0,0,2,16,16.0,5,7,8,98.0,11.0,7,1,8,812,0.6608315230114385,65.88460145308636
48,8,0,0,0,9.999999999999998,9,10.0,34.024454371647856,20,34.2,4.289731424813318,9,6.555555555555555,31.779124426746357,0,,51.0,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,1,1.2810000000000004,34818,9,10,1.0,430.2445437164786,False,0.5447384043325647,9,4.772000000000001,5136,269,0,0.0,9152.578225973273,False,-0.7112960639402326,0,4.745000000000001,1023.0,351,0,0.0,11942.583484448398,False,-0.792090254682554,0,0.2,54465,0,131,0.9,4163.065299903773,False,0.1948806662571187,0,10.712000000000002,-43838,645,0,0.0,2766.8767690045897,True,-1.8971042518700385,9,4.241000000000001,32791,583,0,0.0,18527.229540793127,False,-0.3257020463956426,11,4.279000000000001,36303,821,0,0.0,26090.66115435876,False,-0.20875560259781648,0.2375,187808,0.0,0.1,6,0,0,2,14,13.125,5,7,11,89.0,10.0,7,1,11,510,0.6431111599667929,66.52771261305315
49,11,0,0,0,9.999999999999998,8,10.0,34.0725960381106,16,34.5,4.289731424813318,0,,31.779124426746357,0,,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,6,1.34,35150,7,10,1.0,410.725960381106,False,0.5589471749279313,0,4.763000000000001,4922,275,0,0.0,9369.963910480416,False,-0.7144263858018428,0,4.745000000000001,685.0,361,0,0.0,12300.207169757929,False,-0.7968222233322741,0,0.2,54465,0,131,0.0,4163.065299903773,False,0.1948806662571187,0,10.712000000000002,-43838,645,0,0.0,2766.8767690045897,True,-1.8971042518700385,9,4.322000000000001,32621,583,0,0.0,18527.229540793127,False,-0.3284278031940007,11,4.378000000000001,36072,821,0,0.0,26090.66115435876,False,-0.2124594250708796,0.125,187187,0.0,0.1,7,0,0,4,14,14.0,5,9,9,135.0,12.0,9,2,9,434,0.6692496880423278,67.19696230109548
50,9,0,0,0,9.999999999999996,7,10.0,33.92382300005766,11,32.0,4.356505043527797,10,5.0,32.28063909917183,2,69.0,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,1,1.3440000000000003,35410,4,10,1.0,379.2382300005766,False,0.5697173206490712,5,4.813000000000001,4802,275,0,0.0,9329.051325015856,False,-0.7186015379296713,5,4.795000000000002,193.0,372,0,0.0,12619.66215602145,False,-0.8066992337323289,0,0.2,54553,0,139,1.0,4487.008834784884,False,0.20016280148323135,0,10.712000000000002,-43838,645,0,0.0,2809.945753075429,True,-1.8966492080860091,4,4.3530000000000015,32431,585,0,0.0,18884.17387301552,False,-0.3286126389092522,16,4.527000000000001,35636,821,0,0.0,26502.404700420073,False,-0.21614926965414902,0.25,186297,0.0,0.1,3,0,0,3,15,14.09090909090909,4,7,7,97.0,14.0,7,2,7,208,0.5768167189671658,67.77377902006265
51,7,0,0,0,9.999999999999996,13,10.0,33.99645749776794,5,36.0,4.284902455122864,3,2.0,32.28063909917183,0,,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,1.3430000000000002,35460,7,15,1.0,579.9468624665191,False,0.57634699198524,3,4.838000000000002,4715,275,0,0.0,9349.025811886184,False,-0.7208907908224164,0,4.790000000000002,13.0,377,0,0.0,12816.664476658514,False,-0.8091218382827723,0,0.2,54547,0,142,0.3,4583.8507520824,False,0.20105919567325675,0,10.712000000000002,-43838,645,0,0.0,2763.762083554247,True,-1.8971371599658289,13,4.479000000000001,32125,585,0,0.0,18884.17387301552,False,-0.33351900114629685,7,4.581000000000001,35524,821,0,0.0,26502.404700420073,False,-0.21794506236836142,0.1625,185656,0.0,0.1,9,0,0,4,12,12.0,2,6,10,84.0,3.0,6,1,10,310,0.5612590429955162,68.33503806305816
