index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,35,0,0,0,10.000000000000002,20,10.0,15.279692835757102,34,15.764705882352942,27.410936336631433,1,30.0,12.236449333056488,73,11.945205479452055,32.0,20,32.0,24,0.7910000000000001,29473,5,10,1.0,202.796928357571,False,0.0305386599825349,0,0.2,26560,13,238,1.0,3766.56689491019,False,-0.0088757597234966,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,39720,115,131,1.0,5347.997336210785,False,0.0015118986086792446,31,8.727000000000002,13783.0,22,0,0.0,603.0405994058915,False,-0.7247934600863076,42,8.909000000000002,9191.0,69,0,0.0,1891.354607227569,False,-0.8019329144629767,14,2.2390000000000003,53227,944,0,0.0,11551.208170405323,False,-0.12199812376002346,6,2.3210000000000006,52815,963,0,0.0,11783.700707733398,False,-0.12639915546097977,0.375,267288,0.0,0.0,6,0,0,11,15,15.0,18,29,29,327.0,93.0,19,16,29,430,4.0241471150075085,226.35402854910353
27,29,0,0,0,10.000000000000002,20,10.0,15.144096382204877,25,14.0,28.980532241751252,45,30.333333333333332,12.23813794186112,38,12.263157894736842,32.0,20,32.0,15,0.9170000000000003,29508,1,10,1.0,161.44096382204876,False,0.03103771976831218,0,0.2,26420,17,248,1.0,3925.7359027868097,False,-0.010980975977649873,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,40735,130,96,1.0,4750.863624894754,False,0.01843684886480934,24,8.936000000000002,13165.0,22,0,0.0,637.5717093185275,False,-0.7365315984473941,14,9.007000000000003,7532.0,114,0,0.0,3303.7806755596425,False,-0.8205500344331584,11,2.3350000000000004,52808,968,0,0.0,11846.517527721564,False,-0.12603594047914793,9,2.4050000000000007,52561,977,0,0.0,11956.660769198315,False,-0.128891975050979,0.375,265248,0.0,0.0,8,0,0,10,11,10.6,17,27,29,324.0,48.0,18,11,29,1565,2.6362549629993737,228.9902835121029
28,29,0,0,0,10.000000000000002,20,10.0,14.998348006588643,31,14.0,28.980532241751252,0,,12.247988338716093,39,12.384615384615385,32.0,20,32.0,21,1.1120000000000003,29465,3,10,1.0,179.98348006588643,False,0.0298624203788746,0,0.2,26340,15,258,1.0,4019.57378569987,False,-0.012133706430764033,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,40301,151,106,1.0,5336.6869666205175,False,0.01510379124285987,16,9.072000000000001,12821.0,22,0,0.0,637.5717093185275,False,-0.7432532366513099,23,9.223000000000003,6955.0,114,0,0.0,3303.7806755596425,False,-0.8318244101414706,13,2.4540000000000006,52466,982,0,0.0,12027.524548619203,False,-0.12977839207289177,7,2.4660000000000006,52189,1002,0,0.0,12272.484315393525,False,-0.13207776435325724,0.375,263056,0.0,0.0,5,0,0,10,11,10.67741935483871,17,27,30,294.0,48.0,18,11,30,200,2.6574895459925756,231.64777305809548
29,30,0,0,0,10.000000000000002,20,10.0,14.950947091535477,33,14.636363636363637,22.12348659141805,41,9.512195121951219,12.251727493046891,28,12.321428571428571,32.0,20,32.0,23,1.3210000000000002,29497,0,9,0.9,134.55852382381929,False,0.030186049965569377,0,0.2,26200,19,268,1.0,4196.853820531508,False,-0.013923377578027992,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,40208,174,75,1.0,4260.726288283527,False,0.00019757014272998183,20,9.256,12130.0,43,0,0.0,951.3099234309761,False,-0.7536899651859101,8,9.280000000000003,6639.0,134,0,0.0,2964.547203250019,False,-0.8413131892292585,15,2.591,52055,998,0,0.0,12227.224038060798,False,-0.1344085353040818,5,2.509000000000001,52015,1014,0,0.0,12423.251677949547,False,-0.1335452472586007,0.3625,261263,0.0,0.0,9,0,0,8,9,8.766666666666666,17,25,34,289.0,72.0,16,14,34,653,2.522059987997636,234.16983304609312
30,34,0,0,0,10.000000000000002,20,10.0,15.164159476237451,10,20.0,22.12348659141805,0,,12.041335390397435,100,11.0,32.0,20,32.0,1,1.3080000000000003,29560,2,10,1.0,171.6415947623745,False,0.03302741645345277,0,0.2,26120,17,278,1.0,4385.636334394011,False,-0.013421905108474281,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,40008,174,85,1.0,4519.060109135851,False,-0.0014757842058131954,50,9.736,10064.0,43,0,0.0,951.3099234309761,False,-0.7940588737012879,50,9.772000000000002,4583.0,134,0,0.0,2964.547203250019,False,-0.88148670128522,7,2.646000000000001,51194,1074,0,0.0,12932.394209286846,False,-0.14197412085172215,13,2.6340000000000003,51568,1038,0,0.0,12498.906135232537,False,-0.1396340371777761,0.375,255616,0.0,0.0,5,0,0,8,16,15.1,20,28,31,324.0,93.0,18,16,31,200,2.720458852010779,236.8902918981039
31,31,0,0,0,10.000000000000002,20,10.0,15.164159476237451,0,,21.066536293706154,11,11.0,11.963823991529052,69,11.36231884057971,32.0,20,32.0,0,1.3070000000000002,29450,3,20,1.0,333.283189524749,False,0.03201064864319379,0,0.2,26030,16,288,1.0,4527.277929156386,False,-0.014090216580312467,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,40129,164,84,1.0,4256.511202774259,False,-0.0017185069362832745,29,9.976,9224.0,43,0,0.0,905.8610606293646,False,-0.8109162036360412,40,10.122000000000002,3032.0,145,0,0.0,3054.647762587392,False,-0.9109124256263688,12,2.759000000000001,50623,1112,0,0.0,13303.772278580305,False,-0.14770782965595522,8,2.7010000000000005,51145,1069,0,0.0,12789.327846944558,False,-0.1437677426902534,0.375,252152,0.0,0.0,6,0,0,7,12,12.0,21,28,31,360.0,48.0,20,11,31,321,2.65288959199097,239.54318149009487
32,31,0,0,0,10.000000000000002,20,10.0,15.139699547605511,23,14.91304347826087,21.066536293706154,0,,11.973453695348589,122,12.016393442622949,32.0,20,32.0,3,1.3370000000000002,29622,5,10,1.0,201.3969954760551,False,0.03570626865070831,0,0.2,25950,14,298,1.0,4651.630465186442,False,-0.014711295818760172,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,39786,177,94,1.0,4659.981231534554,False,-0.005055737874621451,70,10.647000000000002,5479.0,43,0,0.0,905.8610606293646,False,-0.8840921776873913,52,10.602000000000002,831.0,145,0,0.0,3054.647762587392,False,-0.9539191863438646,10,2.8470000000000013,50016,1154,0,0.0,13817.365564432272,False,-0.15291911158738508,10,2.7930000000000006,50098,1149,0,0.0,13757.49829595553,False,-0.1521443260073843,0.375,244301,0.0,0.0,6,0,0,9,19,18.15,16,25,30,276.0,72.0,17,14,30,263,2.595462556986604,242.13864404708147
33,30,0,0,0,10.000000000000002,20,10.0,15.039300841728952,34,14.411764705882353,19.914238908379136,11,9.0,11.942896662823033,47,11.553191489361701,32.0,20,32.0,24,1.5740000000000003,29664,0,9,0.9,135.35370757556058,False,0.036019125158121806,0,0.2,25790,20,308,1.0,4832.104659252517,False,-0.01714222839130747,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,39395,201,93,1.0,4874.923687666779,False,-0.01175379532640225,24,10.817000000000002,4734.0,54,0,0.0,1075.3689010524733,False,-0.8969931523207973,23,10.780000000000001,219.0,145,0,0.0,2887.5646417149746,False,-0.967509822172467,12,2.957000000000001,49429,1193,0,0.0,14247.875718747879,False,-0.15845094776306992,8,2.8630000000000004,49918,1157,0,0.0,13817.93143888625,False,-0.15437321290690426,0.3625,241668,0.0,0.0,7,0,0,7,12,11.75,20,27,31,306.0,69.0,17,13,31,341,2.4853016390115954,244.62394568609307
34,31,0,0,0,10.000000000000002,20,10.0,15.293844176989005,12,20.0,19.914238908379136,0,,11.867366721225997,106,11.452830188679245,32.0,20,32.0,3,1.5800000000000003,29763,0,9,0.9,137.64459759290105,False,0.039508756665846086,0,0.2,25680,21,318,1.0,5073.442448282503,False,-0.016770463999538205,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,39155,203,103,1.0,5155.816975491819,False,-0.014105634591403024,55,11.343000000000004,2248.0,54,0,0.0,1075.3689010524733,False,-0.9455687121316536,51,11.267000000000001,-1918.0,145,0,0.0,2887.5646417149746,False,-1.0092660455496993,10,3.045000000000001,48807,1240,0,0.0,14715.534734320236,False,-0.16422720841713492,10,2.9550000000000005,49124,1216,0,0.0,14430.717933010812,False,-0.16162915780263087,0.3625,235378,0.0,0.0,5,0,0,9,17,16.25,17,26,30,307.0,87.0,17,14,30,200,2.5657713409746066,247.18971702706767
35,30,0,0,0,10.0,20,10.0,15.293844176989005,0,,21.67956079362293,25,29.0,11.79286617854246,96,11.3125,32.0,20,32.0,0,1.5770000000000004,29633,3,19,1.0,320.5830393627911,False,0.038166127245152816,0,0.2,25610,18,328,1.0,5196.380890052394,False,-0.017067724404969082,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,39880,193,88,1.0,4859.513275997695,False,-0.00047822730926413114,42,11.708000000000004,488.0,62,0,0.0,1344.1327692046216,False,-0.9773327135761009,54,11.756000000000004,-7969.0,162,0,0.0,3512.0888485669147,False,-1.1213989522004875,8,3.1150000000000007,48299,1278,0,0.0,15071.282976177265,False,-0.16913972280042516,12,3.065000000000001,48339,1274,0,0.0,15024.111511463096,False,-0.16889546650002904,0.375,226799,0.0,0.0,6,0,0,10,15,19.200811359026368,19,29,26,327.0,63.0,19,11,26,432,2.4374614620464854,249.62717848911416
36,26,0,0,0,10.0,20,10.0,15.383870176134089,34,15.941176470588236,21.67956079362293,0,,11.82038634801641,132,11.954545454545455,32.0,20,32.0,15,1.7270000000000003,29810,4,10,1.0,193.83870176134087,False,0.042125561045392404,0,0.2,25520,17,338,1.0,5369.748119533322,False,-0.01718328595140212,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,39338,217,98,1.0,5462.896785996145,False,-0.006155247035245201,46,12.126000000000003,-1302.0,62,0,0.0,1344.1327692046216,False,-1.0123086798115928,86,12.562000000000003,-13967.0,162,0,0.0,3512.0888485669147,False,-1.2385977485582973,9,3.1970000000000014,47462,1342,0,0.0,15862.958479038021,False,-0.17570453952293852,11,3.1630000000000003,47393,1342,0,0.0,15862.958479038021,False,-0.1767313099579023,0.375,216773,0.0,0.0,6,0,0,8,20,19.652173913043477,20,28,28,309.0,39.0,18,8,28,420,2.3331236239755526,251.9603021130897
37,28,0,0,0,10.0,20,10.0,15.247768207287429,24,14.0,21.67956079362293,0,,11.772052184184899,124,11.5,32.0,20,32.0,14,1.8520000000000005,29788,6,10,1.0,212.4776820728743,False,0.041683700642429315,0,0.2,25440,15,348,1.0,5456.223336136025,False,-0.018464294791692336,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,39002,231,108,1.0,5863.627021594672,False,-0.009359472931789847,57,12.650000000000002,-4029.0,62,0,0.0,1344.1327692046216,False,-1.0655932942943782,67,13.146,-18551.0,162,0,0.0,3512.0888485669147,False,-1.3281674855546628,16,3.3480000000000016,46707,1390,0,0.0,16363.152536017009,False,-0.18321786479355215,4,3.192,46459,1418,0,0.0,16692.769997174186,False,-0.18445581169049433,0.375,207335,0.0,0.0,5,0,0,8,19,18.583333333333336,18,26,24,273.0,66.0,16,12,24,200,2.2461899539921433,254.20649206708185
38,24,0,0,0,10.0,20,10.0,15.700672362798489,45,17.91111111111111,21.820820982828028,2,30.0,11.78434779119632,70,11.914285714285715,32.0,20,32.0,35,2.1880000000000006,29715,6,10,1.0,217.00672362798488,False,0.03921887803380003,0,0.2,25340,15,358,1.0,5770.840705881859,False,-0.01646733734263963,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,38256,266,116,1.0,6707.594082512449,False,-0.017014008002451498,53,13.123000000000001,-11948.0,63,0,0.0,1374.7117219181657,False,-1.2200289995513875,17,13.249000000000002,-44512.0,163,0,0.0,3556.7938202009686,False,-1.8349994741861644,9,3.422000000000002,46308,1417,0,0.0,16698.420820125186,False,-0.18666075787469538,11,3.2979999999999996,45802,1461,0,0.0,17216.932122937822,False,-0.19033249413745462,0.375,171480,0.0,0.0,5,0,0,5,17,829.8666666666667,16,21,25,234.0,48.0,13,11,25,420,2.0537149209994823,256.26020698808134
39,25,0,0,1,10.0,20,10.0,15.809638562060597,5,21.0,22.265459456467593,7,29.0,11.796752614739797,74,11.91891891891892,32.0,20,32.0,0,2.1530000000000005,29740,4,15,1.0,277.14457843090895,False,0.04113778971410744,0,0.2,25220,17,368,1.0,5987.9469908383,False,-0.016866210348485896,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,38354,261,119,1.0,6775.90534001746,False,-0.013891975667169149,74,13.810000000000002,-32941.0,70,0,0.0,1558.5821619527314,False,-1.6284284051550204,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,8,3.4930000000000003,45698,1463,0,0.0,17258.649075364323,False,-0.19156970078299196,12,3.4070000000000014,45305,1489,0,0.0,17565.36464334756,False,-0.19513575212163833,0.375,193895,0.0,0.1,6,0,0,6,21,557.0453025050726,14,20,17,274.0,57.0,16,9,17,305,2.14482163998764,258.405028628069
40,17,0,0,1,9.999999999999998,20,10.0,15.809638562060597,0,,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,2.1530000000000005,29650,3,25,1.0,425.24096405151494,False,0.04058193888165583,0,0.2,25110,18,378,1.0,6156.043376458905,False,-0.017770517519358434,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,38354,251,129,1.0,6840.463548961528,False,-0.013129417092351381,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000005,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,10,3.585000000000001,45598,1463,0,0.0,17258.649075364323,False,-0.19305777387714235,10,3.495000000000001,45205,1489,0,0.0,17565.36464334756,False,-0.1966238252157887,0.375,226436,0.0,0.2,5,0,0,5,13,169.26544381193338,15,20,11,180.0,21.0,10,7,11,200,1.6016270070103928,260.00665563507937
41,11,0,0,0,9.999999999999998,20,10.0,15.834581945689289,33,16.0,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,8,2.2330000000000005,29942,3,10,1.0,188.34581945689288,False,0.046629483229787716,0,0.2,25010,18,388,1.0,6323.817794927444,False,-0.01833197792655504,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,37826,274,139,1.0,7433.574317567861,False,-0.018597043260478792,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,8,3.6550000000000007,45522,1463,0,0.0,17258.649075364323,False,-0.19418870942869662,12,3.605000000000001,45061,1489,0,0.0,17565.36464334756,False,-0.19876665047136527,0.375,225880,0.0,0.2,5,0,0,5,11,2787.834006734007,9,14,12,111.0,12.0,7,4,12,420,1.4575628169695847,261.46421845204895
42,12,0,0,0,9.999999999999998,20,10.0,15.652335834328907,25,14.0,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,14,2.3650000000000007,29990,0,8,0.8,125.21868667463126,False,0.04720222117699203,0,0.2,24874,23,397,1.0,6443.977326228576,False,-0.020977466613900368,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,37476,289,149,1.0,7841.078515134725,False,-0.022051990135427326,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000005,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,12,3.767000000000001,45387,1463,0,0.0,17258.649075364323,False,-0.19619760810579964,8,3.673000000000001,44985,1489,0,0.0,17565.36464334756,False,-0.19989758602291954,0.35,225231,0.0,0.2,5,0,0,6,9,8.583333333333334,10,16,12,93.0,18.0,6,6,12,214,1.2869266889756545,262.7511451410246
43,12,0,0,0,9.999999999999998,20,10.0,15.693701954160693,11,16.545454545454547,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,2.351000000000001,30004,0,11,0.7,172.63072149576763,False,0.04851611125332376,0,0.2,24842,26,400,1.0,6537.480781664277,False,-0.020463433311306036,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,37294,290,159,1.0,8091.3816202849475,False,-0.02339497259290171,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,10,3.855000000000001,45287,1463,0,0.0,17258.649075364323,False,-0.19768568119995003,10,3.765000000000001,44885,1489,0,0.0,17565.36464334756,False,-0.20138565911706993,0.3375,224831,0.0,0.2,7,0,0,3,9,842.2411111111111,10,13,12,54.0,27.0,3,9,12,382,1.1578438720316626,263.90898901305627
44,12,0,0,0,9.999999999999998,20,10.0,15.606708602540664,29,14.96551724137931,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,18,2.531000000000001,30012,2,10,1.0,176.06708602540664,False,0.04885474747413414,0,0.2,24762,24,410,1.0,6638.750527041672,False,-0.021486679785321743,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,36860,309,169,1.0,8585.335606328088,False,-0.02781318679036032,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,10,3.9450000000000016,45192,1463,0,0.0,17258.649075364323,False,-0.1990993506393929,10,3.855000000000001,44792,1489,0,0.0,17565.36464334756,False,-0.2027695670946298,0.375,224137,0.0,0.2,6,0,0,4,7,6.72,10,14,10,75.0,21.0,5,7,10,284,1.2062196540064178,265.1152086670627
45,10,0,0,0,10.0,20,10.0,15.80889857006055,48,16.729166666666668,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,38,2.8930000000000007,29884,5,10,1.0,208.08898570060552,False,0.04495241803785288,0,0.2,24692,21,420,1.0,6849.737399425431,False,-0.02024988850398233,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,36057,347,179,1.0,9471.20504651871,False,-0.03631933561872542,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,9,4.025000000000001,45108,1463,0,0.0,17258.649075364323,False,-0.2003493320384792,11,3.955000000000001,44661,1489,0,0.0,17565.36464334756,False,-0.2047189428479668,0.375,222921,0.0,0.2,6,0,0,3,9,1050.1347222222223,11,14,11,72.0,18.0,4,6,11,305,1.221094042994082,266.33630271005677
46,11,0,0,0,10.0,20,10.0,16.317829326507074,25,21.2,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,15,3.005000000000001,30009,10,10,1.0,263.17829326507075,False,0.05026793318811533,0,0.2,24642,16,430,1.0,7176.6666103980415,False,-0.016296142407170557,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,35527,362,189,1.0,10115.226053467937,False,-0.04123286022362465,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,10,4.116000000000001,45008,1463,0,0.0,17258.649075364323,False,-0.2018374051326296,10,4.044,44566,1489,0,0.0,17565.36464334756,False,-0.20613261228740967,0.375,222271,0.0,0.2,5,0,0,1,9,2786.4703703703703,12,13,13,106.0,15.0,6,5,13,400,1.3696376409498043,267.7059403510066
47,13,0,0,0,10.0,20,10.0,16.469883394822777,8,21.0,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,2.9900000000000007,30087,9,12,1.0,287.63860073787333,False,0.05341206008672861,0,0.2,24532,17,440,1.0,7416.748693722022,False,-0.0159462559460237,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,35359,360,199,1.0,10359.984453973251,False,-0.042310601772109095,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,5,4.156000000000001,44978,1463,0,0.0,17258.649075364323,False,-0.20228382706087472,15,4.184,44354,1489,0,0.0,17565.36464334756,False,-0.2092873272470085,0.375,221829,0.0,0.2,7,0,0,4,5,5.0,12,16,13,110.0,32.0,7,6,13,368,1.4618354349513538,269.16777578595793
48,13,0,0,0,10.0,20,10.0,16.569794144728167,5,21.0,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,2.9900000000000007,30102,8,17,1.0,361.68650046037885,False,0.05522486759461256,0,0.2,24422,18,450,1.0,7636.407365127675,False,-0.01595220285163291,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,35254,355,209,1.0,10535.757947780226,False,-0.04271488367847601,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000005,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,11,4.261000000000001,44854,1463,0,0.0,17258.649075364323,False,-0.2041290376976212,9,4.259000000000001,44270,1489,0,0.0,17565.36464334756,False,-0.2105373086460948,0.375,221421,0.0,0.2,6,0,0,4,6,146.03150276713495,11,15,13,77.0,21.0,6,7,13,305,1.4238703770097345,270.59164616296766
49,13,0,0,0,10.0,20,10.0,16.300652238677124,23,13.91304347826087,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,1,3.000000000000001,30265,10,10,1.0,263.0065223867712,False,0.059185422719122784,0,0.2,24362,16,455,1.0,7576.796768598091,False,-0.019081525392046637,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,34934,368,219,1.0,10874.775644799585,False,-0.046270072704942385,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,11,4.360000000000001,44723,1463,0,0.0,17258.649075364323,False,-0.2060784134509582,9,4.340000000000001,44186,1489,0,0.0,17565.36464334756,False,-0.21178729004518113,0.375,220989,0.0,0.2,7,0,0,2,11,10.2,9,11,10,71.0,56.0,4,9,10,480,1.2910409590112977,271.88268712197896
50,10,0,0,0,10.0,20,10.0,16.112278283591284,40,15.15,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,25,3.2490000000000006,30323,8,10,1.0,241.12278283591283,False,0.060825193094221054,0,0.2,24262,18,460,1.0,7591.648010451991,False,-0.02230733830838409,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,34328,398,229,1.0,11511.476972400409,False,-0.053065473985348284,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000005,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,10,4.449000000000001,44623,1463,0,0.0,17258.649075364323,False,-0.2075664865451086,10,4.431000000000001,44093,1489,0,0.0,17565.36464334756,False,-0.21317119802274098,0.375,220148,0.0,0.2,6,0,0,4,12,11.166666666666668,10,14,12,89.0,15.0,5,5,12,220,1.2988712490187027,273.18155837099766
51,12,0,0,0,10.000000000000002,20,10.0,15.692487142661225,25,12.0,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,10,3.3240000000000007,30313,10,10,1.0,256.92487142661224,False,0.06075205365228612,0,0.2,24202,16,465,1.0,7457.006521337469,False,-0.02674391035372728,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,34028,413,239,1.0,11802.44200001484,False,-0.056715780769964114,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,11,4.549,44495,1463,0,0.0,17258.649075364323,False,-0.20947122010562108,9,4.511000000000001,44007,1489,0,0.0,17565.36464334756,False,-0.2144509408837103,0.375,219564,0.0,0.2,6,0,0,3,10,9.5,10,13,11,74.0,35.0,5,7,11,220,1.3576318469713442,274.539190217969
52,11,0,0,0,10.000000000000002,20,10.0,15.185023250612314,10,4.0,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,3.3140000000000005,30233,8,20,1.0,383.7004650122463,False,0.060173190902018385,0,0.2,24122,18,465,1.0,7241.035811534726,False,-0.03329437919829385,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,33988,413,249,1.0,11815.514007163316,False,-0.057506331122568845,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,8,4.618000000000002,44427,1463,0,0.0,17258.649075364323,False,-0.21048310980964335,12,4.622000000000001,43855,1489,0,0.0,17565.36464334756,False,-0.2167128119868189,0.375,219144,0.0,0.2,7,0,0,2,26,26.0,10,12,10,71.0,35.0,4,7,10,240,2.3855469349655323,276.92473715293454
