index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,35,0,0,0,10.000000000000002,20,10.0,7.8147106987542685,10,7.5,44.04503975267523,5,50.0,34.71528865725297,5,20.0,50.00000000000002,20,50.0,5,1.3210000000000004,26383,290,0,0.0,2900.0000000000005,False,-0.15365200997384906,5,0.8260000000000001,29275,250,0,0.0,2500.0000000000005,False,-0.07179346834519248,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,58341,0,63,1.0,2774.8375044185395,False,0.08792952318189594,0,1.1540000000000004,63210,0,5,0.5,173.57644328626486,False,-0.06742315469121549,0,0.9290000000000003,67670,0,0,0.0,0.0,False,-0.0029908800259307823,13,2.400000000000001,67099,233,0,0.0,8088.662257139942,False,-0.1129813461932551,4,1.4460000000000002,78266,0,0,0.0,0.0,False,-0.02417555015273362,0.1875,446335,0.0,0.0,13,0,0,18,11,10.5,23,41,34,223.0,99.0,16,19,34,650,1.9564377940259874,63.54259933094727
27,34,0,0,0,10.000000000000002,20,10.0,7.468183512935294,4,1.5,44.52628819495562,5,50.0,34.49319080738915,19,33.21052631578947,50.000000000000014,20,50.0,4,1.3560000000000003,26170,300,0,0.0,3000.0000000000005,False,-0.15860852642461837,0,0.8210000000000002,29175,260,0,0.0,2600.0000000000005,False,-0.07331387216444687,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,58585,0,62,0.4,2760.6298680872483,False,0.09224449343442963,7,1.2240000000000002,63171,0,0,0.0,0.0,False,-0.06927644276811103,7,0.9990000000000003,67384,0,5,0.5,172.46595403694573,False,-0.005934127311029816,11,2.4970000000000008,66868,233,0,0.0,8036.913458121671,False,-0.11618406920939045,9,1.532,77488,9,10,1.0,810.4387172665024,False,-0.028823398059556665,0.2375,444932,0.0,0.0,13,0,0,17,17,16.636363636363637,25,42,36,292.0,102.0,20,14,36,512,1.8640793430386111,65.40667867398588
28,36,0,0,0,10.000000000000002,20,10.0,7.545746178998647,9,8.11111111111111,43.76176983173271,6,36.666666666666664,33.354203583768154,14,23.928571428571427,50.00000000000002,20,50.0,4,1.3920000000000003,25982,308,0,0.0,3080.0000000000005,False,-0.1631089217296114,5,0.8710000000000002,28975,272,0,0.0,2720.0000000000005,False,-0.07757100285835918,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,58732,0,65,0.9,2844.515039062626,False,0.09568600789660135,8,1.2970000000000002,62881,0,1,0.1,33.354203583768154,False,-0.07330341812220047,1,1.0020000000000002,67348,0,5,0.5,166.77101791884076,False,-0.006506482563620078,11,2.5960000000000005,66443,244,0,0.0,8138.42567443943,False,-0.1208501609971982,0,1.5230000000000004,77815,2,11,1.0,616.7084071675365,False,-0.025954065163222063,0.3125,444267,0.0,0.0,18,0,0,11,9,8.333333333333334,32,43,39,310.0,117.0,18,18,39,993,1.650190512998961,67.05686918698484
29,39,0,0,0,10.000000000000002,20,10.0,7.552412460195281,1,8.0,43.76176983173271,0,,34.704403111391706,23,41.56521739130435,50.00000000000002,20,50.0,1,1.3980000000000004,25851,319,0,0.0,3190.0000000000005,False,-0.16541993553487808,0,0.8660000000000003,28885,281,0,0.0,2810.0000000000005,False,-0.07893936629568814,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,58724,0,66,0.1,2888.2768088943585,False,0.09593884272503557,11,1.399,62606,0,0,0.0,0.0,False,-0.07760081328363266,6,1.0610000000000002,67746,0,0,0.0,0.0,False,-0.0018711416910995537,7,2.6550000000000007,65380,267,0,0.0,9266.075630741585,False,-0.12707390043799283,2,1.5430000000000004,78347,0,2,0.2,100.00000000000004,False,-0.022542235521476217,0.037500000000000006,443630,0.0,0.0,20,0,0,12,8,7.516666666666667,32,44,34,301.0,108.0,20,19,34,812,1.6657347540021874,68.72260394098703
30,34,0,0,0,10.000000000000002,20,10.0,7.96306881901865,5,13.0,43.76176983173271,0,,35.54502026571148,4,62.0,50.000000000000014,20,50.0,0,1.3970000000000005,25781,326,0,0.0,3260.0000000000005,False,-0.16648421820835613,5,0.9160000000000001,28675,294,0,0.0,2940.0000000000005,False,-0.08334853737152588,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,58659,0,71,0.5,3107.085658053022,False,0.09674765175546005,0,1.3880000000000001,62606,0,0,0.0,0.0,False,-0.07760081328363266,4,1.0950000000000002,67786,0,0,0.0,0.0,False,-0.0012818057253989068,9,2.7380000000000004,65032,270,0,0.0,9597.155471742099,False,-0.1293488219453769,9,1.6310000000000002,78225,0,1,0.1,50.000000000000014,False,-0.024375038962658187,0.075,442855,0.0,0.0,13,0,0,7,16,16.0,32,39,33,290.0,137.0,17,17,33,300,1.5913719829986803,70.31397592398571
31,33,0,0,0,10.000000000000002,20,10.0,7.983198166318839,12,8.083333333333334,43.1934888384274,8,39.25,35.76818054035901,9,38.666666666666664,50.000000000000014,20,50.0,7,1.4670000000000003,25490,337,0,0.0,3370.0000000000005,False,-0.17366052423523687,5,0.9610000000000001,28505,303,0,0.0,3030.0000000000005,False,-0.08714954691966187,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,58876,2,73,1.0,3169.0910815378375,False,0.1012649230573016,5,1.4380000000000004,62461,0,0,0.0,0.0,False,-0.07973715615929751,4,1.1310000000000002,67516,0,8,0.8,286.1454443228721,False,-0.003151875971867516,6,2.789000000000001,64823,272,0,0.0,9728.945106977651,False,-0.1311330646033436,13,1.7520000000000002,77769,0,7,0.7,350.0000000000001,False,-0.02819026245246556,0.3125,441531,0.0,0.0,15,0,0,13,16,16.0,28,41,24,271.0,115.0,19,14,24,564,1.5676553419907577,71.88163126597647
32,24,0,0,0,10.000000000000002,20,10.0,8.343986642691466,5,13.0,43.740960211568336,5,50.0,35.632050158296245,7,33.42857142857143,50.000000000000014,20,50.0,0,1.4600000000000002,25410,345,0,0.0,3450.0000000000005,False,-0.1748768472906404,5,1.006,28305,315,0,0.0,3150.0000000000005,False,-0.09140667761357417,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,59061,0,75,0.7,3280.572015867625,False,0.10564991544660049,0,1.4330000000000003,62211,0,5,0.5,178.16025079148122,False,-0.08210805290180573,0,1.1270000000000002,67750,0,1,0.0,35.632050158296245,False,-0.0015497174859052168,7,2.8530000000000006,64589,274,0,0.0,9763.18174337317,False,-0.13383715639066665,6,1.7990000000000004,77922,0,5,0.5,250.00000000000006,False,-0.026906053238576148,0.2125,441339,0.0,0.0,20,0,0,8,10,10.0,24,32,37,194.0,70.0,12,12,37,1034,1.436832603008952,73.31846386898542
33,37,0,0,0,10.000000000000002,20,10.0,8.361671979910819,8,8.5,44.25444364174656,5,50.0,34.17077261308569,13,22.0,50.000000000000014,13,50.0,3,1.4900000000000002,25236,354,0,0.0,3540.0000000000005,False,-0.17879948914431673,5,1.0510000000000002,28115,326,0,0.0,3260.0000000000005,False,-0.09551176792556103,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,59243,0,78,0.8,3451.8466040562316,False,0.11052482289991289,8,1.5130000000000003,61855,0,5,0.5,170.85386306542844,False,-0.08740696695987048,0,1.1270000000000002,67750,0,1,0.0,34.17077261308569,False,-0.0015604822785711225,13,2.976000000000001,64122,282,0,0.0,9636.157876890164,False,-0.14045160602898726,0,1.7930000000000004,77812,0,10,0.5,500.0000000000001,False,-0.026719032479271865,0.225,440224,0.0,0.0,12,0,0,12,8,8.0,25,37,44,240.0,137.0,15,22,44,560,1.7480578920221888,75.0665217610076
34,44,0,0,0,10.000000000000002,20,10.0,8.330574596535854,9,8.11111111111111,44.25444364174656,0,,33.4205282641496,14,27.571428571428573,50.00000000000002,8,50.0,4,1.5270000000000004,25038,363,0,0.0,3630.0000000000005,False,-0.18345192483123518,5,1.0960000000000003,27925,337,0,0.0,3370.0000000000005,False,-0.09961685823754789,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,59170,0,87,0.9,3850.136596831951,False,0.11282250411497008,7,1.5750000000000002,61776,0,0,0.0,0.0,False,-0.08982953457192108,1,1.1370000000000002,67823,0,0,0.0,0.0,False,-0.0007366699571258085,8,3.043000000000001,63708,291,0,0.0,9725.373724867535,False,-0.14505720513142864,0,1.7930000000000004,77702,0,15,0.5,750.0000000000003,False,-0.026532011719967583,0.175,439233,0.0,0.0,13,0,0,16,10,9.5,31,47,39,387.0,147.0,24,20,39,310,1.8344671630184166,76.90098892402602
35,39,0,0,0,10.0,20,10.0,8.330574596535854,0,,44.25444364174656,0,,35.056064381566934,13,49.0,50.000000000000014,9,50.0,0,1.5230000000000004,24928,374,0,0.0,3740.0,False,-0.185124369032415,0,1.0910000000000002,27835,346,0,0.0,3460.0,False,-0.10098522167487685,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,59170,0,87,0.0,3850.136596831951,False,0.11282250411497008,8,1.6480000000000004,61682,0,0,0.0,0.0,False,-0.09121447409131761,5,1.1860000000000004,67867,0,0,0.0,0.0,False,-8.840039485509702e-05,9,3.125000000000001,63377,294,0,0.0,10306.482928180678,False,-0.14556148040533204,0,1.7930000000000004,77250,0,25,1.0,1250.0000000000005,False,-0.029050557945265256,0.125,438200,0.0,0.0,11,0,0,13,10,10.0,30,43,28,297.0,143.0,20,19,28,200,1.7297880559926853,78.63077698001871
36,28,0,0,0,10.0,20,10.0,7.571067696556928,8,1.375,45.44878404296073,10,52.0,36.197582819524015,9,50.333333333333336,50.00000000000001,11,50.0,8,1.6030000000000004,24559,387,0,0.0,3870.0,False,-0.19436842425348172,0,1.0910000000000002,27765,353,0,0.0,3530.0,False,-0.10204950434835493,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,59679,0,85,0.8,3863.146643651662,False,0.12221222421860863,5,1.6900000000000002,61382,0,5,0.5,180.9879140976201,False,-0.09430121024488658,4,1.221,67647,0,5,0.5,180.9879140976201,False,-0.0019964646170228823,11,3.2260000000000004,62911,298,0,0.0,10786.879680218157,False,-0.1483767864832732,0,1.7930000000000004,77045,0,30,0.5,1500.0000000000002,False,-0.0300480019948881,0.2875,437079,0.0,0.0,15,0,0,10,13,13.0,29,39,21,267.0,110.0,16,12,21,720,1.3771124359918758,80.00788941601058
37,21,0,0,0,10.0,20,10.0,6.843609447384144,13,3.1538461538461537,46.26075765103937,10,51.0,39.55709618697793,23,55.391304347826086,50.0,10,50.0,13,1.7250000000000003,24024,400,0,0.0,4000.0,False,-0.20866022015447303,0,1.0910000000000002,27695,360,0,0.0,3600.0,False,-0.10311378702183299,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,60148,3,85,1.0,3952.6952286804985,False,0.13157041974354294,2,1.7050000000000003,61348,0,5,0.5,197.78548093488965,False,-0.09467840318731385,11,1.3270000000000004,67760,0,5,0.5,197.78548093488965,False,-0.00020784788550017155,10,3.3150000000000013,62112,308,0,0.0,12183.585625589203,False,-0.14963165871461123,0,1.7930000000000004,76375,3,40,1.0,2118.6712885609336,False,-0.03454478343893192,0.375,435553,0.0,0.0,15,0,0,8,12,11.041666666666668,27,35,25,176.0,75.0,11,10,25,958,1.244161831040401,81.25205124705099
38,25,0,0,0,10.0,20,10.0,7.049205559195939,8,8.875,46.26075765103937,0,,38.22794290034407,14,27.0,50.0,13,50.0,3,1.7420000000000002,23823,412,0,0.0,4120.0,False,-0.21294775892477041,5,1.1410000000000002,27535,368,0,0.0,3680.0,False,-0.10676275618804354,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,60077,1,95,1.0,4401.821182407936,False,0.13436750862833038,7,1.7730000000000006,61247,0,0,0.0,0.0,False,-0.09762350271831215,0,1.316,67884,0,3,0.0,114.68382870103221,False,0.0010069087022898083,13,3.435000000000001,61575,316,0,0.0,12080.029956508726,False,-0.15697257055976113,0,1.7930000000000006,76253,0,49,0.9,2450.0,False,-0.03400037404151861,0.2375,434485,0.0,0.0,13,0,0,11,10,10.0,28,39,30,268.0,90.0,15,10,30,424,1.455045216018334,82.70709646306932
39,30,0,0,0,10.0,20,10.0,7.049205559195939,0,,46.26075765103937,0,,37.44123920343618,6,21.833333333333332,49.99999999999999,6,50.0,0,1.7390000000000005,23773,417,0,0.0,4170.0,False,-0.2137079608343976,0,1.1360000000000001,27385,383,0,0.0,3830.0,False,-0.10904336191692514,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,60077,0,96,0.1,4441.0327344997795,False,0.13472462008433161,6,1.8260000000000005,61074,0,0,0.0,0.0,False,-0.10017238076996744,0,1.3160000000000003,67884,0,3,0.0,112.32371761030855,False,0.0009895224729295842,6,3.482000000000001,61488,316,0,0.0,11831.431588285834,False,-0.1596070594832876,0,1.7930000000000004,76122,0,55,0.6,2749.9999999999995,False,-0.03376348107973318,0.0875,433894,0.0,0.0,13,0,0,11,6,6.0,28,39,25,289.0,114.0,17,13,25,200,1.472823255986441,84.17991971905576
40,25,0,0,0,9.999999999999998,20,10.0,6.80442905155711,3,1.0,46.692083391532954,5,52.0,38.46897443698596,5,61.6,49.99999999999999,8,50.0,3,1.7690000000000003,23639,422,0,0.0,4219.999999999999,False,-0.2170224411603722,0,1.1360000000000001,27235,398,0,0.0,3979.999999999999,False,-0.11132396764580672,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,60334,0,94,0.3,4389.055838804097,False,0.13893240413475252,2,1.8400000000000003,61098,0,0,0.0,0.0,False,-0.09981877919054705,0,1.3160000000000003,67810,0,5,0.5,192.34487218492978,False,0.000488742741479983,8,3.556000000000001,61300,317,0,0.0,12194.66489652455,False,-0.15968664736285432,0,1.7930000000000004,75876,0,59,0.4,2949.9999999999995,False,-0.03558381647029487,0.15,433383,0.0,0.0,16,0,0,5,6,6.0,30,35,21,176.0,74.0,12,13,21,646,1.3662174510536715,85.54613717010943
41,21,0,0,0,9.999999999999998,20,10.0,6.399801520903649,5,1.0,46.947020031725984,5,50.0,38.408855634926105,18,38.05555555555556,49.999999999999986,7,50.0,5,1.8160000000000005,23359,436,0,0.0,4359.999999999999,False,-0.22340813720124064,0,1.1360000000000001,27175,404,0,0.0,4039.999999999999,False,-0.11223620993735936,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,60579,0,94,0.5,4413.019882982242,False,0.14361323002297088,10,1.9380000000000004,60979,0,0,0.0,0.0,False,-0.10157205368850647,3,1.346,67709,0,5,0.5,192.04427817463053,False,-0.0010015449576809721,7,3.6180000000000008,61074,319,0,0.0,12252.424947541427,False,-0.16214434918308435,0,1.7930000000000004,75315,6,69,1.0,3680.4531338095558,False,-0.038024729544233186,0.25,432281,0.0,0.0,14,0,0,10,7,6.6,23,33,27,151.0,51.0,11,10,27,636,2.4777748890337534,88.02391205914319
42,27,0,0,0,9.999999999999998,20,10.0,6.874273951531874,5,13.0,47.18783117796871,5,50.0,38.947432224216435,19,42.10526315789474,49.99999999999998,8,50.0,0,1.8110000000000002,23269,445,0,0.0,4449.999999999999,False,-0.2247765006385696,5,1.1860000000000004,26985,415,0,0.0,4149.999999999999,False,-0.11634130024934623,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,60764,0,94,0.5,4435.6561307290585,False,0.14718908699959066,19,2.1180000000000008,60812,0,0,0.0,0.0,False,-0.10403253134530667,0,1.3430000000000002,67459,0,10,0.5,389.47432224216436,False,-0.0032304869223242854,8,3.691000000000001,60886,320,0,0.0,12463.17831174926,False,-0.16317450089302885,0,1.7930000000000004,74577,14,79,1.0,4495.264051139028,False,-0.04214659902039128,0.25,430843,0.0,0.0,14,0,0,9,6,6.0,28,37,31,266.0,63.0,16,11,31,450,1.4870418289792724,89.51095388812246
43,31,0,0,0,9.999999999999998,20,10.0,7.364953453802105,9,10.777777777777779,47.18783117796871,0,,41.47319229023671,16,60.0,49.999999999999986,7,50.0,4,1.8510000000000004,23085,455,0,0.0,4549.999999999999,False,-0.2288511828741714,5,1.231,26805,425,0,0.0,4249.999999999999,False,-0.12029435017940765,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,60667,0,103,0.9,4860.346611330777,False,0.1492900549291523,0,2.0990000000000006,60812,0,0,0.0,0.0,False,-0.10403253134530667,6,1.4030000000000002,68125,0,0,0.0,0.0,False,0.003712816583914075,7,3.753000000000001,60300,328,0,0.0,13603.207071197641,False,-0.16337381041582427,0,1.7930000000000004,74097,12,89,1.0,4947.67830748284,False,-0.045310901393411714,0.2375,429982,0.0,0.0,12,0,0,14,7,6.75,22,36,30,232.0,101.0,15,16,30,680,1.653342102013994,91.16429599013645
44,30,0,0,0,9.999999999999998,20,10.0,6.296428325959302,13,1.0,47.18783117796871,0,,41.88550630540805,13,45.69230769230769,49.99999999999998,12,50.0,13,1.977,22558,465,0,0.0,4649.999999999999,False,-0.2433558353098583,0,1.2260000000000002,26705,435,0,0.0,4349.999999999999,False,-0.12181475399866204,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,60654,3,113,1.0,5351.114208088342,False,0.15352283390182642,9,2.1890000000000005,60671,0,0,0.0,0.0,False,-0.10610994062440146,4,1.4370000000000003,68165,0,0,0.0,0.0,False,0.004302152549614722,12,3.8660000000000005,59853,331,0,0.0,13864.102587090065,False,-0.1673205997937156,0,1.7930000000000004,73688,12,99,1.0,5452.626075664894,False,-0.047262476929961446,0.25,428385,0.0,0.0,12,0,0,13,16,16.0,31,44,35,297.0,157.0,17,13,35,200,1.7349846130236983,92.89928060316015
45,35,0,0,0,10.0,20,10.0,6.296428325959302,0,,47.9055237799881,10,52.0,42.50348118433431,4,61.0,49.999999999999986,11,50.0,0,1.9640000000000004,22488,472,0,0.0,4720.0,False,-0.24442011798333638,0,1.2260000000000002,26575,448,0,0.0,4480.0,False,-0.12379127896369276,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,61174,0,106,0.3,5077.985520678739,False,0.16050696272088608,0,2.1800000000000006,60151,0,10,1.0,425.0348118433431,False,-0.11064020441233371,4,1.473,68205,0,0,0.0,0.0,False,0.004891488515315369,11,3.9640000000000013,59516,333,0,0.0,14153.659234383325,False,-0.16971722938480568,0,1.7930000000000004,73566,4,109,1.0,5620.013924737335,False,-0.04774007901790821,0.2875,427766,0.0,0.0,10,0,0,16,7,7.0,26,42,27,286.0,129.0,17,18,27,720,1.6679693710175343,94.56724997417768
46,27,0,0,0,10.0,20,10.0,6.578224306583539,11,8.363636363636363,48.21881820560522,5,52.0,41.36820420831352,31,37.29032258064516,49.999999999999986,11,50.0,6,2.0240000000000005,22246,481,0,0.0,4810.0,False,-0.2504105090311987,5,1.276,26385,459,0,0.0,4590.0,False,-0.12789636927567963,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,61342,1,111,1.0,5358.867045128763,False,0.16612508920719807,8,2.2600000000000007,60099,0,0,0.0,0.0,False,-0.1145374449339207,13,1.5990000000000002,68034,0,5,0.5,206.84102104156761,False,0.0038958129229705513,11,4.063000000000001,59110,336,0,0.0,13899.716613993343,False,-0.17636234265947673,0,1.7930000000000006,72596,22,119,1.0,6860.100492582896,False,-0.05210335706886797,0.3125,425903,0.0,0.0,13,0,0,16,13,12.6,21,37,31,217.0,84.0,14,13,31,620,1.6150460979552008,96.18229607213289
47,31,0,0,0,10.0,20,10.0,6.570370637916848,1,6.0,48.3583853000838,5,50.0,40.48719072966536,10,29.2,49.999999999999986,12,50.0,1,2.0280000000000005,22103,493,0,0.0,4930.0,False,-0.252934379371161,0,1.2710000000000001,26305,467,0,0.0,4670.0,False,-0.12911269233108313,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,61586,0,108,0.2,5222.70561240905,False,0.16932938937732506,10,2.3520000000000008,59839,0,0,0.0,0.0,False,-0.11836812871097491,0,1.586,67784,0,10,0.5,404.8719072966536,False,0.001671297182212726,12,4.1720000000000015,58724,338,0,0.0,13684.67046662689,False,-0.18251561332443814,0,1.7930000000000004,72426,20,129,1.0,7259.743814593306,False,-0.05173153908987409,0.2125,424858,0.0,0.0,13,0,0,19,12,12.0,24,43,36,281.0,111.0,19,12,36,450,2.0372959800297394,98.21959205216262
48,36,0,0,0,10.0,20,10.0,6.674286525706315,15,7.133333333333334,48.3583853000838,0,,40.48719072966536,0,,49.99999999999999,11,50.0,8,2.107,21827,499,0,0.0,4990.0,False,-0.2604147661618926,7,1.3410000000000002,26053,481,0,0.0,4810.0,False,-0.13464696223316913,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,61479,5,118,1.0,5739.660898038421,False,0.1720884947272219,0,2.3420000000000005,59839,0,0,0.0,0.0,False,-0.11836812871097491,0,1.5860000000000005,67784,0,10,0.0,404.8719072966536,False,0.001671297182212726,11,4.270000000000001,58496,338,0,0.0,13684.67046662689,False,-0.18535832886586315,0,1.7930000000000004,72426,10,139,1.0,7354.871907296652,False,-0.05113850815225579,0.25,423995,0.0,0.0,11,0,0,20,9,9.0,21,41,33,292.0,121.0,19,17,33,200,2.0685908579616807,100.2881829101243
49,33,0,0,0,10.0,20,10.0,7.079074993468086,5,13.0,48.3583853000838,0,,42.006124587841484,31,48.096774193548384,49.99999999999999,10,50.0,0,2.099,21747,507,0,0.0,5070.0,False,-0.2616310892172961,5,1.3840000000000001,25853,493,0,0.0,4930.0,False,-0.13890409292708145,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,61414,0,128,1.0,6189.873318410727,False,0.17500476601893158,21,2.552000000000001,59671,0,0,0.0,0.0,False,-0.12084333976691762,0,1.586,68414,0,0,0.0,0.0,False,0.007970768936101248,10,4.359000000000001,57674,348,0,0.0,14618.131356568836,False,-0.1897878476618114,0,1.7930000000000004,71565,21,149,1.0,8332.128616344671,False,-0.05578125667760939,0.25,422429,0.0,0.0,14,0,0,14,8,8.0,23,37,23,246.0,92.0,15,18,23,830,1.7290189059567638,102.01720181608107
50,23,0,0,0,10.0,20,10.0,6.970725124238682,13,6.384615384615385,45.92698568887728,5,18.0,42.56238324269786,4,62.0,49.99999999999999,9,50.0,8,2.1790000000000007,21408,518,0,0.0,5180.0,False,-0.2702669829106611,5,1.4290000000000003,25683,502,0,0.0,5020.0,False,-0.14270510247521742,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,61421,3,133,1.0,6129.201271993395,False,0.1745797095862862,4,2.571000000000001,59715,0,0,0.0,0.0,False,-0.12019507020464691,0,1.5860000000000005,68324,0,5,0.5,212.81191621348933,False,0.008212484465203267,9,4.439000000000001,57386,350,0,0.0,14896.834134944253,False,-0.19164120606605417,0,1.7930000000000004,71441,13,159,1.0,8503.310982155072,False,-0.05626013975341275,0.3125,421469,0.0,0.0,12,0,0,12,10,10.0,23,35,22,232.0,44.0,13,10,22,290,1.3625060739577748,103.37970789003884
51,22,0,0,0,10.000000000000002,20,10.0,7.347601012136424,5,13.0,44.938997249494356,8,38.0,44.89679011132904,20,60.0,49.99999999999999,14,50.0,0,2.1710000000000003,21308,528,0,0.0,5280.000000000001,False,-0.2717873867299155,5,1.4740000000000002,25503,512,0,0.0,5120.000000000001,False,-0.14665815240527885,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,61660,0,133,0.8,5976.88663418275,False,0.17754582461323795,0,2.5670000000000006,59411,0,8,0.8,359.1743208906323,False,-0.12202809422825994,15,1.7360000000000002,68689,0,0,0.0,0.0,False,0.012022453700293194,14,4.570000000000001,56449,360,0,0.0,16162.844440078454,False,-0.19543142921215353,0,1.7930000000000004,70841,13,169,1.0,9033.658271447275,False,-0.0604347717009707,0.325,419952,0.0,0.0,11,0,0,9,10,9.5,25,34,30,191.0,78.0,11,11,30,504,1.5598580589867197,104.93956594902556
52,30,0,0,0,10.000000000000002,20,10.0,7.5065268622296415,9,8.777777777777779,45.3421475805449,5,50.0,45.942306822787884,10,60.0,49.99999999999999,13,50.0,4,2.2110000000000003,21092,539,0,0.0,5390.000000000001,False,-0.2766830870279146,5,1.5190000000000003,25333,521,0,0.0,5210.000000000001,False,-0.15045916195341483,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,61831,0,137,0.9,6211.874218534652,False,0.18280062492973398,0,2.5670000000000006,59161,0,13,0.5,597.2499886962426,False,-0.12395761209393834,10,1.8210000000000002,68799,0,0,0.0,0.0,False,0.013643127605969974,13,4.686000000000001,56154,360,0,0.0,16539.230456203637,False,-0.1967631041942296,0,1.7930000000000004,70241,13,179,1.0,9547.249988696241,False,-0.06471385830873233,0.3,418702,0.0,0.0,11,0,0,16,12,12.0,25,41,28,243.0,102.0,16,14,28,450,2.0548359509557486,106.99440189998131
