index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,27,0,0,0,10.000000000000002,20,10.0,19.745959038780278,35,19.285714285714285,30.08413040646667,16,44.0,20.184206908051443,80,18.8375,55.00000000000001,20,55.0,25,2.2050000000000005,44692,7,10,1.0,267.4595903878028,False,0.03392295687219245,0,0.2,42521,6,172,1.0,3456.3049546702077,False,0.020623975950527153,0,0.29000000000000004,74882,312,54,1.0,7785.282262048647,False,-0.017858277568986156,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,40,5.082000000000001,81047.0,68,0,0.0,2045.7208676397336,False,-0.24280715921817317,40,5.424000000000001,75373,121,0,0.0,3640.179779182467,False,-0.28780121334116415,0,1.0550000000000002,149712,27,13,1.0,1259.973586517389,False,0.019917688515112636,11,2.1370000000000005,124122,943,0,0.0,19033.707114292512,False,-0.09339610628369083,0.5,672661,0.0,0.0,12,0,0,6,14,14.0,17,23,28,198.0,108.0,11,16,28,1649,2.574543621391058,124.70100311283022
26,28,0,0,0,10.000000000000002,20,10.0,19.951234198399042,9,25.0,31.033910301702832,8,44.0,20.239226661602604,91,20.505494505494507,55.00000000000001,20,55.0,0,2.1800000000000006,44817,7,11,1.0,289.4635761823895,False,0.03705989593106203,0,0.2,42421,6,182,1.0,3691.1246241086255,False,0.02102554058480705,0,0.29000000000000004,75009,311,56,1.0,7942.732812597461,False,-0.015293348382326514,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,42,5.4620000000000015,78316.0,72,0,0.0,2234.4415417226037,False,-0.26713332068549456,49,5.874000000000001,71924,125,0,0.0,3879.238787712854,False,-0.3185195697467738,0,1.0550000000000002,150123,21,14,1.0,1195.0237598936549,False,0.022485596786744316,11,2.2360000000000007,122103,1030,0,0.0,20846.40346145068,False,-0.10094431888304849,0.5,665025,0.0,0.0,12,0,0,9,15,15.0,18,27,30,252.0,117.0,14,14,30,1272,2.2007478289306164,126.90175094176084
27,30,0,0,0,10.000000000000002,20,10.0,19.9084379913326,56,19.75,34.92116474703788,39,45.43589743589744,20.21014948792241,109,20.08256880733945,55.0,20,55.0,37,2.5500000000000007,44750,5,10,1.0,249.08437991332602,False,0.03504883381286275,0,0.2,42437,8,184,1.0,3743.1525904051987,False,0.021994609507613838,0,0.29000000000000004,75675,357,27,1.0,8050.183811075761,False,-0.006319998185471638,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,57,5.990000000000001,73385.0,86,0,0.0,3003.2201682452574,False,-0.30908125435594097,52,6.3450000000000015,67206,150,0,0.0,5238.174712055682,False,-0.3557798688401022,0,1.0550000000000002,150610,14,14,1.0,1052.9420928309137,False,0.025307457270500853,10,2.3250000000000006,119782,1136,0,0.0,22958.72981827986,False,-0.10952495211090507,0.5,654157,0.0,0.0,15,0,0,11,17,16.7,18,29,25,276.0,84.0,17,13,25,2858,2.28928261436522,129.19103355612606
28,25,0,0,0,10.000000000000002,20,10.0,19.630902968697708,25,17.0,37.09920242268607,48,43.0,20.05711395447681,68,18.86764705882353,55.0,20,55.0,15,2.6630000000000007,44750,6,10,1.0,256.3090296869771,False,0.035132153496563,0,0.2,42347,7,194,1.0,3878.3951759273555,False,0.021478435888909724,21,0.5,76558,372,10,1.0,7673.687928582408,False,0.002341989655406611,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,23,6.163000000000002,70333.0,134,0,0.0,4971.293124639933,False,-0.3281606967411224,45,6.743000000000001,64325,150,0,0.0,5564.88036340291,False,-0.380853421704619,0,1.0550000000000002,150924,19,13,1.0,1096.0851651350595,False,0.027583969326672723,9,2.4050000000000007,118630,1189,0,0.0,23847.908491872928,False,-0.11432401499303652,0.5,648179,0.0,0.0,11,0,0,7,13,12.475,20,27,28,270.0,90.0,15,10,28,1837,1.9646641975268722,131.15569775365293
29,28,0,0,0,10.000000000000002,20,10.0,19.71729915181955,19,20.789473684210527,37.09920242268607,0,,19.943827168892025,110,19.390909090909094,55.0,20,55.0,0,2.6480000000000006,44875,6,11,1.0,276.8902906700151,False,0.038252684703840495,0,0.2,42417,7,194,1.0,3895.1560354529925,False,0.023286311099677014,0,0.4790000000000001,76163,381,20,1.0,8254.275025296969,False,0.0010365368689575492,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,63,6.7700000000000005,65074.0,134,0,0.0,4971.293124639933,False,-0.3766812757773537,47,7.168000000000001,61191,150,0,0.0,5564.88036340291,False,-0.409768328473881,0,1.0550000000000004,151081,21,16,1.0,1298.8203705467326,False,0.029336731105065995,13,2.5260000000000007,116428,1287,0,0.0,25667.705566364035,False,-0.12308961112042913,0.5,637541,0.0,0.0,10,0,0,8,19,19.0,18,26,28,252.0,132.0,14,14,28,980,2.1115640914067626,133.2672618450597
30,28,0,0,0,10.000000000000002,20,10.0,19.95911001292992,11,25.0,37.67097058654742,11,46.0,19.891590900313155,70,19.457142857142856,55.0,20,55.0,0,2.6480000000000006,45010,10,10,1.0,299.5911001292992,False,0.04162831392145426,0,0.2,42357,3,204,1.0,4101.658442637704,False,0.024283916995014514,0,0.4790000000000001,76394,382,19,1.0,8340.12846608363,False,0.004451783922124248,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,46,7.167000000000001,61675.0,145,0,0.0,5462.290735049376,False,-0.40577610444495477,24,7.361000000000001,60218,150,0,0.0,5650.645587982113,False,-0.4183497763201209,0,1.0550000000000004,151521,11,18,1.0,1208.8074999034448,False,0.03201636127397606,12,2.633000000000001,114798,1357,0,0.0,26992.88885172495,False,-0.12965249429560213,0.5,632285,0.0,0.0,10,0,0,7,10,10.0,22,29,18,261.0,79.0,17,11,18,1421,2.259572139941156,135.52683398500085
31,18,0,0,0,10.000000000000002,20,10.0,19.88566782454854,36,19.444444444444443,37.67097058654742,0,,19.89855342939137,60,19.96666666666666,55.00000000000001,20,55.0,26,2.908000000000001,45034,13,10,1.0,328.85667824548545,False,0.042519394282614316,0,0.2,42287,0,214,1.0,4255.532914453388,False,0.02444392704939903,0,0.4790000000000001,75694,408,29,1.0,9205.81061942568,False,0.0011209160012571773,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,21,7.331000000000002,60820.0,145,0,0.0,5462.290735049376,False,-0.4136645043453118,39,7.727000000000002,57997,150,0,0.0,5650.645587982113,False,-0.43884116366362147,0,1.0550000000000002,152055,7,16,1.0,1019.2898740057396,False,0.03499616662145948,8,2.701000000000001,113586,1411,0,0.0,28076.858888871222,False,-0.13419786545706683,0.5,627785,0.0,0.0,10,0,0,4,13,12.09090909090909,20,24,19,198.0,36.0,11,7,19,860,1.6056393776088953,137.13247336260974
32,19,0,0,0,10.000000000000002,20,10.0,19.88566782454854,0,,37.67097058654742,0,,19.797732585693897,130,19.346153846153847,55.00000000000001,20,55.0,0,2.882000000000001,44944,12,20,1.0,517.7133564909708,False,0.042621535653223096,0,0.2,42177,1,224,1.0,4464.3895926988735,False,0.024315414516190487,0,0.4790000000000001,75694,398,39,1.0,9383.663647045669,False,0.002229628629955443,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,62,7.9300000000000015,55897.0,145,0,0.0,5462.290735049376,False,-0.45908508061368347,68,8.368000000000002,52119,150,0,0.0,5650.645587982113,False,-0.493072759703737,0,1.0550000000000002,152048,23,17,1.0,1390.3478494709598,False,0.036207304483776,11,2.803000000000001,111340,1515,0,0.0,29993.564867326255,False,-0.14293324265183824,0.5,614531,0.0,0.0,9,0,0,4,18,18.0,20,24,22,180.0,42.0,10,9,22,695,1.4604758955538273,138.59294925816357
33,22,0,0,0,10.000000000000002,20,10.0,20.143600395516685,10,26.0,37.8698531609647,5,44.0,19.885357278542465,80,20.5875,55.00000000000001,20,55.0,0,2.882000000000001,45084,14,20,1.0,542.8720079103338,False,0.04614083736489836,0,0.2,42097,0,233,0.9,4693.458892155388,False,0.025111969693868995,0,0.4790000000000001,75654,398,44,1.0,9683.426496498088,False,0.0035996016338853405,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,20,8.068000000000001,55068.0,145,0,0.0,5491.128708339882,False,-0.46660056691143825,60,8.900000000000002,47141,155,0,0.0,5869.827239949529,False,-0.5379896701636288,0,1.0550000000000002,152485,21,16,1.0,1297.5925028493918,False,0.03885728024249152,9,2.882000000000001,109716,1587,0,0.0,31558.062001046892,False,-0.14864367121743044,0.4875,607557,0.0,0.0,12,0,0,6,16,16.0,19,25,20,183.0,63.0,11,11,20,1285,1.5640013432130218,140.1569506013766
34,20,0,0,0,10.000000000000002,20,10.0,19.53003881390155,30,15.166666666666666,38.400530315832754,10,46.0,19.846236472409675,30,19.0,55.0,20,55.0,5,2.9320000000000004,45344,10,10,1.0,295.3003881390155,False,0.04928267083541711,0,0.2,41987,4,238,1.0,4688.14923770857,False,0.022513542125574524,0,0.4790000000000001,75659,418,44,1.0,9853.179558107491,False,0.0047201588272063775,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,10,8.148000000000001,54318.0,155,0,0.0,5952.082198954076,False,-0.47139379169571044,20,9.040000000000001,46361,155,0,0.0,5952.082198954076,False,-0.5448066548619573,0,1.0550000000000002,152955,21,14,1.0,1186.7709659206032,False,0.04166984710907489,8,2.953000000000001,109203,1607,0,0.0,31892.902011162347,False,-0.15098808050159987,0.5,606139,0.0,0.0,14,0,0,7,7,6.2,17,24,19,183.0,57.0,11,9,19,1350,1.6305190082639456,141.78746960964054
35,19,0,0,0,10.0,20,10.0,19.53003881390155,0,,38.98250865250781,14,44.714285714285715,19.859304000064586,7,21.0,55.0,20,55.0,0,2.9270000000000014,45274,7,20,1.0,460.60077627803105,False,0.049574452500035004,0,0.2,41857,7,248,1.0,4913.449625847585,False,0.022113362078740453,0,0.4790000000000001,76285,408,40,1.0,9527.556182172146,False,0.01049507014457684,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,5,8.188,53941.0,160,0,0.0,6237.20138440125,False,-0.4735567854798027,2,9.040000000000001,45911,164,0,0.0,6393.131419011281,False,-0.5469238404097757,0,1.0550000000000002,153641,15,10,1.0,847.8895600009688,False,0.04517417730621878,6,3.0050000000000012,109053,1610,0,0.0,31973.479440103984,False,-0.1517323601478095,0.5,606274,0.0,0.0,15,0,0,5,5,5.0,18,23,21,150.0,43.0,10,9,21,1596,1.595717415213585,143.38318702485412
36,21,0,0,0,10.0,20,10.0,19.060466275069302,47,16.872340425531913,39.32454510441663,10,44.0,19.867408578260594,34,20.0,55.0,20,55.0,17,3.0970000000000013,45550,7,10,1.0,260.604662750693,False,0.05363400602872434,0,0.2,41817,7,248,1.0,4796.995636217187,False,0.019847718097303423,0,0.4790000000000001,75932,445,40,1.0,10054.889296582505,False,0.009381284031209823,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,11,8.293000000000001,53182.0,170,0,0.0,6685.172667750827,False,-0.47849293426448364,23,9.268,44974,164,0,0.0,6449.225397124327,False,-0.5553100215103087,0,1.0550000000000002,154149,7,10,1.0,689.0718600478242,False,0.04808173296896943,10,3.099000000000001,108222,1642,0,0.0,32622.284885503897,False,-0.15516910815874554,0.5,604138,0.0,0.0,14,0,0,7,8,7.708333333333334,17,24,25,183.0,75.0,11,10,25,1575,1.569971806369722,144.95315883122385
37,25,0,0,0,10.0,20,10.0,19.31188793056208,9,26.0,40.351372463342834,24,46.0,19.851381605355368,10,19.0,55.00000000000001,7,55.0,0,3.080000000000001,45694,6,11,1.0,272.4307672361829,False,0.05709180910202041,0,0.2,41707,8,258,1.0,5062.4670860850165,False,0.02037212646851593,0,0.4790000000000001,76802,444,26,1.0,9623.613925216478,False,0.017539703050958685,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,10,8.382,51788.0,194,0,0.0,7828.16625788851,False,-0.4860815122759717,0,9.245000000000001,44974,164,0,0.0,6617.625083988225,False,-0.554533177023129,0,1.0550000000000004,154149,0,17,0.7,935.0000000000001,False,0.04891591929772194,7,3.159000000000001,107926,1652,0,0.0,32794.482412047066,False,-0.15659307486789184,0.4625,603352,0.0,0.0,10,0,0,5,3,3.0,20,25,28,183.0,87.0,11,14,28,1538,1.7081208983436227,146.66127972956747
38,28,0,0,0,10.0,20,10.0,19.598231438723296,10,26.0,40.476821537739944,5,44.0,19.92223124370697,58,20.517241379310345,55.00000000000001,12,55.0,0,3.080000000000001,45884,3,11,1.0,245.58054582595625,False,0.06116457785521804,0,0.2,41577,11,268,1.0,5362.326025577843,False,0.02083180746831789,0,0.4790000000000001,76762,444,31,1.0,9956.39622646308,False,0.019115515020279295,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,30,8.672,50390.0,194,0,0.0,7852.5033783215495,False,-0.49886746852333974,28,9.525,43522,169,0,0.0,6840.58283987805,False,-0.5669010912753465,0,1.0550000000000004,154107,0,19,0.2,1045.0000000000002,False,0.04900411109452804,12,3.2720000000000007,106538,1708,0,0.0,34027.170964251505,False,-0.16182797523760395,0.4,599092,0.0,0.0,8,0,0,7,11,11.0,21,28,23,237.0,87.0,14,14,23,680,1.8318133102729917,148.49309303984046
39,23,0,0,0,10.0,20,10.0,19.322073654153176,25,17.0,40.476821537739944,0,,19.92778010937193,10,20.2,55.0,10,55.0,14,3.2200000000000006,45915,3,10,1.0,223.22073654153175,False,0.06162173609204864,0,0.2,41477,11,278,1.0,5481.536475854583,False,0.019900086216752124,0,0.4790000000000001,76337,459,41,1.0,10528.381490303645,False,0.017382407335417356,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,4,8.682000000000002,50278.0,194,0,0.0,7852.5033783215495,False,-0.49990080277929294,6,9.557000000000002,43340,169,0,0.0,6840.58283987805,False,-0.5685802594412704,0,1.0550000000000002,154065,0,21,0.2,1155.0,False,0.049092302891334136,10,3.3600000000000008,106210,1716,0,0.0,34196.07066768223,False,-0.1634802156368051,0.4,597934,0.0,0.0,6,0,0,5,6,5.5600000000000005,19,24,19,165.0,69.0,10,13,19,200,1.4772720439359546,149.97036508377641
40,19,0,0,0,9.999999999999998,20,10.0,19.060824763701657,5,8.0,40.703505248877086,9,44.0,19.91347991094238,18,19.555555555555557,55.000000000000014,9,55.0,0,3.206000000000001,45825,6,15,1.0,345.91237145552486,False,0.060960816185624864,0,0.2,41407,8,288,1.0,5569.517531946077,False,0.01930016759250471,0,0.4790000000000001,76693,454,42,1.0,10363.16166317339,False,0.020790963776063046,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,15,8.828000000000001,49342.0,203,0,0.0,8262.811565522048,False,-0.506643732340954,3,9.581000000000001,43256,169,0,0.0,6878.8923870602275,False,-0.5691785343857647,0,1.0550000000000002,154023,0,23,0.2,1265.0000000000002,False,0.04918049468814024,9,3.440000000000001,105753,1732,0,0.0,34490.147205752204,False,-0.16558299117487685,0.4,596611,0.0,0.0,8,0,0,6,7,7.0,14,20,25,129.0,48.0,8,11,25,636,1.3198707699775696,151.29023585375398
41,25,0,0,0,9.999999999999998,20,10.0,19.36693154706169,9,26.0,40.703505248877086,0,,19.918991345111507,4,20.5,55.00000000000001,14,55.0,0,3.206000000000001,45969,5,16,1.0,359.87090475298703,False,0.06444321191042537,0,0.2,41297,9,298,1.0,5861.3456010243835,False,0.02012853881933321,0,0.4790000000000001,76459,453,52,1.0,10889.802263760554,False,0.021156521648737398,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,0,8.813000000000002,49342.0,203,0,0.0,8262.811565522048,False,-0.506643732340954,4,9.618000000000002,43138,169,0,0.0,6878.8923870602275,False,-0.5702672258340011,0,1.0550000000000002,153981,0,25,0.2,1375.0000000000002,False,0.04926868648494634,14,3.571000000000001,105362,1734,0,0.0,34539.53099242335,False,-0.1680680196449827,0.4,595860,0.0,0.0,8,0,0,5,7,7.0,19,24,25,168.0,72.0,11,14,25,434,1.6415802333503962,152.93181608710438
42,25,0,0,0,9.999999999999998,20,10.0,19.604068297654543,14,22.714285714285715,41.20479741021421,19,44.526315789473685,19.899939337964575,17,19.470588235294116,55.0,10,55.0,0,3.206000000000001,45867,7,24,1.0,540.497639143709,False,0.06417365516253845,0,0.2,41517,7,296,1.0,5872.804216105745,False,0.025335073418357033,0,0.4790000000000001,76987,457,43,1.0,10730.865500667336,False,0.026748697125358985,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,6,8.873000000000001,48314.0,222,0,0.0,9147.465025067555,False,-0.5120472703134713,11,9.724,42819,169,0,0.0,6963.610762326201,False,-0.5728195689412651,0,1.0550000000000002,153939,0,27,0.2,1485.0,False,0.04935687828175244,10,3.6570000000000014,104887,1749,0,0.0,34804.99390210004,False,-0.17038996410559934,0.4,594642,0.0,0.0,11,0,0,9,6,6.0,14,23,23,153.0,72.0,11,14,23,1364,1.6474816603586078,154.579297747463
43,23,0,0,0,9.999999999999998,20,10.0,19.486152278241203,2,9.0,41.49315463241093,15,44.0,19.906787667044185,5,20.4,55.0,12,55.0,0,3.206000000000001,45775,8,32,1.0,703.5568729037185,False,0.06393215168842946,0,0.2,41427,6,306,1.0,6022.762597141808,False,0.024988612583805813,0,0.4790000000000001,77629,449,38,1.0,10326.022248961915,False,0.03222924588229147,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,2,8.887000000000002,47600.0,237,0,0.0,9833.87764788139,False,-0.5154682865662792,3,9.743,42735,169,0,0.0,7012.343132877447,False,-0.5733697623659781,0,1.0550000000000002,153897,0,29,0.2,1595.0,False,0.04944507007855854,12,3.767000000000001,104558,1752,0,0.0,34876.691992661414,False,-0.1723786956003778,0.4,593933,0.0,0.0,8,0,0,9,6,6.0,15,24,24,168.0,66.0,11,12,24,878,1.7234628042206168,156.3027605516836
44,24,0,0,0,9.999999999999998,20,10.0,19.486152278241203,0,,41.928710433714414,14,46.0,19.906787667044185,0,,55.0,11,55.0,0,3.206000000000001,45665,9,42,1.0,908.4183956861306,False,0.06375756424502506,0,0.2,41337,5,316,1.0,6207.62411992422,False,0.025044679044218907,0,0.4790000000000001,78273,439,34,1.0,9979.997004894178,False,0.03810139392381083,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,0,8.885000000000002,46956.0,251,0,0.0,10524.106318862317,False,-0.5182258650997706,0,9.740000000000002,42735,169,0,0.0,7085.9520632977365,False,-0.5730301970563917,0,1.0550000000000002,153897,0,29,0.0,1595.0,False,0.04944507007855854,11,3.8650000000000015,104325,1752,0,0.0,34876.691992661414,False,-0.1739593639585179,0.375,593500,0.0,0.0,8,0,0,11,4,4.0,13,24,25,201.0,50.0,12,12,25,844,1.9001158317551017,158.2028763834387
45,25,0,0,0,10.0,20,10.0,20.015518315748068,20,24.3,42.07626285193988,10,44.0,19.919935647193572,4,21.0,55.0,9,55.0,0,3.206000000000001,45807,10,41,1.0,920.6362509456708,False,0.06717375447982547,0,0.2,41481,4,317,1.0,6384.919306092137,False,0.030410786600070797,0,0.4790000000000001,78227,449,34,1.0,10417.560660736837,False,0.04025559278327851,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,4,8.925000000000002,46620.0,256,0,0.0,10771.52329009661,False,-0.5201845087967348,0,9.740000000000002,42515,174,0,0.0,7321.269736237539,False,-0.5739744169677289,0,1.0550000000000004,153855,0,31,0.2,1705.0,False,0.04953326187536464,9,3.9440000000000013,104126,1754,0,0.0,34939.56712517753,False,-0.17509610488997213,0.4,592943,0.0,0.0,11,0,0,8,5,5.0,18,26,22,216.0,54.0,12,13,22,1126,2.4866045778617263,160.68948096130043
46,22,0,0,0,10.0,20,10.0,20.015518315748068,0,,42.07626285193988,0,,19.93503517657455,8,20.5,55.00000000000001,7,55.0,0,3.206000000000001,45717,9,51,1.0,1110.7914341031515,False,0.06729087111178823,0,0.2,41371,5,327,1.0,6595.074489249619,False,0.030297249328216064,0,0.4790000000000001,78227,439,44,1.0,10638.168106098758,False,0.04163083088819396,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,4,8.961,46508.0,256,0,0.0,10771.52329009661,False,-0.521217843052688,4,9.78,42407,174,0,0.0,7321.269736237539,False,-0.5749708464288267,0,1.0550000000000004,153855,0,31,0.0,1705.0000000000002,False,0.04953326187536464,7,4.005000000000001,103862,1762,0,0.0,35125.53198112436,False,-0.17625628542554453,0.375,592259,0.0,0.0,6,0,0,7,4,4.0,15,22,23,150.0,36.0,10,12,23,200,1.5458064954727888,162.23528745677322
47,23,0,0,0,10.0,20,10.0,20.355978762716052,12,25.0,42.467689113563964,14,46.0,20.089626692775884,25,21.8,55.0,6,55.0,0,3.206000000000001,45587,12,61,1.0,1361.7147045256793,False,0.06718619195624133,0,0.2,41601,2,325,1.0,6635.693097882717,False,0.036070731148457096,0,0.4790000000000001,78571,441,40,1.0,10675.694198900339,False,0.046153666132010544,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,15,9.107000000000001,46001.0,256,0,0.0,10871.728413072375,False,-0.5254332696122581,10,9.876000000000003,41503,188,0,0.0,7983.925553350025,False,-0.580254432942373,0,1.0550000000000002,153813,0,33,0.2,1815.0,False,0.04962145367217074,6,4.058000000000001,103275,1785,0,0.0,35859.98364660495,False,-0.17774722994109818,0.4,590663,0.0,0.0,8,0,0,8,6,6.0,17,25,22,183.0,36.0,11,12,22,1144,1.8115125764161348,164.04680003318936
48,22,0,0,0,10.0,20,10.0,21.045357535156988,22,26.0,42.467689113563964,0,,20.18641453831861,20,21.5,55.0,9,55.0,0,3.206000000000001,45753,14,60,1.0,1402.7214521094193,False,0.0714879650802608,0,0.2,41807,0,324,1.0,6818.695841390864,False,0.042932716427065594,0,0.4790000000000001,77999,453,50,1.0,11656.931419104314,False,0.04513902414442822,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,16,9.252,45443.0,256,0,0.0,10871.728413072375,False,-0.5305814884945963,4,9.906000000000002,41395,188,0,0.0,7983.925553350025,False,-0.5812508624034708,0,1.0550000000000002,153771,0,35,0.2,1925.0,False,0.04970964546897684,9,4.142000000000001,102727,1803,0,0.0,36396.10541258845,False,-0.1796463325353498,0.4,589207,0.0,0.0,9,0,0,7,7,7.0,14,21,22,144.0,57.0,8,14,22,772,1.4846712965518236,165.53147132974118
49,22,0,0,0,10.0,20,10.0,21.156207437833753,13,22.53846153846154,42.467689113563964,0,,20.144919068002018,13,19.307692307692307,55.00000000000001,9,55.0,0,3.206000000000001,45661,15,68,1.0,1588.6221057726952,False,0.07150988473962282,0,0.2,41992,0,322,0.9,6812.298794982468,False,0.047126038461336346,0,0.4790000000000001,77706,456,60,1.0,12195.291938466029,False,0.04484204582184859,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,11,9.346000000000002,45124.0,256,0,0.0,10871.728413072375,False,-0.5335246458843202,2,9.922000000000002,41341,188,0,0.0,7983.925553350025,False,-0.5817490771340197,0,1.0550000000000002,153729,0,37,0.2,2035.0000000000002,False,0.04979783726578294,9,4.223000000000002,102370,1814,0,0.0,36542.88318935566,False,-0.18157034588362866,0.3875,588235,0.0,0.0,9,0,0,7,5,5.0,15,22,23,129.0,57.0,8,14,23,493,1.526738217100501,167.05820954684168
50,23,0,0,0,10.0,20,10.0,21.42818297521718,12,25.0,42.62058711946692,14,44.0,20.165136679511967,6,21.0,55.00000000000001,9,55.0,0,3.206000000000001,45881,13,66,1.0,1544.2600763643338,False,0.07607265686038897,0,0.2,41872,2,332,1.0,7134.156747772104,False,0.048070081279807365,0,0.4790000000000001,78022,458,56,1.0,12200.860681339616,False,0.04881656639283107,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,2,9.355,45070.0,256,0,0.0,10910.870302583531,False,-0.533842295189536,4,9.96,40617,202,0,0.0,8609.358598132318,False,-0.5855436602261695,0,1.0550000000000002,153687,0,39,0.2,2145.0000000000005,False,0.049886029062589037,9,4.304000000000001,102120,1818,0,0.0,36660.21848335276,False,-0.1828683415758085,0.4,587581,0.0,0.0,9,0,0,12,5,5.0,16,28,18,177.0,42.0,14,9,18,1116,1.7401111386716366,168.79832068551332
51,18,0,0,0,10.000000000000002,20,10.0,21.998428034656857,25,25.48,42.721896331688846,46,43.0,20.170168310456653,5,20.4,55.00000000000001,11,55.0,0,3.206000000000001,46053,17,64,1.0,1577.8993942180389,False,0.08042785600528242,0,0.2,42137,0,327,0.8,7193.485967332793,False,0.05486663553607183,0,0.4790000000000001,79363,473,20,1.0,11259.69438702647,False,0.05966869716500106,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,5,9.403,43931.0,279,0,0.0,11919.409076541187,False,-0.5396984459550445,0,9.956000000000001,39628,225,0,0.0,9612.42667462999,False,-0.5900411180555325,0,1.0550000000000002,153645,0,41,0.2,2255.0000000000005,False,0.04997422085939514,11,4.405000000000001,101832,1821,0,0.0,36729.876493341566,False,-0.18458584964878777,0.375,586901,0.0,0.0,10,0,0,9,6,6.0,11,20,19,129.0,60.0,8,10,19,2815,1.5864253789186478,170.38474606443197
