index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,31,0,0,0,10.000000000000002,20,10.0,21.85852871477991,17,27.58823529411765,29.76039931842071,0,,63.26109315549132,12,80.33333333333333,55.99999999999999,20,56.0,0,0.56,43355,4,13,1.0,324.16087329213883,False,0.11333897297428998,1,3.045000000000001,33712,278,0,0.0,2780.0000000000005,False,-0.10195205567068334,0,0.5150000000000001,58533,33,66,1.0,2685.5178026035037,False,-0.0052869239242823276,0,0.2,55297,95,181,1.0,7463.1925045382395,False,-0.01936079588880754,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,93387,39,72,1.0,5715.454280613782,False,0.053778230653836925,12,1.9760000000000004,123749,0,0,0.0,0.0,False,-0.034756834756834755,8,2.044,117602,90,0,0.0,5693.498383994219,False,-0.06049881680123936,0.5,617228,0.0,0.0,16,0,0,14,12,12.0,23,37,32,174.0,48.0,15,16,32,1623,2.3129312199889682,70.55278586607892
27,32,0,0,0,10.000000000000002,20,10.0,22.24535404551181,12,29.0,29.245436423605206,4,15.0,64.32536465135028,12,71.75,56.0,20,56.0,0,0.56,43593,5,11,1.0,294.69889450062993,False,0.11905107701410482,0,3.044000000000001,33622,287,0,0.0,2870.0000000000005,False,-0.10310333358917287,0,0.5150000000000001,58245,35,72,1.0,2884.258814092488,False,-0.008420616555699133,0,0.2,55297,85,191,1.0,7476.733450777098,False,-0.019248318347533797,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,94188,33,70,1.0,5467.874927573492,False,0.06119296928587415,13,2.0940000000000007,122804,0,9,0.9,504.0,False,-0.04016224016224016,7,2.1060000000000003,117229,93,0,0.0,5982.258912575577,False,-0.06228205252300777,0.6125,616571,0.0,0.0,16,0,0,13,11,11.0,30,43,28,316.0,51.0,20,12,28,1469,2.02010382397566,72.57288969005458
28,28,0,0,0,10.000000000000002,20,10.0,22.572033527477423,12,28.0,28.71382544815165,4,15.0,64.47209107594358,5,67.0,56.0,18,56.0,1,0.5700000000000002,43826,3,10,1.0,255.72033527477424,False,0.12451352540838098,0,3.0440000000000005,33502,299,0,0.0,2990.0000000000005,False,-0.10463837081382557,0,0.5150000000000001,57969,37,78,1.0,3074.8436254724934,False,-0.011422703047874417,0,0.2,55297,75,201,1.0,7464.381429639288,False,-0.019350920111312626,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,94463,27,75,1.0,5610.680117795863,False,0.06498571227155495,1,2.0910000000000006,122962,0,5,0.5,280.0,False,-0.039803439803439804,8,2.1790000000000003,117088,93,0,0.0,5995.904470062753,False,-0.06332863589539114,0.5625,616700,0.0,0.0,18,0,0,7,5,4.083333333333333,26,33,25,121.0,64.0,11,17,25,1099,1.7569839140051045,74.32987360405969
29,25,0,0,0,10.000000000000002,20,10.0,22.805091733900916,12,26.5,28.71382544815165,0,,64.47209107594358,0,,56.0,20,56.0,1,0.5790000000000001,43991,5,10,1.0,278.0509173390092,False,0.12902053006548234,1,3.0540000000000007,33409,307,0,0.0,3070.0000000000005,False,-0.10599432036226879,0,0.5150000000000001,57885,30,88,1.0,3210.9693914543727,False,-0.011687465599109754,0,0.2,55063,74,211,1.0,7746.193957868665,False,-0.020897481826521975,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,94463,17,85,1.0,5968.262774073783,False,0.06694328870218749,5,2.1400000000000006,123168,0,0,0.0,0.0,False,-0.039288639288639286,10,2.2710000000000004,116864,93,0,0.0,5995.904470062753,False,-0.06507583764259289,0.5,616436,0.0,0.0,18,0,0,5,12,11.25,28,33,25,163.0,39.0,12,13,25,676,1.8661241310182959,76.19599773507798
30,25,0,0,0,10.000000000000002,20,10.0,23.28902206412714,17,28.470588235294116,29.985228079433234,44,32.77272727272727,64.50242047113001,5,65.0,55.99999999999999,18,56.0,7,0.6480000000000001,44214,5,10,1.0,282.8902206412714,False,0.13478765600636114,0,3.053000000000001,33309,317,0,0.0,3170.0000000000005,False,-0.10727351804947936,0,0.5150000000000001,58535,37,65,1.0,2810.733641535864,False,-0.004213595694455771,0,0.2,55371,64,210,1.0,7787.395308785116,False,-0.015438454756411674,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,93346,51,90,1.0,7334.464474452796,False,0.06219255074536479,10,2.235000000000001,122619,0,5,0.5,279.99999999999994,False,-0.042478842478842475,8,2.3410000000000006,116726,93,0,0.0,5998.725103815091,False,-0.0661412382363594,0.5625,615713,0.0,0.0,18,0,0,9,11,10.777777777777779,28,37,27,189.0,51.0,13,12,27,2199,1.7260110130300745,77.92200874810806
31,27,0,0,0,10.000000000000002,20,10.0,22.883577010619323,29,20.379310344827587,30.48943798213609,23,33.26086956521739,63.63656369214512,6,52.333333333333336,55.99999999999999,20,56.0,2,0.661,44405,3,10,1.0,258.83577010619325,False,0.13936648719658953,17,3.2230000000000008,33016,329,0,0.0,3290.0000000000005,False,-0.11323457927188067,0,0.5150000000000001,58287,38,71,1.0,3034.3260231351965,False,-0.00647634296495329,0,0.2,55793,72,201,1.0,7775.994579173945,False,-0.008522489125378405,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,92895,64,94,1.0,7933.16101791835,False,0.06053212430292637,3,2.255000000000001,122862,0,0,0.0,0.0,False,-0.041675441675441675,12,2.4530000000000007,116124,99,0,0.0,6300.019805522366,False,-0.06966179242025516,0.5,614975,0.0,0.0,19,0,0,6,12,10.424242424242424,28,34,38,164.0,78.0,11,16,38,1447,1.7873925129533745,79.70940126106143
32,38,0,0,0,10.000000000000002,20,10.0,23.142887281000277,10,28.0,30.93791187275684,5,43.0,63.63656369214512,0,,55.99999999999999,20,56.0,0,0.659,44575,4,10,1.0,271.42887281000276,False,0.1438768500116408,0,3.206000000000001,32926,338,0,0.0,3380.0000000000005,False,-0.1143858571903702,0,0.5150000000000001,58007,38,81,1.0,3385.4005783713146,False,-0.008211777100946047,0,0.2,56008,62,206,1.0,7808.068857209926,False,-0.00468428035011852,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,92680,59,104,1.0,8443.539424475746,False,0.06097215368199746,10,2.352000000000001,122648,0,0,0.0,0.0,False,-0.043344643344643344,10,2.541000000000001,115911,99,0,0.0,6300.019805522366,False,-0.07132319408165683,0.5,614348,0.0,0.0,13,0,0,14,11,11.0,26,40,38,280.0,76.0,20,18,38,695,2.340361115988344,82.04976237704977
33,38,0,0,0,10.000000000000002,20,10.0,22.740106081099942,48,21.25,31.475199307882317,18,35.22222222222222,59.999915736694874,16,42.75,55.99999999999999,20,56.0,2,0.679,44785,2,10,1.0,247.4010608109994,False,0.1489421170825466,36,3.566000000000001,32362,350,0,0.0,3500.0000000000005,False,-0.12728016987745286,0,0.5150000000000001,58305,40,73,1.0,3207.2937927194066,False,-0.004740557258867995,0,0.2,55324,88,216,1.0,8799.772385639375,False,-0.007809977857931261,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,92730,67,98,1.0,7988.830095824213,False,0.059030307204538356,11,2.452000000000001,122126,1,10,1.0,619.9999157366948,False,-0.0449982453268722,9,2.621000000000001,115309,104,0,0.0,6239.991236616267,False,-0.07625291043010696,0.625,612534,0.0,0.0,16,0,0,14,15,14.166666666666666,26,40,39,246.0,93.0,17,21,39,1518,2.3656597470398992,84.41542212408967
34,39,0,0,0,10.000000000000002,20,10.0,22.578641380910945,29,21.448275862068964,30.980367618978146,4,15.0,55.30188815176376,25,39.76,55.99999999999999,17,56.0,9,0.7670000000000001,45002,2,10,1.0,245.78641380910943,False,0.15447318051793577,10,3.6300000000000012,32097,360,0,0.0,3600.0000000000005,False,-0.13278071993245835,0,0.5150000000000001,58094,40,79,1.0,3350.5946971357116,False,-0.00705556453188271,0,0.2,54973,97,226,1.0,9191.691295837423,False,-0.010385658904231066,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,93664,61,83,1.0,6479.859141354059,False,0.06099580185340496,0,2.4410000000000007,121952,7,13,1.0,1115.1132170623462,False,-0.04442450287795973,10,2.7120000000000006,114668,113,0,0.0,6249.113361149305,False,-0.08121713910865684,0.625,612043,0.0,0.0,23,0,0,11,9,8.88888888888889,30,41,40,307.0,123.0,18,21,40,1907,2.2265376140130684,86.64195973810274
35,40,0,0,0,10.0,20,10.0,20.916538613743135,47,13.53191489361702,30.980367618978146,0,,55.867189524242846,6,65.0,55.99999999999999,20,56.0,0,0.758,44912,1,20,1.0,428.33077227486274,False,0.15450572789258396,47,4.090000000000002,30846,371,0,0.0,3710.0,False,-0.16337912861053547,0,0.5150000000000001,57973,41,89,1.0,3614.830801252524,False,-0.006870860872740447,0,0.2,54458,123,236,1.0,9884.101007569248,False,-0.0131898444399006,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,94054,51,87,1.0,6440.444237177014,False,0.06505011462000058,0,2.4410000000000007,122290,3,10,1.0,727.6015685727284,False,-0.04329939718196358,7,2.7720000000000007,114540,113,0,0.0,6312.992416239442,False,-0.08196641154307777,0.625,610666,0.0,0.0,15,0,0,9,9,9.0,31,40,41,252.0,122.0,16,24,41,1318,2.1339933589915745,88.77595309709432
36,41,0,0,0,10.0,20,10.0,20.706864609899835,40,19.5,32.54973347000653,18,43.0,56.95183058277658,10,67.0,55.99999999999999,17,56.0,2,0.778,45402,0,9,0.9,186.36178148909852,False,0.1639466034933495,18,4.223000000000001,30443,383,0,0.0,3830.0,False,-0.17215442474480006,0,0.5150000000000001,58429,43,81,1.0,3526.9235892962215,False,-2.55541308418035e-05,0,0.2,53996,141,246,1.0,10926.902343617483,False,-0.012203024025505115,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,93950,59,87,1.0,6875.243535431948,False,0.06629172114915718,0,2.4410000000000007,122124,3,11,1.0,786.8554917483297,False,-0.044363107945289415,8,2.8450000000000006,114387,113,0,0.0,6435.556855853753,False,-0.08268181094398126,0.6125,610324,0.0,0.0,20,0,0,14,9,8.181818181818182,25,39,32,252.0,95.0,16,25,32,2456,2.1215113360085525,90.89746443310287
37,32,0,0,0,10.0,20,10.0,20.95163789699587,11,26.363636363636363,31.9733084948129,18,28.0,56.71233893215488,10,54.5,55.999999999999986,20,56.0,1,0.786,45539,2,10,1.0,229.51637896995868,False,0.16800363776920663,1,4.215000000000001,30350,391,0,0.0,3910.0,False,-0.17351037429324329,0,0.5150000000000001,58438,44,78,1.0,3415.7901300632248,False,-0.0007991649494698639,0,0.2,54201,131,251,1.0,10769.964996704497,False,-0.010100965239853665,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,93991,67,87,1.0,7076.185156249939,False,0.06784067728121236,0,2.441000000000001,122237,0,11,0.8,615.9999999999999,False,-0.04414804414804415,12,2.9570000000000007,113882,118,0,0.0,6692.055993994276,False,-0.08562046724388951,0.6,610231,0.0,0.0,20,0,0,11,8,7.1,29,40,29,199.0,60.0,17,15,29,1697,2.087883675005287,92.98534810810816
38,29,0,0,0,10.0,20,10.0,20.301181384579206,16,11.0,31.9733084948129,0,,52.86416166698651,40,44.0,55.999999999999986,20,56.0,6,0.8450000000000002,45487,1,10,1.0,213.01181384579206,False,0.1664621461591551,0,4.214000000000001,30240,402,0,0.0,4020.0,False,-0.17491749174917492,0,0.5150000000000001,58438,34,88,1.0,3503.8913146192285,False,-6.735459830518536e-05,0,0.2,54025,137,261,1.0,11126.295366833518,False,-0.01006499512548169,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,95751,57,57,1.0,4835.735799222567,False,0.0748455421327591,0,2.441000000000001,120925,30,13,1.0,2313.924850009595,False,-0.04775974084470346,12,3.065000000000001,113602,118,0,0.0,6237.971076704408,False,-0.08957540237625515,0.625,610061,0.0,0.0,18,0,0,10,7,6.375,25,35,26,162.0,109.0,11,18,26,2408,1.8733608220354654,94.85870893014362
39,26,0,0,0,10.0,20,10.0,20.208508327025726,2,10.0,33.13103192415101,15,43.0,52.86416166698651,0,,55.99999999999999,20,56.0,0,0.8390000000000002,45367,4,19,1.0,423.9616582134888,False,0.16609053724017564,1,4.224000000000001,30157,409,0,0.0,4090.0,False,-0.17614552152889706,0,0.5150000000000001,59083,24,83,1.0,3234.879849553151,False,0.008413461886177625,0,0.2,54005,129,271,1.0,11585.407225631243,False,-0.006583652642861119,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,95106,62,67,1.0,5596.022810985459,False,0.07194564292744929,0,2.4410000000000007,121541,20,12,1.0,1729.28323333973,False,-0.0452350406250157,9,3.1430000000000007,113419,118,0,0.0,6237.971076704408,False,-0.09100280380365658,0.625,610271,0.0,0.0,20,0,0,11,6,6.0,27,38,30,173.0,48.0,15,11,30,1471,2.055613317992538,96.91432224813616
40,30,0,0,0,9.999999999999998,20,10.0,20.66665646238503,11,29.0,30.634155296102275,19,13.736842105263158,52.86416166698651,0,,55.99999999999999,20,56.0,0,0.8390000000000002,45546,8,18,1.0,451.99981632293054,False,0.17102872843046193,0,4.223000000000001,30097,415,0,0.0,4149.999999999999,False,-0.17691304014122342,0,0.5150000000000001,58869,25,86,1.0,3151.2037670244217,False,0.004163236925810024,0,0.2,54161,119,269,1.0,10699.919893675331,False,-0.011347311246342341,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,94845,71,77,1.0,6245.565474381223,False,0.07264387173519557,0,2.4410000000000007,122101,10,12,1.0,1200.641616669865,False,-0.04292874062372816,10,3.2340000000000004,113201,118,0,0.0,6237.971076704408,False,-0.09270320550405828,0.625,610413,0.0,0.0,20,0,0,11,6,6.0,26,37,23,233.0,63.0,14,16,23,1340,1.9371655019931495,98.85148775012931
41,23,0,0,0,9.999999999999998,20,10.0,21.214805469397835,18,27.0,29.893317115319746,15,23.333333333333332,52.86416166698651,0,,55.99999999999999,20,56.0,0,0.8390000000000002,45972,4,10,1.0,252.14805469397834,False,0.17937099361288883,0,4.223000000000001,29957,429,0,0.0,4289.999999999999,False,-0.17870391690331824,0,0.5150000000000001,58528,33,86,1.0,3270.9138524076266,False,-0.0005074106023222738,0,0.2,54366,109,274,1.0,10503.182685761974,False,-0.009575849040087264,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,94495,76,87,1.0,6871.074165792128,False,0.07223607111226017,0,2.4410000000000007,122773,0,10,1.0,559.9999999999999,False,-0.040185640185640185,8,3.3040000000000007,113051,118,0,0.0,6237.971076704408,False,-0.09387320667405945,0.625,610735,0.0,0.0,24,0,0,10,4,4.0,23,33,28,159.0,63.0,12,11,28,1708,3.1833254049997777,102.03481315512909
42,28,0,0,0,9.999999999999998,20,10.0,21.199869894654196,34,21.11764705882353,29.99272684128774,31,30.419354838709676,51.38545913335442,10,33.8,56.0,20,56.0,0,0.8390000000000002,46074,9,11,1.0,323.19856884119616,False,0.18288943342852093,25,4.473000000000001,29775,434,0,0.0,4339.999999999999,False,-0.18272059764115947,0,0.5150000000000001,58994,33,70,1.0,2799.0865854137305,False,0.00331500303530034,0,0.2,54125,123,279,1.0,10975.554785761746,False,-0.009655822957755347,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,93890,97,87,1.0,7379.829448206745,False,0.06839712616582592,1,2.451000000000001,123322,0,0,0.0,0.0,False,-0.038087438087438086,9,3.386000000000001,112535,128,0,0.0,6577.338769069366,False,-0.0965744753751048,0.5,610308,0.0,0.0,20,0,0,11,7,7.0,29,40,33,223.0,91.0,16,12,33,2293,1.9939229800365865,104.02873613516567
43,33,0,0,0,9.999999999999998,20,10.0,20.20012436226893,60,16.883333333333336,30.353299526607827,5,41.0,51.38545913335442,0,,56.0,20,56.0,0,0.8390000000000002,45984,11,18,1.0,473.60223852084073,False,0.18251083785556366,57,5.018000000000002,28386,442,0,0.0,4419.999999999999,False,-0.21723335124210094,0,0.5150000000000001,58994,23,80,1.0,2892.866822460812,False,0.00409398629814277,0,0.2,53317,173,284,1.0,12114.958580229148,False,-0.013614657771296638,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,93685,92,97,1.0,7776.8930923832995,False,0.06832630644117302,11,2.560000000000001,123059,0,0,0.0,0.0,False,-0.040138840138840136,9,3.4670000000000014,112359,128,0,0.0,6577.338769069366,False,-0.09794727674790617,0.5,607377,0.0,0.0,15,0,0,12,16,16.0,30,42,19,289.0,87.0,19,14,19,435,1.62239633401623,105.6511324691819
44,19,0,0,0,9.999999999999998,20,10.0,20.342429211231256,17,22.294117647058822,30.727202814951106,5,41.0,48.73471691104457,28,37.75,56.0,20,56.0,0,0.8390000000000002,46243,10,14,1.0,384.79400895723757,False,0.18800104905668427,3,4.9910000000000005,28237,453,0,0.0,4529.999999999999,False,-0.21963824289405684,0,0.5150000000000001,58675,24,90,1.0,3253.6665544151497,False,0.0017914289996938848,0,0.2,53462,169,289,1.0,12318.03215021895,False,-0.009518954129822347,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,94537,87,79,1.0,6523.309280873267,False,0.07079209749418762,11,2.659000000000001,122812,0,0,0.0,0.0,False,-0.04206544206544206,9,3.548000000000001,111121,156,0,0.0,7602.615838122953,False,-0.10360510183642228,0.5,606680,0.0,0.0,18,0,0,6,12,12.0,26,32,26,114.0,48.0,8,11,26,1811,1.6503343320218846,107.30146680120379
45,26,0,0,0,10.0,20,10.0,20.18246356112444,22,18.545454545454547,30.136554763483186,5,15.0,49.790681723448024,9,65.0,55.99999999999999,16,56.0,0,0.8390000000000002,46451,10,13,1.0,362.37202629461774,False,0.1930356899518333,11,5.098000000000002,27974,463,0,0.0,4630.0,False,-0.22508762504157392,0,0.5150000000000001,58352,35,95,1.0,3569.358927170258,False,-0.0009522632889469776,0,0.2,53452,160,299,1.0,12240.024044061383,False,-0.010333056084814224,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,95047,82,80,1.0,6454.452028481463,False,0.07599910234242532,6,2.708000000000001,122133,0,9,0.9,503.99999999999994,False,-0.045396045396045394,10,3.639000000000001,110906,156,0,0.0,7767.346348857892,False,-0.10463965387910813,0.6125,605908,0.0,0.0,15,0,0,9,12,12.0,29,38,24,180.0,84.0,13,13,24,1168,1.6536662169964984,108.95513301820029
46,24,0,0,0,10.0,20,10.0,21.024799572277242,26,28.23076923076923,28.864106889850508,26,23.0,49.38150058908399,8,43.0,56.0,20,56.0,13,0.9690000000000003,46739,12,10,1.0,330.24799572277243,False,0.19999293877405247,0,5.087000000000001,27894,471,0,0.0,4710.0,False,-0.2261109831913424,0,0.5150000000000001,58583,38,79,1.0,3079.206828044725,False,-0.0011861080170388458,0,0.2,53085,163,309,1.0,12346.051359244997,False,-0.015549295949388638,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,94793,98,82,1.0,6877.965523510237,False,0.07553658329141844,4,2.742000000000001,122583,0,0,0.0,0.0,False,-0.04385164385164385,7,3.6990000000000007,110442,164,0,0.0,8098.566096609775,False,-0.10696709919032106,0.5,605712,0.0,0.0,23,0,0,14,7,7.0,21,35,25,177.0,30.0,14,10,25,2013,1.8618563819909468,110.81698940019123
47,25,0,0,0,10.0,20,10.0,21.24635867901957,10,26.2,26.720717901649174,24,15.0,49.38150058908399,0,,56.00000000000001,18,56.0,0,0.9560000000000002,46901,11,11,1.0,343.70994546921526,False,0.20430974423042472,1,5.097000000000001,27771,482,0,0.0,4820.0,False,-0.2278506920459488,0,0.5150000000000001,58691,37,65,1.0,2522.9619347309203,False,-0.004012343965088548,0,0.2,53075,154,319,1.0,11795.8482471951,False,-0.02028567425993372,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,94433,112,92,1.0,7535.818459180435,False,0.07519636089464074,10,2.838000000000001,122365,0,0,0.0,0.0,False,-0.045552045552045554,8,3.7720000000000007,110309,164,0,0.0,8098.566096609775,False,-0.1080045002277221,0.5,605138,0.0,0.0,19,0,0,3,10,10.0,31,34,36,144.0,97.0,9,16,36,812,1.6029227639664896,112.41991216415772
48,36,0,0,0,10.0,20,10.0,21.57494354700463,19,25.210526315789473,26.720717901649174,0,,49.38150058908399,0,,56.00000000000001,17,56.0,6,1.016,47152,8,10,1.0,295.7494354700463,False,0.210117806885538,2,5.116000000000001,27614,495,0,0.0,4950.0,False,-0.23020441579041626,0,0.5150000000000001,58222,45,75,1.0,2974.9263022388964,False,-0.008049587149558998,0,0.2,53065,145,329,1.0,11919.483003958248,False,-0.01942483466825394,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,94433,102,102,1.0,7762.426286054783,False,0.07643691921898314,10,2.928000000000001,122154,0,0,0.0,0.0,False,-0.0471978471978472,7,3.8340000000000005,110186,164,0,0.0,8098.566096609775,False,-0.10896390118712306,0.5,604419,0.0,0.0,12,0,0,12,12,11.352941176470589,28,40,31,261.0,69.0,18,18,31,200,2.040951128001325,114.46086329215905
49,31,0,0,0,10.0,20,10.0,21.5191070388206,1,10.0,26.24298068148545,36,24.38888888888889,50.65142546752387,5,81.0,56.00000000000001,17,56.0,0,1.0100000000000002,47062,7,20,1.0,500.38214077641203,False,0.2104329078821145,1,5.124000000000001,27491,506,0,0.0,5060.0,False,-0.23194412464502265,0,0.5150000000000001,59090,36,49,1.0,2060.5939067903287,False,-0.0012244251354759305,0,0.2,53065,135,339,1.0,11801.449901264348,False,-0.020405273770937718,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,93960,128,107,1.0,8778.804052255193,False,0.07682220036709188,9,3.008000000000001,121974,0,0,0.0,0.0,False,-0.0486018486018486,8,3.907000000000001,109631,169,0,0.0,8560.090904011535,False,-0.11149295696731197,0.5,603866,0.0,0.0,14,0,0,6,9,9.0,26,32,34,132.0,95.0,9,22,34,1483,1.8403311830479652,116.30119447520701
50,34,0,0,0,10.0,20,10.0,21.440701968357814,40,21.075,26.75654607552112,5,43.0,50.65142546752387,0,,56.00000000000001,9,56.0,0,1.0100000000000002,47311,4,19,1.0,447.37333739879847,False,0.2161252249775986,29,5.413000000000001,27143,519,0,0.0,5190.0,False,-0.23918438355463453,0,0.5150000000000001,59090,26,59,1.0,2136.0944696330494,False,-0.0005972815427363585,0,0.2,52437,165,344,1.0,12741.967674758303,False,-0.023025819228176397,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,93745,123,117,1.0,9217.271946989391,False,0.07686855762423975,0,2.9990000000000006,121974,0,0,0.0,0.0,False,-0.0486018486018486,9,3.9890000000000008,109460,169,0,0.0,8560.090904011535,False,-0.11282675830111331,0.5,602753,0.0,0.0,14,0,0,8,6,6.0,35,43,28,207.0,66.0,17,17,28,734,2.011772992031183,118.3129674672382
51,28,0,0,0,10.000000000000002,20,10.0,20.78324720597892,32,16.59375,27.761346502166944,19,35.526315789473685,53.1641110370503,9,84.44444444444444,56.00000000000001,10,56.0,0,1.0100000000000002,47191,6,29,1.0,662.7141689733887,False,0.2158097854654154,32,5.704000000000001,26662,527,0,0.0,5270.000000000001,False,-0.25046690715583186,0,0.5150000000000001,59150,16,65,1.0,2137.0194779365142,False,0.0004071791037022957,0,0.2,52521,187,339,1.0,13297.563691752652,False,-0.01701528647578947,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,93830,132,118,1.0,9937.862840657972,False,0.08174407301116773,0,2.9990000000000006,121974,0,0,0.0,0.0,False,-0.0486018486018486,10,4.080000000000001,108482,178,0,0.0,9463.211764594953,False,-0.11693299105107076,0.5,601403,0.0,0.0,15,0,0,6,9,9.0,30,36,27,142.0,74.0,11,17,27,1635,1.845919988991227,120.15888745622942
52,27,0,0,0,10.000000000000002,20,10.0,21.29152504321977,14,29.0,27.428253427880314,4,15.0,53.25994937400411,6,55.0,56.000000000000014,10,56.0,0,1.0100000000000002,47487,7,25,1.0,602.2881260804943,False,0.2226096672305434,0,5.672000000000001,26572,536,0,0.0,5360.000000000001,False,-0.2516181850743214,0,0.5150000000000001,58804,20,71,1.0,2373.2364942438976,False,-0.00337877118779362,0,0.2,52521,177,349,1.0,13341.060378980128,False,-0.01665398229906532,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,94100,126,122,1.0,9953.67375554142,False,0.08478684459911212,0,2.999000000000001,121974,0,0,0.0,0.0,False,-0.0486018486018486,10,4.170000000000001,107930,184,0,0.0,9799.830684816756,False,-0.11992578025499491,0.5,600981,0.0,0.0,15,0,0,8,6,6.0,27,35,22,211.0,69.0,14,13,22,996,1.6141638180124573,121.77305127424188
