index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
24,31,0,0,0,10.000000000000002,20,10.0,29.33164992509275,25,41.36,23.32981930350413,0,,19.760738015437,37,16.513513513513512,48.99999999999999,20,49.0,0,0.3440000000000001,64333,8,34,1.0,1077.2760974531536,False,0.10047054315979198,0,2.3780000000000006,59427,6,12,1.0,411.97979910111303,False,0.011603078925012424,0,0.2,76242,306,165,1.0,12824.905062156562,False,-0.04845040430242707,0,2.0900000000000003,74419.0,174,0,0.0,5103.707086966138,False,-0.11388216451788367,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,37,5.961000000000003,69623.0,256,0,0.0,5972.4337416970575,False,-0.32886071587561905,8,2.1250000000000004,134436,324,0,0.0,6402.479117001588,False,-0.051542964928293786,12,2.0750000000000006,134887,319,0,0.0,6303.675426924403,False,-0.04877555549341419,0.375,722017,0.0,0.0,13,0,0,13,17,17.0,27,40,33,229.0,64.0,19,12,33,1234,2.2147036883980036,106.95638286136091
25,33,0,0,0,10.000000000000002,20,10.0,29.06308113535015,41,27.121951219512194,28.31021014915275,39,38.717948717948715,19.632666351687547,23,18.565217391304348,48.99999999999999,20,49.0,0,0.3440000000000001,64223,9,44,1.0,1368.7755699554066,False,0.10107699511404274,29,2.6680000000000006,59519,5,10,1.0,340.6308113535015,False,0.012558574457187612,0,0.2,76304,337,152,1.0,14097.410285284219,False,-0.04041185380838666,16,2.250000000000001,74195.0,174,0,0.0,5056.976117550926,False,-0.1167299303641889,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,23,6.154000000000001,67152.0,295,0,0.0,8351.51199400006,False,-0.3407054756812213,11,2.2270000000000003,133892,340,0,0.0,6675.106559573766,False,-0.05435232757163603,9,2.1530000000000005,134633,326,0,0.0,6400.24923065014,False,-0.05019312268497096,0.375,718568,0.0,0.0,14,0,0,13,19,18.7,27,40,35,264.0,84.0,20,13,35,1662,2.2751870825886726,109.23156994394958
26,35,0,0,0,10.000000000000002,20,10.0,29.18883927582144,52,29.923076923076923,28.31021014915275,0,,20.323688865028746,20,27.0,48.99999999999999,20,49.0,0,0.3440000000000001,64769,10,38,1.0,1209.1758924812148,False,0.10898552895283395,26,2.899000000000001,59653,4,10,1.0,331.8883927582144,False,0.014757573434309496,0,0.2,75404,363,162,1.0,15181.802701285927,False,-0.04453102758777659,0,2.2340000000000004,73539.0,190,0,0.0,5545.879462406074,False,-0.121467831744206,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,20,6.331000000000001,66595.0,295,0,0.0,8351.51199400006,False,-0.3458539209801454,13,2.3460000000000005,133417,348,0,0.0,7072.643725030003,False,-0.056255835894381746,7,2.2140000000000004,134195,338,0,0.0,6869.406836379716,False,-0.05159489640641783,0.375,716222,0.0,0.0,12,0,0,13,14,13.962962962962962,27,40,27,246.0,60.0,20,15,27,1162,2.147604126483202,111.37917407043278
27,27,0,0,0,10.000000000000002,20,10.0,29.83695536633351,21,39.714285714285715,28.014869063115434,2,12.0,20.425882965203726,15,21.733333333333334,48.99999999999999,20,49.0,0,0.3440000000000001,65187,11,36,1.0,1184.1303931880063,False,0.11586397049303644,0,2.8730000000000016,59869,3,11,1.0,358.2065090296686,False,0.018644985572525974,0,0.2,75098,362,172,1.0,15619.535321468586,False,-0.04553414387329142,2,2.2540000000000004,72965.0,202,0,0.0,6027.064983999368,False,-0.12530614309890659,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,15,6.461000000000001,66105.0,297,0,0.0,8320.416111745284,False,-0.35052678618818495,7,2.403000000000001,133211,353,0,0.0,7210.336686716915,False,-0.05720095961632014,13,2.3370000000000006,133695,348,0,0.0,7108.207271890897,False,-0.05421760623534497,0.375,714780,0.0,0.0,12,0,0,7,14,14.0,25,32,25,168.0,90.0,12,15,25,1034,2.1363513097167015,113.51552538014948
28,25,0,0,0,10.000000000000002,20,10.0,29.69043120346499,55,28.87272727272727,31.099317350818893,14,53.0,20.235704969783114,6,14.333333333333334,48.99999999999999,20,49.0,0,0.3440000000000001,65067,13,46,1.0,1495.7598353593894,False,0.1164715248380751,44,3.313000000000001,59657,1,10,1.0,306.9043120346499,False,0.014613516022618253,0,0.2,74662,397,168,1.0,17011.786502713174,False,-0.042539478818869006,0,2.2520000000000007,72555.0,212,0,0.0,6294.371415134578,False,-0.12848755272593293,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,6,6.506,65173.0,311,0,0.0,9671.887696104675,False,-0.35289547964605744,11,2.5060000000000007,132928,357,0,0.0,7224.146674212572,False,-0.059103527931901184,9,2.4140000000000006,133529,350,0,0.0,7082.49673942409,False,-0.05545009633804424,0.375,712221,0.0,0.0,12,0,0,8,16,15.88888888888889,27,35,26,189.0,45.0,14,11,26,1352,1.9437755784019828,115.45930095855147
29,26,0,0,0,10.000000000000002,20,10.0,30.118555737695296,13,40.84615384615385,29.663088678038818,22,23.0,20.541601049103186,26,22.576923076923077,49.0,20,49.0,0,0.3440000000000001,65488,14,43,1.0,1435.0978967208978,False,0.12309876246179659,0,3.269000000000001,59567,0,20,1.0,602.3711147539059,False,0.015592894830734191,0,0.2,75126,387,170,1.0,16698.60614575468,False,-0.03900045965627086,14,2.392000000000001,71576.0,225,0,0.0,6776.675040981441,False,-0.13698194259361615,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,26,6.760000000000001,63669.0,333,0,0.0,9877.808529786926,False,-0.3658455257062385,12,2.6150000000000007,132371,372,0,0.0,7641.475590266385,False,-0.06150390515836737,8,2.4850000000000008,133117,361,0,0.0,7415.51797872625,False,-0.05714176154852207,0.375,709564,0.0,0.0,15,0,0,10,17,17.0,25,35,24,202.0,40.0,17,9,24,1195,1.9680418753996491,117.42734283395112
30,24,0,0,0,10.000000000000002,20,10.0,30.60447513064471,13,42.0,32.12863942234747,21,45.23809523809524,20.918328643545856,18,24.666666666666668,49.0,20,49.0,0,0.3440000000000001,65368,16,53,1.0,1782.0371819241695,False,0.12400581165010564,0,3.2690000000000006,60033,0,15,0.8,459.06712695967065,False,0.022282541917247656,0,0.2,76044,377,162,1.0,16742.726710673345,False,-0.02817812698920522,3,2.408000000000001,70955.0,238,0,0.0,7283.8650810934405,False,-0.14121164891211765,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,18,6.9140000000000015,62274.0,354,0,0.0,11373.538355511004,False,-0.3718271048752588,10,2.7030000000000003,131898,385,0,0.0,8053.556527765154,False,-0.0633435209942144,10,2.577000000000001,132786,366,0,0.0,7656.108283537783,False,-0.05859372684269317,0.35,708008,0.0,0.0,12,0,0,10,13,13.0,28,38,22,176.0,41.0,16,8,22,1664,1.9569015074521303,119.38424434140325
31,22,0,0,0,10.000000000000002,20,10.0,31.41905873329018,19,43.68421052631579,31.987215338399828,9,30.11111111111111,21.710401632719492,19,29.105263157894736,48.99999999999999,20,49.0,0,0.3440000000000001,65942,19,47,1.0,1666.6957604646384,False,0.1327647268016815,0,3.269000000000001,60089,0,19,0.7,596.9621159325134,False,0.024402128245877945,0,0.2,76154,367,170,1.0,16968.621162645468,False,-0.025611473454488904,7,2.4750000000000005,70041.0,257,0,0.0,8074.698094455576,False,-0.1471817799612287,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,19,7.086000000000002,61529.0,363,0,0.0,11611.359167839137,False,-0.3776141569867308,7,2.763000000000001,131545,392,0,0.0,8510.477440026041,False,-0.06420172192084296,13,2.6970000000000005,132189,378,0,0.0,8206.531817167968,False,-0.060811166792422676,0.3375,706139,0.0,0.0,14,0,0,8,15,15.0,27,35,22,210.0,28.0,16,6,22,1140,3.509969093836844,122.89421343524009
32,22,0,0,0,10.000000000000002,20,10.0,28.159218985460125,170,22.894117647058824,31.930084135844222,20,31.6,20.43447066659368,15,5.4,49.0,20,49.0,109,1.4340000000000002,61304,23,10,1.0,511.5921898546013,False,0.04428906503803803,0,3.269000000000001,60489,0,11,0.6,309.7514088400614,False,0.02875155989787837,0,0.2,72718,527,172,1.0,20331.882876702693,False,-0.045808440436649084,12,2.588000000000001,69747.0,257,0,0.0,7236.919279263252,False,-0.1553888348361026,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,15,7.217000000000002,60174.0,383,0,0.0,12229.222224028337,False,-0.38728314496973626,12,2.876000000000001,131266,400,0,0.0,8173.788266637472,False,-0.06728436962369165,8,2.764000000000001,132025,385,0,0.0,7867.271206638567,False,-0.06311021035909459,0.325,696373,0.0,0.0,14,0,0,9,20,19.192307692307693,26,35,19,191.0,36.0,15,7,19,1688,1.9323583599179983,124.82657179515809
33,19,0,0,0,10.000000000000002,20,10.0,28.489834218429383,28,33.214285714285715,29.82657160298296,31,21.548387096774192,21.079584018359707,21,26.38095238095238,49.0,20,49.0,0,1.3250000000000004,61234,25,15,1.0,677.3475132764408,False,0.0445075193241314,12,3.389000000000001,60941,0,8,0.8,227.91867374743507,False,0.03572510707346552,0,0.2,72604,531,174,1.0,20317.925428905037,False,-0.047201193667585566,23,2.8060000000000005,68634.0,271,0,0.0,7720.745073194363,False,-0.165417121943783,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,21,7.412000000000002,58900.0,414,0,0.0,12348.200643634946,False,-0.3985090738176371,6,2.9240000000000013,130702,418,0,0.0,8811.266119674357,False,-0.06897446157350837,14,2.896000000000001,131615,388,0,0.0,8178.878599123566,False,-0.06486187490396175,0.35,693280,0.0,0.0,12,0,0,7,20,19.5,27,34,22,154.0,42.0,14,5,22,802,1.815338945016265,126.64191074017435
34,22,0,0,0,10.000000000000002,20,10.0,28.93020022037472,24,36.0,29.755267173245272,13,29.0,20.85386493896077,32,19.625,48.99999999999999,20,49.0,0,1.3250000000000004,61174,21,25,1.0,933.255005509368,False,0.04566027418199948,16,3.5370000000000013,61177,4,10,1.0,329.3020022037472,False,0.04058849176579546,0,0.2,72453,537,171,1.0,20623.66820496617,False,-0.047179649534518864,0,2.783000000000001,68298.0,279,0,0.0,8071.525861484546,False,-0.16726612100960966,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,32,7.711000000000002,57036.0,427,0,0.0,12705.499082975732,False,-0.4140870564065528,11,3.028000000000001,130138,430,0,0.0,8967.16192375313,False,-0.07232384240387703,9,2.9720000000000013,131181,408,0,0.0,8508.376895095993,False,-0.06671728021149838,0.375,690107,0.0,0.0,13,0,0,9,19,19.0,28,37,22,165.0,29.0,15,7,22,913,1.9214719701558352,128.5633827103302
35,22,0,0,0,10.0,20,10.0,29.2112225443433,7,44.0,31.930167175418763,14,53.0,21.430154554161437,28,25.25,49.0,20,49.0,0,1.3250000000000004,61044,24,35,1.0,1262.3927890520154,False,0.046246694507557494,0,3.5210000000000012,61415,1,13,1.0,389.7458930764629,False,0.0451385595436434,0,0.2,73195,527,167,1.0,20726.65219916385,False,-0.038044666894052365,0,2.783000000000001,67990.0,286,0,0.0,8354.409647682183,False,-0.1691836014892291,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,28,7.959000000000001,55210.0,441,0,0.0,14081.203724359675,False,-0.42460714809239625,10,3.1170000000000013,129528,446,0,0.0,9557.848931156,False,-0.07449213761600645,10,3.0630000000000015,130742,420,0,0.0,9000.664912747803,False,-0.0680462491894547,0.375,687774,0.0,0.0,12,0,0,8,16,16.0,26,34,20,194.0,30.0,15,7,20,1250,1.7786809047684073,130.3420636150986
36,20,0,0,0,10.0,20,10.0,29.542104659347146,17,36.11764705882353,31.918927710685107,6,31.666666666666668,20.871016097413413,35,17.8,48.99999999999999,20,49.0,0,1.3250000000000004,60954,23,45,1.0,1559.3947096706215,False,0.04723909404460318,4,3.5610000000000013,61815,2,10,1.0,315.4210465934715,False,0.05129366949900315,0,0.2,73081,524,175,1.0,21065.8751908678,False,-0.037404446134327564,4,2.823000000000001,67540.0,296,0,0.0,8744.462979166756,False,-0.17211895180245462,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,35,8.281,53232.0,447,0,0.0,14267.760686676243,False,-0.4420279481704244,12,3.227,129148,459,0,0.0,9579.796388712757,False,-0.07703509447992733,8,3.1330000000000013,130129,442,0,0.0,9224.98911505673,False,-0.07149751884666594,0.375,684549,0.0,0.0,11,0,0,7,20,19.57142857142857,27,34,19,179.0,21.0,13,7,19,700,1.8767081713303924,132.218771786429
37,19,0,0,0,10.0,20,10.0,29.165923455383382,43,26.372093023255815,33.28546323425003,7,58.0,19.877943105211042,32,13.53125,49.0,20,49.0,0,1.3250000000000004,61026,24,48,1.0,1639.9643258584024,False,0.04914387288892429,26,3.8170000000000015,62001,1,10,1.0,301.6592345538338,False,0.05433221288362684,0,0.2,72871,542,178,1.0,21732.7429685143,False,-0.0359834281079729,0,2.8190000000000004,67022.0,311,0,0.0,9070.602194624233,False,-0.17620504590778452,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,32,8.566,51077.0,454,0,0.0,15111.600308349514,False,-0.45804710176567864,9,3.3050000000000006,128745,474,0,0.0,9422.145031870034,False,-0.08035535108956893,11,3.235000000000001,129720,459,0,0.0,9123.975885291868,False,-0.07466397498125005,0.375,681112,0.0,0.0,15,0,0,6,21,20.92857142857143,27,33,17,155.0,21.0,12,7,17,1124,1.85551290307194,134.07428468950093
38,17,0,0,0,10.0,20,10.0,30.098041104114827,41,37.51219512195122,36.11208813696401,19,54.0,19.17482943796914,61,16.721311475409834,48.99999999999999,20,49.0,0,1.3250000000000004,61654,20,42,1.0,1464.1177263728227,False,0.05830563475523602,15,3.9410000000000016,62293,5,10,1.0,350.9804110411483,False,0.05970398489407072,0,0.2,73047,557,169,1.0,22867.551790138874,False,-0.02742507287257589,0,2.8190000000000004,66334.0,327,0,0.0,9842.059441045549,False,-0.17968490933397685,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,61,9.144,45479.0,473,0,0.0,17081.017688783977,False,-0.5006885343624803,9,3.386000000000001,128252,499,0,0.0,9568.239889546601,False,-0.08324924064876414,11,3.334000000000001,128824,495,0,0.0,9491.540571794725,False,-0.07957186073377093,0.375,674533,0.0,0.0,10,0,0,7,24,23.09090909090909,25,32,13,140.0,15.0,12,5,13,1914,1.5673947976902127,135.64167948719114
39,13,0,0,0,10.0,20,10.0,30.9619637577833,38,38.473684210526315,37.84281598154453,12,55.916666666666664,18.109757701576207,32,9.90625,48.999999999999986,20,49.0,0,1.3250000000000004,61584,17,52,1.0,1780.0221154047315,False,0.059797639615640066,28,4.206000000000001,62623,8,10,1.0,389.619637577833,False,0.0656297786016543,0,0.2,73270,561,167,1.0,23689.41193703437,False,-0.020127027980645563,0,2.8190000000000004,65320.0,351,0,0.0,10867.649278981939,False,-0.18545497346982068,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,32,9.403,43020.0,485,0,0.0,18353.765751049097,False,-0.5175353747594507,9,3.4670000000000014,128044,507,0,0.0,9181.647154699136,False,-0.08601457046831475,11,3.4330000000000007,128338,519,0,0.0,9398.964247118052,False,-0.083239853886457,0.375,670849,0.0,0.0,13,0,0,5,22,21.285714285714285,25,30,16,106.0,12.0,9,4,16,871,1.3657939936965704,137.0074734808877
40,16,0,0,0,9.999999999999998,20,10.0,31.235688245107728,18,36.27777777777778,38.86518636759291,10,51.5,18.299691674577424,8,24.25,48.999999999999986,20,49.0,0,1.3250000000000004,61923,16,51,1.0,1753.0201005004942,False,0.06531934469202609,0,4.178000000000002,62737,9,13,1.0,496.06394718640047,False,0.06846650449699229,0,0.2,73561,558,167,1.0,23920.000164158126,False,-0.015449615117149313,0,2.8190000000000004,64891.0,362,0,0.0,11307.319144728997,False,-0.1878629615329369,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,8,9.451,42342.0,495,0,0.0,19238.267251958492,False,-0.5197144449848482,14,3.5980000000000008,127551,514,0,0.0,9406.041520732797,False,-0.0886386794078819,6,3.482000000000001,128223,520,0,0.0,9515.83967078026,False,-0.08362962412818542,0.375,669878,0.0,0.0,15,0,0,4,13,13.0,27,31,21,158.0,27.0,11,5,21,1368,1.4865461830049753,138.4940196638927
41,21,0,0,0,9.999999999999998,20,10.0,31.551189565474317,34,34.470588235294116,39.996621842162426,8,57.0,18.358299170807836,1,32.0,48.999999999999986,20,49.0,0,1.3250000000000004,62261,19,49,1.0,1736.0082887082415,False,0.07090882193682878,9,4.268000000000002,63137,6,10,1.0,375.51189565474317,False,0.07422951954786966,0,0.2,73313,570,169,1.0,24743.607143645808,False,-0.013563846841314398,0,2.8190000000000004,64423.0,374,0,0.0,11800.144897487395,False,-0.19041395705025504,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,1,9.453000000000001,41875.0,503,0,0.0,20118.3007866077,False,-0.5199638555726712,6,3.644000000000001,127469,514,0,0.0,9436.165773795228,False,-0.08909994771875376,14,3.616000000000001,127863,521,0,0.0,9564.673867990883,False,-0.08594212301800994,0.375,668991,0.0,0.0,13,0,0,6,13,13.0,26,32,26,187.0,55.0,13,8,26,1540,1.6477370262145996,140.1417566901073
42,26,0,0,0,9.999999999999998,20,10.0,31.96384547930021,13,41.92307692307692,39.996621842162426,0,,18.358299170807836,0,,48.99999999999999,20,49.0,0,1.3250000000000004,62141,21,59,1.0,2095.8668832787125,False,0.07192545151977733,3,4.2890000000000015,63524,4,10,1.0,359.6384547930021,False,0.08065987934310172,0,0.2,73313,560,179,1.0,25059.14877815519,False,-0.011747528993039706,0,2.8190000000000004,63878.0,387,0,0.0,12370.008200489181,False,-0.1934079631115136,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,0,9.452,41875.0,503,0,0.0,20118.3007866077,False,-0.5199638555726712,8,3.718000000000001,127337,514,0,0.0,9436.165773795228,False,-0.09000955858446902,12,3.7220000000000013,127632,521,0,0.0,9564.673867990883,False,-0.08753394203301162,0.375,668350,0.0,0.0,9,0,0,8,11,10.75,29,37,26,204.0,61.0,16,10,26,569,1.9573507187888026,142.0991074088961
43,26,0,0,0,9.999999999999998,20,10.0,31.982458588054552,27,32.18518518518518,41.295260527124704,14,52.0,17.72664201811664,26,12.615384615384615,48.99999999999999,20,49.0,0,1.3250000000000004,62538,23,53,1.0,1925.0703051668913,False,0.07721140566563382,1,4.296000000000001,63770,2,10,1.0,339.8245858805455,False,0.08466491870837967,0,0.2,73634,566,175,1.0,25328.742153085703,False,-0.0065002236102499915,0,2.8190000000000004,63416.0,398,0,0.0,12729.018518045712,False,-0.19666015151419064,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,26,9.712,39876.0,517,0,0.0,21349.64969252347,False,-0.5327501677980762,9,3.8000000000000007,126991,528,0,0.0,9359.666985565585,False,-0.09265741785743378,11,3.8200000000000007,127318,533,0,0.0,9448.30019565617,False,-0.09009867832281472,0.375,666193,0.0,0.0,15,0,0,10,13,12.09090909090909,28,38,19,238.0,31.0,18,8,19,1445,1.8088318891823292,143.90793929807842
44,19,0,0,0,9.999999999999998,20,10.0,32.6233504441303,43,36.93023255813954,43.88527069611568,23,57.0,17.80902922467367,8,20.0,48.99999999999999,20,49.0,0,1.3250000000000004,63183,26,40,1.0,1564.934017765212,False,0.08509842421215982,10,4.395000000000001,64225,0,9,0.9,293.61015399717274,False,0.09199146850665127,0,0.2,74890,561,162,1.0,25411.11345192784,False,0.0084334725483108,0,2.8190000000000004,61883.0,436,0,0.0,14223.780793640812,False,-0.2057044956216063,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,8,9.766000000000002,38368.0,540,0,0.0,23698.04617590247,False,-0.535835553962073,10,3.891000000000001,126802,528,0,0.0,9403.167430627696,False,-0.09380993463678382,10,3.909000000000001,126969,541,0,0.0,9634.684810548455,False,-0.09186144693403103,0.3625,664970,0.0,0.0,14,0,0,5,15,14.23076923076923,21,26,16,109.0,54.0,9,10,16,2286,1.5979771418496966,145.50591643992811
45,16,0,0,0,10.0,20,10.0,32.871328096626236,24,35.958333333333336,43.88527069611568,0,,18.43871997960387,18,25.38888888888889,48.99999999999999,20,49.0,0,1.3250000000000004,63686,24,33,1.0,1324.7538271886658,False,0.0915940374492244,0,4.385000000000001,64385,2,12,1.0,414.45593715951486,False,0.09573068192131766,0,0.2,74835,556,172,1.0,25824.724981456086,False,0.01018111843625072,0,2.8190000000000004,61075.0,455,0,0.0,14956.454283964937,False,-0.21078909153514766,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,18,9.938,37892.0,540,0,0.0,23698.04617590247,False,-0.5402353025478682,12,4.001,126113,546,0,0.0,10067.541108863714,False,-0.09626873106230242,8,3.9790000000000014,126842,541,0,0.0,9975.347508965695,False,-0.0915628509789835,0.375,663478,0.0,0.0,14,0,0,4,11,11.0,26,30,20,130.0,36.0,10,6,20,1063,1.543245553970337,147.04916199389845
46,20,0,0,0,10.0,20,10.0,32.477030037082706,20,26.75,44.42599800117942,5,58.0,19.184428824315237,14,29.571428571428573,48.99999999999999,20,49.0,0,1.3250000000000004,63681,20,38,1.0,1434.1271414091427,False,0.09243691276704563,3,4.415000000000001,64647,6,10,1.0,384.77030037082704,False,0.09992341091766468,0,0.2,74590,566,177,1.0,26245.400647197566,False,0.009782074342341152,0,2.8190000000000004,61075.0,455,0,0.0,14777.048666872632,False,-0.2118217844947064,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,14,10.06,37316.0,545,0,0.0,24212.168910642784,False,-0.5431833063249031,9,4.079000000000001,125816,551,0,0.0,10570.620282197695,False,-0.09658199837993578,11,4.081000000000001,126348,550,0,0.0,10551.435853373381,False,-0.09298209081853478,0.375,662123,0.0,0.0,14,0,0,6,14,13.375,26,32,23,148.0,52.0,12,8,23,769,1.699267292395234,148.74842928629369
47,23,0,0,0,10.0,20,10.0,32.58171979920702,3,42.333333333333336,44.7760586103554,5,53.0,19.184428824315237,0,,48.99999999999999,20,49.0,0,1.3250000000000004,63708,20,45,1.0,1666.177390964316,False,0.09486316469290666,0,4.412000000000001,64547,6,20,1.0,711.6343959841404,False,0.10099946051658337,0,0.2,74855,556,182,1.0,26264.678875443788,False,0.012943824617177553,0,2.8190000000000004,60948.0,458,0,0.0,14922.427668036817,False,-0.2124470276870658,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,0,10.046000000000001,37051.0,550,0,0.0,24626.83223569547,False,-0.5437163445312998,9,4.160000000000001,125661,551,0,0.0,10570.620282197695,False,-0.0976501020480106,11,4.1800000000000015,126133,550,0,0.0,10551.435853373381,False,-0.09446365397102553,0.375,661553,0.0,0.0,14,0,0,5,9,9.0,26,31,23,160.0,45.0,12,11,23,592,1.7270558988675475,150.47548518516123
48,23,0,0,0,10.0,20,10.0,31.903529176556873,27,25.51851851851852,44.7760586103554,0,,18.95229317648431,7,12.714285714285714,48.99999999999999,20,49.0,0,1.3250000000000004,64053,25,40,1.0,1526.141167062275,False,0.09952790689462312,0,4.412000000000002,64691,1,18,1.0,584.2635251780237,False,0.10236190202698969,0,0.2,74690,561,192,1.0,26494.883121236642,False,0.012369381216609113,0,2.8190000000000004,60424.0,470,0,0.0,14994.65871298173,False,-0.21806373995267414,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,7,10.116000000000001,36817.0,550,0,0.0,24626.83223569547,False,-0.5458792461470058,16,4.311000000000001,125199,557,0,0.0,10556.42729930176,False,-0.10088264193960132,4,4.2090000000000005,126056,551,0,0.0,10442.713540242856,False,-0.09536886257212157,0.375,660580,0.0,0.0,17,0,0,9,12,12.0,26,35,18,164.0,84.0,13,10,18,889,1.8409688817337155,152.31645406689495
49,18,0,0,0,10.0,20,10.0,32.59504496832179,42,36.76190476190476,44.7760586103554,0,,18.95229317648431,0,,49.0,20,49.0,0,1.3250000000000004,64602,28,32,1.0,1323.0414389862972,False,0.10711836875083801,6,4.472000000000001,65330,0,8,0.8,260.7603597465743,False,0.11045785645003799,0,0.2,73977,572,202,1.0,27689.129561171852,False,0.011035363510193448,0,2.8190000000000004,59593.0,491,0,0.0,16004.167079445997,False,-0.2218196062797394,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,0,10.109000000000002,36817.0,550,0,0.0,24626.83223569547,False,-0.5458792461470058,11,4.405000000000001,124980,557,0,0.0,10556.42729930176,False,-0.1023917690577198,9,4.295000000000001,125907,551,0,0.0,10442.713540242856,False,-0.09639562029175469,0.35,659856,0.0,0.0,17,0,0,6,11,10.461538461538462,25,31,19,147.0,21.0,11,7,19,1263,1.6486060051247478,153.9650600720197
50,19,0,0,0,10.0,20,10.0,34.00894243798914,57,40.59649122807018,44.7760586103554,0,,18.60694393331603,6,8.5,49.0,20,49.0,0,1.3250000000000004,65658,30,14,1.0,776.125194131848,False,0.1203932653152035,21,4.676000000000001,65712,0,8,0.8,272.07153950391313,False,0.11703397461792313,0,0.2,73604,573,212,1.0,28979.64844236312,False,0.014169718075378087,0,2.8190000000000004,57652.0,537,0,0.0,18262.80208920017,False,-0.23116400487434133,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,6,10.169,36601.0,550,0,0.0,24626.83223569547,False,-0.5478757707153498,10,4.494000000000001,124748,562,0,0.0,10457.102490523608,False,-0.10433270226602122,10,4.386000000000001,125722,552,0,0.0,10271.033051190447,False,-0.0982619780894367,0.35,658347,0.0,0.0,13,0,0,5,13,12.578947368421053,23,28,16,130.0,30.0,9,10,16,1376,1.679599585942924,155.64465965796262
