index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
24,12,0,0,0,10.000000000000002,20,10.0,35.870509140972324,5,38.0,3.7058476760627714,31,1.0,30.075144881625395,45,29.866666666666667,51.0,20,51.0,0,0.812,36184,4,26,1.0,972.6332376652804,False,0.2109608552550242,0,0.8300000000000001,36104,6,15,1.0,598.0576371145848,False,0.20213423216951634,0,5.6720000000000015,5364.0,264,0,0.0,9469.814413216693,False,-0.7548749434061908,31,5.163000000000002,-460.0,323,0,0.0,11586.17445253406,False,-0.8705529933671441,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,45,8.561,-1590,1140,0,0.0,4224.666350711559,False,-0.9908198324131643,14,2.1310000000000007,52613,473,0,0.0,14225.543529008812,False,-0.19926836712512028,6,2.0690000000000004,60555,467,0,0.0,14045.09265971906,False,-0.09400117537626825,0.25,246695,0.0,0.0,10,0,0,4,14,14.0,24,28,10,173.0,0.0,12,0,10,390,0.8999490110436454,53.018704103073105
25,10,0,0,0,10.000000000000002,20,10.0,36.24743454592941,28,39.285714285714285,3.5844049077836875,30,2.0,29.32278419976753,57,24.596491228070175,51.00000000000001,20,51.0,0,0.812,36074,5,36,1.0,1354.9076436534588,False,0.21364024244854124,13,0.9600000000000002,36760,5,10,1.0,412.4743454592941,False,0.22073301541277487,0,5.6720000000000015,4764.0,279,0,0.0,10113.034238314305,False,-0.7616321483735733,30,5.432000000000001,-5139.0,336,0,0.0,12179.13800743228,False,-0.9769273767878798,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,57,9.086000000000002,-8166,1170,0,0.0,4193.753742106915,False,-1.1066667216588728,10,2.2170000000000005,51873,488,0,0.0,14309.518689486555,False,-0.20862648185733454,10,2.1630000000000007,59515,509,0,0.0,14925.297157681673,False,-0.10204388611134575,0.25,233606,0.0,0.0,10,0,0,3,21,60.77391877128719,25,28,11,136.0,17.0,9,1,11,800,0.8734912019572221,53.89219530503033
26,11,0,0,0,10.000000000000002,20,10.0,36.403130257510554,16,38.625,3.5844049077836875,0,,29.24648996221626,71,28.845070422535212,51.00000000000001,20,51.0,0,0.812,35944,8,46,1.0,1754.5439918454854,False,0.21594584227999272,6,1.0070000000000001,37164,2,10,1.0,384.03130257510554,False,0.23360463811133858,0,5.6720000000000015,4146.0,295,0,0.0,10738.923425965613,False,-0.7690365855243377,0,5.402000000000002,-5550.0,336,0,0.0,12231.451766523547,False,-0.986268455951315,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,71,9.739,-14791,1170,0,0.0,4193.753742106915,False,-1.2231031517618642,10,2.307000000000001,50507,518,0,0.0,15149.681800428023,False,-0.2213082237298528,10,2.2530000000000006,58450,550,0,0.0,16085.569479218942,False,-0.10854435989744503,0.25,223795,0.0,0.0,11,0,0,5,18,17.545454545454547,23,28,11,143.0,3.0,10,1,11,400,0.8183874589740299,54.71058276400436
27,11,0,0,1,10.000000000000002,20,10.0,36.399538367368415,22,36.36363636363637,3.5844049077836875,0,,28.51415156391356,107,25.77570093457944,51.0,20,51.0,0,0.812,36464,6,39,1.0,1479.5819963273682,False,0.22857773588810792,0,1.0010000000000003,37244,4,15,1.0,585.9930755105262,False,0.23958115506754063,0,5.672000000000001,4106.0,296,0,0.0,10774.26335674105,False,-0.7695785898111477,0,5.402000000000002,-36170.333333333336,357,0,0.0,12994.635197150525,True,-1.72023630997738,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,107,10.738000000000001,-29264,1170,0,0.0,4193.753742106915,False,-1.4774706163476141,8,2.3770000000000007,49074,554,0,0.0,15796.839966408113,False,-0.23618201097743563,12,2.363000000000001,56740,621,0,0.0,17707.288121190322,False,-0.12059896150109045,0.25,212289,0.0,0.1,10,0,0,5,26,1874.7483730158729,23,28,7,146.0,3.0,10,1,7,240,0.8036403399892151,55.51422310399357
28,7,0,0,0,10.000000000000002,20,10.0,36.565292907558856,14,39.142857142857146,3.5844049077836875,0,,28.401934597801873,8,22.0,51.0,20,51.0,0,0.812,36788,7,38,1.0,1459.4811304872364,False,0.23894526666810717,0,1.0010000000000001,37268,3,22,1.0,834.4364439662949,False,0.24447586757754258,0,5.6720000000000015,3558.0,310,0,0.0,11335.240801343245,False,-0.7760717395890283,0,5.402000000000002,-36170.333333333336,357,0,0.0,13053.80956799851,True,-1.7195181569779385,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,8,10.711000000000002,-31821,1170,0,0.0,4193.753742106915,False,-1.5224106845398178,10,2.4690000000000007,48885,554,0,0.0,15734.671767182237,False,-0.2391326350589079,10,2.451000000000001,56367,629,0,0.0,17864.81686201738,False,-0.12454372050826944,0.25,208970,0.0,0.1,11,0,0,0,11,125.82645502645504,23,23,6,77.0,3.0,6,1,6,748,0.7605648330063559,56.27478793699993
29,6,0,0,0,10.000000000000002,20,10.0,36.58500147799844,34,36.705882352941174,3.5844049077836875,0,,28.25234173455189,10,22.0,51.0,20,51.0,4,0.8520000000000001,37592,9,24,1.0,968.0400354719625,False,0.25738128319582526,0,1.0010000000000003,37416,1,26,1.0,961.2100384279594,False,0.2514564764287029,0,5.672000000000001,2310.0,344,0,0.0,12585.240508431463,False,-0.7911934693993609,0,5.402000000000002,-36170.333333333336,357,0,0.0,13060.845527645442,True,-1.7194327670455742,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,10,10.803,-34636,1170,0,0.0,4193.753742106915,False,-1.5718851827647113,13,2.589000000000001,48592,554,0,0.0,15651.797320941747,False,-0.2436163688952677,7,2.511000000000001,56042,639,0,0.0,18053.24636837866,False,-0.12763781275805638,0.25,205241,0.0,0.1,14,0,0,1,11,307.7009920634921,21,22,5,71.0,3.0,5,1,5,1448,0.6901331609697081,56.964921097969636
30,5,0,0,0,10.000000000000002,20,10.0,36.82566525596003,26,38.84615384615385,3.5844049077836875,0,,28.232652194705164,24,27.916666666666668,51.00000000000001,20,51.0,0,0.8480000000000001,37512,7,34,1.0,1322.0726187026412,False,0.26058504422928874,0,1.0010000000000001,38306,3,10,1.0,398.2566525596003,False,0.2715516916412325,0,5.672000000000001,1300.0,370,0,0.0,13625.496144705212,False,-0.8030838595025945,0,5.402000000000002,-36170.333333333336,357,0,0.0,13146.762496377733,True,-1.7183900600777802,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,24,11.033000000000003,-38288,1170,0,0.0,4193.753742106915,False,-1.6360702156305416,12,2.6960000000000006,47940,565,0,0.0,15951.448490008417,False,-0.2503489221600476,8,2.584000000000001,55628,652,0,0.0,18407.689230947766,False,-0.13081225629149223,0.25,200323,0.0,0.1,12,0,0,1,18,1140.7426884965264,23,24,5,55.0,3.0,4,1,5,1210,0.6508478439645842,57.61576894193422
31,5,0,0,0,10.000000000000002,20,10.0,36.741071859465436,17,35.64705882352941,3.5844049077836875,0,,28.67476412263013,24,35.458333333333336,51.00000000000001,20,51.0,0,0.8480000000000001,37492,10,41,1.0,1606.383946238083,False,0.26461898068552414,4,1.0410000000000004,38632,0,10,1.0,367.4107185946543,False,0.2818078515057567,0,5.6720000000000015,694.0,387,0,0.0,14218.794809613124,False,-0.810592553100644,0,5.402000000000002,-36170.333333333336,357,0,0.0,13116.56265382916,True,-1.7187565719172495,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,24,11.249000000000002,-42066,1170,0,0.0,4193.753742106915,False,-1.7024697375821038,7,2.754000000000001,47146,582,0,0.0,16688.712719370735,False,-0.2560517454358503,13,2.7060000000000004,55170,659,0,0.0,18896.669556813256,False,-0.13367474053269748,0.25,194993,0.0,0.1,13,0,0,0,14,13.166666666666668,24,24,4,50.0,3.0,4,1,4,310,0.6876132730394602,58.30338221497368
32,4,0,0,0,10.000000000000002,20,10.0,36.819077178408655,9,38.666666666666664,3.5844049077836875,0,,28.989907872867782,25,33.44,51.000000000000014,20,51.0,0,0.8480000000000003,37422,7,51,1.0,1947.7729360988415,False,0.26794420672509817,0,1.0370000000000001,38850,3,11,1.0,435.0098489624952,False,0.2901230078753467,0,5.6720000000000015,346.0,396,0,0.0,14580.354562649827,False,-0.8146513924773681,0,5.402000000000002,-36170.333333333336,357,0,0.0,13144.41055269189,True,-1.7184186037764846,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,25,11.475000000000001,-46271,1170,0,0.0,4193.753742106915,False,-1.7763739169908705,11,2.857000000000001,46243,600,0,0.0,17393.94472372067,False,-0.2634306350552986,9,2.7830000000000013,54849,666,0,0.0,19307.278643329944,False,-0.13522584668429696,0.25,189364,0.0,0.1,13,0,0,0,14,117.0493827160494,25,25,3,56.0,0.0,4,0,3,548,0.6719254970084876,58.97530771198217
33,3,0,0,0,10.000000000000002,20,10.0,36.77270381515133,12,36.0,3.5844049077836875,0,,28.86877217653448,6,22.0,51.00000000000001,20,51.0,0,0.8480000000000003,37312,8,61,1.0,2323.134932724231,False,0.27050945995515874,1,1.0470000000000002,39168,2,10,1.0,387.7270381515133,False,0.29984358757928,0,5.6720000000000015,-190.0,408,0,0.0,15003.263156581743,False,-0.8225289065683422,0,5.402000000000002,-36170.333333333336,357,0,0.0,13127.855262009025,True,-1.718619522375029,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,6,11.510000000000002,-50134,1170,0,0.0,4193.753742106915,False,-1.844267340309792,13,2.976000000000001,45947,600,0,0.0,17321.26330592069,False,-0.26788626133933496,7,2.844000000000001,54607,672,0,0.0,19399.814902631173,False,-0.13784998523487932,0.25,184635,0.0,0.1,9,0,0,0,11,10.282407407407408,20,20,4,41.0,0.0,3,0,4,200,0.6247223889804445,59.60003010096261
34,4,0,4,1,10.000000000000002,20,10.0,36.85863874255664,24,37.541666666666664,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,37706,8,58,1.0,2217.8010470682852,False,0.28178127348042203,1,1.0560000000000003,39451,2,10,1.0,388.58638742556644,False,0.3092032624566666,0,5.6720000000000015,-4051.0,432,0,0.0,15922.93193678447,False,-0.905083473667025,0,5.402000000000002,-36170.333333333336,357,0,0.0,13158.534031092722,True,-1.7182471981792513,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,11,3.073000000000001,45722,600,0,0.0,17321.26330592069,False,-0.27090279192695516,9,2.9270000000000014,54457,672,0,0.0,19399.814902631173,False,-0.1398610056266261,0.25,231210,0.0,0.2,8,0,0,0,13,289.78958313431997,20,20,1,56.0,0.0,4,0,1,200,0.6288535919738933,60.228883692936506
35,1,2,0,1,10.0,20,10.0,36.91839848417279,19,37.526315789473685,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000001,38044,11,56,1.0,2177.4303151136764,False,0.2922764400487694,15,1.205,39266,0,27,0.9,996.7967590726654,False,0.3131364632301807,0,5.672000000000001,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,12,3.1820000000000013,45466,600,0,0.0,17321.26330592069,False,-0.27433493339553633,8,2.9980000000000016,54324,672,0,0.0,19399.814902631173,False,-0.1416441103739749,0.2375,235025,0.0,0.3,9,0,0,0,13,215.07568681318682,20,20,0,14.0,0.0,1,0,0,200,0.5088450229959562,60.73772871593246
36,0,1,0,0,10.0,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,37974,8,66,1.0,2516.614299955404,False,0.2955652582384816,0,1.1900000000000002,39136,3,37,1.0,1395.9807439143933,False,0.3154345938827421,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000005,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,11,3.2800000000000007,45243,600,0,0.0,17321.26330592069,False,-0.2773246503779332,9,3.0800000000000014,54160,672,0,0.0,19399.814902631173,False,-0.1438428260022847,0.25,234438,0.0,0.3,10,0,0,0,11,125.82645502645504,10,10,0,0.0,0.0,0,0,0,200,0.3626919660018757,61.10042068193434
37,0,1,0,0,10.0,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,37874,8,76,1.0,2885.798284797132,False,0.2983587326596184,0,1.1900000000000002,39036,3,47,1.0,1765.1647287561211,False,0.3182280683038789,0,5.672000000000001,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,11,3.3790000000000004,45019,600,0,0.0,17321.26330592069,False,-0.2803277741629417,9,3.161000000000001,54000,672,0,0.0,19399.814902631173,False,-0.1459879144201479,0.25,233854,0.0,0.3,8,0,0,0,10,99.05372038705373,10,10,0,0.0,0.0,0,0,0,200,0.3510868580196984,61.45150753995404
38,0,0,0,0,10.0,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000001,37804,5,86,1.0,3224.98226963886,False,0.3016475508493306,0,1.1900000000000004,38906,6,57,1.0,2164.348713597849,False,0.3205261989564403,0,5.672000000000001,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000005,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,9,3.458,44879,600,0,0.0,17321.26330592069,False,-0.282204726528572,11,3.2620000000000013,53786,672,0,0.0,19399.814902631173,False,-0.14885697017903998,0.25,233300,0.0,0.3,10,0,0,0,8,50.24343146565369,11,11,0,0.0,0.0,0,0,0,200,0.3653731240192428,61.81688066397328
39,0,0,0,0,10.0,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.0,20,51.0,0,0.8480000000000001,37754,0,96,1.0,3544.1662544805877,False,0.30526659821809304,0,1.1900000000000002,38756,11,67,1.0,2583.532698439577,False,0.32249410042995147,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,11,3.5590000000000006,44651,600,0,0.0,17321.26330592069,False,-0.2852614775240271,9,3.341000000000001,53619,672,0,0.0,19399.814902631173,False,-0.15109590621518473,0.25,232705,0.0,0.3,8,0,0,0,12,865.5096043411833,11,11,0,0.0,0.0,0,0,0,200,0.3552553589688614,62.17213602294214
40,0,0,0,0,9.999999999999998,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,37674,0,104,0.8,3839.5134423539703,False,0.30750137775500247,0,1.1900000000000002,38636,13,77,1.0,2972.716683281305,False,0.324957345672038,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,11,3.6580000000000004,44420,600,0,0.0,17321.26330592069,False,-0.2883584489273171,9,3.422000000000001,53468,672,0,0.0,19399.814902631173,False,-0.15312033340954315,0.225,232123,0.0,0.3,7,0,0,0,12,246.07206648127703,0,0,0,0.0,0.0,0,0,0,200,0.34637045697309077,62.51850647991523
41,0,0,0,0,9.999999999999998,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.0,20,51.0,0,0.8480000000000003,37604,0,111,0.7,4097.94223174318,False,0.3094568098497981,0,1.1900000000000002,38506,16,87,1.0,3371.9006681230326,False,0.3272554763245994,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,10,3.7470000000000008,44247,600,0,0.0,17321.26330592069,False,-0.29067782577913176,10,3.513000000000001,53280,672,0,0.0,19399.814902631173,False,-0.15564081230053242,0.2125,231562,0.0,0.3,9,0,0,0,8,8.0,0,0,0,0.0,0.0,0,0,0,200,0.32882295100716874,62.8473294309224
42,0,0,0,0,9.999999999999998,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,37484,2,121,1.0,4487.1262165849075,False,0.3119200550918847,0,1.1900000000000004,38426,14,97,1.0,3721.0846529647606,False,0.3303791799247862,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,8,3.8170000000000015,44117,600,0,0.0,17321.26330592069,False,-0.2924207101186456,12,3.6230000000000016,53028,672,0,0.0,19399.814902631173,False,-0.15901932655866702,0.25,230980,0.0,0.3,10,0,0,0,10,209.43346328784924,0,0,0,0.0,0.0,0,0,0,200,0.3295170260244049,63.176846456946805
43,0,0,0,0,9.999999999999998,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000001,37384,2,131,1.0,4856.310201426636,False,0.3147135295130215,0,1.1900000000000002,38326,14,107,1.0,4090.2686378064886,False,0.333172654345923,0,5.672000000000001,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,10,3.9090000000000007,43928,600,0,0.0,17321.26330592069,False,-0.29495459581224653,10,3.711000000000001,52838,672,0,0.0,19399.814902631173,False,-0.1615666190548796,0.25,230401,0.0,0.3,9,0,0,0,8,8.0,0,0,0,0.0,0.0,0,0,0,200,0.31579588900785893,63.492642345954664
44,0,0,0,0,9.999999999999998,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.0,20,51.0,0,0.8480000000000003,37284,2,141,1.0,5225.494186268364,False,0.3175070039341583,0,1.1900000000000002,38226,14,117,1.0,4459.452622648217,False,0.33596612876705984,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000005,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,12,4.019000000000001,43666,600,0,0.0,17321.26330592069,False,-0.2984671780964976,8,3.781000000000001,52725,672,0,0.0,19399.814902631173,False,-0.16308158774999548,0.25,229826,0.0,0.3,8,0,0,0,9,9.0,0,0,0,0.0,0.0,0,0,0,200,0.31474886898649856,63.80739121494116
45,0,0,0,0,10.0,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,50.99999999999999,20,51.0,0,0.8480000000000003,37194,1,151,1.0,5584.678171110091,False,0.32046559294482024,0,1.1900000000000002,38116,15,127,1.0,4838.636607489944,False,0.33859448859867153,0,5.672000000000001,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,10,4.107,43484,600,0,0.0,17321.26330592069,False,-0.300907216171817,10,3.8730000000000016,52531,672,0,0.0,19399.814902631173,False,-0.16568250745665464,0.25,229250,0.0,0.3,9,0,0,0,7,7.0,0,0,0,0.0,0.0,0,0,0,200,0.31267807603580877,64.12006929097697
46,0,0,0,0,10.0,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,50.99999999999999,20,51.0,0,0.8480000000000001,37104,0,161,1.0,5943.86215595182,False,0.32342418195548217,0,1.1900000000000004,38006,16,137,1.0,5217.820592331673,False,0.34122284843028317,0,5.672000000000001,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000005,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,10,4.197000000000001,43291,600,0,0.0,17321.26330592069,False,-0.3034947290758645,10,3.9630000000000014,52344,672,0,0.0,19399.814902631173,False,-0.1681895795450323,0.25,228670,0.0,0.3,10,0,0,0,10,10.0,0,0,0,0.0,0.0,0,0,0,200,0.3125396620016545,64.43260895297863
47,0,0,0,0,10.0,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.0,20,51.0,0,0.8480000000000001,37014,0,170,0.9,6276.127742309374,False,0.32593830893450515,0,1.1900000000000002,37896,17,147,1.0,5597.0045771734,False,0.34385120826189486,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,11,4.2970000000000015,43057,600,0,0.0,17321.26330592069,False,-0.3066319208869895,9,4.043000000000001,52184,672,0,0.0,19399.814902631173,False,-0.1703346679628955,0.2375,228076,0.0,0.3,9,0,0,0,10,10.0,0,0,0,0.0,0.0,0,0,0,200,0.31027878797613084,64.74288774095476
48,0,0,0,0,10.0,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.0,20,51.0,0,0.8480000000000003,36904,1,180,1.0,6655.311727151102,False,0.32856666876611684,0,1.1900000000000002,37806,16,157,1.0,5956.188562015128,False,0.3468097972725568,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,9,4.376000000000001,42901,600,0,0.0,17321.26330592069,False,-0.3087233820944061,11,4.144,51956,672,0,0.0,19399.814902631173,False,-0.1733914189583506,0.25,227492,0.0,0.3,10,0,0,0,8,8.0,0,0,0,0.0,0.0,0,0,0,200,0.30372825905214995,65.0466160000069
49,0,0,0,0,10.0,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,36794,2,190,1.0,7034.49571199283,False,0.33119502859772854,0,1.1900000000000002,37716,15,167,1.0,6315.372546856856,False,0.3497683862832187,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,11,4.477000000000001,42670,600,0,0.0,17321.26330592069,False,-0.31182035349769616,9,4.223000000000001,51794,672,0,0.0,19399.814902631173,False,-0.17556332098143712,0.25,226899,0.0,0.3,9,0,0,0,9,9.0,0,0,0,0.0,0.0,0,0,0,200,0.3032618220313452,65.34987782203825
